
[00:00:00.000 --> 00:00:04.000]  歡迎大家再次參加加拉太書第二課
[00:02:22.000 --> 00:02:25.000]  近代會多了一些修辭學的角度
[00:02:25.000 --> 00:02:28.000]  所謂動之以情
[00:02:28.000 --> 00:02:30.000]  遂知以理,敢知以品
[00:02:30.000 --> 00:02:32.000]  如果再簡單一點
[00:02:32.000 --> 00:02:34.000]  就是言情說理和數品
[00:02:34.000 --> 00:02:37.000]  如果我們從言情說理的角度
[00:02:37.000 --> 00:02:40.000]  去將這三至四章分段
[00:02:40.000 --> 00:02:44.000]  其實可以粗略有一個這樣的框架
[00:02:44.000 --> 00:02:49.000]  注3下面的世家ABC
[00:02:49.000 --> 00:02:51.000]  三章1至5節是講讀者的經驗
[00:02:51.000 --> 00:02:53.000]  從經驗入手
[00:02:53.000 --> 00:02:56.000]  其實是動之以情的方式
[00:02:56.000 --> 00:02:59.000]  日常的經驗也是
[00:02:59.000 --> 00:03:01.000]  提到彼此的關係
[00:03:01.000 --> 00:03:03.000]  更加是動之以情
[00:03:03.000 --> 00:03:05.000]  而除了動之以情
[00:03:05.000 --> 00:03:07.000]  然後就是講道理
[00:03:07.000 --> 00:03:09.000]  遂知以理
[00:03:09.000 --> 00:03:11.000]  所以有聖經教導
[00:03:11.000 --> 00:03:13.000]  去解釋律法的功用
[00:03:13.000 --> 00:03:15.000]  和聖經的一個借語
[00:03:15.000 --> 00:03:18.000]  當我們這樣看的時候
[00:03:18.000 --> 00:03:20.000]  希望是豐富大家
[00:03:20.000 --> 00:03:24.000]  對佳太書結構的入手方式
[00:03:24.000 --> 00:03:27.000]  接著我們就開始去看
[00:03:27.000 --> 00:03:29.000]  第一個段落
[00:03:29.000 --> 00:03:32.000]  即是三章1至14節
[00:03:32.000 --> 00:03:36.000]  如果用注3的結構
[00:03:36.000 --> 00:03:38.000]  首先是三章1至5節
[00:03:38.000 --> 00:03:41.000]  然後是6至14節
[00:03:41.000 --> 00:03:45.000]  但是注4又從另一個角度入手
[00:03:45.000 --> 00:03:48.000]  可以視三章1至14節
[00:03:48.000 --> 00:03:51.000]  是一個宏觀的結構
[00:03:51.000 --> 00:03:53.000]  因為看注4的時候
[00:03:53.000 --> 00:03:55.000]  才是「A」你們領受了聖靈
[00:03:55.000 --> 00:03:57.000]  是因聽頌重復音
[00:03:57.000 --> 00:03:59.000]  對應的A派
[00:03:59.000 --> 00:04:01.000]  好勢我們借著頌
[00:04:01.000 --> 00:04:04.000]  領受了所應許的聖靈
[00:04:04.000 --> 00:04:06.000]  所以都重複了領受聖靈
[00:04:06.000 --> 00:04:07.000]  領受聖靈
[00:04:07.000 --> 00:04:09.000]  而那個方法就是
[00:04:09.000 --> 00:04:12.000]  因為頌重復音
[00:04:12.000 --> 00:04:14.000]  而A派就是借著頌
[00:04:14.000 --> 00:04:17.000]  所以這些都是強調了那個因頌
[00:04:17.000 --> 00:04:20.000]  那個角度
[00:04:20.000 --> 00:04:22.000]  而B派和B派就是
[00:04:22.000 --> 00:04:24.000]  萬俗因頌
[00:04:24.000 --> 00:04:26.000]  借著阿伯拉罕蒙福
[00:04:26.000 --> 00:04:28.000]  而B派就是為了讓阿伯拉罕的福
[00:04:28.000 --> 00:04:30.000]  臨到外族人
[00:04:30.000 --> 00:04:33.000]  所以都是重複阿伯拉罕
[00:04:33.000 --> 00:04:36.000]  他的福、萬俗和外族
[00:04:36.000 --> 00:04:37.000]  又是平衡
[00:04:37.000 --> 00:04:39.000]  而C派和C派
[00:04:39.000 --> 00:04:41.000]  C派是說律法對大就座
[00:04:41.000 --> 00:04:44.000]  因頌就能夠得心
[00:04:44.000 --> 00:04:45.000]  而C派是說
[00:04:45.000 --> 00:04:49.000]  基督救人脫離律法的就座
[00:04:49.000 --> 00:04:51.000]  看第一個段落
[00:04:51.000 --> 00:04:53.000]  三章一至五節
[00:04:53.000 --> 00:04:55.000]  即是講義的注五
[00:04:55.000 --> 00:04:59.000]  當中是一個A派、B派的結構
[00:04:59.000 --> 00:05:02.000]  而這個結構其實是按一個形式
[00:05:02.000 --> 00:05:04.000]  首先責備無知
[00:05:04.000 --> 00:05:06.000]  然後連串的反問
[00:05:06.000 --> 00:05:08.000]  又責備他們無知
[00:05:08.000 --> 00:05:10.000]  然後連串的反問
[00:05:10.000 --> 00:05:12.000]  而在這個連串的反問裏面
[00:05:12.000 --> 00:05:16.000]  發現第二節和第五節
[00:05:16.000 --> 00:05:19.000]  基本上有句說話是重複的
[00:05:19.000 --> 00:05:21.000]  是因為遵行律法
[00:05:21.000 --> 00:05:25.000]  還是因為以信心聽重複音呢?
[00:05:25.000 --> 00:05:29.000]  所以看講義第二節和第五節
[00:05:29.000 --> 00:05:30.000]  加上底線
[00:05:30.000 --> 00:05:32.000]  讓大家發現
[00:05:32.000 --> 00:05:35.000]  作者刻意重複的地方
[00:05:35.000 --> 00:05:37.000]  書中這樣記載
[00:05:37.000 --> 00:05:40.000]  唉!無知的階榻人
[00:05:40.000 --> 00:05:43.000]  誰令你們著了魔?
[00:05:43.000 --> 00:05:45.000]  耶穌基督被釘十字架
[00:05:45.000 --> 00:05:49.000]  不是已經在你們眼前公佈了嗎?
[00:05:49.000 --> 00:05:52.000]  我只想問清楚你們這一點
[00:05:52.000 --> 00:05:53.000]  你們受了聖靈
[00:05:53.000 --> 00:05:55.000]  是因為遵行律法
[00:05:55.000 --> 00:05:59.000]  還是因為以信心聽重複音呢?
[00:05:59.000 --> 00:06:02.000]  如果大家還記得上一個段落
[00:06:02.000 --> 00:06:06.000]  保羅以他的自身自傳的角度去論證
[00:06:06.000 --> 00:06:09.000]  現在這個三章一至二節
[00:06:09.000 --> 00:06:12.000]  其實就是讀者的經驗
[00:06:12.000 --> 00:06:16.000]  把保羅要探討的問題
[00:06:16.000 --> 00:06:19.000]  連上讀者的關係
[00:06:19.000 --> 00:06:22.000]  因為「階榻教會」是保羅建立
[00:06:22.000 --> 00:06:24.000]  所謂「愛之深責之切」
[00:06:24.000 --> 00:06:27.000]  所以到這三章一開始
[00:06:27.000 --> 00:06:29.000]  他的說話是很直接的
[00:06:29.000 --> 00:06:32.000]  無知的階榻人
[00:06:32.000 --> 00:06:34.000]  如果按照我們注五的結構
[00:06:34.000 --> 00:06:36.000]  連署的反問
[00:06:36.000 --> 00:06:38.000]  其實就是讀者去反省
[00:06:38.000 --> 00:06:40.000]  誰使你著魔
[00:06:40.000 --> 00:06:42.000]  或者迷惑了你們
[00:06:42.000 --> 00:06:45.000]  究竟敵對者是誰呢?
[00:06:45.000 --> 00:06:46.000]  第二
[00:06:46.000 --> 00:06:49.000]  基督被釘在十字架
[00:06:49.000 --> 00:06:53.000]  不是已經在你們眼前公佈了嗎?
[00:06:53.000 --> 00:06:56.000]  以前在你們眼前活畫
[00:06:56.000 --> 00:06:58.000]  無論採用什麼翻譯
[00:06:58.000 --> 00:06:59.000]  重點就是
[00:06:59.000 --> 00:07:02.000]  耶穌基督釘十字架這件事
[00:07:02.000 --> 00:07:04.000]  其實是清清楚楚
[00:07:04.000 --> 00:07:06.000]  這是重點
[00:07:06.000 --> 00:07:11.000]  而基督保羅帶入一個更加重要的問題
[00:07:11.000 --> 00:07:13.000]  就是究竟領受了聖靈
[00:07:13.000 --> 00:07:15.000]  是因為遵行律法
[00:07:15.000 --> 00:07:19.000]  還是以信心聽從福音呢?
[00:07:19.000 --> 00:07:21.000]  當年就是後者
[00:07:21.000 --> 00:07:24.000]  最後再一次這樣去反問他們
[00:07:24.000 --> 00:07:27.000]  這樣是無知嗎?
[00:07:27.000 --> 00:07:31.000]  而3B就是一個重要的經文
[00:07:31.000 --> 00:07:33.000]  你們既然靠聖靈開始
[00:07:33.000 --> 00:07:37.000]  難道現在又要靠肉體成全嗎?
[00:07:37.000 --> 00:07:41.000]  靠肉體當然是指要行國禮
[00:07:41.000 --> 00:07:45.000]  但是除了靠肉體和靠聖靈是對照之外
[00:07:45.000 --> 00:07:48.000]  我們要明白開始和成全
[00:07:48.000 --> 00:07:51.000]  意思是一個是開始
[00:07:51.000 --> 00:07:53.000]  一個是完成
[00:07:53.000 --> 00:07:55.000]  如果是這樣說的時候
[00:07:55.000 --> 00:07:58.000]  這一節經文就給我們更多資料
[00:07:58.000 --> 00:07:59.000]  去了解
[00:07:59.000 --> 00:08:03.000]  加爾泰書保羅要處理的問題
[00:08:03.000 --> 00:08:07.000]  有人主張要受國禮
[00:08:07.000 --> 00:08:11.000]  但傳統去理解加爾泰書的主張
[00:08:11.000 --> 00:08:16.000]  就是信耶穌要靠功德才得救
[00:08:16.000 --> 00:08:19.000]  所以如果從這個角度入手
[00:08:19.000 --> 00:08:21.000]  就是怎樣成為基督徒
[00:08:21.000 --> 00:08:23.000]  即是所謂Getting In
[00:08:23.000 --> 00:08:25.000]  但是3B就說
[00:08:25.000 --> 00:08:28.000]  既然靠聖靈開始
[00:08:28.000 --> 00:08:31.000]  難道現在又要靠肉體成全嗎?
[00:08:31.000 --> 00:08:35.000]  所以當我們認真去看這一節經文的時候
[00:08:35.000 --> 00:08:39.000]  其實修信人是已經信了耶穌
[00:08:39.000 --> 00:08:41.000]  現在他們主張
[00:08:41.000 --> 00:08:42.000]  你信了耶穌
[00:08:42.000 --> 00:08:43.000]  好
[00:08:43.000 --> 00:08:48.000]  但是都要去遵守摩西的律法
[00:08:48.000 --> 00:08:50.000]  其實這種主張
[00:08:50.000 --> 00:08:54.000]  在教會都以不同的形式出現
[00:08:54.000 --> 00:08:56.000]  人怎樣信耶穌?
[00:08:56.000 --> 00:08:58.000]  因信就得救了
[00:08:58.000 --> 00:09:00.000]  但如果做了基督徒
[00:09:00.000 --> 00:09:02.000]  最好就要回教會
[00:09:02.000 --> 00:09:03.000]  靈修
[00:09:03.000 --> 00:09:04.000]  讀經
[00:09:04.000 --> 00:09:07.000]  這種說法我們很接受
[00:09:07.000 --> 00:09:09.000]  但是這種說法
[00:09:09.000 --> 00:09:13.000]  其實正正就是保羅在加爾泰書
[00:09:13.000 --> 00:09:15.000]  要針對的問題
[00:09:15.000 --> 00:09:17.000]  當時的人
[00:09:17.000 --> 00:09:20.000]  他們說靠聖靈開始
[00:09:20.000 --> 00:09:22.000]  他們都是同意的
[00:09:22.000 --> 00:09:23.000]  但是
[00:09:23.000 --> 00:09:25.000]  這個只是開始
[00:09:25.000 --> 00:09:28.000]  然後怎樣過基督徒的生活呢?
[00:09:28.000 --> 00:09:32.000]  有些人說你要遵守摩西的律法
[00:09:32.000 --> 00:09:36.000]  而什麼叫遵守摩西的律法呢?
[00:09:36.000 --> 00:09:38.000]  如果我們看加爾泰書
[00:09:38.000 --> 00:09:39.000]  你會發現
[00:09:39.000 --> 00:09:42.000]  其實重點是守國禮
[00:09:42.000 --> 00:09:44.000]  接著一些節期的條例
[00:09:44.000 --> 00:09:50.000]  這些就是學者稱為身份標記的律例
[00:09:50.000 --> 00:09:53.000]  所以如果是這樣說的時候
[00:09:53.000 --> 00:09:54.000]  你做了基督徒
[00:09:54.000 --> 00:09:57.000]  你要表明你是上帝的子民
[00:09:57.000 --> 00:09:59.000]  怎樣去表明呢?
[00:09:59.000 --> 00:10:01.000]  用猶太人的方法
[00:10:01.000 --> 00:10:03.000]  就是守國禮
[00:10:03.000 --> 00:10:05.000]  以及按他們的飲食規條
[00:10:05.000 --> 00:10:07.000]  這樣過你的生活
[00:10:07.000 --> 00:10:10.000]  而有些學者就更進一步了
[00:10:10.000 --> 00:10:13.000]  那些身份標記的條例
[00:10:13.000 --> 00:10:16.000]  其實等於歸化
[00:10:16.000 --> 00:10:17.000]  等於入籍
[00:10:17.000 --> 00:10:19.000]  所以如果按這個角度
[00:10:19.000 --> 00:10:21.000]  再推測的時候
[00:10:21.000 --> 00:10:23.000]  加爾泰書要處理的問題
[00:10:23.000 --> 00:10:27.000]  就是一個愛邦人做了基督徒
[00:10:27.000 --> 00:10:31.000]  他是不是需要入籍做猶太人
[00:10:31.000 --> 00:10:35.000]  才是一個完整的信仰呢?
[00:10:35.000 --> 00:10:37.000]  而在保羅眼裡
[00:10:37.000 --> 00:10:38.000]  他就覺得
[00:10:38.000 --> 00:10:39.000]  No way
[00:10:39.000 --> 00:10:41.000]  愛邦人信耶穌
[00:10:41.000 --> 00:10:44.000]  只要相信耶穌就夠了
[00:10:44.000 --> 00:10:46.000]  不需要再遵守摩西的
[00:10:46.000 --> 00:10:50.000]  關乎身份標記的條例
[00:10:50.000 --> 00:10:54.000]  也不需要入籍成為猶太人
[00:10:54.000 --> 00:10:58.000]  因為耶穌基督是萬族的救主
[00:10:58.000 --> 00:11:03.000]  不是只是單一民族猶太人的救主
[00:11:03.000 --> 00:11:07.000]  所以當我們認真看3B這一節的時候
[00:11:07.000 --> 00:11:11.000]  是讓我們對加爾泰書的解釋
[00:11:11.000 --> 00:11:14.000]  是更加全面、多角度
[00:11:14.000 --> 00:11:17.000]  再說以往我們看加爾泰書
[00:11:17.000 --> 00:11:22.000]  就以為那些人主張要守律法
[00:11:22.000 --> 00:11:24.000]  才可以得救
[00:11:24.000 --> 00:11:27.000]  如果這個解釋就是要處理
[00:11:27.000 --> 00:11:29.000]  保羅要處理的
[00:11:29.000 --> 00:11:30.000]  就是怎樣成為基督徒
[00:11:30.000 --> 00:11:31.000]  Getting in
[00:11:31.000 --> 00:11:33.000]  但是根據3B
[00:11:33.000 --> 00:11:35.000]  我們的解釋應該就是
[00:11:35.000 --> 00:11:37.000]  你已經信了耶穌
[00:11:37.000 --> 00:11:40.000]  但是怎樣繼續做基督徒
[00:11:40.000 --> 00:11:42.000]  怎樣過基督徒的生活呢?
[00:11:42.000 --> 00:11:44.000]  然後就ABCDE
[00:11:44.000 --> 00:11:45.000]  很多東西要跟尾
[00:11:45.000 --> 00:11:47.000]  那些國禮派
[00:11:47.000 --> 00:11:48.000]  即是猶太基督徒
[00:11:48.000 --> 00:11:50.000]  有一大堆的主張
[00:11:50.000 --> 00:11:52.000]  而保羅正正反對的就是
[00:11:52.000 --> 00:11:58.000]  你們的主張其實都是在說身份標記的問題
[00:11:58.000 --> 00:12:01.000]  所以保羅是反對的
[00:12:01.000 --> 00:12:03.000]  然後再看第四第五節
[00:12:03.000 --> 00:12:05.000]  你們受了那麼多苦
[00:12:05.000 --> 00:12:07.000]  都是枉然的嗎?
[00:12:07.000 --> 00:12:09.000]  果真是枉然的嗎?
[00:12:09.000 --> 00:12:13.000]  保羅再一次用加爾泰人自身的經驗
[00:12:13.000 --> 00:12:16.000]  之前是用保羅自己的經驗
[00:12:16.000 --> 00:12:20.000]  現在用加爾泰人自己的經驗
[00:12:20.000 --> 00:12:21.000]  第五節
[00:12:21.000 --> 00:12:25.000]  那麼神把聖靈豐卒地供應你們
[00:12:25.000 --> 00:12:27.000]  又在你們當中施行神蹟
[00:12:27.000 --> 00:12:30.000]  是因為你們遵行律法
[00:12:30.000 --> 00:12:33.000]  還是因為你們以信心聽從福音呢?
[00:12:33.000 --> 00:12:37.000]  所以說了這麼多連串的反問
[00:12:37.000 --> 00:12:42.000]  其實最重要的就是第五節和第二節
[00:12:42.000 --> 00:12:45.000]  他們能夠領受聖靈
[00:12:45.000 --> 00:12:50.000]  他們能夠看到上帝在當中施行神蹟
[00:12:50.000 --> 00:12:52.000]  那個基礎是什麼呢?
[00:12:52.000 --> 00:12:57.000]  是因為他們遵行律法而成為基督徒
[00:12:57.000 --> 00:13:03.000]  還是因為以信心聽從福音而成為基督徒呢?
[00:13:03.000 --> 00:13:05.000]  當然就是後者
[00:13:05.000 --> 00:13:08.000]  既然我進入Getting in
[00:13:08.000 --> 00:13:12.000]  入門都是因為靠信心聽從福音
[00:13:12.000 --> 00:13:14.000]  相信耶穌基督
[00:13:14.000 --> 00:13:16.000]  為什麼我還要靠那些律法
[00:13:16.000 --> 00:13:19.000]  靠肉體去成全
[00:13:19.000 --> 00:13:21.000]  去令到我的生命
[00:13:21.000 --> 00:13:23.000]  我信仰能夠完整
[00:13:23.000 --> 00:13:25.000]  或者令到我的生命
[00:13:25.000 --> 00:13:27.000]  能夠更加完全
[00:13:27.000 --> 00:13:29.000]  更加成熟呢?
[00:13:29.000 --> 00:13:32.000]  當保羅動之以情
[00:13:32.000 --> 00:13:35.000]  從讀者經驗入手之後
[00:13:35.000 --> 00:13:36.000]  遂知以理
[00:13:36.000 --> 00:13:38.000]  就是一些聖經的教導
[00:13:38.000 --> 00:13:41.000]  就是三章六至十四節
[00:13:41.000 --> 00:13:44.000]  六至十四節我們需要看後面那一頁
[00:13:44.000 --> 00:13:48.000]  即是注錄三章六至十四節的結構
[00:13:48.000 --> 00:13:54.000]  這個結構其實是用一個形式的角度
[00:13:54.000 --> 00:13:57.000]  所謂形式就是在裏面
[00:13:57.000 --> 00:13:58.000]  你會發現A和A派
[00:13:58.000 --> 00:13:59.000]  B和B派
[00:13:59.000 --> 00:14:03.000]  其實都是重複了一些用字
[00:14:03.000 --> 00:14:05.000]  透過重複的用字
[00:14:05.000 --> 00:14:07.000]  你會發現這個六至十四節
[00:14:07.000 --> 00:14:09.000]  是一個很工整的
[00:14:09.000 --> 00:14:11.000]  ABCD
[00:14:11.000 --> 00:14:14.000]  D派C派B派A派的結構
[00:14:14.000 --> 00:14:17.000]  但是如果按思路去入手的時候
[00:14:17.000 --> 00:14:20.000]  不一定是用這種分法
[00:14:20.000 --> 00:14:22.000]  所以給不同的角度
[00:14:22.000 --> 00:14:26.000]  大家去豐富對解體書的認識
[00:14:26.000 --> 00:14:28.000]  我們用這個注錄的結構
[00:14:28.000 --> 00:14:29.000]  先看第一個段落
[00:14:29.000 --> 00:14:32.000]  三章六至八節A
[00:14:32.000 --> 00:14:37.000]  正如「阿伯拉罕信神,者就算為他的也」
[00:14:37.000 --> 00:14:40.000]  這個就是來自《創世記》十五章第六節
[00:14:40.000 --> 00:14:42.000]  所以你們要知道
[00:14:42.000 --> 00:14:46.000]  以信為本的就是阿伯拉罕的子孫
[00:14:46.000 --> 00:14:48.000]  8A
[00:14:48.000 --> 00:14:53.000]  「聖經既然預先看見神要洗外族人,因信稱議
[00:14:53.000 --> 00:14:58.000]  就預先將福音傳給阿伯拉罕」
[00:14:58.000 --> 00:15:00.000]  看第六節的時候很簡單
[00:15:00.000 --> 00:15:06.000]  保羅引用一些舊有聖經去證明他的道理
[00:15:06.000 --> 00:15:09.000]  但是如果我們細心去看的時候
[00:15:09.000 --> 00:15:13.000]  由第六節到第七節的「所以」
[00:15:13.000 --> 00:15:17.000]  其實在邏輯上是有些問題的
[00:15:17.000 --> 00:15:21.000]  我們試試看這個注冊「所以」
[00:15:21.000 --> 00:15:23.000]  所以有些學者認為
[00:15:23.000 --> 00:15:26.000]  保羅在這裡用了一個散落式的三段朗
[00:15:26.000 --> 00:15:28.000]  有些學者又認為
[00:15:28.000 --> 00:15:32.000]  保羅在這裡混合了或者合併了兩個他的論證
[00:15:32.000 --> 00:15:34.000]  但是當他再表達的時候
[00:15:34.000 --> 00:15:37.000]  又是散落了兩個的前設
[00:15:37.000 --> 00:15:39.000]  簡單來說就是
[00:15:39.000 --> 00:15:41.000]  你看完第六節
[00:15:41.000 --> 00:15:45.000]  其實是不會有第七節的結論的
[00:15:45.000 --> 00:15:48.000]  因為當中保羅是散落了一些東西
[00:15:48.000 --> 00:15:50.000]  就當你是懂的了
[00:15:50.000 --> 00:15:51.000]  我們看第六節
[00:15:51.000 --> 00:15:54.000]  「阿伯拉罕信神,者就算為他的也」
[00:15:54.000 --> 00:15:57.000]  誰相信呢?是阿伯拉罕
[00:15:57.000 --> 00:16:01.000]  然後誰還沒有算為他?是阿伯拉罕
[00:16:01.000 --> 00:16:03.000]  但是為什麼阿伯拉罕做了這件事後
[00:16:03.000 --> 00:16:05.000]  然後就有第七節的結論
[00:16:05.000 --> 00:16:09.000]  「以信為本的也」就是阿伯拉罕的子孫呢?
[00:16:09.000 --> 00:16:14.000]  其實中間是跳了一些邏輯
[00:16:14.000 --> 00:16:16.000]  這個就是注冊
[00:16:16.000 --> 00:16:19.000]  無論是A或是B學者的看法
[00:16:19.000 --> 00:16:21.000]  但是在這裡我想多介紹一個角度
[00:16:21.000 --> 00:16:22.000]  就是C
[00:16:22.000 --> 00:16:24.000]  什麼是子孫呢?
[00:16:24.000 --> 00:16:27.000]  其實子孫除了是後裔
[00:16:27.000 --> 00:16:30.000]  但是英文是son of什麼呢?
[00:16:30.000 --> 00:16:32.000]  其實有一個意思就是
[00:16:32.000 --> 00:16:35.000]  具備同樣性質的人
[00:16:35.000 --> 00:16:39.000]  譬如在馬克福音三章十七節
[00:16:39.000 --> 00:16:42.000]  有一個稱呼叫做雷霆之子
[00:16:42.000 --> 00:16:44.000]  什麼叫做雷子呢?
[00:16:44.000 --> 00:16:47.000]  其實是說耶穌兩個的門徒
[00:16:47.000 --> 00:16:51.000]  當時的性格可能很暴躁
[00:16:51.000 --> 00:16:53.000]  就好像雷子
[00:16:53.000 --> 00:16:55.000]  所謂雷子
[00:16:55.000 --> 00:16:56.000]  son of thunder
[00:16:56.000 --> 00:17:01.000]  就是說他的性格很容易大發雷霆
[00:17:01.000 --> 00:17:03.000]  當你明白了的時候
[00:17:03.000 --> 00:17:06.000]  什麼叫做阿伯拉罕的子孫呢?
[00:17:06.000 --> 00:17:09.000]  其實是說這些人跟阿伯拉罕
[00:17:09.000 --> 00:17:12.000]  具備同樣一些的性質
[00:17:12.000 --> 00:17:14.000]  一些的素質
[00:17:14.000 --> 00:17:16.000]  如果按照第六節的理解
[00:17:16.000 --> 00:17:18.000]  其實阿伯拉罕的子孫
[00:17:18.000 --> 00:17:20.000]  具備什麼素質或者性質呢?
[00:17:20.000 --> 00:17:24.000]  應該就是最實的信心
[00:17:24.000 --> 00:17:27.000]  介紹C的解釋給大家
[00:17:27.000 --> 00:17:30.000]  就是因為如果你去看一些
[00:17:30.000 --> 00:17:32.000]  加拉太書的絕識書
[00:17:32.000 --> 00:17:35.000]  A和B都是很落學者的努力
[00:17:35.000 --> 00:17:39.000]  但是要接受A或者B的解說的時候
[00:17:39.000 --> 00:17:43.000]  要懂得所謂邏輯的散略式三段論
[00:17:43.000 --> 00:17:46.000]  又或者他表達的時候
[00:17:46.000 --> 00:17:48.000]  究竟散略了什麼前設
[00:17:48.000 --> 00:17:50.000]  我覺得比較複雜了
[00:17:50.000 --> 00:17:53.000]  反而C的入手方式
[00:17:53.000 --> 00:17:55.000]  大家都可以不妨考慮
[00:17:55.000 --> 00:17:57.000]  而這個8A
[00:17:57.000 --> 00:18:01.000]  也是保羅一個事後的詮釋
[00:18:01.000 --> 00:18:04.000]  為什麼要傳輝瑞給阿伯拉罕呢?
[00:18:04.000 --> 00:18:08.000]  就是因為預先看見神要
[00:18:08.000 --> 00:18:11.000]  令到外族人恩順清義
[00:18:11.000 --> 00:18:13.000]  而這個恩順清義
[00:18:13.000 --> 00:18:16.000]  其實在保羅的另一卷書
[00:18:16.000 --> 00:18:18.000]  羅馬書第四章
[00:18:18.000 --> 00:18:21.000]  他講得更加清楚
[00:18:21.000 --> 00:18:23.000]  詳細的大家可以回去看
[00:18:23.000 --> 00:18:26.000]  羅馬書四章一至十二節
[00:18:26.000 --> 00:18:27.000]  簡單來說
[00:18:27.000 --> 00:18:31.000]  這個創世記十五章
[00:18:31.000 --> 00:18:34.000]  其實是在十七章之前
[00:18:34.000 --> 00:18:36.000]  那裡十七章
[00:18:36.000 --> 00:18:41.000]  神和阿伯拉納約就有一個國禮
[00:18:41.000 --> 00:18:45.000]  然後才有摩西的律法
[00:18:45.000 --> 00:18:48.000]  而在十五章就要稱他為義
[00:18:48.000 --> 00:18:51.000]  其實正正就因為
[00:18:51.000 --> 00:18:53.000]  保羅要說明
[00:18:53.000 --> 00:18:58.000]  清義是在國禮之先
[00:18:58.000 --> 00:19:02.000]  恩順清義也是在律法之先
[00:19:02.000 --> 00:19:06.000]  而且那時候還沒有國禮
[00:19:06.000 --> 00:19:07.000]  也可以說
[00:19:07.000 --> 00:19:11.000]  阿伯拉罕還沒有成為猶太人
[00:19:11.000 --> 00:19:13.000]  箍住猶太人
[00:19:13.000 --> 00:19:14.000]  這個說法
[00:19:14.000 --> 00:19:18.000]  阿伯拉罕可以說是一個愛族人的身份
[00:19:18.000 --> 00:19:20.000]  而恩順清義
[00:19:20.000 --> 00:19:22.000]  他就成為所有愛族人
[00:19:22.000 --> 00:19:25.000]  恩順清義的人版
