
[00:00:00.000 --> 00:00:15.360]  新冠疫情帶來了全球一個新的格局
[00:04:56.800 --> 00:05:02.720]  是講到我們如何被神分別為聖以後
[00:05:02.720 --> 00:05:04.560]  走上一條成聖之路
[00:05:04.560 --> 00:05:07.840]  然後再過來是我們成為聖者
[00:05:07.840 --> 00:05:12.240]  是一個達到一定的一個的
[00:05:12.240 --> 00:05:14.800]  那個峰頂裡邊
[00:05:14.800 --> 00:05:19.280]  今天我們是借著上行集詩
[00:05:19.280 --> 00:05:22.960]  我們來探討生命的重整
[00:05:22.960 --> 00:05:24.560]  我們盼望如果時間夠了
[00:05:24.560 --> 00:05:26.320]  我們來多思考
[00:05:26.320 --> 00:05:30.880]  無論是我們個人信心的重整
[00:05:30.880 --> 00:05:36.000]  或是我們對教會侍奉敬拜的一個重整
[00:05:36.000 --> 00:05:40.480]  或是我們對家人家庭的一個重整
[00:05:40.480 --> 00:05:43.120]  然後如果有時間我們再來看一下
[00:05:43.120 --> 00:05:46.240]  蘇寧生命的一個重整
[00:05:46.240 --> 00:05:51.120]  首先我們來看第一重整我們的信心
[00:05:51.120 --> 00:05:55.920]  我們是採用了一個解經的一種的方式
[00:05:55.920 --> 00:05:59.760]  是選用一些的重要的一些的
[00:05:59.760 --> 00:06:04.080]  上行集詩裡邊的一些的詩篇
[00:06:04.080 --> 00:06:07.440]  我們來稍微走一遍
[00:06:07.440 --> 00:06:12.800]  上行集詩裡邊它所提到的121篇
[00:06:12.800 --> 00:06:16.080]  就是大家很熟識的一段的聖詩
[00:06:16.080 --> 00:06:20.240]  是講到上上舉目我的幫助從哪裡來
[00:06:20.240 --> 00:06:21.280]  從何而來
[00:06:21.280 --> 00:06:26.240]  我的幫助是從造天地的耶和華而來
[00:06:26.240 --> 00:06:30.080]  耶和華是當時朝聖者
[00:06:30.080 --> 00:06:35.680]  他們朝著耶路撒冷上行的過程裡邊
[00:06:35.680 --> 00:06:38.480]  有的時候遇上了一些的危險
[00:06:38.480 --> 00:06:40.320]  無論是盜竊來的
[00:06:40.320 --> 00:06:42.640]  無論是猛獸來的
[00:06:42.640 --> 00:06:47.360]  晚上有一些的攻擊會遇上了疾病的等等
[00:06:47.360 --> 00:06:50.560]  但是耶和華神與他們同在
[00:06:50.560 --> 00:06:53.840]  特別是一開始是講到
[00:06:53.840 --> 00:06:57.440]  把目光轉移到神的那邊
[00:06:57.440 --> 00:06:59.120]  我們不要看環境
[00:06:59.120 --> 00:07:00.320]  不看左不看右
[00:07:00.320 --> 00:07:02.480]  不看疫情不看病毒
[00:07:02.480 --> 00:07:07.920]  而是定睛專一的用信心來仰望
[00:07:07.920 --> 00:07:14.560]  這位創天造地的這位的耶和華上帝
[00:07:14.560 --> 00:07:16.800]  那詩人就說了
[00:07:16.800 --> 00:07:19.680]  我們要上山來舉目
[00:07:19.680 --> 00:07:21.680]  神是我們的幫助
[00:07:21.680 --> 00:07:23.440]  是我們的依靠
[00:07:23.440 --> 00:07:26.480]  這個山是群山
[00:07:26.480 --> 00:07:31.200]  山在迦南人的
[00:07:31.200 --> 00:07:34.480]  就是以色列民到帕勒斯坦的那個迦南人
[00:07:34.480 --> 00:07:37.040]  他們所敬拜的信仰裡邊
[00:07:37.040 --> 00:07:41.680]  他們是敬拜一些的土地的神祇的神明的
[00:07:41.680 --> 00:07:43.760]  群山對他們來講
[00:07:43.760 --> 00:07:47.120]  是講到眾神諸靈所在的地方
[00:07:47.120 --> 00:07:48.800]  這有一點類似了
[00:07:48.800 --> 00:07:52.480]  我們中國民間宗教裡邊的那種的
[00:07:52.480 --> 00:07:56.560]  山神、土地公等等的那種的神祇
[00:07:56.560 --> 00:07:58.240]  神明的偶像
[00:07:58.240 --> 00:08:00.720]  就是迦南人他們所拜的
[00:08:00.720 --> 00:08:01.680]  無論是巴黎
[00:08:01.680 --> 00:08:05.840]  巴黎它是一個降雨的一個神
[00:08:05.840 --> 00:08:08.320]  也是一個聖祠的一個神
[00:08:08.320 --> 00:08:11.680]  群山的神明
[00:08:11.680 --> 00:08:15.680]  那些的怪力亂神
[00:08:15.680 --> 00:08:18.880]  都會使人在黑夜裡面
[00:08:18.880 --> 00:08:22.000]  產生出一種的恐懼感
[00:08:22.000 --> 00:08:24.880]  產生出心靈的深處裡面
[00:08:24.880 --> 00:08:26.160]  惶恐不安
[00:08:26.160 --> 00:08:28.000]  有一種的沒有安全感
[00:08:28.000 --> 00:08:29.520]  那我們如果看環境
[00:08:29.520 --> 00:08:30.720]  我們看疫情
[00:08:30.720 --> 00:08:31.760]  看經濟
[00:08:31.760 --> 00:08:33.760]  我們如果看到一些的
[00:08:33.760 --> 00:08:35.760]  整個的大格局的
[00:08:35.760 --> 00:08:39.680]  我們將來都要跟那個病毒共存的
[00:08:39.680 --> 00:08:41.920]  這樣一個的情況裡面
[00:08:41.920 --> 00:08:44.320]  有的時候我們會恐懼
[00:08:44.320 --> 00:08:47.360]  尤其是產生出來的一些變異的
[00:08:47.360 --> 00:08:48.640]  變種的病毒
[00:08:48.640 --> 00:08:50.720]  無論是從Alpha到Delta
[00:08:50.720 --> 00:08:51.840]  現在到Lambda
[00:08:51.840 --> 00:08:54.640]  那你看到的各種不同的情況
[00:08:54.640 --> 00:08:56.000]  究竟我們的疫苗
[00:08:56.000 --> 00:09:00.400]  它們是否有防禦的那個功能呢
[00:09:00.400 --> 00:09:04.160]  那我們都會產生一種惶恐不安的
[00:09:04.160 --> 00:09:06.400]  這詩篇就告訴我們
[00:09:06.400 --> 00:09:08.400]  這些的力量
[00:09:08.400 --> 00:09:10.960]  無論是一些外邦的那種
[00:09:10.960 --> 00:09:13.200]  偶像神明的那種的
[00:09:13.200 --> 00:09:14.720]  怪力亂神的力量
[00:09:14.720 --> 00:09:16.960]  或者是現在我們是遇上的
[00:09:16.960 --> 00:09:20.560]  不可知的那種的病毒的力量
[00:09:20.560 --> 00:09:21.680]  我們都不小怕
[00:09:21.680 --> 00:09:24.160]  因為我們所仰望的是
[00:09:24.160 --> 00:09:26.720]  這位創造天地的主
[00:09:26.720 --> 00:09:31.280]  他用他的大能來創造的天地
[00:09:31.280 --> 00:09:33.440]  他是我們的幫助
[00:09:33.440 --> 00:09:35.360]  他是我們的依靠
[00:09:35.360 --> 00:09:38.400]  幫助這個字是在《舊約》裡面
[00:09:38.400 --> 00:09:41.040]  經常都出現的一個字
[00:09:41.040 --> 00:09:44.400]  這個時候你如果是把自己帶入
[00:09:44.400 --> 00:09:47.040]  當時的那些朝聖的
[00:09:47.040 --> 00:09:49.120]  那些以色列民裡面的話
[00:09:49.120 --> 00:09:51.920]  你會更加的體會到感受到
[00:09:51.920 --> 00:09:55.840]  耶和華神的幫助是何等的實在的
[00:09:55.840 --> 00:09:58.480]  那我們繼續看下去的時候
[00:09:58.480 --> 00:10:01.920]  你看到我們要反思一下
[00:10:01.920 --> 00:10:05.200]  究竟我們生活的環境
[00:10:05.200 --> 00:10:08.720]  我們有的時候不要被環境所支配
[00:10:08.720 --> 00:10:11.120]  我們要看穿看破
[00:10:11.120 --> 00:10:14.800]  要抬頭仰望仰視
[00:10:14.800 --> 00:10:17.840]  這位的掌管著萬有的主
[00:10:17.840 --> 00:10:20.720]  他是創造天地
[00:10:20.720 --> 00:10:22.880]  他是掌管著宇宙萬有
[00:10:22.880 --> 00:10:25.520]  他是掌權的這位的主
[00:10:25.520 --> 00:10:29.440]  那客觀的環境雖然還是很惡劣的
[00:10:29.440 --> 00:10:31.600]  今世的復蘇
[00:10:31.600 --> 00:10:34.160]  不曉得以後的發展是如何
[00:10:34.160 --> 00:10:37.920]  但是我們不能控制的客觀的環境
[00:10:37.920 --> 00:10:42.480]  我們可以管理好我們主觀的心境
[00:10:42.480 --> 00:10:46.720]  讓我們的心能夠更新而變化
[00:10:46.720 --> 00:10:49.440]  我們可以認識到
[00:10:49.440 --> 00:10:52.320]  跨越到那個惡劣的環境
[00:10:52.320 --> 00:10:55.520]  來看到耶和華神在他的裡面
[00:10:55.520 --> 00:10:57.920]  是沒有轉動的影兒
[00:10:57.920 --> 00:11:02.320]  並且他是我們的同行者
[00:11:02.320 --> 00:11:04.320]  他沒有離開我們
[00:11:04.320 --> 00:11:06.720]  他隨時隨在
[00:11:06.720 --> 00:11:10.240]  每時每刻都是伴隨著我們
[00:11:10.240 --> 00:11:14.240]  在危難的時候他保護我們
[00:11:14.240 --> 00:11:16.160]  在不知不覺的時候
[00:11:16.160 --> 00:11:17.680]  他在看顧我們
[00:11:17.680 --> 00:11:20.000]  他的手看起來是隱藏的
[00:11:20.000 --> 00:11:22.080]  但是他沒有縮短
[00:11:22.080 --> 00:11:25.440]  他還是用他的大能的手
[00:11:25.440 --> 00:11:27.440]  來看顧保守我們
[00:11:27.440 --> 00:11:33.840]  所以雖然說他不叫我們的腳是搖動的
[00:11:33.840 --> 00:11:36.240]  我們的腳不會滑跌的
[00:11:36.240 --> 00:11:40.560]  不會因著道路崎嶇不平
[00:11:40.560 --> 00:11:42.480]  我們會跌倒的
[00:11:42.480 --> 00:11:43.680]  他也不打頓
[00:11:43.680 --> 00:11:45.280]  然後他說看啊
[00:11:45.280 --> 00:11:47.280]  他說要我們來注意
[00:11:47.280 --> 00:11:50.240]  來仰望來定睛在他的身上
[00:11:50.240 --> 00:11:52.480]  保護以色列的不打頓
[00:11:52.480 --> 00:11:53.760]  也不睡覺
[00:11:53.760 --> 00:11:57.280]  求主幫助我們深深的知道
[00:11:57.280 --> 00:12:03.520]  神使我們的腳不會搖動
[00:12:03.520 --> 00:12:08.560]  他的確是讓我們的腳步穩拖
[00:12:08.560 --> 00:12:13.760]  一點都不會使我們的腳步
[00:12:13.760 --> 00:12:16.000]  是滑跌的
[00:12:16.000 --> 00:12:19.040]  然後《真言》裡面有提到
[00:12:19.040 --> 00:12:20.320]  十六章裡面
[00:12:20.320 --> 00:12:24.400]  人心求算自知的道路
[00:12:24.400 --> 00:12:27.440]  唯耶和華指引他的腳步
[00:12:27.440 --> 00:12:31.760]  腳步每一步都是耶和華神指引的
[00:12:31.760 --> 00:12:35.440]  他的話語是我們腳前的燈
[00:12:35.440 --> 00:12:37.760]  看到我們人生的下一步
[00:12:37.760 --> 00:12:40.720]  是我們的路上的光
[00:12:40.720 --> 00:12:43.760]  是指引我們整個人生的大方向的
[00:12:43.760 --> 00:12:45.600]  無論是前面的一步
[00:12:45.600 --> 00:12:48.880]  或是整個人生的一個目標
[00:12:48.880 --> 00:12:51.680]  他都用他的話語來引導我們
[00:12:51.680 --> 00:12:54.240]  在視頻37篇裡面
[00:12:54.240 --> 00:12:55.440]  也是有提到
[00:12:55.440 --> 00:12:59.520]  一人的腳步是被耶和華立定的
[00:12:59.520 --> 00:13:03.920]  他的道路也是神所愛的
[00:13:03.920 --> 00:13:05.920]  求主來幫助我們
[00:13:05.920 --> 00:13:11.680]  認識到神真的是不會打頓
[00:13:11.680 --> 00:13:14.080]  他不是漠不關心的
[00:13:14.080 --> 00:13:17.280]  他不是有耳不能聽的
[00:13:17.280 --> 00:13:20.560]  也不是有眼不能見的
[00:13:20.560 --> 00:13:24.400]  他來是真正的關愛我們
[00:13:24.400 --> 00:13:26.960]  他不會輕浮
[00:13:26.960 --> 00:13:28.560]  不會漠視
[00:13:28.560 --> 00:13:29.920]  不是麻木不仁
[00:13:29.920 --> 00:13:35.520]  來是他在我們整個人的生命裡面
[00:13:35.520 --> 00:13:37.920]  他都認清我們所需要的
[00:13:37.920 --> 00:13:39.280]  頭上的頭髮
[00:13:39.280 --> 00:13:40.880]  他也數算過的
[00:13:40.880 --> 00:13:44.640]  他愛我們比世界上任何一個人
[00:13:44.640 --> 00:13:47.680]  包括我們自己愛我們更甚的
[00:13:47.680 --> 00:13:51.120]  求主讓我們有這樣一個認識
[00:13:51.120 --> 00:13:53.440]  認知神是不眠不休
[00:13:53.440 --> 00:13:54.880]  不離不棄的愛
[00:13:54.880 --> 00:13:56.400]  去看顧我們
[00:13:56.400 --> 00:13:57.680]  保護我們
[00:13:57.680 --> 00:14:00.240]  保護這個字出現過六次
[00:14:00.240 --> 00:14:02.800]  在視頻121篇裡面
[00:14:02.800 --> 00:14:04.240]  耶和華保護
[00:14:04.240 --> 00:14:08.320]  是直接回應當時
[00:14:08.320 --> 00:14:13.520]  這些人他們所擔心的
[00:14:13.520 --> 00:14:16.240]  他們所顧慮的那些問題
[00:14:16.240 --> 00:14:18.000]  他們說朝聖者
[00:14:18.000 --> 00:14:20.000]  他們所關心所顧慮的
[00:14:20.000 --> 00:14:20.960]  是什麼呢
[00:14:20.960 --> 00:14:23.920]  是他們的腳步怎麼樣
[00:14:23.920 --> 00:14:25.760]  他們的行程如何
[00:14:25.760 --> 00:14:27.680]  他們的兒女怎麼樣
[00:14:27.680 --> 00:14:29.200]  但是耶和華神
[00:14:29.200 --> 00:14:30.640]  他恩典的手
[00:14:30.640 --> 00:14:31.760]  大能的手
[00:14:31.760 --> 00:14:32.880]  都托住我們
[00:14:32.880 --> 00:14:35.120]  他用左手來托住我們
[00:14:35.120 --> 00:14:37.680]  右手來擁抱著我們
[00:14:37.680 --> 00:14:38.640]  這位的主
[00:14:38.640 --> 00:14:40.800]  是我們生命的主
[00:14:40.800 --> 00:14:45.920]  所以我們凡是遇上一些困難的環境
[00:14:45.920 --> 00:14:49.680]  中國人說山重水富一無路
[00:14:49.680 --> 00:14:52.400]  柳暗花明又一春的
[00:14:52.400 --> 00:14:56.640]  我們要知道神的確是與我們同在的
[00:14:56.640 --> 00:14:58.960]  他不會離開我們的
[00:14:58.960 --> 00:15:02.080]  保護以色列的不打盹不睡覺的
[00:15:02.080 --> 00:15:04.400]  然後他在第四節裡面
[00:15:04.400 --> 00:15:07.840]  特別提到Kana
[00:15:07.840 --> 00:15:09.760]  何本沒有翻譯出來
[00:15:09.760 --> 00:15:11.680]  但是新一本裡面有提到
[00:15:11.680 --> 00:15:14.160]  他要朝聖者
[00:15:14.160 --> 00:15:16.800]  專注在神的那邊
[00:15:16.800 --> 00:15:21.840]  這一提出來就讓我們認識到
[00:15:21.840 --> 00:15:22.960]  耶和華神
[00:15:22.960 --> 00:15:24.800]  他的不離不棄的愛
[00:15:24.800 --> 00:15:28.160]  他的不眠不休的那種的看護
[00:15:28.160 --> 00:15:33.600]  他強調神是時時刻刻與人同在
[00:15:33.600 --> 00:15:36.720]  絕處都會逢生
[00:15:36.720 --> 00:15:38.080]  在劫難裡面
[00:15:38.080 --> 00:15:41.440]  我們向他祈求他會隨聽的
[00:15:41.440 --> 00:15:44.240]  我們來仰望主的時候
[00:15:44.240 --> 00:15:47.680]  他會引導我們一路向前走
[00:15:47.680 --> 00:15:49.920]  所以你看下去的時候
[00:15:49.920 --> 00:15:51.360]  他在第一第二節
[00:15:51.360 --> 00:15:56.720]  是用第一聲的講法來講到我們
[00:15:56.720 --> 00:15:58.960]  到了第三到第八節
[00:15:58.960 --> 00:16:00.720]  他是彼此對說了
[00:16:00.720 --> 00:16:02.640]  就是說同行者
[00:16:02.640 --> 00:16:04.320]  就是朝聖者
[00:16:04.320 --> 00:16:06.160]  彼此我來祝福你
[00:16:06.160 --> 00:16:07.280]  你來祝福我
[00:16:07.280 --> 00:16:08.880]  我來扶持你
[00:16:08.880 --> 00:16:10.000]  你來扶持我
[00:16:10.000 --> 00:16:12.880]  互相走這條天路的時候
[00:16:12.880 --> 00:16:15.920]  彼此的來關愛
[00:16:15.920 --> 00:16:17.920]  彼此的來扶持
[00:16:17.920 --> 00:16:18.880]  為什麼呢?
[00:16:18.880 --> 00:16:21.040]  因為我們認識到
[00:16:21.040 --> 00:16:23.840]  首先是神與我們同在
[00:16:23.840 --> 00:16:28.000]  神本身就是一個同行者
[00:16:28.000 --> 00:16:30.000]  在東方的教會
[00:16:30.000 --> 00:16:32.160]  東正教的系統裡面
[00:16:32.160 --> 00:16:34.080]  講到三位一體的時候
[00:16:34.080 --> 00:16:36.640]  他們有一個名字
[00:16:36.640 --> 00:16:39.440]  希臘文的一個名字叫Perichoresis
[00:16:39.440 --> 00:16:40.880]  這個字什麼意思呢?
[00:16:40.880 --> 00:16:44.480]  是講到一個愛的團體
[00:16:44.480 --> 00:16:46.960]  父愛子 子愛聖靈
[00:16:46.960 --> 00:16:50.880]  在愛的團體裡面彼此的共舞
[00:16:50.880 --> 00:16:53.760]  彼此的在那邊營造一個
[00:16:53.760 --> 00:16:56.640]  愛的一個默契
[00:16:56.640 --> 00:17:00.880]  這種的同行者Perichoresis的關係
[00:17:00.880 --> 00:17:02.480]  就是我們所需要的
[00:17:02.480 --> 00:17:04.960]  也是我們現在的人
[00:17:04.960 --> 00:17:06.640]  我們後現代的人
[00:17:06.640 --> 00:17:09.120]  我們在疫情裡面的
[00:17:09.120 --> 00:17:10.560]  疫情後的人
[00:17:10.560 --> 00:17:11.680]  我們需要的
[00:17:11.680 --> 00:17:14.640]  我們都需要有同行者
[00:17:14.640 --> 00:17:15.680]  來與我們同行
[00:17:15.680 --> 00:17:17.600]  無論是我們的家人
[00:17:17.600 --> 00:17:19.440]  無論是教會裡面的弟妹妹
[00:17:19.440 --> 00:17:21.440]  社會裡面的鄰捨的人
[00:17:21.440 --> 00:17:23.920]  我們都需要同行者
[00:17:23.920 --> 00:17:26.720]  你覺得在天路歷程裡面
[00:17:26.720 --> 00:17:29.040]  他一個天路客
[00:17:29.040 --> 00:17:32.000]  基督徒他走天路的時候
[00:17:32.000 --> 00:17:34.160]  也是有同行者
[00:17:34.160 --> 00:17:35.840]  有不同的
[00:17:35.840 --> 00:17:40.080]  他的路程裡面有不同的人
[00:17:40.080 --> 00:17:42.400]  不同的同行者
[00:17:42.400 --> 00:17:44.080]  來輔助他
[00:17:44.080 --> 00:17:45.120]  鼓勵他
[00:17:45.120 --> 00:17:46.800]  來引導他
[00:17:46.800 --> 00:17:49.200]  就是我們做天路客的時候
[00:17:49.200 --> 00:17:52.400]  我們所需要有的同行者
[00:17:52.400 --> 00:17:53.920]  求主幫助我們
[00:17:53.920 --> 00:17:57.360]  當時到了第五、第六節裡面的時候
[00:17:57.360 --> 00:18:01.120]  那個僑勝者他祝福
[00:18:01.120 --> 00:18:02.400]  他祝福
[00:18:02.400 --> 00:18:03.840]  他彼此祝福
[00:18:03.840 --> 00:18:05.200]  就是說任性
[00:18:05.200 --> 00:18:09.200]  耶和華必然的保守你的
[00:18:09.200 --> 00:18:11.520]  必然的保護你的是耶和華
[00:18:11.520 --> 00:18:15.840]  耶和華在你右邊隱蔽你
[00:18:15.840 --> 00:18:17.280]  這個是講到
[00:18:17.280 --> 00:18:19.840]  他對他的同行者來祝福
[00:18:19.840 --> 00:18:21.760]  我們真的是要彼此祝福
[00:18:21.760 --> 00:18:24.240]  真的是要說我祝福你
[00:18:24.240 --> 00:18:26.480]  求神與你同在
[00:18:26.480 --> 00:18:30.080]  求上帝的恩典看顧你
[00:18:30.080 --> 00:18:31.680]  你也是祝福我
[00:18:31.680 --> 00:18:34.160]  彼此在主寧裡面祝福
[00:18:34.160 --> 00:18:37.200]  我剛才就發了一個電郵到德國
[00:18:37.200 --> 00:18:41.440]  因為我8月份在德國有些領會
[00:18:41.440 --> 00:18:43.200]  你知道德國最近是
[00:18:43.200 --> 00:18:45.840]  他們南部四部有大雨豪雨
[00:18:45.840 --> 00:18:50.960]  都是那些車子、道路、房子都摧毀了
[00:18:50.960 --> 00:18:52.480]  那我就問候他
[00:18:52.480 --> 00:18:54.560]  他講到了一切平安
[00:18:54.560 --> 00:18:57.360]  他也祝福我們也問候我們
[00:18:57.360 --> 00:19:00.240]  他也知道我們這邊有大火
[00:19:00.240 --> 00:19:01.440]  於是聲林大火
[00:19:01.440 --> 00:19:03.120]  於是他也問候我們
[00:19:03.120 --> 00:19:06.320]  彼此問候彼此帶道
[00:19:06.320 --> 00:19:07.760]  彼此祝福
[00:19:07.760 --> 00:19:10.560]  那就是何等的寶貴的一件事
[00:19:10.560 --> 00:19:12.720]  在《師父來問》裡面
[00:19:12.880 --> 00:19:16.960]  第四節的最後的那句話
[00:19:16.960 --> 00:19:19.120]  保護已是烈的
[00:19:19.120 --> 00:19:22.320]  然後第五節的第一個的
[00:19:22.320 --> 00:19:25.200]  第一個的那個旗幟也是
[00:19:25.200 --> 00:19:27.680]  耶和華你的保護
[00:19:27.680 --> 00:19:29.840]  那這樣子形成一種的
[00:19:29.840 --> 00:19:32.720]  很強烈的那個主題
[00:19:32.720 --> 00:19:34.000]  凸顯出來
[00:19:34.000 --> 00:19:35.600]  強調出來
[00:19:35.600 --> 00:19:38.160]  強調了朝聖者
[00:19:38.160 --> 00:19:40.560]  他們定睛來仰望
[00:19:40.560 --> 00:19:43.120]  專注注目在耶和華身上
[00:19:43.120 --> 00:19:47.120]  耶和華也是關愛專注
[00:19:47.120 --> 00:19:50.880]  垂看朝聖者他的需要
[00:19:50.880 --> 00:19:53.040]  所以我們實在需要栽培
[00:19:53.040 --> 00:19:55.120]  我們在信心裡面
[00:19:55.120 --> 00:19:58.480]  學習如何的來仰望神
[00:19:58.480 --> 00:20:01.600]  那應弼這個字呢
[00:20:01.600 --> 00:20:04.000]  是講到這位全能的神
[00:20:04.000 --> 00:20:07.440]  他用他的大能來遮掩
[00:20:07.440 --> 00:20:10.880]  來遮蔽來護蔽我們
[00:20:10.880 --> 00:20:16.000]  使到白天的烈日不會傷害我們
[00:20:16.000 --> 00:20:21.440]  耶和華保護神覆蓋著朝聖者
[00:20:21.440 --> 00:20:25.920]  讓他們晚上也不會受到傷害
[00:20:25.920 --> 00:20:28.400]  那你知道烈日當空
[00:20:28.400 --> 00:20:33.840]  使我們也會受到在烈日當空裡面的苦的
[00:20:33.840 --> 00:20:35.120]  晚上呢
[00:20:35.120 --> 00:20:37.680]  你看怎麼月亮會傷害我們呢
[00:20:37.680 --> 00:20:40.880]  你要知道晚上的時候
[00:20:40.880 --> 00:20:44.320]  在一個的風舞的夜裡面
[00:20:44.320 --> 00:20:49.040]  月亮的光有的時候會感受到非常強烈的
[00:20:49.040 --> 00:20:51.280]  也會傷害朝聖者
[00:20:51.280 --> 00:20:54.240]  在晚上的時候那個眼睛的
[00:20:54.240 --> 00:20:58.160]  甚至也會影響腦部有腫脹的
[00:20:58.160 --> 00:21:00.000]  所以他講到白天
[00:21:00.000 --> 00:21:04.640]  晚上月亮也不會傷害的
[00:21:04.640 --> 00:21:08.320]  尤其是你從另外一個層面來看
[00:21:08.320 --> 00:21:11.120]  從一個宗教的層面來看的話
[00:21:11.120 --> 00:21:16.560]  巴比倫人他們是敬拜月亮神的
[00:21:16.560 --> 00:21:19.040]  他們在那些廟堂
[00:21:19.040 --> 00:21:20.480]  Ziggo Root裡面
[00:21:20.480 --> 00:21:24.240]  在最上頂裡面敬拜了Nanu
[00:21:24.240 --> 00:21:25.680]  Nanu就是Diana
