
[00:00:00.000 --> 00:00:20.000]  各位聽眾我們即將開始今早的講座
[00:04:57.000 --> 00:05:01.000]  但是兩年之前,我的焦點是神的缺席
[00:05:01.000 --> 00:05:03.000]  今天我們用同樣的題目
[00:05:03.000 --> 00:05:05.000]  「神啊,你在哪裡?」
[00:05:05.000 --> 00:05:10.000]  但是我想聚焦的地方是神的臨在
[00:05:10.000 --> 00:05:13.000]  我也希望今天的訊息可以打開我們的眼光
[00:05:13.000 --> 00:05:15.000]  來看神的話語
[00:05:15.000 --> 00:05:20.000]  並且再思想我們今天這個訊息對我們的關係
[00:05:20.000 --> 00:05:23.000]  再次感謝環球聖經公會天道書樓
[00:05:23.000 --> 00:05:25.000]  聶牧師的邀請
[00:05:25.000 --> 00:05:29.000]  讓我可以站在這裡和大家分享
[00:05:29.000 --> 00:05:39.000]  今天主要的經文是在七一及記
[00:05:39.000 --> 00:05:41.000]  但是在下半場的時候
[00:05:41.000 --> 00:05:43.000]  我也會去到新約的地方
[00:05:43.000 --> 00:05:46.000]  講到基督論、教會論、聖靈論
[00:05:46.000 --> 00:05:50.000]  因為今天的訊息是和聖經神學有關的
[00:05:50.000 --> 00:05:55.000]  七一及記其實可以分成三大部分
[00:05:55.000 --> 00:05:57.000]  第一部分是1到18章
[00:05:57.000 --> 00:05:58.000]  講到神的救贖
[00:05:58.000 --> 00:06:01.000]  第二部分是19到24章
[00:06:01.000 --> 00:06:03.000]  講到神的律法
[00:06:03.000 --> 00:06:06.000]  25到40章就是神的會望
[00:06:06.000 --> 00:06:08.000]  如果是這樣分化的話
[00:06:08.000 --> 00:06:13.000]  大家可以看到原來整個出埃及記的高潮是在哪裡
[00:06:13.000 --> 00:06:16.000]  是在會望的部分
[00:06:16.000 --> 00:06:19.000]  但通常我們看完救贖之後
[00:06:19.000 --> 00:06:21.000]  就出不到埃及了
[00:06:21.000 --> 00:06:23.000]  通常傳統是這樣
[00:06:23.000 --> 00:06:27.000]  但希望今天我可以帶大家一起
[00:06:27.000 --> 00:06:28.000]  這樣去出埃及
[00:06:28.000 --> 00:06:30.000]  去到會望這個地方
[00:06:30.000 --> 00:06:32.000]  整個過程
[00:06:32.000 --> 00:06:36.000]  如果我們回到出埃及記的第一章
[00:06:36.000 --> 00:06:37.000]  十四節那裡
[00:06:37.000 --> 00:06:40.000]  是講到以色列人在埃及做苦工
[00:06:40.000 --> 00:06:41.000]  做苦工
[00:06:41.000 --> 00:06:43.000]  「做工」這個詞
[00:06:43.000 --> 00:06:45.000]  在希伯來文
[00:06:45.000 --> 00:06:47.000]  其實是工作
[00:06:47.000 --> 00:06:48.000]  但也是侍奉
[00:06:48.000 --> 00:06:50.000]  也是敬拜的意思
[00:06:50.000 --> 00:06:53.000]  所以在第一章開始
[00:06:53.000 --> 00:06:57.000]  我們就看到以色列人是侍奉法老
[00:06:57.000 --> 00:07:01.000]  為法老去建造法老的建築項目
[00:07:01.000 --> 00:07:03.000]  但去到會望的部分
[00:07:03.000 --> 00:07:05.000]  是神指示摩西
[00:07:05.000 --> 00:07:08.000]  教導如何建造會望
[00:07:08.000 --> 00:07:09.000]  會望的其中一個目的
[00:07:09.000 --> 00:07:11.000]  就是要以色列人
[00:07:11.000 --> 00:07:13.000]  如何去敬拜耶和華
[00:07:13.000 --> 00:07:14.000]  去侍奉祂
[00:07:14.000 --> 00:07:15.000]  所以我們看到
[00:07:15.000 --> 00:07:18.000]  埃及記的這個運動
[00:07:18.000 --> 00:07:21.000]  就是由以色列人侍奉法老
[00:07:21.000 --> 00:07:24.000]  去到他們侍奉耶和華這個過程
[00:07:24.000 --> 00:07:25.000]  所以侍奉耶和華
[00:07:25.000 --> 00:07:28.000]  會望就是整個埃及記的高潮
[00:07:28.000 --> 00:07:32.000]  也有人將埃及記分兩大部分
[00:07:32.000 --> 00:07:35.000]  兩大部分就是1到15章
[00:07:35.000 --> 00:07:36.000]  講到神的權能
[00:07:36.000 --> 00:07:40.000]  16到40章就講到神的同在
[00:07:40.000 --> 00:07:42.000]  如果是用兩分法的話
[00:07:42.000 --> 00:07:44.000]  我們看到第一部分
[00:07:44.000 --> 00:07:47.000]  15章那裡就是摩西之歌
[00:07:47.000 --> 00:07:50.000]  在摩西之歌的13字這裡講到
[00:07:50.000 --> 00:07:53.000]  你用忠誠之愛帶領你贖回的人民
[00:07:53.000 --> 00:07:57.000]  用你的大能引導他們到你神聖的居所
[00:07:57.000 --> 00:08:02.000]  去到18字講到耶和華為王直到永永遠遠
[00:08:02.000 --> 00:08:04.000]  所以在摩西之歌裡面
[00:08:04.000 --> 00:08:07.000]  我們看到祂已經提到神最後的聖所
[00:08:07.000 --> 00:08:10.000]  雖然這個時候會望還沒有出現
[00:08:10.000 --> 00:08:12.000]  聖殿還沒有出現
[00:08:12.000 --> 00:08:14.000]  但這首詩歌已經指向未來
[00:08:14.000 --> 00:08:16.000]  神要成就的事
[00:08:16.000 --> 00:08:19.000]  並且耶和華會作王
[00:08:19.000 --> 00:08:22.000]  所以如果用這個兩分法的結構
[00:08:22.000 --> 00:08:24.000]  我們也可以看到
[00:08:24.000 --> 00:08:30.000]  神的會望成為15章最後的高潮
[00:08:30.000 --> 00:08:33.000]  和40章最後的高潮
[00:08:33.000 --> 00:08:35.000]  通常我們想到聖經神學的話
[00:08:35.000 --> 00:08:37.000]  可以分兩條主線
[00:08:37.000 --> 00:08:39.000]  第一條就是舊恩的歷史
[00:08:39.000 --> 00:08:42.000]  舊恩的歷史是什麼時候開始呢?
[00:08:42.000 --> 00:08:47.000]  當人類犯罪之後
[00:08:47.000 --> 00:08:52.000]  第三章神就為人類預備舊恩
[00:08:52.000 --> 00:08:54.000]  藉著這個女人的後裔
[00:08:54.000 --> 00:08:55.000]  所以我們可以這樣說
[00:08:55.000 --> 00:08:58.000]  舊恩的歷史是從創世紀第三章開始
[00:08:58.000 --> 00:09:02.000]  去到耶穌的死亡和復活
[00:09:02.000 --> 00:09:05.000]  另外一條聖經神學的這條線
[00:09:05.000 --> 00:09:08.000]  其實就是神與人同在
[00:09:08.000 --> 00:09:12.000]  而這條主線其實是創世紀第一章
[00:09:12.000 --> 00:09:14.000]  當神創造這個世界的時候
[00:09:14.000 --> 00:09:19.000]  已經開始並且延伸到啟示錄的最後一章
[00:09:19.000 --> 00:09:24.000]  所以舊恩歷史和神與人同在這兩條線
[00:09:24.000 --> 00:09:26.000]  今天講到會望的部分
[00:09:26.000 --> 00:09:29.000]  其實是穿插在這兩條線當中
[00:09:29.000 --> 00:09:34.000]  但主要是講到神願意與人同住
[00:09:34.000 --> 00:09:41.000]  會望在《出海及記》裡面佔了37%
[00:09:41.000 --> 00:09:43.000]  所以是很大的篇幅
[00:09:43.000 --> 00:09:46.000]  它所佔的篇幅就是代表它的重要性
[00:09:46.000 --> 00:09:48.000]  所以當我們看《出海及記》
[00:09:48.000 --> 00:09:50.000]  如果不明白會望的時候
[00:09:50.000 --> 00:09:53.000]  其實我們不明白《出海及記》
[00:09:53.000 --> 00:09:57.000]  應該說還沒有完全明白
[00:09:57.000 --> 00:10:00.000]  《出海及記》全部的一個信息
[00:10:00.000 --> 00:10:04.000]  在《出海及記》的25章這裡
[00:10:04.000 --> 00:10:07.000]  神與摩西說這個會望的建造
[00:10:07.000 --> 00:10:11.000]  是根據一個樣式
[00:10:11.000 --> 00:10:13.000]  在希伯來書也提到
[00:10:13.000 --> 00:10:17.000]  這個樣式是天上的形狀和形象
[00:10:17.000 --> 00:10:25.000]  到底這個樣式是2D還是3D?
[00:10:25.000 --> 00:10:27.000]  2D即是平面
[00:10:27.000 --> 00:10:29.000]  應該怎麼說呢?
[00:10:29.000 --> 00:10:31.000]  平面,像藍圖一樣
[00:10:31.000 --> 00:10:33.000]  但如果是3D呢?
[00:10:33.000 --> 00:10:35.000]  就是一個模型,是立體的
[00:10:35.000 --> 00:10:40.000]  大家猜猜神給摩西看到的這個會望的樣式
[00:10:40.000 --> 00:10:43.000]  是平面的還是立體的呢?
[00:10:43.000 --> 00:10:46.000]  平面的舉手
[00:10:48.000 --> 00:10:49.000]  不是很多人
[00:10:49.000 --> 00:10:51.000]  立體的舉手
[00:10:51.000 --> 00:10:53.000]  我很好奇,你怎麼知道呢?
[00:10:53.000 --> 00:10:56.000]  因為經文沒有這樣說
[00:10:56.000 --> 00:10:58.000]  但用我們的想像力
[00:10:58.000 --> 00:11:01.000]  當我們看意象的時候通常是很立體的
[00:11:01.000 --> 00:11:06.000]  意象,摩西在山上見到神給他天上的形象
[00:11:06.000 --> 00:11:10.000]  我個人認為這個樣式是3D
[00:11:10.000 --> 00:11:13.000]  三個層次的模型
[00:11:13.000 --> 00:11:19.000]  如果我們繼續看《衫襲記》這個會幕的結構
[00:11:19.000 --> 00:11:22.000]  我們會看到25到31章
[00:11:22.000 --> 00:11:29.000]  是神在西瀨山上指示摩西整個會幕的建造
[00:11:29.000 --> 00:11:33.000]  中間夾著32到34章
[00:11:33.000 --> 00:11:36.000]  就是提到金牛毒的事件
[00:11:36.000 --> 00:11:39.000]  就是以色列人在山下做的事情
[00:11:39.000 --> 00:11:42.000]  35到40章
[00:11:42.000 --> 00:11:47.000]  就是以色列人在山下建造這個會幕的過程
[00:11:47.000 --> 00:11:49.000]  所以在第三個部分
[00:11:49.000 --> 00:11:51.000]  有很多重複第一個部分
[00:11:51.000 --> 00:11:56.000]  重複的目的是為了告訴讀者
[00:11:56.000 --> 00:12:02.000]  摩西的確是按照神的心意和指示去建造這個會幕
[00:12:02.000 --> 00:12:06.000]  如果摩西沒有在一件事上
[00:12:06.000 --> 00:12:09.000]  按照神的指示去建造這個會幕的話
[00:12:09.000 --> 00:12:15.000]  其實這個會幕就不會呈現天上的樣式
[00:12:15.000 --> 00:12:21.000]  所以最後部分的重複是代表摩西的信服
[00:12:21.000 --> 00:12:23.000]  所以當我們看這些重複的經文的時候
[00:12:23.000 --> 00:12:25.000]  大家不要覺得這些都是前面說過的
[00:12:25.000 --> 00:12:27.000]  就這樣skip過去
[00:12:27.000 --> 00:12:30.000]  其實當你看到重複的時候
[00:12:30.000 --> 00:12:35.000]  就是提醒我們摩西一步一步信服神的指示
[00:12:35.000 --> 00:12:39.000]  如果我們再看回這個會幕的結構三部分
[00:12:39.000 --> 00:12:42.000]  其實都是一個三文字的結構
[00:12:42.000 --> 00:12:45.000]  我們可以說會幕的建造
[00:12:45.000 --> 00:12:51.000]  是神教導以色列人正確敬拜祂的方式
[00:12:51.000 --> 00:12:53.000]  而金牛道的事件
[00:12:53.000 --> 00:12:57.000]  就是人按照自己的方式去敬拜耶和華
[00:12:57.000 --> 00:12:59.000]  所以是有一個對比
[00:12:59.000 --> 00:13:04.000]  正確的敬拜和錯誤的敬拜
[00:13:04.000 --> 00:13:05.000]  剛才我們說過
[00:13:05.000 --> 00:13:07.000]  揣及記可以分三大部分
[00:13:07.000 --> 00:13:09.000]  第二部分就是六法
[00:13:09.000 --> 00:13:11.000]  十九到二十四章
[00:13:11.000 --> 00:13:17.000]  而十九章和二十四章發生在西乃山
[00:13:17.000 --> 00:13:19.000]  當我們看這兩章的時候
[00:13:19.000 --> 00:13:25.000]  請大家留意神祭司百姓的位置
[00:13:25.000 --> 00:13:26.000]  在十九章的時候
[00:13:26.000 --> 00:13:30.000]  經文有說到以色列的百姓不可以上這個山
[00:13:30.000 --> 00:13:33.000]  他們要在山腳下面這個位置
[00:13:33.000 --> 00:13:37.000]  接著大家可以再看十九章和二十四章
[00:13:37.000 --> 00:13:41.000]  說到亞倫祭司長老可以上到西乃山
[00:13:41.000 --> 00:13:44.000]  但他們不可以上到最上面的山峰
[00:13:44.000 --> 00:13:48.000]  只有摩西可以上到這個山峰
[00:13:48.000 --> 00:13:51.000]  而就是在西乃山這個山峰上面
[00:13:51.000 --> 00:13:57.000]  神向摩西啟示會幕建造的細節
[00:13:57.000 --> 00:13:59.000]  為什麼我要提這一點呢?
[00:13:59.000 --> 00:14:05.000]  就是西乃山成為會幕建造的前景
[00:14:05.000 --> 00:14:09.000]  因為在這個結構裏面我們會看到有三層
[00:14:09.000 --> 00:14:14.000]  山峰這裏摩西和神就好像致聖所
[00:14:14.000 --> 00:14:18.000]  中間這個西乃山的部分就好像聖所
[00:14:18.000 --> 00:14:21.000]  因為祭司是可以去到聖所
[00:14:21.000 --> 00:14:25.000]  到外院的部分是百姓可以去的地方
[00:14:25.000 --> 00:14:27.000]  他們不可以去到聖所
[00:14:27.000 --> 00:14:29.000]  所以他們是山腳
[00:14:29.000 --> 00:14:32.000]  所以當我們看到這個設計的時候
[00:14:32.000 --> 00:14:37.000]  我們已經知道這個設計是預備
[00:14:37.000 --> 00:14:43.000]  二十五章介紹會幕的設計
[00:14:43.000 --> 00:14:47.000]  我們再看看整個會幕
[00:14:47.000 --> 00:14:51.000]  神設計會幕的樣式
[00:14:51.000 --> 00:14:56.000]  神指示摩西如何建造會幕
[00:14:56.000 --> 00:14:58.000]  神就好像這個建築師
[00:14:58.000 --> 00:15:00.000]  又好像這個設計師
[00:15:00.000 --> 00:15:04.000]  還有神供應建造會幕的材料
[00:15:04.000 --> 00:15:06.000]  神如何供應呢?
[00:15:06.000 --> 00:15:09.000]  大家知不知道?
[00:15:09.000 --> 00:15:11.000]  當以色列人出埃及的時候
[00:15:11.000 --> 00:15:17.000]  神要以色列人在埃及人的眼中蒙恩
[00:15:17.000 --> 00:15:22.000]  埃及人就將他們的金飾、財寶、珠寶
[00:15:22.000 --> 00:15:24.000]  奉獻給以色列人
[00:15:24.000 --> 00:15:29.000]  所以會幕的材料其實是出於埃及
[00:15:29.000 --> 00:15:35.000]  這些金屬、醫療的材物
[00:15:35.000 --> 00:15:37.000]  很奇妙
[00:15:37.000 --> 00:15:39.000]  所以有時候建堂的時候
[00:15:39.000 --> 00:15:42.000]  怎樣知道建堂是不是神的心意呢?
[00:15:42.000 --> 00:15:45.000]  其實在美國,我不知道香港是不是這樣
[00:15:45.000 --> 00:15:47.000]  通常建堂的時候
[00:15:47.000 --> 00:15:50.000]  都是教會很危險的時候
[00:15:50.000 --> 00:15:52.000]  很多時候因為建堂大家意見不同
[00:15:52.000 --> 00:15:58.000]  或者對經濟奉獻的不同觀念
[00:15:58.000 --> 00:16:00.000]  就會造成教會的分裂
[00:16:00.000 --> 00:16:03.000]  在埃及的這個例子
[00:16:03.000 --> 00:16:08.000]  其實如果神供應了會幕的材料
[00:16:08.000 --> 00:16:13.000]  都是一個印證說百姓可以繼續下去
[00:16:13.000 --> 00:16:19.000]  所以經濟的供應是其中一個神帶領的因素
[00:16:19.000 --> 00:16:21.000]  由這段經文來看
[00:16:21.000 --> 00:16:25.000]  我們繼續看28章的時候
[00:16:25.000 --> 00:16:28.000]  神揀選服侍會幕的人
[00:16:28.000 --> 00:16:32.000]  不是任何人都可以服侍會幕
[00:16:32.000 --> 00:16:34.000]  是甚麼人才可以呢?
[00:16:34.000 --> 00:16:37.000]  利美人
[00:16:37.000 --> 00:16:42.000]  神揀選利美人成為服侍會幕的人
[00:16:42.000 --> 00:16:44.000]  另外,建造會幕的人
[00:16:44.000 --> 00:16:47.000]  有神的靈去充滿他們
[00:16:47.000 --> 00:16:49.000]  讓他們有智慧、有技巧
[00:16:49.000 --> 00:16:51.000]  知道怎樣用他們的專長
[00:16:51.000 --> 00:16:57.000]  去將會幕呈現神的榮耀
[00:16:57.000 --> 00:17:04.000]  另外,整個會幕其實都是預表耶穌的道成肉身
[00:17:04.000 --> 00:17:06.000]  還有裡面每一個器具
[00:17:06.000 --> 00:17:10.000]  都是象徵預表耶穌的救贖
[00:17:10.000 --> 00:17:14.000]  但今天我的重點是放在會幕
[00:17:14.000 --> 00:17:16.000]  是耶和華的身體
[00:17:16.000 --> 00:17:19.000]  我將這個身體用引號
[00:17:19.000 --> 00:17:21.000]  稍後會做多一點解釋
[00:17:21.000 --> 00:17:23.000]  當我說到這個身體的時候
[00:17:23.000 --> 00:17:25.000]  是比較概念上的
[00:17:25.000 --> 00:17:27.000]  是一個概念性的
[00:17:27.000 --> 00:17:31.000]  比較抽象的一個形象
[00:17:31.000 --> 00:17:32.000]  不是一個實體
[00:17:32.000 --> 00:17:34.000]  所以當我說到這個身體的時候
[00:17:34.000 --> 00:17:41.000]  大家不要想一個頭、兩隻手、一個上身
[00:17:41.000 --> 00:17:43.000]  不是好像人一樣的一個身體
[00:17:43.000 --> 00:17:47.000]  而是比較抽象的一個身體
[00:17:47.000 --> 00:17:50.000]  說到這裡我就要回答一個問題
[00:17:50.000 --> 00:17:53.000]  大家都知道神是靈
[00:17:53.000 --> 00:17:56.000]  神是否有身體呢?
[00:17:56.000 --> 00:17:58.000]  我們看看幾處的經文
[00:17:58.000 --> 00:18:01.000]  在《創世紀》的一章二十六節
[00:18:01.000 --> 00:18:03.000]  神說我們要照我們的形象
[00:18:03.000 --> 00:18:07.000]  按我們的樣式做人
[00:18:07.000 --> 00:18:10.000]  這個形象在其他的經文當中
[00:18:10.000 --> 00:18:12.000]  特別是在先知書裡面
[00:18:12.000 --> 00:18:14.000]  通常是說到偶像
[00:18:14.000 --> 00:18:17.000]  用木頭、用石頭做的偶像
[00:18:17.000 --> 00:18:20.000]  偶像通常是有一個形狀的
[00:18:20.000 --> 00:18:22.000]  是放在這裡讓人拜的
[00:18:22.000 --> 00:18:24.000]  所以這個形象這個字在這裡
[00:18:24.000 --> 00:18:32.000]  其實是隱藏著神可能有一個形體
[00:18:32.000 --> 00:18:35.000]  是大家可以感受到的
[00:18:35.000 --> 00:18:37.000]  另外《創世紀》三章八節
[00:18:37.000 --> 00:18:41.000]  這裡說到亞當和妻子聽見耶和華神
[00:18:41.000 --> 00:18:45.000]  在院裡來回行走的聲音
[00:18:45.000 --> 00:18:48.000]  這裡是什麼意思呢?
[00:18:48.000 --> 00:18:53.000]  兩個人可以聽到神行走的聲音
[00:18:53.000 --> 00:18:55.000]  代表神
[00:18:55.000 --> 00:18:57.000]  我們用概念去想
[00:18:57.000 --> 00:19:01.000]  神有腳、有腿可以行走
[00:19:01.000 --> 00:19:05.000]  然後行走的時候是會有聲音的
[00:19:05.000 --> 00:19:09.000]  然後亞當和妻子就藏在院子的樹叢裡
[00:19:09.000 --> 00:19:12.000]  躲避耶和華神的面
[00:19:12.000 --> 00:19:15.000]  她們要躲避耶和華神的面
[00:19:15.000 --> 00:19:17.000]  代表神是有一個樣子的
[00:19:17.000 --> 00:19:19.000]  有一個臉、有一個面
[00:19:19.000 --> 00:19:21.000]  但當然希伯來文這個面
[00:19:21.000 --> 00:19:23.000]  也是指神的同在
[00:19:23.000 --> 00:19:27.000]  但無論在這裡是指神真的有一個面
[00:19:27.000 --> 00:19:29.000]  還是指神的同在
[00:19:29.000 --> 00:19:31.000]  神是有一個形體
[00:19:31.000 --> 00:19:36.000]  是讓人可以感受到的
[00:19:36.000 --> 00:19:39.000]  我們繼續看《創世紀》的三十二章
[00:19:39.000 --> 00:19:44.000]  這裡是說到亞當和神秘的人縮交
[00:19:44.000 --> 00:19:47.000]  這個神秘的人可以是神的天使
[00:19:47.000 --> 00:19:50.000]  也可以是神自己
[00:19:50.000 --> 00:19:53.000]  亞當問這個人
[00:19:53.000 --> 00:19:55.000]  請告訴我你的名字
[00:19:55.000 --> 00:19:58.000]  那人說為什麼問我的名字
[00:19:58.000 --> 00:20:02.000]  然後他在哪裡給亞當祝福
[00:20:02.000 --> 00:20:06.000]  「哪個給哪個地方起名叫神面陣」
[00:20:06.000 --> 00:20:08.000]  我今天用的經文全部都是
[00:20:08.000 --> 00:20:12.000]  《環球聖經》公會翻譯的橫聖版
[00:20:12.000 --> 00:20:15.000]  所以它是翻譯成「神面陣」
[00:20:15.000 --> 00:20:18.000]  意思是我面對面看見了神
[00:20:18.000 --> 00:20:21.000]  我的性命竟然保住了
[00:20:21.000 --> 00:20:23.000]  由亞當的角度來看
[00:20:23.000 --> 00:20:27.000]  原來他認為和祂縮交的是神
[00:20:27.000 --> 00:20:29.000]  他認為他見到神的面
[00:20:29.000 --> 00:20:31.000]  然後仍然得到存活
[00:20:31.000 --> 00:20:34.000]  所以代表這個神是有一個身體
[00:20:34.000 --> 00:20:38.000]  並且可以和亞當縮交
[00:20:38.000 --> 00:20:40.000]  在這裡我也要停一停
[00:20:40.000 --> 00:20:42.000]  就是神是零,沒錯
[00:20:42.000 --> 00:20:44.000]  但是神是可以選擇
[00:20:44.000 --> 00:20:47.000]  用一個身體向人顯現
[00:20:47.000 --> 00:20:50.000]  不知道大家對這一點有沒有問題呢
[00:20:50.000 --> 00:20:55.000]  我們繼續看下一章
[00:20:55.000 --> 00:20:59.000]  在《出埃及記》裡面的三十三章
[00:20:59.000 --> 00:21:04.000]  這裡就是當以色列人得罪神
[00:21:04.000 --> 00:21:06.000]  拜金牛毒之後
[00:21:06.000 --> 00:21:09.000]  這個時候摩西其實是求神
[00:21:09.000 --> 00:21:11.000]  他希望看到神的榮耀
[00:21:11.000 --> 00:21:13.000]  神對他的回答就是
[00:21:13.000 --> 00:21:15.000]  我的榮耀經過的時候
[00:21:15.000 --> 00:21:19.000]  我會把你放在石山的縫隙裡
[00:21:19.000 --> 00:21:21.000]  用手杖遮蓋你
[00:21:21.000 --> 00:21:23.000]  直到我過去了
[00:21:23.000 --> 00:21:24.000]  大家想想
[00:21:24.000 --> 00:21:26.000]  神在這裡說到他有手杖
[00:21:26.000 --> 00:21:29.000]  用手杖遮蓋他來代表
[00:21:29.000 --> 00:21:30.000]  大家想像一下
[00:21:30.000 --> 00:21:32.000]  神用手杖遮蓋摩西的眼睛
[00:21:32.000 --> 00:21:34.000]  直到我過去了
[00:21:34.000 --> 00:21:37.000]  然後我會移開我的手杖
[00:21:37.000 --> 00:21:40.000]  你就會看見我的背
[00:21:40.000 --> 00:21:44.000]  而不會看見我的面
[00:21:44.000 --> 00:21:46.000]  原來神是有手杖的
[00:21:46.000 --> 00:21:48.000]  可以移動
[00:21:48.000 --> 00:21:49.000]  他有背的
[00:21:49.000 --> 00:21:51.000]  還有他有面的
[00:21:51.000 --> 00:21:53.000]  摩西可以看到神的背
[00:21:53.000 --> 00:21:55.000]  但是不可以看到神的面
[00:21:55.000 --> 00:22:01.000]  這也代表神可以用身體向人顯現
[00:22:01.000 --> 00:22:04.000]  在《文素記》第十二章第八節
[00:22:04.000 --> 00:22:09.000]  這裡是神和摩西所說的話
[00:22:09.000 --> 00:22:10.000]  面對面
[00:22:10.000 --> 00:22:11.000]  不是
