
[00:00:00.000 --> 00:00:07.000]  今天我們的題目是全被挨真理的信
[00:04:16.000 --> 00:04:17.000]  然後寫了一封信呢
[00:04:17.000 --> 00:04:19.000]  那可能性不太大
[00:04:19.000 --> 00:04:22.000]  因為那個時段保羅還活著
[00:04:22.000 --> 00:04:24.000]  他可以說這個不是我寫的
[00:04:24.000 --> 00:04:27.000]  那更加大的可能性
[00:04:27.000 --> 00:04:30.000]  就是他們誤解了他所寫的
[00:04:30.000 --> 00:04:32.000]  他就可以告訴其他弟兄弟妹
[00:04:32.000 --> 00:04:36.000]  保羅說耶穌已經在靈了
[00:04:36.000 --> 00:04:38.000]  或者他是這個意思的
[00:04:38.000 --> 00:04:41.000]  所以應該這個是比較大的可能性
[00:04:41.000 --> 00:04:44.000]  所以他在書信裡面說
[00:04:44.000 --> 00:04:46.000]  你們不要因為有人說
[00:04:46.000 --> 00:04:48.000]  靈 我感動了
[00:04:48.000 --> 00:04:50.000]  或者是我來教導你
[00:04:50.000 --> 00:04:52.000]  是這個情況
[00:04:52.000 --> 00:04:53.000]  或者我告訴你
[00:04:53.000 --> 00:04:54.000]  或者甚至於有人說
[00:04:54.000 --> 00:04:56.000]  保羅就是這樣說的
[00:04:56.000 --> 00:04:57.000]  你們就信
[00:04:57.000 --> 00:04:59.000]  這裡不要輕易的動心了
[00:04:59.000 --> 00:05:02.000]  輕易其實在原文裡面
[00:05:02.000 --> 00:05:04.000]  就是說不要那麼快速的
[00:05:04.000 --> 00:05:06.000]  他有一個快速的意思
[00:05:06.000 --> 00:05:08.000]  就是你要消化
[00:05:08.000 --> 00:05:11.000]  還有以前我們在貼上一本錢書
[00:05:11.000 --> 00:05:12.000]  他講的什麼
[00:05:12.000 --> 00:05:15.000]  凡事凡靈都要怎麼樣
[00:05:15.000 --> 00:05:16.000]  查驗
[00:05:16.000 --> 00:05:18.000]  你要用時間查驗一下的
[00:05:18.000 --> 00:05:20.000]  而且他說也不要驚慌
[00:05:20.000 --> 00:05:21.000]  為什麼
[00:05:21.000 --> 00:05:22.000]  如果突然有人說
[00:05:22.000 --> 00:05:24.000]  哇 耶穌回來了
[00:05:24.000 --> 00:05:26.000]  那你會怎麼樣
[00:05:26.000 --> 00:05:27.000]  可能感情已經被帶動
[00:05:27.000 --> 00:05:29.000]  哦 我等了很久了
[00:05:29.000 --> 00:05:31.000]  我們一起去看
[00:05:31.000 --> 00:05:33.000]  或者你會很擔心
[00:05:33.000 --> 00:05:36.000]  家裡還有人還沒信主
[00:05:36.000 --> 00:05:38.000]  反正都會有一些情緒出來
[00:05:38.000 --> 00:05:41.000]  他就說也不要驚慌
[00:05:41.000 --> 00:05:43.000]  你要淡淡定定的
[00:05:43.000 --> 00:05:46.000]  你要這是消化神的話語
[00:05:46.000 --> 00:05:48.000]  禱告看一看
[00:05:48.000 --> 00:05:51.000]  而不是說有人講了你就行
[00:05:51.000 --> 00:05:54.000]  那第三節他這裡說
[00:05:54.000 --> 00:05:58.000]  人不拘用什麼法子
[00:05:58.000 --> 00:06:02.000]  你總不要被他誘惑
[00:06:02.000 --> 00:06:05.000]  而這個誘惑呢
[00:06:05.000 --> 00:06:06.000]  其實我們要想
[00:06:06.000 --> 00:06:07.000]  我們被誘惑的時候
[00:06:07.000 --> 00:06:09.000]  其實我們也不知道的
[00:06:09.000 --> 00:06:12.000]  我們以為是真的才跟的
[00:06:12.000 --> 00:06:14.000]  但是為什麼那麼
[00:06:14.000 --> 00:06:16.000]  就是真理那麼重要
[00:06:16.000 --> 00:06:19.000]  就是連我們被人家誘惑
[00:06:19.000 --> 00:06:21.000]  我們都不知道
[00:06:21.000 --> 00:06:24.000]  這個叫無知
[00:06:24.000 --> 00:06:25.000]  那我們不要講
[00:06:25.000 --> 00:06:28.000]  因為那個日子
[00:06:28.000 --> 00:06:30.000]  就是耶穌要回來的日子
[00:06:30.000 --> 00:06:32.000]  他說必要什麼
[00:06:32.000 --> 00:06:34.000]  必有什麼
[00:06:34.000 --> 00:06:37.000]  對了 有反教的事情
[00:06:37.000 --> 00:06:38.000]  而且呢 還有什麼
[00:06:38.000 --> 00:06:40.000]  有兩件事情要發生的
[00:06:40.000 --> 00:06:42.000]  第一就是離道反教的事
[00:06:42.000 --> 00:06:44.000]  還有呢
[00:06:44.000 --> 00:06:46.000]  有個大罪人
[00:06:46.000 --> 00:06:49.000]  成倫的質子
[00:06:49.000 --> 00:06:50.000]  要出現
[00:06:50.000 --> 00:06:53.000]  這個就是低基督
[00:06:53.000 --> 00:06:55.000]  那什麼事情呢
[00:06:55.000 --> 00:06:58.000]  是離道反教的呢
[00:06:58.000 --> 00:06:59.000]  因為還沒有
[00:06:59.000 --> 00:07:00.000]  那個低基督還沒出現之前
[00:07:00.000 --> 00:07:03.000]  要先出現這些事情
[00:07:03.000 --> 00:07:04.000]  那可以是什麼呢
[00:07:04.000 --> 00:07:06.000]  就是整個教會變節了
[00:07:06.000 --> 00:07:08.000]  變節
[00:07:08.000 --> 00:07:10.000]  就是
[00:07:10.000 --> 00:07:14.000]  以前不是有很多古惑仔的那種
[00:07:14.000 --> 00:07:15.000]  本來是好人的
[00:07:15.000 --> 00:07:17.000]  慢慢就變節了
[00:07:17.000 --> 00:07:20.000]  那個劉德華
[00:07:20.000 --> 00:07:21.000]  那講的是什麼呢
[00:07:21.000 --> 00:07:24.000]  就是教會本來是跟著跟著的
[00:07:24.000 --> 00:07:26.000]  突然變了
[00:07:26.000 --> 00:07:27.000]  現在有些教會是不是
[00:07:27.000 --> 00:07:30.000]  也接受同性戀的一些婚姻
[00:07:30.000 --> 00:07:33.000]  甚至於為他們祝福
[00:07:33.000 --> 00:07:34.000]  甚至於贊同
[00:07:34.000 --> 00:07:36.000]  這個是應該
[00:07:36.000 --> 00:07:39.000]  就是人權嘛
[00:07:39.000 --> 00:07:40.000]  有一些真的是這樣的
[00:07:40.000 --> 00:07:42.000]  變節了
[00:07:42.000 --> 00:07:43.000]  然後呢
[00:07:43.000 --> 00:07:44.000]  可能我們還是繼續看到什麼
[00:07:44.000 --> 00:07:47.000]  猶太人拒絕福音
[00:07:47.000 --> 00:07:48.000]  還是不相信耶穌
[00:07:48.000 --> 00:07:50.000]  就是彌賽
[00:07:50.000 --> 00:07:51.000]  有些是離棄上帝
[00:07:51.000 --> 00:07:53.000]  悲悼的兒女
[00:07:53.000 --> 00:07:56.000]  就是明明知道神說要這樣做
[00:07:56.000 --> 00:07:59.000]  我就不去做
[00:07:59.000 --> 00:08:01.000]  還有就是某一些宗教的一些
[00:08:01.000 --> 00:08:05.000]  就是叛逆
[00:08:05.000 --> 00:08:08.000]  還有就是不一定是指教會的
[00:08:08.000 --> 00:08:10.000]  可以在這個社會裡面
[00:08:10.000 --> 00:08:12.000]  整體的人類
[00:08:12.000 --> 00:08:15.000]  對於神是主權這件事情
[00:08:15.000 --> 00:08:17.000]  非常的拒絕
[00:08:17.000 --> 00:08:19.000]  也是不接受的
[00:08:19.000 --> 00:08:20.000]  那這件事情離道的事情
[00:08:20.000 --> 00:08:22.000]  我們有沒有看到
[00:08:22.000 --> 00:08:23.000]  有的
[00:08:23.000 --> 00:08:25.000]  但甚至已經告訴我們什麼
[00:08:25.000 --> 00:08:28.000]  會不會有這樣的事情
[00:08:28.000 --> 00:08:29.000]  會的
[00:08:29.000 --> 00:08:31.000]  因為這件事情發生以後
[00:08:31.000 --> 00:08:37.000]  還有什麼事情要發生
[00:08:37.000 --> 00:08:38.000]  對了
[00:08:38.000 --> 00:08:40.000]  就是剛才講的這個
[00:08:40.000 --> 00:08:42.000]  大罪人
[00:08:42.000 --> 00:08:43.000]  大罪人
[00:08:43.000 --> 00:08:44.000]  講到罪就知道
[00:08:44.000 --> 00:08:46.000]  他是什麼都不跟的
[00:08:46.000 --> 00:08:47.000]  無法無天的
[00:08:47.000 --> 00:08:49.000]  他後面還說什麼呢
[00:08:49.000 --> 00:08:52.000]  他把自己抬高的
[00:08:52.000 --> 00:08:53.000]  稱為神
[00:08:53.000 --> 00:08:55.000]  這裡其實稱為神的這個字
[00:08:55.000 --> 00:08:57.000]  是複數來的
[00:08:57.000 --> 00:09:01.000]  代表他說是自己比所有的神明
[00:09:01.000 --> 00:09:02.000]  都要強
[00:09:02.000 --> 00:09:04.000]  他自己來當神
[00:09:04.000 --> 00:09:05.000]  而且這個神的殿
[00:09:05.000 --> 00:09:08.000]  其實不一定說是教會
[00:09:08.000 --> 00:09:11.000]  這個是所有的神的廟宇
[00:09:11.000 --> 00:09:13.000]  就是所有一切的
[00:09:13.000 --> 00:09:16.000]  我都在一切的上面
[00:09:16.000 --> 00:09:19.000]  他是這樣稱自己的
[00:09:19.000 --> 00:09:21.000]  那所以我們看到的是什麼呢
[00:09:21.000 --> 00:09:25.000]  原來當耶穌回來之前
[00:09:25.000 --> 00:09:27.000]  是有這些事情發生的
[00:09:27.000 --> 00:09:28.000]  所以他就是保羅
[00:09:28.000 --> 00:09:32.000]  要跟天上的教會裡面說什麼呢
[00:09:32.000 --> 00:09:33.000]  跟他們說
[00:09:33.000 --> 00:09:35.000]  你們不要相信那些人說
[00:09:35.000 --> 00:09:36.000]  耶穌要回來
[00:09:36.000 --> 00:09:39.000]  因為這事情要先發生
[00:09:39.000 --> 00:09:41.000]  而且那個大罪人
[00:09:41.000 --> 00:09:44.000]  成倫之子也要出現
[00:09:44.000 --> 00:09:46.000]  就是先告訴你們
[00:09:46.000 --> 00:09:48.000]  真實的情況是怎麼樣的
[00:09:48.000 --> 00:09:50.000]  你們才可以看得到
[00:09:50.000 --> 00:09:54.000]  現在這個話是對的還是不對的
[00:09:54.000 --> 00:09:58.000]  所以我們見到的是什麼呢
[00:09:58.000 --> 00:09:59.000]  第一點
[00:09:59.000 --> 00:10:01.000]  第一點太重要了
[00:10:01.000 --> 00:10:02.000]  要閃一閃
[00:10:02.000 --> 00:10:04.000]  我們需要有前輩
[00:10:04.000 --> 00:10:07.000]  愛真理的心的時候
[00:10:07.000 --> 00:10:09.000]  因為真理要怎麼樣
[00:10:09.000 --> 00:10:12.000]  真理要保護我們
[00:10:12.000 --> 00:10:15.000]  至於我們可以避免什麼
[00:10:15.000 --> 00:10:17.000]  誘惑
[00:10:17.000 --> 00:10:18.000]  你知道嗎
[00:10:18.000 --> 00:10:20.000]  我們沒有真理的時候
[00:10:20.000 --> 00:10:21.000]  別人講什麼
[00:10:21.000 --> 00:10:22.000]  我們都是嗎
[00:10:22.000 --> 00:10:23.000]  是嗎
[00:10:23.000 --> 00:10:24.000]  是這樣嗎
[00:10:24.000 --> 00:10:26.000]  我們根本沒有一個根基說
[00:10:26.000 --> 00:10:29.000]  不是的或者是的
[00:10:29.000 --> 00:10:31.000]  因為我們都不知道
[00:10:31.000 --> 00:10:33.000]  你說這個他說那個
[00:10:33.000 --> 00:10:35.000]  好像就我應該相信什麼呢
[00:10:35.000 --> 00:10:37.000]  但是真理就不一樣了
[00:10:37.000 --> 00:10:40.000]  免得我們被誘惑
[00:10:40.000 --> 00:10:42.000]  在別人講的時候
[00:10:42.000 --> 00:10:43.000]  不對不對
[00:10:43.000 --> 00:10:45.000]  聖經不是這樣說的
[00:10:45.000 --> 00:10:46.000]  OK不對不對
[00:10:46.000 --> 00:10:48.000]  那個現在這個
[00:10:48.000 --> 00:10:50.000]  基督的那個人還沒有出現
[00:10:50.000 --> 00:10:53.000]  或者我們不知道
[00:10:53.000 --> 00:10:57.000]  我們可以用真理來抵擋一些誘惑
[00:10:57.000 --> 00:11:00.000]  那不單單是講
[00:11:00.000 --> 00:11:03.000]  基督什麼時候回來的事情
[00:11:03.000 --> 00:11:06.000]  這個是包括所有的真理
[00:11:06.000 --> 00:11:07.000]  所有的真理
[00:11:07.000 --> 00:11:09.000]  其實呢最近呢
[00:11:09.000 --> 00:11:11.000]  我在網上有看
[00:11:11.000 --> 00:11:13.000]  或者有人發給我
[00:11:13.000 --> 00:11:14.000]  一些YouTube
[00:11:14.000 --> 00:11:16.000]  你知道裡面講什麼嗎
[00:11:16.000 --> 00:11:17.000]  他說呢
[00:11:17.000 --> 00:11:19.000]  現在的財富
[00:11:19.000 --> 00:11:23.000]  要從有錢的富有的
[00:11:23.000 --> 00:11:26.000]  轉移到基督徒那裡
[00:11:26.000 --> 00:11:29.000]  你們覺得有沒有問題
[00:11:29.000 --> 00:11:30.000]  有問題
[00:11:30.000 --> 00:11:32.000]  當然我現在放在這裡
[00:11:32.000 --> 00:11:34.000]  你們都說有問題了
[00:11:34.000 --> 00:11:35.000]  為什麼有問題
[00:11:35.000 --> 00:11:38.000]  問題在哪裡
[00:11:38.000 --> 00:11:40.000]  又說不出來
[00:11:40.000 --> 00:11:42.000]  感覺不對勁
[00:11:42.000 --> 00:11:44.000]  為什麼呢
[00:11:44.000 --> 00:11:46.000]  因為我們跟聖經比一比
[00:11:46.000 --> 00:11:47.000]  聖經怎麼說
[00:11:47.000 --> 00:11:49.000]  我們要怎麼樣
[00:11:49.000 --> 00:11:51.000]  背負十字架的
[00:11:51.000 --> 00:11:53.000]  克服己身的
[00:11:53.000 --> 00:11:54.000]  對不對
[00:11:54.000 --> 00:11:57.000]  我們要為義而受逼迫的
[00:11:57.000 --> 00:12:01.000]  不是說神不能用金錢來祝福我們
[00:12:01.000 --> 00:12:03.000]  不是這個意思
[00:12:03.000 --> 00:12:04.000]  而是當然有這樣
[00:12:04.000 --> 00:12:05.000]  這個說法
[00:12:05.000 --> 00:12:09.000]  基督就是這個財富要轉移的時候
[00:12:09.000 --> 00:12:11.000]  他是想怎麼樣
[00:12:11.000 --> 00:12:13.000]  誘惑一些的人
[00:12:13.000 --> 00:12:15.000]  他會怎麼樣把重點
[00:12:15.000 --> 00:12:17.000]  不是再放在神的身上
[00:12:17.000 --> 00:12:18.000]  就放在
[00:12:18.000 --> 00:12:19.000]  錢怎麼
[00:12:19.000 --> 00:12:20.000]  我的bank account
[00:12:20.000 --> 00:12:22.000]  為什麼還是沒有錢呢
[00:12:22.000 --> 00:12:25.000]  他就把那個注意力
[00:12:25.000 --> 00:12:27.000]  就放在這個錢財的方面
[00:12:27.000 --> 00:12:30.000]  這個會是神想我們要的嗎
[00:12:30.000 --> 00:12:31.000]  而且神
[00:12:31.000 --> 00:12:34.000]  要不要我們不勞而獲的
[00:12:34.000 --> 00:12:36.000]  不是這樣的
[00:12:36.000 --> 00:12:39.000]  但是我真的知道有基督徒
[00:12:39.000 --> 00:12:41.000]  就相信了
[00:12:41.000 --> 00:12:42.000]  而且還在等
[00:12:42.000 --> 00:12:44.000]  那個時候
[00:12:44.000 --> 00:12:46.000]  什麼時候發生
[00:12:46.000 --> 00:12:49.000]  他說還沒有出現
[00:12:49.000 --> 00:12:52.000]  所以我們講的這個真理
[00:12:52.000 --> 00:12:55.000]  真理是保護我們
[00:12:55.000 --> 00:12:58.000]  不要被一些東西來迷惑
[00:12:58.000 --> 00:12:59.000]  因為你知道什麼嗎
[00:12:59.000 --> 00:13:01.000]  我們人喜歡聽什麼
[00:13:01.000 --> 00:13:02.000]  有沒有人喜歡聽
[00:13:02.000 --> 00:13:05.000]  自己不喜歡聽的東西的
[00:13:05.000 --> 00:13:06.000]  沒有
[00:13:06.000 --> 00:13:08.000]  真常人有一個特殊的人
[00:13:08.000 --> 00:13:10.000]  在我們當中
[00:13:10.000 --> 00:13:12.000]  為什麼呢
[00:13:12.000 --> 00:13:14.000]  因為當時他們
[00:13:14.000 --> 00:13:17.000]  其實在等候耶穌回來
[00:13:17.000 --> 00:13:18.000]  對不對
[00:13:18.000 --> 00:13:21.000]  他們被羅馬政府打壓
[00:13:21.000 --> 00:13:24.000]  他們都很渴望主耶穌快一點來
[00:13:24.000 --> 00:13:25.000]  對不對
[00:13:25.000 --> 00:13:26.000]  一聽到他來了
[00:13:26.000 --> 00:13:27.000]  太好了
[00:13:27.000 --> 00:13:28.000]  太好了
[00:13:28.000 --> 00:13:29.000]  就去了
[00:13:29.000 --> 00:13:31.000]  好像剛才那裡說什麼
[00:13:31.000 --> 00:13:33.000]  哇 財富要轉移給你們
[00:13:33.000 --> 00:13:34.000]  太好了
[00:13:34.000 --> 00:13:35.000]  太好了
[00:13:35.000 --> 00:13:36.000]  如果我們看聖經
[00:13:36.000 --> 00:13:38.000]  聖經怎麼說
[00:13:38.000 --> 00:13:41.000]  把你所有的財富怎麼樣
[00:13:41.000 --> 00:13:43.000]  變賣
[00:13:43.000 --> 00:13:44.000]  然後呢
[00:13:44.000 --> 00:13:46.000]  跟隨主
[00:13:46.000 --> 00:13:49.000]  這句
[00:13:49.000 --> 00:13:51.000]  有點難度
[00:13:51.000 --> 00:13:52.000]  對不對
[00:13:52.000 --> 00:13:55.000]  所以我們發現什麼呢
[00:13:55.000 --> 00:13:58.000]  我們人都是比較喜歡聽
[00:13:58.000 --> 00:14:00.000]  當然剛才有一個特殊的弟兄
[00:14:00.000 --> 00:14:01.000]  在我們當中
[00:14:01.000 --> 00:14:03.000]  但人都比較喜歡聽
[00:14:03.000 --> 00:14:06.000]  自己比較想發生的事情
[00:14:06.000 --> 00:14:10.000]  但是我們不要被迷惑
[00:14:10.000 --> 00:14:12.000]  聖經怎麼說
[00:14:12.000 --> 00:14:14.000]  變賣東西喔
[00:14:14.000 --> 00:14:19.000]  突然很安靜了 當然
[00:14:19.000 --> 00:14:21.000]  所以我們要小心
[00:14:21.000 --> 00:14:24.000]  真理就是真理
[00:14:24.000 --> 00:14:26.000]  我們要回到當中
[00:14:26.000 --> 00:14:27.000]  去思考
[00:14:27.000 --> 00:14:28.000]  別人講的
[00:14:28.000 --> 00:14:30.000]  是不是符合
[00:14:30.000 --> 00:14:32.000]  我們主所教導的
[00:14:32.000 --> 00:14:35.000]  那我們繼續看下去
[00:14:35.000 --> 00:14:37.000]  第五節真理說
[00:14:37.000 --> 00:14:40.000]  我還在你們那裡的時候
[00:14:40.000 --> 00:14:42.000]  曾把這些事情告訴你們
[00:14:42.000 --> 00:14:44.000]  你們不記得嗎
[00:14:44.000 --> 00:14:46.000]  現在你們也知道
[00:14:46.000 --> 00:14:48.000]  那攔阻他的是什麼
[00:14:48.000 --> 00:14:51.000]  是教他到了的時候
[00:14:51.000 --> 00:14:53.000]  才可以顯露
[00:14:53.000 --> 00:14:56.000]  因為那步伐的引益
[00:14:56.000 --> 00:14:58.000]  已經發動
[00:14:58.000 --> 00:15:01.000]  只是現在有一個攔阻的
[00:15:01.000 --> 00:15:04.000]  等到那攔阻的被除去
[00:15:04.000 --> 00:15:07.000]  下一頁
[00:15:07.000 --> 00:15:11.000]  等到那攔阻的被除去
[00:15:11.000 --> 00:15:14.000]  那時這步伐的人
[00:15:14.000 --> 00:15:15.000]  必顯露出來
[00:15:15.000 --> 00:15:20.000]  主耶穌要用口中的氣滅絕他
[00:15:20.000 --> 00:15:24.000]  用降臨的容光廢掉他
[00:15:24.000 --> 00:15:27.000]  這裡我們看到
[00:15:27.000 --> 00:15:29.000]  他說原來
[00:15:29.000 --> 00:15:31.000]  保羅一早就已經說過了
[00:15:31.000 --> 00:15:33.000]  但是他們怎麼樣
[00:15:33.000 --> 00:15:35.000]  忘記了
[00:15:35.000 --> 00:15:37.000]  我們基督徒也是這樣
[00:15:37.000 --> 00:15:38.000]  曾經講過了
[00:15:38.000 --> 00:15:41.000]  不過我們也忘記了
[00:15:41.000 --> 00:15:43.000]  他說你記得嗎
[00:15:43.000 --> 00:15:44.000]  其實我說過的
[00:15:44.000 --> 00:15:45.000]  說過什麼呢
[00:15:45.000 --> 00:15:48.000]  他說現在你們也知道的是什麼
[00:15:48.000 --> 00:15:51.000]  那攔阻他的是什麼
[00:15:51.000 --> 00:15:54.000]  是教他到了的時候
[00:15:54.000 --> 00:15:56.000]  才可以顯露的
[00:15:56.000 --> 00:15:58.000]  他想說的就是
[00:15:58.000 --> 00:16:00.000]  那個攔阻他的
[00:16:00.000 --> 00:16:02.000]  其實在原文
[00:16:02.000 --> 00:16:03.000]  它是
[00:16:03.000 --> 00:16:05.000]  就是這個希臘文本來有
[00:16:05.000 --> 00:16:08.000]  陽、陰和中性的
[00:16:08.000 --> 00:16:10.000]  它是中性的
[00:16:10.000 --> 00:16:12.000]  代表沒有說男女的分別
[00:16:12.000 --> 00:16:14.000]  就是代表有一股的力量
[00:16:14.000 --> 00:16:16.000]  有一股的力量
[00:16:16.000 --> 00:16:17.000]  攔阻
[00:16:17.000 --> 00:16:19.000]  攔阻誰呢
[00:16:19.000 --> 00:16:22.000]  攔阻誰啊
[00:16:22.000 --> 00:16:25.000]  剛才那個大罪人
[00:16:25.000 --> 00:16:26.000]  這是
[00:16:26.000 --> 00:16:27.000]  敵基督的
[00:16:27.000 --> 00:16:29.000]  有一股力量在
[00:16:29.000 --> 00:16:31.000]  在攔阻他
[00:16:31.000 --> 00:16:34.000]  到什麼時候
[00:16:34.000 --> 00:16:35.000]  時候
[00:16:35.000 --> 00:16:37.000]  到那個時候
[00:16:37.000 --> 00:16:40.000]  我們不知道的那個時候
[00:16:40.000 --> 00:16:41.000]  而且呢
[00:16:41.000 --> 00:16:43.000]  這裡說明是什麼
[00:16:43.000 --> 00:16:45.000]  他不是在等候
[00:16:45.000 --> 00:16:47.000]  什麼事情發生
[00:16:47.000 --> 00:16:49.000]  不是要好像要等他成熟
[00:16:49.000 --> 00:16:50.000]  不是的
[00:16:50.000 --> 00:16:51.000]  他的意思是
[00:16:51.000 --> 00:16:53.000]  神已經定了一個時間
[00:16:53.000 --> 00:16:56.000]  就在神定的那個時間
[00:16:56.000 --> 00:16:57.000]  才可以顯露
[00:16:57.000 --> 00:17:00.000]  這個大罪人出來的
[00:17:00.000 --> 00:17:01.000]  那後面就說
[00:17:01.000 --> 00:17:04.000]  因為那不乏隱逸的
[00:17:04.000 --> 00:17:06.000]  已經在發動了
[00:17:06.000 --> 00:17:07.000]  那不乏隱逸是
[00:17:07.000 --> 00:17:09.000]  隱逸其實是
[00:17:09.000 --> 00:17:12.000]  在原文裡面
