
[00:00:00.000 --> 00:00:02.000]  頂前妹萬康
[00:08:41.000 --> 00:08:46.000]  這個也預表了給我們看 為什麼今天世界這麼多混亂
[00:08:46.000 --> 00:08:53.000]  這麼多人與人之間 國與國之間 為什麼有這麼多鬥爭 這麼多戰爭 這麼多不和
[00:08:53.000 --> 00:08:59.000]  甚至一個家庭都是 可以由上一代到今代 今代到下一代
[00:08:59.000 --> 00:09:06.000]  可以跨代的問題 但是將來在天堂的時候 再沒有這一切了
[00:09:06.000 --> 00:09:13.000]  因為在神的完全的光照下 沒有任何的污穢 罪惡和黑暗
[00:09:13.000 --> 00:09:20.000]  也沒有黑夜 因為城門都不需要關閉 表示到再沒有任何危險
[00:09:20.000 --> 00:09:25.000]  你不需要怕有什麼 其他國家要來侵襲 沒有這件事
[00:09:25.000 --> 00:09:31.000]  神就是我們最穩固的屏障 所以我們看到一個圖畫
[00:09:31.000 --> 00:09:37.000]  就是這個舊的天地要過去 而新天新地要來臨
[00:09:37.000 --> 00:09:42.000]  神要更新這個舊的天地 而祂為我們預備的
[00:09:42.000 --> 00:09:47.000]  就是我們今天也要看下去 這個生命河和生命樹
[00:09:47.000 --> 00:09:53.000]  正是預示了給我們看 我們昔日因為人的犯罪墮落
[00:09:53.000 --> 00:10:00.000]  我們要被逐出這個伊段源 因為亞當夏娃不聽神的話
[00:10:00.000 --> 00:10:08.000]  她來吃了分別善惡樹的果子 所謂知識樹
[00:10:08.000 --> 00:10:15.000]  這個在神學上是有很多討論的 我今天就不打算在這裡和大家詳細說這件事
[00:10:15.000 --> 00:10:23.000]  反而我們需要留意 就在神為我們預備新天新地的時候
[00:10:23.000 --> 00:10:31.000]  你發覺那裡也再沒有任何咒詛 昔日因為亞當夏娃犯了罪之後
[00:10:31.000 --> 00:10:39.000]  蛇在地上爬行 吃土為食物 大地都生出這些荊棘和窒泥
[00:10:39.000 --> 00:10:50.000]  亞當要流汗才能糊口 才能養妻活兒 地要生出不同的菜蔬才能給他們享用
[00:10:50.000 --> 00:10:58.000]  而夏娃就要經歷生產之苦 但這一切將來在新天新地已經成為過去
[00:10:58.000 --> 00:11:04.000]  我們要進入的是新的聖城 以及新的伊段源
[00:11:04.000 --> 00:11:09.000]  在這個新的伊段源裡面有些什麼呢 我們先看一下
[00:11:09.000 --> 00:11:12.000]  是第一節所說的 我們一起了讀
[00:11:12.000 --> 00:11:22.000]  天使又讓我看一道生命水的河 明亮如水晶 從神和高揚的寶座流出來
[00:11:22.000 --> 00:11:31.000]  這個說生命水的河很清透的 是沒有任何的雜七的
[00:11:31.000 --> 00:11:40.000]  而它的源頭在哪裡來呢 聖經使徒約翰跟我們說是神和高揚的寶座
[00:11:40.000 --> 00:11:49.000]  這個形容在第三節會重複出現 整個聖經一有重複出現你要留意
[00:11:49.000 --> 00:11:53.000]  是一種強調的 強調有什麼意思呢
[00:11:53.000 --> 00:12:05.000]  寶座本身在原文希臘文聖經是單數一個名詞 是代表了聖父和聖子的那種完全的合一
[00:12:05.000 --> 00:12:11.000]  他們共享這種皇權 叫所有避屬的子民
[00:12:11.000 --> 00:12:21.000]  我們在這個完美的一種治權底下 我們享受新天新地那種生活
[00:12:21.000 --> 00:12:28.000]  那麼地上你說有哪一個城市哪一個國家是完美的呢
[00:12:28.000 --> 00:12:35.000]  沒有 真的沒有 每個政府都可能有不同的問題 看你多與少
[00:12:35.000 --> 00:12:41.000]  但是我們看到將來這個主耶穌基督會為王
[00:12:41.000 --> 00:12:48.000]  而他的治權他的治理是完全公義聖潔沒有任何問題的
[00:12:48.000 --> 00:12:56.000]  在這個新的聖城裡面一切都是和諧共處 而且是美善
[00:12:56.000 --> 00:13:05.000]  這個和舊約聖經裡面說到以西傑先知看到的那個水
[00:13:05.000 --> 00:13:09.000]  這個生命河的水是從聖殿流出來的
[00:13:09.000 --> 00:13:14.000]  而撒加利亞先知他講到是活水從耶路撒冷出來的
[00:13:14.000 --> 00:13:24.000]  他們兩個的形容都是講得對的 不過不是最精確
[00:13:24.000 --> 00:13:29.000]  反而仕途若翰他講到最根由的這些水源
[00:13:29.000 --> 00:13:35.000]  並非由你看的那個鏡頭是zoom了很遠
[00:13:35.000 --> 00:13:44.000]  我現在看到的鏡頭直接看到那個水的源頭是來自神他自己的生命
[00:13:44.000 --> 00:13:49.000]  可以供給我們就是一個永恆的生命那種本質
[00:13:49.000 --> 00:13:55.000]  這個就讓我們看到舊約和新約之間是有一種差距在這裡
[00:13:55.000 --> 00:14:00.000]  差距也是因為和他們那個年代以及他們的期盼
[00:14:00.000 --> 00:14:05.000]  當時以西傑也好撒加利亞先知也好
[00:14:05.000 --> 00:14:10.000]  他們期待他們要等候的尼塞亞可以復興他們以色列國
[00:14:10.000 --> 00:14:15.000]  可以重建他們的聖殿 他們看到這個異象的時候
[00:14:15.000 --> 00:14:17.000]  他們是有這種盼望
[00:14:17.000 --> 00:14:22.000]  不過這個盼望遠遠不及仕途若翰在啟示錄所見證的
[00:14:22.000 --> 00:14:27.000]  這個才是最準確的 我們那個大圖畫
[00:14:27.000 --> 00:14:30.000]  我希望大家明白我所說的
[00:14:30.000 --> 00:14:36.000]  第二個要點你要看這個生命河是那個性質
[00:14:36.000 --> 00:14:38.000]  這個生命河裡面是怎樣呢?
[00:14:38.000 --> 00:14:41.000]  我們一起讀一下在第二節到第三節
[00:14:41.000 --> 00:14:47.000]  經過城內街道的中央 在河的兩邊有生命樹
[00:14:47.000 --> 00:14:51.000]  結十二樣的果子 每月都結果子
[00:14:51.000 --> 00:14:55.000]  樹上的葉子可作醫治萬民之用
[00:14:55.000 --> 00:14:58.000]  不再有任何詛咒
[00:14:58.000 --> 00:15:03.000]  這裡我們又看到這個形容
[00:15:03.000 --> 00:15:08.000]  在這個生命河的兩邊有生命樹
[00:15:08.000 --> 00:15:14.000]  生命樹本身在原文聖經是一個單數的詞彙
[00:15:14.000 --> 00:15:16.000]  但不表示只有一棵
[00:15:16.000 --> 00:15:20.000]  因為這個形容其實是有很多的
[00:15:20.000 --> 00:15:25.000]  是阿羅姆這條生命河的活水泉源
[00:15:25.000 --> 00:15:28.000]  一直都有這些生命樹
[00:15:28.000 --> 00:15:32.000]  伊甸園只有一棵 但這裡有很多很多
[00:15:32.000 --> 00:15:37.000]  它是不斷滋潤大地
[00:15:37.000 --> 00:15:40.000]  新的聖城耶路撒冷
[00:15:40.000 --> 00:15:43.000]  整個大地不會再有江巷
[00:15:43.000 --> 00:15:46.000]  不會再有人饑渴
[00:15:46.000 --> 00:15:48.000]  我們要喝什麼水
[00:15:48.000 --> 00:15:50.000]  你不用去按摩
[00:15:50.000 --> 00:15:54.000]  不用喝那些不方便說的牌子
[00:15:54.000 --> 00:15:56.000]  你喝礦泉水
[00:15:56.000 --> 00:16:00.000]  又說要有什麼礦物質
[00:16:00.000 --> 00:16:04.000]  原來在那裡神的供應是完美的
[00:16:04.000 --> 00:16:06.000]  好了 我們要處理一個問題
[00:16:06.000 --> 00:16:12.000]  這裡他說這些生命樹每月會結果子
[00:16:12.000 --> 00:16:14.000]  一年有十二個月
[00:16:14.000 --> 00:16:16.000]  所以有十二樣的果子
[00:16:16.000 --> 00:16:20.000]  樹上的葉子也可以醫治萬民之用
[00:16:20.000 --> 00:16:24.000]  如果你看以西傑書47章12節
[00:16:24.000 --> 00:16:28.000]  他對於將來的聖殿
[00:16:28.000 --> 00:16:31.000]  在當中看到這個意象
[00:16:31.000 --> 00:16:34.000]  就是樹上的果子必作成立
[00:16:34.000 --> 00:16:36.000]  葉子乃為治病
[00:16:36.000 --> 00:16:39.000]  他所看所期盼的
[00:16:39.000 --> 00:16:42.000]  都是一種地上的東西
[00:16:42.000 --> 00:16:44.000]  但去到使徒約翰這裡說
[00:16:44.000 --> 00:16:46.000]  我們就會問一個問題
[00:16:46.000 --> 00:16:48.000]  為什麼在天堂裡
[00:16:48.000 --> 00:16:50.000]  不是說已經沒有疾病痛苦
[00:16:50.000 --> 00:16:52.000]  哭喉疼痛
[00:16:52.000 --> 00:16:54.000]  再沒有死亡
[00:16:54.000 --> 00:16:56.000]  我上一堂也說在那裡沒有醫生
[00:16:56.000 --> 00:17:00.000]  為什麼這裡說要醫病
[00:17:00.000 --> 00:17:04.000]  究竟是指什麼
[00:17:04.000 --> 00:17:08.000]  其實這裡是要預示給我們看見
[00:17:08.000 --> 00:17:10.000]  神為八
[00:17:10.000 --> 00:17:12.000]  不是以色列人
[00:17:12.000 --> 00:17:14.000]  不是中國人
[00:17:14.000 --> 00:17:16.000]  不是美國人
[00:17:16.000 --> 00:17:18.000]  或者某某民族
[00:17:18.000 --> 00:17:20.000]  是萬民
[00:17:20.000 --> 00:17:22.000]  所有得俗的
[00:17:22.000 --> 00:17:24.000]  各族各方各民
[00:17:24.000 --> 00:17:28.000]  我們被焦聚在上帝的愛和恩典
[00:17:28.000 --> 00:17:30.000]  以及他完美的供應下
[00:17:30.000 --> 00:17:34.000]  我們已經得著醫治
[00:17:34.000 --> 00:17:36.000]  而這個醫治
[00:17:36.000 --> 00:17:38.000]  讓我們看見
[00:17:38.000 --> 00:17:42.000]  我們必須要在新天新地的生活裡
[00:17:42.000 --> 00:17:46.000]  你怎樣來生活呢
[00:17:46.000 --> 00:17:50.000]  你必須
[00:17:50.000 --> 00:17:52.000]  原來我們要在天堂有東西吃
[00:17:52.000 --> 00:17:56.000]  是吃那些果子
[00:17:56.000 --> 00:17:58.000]  那是什麼果子
[00:17:58.000 --> 00:18:00.000]  是我們現在吃的雜果沙律
[00:18:00.000 --> 00:18:02.000]  我想
[00:18:02.000 --> 00:18:04.000]  這裡就是全世界所有
[00:18:04.000 --> 00:18:06.000]  你最喜歡的
[00:18:06.000 --> 00:18:08.000]  最美的那些果子
[00:18:08.000 --> 00:18:12.000]  不會有假的雞蛋
[00:18:12.000 --> 00:18:14.000]  假的醬油
[00:18:14.000 --> 00:18:16.000]  再沒有這些
[00:18:16.000 --> 00:18:18.000]  因為那些是罪惡的世界
[00:18:18.000 --> 00:18:20.000]  衍生出來的
[00:18:20.000 --> 00:18:22.000]  神為他自己的子民
[00:18:22.000 --> 00:18:24.000]  將來在這個天堂裡
[00:18:24.000 --> 00:18:26.000]  我們享受這個盛宴
[00:18:26.000 --> 00:18:28.000]  這個盛宴
[00:18:28.000 --> 00:18:30.000]  而且他要我們學習
[00:18:30.000 --> 00:18:34.000]  是和他面對面
[00:18:34.000 --> 00:18:36.000]  那種敬拜
[00:18:36.000 --> 00:18:38.000]  侍奉
[00:18:38.000 --> 00:18:40.000]  這個就跟著後面
[00:18:40.000 --> 00:18:42.000]  在三節到五節裡面我們要看的
[00:18:42.000 --> 00:18:44.000]  我們一起來讀這幾節聖經
[00:18:44.000 --> 00:18:46.000]  我們必須要在那裡看到
[00:18:46.000 --> 00:18:50.000]  因為在這個新天新地
[00:18:50.000 --> 00:18:52.000]  只有死亡沒有疾病
[00:18:52.000 --> 00:18:54.000]  也都再沒有咒詛
[00:18:54.000 --> 00:18:56.000]  而生命河
[00:18:56.000 --> 00:18:58.000]  和這個生命樹
[00:18:58.000 --> 00:19:02.000]  是預示了神的靈
[00:19:02.000 --> 00:19:04.000]  是讓他的子民
[00:19:04.000 --> 00:19:06.000]  充滿著這種
[00:19:06.000 --> 00:19:08.000]  服侍上帝
[00:19:08.000 --> 00:19:12.000]  那種能力和那種活潑
[00:19:12.000 --> 00:19:14.000]  那種活潑
[00:19:14.000 --> 00:19:16.000]  這種生命力在我們三到五節
[00:19:16.000 --> 00:19:18.000]  我們一起來讀
[00:19:18.000 --> 00:19:22.000]  在城裡將有神和羔羊的寶座
[00:19:22.000 --> 00:19:26.000]  他的僕人都要侍奉他
[00:19:26.000 --> 00:19:28.000]  也要見他的面
[00:19:28.000 --> 00:19:32.000]  他的名字將寫在他們的額上
[00:19:32.000 --> 00:19:34.000]  不再有黑夜
[00:19:34.000 --> 00:19:38.000]  他們也不需要燈光或日光
[00:19:38.000 --> 00:19:40.000]  因為主神要光照他們
[00:19:40.000 --> 00:19:42.000]  他們要作王
[00:19:42.000 --> 00:19:44.000]  直到永永遠遠
[00:19:44.000 --> 00:19:46.000]  這裡我們再次看到
[00:19:46.000 --> 00:19:50.000]  那個生命河的源頭
[00:19:50.000 --> 00:19:54.000]  就是這個神和羔羊的寶座
[00:19:54.000 --> 00:19:56.000]  而這裡說了三件事
[00:19:56.000 --> 00:19:59.000]  他說我們這班被屬的
[00:19:59.000 --> 00:20:01.000]  被上帝救贖的
[00:20:01.000 --> 00:20:03.000]  這班神的子民
[00:20:03.000 --> 00:20:05.000]  我們作他的僕人
[00:20:05.000 --> 00:20:08.000]  就要侍奉他
[00:20:08.000 --> 00:20:10.000]  這是第一件事
[00:20:10.000 --> 00:20:14.000]  但侍奉究竟是指什麼呢?
[00:20:14.000 --> 00:20:18.000]  往往我們從舊約的祭司
[00:20:18.000 --> 00:20:20.000]  去到新約
[00:20:20.000 --> 00:20:23.000]  我們說信徒皆祭司
[00:20:23.000 --> 00:20:26.000]  我們都要學習一件事
[00:20:26.000 --> 00:20:28.000]  就是敬拜
[00:20:28.000 --> 00:20:32.000]  其實敬拜正正是神的百姓子民
[00:20:32.000 --> 00:20:35.000]  我們在這麼多種侍奉裡
[00:20:35.000 --> 00:20:38.000]  你發覺將來在永恆的天家裡
[00:20:38.000 --> 00:20:40.000]  有一樣是不會缺少的
[00:20:40.000 --> 00:20:42.000]  就是什麼?
[00:20:42.000 --> 00:20:45.000]  就是敬拜
[00:20:45.000 --> 00:20:48.000]  所以敬拜就不會失業
[00:20:48.000 --> 00:20:51.000]  我們有很多靈性姐妹
[00:20:51.000 --> 00:20:53.000]  有唱詩班
[00:20:53.000 --> 00:20:55.000]  或者你沒有唱詩班
[00:20:55.000 --> 00:20:57.000]  我做牧師這麼多年
[00:20:57.000 --> 00:21:00.000]  經常都會有些弟兄姐妹
[00:21:00.000 --> 00:21:01.000]  很喜歡問問題
[00:21:01.000 --> 00:21:04.000]  牧師我五音不全將來死了
[00:21:04.000 --> 00:21:07.000]  去到天家那怎麼辦?
[00:21:07.000 --> 00:21:11.000]  我說一切都被更新了
[00:21:11.000 --> 00:21:12.000]  是嗎?
[00:21:12.000 --> 00:21:13.000]  我覺得這件事
[00:21:13.000 --> 00:21:18.000]  還有你說巴基斯坦的弟兄姐妹
[00:21:18.000 --> 00:21:19.000]  他們唱的歌
[00:21:19.000 --> 00:21:21.000]  緬甸唱的歌
[00:21:21.000 --> 00:21:23.000]  我們不懂得聽
[00:21:23.000 --> 00:21:25.000]  將來我們怎麼樣?
[00:21:25.000 --> 00:21:28.000]  我們是合而為一的敬拜
[00:21:28.000 --> 00:21:31.000]  聖經說我們將來在這個新天新地
[00:21:31.000 --> 00:21:34.000]  向唱新的詩歌
[00:21:34.000 --> 00:21:38.000]  唱高揚的那種新歌
[00:21:38.000 --> 00:21:40.000]  這種是被殺的主耶穌
[00:21:40.000 --> 00:21:43.000]  為我們傾倒他的生命
[00:21:43.000 --> 00:21:46.000]  這一份是因為他對我們那份的愛
[00:21:46.000 --> 00:21:49.000]  以致我們在永恆裡面
[00:21:49.000 --> 00:21:52.000]  我們覺得我們再不懂得來唱歌
[00:21:52.000 --> 00:21:53.000]  還稱讚神
[00:21:53.000 --> 00:21:56.000]  我們根本是不配的
[00:21:56.000 --> 00:21:59.000]  我們沒有人是配進入這個新的聖城
[00:21:59.000 --> 00:22:04.000]  但當我們體會神的恩典是多麼的寬宏
[00:22:04.000 --> 00:22:06.000]  祂對我們每一個人
[00:22:06.000 --> 00:22:08.000]  不單叫得出我們的名字
[00:22:08.000 --> 00:22:11.000]  祂知道你的心思意念
[00:22:11.000 --> 00:22:12.000]  你點點滴滴
[00:22:12.000 --> 00:22:14.000]  你的人生的旅程
[00:22:14.000 --> 00:22:17.000]  你在任何的遺憾裡面
[00:22:17.000 --> 00:22:19.000]  你所做錯了的決定
[00:22:19.000 --> 00:22:21.000]  你所犯過的罪
[00:22:21.000 --> 00:22:25.000]  都因著你願意接受耶穌基督
[00:22:25.000 --> 00:22:26.000]  祂的補血
[00:22:26.000 --> 00:22:28.000]  遮蓋洗淨
[00:22:28.000 --> 00:22:31.000]  你成為祂的兒女
[00:22:31.000 --> 00:22:33.000]  既然是這樣的時候
[00:22:33.000 --> 00:22:36.000]  你發覺還有一件事
[00:22:36.000 --> 00:22:37.000]  你要敬拜神
[00:22:37.000 --> 00:22:40.000]  有些人說我敬拜神
[00:22:41.000 --> 00:22:44.000]  梁牧師很喜歡教我們敬拜
[00:22:44.000 --> 00:22:47.000]  你要認真地唱歌
[00:22:47.000 --> 00:22:51.000]  你要唱出詩歌裡面的真正意思
[00:22:51.000 --> 00:22:54.000]  不是因為那首旋律好聽
[00:22:54.000 --> 00:22:57.000]  因為你今天不是開演唱會
[00:22:57.000 --> 00:23:00.000]  我們是唱不是給人聽
[00:23:00.000 --> 00:23:04.000]  是唱給天上三一的真神
[00:23:04.000 --> 00:23:06.000]  而在這個頌讚裡面
[00:23:06.000 --> 00:23:08.000]  不是你一個人在讀唱
[00:23:08.000 --> 00:23:10.000]  不是一小撮人
[00:23:10.000 --> 00:23:14.000]  將來是各族各方各文的人
[00:23:14.000 --> 00:23:16.000]  哇 這種大頌讚
[00:23:16.000 --> 00:23:19.000]  所以他也在這裡給我們一樣東西
[00:23:19.000 --> 00:23:21.000]  見他的面
[00:23:21.000 --> 00:23:23.000]  你要見他的面
[00:23:23.000 --> 00:23:26.000]  你知道見神的面有多難嗎
[00:23:26.000 --> 00:23:28.000]  舊約有一個人
[00:23:28.000 --> 00:23:31.000]  他與神是很親密的
[00:23:31.000 --> 00:23:35.000]  這個人他很想見到神的面
[00:23:35.000 --> 00:23:40.000]  神有一次在盆石裡面
[00:23:40.000 --> 00:23:42.000]  他想偷看
[00:23:42.000 --> 00:23:44.000]  上帝說你想死
[00:23:44.000 --> 00:23:46.000]  你如果見到我的面
[00:23:46.000 --> 00:23:48.000]  你就必死無疑
[00:23:48.000 --> 00:23:49.000]  但上帝說摩西
[00:23:49.000 --> 00:23:52.000]  我可以讓你看到我的榮光
[00:23:52.000 --> 00:23:53.000]  和我的背脊
[00:23:53.000 --> 00:23:56.000]  但你不可以正面看我
[00:23:56.000 --> 00:24:00.000]  這種上帝的威嚴聖潔
[00:24:00.000 --> 00:24:04.000]  哇 將來摩西看不到的東西
[00:24:04.000 --> 00:24:07.000]  你和我天天在這裡看
[00:24:07.000 --> 00:24:10.000]  那你說你那時候的敬拜會怎樣
[00:24:10.000 --> 00:24:12.000]  還會不會打瞌睡
[00:24:12.000 --> 00:24:15.000]  又唱一下不唱一下
[00:24:15.000 --> 00:24:17.000]  心裡還讚主
[00:24:17.000 --> 00:24:18.000]  原來不是不是
[00:24:18.000 --> 00:24:20.000]  口裡還讚主
[00:24:20.000 --> 00:24:22.000]  心就飛到別處
[00:24:22.000 --> 00:24:25.000]  等一下晚餐去哪裡吃東西
[00:24:25.000 --> 00:24:27.000]  約了誰
[00:24:27.000 --> 00:24:30.000]  牧師不要太長氣
[00:24:30.000 --> 00:24:32.000]  我等一下要說去哪裡
[00:24:32.000 --> 00:24:36.000]  我們對神的專注和敬拜是怎樣
[00:24:36.000 --> 00:24:39.000]  如果你是見到祂的面的時候
[00:24:39.000 --> 00:24:40.000]  我告訴你
[00:24:40.000 --> 00:24:45.000]  如果今天你要見特首
[00:24:45.000 --> 00:24:48.000]  或者見習主席
[00:24:48.000 --> 00:24:50.000]  你會怎樣
[00:24:50.000 --> 00:24:52.000]  你整裝待發
[00:24:52.000 --> 00:24:55.000]  你會不會牛記笠記衝進去
[00:24:55.000 --> 00:24:56.000]  你當然不會
[00:24:56.000 --> 00:24:58.000]  這個這個這個
[00:24:58.000 --> 00:25:00.000]  我想大家明白
[00:25:00.000 --> 00:25:04.000]  將來你在天上這個榮美的家鄉
[00:25:04.000 --> 00:25:07.000]  我們天天面對面見神
[00:25:07.000 --> 00:25:09.000]  那種喜樂滿足
[00:25:09.000 --> 00:25:11.000]  我都不知道怎樣形容
[00:25:11.000 --> 00:25:14.000]  總之是開心到極
[00:25:14.000 --> 00:25:15.000]  因為那裡再沒有黑夜
[00:25:15.000 --> 00:25:17.000]  只有光明
[00:25:17.000 --> 00:25:19.000]  而且我們很開心快樂地
[00:25:19.000 --> 00:25:21.000]  與基督一起作旺
[00:25:21.000 --> 00:25:23.000]  第三樣東西
[00:25:23.000 --> 00:25:27.000]  與基督作旺到永遠
[00:25:27.000 --> 00:25:31.000]  真是越說越興奮
[00:25:31.000 --> 00:25:34.000]  不過很快和大家recap一下
[00:25:34.000 --> 00:25:36.000]  生命河的源被公認
