
[00:00:00.000 --> 00:00:07.000]   Hello, good evening everyone.
[00:04:35.540 --> 00:04:43.160]   God is faithful, who has called you into fellowship with his Son, Jesus Christ our Lord."
[00:04:43.160 --> 00:04:51.660]   Now here it says that God will keep you firm to the end so that you will be blameless.
[00:04:51.660 --> 00:04:55.340]   And Paul here is addressing the different issues, right?
[00:04:55.340 --> 00:05:01.140]   Because obviously they have these divisions and they have all these issues and so they're
[00:05:01.140 --> 00:05:03.020]   not blameless right now.
[00:05:03.020 --> 00:05:10.580]   But it says here that Paul is assuring them that at some point they will be blameless.
[00:05:10.580 --> 00:05:17.540]   And the way that he's gonna do that is because Jesus will be the one that keeps them firm.
[00:05:17.540 --> 00:05:20.380]   Now anybody here thinks you're blameless?
[00:05:20.380 --> 00:05:22.180]   When you put up your hand.
[00:05:22.180 --> 00:05:24.700]   Okay, some people are laughing.
[00:05:24.700 --> 00:05:29.700]   But in here it says that the church is to be blameless, right?
[00:05:29.700 --> 00:05:30.700]   Or at least will be.
[00:05:30.700 --> 00:05:34.220]   But you're very smart in not putting your hand, even though you might think, "I'm very
[00:05:34.220 --> 00:05:39.020]   close to perfect, but I'm not, so I better not put up my hand and be too arrogant."
[00:05:39.020 --> 00:05:41.740]   That is the correct move from you.
[00:05:41.740 --> 00:05:47.180]   But what we do know is there is something that we as Christians and followers of Christ
[00:05:47.180 --> 00:05:54.980]   should do, which is to try to progress into this blameless status, right?
[00:05:54.980 --> 00:05:56.180]   We see that.
[00:05:56.180 --> 00:06:02.060]   Even though in this life we won't get there because there is still sin that we cannot,
[00:06:02.060 --> 00:06:08.260]   but then it says that one day, the day of our Lord Jesus Christ, we will be absolutely
[00:06:08.260 --> 00:06:09.260]   blameless.
[00:06:09.260 --> 00:06:14.820]   Now, does it mean then we should just take a passive attitude, which is, "Well, we're
[00:06:14.820 --> 00:06:19.660]   not going to be blameless anyways, so let's just go on with our lives as is"?
[00:06:19.660 --> 00:06:26.220]   Well, definitely not, because one of the things that Paul really wants to address as his ministry
[00:06:26.220 --> 00:06:34.820]   is to let people know that, "Hey, we are all in progression to this blamelessness."
[00:06:34.820 --> 00:06:37.320]   And so how is it that we do it?
[00:06:37.320 --> 00:06:43.500]   In verse nine it says, "God is faithful, who has called you into fellowship with his
[00:06:43.500 --> 00:06:46.780]   Son Jesus Christ our Lord."
[00:06:46.780 --> 00:06:47.780]   What does that mean?
[00:06:47.780 --> 00:06:53.780]   Well, it means that in order to be blameless, it is not from our own efforts.
[00:06:53.780 --> 00:06:59.140]   Like even if I wanted to change into someone who is in certain ways, I can't do it.
[00:06:59.140 --> 00:07:04.980]   And you probably can't change some of the behaviors or attitudes that you have as well.
[00:07:04.980 --> 00:07:09.420]   But what we see here is that God is faithful.
[00:07:09.420 --> 00:07:12.020]   He's going to be the one that does it.
[00:07:12.020 --> 00:07:13.340]   But how?
[00:07:13.340 --> 00:07:18.780]   How is he going to help us to become this blameless person, follower?
[00:07:18.780 --> 00:07:24.100]   It says here, which is, "Fellowship with his Son."
[00:07:24.100 --> 00:07:27.660]   Fellowship with his Son Jesus Christ our Lord is the key.
[00:07:27.660 --> 00:07:35.660]   So this brings us to our first point, that we need to be blameless through the fellowship
[00:07:35.660 --> 00:07:37.740]   with Jesus Christ.
[00:07:37.740 --> 00:07:41.660]   Now I mean, it seems like all these words we know, it sounds good, "Fellowship with
[00:07:41.660 --> 00:07:43.420]   God," right?
[00:07:43.420 --> 00:07:48.660]   And then we also hear other verses where it says, "He is the vine, we're the branches,"
[00:07:48.660 --> 00:07:49.660]   right?
[00:07:49.660 --> 00:07:50.660]   Sounds really good.
[00:07:50.660 --> 00:07:53.380]   But you're like, "But what does that mean?"
[00:07:53.380 --> 00:07:57.220]   Like if I tell you, "Okay, you can have a fellowship with your friends."
[00:07:57.220 --> 00:08:01.260]   You're like, "Okay, you know, we can go and eat, chat, and maybe play a few games.
[00:08:01.260 --> 00:08:03.660]   I'm fellowshiping with them."
[00:08:03.660 --> 00:08:11.060]   But how is it that we can fellowship with God in such a way that we are going to become
[00:08:11.060 --> 00:08:12.060]   more blameless?
[00:08:12.060 --> 00:08:14.580]   We're in this progression.
[00:08:14.580 --> 00:08:16.540]   How do we do that?
[00:08:16.540 --> 00:08:24.060]   Well, I mean, the thing that we can do to fellowship with God is that what we need to
[00:08:24.060 --> 00:08:26.380]   do, let's say early in the morning, right?
[00:08:26.380 --> 00:08:29.500]   I mean, we wake up, I don't know what your first thoughts are.
[00:08:29.500 --> 00:08:32.460]   Some of us like, "Oh, I want to sleep some more."
[00:08:32.460 --> 00:08:37.380]   And other, if we're going through some problems with our lives, I'm pretty sure that's the
[00:08:37.380 --> 00:08:41.620]   first thing that comes to your mind, which is like, "Oh, how come that issue isn't solved
[00:08:41.620 --> 00:08:42.620]   yet?"
[00:08:42.620 --> 00:08:44.900]   Or like, "Oh, am I going to find the job that I want?
[00:08:44.900 --> 00:08:47.140]   Oh, I've been waiting to meet someone.
[00:08:47.140 --> 00:08:49.140]   How come I still haven't met them yet?"
[00:08:49.140 --> 00:08:52.580]   Or if you're having relational issues, you're like, "Wait a minute, how come it doesn't
[00:08:52.580 --> 00:08:54.300]   seem to be resolved?
[00:08:54.300 --> 00:08:57.060]   It's like already day 300 and...
[00:08:57.060 --> 00:09:01.060]   Wait, day 1,000, let's say."
[00:09:01.060 --> 00:09:05.500]   And it just seems like the issue keeps going on, right?
[00:09:05.500 --> 00:09:09.380]   And how do we fellowship with God?
[00:09:09.380 --> 00:09:15.620]   Is to invite God into our minds, into our hearts right away.
[00:09:15.620 --> 00:09:20.180]   You can say, instead of feeling like, "Oh, I'm never going to get out of this issue.
[00:09:20.180 --> 00:09:22.060]   I don't know how to fix it.
[00:09:22.060 --> 00:09:24.020]   You know, nothing's ever going to change.
[00:09:24.020 --> 00:09:25.020]   I'm hopeless."
[00:09:25.020 --> 00:09:33.700]   Immediately, use the truth because Jesus is the way, the truth in life, right?
[00:09:33.700 --> 00:09:39.500]   Immediately use the truth that God has told us about Jesus to have fellowship with Him.
[00:09:39.500 --> 00:09:41.100]   Instead of feeling like, "Oh, I'm hopeless.
[00:09:41.100 --> 00:09:42.100]   I can't do anything."
[00:09:42.100 --> 00:09:49.180]   You're like, "I can do all things through Christ who strengthens me."
[00:09:49.180 --> 00:09:50.740]   Immediately think of His promise.
[00:09:50.740 --> 00:09:52.060]   What did He just promise here?
[00:09:52.060 --> 00:09:55.460]   He says, "He's going to keep me firm to the end.
[00:09:55.460 --> 00:09:58.660]   I'm going to fellowship with God through His words.
[00:09:58.660 --> 00:10:02.100]   I'm going to remember what He said."
[00:10:02.100 --> 00:10:03.100]   And what does He say?
[00:10:03.100 --> 00:10:06.940]   He says, "We're the head and not the tail, above and not beneath.
[00:10:06.940 --> 00:10:11.420]   And we can do all things through Christ who strengthens me."
[00:10:11.420 --> 00:10:14.900]   And imagine our day starting like that.
[00:10:14.900 --> 00:10:16.760]   Maybe we didn't even want to get out of bed.
[00:10:16.760 --> 00:10:21.100]   Maybe we didn't think that there would be an outcome because we've been waiting for
[00:10:21.100 --> 00:10:22.980]   changes for so long.
[00:10:22.980 --> 00:10:30.300]   But if we fellowship with our Lord Jesus Christ, then we're going to wake up that day and we're
[00:10:30.300 --> 00:10:32.380]   going to say, "I'm all pumped up.
[00:10:32.380 --> 00:10:35.300]   I'm ready for today."
[00:10:35.300 --> 00:10:39.900]   And of course, five minutes later, we go back to where we were, right?
[00:10:39.900 --> 00:10:43.420]   Then fellowship with Him again.
[00:10:43.420 --> 00:10:48.240]   Fellowship with Him again and say, "He loves me and He has something prepared for me.
[00:10:48.240 --> 00:10:54.020]   And He's ready even though it looks like nothing is changing, but He's working for me."
[00:10:54.020 --> 00:11:01.500]   And as we do that, it's like we're a plug and we just plug into this electricity.
[00:11:01.500 --> 00:11:03.840]   And that's where we're going to get fueled.
[00:11:03.840 --> 00:11:10.100]   So when we say we are to be blameless, we're not doing it by ourselves, but through the
[00:11:10.100 --> 00:11:18.260]   fellowship, this constant plugging in to God, and that's how He is going to change us.
[00:11:18.260 --> 00:11:20.980]   And we constantly have that fellowship with Him.
[00:11:20.980 --> 00:11:25.580]   So if there's a habit you want to change, or there's something you want to see God helping
[00:11:25.580 --> 00:11:33.420]   you, and if you are struggling with emotions, then this is what the Scripture is telling
[00:11:33.420 --> 00:11:34.420]   us.
[00:11:34.420 --> 00:11:40.100]   And when we fellowship with Him, slowly but surely, we will be changed by Him and His
[00:11:40.100 --> 00:11:44.220]   words are going to help us.
[00:11:44.220 --> 00:11:49.180]   So as we read on, we know that Paul's first ministry, or I shouldn't say first or second,
[00:11:49.180 --> 00:11:55.820]   but one of his ministry, is to help the people in Corinth and also to remind us that we are
[00:11:55.820 --> 00:11:58.980]   on a path to becoming blameless.
[00:11:58.980 --> 00:12:06.020]   And if we want to, it says here that we can do it through the fellowship with Jesus Christ.
[00:12:06.020 --> 00:12:10.780]   Now the next ministry that Paul does is actually to address unity.
[00:12:10.780 --> 00:12:17.820]   And he says in verse 10, also in chapter 1, that, "I appeal to you, brothers and sisters,
[00:12:17.820 --> 00:12:24.220]   in the name of our Lord Jesus Christ, that all of you agree with one another in what
[00:12:24.220 --> 00:12:31.300]   you say, and that there be no divisions among you, but that you will be perfectly united
[00:12:31.300 --> 00:12:34.540]   in mind and thought."
[00:12:34.540 --> 00:12:37.700]   So apparently there were reports to Paul.
[00:12:37.700 --> 00:12:43.140]   What was happening in that context was that some people claimed that, "Oh, I follow the
[00:12:43.140 --> 00:12:44.740]   leader Apollo.
[00:12:44.740 --> 00:12:50.300]   I follow the other leader, Cephas, which is Peter.
[00:12:50.300 --> 00:12:56.780]   Or I follow the leader Paul, which is the author of this book."
[00:12:56.780 --> 00:13:00.060]   And he's saying, "No, you don't follow any of these people.
[00:13:00.060 --> 00:13:04.580]   There's only one person that we follow, and that's Jesus Christ, because He is the only
[00:13:04.580 --> 00:13:10.660]   one that died on a cross and resurrected for you and me."
[00:13:10.660 --> 00:13:15.820]   And so when we know that, we know that there's division there.
[00:13:15.820 --> 00:13:21.700]   And actually there's division among us as well, at church maybe with your brothers and
[00:13:21.700 --> 00:13:25.380]   sister and maybe at home as well.
[00:13:25.380 --> 00:13:26.900]   There's division.
[00:13:26.900 --> 00:13:33.740]   But in here, notice it says that you, that all of you, not just some of you, all of you
[00:13:33.740 --> 00:13:40.980]   are to agree with one another in what you say, and there be no divisions among you,
[00:13:40.980 --> 00:13:46.100]   but that you be perfectly united in mind and thought.
[00:13:46.100 --> 00:13:48.140]   How can we do that?
[00:13:48.140 --> 00:13:50.700]   I mean, you and I obviously have different brought ups.
[00:13:50.700 --> 00:13:56.200]   We have different values and things that you prioritize, I may not prioritize.
[00:13:56.200 --> 00:13:59.180]   How do we have this unity?
[00:13:59.180 --> 00:14:04.260]   And it says perfect unity.
[00:14:04.260 --> 00:14:09.900]   Well if we look carefully, Jesus actually doesn't, Paul here doesn't ask us to have
[00:14:09.900 --> 00:14:14.460]   no disagreement at all, but it actually says unity.
[00:14:14.460 --> 00:14:16.380]   Unity is different than being different.
[00:14:16.380 --> 00:14:20.140]   So I might like the color blue, you might like the color pink.
[00:14:20.140 --> 00:14:23.380]   You want spaghetti, I want steak, that's totally fine.
[00:14:23.380 --> 00:14:26.820]   We don't have to be the same, but we need to be in unity.
[00:14:26.820 --> 00:14:31.980]   And he gives us this clue, which is in the front where it says, "In the name of our Lord
[00:14:31.980 --> 00:14:33.980]   Jesus Christ."
[00:14:33.980 --> 00:14:41.580]   Which means that we need to be in unity in those things that Lord Jesus Christ has taught
[00:14:41.580 --> 00:14:46.620]   us, the truth in the Bible, we need to be in unity.
[00:14:46.620 --> 00:14:50.120]   But other things, we can be different.
[00:14:50.120 --> 00:14:51.860]   We can be different.
[00:14:51.860 --> 00:14:58.420]   And so this brings us to our second point or the second ministry that Paul is really
[00:14:58.420 --> 00:15:05.460]   trying to help us, which is to have unity, but in our Lord Jesus Christ.
[00:15:05.460 --> 00:15:11.100]   What that means is, if you are still your own Lord, and I'm still my own Lord, we're
[00:15:11.100 --> 00:15:15.580]   gonna have very different standards of what the truths are and what we want.
[00:15:15.580 --> 00:15:22.940]   But if both of us, or all of us have the same Lord, and we're focusing on the same truth,
[00:15:22.940 --> 00:15:26.800]   we should be able to arrive to that unity.
[00:15:26.800 --> 00:15:30.900]   Now one of those issues is because remember, we were trying to be blameless, right?
[00:15:30.900 --> 00:15:33.820]   We're on our progression on that.
[00:15:33.820 --> 00:15:39.420]   But some of us might be slightly ahead, and some of us might have just been starting.
[00:15:39.420 --> 00:15:44.940]   And so there might be a discrepancy because we're not on the same page yet, but we're
[00:15:44.940 --> 00:15:46.620]   in that direction.
[00:15:46.620 --> 00:15:52.180]   And so Paul's ministry is trying to tell those people, "Hey, these are where your differences
[00:15:52.180 --> 00:15:59.180]   are, and this is where we can align ourselves, but in Christ and only in the truth."
[00:15:59.180 --> 00:16:01.980]   So I mean, what are those truths?
[00:16:01.980 --> 00:16:07.020]   And from Mark 7, 21 to 23, I don't have it on the PowerPoint, but just letting you know
[00:16:07.020 --> 00:16:12.580]   some of the things that Jesus has already told his disciples and also to us, what isn't
[00:16:12.580 --> 00:16:13.960]   good and what are those?
[00:16:13.960 --> 00:16:23.500]   Those are evil thoughts, sexual immorality, theft, murder, adultery, greed, malice, deceit,
[00:16:23.500 --> 00:16:28.300]   lewdness, envy, slander, arrogance, folly.
[00:16:28.300 --> 00:16:31.020]   These things we cannot agree on.
[00:16:31.020 --> 00:16:36.820]   If someone is doing sin or someone is sinning, if someone's not following this, this is not
[00:16:36.820 --> 00:16:42.820]   telling us because we need to be in unity, even though these are happening, it's okay.
[00:16:42.820 --> 00:16:43.820]   We're not covering it.
[00:16:43.820 --> 00:16:49.340]   No, because many times in the Bible, not only Paul, but many of the disciples, they would
[00:16:49.340 --> 00:16:53.220]   confront these things and they will even have discussions.
[00:16:53.220 --> 00:16:55.700]   If one person isn't enough, bring in two.
[00:16:55.700 --> 00:16:59.380]   And if that person still doesn't change, actually you might want to kick them, not might, but
[00:16:59.380 --> 00:17:01.460]   you kick them out of the church.
[00:17:01.460 --> 00:17:06.380]   So this kind of unity that we're talking about is not accepting all things, but that we're
[00:17:06.380 --> 00:17:10.420]   moving towards our Lord Jesus Christ.
[00:17:10.420 --> 00:17:17.260]   If it has to do with the truth, we need to stand firm in a loving way for each other
[00:17:17.260 --> 00:17:21.860]   because sometimes it's us that needs to have that humbleness to hear.
[00:17:21.860 --> 00:17:26.380]   And then other times is where we bring our brothers and sisters back on track.
[00:17:26.380 --> 00:17:31.100]   But not only that, but there are also other teachings such as like, in your anger, do
[00:17:31.100 --> 00:17:32.100]   not sin.
[00:17:32.100 --> 00:17:35.740]   Do not let the sun go down while you're still angry.
[00:17:35.740 --> 00:17:41.540]   This one I always have trouble with because I'm like, oh, it's already 7pm in the evening
[00:17:41.540 --> 00:17:42.820]   time.
[00:17:42.820 --> 00:17:46.740]   Should I consider the next day because the sun has already gone down, you know?
[00:17:46.740 --> 00:17:50.500]   We're trying to cheat our way to have another 24 hours, right?
[00:17:50.500 --> 00:17:54.980]   But what it really means is that, well, if we want to have this unity, we can't just
[00:17:54.980 --> 00:18:01.200]   listen to some of the things that the Bible says and then disregard some of them.
[00:18:01.200 --> 00:18:07.460]   We need to together be focused on our Lord Jesus Christ and that's how we'll have unity
[00:18:07.460 --> 00:18:12.180]   at home, at our church, with our brothers and sisters.
[00:18:12.180 --> 00:18:17.380]   And if we don't do that, we won't be able to have this perfect unity.
[00:18:17.380 --> 00:18:21.700]   And you know, I remember an uncle once says, you know, "Oh, you Christians, you guys are
[00:18:21.700 --> 00:18:22.700]   just hypocrites."
[00:18:22.700 --> 00:18:24.180]   You're like, "Oh, what do you mean?"
[00:18:24.180 --> 00:18:26.820]   I mean, there are many things he could have meant.
[00:18:26.820 --> 00:18:32.660]   And then he says, "Well, you know, you guys pray for God's blessings and then if they
[00:18:32.660 --> 00:18:37.620]   follow what you do, then someone else might be losing out."
[00:18:37.620 --> 00:18:38.820]   And I'm like, "What do you mean?"
[00:18:38.820 --> 00:18:41.820]   And he's like, "Well, okay, for example, you're selling your house, right?
[00:18:41.820 --> 00:18:46.840]   So you pray, 'God, please let me sell it at a really high price so that I can make a lot
[00:18:46.840 --> 00:18:49.560]   of money out of this,' right?
[00:18:49.560 --> 00:18:53.800]   And if you pray that prayer, what happens is the other person who's buying it is going
[00:18:53.800 --> 00:18:59.540]   to pay a larger amount of money and they're losing on their end, right?
[00:18:59.540 --> 00:19:04.580]   And also, like, if you're praying for your spouse or a significant other, you're like,
[00:19:04.580 --> 00:19:07.660]   "Oh, God, please change him or her."
[00:19:07.660 --> 00:19:11.220]   But then that person is going to be suffering because they don't want to do whatever it
[00:19:11.220 --> 00:19:14.060]   is that you might want them to change.
[00:19:14.060 --> 00:19:22.240]   And so it seems like if we use our own perspective still, we're still going to be striving.
[00:19:22.240 --> 00:19:24.980]   We're still going to have this division.
[00:19:24.980 --> 00:19:27.380]   So what and how can we do it?
[00:19:27.380 --> 00:19:31.500]   Is that we focus back on God, our Lord Jesus.
[00:19:31.500 --> 00:19:37.820]   I mean, pray like this, "God, I pray that I would sell this house at a reasonable price
[00:19:37.820 --> 00:19:40.620]   in a way that's God-honoring.
[00:19:40.620 --> 00:19:44.200]   And Father, I pray that I could be that wife or that husband.
[00:19:44.200 --> 00:19:46.500]   Show me what else I could do.
[00:19:46.500 --> 00:19:50.500]   Or if there's some issues, tell me how I can approach it.
[00:19:50.500 --> 00:19:55.660]   Or if you have work, you know, your career might be like just off and you're not too
[00:19:55.660 --> 00:19:57.980]   sure what to do with it.
[00:19:57.980 --> 00:20:03.460]   Instead of saying, "Oh, I want a high-paying job or that," pray instead, "God, where would
[00:20:03.460 --> 00:20:08.380]   you place me so that it would be God-honoring to you?"
[00:20:08.380 --> 00:20:15.780]   And when our eyes all start to verge at where Jesus is, then we're going to be able to have
[00:20:15.780 --> 00:20:22.580]   this unity because everybody will have their own self-seeking side of us where we want
[00:20:22.580 --> 00:20:24.500]   things this way.
[00:20:24.500 --> 00:20:33.100]   But let us, according to what Paul is also asking the church, let us focus back on Christ
[00:20:33.100 --> 00:20:35.440]   Jesus, on their truth.
[00:20:35.440 --> 00:20:39.900]   And those things that are not on the truth, try to live in peace.
[00:20:39.900 --> 00:20:41.260]   Don't say, "You want to eat here tonight?
[00:20:41.260 --> 00:20:42.260]   I don't.
[00:20:42.260 --> 00:20:46.340]   That's fine," or other things.
[00:20:46.340 --> 00:20:51.580]   So allow us to be reminded that that's what we need to do.
[00:20:51.580 --> 00:20:58.740]   And then Paul continues on, and really this other way that he ministers to Corinth, the
[00:20:58.740 --> 00:21:04.740]   people there, and also to us, is that he reminds us what true wisdom is.
[00:21:04.740 --> 00:21:12.700]   Now in verse 18, he says, "For the message of the cross is foolishness to those who are
[00:21:12.700 --> 00:21:20.040]   perishing, but to us who are being saved, it is the power of God."
[00:21:20.040 --> 00:21:30.260]   Now for a non-believer, seeing Christ crucified, that's foolishness because Jesus died, gained
[00:21:30.260 --> 00:21:31.980]   nothing.
[00:21:31.980 --> 00:21:36.380]   But for a believer, Christ crucified is the most amazing thing.
[00:21:36.380 --> 00:21:44.540]   Not only did he die for us, but he resurrected so that we would have eternal life forever.
[00:21:44.540 --> 00:21:46.220]   That is not foolishness.
[00:21:46.220 --> 00:21:49.880]   That is wise.
[00:21:49.880 --> 00:21:56.100]   And as we read on in verse 25 to 31, it says, "For the foolishness of God is wiser than
[00:21:56.100 --> 00:22:02.500]   human wisdom, and the weakness of God is stronger than human strength."
[00:22:02.500 --> 00:22:08.020]   Brothers and sisters, think of what you were when you were called.
[00:22:08.020 --> 00:22:11.300]   Not many of you were wise by human standards.
[00:22:11.300 --> 00:22:13.860]   Not many were influential.
[00:22:13.860 --> 00:22:16.100]   Not many were of noble birth.
[00:22:16.100 --> 00:22:21.960]   But God chose the foolish things of the world to shame the wise.
[00:22:21.960 --> 00:22:25.500]   God chose the weak things of the world to shame the strong.
[00:22:25.500 --> 00:22:30.860]   God chose the lowly things of this world and the despised things and the things that are
[00:22:30.860 --> 00:22:37.380]   not to nullify the things that are, so that no one may boast before him.
[00:22:37.380 --> 00:22:44.500]   It is because of him that you are in Christ Jesus, who has become for us wisdom from God.
[00:22:44.500 --> 00:22:47.780]   That is our righteousness, holiness, and redemption.
[00:22:47.780 --> 00:22:55.460]   Therefore, as it is written, "Let the one who boasts boast in the Lord."
[00:22:55.460 --> 00:23:02.740]   So we see that Paul says that God is using what is foolish and who the weak ones are
[00:23:02.740 --> 00:23:08.340]   and the lowly in the eyes of the world to shame those who are wise and strong.
[00:23:08.340 --> 00:23:12.980]   So FYI, we all Christians, we're the foolish ones.
[00:23:12.980 --> 00:23:14.620]   We're the weak ones.
[00:23:14.620 --> 00:23:16.580]   We're the lowly ones.
[00:23:16.580 --> 00:23:21.280]   And yet God uses us to be able to shame the world.
[00:23:21.280 --> 00:23:26.260]   And so when we think about it, we need to have this mindset of humbleness where it's
[00:23:26.260 --> 00:23:27.260]   not us.
[00:23:27.260 --> 00:23:28.580]   We haven't done anything.
[00:23:28.580 --> 00:23:33.300]   Actually, in fact, we're the foolish ones.
[00:23:33.300 --> 00:23:39.200]   We're the ones that are not born of noble status.
[00:23:39.200 --> 00:23:44.420]   So this really brings us to the third kind of ministry that overall we're going to see
[00:23:44.420 --> 00:23:50.700]   Paul doing, which is to have true wisdom in Jesus Christ.
[00:23:50.700 --> 00:23:57.780]   Now, how is it that we can have this true wisdom?
[00:23:57.780 --> 00:24:03.620]   Is not to see things with our worldly vision or understanding.
[00:24:03.620 --> 00:24:09.820]   True wisdom is knowing that we're nobody without Christ.
[00:24:09.820 --> 00:24:14.180]   Do you really think you're nobody without Christ?
[00:24:14.180 --> 00:24:18.940]   Most of us think, "Well, I mean, I know I'm not that much, but I'm not sure if I'm nobody
[00:24:18.940 --> 00:24:20.480]   without Christ."
[00:24:20.480 --> 00:24:25.540]   But actually when we come to realize that we really are no one without Him, we can't
[00:24:25.540 --> 00:24:29.300]   even survive one day without Him.
[00:24:29.300 --> 00:24:34.920]   Then we're coming closer to this truth, to this wisdom.
[00:24:34.920 --> 00:24:37.340]   And unless we have that, we can't.
[00:24:37.340 --> 00:24:40.740]   If we still think, "Oh, I stand here on the stage because of me.
[00:24:40.740 --> 00:24:42.540]   A part of it, it's me.
[00:24:42.540 --> 00:24:46.340]   Or I'm singing worship because a part of it is me."
[00:24:46.340 --> 00:24:51.540]   Or whatever it is that you do in your work, a part of it, it's me.
[00:24:51.540 --> 00:24:58.120]   Then we still haven't seen the fullness of His wisdom, which is, it's all about Him.
[00:24:58.120 --> 00:25:01.980]   It is Him that lives in us that we're able to do anything at all.
