
[00:00:00.000 --> 00:00:03.000]  (自從疫情開始,我們都很想達成目標)
[00:03:48.000 --> 00:03:52.000]  (經文是這樣說的)
[00:03:52.000 --> 00:03:56.000]  (我轉而觀看日光之下所發生的一切欺壓之事)
[00:03:56.000 --> 00:04:00.000]  (看那受欺壓的流淚,無人安慰)
[00:04:00.000 --> 00:04:04.000]  (欺壓他們的有權勢,也無人安慰)
[00:04:04.000 --> 00:04:08.000]  (欺壓這個字詞出現了三次)
[00:04:08.000 --> 00:04:13.000]  (分別描述欺壓的事情,受欺壓的人)
[00:04:13.000 --> 00:04:18.000]  (以及欺壓他們的三個單位)
[00:04:18.000 --> 00:04:22.000]  (不知道大家有沒有留意)
[00:04:22.000 --> 00:04:27.000]  (欺壓真的在我們人生裡常常出現)
[00:04:27.000 --> 00:04:34.000]  (通常出現的條件特別明顯)
[00:04:34.000 --> 00:04:42.000]  (往往有兩方,一方強,一方弱)
[00:04:42.000 --> 00:04:48.000]  (甚至權勢、財力、地位上高)
[00:04:48.000 --> 00:04:50.000]  (大家都是懸殊的)
[00:04:50.000 --> 00:04:55.000]  (一方很追求利益)
[00:04:55.000 --> 00:05:00.000]  (很想達成他想要達成的事情)
[00:05:00.000 --> 00:05:07.000]  (然後他就用欺詐、搶奪、侵權、抹黑)
[00:05:07.000 --> 00:05:10.000]  (或者傷害別人的方法)
[00:05:10.000 --> 00:05:13.000]  (來拿到他自己想要的東西)
[00:05:13.000 --> 00:05:17.000]  (罔顧其他人的需要和權益)
[00:05:17.000 --> 00:05:19.000]  (他只想達成一件事)
[00:05:19.000 --> 00:05:23.000]  (就是要胖幾,滿足一己的私慾)
[00:05:23.000 --> 00:05:28.000]  (不單止在個人層面會看到)
[00:05:28.000 --> 00:05:34.000]  (在機構、公司、甚至政權都是這樣)
[00:05:34.000 --> 00:05:39.000]  (不知道當我說到人世間常見欺壓的時候)
[00:05:39.000 --> 00:05:44.000]  (在你內心又出現了什麼欺壓事情呢?)
[00:05:44.000 --> 00:05:50.000]  (我猜生活在香港最容易想到的欺壓)
[00:05:50.000 --> 00:05:54.000]  (就是那些無權位的人)
[00:05:54.000 --> 00:05:57.000]  (他們因著經濟能力不行)
[00:05:57.000 --> 00:06:01.000]  (所以要住籠屋、劏房)
[00:06:01.000 --> 00:06:06.000]  (雖然有上帝形象的人)
[00:06:06.000 --> 00:06:13.000]  (卻住得好像很受困)
[00:06:13.000 --> 00:06:24.000]  (最近坊間也有更加驚嚇的欺壓)
[00:06:24.000 --> 00:06:28.000]  (剛才主席也有帶我們來祈禱)
[00:06:28.000 --> 00:06:30.000]  (就是人口販賣)
[00:06:30.000 --> 00:06:32.000]  (我真的沒想過)
[00:06:32.000 --> 00:06:36.000]  (連香港也會出現這樣的狀況)
[00:06:36.000 --> 00:06:39.000]  (經文在這裡提到)
[00:06:39.000 --> 00:06:42.000]  (受欺壓的人傷心流淚)
[00:06:42.000 --> 00:06:46.000]  (但卻無人安慰)
[00:06:46.000 --> 00:06:52.000]  (原來當人有無法申訴的冤屈時)
[00:06:52.000 --> 00:06:57.000]  (卻沒有人當他看不到)
[00:06:57.000 --> 00:07:00.000]  (那是一個很淒涼的情況)
[00:07:00.000 --> 00:07:04.000]  (也因著欺壓者有權有勢)
[00:07:04.000 --> 00:07:10.000]  (更加令更多人不敢介入)
[00:07:10.000 --> 00:07:15.000]  (讓受欺壓的人無人安慰)
[00:07:15.000 --> 00:07:21.000]  (原來當我們有委屈、傷心、難過時)
[00:07:21.000 --> 00:07:25.000]  (能有人理解、陪伴、幫忙)
[00:07:25.000 --> 00:07:28.000]  (其實就能夠舒困)
[00:07:28.000 --> 00:07:32.000]  (但在被欺壓的狀況裡)
[00:07:32.000 --> 00:07:37.000]  (其實不多人願意介入)
[00:07:37.000 --> 00:07:41.000]  (因為會覺得很大麻煩)
[00:07:41.000 --> 00:07:45.000]  (所以如果真的有受欺壓的人)
[00:07:45.000 --> 00:07:47.000]  (卻無人理會)
[00:07:47.000 --> 00:07:50.000]  (是非常痛苦的)
[00:07:50.000 --> 00:07:54.000]  (所以傳道者在這裡提到)
[00:07:54.000 --> 00:07:57.000]  (他在二、三節裡)
[00:07:57.000 --> 00:08:01.000]  (跟著提到他的看法)
[00:08:01.000 --> 00:08:05.000]  (因此我讚嘆那已死的死人)
[00:08:05.000 --> 00:08:07.000]  (勝過那還活著的活人)
[00:08:07.000 --> 00:08:09.000]  (但那尚未出生)
[00:08:09.000 --> 00:08:10.000]  (就是未曾見過)
[00:08:10.000 --> 00:08:13.000]  (日光之下所發生之惡事的)
[00:08:13.000 --> 00:08:16.000]  (比這兩種人更幸福)
[00:08:16.000 --> 00:08:19.000]  (傳道者見到人世間)
[00:08:19.000 --> 00:08:22.000]  (無人介入、無法平反)
[00:08:22.000 --> 00:08:26.000]  (甚至沒有盼望的淒涼情況時)
[00:08:26.000 --> 00:08:29.000]  (他在第二和第三節裡)
[00:08:29.000 --> 00:08:31.000]  (說出他的看法)
[00:08:31.000 --> 00:08:36.000]  (讚嘆原來有讚揚、恭賀的意思)
[00:08:36.000 --> 00:08:40.000]  (他讚揚恭賀那已死的死人)
[00:08:40.000 --> 00:08:45.000]  (說死了比留下存活的人更好)
[00:08:45.000 --> 00:08:46.000]  (為什麼呢?)
[00:08:46.000 --> 00:08:51.000]  (是基於他見到的欺壓狀況)
[00:08:51.000 --> 00:08:55.000]  (甚至他形容那未曾見過)
[00:08:55.000 --> 00:08:59.000]  (日光之下發生惡事的)
[00:08:59.000 --> 00:09:00.000]  (即是未曾出生的那些)
[00:09:00.000 --> 00:09:03.000]  (更加有福)
[00:09:03.000 --> 00:09:05.000]  (你可能會覺得)
[00:09:05.000 --> 00:09:07.000]  (為什麼這個傳道者)
[00:09:07.000 --> 00:09:10.000]  (會這麼灰心呢?)
[00:09:10.000 --> 00:09:14.000]  (我相信傳道者在這裡)
[00:09:14.000 --> 00:09:18.000]  (是因為他見到那些令人沮喪)
[00:09:18.000 --> 00:09:20.000]  (和無力挽回)
[00:09:20.000 --> 00:09:23.000]  (那些很不公平的狀況)
[00:09:23.000 --> 00:09:27.000]  (所以他很直接的感受和反應)
[00:09:27.000 --> 00:09:29.000]  (但如果我們看完整個傳道書)
[00:09:29.000 --> 00:09:31.000]  (你會知道)
[00:09:31.000 --> 00:09:37.000]  (其實作者不是一個灰暗的人)
[00:09:37.000 --> 00:09:40.000]  (他在其他地方)
[00:09:40.000 --> 00:09:42.000]  (都有提醒我們要珍惜生命)
[00:09:42.000 --> 00:09:44.000]  (要享受生命)
[00:09:44.000 --> 00:09:48.000]  (所以傳道者在這裡)
[00:09:48.000 --> 00:09:51.000]  (見到那些欺壓的事情)
[00:09:51.000 --> 00:09:55.000]  (亦都是無常人生常常會出現的事情)
[00:09:55.000 --> 00:09:58.000]  (叫人見到失控)
[00:09:58.000 --> 00:10:01.000]  (和難過)
[00:10:01.000 --> 00:10:06.000]  (然後在第四到八節)
[00:10:06.000 --> 00:10:10.000]  (傳道者又將另一個)
[00:10:10.000 --> 00:10:13.000]  (叫人覺得虛空暴風的事情)
[00:10:13.000 --> 00:10:15.000]  (擠在我們眼前)
[00:10:15.000 --> 00:10:17.000]  (這個段落就說到)
[00:10:17.000 --> 00:10:23.000]  (勞碌積材不滿足)
[00:10:23.000 --> 00:10:25.000]  (他在這裡說)
[00:10:25.000 --> 00:10:27.000]  (我見人因為彼此嫉妒)
[00:10:27.000 --> 00:10:31.000]  (而有一切勞碌和各樣工作的成就)
[00:10:31.000 --> 00:10:34.000]  (這也是虛空也是暴風)
[00:10:34.000 --> 00:10:37.000]  (如每人抱著雙臂自食其肉)
[00:10:37.000 --> 00:10:40.000]  (一掌滿滿而得享安息)
[00:10:40.000 --> 00:10:44.000]  (勝過兩掌滿滿而勞碌暴風)
[00:10:44.000 --> 00:10:47.000]  (這裡用了「嫉妒」這個字)
[00:10:47.000 --> 00:10:51.000]  (來形容一切勞碌和各樣的成就)
[00:10:51.000 --> 00:10:54.000]  (原文「嫉妒」這個字)
[00:10:54.000 --> 00:10:56.000]  (不一定是負面的)
[00:10:56.000 --> 00:11:01.000]  (也可以解作熱切、熱心)
[00:11:01.000 --> 00:11:03.000]  (根據舊約記載)
[00:11:03.000 --> 00:11:06.000]  (在神與人的關係)
[00:11:06.000 --> 00:11:11.000]  (在夫婦這兩種排外關係上)
[00:11:11.000 --> 00:11:19.000]  (嫉妒的存在是合理良好)
[00:11:19.000 --> 00:11:24.000]  (不過如果在這兩種排外關係以外)
[00:11:24.000 --> 00:11:29.000]  (流露嫉妒就會帶來很大的傷害)
[00:11:29.000 --> 00:11:35.000]  (所以「安全度者」所用的「嫉妒」)
[00:11:35.000 --> 00:11:39.000]  (應該是負面的意思)
[00:11:39.000 --> 00:11:42.000]  (我看過《聖經新譯本》)
[00:11:42.000 --> 00:11:45.000]  (在譯第四節時)
[00:11:45.000 --> 00:11:48.000]  (可能能夠令我們明白)
[00:11:48.000 --> 00:11:51.000]  (如何在裡面有嫉妒)
[00:11:51.000 --> 00:11:53.000]  (它是這樣譯的)
[00:11:53.000 --> 00:11:55.000]  (我看見各樣的勞碌)
[00:11:55.000 --> 00:11:58.000]  (和各樣精巧的工作)
[00:11:58.000 --> 00:12:03.000]  (都是出於人與人之間彼此的競爭)
[00:12:03.000 --> 00:12:07.000]  (「傳道者」的意思)
[00:12:07.000 --> 00:12:08.000]  (應該是說)
[00:12:08.000 --> 00:12:10.000]  (因著在這些工作上的)
[00:12:10.000 --> 00:12:12.000]  (由增進引起)
[00:12:12.000 --> 00:12:17.000]  (所以這些事情是虛空和暴風)
[00:12:17.000 --> 00:12:19.000]  (可能你也會覺得很奇怪)
[00:12:19.000 --> 00:12:20.000]  (其實聽別人說)
[00:12:20.000 --> 00:12:22.000]  (兩性的競爭)
[00:12:22.000 --> 00:12:24.000]  (是可以帶來動力)
[00:12:24.000 --> 00:12:27.000]  (進步和給予刺激)
[00:12:27.000 --> 00:12:30.000]  (因為當有對比的時候)
[00:12:30.000 --> 00:12:33.000]  (就會激發你更加上進)
[00:12:33.000 --> 00:12:39.000]  (不過如果競爭是來自嫉妒)
[00:12:39.000 --> 00:12:41.000]  (不該嫉妒別人)
[00:12:41.000 --> 00:12:43.000]  (或者想踩低別人)
[00:12:43.000 --> 00:12:45.000]  (是一種惡性競爭的話)
[00:12:45.000 --> 00:12:49.000]  (其實就會出現損人利己)
[00:12:49.000 --> 00:12:51.000]  (有你無我)
[00:12:51.000 --> 00:12:54.000]  (踩著別人往上爬)
[00:12:54.000 --> 00:12:56.000]  (甚至鬥過你死我活)
[00:12:56.000 --> 00:12:59.000]  (這些情況)
[00:12:59.000 --> 00:13:00.000]  (「傳道者」在這裡)
[00:13:00.000 --> 00:13:02.000]  (其實他沒有否定)
[00:13:02.000 --> 00:13:05.000]  (勞碌工作的存在)
[00:13:05.000 --> 00:13:07.000]  (但是他對於那些)
[00:13:07.000 --> 00:13:09.000]  (存著不良動機)
[00:13:09.000 --> 00:13:14.000]  (來勞碌工作而得到的成就)
[00:13:14.000 --> 00:13:16.000]  (這些殘忍的競爭)
[00:13:16.000 --> 00:13:18.000]  (他認為沒有意思)
[00:13:18.000 --> 00:13:21.000]  (而且是虛空暴風)
[00:13:21.000 --> 00:13:22.000]  (第五第六節)
[00:13:22.000 --> 00:13:25.000]  (其實是當時流行的言語)
[00:13:25.000 --> 00:13:28.000]  (說的是什麼內容呢)
[00:13:28.000 --> 00:13:31.000]  (他說到愚昧的人)
[00:13:31.000 --> 00:13:33.000]  (因為怕吃虧)
[00:13:33.000 --> 00:13:35.000]  (就會攪在一起)
[00:13:35.000 --> 00:13:37.000]  (什麼都不做)
[00:13:37.000 --> 00:13:38.000]  (但產生的結果)
[00:13:38.000 --> 00:13:40.000]  (就是自食其肉)
[00:13:40.000 --> 00:13:42.000]  (以及廢了自己的武功)
[00:13:42.000 --> 00:13:44.000]  (弄死自己)
[00:13:44.000 --> 00:13:45.000]  (不知道在職場)
[00:13:45.000 --> 00:13:46.000]  (你有沒有見過)
[00:13:46.000 --> 00:13:48.000]  (有這樣的論調)
[00:13:48.000 --> 00:13:50.000]  (就是說一定要)
[00:13:50.000 --> 00:13:52.000]  (劃地為界)
[00:13:52.000 --> 00:13:53.000]  (不要被人)
[00:13:53.000 --> 00:13:56.000]  (當什麼都可以用你)
[00:13:56.000 --> 00:13:59.000]  (所以不要吃虧)
[00:13:59.000 --> 00:14:00.000]  (拿多少錢糧)
[00:14:00.000 --> 00:14:01.000]  (做多少事)
[00:14:01.000 --> 00:14:02.000]  (就好了)
[00:14:02.000 --> 00:14:05.000]  (有這樣的論調)
[00:14:05.000 --> 00:14:08.000]  (但是傳道者在這裡提醒)
[00:14:08.000 --> 00:14:10.000]  (只有愚昧的人)
[00:14:10.000 --> 00:14:12.000]  (才會用這樣的態度)
[00:14:12.000 --> 00:14:15.000]  (來面對工作)
[00:14:15.000 --> 00:14:16.000]  (第六節)
[00:14:16.000 --> 00:14:19.000]  (他勉勵人要勤奮)
[00:14:19.000 --> 00:14:21.000]  (不過有一點要留意)
[00:14:21.000 --> 00:14:23.000]  (就是不可以過分)
[00:14:23.000 --> 00:14:25.000]  (為什麼呢)
[00:14:25.000 --> 00:14:27.000]  (他說人有兩隻手掌)
[00:14:27.000 --> 00:14:31.000]  (在工作勞碌的過程中)
[00:14:31.000 --> 00:14:35.000]  (你找到一個手掌的成果)
[00:14:35.000 --> 00:14:39.000]  (其實就應該要足夠了)
[00:14:39.000 --> 00:14:42.000]  (你就可以安靜)
[00:14:42.000 --> 00:14:46.000]  (享受勞碌之後的安靜)
[00:14:46.000 --> 00:14:50.000]  (總比兩隻手都拿滿)
[00:14:50.000 --> 00:14:53.000]  (然後你沒有任何空間)
[00:14:53.000 --> 00:14:57.000]  (去享受工作的成果)
[00:14:57.000 --> 00:15:00.000]  (和滿足樂趣)
[00:15:00.000 --> 00:15:02.000]  (可能也是)
[00:15:02.000 --> 00:15:04.000]  (上帝賜給人)
[00:15:04.000 --> 00:15:07.000]  (有工作的機會和能力)
[00:15:07.000 --> 00:15:09.000]  (其實原本就是要人)
[00:15:09.000 --> 00:15:11.000]  (能夠在其中發揮創意)
[00:15:11.000 --> 00:15:14.000]  (發展自己的潛能)
[00:15:14.000 --> 00:15:17.000]  (但是如果我們把工作)
[00:15:17.000 --> 00:15:22.000]  (成為了控制我們的渠道)
[00:15:22.000 --> 00:15:25.000]  (做到好像工作的奴隸)
[00:15:25.000 --> 00:15:28.000]  (像機器多過像人的話)
[00:15:28.000 --> 00:15:31.000]  (其實就扭曲了工作的原意)
[00:15:31.000 --> 00:15:35.000]  (也失去了真正工作的意思)
[00:15:35.000 --> 00:15:39.000]  (上帝把工作的責任給我們)
[00:15:39.000 --> 00:15:42.000]  (其實是一個因典)
[00:15:42.000 --> 00:15:45.000]  (當我們能夠在其中)
[00:15:45.000 --> 00:15:47.000]  (運用因次的時候)
[00:15:47.000 --> 00:15:50.000]  (我們會發覺我們的潛力)
[00:15:50.000 --> 00:15:52.000]  (是多而有多的)
[00:15:52.000 --> 00:15:54.000]  (然後在七到八節)
[00:15:54.000 --> 00:15:57.000]  (傳道者又舉了)
[00:15:57.000 --> 00:16:00.000]  (另外一個虛空暴風的例子)
[00:16:00.000 --> 00:16:02.000]  (他說我轉移觀看日光之下)
[00:16:02.000 --> 00:16:04.000]  (有一件虛空的事)
[00:16:04.000 --> 00:16:06.000]  (有人孤單無雙)
[00:16:06.000 --> 00:16:08.000]  (無子無兄弟)
[00:16:08.000 --> 00:16:10.000]  (竟勞碌不息)
[00:16:10.000 --> 00:16:13.000]  (眼目也不以錢財為滿足)
[00:16:13.000 --> 00:16:17.000]  (他說我勞碌自己卻不享福)
[00:16:17.000 --> 00:16:20.000]  (到底是為了誰呢)
[00:16:20.000 --> 00:16:25.000]  (這也是虛空也是極沉重的擔子)
[00:16:25.000 --> 00:16:29.000]  (這裡說到有人孤單無雙)
[00:16:29.000 --> 00:16:32.000]  (他身邊沒有其他人)
[00:16:32.000 --> 00:16:34.000]  (但是人生活在世)
[00:16:34.000 --> 00:16:36.000]  (怎麼會身邊沒有人呢)
[00:16:36.000 --> 00:16:38.000]  (他無子無兄弟)
[00:16:38.000 --> 00:16:41.000]  (卻不斷忙)
[00:16:41.000 --> 00:16:43.000]  (忙到一個地步)
[00:16:43.000 --> 00:16:48.000]  (也不以自己能夠有財富為滿足)
[00:16:48.000 --> 00:16:50.000]  (然後他就會慨嘆)
[00:16:50.000 --> 00:16:52.000]  (我不斷做不斷做)
[00:16:52.000 --> 00:16:53.000]  (又不懂得享福)
[00:16:53.000 --> 00:16:57.000]  (到底是為了誰呢)
[00:16:57.000 --> 00:17:02.000]  (這是傳道者看到的)
[00:17:02.000 --> 00:17:05.000]  (空虛的地方)
[00:17:05.000 --> 00:17:11.000]  我在疫情期間接觸過一個初訓的姐妹
[00:17:11.000 --> 00:17:16.000]  她年紀跟我差不多
[00:17:16.000 --> 00:17:19.000]  我形容這個叫做壯年
[00:17:19.000 --> 00:17:25.000]  在事業上她都按著自己的恩賜能力
[00:17:25.000 --> 00:17:28.000]  做到管理階層
[00:17:28.000 --> 00:17:32.000]  而且幫她的公司機構都做得很出色
[00:17:32.000 --> 00:17:37.000]  她也很懂得善用人才
[00:17:37.000 --> 00:17:39.000]  我認識她的時候
[00:17:39.000 --> 00:17:42.000]  她發現了腦瘤
[00:17:42.000 --> 00:17:44.000]  接受了治療
[00:17:44.000 --> 00:17:46.000]  但是沒有效果
[00:17:46.000 --> 00:17:51.000]  所以生命都是危在旦夕
[00:17:51.000 --> 00:17:53.000]  她身邊有一個很好的朋友
[00:17:53.000 --> 00:17:58.000]  叫我來探望她
[00:17:58.000 --> 00:18:00.000]  介紹她信耶穌
[00:18:00.000 --> 00:18:02.000]  為她做了決志
[00:18:02.000 --> 00:18:04.000]  為她做了嫡禮
[00:18:04.000 --> 00:18:07.000]  但是這個初訓的姐妹
[00:18:07.000 --> 00:18:10.000]  她很不開心
[00:18:10.000 --> 00:18:13.000]  她覺得人生為什麼會這樣
[00:18:13.000 --> 00:18:16.000]  我全心全意為公司盡力
[00:18:16.000 --> 00:18:19.000]  令到機構公司有這麼多的發展
[00:18:19.000 --> 00:18:24.000]  卻換來一個這樣病患的狀況
[00:18:24.000 --> 00:18:28.000]  她覺得很不明白
[00:18:28.000 --> 00:18:31.000]  甚至是不開心
[00:18:31.000 --> 00:18:35.000]  但她做得很好
[00:18:35.000 --> 00:18:42.000]  只不過人生真的有時間要畫上句好
[00:18:42.000 --> 00:18:46.000]  不到你繼續努力
[00:18:46.000 --> 00:18:55.000]  後來很多同事和家人送她離開
[00:18:55.000 --> 00:18:58.000]  她也懂得享受
[00:18:58.000 --> 00:19:00.000]  不過因著太忙
[00:19:00.000 --> 00:19:07.000]  我猜能夠享用她積存的東西其實不多
[00:19:07.000 --> 00:19:10.000]  其實上帝給我們機會
[00:19:10.000 --> 00:19:14.000]  可以賺錢積存財物
[00:19:14.000 --> 00:19:17.000]  其實是要我們能夠享用
[00:19:17.000 --> 00:19:19.000]  並且好好運用
[00:19:19.000 --> 00:19:22.000]  金錢其實很忠誠
[00:19:22.000 --> 00:19:25.000]  它可以成為很好的工具
[00:19:25.000 --> 00:19:29.000]  它也可以毫無用處
[00:19:29.000 --> 00:19:31.000]  我見過很多人
[00:19:31.000 --> 00:19:33.000]  他一生努力
[00:19:33.000 --> 00:19:38.000]  在銀行保債裡
[00:19:38.000 --> 00:19:40.000]  有很多零
[00:19:40.000 --> 00:19:42.000]  但他拿著錢
[00:19:42.000 --> 00:19:44.000]  其實沒有機會花
[00:19:44.000 --> 00:19:47.000]  到他雙眼閉上
[00:19:47.000 --> 00:19:48.000]  雙腳一伸
[00:19:48.000 --> 00:19:52.000]  其實那些錢都不是他能夠享用的
[00:19:52.000 --> 00:19:56.000]  傳道者所說的虛空和暴風
[00:19:56.000 --> 00:19:59.000]  就是在說這個狀況
[00:19:59.000 --> 00:20:00.000]  9到12節
[00:20:00.000 --> 00:20:02.000]  傳道者提醒
[00:20:02.000 --> 00:20:05.000]  有伴娘憑很重要
[00:20:05.000 --> 00:20:07.000]  在第9節
[00:20:07.000 --> 00:20:10.000]  說到兩個人總比一個人好
[00:20:10.000 --> 00:20:14.000]  我們的奴婦可以同得美好的報酬
[00:20:14.000 --> 00:20:15.000]  若是跌倒
[00:20:15.000 --> 00:20:18.000]  這人可以扶起他的同伴
[00:20:18.000 --> 00:20:22.000]  有人將這個經文
[00:20:22.000 --> 00:20:26.000]  用在婚禮的糞便上
[00:20:26.000 --> 00:20:28.000]  因為這裡說到
[00:20:28.000 --> 00:20:30.000]  兩個人總比一個人好
[00:20:30.000 --> 00:20:31.000]  而且下面還說到
[00:20:31.000 --> 00:20:33.000]  同睡就戀和
[00:20:33.000 --> 00:20:34.000]  還不是結婚
[00:20:34.000 --> 00:20:36.000]  不然怎樣同睡
[00:20:36.000 --> 00:20:38.000]  其實都要看看
[00:20:38.000 --> 00:20:40.000]  他有些背景
[00:20:40.000 --> 00:20:45.000]  傳道者在這裡
[00:20:45.000 --> 00:20:48.000]  除了說出兩個人總比一個人好
[00:20:48.000 --> 00:20:51.000]  他的觀察和意見之外
[00:20:51.000 --> 00:20:56.000]  他還舉了三個例子
[00:20:56.000 --> 00:21:00.000]  來講解為何身邊有伴
[00:21:00.000 --> 00:21:02.000]  是那麼重要
[00:21:02.000 --> 00:21:06.000]  其實在中東的情況
[00:21:06.000 --> 00:21:11.000]  很多時候遠行
[00:21:11.000 --> 00:21:12.000]  行山路
[00:21:12.000 --> 00:21:15.000]  和我們在城市很不同
[00:21:15.000 --> 00:21:16.000]  我們很少會發覺
[00:21:16.000 --> 00:21:18.000]  晚上看不到東西
[00:21:18.000 --> 00:21:20.000]  但我試過很多年前
[00:21:20.000 --> 00:21:22.000]  很小的時候回鄉
[00:21:22.000 --> 00:21:25.000]  當時電力還未夠
[00:21:25.000 --> 00:21:26.000]  我真的知道
[00:21:26.000 --> 00:21:28.000]  甚麼是伸手不見五指
[00:21:28.000 --> 00:21:29.000]  在房間裡
[00:21:29.000 --> 00:21:31.000]  我真的把手伸出來
[00:21:31.000 --> 00:21:33.000]  我看不到我的手指
[00:21:33.000 --> 00:21:34.000]  即是說
[00:21:34.000 --> 00:21:36.000]  當你在一個狀況
[00:21:36.000 --> 00:21:38.000]  沒有月光照著你的時候
[00:21:38.000 --> 00:21:40.000]  其實你是看不到的
[00:21:40.000 --> 00:21:43.000]  所以當要出外
[00:21:43.000 --> 00:21:46.000]  來遠行的時候
[00:21:46.000 --> 00:21:47.000]  如果只有一個人
[00:21:47.000 --> 00:21:50.000]  又要夜間趕路
[00:21:50.000 --> 00:21:53.000]  你就會很容易有危險
[00:21:53.000 --> 00:21:54.000]  跌倒
[00:21:54.000 --> 00:21:56.000]  甚至會死亡
[00:21:56.000 --> 00:21:58.000]  但如果你在行的過程
[00:21:58.000 --> 00:22:00.000]  有伴
[00:22:00.000 --> 00:22:02.000]  就算跌倒
[00:22:02.000 --> 00:22:04.000]  也要扶你起來
[00:22:04.000 --> 00:22:08.000]  比較安全和好一點
[00:22:08.000 --> 00:22:11.000]  第二個傳道者舉的例子
[00:22:11.000 --> 00:22:13.000]  二人同睡
[00:22:13.000 --> 00:22:15.000]  就刀聯和
[00:22:15.000 --> 00:22:16.000]  一人獨睡
[00:22:16.000 --> 00:22:17.000]  怎能聯和呢?
[00:22:17.000 --> 00:22:19.000]  我們不太明白
[00:22:19.000 --> 00:22:23.000]  因為怎會跟別人一起睡
[00:22:23.000 --> 00:22:25.000]  我只知道小時候
[00:22:25.000 --> 00:22:29.000]  這個比較常見
[00:22:29.000 --> 00:22:32.000]  大被蓋起來
[00:22:32.000 --> 00:22:34.000]  因著有別人的體溫
[00:22:34.000 --> 00:22:37.000]  其實在冬天也很舒服
[00:22:37.000 --> 00:22:39.000]  這裡提到
[00:22:39.000 --> 00:22:40.000]  在古代
[00:22:40.000 --> 00:22:43.000]  出外旅行或遠遊的時候
[00:22:43.000 --> 00:22:45.000]  有時候你未必
[00:22:45.000 --> 00:22:46.000]  因時間合適
[00:22:46.000 --> 00:22:48.000]  可以找到地方投宿
[00:22:48.000 --> 00:22:51.000]  就要在戶外過夜
[00:22:51.000 --> 00:22:53.000]  當時沒有棉被
[00:22:53.000 --> 00:22:55.000]  沒有睡袋
[00:22:55.000 --> 00:22:57.000]  如果一個人睡在野外
[00:22:57.000 --> 00:22:59.000]  只有外袍
[00:22:59.000 --> 00:23:01.000]  可以遮蓋自己
[00:23:01.000 --> 00:23:03.000]  其實一點也不暖
[00:23:03.000 --> 00:23:05.000]  但如果有同伴
