
[00:00:00.000 --> 00:00:02.000]  我們要活出那種對人的謙卑
[00:02:35.000 --> 00:02:37.000]  我們知道這一段的經文
[00:02:37.000 --> 00:02:40.000]  基本上它的重點是在中間這一段
[00:02:40.000 --> 00:02:42.000]  所以我們會看第一段、第三段
[00:02:42.000 --> 00:02:44.000]  再去到中間那一段
[00:02:44.000 --> 00:02:48.000]  看耶穌在這段經文帶出的信息是什麼
[00:02:48.000 --> 00:02:50.000]  在這裡我們看到
[00:02:50.000 --> 00:02:52.000]  在一個情況下
[00:02:52.000 --> 00:02:54.000]  我們知道是什麼時候、什麼情況
[00:02:54.000 --> 00:02:57.000]  這段經文在馬太福音、路加福音也有
[00:02:57.000 --> 00:02:59.000]  這段是馬可福音
[00:02:59.000 --> 00:03:05.000]  講到有約翰的門徒和法利塞人進食
[00:03:05.000 --> 00:03:08.000]  他們就來觀察到
[00:03:08.000 --> 00:03:11.000]  耶穌的門徒怎麼不進食
[00:03:11.000 --> 00:03:12.000]  所以在這樣一個環境
[00:03:12.000 --> 00:03:14.000]  雖然我們不知道時間地點
[00:03:14.000 --> 00:03:19.000]  但是我們知道那個場合應該是一個進食的場合
[00:03:19.000 --> 00:03:21.000]  所以他們才會觀察到
[00:03:21.000 --> 00:03:22.000]  你怎麼在這邊進食
[00:03:22.000 --> 00:03:24.000]  你怎麼在那邊大吃大喝
[00:03:24.000 --> 00:03:25.000]  所以他們觀察到
[00:03:25.000 --> 00:03:28.000]  他們就說為什麼你們不進食呢
[00:03:28.000 --> 00:03:31.000]  所以肯定是一個進食的場合
[00:03:31.000 --> 00:03:33.000]  他們觀察到就問了
[00:03:33.000 --> 00:03:36.000]  你看他問的這個問題
[00:03:36.000 --> 00:03:39.000]  也引起我們注意的
[00:03:39.000 --> 00:03:42.000]  因為有約翰的門徒
[00:03:42.000 --> 00:03:44.000]  以前我們看聖經
[00:03:44.000 --> 00:03:47.000]  總是會看到法利塞人、文士
[00:03:47.000 --> 00:03:49.000]  這些人來挑戰耶穌
[00:03:49.000 --> 00:03:51.000]  這裡是有點不一樣
[00:03:51.000 --> 00:03:55.000]  有約翰的門徒
[00:03:55.000 --> 00:03:58.000]  這裡說他們來問耶穌
[00:03:58.000 --> 00:04:02.000]  約翰的門徒和法利塞人的門徒進食
[00:04:02.000 --> 00:04:04.000]  你們門徒倒不進食
[00:04:04.000 --> 00:04:06.000]  這是為什麼呢
[00:04:06.000 --> 00:04:10.000]  他們是指誰呢
[00:04:10.000 --> 00:04:12.000]  我們就猜不到
[00:04:12.000 --> 00:04:13.000]  只是指他們
[00:04:13.000 --> 00:04:15.000]  他們是指約翰的門徒呢
[00:04:15.000 --> 00:04:18.000]  還是指法利塞人呢
[00:04:18.000 --> 00:04:20.000]  你說他自己說約翰的門徒
[00:04:20.000 --> 00:04:22.000]  那肯定不是指約翰的門徒
[00:04:22.000 --> 00:04:23.000]  那不一定
[00:04:23.000 --> 00:04:25.000]  因為在猶太人的文化裡面
[00:04:25.000 --> 00:04:29.000]  他們有時候也會用第三人稱來講自己
[00:04:29.000 --> 00:04:32.000]  比如說Paul今天站在這裡
[00:04:32.000 --> 00:04:33.000]  Paul在講話
[00:04:33.000 --> 00:04:35.000]  我在講我自己
[00:04:35.000 --> 00:04:38.000]  他用第三人稱來講自己
[00:04:38.000 --> 00:04:39.000]  所以講約翰的門徒
[00:04:39.000 --> 00:04:42.000]  並不表示他就肯定不是約翰的門徒
[00:04:42.000 --> 00:04:44.000]  所以基本上有可能也是約翰的門徒
[00:04:44.000 --> 00:04:46.000]  但是查經有一個技巧
[00:04:46.000 --> 00:04:47.000]  是什麼技巧呢
[00:04:47.000 --> 00:04:50.000]  我們就要看不同的經文
[00:04:50.000 --> 00:04:52.000]  當我們看到馬太福音的時候
[00:04:52.000 --> 00:04:54.000]  我們知道講這些話的人
[00:04:54.000 --> 00:04:56.000]  發出這個問題的人
[00:04:56.000 --> 00:04:58.000]  就是約翰的門徒
[00:04:58.000 --> 00:05:00.000]  是約翰的門徒問耶穌的
[00:05:00.000 --> 00:05:02.000]  他們真的是用第三人稱
[00:05:02.000 --> 00:05:06.000]  不過因為聖經也是上帝的信息
[00:05:06.000 --> 00:05:08.000]  聖經他故意用約翰的門徒
[00:05:08.000 --> 00:05:10.000]  要引起我們的注意
[00:05:10.000 --> 00:05:12.000]  是上帝聖靈感動
[00:05:12.000 --> 00:05:15.000]  那麼這樣的一個寫法
[00:05:15.000 --> 00:05:18.000]  讓我們留意到約翰的門徒和法利塞人
[00:05:18.000 --> 00:05:22.000]  在這裡我們看到一樣東西
[00:05:22.000 --> 00:05:23.000]  約翰的門徒
[00:05:23.000 --> 00:05:24.000]  約翰就是誰
[00:05:24.000 --> 00:05:26.000]  施洗約翰
[00:05:26.000 --> 00:05:30.000]  施洗約翰是一個很偉大的先知
[00:05:30.000 --> 00:05:34.000]  耶穌甚至說沒有先知比他更偉大了
[00:05:34.000 --> 00:05:39.000]  因為他是為君王耶穌來預備道路的
[00:05:39.000 --> 00:05:41.000]  他修止主的道
[00:05:41.000 --> 00:05:44.000]  所以他是把耶穌引進來了
[00:05:44.000 --> 00:05:47.000]  基本上我們知道
[00:05:47.000 --> 00:05:49.000]  如果他是上帝的先知
[00:05:49.000 --> 00:05:50.000]  他的門徒
[00:05:50.000 --> 00:05:53.000]  他也是屬於比較正義的
[00:05:53.000 --> 00:05:54.000]  正直的
[00:05:54.000 --> 00:05:57.000]  討神喜悅的那些門徒
[00:05:57.000 --> 00:06:02.000]  在這裡他們顯然有點疑惑
[00:06:02.000 --> 00:06:09.000]  為什麼耶穌你的門徒會不進食呢
[00:06:09.000 --> 00:06:11.000]  背景是什麼呢
[00:06:11.000 --> 00:06:15.000]  背景是當時候以色列
[00:06:15.000 --> 00:06:19.000]  已經有很多按著摩西律法
[00:06:19.000 --> 00:06:23.000]  傳下來的進食的一些日子
[00:06:23.000 --> 00:06:25.000]  比如一些鹽樹會
[00:06:25.000 --> 00:06:27.000]  贖罪日
[00:06:27.000 --> 00:06:29.000]  那些我們都要進食
[00:06:29.000 --> 00:06:31.000]  上帝接著摩西告訴
[00:06:31.000 --> 00:06:34.000]  以色列人這些日子你要刻苦幾心
[00:06:34.000 --> 00:06:35.000]  什麼功都不可做
[00:06:35.000 --> 00:06:36.000]  要進食
[00:06:36.000 --> 00:06:38.000]  這些是摩西留下來的
[00:06:38.000 --> 00:06:42.000]  但是一直發展到這個時候
[00:06:42.000 --> 00:06:44.000]  很多的宗教領袖
[00:06:44.000 --> 00:06:45.000]  法利塞人
[00:06:45.000 --> 00:06:52.000]  他們在摩西律法以外的進食
[00:06:52.000 --> 00:06:54.000]  又加上了很多
[00:06:54.000 --> 00:06:57.000]  他們自己加上去的進食
[00:06:57.000 --> 00:06:59.000]  比如說在2000年前
[00:06:59.000 --> 00:07:01.000]  他們就每逢星期一星期四
[00:07:01.000 --> 00:07:03.000]  也會進食
[00:07:03.000 --> 00:07:05.000]  這不是摩西律法要求的
[00:07:05.000 --> 00:07:07.000]  是法利塞人要求的
[00:07:07.000 --> 00:07:10.000]  除了星期一星期四以外
[00:07:10.000 --> 00:07:11.000]  到了某一個月份
[00:07:11.000 --> 00:07:13.000]  大家都知道在巴勒斯坦
[00:07:13.000 --> 00:07:16.000]  基本上分旱季跟雨季
[00:07:16.000 --> 00:07:20.000]  而且下雨的很稀少
[00:07:20.000 --> 00:07:21.000]  比較乾
[00:07:21.000 --> 00:07:28.000]  所以當他們需要雨來幫助農作物的時候
[00:07:28.000 --> 00:07:29.000]  他們也會怎麼樣呢
[00:07:29.000 --> 00:07:31.000]  發起進食
[00:07:31.000 --> 00:07:33.000]  除了星期一跟星期四以外
[00:07:33.000 --> 00:07:35.000]  還發起一些進食的日子
[00:07:35.000 --> 00:07:39.000]  所以某些事情還會連續三天
[00:07:39.000 --> 00:07:41.000]  有進食的活動
[00:07:41.000 --> 00:07:44.000]  所以當時候他們就發起了這些
[00:07:44.000 --> 00:07:46.000]  那麼耶穌的門徒
[00:07:46.000 --> 00:07:50.000]  按照耶穌的陪他們走教導
[00:07:50.000 --> 00:07:55.000]  就沒有在這些時間進食
[00:07:55.000 --> 00:07:58.000]  所以這裡不是在講摩西律法
[00:07:58.000 --> 00:08:00.000]  定的進食的日子
[00:08:00.000 --> 00:08:02.000]  而是額外的
[00:08:02.000 --> 00:08:04.000]  那問題來了
[00:08:04.000 --> 00:08:05.000]  額外的
[00:08:05.000 --> 00:08:08.000]  那耶穌為什麼沒有進食呢
[00:08:08.000 --> 00:08:10.000]  而約翰為什麼進食呢
[00:08:10.000 --> 00:08:12.000]  你一定好奇
[00:08:12.000 --> 00:08:14.000]  基本上你會看到
[00:08:14.000 --> 00:08:17.000]  約翰他當時候
[00:08:17.000 --> 00:08:20.000]  還沒有耶穌那麼的勇敢
[00:08:20.000 --> 00:08:25.000]  當時候整個以色列全國都在進食
[00:08:25.000 --> 00:08:27.000]  約翰就跟他的門徒
[00:08:27.000 --> 00:08:29.000]  配合著全國的進食
[00:08:29.000 --> 00:08:31.000]  也進食
[00:08:31.000 --> 00:08:33.000]  但是耶穌來
[00:08:33.000 --> 00:08:35.000]  耶穌是神的兒子
[00:08:35.000 --> 00:08:38.000]  耶穌知道這背後
[00:08:38.000 --> 00:08:41.000]  其實是很多人為的
[00:08:41.000 --> 00:08:43.000]  人為的加上去的進食
[00:08:43.000 --> 00:08:45.000]  用一種的進錢
[00:08:45.000 --> 00:08:48.000]  來想要達到一些的目的
[00:08:48.000 --> 00:08:50.000]  想要上帝幫忙還是什麼
[00:08:50.000 --> 00:08:51.000]  這個東西我覺得
[00:08:51.000 --> 00:08:53.000]  我一講了大家都很明白的
[00:08:53.000 --> 00:08:55.000]  有時候人就是這樣子的
[00:08:55.000 --> 00:08:59.000]  人就是還是離開不了那個老我
[00:08:59.000 --> 00:09:01.000]  想要靠自己的努力
[00:09:01.000 --> 00:09:05.000]  來希望改變到一些事情
[00:09:05.000 --> 00:09:06.000]  進食本身沒有錯
[00:09:06.000 --> 00:09:08.000]  但是如果進食是變成
[00:09:08.000 --> 00:09:11.000]  要來影響上帝
[00:09:11.000 --> 00:09:13.000]  來做一些事情的工具
[00:09:13.000 --> 00:09:16.000]  或者變成一種陰群
[00:09:16.000 --> 00:09:17.000]  然後一直做
[00:09:17.000 --> 00:09:18.000]  一直重復地做
[00:09:18.000 --> 00:09:21.000]  這樣就顯得更進錢
[00:09:21.000 --> 00:09:25.000]  那已經成為一種僵化的活動
[00:09:25.000 --> 00:09:27.000]  那反過來也會怎麼樣呢
[00:09:27.000 --> 00:09:31.000]  導致真正應該進食的那些進食
[00:09:31.000 --> 00:09:34.000]  就失去了真正的屬靈意義
[00:09:34.000 --> 00:09:35.000]  你明白嗎
[00:09:35.000 --> 00:09:36.000]  比如說我們說讀經
[00:09:36.000 --> 00:09:39.000]  我們的國語區有一個非常好的讀經計劃
[00:09:39.000 --> 00:09:41.000]  但是讀經的那個目的
[00:09:41.000 --> 00:09:43.000]  就是要讓我們怎麼樣呢
[00:09:43.000 --> 00:09:45.000]  把時間分別出來
[00:09:45.000 --> 00:09:46.000]  我們要操練自己
[00:09:46.000 --> 00:09:49.000]  能夠安靜在神面前去享受那時間
[00:09:49.000 --> 00:09:51.000]  開始的時候很苦
[00:09:51.000 --> 00:09:52.000]  但是我們慢慢慢慢堅持
[00:09:52.000 --> 00:09:54.000]  我們養成了一種習慣
[00:09:54.000 --> 00:09:56.000]  能夠坐在那裡三十分鐘
[00:09:56.000 --> 00:09:58.000]  能夠坐在那裡四十五分鐘
[00:09:58.000 --> 00:09:59.000]  慢慢增加
[00:09:59.000 --> 00:10:01.000]  我們就能夠慢慢地讀
[00:10:01.000 --> 00:10:04.000]  從不明白讀到開始明白了
[00:10:04.000 --> 00:10:05.000]  就享受了
[00:10:05.000 --> 00:10:06.000]  但是呢
[00:10:06.000 --> 00:10:09.000]  如果這個變成一個陰群
[00:10:09.000 --> 00:10:10.000]  變成一個什麼呢
[00:10:10.000 --> 00:10:13.000]  一個強制性的
[00:10:13.000 --> 00:10:16.000]  大家要這樣做才夠進錢
[00:10:16.000 --> 00:10:17.000]  那對不起
[00:10:17.000 --> 00:10:19.000]  你誤會了我們的意思了
[00:10:19.000 --> 00:10:21.000]  我們的意思從來都不是
[00:10:21.000 --> 00:10:23.000]  只是要做這些表面的東西
[00:10:23.000 --> 00:10:24.000]  你要做
[00:10:24.000 --> 00:10:26.000]  你就是要用心來做
[00:10:26.000 --> 00:10:28.000]  回來崇拜也是一樣的
[00:10:28.000 --> 00:10:30.000]  也是一樣的
[00:10:30.000 --> 00:10:31.000]  回來是應該回來的
[00:10:31.000 --> 00:10:35.000]  但是回來要從心裡打
[00:10:35.000 --> 00:10:37.000]  這個意念就是
[00:10:37.000 --> 00:10:39.000]  我真的是為神而回來的
[00:10:39.000 --> 00:10:41.000]  我是為上帝而回來的
[00:10:41.000 --> 00:10:43.000]  而每一個愛上帝的基督徒
[00:10:43.000 --> 00:10:45.000]  每一個有真理的基督徒
[00:10:45.000 --> 00:10:46.000]  都很清楚知道
[00:10:46.000 --> 00:10:48.000]  這是應該的
[00:10:48.000 --> 00:10:50.000]  除非真的環境不許可
[00:10:50.000 --> 00:10:52.000]  那我就接受
[00:10:52.000 --> 00:10:53.000]  我就接受
[00:10:53.000 --> 00:10:56.000]  這應該是我們跟上帝
[00:10:56.000 --> 00:10:58.000]  同行的基本態度
[00:10:58.000 --> 00:11:00.000]  不管是在回教會崇拜
[00:11:00.000 --> 00:11:01.000]  還是在你的工作
[00:11:01.000 --> 00:11:05.000]  怎麼樣把那份工作做好
[00:11:05.000 --> 00:11:09.000]  都是應該向著上帝來做的最好的
[00:11:09.000 --> 00:11:10.000]  直到你真的是覺得
[00:11:10.000 --> 00:11:13.000]  那個實際的客觀條件不容許
[00:11:13.000 --> 00:11:16.000]  不容許你做到某件事情
[00:11:16.000 --> 00:11:19.000]  你要接受上帝的安排
[00:11:19.000 --> 00:11:20.000]  所以基本上
[00:11:20.000 --> 00:11:22.000]  我們要有這樣的態度
[00:11:22.000 --> 00:11:24.000]  而且你知道耶穌
[00:11:24.000 --> 00:11:29.000]  祂也鼓勵過跟隨祂的人
[00:11:29.000 --> 00:11:31.000]  在某些時候你要進食
[00:11:31.000 --> 00:11:34.000]  所以耶穌根本都不是反對進食的
[00:11:34.000 --> 00:11:35.000]  有一次你記得嗎
[00:11:35.000 --> 00:11:36.000]  當他拆開門徒
[00:11:36.000 --> 00:11:38.000]  兩個兩個出去趕鬼的時候
[00:11:38.000 --> 00:11:40.000]  門徒就很開心
[00:11:40.000 --> 00:11:43.000]  我們可以奉主耶穌基督的名趕鬼了
[00:11:43.000 --> 00:11:45.000]  而且還有成功的例子
[00:11:45.000 --> 00:11:46.000]  但是來到一些例子
[00:11:46.000 --> 00:11:47.000]  怎麼趕怎麼趕
[00:11:47.000 --> 00:11:49.000]  那個鬼都出不來
[00:11:49.000 --> 00:11:50.000]  那怎麼辦呢
[00:11:50.000 --> 00:11:52.000]  他們就被人家批評
[00:11:52.000 --> 00:11:55.000]  耶穌你這些門徒不行啊
[00:11:55.000 --> 00:11:58.000]  為什麼他們不能夠趕鬼
[00:11:58.000 --> 00:12:00.000]  耶穌就跟他們說什麼呢
[00:12:00.000 --> 00:12:02.000]  這些鬼
[00:12:02.000 --> 00:12:06.000]  若非用進食跟禱告是趕不出來的
[00:12:06.000 --> 00:12:07.000]  所以你記得嗎
[00:12:07.000 --> 00:12:10.000]  耶穌他沒有反對進食
[00:12:10.000 --> 00:12:14.000]  基本上猶太人進食有什麼目的呢
[00:12:14.000 --> 00:12:16.000]  如果我們從舊約看到新約
[00:12:16.000 --> 00:12:17.000]  你就看到
[00:12:17.000 --> 00:12:21.000]  基本上有兩個比較主要的目的
[00:12:21.000 --> 00:12:27.000]  一個就是當整個民族遇到很大很大的危機了
[00:12:27.000 --> 00:12:28.000]  很大的危機了
[00:12:28.000 --> 00:12:31.000]  好像在以色列的時候
[00:12:31.000 --> 00:12:33.000]  整個民族要被滅了
[00:12:33.000 --> 00:12:35.000]  他就呼喚大家
[00:12:35.000 --> 00:12:36.000]  全以色列人
[00:12:36.000 --> 00:12:38.000]  我們一起來求上帝拯救
[00:12:38.000 --> 00:12:40.000]  我們進食三天
[00:12:40.000 --> 00:12:41.000]  對嗎
[00:12:41.000 --> 00:12:43.000]  這是第一個遇到危機了
[00:12:43.000 --> 00:12:44.000]  我們有做過嗎
[00:12:44.000 --> 00:12:45.000]  我們有啊
[00:12:45.000 --> 00:12:48.000]  我們在面對疫情的時候
[00:12:48.000 --> 00:12:52.000]  我們也讓弟兄姐妹一起為這個疫情來進食
[00:12:52.000 --> 00:12:53.000]  那時候我們說
[00:12:53.000 --> 00:12:55.000]  你按著你自己的感動
[00:12:55.000 --> 00:12:56.000]  你要半天也可以
[00:12:56.000 --> 00:12:57.000]  你要一天也可以
[00:12:57.000 --> 00:12:58.000]  你要兩天也可以
[00:12:58.000 --> 00:12:59.000]  你要三天也可以
[00:12:59.000 --> 00:13:01.000]  你就按著你的感動
[00:13:01.000 --> 00:13:04.000]  還有一生的建議來進食
[00:13:04.000 --> 00:13:08.000]  那麼基本上這個是當整個群體
[00:13:08.000 --> 00:13:09.000]  整個民族
[00:13:09.000 --> 00:13:10.000]  整個國家
[00:13:10.000 --> 00:13:12.000]  整個城市遇到危機的時候
[00:13:12.000 --> 00:13:13.000]  我們可以這樣的進食
[00:13:13.000 --> 00:13:17.000]  這是以色列讓我們看見在聖經裡面
[00:13:17.000 --> 00:13:19.000]  另外一個就是為自己的罪
[00:13:19.000 --> 00:13:21.000]  你真的是要懊悔
[00:13:21.000 --> 00:13:22.000]  謙卑
[00:13:22.000 --> 00:13:23.000]  痛悔
[00:13:23.000 --> 00:13:24.000]  悔改之後你進食禱告
[00:13:24.000 --> 00:13:25.000]  我們看到大衛
[00:13:25.000 --> 00:13:27.000]  他經常因為這些問題
[00:13:27.000 --> 00:13:31.000]  他就進食禱告來進食
[00:13:31.000 --> 00:13:34.000]  基本上進食在聖經裡面
[00:13:34.000 --> 00:13:38.000]  是有很好的一個祖靈的功課跟操練
[00:13:38.000 --> 00:13:41.000]  也是基督徒在我們的生命裡面
[00:13:41.000 --> 00:13:42.000]  可以去操練的
[00:13:42.000 --> 00:13:44.000]  也其實是應該的
[00:13:44.000 --> 00:13:46.000]  但是弟兄姐妹
[00:13:46.000 --> 00:13:48.000]  從這個功課
[00:13:48.000 --> 00:13:49.000]  我們要學一個功課
[00:13:49.000 --> 00:13:53.000]  就是不要把那些好的事情
[00:13:53.000 --> 00:13:56.000]  把它變成了一種的英雄
[00:13:56.000 --> 00:14:00.000]  一種的表面的活動
[00:14:00.000 --> 00:14:03.000]  一種的要證明自己盡全
[00:14:03.000 --> 00:14:04.000]  也就是說你禱告的時候
[00:14:04.000 --> 00:14:08.000]  你躲在你的房裡禱告
[00:14:08.000 --> 00:14:10.000]  因為不是說我們不可以在一起禱告
[00:14:10.000 --> 00:14:11.000]  不是這個意思
[00:14:11.000 --> 00:14:13.000]  而是當時候的宗教領袖
[00:14:13.000 --> 00:14:14.000]  那些法利塞人
[00:14:14.000 --> 00:14:17.000]  就喜歡表示自己的盡全
[00:14:17.000 --> 00:14:19.000]  故意站在十字路口
[00:14:19.000 --> 00:14:22.000]  因為四方八面的人都可以看到他怎麼樣
[00:14:22.000 --> 00:14:24.000]  在禱告
[00:14:24.000 --> 00:14:28.000]  耶穌他要來評級這一些
[00:14:28.000 --> 00:14:34.000]  使到宗教失去它的真正意義的這種虛偽
[00:14:34.000 --> 00:14:36.000]  但是這裡有一個更重要的功課
[00:14:36.000 --> 00:14:37.000]  要我們學的是什麼呢
[00:14:37.000 --> 00:14:40.000]  就是這裡
[00:14:40.000 --> 00:14:43.000]  我們看到約翰的門徒
[00:14:43.000 --> 00:14:46.000]  他有一種假設
[00:14:46.000 --> 00:14:48.000]  這種假設是什麼呢
[00:14:48.000 --> 00:14:50.000]  就是這是大家都在做的
[00:14:50.000 --> 00:14:53.000]  所以你也應該做
[00:14:53.000 --> 00:14:54.000]  你看到嗎
[00:14:54.000 --> 00:14:58.000]  有些時候我們就是很容易陷入這種假設
[00:14:58.000 --> 00:15:02.000]  好像每個人都要一起做才算是合一
[00:15:02.000 --> 00:15:04.000]  但是你如果看到聖經
[00:15:04.000 --> 00:15:07.000]  真正的合一不是一個統一
[00:15:07.000 --> 00:15:11.000]  我們不用每個人都穿著同樣的衣服來教會
[00:15:11.000 --> 00:15:12.000]  對不對
[00:15:12.000 --> 00:15:16.000]  所以基本上他們就是覺得法利塞人
[00:15:16.000 --> 00:15:18.000]  你看法利塞人的門徒也進食
[00:15:18.000 --> 00:15:19.000]  法利塞人也進食
[00:15:19.000 --> 00:15:21.000]  約翰的門徒也進食
[00:15:21.000 --> 00:15:24.000]  為什麼只有你的門徒不進食呢
[00:15:24.000 --> 00:15:30.000]  很多時候當你得到上帝的感動
[00:15:30.000 --> 00:15:32.000]  去做某些事情的時候
[00:15:32.000 --> 00:15:34.000]  你要忠於上帝給你的感動
[00:15:34.000 --> 00:15:38.000]  而不是陷入一種假設裡面
[00:15:38.000 --> 00:15:39.000]  因為假設什麼呢
[00:15:39.000 --> 00:15:41.000]  假設不是真理
[00:15:41.000 --> 00:15:43.000]  我們也要很瞭解自己
[00:15:43.000 --> 00:15:48.000]  會常常陷入各種的假設裡面
[00:15:48.000 --> 00:15:50.000]  很多時候我們要做一些決定
[00:15:50.000 --> 00:15:53.000]  或者要逼人家做同樣的決定
[00:15:53.000 --> 00:15:57.000]  我們沒有去想一想我們假設了什麼
[00:15:57.000 --> 00:15:59.000]  一定要這麼做嗎
[00:15:59.000 --> 00:16:01.000]  才對嗎
[00:16:01.000 --> 00:16:02.000]  到底是怎樣
[00:16:02.000 --> 00:16:03.000]  當然我們要回到真理
[00:16:03.000 --> 00:16:07.000]  我們要回到一種的溝通
[00:16:07.000 --> 00:16:11.000]  但是我們千萬千萬不要好像這裡約翰的門徒一樣
[00:16:11.000 --> 00:16:13.000]  他們在這裡他們假設了
[00:16:13.000 --> 00:16:15.000]  他們假設了什麼呢
[00:16:15.000 --> 00:16:19.000]  耶穌的門徒要進食才是對的
[00:16:19.000 --> 00:16:23.000]  因為整個大環境
[00:16:23.000 --> 00:16:26.000]  令他們覺得這才是進錢
[00:16:26.000 --> 00:16:27.000]  弟兄姐妹
[00:16:27.000 --> 00:16:29.000]  在這個時候我想問你
[00:16:29.000 --> 00:16:32.000]  在你跟其他人的人際關係裡面
[00:16:32.000 --> 00:16:35.000]  有沒有產生任何的衝突
[00:16:35.000 --> 00:16:38.000]  而你堅持的事情
[00:16:38.000 --> 00:16:39.000]  背後的原因
[00:16:39.000 --> 00:16:42.000]  你有沒有停一停去想一想
[00:16:42.000 --> 00:16:44.000]  你做了什麼假設呢
[00:16:44.000 --> 00:16:48.000]  你是不是假設對方看的事情就不準確呢
[00:16:48.000 --> 00:16:50.000]  還是不理解呢
[00:16:50.000 --> 00:16:54.000]  還是你站在一個道德的高地
[00:16:54.000 --> 00:16:57.000]  去把對方覺得他不夠進錢呢
[00:16:57.000 --> 00:16:58.000]  我們要小心
