
[00:00:00.000 --> 00:00:11.480]  大家好,我是Conti,今年第二年在港福堂服侍
[00:02:22.480 --> 00:02:29.480]  原來我們核心最親密的應該就是這一些,和你最近的
[00:02:29.480 --> 00:02:34.480]  我們身邊可能還有一些good friends, dependable friends
[00:02:34.480 --> 00:02:39.480]  有好朋友、同學,你們可以一起去玩
[00:02:39.480 --> 00:02:45.480]  第三個圖出一點,acquaintances,我們認識的人
[00:02:45.480 --> 00:02:51.480]  可能同校認識很多不同的人,但是見到朋友又未見
[00:02:51.480 --> 00:02:56.480]  再出possibilities,或者寫著beware of dangerous zone
[00:02:56.480 --> 00:02:59.480]  其實也是剛才那些strangers
[00:02:59.480 --> 00:03:05.480]  另外有兩個箭咀,左邊downward或者inward
[00:03:05.480 --> 00:03:09.480]  右邊向裡面的,其實就是代表原先不認識的
[00:03:09.480 --> 00:03:15.480]  慢慢認識,做了朋友了,可以更親密地說多一點心事
[00:03:15.480 --> 00:03:20.480]  另一邊箱也是移動,有時候你和他很親密的小時候
[00:03:20.480 --> 00:03:25.480]  到之後可能轉校,或者其他原因,你慢慢疏遠了
[00:03:25.480 --> 00:03:30.480]  右邊其實不用看,右邊是一個reference
[00:03:30.480 --> 00:03:35.480]  你自己回家也可以試試畫畫圖
[00:03:35.480 --> 00:03:40.480]  右邊的圖,intimacy,中間就是me,我自己
[00:03:40.480 --> 00:03:44.480]  那個人是把媽媽放在很近的位置
[00:03:44.480 --> 00:03:48.480]  有什麼心事都可以和媽媽說
[00:03:48.480 --> 00:03:52.480]  另外還有good friends,mary和見不到的那個
[00:03:52.480 --> 00:03:57.480]  我們再看下一張
[00:03:57.480 --> 00:04:00.480]  我不知道你的圖是怎樣
[00:04:00.480 --> 00:04:05.480]  有些人的圖有很多人,很多點點,有些人就比較少一點
[00:04:05.480 --> 00:04:11.480]  但其實重點不是在數量,不是在quantity,而是在quality
[00:04:11.480 --> 00:04:16.480]  重點是我們原生有某一兩個很親密而真實的關係
[00:04:16.480 --> 00:04:20.480]  今天我們會一起看耶穌遇到的兩個人
[00:04:20.480 --> 00:04:23.480]  他們的生命各自遇到不同的問題
[00:04:23.480 --> 00:04:28.480]  而他們的人際關係圖和剛才的圖完全不一樣
[00:04:28.480 --> 00:04:32.480]  我等一下會先從文學的角度去看這段經文
[00:04:32.480 --> 00:04:36.480]  嘗試找出聖經作者想要表達的重點
[00:04:36.480 --> 00:04:40.480]  然後我們再學習將經文應用在日常生活中
[00:04:40.480 --> 00:04:43.480]  我們一起禱告吧
[00:04:43.480 --> 00:04:46.480]  親愛的主耶穌,我們感謝祢
[00:04:46.480 --> 00:04:49.480]  在星期日的早上,我們可以一起來敬拜祢
[00:04:49.480 --> 00:04:54.480]  聆聽祢的話語,天父,我們將以下時間恭敬的交上
[00:04:54.480 --> 00:04:58.480]  求祢親自透過祢的經文跟我們說話
[00:04:58.480 --> 00:05:02.480]  讓我們專心一意的去親近祢,尋求祢
[00:05:02.480 --> 00:05:05.480]  多謝祢,看我們同心在祢面前禱告
[00:05:05.480 --> 00:05:08.480]  禱告奉主名求,阿門
[00:05:08.480 --> 00:05:11.480]  以下是我們看經文的時間
[00:05:11.480 --> 00:05:15.480]  我要麻煩Carrie Ma幫我讀出,謝謝
[00:05:15.480 --> 00:05:18.480]  耶穌坐船由渡渡那邊去
[00:05:18.480 --> 00:05:21.480]  就有許多人到他那裡聚集
[00:05:21.480 --> 00:05:26.480]  他正在海邊上,有一個管會堂的人名叫艾魯
[00:05:26.480 --> 00:05:29.480]  來見耶穌,就伏伏在他腳前
[00:05:29.480 --> 00:05:32.480]  他在三地求祂,說:
[00:05:32.480 --> 00:05:36.480]  我的小女兒快要死了,求祢去按手在她身上
[00:05:36.480 --> 00:05:39.480]  使她痊癒得已活了
[00:05:39.480 --> 00:05:44.480]  耶穌就和他同去,有許多人跟隨,擁擠他
[00:05:44.480 --> 00:05:47.480]  有一個女人患了十二年的血流
[00:05:47.480 --> 00:05:50.480]  在好些醫生手裡受了許多的苦
[00:05:50.480 --> 00:05:54.480]  又花盡了她所有的一點也不見好
[00:05:54.480 --> 00:05:57.480]  病勢反倒更重了
[00:05:57.480 --> 00:06:00.480]  她聽見耶穌的事,就從後頭來
[00:06:00.480 --> 00:06:04.480]  站在眾人中間摸耶穌的衣裳
[00:06:04.480 --> 00:06:08.480]  意思說,我只摸他的衣裳,就必痊癒
[00:06:08.480 --> 00:06:11.480]  於是她血流的源頭立刻乾了
[00:06:11.480 --> 00:06:14.480]  她便覺得身上的災病好了
[00:06:14.480 --> 00:06:18.480]  耶穌頓時心裡覺得有能力從自己身上出去
[00:06:18.480 --> 00:06:21.480]  就在眾人中間轉過來,說:
[00:06:21.480 --> 00:06:25.480]  誰摸我的衣裳?門徒對她說:
[00:06:25.480 --> 00:06:28.480]  你看眾人擠擁你,還說誰摸我嗎?
[00:06:28.480 --> 00:06:32.480]  耶穌周圍觀看,要見做這事的女人
[00:06:32.480 --> 00:06:36.480]  那女人知道在自己身上所成的事
[00:06:36.480 --> 00:06:40.480]  就恐懼、震驚,來伏伏在耶穌跟前
[00:06:40.480 --> 00:06:43.480]  將實情全告訴她
[00:06:43.480 --> 00:06:47.480]  耶穌對她說:兒女,你的信救了你
[00:06:47.480 --> 00:06:51.480]  平平安安地回去吧,你的災病痊癒了
[00:06:51.480 --> 00:06:53.480]  謝謝Karen
[00:06:53.480 --> 00:06:56.480]  今天要和大家分享的是
[00:06:56.480 --> 00:06:59.480]  捱腦和壞血流女人的故事
[00:06:59.480 --> 00:07:02.480]  如果大家留意一下經文的結構
[00:07:02.480 --> 00:07:06.480]  我們會發現作者用了著名的三文字結構
[00:07:06.480 --> 00:07:12.480]  先說捱腦,中間插入血流婦人的情節
[00:07:12.480 --> 00:07:15.480]  最後再回到捱腦和她的女兒
[00:07:15.480 --> 00:07:17.480]  不過因為時間關係
[00:07:17.480 --> 00:07:20.480]  我們剛才只讀了前面的捱腦
[00:07:20.480 --> 00:07:22.480]  和中間的壞血流女人
[00:07:22.480 --> 00:07:24.480]  至於捱腦的女兒
[00:07:24.480 --> 00:07:26.480]  我們看看之後有沒有機會再講續集
[00:07:26.480 --> 00:07:29.480]  我們回到經文看
[00:07:29.480 --> 00:07:34.480]  話說耶穌坐船去到加利利湖的另一邊
[00:07:34.480 --> 00:07:36.480]  當耶穌一落船的時候
[00:07:36.480 --> 00:07:38.480]  就有很多人去那裡聚集
[00:07:38.480 --> 00:07:41.480]  然後有一個管會堂的刑人
[00:07:41.480 --> 00:07:43.480]  即是類似今天打理教會的人
[00:07:43.480 --> 00:07:46.480]  叫做捱腦,你見耶穌
[00:07:46.480 --> 00:07:49.480]  他不理自己的身份,不理自己的地位
[00:07:49.480 --> 00:07:51.480]  也不理別人的眼光
[00:07:51.480 --> 00:07:53.480]  因著求醫心切
[00:07:53.480 --> 00:07:56.480]  他就俯伏,趴在耶穌的腳前
[00:07:56.480 --> 00:08:00.480]  再三地求他:我的女兒快要死了
[00:08:00.480 --> 00:08:02.480]  求你按手去她身上
[00:08:02.480 --> 00:08:05.480]  她就會好起來,就會活了
[00:08:05.480 --> 00:08:08.480]  然後聖經記載
[00:08:08.480 --> 00:08:11.480]  耶穌就答應了他,和他同去
[00:08:11.480 --> 00:08:15.480]  而且有超級多人跟隨和擁擠他
[00:08:15.480 --> 00:08:19.480]  當作是走花絮,很多人,很擠迫
[00:08:19.480 --> 00:08:23.480]  殊不知在救人的路上就殺出一段插曲
[00:08:23.480 --> 00:08:27.480]  他們遇到一個人阻擋他們前路
[00:08:27.480 --> 00:08:33.480]  他是誰呢?他就是我們今天故事的第二個主角
[00:08:33.480 --> 00:08:36.480]  我們一起看看聖經怎樣說
[00:08:36.480 --> 00:08:38.480]  可以看下一章
[00:08:38.480 --> 00:08:45.480]  有一個女人,她患了十二年的血流
[00:08:45.480 --> 00:08:48.480]  在醫生手裡受了許多的苦
[00:08:48.480 --> 00:08:52.480]  她花盡了她所有,一點也不見好
[00:08:52.480 --> 00:08:54.480]  病勢反而更重了
[00:08:54.480 --> 00:08:59.480]  她聽見耶穌的事,就從後來集中在眾人中間摸耶穌的衣裳
[00:08:59.480 --> 00:09:03.480]  她心裡想,我只需要摸他的衣裳就必全如了
[00:09:03.480 --> 00:09:09.480]  在第25到28節,聖經作者其實一直用竇豪一句到尾
[00:09:09.480 --> 00:09:14.480]  花了整整七句修昔的短句去形容這個女人
[00:09:14.480 --> 00:09:18.480]  這個不潔淨,沒人理,沒人想碰,整天藏自己
[00:09:18.480 --> 00:09:21.480]  怕阻礙到人,沒朋友,被人鞭連法的女人
[00:09:21.480 --> 00:09:24.480]  很長,矮佬呢?
[00:09:24.480 --> 00:09:30.480]  聖經只用了兩句,她是管會堂的,她叫做矮佬
[00:09:30.480 --> 00:09:33.480]  除此之外,也沒什麼其他東西
[00:09:33.480 --> 00:09:38.480]  相較之下,作者馬可花了大量的筆墨去形容這個女人
[00:09:38.480 --> 00:09:41.480]  可能剛才我講得太快了,我們再看多一次
[00:09:41.480 --> 00:09:45.480]  究竟聖經真是怎樣去形容這個女人呢?
[00:09:45.480 --> 00:09:52.480]  第一,她患了12年的血流,指的是一段很長的時間
[00:09:52.480 --> 00:09:56.480]  她被人隔離了12年,而不是14天
[00:09:56.480 --> 00:10:01.480]  第二,她在醫生手裡受了很多的苦
[00:10:01.480 --> 00:10:05.480]  她試過很多個醫生,沒有人可以治好她,她受了很多苦
[00:10:05.480 --> 00:10:09.480]  第三,她花盡了她所有的
[00:10:09.480 --> 00:10:13.480]  可能她本身有些錢,那時候才可以看醫生
[00:10:13.480 --> 00:10:16.480]  但她唯一的依靠,那些錢都花光了
[00:10:16.480 --> 00:10:19.480]  第四,她一點也不健康
[00:10:19.480 --> 00:10:22.480]  第五,病勢反倒更重了
[00:10:22.480 --> 00:10:28.480]  即是她去到絕路了,她沒錢,沒朋友,沒健康,沒生意,沒辦法了
[00:10:28.480 --> 00:10:31.480]  不過轉捩點就在第六句
[00:10:31.480 --> 00:10:36.480]  她聽見耶穌的笑話,就決定在後途來
[00:10:36.480 --> 00:10:39.480]  參集在眾人中間,摸耶穌的衣裳
[00:10:39.480 --> 00:10:44.480]  心裡想,我只要摸一下他的衣裳,就會好了
[00:10:44.480 --> 00:10:48.480]  這反應,她其實一點也不想引起其他人的注意
[00:10:48.480 --> 00:10:52.480]  她心裡只有一件事,一個任務
[00:10:52.480 --> 00:10:55.480]  就是摸一下耶穌的衣裳,就行了
[00:10:55.480 --> 00:11:00.480]  她心裡想,摸一下就可以了,摸完我馬上走
[00:11:00.480 --> 00:11:05.480]  因為如果她被人發現,她不潔淨,她去摸別人,她是明知故犯
[00:11:05.480 --> 00:11:09.480]  一定會被人罵得七彩,甚至打死
[00:11:09.480 --> 00:11:12.480]  在利美記這樣記載
[00:11:12.480 --> 00:11:19.480]  一個患血流的人,坐過的椅子,睡過的床,都會由潔淨變成不潔淨
[00:11:19.480 --> 00:11:25.480]  換言之,一個患血流的人,是會將他的不潔淨傳染給其他人
[00:11:25.480 --> 00:11:30.480]  所以按戒命來說,他必須要隔離,遠離所有的人
[00:11:30.480 --> 00:11:37.480]  他十二年內,一直乖乖聽話,隔離了足足十二年
[00:11:37.480 --> 00:11:44.480]  但是此時此刻,這個不潔淨的女人,她什麼戒條,什麼規條都不管了
[00:11:44.480 --> 00:11:47.480]  她只想治好
[00:11:47.480 --> 00:11:56.480]  聖經說,她聽見耶穌的事,就從後來,站在眾人中間,摸耶穌的衣裳
[00:11:56.480 --> 00:12:03.480]  結果,她痊癒了,她真的痊癒了
[00:12:03.480 --> 00:12:06.480]  十二年的災病,一下子就痊癒了
[00:12:06.480 --> 00:12:12.480]  聖經甚至說,她血流的源頭立黑光了,即是根本地好了
[00:12:12.480 --> 00:12:15.480]  而她也感受到,相信她的災病完全痊癒了
[00:12:15.480 --> 00:12:22.480]  與此同時,耶穌頓時覺得,心裡有能力,在自己身上走了出去
[00:12:22.480 --> 00:12:30.480]  所以,耶穌立即在眾人中間轉身,問:誰摸我的衣裳?
[00:12:30.480 --> 00:12:37.480]  門徒說:你看,這麼多人逼著你,擁擠你,你還問誰摸我?
[00:12:37.480 --> 00:12:42.480]  其實,以當時的情景來說,耶穌的舉動真的很奇怪
[00:12:42.480 --> 00:12:47.480]  祂身邊全部都是人,門徒又不是G4幫祂開路
[00:12:47.480 --> 00:12:51.480]  有人碰到祂,撞到祂,很正常
[00:12:51.480 --> 00:12:58.480]  不過,其實耶穌問的是:誰摸我的衣裳?而不是誰摸我?
[00:12:58.480 --> 00:13:03.480]  表明耶穌知道自己有能力流出去之外
[00:13:03.480 --> 00:13:09.480]  祂還清楚知道有人刻意地去摸祂的衣裳,以致有能力流出去
[00:13:09.480 --> 00:13:14.480]  所以,耶穌不是問:誰摸到我?誰批詐我?
[00:13:14.480 --> 00:13:18.480]  而是祂真的要找出這個摸祂衣裳的女人
[00:13:18.480 --> 00:13:24.480]  甚至停下來,周圍觀看,要見做這事的女人
[00:13:24.480 --> 00:13:31.480]  祂很堅持,祂周圍觀看,希望做這件事的女人會自首
[00:13:31.480 --> 00:13:36.480]  終於,那個女人知道自己不能躲了,就恐懼戰驚
[00:13:36.480 --> 00:13:41.480]  伏伏在耶穌的筋前,將實情完完全全地說出來
[00:13:41.480 --> 00:13:47.480]  明明任務完成了,但是這個女人卻不能全身而退
[00:13:47.480 --> 00:13:52.480]  反之,她一下子成為眾人的焦點,被光明化了
[00:13:52.480 --> 00:13:56.480]  還記不記得,本身有一大群人擁擠著耶穌嗎?
[00:13:56.480 --> 00:14:00.480]  這裡聖經沒有記載那群人的群眾反應
[00:14:00.480 --> 00:14:03.480]  但我相信他們是非常震驚
[00:14:03.480 --> 00:14:08.480]  當他們一聽到,說祂是壞血流的,應該立即向後退幾步
[00:14:08.480 --> 00:14:14.480]  甚至可能下一張方向,甚至可能罵祂說:你這個自私鬼!你這個害人精!
[00:14:14.480 --> 00:14:19.480]  明知道自己病了,不潔淨,卻混在人群當中
[00:14:19.480 --> 00:14:25.480]  還要主動伸手去摸耶穌,哇!不過耶穌沒有罵他
[00:14:25.480 --> 00:14:30.480]  也沒有顛覆,成為聖潔,祂是溫柔地跟他說
[00:14:30.480 --> 00:14:36.480]  女兒,你的信救了你,平平安安地回去吧
[00:14:36.480 --> 00:14:39.480]  你的災病已全了了
[00:14:39.480 --> 00:14:44.480]  故事還未結束,但今天最想跟大家思考的是
[00:14:44.480 --> 00:14:47.480]  這段經文帶給我們甚麼訊息?
[00:14:47.480 --> 00:14:52.480]  固然,從牙佬和女人的角度去看
[00:14:52.480 --> 00:14:56.480]  我們一定會說,哇!他們很有信心
[00:14:56.480 --> 00:14:59.480]  憑著信他們甚麼地位、甚麼界別,甚麼都不理
[00:14:59.480 --> 00:15:03.480]  就是要專心來到耶穌的庚前,求祂的幫助
[00:15:03.480 --> 00:15:09.480]  但從耶穌的角度來看,我認為其中一個很大的疑問就是
[00:15:09.480 --> 00:15:12.480]  耶穌為何要理會這個女人?
[00:15:12.480 --> 00:15:14.480]  耶穌為何非要把她找出來?
[00:15:14.480 --> 00:15:18.480]  其實那個患血流的女人,偷偷地摸他
[00:15:18.480 --> 00:15:22.480]  然後他的病康復,暗暗地離開
[00:15:22.480 --> 00:15:24.480]  那不就是皆大歡喜嗎?
[00:15:24.480 --> 00:15:30.480]  為何耶穌明明說時間要救人,硬是還要把她找出來呢?
[00:15:30.480 --> 00:15:34.480]  是否要她在眾人面前自首呢?
[00:15:34.480 --> 00:15:38.480]  不過我們又看不到耶穌要找她秋後算帳
[00:15:38.480 --> 00:15:41.480]  無論如何,我們可以肯定的是
[00:15:41.480 --> 00:15:44.480]  耶穌這樣做,一定有祂的理由
[00:15:44.480 --> 00:15:49.480]  不過在這個時候,我們暫時先放下這些疑條
[00:15:49.480 --> 00:15:52.480]  我們看看接下來兩章的關係圖
[00:15:52.480 --> 00:15:59.480]  或者我們看完之後,可以更加理解解答剛才的問題
[00:15:59.480 --> 00:16:01.480]  我們先看第一章吧
[00:16:01.480 --> 00:16:06.480]  第一章,不知道你們看不看到,我有點忙
[00:16:06.480 --> 00:16:09.480]  而且很明顯就是我手滑
[00:16:09.480 --> 00:16:12.480]  第一章中心的位置是艾路
[00:16:12.480 --> 00:16:19.480]  還有整張畫中間有很多狗,可能不止
[00:16:19.480 --> 00:16:24.480]  艾路最中心、最核心、最親密的
[00:16:24.480 --> 00:16:28.480]  可能是他的家人,他很想女兒康復
[00:16:28.480 --> 00:16:35.480]  還有他的朋友,或者親戚、朋友
[00:16:35.480 --> 00:16:39.480]  Brothers and sisters at church,他們會堂的朋友
[00:16:39.480 --> 00:16:41.480]  或者村民等等
[00:16:41.480 --> 00:16:44.480]  總之他認識很多人,應該有很多朋友
[00:16:44.480 --> 00:16:47.480]  等等,你看到超級多的
[00:16:47.480 --> 00:16:51.480]  你想想第二章是誰呢?他的圖又會是怎樣呢?
[00:16:51.480 --> 00:16:56.480]  第二章是患血落的女人
[00:16:56.480 --> 00:16:59.480]  相比之下,明顯少很多
[00:16:59.480 --> 00:17:03.480]  還有他的狗在哪裡呢?全部都在外面
[00:17:03.480 --> 00:17:05.480]  那個beware danger zone的位置
[00:17:05.480 --> 00:17:08.480]  不止是strangers,可能看到他就說
[00:17:08.480 --> 00:17:10.480]  你走開一點,不要碰到我們
[00:17:10.480 --> 00:17:12.480]  可能是這樣的狀態
[00:17:12.480 --> 00:17:17.480]  中間核心的位置,你看不到是甚麼人
[00:17:17.480 --> 00:17:19.480]  或者我嘗試點一下
[00:17:19.480 --> 00:17:25.480]  或者他12年前沒事的時候,有些親戚、朋友
[00:17:25.480 --> 00:17:28.480]  或者寫他可能有認識不同的
[00:17:28.480 --> 00:17:31.480]  Dr. A、Dr. B、Dr. C都醫不了他
[00:17:31.480 --> 00:17:33.480]  但他們不算是他的朋友
[00:17:33.480 --> 00:17:35.480]  頂多是他認識的人
[00:17:35.480 --> 00:17:38.480]  或者祭司會檢查他是否有結症
[00:17:38.480 --> 00:17:40.480]  但他還是不結的
[00:17:40.480 --> 00:17:46.480]  原來當我們看回這兩個關係圖的時候
[00:17:46.480 --> 00:17:49.480]  我們就明白,這個患血落的女人
[00:17:49.480 --> 00:17:51.480]  不單單是身體上有毛病
[00:17:51.480 --> 00:17:54.480]  她的心理也出現狀況
[00:17:54.480 --> 00:17:57.480]  極需要被安慰、得到醫治
[00:17:57.480 --> 00:18:00.480]  血漏令她成為不結症
[00:18:00.480 --> 00:18:03.480]  令到所有人對她避之則吉
[00:18:03.480 --> 00:18:07.480]  她長年沒有朋友,內心極其孤單
[00:18:07.480 --> 00:18:09.480]  而且就算女生很乖
[00:18:09.480 --> 00:18:11.480]  她都不知道可以跟誰慶祝
[00:18:11.480 --> 00:18:13.480]  都沒有朋友
[00:18:13.480 --> 00:18:16.480]  所以跟人建立真正正正正常常的關係
[00:18:16.480 --> 00:18:18.480]  也不知道可以從何開始
[00:18:18.480 --> 00:18:22.480]  故此,我們有理由相信
[00:18:22.480 --> 00:18:25.480]  耶穌刻意地將她找出來
[00:18:25.480 --> 00:18:28.480]  還將她的故事說出來
[00:18:28.480 --> 00:18:31.480]  很可能是讓她心中得到醫治
[00:18:31.480 --> 00:18:34.480]  要她說出自己的故事
[00:18:34.480 --> 00:18:36.480]  要讓眾人認識
[00:18:36.480 --> 00:18:40.480]  並且接納一個一直被社會忽略遺棄的邊緣人
[00:18:40.480 --> 00:18:45.480]  要讓眾人知道神在這個女人身上所施行的神蹟
[00:18:45.480 --> 00:18:51.480]  血漏女人的人際關係因著病患而變得糟糕
[00:18:51.480 --> 00:18:56.480]  但因著耶穌,她的生命被扭轉,被改變
[00:18:56.480 --> 00:19:01.480]  她因著耶穌,她可以重新投入社會當中
[00:19:01.480 --> 00:19:06.480]  那你呢?你的人際關係,你的人生呢?
[00:19:06.480 --> 00:19:11.480]  關係是我們每一個人都需要的
[00:19:11.480 --> 00:19:16.480]  真實而深入的關係更加是我們夢寐以求
[00:19:16.480 --> 00:19:21.480]  但要求得真實而深入的關係,實在很難
[00:19:21.480 --> 00:19:26.480]  過去一年,我在講座中,在不同場合的對話中
[00:19:26.480 --> 00:19:29.480]  聽過至少有三個explorer跟我分享
[00:19:29.480 --> 00:19:33.480]  我覺得自己有很多朋友,希望有更多朋友
[00:19:33.480 --> 00:19:37.480]  真實的關係其實有什麼元素呢?
[00:19:37.480 --> 00:19:41.480]  我們如何與人建立真實而親密的關係呢?
[00:19:41.480 --> 00:19:45.480]  我認為這三點是不可或缺的
[00:19:45.480 --> 00:19:47.480]  麻煩下一張power slide
[00:19:47.480 --> 00:19:59.480]  第一個,be true,我們要真誠
[00:19:59.480 --> 00:20:04.480]  你不需要刻意遷就或迎合其他人
[00:20:04.480 --> 00:20:09.480]  另外,真誠是你可以在這段關係中表現出真我
[00:20:09.480 --> 00:20:11.480]  你做回你自己
[00:20:11.480 --> 00:20:16.480]  另外,真誠是你要真心對待對方
[00:20:16.480 --> 00:20:18.480]  真心想與他做朋友
[00:20:18.480 --> 00:20:21.480]  真心聆聽他,關心他
[00:20:21.480 --> 00:20:25.480]  第二點,acceptance,接納
[00:20:25.480 --> 00:20:30.480]  接納很重要,因為我們都很怕被人拒絕
[00:20:30.480 --> 00:20:33.480]  剛才我們說到,我們有時可能做不到自己
[00:20:33.480 --> 00:20:37.480]  最大的原因是我們很怕別人取笑我們
[00:20:37.480 --> 00:20:39.480]  怕別人不接納我們
[00:20:39.480 --> 00:20:41.480]  所以別人做什麼,我們就跟著做
[00:20:41.480 --> 00:20:43.480]  其實我們未必想做
[00:20:43.480 --> 00:20:49.480]  接納本身就是代表我們要接納其他人與我們不同
[00:20:49.480 --> 00:20:52.480]  如果一樣的話,其實我們不需要接納,對吧?
[00:20:52.480 --> 00:20:57.480]  第三,trust,信任
[00:20:57.480 --> 00:21:02.480]  在一段真實的關係中,你應該會覺得很安全
[00:21:02.480 --> 00:21:07.480]  你不需要擔心對方會不會突然不喜歡你、離開你或背叛你
[00:21:07.480 --> 00:21:11.480]  同樣地,無論發生任何事
[00:21:11.480 --> 00:21:16.480]  你都會在對方身邊支持他、陪伴他
[00:21:16.480 --> 00:21:22.480]  說了這麼多,可能你們以為我真的是一個人際關係的大師
[00:21:22.480 --> 00:21:27.480]  不過,其實我在人際關係中碰過很多釘
[00:21:27.480 --> 00:21:30.480]  當中學習都是有血有淚
[00:21:30.480 --> 00:21:34.480]  讓我和你們分享以下的片段
[00:21:34.480 --> 00:21:40.480]  小時候,我很虔誠,不太懂得看人面色
[00:21:40.480 --> 00:21:46.480]  初中的時候,因為會搞別人,上課的時候又會搞隔離位
[00:21:46.480 --> 00:21:48.480]  所以同學都不太喜歡我
[00:21:48.480 --> 00:21:53.480]  我經常被同學杯葛、欺負等等
[00:21:53.480 --> 00:21:58.480]  到高中的時候,情況就完全不同了
[00:21:58.480 --> 00:22:02.480]  我參加很多不同的課外活動、Club,可以展示一些照片
[00:22:02.480 --> 00:22:07.480]  Choir,Drama,學生會,Private等等
[00:22:07.480 --> 00:22:09.480]  什麼都做過,什麼都試過
[00:22:09.480 --> 00:22:13.480]  當時為了建立自己的自信,和認識更多的人
[00:22:13.480 --> 00:22:17.480]  結果,我算是達到目標
[00:22:17.480 --> 00:22:22.480]  去到最高峰的時候,在六樓
[00:22:22.480 --> 00:22:28.480]  中午放飯的時候,和同學去餐廳買東西吃
[00:22:28.480 --> 00:22:34.480]  結果,六樓到地下,我每半層樓,不是一層樓
[00:22:34.480 --> 00:22:38.480]  就遇到一個我認識的人,又遇到朋友
[00:22:38.480 --> 00:22:44.480]  我朋友還和我說:你真的很誇張,你認識很多人
[00:22:44.480 --> 00:22:48.480]  當時的我,心裏面還沾沾自喜
[00:22:48.480 --> 00:22:53.480]  以為自己很厲害,人際關係很好,很多朋友,多得懂得飛
[00:22:53.480 --> 00:23:00.480]  去到大學,我住在宿舍,晚上大家最喜歡Pillow Talk
[00:23:00.480 --> 00:23:06.480]  當時,我和兩個身邊最好的朋友談天說地,天南地北
[00:23:06.480 --> 00:23:10.480]  突然間,我的朋友就和我說:
[00:23:10.480 --> 00:23:15.480]  Conte,為什麼你經常和我們說笑,說不同的東西
[00:23:15.480 --> 00:23:18.480]  但是你總是不說你自己呢?
[00:23:18.480 --> 00:23:22.480]  那一刻我呆了,我回答不了他
[00:23:22.480 --> 00:23:25.480]  因為我真的沒有說過我自己的事
[00:23:25.480 --> 00:23:28.480]  而且,突然間,我也不知道怎麼分享
[00:23:28.480 --> 00:23:34.480]  事後再檢討,才發現當時我自我保護的意識很強
[00:23:34.480 --> 00:23:38.480]  仍然沒有辦法放心和別人分享我自己的故事
[00:23:38.480 --> 00:23:43.480]  我很感謝我的姐妹,她讓我看到盲點
[00:23:43.480 --> 00:23:50.480]  當我學習真誠地分享自己,和其他人建立真實的關係的時候
[00:23:50.480 --> 00:23:55.480]  他們就能夠真正明白我,了解我的感受和需要
[00:23:55.480 --> 00:23:59.480]  而他們也願意分享他們的內心
[00:23:59.480 --> 00:24:02.480]  我們就可以彼此支持,結伴同行
[00:24:02.480 --> 00:24:09.480]  我們每天都會接觸和面對很多人,和很多很多人建立關係
[00:24:09.480 --> 00:24:14.480]  這些人可以是青瓶染水式的泛泛之交,毫無深度可言
