
[00:00:00.000 --> 00:00:02.660]  佑姐妹平安 復活節快樂
[00:01:20.320 --> 00:01:21.480]  就空墳墓
[00:01:21.480 --> 00:01:23.120]  然後墳墓是空的
[00:01:23.120 --> 00:01:28.400]  只是留下了把耶穌的身體包起來的裹屍布
[00:01:28.400 --> 00:01:33.640]  那麼有些人說他的屍體是不是被偷走了
[00:01:33.640 --> 00:01:37.200]  根本就無法站我們立場的
[00:01:37.200 --> 00:01:39.320]  最值錢的就是這個裹屍布
[00:01:39.320 --> 00:01:40.920]  竟然是留在這裏的
[00:01:40.920 --> 00:01:45.080]  那麼我們今天要一起來探討
[00:01:45.080 --> 00:01:46.760]  主耶穌基督的復活
[00:01:46.760 --> 00:01:49.480]  那麼主耶穌復活有什麼理據呢?
[00:01:49.480 --> 00:01:51.320]  我們大家都很熟悉了
[00:01:51.320 --> 00:01:54.160]  不過我也想趁這個復活節跟大家重溫一下
[00:01:54.160 --> 00:01:56.880]  我們已經很熟悉的理據了
[00:01:56.880 --> 00:01:58.680]  第一
[00:01:58.680 --> 00:02:01.400]  非基督徒的歷史學者
[00:02:01.400 --> 00:02:08.280]  他們也有記載耶穌到了這個世界上帶領門徒
[00:02:08.280 --> 00:02:10.800]  甚至記載他的死和復活
[00:02:10.800 --> 00:02:15.720]  包括羅馬學者約瑟夫
[00:02:15.720 --> 00:02:17.840]  還有猶太學者塔西圖
[00:02:17.840 --> 00:02:19.120]  我跟大家講過了
[00:02:19.120 --> 00:02:22.600]  塔西圖是以一個負面的角度來記載耶穌的
[00:02:22.600 --> 00:02:27.080]  他說耶穌是會行巫術的
[00:02:27.080 --> 00:02:33.400]  那麼他們以一個很負面的角度來行耶穌
[00:02:33.400 --> 00:02:37.640]  恰恰就證明了耶穌他能行神蹟
[00:02:37.640 --> 00:02:39.640]  他有行神蹟的能力
[00:02:39.640 --> 00:02:43.160]  第二就是空墳墓的證據
[00:02:43.160 --> 00:02:46.320]  這個墳墓是空的
[00:02:46.320 --> 00:02:49.040]  這個空的有什麼了不起呢?
[00:02:49.040 --> 00:02:51.040]  我們要想他的前後背景
[00:02:51.040 --> 00:02:52.640]  你就知道爲什麼了不起了
[00:02:52.640 --> 00:02:56.880]  因爲耶穌來到巴勒斯坦的時候
[00:02:56.880 --> 00:02:59.400]  來到猶大的時候
[00:02:59.400 --> 00:03:01.040]  掀起了很多轟動
[00:03:01.040 --> 00:03:02.880]  很多人跟隨他
[00:03:02.880 --> 00:03:04.800]  因爲他所講的道
[00:03:04.800 --> 00:03:07.200]  他叫人家要愛你的仇敵
[00:03:07.200 --> 00:03:09.320]  使人家有了新的啓發
[00:03:09.320 --> 00:03:11.160]  新的生命的反省
[00:03:11.160 --> 00:03:12.600]  他所做的事情
[00:03:12.600 --> 00:03:15.000]  沒有人敢去碰的麻風病人
[00:03:15.000 --> 00:03:17.840]  對當時候的猶太人來說是不接近的
[00:03:17.840 --> 00:03:19.280]  他出於憐憫的愛
[00:03:19.280 --> 00:03:20.120]  他去碰他們
[00:03:20.120 --> 00:03:21.560]  而且醫治他們
[00:03:21.560 --> 00:03:25.240]  他行的大能不只是能夠醫治麻風病人
[00:03:25.240 --> 00:03:26.680]  他還能醫治很多人
[00:03:26.680 --> 00:03:30.080]  所以很多人就一直跟着耶穌
[00:03:30.080 --> 00:03:32.320]  引起了耶路撒冷
[00:03:32.320 --> 00:03:36.240]  京城那些宗教領袖的妒忌跟轟動
[00:03:36.240 --> 00:03:37.800]  所以他們要設計害他
[00:03:37.800 --> 00:03:41.920]  但耶穌一早就不斷的跟門徒預言了一件事情
[00:03:41.920 --> 00:03:43.840]  我必被殺害
[00:03:43.840 --> 00:03:44.960]  我必被殺害
[00:03:44.960 --> 00:03:47.960]  然後我第三天覆活
[00:03:47.960 --> 00:03:50.440]  爲了證明我就是神的兒子
[00:03:50.440 --> 00:03:52.680]  我必被殺害第三天覆活
[00:03:52.680 --> 00:03:55.320]  所以他復不復活這件事情
[00:03:55.320 --> 00:03:59.160]  對當時候的那些宗教領袖有權柄的人來說
[00:03:59.160 --> 00:04:00.520]  非常的關鍵
[00:04:00.520 --> 00:04:02.640]  他們不能讓他復活
[00:04:02.640 --> 00:04:04.160]  他曾經死人復活過
[00:04:04.160 --> 00:04:07.600]  所以墳墓還特別去申請
[00:04:07.600 --> 00:04:09.880]  兵丁要來看守這個墳墓
[00:04:09.880 --> 00:04:12.040]  墳墓的石頭非常的大
[00:04:12.040 --> 00:04:14.760]  還要有兵丁看守住
[00:04:14.760 --> 00:04:17.880]  從來沒有人的墳墓需要有兵丁看守住的
[00:04:17.880 --> 00:04:20.160]  墳墓竟然是看守住的
[00:04:20.160 --> 00:04:24.880]  確保過了三天他都不復活
[00:04:24.880 --> 00:04:26.480]  因爲第三天他要復活
[00:04:26.480 --> 00:04:28.880]  他的預言又是那麼的精準
[00:04:28.880 --> 00:04:30.560]  說第三天覆活
[00:04:30.560 --> 00:04:31.920]  結果真的
[00:04:31.920 --> 00:04:33.920]  這個石頭被移開了
[00:04:33.920 --> 00:04:37.040]  竟然裏面沒有屍體
[00:04:37.040 --> 00:04:38.960]  那麼緊密看守
[00:04:38.960 --> 00:04:42.880]  而且無法反駁這件事情
[00:04:42.880 --> 00:04:45.840]  因爲當權者如果藏了他的身體
[00:04:45.840 --> 00:04:48.200]  根本就無法把他的身體拿出來
[00:04:48.200 --> 00:04:50.160]  證明他沒有復活
[00:04:50.160 --> 00:04:52.000]  第三是什麼呢
[00:04:52.000 --> 00:04:56.040]  他是多次顯現給很多人看見
[00:04:56.040 --> 00:04:57.960]  婦女 門徒
[00:04:57.960 --> 00:04:59.040]  當時500多人
[00:04:59.040 --> 00:05:02.000]  而且不是顯現一下子就不見
[00:05:02.000 --> 00:05:03.640]  長達40天
[00:05:03.640 --> 00:05:07.040]  而且當保羅還在寫書信的時候
[00:05:07.040 --> 00:05:08.880]  保羅到處傳福音的時候
[00:05:08.880 --> 00:05:12.320]  他寫這事情的時候他還說什麼呢
[00:05:12.320 --> 00:05:15.800]  有一半的人見過復活的耶穌的人
[00:05:15.800 --> 00:05:17.440]  現在還活着
[00:05:17.440 --> 00:05:19.760]  所以保羅的書信寫的時候
[00:05:19.760 --> 00:05:23.840]  沒有人出來反駁保羅
[00:05:23.840 --> 00:05:26.200]  然後我們還看到什麼呢
[00:05:26.200 --> 00:05:27.120]  第四
[00:05:27.120 --> 00:05:29.160]  門徒連死都不怕
[00:05:29.160 --> 00:05:31.520]  這些門徒本來是
[00:05:31.520 --> 00:05:33.680]  真的是萬念俱灰
[00:05:33.680 --> 00:05:36.680]  當他們跟的領袖突然間被人家抓了
[00:05:36.680 --> 00:05:38.360]  然後被釘死在石架
[00:05:38.360 --> 00:05:40.120]  他們本來是萬念俱灰的
[00:05:40.120 --> 00:05:42.720]  他們以爲這個領袖帶領他們
[00:05:42.720 --> 00:05:44.960]  是要推翻羅馬政府的
[00:05:44.960 --> 00:05:48.960]  是要推翻羅馬政府來使到以色列復國的
[00:05:48.960 --> 00:05:51.200]  怎麼知道這領袖被釘在石架
[00:05:51.200 --> 00:05:53.880]  他們萬念俱灰
[00:05:53.880 --> 00:05:55.720]  還怎麼樣呢
[00:05:55.720 --> 00:05:57.280]  還躲起來
[00:05:57.280 --> 00:05:59.280]  結果呢
[00:05:59.280 --> 00:06:02.200]  短短的時間裏面他們竟然每個人
[00:06:02.200 --> 00:06:03.280]  連死都不怕了
[00:06:03.280 --> 00:06:05.440]  到處去跟人家說什麼呢
[00:06:05.440 --> 00:06:06.560]  悔改吧
[00:06:06.560 --> 00:06:08.320]  不要再犯罪了
[00:06:08.320 --> 00:06:09.560]  耶穌真的復活了
[00:06:09.560 --> 00:06:11.960]  祂真是神的兒子
[00:06:11.960 --> 00:06:13.200]  連死都怕
[00:06:13.200 --> 00:06:14.480]  被人家威脅什麼呢
[00:06:14.480 --> 00:06:16.680]  你再講我就打你
[00:06:16.680 --> 00:06:19.720]  你再講我就把你關進監牢裏
[00:06:19.720 --> 00:06:20.640]  都沒有用
[00:06:20.640 --> 00:06:23.000]  結果他們就抓了一個來殺頭
[00:06:23.000 --> 00:06:24.120]  真的殺頭了
[00:06:24.120 --> 00:06:26.760]  你們再講就像他的下場一樣
[00:06:26.760 --> 00:06:27.880]  沒有用
[00:06:27.880 --> 00:06:30.360]  這些人繼續的講
[00:06:30.360 --> 00:06:31.800]  悔改吧
[00:06:31.800 --> 00:06:33.680]  耶穌真的復活了
[00:06:33.680 --> 00:06:35.920]  只有一個合理的原因
[00:06:35.920 --> 00:06:39.600]  死到十幾個人連死都不怕
[00:06:39.600 --> 00:06:41.240]  而且無利可圖
[00:06:41.240 --> 00:06:43.320]  就是想講一件事情
[00:06:43.320 --> 00:06:45.000]  請你悔改吧
[00:06:45.000 --> 00:06:46.800]  不要再犯罪了
[00:06:46.800 --> 00:06:49.680]  耶穌已經從死裏復活了
[00:06:49.680 --> 00:06:53.160]  所以彼得、雅各、約翰還有其他門徒
[00:06:53.160 --> 00:06:55.400]  到死都見證主復活
[00:06:55.400 --> 00:06:56.640]  第五
[00:06:56.640 --> 00:07:00.280]  本來是仇敵也願意爲耶穌犧牲
[00:07:00.280 --> 00:07:02.200]  本來是仇敵
[00:07:02.200 --> 00:07:04.480]  本來是說你們這些人
[00:07:04.480 --> 00:07:07.000]  說什麼耶穌是神的兒子
[00:07:07.000 --> 00:07:08.360]  說什麼是基督徒
[00:07:08.360 --> 00:07:11.320]  我要把你們全部抓起來
[00:07:11.320 --> 00:07:13.640]  就是保羅
[00:07:13.640 --> 00:07:16.280]  猶太中的法利塞人
[00:07:16.280 --> 00:07:21.160]  他爲了維護猶太教
[00:07:21.160 --> 00:07:23.800]  不準讓人家越來越多人相信
[00:07:23.800 --> 00:07:26.200]  耶穌就是復活的基督
[00:07:26.200 --> 00:07:28.400]  他到處去抓基督徒
[00:07:28.400 --> 00:07:29.520]  到處去抓基督徒
[00:07:29.520 --> 00:07:31.360]  要把基督徒關起來
[00:07:31.360 --> 00:07:33.560]  然後怎樣呢
[00:07:33.560 --> 00:07:37.680]  他都自己遇見了耶穌
[00:07:37.680 --> 00:07:39.920]  復活後的耶穌之後就怎樣了
[00:07:39.920 --> 00:07:44.640]  徹底改變爲耶穌犧牲在所不惜
[00:07:44.640 --> 00:07:46.800]  連他的性命都可以賠上去
[00:07:46.800 --> 00:07:50.240]  就是要到處去跟人家傳講耶穌基督
[00:07:50.240 --> 00:07:51.640]  所以耶穌復活的理據
[00:07:51.640 --> 00:07:54.000]  我們做基督徒的已經很熟悉了
[00:07:54.000 --> 00:07:57.080]  趁復活節的今天我們再重溫一次
[00:07:57.080 --> 00:07:58.680]  讓我們清清楚楚知道
[00:07:58.680 --> 00:08:03.120]  主耶穌的復活是有根有據的
[00:08:03.120 --> 00:08:08.120]  然後耶穌的復活帶給我們人類什麼盼望呢
[00:08:08.120 --> 00:08:09.000]  很大的盼望
[00:08:09.000 --> 00:08:10.920]  我要感謝讚美神
[00:08:10.920 --> 00:08:14.160]  如果你還不知道你的信仰帶給你這麼大的盼望
[00:08:14.160 --> 00:08:17.720]  讓我們一起好好地思想來感謝我們的神
[00:08:17.720 --> 00:08:18.840]  第一
[00:08:18.840 --> 00:08:23.640]  祂帶給我們永生的盼望
[00:08:23.640 --> 00:08:26.920]  當你明白什麼叫真正的平安的喜樂的時候
[00:08:26.920 --> 00:08:29.840]  你就珍惜這生命的可貴
[00:08:29.840 --> 00:08:31.720]  這生命的可貴
[00:08:31.720 --> 00:08:34.400]  當你明白這喜樂跟朋友在一起
[00:08:34.400 --> 00:08:37.160]  跟家人在一起那種那份愛的時候
[00:08:37.160 --> 00:08:39.040]  那種的生命的可貴
[00:08:39.040 --> 00:08:40.680]  你愛
[00:08:40.680 --> 00:08:41.680]  你願意
[00:08:41.680 --> 00:08:43.240]  這個生命多寶貴
[00:08:43.240 --> 00:08:45.760]  你就知道如果能夠有永生
[00:08:45.760 --> 00:08:47.880]  是何等的美好
[00:08:47.880 --> 00:08:48.920]  是永生的盼望
[00:08:48.920 --> 00:08:51.800]  是帶給我們真正的永恒生命的盼望
[00:08:51.800 --> 00:08:52.560]  第二
[00:08:52.560 --> 00:08:55.560]  祂帶給我們罪得赦免的盼望
[00:08:55.560 --> 00:08:58.720]  因爲耶穌基督已經復活了
[00:08:58.720 --> 00:09:00.680]  祂已經戰勝了死亡
[00:09:00.680 --> 00:09:03.480]  戰勝了一切
[00:09:03.480 --> 00:09:04.760]  因爲罪的緣故
[00:09:04.760 --> 00:09:07.160]  我們不能夠得到永生的原因
[00:09:07.160 --> 00:09:08.520]  祂戰勝了
[00:09:08.520 --> 00:09:09.800]  使得我們的罪
[00:09:09.800 --> 00:09:13.080]  因着勝過死亡的耶穌基督
[00:09:13.080 --> 00:09:16.440]  已經還了人世間的罪債
[00:09:16.440 --> 00:09:23.560]  撒旦魔鬼不能夠再以這個來控訴那些有罪的人
[00:09:23.560 --> 00:09:25.200]  因爲罪已經被赦免了
[00:09:25.200 --> 00:09:28.000]  撒旦本來可以因爲人的罪沒有被赦免
[00:09:28.000 --> 00:09:29.120]  就怎麼樣呢
[00:09:29.120 --> 00:09:33.720]  跟上帝說這些人其實是不能夠有永生的
[00:09:33.720 --> 00:09:35.080]  他們都應該下地獄
[00:09:35.080 --> 00:09:36.120]  爲什麼呢
[00:09:36.120 --> 00:09:37.960]  因爲如果你讓他們永生
[00:09:37.960 --> 00:09:40.400]  你就是一個不公義的神
[00:09:40.400 --> 00:09:44.840]  撒旦不能夠在所有信耶穌的人身上再講這句話
[00:09:44.840 --> 00:09:48.400]  因爲耶穌已經爲他們還了這個罪債
[00:09:48.400 --> 00:09:49.920]  他復活了
[00:09:49.920 --> 00:09:50.680]  第三
[00:09:50.680 --> 00:09:53.720]  復活與榮耀身體的盼望
[00:09:53.720 --> 00:09:55.680]  上帝告訴我們
[00:09:55.680 --> 00:09:57.240]  當主再來的時候
[00:09:57.240 --> 00:09:59.200]  當我們被主接上去的時候
[00:09:59.200 --> 00:10:02.480]  我們的身體會變成一個新的身體
[00:10:02.480 --> 00:10:05.520]  榮耀的身體不再一樣了
[00:10:05.520 --> 00:10:10.240]  我年輕的時候根本就不會想到這有什麼可貴
[00:10:10.240 --> 00:10:12.280]  但是年紀慢慢大就發現
[00:10:12.280 --> 00:10:14.640]  有榮耀的身體多麼好
[00:10:14.640 --> 00:10:16.560]  可以繼續跑
[00:10:16.560 --> 00:10:18.000]  不會累
[00:10:18.000 --> 00:10:19.280]  跳
[00:10:19.280 --> 00:10:20.440]  不會痛
[00:10:20.440 --> 00:10:21.000]  對嗎
[00:10:21.000 --> 00:10:24.560]  早上起來也不會疼痛痠痛等等
[00:10:24.560 --> 00:10:27.280]  當我們人衰老的時候我們就會發現
[00:10:27.280 --> 00:10:29.440]  有健康的身體原來是財富
[00:10:29.440 --> 00:10:31.040]  對嗎
[00:10:31.040 --> 00:10:34.480]  家裏有老人家的弟兄姐妹更明白
[00:10:34.480 --> 00:10:37.440]  很有孝心的弟兄姐妹常常跟我說什麼呢
[00:10:37.440 --> 00:10:41.120]  我一定要趁我爸爸媽媽還能走還能動的時候
[00:10:41.120 --> 00:10:43.920]  帶他多一點出去走走玩玩
[00:10:43.920 --> 00:10:44.760]  對不對
[00:10:44.760 --> 00:10:47.960]  什麼叫做趁他還能走還能動的時候呢
[00:10:47.960 --> 00:10:49.640]  因爲就是我們知道
[00:10:49.640 --> 00:10:50.760]  有一天
[00:10:50.760 --> 00:10:53.960]  有錢有時間都不能夠出去玩
[00:10:53.960 --> 00:10:54.840]  對不對
[00:10:54.840 --> 00:10:58.680]  所以上帝給我們的盼望是
[00:10:58.680 --> 00:11:01.280]  復活的榮耀身體的盼望
[00:11:01.280 --> 00:11:03.440]  那麼我們當然聖經沒有講清楚
[00:11:03.440 --> 00:11:07.680]  到底我們復活的時候會在哪一個年齡的復活
[00:11:07.680 --> 00:11:11.000]  但是我們如果按着神學的邏輯性
[00:11:11.000 --> 00:11:12.280]  我們相信
[00:11:12.280 --> 00:11:16.040]  當我們復活的時候將是一個最完美的狀態
[00:11:16.040 --> 00:11:17.720]  最完美的狀態
[00:11:17.720 --> 00:11:19.640]  感謝讚美神給我們的盼望
[00:11:19.640 --> 00:11:24.400]  第四 神同在於勝過苦難的盼望
[00:11:24.400 --> 00:11:27.160]  因爲這個世界已經敗壞了
[00:11:27.160 --> 00:11:31.000]  因爲人的罪已經使這個世界充滿了許多的暴力
[00:11:31.000 --> 00:11:33.000]  許多的詭詐
[00:11:33.000 --> 00:11:35.000]  不管是你在身體上受的苦
[00:11:35.000 --> 00:11:36.680]  或者心靈上受的苦
[00:11:36.680 --> 00:11:40.120]  很多的不公義都在這世界上
[00:11:40.120 --> 00:11:43.240]  但是有一天這復活的盼望告訴我們
[00:11:43.240 --> 00:11:44.640]  如果主耶穌復活了
[00:11:44.640 --> 00:11:48.280]  他講的未來的審判也是真實的
[00:11:48.280 --> 00:11:52.840]  這審判要使一切不公義都要被消除
[00:11:52.840 --> 00:11:55.080]  犯罪的人逃不掉
[00:11:55.080 --> 00:11:59.560]  就算死了也要起來複活起來面對審判
[00:11:59.560 --> 00:12:02.800]  我們一心跟隨主的人
[00:12:02.800 --> 00:12:05.920]  就可以心靈得到平安
[00:12:05.920 --> 00:12:07.440]  我們遭受過的不公義
[00:12:07.440 --> 00:12:10.120]  可能在這一世也得不到追討
[00:12:10.120 --> 00:12:12.280]  但是上帝不會忘記
[00:12:12.280 --> 00:12:17.560]  所以耶穌的復活帶給我們神同在和勝過苦難的盼望
[00:12:17.560 --> 00:12:18.680]  第五
[00:12:18.680 --> 00:12:25.160]  還有新天新地與我們所愛的人重聚的盼望
[00:12:25.160 --> 00:12:28.520]  我們當中已經有一些弟兄姐妹的父母
[00:12:28.520 --> 00:12:30.440]  已經離開了我們
[00:12:30.440 --> 00:12:33.520]  但是因爲他們在主裏面有救恩
[00:12:33.520 --> 00:12:35.640]  我們知道真正的盼望就是
[00:12:35.640 --> 00:12:40.080]  我們能夠在天家跟他們相聚
[00:12:40.080 --> 00:12:41.880]  所以我們如果家人還健在的
[00:12:41.880 --> 00:12:44.960]  我們要儘量的跟他們傳福音
[00:12:44.960 --> 00:12:50.800]  那麼今天我們一起來看耶穌的犧牲和救贖
[00:12:50.800 --> 00:12:54.480]  讓我們一起同心禱告
[00:12:54.480 --> 00:12:59.880]  主耶穌我們感謝禰爲我們復活了
[00:12:59.880 --> 00:13:01.880]  戰勝了死亡
[00:13:01.880 --> 00:13:04.680]  叫一切願意信靠禰的人
[00:13:04.680 --> 00:13:06.080]  不致滅亡
[00:13:06.080 --> 00:13:08.040]  反而永生
[00:13:08.040 --> 00:13:12.480]  禰的復活有許多很強的歷史根據
[00:13:12.480 --> 00:13:15.160]  禰的復活帶給我們信心
[00:13:15.160 --> 00:13:16.440]  我們感謝禰
[00:13:16.440 --> 00:13:19.320]  感謝禰帶給我們一個不一樣的人生
[00:13:19.320 --> 00:13:21.320]  我們知道禰復活了
[00:13:21.320 --> 00:13:22.760]  我們有永生
[00:13:22.760 --> 00:13:25.840]  我們就不會在這個短暫的世界
[00:13:25.840 --> 00:13:27.120]  好像很迷茫
[00:13:27.120 --> 00:13:29.680]  不知道這麼辛苦是爲了什麼
[00:13:29.680 --> 00:13:31.280]  我們現在知道
[00:13:31.280 --> 00:13:32.640]  如果有永生
[00:13:32.640 --> 00:13:33.880]  我們這麼辛苦
[00:13:33.880 --> 00:13:36.120]  如果是爲了永生的事情
[00:13:36.120 --> 00:13:38.760]  我們肯定是活得非常有意義
[00:13:38.760 --> 00:13:39.440]  謝謝禰
[00:13:39.440 --> 00:13:43.000]  讓我們也能夠有一天跟我們所愛的人
[00:13:43.000 --> 00:13:45.040]  在天下相聚
[00:13:45.040 --> 00:13:48.800]  謝謝禰帶給我們這麼多的盼望
[00:13:48.800 --> 00:13:50.640]  我們感謝禰 讚美禰
[00:13:50.640 --> 00:13:52.000]  請禰幫助我們
[00:13:52.000 --> 00:13:53.520]  在今天的經文
[00:13:53.520 --> 00:13:58.400]  更去明白禰對我們的犧牲和救贖的大愛
[00:13:58.400 --> 00:14:00.880]  禱告奉主耶穌基督聖明祈求
[00:14:00.880 --> 00:14:03.000]  Amen
[00:14:03.000 --> 00:14:07.880]  在耶穌基督降世之前的七百多年前
[00:14:07.880 --> 00:14:10.240]  曾經有一個這樣的預言
[00:14:10.240 --> 00:14:11.000]  好多預言
[00:14:11.000 --> 00:14:13.680]  但是這一段預言跟復活節有關
[00:14:13.680 --> 00:14:15.560]  跟耶穌的犧牲有關
[00:14:15.560 --> 00:14:16.760]  跟祂的降世有關
[00:14:16.760 --> 00:14:19.480]  我們一起來看一下
[00:14:19.480 --> 00:14:20.520]  在以撒亞書
[00:14:20.520 --> 00:14:22.280]  以撒亞是一個先知
[00:14:22.280 --> 00:14:24.280]  主耶穌降生之前
[00:14:24.280 --> 00:14:26.640]  七百多年前來到這世界上
[00:14:26.640 --> 00:14:29.280]  祂就是出生在以色列
[00:14:29.280 --> 00:14:30.600]  以撒亞說什麼呢
[00:14:30.600 --> 00:14:32.920]  祂說我們都如羊走迷
[00:14:32.920 --> 00:14:35.120]  各人偏行幾路
[00:14:35.120 --> 00:14:39.080]  耶和華使我們衆人的罪孽都歸在祂身上
[00:14:39.080 --> 00:14:41.040]  耶穌的身上
[00:14:41.040 --> 00:14:43.400]  耶穌降生之前七百多年前
[00:14:43.400 --> 00:14:44.600]  先寫了這個
[00:14:44.600 --> 00:14:47.480]  我們如羊走迷
[00:14:47.480 --> 00:14:48.720]  因爲罪的緣故
[00:14:48.720 --> 00:14:51.920]  使到我們有一個自我
[00:14:51.920 --> 00:14:54.480]  不管是出於自我保護
[00:14:54.480 --> 00:14:56.400]  還是出於貪婪
[00:14:56.400 --> 00:14:57.760]  還是妒忌
[00:14:57.760 --> 00:14:59.120]  我們那個自我
[00:14:59.120 --> 00:15:03.000]  其實在破壞上帝給我們這個美好的人生
[00:15:03.000 --> 00:15:04.320]  美好的生命
[00:15:04.320 --> 00:15:05.400]  我們走迷了
[00:15:05.400 --> 00:15:06.120]  我們還不知道
[00:15:06.120 --> 00:15:07.960]  我們還以爲我們走正路
[00:15:07.960 --> 00:15:10.320]  一大羣羊走迷路了
[00:15:10.320 --> 00:15:12.520]  如羊走迷
[00:15:12.520 --> 00:15:14.360]  然後你看到
[00:15:14.360 --> 00:15:16.520]  在以撒亞書
[00:15:16.520 --> 00:15:17.720]  祂還說什麼呢
[00:15:17.720 --> 00:15:19.000]  祂被欺壓
[00:15:19.000 --> 00:15:21.920]  在受苦的時候卻不開口
[00:15:21.920 --> 00:15:22.920]  這讓我們想起
[00:15:22.920 --> 00:15:25.920]  耶穌在受審問的時候
[00:15:25.920 --> 00:15:28.400]  祂一直不出聲的
[00:15:28.400 --> 00:15:30.120]  搞到那個
[00:15:30.120 --> 00:15:34.960]  那個猶大的那個巡撫 比拉多什麼呢
[00:15:34.960 --> 00:15:38.320]  他說這麼多人
[00:15:38.320 --> 00:15:40.480]  給你這麼多的控訴
[00:15:40.480 --> 00:15:42.520]  難道你不一一的反駁嗎
[00:15:42.520 --> 00:15:45.040]  你難道一句話都不想說嗎
[00:15:45.040 --> 00:15:47.560]  耶穌不開口
[00:15:47.560 --> 00:15:49.400]  因爲他的目的
[00:15:49.400 --> 00:15:52.200]  就是要來送死的
[00:15:52.200 --> 00:15:54.360]  他就是要被處死的
[00:15:54.360 --> 00:15:55.960]  直到他問他一句話
[00:15:55.960 --> 00:15:59.120]  他就是要告訴所有人他的身份是什麼
[00:15:59.120 --> 00:16:03.360]  他說你是他們所說的基督嗎
[00:16:03.360 --> 00:16:06.880]  你是猶太人的王嗎
[00:16:06.880 --> 00:16:08.000]  耶穌說什麼呢
[00:16:08.000 --> 00:16:09.080]  他故意選這一點
[00:16:09.080 --> 00:16:10.360]  他就說你說的是
[00:16:10.360 --> 00:16:11.720]  他開口了
[00:16:11.720 --> 00:16:13.360]  他開口是爲了什麼呢
[00:16:13.360 --> 00:16:16.600]  爲了讓別人有機會抓到他這句話
[00:16:16.600 --> 00:16:19.280]  那你要上十字架
[00:16:19.280 --> 00:16:23.600]  他要完成他的目的是要受死的
[00:16:23.600 --> 00:16:27.040]  七百多年前就寫了
[00:16:27.040 --> 00:16:29.200]  受苦的時候卻不開口
[00:16:29.200 --> 00:16:32.600]  他像羊羔被牽到宰殺之地
[00:16:32.600 --> 00:16:39.880]  又像羊在剪毛的人手下無聲
[00:16:39.880 --> 00:16:42.000]  他也是這樣不開口
[00:16:42.000 --> 00:16:44.800]  因受欺壓和審判他被奪去
[00:16:44.800 --> 00:16:47.360]  至於他同事的人
[00:16:47.360 --> 00:16:48.960]  有誰會想過一件事情呢
[00:16:48.960 --> 00:16:51.960]  有誰會想到他受鞭打
[00:16:51.960 --> 00:16:54.440]  是因我百姓的罪過呢
[00:16:54.440 --> 00:16:57.160]  在活人之地被剪除
[00:16:57.160 --> 00:17:00.160]  當時沒有人想到耶穌的死
[00:17:00.160 --> 00:17:02.760]  耶穌的受苦是爲了我的百姓
[00:17:02.760 --> 00:17:08.320]  上帝說是爲了我的百姓的罪過
[00:17:08.320 --> 00:17:12.600]  耶穌降世前七百多年前說了這番預言
[00:17:12.600 --> 00:17:17.800]  所以約翰他就明白
[00:17:17.800 --> 00:17:20.680]  耶穌就是神的羔羊
[00:17:20.680 --> 00:17:22.000]  耶穌就是神的羔羊
[00:17:22.000 --> 00:17:24.200]  揹負世人的罪孽
[00:17:24.200 --> 00:17:26.200]  因爲在猶太人他們
