
[00:00:00.000 --> 00:00:04.480]  大型姐妹平安
[00:02:30.160 --> 00:02:33.200]  實在是一件非常美好的事
[00:02:33.200 --> 00:02:37.040]  但只不過在這個過程當中
[00:02:37.040 --> 00:02:38.400]  我們看到
[00:02:38.400 --> 00:02:41.760]  原來中間還夾了幾節經文
[00:02:41.760 --> 00:02:44.880]  告訴我們搏疫上帝的時候
[00:02:44.880 --> 00:02:47.600]  可以引致整代的人
[00:02:47.600 --> 00:02:51.600]  整個家族的滅亡
[00:02:51.600 --> 00:02:56.800]  究竟全民免疫可以怎樣做到呢
[00:02:56.800 --> 00:03:01.120]  我們看看今天的經文
[00:03:01.120 --> 00:03:04.800]  生命記錄章一至二十五節
[00:03:04.800 --> 00:03:07.840]  這裡說到摩西和以色列人說
[00:03:07.840 --> 00:03:10.080]  這是耶和華所吩咐你們的
[00:03:10.080 --> 00:03:12.080]  誡命律例典章
[00:03:12.080 --> 00:03:14.640]  你們將要過去得遺孽的地方
[00:03:14.640 --> 00:03:16.080]  你們要進行
[00:03:16.080 --> 00:03:17.920]  叫你的子子孫孫
[00:03:17.920 --> 00:03:19.760]  和你自己一生敬畏
[00:03:19.760 --> 00:03:21.520]  耶和華你的神
[00:03:21.520 --> 00:03:25.920]  若果你遵守這些律例典章的話
[00:03:25.920 --> 00:03:27.920]  你的日子可以長久
[00:03:27.920 --> 00:03:29.760]  你在那裡可以得福
[00:03:29.760 --> 00:03:31.840]  你的人數可以增加
[00:03:31.840 --> 00:03:39.120]  因為這是耶和華神所應許你的
[00:03:39.120 --> 00:03:42.960]  接著我們就要盡心盡性
[00:03:42.960 --> 00:03:46.000]  盡力去愛耶和華我們的神
[00:03:46.000 --> 00:03:49.040]  因為祂是我們獨一的主
[00:03:49.040 --> 00:03:52.080]  將神的話放在心上
[00:03:52.080 --> 00:03:55.600]  又要教訓我們的兒女
[00:03:55.600 --> 00:03:57.600]  教訓到一個地步
[00:03:57.600 --> 00:03:59.840]  無論在家裡
[00:03:59.840 --> 00:04:01.200]  在街上
[00:04:01.200 --> 00:04:02.640]  坐下起來
[00:04:02.640 --> 00:04:04.720]  都要談論
[00:04:04.720 --> 00:04:06.160]  戴在手上
[00:04:06.160 --> 00:04:10.080]  戴在額頭當中
[00:04:10.080 --> 00:04:12.400]  耶和華我們的神
[00:04:12.400 --> 00:04:15.200]  是領我們出埃及
[00:04:15.200 --> 00:04:17.760]  進到應許地的那一位
[00:04:17.760 --> 00:04:19.600]  他是阿伯拉罕的神
[00:04:19.600 --> 00:04:21.360]  以撒亞國的神
[00:04:21.360 --> 00:04:22.720]  他應許他們
[00:04:22.720 --> 00:04:24.960]  賜給他們的後裔
[00:04:24.960 --> 00:04:27.760]  迦南地永遠為業
[00:04:27.760 --> 00:04:30.640]  而迦南地那裡有城邑
[00:04:30.640 --> 00:04:33.680]  不是那些以色列人所建造
[00:04:33.680 --> 00:04:34.960]  有房屋
[00:04:34.960 --> 00:04:37.280]  裝滿各樣的美物
[00:04:37.280 --> 00:04:39.920]  不是他們所建造的
[00:04:39.920 --> 00:04:41.040]  有水井
[00:04:41.040 --> 00:04:42.640]  當然有水飲
[00:04:42.640 --> 00:04:43.600]  有葡萄園
[00:04:43.600 --> 00:04:45.120]  有橄欖園
[00:04:45.120 --> 00:04:47.840]  不是以色列人所栽種的
[00:04:47.840 --> 00:04:50.080]  但神說當你們吃得飽足的時候
[00:04:50.080 --> 00:04:51.600]  你們要謹慎
[00:04:51.600 --> 00:04:53.840]  免得你們忘記
[00:04:53.840 --> 00:04:56.400]  那一位將你從埃及
[00:04:56.400 --> 00:04:59.280]  遺老之家領出來的耶和華
[00:04:59.280 --> 00:05:02.240]  要敬畏他
[00:05:02.240 --> 00:05:04.800]  同時提醒以色列人
[00:05:04.800 --> 00:05:06.240]  不可以忘記
[00:05:06.240 --> 00:05:08.720]  也不可以忘記耶和華之餘
[00:05:08.720 --> 00:05:11.600]  更加不可以隨從別神
[00:05:11.600 --> 00:05:13.600]  好像四處的國民一樣
[00:05:13.600 --> 00:05:16.160]  來去拜不同的偶像
[00:05:16.160 --> 00:05:17.840]  因為如果你這樣做的話
[00:05:17.840 --> 00:05:20.240]  神的怒氣會向你發作
[00:05:20.240 --> 00:05:22.000]  使你除滅
[00:05:22.000 --> 00:05:24.400]  也不可以試探耶和華
[00:05:24.400 --> 00:05:25.760]  就好像昔日
[00:05:25.760 --> 00:05:27.760]  他們在曠野
[00:05:27.760 --> 00:05:29.280]  馬薩這個地方
[00:05:29.280 --> 00:05:32.800]  這樣去試探耶和華
[00:05:32.800 --> 00:05:35.760]  接著摩西再重申一次
[00:05:35.760 --> 00:05:37.600]  要遵行
[00:05:37.600 --> 00:05:40.080]  要遵守耶和華的誡命
[00:05:40.080 --> 00:05:41.920]  法道律例
[00:05:41.920 --> 00:05:44.400]  使你們可以得福
[00:05:44.400 --> 00:05:46.640]  不單止自己要遵行
[00:05:46.640 --> 00:05:49.200]  更加要告訴你的兒孫
[00:05:49.200 --> 00:05:51.120]  要遵行
[00:05:51.120 --> 00:05:52.880]  告訴你的兒孫
[00:05:52.880 --> 00:05:55.280]  我們曾經在法路那裡
[00:05:55.280 --> 00:05:57.040]  作過奴隸
[00:05:57.040 --> 00:05:59.440]  是耶和華用大能的手
[00:05:59.440 --> 00:06:02.240]  令我們離開埃及
[00:06:02.240 --> 00:06:04.240]  令我們進入
[00:06:04.240 --> 00:06:07.840]  神向列祖所應許的地
[00:06:07.840 --> 00:06:10.240]  如果我們願意遵行
[00:06:10.240 --> 00:06:13.200]  這一切的律法律例的話
[00:06:13.200 --> 00:06:18.080]  我們就嘗得好處
[00:06:18.080 --> 00:06:20.640]  大家都感覺到
[00:06:20.640 --> 00:06:23.440]  不斷告訴我們
[00:06:23.440 --> 00:06:24.720]  遵行神的律法
[00:06:24.720 --> 00:06:26.320]  遵行神的律法
[00:06:26.320 --> 00:06:29.200]  接著要教訓兒女遵行
[00:06:29.200 --> 00:06:31.760]  然後就可以怎樣
[00:06:31.760 --> 00:06:33.680]  就可以得福
[00:06:33.680 --> 00:06:36.480]  很簡單的一句說話
[00:06:36.480 --> 00:06:38.560]  這一句這麼簡單的說話
[00:06:38.560 --> 00:06:42.960]  的確是《新命紀》的神學
[00:06:42.960 --> 00:06:45.760]  在《新命紀》30章19節
[00:06:45.760 --> 00:06:47.840]  「今日呼天喚地的
[00:06:47.840 --> 00:06:49.680]  向你作見證
[00:06:49.680 --> 00:06:51.600]  我已將生與死
[00:06:51.600 --> 00:06:53.200]  祝福與奏坐
[00:06:53.200 --> 00:06:54.960]  擺在你的面前
[00:06:54.960 --> 00:06:57.200]  所以你要揀選生命
[00:06:57.200 --> 00:06:59.520]  好使你和你的後裔
[00:06:59.520 --> 00:07:04.000]  道德存活」
[00:07:04.000 --> 00:07:06.320]  《新命紀》的神學
[00:07:06.320 --> 00:07:07.840]  聽從神
[00:07:07.840 --> 00:07:11.040]  遵行祂的誡命就得福
[00:07:11.040 --> 00:07:12.560]  搏逆神
[00:07:12.560 --> 00:07:16.160]  違抗祂的誡命就招禍
[00:07:16.160 --> 00:07:18.080]  很簡單的一條
[00:07:18.080 --> 00:07:19.360]  即是一條formula
[00:07:19.360 --> 00:07:20.560]  一條方程式
[00:07:20.560 --> 00:07:22.320]  遵行就得福
[00:07:22.320 --> 00:07:25.360]  搏逆就招禍
[00:07:25.360 --> 00:07:30.480]  但在遵行與搏逆之間
[00:07:30.480 --> 00:07:33.040]  原來包含著
[00:07:33.040 --> 00:07:37.520]  不只是律例典章這麼簡單
[00:07:37.520 --> 00:07:41.200]  摩西說「我今日呼天喚地
[00:07:41.200 --> 00:07:44.160]  向你作見證」
[00:07:44.160 --> 00:07:46.880]  呼天喚地
[00:07:46.880 --> 00:07:49.440]  我不知道大家有沒有試過
[00:07:49.440 --> 00:07:53.920]  呼天喚地的去跟別人說話
[00:07:53.920 --> 00:07:58.160]  英文是call the heavens and the earth to witness
[00:07:58.160 --> 00:08:02.240]  叫上天 地來作見證
[00:08:02.240 --> 00:08:04.560]  真的很大件事
[00:08:04.560 --> 00:08:05.680]  記得當日
[00:08:05.680 --> 00:08:08.160]  摩西作為一個埃及王子
[00:08:08.160 --> 00:08:11.920]  他要拯救當時被埃及人
[00:08:11.920 --> 00:08:14.720]  腐敗的以色列人
[00:08:14.720 --> 00:08:16.560]  他一下就打死人
[00:08:16.560 --> 00:08:18.880]  他都不用呼天喚地
[00:08:18.880 --> 00:08:23.120]  甚至乎一群以色列人在曠野
[00:08:23.120 --> 00:08:26.240]  吵著沒有水喝
[00:08:26.240 --> 00:08:27.920]  當時的摩西
[00:08:27.920 --> 00:08:31.680]  同樣擊打盤石出水的時候
[00:08:31.680 --> 00:08:34.480]  也沒有呼天喚地
[00:08:34.480 --> 00:08:37.200]  究竟為什麼這個時候
[00:08:37.200 --> 00:08:40.160]  他要呼天喚地呢?
[00:08:40.160 --> 00:08:44.720]  在一個什麼情景下呢?
[00:08:44.720 --> 00:08:48.480]  原來摩西說這一段話
[00:08:48.480 --> 00:08:53.200]  在整整生命記34章的經文裡
[00:08:53.200 --> 00:08:55.360]  摩西是跟以色列人
[00:08:55.360 --> 00:08:58.800]  去到約旦河的河邊
[00:08:58.800 --> 00:09:00.320]  過了那條河
[00:09:00.320 --> 00:09:04.160]  就是上帝應許之地
[00:09:04.160 --> 00:09:06.640]  跟摩西同代的人
[00:09:06.640 --> 00:09:09.440]  一起離開埃及那一批
[00:09:09.440 --> 00:09:13.440]  其實已經在曠野死了
[00:09:13.440 --> 00:09:17.200]  接下來可以過到約旦河的
[00:09:17.200 --> 00:09:20.240]  除了加勒和約書雅
[00:09:20.240 --> 00:09:27.040]  全部都是摩西的後輩的子侄
[00:09:27.040 --> 00:09:28.960]  我在幻想
[00:09:28.960 --> 00:09:32.240]  會不會像我們去送機呢?
[00:09:32.240 --> 00:09:34.240]  送我們的兒孫
[00:09:34.240 --> 00:09:37.040]  送我們的下一輩
[00:09:37.040 --> 00:09:38.480]  來搭飛機
[00:09:38.480 --> 00:09:43.120]  搭飛機去別處讀書
[00:09:43.120 --> 00:09:45.520]  如果我們去送機的時候
[00:09:45.520 --> 00:09:49.680]  不知道大家會跟送別的人
[00:09:49.680 --> 00:09:52.880]  會說些什麼?
[00:09:52.880 --> 00:09:54.480]  你會不會
[00:09:54.480 --> 00:09:55.520]  或者這樣說
[00:09:55.520 --> 00:09:58.320]  一般我猜我們會跟他說的
[00:09:58.320 --> 00:10:01.200]  就是希望他一路順風
[00:10:01.200 --> 00:10:03.920]  希望神賜福給他
[00:10:03.920 --> 00:10:06.720]  或者會給他一張
[00:10:06.720 --> 00:10:08.720]  這個年代作為父母
[00:10:08.720 --> 00:10:10.480]  會給他一張附屬卡
[00:10:10.480 --> 00:10:12.160]  怕他有什麼事的時候
[00:10:12.160 --> 00:10:14.640]  都有個倚靠
[00:10:14.640 --> 00:10:16.240]  又會給他電話
[00:10:16.240 --> 00:10:17.520]  有什麼事的時候
[00:10:17.520 --> 00:10:19.760]  就可以去找人
[00:10:19.760 --> 00:10:22.320]  但摩西那個年代
[00:10:22.320 --> 00:10:23.760]  當然沒有附屬卡
[00:10:23.760 --> 00:10:25.760]  沒有電話
[00:10:25.760 --> 00:10:30.720]  他給什麼這些以色列人呢?
[00:10:30.720 --> 00:10:35.120]  給什麼這些後輩呢?
[00:10:35.120 --> 00:10:38.400]  就唯有是呼天喚地
[00:10:38.400 --> 00:10:41.520]  幾番的說話
[00:10:41.520 --> 00:10:44.560]  摩西說了三段的說話
[00:10:44.560 --> 00:10:47.440]  第一段是1至4章
[00:10:47.440 --> 00:10:50.160]  說到神與以色列人之間
[00:10:50.160 --> 00:10:53.040]  有血有肉的經歷
[00:10:53.040 --> 00:10:56.080]  接著5至29章
[00:10:56.080 --> 00:11:00.080]  是說到神與以色列人的納約
[00:11:00.080 --> 00:11:04.960]  然後最後那段是30至34章
[00:11:04.960 --> 00:11:09.040]  說到摩西作為一位前輩
[00:11:09.040 --> 00:11:12.880]  他臨別的贈言
[00:11:12.880 --> 00:11:15.120]  呼天喚地
[00:11:15.120 --> 00:11:16.880]  他要說的
[00:11:16.880 --> 00:11:20.160]  就是你們要記住
[00:11:20.160 --> 00:11:23.600]  不單止遵守耶和華的誡命
[00:11:23.600 --> 00:11:25.360]  他開始之先
[00:11:25.360 --> 00:11:27.680]  用了四章的經文
[00:11:27.680 --> 00:11:29.360]  說到以色列人
[00:11:29.360 --> 00:11:33.760]  與神之間有血有肉的經歷
[00:11:33.760 --> 00:11:35.200]  說到上帝
[00:11:35.200 --> 00:11:38.320]  是怎樣成就他自己的應許
[00:11:38.320 --> 00:11:39.920]  將以色列人
[00:11:39.920 --> 00:11:44.000]  從遺牢之間的埃及領出來
[00:11:44.000 --> 00:11:46.880]  說到當他們在曠野的時候
[00:11:46.880 --> 00:11:49.840]  四處的人對他們多麼不友善
[00:11:49.840 --> 00:11:53.200]  不讓他們去走過他們的地方
[00:11:53.200 --> 00:11:56.000]  上帝怎樣用大能的手
[00:11:56.000 --> 00:11:57.360]  來帶他們
[00:11:57.360 --> 00:12:02.000]  去經過一次又一次的困難
[00:12:02.000 --> 00:12:04.720]  當他們在曠野當中
[00:12:04.720 --> 00:12:06.320]  投訴沒有水喝
[00:12:06.320 --> 00:12:08.400]  沒有東西吃的時間
[00:12:08.400 --> 00:12:11.920]  上帝又怎樣一次又一次
[00:12:11.920 --> 00:12:13.840]  耐心的忍耐
[00:12:13.840 --> 00:12:16.880]  賜給他們飽足
[00:12:16.880 --> 00:12:19.600]  甚至在這群
[00:12:19.600 --> 00:12:23.040]  勃逆諸多投訴的人當中
[00:12:23.040 --> 00:12:27.600]  上帝竟然願意住在他們的中間
[00:12:27.600 --> 00:12:29.920]  並以雲柱、火柱
[00:12:29.920 --> 00:12:33.360]  來引他們的路
[00:12:33.360 --> 00:12:37.440]  與其說五至到九章
[00:12:37.440 --> 00:12:40.320]  是解釋要以色列人
[00:12:40.320 --> 00:12:43.200]  怎樣去守那些律法
[00:12:43.200 --> 00:12:46.560]  我更加喜歡說以色列
[00:12:46.560 --> 00:12:48.640]  上帝頒布給以色列的
[00:12:48.640 --> 00:12:50.480]  不單單是律法
[00:12:50.480 --> 00:12:54.320]  而是律法背後那份的約
[00:12:54.320 --> 00:12:56.880]  一份納的約
[00:12:56.880 --> 00:13:00.560]  原來上帝是很想與以色列人
[00:13:00.560 --> 00:13:02.960]  更加的緊密
[00:13:02.960 --> 00:13:04.400]  以一份約
[00:13:04.400 --> 00:13:09.200]  來維繫他們之間的關係
[00:13:09.200 --> 00:13:12.480]  在五章一開始的時候
[00:13:12.480 --> 00:13:14.080]  摩西話「耶和華」
[00:13:14.080 --> 00:13:18.960]  我們的神在賀列山與我們納約
[00:13:18.960 --> 00:13:21.280]  當說到納約這個字
[00:13:21.280 --> 00:13:25.760]  我們不期然想起十誡
[00:13:25.760 --> 00:13:28.400]  的而且確是說
[00:13:28.400 --> 00:13:32.960]  「除我以外,你不可有別的神」
[00:13:32.960 --> 00:13:36.800]  「不可跪拜其他的像」
[00:13:36.800 --> 00:13:39.680]  「不可為自己雕刻偶像」
[00:13:39.680 --> 00:13:41.280]  有很多不可
[00:13:41.280 --> 00:13:43.920]  不可姦淫、不可殺人
[00:13:43.920 --> 00:13:47.600]  很多告訴我們要禁戒的東西
[00:13:47.600 --> 00:13:50.960]  但在一切戒命之先
[00:13:50.960 --> 00:13:57.440]  原來摩西說了一句很重要的話
[00:13:57.440 --> 00:14:01.600]  「我是耶和華,你的神」
[00:14:01.600 --> 00:14:08.000]  「曾將你從埃及地遺老之家領出來」
[00:14:08.000 --> 00:14:11.200]  摩西提醒以色列人
[00:14:11.200 --> 00:14:13.600]  我們是誰?
[00:14:13.600 --> 00:14:16.000]  是遺老的
[00:14:16.000 --> 00:14:18.000]  神是誰?
[00:14:18.000 --> 00:14:22.560]  神是將我們領出來的那個
[00:14:22.560 --> 00:14:26.400]  在不好、不可以之先
[00:14:26.400 --> 00:14:28.480]  摩西提醒我們
[00:14:28.480 --> 00:14:31.360]  要記得自己是誰
[00:14:31.360 --> 00:14:34.320]  記得神是誰
[00:14:34.320 --> 00:14:37.920]  甚至要教導我們的兒女
[00:14:37.920 --> 00:14:39.680]  當日後兒女問
[00:14:39.680 --> 00:14:46.160]  「神的律法、律例短章是什麼意思?」
[00:14:46.160 --> 00:14:47.920]  摩西不是教我們
[00:14:47.920 --> 00:14:49.920]  如何解釋那條律例
[00:14:49.920 --> 00:14:53.040]  不是解釋什麼叫做不要跪拜
[00:14:53.040 --> 00:14:55.040]  什麼叫做不要殺人
[00:14:55.040 --> 00:14:57.840]  為什麼不要殺人
[00:14:57.840 --> 00:15:00.240]  摩西是說
[00:15:00.240 --> 00:15:02.560]  當你的兒女問你
[00:15:02.560 --> 00:15:06.560]  「耶和華,這些律例短章是什麼意思?」
[00:15:06.560 --> 00:15:08.560]  你要告訴他們
[00:15:08.560 --> 00:15:11.760]  我們在埃及作過法老的奴隸
[00:15:11.760 --> 00:15:14.080]  耶和華用大能的手
[00:15:14.080 --> 00:15:17.600]  將我們從埃及地領出來
[00:15:17.600 --> 00:15:19.120]  要領我們進入
[00:15:19.120 --> 00:15:24.160]  「他向列祖起誓,應許之地」
[00:15:24.160 --> 00:15:26.400]  耶和華又吩咐我們
[00:15:26.400 --> 00:15:28.800]  進行一切律例
[00:15:28.800 --> 00:15:30.480]  要敬畏祂
[00:15:30.480 --> 00:15:34.320]  使我們賞得好處
[00:15:34.320 --> 00:15:36.800]  原來上帝的意思
[00:15:36.800 --> 00:15:40.400]  不是叫我們要去死背
[00:15:40.400 --> 00:15:43.120]  爛手一些的律例
[00:15:43.120 --> 00:15:45.120]  上帝的心意
[00:15:45.120 --> 00:15:47.280]  摩西呼天喚地的
[00:15:47.280 --> 00:15:49.120]  叫我們所作的
[00:15:49.120 --> 00:15:50.960]  是要記住
[00:15:50.960 --> 00:15:55.920]  上帝是那位領我們離開遺老之家的
[00:15:55.920 --> 00:15:59.840]  以色列人在埃及
[00:15:59.840 --> 00:16:04.480]  上帝帶領他們離開埃及
[00:16:04.480 --> 00:16:06.480]  進到迦南
[00:16:06.480 --> 00:16:10.000]  在這幅地圖大概九點多十點鐘
[00:16:10.000 --> 00:16:13.200]  有一個紅色的三角形
[00:16:13.200 --> 00:16:16.160]  那裡就是昔日以色列人
[00:16:16.160 --> 00:16:19.520]  在埃及地遺老的地方
[00:16:19.520 --> 00:16:21.520]  那裡叫蘭塞
[00:16:21.520 --> 00:16:23.840]  那裡有很大的積貨城
[00:16:23.840 --> 00:16:25.840]  聚積貨物的城市
[00:16:25.840 --> 00:16:28.720]  接著對落一點點
[00:16:28.720 --> 00:16:31.360]  藍色的那塊海就是紅海
[00:16:31.360 --> 00:16:35.680]  上帝帶領以色列人經過了紅海
[00:16:35.680 --> 00:16:39.040]  去到大約五點多六點鐘
[00:16:39.040 --> 00:16:40.320]  大家看到嗎
[00:16:40.320 --> 00:16:42.320]  那裡是西奈山
[00:16:42.320 --> 00:16:45.360]  走了約莫三個月的時間
[00:16:45.360 --> 00:16:47.360]  就去到西奈山
[00:16:47.360 --> 00:16:50.560]  就是神頒佈律法的地方
[00:16:50.560 --> 00:16:54.960]  由西奈山一上
[00:16:54.960 --> 00:16:58.160]  我們就上到十二點鐘
[00:16:58.160 --> 00:17:00.640]  那裡就是迦南地
[00:17:00.640 --> 00:17:02.640]  大家都看到吧
[00:17:02.640 --> 00:17:08.800]  如果由蘭塞去到西奈山
[00:17:08.800 --> 00:17:12.000]  是用了三個月的時間的話
[00:17:12.000 --> 00:17:14.000]  我們目測
[00:17:14.640 --> 00:17:17.280]  你覺得由西奈山
[00:17:17.280 --> 00:17:19.280]  就是由下面
[00:17:19.280 --> 00:17:21.280]  上去迦南地
[00:17:21.280 --> 00:17:23.280]  你覺得要用多久的時間呢
[00:17:23.280 --> 00:17:27.360]  四個月好嗎
[00:17:27.360 --> 00:17:28.960]  是不是長了一點
[00:17:28.960 --> 00:17:32.240]  西奈山就三個月
[00:17:32.240 --> 00:17:35.280]  由西奈山上迦南地
[00:17:35.280 --> 00:17:37.280]  你覺得要用多久呢
[00:17:37.280 --> 00:17:40.080]  四個月吧
[00:17:40.080 --> 00:17:41.520]  保守估計
[00:17:41.760 --> 00:17:42.960]  再給多一點
[00:17:42.960 --> 00:17:44.960]  半年吧
[00:17:44.960 --> 00:17:46.960]  什麼都可以吧
[00:17:46.960 --> 00:17:48.960]  但大家記不記得
[00:17:48.960 --> 00:17:50.960]  他們用了多久的時間
[00:17:50.960 --> 00:17:55.360]  四就四
[00:17:55.360 --> 00:17:57.360]  是四十年的時間
[00:17:57.360 --> 00:18:00.880]  用了四十年的時間
[00:18:00.880 --> 00:18:02.880]  才去得到
[00:18:02.880 --> 00:18:04.880]  為什麼呢
[00:18:04.880 --> 00:18:08.400]  是因為他們在曠野裡
[00:18:08.400 --> 00:18:11.280]  不斷來去試探上帝
[00:18:11.280 --> 00:18:13.280]  不斷來去問
[00:18:13.280 --> 00:18:15.280]  神是否在我們當中
[00:18:15.280 --> 00:18:17.280]  不斷去懷疑上帝
[00:18:17.280 --> 00:18:19.280]  領我們出來
[00:18:19.280 --> 00:18:21.280]  是否想我們死在曠野
[00:18:21.280 --> 00:18:23.280]  似乎他們完全忘記了
[00:18:23.280 --> 00:18:25.280]  其實是他們發哀聲
[00:18:25.280 --> 00:18:27.280]  去求耶和華
[00:18:27.280 --> 00:18:29.280]  他們的神
[00:18:29.280 --> 00:18:31.280]  來救他們出埃及
[00:18:31.280 --> 00:18:33.280]  反而離開了
[00:18:33.280 --> 00:18:35.280]  遺老之家之後
[00:18:35.280 --> 00:18:37.280]  不斷的埋怨
[00:18:37.280 --> 00:18:39.280]  遇到少少的
[00:18:39.280 --> 00:18:41.280]  誤如意
[00:18:41.280 --> 00:18:43.280]  他們就開始懷疑
[00:18:43.280 --> 00:18:45.280]  上帝的出發點
[00:18:45.280 --> 00:18:47.280]  開始懷疑
[00:18:47.280 --> 00:18:49.280]  神的尾線
[00:18:49.280 --> 00:18:51.280]  在這裡當我看見
[00:18:51.280 --> 00:18:53.280]  今天我們讀的經文
[00:18:53.280 --> 00:18:57.280]  以色列人去到
[00:18:57.280 --> 00:18:59.280]  加南地的時候
[00:18:59.280 --> 00:19:01.280]  即是去到英許地
[00:19:01.280 --> 00:19:03.280]  神賜給他們成泣
[00:19:03.280 --> 00:19:05.280]  賜給他們房屋
[00:19:05.280 --> 00:19:07.280]  賜給他們水井
[00:19:07.280 --> 00:19:09.280]  賜給他們橄欖園
[00:19:09.280 --> 00:19:11.280]  葡萄園
[00:19:11.280 --> 00:19:13.280]  還要永遠違業
[00:19:13.280 --> 00:19:15.280]  大家做一句
[00:19:15.280 --> 00:19:17.280]  並非你們所建造
[00:19:17.280 --> 00:19:19.280]  水源並非你所作成
[00:19:19.280 --> 00:19:21.280]  那些橄欖園
[00:19:21.280 --> 00:19:23.280]  葡萄園
[00:19:23.280 --> 00:19:25.280]  並非你所在種
[00:19:25.280 --> 00:19:27.280]  他們去到加南地
[00:19:27.280 --> 00:19:29.280]  沒有份做
[00:19:29.280 --> 00:19:31.280]  不過有份享受
[00:19:31.280 --> 00:19:33.280]  但是在埃及
[00:19:33.280 --> 00:19:35.280]  遺老的時候是怎樣
[00:19:35.280 --> 00:19:37.280]  他們就要造磚
[00:19:37.280 --> 00:19:39.280]  我們記得出埃及記
[00:19:39.280 --> 00:19:41.280]  要和泥造磚
[00:19:41.280 --> 00:19:43.280]  被苦待
[00:19:43.280 --> 00:19:45.280]  甚至被殺害
[00:19:45.280 --> 00:19:47.280]  連一個鷹蟹
[00:19:47.280 --> 00:19:49.280]  都不放過
[00:19:49.280 --> 00:19:51.280]  他們在埃及地
[00:19:51.280 --> 00:19:53.280]  有份做
[00:19:53.280 --> 00:19:55.280]  但是沒有份住
[00:19:55.280 --> 00:19:57.280]  沒有份享受
[00:19:57.280 --> 00:20:03.280]  神在這裡
[00:20:03.280 --> 00:20:05.280]  神在這裡
[00:20:05.280 --> 00:20:07.280]  將他們由埃及地
[00:20:07.280 --> 00:20:09.280]  遺老之家
[00:20:09.280 --> 00:20:11.280]  領他們出來
