
[00:00:00.000 --> 00:00:01.700]  我是Pastor Ronica
[00:03:24.100 --> 00:03:29.100]  有沒有人是由心裏面喜樂的?
[00:03:29.100 --> 00:03:30.200]  有的吧?
[00:03:30.200 --> 00:03:34.700]  哦 OK
[00:03:34.700 --> 00:03:36.200]  因為呢
[00:03:36.200 --> 00:03:38.000]  神的揀選
[00:03:38.000 --> 00:03:40.600]  我們今天全部可以坐在這裏
[00:03:40.600 --> 00:03:43.700]  我們可以成為祂寶貝的孩子
[00:03:43.700 --> 00:03:46.000]  我們得著耶穌
[00:03:46.000 --> 00:03:50.500]  不知道大家是否記得耶穌的名字是什麼意思
[00:03:50.500 --> 00:03:56.100]  就是神要將祂的孩子從罪惡拯救出來
[00:03:56.100 --> 00:04:01.100]  在《馬太福音》一章二十一節這樣說
[00:04:01.100 --> 00:04:04.500]  這裏你們可以看到
[00:04:04.500 --> 00:04:06.300]  耶穌的復活
[00:04:06.300 --> 00:04:08.300]  就是因為我們相信
[00:04:08.300 --> 00:04:11.800]  已經將我們從罪惡救出來
[00:04:11.800 --> 00:04:15.300]  我們的眼睛已經在無罪之下
[00:04:15.300 --> 00:04:18.600]  可以在神的視覺
[00:04:18.600 --> 00:04:20.600]  去看到以前自己
[00:04:20.600 --> 00:04:22.200]  從小到大
[00:04:22.200 --> 00:04:24.000]  被這個真實的世界
[00:04:24.000 --> 00:04:26.500]  或者現在的虛擬世界
[00:04:26.500 --> 00:04:29.800]  似是而非影響得很厲害
[00:04:29.800 --> 00:04:32.600]  影響著我們的成長
[00:04:32.600 --> 00:04:34.400]  但是很感恩
[00:04:34.400 --> 00:04:36.000]  耶穌伯伯的恩典
[00:04:36.000 --> 00:04:38.800]  伯伯的救恩救了我們
[00:04:38.800 --> 00:04:42.000]  令到我們可以和神恢復關係
[00:04:42.000 --> 00:04:43.700]  連結起來
[00:04:43.700 --> 00:04:49.500]  可以每天從神那邊得到智慧、力量
[00:04:49.500 --> 00:04:52.600]  作出每一個的選擇
[00:04:52.600 --> 00:04:56.700]  好像這張圖一樣
[00:04:56.700 --> 00:05:02.400]  頭腦和心是連接了的
[00:05:02.400 --> 00:05:05.100]  是有恢復的關係
[00:05:05.100 --> 00:05:10.700]  幫助我們每天從聖經的神聖教導
[00:05:10.700 --> 00:05:13.600]  平衡我們在頭腦裏的知識
[00:05:13.600 --> 00:05:15.000]  我們的理性
[00:05:15.000 --> 00:05:17.200]  和心的感性
[00:05:17.200 --> 00:05:18.600]  去生活
[00:05:18.600 --> 00:05:21.100]  去真正活著
[00:05:21.100 --> 00:05:23.900]  我們就可以很輕散
[00:05:23.900 --> 00:05:26.100]  很容易每天這樣去生活
[00:05:26.100 --> 00:05:28.100]  而且還會開心
[00:05:28.100 --> 00:05:33.200]  去面對身邊不同的事情的轉變
[00:05:33.200 --> 00:05:35.600]  說就好像很容易
[00:05:35.600 --> 00:05:38.300]  那怎樣做呢?
[00:05:38.300 --> 00:05:41.200]  我們今天就看《肥納比書》
[00:05:41.200 --> 00:05:42.900]  《肥納比書》的目的
[00:05:42.900 --> 00:05:44.900]  是要和信徒說
[00:05:44.900 --> 00:05:47.200]  在耶穌基督裏
[00:05:47.200 --> 00:05:50.900]  才是真正喜樂的來源
[00:05:50.900 --> 00:05:53.800]  當時坐牢的保羅
[00:05:53.800 --> 00:05:57.700]  寫信給和他關係很好的肥納比教會
[00:05:57.700 --> 00:06:02.800]  這所教會就是他在歐洲建的第一所教會
[00:06:02.800 --> 00:06:06.500]  當時肥納比是一個什麼樣的城市呢?
[00:06:06.500 --> 00:06:09.900]  是在羅馬殖民地裏的馬其頓省
[00:06:09.900 --> 00:06:12.400]  一個很重要的城市
[00:06:12.400 --> 00:06:15.000]  有一群意大利的移民
[00:06:15.000 --> 00:06:17.100]  他們在地方上
[00:06:17.100 --> 00:06:20.800]  他們都是在用羅馬的法律
[00:06:20.800 --> 00:06:22.200]  另一方面
[00:06:22.200 --> 00:06:26.400]  他們又會享受意大利人的特權
[00:06:26.400 --> 00:06:28.700]  這群人的地位
[00:06:28.700 --> 00:06:32.100]  和意大利是一樣的
[00:06:32.100 --> 00:06:34.500]  好像他們有擁有權
[00:06:34.500 --> 00:06:36.300]  有土地買賣
[00:06:36.300 --> 00:06:38.900]  可以交稅
[00:06:38.900 --> 00:06:41.400]  事實上
[00:06:41.400 --> 00:06:47.700]  這群人是靠法律創造出來的假的現象
[00:06:47.700 --> 00:06:52.300]  令他們覺得自己仍然生活在意大利
[00:06:52.300 --> 00:06:55.700]  所以對這群肥納比的人來說
[00:06:55.700 --> 00:06:58.500]  他們覺得自己是很有光榮
[00:06:58.500 --> 00:07:02.200]  很自豪他們這個身份
[00:07:02.200 --> 00:07:04.000]  但現實告訴我們
[00:07:04.000 --> 00:07:06.800]  當時的他們是不開心的
[00:07:06.800 --> 00:07:10.200]  相反坐牢的保羅
[00:07:10.200 --> 00:07:13.000]  他仍然可以很喜樂
[00:07:13.000 --> 00:07:16.000]  因為肥納比教會知道保羅坐牢
[00:07:16.000 --> 00:07:20.900]  就派了二巴佛提去照顧保羅
[00:07:20.900 --> 00:07:26.200]  保羅很感謝這個教會對他的關心和公認
[00:07:26.200 --> 00:07:28.700]  但是他知道
[00:07:28.700 --> 00:07:33.700]  這群本身福音很熱心的信徒
[00:07:33.700 --> 00:07:36.500]  出現了不合一的情況
[00:07:36.500 --> 00:07:39.800]  出現了很多的衝突
[00:07:39.800 --> 00:07:43.200]  在一章15到19節這樣說
[00:07:43.200 --> 00:07:47.600]  有些人傳福音是出於嫉妒紛爭
[00:07:47.600 --> 00:07:49.900]  有些是出於好意
[00:07:49.900 --> 00:07:52.000]  有些是出於愛心
[00:07:52.000 --> 00:07:54.600]  有些是出於自私
[00:07:54.600 --> 00:07:56.500]  動機不純
[00:07:56.500 --> 00:07:58.500]  但無論如何
[00:07:58.500 --> 00:08:02.000]  保羅說你出於真心還是假意
[00:08:02.000 --> 00:08:06.600]  只要將基督傳開他就開心
[00:08:06.600 --> 00:08:09.400]  大家有沒有發現
[00:08:09.400 --> 00:08:12.500]  肥納比的信徒和使徒保羅
[00:08:12.500 --> 00:08:17.600]  對身邊或者環境的心態是完全不一樣
[00:08:17.600 --> 00:08:19.000]  他們都是一樣
[00:08:19.000 --> 00:08:21.900]  都是神寶貝的孩子
[00:08:21.900 --> 00:08:24.500]  有屬地的特權
[00:08:24.500 --> 00:08:26.600]  但是一邊是教會
[00:08:26.600 --> 00:08:28.900]  一邊是監獄
[00:08:28.900 --> 00:08:32.100]  肥納比信徒現在是自由的
[00:08:32.100 --> 00:08:35.900]  反而他們會出現嫉妒和紛爭
[00:08:35.900 --> 00:08:39.100]  自私、動機不純
[00:08:39.100 --> 00:08:41.900]  保羅坐牢是不自由的
[00:08:41.900 --> 00:08:45.600]  但他卻是喜樂和歡樂
[00:08:45.600 --> 00:08:48.300]  為什麼?
[00:08:48.300 --> 00:08:51.500]  保羅清楚知道一個真相
[00:08:51.500 --> 00:08:54.900]  喜樂是由神來的
[00:08:54.900 --> 00:08:59.500]  所以他有責任幫助他很深愛的信徒
[00:08:59.500 --> 00:09:02.200]  在所信的道上
[00:09:02.200 --> 00:09:05.900]  又長進又喜樂
[00:09:05.900 --> 00:09:07.800]  站得穩
[00:09:07.800 --> 00:09:12.400]  一起為福音的信仰努力
[00:09:12.400 --> 00:09:16.400]  你會問:從神而來是為什麼?
[00:09:16.400 --> 00:09:19.200]  換句話說我們可以這樣理解
[00:09:19.200 --> 00:09:23.000]  就是生活在基督耶穌裡面
[00:09:23.000 --> 00:09:26.600]  以基督的心為心去生活
[00:09:26.600 --> 00:09:31.100]  我們今天一起先讀2章1至11節經文
[00:09:31.100 --> 00:09:34.000]  讓這個經文趁著復活節
[00:09:34.000 --> 00:09:36.300]  再一次流入你們的心
[00:09:36.300 --> 00:09:38.300]  我們一起讀
[00:09:38.300 --> 00:09:40.300]  3、2、1
[00:09:40.300 --> 00:09:45.300]  所以在基督裡若有任何勸勉
[00:09:45.300 --> 00:09:48.300]  若有任何愛心的安慰
[00:09:48.300 --> 00:09:51.300]  若有任何聖靈的團契
[00:09:51.300 --> 00:09:54.300]  若有任何慈悲憐憫
[00:09:54.300 --> 00:09:57.100]  你們就要義志相同
[00:09:57.100 --> 00:09:58.700]  愛心相同
[00:09:58.700 --> 00:10:00.900]  有一致的心思
[00:10:00.900 --> 00:10:02.700]  一致的想法
[00:10:02.700 --> 00:10:06.200]  使我的喜樂得以滿足
[00:10:06.200 --> 00:10:09.600]  凡事不可自私自利
[00:10:09.600 --> 00:10:11.800]  不可貪圖虛榮
[00:10:11.800 --> 00:10:14.100]  只要心存謙卑
[00:10:14.100 --> 00:10:17.200]  各人看別人比自己強
[00:10:17.200 --> 00:10:20.400]  各人不要單顧自己的事
[00:10:20.400 --> 00:10:23.400]  也要顧別人的事
[00:10:23.400 --> 00:10:27.800]  你們當以基督耶穌的心為心
[00:10:27.800 --> 00:10:30.300]  祂本有神的形象
[00:10:30.300 --> 00:10:34.000]  卻不堅持自己與神同等
[00:10:34.000 --> 00:10:36.000]  反倒虛己
[00:10:36.000 --> 00:10:38.400]  取了奴僕的形象
[00:10:38.400 --> 00:10:40.900]  成為人的樣式
[00:10:40.900 --> 00:10:43.000]  既有人的樣子
[00:10:43.000 --> 00:10:44.900]  就謙卑自己
[00:10:44.900 --> 00:10:47.000]  全心馴服
[00:10:47.000 --> 00:10:48.600]  以至於死
[00:10:48.600 --> 00:10:51.400]  且死在十字架上
[00:10:51.400 --> 00:10:55.200]  所以神把祂升為至高
[00:10:55.200 --> 00:10:59.400]  又召給祂超乎萬明之上的名
[00:10:59.400 --> 00:11:02.100]  使一切在天上的
[00:11:02.100 --> 00:11:04.900]  地上的和地底下的
[00:11:04.900 --> 00:11:06.600]  因耶穌的名
[00:11:06.600 --> 00:11:09.000]  眾室都要跪下
[00:11:09.000 --> 00:11:11.400]  眾口都要宣認
[00:11:11.400 --> 00:11:13.900]  耶穌基督是主
[00:11:13.900 --> 00:11:16.400]  歸榮耀給父神
[00:11:16.400 --> 00:11:20.700]  在第一節
[00:11:20.700 --> 00:11:24.400]  大家有沒有發現有個藍色字
[00:11:24.400 --> 00:11:26.400]  是什麼字
[00:11:26.400 --> 00:11:29.700]  「在基督裡」
[00:11:29.700 --> 00:11:32.000]  意思是在教會裡
[00:11:32.000 --> 00:11:34.500]  因為教會是基督的身體
[00:11:34.500 --> 00:11:37.000]  我們就在基督裡
[00:11:37.000 --> 00:11:41.100]  這裡有四個「若有任何」
[00:11:41.100 --> 00:11:43.100]  意思是
[00:11:43.100 --> 00:11:46.300]  如果我們因為對基督的認識
[00:11:46.300 --> 00:11:48.700]  經歷到任何的勸勉
[00:11:48.700 --> 00:11:51.200]  任何的愛心安慰
[00:11:51.200 --> 00:11:53.100]  或者我們與聖靈
[00:11:53.100 --> 00:11:55.100]  與弟兄姊妹相交
[00:11:55.100 --> 00:11:59.100]  而確認到神與我們一起生活
[00:11:59.100 --> 00:12:00.900]  相交的意思
[00:12:00.900 --> 00:12:02.400]  大致就是
[00:12:02.400 --> 00:12:04.900]  你們每個人一起分享
[00:12:04.900 --> 00:12:07.300]  神在你們身上的作為
[00:12:07.300 --> 00:12:11.100]  而互相建立更加多的信心
[00:12:11.100 --> 00:12:12.900]  慈悲
[00:12:12.900 --> 00:12:17.500]  原文的意思就是人的五臟六腑
[00:12:17.500 --> 00:12:21.900]  表達上帝對人關愛的心腸
[00:12:21.900 --> 00:12:23.100]  憐憫
[00:12:23.100 --> 00:12:25.300]  原文的意思就是表達
[00:12:25.300 --> 00:12:28.900]  上帝對人實際的行動
[00:12:28.900 --> 00:12:31.300]  所以是憐憫人
[00:12:31.300 --> 00:12:33.700]  如果有以上的情況
[00:12:33.700 --> 00:12:36.900]  我們大家就要思想
[00:12:36.900 --> 00:12:38.500]  心智
[00:12:38.500 --> 00:12:40.900]  愛心都是一樣的
[00:12:40.900 --> 00:12:44.100]  這樣保羅就會喜樂
[00:12:44.100 --> 00:12:46.700]  而且是滿足
[00:12:46.700 --> 00:12:49.100]  因為他在一章21節說到
[00:12:49.100 --> 00:12:51.900]  自己活著就是基督
[00:12:51.900 --> 00:12:54.900]  在基督裡他就有喜樂
[00:12:54.900 --> 00:12:58.300]  即是保羅有活著的喜樂
[00:12:58.300 --> 00:13:03.100]  因為他已經用了基督的心腸去生活
[00:13:03.100 --> 00:13:05.100]  如何做到呢
[00:13:05.100 --> 00:13:08.300]  就是這裡經文所說
[00:13:08.300 --> 00:13:09.500]  做所有事情
[00:13:09.500 --> 00:13:12.500]  我們都不要只是自私自利
[00:13:12.500 --> 00:13:14.700]  只是為自己
[00:13:14.700 --> 00:13:19.100]  貪圖人給你的虛假的稱讚
[00:13:19.100 --> 00:13:20.700]  或者榮耀
[00:13:20.700 --> 00:13:22.700]  而是要自願的
[00:13:22.700 --> 00:13:26.500]  保存謙卑的心去做人
[00:13:26.500 --> 00:13:29.300]  看其他人比自己厲害
[00:13:29.300 --> 00:13:32.900]  可能我們自己的學分
[00:13:32.900 --> 00:13:34.700]  一個學科很高分
[00:13:34.700 --> 00:13:36.900]  你玩運動很厲害
[00:13:36.900 --> 00:13:38.500]  你打遊戲很厲害
[00:13:38.500 --> 00:13:39.700]  打爆機
[00:13:39.700 --> 00:13:42.500]  但不代表你什麼都厲害
[00:13:42.500 --> 00:13:45.500]  還有不要只顧自己的事
[00:13:45.500 --> 00:13:48.100]  都要顧其他人的事
[00:13:48.100 --> 00:13:49.300]  很簡單
[00:13:49.300 --> 00:13:51.300]  就是在我們禮堂裡
[00:13:51.300 --> 00:13:53.500]  我們前後這樣坐
[00:13:53.500 --> 00:13:55.700]  如果坐前面的人
[00:13:55.700 --> 00:13:57.700]  動來動去
[00:13:57.700 --> 00:14:00.900]  其實都會影響到後面的人
[00:14:00.900 --> 00:14:02.900]  不是說你們
[00:14:02.900 --> 00:14:05.500]  我看到有些人馬上不動了
[00:14:05.500 --> 00:14:07.300]  對了
[00:14:07.300 --> 00:14:09.700]  我們要有所自制
[00:14:09.700 --> 00:14:11.700]  自制力是很重要的
[00:14:11.700 --> 00:14:15.700]  因為我們同樣在同一個聖靈裡有份
[00:14:15.700 --> 00:14:19.100]  在次生命的主裡有份
[00:14:19.100 --> 00:14:21.900]  曾經我聽過一個牧者說
[00:14:21.900 --> 00:14:25.700]  他說有位姐妹就跟牧者說
[00:14:25.700 --> 00:14:27.500]  我很不開心
[00:14:27.500 --> 00:14:30.100]  我看到一些年輕信徒
[00:14:30.100 --> 00:14:31.900]  很火熱
[00:14:31.900 --> 00:14:33.700]  還有被醫治
[00:14:33.700 --> 00:14:38.100]  問牧者為什麼自己沒有這個現象
[00:14:38.100 --> 00:14:40.300]  牧者就這樣回答他
[00:14:40.300 --> 00:14:42.700]  你有得到醫治
[00:14:42.700 --> 00:14:46.300]  姐妹就問什麼時候
[00:14:46.300 --> 00:14:48.300]  牧者就回答他
[00:14:48.300 --> 00:14:52.300]  就是當那位年輕人得到醫治的時候
[00:14:52.300 --> 00:14:54.500]  姐妹又問他
[00:14:54.500 --> 00:14:55.700]  什麼意思啊
[00:14:55.700 --> 00:14:57.500]  你說什麼
[00:14:57.500 --> 00:14:59.300]  牧者就跟他說
[00:14:59.300 --> 00:15:01.100]  姐妹
[00:15:01.100 --> 00:15:05.300]  你跟這位年輕人是同屬一個身體
[00:15:05.300 --> 00:15:06.900]  在教會裡
[00:15:06.900 --> 00:15:08.300]  在團契裡
[00:15:08.300 --> 00:15:09.700]  在基督裡
[00:15:09.700 --> 00:15:12.100]  你們身為一個肢體
[00:15:12.100 --> 00:15:14.500]  他開心你就開心
[00:15:14.500 --> 00:15:16.900]  他有的你有
[00:15:16.900 --> 00:15:19.500]  他怎樣你就怎樣
[00:15:19.500 --> 00:15:20.700]  姐妹就說
[00:15:20.700 --> 00:15:22.700]  我沒有想過
[00:15:22.700 --> 00:15:25.300]  牧師就回他一句
[00:15:25.300 --> 00:15:28.300]  你要好好回去祈禱感謝神
[00:15:28.300 --> 00:15:31.300]  因為你已經得到了
[00:15:31.300 --> 00:15:32.900]  Explorers
[00:15:32.900 --> 00:15:36.100]  你們有沒有這樣去想過
[00:15:36.100 --> 00:15:37.700]  其他的弟兄姐妹
[00:15:37.700 --> 00:15:39.300]  他們好
[00:15:39.300 --> 00:15:44.700]  你的心是不會出現嫉妒和紛爭
[00:15:44.700 --> 00:15:46.500]  不會假意地說
[00:15:46.500 --> 00:15:48.900]  哇 你好厲害啊
[00:15:48.900 --> 00:15:51.500]  而是真心為他好
[00:15:51.500 --> 00:15:54.100]  為他感謝神
[00:15:54.100 --> 00:15:56.300]  這裡表達的是一致
[00:15:56.300 --> 00:15:59.500]  和相同的心思意念
[00:15:59.500 --> 00:16:01.300]  就是因為我們教會裡
[00:16:01.300 --> 00:16:03.500]  團契裡的弟兄姐妹
[00:16:03.500 --> 00:16:05.700]  都在基督耶穌裡
[00:16:05.700 --> 00:16:08.300]  這是很美的事
[00:16:08.300 --> 00:16:09.300]  別人有
[00:16:09.300 --> 00:16:11.100]  我沒有這個心態
[00:16:11.100 --> 00:16:13.300]  改變為別人有
[00:16:13.300 --> 00:16:15.500]  就是我有的心態
[00:16:15.500 --> 00:16:17.700]  就可以見證到團契裡
[00:16:17.700 --> 00:16:21.700]  真真正正的彼此相愛
[00:16:21.700 --> 00:16:25.100]  大家有沒有這個心態
[00:16:25.100 --> 00:16:29.100]  這個心態會使我們在團契裡
[00:16:29.100 --> 00:16:31.300]  在教會裡合一
[00:16:31.300 --> 00:16:33.500]  不是分裂
[00:16:33.500 --> 00:16:36.900]  關心其他人多過自己
[00:16:36.900 --> 00:16:39.500]  是會很容易合一
[00:16:39.500 --> 00:16:42.300]  但是關心自己多過其他人
[00:16:42.300 --> 00:16:44.700]  是很容易分裂
[00:16:44.700 --> 00:16:46.500]  其實在教會和團契裡
[00:16:46.500 --> 00:16:49.100]  任何一個弟兄姐妹
[00:16:49.100 --> 00:16:50.700]  在這一刻
[00:16:50.700 --> 00:16:53.500]  可能正面對著她的困難
[00:16:53.500 --> 00:16:57.700]  可能正面對著她們的辛苦
[00:16:57.700 --> 00:16:59.900]  就好像現在我們都知道
[00:16:59.900 --> 00:17:03.500]  有弟兄姐妹要參加公開考試
[00:17:03.500 --> 00:17:04.700]  剛剛都很好
[00:17:04.700 --> 00:17:06.700]  大家都會為他們祈禱
[00:17:06.700 --> 00:17:09.300]  知道誰在考試
[00:17:09.300 --> 00:17:12.100]  如果我們有合一這個心態
[00:17:12.100 --> 00:17:15.100]  就是彼此相愛
[00:17:15.100 --> 00:17:17.500]  約翰福音這樣教我們的
[00:17:17.500 --> 00:17:19.300]  13章35節
[00:17:19.300 --> 00:17:21.500]  你們若彼此相愛
[00:17:21.500 --> 00:17:23.700]  眾人因此就認出
[00:17:23.700 --> 00:17:26.500]  你們是我的門徒了
[00:17:26.500 --> 00:17:27.900]  就是會認出
[00:17:27.900 --> 00:17:32.300]  我們全部都是耶穌基督的門徒
[00:17:32.300 --> 00:17:35.300]  可能那時候信徒就問保羅
[00:17:35.300 --> 00:17:38.900]  怎樣可以改變到有這樣的心態
[00:17:38.900 --> 00:17:40.100]  說的很容易
[00:17:40.100 --> 00:17:40.900]  天下無敵
[00:17:40.900 --> 00:17:42.500]  怎樣做
[00:17:42.500 --> 00:17:44.300]  保羅就補充
[00:17:44.300 --> 00:17:49.300]  教他們要用基督耶穌的心為心
[00:17:49.300 --> 00:17:52.700]  將耶穌神的兒子心態
[00:17:52.700 --> 00:17:55.100]  告訴大家
[00:17:55.100 --> 00:17:58.300]  以基督耶穌的心為心
[00:17:58.300 --> 00:18:02.500]  新譯本下面寫的好像容易明白
[00:18:02.500 --> 00:18:05.700]  你們應當有這樣的思想
[00:18:05.700 --> 00:18:08.900]  這也是基督耶穌的思想
[00:18:08.900 --> 00:18:11.700]  在教會團契
[00:18:11.700 --> 00:18:14.300]  我們大家一起聊天的時候
[00:18:14.300 --> 00:18:19.500]  大家要用耶穌經過思想而有的態度
[00:18:19.500 --> 00:18:20.900]  去接待人
[00:18:20.900 --> 00:18:23.300]  去和人相處
[00:18:23.300 --> 00:18:24.700]  即是怎樣
[00:18:24.700 --> 00:18:28.100]  越說越深奧
[00:18:28.100 --> 00:18:29.900]  然後這裡就解釋
[00:18:29.900 --> 00:18:33.100]  耶穌原本有神的模式
[00:18:33.100 --> 00:18:36.500]  但祂不是在抓住光環
[00:18:36.500 --> 00:18:39.100]  充滿榮耀的身份
[00:18:39.100 --> 00:18:42.500]  其實祂當時是在類比菲勒比人
[00:18:42.500 --> 00:18:44.300]  他們的特權
[00:18:44.300 --> 00:18:46.700]  他們很特殊的身份
[00:18:46.700 --> 00:18:48.100]  反而耶穌
[00:18:48.100 --> 00:18:52.700]  把光榮 光圈
[00:18:52.700 --> 00:18:54.500]  拿走人的身份
[00:18:54.500 --> 00:18:58.300]  甚至是最低賤的奴僕身份
[00:18:58.300 --> 00:19:01.700]  既然祂已經知道自己有人的形象
[00:19:01.700 --> 00:19:03.300]  有人的身份
[00:19:03.300 --> 00:19:05.700]  祂就謙卑自己
[00:19:05.700 --> 00:19:08.700]  全心馴服神
[00:19:08.700 --> 00:19:11.700]  按神救贖的旨意
[00:19:11.700 --> 00:19:14.700]  走上十字架
[00:19:14.700 --> 00:19:16.900]  假如你們有得選擇
[00:19:16.900 --> 00:19:20.700]  你們會選擇怎樣的生活
[00:19:20.700 --> 00:19:23.100]  怎樣的學校
[00:19:23.100 --> 00:19:25.700]  怎樣的朋友
[00:19:25.700 --> 00:19:27.700]  你們會不會選擇
[00:19:27.700 --> 00:19:30.900]  一些最低下的階層
[00:19:30.900 --> 00:19:33.900]  去接觸他們
[00:19:33.900 --> 00:19:35.300]  上星期
[00:19:35.300 --> 00:19:38.300]  剛好在預備講章的時候
[00:19:38.300 --> 00:19:40.700]  就看到這張圖畫
[00:19:40.700 --> 00:19:42.700]  是AI的影片
[00:19:42.700 --> 00:19:44.900]  我沒有事實檢查
[00:19:44.900 --> 00:19:49.900]  我又看到有些學生在後面
[00:19:49.900 --> 00:19:51.500]  我剪掉了
[00:19:51.500 --> 00:19:53.700]  意思是這條影片
[00:19:53.700 --> 00:19:57.300]  內地有些學校開始播放這條影片給學生看
[00:19:57.300 --> 00:19:59.700]  這條影片的名字叫做《選擇》
[00:19:59.700 --> 00:20:03.300]  在他們手上會有一部智能電話
[00:20:03.300 --> 00:20:06.100]  和一本書給他們選擇
[00:20:06.100 --> 00:20:07.700]  第一個影片
[00:20:07.700 --> 00:20:10.100]  就是拍到一個學生
[00:20:10.100 --> 00:20:12.300]  選擇了一部智能電話
[00:20:12.300 --> 00:20:14.100]  在讀書的時候
[00:20:14.100 --> 00:20:15.500]  用了智能電話
[00:20:15.500 --> 00:20:18.100]  吃東西也用了
[00:20:18.100 --> 00:20:19.300]  最後
