
[00:00:00.000 --> 00:00:08.180]  各位explorer,當我在數算2025年的因典或不同的經歷時
[00:03:17.000 --> 00:03:19.000]  主耶穌是跟我們一起
[00:03:19.000 --> 00:03:26.000]  更加的今年去思想,無論我坐車還是去到一個不同的情境
[00:03:26.000 --> 00:03:30.000]  跟別人相處,我也會想像耶穌就在我們中間
[00:03:30.000 --> 00:03:33.000]  那你會說Carmen,你是不是有什麼幻覺?
[00:03:33.000 --> 00:03:36.000]  不是,因為聖經說耶穌真的在我們的心裡面
[00:03:36.000 --> 00:03:38.000]  我們信耶穌,我們得著祂的時候
[00:03:38.000 --> 00:03:40.000]  主耶穌是與我們一起的
[00:03:40.000 --> 00:03:42.000]  更何況耶穌也是在我們中間
[00:03:42.000 --> 00:03:45.000]  所以更多的畫面去的時候
[00:03:45.000 --> 00:03:49.000]  讓我更加多的安穩,更加多的一份平安
[00:03:49.000 --> 00:03:54.000]  第五,就是要優先自己的身心靈健康
[00:03:54.000 --> 00:03:58.000]  誰今年做多過十次以上的運動?
[00:03:58.000 --> 00:04:01.000]  我們的足球隊應該有了
[00:04:01.000 --> 00:04:06.000]  我們要學習優先自己的健康
[00:04:06.000 --> 00:04:08.000]  我們的身心靈也很重要
[00:04:08.000 --> 00:04:12.000]  因為如果我們只是被忙碌地迫著走
[00:04:12.000 --> 00:04:16.000]  我們忘記了自己的身體,忘記了我們的心靈
[00:04:16.000 --> 00:04:18.000]  在神裡面安靜的時候
[00:04:18.000 --> 00:04:23.000]  我們可能那個力量是沒有那麼精神
[00:04:23.000 --> 00:04:26.000]  當我們真的在運動裡面的操練
[00:04:26.000 --> 00:04:31.000]  當我們真的在心靈裡面,在主裡面靈修安靜的時候
[00:04:31.000 --> 00:04:37.000]  我們會更加有力去做
[00:04:37.000 --> 00:04:40.000]  這就是小小的回顧
[00:04:40.000 --> 00:04:42.000]  也鼓勵大家等一下在小組裡
[00:04:42.000 --> 00:04:44.000]  也可以分享一下
[00:04:44.000 --> 00:04:47.000]  你們2025年有什麼得著,有什麼得著
[00:04:47.000 --> 00:04:51.000]  因為我深信主給我們這一年不是枉過的
[00:04:51.000 --> 00:04:54.000]  是一定有一些功課要我們在這一年去學習
[00:04:54.000 --> 00:04:56.000]  要去取消
[00:04:56.000 --> 00:05:00.000]  所以讓我們一起去有些回顧的時間
[00:05:00.000 --> 00:05:04.000]  到了今天的訊息
[00:05:04.000 --> 00:05:08.000]  在我們有不同的經歷裡面
[00:05:08.000 --> 00:05:11.000]  其實耶穌誕生之後
[00:05:11.000 --> 00:05:15.000]  也有人預言了他所做的事情
[00:05:15.000 --> 00:05:17.000]  耶穌所做的事情
[00:05:17.000 --> 00:05:19.000]  預言了他所做的事情
[00:05:19.000 --> 00:05:22.000]  其實跟我們今天的生命有很大的影響
[00:05:22.000 --> 00:05:27.000]  也有很大的影響我們生活裡面的每一處
[00:05:27.000 --> 00:05:31.000]  所以讓我們一起去看經文22-24節
[00:05:31.000 --> 00:05:34.000]  我們一起讀一下
[00:05:34.000 --> 00:05:36.000]  1,2,3
[00:05:36.000 --> 00:05:40.000]  按摩西律法滿了潔淨的日子
[00:05:40.000 --> 00:05:44.000]  他們就帶著孩子上耶路撒冷去
[00:05:44.000 --> 00:05:46.000]  要把他獻給主
[00:05:46.000 --> 00:05:49.000]  正如主的律法上所記
[00:05:49.000 --> 00:05:53.000]  凡投生的男子必歸主為聖
[00:05:53.000 --> 00:05:57.000]  又要照主的律法上所說
[00:05:57.000 --> 00:06:03.000]  用一對班勾或用兩隻初甲獻祭
[00:06:03.000 --> 00:06:05.000]  我們先停一停
[00:06:05.000 --> 00:06:09.000]  按摩西的律法滿了
[00:06:09.000 --> 00:06:12.000]  我們之前已經看了耶穌已經出生了
[00:06:12.000 --> 00:06:15.000]  我們現在去到耶穌出生之後
[00:06:15.000 --> 00:06:16.000]  按摩西的律法
[00:06:16.000 --> 00:06:19.000]  剛剛生完孩子的媽媽
[00:06:19.000 --> 00:06:22.000]  她要過一個潔淨的禮儀
[00:06:22.000 --> 00:06:28.000]  所以那時候約瑟和瑪利亞就帶著耶穌去耶路撒冷
[00:06:28.000 --> 00:06:30.000]  要把他獻給神
[00:06:30.000 --> 00:06:33.000]  除了要走潔淨的禮儀之外
[00:06:33.000 --> 00:06:36.000]  凡投生的男子要歸主為聖
[00:06:36.000 --> 00:06:38.000]  誰是投生的男子呢?
[00:06:38.000 --> 00:06:40.000]  有沒有投生的男子?
[00:06:40.000 --> 00:06:42.000]  只有Uncle Stanley
[00:06:42.000 --> 00:06:43.000]  Nathan
[00:06:43.000 --> 00:06:44.000]  不是很多投生的
[00:06:44.000 --> 00:06:45.000]  Gabriel
[00:06:45.000 --> 00:06:48.000]  都是投生的男子
[00:06:48.000 --> 00:06:51.000]  不是很多投生的男子
[00:06:51.000 --> 00:06:54.000]  多一些是小的
[00:06:54.000 --> 00:06:58.000]  投生的男子要歸主為聖
[00:06:58.000 --> 00:07:01.000]  所以當時他們就去到耶路撒冷
[00:07:01.000 --> 00:07:04.000]  把耶穌歸主為聖
[00:07:04.000 --> 00:07:07.000]  並且要去獻祭
[00:07:07.000 --> 00:07:12.000]  我們先看看利未記說到獻祭的儀式
[00:07:12.000 --> 00:07:15.000]  我們一起讀
[00:07:15.000 --> 00:07:16.000]  1 2 3
[00:07:16.000 --> 00:07:18.000]  滿了潔淨的日子
[00:07:18.000 --> 00:07:21.000]  無論是為男孩還是女孩
[00:07:21.000 --> 00:07:25.000]  她要把一歲的羊羔為繁祭
[00:07:25.000 --> 00:07:30.000]  一隻雛甲或一隻斑鷗為贖罪祭
[00:07:30.000 --> 00:07:34.000]  帶到會望門口交給祭司
[00:07:34.000 --> 00:07:39.000]  祭司要獻在耶和華面前為祂贖罪
[00:07:39.000 --> 00:07:42.000]  祂的血緣就潔淨了
[00:07:42.000 --> 00:07:45.000]  這條泥是為生育的婦人
[00:07:45.000 --> 00:07:48.000]  無論是生男生女
[00:07:48.000 --> 00:07:52.000]  祂的力量若不夠獻一隻羊羔
[00:07:52.000 --> 00:07:56.000]  祂就要取兩隻斑鷗或兩隻雛甲
[00:07:56.000 --> 00:07:58.000]  一隻為繁祭
[00:07:58.000 --> 00:08:00.000]  一隻為贖罪祭
[00:08:00.000 --> 00:08:02.000]  祭司要為祂贖罪
[00:08:02.000 --> 00:08:04.000]  祂就潔淨了
[00:08:04.000 --> 00:08:06.000]  其實我們可以看到
[00:08:06.000 --> 00:08:10.000]  猜猜瑪利亞耶穌的家庭
[00:08:10.000 --> 00:08:14.000]  是富有還是樸素一點
[00:08:14.000 --> 00:08:16.000]  我們在經文上一版
[00:08:16.000 --> 00:08:20.000]  他是獻了一對小鳥
[00:08:20.000 --> 00:08:24.000]  誰覺得他比較富有呢?
[00:08:24.000 --> 00:08:28.000]  誰覺得他比較樸素呢?
[00:08:28.000 --> 00:08:31.000]  所以我們看到
[00:08:31.000 --> 00:08:35.000]  第一選擇是獻羊羔
[00:08:35.000 --> 00:08:38.000]  但我們看回上一版
[00:08:38.000 --> 00:08:45.000]  我們看到瑪利亞獻了一對斑鷗和雛甲
[00:08:45.000 --> 00:08:48.000]  一對中一隻為繁祭
[00:08:48.000 --> 00:08:50.000]  一隻為贖罪
[00:08:50.000 --> 00:08:54.000]  所以我們看到耶穌誕生在一個家庭
[00:08:54.000 --> 00:08:58.000]  除了在大廈典教樸素
[00:08:58.000 --> 00:09:02.000]  其實家庭也是非常樸素
[00:09:02.000 --> 00:09:04.000]  我們繼續看下去
[00:09:04.000 --> 00:09:06.000]  25
[00:09:06.000 --> 00:09:08.000]  我們一起讀
[00:09:08.000 --> 00:09:10.000]  1、2、3
[00:09:10.000 --> 00:09:15.000]  那時,軒濟在耶路撒冷,有一個人名叫西冕。
[00:09:15.000 --> 00:09:23.000]  這人有公義,有虔誠,素常盼望以色列的安慰者來到,
[00:09:23.000 --> 00:09:28.000]  又有聖靈在他身上,他得了聖靈的啟示,
[00:09:28.000 --> 00:09:33.000]  知道自己未死以前必看見主所立的基督,
[00:09:33.000 --> 00:09:37.000]  他受了聖靈的感動,進入聖殿,
[00:09:37.000 --> 00:09:41.000]  正遇見耶穌的父母抱著孩子進來,
[00:09:41.000 --> 00:09:44.000]  要照律法的規矩而行,
[00:09:44.000 --> 00:09:48.000]  西冕就把他抱過來,稱頌神說:
[00:09:48.000 --> 00:09:55.000]  「主啊,如今可以照祢的話,容祢的僕人安然去世。」
[00:09:55.000 --> 00:09:59.000]  「因為我的眼睛已經看見祢的救恩,
[00:09:59.000 --> 00:10:02.000]  就是祢在萬民面前所預備的,
[00:10:02.000 --> 00:10:08.000]  是啟示愛邦人的光,是祢聞以色列的榮耀。」
[00:10:08.000 --> 00:10:12.000]  孩子的父母因論耶穌的這些話就驚訝,
[00:10:12.000 --> 00:10:18.000]  西冕給他們祝福,又對孩子的母親瑪利亞說:
[00:10:18.000 --> 00:10:23.000]  「這孩子被納,是要叫以色列中許多人跌倒,
[00:10:23.000 --> 00:10:28.000]  許多人興起,又要成為毀謗的對象,
[00:10:28.000 --> 00:10:32.000]  叫許多人心裡的意念顯露出來,
[00:10:32.000 --> 00:10:36.000]  你自己的心也要被劍刺透。」
[00:10:36.000 --> 00:10:42.000]  我們在這裡看到有一個叫西冕的人,
[00:10:42.000 --> 00:10:44.000]  他是好還是不好的?
[00:10:44.000 --> 00:10:48.000]  好的,他是公義和虔誠的人,
[00:10:48.000 --> 00:10:54.000]  我們在經文中看到聖靈向他啟示,
[00:10:54.000 --> 00:10:59.000]  在他未死之前會見到主耶穌,
[00:10:59.000 --> 00:11:03.000]  於是西冕進入聖殿的時候,
[00:11:03.000 --> 00:11:06.000]  他就看到約瑟和瑪利亞抱著他,
[00:11:06.000 --> 00:11:11.000]  西冕看到這個孩子,即是耶穌,
[00:11:11.000 --> 00:11:15.000]  他就說:「我現在可以安然去世了,
[00:11:15.000 --> 00:11:18.000]  因為他已經親眼見到主耶穌,
[00:11:18.000 --> 00:11:22.000]  祂會為世人帶來救恩,
[00:11:22.000 --> 00:11:29.000]  並且祂給了一個祝福給瑪利亞和約瑟。」
[00:11:29.000 --> 00:11:34.000]  西冕說他現在見到主的面容的時候,
[00:11:34.000 --> 00:11:36.000]  他可以安然離世,
[00:11:36.000 --> 00:11:40.000]  可想而知他可能等了耶穌很久,
[00:11:40.000 --> 00:11:42.000]  所以他也有些年紀,
[00:11:42.000 --> 00:11:46.000]  他每天都在等候主耶穌的來臨,
[00:11:46.000 --> 00:11:50.000]  西冕每一天都很期待,
[00:11:50.000 --> 00:11:55.000]  並且有些聖經書說他很年輕的時候,
[00:11:55.000 --> 00:11:58.000]  他已經聽到聖靈感動他,
[00:11:58.000 --> 00:12:01.000]  說他會看到主基督的降生,
[00:12:01.000 --> 00:12:07.000]  所以當聖靈告訴他這個信息的時候,
[00:12:07.000 --> 00:12:11.000]  他就決定要分別去慰聖,
[00:12:11.000 --> 00:12:15.000]  他要去做一個公義和虔誠的人,
[00:12:15.000 --> 00:12:20.000]  同樣地,雖然今天我們不能夠回到以前,
[00:12:20.000 --> 00:12:22.000]  去等待耶穌出世,
[00:12:22.000 --> 00:12:27.000]  但是主耶穌,我們會不會再有機會看主耶穌第二次?
[00:12:27.000 --> 00:12:30.000]  誰覺得有機會的舉手?
[00:12:30.000 --> 00:12:34.000]  其他人都覺得沒有機會,
[00:12:34.000 --> 00:12:39.000]  其實我們真的有機會去再見耶穌,
[00:12:39.000 --> 00:12:41.000]  耶穌會第二次的回來,
[00:12:41.000 --> 00:12:44.000]  所以同樣地,當耶穌第二次的回來,
[00:12:44.000 --> 00:12:49.000]  我們會不會都以一個虔誠、公義的心去等待呢?
[00:12:49.000 --> 00:12:52.000]  不知道大家今年,2025年裏面,
[00:12:52.000 --> 00:12:58.000]  大家有沒有行公義,有沒有行主喜悅的事呢?
[00:12:58.000 --> 00:13:02.000]  我在這裏也想起之前有一位家長,
[00:13:02.000 --> 00:13:06.000]  跟我分享他自己的小朋友,
[00:13:06.000 --> 00:13:11.000]  我想是高小至初中的年齡層,
[00:13:11.000 --> 00:13:15.000]  他在學校有些人玩類似碟仙,
[00:13:15.000 --> 00:13:17.000]  有沒有人聽過這些東西?
[00:13:17.000 --> 00:13:19.000]  或者是學校是…
[00:13:19.000 --> 00:13:23.000]  他那時候叫Charlie,不知道有沒有人聽過這東西,
[00:13:23.000 --> 00:13:28.000]  那位他的小朋友,他就跟老師說,
[00:13:28.000 --> 00:13:30.000]  因為他知道這東西是不對的,
[00:13:30.000 --> 00:13:32.000]  不合神心意,
[00:13:32.000 --> 00:13:34.000]  以及很容易碰到靈界的東西,
[00:13:34.000 --> 00:13:39.000]  所以他就跟老師說,其實是不對的,
[00:13:39.000 --> 00:13:44.000]  所以我也在這位年輕人的身上看到,
[00:13:44.000 --> 00:13:47.000]  其實是不對的,他說出來,
[00:13:47.000 --> 00:13:53.000]  他去做不做神,他不喜悅的事情。
[00:13:53.000 --> 00:13:55.000]  不知道我們今年,在2025年,
[00:13:55.000 --> 00:14:00.000]  我們有沒有都行公義,過一個虔誠的生命呢?
[00:14:00.000 --> 00:14:03.000]  因為我們真的會等耶穌第二次的回來,
[00:14:03.000 --> 00:14:05.000]  我們等祂回來,
[00:14:05.000 --> 00:14:10.000]  我們會不會都以公義和虔誠的心去等候?
[00:14:10.000 --> 00:14:12.000]  或許我們等一下在小組,
[00:14:12.000 --> 00:14:14.000]  我們都可以再去分享,
[00:14:14.000 --> 00:14:16.000]  我們今年行了公義的位置,
[00:14:16.000 --> 00:14:17.000]  虔誠的位置,
[00:14:17.000 --> 00:14:20.000]  讓我們的組員可以為我們去感恩。
[00:14:20.000 --> 00:14:27.000]  我們去看到,馬尼亞和約瑟收到一個祝福,
[00:14:27.000 --> 00:14:30.000]  通常祝福那些是,祝你身體健康,
[00:14:30.000 --> 00:14:32.000]  祝你天天喜樂,
[00:14:32.000 --> 00:14:34.000]  但這個祝福是怎樣的呢?
[00:14:34.000 --> 00:14:36.000]  祝福你的孩子被勒,
[00:14:36.000 --> 00:14:38.000]  就叫以色列人很多人跌倒,
[00:14:38.000 --> 00:14:41.000]  很多人興起,又要成為毀謗的對象,
[00:14:41.000 --> 00:14:43.000]  叫很多人的意念顯露出來,
[00:14:43.000 --> 00:14:45.000]  自己的心都要被劍刺透。
[00:14:45.000 --> 00:14:50.000]  當你想像一下,有人這樣祝福你的時候,
[00:14:50.000 --> 00:14:54.000]  你都會想,很驚訝,其實很驚訝。
[00:14:54.000 --> 00:15:00.000]  其實當時,當約瑟和馬尼亞聽到西勉給他這個祝福的時候,
[00:15:00.000 --> 00:15:02.000]  他一樣都很驚訝,
[00:15:02.000 --> 00:15:06.000]  為什麼我兒子會叫人又跌倒又興起呢?
[00:15:06.000 --> 00:15:07.000]  究竟是什麼意思呢?
[00:15:07.000 --> 00:15:09.000]  我們一起看看這句經文,
[00:15:09.000 --> 00:15:14.000]  它說到有很多人會因為主的話而跌倒,
[00:15:14.000 --> 00:15:17.000]  這些人可能是不明白神的話語,
[00:15:17.000 --> 00:15:19.000]  或者是覺得,
[00:15:19.000 --> 00:15:23.000]  信這個宗教那麼多的規例,
[00:15:23.000 --> 00:15:25.000]  又要那麼多的界線,
[00:15:25.000 --> 00:15:26.000]  很氣餒,
[00:15:26.000 --> 00:15:28.000]  所以就會跌倒,
[00:15:28.000 --> 00:15:31.000]  這些人會離棄這個信仰。
[00:15:31.000 --> 00:15:34.000]  第二就是,有些人會被興起,
[00:15:34.000 --> 00:15:36.000]  其實這些被興起的人,
[00:15:36.000 --> 00:15:38.000]  就是聽到神的話語,
[00:15:38.000 --> 00:15:40.000]  去相信,
[00:15:40.000 --> 00:15:42.000]  並且將神的話語,
[00:15:42.000 --> 00:15:44.000]  好像剛才第一首詩歌,
[00:15:44.000 --> 00:15:45.000]  今天沒有隔定,
[00:15:45.000 --> 00:15:46.000]  我還是會說這個詞,
[00:15:46.000 --> 00:15:47.000]  就是防國石。
[00:15:47.000 --> 00:15:51.000]  神的話語就是我們的防國石,
[00:15:51.000 --> 00:15:54.000]  就是我們可以在主的話語那裡建立,
[00:15:54.000 --> 00:15:55.000]  我們去興起。
[00:15:55.000 --> 00:15:58.000]  並且我們看到主耶穌,
[00:15:58.000 --> 00:16:02.000]  祂會將人心裡的很多意念,
[00:16:02.000 --> 00:16:03.000]  去顯露出來。
[00:16:03.000 --> 00:16:06.000]  有沒有人試過被神的話語,
[00:16:06.000 --> 00:16:09.000]  去顯露出你的心思、意念?
[00:16:09.000 --> 00:16:11.000]  我就有的。
[00:16:11.000 --> 00:16:14.000]  當然看神的話語的時候,
[00:16:14.000 --> 00:16:16.000]  其實是真的會的,
[00:16:16.000 --> 00:16:18.000]  我們也有一起查經的時候,
[00:16:18.000 --> 00:16:19.000]  我們的組員也會看到,
[00:16:19.000 --> 00:16:21.000]  其實是會一直顯露,
[00:16:21.000 --> 00:16:22.000]  告訴我們,
[00:16:22.000 --> 00:16:24.000]  我們生命裡做得不夠好的地方,
[00:16:24.000 --> 00:16:27.000]  或者我們生命裡要繼續做好的地方,
[00:16:27.000 --> 00:16:29.000]  並且主的話語,
[00:16:29.000 --> 00:16:30.000]  就好像一把劍,
[00:16:30.000 --> 00:16:34.000]  刺穿我們的心思、意念。
[00:16:34.000 --> 00:16:36.000]  就好像希伯來書四章十二節說道,
[00:16:36.000 --> 00:16:38.000]  他說,我沒有擺出來,
[00:16:38.000 --> 00:16:40.000]  不過就讀給大家聽,
[00:16:40.000 --> 00:16:41.000]  神的道是活潑,
[00:16:41.000 --> 00:16:42.000]  是有功效,
[00:16:42.000 --> 00:16:45.000]  比一切兩刃的劍更加鋒利,
[00:16:45.000 --> 00:16:47.000]  甚至魂與靈,
[00:16:47.000 --> 00:16:49.000]  骨折與骨髓都能夠刺入,
[00:16:49.000 --> 00:16:50.000]  否開,
[00:16:50.000 --> 00:16:54.000]  連心中的思念和主義都能夠辨明。
[00:16:54.000 --> 00:16:55.000]  哇,
[00:16:55.000 --> 00:16:58.000]  神的話語好像更,
[00:16:58.000 --> 00:16:59.000]  不是好像,
[00:16:59.000 --> 00:17:02.000]  是比一把劍更鋒利,
[00:17:02.000 --> 00:17:04.000]  比劍更加鋒利。
[00:17:04.000 --> 00:17:07.000]  所以耶穌來到誕生的時候,
[00:17:07.000 --> 00:17:09.000]  祂說的話,
[00:17:09.000 --> 00:17:12.000]  也是會即將去刺透我們的心,
[00:17:12.000 --> 00:17:14.000]  刺透我們的心思、意念,
[00:17:14.000 --> 00:17:19.000]  讓我們能夠過合神心意的生命。
[00:17:19.000 --> 00:17:21.000]  我們再繼續看下去,
[00:17:21.000 --> 00:17:23.000]  三十六節的時候,
[00:17:23.000 --> 00:17:26.000]  我們看到有一位女仙子,
[00:17:26.000 --> 00:17:28.000]  她叫做阿娜,
[00:17:28.000 --> 00:17:31.000]  是這個《雅策之法法》內力的女,
[00:17:31.000 --> 00:17:34.000]  我們看到她的特質就是,
[00:17:34.000 --> 00:17:39.000]  她很老邁,
[00:17:39.000 --> 00:17:41.000]  沒什麼事的,
[00:17:41.000 --> 00:17:44.000]  就是她的年紀很老邁,
[00:17:44.000 --> 00:17:47.000]  她是同女出嫁,
[00:17:47.000 --> 00:17:49.000]  跟丈夫住了七年,
[00:17:49.000 --> 00:17:50.000]  就守寡,
[00:17:50.000 --> 00:17:52.000]  寡居了。
[00:17:52.000 --> 00:17:53.000]  可想而知,
[00:17:53.000 --> 00:17:55.000]  看這個描述,
[00:17:55.000 --> 00:17:58.000]  她是比較年長,
[00:17:58.000 --> 00:17:59.000]  年長,
[00:17:59.000 --> 00:18:01.000]  可能是缺乏生命力,
[00:18:01.000 --> 00:18:02.000]  如果我們就這樣看,
[00:18:02.000 --> 00:18:03.000]  就這樣表面去看,
[00:18:03.000 --> 00:18:06.000]  可能會覺得她缺乏生命力,
[00:18:06.000 --> 00:18:08.000]  還有她是一個寡婦,
[00:18:08.000 --> 00:18:09.000]  在那個時候,
[00:18:09.000 --> 00:18:11.000]  她是沒有依靠,
[00:18:11.000 --> 00:18:13.000]  也沒有得到滿足,
[00:18:13.000 --> 00:18:19.000]  但是她不斷地在神的殿裏面,
[00:18:19.000 --> 00:18:21.000]  去禁食祈禱,
[00:18:21.000 --> 00:18:23.000]  日夜都服侍神,
[00:18:23.000 --> 00:18:24.000]  並且她說到,
[00:18:24.000 --> 00:18:28.000]  這一位救贖主的降臨,
[00:18:28.000 --> 00:18:29.000]  祂的厲害,
[00:18:29.000 --> 00:18:32.000]  主耶穌來到她的救恩,
[00:18:32.000 --> 00:18:34.000]  所以我們看到,
[00:18:34.000 --> 00:18:36.000]  這位仙子,
[00:18:36.000 --> 00:18:39.000]  其實她也是很虔誠,
[00:18:39.000 --> 00:18:40.000]  日與夜,
[00:18:40.000 --> 00:18:41.000]  也是禱告,
[00:18:41.000 --> 00:18:42.000]  日與夜侍奉神,
[00:18:42.000 --> 00:18:45.000]  也是等候著主耶穌的來臨,
[00:18:45.000 --> 00:18:48.000]  我們今天看到西冕和阿娜,
[00:18:48.000 --> 00:18:50.000]  剛才第一個的弟兄,
[00:18:50.000 --> 00:18:52.000]  西冕和這位的仙子阿娜,
[00:18:52.000 --> 00:18:54.000]  我們看到他們的生命,
[00:18:54.000 --> 00:18:57.000]  其實都是很投入神那裏,
[00:18:57.000 --> 00:19:00.000]  他們兩個雖然年紀都是年長,
[00:19:00.000 --> 00:19:02.000]  都等了耶穌來,
[00:19:02.000 --> 00:19:03.000]  去見耶穌的面,
[00:19:03.000 --> 00:19:05.000]  等了一段時間,
[00:19:05.000 --> 00:19:07.000]  但他們在這個等待的period,
[00:19:07.000 --> 00:19:10.000]  他們每一天都是以禱告,
[00:19:10.000 --> 00:19:11.000]  以服侍,
[00:19:11.000 --> 00:19:12.000]  以一個公義,
[00:19:12.000 --> 00:19:14.000]  以一個虔誠的心,
[00:19:14.000 --> 00:19:15.000]  去等候主耶穌,
[00:19:15.000 --> 00:19:17.000]  並且他們是很雀躍的,
[00:19:17.000 --> 00:19:19.000]  我們看到他們是很期待,
[00:19:19.000 --> 00:19:21.000]  主耶穌的降生,
[00:19:21.000 --> 00:19:23.000]  同樣地我們都是一樣,
[00:19:23.000 --> 00:19:25.000]  我們都是一群等候著,
[00:19:25.000 --> 00:19:27.000]  耶穌第二次回來的人,
[00:19:27.000 --> 00:19:29.000]  所以我們會不會都可以,
[00:19:29.000 --> 00:19:32.000]  以一個公義敬虔的心,
[00:19:32.000 --> 00:19:34.000]  去等候主耶穌,
[00:19:34.000 --> 00:19:36.000]  祂第二次的回來,
[00:19:36.000 --> 00:19:38.000]  我們會不會這麼容易,
[00:19:38.000 --> 00:19:41.000]  在我們朋友的群組,
[00:19:41.000 --> 00:19:43.000]  我們看到他們這樣做,
[00:19:43.000 --> 00:19:44.000]  我們就妥協,
[00:19:44.000 --> 00:19:45.000]  我們玩玩,
[00:19:45.000 --> 00:19:46.000]  不要緊的,
[00:19:46.000 --> 00:19:47.000]  玩玩而已,
[00:19:47.000 --> 00:19:48.000]  不怕的,
[00:19:48.000 --> 00:19:52.000]  但是我們作為跟隨神的人,
[00:19:52.000 --> 00:19:55.000]  我們作為主的門徒的時候,
[00:19:55.000 --> 00:19:59.000]  我們會不會都是願意去跟隨神,
[00:19:59.000 --> 00:20:01.000]  去做祂喜悅的事,
[00:20:01.000 --> 00:20:04.000]  不做祂不喜悅的事情呢?
[00:20:04.000 --> 00:20:07.000]  或許我們在2025年,
[00:20:07.000 --> 00:20:11.000]  我們都有不同的高與低,
[00:20:11.000 --> 00:20:13.000]  但是我們靠著上帝,
[00:20:13.000 --> 00:20:15.000]  我們都可以了解,
[00:20:15.000 --> 00:20:16.000]  並且神,
[00:20:16.000 --> 00:20:17.000]  好像耶穌,
[00:20:17.000 --> 00:20:18.000]  祂是一個,
[00:20:18.000 --> 00:20:22.000]  祂的話語能夠刺透我們的心的時候,
[00:20:22.000 --> 00:20:23.000]  我們會不會都辨別到,
[00:20:23.000 --> 00:20:25.000]  我們心裡面一些需要,
[00:20:25.000 --> 00:20:27.000]  去認罪,
[00:20:27.000 --> 00:20:28.000]  去悔改,
[00:20:28.000 --> 00:20:31.000]  要跟神交代的地方呢?
[00:20:31.000 --> 00:20:35.000]  因為主的福音,
[00:20:35.000 --> 00:20:36.000]  是有大能,
[00:20:36.000 --> 00:20:38.000]  主的話語,
[00:20:38.000 --> 00:20:39.000]  是滿滿的,
[00:20:39.000 --> 00:20:42.000]  充滿我們的心的時候,
[00:20:42.000 --> 00:20:45.000]  我們都會願意去作出一些改變,
[00:20:45.000 --> 00:20:48.000]  作出一些調整,
