
[00:00:00.000 --> 00:00:13.120]  主持人:請問各位主持人好 今天在這裡再一次跟大家來參選人生
[00:03:42.920 --> 00:03:46.240]  在14章6節19節和15章14節
[00:03:46.240 --> 00:03:49.920]  都是說耶和華的靈大大感動參選
[00:03:49.920 --> 00:03:53.040]  是神來到充滿參選
[00:03:53.040 --> 00:03:56.800]  讓他有這種超人異常的能力
[00:03:56.800 --> 00:03:59.400]  他才能夠戰勝仇敵
[00:03:59.400 --> 00:04:03.480]  所以這三件事都不是他自己可以得到的
[00:04:03.480 --> 00:04:07.080]  我們今天重看16章
[00:04:07.080 --> 00:04:11.760]  我們會重現看到他這三個失敗的原因
[00:04:11.760 --> 00:04:14.720]  在約翰一書2章16節
[00:04:14.720 --> 00:04:16.200]  魯約翰跟我們說
[00:04:16.200 --> 00:04:18.000]  他說這個世界上的東西
[00:04:18.000 --> 00:04:19.600]  好比肉體的情慾
[00:04:19.600 --> 00:04:22.440]  眼目的情慾和今生的驕傲
[00:04:22.440 --> 00:04:25.040]  都不是從腹那裡來的
[00:04:25.040 --> 00:04:26.800]  是從世界來的
[00:04:26.800 --> 00:04:30.520]  這個世界的意思不是說創造的世界
[00:04:30.520 --> 00:04:33.920]  這個世界是說仇敵魔鬼
[00:04:33.920 --> 00:04:38.400]  所謂迷惑世人的黑暗權勢
[00:04:38.400 --> 00:04:40.560]  在背後要操縱人
[00:04:40.560 --> 00:04:45.440]  要灌輸人一種敵黨上帝的原意
[00:04:45.440 --> 00:04:46.920]  那些價值觀
[00:04:46.920 --> 00:04:48.720]  那些人生觀
[00:04:48.720 --> 00:04:53.480]  這正是我們今天落在這三種的捆綁裡面
[00:04:53.480 --> 00:04:54.520]  我們的肉體
[00:04:54.520 --> 00:04:55.400]  我們的眼目
[00:04:55.400 --> 00:04:58.760]  甚至我們心裡的那種驕傲
[00:04:58.760 --> 00:05:00.040]  人生自古以來
[00:05:00.040 --> 00:05:03.520]  這三種都是一個不解的誘惑
[00:05:03.520 --> 00:05:05.680]  有一個英文的笑話
[00:05:05.680 --> 00:05:07.680]  你當真是笑話看就行了
[00:05:07.680 --> 00:05:11.720]  The oldest computer was owned by Adam and Eve
[00:05:11.720 --> 00:05:15.360]  It was an apple with very limited memory
[00:05:15.360 --> 00:05:17.880]  Just a bite and everything crashed
[00:05:17.880 --> 00:05:19.360]  看得明白意思嗎
[00:05:19.360 --> 00:05:21.480]  他說的是伊甸園裡面
[00:05:21.480 --> 00:05:23.000]  亞當夏娃
[00:05:23.000 --> 00:05:24.960]  她不聽神的話
[00:05:24.960 --> 00:05:26.520]  她們有limited memory
[00:05:26.520 --> 00:05:28.000]  吃了禁果
[00:05:28.000 --> 00:05:29.760]  其實聖經沒有說是apple
[00:05:29.760 --> 00:05:31.760]  不過童話的聖經故事
[00:05:31.760 --> 00:05:33.800]  為了吸引小朋友
[00:05:33.800 --> 00:05:35.440]  真是閱人冷目
[00:05:35.440 --> 00:05:36.880]  所以就說蘋果
[00:05:36.880 --> 00:05:38.840]  結果咬了一口
[00:05:38.840 --> 00:05:40.600]  整個computer就壞了
[00:05:40.600 --> 00:05:44.160]  這個就是說我們人生裡面
[00:05:44.160 --> 00:05:46.680]  我們人類歷史裡面
[00:05:46.680 --> 00:05:49.040]  最進入世界的問題
[00:05:49.040 --> 00:05:50.200]  十六章
[00:05:50.200 --> 00:05:54.840]  我們看到技術整個參酸致命的誘惑
[00:05:54.840 --> 00:05:58.800]  一開始也是回到原點
[00:05:58.800 --> 00:06:00.280]  它失敗的開始
[00:06:00.280 --> 00:06:01.920]  就是眼目的情慾
[00:06:01.920 --> 00:06:06.160]  在第十六章頭三節裡面
[00:06:06.160 --> 00:06:08.240]  這次你會看到
[00:06:08.240 --> 00:06:11.000]  真是一步一驚心
[00:06:11.000 --> 00:06:12.400]  最初他在庭欄
[00:06:12.400 --> 00:06:15.680]  是看到一個菲利士的女子
[00:06:15.680 --> 00:06:18.520]  現在你說她去到加薩
[00:06:18.520 --> 00:06:21.360]  深入這個仇敵的腹地
[00:06:21.360 --> 00:06:25.880]  加薩是沿著地中海
[00:06:25.880 --> 00:06:29.960]  一個菲利士重要的城邑
[00:06:29.960 --> 00:06:31.160]  她去到那裡做什麼
[00:06:31.160 --> 00:06:32.160]  我們不知道
[00:06:32.160 --> 00:06:34.160]  但可能她為了辦事
[00:06:34.160 --> 00:06:35.880]  但她去到那個地方
[00:06:35.880 --> 00:06:38.560]  她遇到一個妓女
[00:06:38.560 --> 00:06:39.680]  聖經怎麼說
[00:06:39.680 --> 00:06:41.520]  就與她親近
[00:06:41.520 --> 00:06:42.320]  看到
[00:06:42.320 --> 00:06:43.320]  跟著想做
[00:06:43.320 --> 00:06:44.440]  就去做
[00:06:44.440 --> 00:06:45.160]  看到
[00:06:45.160 --> 00:06:46.840]  因為覺得自己有需要
[00:06:46.840 --> 00:06:49.000]  就去滿足自己的私慾
[00:06:49.000 --> 00:06:50.080]  這個問題
[00:06:50.080 --> 00:06:51.360]  是讓我們看到
[00:06:51.360 --> 00:06:54.000]  多恐怖的一個過程
[00:06:54.000 --> 00:06:56.720]  二十年她做事司
[00:06:56.720 --> 00:06:58.880]  但做到今時今日
[00:06:58.880 --> 00:07:02.040]  她自己以為自己很恐怖有力
[00:07:02.040 --> 00:07:05.560]  她以為自己有異常這種能力
[00:07:05.560 --> 00:07:08.920]  她就越來越雜飛成事
[00:07:08.920 --> 00:07:10.280]  參宣的墮落
[00:07:10.280 --> 00:07:11.480]  不是衝動
[00:07:11.480 --> 00:07:13.680]  是一個漫長的過程
[00:07:13.680 --> 00:07:15.440]  她一直是輕忽了
[00:07:15.440 --> 00:07:18.280]  神對她選召的身份
[00:07:18.280 --> 00:07:20.400]  她沒有謹守做拿西爾人
[00:07:20.400 --> 00:07:22.240]  當守的誡命
[00:07:22.240 --> 00:07:23.120]  由亭那
[00:07:23.120 --> 00:07:26.080]  她怎樣來娶菲利士女子為妻
[00:07:26.080 --> 00:07:27.000]  這件事
[00:07:27.000 --> 00:07:28.560]  讓我們看到到現在
[00:07:28.560 --> 00:07:29.800]  看到妓女
[00:07:29.800 --> 00:07:31.840]  她為了要滿足自己的私慾
[00:07:31.840 --> 00:07:35.800]  就來跟人搞上這種關係
[00:07:35.800 --> 00:07:37.360]  這個情景
[00:07:37.360 --> 00:07:40.800]  讓我們看到是謹慎的問題
[00:07:40.800 --> 00:07:42.560]  我們由很細微的事情
[00:07:42.560 --> 00:07:44.320]  你不要忽略
[00:07:44.320 --> 00:07:46.600]  所以在《希伯來書》第二章
[00:07:46.600 --> 00:07:48.160]  有教導我們
[00:07:48.160 --> 00:07:49.680]  你要謹慎
[00:07:49.680 --> 00:07:51.440]  你要更加留心聽從
[00:07:51.440 --> 00:07:53.480]  神藉基督所說的話
[00:07:53.480 --> 00:07:56.520]  聖經的形容就是「越發鄭重」
[00:07:56.520 --> 00:07:59.640]  但當我們不去小心留心的時候
[00:07:59.640 --> 00:08:02.240]  相反詞就是忽略
[00:08:02.240 --> 00:08:06.160]  我們忽略這麼重大的救恩
[00:08:06.160 --> 00:08:07.240]  我們輕看
[00:08:07.240 --> 00:08:08.000]  沒有重視
[00:08:08.000 --> 00:08:09.840]  沒有認真去對待
[00:08:09.840 --> 00:08:13.800]  上帝給他的兒女們的訓誨
[00:08:13.800 --> 00:08:16.680]  我們就會跌落很多的迷惑
[00:08:16.680 --> 00:08:19.080]  我們的救恩盼望
[00:08:19.080 --> 00:08:21.800]  是像撈一樣穩固
[00:08:21.800 --> 00:08:23.800]  我們救恩的盼望
[00:08:23.800 --> 00:08:25.480]  那個有如撈
[00:08:25.480 --> 00:08:28.440]  就是來自耶穌基督的盤石
[00:08:28.440 --> 00:08:29.640]  很穩妥的
[00:08:29.640 --> 00:08:32.120]  好像我們看一艘船
[00:08:32.120 --> 00:08:34.520]  它不會隨流飄去
[00:08:34.520 --> 00:08:35.640]  就是這個撈
[00:08:35.640 --> 00:08:39.600]  是立定在海底的盤石上
[00:08:39.600 --> 00:08:41.560]  抓緊
[00:08:41.560 --> 00:08:44.560]  有風浪來衝擊的話
[00:08:44.560 --> 00:08:46.520]  神都能夠保護我們
[00:08:46.520 --> 00:08:52.160]  因為我們是納根在耶穌基督的撈上
[00:08:52.160 --> 00:08:54.520]  魔鬼要輕波作浪
[00:08:54.520 --> 00:08:57.120]  要透過生命和歷史
[00:08:57.120 --> 00:08:58.680]  有很多的風浪
[00:08:58.680 --> 00:09:00.560]  要衝擊我們人類
[00:09:00.560 --> 00:09:02.960]  叫人利器上帝
[00:09:02.960 --> 00:09:04.200]  越走越遠
[00:09:04.200 --> 00:09:07.600]  我們走的路越來越偏差
[00:09:07.600 --> 00:09:09.280]  我們深信今天神
[00:09:09.280 --> 00:09:11.600]  已經藉著祂自己的說話
[00:09:11.600 --> 00:09:13.240]  祂的救恩是確實的
[00:09:13.240 --> 00:09:14.640]  祂不會說謊
[00:09:14.640 --> 00:09:19.160]  這是希伯來書6章18-19節再次提醒我們
[00:09:19.160 --> 00:09:24.520]  讓我們看回參孫生命的時候
[00:09:24.520 --> 00:09:25.640]  我們看到
[00:09:25.640 --> 00:09:28.880]  他由加薩完成這件事之後
[00:09:28.880 --> 00:09:31.440]  當時那些人想圍剿他
[00:09:31.440 --> 00:09:35.080]  但他半夜知道第二天要來抓他
[00:09:35.080 --> 00:09:36.800]  他就半夜急起來
[00:09:36.800 --> 00:09:41.480]  然後整個城門他都可以拖走
[00:09:41.480 --> 00:09:45.400]  一直抬到希伯倫的山頂上
[00:09:45.400 --> 00:09:47.800]  真是能人所不能
[00:09:47.800 --> 00:09:49.200]  這就是參孫
[00:09:49.200 --> 00:09:52.320]  但這是神給他的一種恩典
[00:09:52.320 --> 00:09:54.160]  他沒有很好的善用
[00:09:54.160 --> 00:09:57.360]  反而縱容自己去犯罪
[00:09:57.360 --> 00:09:59.760]  你看到墮落的過程
[00:09:59.760 --> 00:10:02.080]  他由加薩這個地方
[00:10:02.080 --> 00:10:03.960]  他現在轉去哪裡?
[00:10:03.960 --> 00:10:05.280]  由加薩這個地方
[00:10:05.280 --> 00:10:07.440]  現在轉去塞列谷
[00:10:07.440 --> 00:10:10.800]  這個塞列谷就是昔日的庭拿之處
[00:10:10.800 --> 00:10:14.320]  他回到那裡遇到一個女人
[00:10:14.320 --> 00:10:15.480]  他很喜歡
[00:10:15.480 --> 00:10:16.960]  他很喜愛
[00:10:16.960 --> 00:10:21.120]  這個在塞列谷的婦人叫做大利拉
[00:10:21.120 --> 00:10:25.520]  大利拉在希伯來文的字根裏面
[00:10:25.520 --> 00:10:29.360]  是可以找到跟他相同的一個詞彙
[00:10:29.360 --> 00:10:31.000]  所以有些聖經學者
[00:10:31.000 --> 00:10:35.320]  他們估計這是唯一一個有名字的女人
[00:10:35.320 --> 00:10:37.640]  出現在參孫的生命裏面
[00:10:37.640 --> 00:10:40.880]  他們認為這個女人為何要給她一個名字呢?
[00:10:40.880 --> 00:10:43.440]  因為她在參孫的生命裏面
[00:10:43.440 --> 00:10:47.640]  那個轉捩點是很致命的
[00:10:47.640 --> 00:10:50.040]  這個導致參孫踩到那個坑裏
[00:10:50.040 --> 00:10:51.520]  是叫他死的
[00:10:51.520 --> 00:10:54.760]  這件事讓我們又研究一下
[00:10:54.760 --> 00:10:57.200]  有些聖經學者很相信
[00:10:57.200 --> 00:11:00.320]  大利拉不一定是菲利士女子
[00:11:00.320 --> 00:11:03.520]  大利拉有可能是希伯來人
[00:11:03.520 --> 00:11:09.080]  如果是希伯來人竟然出賣自己的領袖
[00:11:09.080 --> 00:11:10.880]  你說這個多恐怖
[00:11:10.880 --> 00:11:12.960]  但為何會這樣做呢?
[00:11:12.960 --> 00:11:15.400]  你就要看下文交代
[00:11:15.400 --> 00:11:17.960]  菲利士那五個誠一的領袖
[00:11:17.960 --> 00:11:19.680]  大家都沒有參孫
[00:11:19.680 --> 00:11:22.560]  那個婦人她不知道怎樣去收拾她
[00:11:22.560 --> 00:11:26.680]  她就用錢來收買大利拉
[00:11:26.680 --> 00:11:29.280]  大利拉既然她那麼喜歡你
[00:11:29.280 --> 00:11:31.160]  你幫我們哄她
[00:11:31.160 --> 00:11:33.880]  說出她的力大無窮的原因
[00:11:33.880 --> 00:11:35.680]  那個秘密在哪裏呢?
[00:11:35.680 --> 00:11:37.200]  告訴我們
[00:11:37.200 --> 00:11:38.840]  每人出價多少?
[00:11:38.840 --> 00:11:41.520]  1100赦赫勒
[00:11:41.520 --> 00:11:43.000]  1100赦赫勒
[00:11:43.000 --> 00:11:46.440]  五個人就是5500赦赫勒
[00:11:46.440 --> 00:11:48.560]  值多少錢呢?
[00:11:48.560 --> 00:11:52.320]  你看到下一課我們會說到17章
[00:11:52.320 --> 00:11:57.680]  一個人的年均收入就是10個赦赫勒
[00:11:57.680 --> 00:12:00.840]  5500個赦赫勒
[00:12:00.840 --> 00:12:03.520]  即是說550年的工資
[00:12:03.520 --> 00:12:05.000]  我想問問弟兄姊妹
[00:12:05.000 --> 00:12:07.760]  今天這個世界有沒有一份工那麼好呢?
[00:12:07.760 --> 00:12:09.400]  我派你去做臥底
[00:12:09.400 --> 00:12:11.960]  然後起了一個人的底之後
[00:12:11.960 --> 00:12:14.960]  我給你550年的工資
[00:12:14.960 --> 00:12:17.040]  你安枕無憂
[00:12:17.040 --> 00:12:19.000]  不用打工了
[00:12:19.000 --> 00:12:21.680]  就是這種錢的魔力
[00:12:21.680 --> 00:12:26.040]  金錢原來一樣可以利欲分心
[00:12:26.040 --> 00:12:28.640]  自己人都可以出賣自己人
[00:12:28.640 --> 00:12:29.760]  就是這個大利拉
[00:12:29.760 --> 00:12:33.920]  她都是這種錢財的迷惑和捆綁裏面
[00:12:33.920 --> 00:12:38.560]  加上參孫在這種色誘的底下
[00:12:38.560 --> 00:12:43.080]  她也是我們說的錢、性、力
[00:12:43.080 --> 00:12:45.520]  她們全部都在這個最古老的
[00:12:45.520 --> 00:12:50.880]  這三重誘惑裏面被囚禁起來
[00:12:50.880 --> 00:12:53.320]  她們在這個墮落的過程
[00:12:53.320 --> 00:12:56.000]  都完全是失敗
[00:12:56.000 --> 00:13:00.360]  參孫她沒有這種警醒祈禱的心
[00:13:00.360 --> 00:13:02.520]  在她的生平裏面
[00:13:02.520 --> 00:13:04.600]  只有兩次記載她祈禱
[00:13:04.600 --> 00:13:06.440]  一次就是在15章
[00:13:06.440 --> 00:13:09.040]  她打敗了那些非利士人之後
[00:13:09.040 --> 00:13:09.960]  口渴得太多
[00:13:09.960 --> 00:13:11.560]  向神來呼求
[00:13:11.560 --> 00:13:13.840]  神啊 你揀選我做事師
[00:13:13.840 --> 00:13:15.480]  但是現在我渴死了
[00:13:15.480 --> 00:13:16.880]  你不救我嗎?
[00:13:16.880 --> 00:13:19.160]  結果神就給她地出水
[00:13:19.160 --> 00:13:21.360]  她能夠為祂解渴
[00:13:21.360 --> 00:13:24.480]  但是聖經學者在這裏有一個研究
[00:13:24.480 --> 00:13:28.600]  就是她的呼求不是來自她真心的悔改
[00:13:28.600 --> 00:13:32.480]  不是一個對神的面前一種懺悔
[00:13:32.480 --> 00:13:34.440]  一種心靈的甦醒
[00:13:34.440 --> 00:13:37.680]  她只是為了她的私慾
[00:13:37.680 --> 00:13:40.680]  完全是因為她自己的需要
[00:13:40.680 --> 00:13:43.240]  所以你看見這個情況
[00:13:43.240 --> 00:13:44.840]  神都是憐憫她
[00:13:44.840 --> 00:13:46.520]  來供應給她
[00:13:46.520 --> 00:13:48.960]  但是她沒有回轉 沒有警醒
[00:13:48.960 --> 00:13:52.000]  這個就是她在吃喝自己的罪
[00:13:52.000 --> 00:13:55.280]  吃喝自己的罪是很恐怖的一件事
[00:13:55.280 --> 00:13:57.200]  我們今天來到守聖餐
[00:13:57.200 --> 00:13:58.480]  大家都要謹慎
[00:13:58.480 --> 00:14:00.000]  不要因循
[00:14:00.000 --> 00:14:01.240]  每一次守聖餐
[00:14:01.240 --> 00:14:03.120]  我們都說你要思念主的愛
[00:14:03.120 --> 00:14:04.360]  同時要怎樣?
[00:14:04.360 --> 00:14:06.280]  要審查我們自己有沒有犯罪
[00:14:06.280 --> 00:14:07.720]  得罪神 得罪人
[00:14:07.720 --> 00:14:09.960]  我們需要來悔改
[00:14:09.960 --> 00:14:12.200]  在這個過程我們說警醒
[00:14:12.200 --> 00:14:14.160]  這個功課
[00:14:14.160 --> 00:14:16.160]  一年是四次
[00:14:16.160 --> 00:14:19.720]  庭拿的女子為了要她哄參孫
[00:14:19.720 --> 00:14:24.560]  說出她在婚宴裏面說的謎語
[00:14:24.560 --> 00:14:27.000]  叫她說出謎底
[00:14:27.000 --> 00:14:31.640]  她每天都來催逼她
[00:14:31.640 --> 00:14:33.400]  催逼這件事
[00:14:33.400 --> 00:14:35.520]  正是我們今天很多人
[00:14:35.520 --> 00:14:40.880]  都會看到男人是不能逼的
[00:14:40.880 --> 00:14:43.240]  特別是你的女人
[00:14:43.240 --> 00:14:46.480]  如果每天都在催逼你
[00:14:46.480 --> 00:14:47.560]  你就會瘋了
[00:14:47.560 --> 00:14:53.320]  男人就算是多大的男士
[00:14:53.320 --> 00:14:57.360]  我們說女士如果用這種手段
[00:14:57.360 --> 00:15:01.440]  一哭二罵三上吊
[00:15:01.440 --> 00:15:03.640]  男人就軟了
[00:15:03.640 --> 00:15:05.400]  你想要什麼我都投降
[00:15:05.400 --> 00:15:08.200]  你看參孫就是這樣的情況
[00:15:08.200 --> 00:15:12.440]  他當時在耍大利拉
[00:15:12.440 --> 00:15:15.120]  一次 兩次 三次
[00:15:15.120 --> 00:15:17.280]  他求參孫告訴他
[00:15:17.280 --> 00:15:19.280]  他也是在敷衍他
[00:15:19.280 --> 00:15:22.280]  行了 你等我睡了的時候
[00:15:22.280 --> 00:15:30.760]  你叫人找那些青的繩子綁住他
[00:15:30.760 --> 00:15:31.960]  後來第二次
[00:15:31.960 --> 00:15:34.880]  未用過新的繩子綁住他
[00:15:34.880 --> 00:15:37.120]  但每一次他都能夠解脫
[00:15:37.120 --> 00:15:38.400]  到第三次
[00:15:38.400 --> 00:15:40.840]  大利拉 你是在騙我的
[00:15:40.840 --> 00:15:42.040]  他說不是
[00:15:42.040 --> 00:15:45.240]  他開始說秘密越來越近
[00:15:45.240 --> 00:15:48.120]  你將我的頭髮的髮柳
[00:15:48.120 --> 00:15:51.040]  幫我打七個結
[00:15:51.040 --> 00:15:54.160]  然後我就會沒有這些力氣
[00:15:54.160 --> 00:15:56.560]  結果他如常又是爭脫了
[00:15:56.560 --> 00:15:58.160]  非理士人沒有他扶
[00:15:58.160 --> 00:15:59.920]  到最後第四次
[00:15:59.920 --> 00:16:02.600]  他天天用話來催逼他
[00:16:02.600 --> 00:16:04.200]  說你如果真的愛我
[00:16:04.200 --> 00:16:07.560]  你就要將這個秘密說出來
[00:16:07.560 --> 00:16:09.160]  參孫最後投降
[00:16:09.160 --> 00:16:10.080]  他說怎樣
[00:16:10.080 --> 00:16:13.680]  大利拉 你只要將我的頭髮剃掉
[00:16:13.680 --> 00:16:15.560]  我就會沒有力氣
[00:16:15.560 --> 00:16:21.560]  結果他現在掉到第四個致命誘惑的時候
[00:16:21.560 --> 00:16:24.360]  其實參孫變成了一個北極熊
[00:16:24.360 --> 00:16:26.880]  你知道北極熊怎樣死嗎
[00:16:26.880 --> 00:16:29.280]  北極熊是很大力的
[00:16:29.280 --> 00:16:30.720]  我們普通一個男人
[00:16:30.720 --> 00:16:33.160]  六七尺都對付不了
[00:16:33.160 --> 00:16:35.680]  當一個成年的北極熊一站起來的時候
[00:16:35.680 --> 00:16:37.280]  高過我們的人
[00:16:37.280 --> 00:16:39.920]  他撲過來幾百磅的重量
[00:16:39.920 --> 00:16:41.560]  然後那個熊爪
[00:16:41.560 --> 00:16:44.880]  爪到我們遍體鱗傷就死了
[00:16:44.880 --> 00:16:46.960]  所以那些獵人要暴殺
[00:16:46.960 --> 00:16:48.400]  北極熊怎樣做
[00:16:48.400 --> 00:16:50.920]  他們很聰明
[00:16:50.920 --> 00:16:53.680]  他先找那些海獅殺了
[00:16:53.680 --> 00:16:55.240]  因為海獅很小隻
[00:16:55.240 --> 00:16:57.360]  捉了之後就放血
[00:16:57.360 --> 00:16:59.240]  放血就混合冰
[00:16:59.240 --> 00:17:00.840]  讓它凝固了
[00:17:00.840 --> 00:17:02.480]  或者放了血之後
[00:17:02.480 --> 00:17:05.000]  就找一把短的刀
[00:17:05.000 --> 00:17:06.120]  那些匕首
[00:17:06.120 --> 00:17:08.160]  刀鋒向著天
[00:17:08.160 --> 00:17:10.440]  插在冰堆上
[00:17:10.440 --> 00:17:11.720]  為了什麼
[00:17:11.720 --> 00:17:13.760]  其實是一個陷阱
[00:17:13.760 --> 00:17:16.400]  原來北極熊是多麼的厲害
[00:17:16.400 --> 00:17:18.800]  他們的嗅覺都很靈敏
[00:17:18.800 --> 00:17:21.200]  聞到哪裡有鮮血的味道
[00:17:21.200 --> 00:17:22.880]  他們就會追蹤來到
[00:17:22.880 --> 00:17:23.760]  來到的時候
[00:17:23.760 --> 00:17:26.120]  他們就會
[00:17:26.120 --> 00:17:27.520]  哇 厲害了
[00:17:27.520 --> 00:17:29.720]  這裡有一堆的雪
[00:17:29.720 --> 00:17:31.280]  又有鮮血
[00:17:31.280 --> 00:17:33.000]  越吃越開心
[00:17:33.000 --> 00:17:34.480]  但是他們在吃什麼
[00:17:34.480 --> 00:17:37.360]  其實他們慢慢在吃自己的血
[00:17:37.360 --> 00:17:39.160]  因為那些刀鋒
[00:17:39.160 --> 00:17:41.320]  和那些冰雕
[00:17:41.320 --> 00:17:42.680]  其實一直在割傷
[00:17:42.680 --> 00:17:44.800]  北極熊的舌頭
[00:17:44.800 --> 00:17:45.920]  他一邊舔的時候
[00:17:45.920 --> 00:17:47.160]  哇 很爽
[00:17:47.160 --> 00:17:49.000]  為什麼這麼新鮮
[00:17:49.000 --> 00:17:50.080]  越吃越吃
[00:17:50.080 --> 00:17:51.320]  越流
[00:17:51.320 --> 00:17:53.240]  流到他身上很多血
[00:17:53.240 --> 00:17:54.320]  已經流盡的時候
[00:17:54.320 --> 00:17:56.720]  他自己都已經沒有力氣了
[00:17:56.720 --> 00:18:00.080]  接著獵人出來收拾他
[00:18:00.080 --> 00:18:02.240]  參孫就好像一個北極熊
[00:18:02.240 --> 00:18:04.960]  他睡在大理拉的大腿裡面
[00:18:04.960 --> 00:18:06.720]  他以為安枕無憂
[00:18:06.720 --> 00:18:08.040]  我告訴你
[00:18:08.040 --> 00:18:09.280]  我的秘密
[00:18:09.280 --> 00:18:10.640]  我都沒事的
[00:18:10.640 --> 00:18:13.360]  這個就是他的想法
[00:18:13.360 --> 00:18:16.040]  他那種自高自大
[00:18:16.040 --> 00:18:17.360]  你看到在這個時候
[00:18:17.360 --> 00:18:19.200]  大理拉見到他
[00:18:19.200 --> 00:18:20.840]  頭髮都剃光了
[00:18:20.840 --> 00:18:21.760]  參孫啊
[00:18:21.760 --> 00:18:23.680]  菲利士人來抓你了
[00:18:23.680 --> 00:18:26.640]  參孫立刻睡中醒來
[00:18:26.640 --> 00:18:30.600]  就說我要好像前幾次一樣脫身而去
[00:18:30.600 --> 00:18:32.760]  但是他卻不知道
[00:18:32.760 --> 00:18:35.600]  耶和華已經離開他了
[00:18:35.600 --> 00:18:36.800]  很可憐
[00:18:36.800 --> 00:18:38.360]  一個屬靈的領袖
[00:18:38.360 --> 00:18:40.840]  連神的靈都已經離開了他
[00:18:40.840 --> 00:18:41.840]  他都不知道
[00:18:41.840 --> 00:18:44.520]  他一直在自把自為
[00:18:44.520 --> 00:18:46.720]  所以這個就好像《真言書》所說
[00:18:46.720 --> 00:18:48.960]  驕傲在敗壞已先
[00:18:48.960 --> 00:18:52.560]  內心這種高傲都在跌倒之前
[00:18:52.560 --> 00:18:54.120]  這麼危險的情況
