
[00:00:00.000 --> 00:00:11.000]  在這裡,雖然今天不在教會裡面,也想預祝大家新年快樂
[00:02:03.640 --> 00:02:06.640]  真正挑戰我們信仰的地方
[00:02:06.640 --> 00:02:09.640]  不是那一剎那的感動
[00:02:09.640 --> 00:02:12.640]  不是你在上帝面前那一刻感動的立志之後
[00:02:12.640 --> 00:02:15.640]  你就去完結了這件事
[00:02:15.640 --> 00:02:20.640]  正如保羅在羅馬書十二至十六章是一個很長的段落
[00:02:20.640 --> 00:02:24.640]  但其實這四章是保羅將前面十一章講到
[00:02:24.640 --> 00:02:28.640]  上帝的恩典對我們有多大的時候
[00:02:28.640 --> 00:02:30.640]  但是要如何落實在生活裡面
[00:02:30.640 --> 00:02:35.640]  當我們回到生活圈子的時候,如何去實踐那份信仰
[00:02:35.640 --> 00:02:38.640]  所以我會說這不是一個培靈會
[00:02:38.640 --> 00:02:43.640]  這反而是我們在日常生活裡面面對很多的挑戰
[00:02:43.640 --> 00:02:48.640]  艱難或者限制之下,我們如何能夠實踐上帝給我們的吩咐
[00:02:48.640 --> 00:02:54.640]  這個我會理解為羅馬書在我們之後幾章裡面所講核心的主題
[00:02:54.640 --> 00:02:58.640]  所以今天我嘗試從兩個層面去討論
[00:02:58.640 --> 00:03:03.640]  上帝的恩典幫我們做了兩件不同的事情
[00:03:03.640 --> 00:03:06.640]  包括去找回那個真正的我,即是真我
[00:03:06.640 --> 00:03:09.640]  以及建立那份真正的愛
[00:03:09.640 --> 00:03:13.640]  這些是和世界上很多價值觀有很多差異
[00:03:13.640 --> 00:03:19.640]  甚至有很多衝突,或者是一些其他人不一定明白的地方
[00:03:19.640 --> 00:03:25.640]  但這正是上帝的恩典,為什麼能夠扭轉我們的生命
[00:03:25.640 --> 00:03:28.640]  是我們生活裡面很切實體會到的事情
[00:03:28.640 --> 00:03:34.640]  所以這段經文我會分兩個主要的大段落去講
[00:03:34.640 --> 00:03:38.640]  有一段落當然是關於建立一個真我
[00:03:38.640 --> 00:03:42.640]  十二章裡面大約可以分兩個大部分
[00:03:42.640 --> 00:03:46.640]  第一部分是一至八節,第二部分是九至二十一節
[00:03:46.640 --> 00:03:50.640]  多數我們對十二章一至二節是很熟悉的
[00:03:50.640 --> 00:03:56.640]  這段我就不再多讀了,因為這段多數是我們在港島
[00:03:56.640 --> 00:04:00.640]  無論是今年一月頭,就是剛剛Karen Lee和我們分享
[00:04:00.640 --> 00:04:05.640]  或者是在很多其他的商人,或者是在我們一些聚會
[00:04:05.640 --> 00:04:08.640]  特別是我們當中的弟兄姊妹會去參加一些陪靈會
[00:04:08.640 --> 00:04:12.640]  港島會的時候很多時候都會聽到這兩節的經文
[00:04:12.640 --> 00:04:16.640]  但其實這段經文一開始是用所義
[00:04:16.640 --> 00:04:22.640]  剛才提過,羅馬書十一章頭十一章都是講上帝的恩典是很大
[00:04:22.640 --> 00:04:28.640]  所以這裡的所義其實是講上帝有很多的恩典給我們
[00:04:28.640 --> 00:04:34.640]  保羅提醒我們,當我們真的經歷上帝恩典的時候
[00:04:34.640 --> 00:04:39.640]  其實我們是要有回應的,恩典不是讓我們去享受
[00:04:39.640 --> 00:04:42.640]  是要我們有適當的回應
[00:04:42.640 --> 00:04:47.640]  我們的回應就是將生命交託給上帝去做活祭
[00:04:47.640 --> 00:04:49.640]  保羅在第二節就這樣解釋
[00:04:49.640 --> 00:04:54.640]  他說其實這個生命的交託不是一個be confirmed
[00:04:54.640 --> 00:04:59.640]  不是讓世界去同化,而是be transformed
[00:04:59.640 --> 00:05:02.640]  是生意去更新、去轉換
[00:05:02.640 --> 00:05:07.640]  我們看中文可能沒有那麼留意,其實這兩個是很明顯的對比
[00:05:07.640 --> 00:05:12.640]  但如果我們寫一隻英文的翻譯,我們就會看到保羅刻意想了一個對比
[00:05:12.640 --> 00:05:17.640]  其實我們不是be confirmed,而是一個be transformed
[00:05:17.640 --> 00:05:22.640]  其實這兩個字你會留意到,都是一些愕作的因素
[00:05:22.640 --> 00:05:25.640]  會令我們受到影響
[00:05:25.640 --> 00:05:28.640]  其實我們的生命是很容易受到很多的影響
[00:05:28.640 --> 00:05:32.640]  所以當保羅說順利的恩典有多大的時候
[00:05:32.640 --> 00:05:36.640]  其實他也提醒我們,就算我們知道順利的恩典有多大也好
[00:05:36.640 --> 00:05:45.640]  其實我們的價值觀、信念都很容易被很多環境的事情所限制或影響
[00:05:45.640 --> 00:05:48.640]  所以關鍵到底影響我們的是什麼
[00:05:48.640 --> 00:05:53.640]  我們是被世界去conform、改變我們呢
[00:05:53.640 --> 00:05:58.640]  還是我們是被神的價值觀去transform我們呢
[00:05:58.640 --> 00:06:01.640]  所以一節二節其實開了個頭
[00:06:01.640 --> 00:06:04.640]  但開了個頭不是完的,正如我剛才所說
[00:06:04.640 --> 00:06:10.640]  會靈會可以在這兩節裡,我們就不斷說順利有多厲害、多好
[00:06:10.640 --> 00:06:16.640]  但是很多時候,回到日常的生活,其實我們有很多很多的挑戰
[00:06:16.640 --> 00:06:20.640]  所以這兩節經文是十二章的引子
[00:06:20.640 --> 00:06:24.640]  反而後面很多具體的內容才是我們如何去實踐
[00:06:24.640 --> 00:06:28.640]  或者挑戰我們生活裡實踐的內容
[00:06:28.640 --> 00:06:34.640]  其實在羅馬書十二章一至八節裡
[00:06:34.640 --> 00:06:38.640]  如果用一個很簡單的概括,我不會逐節去讀
[00:06:38.640 --> 00:06:44.640]  但很簡單的概括來說,保羅強調上帝的恩典是一樣的
[00:06:44.640 --> 00:06:47.640]  但上帝給我們的能力或恩賜是不同的
[00:06:47.640 --> 00:06:51.640]  正如保羅在第七至八節就列出了這裡
[00:06:51.640 --> 00:06:55.640]  有七項不同的恩賜,也用了綠色的,還沒看到highlight的
[00:06:55.640 --> 00:07:00.640]  當然教會不是只有這七種恩賜能力的人才會服侍
[00:07:00.640 --> 00:07:04.640]  例如我們explorer team裡面有ambassador team
[00:07:04.640 --> 00:07:06.640]  這裡沒有提到ambassador team
[00:07:06.640 --> 00:07:14.640]  但其實一個ambassador去接待的,其實也是一個很重要的服侍
[00:07:14.640 --> 00:07:20.640]  重點是就算這裡的清單不是全部教會裡面有的能力也好
[00:07:20.640 --> 00:07:24.640]  或是恩賜也好,其實關鍵不是誰有用
[00:07:24.640 --> 00:07:27.640]  而是你看到保羅很強調,你有那個能力
[00:07:27.640 --> 00:07:30.640]  如果上帝給你的恩典,你有那個能力
[00:07:30.640 --> 00:07:32.640]  你就去專心去發揮你的能力
[00:07:33.640 --> 00:07:36.640]  所以真正的自我就不是我能力多強
[00:07:36.640 --> 00:07:40.640]  是否剛才帶敬拜的,是否他們就強一點呢?
[00:07:40.640 --> 00:07:45.640]  因為站在台上,或是否我現在好像在講一篇sermon的時候
[00:07:45.640 --> 00:07:47.640]  我就去到強一點呢?
[00:07:47.640 --> 00:07:49.640]  保羅不是這樣去說
[00:07:49.640 --> 00:07:52.640]  無論你有哪種恩賜也好
[00:07:52.640 --> 00:07:58.640]  你都可以單一專一去服侍上帝
[00:07:58.640 --> 00:08:04.640]  所以真正的自我,真我的基礎就不是講能力
[00:08:04.640 --> 00:08:09.640]  是講我們怎樣去明白上帝的恩典之後
[00:08:09.640 --> 00:08:15.640]  其實讓意識去欣賞上帝創造我們,給我們那份能力
[00:08:15.640 --> 00:08:21.640]  因為剛才說到,我們很容易被世界去confirm,被confirm
[00:08:21.640 --> 00:08:24.640]  我們很容易被世界去同化
[00:08:24.640 --> 00:08:30.640]  所以,我們看到世界裏面有很多關於社會價值
[00:08:30.640 --> 00:08:34.640]  或者是社會衡量我們個人價值的標準,很多時候是這些
[00:08:34.640 --> 00:08:40.640]  我們的出身,我們的教育
[00:08:40.640 --> 00:08:46.640]  我們的文化背景,我們的學歷
[00:08:46.640 --> 00:08:51.640]  我們是否讀了大學,是否做了很高的工作
[00:08:51.640 --> 00:08:54.640]  是否有很多人工收入等等
[00:08:54.640 --> 00:08:58.640]  甚至是我們的外貌,如果你看一些選秀節目
[00:08:58.640 --> 00:09:02.640]  或者你會看到很多時候網上都會討論很多不同的歌唱選秀
[00:09:02.640 --> 00:09:05.640]  歌唱或者選秀的真人秀
[00:09:05.640 --> 00:09:09.640]  其實一個社會很強調這些東西去定義我們
[00:09:09.640 --> 00:09:12.640]  所以我們很多時候都不滿意自己
[00:09:12.640 --> 00:09:15.640]  特別是對比到這幾個浪的時候
[00:09:15.640 --> 00:09:19.640]  很多時候我們很容易就落入一個位置
[00:09:19.640 --> 00:09:21.640]  覺得自己總是不夠好
[00:09:21.640 --> 00:09:27.640]  而這個不夠好有時候會阻礙我們真正能夠去到讓上帝去改變
[00:09:27.640 --> 00:09:30.640]  因為我們經常覺得自己要夠好才服侍
[00:09:30.640 --> 00:09:33.640]  但如果看回剛才這段經文
[00:09:33.640 --> 00:09:36.640]  保羅說既然我們有不同的恩賜的時候
[00:09:36.640 --> 00:09:39.640]  其實我們不同的恩賜都可以的
[00:09:39.640 --> 00:09:43.640]  沒有誰的高級或低級,沒有這件事
[00:09:44.640 --> 00:09:49.640]  保羅是強調我們每一個人的生命都可以去做活祭
[00:09:49.640 --> 00:09:53.640]  是每一個弟兄姊妹都可以
[00:09:53.640 --> 00:09:56.640]  所以如果看回羅馬書這裡
[00:09:56.640 --> 00:10:00.640]  其實他很強調我們每個人都可以將身體獻上
[00:10:00.640 --> 00:10:02.640]  我們每個人都可以去活祭
[00:10:02.640 --> 00:10:08.640]  不是只有我們的精神,不是只有信得久的人才有權去做這件事
[00:10:08.640 --> 00:10:12.640]  不是,是你們所有的人都是可以
[00:10:13.640 --> 00:10:15.640]  很多時候我們會覺得
[00:10:15.640 --> 00:10:18.640]  很容易被社會的想法就是我們要夠好
[00:10:18.640 --> 00:10:21.640]  我們要夠強,我們要十項全能
[00:10:21.640 --> 00:10:23.640]  我們才可以去服侍上帝
[00:10:23.640 --> 00:10:27.640]  但其實,或者正確的思維應該是說
[00:10:27.640 --> 00:10:33.640]  其實我們是在服侍上帝,我們是願意踏出自己那一步的時候
[00:10:33.640 --> 00:10:35.640]  我們去找到真正的自我
[00:10:35.640 --> 00:10:38.640]  我們去真正經歷成長和改變
[00:10:40.640 --> 00:10:42.640]  所以第一個問題是
[00:10:42.640 --> 00:10:44.640]  第一個問這個愛
[00:10:44.640 --> 00:10:47.640]  我們說到這次的題目是真愛和真愛
[00:10:47.640 --> 00:10:53.640]  但真愛的基礎是建立在對我這個人有正確的價值觀和正確的理解上
[00:10:53.640 --> 00:10:56.640]  我們說了十一章的羅馬書
[00:10:56.640 --> 00:10:58.640]  無論你吸收到多少都好
[00:10:58.640 --> 00:11:03.640]  或者你至少感受到原來要信得的恩典是用這麼長的篇幅
[00:11:03.640 --> 00:11:06.640]  都未必講得完的恩典
[00:11:06.640 --> 00:11:10.640]  那麼,到底我們是否既然信得恩典這麼大
[00:11:10.640 --> 00:11:12.640]  他都願意去愛我們的時候
[00:11:12.640 --> 00:11:16.640]  我們又可不可以這樣去到明白自己
[00:11:16.640 --> 00:11:19.640]  亦都願意去愛著自己呢
[00:11:19.640 --> 00:11:23.640]  愛自己不是說我做什麼都可以
[00:11:23.640 --> 00:11:26.640]  而是我明白我有很多的問題、很多的限制
[00:11:26.640 --> 00:11:29.640]  但上帝仍然是因為愛我們
[00:11:29.640 --> 00:11:33.640]  而祂讓我們去到能夠成為活祭
[00:11:33.640 --> 00:11:36.640]  而在成為活祭的過程裏面
[00:11:36.640 --> 00:11:38.640]  成為活祭的過程裏面,就好像剛才那樣
[00:11:38.640 --> 00:11:43.640]  發揮你的恩賜、發揮你的能力去明白你的定位的時候
[00:11:43.640 --> 00:11:45.640]  你會慢慢變得更加好
[00:11:45.640 --> 00:11:48.640]  所以這個是一個起點來的
[00:11:48.640 --> 00:11:50.640]  這個不是目標,這個是起點來的
[00:11:50.640 --> 00:11:53.640]  我們願意成為活祭是一個起點
[00:11:53.640 --> 00:11:58.640]  而之後我們怎樣做出來才是真正我們經歷到順利改變的地方
[00:11:58.640 --> 00:12:00.640]  所以第一個問題其實
[00:12:00.640 --> 00:12:02.640]  我們可不可以這樣去愛自己呢
[00:12:02.640 --> 00:12:05.640]  我們可不可以真的有能力
[00:12:05.640 --> 00:12:07.640]  可能我的能力是小的
[00:12:07.640 --> 00:12:10.640]  但是原來我都可以去做活祭
[00:12:10.640 --> 00:12:16.640]  這個其實是一個回應上帝恩典的重要起點
[00:12:16.640 --> 00:12:19.640]  所以第一段其實是講起點的基礎
[00:12:19.640 --> 00:12:21.640]  就是當你在一個群體裏面
[00:12:21.640 --> 00:12:23.640]  特別是在教育群體裏面
[00:12:23.640 --> 00:12:25.640]  我們怎樣去發揮我們的能力
[00:12:25.640 --> 00:12:29.640]  但其實如果整件事在我上面
[00:12:29.640 --> 00:12:32.640]  就很容易會錯失信仰的焦點
[00:12:32.640 --> 00:12:34.640]  因為信仰不是我的事
[00:12:34.640 --> 00:12:36.640]  我找到我的定位、我的能力
[00:12:36.640 --> 00:12:38.640]  這個只是一個起點
[00:12:38.640 --> 00:12:42.640]  而之後真正能夠再實踐或擴張開去的
[00:12:42.640 --> 00:12:44.640]  是去到建立那份真正的愛
[00:12:44.640 --> 00:12:47.640]  其實分兩個段落的
[00:12:47.640 --> 00:12:52.640]  其實九至二十一節就是講愛的意涵
[00:12:52.640 --> 00:12:55.640]  但其實我會界定有兩個層面的
[00:12:55.640 --> 00:12:57.640]  包括在教會裏面我們愛著弟兄姊妹
[00:12:57.640 --> 00:12:59.640]  愛著我們所認識的人
[00:12:59.640 --> 00:13:01.640]  以及包括後面的一個段落
[00:13:01.640 --> 00:13:03.640]  是愛著仇敵
[00:13:03.640 --> 00:13:05.640]  或者愛著一些我們不喜歡的人
[00:13:05.640 --> 00:13:07.640]  甚至一些會傷害我們的人
[00:13:07.640 --> 00:13:11.640]  其實如果我們仔細留意一下經文的話
[00:13:11.640 --> 00:13:14.640]  保羅不是叫你要愛人
[00:13:14.640 --> 00:13:16.640]  我們想一想
[00:13:16.640 --> 00:13:18.640]  例如耶穌會強調和我們說
[00:13:18.640 --> 00:13:20.640]  要彼此相愛
[00:13:20.640 --> 00:13:25.640]  耶穌很明顯就吩咐你要相愛
[00:13:25.640 --> 00:13:27.640]  但保羅不是這樣說
[00:13:27.640 --> 00:13:29.640]  他不是說你們要彼此相愛
[00:13:29.640 --> 00:13:33.640]  保羅是說愛人就不要虛教
[00:13:33.640 --> 00:13:35.640]  即是什麼呢?
[00:13:35.640 --> 00:13:37.640]  即是保羅知道我們有愛
[00:13:37.640 --> 00:13:39.640]  或者保羅知道當時羅馬教會
[00:13:39.640 --> 00:13:42.640]  他相信教會本身是有愛的
[00:13:42.640 --> 00:13:44.640]  當然這個不難理解
[00:13:44.640 --> 00:13:46.640]  因為每個人就算是一個不信耶穌的人
[00:13:46.640 --> 00:13:48.640]  都可以有愛的
[00:13:48.640 --> 00:13:50.640]  即父母愛他們的子女
[00:13:50.640 --> 00:13:53.640]  或者一些情侶、男女朋友、夫妻
[00:13:53.640 --> 00:13:55.640]  當然有愛
[00:13:55.640 --> 00:13:58.640]  但保羅關注的不是有沒有愛
[00:13:58.640 --> 00:14:00.640]  因為愛有很多形式
[00:14:00.640 --> 00:14:02.640]  愛有很多情況
[00:14:02.640 --> 00:14:07.640]  他關注我們的愛是否夠真誠
[00:14:07.640 --> 00:14:09.640]  我想說夠純真
[00:14:09.640 --> 00:14:10.640]  不要虛假
[00:14:10.640 --> 00:14:14.640]  是否一個真誠的愛
[00:14:14.640 --> 00:14:17.640]  保羅不是命令我們要愛人
[00:14:17.640 --> 00:14:20.640]  而是說你愛人的時候不要虛假
[00:14:20.640 --> 00:14:24.640]  其實保羅可能怕我們不知道什麼叫不要虛假
[00:14:24.640 --> 00:14:28.640]  他用了一節半的經文去解釋
[00:14:28.640 --> 00:14:30.640]  他說惡要厭惡
[00:14:30.640 --> 00:14:32.640]  善要親近
[00:14:32.640 --> 00:14:34.640]  後面那句
[00:14:34.640 --> 00:14:36.640]  愛弟兄要親熱
[00:14:36.640 --> 00:14:37.640]  恭敬人要推揚
[00:14:37.640 --> 00:14:40.640]  其實就這樣看中文可能不太容易理解
[00:14:40.640 --> 00:14:43.640]  當然英文也有一個比較好的
[00:14:43.640 --> 00:14:46.640]  比較直接的意思去翻譯
[00:14:46.640 --> 00:14:48.640]  我嘗試再翻譯一下意思
[00:14:48.640 --> 00:14:50.640]  他說的是你愛人的時候
[00:14:50.640 --> 00:14:53.640]  你覺得對方好像你的家人一樣去愛
[00:14:53.640 --> 00:14:56.640]  你看到其他人有能力、有成就
[00:14:56.640 --> 00:14:58.640]  這個就在同步剛才說的恩賜
[00:14:58.640 --> 00:15:00.640]  你看到別人有能力的時候
[00:15:00.640 --> 00:15:02.640]  你真的去鼓勵、去欣賞他
[00:15:02.640 --> 00:15:04.640]  去給他一個honor
[00:15:04.640 --> 00:15:06.640]  去尊重他
[00:15:06.640 --> 00:15:08.640]  或者去讚賞他
[00:15:08.640 --> 00:15:12.640]  這樣聽其實這個教導就像我們很多時候聽
[00:15:12.640 --> 00:15:14.640]  在教會特別
[00:15:14.640 --> 00:15:16.640]  我們說要彼此鼓勵
[00:15:16.640 --> 00:15:18.640]  或者這樣問
[00:15:18.640 --> 00:15:20.640]  既然我們可能聽慣了
[00:15:20.640 --> 00:15:24.640]  為什麼本來要去強調真實的愛呢
[00:15:24.640 --> 00:15:28.640]  很多時候我們都知道愛有很多層次
[00:15:28.640 --> 00:15:30.640]  其實為什麼本來要強調呢
[00:15:30.640 --> 00:15:34.640]  因為愛真的可以在很微妙的情況下
[00:15:34.640 --> 00:15:36.640]  你會被扭曲
[00:15:36.640 --> 00:15:40.640]  或者是會被營造、錯誤地去表達出來
[00:15:40.640 --> 00:15:44.640]  以致你的愛有時候是虛假
[00:15:44.640 --> 00:15:46.640]  有時候可能不是虛假
[00:15:46.640 --> 00:15:50.640]  但是你變成了一個有缺陷的愛
[00:15:50.640 --> 00:15:52.640]  這樣說很抽象
[00:15:52.640 --> 00:15:54.640]  所以一定要舉一些例子
[00:15:54.640 --> 00:15:56.640]  先舉一個比較極端的例子
[00:15:56.640 --> 00:15:59.640]  之前有時候說到我也間中提過
[00:15:59.640 --> 00:16:01.640]  例如什麼呢
[00:16:01.640 --> 00:16:04.640]  我們很多時候聽校園欺凌
[00:16:04.640 --> 00:16:07.640]  當年我們會覺得欺凌的人
[00:16:07.640 --> 00:16:09.640]  欺凌者本身都是壞人
[00:16:09.640 --> 00:16:11.640]  一定是壞人,他一定是不懂愛人
[00:16:11.640 --> 00:16:12.640]  我們這樣想的
[00:16:12.640 --> 00:16:14.640]  如果你是愛人,你怎會這樣傷害別人呢
[00:16:14.640 --> 00:16:16.640]  但是你要這樣想
[00:16:16.640 --> 00:16:20.640]  其實一個去欺凌別人的人
[00:16:20.640 --> 00:16:23.640]  都可以有某種的愛
[00:16:23.640 --> 00:16:25.640]  什麼愛呢
[00:16:25.640 --> 00:16:26.640]  舉個例子
[00:16:26.640 --> 00:16:28.640]  例如很多時候我講校園欺凌
[00:16:28.640 --> 00:16:31.640]  很少是一個人
[00:16:31.640 --> 00:16:35.640]  很多時候是一堆人去欺凌另外一些人
[00:16:35.640 --> 00:16:37.640]  其實那堆人裡面
[00:16:37.640 --> 00:16:40.640]  都有某種所謂的愛
[00:16:40.640 --> 00:16:42.640]  例如一個欺凌者
[00:16:42.640 --> 00:16:44.640]  可以這樣跟朋友說
[00:16:44.640 --> 00:16:46.640]  對他的支持者說
[00:16:46.640 --> 00:16:50.640]  我很喜歡你,我很愛你
[00:16:50.640 --> 00:16:52.640]  你不要跟誰誰玩,不要理他
[00:16:52.640 --> 00:16:55.640]  不要跟他做朋友,你要幫我
[00:16:55.640 --> 00:16:57.640]  你就愛我
[00:16:57.640 --> 00:17:00.640]  有愛的,可以有的
[00:17:00.640 --> 00:17:02.640]  當然有些沒有
[00:17:02.640 --> 00:17:05.640]  但是有時候,就算是一個欺凌者本身
[00:17:05.640 --> 00:17:07.640]  他都可以有某種好似的愛
[00:17:07.640 --> 00:17:10.640]  但他只是對自己的支持者,對他有良價值的人來說
[00:17:10.640 --> 00:17:12.640]  他就覺得自己是愛
[00:17:12.640 --> 00:17:17.640]  所以這種愛很明顯是一種有問題的愛
[00:17:17.640 --> 00:17:18.640]  因為剛才寶萊都講過了
[00:17:18.640 --> 00:17:21.640]  這些愛是令人做一件惡事
[00:17:21.640 --> 00:17:23.640]  他的愛只是自我中心的愛
[00:17:23.640 --> 00:17:26.640]  是要讓別人去服侍他
[00:17:26.640 --> 00:17:28.640]  但是我舉一些沒有那麼極端
[00:17:28.640 --> 00:17:31.640]  但是很容易我們會不留意的例子
[00:17:31.640 --> 00:17:33.640]  我知道特別在CNN Explore裡面
[00:17:33.640 --> 00:17:34.640]  我知道有些人在談戀愛
[00:17:34.640 --> 00:17:37.640]  不會叫你去Zoom
[00:17:37.640 --> 00:17:39.640]  如果我在現場,我會在現場叫人舉手
[00:17:39.640 --> 00:17:41.640]  你是不是在談戀愛呢?
[00:17:41.640 --> 00:17:43.640]  Zoom我就不做這件事了
[00:17:43.640 --> 00:17:48.640]  但是有時候談戀愛,男女關係上都會有這個問題
[00:17:48.640 --> 00:17:50.640]  當然不會做剛才那些事
[00:17:50.640 --> 00:17:54.640]  但是如果有些人聽過所謂恐怖情人
[00:17:54.640 --> 00:18:00.640]  其實之前台灣幾個月前有部電影是講這個話題的
[00:18:00.640 --> 00:18:04.640]  當時有很多人看過,會反思討論這件事
[00:18:04.640 --> 00:18:05.640]  就是什麼呢?
[00:18:05.640 --> 00:18:09.640]  原來愛是可以扭曲的
[00:18:09.640 --> 00:18:11.640]  簡單來說,這個恐怖情人的意思
[00:18:11.640 --> 00:18:13.640]  如果你看到這些情緒行為表現
[00:18:13.640 --> 00:18:15.640]  就是我嘗試總括來說
[00:18:15.640 --> 00:18:17.640]  就是操縱力很強
[00:18:17.640 --> 00:18:19.640]  是一種很自我中心的愛
[00:18:19.640 --> 00:18:22.640]  如果你剛好有這個PowerPoint講中的東西
[00:18:22.640 --> 00:18:24.640]  真的有的話
[00:18:24.640 --> 00:18:26.640]  我這裡No Offense地說
[00:18:26.640 --> 00:18:28.640]  歡迎你找我們這班Pastor聊聊天
[00:18:28.640 --> 00:18:31.640]  去分享一下這些想法
[00:18:31.640 --> 00:18:35.640]  我不是說那些表現一定是你的愛有問題
[00:18:35.640 --> 00:18:37.640]  你的愛就是錯
[00:18:37.640 --> 00:18:40.640]  保羅不是說那些不是愛
[00:18:40.640 --> 00:18:43.640]  但是保羅說那些愛是一種有缺陷
[00:18:43.640 --> 00:18:47.640]  一種不是真的跟隨上帝那份的愛
[00:18:47.640 --> 00:18:51.640]  如果所謂的愛只是令人做出邪惡的行為
[00:18:51.640 --> 00:18:55.640]  或者是讓其他人受到傷害的話
[00:18:55.640 --> 00:18:58.640]  這是一個有缺失的愛
[00:18:58.640 --> 00:19:01.640]  又或者如果愛是令我們沒有做一些好的事情
[00:19:01.640 --> 00:19:02.640]  舉個例子
[00:19:02.640 --> 00:19:06.640]  例如你看到一個朋友去欺凌或者欺負其他人的時候
[00:19:06.640 --> 00:19:10.640]  你覺得我愛他,不如不要說話,不想破壞關係
[00:19:10.640 --> 00:19:14.640]  這種愛都是有缺失的
[00:19:14.640 --> 00:19:17.640]  所以保羅其實花了很長的篇幅
[00:19:17.640 --> 00:19:20.640]  其實他強調的愛的本質
[00:19:20.640 --> 00:19:23.640]  不是去傷害人
[00:19:23.640 --> 00:19:26.640]  而是能夠讓人做好的事情
[00:19:26.640 --> 00:19:29.640]  以至能夠服侍人,去幫助人
[00:19:29.640 --> 00:19:31.640]  而不是去操縱人或者拆毀人
[00:19:31.640 --> 00:19:33.640]  所以愛不可以虛假
[00:19:33.640 --> 00:19:35.640]  保羅是用了幾個經文去解釋的
[00:19:35.640 --> 00:19:40.640]  剛才我們看到,就是在說愛人的時候
[00:19:40.640 --> 00:19:41.640]  要真誠的時候
[00:19:41.640 --> 00:19:44.640]  之後他有說很多的解釋
[00:19:44.640 --> 00:19:46.640]  其實十一至十三節的內容
[00:19:46.640 --> 00:19:52.640]  我們說到服侍、禱告、幫助弟兄姊妹的需要
[00:19:52.640 --> 00:19:54.640]  要好好的招待其他人
[00:19:54.640 --> 00:19:57.640]  我們很容易會把它拆開來看
[00:19:57.640 --> 00:19:58.640]  當作是保羅就這麼吩咐
[00:19:58.640 --> 00:20:01.640]  但如果我們放在整個大的脈絡裡面
[00:20:01.640 --> 00:20:05.640]  其實這四個的行為
[00:20:05.640 --> 00:20:07.640]  是在表達你的愛心
[00:20:07.640 --> 00:20:12.640]  或者應該說你真正的愛心理應有這幾個行為
[00:20:12.640 --> 00:20:13.640]  去輔助
[00:20:13.640 --> 00:20:17.640]  沒有行為的愛心從來都不是真正的愛
[00:20:20.640 --> 00:20:23.640]  我們經常說的,愛不是只用嘴巴去說
[00:20:23.640 --> 00:20:27.640]  所以當聖經說得這麼清楚的時候
[00:20:27.640 --> 00:20:29.640]  其實我們沒有藉口說自己不懂愛人
[00:20:29.640 --> 00:20:31.640]  即是說,我不懂愛人的
[00:20:31.640 --> 00:20:34.640]  可能你說,我家人小時候都沒有特別愛我
[00:20:34.640 --> 00:20:36.640]  不關心我,不懂愛
[00:20:36.640 --> 00:20:39.640]  我想這個是有些影響
[00:20:39.640 --> 00:20:41.640]  但這個不是一個藉口
