
[00:00:00.000 --> 00:00:03.040]  各位弟兄姊妹 非常感恩 我們又可以聚在
[00:03:06.280 --> 00:03:08.820]  以色列民群體
[00:03:08.820 --> 00:03:11.660]  做了一件很重要的事件
[00:03:11.660 --> 00:03:15.140]  在經文當中 聖經的標題
[00:03:15.140 --> 00:03:18.160]  就把它歸納出來 這叫做一個
[00:03:18.160 --> 00:03:20.960]  歷史遺跡的事件
[00:03:21.320 --> 00:03:24.360]  為了來記載神對他們群體當中
[00:03:24.360 --> 00:03:27.120]  所施行的恩典
[00:03:27.120 --> 00:03:30.460]  那麼在這樣一個事件的裡邊
[00:03:30.460 --> 00:03:33.740]  有特別的意義產生
[00:03:33.740 --> 00:03:37.120]  對當時的以色列民重要
[00:03:37.120 --> 00:03:40.200]  對今天的我們屬神的群體
[00:03:40.200 --> 00:03:43.100]  同樣來思想 歷史遺跡的
[00:03:43.100 --> 00:03:44.740]  這樣一個事件的時候
[00:03:44.740 --> 00:03:47.040]  對於我們的人生路
[00:03:47.040 --> 00:03:48.940]  同樣也重要
[00:03:49.720 --> 00:03:52.720]  如果我們回望以色列民
[00:03:52.720 --> 00:03:55.720]  他們的兩個時代的經歷的話
[00:03:55.720 --> 00:03:58.720]  我們可以看到 其實不同的兩代人
[00:03:58.720 --> 00:04:01.720]  出埃及 到了進迦南地
[00:04:01.720 --> 00:04:04.720]  兩代人
[00:04:04.720 --> 00:04:07.720]  有一個特別的呼應 在他們的生命旅程
[00:04:07.720 --> 00:04:08.720]  當中
[00:04:08.720 --> 00:04:12.100]  首先呢 他們是在
[00:04:12.100 --> 00:04:15.100]  埃及地過了逾越節
[00:04:15.100 --> 00:04:18.100]  當他們過了約旦河以後 在迦南地
[00:04:18.100 --> 00:04:20.820]  他們也過逾越節
[00:04:20.820 --> 00:04:24.640]  感謝神的各樣的恩典
[00:04:24.640 --> 00:04:27.640]  逾越過去了
[00:04:27.640 --> 00:04:31.100]  審判不靈到以色列的族群
[00:04:31.100 --> 00:04:34.660]  還有呢 在這個過程當中
[00:04:34.660 --> 00:04:37.660]  在過紅海的時候 那個時候是
[00:04:37.660 --> 00:04:40.660]  後有追兵 有法老的追兵
[00:04:40.660 --> 00:04:43.660]  在追著他們 現在在過
[00:04:43.660 --> 00:04:46.660]  約旦河的時候 那應許之地
[00:04:46.660 --> 00:04:49.660]  已經住了很多
[00:04:49.660 --> 00:04:52.660]  被罪惡所侵蝕 所掌控的
[00:04:52.660 --> 00:04:55.660]  強敵 以前是後有追兵
[00:04:55.660 --> 00:04:58.660]  現在是前有強敵
[00:04:58.660 --> 00:05:01.660]  在中間呢 講述的呢
[00:05:01.660 --> 00:05:04.660]  是有整整一代的
[00:05:04.660 --> 00:05:07.660]  大部分人呢 都已經在
[00:05:07.660 --> 00:05:10.660]  曠野裡邊了 40年當中呢 基本上
[00:05:10.660 --> 00:05:13.660]  全部死在了曠野裡邊了
[00:05:13.660 --> 00:05:16.660]  所以呢 今天我們再來看這樣一個
[00:05:16.660 --> 00:05:19.660]  過約旦河的事件 也有特別的
[00:05:19.660 --> 00:05:22.660]  這兩代人的呼應在當中
[00:05:22.660 --> 00:05:25.660]  那麼在開始進入 我要預備給大家的
[00:05:25.660 --> 00:05:28.660]  三個重點的時候呢 邀請大家我們一起來
[00:05:28.660 --> 00:05:31.660]  禱告
[00:05:31.660 --> 00:05:34.660]  天父 我們感謝你
[00:05:34.660 --> 00:05:37.660]  你是我們的父神 你帶領我們
[00:05:37.660 --> 00:05:40.660]  走我們的人生道路
[00:05:40.660 --> 00:05:43.660]  到我們今天要一起來思想
[00:05:43.660 --> 00:05:46.660]  以色列民恩典的記號
[00:05:46.660 --> 00:05:49.660]  歷史遺跡的事件的時候
[00:05:49.660 --> 00:05:52.660]  主啊 祢的靈就和我們同在
[00:05:52.660 --> 00:05:55.660]  保護我們的心門 都向主
[00:05:55.660 --> 00:05:58.660]  祢所敞開 將祢的話語
[00:05:58.660 --> 00:06:01.660]  完完全全地領到我們的生命
[00:06:01.660 --> 00:06:04.660]  的內心當中 得到提醒
[00:06:04.660 --> 00:06:07.660]  看到主祢的同在
[00:06:07.660 --> 00:06:10.660]  銘記主祢的作為 以致
[00:06:10.660 --> 00:06:13.660]  生命的每時每刻 都被主
[00:06:13.660 --> 00:06:16.660]  祢所託待
[00:06:16.660 --> 00:06:19.660]  主啊 我們將以下的時間 恭敬交託在祢的手中
[00:06:19.660 --> 00:06:22.660]  願我口中的話語
[00:06:22.660 --> 00:06:25.660]  眾弟兄姊妹的心懷意念
[00:06:25.660 --> 00:06:28.660]  都得蒙天父上帝祢的願啊
[00:06:28.660 --> 00:06:31.660]  同心合一地禱告 奉主耶穌基督
[00:06:31.660 --> 00:06:34.660]  得聖的名而求 阿們
[00:06:34.660 --> 00:06:37.660]  好 那麼今天有三個重點
[00:06:37.660 --> 00:06:40.660]  在經文當中挖掘出的三個重點
[00:06:40.660 --> 00:06:43.660]  來共同來分享恩典的記號
[00:06:43.660 --> 00:06:46.660]  這樣一個主題 首先呢 第一個重點
[00:06:46.660 --> 00:06:49.660]  我們透過經文可以看到
[00:06:49.660 --> 00:06:52.660]  就是要明確身份
[00:06:52.660 --> 00:06:55.660]  在經文的第一節 四節
[00:06:55.660 --> 00:06:58.660]  到第五節裡面 我們可以看到
[00:06:58.660 --> 00:07:01.660]  約書亞呢 在十二個
[00:07:01.660 --> 00:07:04.660]  支派裡面 透過神的吩咐
[00:07:04.660 --> 00:07:07.660]  早就有預備 每一個支派呢
[00:07:07.660 --> 00:07:10.660]  有一個人 透過這十二支派
[00:07:10.660 --> 00:07:13.660]  的這一個人呢 來做一件
[00:07:13.660 --> 00:07:16.660]  的事情 就是要把石頭 把它從
[00:07:16.660 --> 00:07:19.660]  河川裡面的乾地裡面 把它拿出來
[00:07:19.660 --> 00:07:22.660]  這十二個人呢
[00:07:22.660 --> 00:07:25.660]  代表了十二個支派
[00:07:25.660 --> 00:07:28.660]  這十二個支派呢 代表了整個
[00:07:28.660 --> 00:07:31.660]  被神所揀選的以色列的族群
[00:07:31.660 --> 00:07:34.660]  當他們做了這件事情的時候
[00:07:34.660 --> 00:07:37.660]  其實呢 就是在呼應
[00:07:37.660 --> 00:07:40.660]  他們屬神的身份
[00:07:40.660 --> 00:07:43.660]  和神的關係
[00:07:43.660 --> 00:07:46.660]  同樣 在我們今天
[00:07:46.660 --> 00:07:49.660]  我們的身份也有很多
[00:07:49.660 --> 00:07:52.660]  我們可能是家庭中的父親 母親
[00:07:52.660 --> 00:07:55.660]  可能也是兒子 兒女
[00:07:55.660 --> 00:07:58.660]  我們在工作崗位
[00:07:58.660 --> 00:08:01.660]  可能是公司的老闆 主管
[00:08:01.660 --> 00:08:04.660]  員工 我們有很多的身份
[00:08:04.660 --> 00:08:07.660]  但是我們還有一個最最重要的
[00:08:07.660 --> 00:08:10.660]  身份 是其中的這些身份所不能
[00:08:10.660 --> 00:08:13.660]  取代的 我們還是
[00:08:13.660 --> 00:08:16.660]  神的子民和神的兒女
[00:08:16.660 --> 00:08:19.660]  是神的門徒 是基督徒
[00:08:19.660 --> 00:08:22.660]  這種的身份呢 也就會
[00:08:22.660 --> 00:08:25.660]  明確 我們與
[00:08:25.660 --> 00:08:28.660]  神的關係 當你看
[00:08:28.660 --> 00:08:31.660]  清楚了這種關係 在投入到
[00:08:31.660 --> 00:08:34.660]  神給你的各樣位份的時候
[00:08:34.660 --> 00:08:37.660]  你所做的事情也會有不同
[00:08:37.660 --> 00:08:40.660]  你所表達出來的耐心
[00:08:40.660 --> 00:08:43.660]  愛心 溝通的果效 看到
[00:08:43.660 --> 00:08:46.660]  大家的連接的時候 也會有不同
[00:08:46.660 --> 00:08:49.660]  曾經自己的勞我血氣
[00:08:49.660 --> 00:08:52.660]  會得到改變
[00:08:52.660 --> 00:08:55.660]  你會發現 聖靈的果子
[00:08:55.660 --> 00:08:58.660]  越來越多的在你的生命當中所
[00:08:58.660 --> 00:09:01.660]  彰顯 活出神的形象
[00:09:01.660 --> 00:09:04.660]  來 首先 你明確
[00:09:04.660 --> 00:09:07.660]  的身份 就可以看到
[00:09:07.660 --> 00:09:10.660]  我們與上帝的關係
[00:09:10.660 --> 00:09:13.660]  身份一明確了以後 你就可以
[00:09:13.660 --> 00:09:16.660]  明確了 我們
[00:09:16.660 --> 00:09:19.660]  在上帝計畫當中的
[00:09:19.660 --> 00:09:22.660]  身份 我們在
[00:09:22.660 --> 00:09:25.660]  生命當中 都有神特別的計畫
[00:09:25.660 --> 00:09:28.660]  神有一些的安排 是傳到人
[00:09:28.660 --> 00:09:31.660]  牧者 其他的人所去不到的一些的
[00:09:31.660 --> 00:09:34.660]  境地 比如說 你的家庭
[00:09:34.660 --> 00:09:37.660]  你的職場 靠你在
[00:09:37.660 --> 00:09:40.660]  其中 為神所做
[00:09:40.660 --> 00:09:43.660]  見證 就如同當年
[00:09:43.660 --> 00:09:46.660]  以色列民過約旦河的時候
[00:09:46.660 --> 00:09:49.660]  因著神的帶領 就進入了
[00:09:49.660 --> 00:09:52.660]  應許之地 今天的你和我
[00:09:52.660 --> 00:09:55.660]  因著神的帶領 生命被神所
[00:09:55.660 --> 00:09:58.660]  翻轉了以後 就要和
[00:09:58.660 --> 00:10:01.660]  這個世界的更多的親戚朋友
[00:10:01.660 --> 00:10:04.660]  我們的同事所連接
[00:10:04.660 --> 00:10:07.660]  活出 本來就要在你生命當中
[00:10:07.660 --> 00:10:10.660]  彰顯的那種的豐盛
[00:10:10.660 --> 00:10:13.660]  這個就是神的恩典
[00:10:13.660 --> 00:10:16.660]  這個就是 因著明確了
[00:10:16.660 --> 00:10:19.660]  身份以後 就看到了我們在
[00:10:19.660 --> 00:10:22.660]  神計畫當中裡面的有份
[00:10:22.660 --> 00:10:25.660]  當然 我們想要行出來
[00:10:25.660 --> 00:10:28.660]  想要活出來
[00:10:28.660 --> 00:10:31.660]  靠神的力量 有的時候卻發現
[00:10:31.660 --> 00:10:34.660]  是一種的挑戰 為什麼呢
[00:10:34.660 --> 00:10:37.660]  因為那惡者 在
[00:10:37.660 --> 00:10:40.660]  生命當中啊 他都是要做
[00:10:40.660 --> 00:10:43.660]  這樣一種企圖破壞的工作
[00:10:43.660 --> 00:10:46.660]  破壞什麼呢 破壞
[00:10:46.660 --> 00:10:49.660]  所有上帝美好的創造
[00:10:49.660 --> 00:10:52.660]  破壞你的身份
[00:10:52.660 --> 00:10:55.660]  破壞你的心智 比如說
[00:10:55.660 --> 00:10:58.660]  他要破壞的是我們
[00:10:58.660 --> 00:11:01.660]  屬神兒女的位份
[00:11:01.660 --> 00:11:04.660]  比如說他還要破壞的是 本來
[00:11:04.660 --> 00:11:07.660]  設立在婚姻當中
[00:11:07.660 --> 00:11:10.660]  一男一女所結合 聯合出來的
[00:11:10.660 --> 00:11:13.660]  那種的美好的聯合
[00:11:13.660 --> 00:11:16.660]  想要破壞父母和孩子
[00:11:16.660 --> 00:11:19.660]  之間的關係 破壞兩性
[00:11:19.660 --> 00:11:22.660]  之間配偶的這種聯合的
[00:11:22.660 --> 00:11:25.660]  關係 所以呢 現在的世界
[00:11:25.660 --> 00:11:28.660]  裡面 會充斥著各樣的聲音
[00:11:28.660 --> 00:11:31.660]  打著好像很美好的旗號
[00:11:31.660 --> 00:11:34.660]  告訴你要包容 要接納
[00:11:34.660 --> 00:11:37.660]  要愛 但是那卻是一種
[00:11:37.660 --> 00:11:40.660]  被善意所偽裝的罪惡
[00:11:40.660 --> 00:11:43.660]  比如說 同性戀
[00:11:43.660 --> 00:11:46.660]  比如說 對於性關係的
[00:11:46.660 --> 00:11:49.660]  認知 對於自己性別的認知
[00:11:49.660 --> 00:11:52.660]  都會成為那惡者
[00:11:52.660 --> 00:11:55.660]  攻擊 破壞的點
[00:11:55.660 --> 00:11:58.660]  想要做扭曲的這樣一種的企圖
[00:11:58.660 --> 00:12:01.660]  這就讓我想到
[00:12:01.660 --> 00:12:04.660]  前一久在新聞裡面 有一個在世界上面
[00:12:04.660 --> 00:12:07.660]  很出名的企業家 在市場上面
[00:12:07.660 --> 00:12:10.660]  在世界 大家的生意裡面
[00:12:10.660 --> 00:12:13.660]  很成功 大家都很熟悉
[00:12:13.660 --> 00:12:16.660]  這個人叫做 馬斯克
[00:12:16.660 --> 00:12:19.660]  馬斯克 他的創造其實
[00:12:19.660 --> 00:12:22.660]  他的發明 影響整個世界 但他最後呢
[00:12:22.660 --> 00:12:25.660]  他說了 我被騙了
[00:12:25.660 --> 00:12:28.660]  為什麼被騙了
[00:12:28.660 --> 00:12:31.660]  被人的誤解啊 等等的影響
[00:12:31.660 --> 00:12:34.660]  他就簽署了一些的條件 讓他的兒子
[00:12:34.660 --> 00:12:37.660]  接受了青春期的抑制劑的一種的服用
[00:12:37.660 --> 00:12:40.660]  他最後才發現 那種所謂的抑制劑
[00:12:40.660 --> 00:12:43.660]  其實是一種的絕育的一種的藥物
[00:12:43.660 --> 00:12:46.660]  讓他的兒子呢
[00:12:46.660 --> 00:12:49.660]  去改名 變換他的
[00:12:49.660 --> 00:12:52.660]  一種的性別 他最後很失望
[00:12:52.660 --> 00:12:55.660]  他說 我的兒子被殺了 我失去了
[00:12:55.660 --> 00:12:56.660]  我的兒子
[00:12:56.660 --> 00:13:00.660]  所以 在這種被扭曲的
[00:13:00.660 --> 00:13:02.660]  世界當中的時候
[00:13:02.660 --> 00:13:05.660]  你有財富
[00:13:05.660 --> 00:13:08.660]  有地位 是的 你很成功
[00:13:08.660 --> 00:13:11.660]  但是如果缺少了真理的同在的時候
[00:13:11.660 --> 00:13:14.660]  你也會被蒙蔽
[00:13:14.660 --> 00:13:17.660]  被誤解 被扭曲
[00:13:17.660 --> 00:13:20.660]  孩子在青春期的時候 確實是有
[00:13:20.660 --> 00:13:22.660]  很多的懵懂啊
[00:13:22.660 --> 00:13:25.660]  對於兩性的懵懂
[00:13:25.660 --> 00:13:28.660]  對於自己一些性特徵的一些的
[00:13:28.660 --> 00:13:31.660]  這個沾鹹 會有不知所措的時候
[00:13:31.660 --> 00:13:34.660]  但是 如果
[00:13:34.660 --> 00:13:37.660]  這個時候 那惡者的蒙蔽出現了的時候
[00:13:37.660 --> 00:13:40.660]  藉由這個世界的扭曲啊
[00:13:40.660 --> 00:13:43.660]  要做破壞的工作
[00:13:43.660 --> 00:13:46.660]  要把你的身份所拿去 甚至把你的
[00:13:46.660 --> 00:13:49.660]  性別啊 神所創造的性別所拿去
[00:13:49.660 --> 00:13:50.660]  的時候
[00:13:50.660 --> 00:13:54.660]  帶來的 可能是一些不可以逆轉的
[00:13:54.660 --> 00:13:57.660]  傷害 還有破壞
[00:13:57.660 --> 00:14:00.660]  哪怕是一個在世人眼中
[00:14:00.660 --> 00:14:03.660]  很成功的企業家
[00:14:03.660 --> 00:14:06.660]  在他的家庭裡面 同樣
[00:14:06.660 --> 00:14:09.660]  也發生著這樣的一種的悲劇
[00:14:09.660 --> 00:14:12.660]  在我們的群體呢
[00:14:12.660 --> 00:14:14.660]  屬神的群體呢
[00:14:14.660 --> 00:14:17.660]  我們看到神的創造
[00:14:17.660 --> 00:14:20.660]  看到神的祝福 看到神給我們的
[00:14:20.660 --> 00:14:23.660]  位分的時候 其實我們把它清晰的標註
[00:14:23.660 --> 00:14:24.660]  出來了以後
[00:14:24.660 --> 00:14:27.660]  我們是屬神的
[00:14:27.660 --> 00:14:30.660]  神給我們特別的位分 我們把它活好
[00:14:30.660 --> 00:14:33.660]  把它沾鹹出來 甚至不但我們沾鹹出來
[00:14:33.660 --> 00:14:36.660]  活好的時候 神讓我們有這樣一種的
[00:14:36.660 --> 00:14:39.660]  福分 我們可以去
[00:14:39.660 --> 00:14:42.660]  因著神的真理和恩典 去陶造我們群體
[00:14:42.660 --> 00:14:45.660]  的下一代 去管理和教養好
[00:14:45.660 --> 00:14:48.660]  孩子 孩子的孩子 孩子的孩童的時候
[00:14:48.660 --> 00:14:51.660]  把這種恩典標記出來的時候
[00:14:51.660 --> 00:14:54.660]  這個就是恩典的記號
[00:14:54.660 --> 00:14:57.660]  在我們的生命裡面 家庭裡面
[00:14:57.660 --> 00:15:00.660]  可以沾鹹的出來
[00:15:00.660 --> 00:15:03.660]  首先第一點
[00:15:03.660 --> 00:15:06.660]  明確身份
[00:15:06.660 --> 00:15:09.660]  第二點呢 要講的一個的學習
[00:15:09.660 --> 00:15:12.660]  在其中就是要 樹立記號
[00:15:12.660 --> 00:15:15.660]  在期間呢 我們在第五節
[00:15:15.660 --> 00:15:18.660]  就可以看到了 神有
[00:15:18.660 --> 00:15:21.660]  吩咐了 在預備的十二個支派裡面
[00:15:21.660 --> 00:15:24.660]  的代表裡面 每人取一塊
[00:15:24.660 --> 00:15:27.660]  石頭 砍在肩上 大家注意
[00:15:27.660 --> 00:15:30.660]  這些詞 用詞 砍在肩上
[00:15:30.660 --> 00:15:33.660]  從這個用詞的背後就可以讓我們
[00:15:33.660 --> 00:15:36.660]  明白 這個標記很大
[00:15:36.660 --> 00:15:39.660]  大到每一塊石頭
[00:15:39.660 --> 00:15:42.660]  要砍在肩上 等等
[00:15:42.660 --> 00:15:45.660]  這些石頭在你們中間
[00:15:45.660 --> 00:15:48.660]  可以作為什麼啊
[00:15:48.660 --> 00:15:51.660]  證據 證據 證據
[00:15:51.660 --> 00:15:54.660]  可以看到 甚至呢 這些石頭
[00:15:54.660 --> 00:15:57.660]  要做以色列人 永遠的
[00:15:57.660 --> 00:16:00.660]  什麼啊 紀念
[00:16:00.660 --> 00:16:03.660]  以後 因著他們做了這些的標記
[00:16:03.660 --> 00:16:06.660]  看到了這樣一種紀念的時候
[00:16:06.660 --> 00:16:09.660]  就清晰了 神的
[00:16:09.660 --> 00:16:12.660]  作為 神的作為
[00:16:12.660 --> 00:16:15.660]  找到這樣一個大的 重的石頭
[00:16:15.660 --> 00:16:18.660]  作為標記啊 所以第二點
[00:16:18.660 --> 00:16:21.660]  要樹立記號
[00:16:21.660 --> 00:16:24.660]  這種的樹立的記號呢 就好比啊
[00:16:24.660 --> 00:16:27.660]  我們各位 去到了不同的
[00:16:27.660 --> 00:16:30.660]  地區去旅行的時候
[00:16:30.660 --> 00:16:33.660]  旅行的時候 聽到旅行 好多人
[00:16:33.660 --> 00:16:36.660]  都露出了笑容啊 旅行的時候
[00:16:36.660 --> 00:16:39.660]  很多時候啊 也喜歡買一些很特別的
[00:16:39.660 --> 00:16:42.660]  紀念品啊 紀念品
[00:16:42.660 --> 00:16:45.660]  紀念我們有一個特別的旅程
[00:16:45.660 --> 00:16:48.660]  在當中有一些獨特的見聞
[00:16:48.660 --> 00:16:51.660]  或者是紀念有特別的人
[00:16:51.660 --> 00:16:54.660]  和我有一個
[00:16:54.660 --> 00:16:57.660]  共同的經歷 在當中
[00:16:57.660 --> 00:17:00.660]  當我放在家裡了以後
[00:17:00.660 --> 00:17:03.660]  很多時候一看到它 就讓我想起
[00:17:03.660 --> 00:17:06.660]  那段很特別
[00:17:06.660 --> 00:17:09.660]  很美好的一段的經歷
[00:17:09.660 --> 00:17:12.660]  人生經歷 那麼如果把
[00:17:12.660 --> 00:17:15.660]  我們的人生旅程的各樣的經歷
[00:17:15.660 --> 00:17:18.660]  經歷和際遇 都比喻成一場特別的旅行
[00:17:18.660 --> 00:17:21.660]  的時候 那一個很特別的人
[00:17:21.660 --> 00:17:24.660]  就是我們的上帝的時候
[00:17:24.660 --> 00:17:27.660]  我們在與神同行的過程當中
[00:17:27.660 --> 00:17:30.660]  我們的旅途裡面 都會有
[00:17:30.660 --> 00:17:33.660]  很多的恩典的記號 值得我們
[00:17:33.660 --> 00:17:36.660]  去挖掘 值得我們
[00:17:36.660 --> 00:17:39.660]  把它所樹立出來
[00:17:39.660 --> 00:17:42.660]  每次看到的時候
[00:17:42.660 --> 00:17:45.660]  就明白 神在我的生命當中
[00:17:45.660 --> 00:17:48.660]  行了奇妙的事情
[00:17:48.660 --> 00:17:51.660]  耶和華的名 是值得我去稱頌的
[00:17:51.660 --> 00:17:54.660]  我要用一生一世來
[00:17:54.660 --> 00:17:57.660]  述說神的恩典
[00:17:57.660 --> 00:18:00.660]  在我的生命當中 也滿有神的祝福
[00:18:00.660 --> 00:18:03.660]  還有神的恩典 其中有一樣
[00:18:03.660 --> 00:18:06.660]  和我們姐妹一起經歷的
[00:18:06.660 --> 00:18:09.660]  就是當我的女兒
[00:18:09.660 --> 00:18:12.660]  成長的過程裡邊
[00:18:12.660 --> 00:18:15.660]  她要去考學校的時候
[00:18:15.660 --> 00:18:18.660]  考學校的時候 幼兒園畢業
[00:18:18.660 --> 00:18:21.660]  要去報讀學校
[00:18:21.660 --> 00:18:24.660]  大家也是經歷了禱告 求神開路
[00:18:24.660 --> 00:18:27.660]  若主所願意 就有一個
[00:18:27.660 --> 00:18:30.660]  好的安排 和所有
[00:18:30.660 --> 00:18:33.660]  孩子的父母都是這樣
[00:18:33.660 --> 00:18:36.660]  當第一輪的結果出來了以後
[00:18:36.660 --> 00:18:39.660]  那個結果都讓我們傻眼
[00:18:39.660 --> 00:18:42.660]  不是說分派的不是很好
[00:18:42.660 --> 00:18:45.660]  是說分派的都非常地很差
[00:18:45.660 --> 00:18:48.660]  非常地不好
[00:18:48.660 --> 00:18:51.660]  我記得在過程當中
[00:18:51.660 --> 00:18:54.660]  也有和神的禱告和尋求
[00:18:54.660 --> 00:18:57.660]  其中也說 若是這就是主的意思
[00:18:57.660 --> 00:19:00.660]  我們就跟隨神的腳步
[00:19:00.660 --> 00:19:03.660]  看看神帶領我的女兒去到一個
[00:19:03.660 --> 00:19:06.660]  世人都覺得不是太好的學校
[00:19:06.660 --> 00:19:09.660]  或者很是不好的學校裡邊
[00:19:09.660 --> 00:19:12.660]  有什麼特別的用意呢
[00:19:12.660 --> 00:19:15.660]  我們就去其中去挖掘
[00:19:15.660 --> 00:19:18.660]  如果神有恩典的話 讓我們在之後的
[00:19:18.660 --> 00:19:21.660]  叩門的道路當中 可以有一個更好的安排
[00:19:21.660 --> 00:19:24.660]  我記得那段路也走得不容易
[00:19:24.660 --> 00:19:27.660]  感恩在群體當中很多的弟兄姊妹
[00:19:27.660 --> 00:19:30.660]  都與我一起去同行
[00:19:30.660 --> 00:19:33.660]  記得那一天到了一個星期五的時候
[00:19:33.660 --> 00:19:36.660]  通常到了星期五再沒有通知
[00:19:36.660 --> 00:19:39.660]  基本上就沒有消息了
[00:19:39.660 --> 00:19:42.660]  那天的星期五呢 還是我們的姊妹團企
[00:19:42.660 --> 00:19:45.660]  那天我就說 今天有點特別啊
[00:19:45.660 --> 00:19:48.660]  我要看住電話 如果待會有電話的時候
[00:19:48.660 --> 00:19:51.660]  不好意思 我要接一接啊 理解理解
[00:19:51.660 --> 00:19:54.660]  求神帶領啊 整個團企都進行到尾聲的時候
[00:19:54.660 --> 00:19:57.660]  還是沒有任何的回應
[00:19:57.660 --> 00:20:00.660]  我們接下來要禱告的時候
[00:20:00.660 --> 00:20:03.660]  電話就響了 一接起電話
[00:20:03.660 --> 00:20:06.660]  果然神也開路啊 有一個好的安排
[00:20:06.660 --> 00:20:09.660]  我就馬上將這樣一個好的消息
[00:20:09.660 --> 00:20:12.660]  給我們第八組的姊妹去分享
[00:20:12.660 --> 00:20:15.660]  啊 神開路了 那個時候一分享了以後啊
[00:20:15.660 --> 00:20:18.660]  大家也顧不得是個弟兄啊
[00:20:18.660 --> 00:20:21.660]  傳道人的弟兄和姊妹 大家就擁抱在一起
