
[00:00:00.000 --> 00:00:01.400]  我們就更瞭解祂
[00:01:34.200 --> 00:01:37.400]  但是有時候我們忘了去細讀
[00:01:37.400 --> 00:01:39.400]  禰在聖經裡面記載的
[00:01:39.400 --> 00:01:43.000]  禰在這世上的各樣的事跡 禰的言論
[00:01:43.000 --> 00:01:46.200]  以致我們對禰的認識還不夠深入
[00:01:46.200 --> 00:01:48.000]  求神禰幫助我們
[00:01:48.000 --> 00:01:51.800]  幫助我們願意去反復地去瞭解 去思想
[00:01:51.800 --> 00:01:55.800]  想象禰當年怎樣在這世上走過的時候
[00:01:55.800 --> 00:01:58.200]  所做的事情 所說過的話
[00:01:58.200 --> 00:02:00.200]  以致我們越來越認識禰
[00:02:00.200 --> 00:02:03.800]  我們就知道怎樣面對我們人生的各樣的景況
[00:02:03.800 --> 00:02:05.400]  主啊 求禰幫助我們
[00:02:05.400 --> 00:02:07.200]  我們願禰得榮耀
[00:02:07.200 --> 00:02:10.200]  因為每一次的崇拜只有一位觀眾
[00:02:10.200 --> 00:02:11.800]  就是上帝你自己
[00:02:11.800 --> 00:02:15.000]  主啊 求禰讓禰的話語降在我們心裡
[00:02:15.000 --> 00:02:17.000]  讓我們的心都成為好土
[00:02:17.000 --> 00:02:19.600]  以致我們能夠得著禰的祝福
[00:02:19.600 --> 00:02:22.200]  祈禱禰能夠在我們的生命里
[00:02:22.200 --> 00:02:24.400]  祈禱禰能夠在我們的生命里
[00:02:24.400 --> 00:02:26.400]  祈禱禰能夠在我們的生命里
[00:02:26.400 --> 00:02:28.400]  祈禱禰能夠在我們的生命里
[00:02:28.400 --> 00:02:30.400]  祈禱禰能夠在我們的生命里
[00:02:30.400 --> 00:02:32.400]  祈禱禰能夠在我們的生命里
[00:02:32.400 --> 00:02:34.400]  祈禱禰能夠在我們的生命里
[00:02:34.400 --> 00:02:36.400]  祈禱禰能夠在我們的生命里
[00:02:36.400 --> 00:02:38.400]  祈禱禰能夠在我們的生命里
[00:02:38.400 --> 00:02:40.400]  祈禱禰能夠在我們的生命里
[00:02:40.400 --> 00:02:42.400]  祈禱禰能夠在我們的生命里
[00:02:42.400 --> 00:02:44.400]  祈禱禰能夠在我們的生命里
[00:02:44.400 --> 00:02:46.400]  祈禱禰能夠在我們的生命里
[00:02:46.400 --> 00:02:48.400]  祈禱禰能夠在我們的生命里
[00:02:48.400 --> 00:02:50.400]  祈禱禰能夠在我們的生命里
[00:02:50.400 --> 00:02:52.400]  祈禱禰能夠在我們的生命里
[00:02:52.400 --> 00:02:54.400]  祈禱禰能夠在我們的生命里
[00:02:54.400 --> 00:02:56.400]  祈禱禰能夠在我們的生命里
[00:02:56.400 --> 00:02:58.400]  祈禱禰能夠在我們的生命里
[00:02:58.400 --> 00:03:00.400]  祈禱禰能夠在我們的生命里
[00:03:00.400 --> 00:03:02.400]  祈禱禰能夠在我們的生命里
[00:03:02.400 --> 00:03:04.400]  祈禱禰能夠在我們的生命里
[00:03:04.400 --> 00:03:06.400]  祈禱禰能夠在我們的生命里
[00:03:06.400 --> 00:03:08.400]  祈禱禰能夠在我們的生命里
[00:03:08.400 --> 00:03:10.400]  祈禱禰能夠在我們的生命里
[00:03:10.400 --> 00:03:12.400]  祈禱禰能夠在我們的生命里
[00:03:12.400 --> 00:03:14.400]  祈禱禰能夠在我們的生命里
[00:03:14.400 --> 00:03:16.400]  祈禱禰能夠在我們的生命里
[00:03:16.400 --> 00:03:18.400]  祈禱禰能夠在我們的生命里
[00:03:18.400 --> 00:03:20.400]  祈禱禰能夠在我們的生命里
[00:03:20.400 --> 00:03:22.400]  祈禱禰能夠在我們的生命里
[00:03:22.400 --> 00:03:24.400]  祈禱禰能夠在我們的生命里
[00:03:24.400 --> 00:03:26.400]  祈禱禰能夠在我們的生命里
[00:03:26.400 --> 00:03:28.400]  祈禱禰能夠在我們的生命里
[00:03:28.400 --> 00:03:30.400]  祈禱禰能夠在我們的生命里
[00:03:30.400 --> 00:03:32.400]  祈禱禰能夠在我們的生命里
[00:03:32.400 --> 00:03:34.400]  祈禱禰能夠在我們的生命里
[00:03:34.400 --> 00:03:36.400]  祈禱禰能夠在我們的生命里
[00:03:36.400 --> 00:03:38.400]  祈禱禰能夠在我們的生命里
[00:03:38.400 --> 00:03:40.400]  祈禱禰能夠在我們的生命里
[00:03:40.400 --> 00:03:42.400]  祈禱禰能夠在我們的生命里
[00:03:42.400 --> 00:03:44.400]  祈禱禰能夠在我們的生命里
[00:03:44.400 --> 00:03:46.400]  祈禱禰能夠在我們的生命里
[00:03:46.400 --> 00:03:48.400]  祈禱禰能夠在我們的生命里
[00:03:48.400 --> 00:03:50.400]  祈禱禰能夠在我們的生命里
[00:03:50.400 --> 00:03:52.400]  祈禱禰能夠在我們的生命里
[00:03:52.400 --> 00:03:54.400]  祈禱禰能夠在我們的生命里
[00:03:54.400 --> 00:03:56.400]  祈禱禰能夠在我們的生命里
[00:03:56.400 --> 00:03:58.400]  祈禱禰能夠在我們的生命里
[00:03:58.400 --> 00:04:00.400]  祈禱禰能夠在我們的生命里
[00:04:00.400 --> 00:04:02.400]  祈禱禰能夠在我們的生命里
[00:04:02.400 --> 00:04:04.400]  祈禱禰能夠在我們的生命里
[00:04:04.400 --> 00:04:06.400]  祈禱禰能夠在我們的生命里
[00:04:06.400 --> 00:04:08.400]  祈禱禰能夠在我們的生命里
[00:04:08.400 --> 00:04:10.400]  祈禱禰能夠在我們的生命里
[00:04:10.400 --> 00:04:12.400]  祈禱禰能夠在我們的生命里
[00:04:12.400 --> 00:04:14.400]  祈禱禰能夠在我們的生命里
[00:04:14.400 --> 00:04:16.400]  祈禱禰能夠在我們的生命里
[00:04:16.400 --> 00:04:18.400]  祈禱禰能夠在我們的生命里
[00:04:18.400 --> 00:04:20.400]  祈禱禰能夠在我們的生命里
[00:04:20.400 --> 00:04:22.400]  祈禱禰能夠在我們的生命里
[00:04:22.400 --> 00:04:24.400]  祈禱禰能夠在我們的生命里
[00:04:24.400 --> 00:04:26.400]  祈禱禰能夠在我們的生命里
[00:04:26.400 --> 00:04:28.400]  祈禱禰能夠在我們的生命里
[00:04:28.400 --> 00:04:30.400]  祈禱禰能夠在我們的生命里
[00:04:30.400 --> 00:04:32.400]  祈禱禰能夠在我們的生命里
[00:04:32.400 --> 00:04:34.400]  祈禱禰能夠在我們的生命里
[00:04:34.400 --> 00:04:36.400]  祈禱禰能夠在我們的生命里
[00:04:36.400 --> 00:04:38.400]  祈禱禰能夠在我們的生命里
[00:04:38.400 --> 00:04:40.400]  祈禱禰能夠在我們的生命里
[00:04:40.400 --> 00:04:42.400]  祈禱禰能夠在我們的生命里
[00:04:42.400 --> 00:04:44.400]  祈禱禰能夠在我們的生命里
[00:04:44.400 --> 00:04:46.400]  祈禱禰能夠在我們的生命里
[00:04:46.400 --> 00:04:48.400]  祈禱禰能夠在我們的生命里
[00:04:48.400 --> 00:04:50.400]  祈禱禰能夠在我們的生命里
[00:04:50.400 --> 00:04:52.400]  祈禱禰能夠在我們的生命里
[00:04:52.400 --> 00:04:54.400]  祈禱禰能夠在我們的生命里
[00:04:54.400 --> 00:04:56.400]  祈禱禰能夠在我們的生命里
[00:04:56.400 --> 00:04:58.400]  祈禱禰能夠在我們的生命里
[00:04:58.400 --> 00:05:00.400]  祈禱禰能夠在我們的生命里
[00:05:00.400 --> 00:05:02.400]  祈禱禰能夠在我們的生命里
[00:05:02.400 --> 00:05:04.400]  祈禱禰能夠在我們的生命里
[00:05:04.400 --> 00:05:06.400]  祈禱禰能夠在我們的生命里
[00:05:06.400 --> 00:05:08.400]  祈禱禰能夠在我們的生命里
[00:05:08.400 --> 00:05:10.400]  祈禱禰能夠在我們的生命里
[00:05:10.400 --> 00:05:12.400]  祈禱禰能夠在我們的生命里
[00:05:12.400 --> 00:05:14.400]  祈禱禰能夠在我們的生命里
[00:05:14.400 --> 00:05:16.400]  祈禱禰能夠在我們的生命里
[00:05:16.400 --> 00:05:18.400]  祈禱禰能夠在我們的生命里
[00:05:18.400 --> 00:05:20.400]  祈禱禰能夠在我們的生命里
[00:05:20.400 --> 00:05:22.400]  祈禱禰能夠在我們的生命里
[00:05:22.400 --> 00:05:24.400]  祈禱禰能夠在我們的生命里
[00:05:24.400 --> 00:05:26.400]  祈禱禰能夠在我們的生命里
[00:05:26.400 --> 00:05:28.400]  祈禱禰能夠在我們的生命里
[00:05:28.400 --> 00:05:30.400]  祈禱禰能夠在我們的生命里
[00:05:30.400 --> 00:05:32.400]  祈禱禰能夠在我們的生命里
[00:05:32.400 --> 00:05:34.400]  祈禱禰能夠在我們的生命里
[00:05:34.400 --> 00:05:36.400]  祈禱禰能夠在我們的生命里
[00:05:36.400 --> 00:05:38.400]  祈禱禰能夠在我們的生命里
[00:05:38.400 --> 00:05:40.400]  祈禱禰能夠在我們的生命里
[00:05:40.400 --> 00:05:42.400]  祈禱禰能夠在我們的生命里
[00:05:42.400 --> 00:05:44.400]  祈禱禰能夠在我們的生命里
[00:05:44.400 --> 00:05:46.400]  祈禱禰能夠在我們的生命里
[00:05:46.400 --> 00:05:48.400]  祈禱禰能夠在我們的生命里
[00:05:48.400 --> 00:05:50.400]  祈禱禰能夠在我們的生命里
[00:05:50.400 --> 00:05:52.400]  祈禱禰能夠在我們的生命里
[00:05:52.400 --> 00:05:54.400]  祈禱禰能夠在我們的生命里
[00:05:54.400 --> 00:05:56.400]  祈禱禰能夠在我們的生命里
[00:05:56.400 --> 00:05:58.400]  祈禱禰能夠在我們的生命里
[00:05:58.400 --> 00:06:00.400]  祈禱禰能夠在我們的生命里
[00:06:00.400 --> 00:06:02.400]  祈禱禰能夠在我們的生命里
[00:06:02.400 --> 00:06:04.400]  祈禱禰能夠在我們的生命里
[00:06:04.400 --> 00:06:06.400]  祈禱禰能夠在我們的生命里
[00:06:06.400 --> 00:06:08.400]  祈禱禰能夠在我們的生命里
[00:06:08.400 --> 00:06:10.400]  祈禱禰能夠在我們的生命里
[00:06:10.400 --> 00:06:12.400]  祈禱禰能夠在我們的生命里
[00:06:12.400 --> 00:06:14.400]  祈禱禰能夠在我們的生命里
[00:06:14.400 --> 00:06:16.400]  祈禱禰能夠在我們的生命里
[00:06:16.400 --> 00:06:18.400]  祈禱禰能夠在我們的生命里
[00:06:18.400 --> 00:06:20.400]  祈禱禰能夠在我們的生命里
[00:06:20.400 --> 00:06:22.400]  祈禱禰能夠在我們的生命里
[00:06:22.400 --> 00:06:24.400]  祈禱禰能夠在我們的生命里
[00:06:24.400 --> 00:06:26.400]  祈禱禰能夠在我們的生命里
[00:06:26.400 --> 00:06:28.400]  祈禱禰能夠在我們的生命里
[00:06:28.400 --> 00:06:30.400]  祈禱禰能夠在我們的生命里
[00:06:30.400 --> 00:06:32.400]  祈禱禰能夠在我們的生命里
[00:06:32.400 --> 00:06:34.400]  祈禱禰能夠在我們的生命里
[00:06:34.400 --> 00:06:36.400]  祈禱禰能夠在我們的生命里
[00:06:36.400 --> 00:06:38.400]  祈禱禰能夠在我們的生命里
[00:06:38.400 --> 00:06:40.400]  祈禱禰能夠在我們的生命里
[00:06:40.400 --> 00:06:42.400]  祈禱禰能夠在我們的生命里
[00:06:42.400 --> 00:06:44.400]  祈禱禰能夠在我們的生命里
[00:06:44.400 --> 00:06:49.400]  在生命中我們各樣的罪
[00:06:49.400 --> 00:06:51.400]  使人沈溺在裡面的罪
[00:06:51.400 --> 00:06:53.400]  都是跟靈界有關的
[00:06:53.400 --> 00:06:57.400]  開始的時候是人自己的犯罪
[00:06:57.400 --> 00:06:59.400]  每個罪都是人的責任
[00:06:59.400 --> 00:07:02.400]  但是罪一沈溺在裡面之後
[00:07:02.400 --> 00:07:07.400]  魔鬼的力量就能夠使一個人不能自拔了
[00:07:07.400 --> 00:07:09.400]  所以你說人有沒有責任?
[00:07:09.400 --> 00:07:10.400]  人有責任
[00:07:10.400 --> 00:07:14.400]  但是就算是人的責任開始去犯罪的
[00:07:14.400 --> 00:07:17.400]  也不要忽略了這是魔鬼最喜悅的領域
[00:07:17.400 --> 00:07:20.400]  他就是能夠控制人
[00:07:20.400 --> 00:07:22.400]  這裡這樣的一個例子告訴我們
[00:07:22.400 --> 00:07:25.400]  這個人他不知道是什麼原因
[00:07:25.400 --> 00:07:26.400]  他就是被鬼服了
[00:07:26.400 --> 00:07:29.400]  可能他之前的生活很敗壞
[00:07:29.400 --> 00:07:35.400]  可能他之前的生活就是把自己陷入到各樣的罪中
[00:07:35.400 --> 00:07:39.400]  以致魔鬼漸漸地得著了他
[00:07:39.400 --> 00:07:42.400]  但是經文讓我們有一些新的看見
[00:07:42.400 --> 00:07:46.400]  這個看見就是他到底他的生命是怎麼樣的
[00:07:46.400 --> 00:07:48.400]  你留意到聖經就讓我們看到
[00:07:48.400 --> 00:07:51.400]  他是從墳營出來的
[00:07:51.400 --> 00:07:55.400]  而且他這個人是常常住在墳營裡面
[00:07:55.400 --> 00:07:58.400]  而且這個人常在夜間
[00:07:58.400 --> 00:08:03.400]  常在墳營里的山中喊叫 傷害自己
[00:08:03.400 --> 00:08:05.400]  所以聖經要告訴我們一個真理
[00:08:05.400 --> 00:08:08.400]  我們要理解到的就是
[00:08:08.400 --> 00:08:10.400]  這等於沒有生命
[00:08:10.400 --> 00:08:13.400]  墳營代表著死亡
[00:08:13.400 --> 00:08:19.400]  有些人他覺得犯一點點罪無所謂
[00:08:19.400 --> 00:08:20.400]  我們都會犯罪
[00:08:20.400 --> 00:08:22.400]  沒有人是聖人
[00:08:22.400 --> 00:08:23.400]  但是沒有想到
[00:08:23.400 --> 00:08:28.400]  其實如果這個罪你不去讓上帝來幫助你解決
[00:08:28.400 --> 00:08:30.400]  你會越陷越深
[00:08:30.400 --> 00:08:34.400]  以致你活得好像沒有神的形象了
[00:08:34.400 --> 00:08:37.400]  有些人就越變越自私了
[00:08:37.400 --> 00:08:39.400]  連親人家人他都不顧
[00:08:39.400 --> 00:08:43.400]  他就是要傷害所有人來滿足自己的利益
[00:08:43.400 --> 00:08:47.400]  越來越不像一個上帝的生命的人
[00:08:47.400 --> 00:08:49.400]  就好像一個死人
[00:08:49.400 --> 00:08:50.400]  沒有生命的死人
[00:08:50.400 --> 00:08:57.400]  所以被捆綁第一個象徵就是沒有生命
[00:08:57.400 --> 00:09:02.400]  所以我們縱然知道我們免不了會犯罪
[00:09:02.400 --> 00:09:04.400]  但是上帝給我們恩典
[00:09:04.400 --> 00:09:07.400]  讓我們有悔改的機會
[00:09:07.400 --> 00:09:12.400]  而且大家都清楚知道悔改其實都是恩典來的
[00:09:12.400 --> 00:09:15.400]  上帝竟然給我們機會悔改
[00:09:15.400 --> 00:09:17.400]  所以我們不應該用
[00:09:17.400 --> 00:09:19.400]  我們既然都會犯罪
[00:09:19.400 --> 00:09:20.400]  不如我們就不管了
[00:09:20.400 --> 00:09:21.400]  我們就繼續犯罪
[00:09:21.400 --> 00:09:23.400]  我們千萬不要這樣想
[00:09:23.400 --> 00:09:25.400]  那是魔鬼的謊言
[00:09:25.400 --> 00:09:29.400]  我們要學會向上帝真心的悔改
[00:09:29.400 --> 00:09:31.400]  而不是沈溺下去
[00:09:31.400 --> 00:09:32.400]  以致有一天
[00:09:32.400 --> 00:09:34.400]  我們連本來的
[00:09:34.400 --> 00:09:36.400]  別人看到你的那一方面的好
[00:09:36.400 --> 00:09:38.400]  都越來越看不見了
[00:09:38.400 --> 00:09:40.400]  以前他還會看到你
[00:09:40.400 --> 00:09:41.400]  雖然不是很道德
[00:09:41.400 --> 00:09:43.400]  但是你是一個孝順子
[00:09:43.400 --> 00:09:44.400]  但是慢慢慢慢
[00:09:44.400 --> 00:09:47.400]  他連你這個孝順都看不見了
[00:09:47.400 --> 00:09:49.400]  人是會變的
[00:09:49.400 --> 00:09:52.400]  而最容易讓人家變的
[00:09:52.400 --> 00:09:53.400]  就是魔鬼的捆綁
[00:09:53.400 --> 00:09:54.400]  就是罪
[00:09:54.400 --> 00:09:56.400]  他會用各種的思想
[00:09:56.400 --> 00:09:58.400]  是跟聖經相反的
[00:09:58.400 --> 00:10:00.400]  來影響我們的思想
[00:10:00.400 --> 00:10:01.400]  第二點是什麼呢
[00:10:01.400 --> 00:10:04.400]  我們看到被捆綁人的生命
[00:10:04.400 --> 00:10:06.400]  他的力量很大
[00:10:06.400 --> 00:10:08.400]  但是他卻沒有自由
[00:10:08.400 --> 00:10:10.400]  你有沒有留意到
[00:10:10.400 --> 00:10:15.400]  他是沒有人能夠捆住他
[00:10:15.400 --> 00:10:19.400]  就是用了鐵鍊也不能
[00:10:19.400 --> 00:10:23.400]  這些鐵鍊竟然都被他針斷了
[00:10:23.400 --> 00:10:26.400]  而且腳鐐也被弄碎了
[00:10:26.400 --> 00:10:28.400]  總是沒有人能夠制服他
[00:10:28.400 --> 00:10:30.400]  他的力量很大
[00:10:30.400 --> 00:10:32.400]  他好像很有自由
[00:10:32.400 --> 00:10:35.400]  但是他實際上有沒有自由
[00:10:35.400 --> 00:10:36.400]  沒有自由
[00:10:36.400 --> 00:10:39.400]  他離不開那個死亡的地方
[00:10:39.400 --> 00:10:41.400]  墳營
[00:10:41.400 --> 00:10:42.400]  這個就是一個很吊詭
[00:10:42.400 --> 00:10:46.400]  很矛盾的一件事情
[00:10:46.400 --> 00:10:48.400]  一個被罪惡捆綁
[00:10:48.400 --> 00:10:51.400]  在污鬼的勢力生活的人
[00:10:51.400 --> 00:10:54.400]  看起來很自在
[00:10:54.400 --> 00:10:56.400]  看起來很有能力
[00:10:56.400 --> 00:10:57.400]  很有力量
[00:10:57.400 --> 00:10:58.400]  能管得住他
[00:10:58.400 --> 00:11:00.400]  但是在神的眼裡
[00:11:00.400 --> 00:11:03.400]  這個人是不自由的
[00:11:03.400 --> 00:11:07.400]  他離不開代表死亡的地方
[00:11:07.400 --> 00:11:09.400]  就在墳營裡面
[00:11:09.400 --> 00:11:11.400]  自由是什麼呢
[00:11:11.400 --> 00:11:13.400]  自由是上帝賦予的
[00:11:13.400 --> 00:11:15.400]  才是真自由
[00:11:15.400 --> 00:11:20.400]  我們基督徒常常用吸煙做一個例子
[00:11:20.400 --> 00:11:21.400]  我們一講這個吸煙的例子
[00:11:21.400 --> 00:11:23.400]  大家都能夠明白了
[00:11:23.400 --> 00:11:26.400]  吸煙的人自不自由呢
[00:11:26.400 --> 00:11:27.400]  他說你不自由
[00:11:27.400 --> 00:11:28.400]  你是基督徒
[00:11:28.400 --> 00:11:30.400]  你都不能吸煙
[00:11:30.400 --> 00:11:33.400]  你看我能吸煙
[00:11:33.400 --> 00:11:35.400]  你都不能吸煙
[00:11:35.400 --> 00:11:40.400]  但是誰才是真正的自由呢
[00:11:40.400 --> 00:11:44.400]  有智慧的基督徒就可以跟他說了
[00:11:44.400 --> 00:11:46.400]  我不是不能吸煙
[00:11:46.400 --> 00:11:50.400]  我是有自由的選擇不吸煙
[00:11:50.400 --> 00:11:53.400]  而這個吸煙成癮的人
[00:11:53.400 --> 00:11:55.400]  他要戒煙
[00:11:55.400 --> 00:11:59.400]  你看他有些是花了好幾十年都戒不了煙
[00:11:59.400 --> 00:12:00.400]  這是自由嗎
[00:12:00.400 --> 00:12:02.400]  這不是自由
[00:12:02.400 --> 00:12:06.400]  所以被罪惡捆綁的人
[00:12:06.400 --> 00:12:08.400]  看起來很自由很有力量
[00:12:08.400 --> 00:12:12.400]  沒有人能夠管得了你
[00:12:12.400 --> 00:12:14.400]  當沒有人能夠管得了你的時候
[00:12:14.400 --> 00:12:17.400]  不是一件好事
[00:12:17.400 --> 00:12:18.400]  你以為你有自由
[00:12:18.400 --> 00:12:22.400]  但是你其實是在無形的被捆綁中
[00:12:22.400 --> 00:12:25.400]  弟兄姐妹可能你的問題不是吸煙
[00:12:25.400 --> 00:12:28.400]  但是你的問題是什麼呢
[00:12:28.400 --> 00:12:31.400]  你是你一直跳不出來
[00:12:31.400 --> 00:12:33.400]  跳不出來這個捆綁呢
[00:12:33.400 --> 00:12:37.400]  或許你的捆綁不會嚴重到像這個人那樣
[00:12:37.400 --> 00:12:39.400]  離不開那個墳營
[00:12:39.400 --> 00:12:42.400]  或者你的捆綁被捆綁的程度
[00:12:42.400 --> 00:12:44.400]  還沒有那麼嚴重
[00:12:44.400 --> 00:12:47.400]  但是捆綁就是捆綁
[00:12:47.400 --> 00:12:48.400]  如果你還在捆綁中
[00:12:48.400 --> 00:12:53.400]  你要靠著主耶穌走出來
[00:12:53.400 --> 00:12:55.400]  這是生命的第二個特徵
[00:12:55.400 --> 00:12:58.400]  第三個特徵是什麼呢
[00:12:58.400 --> 00:13:00.400]  沒有第三個特徵了
[00:13:00.400 --> 00:13:02.400]  第三個特徵就是這個人
[00:13:02.400 --> 00:13:04.400]  他會傷害自己
[00:13:04.400 --> 00:13:06.400]  你會看到最後一句話
[00:13:06.400 --> 00:13:09.400]  他是用石頭砍自己
[00:13:09.400 --> 00:13:13.400]  所以基本上一個被罪惡捆綁的人
[00:13:13.400 --> 00:13:15.400]  他是沒有耶穌基督
[00:13:15.400 --> 00:13:18.400]  沒有神的形象的生命
[00:13:18.400 --> 00:13:19.400]  他也怎麼樣呢
[00:13:19.400 --> 00:13:21.400]  沒有真正的自由
[00:13:21.400 --> 00:13:23.400]  好像很自由很有力量
[00:13:23.400 --> 00:13:29.400]  他其實是在傷害自己
[00:13:29.400 --> 00:13:31.400]  日以累積地在傷害自己
[00:13:31.400 --> 00:13:34.400]  自己在改變中自己也不察覺的
[00:13:34.400 --> 00:13:36.400]  慢慢地變
[00:13:36.400 --> 00:13:38.400]  有些人就沒有想到自己
[00:13:38.400 --> 00:13:42.400]  長大以後會變成那個樣子的
[00:13:42.400 --> 00:13:44.400]  他連自己有一天能夠
[00:13:44.400 --> 00:13:46.400]  靜靜地坐下來回想的時候
[00:13:46.400 --> 00:13:49.400]  他連自己為什麼會今天變成那樣呢
[00:13:49.400 --> 00:13:51.400]  六親不認呢
[00:13:51.400 --> 00:13:53.400]  他都無法解釋
[00:13:53.400 --> 00:13:55.400]  我為什麼會變成那樣
[00:13:55.400 --> 00:13:58.400]  一直在傷害自己
[00:13:58.400 --> 00:14:01.400]  我們看另外一段經文
[00:14:01.400 --> 00:14:04.400]  這段經文是告訴我們
[00:14:04.400 --> 00:14:08.400]  這些人來到哥拉森人的地方
[00:14:08.400 --> 00:14:13.400]  耶穌一下船就有這個人迎著他
[00:14:13.400 --> 00:14:15.400]  對不起 下一段
[00:14:15.400 --> 00:14:17.400]  他遠遠地看見耶穌
[00:14:17.400 --> 00:14:21.400]  耶穌他就跑去叫耶穌去拜他
[00:14:21.400 --> 00:14:24.400]  這裡是講去拜耶穌好像是那個人
[00:14:24.400 --> 00:14:26.400]  其實是誰去拜耶穌呢
[00:14:26.400 --> 00:14:28.400]  是巫鬼
[00:14:28.400 --> 00:14:30.400]  是巫鬼去拜耶穌
[00:14:30.400 --> 00:14:32.400]  這一段是告訴我們
[00:14:32.400 --> 00:14:35.400]  巫鬼再怎麼樣的可怕
[00:14:35.400 --> 00:14:37.400]  怎麼樣的好像很厲害
[00:14:37.400 --> 00:14:41.400]  其實在耶穌面前是微不足道的
[00:14:41.400 --> 00:14:43.400]  我跟不同的弟兄姐妹
[00:14:43.400 --> 00:14:45.400]  有時候有小組聚會
[00:14:45.400 --> 00:14:46.400]  有時候喝咖啡
[00:14:46.400 --> 00:14:47.400]  有時候吃飯
[00:14:47.400 --> 00:14:49.400]  談論的時候
[00:14:49.400 --> 00:14:56.400]  我才發現原來有些弟兄姐妹是怕鬼的
[00:14:56.400 --> 00:15:00.400]  可能你們覺得我不應該覺得很驚奇
[00:15:00.400 --> 00:15:03.400]  可是我們基督徒其實是不需要怕鬼的
[00:15:03.400 --> 00:15:06.400]  不過有些人是因為小時候受影響
[00:15:06.400 --> 00:15:07.400]  所以永不騙
[00:15:07.400 --> 00:15:10.400]  晚上睡不著發惡夢
[00:15:10.400 --> 00:15:16.400]  或者是有真的什麼經歷就怕鬼
[00:15:16.400 --> 00:15:19.400]  但是其實你只要是基督徒
[00:15:19.400 --> 00:15:22.400]  你都知道在你裡面的
[00:15:22.400 --> 00:15:23.400]  就是耶穌基督
[00:15:23.400 --> 00:15:24.400]  聖經說的
[00:15:24.400 --> 00:15:31.400]  在你裡面的耶穌基督是大過在外面所有的
[00:15:31.400 --> 00:15:34.400]  所以你根本都不用害怕的
[00:15:34.400 --> 00:15:37.400]  這烏鬼你看聖經告訴我們
[00:15:37.400 --> 00:15:41.400]  是他很害怕耶穌的
[00:15:41.400 --> 00:15:45.400]  他遠遠的看見耶穌
[00:15:45.400 --> 00:15:50.400]  他就過去拜他了
[00:15:50.400 --> 00:15:52.400]  而且他是大聲的呼喊
[00:15:52.400 --> 00:15:54.400]  至高神的兒子耶穌
[00:15:54.400 --> 00:15:58.400]  我與你有什麼相干
[00:15:58.400 --> 00:16:03.400]  為什麼他會把耶穌基督的整個身份都講出來
[00:16:03.400 --> 00:16:09.400]  至高神的兒子耶穌
[00:16:09.400 --> 00:16:12.400]  有學者的研究是告訴我們
[00:16:12.400 --> 00:16:14.400]  在當時候的古晉東文化
[00:16:14.400 --> 00:16:16.400]  在屬靈的徵戰裡面
[00:16:16.400 --> 00:16:20.400]  如果你能夠叫出對方的身份
[00:16:20.400 --> 00:16:23.400]  你就能夠制服他
[00:16:23.400 --> 00:16:26.400]  但是這個學者的研究
[00:16:26.400 --> 00:16:28.400]  我覺得帶出來的一點就是
