
[00:00:00.000 --> 00:00:11.000]  感謝神我們今天再一次的來到神的話語來領受他今天要對我們說的話
[00:02:12.000 --> 00:02:14.000]  哎呀耶穌你怎麼來了很稀奇
[00:02:14.000 --> 00:02:17.000]  就快點跑上去問他的安啊
[00:02:17.000 --> 00:02:22.000]  在這裡我想大家留意的是有文士呢在那邊辯論啊
[00:02:22.000 --> 00:02:29.000]  好那麼文士辯論呢是讓我們知道了他們在說呢
[00:02:29.000 --> 00:02:33.000]  你們這些門徒呢不能夠趕鬼
[00:02:33.000 --> 00:02:38.000]  因為可能你們的主你們的老師呢
[00:02:38.000 --> 00:02:40.000]  他不是用神的能力趕鬼
[00:02:40.000 --> 00:02:45.000]  他可能是不是有真的是神的能力等等
[00:02:45.000 --> 00:02:48.000]  他們就是要跟門徒呢來個辯論
[00:02:48.000 --> 00:02:52.000]  來個他們自己認為的理性的思考啊
[00:02:52.000 --> 00:02:55.000]  那麼在我們的信仰裡面呢
[00:02:55.000 --> 00:02:59.000]  我們也很強調理性的思考
[00:02:59.000 --> 00:03:03.000]  那麼有些人呢就就以為啊誤會
[00:03:03.000 --> 00:03:07.000]  以為基督教呢是講只要相信就可以了
[00:03:07.000 --> 00:03:10.000]  好像不鼓勵人家思考
[00:03:10.000 --> 00:03:12.000]  但是是不是這樣子呢
[00:03:12.000 --> 00:03:14.000]  是不是這樣子呢
[00:03:14.000 --> 00:03:18.000]  當然不是啊上帝沒有不讓我們思考
[00:03:18.000 --> 00:03:23.000]  你想想看連我們的理性包括我們思考的能力
[00:03:23.000 --> 00:03:25.000]  都是誰給的啊
[00:03:25.000 --> 00:03:27.000]  都是上帝所賜的
[00:03:27.000 --> 00:03:29.000]  這是上帝所賜的啊
[00:03:29.000 --> 00:03:33.000]  基本上科學家可以想要研究啊人是怎麼來的啊
[00:03:33.000 --> 00:03:36.000]  想要把他啊當作是從物質出來的
[00:03:36.000 --> 00:03:40.000]  不管是什麼細胞都以為是在想物質
[00:03:40.000 --> 00:03:43.000]  但是呢他們很清楚的知道一件事情呢
[00:03:43.000 --> 00:03:48.000]  他們根本就不知道人有思考的能力
[00:03:48.000 --> 00:03:51.000]  人有愛的能力是怎麼來的
[00:03:51.000 --> 00:03:53.000]  但是聖經清清楚楚告訴我們呢
[00:03:53.000 --> 00:03:56.000]  一切都是神賜給我們的
[00:03:56.000 --> 00:04:01.000]  甚至保羅呢在羅馬書第十二章那裡呢
[00:04:01.000 --> 00:04:03.000]  還教導我們什麼呢
[00:04:03.000 --> 00:04:07.000]  教導我們基督徒不要去效法這個世界
[00:04:07.000 --> 00:04:10.000]  就是說不要學這個世界的價值觀
[00:04:10.000 --> 00:04:12.000]  只要心意根心而變化
[00:04:12.000 --> 00:04:14.000]  心意根心怎麼樣根心呢
[00:04:14.000 --> 00:04:16.000]  怎麼樣變化呢
[00:04:16.000 --> 00:04:18.000]  靠著上帝給我們的真理
[00:04:18.000 --> 00:04:20.000]  靠著上帝給我們的真理
[00:04:20.000 --> 00:04:22.000]  我們去行出來的時候
[00:04:22.000 --> 00:04:25.000]  我們心意改變的時候
[00:04:25.000 --> 00:04:27.000]  我們去行出來的時候
[00:04:27.000 --> 00:04:29.000]  我們有了改變
[00:04:29.000 --> 00:04:32.000]  以前呢我們都是只是為自己而活的
[00:04:32.000 --> 00:04:34.000]  聖經告訴我們呢
[00:04:34.000 --> 00:04:36.000]  我們要愛人如己
[00:04:36.000 --> 00:04:38.000]  也要考慮到別人的益處
[00:04:38.000 --> 00:04:41.000]  也要使別人得到好處
[00:04:41.000 --> 00:04:43.000]  使別人得到神的祝福
[00:04:43.000 --> 00:04:46.000]  這樣的是一個心意根心的變化
[00:04:46.000 --> 00:04:49.000]  比如說這個真理上帝就教我們怎麼樣呢
[00:04:49.000 --> 00:04:51.000]  聖經教我們你們就可以查驗
[00:04:51.000 --> 00:04:56.000]  何為神的良善善良純全可喜悅的旨意
[00:04:56.000 --> 00:04:59.000]  聖經是鼓勵我們去思考
[00:04:59.000 --> 00:05:03.000]  聖經是鼓勵我們把神的真理應用
[00:05:03.000 --> 00:05:06.000]  在以前我們認為我們不敢做的事情上面
[00:05:06.000 --> 00:05:08.000]  然後你來看看
[00:05:08.000 --> 00:05:11.000]  你來看看上帝的話語上帝的真理
[00:05:11.000 --> 00:05:12.000]  是不是真的
[00:05:12.000 --> 00:05:14.000]  是不是善良的
[00:05:14.000 --> 00:05:15.000]  是不是純全的
[00:05:15.000 --> 00:05:17.000]  是不是可喜悅的
[00:05:17.000 --> 00:05:20.000]  所以我們一定要解除這個誤會
[00:05:20.000 --> 00:05:23.000]  基督教的信仰不是不鼓勵我們思考
[00:05:23.000 --> 00:05:25.000]  反而是鼓勵我們思考
[00:05:25.000 --> 00:05:27.000]  要用神的真理你來試試看
[00:05:27.000 --> 00:05:31.000]  你的真理是不是這麼的美好
[00:05:31.000 --> 00:05:33.000]  關鍵是什麼呢
[00:05:33.000 --> 00:05:35.000]  關鍵是我們需要思考
[00:05:35.000 --> 00:05:38.000]  這裡的文士他們跌入了一個陷阱
[00:05:38.000 --> 00:05:39.000]  什麼陷阱呢
[00:05:39.000 --> 00:05:44.000]  他們跌入了一個先入為主的不幸
[00:05:44.000 --> 00:05:46.000]  這個是我們要提醒自己的
[00:05:46.000 --> 00:05:52.000]  我們首先不要陷入一種先入為主的不幸
[00:05:52.000 --> 00:05:54.000]  還沒有認真的思考
[00:05:54.000 --> 00:05:57.000]  還沒有看看上帝的話語怎麼說
[00:05:57.000 --> 00:05:59.000]  就覺得不可能的
[00:05:59.000 --> 00:06:02.000]  這件事情不可能發生的
[00:06:02.000 --> 00:06:06.000]  那個就叫做先入為主的不幸了
[00:06:06.000 --> 00:06:10.000]  比如說當我們願意謙卑的時候
[00:06:10.000 --> 00:06:14.000]  我們就會發現一些東西是超越理性的
[00:06:14.000 --> 00:06:16.000]  超越人所能夠理解的
[00:06:16.000 --> 00:06:20.000]  超越人所能夠理解不代表它不存在
[00:06:20.000 --> 00:06:22.000]  比如說有些事情
[00:06:22.000 --> 00:06:24.000]  不同能力的人能夠做到
[00:06:24.000 --> 00:06:26.000]  一些人就做不到
[00:06:26.000 --> 00:06:28.000]  我們不要講太複雜的
[00:06:28.000 --> 00:06:29.000]  比如說有些人
[00:06:29.000 --> 00:06:31.000]  有一個朋友突然間有一天來問你了
[00:06:31.000 --> 00:06:36.000]  他說老兄你能不能夠用你的舌頭
[00:06:36.000 --> 00:06:38.000]  碰到你的鼻子
[00:06:38.000 --> 00:06:42.000]  你能不能用你的舌頭碰到你的鼻子
[00:06:42.000 --> 00:06:44.000]  大家可以試試看
[00:06:44.000 --> 00:06:46.000]  不過不要在現在試
[00:06:46.000 --> 00:06:48.000]  不然的話就很可怕
[00:06:48.000 --> 00:06:52.000]  那麼你回家你在家裡靜悄悄的去試
[00:06:52.000 --> 00:06:53.000]  有些人做得到
[00:06:53.000 --> 00:06:55.000]  所以你做不到的時候
[00:06:55.000 --> 00:06:58.000]  不代表全世界的人都做不到
[00:06:58.000 --> 00:07:01.000]  還有很多很多的例子我們可以舉的
[00:07:01.000 --> 00:07:02.000]  有些人可以做這個
[00:07:02.000 --> 00:07:04.000]  這是上帝為上帝
[00:07:04.000 --> 00:07:06.000]  如果他是上帝
[00:07:06.000 --> 00:07:09.000]  他是能夠超越一切的規律的上帝
[00:07:09.000 --> 00:07:12.000]  他是時間還沒有被創造之前
[00:07:12.000 --> 00:07:14.000]  他就存在的上帝
[00:07:14.000 --> 00:07:15.000]  空間還沒有存在之前
[00:07:15.000 --> 00:07:17.000]  他就存在的上帝
[00:07:17.000 --> 00:07:18.000]  因為聖經告訴我們
[00:07:18.000 --> 00:07:21.000]  起初神創造天地萬物
[00:07:21.000 --> 00:07:23.000]  所以上帝如果是上帝
[00:07:23.000 --> 00:07:25.000]  有什麼他不能做的呢
[00:07:25.000 --> 00:07:26.000]  對嗎
[00:07:26.000 --> 00:07:28.000]  只是我們不能夠做
[00:07:28.000 --> 00:07:30.000]  我們就不能夠以我們的經驗
[00:07:30.000 --> 00:07:34.000]  我們的認知的局限來認定
[00:07:34.000 --> 00:07:35.000]  這是不可能的
[00:07:35.000 --> 00:07:38.000]  所以當我們在聖經裡面
[00:07:38.000 --> 00:07:40.000]  看到一些超越理性的東西
[00:07:40.000 --> 00:07:43.000]  我們就要知道這是在講神的作為
[00:07:43.000 --> 00:07:44.000]  神的作為
[00:07:44.000 --> 00:07:47.000]  我們現代人就把它翻譯成什麼呢
[00:07:47.000 --> 00:07:48.000]  神技嘛
[00:07:48.000 --> 00:07:53.000]  神技就是神自己要做的事情
[00:07:53.000 --> 00:07:55.000]  是沒有什麼不可能的
[00:07:55.000 --> 00:07:56.000]  那麼換句話說
[00:07:56.000 --> 00:07:59.000]  這些文士不斷的與門徒辯論
[00:07:59.000 --> 00:08:01.000]  基本上是因為他們不信
[00:08:01.000 --> 00:08:07.000]  耶穌就是那一位能施神技的那個主
[00:08:07.000 --> 00:08:09.000]  所以先入為主的不信
[00:08:09.000 --> 00:08:12.000]  只會找到理由來辯論
[00:08:12.000 --> 00:08:15.000]  你如果已經有一個先入為主的不信
[00:08:15.000 --> 00:08:18.000]  你會不斷的在不同的地方
[00:08:18.000 --> 00:08:20.000]  雞蛋裡挑骨頭也好
[00:08:20.000 --> 00:08:23.000]  以偏概全也好
[00:08:23.000 --> 00:08:27.000]  你會不斷的找理由來辯論的
[00:08:27.000 --> 00:08:30.000]  那是一件非常遺憾的事情
[00:08:30.000 --> 00:08:32.000]  好我們再看另外一段經文
[00:08:32.000 --> 00:08:34.000]  在16節那邊開始
[00:08:34.000 --> 00:08:37.000]  它是說到門徒沒有辦法趕鬼
[00:08:37.000 --> 00:08:39.000]  因為耶穌問他們說
[00:08:39.000 --> 00:08:41.000]  你們和他們辯論的是什麼
[00:08:41.000 --> 00:08:43.000]  那麼在這麼多人裡面
[00:08:43.000 --> 00:08:46.000]  就有一個人跑出來跟耶穌說
[00:08:46.000 --> 00:08:49.000]  夫子就是老師Rabbi拉比
[00:08:49.000 --> 00:08:52.000]  我帶了我的兒子到你這裡來
[00:08:52.000 --> 00:08:54.000]  他被啞巴鬼扶著
[00:08:54.000 --> 00:08:57.000]  無論到哪裡鬼抓弄他時
[00:08:57.000 --> 00:08:58.000]  把他摔倒
[00:08:58.000 --> 00:09:02.000]  他就口中流沫咬牙切齒身體枯乾
[00:09:02.000 --> 00:09:06.000]  我用了很多筆墨來形容
[00:09:06.000 --> 00:09:09.000]  我請過你的門徒把鬼趕出去
[00:09:09.000 --> 00:09:11.000]  他們卻是不能
[00:09:11.000 --> 00:09:15.000]  所以在這裡門徒沒有辦法趕鬼
[00:09:15.000 --> 00:09:18.000]  這令我想起幾年前
[00:09:18.000 --> 00:09:20.000]  看過的一篇見證
[00:09:20.000 --> 00:09:24.000]  在香港有一個那時候2016年
[00:09:24.000 --> 00:09:27.000]  一個60多歲的一個弟兄
[00:09:27.000 --> 00:09:29.000]  他做了一個見證
[00:09:29.000 --> 00:09:32.000]  他十幾歲他在烏村長大的
[00:09:32.000 --> 00:09:35.000]  他就交了壞朋友
[00:09:35.000 --> 00:09:38.000]  然後就加入了社會黨
[00:09:38.000 --> 00:09:40.000]  然後他還怎麼樣
[00:09:40.000 --> 00:09:42.000]  要得到更大的能力
[00:09:42.000 --> 00:09:47.000]  他去學玩神打
[00:09:47.000 --> 00:09:49.000]  每次要有更多能力
[00:09:49.000 --> 00:09:53.000]  他就要招一些靈界的能力
[00:09:53.000 --> 00:09:57.000]  結果他後來是被鬼來操弄
[00:09:57.000 --> 00:10:00.000]  常常被鬼來困住他
[00:10:00.000 --> 00:10:03.000]  後來他也病了
[00:10:03.000 --> 00:10:05.000]  患了一場很嚴重的病
[00:10:05.000 --> 00:10:06.000]  他做見證的時候
[00:10:06.000 --> 00:10:09.000]  他在2011年的時候
[00:10:09.000 --> 00:10:12.000]  就患上了末期的肝癌
[00:10:12.000 --> 00:10:14.000]  那麼我想說的是
[00:10:14.000 --> 00:10:16.000]  就算是在香港這個地方
[00:10:16.000 --> 00:10:19.000]  你偶爾也會聽到一些人
[00:10:19.000 --> 00:10:21.000]  因為去牽涉自己
[00:10:21.000 --> 00:10:25.000]  在那些參與在那些靈界的事情裡面
[00:10:25.000 --> 00:10:30.000]  他們也經歷過一些靈界的勢力影響他們
[00:10:30.000 --> 00:10:34.000]  在這裡這段經文讓我們看到
[00:10:34.000 --> 00:10:38.000]  在當時那個時代就有比較普遍的
[00:10:38.000 --> 00:10:39.000]  有人被鬼扶
[00:10:39.000 --> 00:10:43.000]  那麼帶去給門徒來趕鬼
[00:10:43.000 --> 00:10:46.000]  門徒從前是有成功趕過鬼的
[00:10:46.000 --> 00:10:48.000]  如果你熟悉福音書的話
[00:10:48.000 --> 00:10:52.000]  但是這次他們卻做不到
[00:10:52.000 --> 00:10:54.000]  那麼在這裡
[00:10:54.000 --> 00:10:57.000]  我們看到耶穌給他們什麼反應
[00:10:57.000 --> 00:10:59.000]  耶穌在19節說
[00:10:59.000 --> 00:11:02.000]  唉不幸的世代
[00:11:02.000 --> 00:11:04.000]  我在你們這裡要到幾時
[00:11:04.000 --> 00:11:06.000]  我忍耐你們要到幾時
[00:11:06.000 --> 00:11:08.000]  把他帶到我這裡來吧
[00:11:08.000 --> 00:11:12.000]  所以如果你問你自己
[00:11:12.000 --> 00:11:15.000]  這些門徒為什麼沒有辦法趕鬼
[00:11:15.000 --> 00:11:18.000]  答案就是跟信心有關係
[00:11:18.000 --> 00:11:19.000]  跟信心有關係
[00:11:19.000 --> 00:11:22.000]  門徒沒有辦法趕鬼的原因
[00:11:22.000 --> 00:11:27.000]  耶穌他也後來門徒靜悄悄的問耶穌
[00:11:27.000 --> 00:11:29.000]  這個鬼為什麼我們趕不出來
[00:11:29.000 --> 00:11:32.000]  耶穌就說你不用禱告
[00:11:32.000 --> 00:11:34.000]  你如果不用禱告的話
[00:11:34.000 --> 00:11:37.000]  這一類的鬼總不能出來
[00:11:37.000 --> 00:11:40.000]  而且你有沒有留意到一件事情
[00:11:40.000 --> 00:11:45.000]  在很多的福音書的趕鬼的事件裡面
[00:11:45.000 --> 00:11:47.000]  這一次的趕鬼的事件
[00:11:47.000 --> 00:11:50.000]  把那個鬼形容的特別多
[00:11:50.000 --> 00:11:51.000]  經文特別著墨
[00:11:51.000 --> 00:11:55.000]  這個情況是非常的嚴重
[00:11:55.000 --> 00:11:57.000]  我自己相信門徒
[00:11:57.000 --> 00:12:02.000]  他們這次是經歷了一個很惡很惡的鬼
[00:12:02.000 --> 00:12:07.000]  他們也自己看到那個情況非常非常的嚴重
[00:12:07.000 --> 00:12:11.000]  他們的信心動搖了
[00:12:11.000 --> 00:12:13.000]  而且他們也沒有禱告
[00:12:13.000 --> 00:12:15.000]  所以耶穌說不用禱告
[00:12:15.000 --> 00:12:17.000]  這一類的鬼總不能出來
[00:12:17.000 --> 00:12:19.000]  所以他們沒有禱告
[00:12:19.000 --> 00:12:21.000]  他們也被這次的事情
[00:12:21.000 --> 00:12:23.000]  嚇到自己沒有信心
[00:12:23.000 --> 00:12:29.000]  所以耶穌說你們是不幸的世代
[00:12:29.000 --> 00:12:30.000]  弟兄姊妹
[00:12:30.000 --> 00:12:34.000]  我們從這裡也要給自己一個提醒
[00:12:34.000 --> 00:12:37.000]  如果我們不專心的信靠主
[00:12:37.000 --> 00:12:40.000]  我們就無法經歷神的大能
[00:12:40.000 --> 00:12:42.000]  我想在這裡停一停
[00:12:42.000 --> 00:12:47.000]  邀請你自己做為自己的生命的一個反思
[00:12:47.000 --> 00:12:50.000]  其實我們每個人的信心
[00:12:50.000 --> 00:12:53.000]  都不是恆常一樣的
[00:12:53.000 --> 00:12:56.000]  總是會有起起跌跌的
[00:12:56.000 --> 00:12:58.000]  你記不記得亞伯拉罕
[00:12:58.000 --> 00:13:01.000]  他的信心不是一下子就去到
[00:13:01.000 --> 00:13:05.000]  創世記第22章能夠獻以下的
[00:13:05.000 --> 00:13:09.000]  他被上帝呼召離開他的本家
[00:13:09.000 --> 00:13:12.000]  本族跟著上帝去一個
[00:13:12.000 --> 00:13:14.000]  他都不知道去哪裡的地方的時候
[00:13:14.000 --> 00:13:16.000]  是非常有信心
[00:13:16.000 --> 00:13:19.000]  可是在整個跟隨神的過程中
[00:13:19.000 --> 00:13:22.000]  他的信心是起起跌跌的
[00:13:22.000 --> 00:13:25.000]  他為了保自己的命還要撒謊
[00:13:25.000 --> 00:13:29.000]  他為了看不見上帝的
[00:13:29.000 --> 00:13:34.000]  應許他的兒子出生
[00:13:34.000 --> 00:13:37.000]  他也聽了妻子撒萊的話
[00:13:37.000 --> 00:13:41.000]  跟妻子的使女下架
[00:13:41.000 --> 00:13:43.000]  生了一個兒子叫以什瑪利
[00:13:43.000 --> 00:13:48.000]  所以我們看到亞伯拉罕的信心
[00:13:48.000 --> 00:13:50.000]  也是一個起起跌跌的
[00:13:50.000 --> 00:13:52.000]  等到他成熟的時候
[00:13:52.000 --> 00:13:56.000]  等到他真的是看到原來他
[00:13:56.000 --> 00:13:57.000]  在不可能生育的時候
[00:13:57.000 --> 00:14:01.000]  還竟然能夠得到以撒的時候
[00:14:01.000 --> 00:14:02.000]  他的整個信仰的旅程
[00:14:02.000 --> 00:14:04.000]  他是經歷過的
[00:14:04.000 --> 00:14:05.000]  經歷過了
[00:14:05.000 --> 00:14:07.000]  他才能夠
[00:14:07.000 --> 00:14:11.000]  上帝才在適當的時機試驗他
[00:14:11.000 --> 00:14:14.000]  能不能夠把自己的兒子獻給他
[00:14:14.000 --> 00:14:17.000]  把自己最珍貴的獻給神
[00:14:17.000 --> 00:14:18.000]  所以弟兄姐妹
[00:14:18.000 --> 00:14:21.000]  我們的信心也是起起跌跌的
[00:14:21.000 --> 00:14:25.000]  千萬不要以為我們之前很有信心
[00:14:25.000 --> 00:14:29.000]  接下來就肯定會一直很有信心下去
[00:14:29.000 --> 00:14:33.000]  因為如果我們不專心信靠主
[00:14:33.000 --> 00:14:36.000]  我們有一天也會像門徒
[00:14:36.000 --> 00:14:39.000]  這個時候的門徒一樣
[00:14:39.000 --> 00:14:42.000]  無法經歷上帝的大能
[00:14:42.000 --> 00:14:43.000]  所以弟兄姐妹
[00:14:43.000 --> 00:14:44.000]  你用什麼方法
[00:14:44.000 --> 00:14:47.000]  來維持自己對上帝的信心呢
[00:14:47.000 --> 00:14:49.000]  我希望你尋求神
[00:14:49.000 --> 00:14:52.000]  神必定會告訴你
[00:14:52.000 --> 00:14:55.000]  另外我們再看到19節
[00:14:55.000 --> 00:14:57.000]  還有一個細節
[00:14:57.000 --> 00:14:59.000]  聖經講到
[00:14:59.000 --> 00:15:02.000]  耶穌說要到幾時呢
[00:15:02.000 --> 00:15:04.000]  而且還重複了兩次
[00:15:04.000 --> 00:15:05.000]  有沒有留意到
[00:15:05.000 --> 00:15:06.000]  重複了兩次
[00:15:06.000 --> 00:15:08.000]  不幸的世代
[00:15:08.000 --> 00:15:12.000]  我在你們這裡要到幾時呢
[00:15:12.000 --> 00:15:15.000]  我忍耐你們要到幾時呢
[00:15:15.000 --> 00:15:18.000]  這次是很特別的一句經文
[00:15:18.000 --> 00:15:21.000]  耶穌重複兩次說到幾時呢
[00:15:21.000 --> 00:15:25.000]  弟兄姐妹我問你
[00:15:25.000 --> 00:15:30.000]  你想像耶穌是用怎樣的心情
[00:15:30.000 --> 00:15:33.000]  怎樣的語氣來講這段話呢
[00:15:33.000 --> 00:15:38.000]  是一個很生氣很生氣的語氣
[00:15:38.000 --> 00:15:39.000]  來講這句話嗎
[00:15:39.000 --> 00:15:45.000]  還是帶著一種很難受很難受
[00:15:45.000 --> 00:15:47.000]  我跟大家說一下
[00:15:47.000 --> 00:15:51.000]  這裡原文忍耐
[00:15:51.000 --> 00:15:52.000]  是在講耶穌
[00:15:52.000 --> 00:15:56.000]  他說我忍受你們這痛苦
[00:15:56.000 --> 00:15:59.000]  耶穌是忍受門徒的
[00:15:59.000 --> 00:16:02.000]  這些不長進的痛苦
[00:16:02.000 --> 00:16:05.000]  他說要忍受到幾時呢
[00:16:05.000 --> 00:16:07.000]  忍受到幾時呢
[00:16:07.000 --> 00:16:11.000]  基本上這段經文讓我們看見
[00:16:11.000 --> 00:16:17.000]  主非常看重我們對他的信心的成長
[00:16:17.000 --> 00:16:20.000]  就好像一些的父母一樣
[00:16:20.000 --> 00:16:23.000]  知道孩子應該有怎樣的態度
[00:16:23.000 --> 00:16:26.000]  知道孩子應該有怎樣的成就
[00:16:26.000 --> 00:16:30.000]  知道孩子應該有怎樣的好的品格
[00:16:30.000 --> 00:16:33.000]  但是現實上現實中
[00:16:33.000 --> 00:16:35.000]  看到自己的孩子
[00:16:35.000 --> 00:16:41.000]  還沒有到他理想中的那樣的品格
[00:16:41.000 --> 00:16:45.000]  那樣的人生態度
[00:16:45.000 --> 00:16:48.000]  開始著急那麼想改變他
[00:16:48.000 --> 00:16:50.000]  可是用了若干年的時間
[00:16:50.000 --> 00:16:53.000]  都沒有辦法改變他
[00:16:53.000 --> 00:16:54.000]  心裡只有怎麼樣呢
[00:16:54.000 --> 00:16:58.000]  難受難受跟著急
[00:16:58.000 --> 00:17:02.000]  基本上主耶穌在這裡是表達
[00:17:02.000 --> 00:17:04.000]  他非常看重
[00:17:04.000 --> 00:17:07.000]  我們對他的信心的成長
[00:17:07.000 --> 00:17:10.000]  我要請你跟我一起想一想
[00:17:10.000 --> 00:17:13.000]  主耶穌為什麼這麼看重
[00:17:13.000 --> 00:17:17.000]  我們對他的信心的成長呢
[00:17:17.000 --> 00:17:21.000]  有些弟兄姐妹可能沒有意會到呢
[00:17:21.000 --> 00:17:25.000]  這件事情原來對主那麼重要
[00:17:25.000 --> 00:17:28.000]  我們是不是越來越信靠他
[00:17:28.000 --> 00:17:32.000]  原來對主耶穌來說是那麼的重要的
[00:17:32.000 --> 00:17:34.000]  因為主耶穌知道
[00:17:34.000 --> 00:17:38.000]  唯有我們越來越信靠他
[00:17:38.000 --> 00:17:42.000]  我們才能夠活得平安喜樂
[00:17:42.000 --> 00:17:47.000]  而且能夠活出他要我們活出的使命
[00:17:47.000 --> 00:17:50.000]  因為如果沒有對他的信心
[00:17:50.000 --> 00:17:55.000]  我們還是會不斷的被我們身邊各樣的事情
[00:17:55.000 --> 00:17:58.000]  我們的工作我們的煩惱
[00:17:58.000 --> 00:18:03.000]  我們的擔憂來扯我們的後腿
[00:18:03.000 --> 00:18:05.000]  把我們拉下來
[00:18:05.000 --> 00:18:08.000]  所以主耶穌很看重我們的信心的成長
[00:18:08.000 --> 00:18:10.000]  因為如果我們的信心不成長
[00:18:10.000 --> 00:18:14.000]  我們永遠永遠都不能夠享受
[00:18:14.000 --> 00:18:18.000]  他對我們的愛對我們的計劃
[00:18:18.000 --> 00:18:21.000]  好了我們再看另外一段經文了
[00:18:21.000 --> 00:18:24.000]  這裡這段二十節開始這裡
[00:18:24.000 --> 00:18:28.000]  是講到那位父親的信心的不足
[00:18:28.000 --> 00:18:34.000]  聖經說他們就帶了那個父親的兒子來
[00:18:34.000 --> 00:18:36.000]  那個父親的兒子
[00:18:36.000 --> 00:18:39.000]  他一來看見耶穌被鬼扶那個人
[00:18:39.000 --> 00:18:41.000]  看見耶穌
[00:18:41.000 --> 00:18:45.000]  鬼就叫那個兒子重重的抽風
[00:18:45.000 --> 00:18:46.000]  倒在地上翻來覆去
[00:18:46.000 --> 00:18:48.000]  口中還流抹
[00:18:48.000 --> 00:18:50.000]  那麼耶穌就問那父親說
[00:18:50.000 --> 00:18:52.000]  他得這病多少日子了
[00:18:52.000 --> 00:18:54.000]  那父親就回答
[00:18:54.000 --> 00:18:57.000]  從小的時候他就患著病了
[00:18:57.000 --> 00:19:02.000]  鬼就多次的把他扔在火裡水裡
[00:19:02.000 --> 00:19:06.000]  就想要滅他就折磨他
[00:19:06.000 --> 00:19:10.000]  而且用非常殘忍的方法來折磨他
[00:19:10.000 --> 00:19:12.000]  父親就說你若能做什麼
[00:19:12.000 --> 00:19:15.000]  求你憐憫我們幫助我們
[00:19:15.000 --> 00:19:18.000]  耶穌他沒有立刻幫助
[00:19:18.000 --> 00:19:21.000]  耶穌就先說了一句話
[00:19:21.000 --> 00:19:26.000]  說你若能信再信的人凡事都能
[00:19:26.000 --> 00:19:30.000]  我鼓勵弟兄姐妹把這句話背起來
[00:19:30.000 --> 00:19:33.000]  就是耶穌有時候在你的生命當中
[00:19:33.000 --> 00:19:35.000]  他要跟你說的話
[00:19:35.000 --> 00:19:40.000]  你若能信再信的人凡事都能
[00:19:40.000 --> 00:19:44.000]  孩子的父親他知道自己的情況
[00:19:44.000 --> 00:19:47.000]  他立時就喊著說什麼呢
[00:19:47.000 --> 00:19:49.000]  我信啊
[00:19:49.000 --> 00:19:51.000]  但是我信不足啊
[00:19:51.000 --> 00:19:53.000]  求主幫助啊
[00:19:53.000 --> 00:19:54.000]  求主幫助
[00:19:54.000 --> 00:19:58.000]  這是非常非常特別的一個回應
[00:19:58.000 --> 00:20:00.000]  值得我們好好的去理解
[00:20:00.000 --> 00:20:03.000]  這個信心的功課是什麼
[00:20:03.000 --> 00:20:05.000]  在這裡呢
