
[00:00:00.000 --> 00:00:07.300]  我們感謝神下剛才在喜樂詩班代表我們呈獻給上帝的這首詩歌
[00:13:22.800 --> 00:13:38.800]  這個是看到他比加遜和米拉利族在神的心意裏是更加重要 是神揀選的
[00:13:38.800 --> 00:13:53.800]  我們照樣問一個問題 為什麼是哥核族呢 為什麼哥核族是排第幾 是利未三個兒子裏面 排第二 不是第一 第一那個是誰
[00:13:53.800 --> 00:14:10.800]  第一個是加遜 我們會問為什麼上帝這麼有趣的三個兒子 為什麼是找次子去負責聖所 致聖所的那些致聖之物呢 這個是上帝的主權 上帝命定的
[00:14:10.800 --> 00:14:20.800]  其實這個都不出奇的 如果你看回舊約聖經我們有很多的例證 那個孖生仔最出名的 以素和雅各
[00:14:20.800 --> 00:14:36.800]  明明應該以素是承繼所謂長子的名份 但竟然以素因為紅豆湯 他出賣了長子的名份 而雅各是被神揀選的
[00:14:36.800 --> 00:14:49.800]  你要接觸亞伯拉罕 以撒 跟著不是以素 跟著是雅各 這個是上帝他有他自己的主權的揀選 你不需要和別人比較
[00:14:49.800 --> 00:14:58.800]  今天你在家族裏面都是 你不需要和你的哥哥姐姐在那裏比較 如果神揀選你 你就順命而行就可以了
[00:14:58.800 --> 00:15:09.800]  我在很多的 這麼多年的穆會裏面 我都看到有不同的家庭 有些是神揀選了一個長子出來做傳道人的
[00:15:09.800 --> 00:15:23.800]  但有些不是 有些是揀選了第二個兒子出來 有些是揀選了最小的女兒出來 或者最小的兒子出來
[00:15:23.800 --> 00:15:33.800]  我就是其中一個例子 我的家族裏面是最小的女兒 最小的兒子竟然被神揀選
[00:15:33.800 --> 00:15:41.800]  我看到神的揀選真的很奇妙 但這件事是提醒我們 你不需要和別人去比較
[00:15:41.800 --> 00:15:50.800]  你要忠於上帝給你的身份 位份 和你有沒有忠心 按照神給你的恩賜 你來擺上
[00:15:50.800 --> 00:15:58.800]  你一生無論你是傳道人與否 你是神的兒女 你就要寶貴你的名份
[00:15:58.800 --> 00:16:04.800]  因為神的兒女同樣是在神的家裏面 我們是要各司其職的
[00:16:04.800 --> 00:16:10.800]  我等一下就會和大家再講下去 我們怎樣應用在我們廣福家裏面呢
[00:16:10.800 --> 00:16:16.800]  我們廣福家一點都不小的 我們有很多不同方面的需要的
[00:16:16.800 --> 00:16:24.800]  我們再來看第三個分別在哪裏呢 提到那個辦事只有哥核族
[00:16:24.800 --> 00:16:35.800]  他們用希伯來文的 Malakka 這個字在第三節 去表明這個事是需要特別技能的
[00:16:35.800 --> 00:16:41.800]  去負責就是致聖之物 在第三節裏面我們看見說
[00:16:41.800 --> 00:16:48.800]  這些三十到五十歲的人 是在會幕裏面侍奉的人
[00:16:48.800 --> 00:16:55.800]  他特別在這裏說 是哥核子孫是要負責有關致聖之物的職責
[00:16:55.800 --> 00:17:02.800]  這種專職的事是用 Malakka 這個字
[00:17:02.800 --> 00:17:10.800]  其他兩個族他們是用 Aboda 這個字是說勞動
[00:17:10.800 --> 00:17:15.800]  勞動只是說他們搬台 搬那些東西 Aboda
[00:17:15.800 --> 00:17:20.800]  你認識了兩個希伯來文了 不過你不要亂拋書包
[00:17:20.800 --> 00:17:23.800]  人家問你第三個你就不認識了
[00:17:23.800 --> 00:17:32.800]  我們起碼在這裏為了要明白原來上帝透過文字的敘述是有分別的
[00:17:32.800 --> 00:17:39.800]  這個分別我們再來看到這個描述是要凸顯哥核族的地位
[00:17:39.800 --> 00:17:46.800]  是高於他的哥哥和他的弟弟 格遜和米拉尼的宗族
[00:17:46.800 --> 00:17:49.800]  在抗夜路上 按神的吩咐起行的時候
[00:17:49.800 --> 00:17:58.800]  是先由哥核族搬運 他是首先將聖所 致聖所那些致聖之物搬來
[00:17:58.800 --> 00:18:03.800]  我們先來看第一段 第五到第六節就是約季
[00:18:03.800 --> 00:18:09.800]  我們一起讀 拔營的時候 阿倫和他兒子要進去
[00:18:09.800 --> 00:18:14.800]  擺遮掩的慢紙取下 用它來遮蓋發季
[00:18:14.800 --> 00:18:22.800]  又用精美皮料蓋在上面 鋪上純藍色的布 再擺供穿常
[00:18:22.800 --> 00:18:32.800]  這裏是說聖所致聖所 裏面所說的 其實是致聖所
[00:18:32.800 --> 00:18:36.800]  第一樣東西 是約季那些東西 說了三件事
[00:18:36.800 --> 00:18:41.800]  是祭司做的 不是其他人做 因為要進入聖所致聖所之後
[00:18:41.800 --> 00:18:46.800]  祭司才能夠進入 但是這裏面說的這三樣東西
[00:18:46.800 --> 00:18:52.800]  遮掩的慢紙 覆蓋發季 但他接著說這是第一層
[00:18:52.800 --> 00:18:57.800]  第二層是精美的皮料 這個是和修本的翻譯
[00:18:57.800 --> 00:19:03.800]  我們和合本的翻譯 都是在說海狗皮
[00:19:03.800 --> 00:19:07.800]  我參考過其他的中文譯本 都是在說海狗皮
[00:19:07.800 --> 00:19:13.800]  參考希伯來文的原文 都是指向海狗皮
[00:19:13.800 --> 00:19:16.800]  我不是很明白 為什麼和修本修訂了之後
[00:19:16.800 --> 00:19:23.800]  竟然他可能覺得這樣 是否比較容易些 精美的皮料
[00:19:23.800 --> 00:19:31.800]  這個確實海狗皮是很精美 它是能夠厚實 是耐磨的
[00:19:31.800 --> 00:19:36.800]  即是你要在曠野 要搬運的時候 不要有磨損
[00:19:36.800 --> 00:19:41.800]  這個是有意思的 最後第三層就是純藍色的布
[00:19:41.800 --> 00:19:47.800]  這個是代表著這個是屬天的 這個是上帝的寶座
[00:19:47.800 --> 00:19:58.800]  這三樣東西 由第七節到第十四節 就是其他聖所到丸子的祭壇
[00:19:58.800 --> 00:20:04.800]  因為時間有關係 我用一個圖表解釋給大家知道
[00:20:04.800 --> 00:20:11.800]  這樣你們就可以明白了 這個圖表是怎樣去包覆次序
[00:20:11.800 --> 00:20:16.800]  第一塊布 第二塊布 第三塊布是什麼性質
[00:20:16.800 --> 00:20:25.800]  陳設卓說的是藍色的毯子 珠紅色的毯子
[00:20:25.800 --> 00:20:32.800]  然後海狗皮 用這三樣東西來包裹著
[00:20:32.800 --> 00:20:37.800]  燈台也是 香壇也是 到外面的祭壇也是
[00:20:37.800 --> 00:20:46.800]  你會發覺到最後 他們全部都是海狗皮在最外層的 用來包裹著這些聖物
[00:20:46.800 --> 00:20:51.800]  我們看了這個圖表之後 你再看下去
[00:20:51.800 --> 00:20:59.800]  第十五節 這個是重新覆蓋上列回望每一件物件
[00:20:59.800 --> 00:21:04.800]  是必須由祭司親自執行 然後才由歌俠族去搬運
[00:21:04.800 --> 00:21:09.800]  但歌俠族不可以直接摸聖物 否則他們會死亡
[00:21:09.800 --> 00:21:12.800]  這是很嚴重的一件事 是規矩來的
[00:21:12.800 --> 00:21:18.800]  所以你是負責置聖之物 你就要打穩十二分精神
[00:21:18.800 --> 00:21:25.800]  你不可以說我可不可以 藥櫃很好奇 我想看看藥櫃
[00:21:25.800 --> 00:21:29.800]  他包紮完之後 你去台的時候揭開 揭開
[00:21:29.800 --> 00:21:34.800]  我看一看 你馬上死了 等於獻梵火一樣 大家明白嗎
[00:21:34.800 --> 00:21:38.800]  所以後來你看到他們舊約 聖經也是
[00:21:38.800 --> 00:21:48.800]  那些祭司就算去抬藥櫃的時候 所謂失前提那件事
[00:21:48.800 --> 00:21:54.800]  跌下來的時候 他們就去攙扶 那件事有另外的解釋
[00:21:54.800 --> 00:22:00.800]  因為根本他們都不應該找那些牛車去搬
[00:22:00.800 --> 00:22:02.800]  這個是完全兩件事
[00:22:02.800 --> 00:22:08.800]  不過起碼我們要知道 神是有法規 有祂的準則
[00:22:08.800 --> 00:22:14.800]  你要聽話 你不要好奇 也不可以自作主張
[00:22:14.800 --> 00:22:19.800]  不可以隨隨便便在這一切的事情上
[00:22:19.800 --> 00:22:23.800]  我們看一看歌俠族要負責抬這些置聖之物
[00:22:23.800 --> 00:22:26.800]  在祭司以利亞撒的督導下
[00:22:26.800 --> 00:22:31.800]  他要負責搬那些東西 包括我剛才說的所有這些
[00:22:31.800 --> 00:22:37.800]  會幕的萬紙 罩盤 海狗皮 蓋會幕的門簾
[00:22:37.800 --> 00:22:40.800]  丸子的錐子 門簾和繩子
[00:22:40.800 --> 00:22:44.800]  圍繞遮蓋會幕有關的所有物件
[00:22:44.800 --> 00:22:47.800]  包裹完之後 他才可以搬
[00:22:47.800 --> 00:22:54.800]  全程我們都看到革信族負責另外這些
[00:22:54.800 --> 00:23:00.800]  他們亦都在以他馬的祭司的督導下
[00:23:00.800 --> 00:23:06.800]  這個牽涉到佈匹那些東西 遮蓋
[00:23:06.800 --> 00:23:09.800]  表示神的同在的遮蓋和界線
[00:23:09.800 --> 00:23:12.800]  但同樣要很忠心和細心去管理
[00:23:12.800 --> 00:23:20.800]  最近我和他們的師班長 幾個師班一起開會
[00:23:20.800 --> 00:23:28.800]  我亦都邀請了我們教會一個時裝設計的一位姐妹
[00:23:28.800 --> 00:23:32.800]  她在香港做了一個很出名的品牌
[00:23:32.800 --> 00:23:37.800]  她本身這一方面是神給她很優秀的恩賜
[00:23:37.800 --> 00:23:42.800]  我請她做我們的一個顧問 給我們一些意見
[00:23:42.800 --> 00:23:45.800]  做什麼呢 就是為了做一件事
[00:23:45.800 --> 00:23:48.800]  我們想做新的師班舖
[00:23:48.800 --> 00:23:54.800]  你現在見無論是喜樂師班或者我們廣福師班
[00:23:54.800 --> 00:24:01.800]  他們現在姐妹通常都是黑褲 黑裙
[00:24:01.800 --> 00:24:07.800]  白色的衣服加一條有顏色的絲帶
[00:24:07.800 --> 00:24:11.800]  如果是指令團 他們就做紫色的絲帶
[00:24:11.800 --> 00:24:16.800]  但是我們發覺姐妹就好一點 容易一點
[00:24:16.800 --> 00:24:20.800]  但到男士 今天沒有男士給大家看
[00:24:20.800 --> 00:24:23.800]  你看廣福師班的時候走出來的男士
[00:24:23.800 --> 00:24:27.800]  是叫他們穿深色的西裝 黑色的
[00:24:27.800 --> 00:24:31.800]  但黑色原來有深黑色 有淺黑色
[00:24:31.800 --> 00:24:35.800]  有不知道什麼不同種類的黑色
[00:24:35.800 --> 00:24:42.800]  有些是深藍色 加上白色的襯衫
[00:24:42.800 --> 00:24:44.800]  領帶就更麻煩了
[00:24:44.800 --> 00:24:47.800]  一領帶就說紅色的領帶
[00:24:47.800 --> 00:24:52.800]  誰知道紅色的領帶有棗紅色 有深紅色 有鮮紅色
[00:24:52.800 --> 00:24:54.800]  就好像不是很齊整
[00:24:54.800 --> 00:25:00.800]  所以我們最近就希望能夠做一套新的師班袍
[00:25:00.800 --> 00:25:06.800]  都是莊重 希望能夠代表他們就好像在昔日的
[00:25:06.800 --> 00:25:11.800]  那個聖殿裏面那種的服侍 他們的歌頌讚美神
[00:25:11.800 --> 00:25:15.800]  代表會眾呈獻禮物給神
[00:25:15.800 --> 00:25:18.800]  也都帶動會眾一起唱歌讚頌神
[00:25:18.800 --> 00:25:21.800]  在整個的過程裏面
[00:25:21.800 --> 00:25:27.800]  這些是很需要大家有這種有莊重
[00:25:27.800 --> 00:25:33.800]  但我們又想莊重得來和現代的時代又有些融合
[00:25:33.800 --> 00:25:35.800]  所以都有很多意見
[00:25:35.800 --> 00:25:37.800]  所以請大家為我們祈禱
[00:25:37.800 --> 00:25:39.800]  我們求主給我們有聰明智慧
[00:25:39.800 --> 00:25:45.800]  可以做一個新的廣福師班的這個師班袍會出現
[00:25:45.800 --> 00:25:48.800]  好了 我們再看這個小孩負責
[00:25:48.800 --> 00:25:54.800]  原來最重要的就是那些工程的結構
[00:25:54.800 --> 00:25:59.800]  這些組件包括帳幕的板 山 柱子
[00:25:59.800 --> 00:26:06.800]  大樓的座和丸子四圍的柱子 蝎子 繩子和一切器具
[00:26:06.800 --> 00:26:10.800]  他們是按明指定各人所抬之物
[00:26:10.800 --> 00:26:18.800]  按明有意思 因為他們到期時拿了那東西 他們知道是砌在第幾塊板上
[00:26:18.800 --> 00:26:21.800]  有次序的 不會亂的
[00:26:21.800 --> 00:26:29.800]  還有他們就是負責搬這些最重 但亦都是涉及工程的部件
[00:26:29.800 --> 00:26:34.800]  這些是需要體力 但亦都需要精準的分工
[00:26:34.800 --> 00:26:39.800]  侍奉有時都需要有秩序和周全的安排
[00:26:39.800 --> 00:26:46.800]  大家記不記得我們在前年 在二四年十月的時候
[00:26:46.800 --> 00:26:53.800]  我們因為教會沒有那麼大的地方容納我們四堂崇拜
[00:26:53.800 --> 00:26:57.800]  加上我們的國語 加上英語
[00:26:57.800 --> 00:27:01.800]  我們是說接近二千人的會眾
[00:27:01.800 --> 00:27:06.800]  所以我們是租借了恩福堂 用他的大禮堂
[00:27:06.800 --> 00:27:09.800]  去舉行我們四十週年感恩崇拜
[00:27:09.800 --> 00:27:14.800]  但之前我們是做了很多很多的會議
[00:27:14.800 --> 00:27:19.800]  和在籌組的過程 我們要做rehearsal
[00:27:19.800 --> 00:27:25.800]  即是當日星期日 我們這個四十週年的感恩崇拜之前
[00:27:25.800 --> 00:27:28.800]  我們有兩次去到恩福堂
[00:27:28.800 --> 00:27:34.800]  我們要請每一個上台 有份要負責帶領無論是師哥敬拜
[00:27:34.800 --> 00:27:41.800]  或者是負責做主席 負責講訊息
[00:27:41.800 --> 00:27:45.800]  每一個人 每一個傳道同工 或者執事
[00:27:45.800 --> 00:27:50.800]  我們有份的就要去有個預演
[00:27:50.800 --> 00:27:55.800]  我們要試咪高峰 試燈光 試powerpoint
[00:27:55.800 --> 00:28:00.800]  在整件事裏面是一點都不簡單
[00:28:00.800 --> 00:28:06.800]  你要將整個教會 二千人的教會 搬去另一個地方
[00:28:06.800 --> 00:28:08.800]  絕對不容易
[00:28:08.800 --> 00:28:12.800]  我們在十二月 在海洋公園 Marriott酒店
[00:28:12.800 --> 00:28:21.800]  舉行兩場四十週年感恩福音的午宴和晚宴
[00:28:21.800 --> 00:28:23.800]  午宴都是吃晚宴的東西
[00:28:23.800 --> 00:28:28.800]  因為我們不想被人說我們口齒薄彼
[00:28:28.800 --> 00:28:34.800]  所以有些傳道同工 其實兩餐都要吃
[00:28:34.800 --> 00:28:36.800]  你不吃就浪費了位置
[00:28:36.800 --> 00:28:41.800]  所以那次我們其實 大家很感恩
[00:28:41.800 --> 00:28:45.800]  林耀廬牧師跟我們講訪問訊息
[00:28:45.800 --> 00:28:49.800]  我們都有很多親友在那兩場聚會裏面
[00:28:49.800 --> 00:28:51.800]  他們得聞福音
[00:28:51.800 --> 00:28:54.800]  他們一起跟我們在這個很歡喜快樂的日子
[00:28:54.800 --> 00:28:58.800]  我們經歷就是數算神的恩典
[00:28:58.800 --> 00:29:00.800]  我們在眾讚神的作為
[00:29:00.800 --> 00:29:02.800]  我們是扶老攜幼
[00:29:02.800 --> 00:29:05.800]  就是想我們整個家族
[00:29:05.800 --> 00:29:08.800]  我們的兒女和我們的兒孫
[00:29:08.800 --> 00:29:11.800]  都一起去參與 一起去認識
[00:29:11.800 --> 00:29:13.800]  去明白上帝奇妙的作為
[00:29:13.800 --> 00:29:18.800]  利未三子他們也都順命去數點人數
[00:29:18.800 --> 00:29:20.800]  在最後這個段落
[00:29:20.800 --> 00:29:21.800]  三十四到四十五節
[00:29:21.800 --> 00:29:24.800]  這些數字我是照抄的
[00:29:24.800 --> 00:29:25.800]  在聖經裏面
[00:29:25.800 --> 00:29:28.800]  你可以根據這些經文你看到
[00:29:28.800 --> 00:29:31.800]  從三十歲到五十歲
[00:29:31.800 --> 00:29:33.800]  你有任職的利未人
[00:29:33.800 --> 00:29:36.800]  總人數是八千五百八十人
[00:29:36.800 --> 00:29:40.800]  佔這個總人口
[00:29:40.800 --> 00:29:43.800]  在三章三十九節那二萬二千人
[00:29:43.800 --> 00:29:44.800]  如果你心算快
[00:29:44.800 --> 00:29:46.800]  或者你有計數機
[00:29:46.800 --> 00:29:52.800]  你按下去這兩個數字正確是三十九個百分比
[00:29:52.800 --> 00:29:54.800]  三十九個百分比
[00:29:54.800 --> 00:29:56.800]  三十九個百分比不是聖經說的
[00:29:56.800 --> 00:29:59.800]  不過我是根據聖經計算出來的
[00:29:59.800 --> 00:30:03.800]  三十九個百分比給我們一些啟示
[00:30:03.800 --> 00:30:06.800]  一般教會
[00:30:06.800 --> 00:30:09.800]  我在北美有住過
[00:30:09.800 --> 00:30:11.800]  我在北美亦都服侍過
[00:30:11.800 --> 00:30:16.800]  不同的地方
[00:30:16.800 --> 00:30:18.800]  包括東南亞
[00:30:18.800 --> 00:30:20.800]  即是香港
[00:30:20.800 --> 00:30:22.800]  國內都有
[00:30:22.800 --> 00:30:25.800]  一般很多的教會
[00:30:25.800 --> 00:30:28.800]  即是就算你很大型的教會
[00:30:28.800 --> 00:30:31.800]  有時我們發現一個問題
[00:30:31.800 --> 00:30:33.800]  會出現是甚麼呢
[00:30:33.800 --> 00:30:36.800]  那個侍奉人數的比例
[00:30:36.800 --> 00:30:38.800]  是沒有三十九個百分比
[00:30:38.800 --> 00:30:40.800]  沒有三十九
[00:30:40.800 --> 00:30:43.800]  如果你看一些教會增長的書
[00:30:43.800 --> 00:30:45.800]  一般來說都是說
[00:30:45.800 --> 00:30:49.800]  其實很多教會都停留在10%
[00:30:49.800 --> 00:30:54.800]  10%的侍奉人員去服侍90%的會眾
[00:30:54.800 --> 00:30:57.800]  這個是不健康的
[00:30:57.800 --> 00:30:59.800]  在我們前行的日子
[00:30:59.800 --> 00:31:00.800]  講福家
[00:31:00.800 --> 00:31:02.800]  我們要繼續起行
[00:31:02.800 --> 00:31:05.800]  我們要繼續是跨代同行的話
