
[00:00:00.000 --> 00:00:12.000]  好,弟兄姐妹,很感恩啊,真的是每年的年底都有一些不同的感觸啊。
[00:15:04.000 --> 00:15:08.000]  每一個愛神的人都是按他旨意被召的,就是基督徒。
[00:15:08.000 --> 00:15:24.000]  我們需要有這樣的一個信念來看待事情,而我跟一些弟兄姐妹談這個2020,談這個疫情這件事情的時候呢,我也聽到一些弟兄姐妹呢,也看到他在當中他學習到的寶貴的功課。
[00:15:24.000 --> 00:15:37.000]  在這裡呢,我想對我個人來說呢,疫情教導我們呢,敬畏上帝,我覺得對我個人來說呢,這是一個最寶貴的功課。
[00:15:37.000 --> 00:15:56.000]  這不是說我們在這之前不曉得敬畏上帝,但是在這個疫情的整個過程中,我們更加的體會,更加的發現上帝真的是至高無上,我們呢是非常的渺小。
[00:15:56.000 --> 00:16:12.000]  我想起詩人呢,在詩篇中他寫的那些話啊,比如說我們很熟悉的詩篇第八篇,第三到第四節,那裡說,我觀看你,你就是上帝啊。
[00:16:12.000 --> 00:16:27.000]  我觀看你,指頭所照的天,天都是上帝,只是指頭所照的天,並你所成設的月亮星數,便說,人算什麼,你盡顧念他。
[00:16:27.000 --> 00:16:46.000]  詩人算什麼,你盡眷顧他。詩人他在觀看這個天的時候,觀看月亮星數的時候,他突然間有個覺悟啊,看到人實在是渺小,他又想,上帝為什麼會顧念我們呢?
[00:16:46.000 --> 00:16:57.000]  真的是太奇妙的一件事情了,人算什麼,你盡顧念他。詩人算什麼,你盡眷顧他。這是一件很奇妙的事情。
[00:16:57.000 --> 00:17:16.000]  然後呢,摩西呢,在詩篇第九十篇呢,他也這麼說啊,他說上帝,你使人歸於塵土,說,你們世人要歸回,在你,在上帝看來啊,千年如已過的昨日,又如夜間的一更。
[00:17:16.000 --> 00:17:36.000]  人就是那麼的渺小啊,我們就有一天要歸回塵土的,然後在我們的人生,我們感覺到這個人生,不管是長是短,其實在上帝整個永恆的時間裡面呢,都是非常非常的短暫的。
[00:17:36.000 --> 00:17:55.000]  疫情呢,是把我們全人類呢,是少有的一些的事件呢,是把我們全人類呢,帶到一個我們面對死亡的可能性。
[00:17:55.000 --> 00:18:15.000]  當然不同的地方有不同的感覺,當我們麻木了,我們當然也覺得沒有什麼可怕,但是呢,當我們認真的去看待的時候呢,我們就發現,這整段期間,我們發現我們人的性命其實可以這麼的脆弱。
[00:18:15.000 --> 00:18:26.000]  這疫情真的是教導我們要敬畏上帝,我們人真的是沒有什麼可誇的啊,在上帝面前,我們真的是要學會敬畏他。
[00:18:26.000 --> 00:18:45.000]  這整個疫情呢,也讓我看到,不管是哪個地方,哪個國家,只要真的是在處理這件疫情上帶著任何的傲慢,帶著任何的驕傲呢,他就好像會遭受很大很大,很大面對這疫情失控的結果。
[00:18:45.000 --> 00:19:01.000]  是令我非常非常敬畏的一件事情啊,那麼接著這個對疫情的反省呢,我學校的其中一個很大的功課就是人要謙卑,要敬畏上帝。
[00:19:01.000 --> 00:19:14.000]  那麼另外一個很大的功課呢,我學習到的,也是很多弟兄姐妹學習到的,就是這個疫情教導我們要明白恩典啊。
[00:19:14.000 --> 00:19:30.000]  我們常常說恩典,恩典,但是我們從來沒有體會到,原來一切的事情都是神的恩典,一切的事情都不是我們應得的,都是神賜給我們的。
[00:19:30.000 --> 00:19:43.000]  所以大衛呢,他在詩篇16篇,他在那邊他怎麼說,我的心啊,你曾對耶和華說,你是我的主,我的好處不在你以外。
[00:19:43.000 --> 00:19:56.000]  真的,當我們面對人生的實在的時候,我們就發現,其實人生的每一分每一秒啊,都是上帝所賜的。
[00:19:56.000 --> 00:20:06.000]  我們生命中的任何的愛,任何的人,任何的我們的事物,都是來自神的恩典。
[00:20:06.000 --> 00:20:11.000]  整個疫情教導我們明白上帝的恩典。
[00:20:11.000 --> 00:20:17.000]  當然這恩典有很多,今天時間關係呢,就簡單跟大家分享三個恩典。
[00:20:17.000 --> 00:20:23.000]  第一個恩典呢,是活著呢,就是恩典。
[00:20:23.000 --> 00:20:30.000]  我們要好好的活著啊,原來能夠生存,就已經是恩典了。
[00:20:30.000 --> 00:20:55.000]  我們沒有想過的啊,當你去跟一個患病患得很嚴重,特別是呼吸系統出了問題的人,我記得沙士那個期間呢,有人訪問過一些的病人,他們說呼吸非常的困難,喝水就好像喝一片片的玻璃進去自己的這個食道裡面。
[00:20:55.000 --> 00:21:06.000]  我們今天能夠這樣輕鬆的喝水,輕鬆的呼吸,甚至唱歌啊,這就是生活,活著已經本身是個恩典。
[00:21:06.000 --> 00:21:13.000]  我們從來就沒有把他好好的看重他,還甚至有時候會把他當作是理所當然。
[00:21:13.000 --> 00:21:21.000]  那麼我在預備這篇講章的時候呢,我想起一個人啊,他叫做林謀勝。
[00:21:21.000 --> 00:21:30.000]  林謀勝呢,他是誰呢?他是新加坡在抗日,二戰期間抗日的一個英雄啊。
[00:21:30.000 --> 00:21:44.000]  他呢,是小時候大概十歲左右吧,就跟父親從福建,福建的一個叫南安的地方,過去新加坡。
[00:21:44.000 --> 00:21:52.000]  他在萊佛士書院讀書,後來呢又去到這個香港的香港大學讀他的學位。
[00:21:52.000 --> 00:22:06.000]  他呢,很了不起啊,在新加坡的時候他就生意做得很成功啊,還做了很多不同的商會的領袖,後來成了一個基督徒。
[00:22:06.000 --> 00:22:20.000]  那麼在1942年呢,那段期間新加坡也經歷了三年零八個月的這個昭南時代啊,在我們新加坡就叫做昭南時代。
[00:22:20.000 --> 00:22:24.000]  那個時候很苦啊,因為在日本的統治。
[00:22:24.000 --> 00:22:41.000]  那林謀勝呢,他是負責呢這個組織這個136部隊啊,基本上就是連接了中國還有印度的一些抗日分子啊,一些特務的組織。
[00:22:41.000 --> 00:22:53.000]  他就在整個期間呢,他雖然是一個很有錢的商人,但是他呢,為了要抗日呢,他做這份很危險的工作。
[00:22:53.000 --> 00:22:57.000]  當然最後他也被抓了啊,也犧牲了。
[00:22:57.000 --> 00:23:09.000]  但是呢,他那段期間呢,就是為了使到新加坡人不會再被日軍呢,這個殘忍的來殺死啊。
[00:23:09.000 --> 00:23:18.000]  他做的當然是為了能夠救他自己的同胞。
[00:23:18.000 --> 00:23:32.000]  這個呢,讓我想到呢,有些人他們就是知道自己去打仗,可能自己要犧牲,可是換回來的是其他人能夠活下去。
[00:23:32.000 --> 00:23:50.000]  我想,當我這樣看這位英雄烈士的時候呢,我在想我是不是應該好好地活下去,才能夠對得起這些為我們犧牲的戰士。
[00:23:50.000 --> 00:23:55.000]  我們是不是應該好好地看重我們自己的生命和活?
[00:23:55.000 --> 00:24:04.000]  那麼如果一個英雄烈士呢,我們都能夠應該有這樣的態度來活出一個感激的生命呢?
[00:24:04.000 --> 00:24:12.000]  我就想,我們的主耶穌,他就是這樣的,真的是這樣的來拯救我們。
[00:24:12.000 --> 00:24:22.000]  耶穌說什麼呢?耶穌他在約翰福音那裡,他說我來了,是要叫揚德生命。
[00:24:22.000 --> 00:24:30.000]  在這段經文呢,為什麼他把人叫做揚呢?因為他把自己比喻成一個好牧人。
[00:24:30.000 --> 00:24:33.000]  好牧人就是要照顧他的羊的。
[00:24:33.000 --> 00:24:38.000]  耶穌說我來了,是要叫揚德生命。我們都是他的羊群啊。
[00:24:38.000 --> 00:24:46.000]  他是要我們得生命,而且生命要得得更豐盛,我們的生命要活得更豐盛。
[00:24:46.000 --> 00:24:51.000]  他說我是好牧人。好牧人呢,是為羊捨命的。
[00:24:51.000 --> 00:24:54.000]  我們的主耶穌真的是這麼做的。
[00:24:54.000 --> 00:24:58.000]  他當然是比林文聖更偉大,更偉大。
[00:24:58.000 --> 00:25:03.000]  因為他是高高在上的神的兒子。
[00:25:03.000 --> 00:25:10.000]  聖經說在這個世界被創造以前呢,主耶穌已經存在了。
[00:25:10.000 --> 00:25:13.000]  他就是聖子,神的道。
[00:25:13.000 --> 00:25:23.000]  基本上呢,我們剛剛過了這個聖誕節,我們紀念上帝讓他的兒子道成肉身,成了一個嬰孩。
[00:25:23.000 --> 00:25:31.000]  基本上他的到來就是為了來代表我們,來承受我們本來應得的這個懲罰。
[00:25:31.000 --> 00:25:34.000]  他是為我們捨命。
[00:25:34.000 --> 00:25:41.000]  耶穌他為了讓我們得著這個新的生命,他犧牲了。
[00:25:41.000 --> 00:25:48.000]  今天我們是基督徒,我們每一個人都因為耶穌的愛呢,有一個新的生命。
[00:25:48.000 --> 00:25:52.000]  我們是不是應該好好地活著呢?
[00:25:52.000 --> 00:25:56.000]  我們是不是應該好好地為主而活呢?
[00:25:56.000 --> 00:25:59.000]  活著就是恩典。
[00:25:59.000 --> 00:26:08.000]  希望我們活著的時候,我們好好地用上帝給我們的恩賜,才幹,來展現他的榮耀。
[00:26:08.000 --> 00:26:18.000]  有些人,上帝給你很聰明的科學的頭腦,你就好好地用上帝給你的科學頭腦去做研究。
[00:26:18.000 --> 00:26:30.000]  有些人上帝給你一個很大的愛心,很有憐憫人的心,你就好好地用你的愛心去關心那些需要被你去關心的人。
[00:26:30.000 --> 00:26:44.000]  有些人上帝給你很好的音樂的天賦,你就好好地用上帝給你用的才幹,來使很多人借著音樂來被感動。
[00:26:44.000 --> 00:26:47.000]  活著呢,就是恩典。
[00:26:47.000 --> 00:26:54.000]  這個疫情讓我們明白,我們能夠存活下來本身就已經是恩典了。
[00:26:54.000 --> 00:27:01.000]  我們應該好好地不要把能夠生存看作是理所當然,要好好地活著。
[00:27:01.000 --> 00:27:03.000]  這是第一個恩典。
[00:27:03.000 --> 00:27:07.000]  第二個恩典呢,是愛啊。
[00:27:07.000 --> 00:27:10.000]  能愛呢,就是恩典。
[00:27:10.000 --> 00:27:12.000]  我們要好好地去愛啊。
[00:27:12.000 --> 00:27:31.000]  在整個疫情的過程中,我發現我們面對最大的挑戰,就是我們人與人之間的距離被強硬地拉開了,我們不能夠見面,我們不能夠好好地去聆聽別人有什麼需要。
[00:27:31.000 --> 00:27:38.000]  我們就發現這個距離造成了我們弟兄姐妹之間的一個挑戰。
[00:27:38.000 --> 00:27:46.000]  但是呢,我就發現原來有真愛的時候呢,沒有事情是能夠把我們隔開的。
[00:27:46.000 --> 00:27:48.000]  很多弟兄姐妹就怎樣呢?
[00:27:48.000 --> 00:27:51.000]  就有的就配合這個限聚令啦。
[00:27:51.000 --> 00:27:59.000]  如果是四個人,就這次找這三個,下次找另外三個,這樣的聚在一起。
[00:27:59.000 --> 00:28:11.000]  或者,當政府說我們運動的時候是可以運動,不用戴口罩那段期間呢,很多人就開始呢爬山。
[00:28:11.000 --> 00:28:17.000]  爬著爬著呢,我就發現呢,我們的群體中呢,也越來越多的這個爬山的高手啦。
[00:28:17.000 --> 00:28:25.000]  哇,去了很多很多的,這些山都是很漂亮的啊,大家都很樂意地去那邊打卡。
[00:28:25.000 --> 00:28:30.000]  這次過程中呢,就是一種愛的同在。
[00:28:30.000 --> 00:28:40.000]  有些人就紀念到彼此,就透過電腦能夠跟大家能夠見面,就在一起見面。
[00:28:40.000 --> 00:28:46.000]  有些人就趁著這個機會呢,邀請一些弟兄姐妹回來我們的團慶,回來我們的小組。
[00:28:46.000 --> 00:28:50.000]  後來我們就發現我們的團慶的人數呢,也增加了。
[00:28:50.000 --> 00:28:52.000]  感謝贊美神啊。
[00:28:52.000 --> 00:29:05.000]  那麼,我自己本身呢,就也趁著這個機會呢,就學習怎麼樣呢,跟家人呢,跟我在新加坡的家人呢,借著這個Zoom呢,來一起吃晚餐。
[00:29:05.000 --> 00:29:08.000]  那也是一個很特別很特別的經歷。
[00:29:08.000 --> 00:29:19.000]  我就發現,原來當這一方面有限制的時候,另一方面我們就學習呢,怎麼樣去愛,怎麼樣去走多一里路。
[00:29:19.000 --> 00:29:24.000]  以致我們還是能夠,能夠維繫那個愛。
[00:29:24.000 --> 00:29:33.000]  那麼,我不知道當這個疫情過去之後,我們有沒有學會這個功課呢?
[00:29:33.000 --> 00:29:48.000]  原來不是常常我們都能夠這麼自由的約某個人,約一群人,一起去吃個飯,一起去喝下午茶,咖啡,什麼。
[00:29:48.000 --> 00:29:51.000]  我們這個疫情過後,我們會不會珍惜呢?
[00:29:51.000 --> 00:29:55.000]  我們會不會多跟大家在一起呢?
[00:29:55.000 --> 00:29:59.000]  以致我們真的是能夠,活出愛。
[00:29:59.000 --> 00:30:04.000]  這個疫情教導我們明白,能夠愛呢,就是恩典。
[00:30:04.000 --> 00:30:10.000]  主耶穌他在約翰福音第十三章說,你們要彼此相愛。
[00:30:10.000 --> 00:30:15.000]  眾人就認出你是我的門徒了。
[00:30:15.000 --> 00:30:18.000]  讓我們真的是學會去愛。
[00:30:18.000 --> 00:30:25.000]  這個愛的過程呢,我們也發現,不是只是甜甜蜜蜜的,只是特別溫馨的。
[00:30:25.000 --> 00:30:33.000]  在愛的過程我們發現,我們會跟不同的人有不同的價值觀,或者性格的差異。
[00:30:33.000 --> 00:30:38.000]  以致有時候有一些的分歧,甚至一些少許的衝突。
[00:30:38.000 --> 00:30:42.000]  但是,愛就讓我們懂得怎麼樣呢?
[00:30:42.000 --> 00:30:45.000]  好像聖經說的,我們要彼此包容。
[00:30:45.000 --> 00:30:50.000]  彼此包容,甚至要懂得去饒恕對方。
[00:30:50.000 --> 00:30:52.000]  我們能不能夠愛呢?
[00:30:52.000 --> 00:31:01.000]  我們能不能夠看見,其實萬一,萬一這個疫情是比我們想象中更加嚴重的,我希望不是啊。
[00:31:01.000 --> 00:31:06.000]  比我們想象嚴重的,我們沒有什麼機會再去愛了。
[00:31:06.000 --> 00:31:10.000]  我們還會不會去計較那些我們不能夠放下的事情呢?
[00:31:10.000 --> 00:31:17.000]  我們能不能夠看到上帝很看重我們要彼此相愛呢?
[00:31:17.000 --> 00:31:24.000]  約翰福音13章也提醒我們,上帝曾經就為每一個門徒洗腳。
[00:31:24.000 --> 00:31:27.000]  每一個門徒洗腳,包括誰呢?
[00:31:27.000 --> 00:31:31.000]  包括那個出賣他的猶大,他也幫他洗腳。
[00:31:31.000 --> 00:31:38.000]  耶穌幫他們洗完腳之後,耶穌說,你們以後也要這樣彼此服侍。
[00:31:38.000 --> 00:31:45.000]  就是說,耶穌要我們彼此用這麼謙卑的態度來彼此相愛。
[00:31:45.000 --> 00:31:51.000]  盼望疫情過後,我們還是會學會怎麼樣去好好的去愛。
[00:31:51.000 --> 00:31:53.000]  這是第二個恩典。
[00:31:53.000 --> 00:31:58.000]  第三個恩典呢,想跟大家分享呢,就是服侍主就是恩典了。
[00:31:58.000 --> 00:32:01.000]  我們要好好服侍主。
[00:32:01.000 --> 00:32:12.000]  我們感恩在我們過去幾年的時間呢,我們的國語區呢,就建立了很多很多的不同的服侍的團隊啊。
[00:32:12.000 --> 00:32:16.000]  我們有師師的團隊,在崇拜的時候。
[00:32:16.000 --> 00:32:21.000]  我們有兒童主義學的團隊,我們有中學生的導師的團隊。
[00:32:21.000 --> 00:32:24.000]  我們有影音的團隊,PA的團隊。
[00:32:24.000 --> 00:32:27.000]  我們有敬拜的團隊,有主席的團隊。
[00:32:27.000 --> 00:32:33.000]  我們有代性朋友來的弟兄姐妹,參加崇拜的人。
[00:32:33.000 --> 00:32:38.000]  我們有聚餐的團隊,感恩聚會的團隊。
[00:32:38.000 --> 00:32:42.000]  很多很多的服侍,都是我們能夠服侍的。
[00:32:42.000 --> 00:32:50.000]  但是呢,這個疫情一髮生的時候,我們就發現,這些服侍的大部分都要突然間停止了。
[00:32:50.000 --> 00:32:56.000]  啊,一時之間發現,原來能夠服侍主呢,也是恩典來的。
[00:32:56.000 --> 00:33:08.000]  我今天在這個人生的階段,我用我的這個時間,為上帝好好地做一件事情,這是服侍主,這是恩典來的。
[00:33:08.000 --> 00:33:14.000]  我們要真的是看重這服侍,就要好好地來見證耶穌。
[00:33:14.000 --> 00:33:20.000]  特別是能夠讓別人認識耶穌呢,是最好的服侍。
[00:33:20.000 --> 00:33:26.000]  在這裡呢,我想跟大家分享,保羅的臨別箴言。
[00:33:26.000 --> 00:33:35.000]  來跟大家解釋一下,有什麼方法可以珍惜這三個恩典。
[00:33:35.000 --> 00:33:43.000]  當然我知道,在這個疫情,你學習到的恩典,不止這三個恩典,還有很多很多不同的恩典。
[00:33:43.000 --> 00:33:54.000]  但是,可能我們就把焦點放在這三個恩典,看看我們能不能夠好好地用這三個恩典來使我們的生命更得神喜悅。
[00:33:54.000 --> 00:34:08.000]  保羅在提摩太后書,他在第四章那邊,他的那一段話呢,是他自己知道自己即將離開世界,然後寫給他屬靈的兒子提摩太的話。
[00:34:08.000 --> 00:34:19.000]  特別特別珍貴啊,因為當一個人要離開世界之前呢,他當然會把最重要的話語寫給他很愛很愛的人。
[00:34:19.000 --> 00:34:26.000]  那麼在這段話裡面呢,我看到呢,特別有兩節呢,他說什麼呢?
