
[00:00:00.000 --> 00:00:02.000]  大家好,大型節目平安
[00:03:03.000 --> 00:03:11.000]  第三,就是如何從二福所的教會重新去看起初的愛
[00:03:11.000 --> 00:03:18.000]  我們先看第一個段落,就是從約翰在異象中看到榮耀的主
[00:03:18.000 --> 00:03:22.000]  弟兄姊妹,不如我們一起讀經文,好嗎?
[00:03:22.000 --> 00:03:27.000]  我們一起讀9至11節,1,2,3起
[00:03:27.000 --> 00:03:34.000]  我,約翰,就是你們的弟兄,和你們在耶穌的患難角度
[00:03:34.000 --> 00:03:41.000]  境內裡一同有份為神的道,並為給耶穌作的見證
[00:03:41.000 --> 00:03:44.000]  曾在那名叫拔摩的海島上
[00:03:44.000 --> 00:03:52.000]  當主日,我被聖靈感動,聽見在我後面有大聲音如吹號說
[00:03:52.000 --> 00:03:55.000]  你所看見的當寫在書上
[00:03:55.000 --> 00:04:01.000]  達與二福所,是每那,別加摩,推也推那
[00:04:01.000 --> 00:04:08.000]  撒迪,菲拉鐵菲,魯底加,那七個教會
[00:04:08.000 --> 00:04:12.000]  在啟示錄一章九節,約翰對讀者說
[00:04:12.000 --> 00:04:17.000]  他在患難角度和忍耐中和他們有份
[00:04:17.000 --> 00:04:20.000]  嘗試與讀者產生一份共鳴
[00:04:20.000 --> 00:04:25.000]  在新約中,患難很多時候是用來形容一種磨難
[00:04:25.000 --> 00:04:29.000]  而對於當時在羅馬帝國小亞細亞的基督徒
[00:04:29.000 --> 00:04:37.000]  包括流放,坐牢,被社會排斥,經濟剝削,暴力對待
[00:04:37.000 --> 00:04:44.000]  當時的約翰因著為傳神的道和為耶穌作見證
[00:04:44.000 --> 00:04:47.000]  而被流放在拔摩島上
[00:04:47.000 --> 00:04:50.000]  他與讀者一起在患難之中
[00:04:50.000 --> 00:04:57.000]  患難應該要面對的回應就是忍耐
[00:04:57.000 --> 00:05:03.000]  如何抵擋世界的試探和在未信者的逼迫時堅定不移
[00:05:03.000 --> 00:05:07.000]  但很有趣,我們看到患難角度和忍耐
[00:05:07.000 --> 00:05:09.000]  患難和忍耐中間夾著的角度
[00:05:09.000 --> 00:05:12.000]  究竟這個角度是甚麼呢?
[00:05:12.000 --> 00:05:17.000]  其實角度是指神的王權和統治
[00:05:17.000 --> 00:05:24.000]  而神的王權和統治其實在耶穌基督第一次來到世界上已經來了
[00:05:24.000 --> 00:05:26.000]  不過又未完全來到
[00:05:26.000 --> 00:05:28.000]  因為撒旦未完全被消滅
[00:05:28.000 --> 00:05:30.000]  而何時完全來到呢?
[00:05:30.000 --> 00:05:32.000]  就是當耶穌基督再回來的日子
[00:05:32.000 --> 00:05:34.000]  這個角度就完全來到
[00:05:34.000 --> 00:05:37.000]  而中間這個時期
[00:05:37.000 --> 00:05:39.000]  我們常說已然未然
[00:05:39.000 --> 00:05:41.000]  Already but not yet的時期
[00:05:41.000 --> 00:05:43.000]  其實Already but not yet
[00:05:43.000 --> 00:05:45.000]  已然未然的這個時期
[00:05:45.000 --> 00:05:50.000]  都是整個啟示錄裏面說信徒在這個過渡期當中
[00:05:50.000 --> 00:05:53.000]  必須忍耐邪惡
[00:05:53.000 --> 00:05:56.000]  所以約翰特別提醒讀者
[00:05:56.000 --> 00:05:59.000]  他說:是的,我們會遭遇患難
[00:05:59.000 --> 00:06:02.000]  不過在最後的角度來臨之前
[00:06:02.000 --> 00:06:07.000]  我們會在基督裏面得到平反
[00:06:07.000 --> 00:06:11.000]  而且我們會和祂一起去共享榮耀
[00:06:11.000 --> 00:06:13.000]  不過在那個時候來臨之前
[00:06:13.000 --> 00:06:15.000]  我們要忍耐
[00:06:15.000 --> 00:06:18.000]  約翰之後就說他被聖靈感動
[00:06:18.000 --> 00:06:20.000]  聽見後面有把聲音
[00:06:20.000 --> 00:06:24.000]  叫他將所有事都寫在這本書上
[00:06:24.000 --> 00:06:26.000]  之後傳給七個教會
[00:06:26.000 --> 00:06:28.000]  我們一會兒再看下去
[00:06:28.000 --> 00:06:34.000]  約翰的意象其實是包含了不少舊約的背景與預表
[00:06:34.000 --> 00:06:37.000]  特別是在《但以理》和一些先知書上
[00:06:37.000 --> 00:06:40.000]  而約翰那個時代的讀者
[00:06:40.000 --> 00:06:44.000]  其實當他們一看到和聽到意象的內容
[00:06:44.000 --> 00:06:49.000]  他們就會立刻記得起舊約相應的寓言
[00:06:49.000 --> 00:06:54.000]  我們一起讀一下約翰看到甚麼
[00:06:54.000 --> 00:06:56.000]  1、2、3起
[00:06:56.000 --> 00:07:01.000]  我轉身來,約翰是誰發聲與我說話?
[00:07:01.000 --> 00:07:05.000]  既轉過來,就看見七個金燈台
[00:07:05.000 --> 00:07:09.000]  燈台中間有一位好將人子
[00:07:09.000 --> 00:07:12.000]  身穿長衣,直垂到腳
[00:07:12.000 --> 00:07:14.000]  胸間束著金帶
[00:07:14.000 --> 00:07:19.000]  他的頭與髮皆白如白羊毛,如雪
[00:07:19.000 --> 00:07:21.000]  眼目如同火焰
[00:07:21.000 --> 00:07:26.000]  腳好將在爐中連光明的銅
[00:07:26.000 --> 00:07:29.000]  聲音如同中水的聲音
[00:07:29.000 --> 00:07:31.000]  他右手拿著七星
[00:07:31.000 --> 00:07:36.000]  從他口中出來一把兩刃的利劍
[00:07:36.000 --> 00:07:39.000]  面貌如同烈日放光
[00:07:39.000 --> 00:07:44.000]  我想約翰所見到的意象
[00:07:44.000 --> 00:07:46.000]  或者這個好將人子的樣子
[00:07:46.000 --> 00:07:49.000]  應該就像這幅圖
[00:07:49.000 --> 00:07:56.000]  他提到每一樣他穿的衣服
[00:07:56.000 --> 00:07:59.000]  他的眼睛,頭髮
[00:07:59.000 --> 00:08:02.000]  其實每一樣都在舊約有預表
[00:08:02.000 --> 00:08:04.000]  我們看看這個表
[00:08:04.000 --> 00:08:10.000]  他提到他身上所穿的長袍
[00:08:10.000 --> 00:08:12.000]  胸間束著金帶
[00:08:12.000 --> 00:08:17.000]  中間的圖案
[00:08:17.000 --> 00:08:20.000]  其實很多都在《但以理書》出現
[00:08:20.000 --> 00:08:27.000]  這位人子是至高和尊貴
[00:08:27.000 --> 00:08:32.000]  那時候是有權勢和統治者才會穿長袍
[00:08:32.000 --> 00:08:37.000]  那些僕人會將腰帶綁在腰間
[00:08:37.000 --> 00:08:44.000]  但有權勢和統治者會將腰帶綁在胸間
[00:08:44.000 --> 00:08:50.000]  所以他提到這位人子是至高和尊貴
[00:08:50.000 --> 00:08:54.000]  他提到這位人子頭髮皆白,白如羊毛
[00:08:54.000 --> 00:09:04.000]  頭髮皆白是一種尊嚴和人有歷練的智慧
[00:09:04.000 --> 00:09:10.000]  羊毛和雪是以前形容一種耀眼的白色
[00:09:10.000 --> 00:09:15.000]  沒有任何東西可以創造出來的白
[00:09:15.000 --> 00:09:21.000]  他這樣說是表示這位人子是一個很有智慧和尊貴的人
[00:09:21.000 --> 00:09:25.000]  他的眼睛像火焰一樣
[00:09:25.000 --> 00:09:27.000]  有一種超凡的洞察力
[00:09:27.000 --> 00:09:31.000]  他會看得通所有的處境
[00:09:31.000 --> 00:09:37.000]  他的腳像鍛鍊發光的銅一樣
[00:09:37.000 --> 00:09:40.000]  這是代表一種榮耀和力量
[00:09:40.000 --> 00:09:44.000]  這位人子的聲音像是在種水的聲音
[00:09:44.000 --> 00:09:48.000]  在舊約中種水的聲音、大水
[00:09:48.000 --> 00:09:54.000]  通常會形容為巨大的瀑布咆哮
[00:09:54.000 --> 00:09:57.000]  如果你想到瀑布的聲浪
[00:09:57.000 --> 00:10:00.000]  例如你去過尼加拉的大瀑布
[00:10:00.000 --> 00:10:03.000]  你就會知道瀑布的聲浪有多大
[00:10:03.000 --> 00:10:07.000]  這代表基督的權力和力量
[00:10:07.000 --> 00:10:12.000]  第六是他的手拿著七星
[00:10:12.000 --> 00:10:17.000]  通常右手是代表權力和權柄的象徵
[00:10:17.000 --> 00:10:23.000]  而他拿著七星代表他完全掌控一切
[00:10:23.000 --> 00:10:28.000]  第七是他的口套出一把兩刃利劍
[00:10:28.000 --> 00:10:30.000]  劍不是說保護
[00:10:30.000 --> 00:10:33.000]  反而是權柄和審判
[00:10:33.000 --> 00:10:35.000]  在《尼塞亞書》中提到
[00:10:35.000 --> 00:10:39.000]  鍾寶會用口中的匠擊地
[00:10:39.000 --> 00:10:42.000]  用唇中的氣殺害惡人
[00:10:42.000 --> 00:10:44.000]  劍在尼塞亞的口中發出的時候
[00:10:44.000 --> 00:10:47.000]  就像一種審判的宣告
[00:10:47.000 --> 00:10:53.000]  這裏描寫了人子最後是一個最終的審判者
[00:10:53.000 --> 00:10:54.000]  最後就是
[00:10:54.000 --> 00:10:58.000]  這裏好像是人子的面貌
[00:10:58.000 --> 00:11:00.000]  好像烈日放光一樣
[00:11:00.000 --> 00:11:01.000]  你可以想像
[00:11:01.000 --> 00:11:03.000]  好像這幅圖一樣
[00:11:03.000 --> 00:11:05.000]  面貌烈日放光
[00:11:05.000 --> 00:11:08.000]  就是代表他的榮耀
[00:11:08.000 --> 00:11:13.000]  光到你不能用眼睛直接去看
[00:11:13.000 --> 00:11:16.000]  那種榮美
[00:11:16.000 --> 00:11:18.000]  這位人子是誰呢?
[00:11:18.000 --> 00:11:19.000]  說了這麼久
[00:11:19.000 --> 00:11:25.000]  人子是取自《但義理書》七章十三節裏面
[00:11:25.000 --> 00:11:28.000]  取自七章十三節
[00:11:28.000 --> 00:11:33.000]  再看《但義理書》的上下文
[00:11:33.000 --> 00:11:36.000]  人子是那裏提到的四獸
[00:11:36.000 --> 00:11:42.000]  獅子、熊、豹和可怕的十角獸的對立角色
[00:11:42.000 --> 00:11:46.000]  但這位人子最終被賦予權力
[00:11:46.000 --> 00:11:50.000]  為一切受苦的聖徒平反
[00:11:50.000 --> 00:11:53.000]  並且他會建立他最終的王國
[00:11:53.000 --> 00:11:56.000]  其實這位人子就是直指著
[00:11:56.000 --> 00:11:59.000]  以色列人等待已久的尼塞亞
[00:11:59.000 --> 00:12:02.000]  即是我們所認識的耶穌基督
[00:12:02.000 --> 00:12:06.000]  所以我們剛才看了這麼多
[00:12:06.000 --> 00:12:10.000]  在約翰上的異象所見到這位人子
[00:12:10.000 --> 00:12:13.000]  我們可以總括知道
[00:12:13.000 --> 00:12:23.000]  他就是那位至高尊貴、有智慧、有洞察力、有榮耀、有能力、有權柄
[00:12:23.000 --> 00:12:28.000]  和掌管一切而且是最終的審判者
[00:12:28.000 --> 00:12:30.000]  耶穌基督
[00:12:30.000 --> 00:12:31.000]  而重要的是
[00:12:31.000 --> 00:12:35.000]  十三節,不知道大家有沒有看清楚
[00:12:35.000 --> 00:12:38.000]  他說登台中間有一位好長人子
[00:12:38.000 --> 00:12:40.000]  其實在第二十節也應該會提到
[00:12:40.000 --> 00:12:42.000]  七登台是代表七個教會
[00:12:42.000 --> 00:12:46.000]  原來這位如此榮耀、如此厲害的人子
[00:12:46.000 --> 00:12:51.000]  是站在登台,即是站在教會中間
[00:12:51.000 --> 00:12:55.000]  約翰這樣寫是想告訴我們或他的讀者
[00:12:55.000 --> 00:12:58.000]  是的,你們是在一個患難當中
[00:12:58.000 --> 00:13:01.000]  但你們不要看漏了
[00:13:01.000 --> 00:13:03.000]  人子,即是耶穌基督
[00:13:03.000 --> 00:13:08.000]  你很厲害的耶穌基督站在你那邊的耶穌基督
[00:13:08.000 --> 00:13:11.000]  是在我們中間
[00:13:11.000 --> 00:13:16.000]  我想這特別是對當時的基督徒一份安慰
[00:13:16.000 --> 00:13:20.000]  當你看到一個如此被高舉的基督
[00:13:20.000 --> 00:13:24.000]  他的尊貴、榮耀和能力
[00:13:24.000 --> 00:13:27.000]  原來還要一直與我們同在
[00:13:27.000 --> 00:13:31.000]  我想你會感受到一份震撼
[00:13:31.000 --> 00:13:34.000]  一份敬畏
[00:13:34.000 --> 00:13:38.000]  突然覺得最厲害的同伴
[00:13:38.000 --> 00:13:42.000]  即是最厲害、最能保護自己
[00:13:42.000 --> 00:13:47.000]  最有能力的同伴原來一直在我的旁邊
[00:13:47.000 --> 00:13:52.000]  突然一切的患難已經不是患難
[00:13:52.000 --> 00:13:58.000]  因為一切就在我們這位耶穌基督的掌權之中
[00:13:58.000 --> 00:14:03.000]  而他在這裡與我們同在
[00:14:03.000 --> 00:14:06.000]  雖然我們今天在香港做基督徒
[00:14:06.000 --> 00:14:09.000]  沒有特別受到什麼迫害
[00:14:09.000 --> 00:14:12.000]  或者要到流血的地步
[00:14:12.000 --> 00:14:13.000]  但在我們的世代
[00:14:13.000 --> 00:14:18.000]  每天都在抗衡道德文化一直下滑的社會
[00:14:18.000 --> 00:14:22.000]  要在信仰上站立得穩
[00:14:22.000 --> 00:14:26.000]  不妥協都不是一件容易的事
[00:14:26.000 --> 00:14:31.000]  你會想,在工作上不踩灰色地帶
[00:14:31.000 --> 00:14:33.000]  會不會吃虧?
[00:14:33.000 --> 00:14:36.000]  將星期日預留給神而不工作
[00:14:36.000 --> 00:14:39.000]  我會不會失去進征的機會?
[00:14:39.000 --> 00:14:43.000]  我不參與朋友和同事的不良娛樂
[00:14:43.000 --> 00:14:47.000]  我會不會不能夠排隊?
[00:14:47.000 --> 00:14:50.000]  當不信的配偶或者父母
[00:14:50.000 --> 00:14:52.000]  惹怒你去教會
[00:14:52.000 --> 00:14:55.000]  你會不會仍然堅持你的信仰?
[00:14:55.000 --> 00:14:58.000]  其實剛才那四條問題
[00:14:58.000 --> 00:15:02.000]  在我以前沒有做傳道人、做組長
[00:15:02.000 --> 00:15:04.000]  或者我現在做傳道人的時候
[00:15:04.000 --> 00:15:06.000]  弟兄姊妹都有遇過的問題
[00:15:06.000 --> 00:15:10.000]  甚至是我自己也遇過的一些掙扎
[00:15:10.000 --> 00:15:13.000]  我相信對你們來說是很真實的
[00:15:13.000 --> 00:15:16.000]  不如我也說說我的見證
[00:15:16.000 --> 00:15:19.000]  我未被神傳職呼召
[00:15:19.000 --> 00:15:21.000]  呼召做傳職侍奉的時候
[00:15:21.000 --> 00:15:24.000]  之前是在投資銀行工作的
[00:15:24.000 --> 00:15:26.000]  不過我一直都嘗試去堅持神
[00:15:26.000 --> 00:15:28.000]  去給我的教導
[00:15:28.000 --> 00:15:30.000]  都叫做盡忠職守
[00:15:30.000 --> 00:15:33.000]  我不偷雞、不走灰色地帶
[00:15:33.000 --> 00:15:37.000]  也不用不道德的方法去搶人的生意
[00:15:37.000 --> 00:15:38.000]  不過你可以想像
[00:15:38.000 --> 00:15:41.000]  在一個這麼高競爭力的環境裡
[00:15:41.000 --> 00:15:45.000]  我這樣做事一定不會是賺得最多錢
[00:15:45.000 --> 00:15:48.000]  或者是升職升得最快那些
[00:15:48.000 --> 00:15:50.000]  你問我有沒有羨慕過
[00:15:50.000 --> 00:15:52.000]  升得快過我的同事
[00:15:52.000 --> 00:15:54.000]  我告訴你一定有
[00:15:54.000 --> 00:15:57.000]  你問我有沒有想過一刻去妥協
[00:15:57.000 --> 00:15:59.000]  可能有
[00:15:59.000 --> 00:16:00.000]  不過感恩神報仇
[00:16:00.000 --> 00:16:02.000]  我做不出
[00:16:02.000 --> 00:16:04.000]  其實很多同事都說我很蠢
[00:16:04.000 --> 00:16:07.000]  不過在過去的工作日子裡
[00:16:07.000 --> 00:16:09.000]  神一直和我同在
[00:16:09.000 --> 00:16:11.000]  也沒有虧待過我
[00:16:11.000 --> 00:16:14.000]  我沒有試過有一刻不夠工作
[00:16:14.000 --> 00:16:15.000]  不夠工作
[00:16:15.000 --> 00:16:18.000]  神還會因為知道我不懂得跟別人爭
[00:16:18.000 --> 00:16:20.000]  或者不懂得保護自己
[00:16:20.000 --> 00:16:26.000]  去誇一個負責大中華某部分的生意給我管理
[00:16:26.000 --> 00:16:28.000]  令我其他外籍的同事
[00:16:28.000 --> 00:16:29.000]  因為不懂得說中文
[00:16:29.000 --> 00:16:31.000]  所以爭都爭不到
[00:16:31.000 --> 00:16:34.000]  其實我想勉勵大家
[00:16:34.000 --> 00:16:38.000]  每一個真心活出基督見證的人
[00:16:38.000 --> 00:16:42.000]  耶穌都會看顧著他
[00:16:42.000 --> 00:16:46.000]  在已然未然的過渡期
[00:16:46.000 --> 00:16:47.000]  一切屬於神
[00:16:47.000 --> 00:16:51.000]  和為他作見證的人都會遭遇患難
[00:16:51.000 --> 00:16:54.000]  就正如保羅在提摩太后書中這樣說
[00:16:54.000 --> 00:16:57.000]  他說「凡立志在基督耶穌裡
[00:16:57.000 --> 00:17:02.000]  敬天道日的也都要受逼迫」
[00:17:02.000 --> 00:17:05.000]  在這個時候我們要忍耐
[00:17:05.000 --> 00:17:10.000]  而且啟示錄一章九節提醒我們
[00:17:10.000 --> 00:17:16.000]  我們所遭遇的患難和忍耐是有範圍的
[00:17:16.000 --> 00:17:21.000]  而這個範圍就在耶穌裡面
[00:17:21.000 --> 00:17:23.000]  在耶穌裡面
[00:17:23.000 --> 00:17:25.000]  中文可能沒看得那麼清楚
[00:17:25.000 --> 00:17:27.000]  但如果翻譯成英文的話
[00:17:27.000 --> 00:17:29.000]  其實在耶穌基督裡面
[00:17:29.000 --> 00:17:31.000]  什麼叫在耶穌基督裡面呢
[00:17:31.000 --> 00:17:33.000]  就是在患難裡面的時候
[00:17:33.000 --> 00:17:36.000]  我們很容易去專注眼前的問題
[00:17:36.000 --> 00:17:39.000]  在這一刻我們的眼鏡好像就蒙了
[00:17:39.000 --> 00:17:43.000]  但是這一刻約翰的儀仗幫我們擦一擦眼鏡
[00:17:43.000 --> 00:17:46.000]  讓我們能夠從榮耀的主的角度
[00:17:46.000 --> 00:17:49.000]  去看到一切的患難都在祂裡面
[00:17:49.000 --> 00:17:52.000]  在祂裡面就是有範圍的
[00:17:52.000 --> 00:17:54.000]  有時限的
[00:17:54.000 --> 00:17:57.000]  而且不會是我們忍受不了的
[00:17:57.000 --> 00:18:00.000]  而且祂是和我們一起的
[00:18:00.000 --> 00:18:02.000]  患難是真實的
[00:18:02.000 --> 00:18:07.000]  但更真實的是至高的主和我們一起
[00:18:07.000 --> 00:18:08.000]  為我們爭戰
[00:18:08.000 --> 00:18:11.000]  而且祂掌握著最後的結果
[00:18:11.000 --> 00:18:13.000]  所以我們今天要做的
[00:18:13.000 --> 00:18:16.000]  就是衷心去為祂做見證
[00:18:16.000 --> 00:18:18.000]  就行了
[00:18:18.000 --> 00:18:21.000]  我們再看第二部分
[00:18:21.000 --> 00:18:26.000]  就是如何從中活的角度去看當前的處境
[00:18:26.000 --> 00:18:31.000]  當約翰剛才看到那麼榮耀的主的時候
[00:18:31.000 --> 00:18:33.000]  祂就跌在地上
[00:18:33.000 --> 00:18:34.000]  祂就昏倒在地上
[00:18:34.000 --> 00:18:37.000]  耶穌就用右手去放在約翰的身上
[00:18:37.000 --> 00:18:39.000]  吩咐他不用怕
[00:18:39.000 --> 00:18:41.000]  我們一起來看經文
[00:18:41.000 --> 00:18:44.000]  我們一起讀17至20字
[00:18:44.000 --> 00:18:46.000]  好 123起
[00:18:46.000 --> 00:19:11.000]  (中文)
[00:19:11.000 --> 00:19:15.000]  耶穌說祂是首先的
[00:19:15.000 --> 00:19:17.000]  是末後的
[00:19:17.000 --> 00:19:20.000]  祂是萬有的創造者
[00:19:20.000 --> 00:19:23.000]  也是訂立世界的規律的那個
[00:19:23.000 --> 00:19:27.000]  首先就是我們經常按照自己的規律去做事
[00:19:27.000 --> 00:19:30.000]  不過耶穌說祂是訂立世界規律的那個
[00:19:30.000 --> 00:19:32.000]  是歷史的主宰
[00:19:32.000 --> 00:19:34.000]  耶穌再說祂是永活的
[00:19:34.000 --> 00:19:38.000]  其實就是諷刺那些沒有生命和能力的偶像
[00:19:38.000 --> 00:19:43.000]  祂就說你不要去靠那些沒有能力的偶像去幫你
[00:19:43.000 --> 00:19:45.000]  你不如去靠我吧
[00:19:45.000 --> 00:19:47.000]  耶穌再說我曾死過現在又活了
[00:19:47.000 --> 00:19:51.000]  耶穌藉著他在十字架上的死和復活
[00:19:51.000 --> 00:19:53.000]  擊敗了邪惡的權勢
[00:19:53.000 --> 00:19:56.000]  現在他永永遠遠地活著
[00:19:56.000 --> 00:20:04.000]  如果人生最大的敵人和問題是死亡的話
[00:20:04.000 --> 00:20:08.000]  而耶穌基督又已經勝過了死亡
[00:20:08.000 --> 00:20:13.000]  其實就代表了耶穌已經勝過了宇宙的所有權勢
[00:20:13.000 --> 00:20:18.000]  而耶穌說祂拿著死亡和陰間的弱勢
[00:20:18.000 --> 00:20:25.000]  其實祂是掌管所有受造物和一切終局的那一位
[00:20:25.000 --> 00:20:35.000]  耶穌吩咐約翰不僅要寫在意象上看到什麼
[00:20:35.000 --> 00:20:37.000]  即是那些東西
[00:20:37.000 --> 00:20:41.000]  還是之後必然要發生的事
[00:20:41.000 --> 00:20:43.000]  其實第十九節他這樣說
[00:20:43.000 --> 00:20:46.000]  其實第十一節耶穌已經叫約翰寫下
[00:20:46.000 --> 00:20:48.000]  你看到的東西就寫下來
[00:20:48.000 --> 00:20:51.000]  不過在第十九節再加多了一樣
[00:20:51.000 --> 00:20:54.000]  就是此後必然要發生的事
[00:20:54.000 --> 00:20:57.000]  即是這些事情會發生之後
[00:20:57.000 --> 00:21:03.000]  以至我們可以用綜活的角度去詮釋現在發生的事情
[00:21:03.000 --> 00:21:06.000]  為什麼知道綜活是這麼重要呢
[00:21:06.000 --> 00:21:08.000]  我想講一個例子
[00:21:08.000 --> 00:21:10.000]  我自己喜歡打網球
[00:21:10.000 --> 00:21:12.000]  我也喜歡看球賽
[00:21:12.000 --> 00:21:14.000]  我也有自己支持的球星
[00:21:14.000 --> 00:21:17.000]  其實我有一個很奇怪的習慣
[00:21:17.000 --> 00:21:21.000]  就是我很喜歡看到最後的結果
[00:21:21.000 --> 00:21:24.000]  才回去看那場球賽
[00:21:24.000 --> 00:21:26.000]  我和我的職青這樣分享過
[00:21:26.000 --> 00:21:27.000]  他們都笑我
[00:21:27.000 --> 00:21:29.000]  哪有人這樣看球賽的
[00:21:29.000 --> 00:21:31.000]  但我覺得這樣看球賽很開心
[00:21:31.000 --> 00:21:34.000]  因為我知道我支持的已經贏了
[00:21:34.000 --> 00:21:38.000]  即使他在中間可能輸了一局兩局
[00:21:38.000 --> 00:21:40.000]  但不要緊
[00:21:40.000 --> 00:21:41.000]  因為我知道他最後會贏
[00:21:41.000 --> 00:21:44.000]  我會和他一起去開心贏
[00:21:44.000 --> 00:21:48.000]  而我再回帶去看那場球賽的時候
[00:21:48.000 --> 00:21:53.000]  我就可以再仔細看他用什麼策略
[00:21:53.000 --> 00:21:57.000]  或者是怎樣扭轉局勢去贏回這場球賽
[00:21:57.000 --> 00:22:00.000]  其實為什麼終局重要呢
[00:22:00.000 --> 00:22:02.000]  就是因為當你知道
[00:22:02.000 --> 00:22:04.000]  我們都一樣
[00:22:04.000 --> 00:22:08.000]  當我們知道最後會和耶穌基督一起去得榮耀的時候
[00:22:08.000 --> 00:22:12.000]  雖然我們現在遭遇一些患難
[00:22:12.000 --> 00:22:13.000]  不順境
[00:22:13.000 --> 00:22:16.000]  即使我們的敵人好像在贏
[00:22:16.000 --> 00:22:19.000]  經常令我們很氣餒的時候
[00:22:19.000 --> 00:22:21.000]  不過如果我們記得
[00:22:21.000 --> 00:22:24.000]  其實到最後我們會贏的話
[00:22:24.000 --> 00:22:27.000]  我想今天就會給我們一份能力
[00:22:27.000 --> 00:22:30.000]  勇氣和盼望
[00:22:30.000 --> 00:22:32.000]  去繼續為神去拜上
[00:22:32.000 --> 00:22:34.000]  另一個例子
[00:22:34.000 --> 00:22:38.000]  就是在我在美國讀書的時候
[00:22:38.000 --> 00:22:41.000]  和教會有一次去一個郊遊
[00:22:41.000 --> 00:22:43.000]  帶著一群小朋友
[00:22:43.000 --> 00:22:45.000]  有些主要學的老師
[00:22:45.000 --> 00:22:46.000]  一起去郊遊
[00:22:46.000 --> 00:22:50.000]  走到在樹林當中
[00:22:50.000 --> 00:22:52.000]  突然間見到一條蛇
[00:22:52.000 --> 00:22:55.000]  一群小朋友當然很害怕
[00:22:55.000 --> 00:22:56.000]  其實大人都害怕
[00:22:56.000 --> 00:23:01.000]  所有主要學老師就立刻圍著小朋友
[00:23:01.000 --> 00:23:02.000]  讓他們不要受傷
[00:23:02.000 --> 00:23:04.000]  已經有很多小朋友在尖叫
[00:23:04.000 --> 00:23:07.000]  有些弟兄就不知道去哪裏
[00:23:07.000 --> 00:23:09.000]  去車裏找到一個鏟
[00:23:09.000 --> 00:23:14.000]  立刻撞死了那條蛇
[00:23:14.000 --> 00:23:17.000]  不過他多加了一句
[00:23:17.000 --> 00:23:20.000]  大家不要走近這條蛇
[00:23:20.000 --> 00:23:23.000]  雖然現在好像死了
[00:23:23.000 --> 00:23:26.000]  但是在一個小時之內
[00:23:26.000 --> 00:23:29.000]  牠的口仍然會噴出一些毒素
[00:23:29.000 --> 00:23:30.000]  如果你碰到牠
[00:23:30.000 --> 00:23:32.000]  或者牠不小心動來動去
[00:23:32.000 --> 00:23:35.000]  你真的碰到那些毒素的時候
[00:23:35.000 --> 00:23:36.000]  你都會中毒
[00:23:36.000 --> 00:23:41.000]  其實這個讓我明白到
[00:23:41.000 --> 00:23:45.000]  撒旦和邪惡的勢力都好像是這樣的
