
[00:00:00.000 --> 00:00:03.220]  好 各位弟兄姊妹們 大家主內平安
[00:07:28.140 --> 00:07:30.140]  這個人就說了啊
[00:07:30.140 --> 00:07:32.140]  夫子這一切
[00:07:32.140 --> 00:07:34.140]  做得很好哦
[00:07:34.140 --> 00:07:36.140]  對不對 做得很好
[00:07:36.140 --> 00:07:38.140]  於是呢
[00:07:38.140 --> 00:07:40.140]  這位良善的夫子啊
[00:07:40.140 --> 00:07:42.140]  我們的耶穌基督呢
[00:07:42.140 --> 00:07:44.140]  他就看著
[00:07:44.140 --> 00:07:46.140]  這個財主了
[00:07:46.140 --> 00:07:48.140]  有一種情感也記錄了下來
[00:07:48.140 --> 00:07:50.140]  很愛他
[00:07:50.140 --> 00:07:52.140]  很愛他
[00:07:52.140 --> 00:07:54.140]  就對他說
[00:07:54.140 --> 00:07:56.140]  你還缺少一件
[00:07:56.140 --> 00:07:58.140]  去變賣你所有的
[00:07:58.140 --> 00:08:00.140]  分給窮人
[00:08:00.140 --> 00:08:02.140]  財寶在天上
[00:08:02.140 --> 00:08:04.140]  你還要來跟從我
[00:08:04.140 --> 00:08:06.140]  所以呢這個時候呢
[00:08:06.140 --> 00:08:08.140]  耶穌不但是愛他
[00:08:08.140 --> 00:08:10.140]  還打破了他
[00:08:10.140 --> 00:08:12.140]  生命的困局
[00:08:12.140 --> 00:08:14.140]  給了他一個挑戰
[00:08:14.140 --> 00:08:16.140]  也給了他一個出路
[00:08:16.140 --> 00:08:18.140]  也是在回答他的問題
[00:08:18.140 --> 00:08:20.140]  給了他一個答案
[00:08:20.140 --> 00:08:22.140]  你就把你有的變賣了
[00:08:22.140 --> 00:08:24.140]  之後來跟從我
[00:08:24.140 --> 00:08:26.140]  那麼我們
[00:08:26.140 --> 00:08:28.140]  這裡也看到了
[00:08:28.140 --> 00:08:30.140]  作為一個有良善特質的神
[00:08:30.140 --> 00:08:32.140]  耶穌
[00:08:32.140 --> 00:08:34.140]  一位主 一位老師
[00:08:34.140 --> 00:08:36.140]  他是有兩種
[00:08:36.140 --> 00:08:38.140]  我們現在就可以看出來的
[00:08:38.140 --> 00:08:40.140]  特點的
[00:08:40.140 --> 00:08:42.140]  第一個呢就是
[00:08:42.140 --> 00:08:44.140]  以愛心作為出發點
[00:08:44.140 --> 00:08:46.140]  他就愛了這位財主
[00:08:46.140 --> 00:08:50.140]  才會跟他說後面的
[00:08:50.140 --> 00:08:52.140]  這些的說話
[00:08:52.140 --> 00:08:54.140]  第二點呢就是
[00:08:54.140 --> 00:08:56.140]  不單是覺得他做得好
[00:08:56.140 --> 00:08:58.140]  還要把他
[00:08:58.140 --> 00:09:00.140]  生命當中的一些的
[00:09:00.140 --> 00:09:02.140]  物趨和不足要指出來
[00:09:02.140 --> 00:09:04.140]  不是只是做得好
[00:09:04.140 --> 00:09:06.140]  就可以了
[00:09:06.140 --> 00:09:08.140]  還有什麼
[00:09:08.140 --> 00:09:10.140]  可以更好
[00:09:10.140 --> 00:09:12.140]  還有什麼可以承受永生
[00:09:12.140 --> 00:09:14.140]  我願意回答給你
[00:09:14.140 --> 00:09:16.140]  這就是來自於神的
[00:09:16.140 --> 00:09:18.140]  兩大的特性
[00:09:18.140 --> 00:09:20.140]  就是慈愛和公義
[00:09:20.140 --> 00:09:22.140]  既愛他
[00:09:22.140 --> 00:09:24.140]  也要誠實地告訴他
[00:09:24.140 --> 00:09:26.140]  也是神要吩咐我們的
[00:09:26.140 --> 00:09:28.140]  用愛心
[00:09:28.140 --> 00:09:30.140]  要說誠實話
[00:09:30.140 --> 00:09:32.140]  這個是美好的
[00:09:32.140 --> 00:09:34.140]  也是良善的特質
[00:09:34.140 --> 00:09:36.140]  可惜呢
[00:09:36.140 --> 00:09:38.140]  這個記載在這個時候呢
[00:09:38.140 --> 00:09:40.140]  有一個事件的
[00:09:40.140 --> 00:09:42.140]  結尾
[00:09:42.140 --> 00:09:44.140]  他聽見了這話
[00:09:44.140 --> 00:09:46.140]  這個年輕的官和財主
[00:09:46.140 --> 00:09:48.140]  聽見了這話
[00:09:48.140 --> 00:09:50.140]  臉上就變了色
[00:09:50.140 --> 00:09:52.140]  就好像這幅圖畫一樣
[00:09:52.140 --> 00:09:54.140]  臉就變了色了
[00:09:54.140 --> 00:09:56.140]  本來來的時候
[00:09:56.140 --> 00:09:58.140]  是充滿了自信的
[00:09:58.140 --> 00:10:00.140]  可能還要得到
[00:10:00.140 --> 00:10:02.140]  內心當中的期待
[00:10:02.140 --> 00:10:04.140]  這位良善的父子給他的承許的
[00:10:04.140 --> 00:10:06.140]  但是呢
[00:10:06.140 --> 00:10:08.140]  這個主卻給了他一個挑戰
[00:10:08.140 --> 00:10:10.140]  一個出路
[00:10:10.140 --> 00:10:12.140]  他就悠悠愁愁地走了
[00:10:12.140 --> 00:10:14.140]  這個時候呢
[00:10:14.140 --> 00:10:16.140]  在這個
[00:10:16.140 --> 00:10:18.140]  馬可福音裡面呢
[00:10:18.140 --> 00:10:20.140]  給了一個原因啊
[00:10:20.140 --> 00:10:22.140]  為什麼呢
[00:10:22.140 --> 00:10:24.140]  大家看經文
[00:10:24.140 --> 00:10:26.140]  什麼原因啊
[00:10:26.140 --> 00:10:28.140]  對了
[00:10:28.140 --> 00:10:30.140]  因為他的產業很多啊
[00:10:30.140 --> 00:10:32.140]  哎呀
[00:10:32.140 --> 00:10:34.140]  捨不得捨不得
[00:10:34.140 --> 00:10:36.140]  哎呀
[00:10:36.140 --> 00:10:38.140]  太年輕了我現在
[00:10:38.140 --> 00:10:40.140]  那以後老了怎麼辦啊
[00:10:40.140 --> 00:10:42.140]  但是呢
[00:10:42.140 --> 00:10:44.140]  經文沒有在記錄
[00:10:44.140 --> 00:10:46.140]  以後這位財主
[00:10:46.140 --> 00:10:48.140]  在他年老的時候
[00:10:48.140 --> 00:10:50.140]  大家要知道
[00:10:50.140 --> 00:10:52.140]  如果不是遇見這位良善的
[00:10:52.140 --> 00:10:54.140]  父子
[00:10:54.140 --> 00:10:56.140]  這位年輕的財主
[00:10:56.140 --> 00:10:58.140]  永遠都困在他自己的誤區裡面
[00:10:58.140 --> 00:11:00.140]  以為自己做得夠了
[00:11:00.140 --> 00:11:02.140]  以為自己做得好了
[00:11:02.140 --> 00:11:04.140]  以為自己還不錯
[00:11:04.140 --> 00:11:06.140]  以為自己很愛神
[00:11:06.140 --> 00:11:08.140]  以為自己很愛神
[00:11:08.140 --> 00:11:10.140]  以為自己很愛神
[00:11:10.140 --> 00:11:12.140]  但是在這樣一個挑戰面前
[00:11:12.140 --> 00:11:14.140]  很明顯
[00:11:14.140 --> 00:11:16.140]  就退卻了
[00:11:16.140 --> 00:11:18.140]  可能在他年老的時候
[00:11:18.140 --> 00:11:20.140]  等他一些人生的閱歷再積累
[00:11:20.140 --> 00:11:22.140]  在成長的時候
[00:11:22.140 --> 00:11:24.140]  他發現
[00:11:24.140 --> 00:11:26.140]  哦 原來我一切所有的
[00:11:26.140 --> 00:11:28.140]  和永生比起來
[00:11:28.140 --> 00:11:30.140]  根本就不值一提的
[00:11:30.140 --> 00:11:32.140]  有一個生命的迴轉都不一定
[00:11:32.140 --> 00:11:34.140]  但我為他感恩
[00:11:34.140 --> 00:11:36.140]  在他年輕的時候
[00:11:36.140 --> 00:11:38.140]  有一位
[00:11:38.140 --> 00:11:40.140]  良善的夫子
[00:11:40.140 --> 00:11:42.140]  給到他生命當中的一個
[00:11:42.140 --> 00:11:44.140]  出路
[00:11:44.140 --> 00:11:46.140]  一個指向
[00:11:46.140 --> 00:11:48.140]  一個答案
[00:11:48.140 --> 00:11:50.140]  那麼在這裡呢
[00:11:50.140 --> 00:11:52.140]  我們要了解
[00:11:52.140 --> 00:11:54.140]  耶穌基督他的心意
[00:11:54.140 --> 00:11:56.140]  那同樣透過馬可福音的
[00:11:56.140 --> 00:11:58.140]  記載啊
[00:11:58.140 --> 00:12:00.140]  耶穌還和不同的人
[00:12:00.140 --> 00:12:02.140]  有相交的
[00:12:02.140 --> 00:12:04.140]  有聚會的
[00:12:04.140 --> 00:12:06.140]  什麼許多的婦女啊 立位啊
[00:12:06.140 --> 00:12:08.140]  甚至這個尊貴的義士
[00:12:08.140 --> 00:12:10.140]  約瑟啊 等等都有聚會的
[00:12:10.140 --> 00:12:12.140]  這些人呢
[00:12:12.140 --> 00:12:14.140]  是有自己的財產的
[00:12:14.140 --> 00:12:16.140]  但同樣面對這些相近的人
[00:12:16.140 --> 00:12:18.140]  耶穌並沒有要求
[00:12:18.140 --> 00:12:20.140]  這些人
[00:12:20.140 --> 00:12:22.140]  你就變賣
[00:12:22.140 --> 00:12:24.140]  你所有的分給窮人來跟從我
[00:12:24.140 --> 00:12:26.140]  為什麼這樣做呢
[00:12:26.140 --> 00:12:28.140]  不是耶穌只是對
[00:12:28.140 --> 00:12:30.140]  這個年輕的財主很苛刻
[00:12:30.140 --> 00:12:32.140]  不是說耶穌雙重標準
[00:12:32.140 --> 00:12:34.140]  當然更加不是
[00:12:34.140 --> 00:12:36.140]  而是
[00:12:36.140 --> 00:12:38.140]  耶穌很清楚
[00:12:38.140 --> 00:12:40.140]  耶穌是
[00:12:40.140 --> 00:12:42.140]  耶穌很清楚
[00:12:42.140 --> 00:12:44.140]  這位年輕的財主
[00:12:44.140 --> 00:12:46.140]  阻攔他
[00:12:46.140 --> 00:12:48.140]  到永生的這段路
[00:12:48.140 --> 00:12:50.140]  期間的攬阻是什麼
[00:12:50.140 --> 00:12:52.140]  攬阻
[00:12:52.140 --> 00:12:54.140]  就是他多的不能多的財產
[00:12:54.140 --> 00:12:56.140]  以致到
[00:12:56.140 --> 00:12:58.140]  他分心的不能夠完全的
[00:12:58.140 --> 00:13:00.140]  來愛神
[00:13:00.140 --> 00:13:02.140]  愛人
[00:13:02.140 --> 00:13:04.140]  還有呢 就是這個財主的自大
[00:13:04.140 --> 00:13:06.140]  以為自己守律法
[00:13:06.140 --> 00:13:08.140]  守得夠了
[00:13:08.140 --> 00:13:10.140]  守得好了
[00:13:10.140 --> 00:13:12.140]  就一定可以
[00:13:12.140 --> 00:13:14.140]  得到永生了
[00:13:14.140 --> 00:13:16.140]  甚至好像到處求問一樣
[00:13:16.140 --> 00:13:18.140]  啊我怎麼樣
[00:13:18.140 --> 00:13:20.140]  能夠承受永生呢
[00:13:20.140 --> 00:13:22.140]  去到其他的律法師的面前
[00:13:22.140 --> 00:13:24.140]  啊可能不夠良善的啊
[00:13:24.140 --> 00:13:26.140]  就說啊
[00:13:26.140 --> 00:13:28.140]  你做得不錯了啊
[00:13:28.140 --> 00:13:30.140]  反而還恭維他幾句啊
[00:13:30.140 --> 00:13:32.140]  讓他更加的自滿
[00:13:32.140 --> 00:13:34.140]  而且呢 耶穌也要告訴他
[00:13:34.140 --> 00:13:36.140]  在耶穌的這個
[00:13:36.140 --> 00:13:38.140]  訊息裡邊
[00:13:38.140 --> 00:13:40.140]  也需要告訴他
[00:13:40.140 --> 00:13:42.140]  救恩呢
[00:13:42.140 --> 00:13:44.140]  不是靠你做
[00:13:44.140 --> 00:13:46.140]  就可以換來的
[00:13:46.140 --> 00:13:48.140]  人那麼渺小
[00:13:48.140 --> 00:13:50.140]  怎麼靠我們做的這些東西
[00:13:50.140 --> 00:13:52.140]  來賺取
[00:13:52.140 --> 00:13:54.140]  世上神已經擁有的整個世界
[00:13:54.140 --> 00:13:56.140]  能夠換取
[00:13:56.140 --> 00:13:58.140]  我們得不到的救恩呢
[00:13:58.140 --> 00:14:00.140]  而是想要
[00:14:00.140 --> 00:14:02.140]  把攬阻這位年輕財主
[00:14:02.140 --> 00:14:04.140]  他對於主的信
[00:14:04.140 --> 00:14:06.140]  信靠
[00:14:06.140 --> 00:14:08.140]  不能夠遵守到
[00:14:08.140 --> 00:14:10.140]  神給他的這個挑戰的
[00:14:10.140 --> 00:14:12.140]  這些攬阻
[00:14:12.140 --> 00:14:14.140]  還有攬阻到這些愛的東西
[00:14:14.140 --> 00:14:16.140]  把他通通的都拿走
[00:14:16.140 --> 00:14:18.140]  以至於他可以
[00:14:18.140 --> 00:14:20.140]  完全的更新
[00:14:20.140 --> 00:14:22.140]  專心的來跟隨神
[00:14:22.140 --> 00:14:24.140]  如果有這些東西的攬阻
[00:14:24.140 --> 00:14:26.140]  他就算跟隨了神以後
[00:14:26.140 --> 00:14:28.140]  他也是三心兩意的
[00:14:28.140 --> 00:14:30.140]  他也是想著
[00:14:30.140 --> 00:14:32.140]  啊我的財主
[00:14:32.140 --> 00:14:34.140]  他也是想著
[00:14:34.140 --> 00:14:36.140]  我的財產怎麼處理的
[00:14:36.140 --> 00:14:38.140]  他也是在籌畫
[00:14:38.140 --> 00:14:40.140]  哎呀我那些
[00:14:40.140 --> 00:14:42.140]  官的事務應該怎麼辦的
[00:14:42.140 --> 00:14:44.140]  他不能夠承受用身
[00:14:44.140 --> 00:14:46.140]  還因為
[00:14:46.140 --> 00:14:48.140]  這位良善的父子更加的知道
[00:14:48.140 --> 00:14:50.140]  因為
[00:14:50.140 --> 00:14:52.140]  你的財寶在哪裡
[00:14:52.140 --> 00:14:54.140]  你的什麼
[00:14:54.140 --> 00:14:56.140]  心也在哪裡
[00:14:56.140 --> 00:14:58.140]  財寶多到一定的地步
[00:14:58.140 --> 00:15:00.140]  變成了
[00:15:00.140 --> 00:15:02.140]  不是祝福了
[00:15:02.140 --> 00:15:04.140]  變成了攬阻了
[00:15:04.140 --> 00:15:06.140]  所以在同一段經文的下半部分
[00:15:06.140 --> 00:15:08.140]  耶穌還曾經說
[00:15:08.140 --> 00:15:10.140]  哇那些有錢人
[00:15:10.140 --> 00:15:12.140]  進天國做了一個比喻
[00:15:12.140 --> 00:15:14.140]  什麼
[00:15:14.140 --> 00:15:16.140]  好像比駱駝穿過針眼
[00:15:16.140 --> 00:15:18.140]  還困難
[00:15:18.140 --> 00:15:20.140]  但是神沒有停在這裡
[00:15:20.140 --> 00:15:22.140]  而神
[00:15:22.140 --> 00:15:24.140]  後面又說了
[00:15:24.140 --> 00:15:26.140]  但是凡事在人不能的
[00:15:26.140 --> 00:15:28.140]  怎麼樣啊
[00:15:28.140 --> 00:15:30.140]  凡事都能
[00:15:30.140 --> 00:15:32.140]  這是神的大能力
[00:15:32.140 --> 00:15:34.140]  所以我們在這裡還看到
[00:15:34.140 --> 00:15:36.140]  良善的父子
[00:15:36.140 --> 00:15:38.140]  他的心意其實
[00:15:38.140 --> 00:15:40.140]  是看到了這位
[00:15:40.140 --> 00:15:42.140]  年輕財主一位官員
[00:15:42.140 --> 00:15:44.140]  他的軟弱
[00:15:44.140 --> 00:15:46.140]  他的自滿在哪裡
[00:15:46.140 --> 00:15:48.140]  要把他的這些軟弱拿走
[00:15:48.140 --> 00:15:50.140]  讓他專心且謙卑的
[00:15:50.140 --> 00:15:52.140]  可以跟隨神
[00:15:52.140 --> 00:15:54.140]  同樣
[00:15:54.140 --> 00:15:56.140]  我們成為神的門徒
[00:15:56.140 --> 00:15:58.140]  我們也要付上的代價
[00:15:58.140 --> 00:16:00.140]  比如說舍己
[00:16:00.140 --> 00:16:02.140]  比如說背起
[00:16:02.140 --> 00:16:04.140]  我們自己的十字架
[00:16:04.140 --> 00:16:06.140]  承受這些
[00:16:06.140 --> 00:16:08.140]  我們才可以跟從神
[00:16:08.140 --> 00:16:10.140]  這是門徒的一個代價
[00:16:10.140 --> 00:16:12.140]  也是我們莫大的福分
[00:16:12.140 --> 00:16:14.140]  其間有一個秘訣
[00:16:14.140 --> 00:16:16.140]  秘訣
[00:16:16.140 --> 00:16:18.140]  秘訣就在於
[00:16:18.140 --> 00:16:20.140]  專心的跟從
[00:16:20.140 --> 00:16:22.140]  這個世界上
[00:16:22.140 --> 00:16:24.140]  是被最污染了的世界
[00:16:24.140 --> 00:16:26.140]  是有那惡者
[00:16:26.140 --> 00:16:28.140]  想要破壞
[00:16:28.140 --> 00:16:30.140]  神美善整個計畫
