
[00:00:00.000 --> 00:00:10.000]  感謝讚美神讓我們又能夠在一起來聆聽神的話語
[00:01:55.000 --> 00:01:59.000]  我們要進入了馬可福音講道系列的第28講
[00:01:59.000 --> 00:02:03.000]  我們要看耶穌教導有關人生的輕與重
[00:02:03.000 --> 00:02:07.000]  在剛才主席帶領我們讀的這段經文裡面
[00:02:07.000 --> 00:02:12.000]  我們看到了門徒他們在談話的時候
[00:02:12.000 --> 00:02:13.000]  提出了一個議題
[00:02:13.000 --> 00:02:18.000]  我們要今天從這段經文來學習幾個重要的功課
[00:02:18.000 --> 00:02:22.000]  胖胖主就藉著他的聖靈來幫助我們明白
[00:02:22.000 --> 00:02:26.000]  而且是對著我們自己的心來說話
[00:02:26.000 --> 00:02:28.000]  首先各位弟兄姐妹
[00:02:28.000 --> 00:02:33.000]  想跟弟兄姐妹一起看的就是第一個功課
[00:02:33.000 --> 00:02:35.000]  門徒不是向世界跪下
[00:02:35.000 --> 00:02:38.000]  而是享福與神的教導
[00:02:38.000 --> 00:02:39.000]  聖經說
[00:02:39.000 --> 00:02:43.000]  耶穌跟門徒他們來到了加百農這個地方
[00:02:43.000 --> 00:02:46.000]  那麼耶穌在屋裡面就問門徒說
[00:02:46.000 --> 00:02:48.000]  你們在路上議論的是什麼
[00:02:48.000 --> 00:02:49.000]  門徒不作聲
[00:02:49.000 --> 00:02:50.000]  因為他們在路上呢
[00:02:50.000 --> 00:02:52.000]  幹嘛呢
[00:02:52.000 --> 00:02:55.000]  在彼此爭論誰為大
[00:02:55.000 --> 00:03:01.000]  門徒為什麼要爭論彼此爭論誰為大呢
[00:03:01.000 --> 00:03:04.000]  這是有關了誰比較重要
[00:03:04.000 --> 00:03:09.000]  誰的人生誰的身份地位比較有價值的問題
[00:03:09.000 --> 00:03:11.000]  那麼在這裡呢
[00:03:11.000 --> 00:03:19.000]  我想我們好好的看一看這個世界其實在教導世人什麼呢
[00:03:19.000 --> 00:03:21.000]  如果你細心的去想呢
[00:03:21.000 --> 00:03:22.000]  其實有個觀念呢
[00:03:22.000 --> 00:03:27.000]  已經根深蒂固的進入了很多人的生命裡面
[00:03:27.000 --> 00:03:30.000]  如果我們沒有聖經帶給我們的真理呢
[00:03:30.000 --> 00:03:32.000]  我們也是被捲在裡面
[00:03:32.000 --> 00:03:35.000]  其中一個教導就是什麼呢
[00:03:35.000 --> 00:03:38.000]  人人都有一個價
[00:03:38.000 --> 00:03:40.000]  人人都有一個價
[00:03:40.000 --> 00:03:42.000]  這世界規律
[00:03:42.000 --> 00:03:44.000]  你說我沒有這個價
[00:03:44.000 --> 00:03:47.000]  你不能收買我的
[00:03:47.000 --> 00:03:47.000]  但是呢
[00:03:47.000 --> 00:03:49.000]  有些人呢
[00:03:49.000 --> 00:03:53.000]  在100萬他不會垮
[00:03:53.000 --> 00:03:54.000]  但是呢
[00:03:54.000 --> 00:03:57.000]  給他1000萬他就垮了
[00:03:57.000 --> 00:03:58.000]  有些人給他1000萬
[00:03:58.000 --> 00:03:59.000]  他不會垮
[00:03:59.000 --> 00:04:00.000]  給他呢
[00:04:00.000 --> 00:04:02.000]  一億他就垮了
[00:04:02.000 --> 00:04:05.000]  有些人給他一億不會垮
[00:04:05.000 --> 00:04:07.000]  給他十億
[00:04:07.000 --> 00:04:08.000]  他就垮了
[00:04:08.000 --> 00:04:15.000]  我們在這個時候我們要自己反省了
[00:04:15.000 --> 00:04:17.000]  到底我們是不是也是這樣呢
[00:04:17.000 --> 00:04:23.000]  也是不知道自己會不會在哪一種壓力下呢
[00:04:23.000 --> 00:04:26.000]  完全放棄信仰呢
[00:04:26.000 --> 00:04:28.000]  在這個時候
[00:04:28.000 --> 00:04:31.000]  我們要不要先說
[00:04:31.000 --> 00:04:32.000]  我我永遠不會這樣
[00:04:32.000 --> 00:04:35.000]  而是我們要求主來幫助我們
[00:04:35.000 --> 00:04:43.000]  幫助我們真的是明白什麼叫做主耶穌基督帶給我們的真正的永恆的生命
[00:04:43.000 --> 00:04:48.000]  而不會真的不會因著自己的自高自大
[00:04:48.000 --> 00:04:51.000]  或者看不到自己生命中的黑暗
[00:04:51.000 --> 00:04:54.000]  有一天卻妥協了
[00:04:54.000 --> 00:04:57.000]  其實這這也不經意
[00:04:57.000 --> 00:04:59.000]  這個人人都有個價值
[00:04:59.000 --> 00:05:02.000]  不經意的成為了很多人所相信的
[00:05:02.000 --> 00:05:04.000]  我們怎麼知道呢
[00:05:04.000 --> 00:05:09.000]  其實很多決定跟行為都看得出來
[00:05:09.000 --> 00:05:14.000]  世界都一直以殘酷的現實
[00:05:14.000 --> 00:05:18.000]  要求世人在世界面前跪下
[00:05:18.000 --> 00:05:23.000]  不准吭聲的接受他的教導
[00:05:23.000 --> 00:05:26.000]  當時候的門徒是那樣
[00:05:26.000 --> 00:05:29.000]  今天的社會也是這樣
[00:05:29.000 --> 00:05:33.000]  甚至有些基督徒也是一樣
[00:05:33.000 --> 00:05:35.000]  比如說什麼呢
[00:05:35.000 --> 00:05:40.000]  選工作不能夠只看自己的興趣
[00:05:40.000 --> 00:05:44.000]  因為興趣不可以當飯吃
[00:05:44.000 --> 00:05:49.000]  選工作一定要看哪一份工作能夠賺比較多錢
[00:05:49.000 --> 00:05:51.000]  千萬別誤會
[00:05:51.000 --> 00:05:55.000]  不是說凡是賺很多錢的工作就是邪惡的
[00:05:55.000 --> 00:05:57.000]  沒有這回事
[00:05:57.000 --> 00:06:08.000]  但是到底是什麼在驅動我們的內心的根深蒂固的價值觀呢
[00:06:08.000 --> 00:06:13.000]  什麼使到我們的生命覺得我的人生這樣就比較重要了
[00:06:13.000 --> 00:06:15.000]  這樣就比較重要了
[00:06:15.000 --> 00:06:23.000]  在我們看到我們一邊說上帝會供應的
[00:06:23.000 --> 00:06:30.000]  但是我們會不會一邊也在世界面前跪下來呢
[00:06:30.000 --> 00:06:34.000]  因為我們已經接受了世界做我們的主人
[00:06:34.000 --> 00:06:38.000]  即使知道這主人有多麼的殘酷
[00:06:38.000 --> 00:06:42.000]  也只能夠無奈的跪在他腳前
[00:06:42.000 --> 00:06:44.000]  但是親愛的弟兄姐妹
[00:06:44.000 --> 00:06:49.000]  我們今天來到上帝的面前
[00:06:49.000 --> 00:06:53.000]  我覺得這段經文要首先提醒我們
[00:06:53.000 --> 00:06:58.000]  我們有沒有這種不能夠從主那裡的自己的教導
[00:06:58.000 --> 00:07:02.000]  來看到自己的人生價值的問題呢
[00:07:02.000 --> 00:07:06.000]  你真的能夠單單因為主耶穌接納你
[00:07:06.000 --> 00:07:09.000]  而相信你是很有價值的嗎
[00:07:09.000 --> 00:07:15.000]  還是你也不經意的讓這個世界的制度
[00:07:15.000 --> 00:07:21.000]  這個世界的標準成為了你衡量自己的價值的標準呢
[00:07:21.000 --> 00:07:23.000]  我親愛的弟兄姐妹
[00:07:23.000 --> 00:07:28.000]  我盼望你真的是能夠因為你是神的兒女
[00:07:28.000 --> 00:07:30.000]  因為你是屬神的
[00:07:30.000 --> 00:07:33.000]  而真的是看到自己寶貴的價值
[00:07:33.000 --> 00:07:39.000]  這是一個人生我們一生不斷出現的挑戰
[00:07:39.000 --> 00:07:43.000]  我們真的是需要弟兄姐妹彼此提醒
[00:07:43.000 --> 00:07:45.000]  彼此守望
[00:07:45.000 --> 00:07:51.000]  以致我們知道不是從世界的眼光來看自己的價值
[00:07:51.000 --> 00:07:56.000]  而是從神的眼光來看自己的價值
[00:07:56.000 --> 00:07:58.000]  求神幫助我們
[00:07:58.000 --> 00:08:00.000]  我們看到第二個功課
[00:08:00.000 --> 00:08:03.000]  就是他們說彼此爭論誰為大
[00:08:03.000 --> 00:08:06.000]  其實這裡牽涉了什麼問題呢
[00:08:06.000 --> 00:08:09.000]  這裡也牽涉了比較的問題
[00:08:09.000 --> 00:08:10.000]  對嗎
[00:08:10.000 --> 00:08:11.000]  他們在比較
[00:08:11.000 --> 00:08:14.000]  因為彼此爭論誰比較大
[00:08:14.000 --> 00:08:16.000]  誰比較重要
[00:08:16.000 --> 00:08:18.000]  那麼比較是什麼樣呢
[00:08:18.000 --> 00:08:22.000]  比較確實是世界的猜疑
[00:08:22.000 --> 00:08:25.000]  世界如果是一個殘酷的主人
[00:08:25.000 --> 00:08:28.000]  比較是他的世界的一個僕人
[00:08:28.000 --> 00:08:29.000]  世界的一個猜疑
[00:08:29.000 --> 00:08:34.000]  他好像被世界派來進入人的心裡面
[00:08:34.000 --> 00:08:39.000]  使人更容易的死心塌地的歸順這個世界
[00:08:39.000 --> 00:08:41.000]  通過比較
[00:08:41.000 --> 00:08:46.000]  我們把自己的價值依附在他人身上
[00:08:46.000 --> 00:08:47.000]  什麼意思呢
[00:08:47.000 --> 00:08:49.000]  就是我們比較了
[00:08:49.000 --> 00:08:51.000]  我們就看我比較幸福
[00:08:51.000 --> 00:08:52.000]  因為他比我慘
[00:08:52.000 --> 00:08:54.000]  我比較可憐
[00:08:54.000 --> 00:08:55.000]  因為他比我幸福
[00:08:55.000 --> 00:09:01.000]  這樣的價值是將自己的價值依附在他人身上的
[00:09:01.000 --> 00:09:03.000]  這是比較的功能
[00:09:03.000 --> 00:09:06.000]  世界就是要我們比較
[00:09:06.000 --> 00:09:08.000]  所以有些人就不斷的這樣比較
[00:09:08.000 --> 00:09:11.000]  哎呀我不比他好看
[00:09:11.000 --> 00:09:12.000]  我不比他漂亮
[00:09:12.000 --> 00:09:14.000]  我不比他成功
[00:09:14.000 --> 00:09:16.000]  我不比他幸福
[00:09:16.000 --> 00:09:20.000]  我不比他聰明
[00:09:20.000 --> 00:09:26.000]  很多人都陷入這種與人比較的捆綁裡面
[00:09:26.000 --> 00:09:31.000]  所以門徒他們那時候也是一樣
[00:09:31.000 --> 00:09:33.000]  他們還在比較
[00:09:33.000 --> 00:09:35.000]  到底我們在主耶穌的眼裡
[00:09:35.000 --> 00:09:37.000]  我們哪一個比較重要
[00:09:37.000 --> 00:09:39.000]  一定是你啦
[00:09:39.000 --> 00:09:41.000]  因為你常常跟耶穌在一起
[00:09:41.000 --> 00:09:42.000]  一定是你啦
[00:09:42.000 --> 00:09:45.000]  因為耶穌常常教導你
[00:09:45.000 --> 00:09:46.000]  可能你不知道
[00:09:46.000 --> 00:09:48.000]  因為那個門徒問題比較多
[00:09:48.000 --> 00:09:52.000]  所以主耶穌才要常常教導他呢
[00:09:52.000 --> 00:09:53.000]  對吧
[00:09:53.000 --> 00:09:57.000]  所以我們是怎麼看這些事情呢
[00:09:57.000 --> 00:10:00.000]  其實這種比較
[00:10:00.000 --> 00:10:04.000]  也是反映出人性因墮落之後的一種軟弱
[00:10:04.000 --> 00:10:06.000]  就是自己沒有能力
[00:10:06.000 --> 00:10:09.000]  看自己唯有價值的
[00:10:09.000 --> 00:10:11.000]  所以在這裡呢
[00:10:11.000 --> 00:10:15.000]  我們也要提醒我們自己弟兄姐妹
[00:10:15.000 --> 00:10:19.000]  如果你還有比較的心態呢
[00:10:19.000 --> 00:10:22.000]  讓今天成為一個轉捩點
[00:10:22.000 --> 00:10:23.000]  讓今天呢
[00:10:23.000 --> 00:10:24.000]  你就開始立志
[00:10:24.000 --> 00:10:28.000]  我只願意看上帝看我的價值
[00:10:28.000 --> 00:10:30.000]  而不是跟別人比較
[00:10:30.000 --> 00:10:35.000]  因為人生不是從比較而來的
[00:10:35.000 --> 00:10:38.000]  上帝給五千兩銀子
[00:10:38.000 --> 00:10:39.000]  兩千兩銀子
[00:10:39.000 --> 00:10:40.000]  一千兩銀子
[00:10:40.000 --> 00:10:42.000]  給三個不同的僕人
[00:10:42.000 --> 00:10:45.000]  他們只要有好好的使用
[00:10:45.000 --> 00:10:51.000]  上帝給的獎賞都是一樣的
[00:10:51.000 --> 00:10:56.000]  都是說你是良善又忠心的僕人
[00:10:56.000 --> 00:10:59.000]  所以我們最重要的是
[00:10:59.000 --> 00:11:02.000]  知道上帝給我們的人生是怎麼樣的規劃
[00:11:02.000 --> 00:11:06.000]  我們有沒有盡量的在上帝面前
[00:11:06.000 --> 00:11:11.000]  好好的做在他身上我們該做的事情
[00:11:11.000 --> 00:11:16.000]  以致我們的價值不是來自於與人比較
[00:11:16.000 --> 00:11:20.000]  是來自於服侍他
[00:11:20.000 --> 00:11:23.000]  我們看第三個功課
[00:11:23.000 --> 00:11:24.000]  第三個功課呢
[00:11:24.000 --> 00:11:27.000]  是講到門徒是藉著向神坦白
[00:11:27.000 --> 00:11:31.000]  而得到屬天的智慧
[00:11:31.000 --> 00:11:35.000]  我看到這裡我覺得很有意思
[00:11:35.000 --> 00:11:37.000]  請你留意第34節
[00:11:37.000 --> 00:11:38.000]  很有意思
[00:11:38.000 --> 00:11:40.000]  你看這裡說
[00:11:40.000 --> 00:11:44.000]  他們跟耶穌一起來到加百農
[00:11:44.000 --> 00:11:47.000]  然後進去房子裡面了
[00:11:47.000 --> 00:11:51.000]  耶穌就問你們在路上議論的是什麼
[00:11:51.000 --> 00:11:53.000]  我想問弟兄姐妹
[00:11:53.000 --> 00:11:56.000]  耶穌知不知道他們在議論的是什麼呢
[00:11:56.000 --> 00:11:57.000]  知道啊
[00:11:57.000 --> 00:12:00.000]  因為後面我們看到他們不說
[00:12:00.000 --> 00:12:03.000]  但是耶穌也自己講
[00:12:03.000 --> 00:12:05.000]  門徒不作聲
[00:12:05.000 --> 00:12:09.000]  這個門徒不作聲是怎麼一回事
[00:12:09.000 --> 00:12:14.000]  你覺得門徒不作聲反映了什麼呢
[00:12:14.000 --> 00:12:17.000]  我覺得這個很有意思
[00:12:17.000 --> 00:12:18.000]  非常有意思
[00:12:18.000 --> 00:12:20.000]  我覺得對人性的認識很有意思
[00:12:20.000 --> 00:12:21.000]  我覺得很有趣
[00:12:21.000 --> 00:12:27.000]  反映了門徒也懂得為自己的問題感到羞愧
[00:12:27.000 --> 00:12:29.000]  你有這樣的經歷嗎
[00:12:29.000 --> 00:12:33.000]  你明明在掙扎一些事情
[00:12:33.000 --> 00:12:35.000]  然後你糾結的不得了
[00:12:35.000 --> 00:12:37.000]  你還覺得我該不該這樣做等等
[00:12:37.000 --> 00:12:39.000]  但是有人一問起你
[00:12:39.000 --> 00:12:41.000]  你就說沒有啦
[00:12:41.000 --> 00:12:42.000]  我沒有啦
[00:12:42.000 --> 00:12:45.000]  我再看看天氣怎麼樣
[00:12:45.000 --> 00:12:47.000]  不作聲
[00:12:47.000 --> 00:12:48.000]  不想講出來
[00:12:48.000 --> 00:12:51.000]  這是多麼奇怪的一件事情
[00:12:51.000 --> 00:12:54.000]  你可以不可以跟我一起思想一下
[00:12:54.000 --> 00:12:58.000]  人類到底是一個怎樣的構造
[00:12:58.000 --> 00:13:01.000]  我覺得是一個相當複雜的構造
[00:13:01.000 --> 00:13:03.000]  這麼多年了
[00:13:03.000 --> 00:13:06.000]  人到底是怎樣的一個複雜的構造呢
[00:13:06.000 --> 00:13:09.000]  我覺得最卓越的科學家
[00:13:09.000 --> 00:13:12.000]  都沒有辦法充分的來解釋
[00:13:12.000 --> 00:13:17.000]  人類這種複雜的心理的構造是從何而來的
[00:13:17.000 --> 00:13:18.000]  明白嗎
[00:13:18.000 --> 00:13:20.000]  他可以解釋你的
[00:13:20.000 --> 00:13:23.000]  他可以嘗試解釋你的細胞是怎麼來的
[00:13:23.000 --> 00:13:26.000]  你的器官是怎麼來的
[00:13:26.000 --> 00:13:31.000]  但是這種複雜的心理是怎麼來的
[00:13:31.000 --> 00:13:34.000]  又想做又有羞恥之心
[00:13:34.000 --> 00:13:39.000]  這種又喜悅又感恩又妒忌等等
[00:13:39.000 --> 00:13:43.000]  這種心理是從何而來的呢
[00:13:43.000 --> 00:13:46.000]  比較有邏輯思考的科學家
[00:13:46.000 --> 00:13:50.000]  他們都相信認為聖經的解釋是最合理的
[00:13:50.000 --> 00:13:52.000]  是比較合理的
[00:13:52.000 --> 00:13:54.000]  人類的身體
[00:13:54.000 --> 00:13:55.000]  人類的思想
[00:13:55.000 --> 00:14:01.000]  人類的情感都是從那位有能力創造物質
[00:14:01.000 --> 00:14:03.000]  有能力創造思想
[00:14:03.000 --> 00:14:07.000]  有能力創造情感的造物主而來
[00:14:07.000 --> 00:14:15.000]  所以門徒他們一方面想要藉著真論證明自己比其他人重要
[00:14:15.000 --> 00:14:21.000]  但是一方面卻因耶穌的問題而感到羞愧
[00:14:21.000 --> 00:14:27.000]  我要跟弟兄姐妹分享一個作為牧者的心路歷程
[00:14:27.000 --> 00:14:32.000]  作為牧者有時候真的是也有這個福分
[00:14:32.000 --> 00:14:34.000]  經歷耶穌所經歷的
[00:14:34.000 --> 00:14:40.000]  有些時候明明知道弟兄姐妹陷入某種困惑了
[00:14:40.000 --> 00:14:44.000]  但卻不想讓自己知道
[00:14:44.000 --> 00:14:46.000]  你去關心他的時候
[00:14:46.000 --> 00:14:48.000]  他還掙扎不能夠說
[00:14:48.000 --> 00:14:51.000]  所以有些弟兄姐妹
[00:14:51.000 --> 00:14:53.000]  有時候就像這裡的門徒一樣
[00:14:53.000 --> 00:14:59.000]  知道自己走的方向就是神不喜悅的
[00:14:59.000 --> 00:15:00.000]  所以他自己會猜的
[00:15:00.000 --> 00:15:03.000]  他會猜牧者應該會告訴我這樣
[00:15:03.000 --> 00:15:06.000]  這是不對的等等
[00:15:06.000 --> 00:15:11.000]  他不想面對自己需要改善或者改變自己的思想
[00:15:11.000 --> 00:15:13.000]  或者決定的需要
[00:15:13.000 --> 00:15:20.000]  但是門徒不說不等於主耶穌不知道
[00:15:20.000 --> 00:15:22.000]  主很愛自己的門徒
[00:15:22.000 --> 00:15:24.000]  真的是很愛他們
[00:15:24.000 --> 00:15:27.000]  所以他就主動去問他們
[00:15:27.000 --> 00:15:32.000]  那麼弟兄姐妹如果我們要得到數天的智慧
[00:15:32.000 --> 00:15:38.000]  千萬千萬不要不向主耶穌來坦白
[00:15:38.000 --> 00:15:40.000]  不向主耶穌來坦白
[00:15:40.000 --> 00:15:42.000]  我們看一下
[00:15:42.000 --> 00:15:48.000]  在這裡我們看到第四個可以學習的功課是什麼呢
[00:15:48.000 --> 00:15:50.000]  人與人之間的彼此尊重
[00:15:50.000 --> 00:15:53.000]  不是沒有底線的尊重
[00:15:53.000 --> 00:15:57.000]  人與人之間的尊重不是沒有底線的尊重
[00:15:57.000 --> 00:16:05.000]  如果按我們現代人的一些的與人相處的一些的潛規則
[00:16:05.000 --> 00:16:08.000]  人家不說我們就應該算了吧
[00:16:08.000 --> 00:16:11.000]  這個叫做世界教導我們
[00:16:11.000 --> 00:16:13.000]  這個叫做彼此尊重
[00:16:13.000 --> 00:16:14.000]  彼此尊重
[00:16:14.000 --> 00:16:15.000]  人家都不說了
[00:16:15.000 --> 00:16:16.000]  你就由他吧
[00:16:16.000 --> 00:16:18.000]  等他想清楚了
[00:16:18.000 --> 00:16:19.000]  他來找你吧
[00:16:19.000 --> 00:16:22.000]  但是我們看到主耶穌他不是這樣
[00:16:22.000 --> 00:16:24.000]  他在屋裡他問門徒
[00:16:24.000 --> 00:16:25.000]  他直接問了
[00:16:25.000 --> 00:16:28.000]  你們在路上議論的是什麼
[00:16:28.000 --> 00:16:33.000]  之後當然有直接的討論這個問題了
[00:16:33.000 --> 00:16:39.000]  那麼在一個智慧的主耶穌面前
[00:16:39.000 --> 00:16:42.000]  門徒竟然是選擇不去面對
[00:16:42.000 --> 00:16:44.000]  這當然是一個愚昧的決定
[00:16:44.000 --> 00:16:48.000]  但我們不要在2000年後笑門徒
[00:16:48.000 --> 00:16:50.000]  我們也要問我們自己
[00:16:50.000 --> 00:16:55.000]  我們是否也每一天都願意將我們的事情
[00:16:55.000 --> 00:17:00.000]  很坦白的來到上帝面前來告訴我們的神
[00:17:00.000 --> 00:17:02.000]  來面對他
[00:17:02.000 --> 00:17:04.000]  有些人很多天都不禱告了
[00:17:04.000 --> 00:17:07.000]  因為他知道他在做一件事情
[00:17:07.000 --> 00:17:09.000]  很可能是神不喜悅的
[00:17:09.000 --> 00:17:12.000]  他以為這樣上帝就不知道
[00:17:12.000 --> 00:17:14.000]  其實他也知道上帝是知道
[00:17:14.000 --> 00:17:16.000]  他只是不想去面對上帝的答案
[00:17:16.000 --> 00:17:19.000]  因為他還不想改變自己
[00:17:19.000 --> 00:17:20.000]  我們這樣聽
[00:17:20.000 --> 00:17:25.000]  我們就會從一個旁觀者的身份來看到
[00:17:25.000 --> 00:17:27.000]  這是多麼愚昧的一個決定
[00:17:27.000 --> 00:17:32.000]  但是我們有時候也就是這麼的愚昧
[00:17:32.000 --> 00:17:34.000]  我們是選擇去面對呢
[00:17:34.000 --> 00:17:38.000]  還是我們選擇去逃避呢
[00:17:38.000 --> 00:17:42.000]  會不會是我們是相信了魔鬼的一些謊言呢
[00:17:42.000 --> 00:17:47.000]  所以不想向我們的主耶穌去坦白呢
[00:17:47.000 --> 00:17:51.000]  魔鬼的謊言會包括哪一些呢
[00:17:51.000 --> 00:17:53.000]  我想有好幾個
[00:17:53.000 --> 00:17:56.000]  比如說魔鬼會告訴我們
[00:17:56.000 --> 00:17:58.000]  耶穌什麼都知道
[00:17:58.000 --> 00:18:00.000]  我不說他也知道
[00:18:00.000 --> 00:18:01.000]  那麼你有沒有想過
[00:18:01.000 --> 00:18:05.000]  或者耶穌是想藉著你告訴他
[00:18:05.000 --> 00:18:07.000]  把事情想通呢
[00:18:07.000 --> 00:18:10.000]  又或者魔鬼有一個謊言就是
[00:18:10.000 --> 00:18:12.000]  耶穌會幫我的
[00:18:12.000 --> 00:18:14.000]  就算我不求他
[00:18:14.000 --> 00:18:15.000]  那你有沒有想過
[00:18:15.000 --> 00:18:21.000]  可能主耶穌比較重視你學會求告他呢
[00:18:21.000 --> 00:18:23.000]  魔鬼也可能給你一個謊言就說
[00:18:23.000 --> 00:18:26.000]  哎呀耶穌是關心比較重要的事情
[00:18:26.000 --> 00:18:29.000]  我的事情太不重要了
[00:18:29.000 --> 00:18:31.000]  或許你沒有想過
[00:18:31.000 --> 00:18:33.000]  你看的看為不重要的事
[00:18:33.000 --> 00:18:36.000]  主耶穌是認為非常重要的呢
[00:18:36.000 --> 00:18:39.000]  或者一件本來看起來不重要的事情
[00:18:39.000 --> 00:18:44.000]  慢慢發展就成為你罪惡的網羅呢
[00:18:44.000 --> 00:18:48.000]  或者有魔鬼可能會欺騙一些剛剛信主的人說
[00:18:48.000 --> 00:18:50.000]  耶穌應該會很忙了
[00:18:50.000 --> 00:18:52.000]  沒有時間幫我
[00:18:52.000 --> 00:18:54.000]  那可能你剛剛信主
[00:18:54.000 --> 00:18:56.000]  或許你還不明白呢
[00:18:56.000 --> 00:19:00.000]  他多麼有能力多麼有能力啊
[00:19:00.000 --> 00:19:01.000]  經文讓我們看見呢
[00:19:01.000 --> 00:19:04.000]  主耶穌正是愛門徒的主啊
[00:19:04.000 --> 00:19:07.000]  即使門徒呢不敢告訴他
[00:19:07.000 --> 00:19:09.000]  他們彼此在爭論的事情
[00:19:09.000 --> 00:19:13.000]  他還是主動的去教導他們
[00:19:13.000 --> 00:19:19.000]  我們呢是不是在乎其他人是否走在上帝的旨意中呢
[00:19:19.000 --> 00:19:23.000]  我們的彼此尊重是不是沒有底線的呢
[00:19:23.000 --> 00:19:28.000]  就算你明明看見他走向一條非常不道德的道路
[00:19:28.000 --> 00:19:31.000]  你還是說彼此尊重彼此尊重
[00:19:31.000 --> 00:19:33.000]  沒有底線的
[00:19:33.000 --> 00:19:37.000]  反正我不能夠去拆穿他
[00:19:37.000 --> 00:19:41.000]  我不能夠去這樣的讓他難看
[00:19:41.000 --> 00:19:45.000]  反正就讓他自生自滅吧
[00:19:45.000 --> 00:19:48.000]  希望主憐憫他把他救回來
[00:19:48.000 --> 00:19:50.000]  我們的彼此尊重
[00:19:50.000 --> 00:19:53.000]  是不是上帝所喜悅的那種彼此尊重呢
[00:19:53.000 --> 00:19:57.000]  這值得我們反思啊
[00:19:57.000 --> 00:19:59.000]  上帝的教導不是這樣
[00:19:59.000 --> 00:20:04.000]  難道上帝不是期望我們勸人家認識上帝
[00:20:04.000 --> 00:20:09.000]  順服上帝並按著上帝的真理來愛上帝
[00:20:09.000 --> 00:20:11.000]  以及愛人如己嗎
[00:20:11.000 --> 00:20:13.000]  難道不是這樣嗎
[00:20:13.000 --> 00:20:16.000]  上帝沒有對我們有這樣的期望嗎
[00:20:16.000 --> 00:20:20.000]  上帝教我們對人的尊重不是沒有底線的尊重
[00:20:20.000 --> 00:20:26.000]  而是以人要尊重神為底線的彼此尊重
[00:20:26.000 --> 00:20:28.000]  我們學習了這麼多的真理之後
[00:20:28.000 --> 00:20:30.000]  不管是在主日崇拜
[00:20:30.000 --> 00:20:31.000]  不管是在團祭
[00:20:31.000 --> 00:20:34.000]  不管是自己查聖經
[00:20:34.000 --> 00:20:36.000]  我們學了這麼多真理之後
