
[00:00:00.000 --> 00:00:02.000]  (主持人: 大家早安)
[00:01:14.000 --> 00:01:17.000]  (主持人: 花了很多心思 哄他開心)
[00:01:17.000 --> 00:01:20.000]  (主持人: 都是在子軀之間很快就溜走)
[00:01:20.000 --> 00:01:24.000]  (主持人: 你以為他還開心嗎 原來他仍然在生你的氣)
[00:01:24.000 --> 00:01:27.000]  (主持人: 所以原來在人生裡面 掌握不到的東西)
[00:01:27.000 --> 00:01:29.000]  (主持人: 不是只有這些偉大的事情)
[00:01:29.000 --> 00:01:31.000]  (主持人: 真是在我們生命當中有很多細微的東西)
[00:01:31.000 --> 00:01:33.000]  (主持人: 其實我們都掌握不到)
[00:01:33.000 --> 00:01:37.000]  (主持人: 來到傳道書六章十到八章十七節)
[00:01:37.000 --> 00:01:40.000]  (主持人: 我會覺得 不同的解經家有不同的看法)
[00:01:40.000 --> 00:01:45.000]  (主持人: 我覺得他是第二個回合 傳道者去思考人生)
[00:01:45.000 --> 00:01:46.000]  (主持人: 而在這個思考回合裡面)
[00:01:46.000 --> 00:01:48.000]  (主持人: 傳道者轉到另外一個人生的現象)
[00:01:48.000 --> 00:01:52.000]  (主持人: 就是他覺得 前面掌握不到這裡)
[00:01:52.000 --> 00:01:55.000]  (主持人: 他覺得很多東西都是理解不到的)
[00:01:55.000 --> 00:01:58.000]  (主持人: 六章十二節)
[00:01:58.000 --> 00:02:01.000]  (主持人: 人一生虛度的日子 有如影兒經過)
[00:02:01.000 --> 00:02:05.000]  (主持人: 誰知道什麼與他有益呢?)
[00:02:05.000 --> 00:02:08.000]  (主持人: 誰能告訴他 身後在日光之下有什麼事呢?)
[00:02:08.000 --> 00:02:10.000]  (主持人: 七章十四節)
[00:02:10.000 --> 00:02:12.000]  (主持人: 愈亨通的日子 理當喜樂)
[00:02:12.000 --> 00:02:14.000]  (主持人: 愈患難的日子 理當思想)
[00:02:14.000 --> 00:02:17.000]  (主持人: 因為神使者兩樣並列)
[00:02:17.000 --> 00:02:21.000]  (主持人: 為的事叫人查不出 身後有什麼事)
[00:02:22.000 --> 00:02:23.000]  (主持人: 八章七節)
[00:02:23.000 --> 00:02:25.000]  (主持人: 他不知道將來的事)
[00:02:25.000 --> 00:02:28.000]  (主持人: 因為將來如何 誰能告訴他呢?)
[00:02:28.000 --> 00:02:30.000]  (主持人: 八章十七節)
[00:02:30.000 --> 00:02:33.000]  (主持人: 說我就看明神一切的作為)
[00:02:33.000 --> 00:02:36.000]  (主持人: 知道人查不出日光之下所做的事)
[00:02:36.000 --> 00:02:40.000]  (主持人: 任憑他費多少力查察 都查不出來)
[00:02:40.000 --> 00:02:43.000]  (主持人: 就是智慧人想知道 也是查不出來)
[00:02:43.000 --> 00:02:45.000]  (主持人: 九章十二節)
[00:02:45.000 --> 00:02:48.000]  (主持人: 原來人也不知道自己的定期)
[00:02:48.000 --> 00:02:51.000]  (主持人: 如被惡網圈住 了被網羅捉住)
[00:02:51.000 --> 00:02:53.000]  (主持人: 禍患忽然臨到的時候)
[00:02:53.000 --> 00:02:55.000]  (主持人: 世人陷在其中 也是如此)
[00:02:55.000 --> 00:02:58.000]  (主持人: 又到十一章五到六節)
[00:02:58.000 --> 00:03:00.000]  (主持人: 國風從何到來)
[00:03:00.000 --> 00:03:03.000]  (主持人: 骨頭在懷孕婦人的胎中如何成長)
[00:03:03.000 --> 00:03:05.000]  (主持人: 你尚且不得知道)
[00:03:05.000 --> 00:03:09.000]  (主持人: 這樣行萬事之神的作為 你更不知道)
[00:03:09.000 --> 00:03:14.000]  (主持人: 早晨要殺你的種 晚上也不要揭你的手)
[00:03:14.000 --> 00:03:17.000]  (主持人: 因為你不知道那樣發禍)
[00:03:17.000 --> 00:03:20.000]  (主持人: 或是早殺的 或是晚殺的)
[00:03:20.000 --> 00:03:22.000]  (主持人: 或是兩樣都好)
[00:03:22.000 --> 00:03:27.000]  (主持人: 這裡面有很多不知道 查不到)
[00:03:27.000 --> 00:03:29.000]  (主持人: 大家想理解裡面的內容)
[00:03:29.000 --> 00:03:31.000]  (主持人: 就慢慢繼續看後面的講道)
[00:03:31.000 --> 00:03:33.000]  (主持人: 裡面的不同的經文)
[00:03:33.000 --> 00:03:35.000]  (主持人: 既然在第二個回合開始)
[00:03:35.000 --> 00:03:38.000]  (主持人: 我覺得它是在第六章第十節開始)
[00:03:38.000 --> 00:03:40.000]  (主持人: 所以我想在進入)
[00:03:40.000 --> 00:03:43.000]  (主持人: 在今天的全套書七章一到十四節的講論之前)
[00:03:43.000 --> 00:03:46.000]  (主持人: 我們重溫一點點六章十到十二節的意思)
[00:03:47.000 --> 00:03:50.000]  (主持人: 三葉經文大體上是幫我們明白)
[00:03:50.000 --> 00:03:54.000]  (主持人: 人生的道路和走向是由神定下來)
[00:03:54.000 --> 00:03:56.000]  (主持人: 人沒有改變的能力)
[00:03:56.000 --> 00:03:59.000]  (主持人: 在這樣既定的情況下)
[00:03:59.000 --> 00:04:03.000]  (主持人: 傳道者在思考過程中關心的就是)
[00:04:03.000 --> 00:04:08.000]  (主持人: 人能不能夠知道我們前面的路究竟是怎樣)
[00:04:08.000 --> 00:04:12.000]  (主持人: 就是抓不住 掌握不到)
[00:04:12.000 --> 00:04:14.000]  (主持人: 但可不可以起碼讓我知道是怎樣的)
[00:04:14.000 --> 00:04:19.000]  (主持人: 以至我能夠預備自己迎向前面人生的路)
[00:04:19.000 --> 00:04:21.000]  (主持人: 是順境 我很開心地去)
[00:04:21.000 --> 00:04:23.000]  (主持人: 知道前面有很多逆境 我就預備我的心理)
[00:04:23.000 --> 00:04:28.000]  (主持人: 預備面對這些人生各方面的挑戰和難處)
[00:04:28.000 --> 00:04:31.000]  (主持人: 我相信知道人生前面的方向)
[00:04:31.000 --> 00:04:34.000]  (主持人: 其實是每一個人或者世上很多人都期盼得到)
[00:04:34.000 --> 00:04:39.000]  (主持人: 這個也是中國民間傳統非常重要的一環)
[00:04:39.000 --> 00:04:42.000]  (主持人: 我們看到我們很想透過占卜)
[00:04:42.000 --> 00:04:45.000]  (主持人: 透過文卦 透過很多方式)
[00:04:45.000 --> 00:04:49.000]  (主持人: 希望知道我們前面的人生的順或逆)
[00:04:49.000 --> 00:04:52.000]  (主持人: 從而達到趨吉避凶的目的)
[00:04:52.000 --> 00:04:58.000]  (主持人: 不過有一次有一個很出名的占卜文卦的師傅)
[00:04:58.000 --> 00:05:04.000]  (主持人: 他那天出門口被樓上的一個瓦盤砸穿了頭)
[00:05:04.000 --> 00:05:07.000]  (主持人: 傳媒就訪問他)
[00:05:07.000 --> 00:05:11.000]  (主持人: 他說大師為什麼不趨吉避凶呢)
[00:05:11.000 --> 00:05:12.000]  (主持人: 他說你知不知道)
[00:05:12.000 --> 00:05:15.000]  (主持人: 他說知道 我知道我走出這裏就能砸到他的頭)
[00:05:15.000 --> 00:05:18.000]  (主持人: 他說為什麼你不做點事呢)
[00:05:18.000 --> 00:05:23.000]  (主持人: 他說屈指一算劫數難逃)
[00:05:23.000 --> 00:05:27.000]  (主持人: 所以我決定接受這個劫數)
[00:05:27.000 --> 00:05:29.000]  (主持人: 我說這個人有多有智慧)
[00:05:29.000 --> 00:05:31.000]  (主持人: 都被他說完了)
[00:05:31.000 --> 00:05:33.000]  (主持人: 但是真的 在人裏面)
[00:05:33.000 --> 00:05:36.000]  (主持人: 無論我們在什麼情況下我們都很想知道)
[00:05:36.000 --> 00:05:39.000]  (主持人: 就算在我們信仰裏面我們都很想知道)
[00:05:39.000 --> 00:05:41.000]  (主持人: 阿神你告訴我前面是怎樣的)
[00:05:41.000 --> 00:05:43.000]  (主持人: 特別是年輕時的阿神)
[00:05:43.000 --> 00:05:45.000]  (主持人: 可不可以給個樣子來看一看)
[00:05:45.000 --> 00:05:47.000]  (主持人: 將來我太太是怎樣)
[00:05:47.000 --> 00:05:49.000]  (主持人: 我老公是怎樣)
[00:05:49.000 --> 00:05:52.000]  (主持人: 知道就好了 不用浪費時間去追求另一個)
[00:05:52.000 --> 00:05:55.000]  (主持人: 一見到那個就是那個就可以繼續去了)
[00:05:55.000 --> 00:05:56.000]  (主持人: 原來無論在什麼信仰裏面)
[00:05:56.000 --> 00:05:59.000]  (主持人: 我們心裏面都會有這樣的想法)
[00:05:59.000 --> 00:06:01.000]  (主持人: 不過在傳道者的經驗裏面)
[00:06:01.000 --> 00:06:04.000]  (主持人: 他說無論過去有多少智慧的言論)
[00:06:04.000 --> 00:06:08.000]  (主持人: 包括可能在宗教裏面或者是一些人生智慧的言論)
[00:06:08.000 --> 00:06:11.000]  (主持人: 當他講到我們人生種種的情況的時候)
[00:06:11.000 --> 00:06:14.000]  (主持人: 他說是好像講得很好 好像很有意思)
[00:06:14.000 --> 00:06:17.000]  (主持人: 不過可惜很多時候這些智慧的言論)
[00:06:17.000 --> 00:06:20.000]  (主持人: 它不能夠經得起時間的考驗)
[00:06:20.000 --> 00:06:25.000]  (主持人: 他說人生實際上並不是好像那些言論這樣講)
[00:06:25.000 --> 00:06:27.000]  (主持人: 那句說話好像很好)
[00:06:27.000 --> 00:06:33.000]  (主持人: 但是想想我們小學中學畢業時寫的那些金句)
[00:06:33.000 --> 00:06:36.000]  (主持人: 好像很好 但你想清楚是不是真的這樣)
[00:06:36.000 --> 00:06:38.000]  (主持人: 到了這段時間我們不會這樣寫)
[00:06:38.000 --> 00:06:41.000]  (主持人: 因為經過人生的歷練你會發覺那些說話其實不是真的)
[00:06:41.000 --> 00:06:46.000]  (主持人: 所以可以這樣說)
[00:06:46.000 --> 00:06:50.000]  (主持人: 這裡呼應著傳道者前文所說)
[00:06:50.000 --> 00:06:52.000]  (主持人: 覺得智慧其實不是萬能的)
[00:06:52.000 --> 00:06:55.000]  (主持人: 因為智慧有很多的限制)
[00:06:55.000 --> 00:06:57.000]  (主持人: 因此在今天這段經文裏面)
[00:06:57.000 --> 00:06:59.000]  (主持人: 傳道者再一次向我們展示)
[00:06:59.000 --> 00:07:02.000]  (主持人: 就是智慧是極其有限的)
[00:07:03.000 --> 00:07:05.000]  七章第一至第四節是這麼說的
[00:07:05.000 --> 00:07:08.000]  命遇強如美好的高柔
[00:07:08.000 --> 00:07:11.000]  人死去的日子勝愛去出生的日子
[00:07:11.000 --> 00:07:14.000]  往喪家去 強如往燕落的家
[00:07:14.000 --> 00:07:17.000]  因為死是眾人的結局
[00:07:17.000 --> 00:07:19.000]  活人必將這事放在心上
[00:07:19.000 --> 00:07:21.000]  憂愁強如喜笑
[00:07:21.000 --> 00:07:24.000]  因為面帶愁容 終必是心喜樂
[00:07:24.000 --> 00:07:27.000]  智慧人的心在糟喪之家
[00:07:27.000 --> 00:07:30.000]  而每人的心在快樂之家
[00:07:31.000 --> 00:07:33.000]  這裡的命遇
[00:07:33.000 --> 00:07:36.000]  我相信不是指一般的明星
[00:07:36.000 --> 00:07:43.000]  而是說到神在人面前的永恆的命遇
[00:07:43.000 --> 00:07:48.000]  就是說生前有 死後仍然擁有
[00:07:48.000 --> 00:07:51.000]  能夠在神在人面前體會
[00:07:51.000 --> 00:07:53.000]  也是一個好的命遇
[00:07:53.000 --> 00:07:55.000]  而美好的高柔
[00:07:55.000 --> 00:07:58.000]  有學者指很多的財富
[00:07:58.000 --> 00:08:00.000]  很多的資材
[00:08:00.000 --> 00:08:02.000]  所以這節是說
[00:08:02.000 --> 00:08:06.000]  人能夠在死後仍然擁有美好的明星
[00:08:06.000 --> 00:08:09.000]  是遠遠比他在世上的時候
[00:08:09.000 --> 00:08:13.000]  能夠擁有豐富的資材來得更加美好
[00:08:13.000 --> 00:08:14.000]  因為一個人
[00:08:14.000 --> 00:08:16.000]  當他用他美好的品格
[00:08:16.000 --> 00:08:17.000]  建立好他的命遇
[00:08:17.000 --> 00:08:19.000]  這是無價之寶
[00:08:19.000 --> 00:08:23.000]  所以我想我們做老闆都知道
[00:08:23.000 --> 00:08:26.000]  其實有很多員工背後罵我們
[00:08:26.000 --> 00:08:28.000]  對著我們也沒辦法
[00:08:28.000 --> 00:08:29.000]  我聽說
[00:08:29.000 --> 00:08:30.000]  現在不知道是不是
[00:08:30.000 --> 00:08:33.000]  很多年前說日本人很忠心
[00:08:33.000 --> 00:08:35.000]  在公司工作一輩子
[00:08:35.000 --> 00:08:37.000]  我想他也不明白
[00:08:37.000 --> 00:08:39.000]  為什麼要工作一輩子
[00:08:39.000 --> 00:08:42.000]  後來我讀書的時候遇到一個日本人
[00:08:42.000 --> 00:08:43.000]  他告訴我
[00:08:43.000 --> 00:08:46.000]  他說大公司通常在地下室
[00:08:46.000 --> 00:08:49.000]  有高管的樣子
[00:08:49.000 --> 00:08:50.000]  那些北島翁
[00:08:50.000 --> 00:08:53.000]  我被Narissa牧師罵完
[00:08:53.000 --> 00:08:54.000]  很不開心
[00:08:54.000 --> 00:08:56.000]  想要辭職
[00:08:56.000 --> 00:08:57.000]  不辭職的
[00:08:57.000 --> 00:08:58.000]  要忠心的
[00:08:58.000 --> 00:08:59.000]  去地下室找他的樣子
[00:08:59.000 --> 00:09:00.000]  這樣打他
[00:09:00.000 --> 00:09:01.000]  打完他之後
[00:09:01.000 --> 00:09:02.000]  可以碰了
[00:09:02.000 --> 00:09:04.000]  氣都出來了
[00:09:04.000 --> 00:09:06.000]  但聖經告訴你
[00:09:06.000 --> 00:09:08.000]  原來聖經所說的名譽
[00:09:08.000 --> 00:09:10.000]  不是單單外在
[00:09:10.000 --> 00:09:13.000]  因為可能文化各方面而得到的
[00:09:13.000 --> 00:09:15.000]  而是真真正正在你的生命當中
[00:09:15.000 --> 00:09:16.000]  是因為你的品格
[00:09:16.000 --> 00:09:18.000]  以至能夠在神在人面前
[00:09:18.000 --> 00:09:20.000]  都是一個無價之寶
[00:09:20.000 --> 00:09:22.000]  不過
[00:09:22.000 --> 00:09:23.000]  坦白說
[00:09:23.000 --> 00:09:26.000]  當我們看傳道者這句話
[00:09:26.000 --> 00:09:28.000]  當我們回想自己的人生
[00:09:28.000 --> 00:09:29.000]  我們會發覺
[00:09:29.000 --> 00:09:32.000]  世人往往為了得到美高的高尤
[00:09:32.000 --> 00:09:35.000]  很多時候就輕而易舉
[00:09:35.000 --> 00:09:37.000]  放棄我們的名譽
[00:09:37.000 --> 00:09:39.000]  我們回看世界歷史
[00:09:39.000 --> 00:09:41.000]  回看很多人
[00:09:41.000 --> 00:09:43.000]  但可惜的是
[00:09:43.000 --> 00:09:44.000]  現在這個世界告訴我們
[00:09:44.000 --> 00:09:45.000]  你的名譽不重要
[00:09:45.000 --> 00:09:47.000]  你能做到就行了
[00:09:47.000 --> 00:09:49.000]  所以我們看到有些在高位
[00:09:49.000 --> 00:09:50.000]  在這個世界裡
[00:09:50.000 --> 00:09:51.000]  無論政治也好
[00:09:51.000 --> 00:09:52.000]  什麼也好
[00:09:52.000 --> 00:09:54.000]  他的道德生活可以很敗壞
[00:09:54.000 --> 00:09:55.000]  但因為他能做到
[00:09:55.000 --> 00:09:57.000]  於是他就在這個位置
[00:09:57.000 --> 00:09:59.000]  傳道者說這些就是虛空
[00:09:59.000 --> 00:10:03.000]  人死去的日子勝過他出生的日子
[00:10:03.000 --> 00:10:05.000]  我看這句話
[00:10:05.000 --> 00:10:08.000]  不知道會不會給我們一種厭世的感覺
[00:10:08.000 --> 00:10:10.000]  好像死了就好了
[00:10:10.000 --> 00:10:11.000]  好像是這樣說的
[00:10:11.000 --> 00:10:15.000]  謝偉儀博士在他所寫《試探人生》這本書
[00:10:15.000 --> 00:10:17.000]  來解釋傳道書
[00:10:17.000 --> 00:10:19.000]  他說這句話不是說
[00:10:19.000 --> 00:10:21.000]  人死了比活著更好
[00:10:21.000 --> 00:10:24.000]  而我們如果看傳道書
[00:10:24.000 --> 00:10:25.000]  我們看下去
[00:10:25.000 --> 00:10:26.000]  在第九章第五節
[00:10:26.000 --> 00:10:28.000]  他說活著的人知道必死
[00:10:28.000 --> 00:10:30.000]  死了的人毫無所知
[00:10:30.000 --> 00:10:32.000]  也不再得賞賜
[00:10:32.000 --> 00:10:34.000]  因為他們匿名已被遺忘
[00:10:34.000 --> 00:10:36.000]  然後寫了第七節
[00:10:36.000 --> 00:10:38.000]  他說江是甜美的
[00:10:38.000 --> 00:10:41.000]  眼見日剛是多麼好
[00:10:41.000 --> 00:10:43.000]  如果我們再看這兩節聖經的時候
[00:10:43.000 --> 00:10:44.000]  我們就發覺
[00:10:44.000 --> 00:10:45.000]  我們肯定傳道者不是一個
[00:10:45.000 --> 00:10:48.000]  對人生帶著很負面態度的人
[00:10:48.000 --> 00:10:50.000]  因為這兩節說得很清楚
[00:10:50.000 --> 00:10:52.000]  生命比死亡更好
[00:10:52.000 --> 00:10:54.000]  既然我們肯定傳道者
[00:10:54.000 --> 00:10:57.000]  是一個對人生帶著積極正面態度的人
[00:10:57.000 --> 00:11:00.000]  我們就說傳道書七章二到四節
[00:11:00.000 --> 00:11:02.000]  應該強調的就是
[00:11:02.000 --> 00:11:04.000]  愚昧人只是將他心思意念
[00:11:04.000 --> 00:11:07.000]  放在今世的快樂裡面
[00:11:07.000 --> 00:11:12.000]  但是智慧人更是心繫死後的情況
[00:11:12.000 --> 00:11:18.000]  我們不會將我們所有的心思意念精力
[00:11:18.000 --> 00:11:21.000]  只放在現世快樂的情況
[00:11:21.000 --> 00:11:23.000]  我們會想到死後究竟是怎樣
[00:11:23.000 --> 00:11:25.000]  智慧人心繫死後的情況
[00:11:25.000 --> 00:11:27.000]  就是究竟死後我留下的名譽
[00:11:27.000 --> 00:11:30.000]  和對之後的生命有什麼影響
[00:11:30.000 --> 00:11:34.000]  人一生可以形形異異
[00:11:34.000 --> 00:11:37.000]  只是想著我們怎樣能夠在這一世
[00:11:37.000 --> 00:11:40.000]  幾十年當中享受一個生活
[00:11:40.000 --> 00:11:41.000]  但傳道者說不是
[00:11:41.000 --> 00:11:42.000]  他想我們想想
[00:11:42.000 --> 00:11:45.000]  我們死後究竟我們帶了什麼名譽呢
[00:11:45.000 --> 00:11:47.000]  我的家人怎樣評價我呢
[00:11:47.000 --> 00:11:49.000]  我的朋友怎樣評價我呢
[00:11:49.000 --> 00:11:51.000]  我周遭的人怎樣看我呢
[00:11:51.000 --> 00:11:53.000]  還有就是在我這一世的人裡面
[00:11:53.000 --> 00:11:54.000]  我做這件事
[00:11:54.000 --> 00:11:56.000]  特別今天我們是一群有信仰的人
[00:11:56.000 --> 00:11:58.000]  我們相信耶穌是我們的主
[00:11:58.000 --> 00:11:59.000]  傳道者就說
[00:11:59.000 --> 00:12:00.000]  我們有沒有想過
[00:12:00.000 --> 00:12:03.000]  今天我們作為基督徒的生命
[00:12:03.000 --> 00:12:05.000]  我們怎樣去預備
[00:12:05.000 --> 00:12:08.000]  我們死後的生命
[00:12:08.000 --> 00:12:13.000]  而去到一個剛離世的家庭
[00:12:13.000 --> 00:12:16.000]  我相信可以給我們幾個提醒
[00:12:17.000 --> 00:12:19.000]  在牧師很多時候
[00:12:19.000 --> 00:12:20.000]  或者傳道者也是
[00:12:20.000 --> 00:12:21.000]  我們很多時候
[00:12:21.000 --> 00:12:22.000]  在喪禮裡面
[00:12:22.000 --> 00:12:24.000]  講慰勉的訊息
[00:12:24.000 --> 00:12:26.000]  有時候我們都會這樣深思
[00:12:26.000 --> 00:12:28.000]  可能去到這種情境
[00:12:28.000 --> 00:12:29.000]  我們都明白
[00:12:29.000 --> 00:12:31.000]  人人都有一死
[00:12:31.000 --> 00:12:33.000]  死後會留名
[00:12:33.000 --> 00:12:38.000]  很多人會表達對逝者的一些看法
[00:12:38.000 --> 00:12:41.000]  但究竟我們留下的是善名還是惡名
[00:12:41.000 --> 00:12:45.000]  就很在乎我們人生在世時候的表現
[00:12:46.000 --> 00:12:48.000]  我去過一個
[00:12:48.000 --> 00:12:50.000]  做傳能這麼多年
[00:12:50.000 --> 00:12:52.000]  最不開心的一個喪禮
[00:12:52.000 --> 00:12:54.000]  我回到香港不久
[00:12:54.000 --> 00:12:57.000]  幫助一個人
[00:12:57.000 --> 00:12:58.000]  他太太離世
[00:12:58.000 --> 00:13:01.000]  我就去幫他做一個喪禮
[00:13:01.000 --> 00:13:03.000]  那時候年輕
[00:13:03.000 --> 00:13:08.000]  很多過程都是和殯儀傾
[00:13:08.000 --> 00:13:10.000]  我去到一個很大的禮堂
[00:13:10.000 --> 00:13:13.000]  但我見到多少個人呢?
[00:13:13.000 --> 00:13:16.000]  有三個人
[00:13:16.000 --> 00:13:18.000]  整個禮堂有三個人
[00:13:18.000 --> 00:13:20.000]  就是他的丈夫
[00:13:20.000 --> 00:13:22.000]  和他兩個兒子
[00:13:22.000 --> 00:13:25.000]  我就問這個先生
[00:13:25.000 --> 00:13:27.000]  還有沒有人來?
[00:13:27.000 --> 00:13:28.000]  他說我還有兩個兄弟
[00:13:28.000 --> 00:13:29.000]  不是,他的太太死了
[00:13:29.000 --> 00:13:31.000]  是他媽媽死了
[00:13:31.000 --> 00:13:34.000]  我說你還有沒有親人來?
[00:13:34.000 --> 00:13:35.000]  他說我還有兩個弟弟
[00:13:35.000 --> 00:13:38.000]  不過他們說沒有家產婚不來了
[00:13:38.000 --> 00:13:42.000]  我聽到的時候心很痛
[00:13:42.000 --> 00:13:44.000]  究竟是什麼原因
[00:13:44.000 --> 00:13:46.000]  引發一個這樣的處境
[00:13:46.000 --> 00:13:47.000]  我相信真的
[00:13:47.000 --> 00:13:51.000]  傳統精神學去到一個遭殤之家
[00:13:51.000 --> 00:13:52.000]  會讓我們反思
[00:13:52.000 --> 00:13:53.000]  人人都可以死
[00:13:53.000 --> 00:13:54.000]  不過死後會留命
[00:13:54.000 --> 00:13:56.000]  究竟是善命還是惡命?
[00:13:56.000 --> 00:13:59.000]  一個正是死亡的人
[00:13:59.000 --> 00:14:00.000]  亦都可以這樣說
[00:14:00.000 --> 00:14:02.000]  他內在的生命
[00:14:02.000 --> 00:14:07.000]  一定隨著生命的歷練變得更加好
[00:14:07.000 --> 00:14:08.000]  因為他知道
[00:14:08.000 --> 00:14:10.000]  不是人死如燈滅
[00:14:10.000 --> 00:14:11.000]  不是過了這一世之後就沒事了
[00:14:11.000 --> 00:14:13.000]  過了這一世之後就沒事
[00:14:13.000 --> 00:14:14.000]  其實可以很可怕
[00:14:14.000 --> 00:14:17.000]  既然過了這一世就沒事
[00:14:17.000 --> 00:14:19.000]  我為什麼要行善?
[00:14:19.000 --> 00:14:21.000]  我為什麼要做好事?
[00:14:21.000 --> 00:14:22.000]  我為什麼不是用我的能力
[00:14:22.000 --> 00:14:24.000]  去拿到我想要的東西?
[00:14:24.000 --> 00:14:28.000]  因此智慧人會為了自己身後的名譽
[00:14:28.000 --> 00:14:30.000]  努力經營今天的生活
[00:14:30.000 --> 00:14:34.000]  因此傳道書一章七章一到四節
[00:14:34.000 --> 00:14:35.000]  可以做一個這樣的解讀
[00:14:35.000 --> 00:14:37.000]  在傳道者的反思當中
[00:14:37.000 --> 00:14:40.000]  名譽和高柔都是好的
[00:14:40.000 --> 00:14:43.000]  但無論名譽和高柔有多貴重
[00:14:43.000 --> 00:14:45.000]  都比不上生命
[00:14:45.000 --> 00:14:48.000]  我們不應該用我們的生命
[00:14:48.000 --> 00:14:51.000]  去換取名譽和高柔
[00:14:51.000 --> 00:14:53.000]  學會珍惜生命
[00:14:53.000 --> 00:14:56.000]  這個生命不單是現世代
[00:14:56.000 --> 00:14:57.000]  或者現在
[00:14:57.000 --> 00:14:59.000]  而是更加想到將來的生命
[00:14:59.000 --> 00:15:02.000]  就比得到更高的名譽
[00:15:02.000 --> 00:15:03.000]  更輕香的高柔
[00:15:03.000 --> 00:15:05.000]  更加有價值
[00:15:05.000 --> 00:15:07.000]  第五第六節
[00:15:07.000 --> 00:15:08.000]  傳道書又說
[00:15:08.000 --> 00:15:10.000]  聽智慧人的責備
[00:15:10.000 --> 00:15:13.000]  強如聽愚昧人歌唱
[00:15:13.000 --> 00:15:15.000]  因為愚昧人的笑聲
[00:15:15.000 --> 00:15:16.000]  好像窩子下面
[00:15:16.000 --> 00:15:18.000]  燒荊棘的爆聲
[00:15:18.000 --> 00:15:19.000]  這也是虛空
[00:15:19.000 --> 00:15:22.000]  既然我們知道神已經
[00:15:22.000 --> 00:15:24.000]  在我們生命當中
[00:15:24.000 --> 00:15:26.000]  定下了祂的道路和走向
[00:15:26.000 --> 00:15:29.000]  智慧人好像在這段聖經中告訴我們
[00:15:29.000 --> 00:15:31.000]  我們應該和其他智慧人一起
[00:15:31.000 --> 00:15:34.000]  尋求明白我們當行的路
[00:15:34.000 --> 00:15:37.000]  並且帶著一個謙虛的心
[00:15:37.000 --> 00:15:40.000]  接受別人的提醒
[00:15:40.000 --> 00:15:42.000]  勸勉甚至是督責
[00:15:42.000 --> 00:15:43.000]  以致我們可以在
[00:15:43.000 --> 00:15:45.000]  我們生命的路程當中
[00:15:45.000 --> 00:15:47.000]  我們時刻修正
[00:15:47.000 --> 00:15:48.000]  使我們自己
[00:15:48.000 --> 00:15:51.000]  常常行在正路之上
[00:15:51.000 --> 00:15:52.000]  而這個正路
[00:15:52.000 --> 00:15:54.000]  是以聖經作為一個標準
[00:15:54.000 --> 00:15:55.000]  而不是人世間文化
[00:15:55.000 --> 00:15:57.000]  不斷改變的影響
[00:15:57.000 --> 00:15:59.000]  當然
[00:15:59.000 --> 00:16:01.000]  其他人不一定能夠讓我看清楚
[00:16:01.000 --> 00:16:03.000]  當走的路向和方向
[00:16:03.000 --> 00:16:05.000]  但我相信他們勸導的聲音
[00:16:05.000 --> 00:16:07.000]  按照傳道者的說法
[00:16:07.000 --> 00:16:09.000]  這些人勸導的聲音
[00:16:09.000 --> 00:16:11.000]  一定勝過愚昧人提供的
