
[00:00:00.000 --> 00:00:03.460]  感謝神 今天我們要一起思想的題目叫做
[00:03:24.000 --> 00:03:27.000]  你帶領我們的生命道路
[00:03:27.000 --> 00:03:31.000]  更加陶造我們成為主你和用的器皿
[00:03:31.000 --> 00:03:34.000]  在我們生命當中 接觸的人和事
[00:03:34.000 --> 00:03:37.000]  分門別類 有很多很多
[00:03:37.000 --> 00:03:40.000]  就要我們可以學會分別為勝
[00:03:40.000 --> 00:03:42.000]  主啊 因為我們是屬於你的
[00:03:42.000 --> 00:03:44.000]  我們的言行舉止
[00:03:44.000 --> 00:03:47.000]  都要成為榮耀主你的標記
[00:03:47.000 --> 00:03:49.000]  求主你幫助我們
[00:03:49.000 --> 00:03:52.000]  不要中了那惡者的詭計
[00:03:52.000 --> 00:03:54.000]  求主你也帶領我們
[00:03:54.000 --> 00:03:56.000]  打開我們的心扉
[00:03:56.000 --> 00:03:58.000]  將主你的提醒和話語
[00:03:58.000 --> 00:04:01.000]  充充滿滿地澆灌在我們的心田當中
[00:04:01.000 --> 00:04:03.000]  要我們學習 領受
[00:04:03.000 --> 00:04:05.000]  並且行出主的真道
[00:04:05.000 --> 00:04:08.000]  我們要將以下聆聽主你話語的時間
[00:04:08.000 --> 00:04:11.000]  恭敬交託在主的手中
[00:04:11.000 --> 00:04:13.000]  求主你親自地帶領並悅納
[00:04:13.000 --> 00:04:16.000]  同心禱告奉主明求
[00:04:16.000 --> 00:04:17.000]  Amen
[00:04:17.000 --> 00:04:20.000]  好 那麼有三點的提醒啊
[00:04:20.000 --> 00:04:23.000]  第一點呢 也來自於保羅的忠告
[00:04:23.000 --> 00:04:26.000]  就是生活中的警醒
[00:04:26.000 --> 00:04:28.000]  生活中的警醒
[00:04:28.000 --> 00:04:30.000]  一開始六節就說了
[00:04:30.000 --> 00:04:33.000]  弟兄們啊 我們奉主耶穌基督的名
[00:04:33.000 --> 00:04:35.000]  吩咐你們
[00:04:35.000 --> 00:04:37.000]  就講到了有一些人啊
[00:04:37.000 --> 00:04:40.000]  甚至還在他們的群體當中
[00:04:40.000 --> 00:04:44.000]  他們這些人呢 不按規矩而行
[00:04:44.000 --> 00:04:48.000]  不遵守從我們所受的教訓
[00:04:48.000 --> 00:04:51.000]  這個時候呢 要遠離他們
[00:04:51.000 --> 00:04:54.000]  所以呢 也就作為一個分別了
[00:04:54.000 --> 00:04:58.000]  有遠離的 但是呢 還有效法的
[00:04:58.000 --> 00:05:02.000]  效法就是呢 言行一致的師徒團隊
[00:05:02.000 --> 00:05:05.000]  保羅 希拉 提摩泰
[00:05:05.000 --> 00:05:08.000]  所以這裡呢 用了一個我們啊
[00:05:08.000 --> 00:05:10.000]  效法我們
[00:05:10.000 --> 00:05:12.000]  因為我們在你們中間
[00:05:12.000 --> 00:05:15.000]  未嘗不按規矩而行
[00:05:15.000 --> 00:05:19.000]  知道有一個怎麼樣的一個生活的標準
[00:05:19.000 --> 00:05:21.000]  知道應該怎麼行出來
[00:05:21.000 --> 00:05:24.000]  使徒就是這樣做的見證
[00:05:24.000 --> 00:05:26.000]  這裡呢 就讓我們看到了一個詞啊
[00:05:26.000 --> 00:05:28.000]  叫做 按規矩
[00:05:28.000 --> 00:05:32.000]  這個規矩呢 來自於上帝的吩咐
[00:05:32.000 --> 00:05:34.000]  來自於上帝的話語
[00:05:34.000 --> 00:05:38.000]  在我們的生活模式底下呢
[00:05:38.000 --> 00:05:41.000]  所有被主所分別為聖的兒女呢
[00:05:41.000 --> 00:05:44.000]  都有他教導的一套生活的守則
[00:05:44.000 --> 00:05:48.000]  方式 還有道德的倫理
[00:05:48.000 --> 00:05:50.000]  這個是合一的
[00:05:50.000 --> 00:05:53.000]  而且呢 是對我們自己 還有群體
[00:05:53.000 --> 00:05:56.000]  有幫助 有建立
[00:05:56.000 --> 00:05:59.000]  而且也是上帝所喜悅的
[00:05:59.000 --> 00:06:02.000]  但是就在這前提之下呢
[00:06:02.000 --> 00:06:05.000]  總會有一些人
[00:06:05.000 --> 00:06:08.000]  覺得自己很聰明 很特別
[00:06:08.000 --> 00:06:10.000]  想要按照自己的想法
[00:06:10.000 --> 00:06:14.000]  去行一些神沒有吩咐
[00:06:14.000 --> 00:06:18.000]  或者是神吩咐不要那樣做的事情
[00:06:18.000 --> 00:06:21.000]  自己以為好像自己很了不起
[00:06:21.000 --> 00:06:24.000]  自己以為好像自己
[00:06:24.000 --> 00:06:26.000]  很聰明 很偷了懶
[00:06:26.000 --> 00:06:29.000]  好像很拙術
[00:06:29.000 --> 00:06:32.000]  但是呢 人就是這樣
[00:06:32.000 --> 00:06:35.000]  偏行己路 如羊走米啊
[00:06:35.000 --> 00:06:38.000]  不知不覺呢 把自己
[00:06:38.000 --> 00:06:41.000]  也就陷入了這樣一種的 餓
[00:06:41.000 --> 00:06:44.000]  和懶的行為當中
[00:06:44.000 --> 00:06:47.000]  如果大家看聖經 你也不難看到
[00:06:47.000 --> 00:06:50.000]  人總是犯罪呢 就是行在了
[00:06:50.000 --> 00:06:53.000]  自己的一些的想法和作為
[00:06:53.000 --> 00:06:56.000]  裡面了 包括伊甸園的犯罪
[00:06:56.000 --> 00:06:59.000]  人類各樣的一些的偏行
[00:06:59.000 --> 00:07:02.000]  己路的行為 都是走在了
[00:07:02.000 --> 00:07:05.000]  這樣一種的自以為意的生活
[00:07:05.000 --> 00:07:08.000]  當中 神明明有他的
[00:07:08.000 --> 00:07:11.000]  吩咐 他的喜悅 但人
[00:07:11.000 --> 00:07:14.000]  總要取代神的角色
[00:07:14.000 --> 00:07:17.000]  那麼我們如果看 按才受託的
[00:07:17.000 --> 00:07:20.000]  比喻呢 在馬太福音第25章
[00:07:20.000 --> 00:07:23.000]  就會看到啊 天國就
[00:07:23.000 --> 00:07:26.000]  好像把天國的一個觀景
[00:07:26.000 --> 00:07:29.000]  就用比喻告訴那些願意聽
[00:07:29.000 --> 00:07:32.000]  神的道的一些的群體了
[00:07:32.000 --> 00:07:35.000]  他的門徒了 就告訴他們了
[00:07:35.000 --> 00:07:38.000]  天國又好比 一個人要
[00:07:38.000 --> 00:07:41.000]  往外國去 就叫了他的僕人來了
[00:07:41.000 --> 00:07:44.000]  他有幾個僕人啊 我們熟悉這段比喻的弟兄姊妹
[00:07:44.000 --> 00:07:47.000]  三個僕人 對了 很好啊
[00:07:47.000 --> 00:07:50.000]  他們有同樣的身份 都是僕人
[00:07:50.000 --> 00:07:53.000]  有同樣的主人 都是
[00:07:53.000 --> 00:07:56.000]  這位給他們託付的主 但是呢
[00:07:56.000 --> 00:07:59.000]  卻按著他們不同的一個才能的領受
[00:07:59.000 --> 00:08:02.000]  才幹的領受 有不同的一個
[00:08:02.000 --> 00:08:05.000]  的託付 在他們的行為當中呢
[00:08:05.000 --> 00:08:08.000]  卻做了截然不同的回應
[00:08:08.000 --> 00:08:11.000]  其中呢 領受5000兩和2000兩呢
[00:08:11.000 --> 00:08:14.000]  衷心做自己的服侍和侍奉
[00:08:14.000 --> 00:08:17.000]  的崗位了 又拿去投資
[00:08:17.000 --> 00:08:20.000]  又賺到了相應對等的金錢
[00:08:20.000 --> 00:08:23.000]  那一個的人呢 1000兩的那位呢
[00:08:23.000 --> 00:08:26.000]  他就把他埋在了地裡啊
[00:08:26.000 --> 00:08:29.000]  主人回來的時候呢 他就把這1000兩
[00:08:29.000 --> 00:08:32.000]  再挖出來給到他的主人啊
[00:08:32.000 --> 00:08:35.000]  沒有其中用心的
[00:08:35.000 --> 00:08:38.000]  去做主人對他託付的事情
[00:08:38.000 --> 00:08:41.000]  在他們所回應的過程當中呢
[00:08:41.000 --> 00:08:44.000]  就把這個群體當中的三個僕人
[00:08:44.000 --> 00:08:47.000]  雖然只有三個不多
[00:08:47.000 --> 00:08:50.000]  分成了兩大類別
[00:08:50.000 --> 00:08:53.000]  兩大類別 有一類呢 叫做
[00:08:53.000 --> 00:08:56.000]  又良善又忠心的僕人
[00:08:56.000 --> 00:08:59.000]  要進來享受主人的快樂的
[00:08:59.000 --> 00:09:02.000]  這個比喻不單只是一個託付
[00:09:02.000 --> 00:09:05.000]  那麼簡單啊 比喻的重點呢
[00:09:05.000 --> 00:09:08.000]  在一開頭的兩個字已經講得很清楚了
[00:09:08.000 --> 00:09:11.000]  一開頭的兩個字是什麼啊
[00:09:11.000 --> 00:09:14.000]  天國 天國
[00:09:14.000 --> 00:09:17.000]  天國 進來享受主人的快樂
[00:09:17.000 --> 00:09:20.000]  那一個呢 叫做
[00:09:20.000 --> 00:09:23.000]  又餓又懶的僕人 你不可以了
[00:09:23.000 --> 00:09:26.000]  他就在外面哀哭怯慈了
[00:09:26.000 --> 00:09:29.000]  這個僕人 所以就看到
[00:09:29.000 --> 00:09:32.000]  同樣一個群體當中
[00:09:32.000 --> 00:09:35.000]  因著他們有一些的不同的景況和
[00:09:35.000 --> 00:09:38.000]  回應的時候 就分出來兩類
[00:09:38.000 --> 00:09:41.000]  不同的僕人來了
[00:09:41.000 --> 00:09:44.000]  所以我們在這裡看到啊 又餓又懶的僕人
[00:09:44.000 --> 00:09:47.000]  就會在帖薩諾尼加後書這裡呢
[00:09:47.000 --> 00:09:50.000]  成為了一個反面的教材
[00:09:50.000 --> 00:09:55.000]  在之前的講道當中呢 在第三章的第二節裡面就講到了
[00:09:55.000 --> 00:10:00.000]  又叫我們脫離那無理智惡人的手
[00:10:00.000 --> 00:10:03.000]  又餓又懶
[00:10:03.000 --> 00:10:06.000]  這裡到了第十一節 什麼功都不做
[00:10:06.000 --> 00:10:09.000]  又懶的人 你們要脫離他們
[00:10:09.000 --> 00:10:12.000]  不要和他們在一起啊
[00:10:12.000 --> 00:10:14.000]  那麼我們再來回來看
[00:10:14.000 --> 00:10:17.000]  為什麼那個又餓又懶的僕人
[00:10:17.000 --> 00:10:20.000]  最終會鑄成他生命的大錯呢
[00:10:20.000 --> 00:10:23.000]  錯得那麼離譜呢
[00:10:23.000 --> 00:10:26.000]  終結原因呢 是他
[00:10:26.000 --> 00:10:30.000]  關鍵的錯誤是對上帝認知的錯誤
[00:10:30.000 --> 00:10:34.000]  理解錯了 神不是他理解的那位神
[00:10:34.000 --> 00:10:37.000]  他是這樣控訴神的啊 他是說
[00:10:37.000 --> 00:10:41.000]  主啊 我知道你是忍心的人
[00:10:41.000 --> 00:10:44.000]  沒有種的地方要收割
[00:10:44.000 --> 00:10:47.000]  沒有散的地方要聚斂
[00:10:47.000 --> 00:10:51.000]  所以我就很害怕 就把錢就埋在了地裡了
[00:10:51.000 --> 00:10:54.000]  因著他內心的懼怕
[00:10:54.000 --> 00:10:57.000]  他就不敢做任何的舉動
[00:10:57.000 --> 00:11:00.000]  就做了最保守的一個保留了
[00:11:00.000 --> 00:11:04.000]  但是神不是這樣一個特性的神
[00:11:04.000 --> 00:11:07.000]  神明明給了他 雖然他的才能不夠啊
[00:11:07.000 --> 00:11:10.000]  給了他多少啊 一千 對了
[00:11:10.000 --> 00:11:13.000]  還給了他一千的一個託付
[00:11:13.000 --> 00:11:17.000]  完全不是他理解的這樣一個神的特性
[00:11:17.000 --> 00:11:21.000]  但是呢 他卻完全的辜負了神的託付
[00:11:21.000 --> 00:11:26.000]  做出了錯事 人呢 總是喜歡按照自己的理解
[00:11:26.000 --> 00:11:31.000]  去做一些的舉動 總以為自己是做對的事情
[00:11:31.000 --> 00:11:35.000]  經常還會造成很大的一些的後果
[00:11:35.000 --> 00:11:40.000]  話說呢 前一段時間呢 有一個愛貓的一位大學生呢
[00:11:40.000 --> 00:11:45.000]  他很關心一些在他學校裡面的流浪小貓啊
[00:11:45.000 --> 00:11:48.000]  他很可憐他們
[00:11:48.000 --> 00:11:52.000]  那經過了連日的下雨以後呢 連日的下雨以後
[00:11:52.000 --> 00:11:56.000]  他就發現 欸 這些貓 好像感冒了
[00:11:56.000 --> 00:12:01.000]  那怎麼辦呢 他就覺得人感冒了應該吃感冒藥
[00:12:01.000 --> 00:12:05.000]  他就可憐這些貓啊 就用了人的感冒藥
[00:12:05.000 --> 00:12:09.000]  想要餵給這些的貓吃 他就發現
[00:12:09.000 --> 00:12:13.000]  這些貓不吃 那接下來呢 他就求助
[00:12:13.000 --> 00:12:18.000]  上網求助 怎麼樣讓貓可以吃那些的藥呢
[00:12:18.000 --> 00:12:23.000]  還學習了很多啊 混在貓 愛吃的貓糧裡面
[00:12:23.000 --> 00:12:26.000]  平時他怎麼去關愛貓的 餵他們貓糧的
[00:12:26.000 --> 00:12:30.000]  就混在了愛吃的貓糧裡面 再去餵這些貓吃啊
[00:12:30.000 --> 00:12:33.000]  終於這些貓又吃了
[00:12:33.000 --> 00:12:38.000]  吃了以後呢 他就發現 欸 怎麼死了一批貓啊
[00:12:38.000 --> 00:12:42.000]  他還不覺得自己做錯 他覺得自己做晚了
[00:12:42.000 --> 00:12:46.000]  他覺得 哎呀 肯定是自己餵晚了啊 這些藥啊
[00:12:46.000 --> 00:12:51.000]  於是呢 他又趕快去買藥了啊 再去餵這些貓啊
[00:12:51.000 --> 00:12:55.000]  以至於呢 這個全部貓的一些群體
[00:12:55.000 --> 00:12:58.000]  基本上是全軍覆沒啊
[00:12:58.000 --> 00:13:02.000]  後來呢 他把這個事件呢 被流傳出去呢
[00:13:02.000 --> 00:13:05.000]  別人才告訴他 給他科普啊
[00:13:05.000 --> 00:13:08.000]  原來在人吃的這個感冒藥裡面呢
[00:13:08.000 --> 00:13:13.000]  有一種這個乙醺胺 胺基酚的一種的成分
[00:13:13.000 --> 00:13:16.000]  這個成分呢 對人來說呢 是很好的
[00:13:16.000 --> 00:13:19.000]  鎮痛啊 幫助感冒 癒合的一種的藥
[00:13:19.000 --> 00:13:23.000]  但對貓來說呢 卻是一種的毒藥啊
[00:13:23.000 --> 00:13:27.000]  你按照自己的想法 想要去關愛
[00:13:27.000 --> 00:13:30.000]  這些流浪貓的時候呢 卻引致了
[00:13:30.000 --> 00:13:34.000]  這樣一個貓的群體啊 全部的死亡啊
[00:13:34.000 --> 00:13:39.000]  就是人按照自己的理解 做到一些的事情
[00:13:39.000 --> 00:13:43.000]  所以呢 我們在覺得這個大學生
[00:13:43.000 --> 00:13:47.000]  很無知的一個情形下呢
[00:13:47.000 --> 00:13:51.000]  其實我們有的時候 也容易步入到
[00:13:51.000 --> 00:13:54.000]  這樣一種 按自己的理解
[00:13:54.000 --> 00:13:58.000]  去做選擇和做事的一種的情況當下
[00:13:58.000 --> 00:14:02.000]  以為自己是好的 就去做了
[00:14:02.000 --> 00:14:06.000]  以為自己好像很有拙數 就去選擇了
[00:14:06.000 --> 00:14:10.000]  忘記了看真正這個世界的標準
[00:14:10.000 --> 00:14:15.000]  忘記了尋求真理究竟是怎麼樣子的
[00:14:15.000 --> 00:14:20.000]  世界終極的標準 在於找到真理
[00:14:20.000 --> 00:14:23.000]  耶穌祂怎麼說呢 祂就是什麼啊
[00:14:23.000 --> 00:14:26.000]  道路 真理和生命
[00:14:26.000 --> 00:14:31.000]  若不藉著它 沒有人能夠到負那裡去
[00:14:31.000 --> 00:14:35.000]  明明已經啟示給了我們眾人了
[00:14:35.000 --> 00:14:39.000]  還有世界上的人 很多人還不以為然的
[00:14:39.000 --> 00:14:42.000]  還有很多有的時候弟兄姊妹
[00:14:42.000 --> 00:14:45.000]  以為自己有僥倖心理的
[00:14:45.000 --> 00:14:49.000]  沒有真正的尋求和聽神的標準
[00:14:49.000 --> 00:14:52.000]  也就是在今天的提醒當中啊
[00:14:52.000 --> 00:14:55.000]  不按規矩去行的
[00:14:55.000 --> 00:14:59.000]  依舊活在他自己的懶惰當中嘛
[00:14:59.000 --> 00:15:01.000]  懶惰當中
[00:15:01.000 --> 00:15:04.000]  現今的生活呢 這樣一種懶惰的行為呢
[00:15:04.000 --> 00:15:07.000]  也是在影響著我們的社會啊
[00:15:07.000 --> 00:15:10.000]  現在還流行的兩個詞
[00:15:10.000 --> 00:15:13.000]  成為現在新一代年輕人一種
[00:15:13.000 --> 00:15:16.000]  生命的挑戰 還有影響
[00:15:16.000 --> 00:15:18.000]  這兩個字說出來 大家肯定
[00:15:18.000 --> 00:15:21.000]  兩個詞都不會陌生的啊
[00:15:21.000 --> 00:15:25.000]  是什麼啊 坦平 百爛
[00:15:25.000 --> 00:15:28.000]  坦平和百爛
[00:15:28.000 --> 00:15:31.000]  現在年輕人覺得有的時候
[00:15:31.000 --> 00:15:33.000]  我已經很累了
[00:15:33.000 --> 00:15:36.000]  這個世界好煩喲
[00:15:36.000 --> 00:15:41.000]  甚至呢 都不會依照自己的期望去行的時候
[00:15:41.000 --> 00:15:43.000]  覺得受到了打擊
[00:15:43.000 --> 00:15:46.000]  覺得不是自己的預期的時候
[00:15:46.000 --> 00:15:49.000]  就中了那惡者的詭計
[00:15:49.000 --> 00:15:52.000]  他們開始放棄了自己的前路
[00:15:52.000 --> 00:15:55.000]  放棄了可能有的各樣的機會
[00:15:55.000 --> 00:15:58.000]  浪費了很多的時間
[00:15:58.000 --> 00:16:02.000]  於是呢 就中了那惡者啊 魔鬼撒旦
[00:16:02.000 --> 00:16:04.000]  想要我們屬神的群體
[00:16:04.000 --> 00:16:06.000]  有上帝形象的人
[00:16:06.000 --> 00:16:10.000]  應該活出的那種榮美啊
[00:16:10.000 --> 00:16:13.000]  我們辛勤勞作 互相的建立
[00:16:13.000 --> 00:16:15.000]  得蒙神的恩典
[00:16:15.000 --> 00:16:19.000]  行在和主的一種呼應的關係當中
[00:16:19.000 --> 00:16:24.000]  是何等美好 何等蒙福的一件事情
[00:16:24.000 --> 00:16:26.000]  但是現在的價值觀呢
[00:16:26.000 --> 00:16:28.000]  卻給我們的年輕群體
[00:16:28.000 --> 00:16:30.000]  甚至是給我們的社會
[00:16:30.000 --> 00:16:33.000]  帶來如此大的衝擊啊
[00:16:33.000 --> 00:16:37.000]  豈不知呢 這樣一個社會問題呢
[00:16:37.000 --> 00:16:40.000]  要從 就是剛才我們說的啊
[00:16:40.000 --> 00:16:44.000]  對神的錯誤 害怕犯錯
[00:16:44.000 --> 00:16:46.000]  那個又餓又懶的僕人
[00:16:46.000 --> 00:16:49.000]  其實他什麼也沒做啊
[00:16:49.000 --> 00:16:53.000]  犯在我們現在的這樣一個處境下
[00:16:53.000 --> 00:16:54.000]  他應該也是這位
[00:16:54.000 --> 00:16:57.000]  坦平和擺爛的一個僕人啊
[00:16:57.000 --> 00:17:01.000]  什麼都不做 以為自己最保險啊
[00:17:01.000 --> 00:17:05.000]  豈不知他當時 錯誤的開始
[00:17:05.000 --> 00:17:08.000]  也要由正確的一個理解
[00:17:08.000 --> 00:17:11.000]  來進行彌補 彌補
[00:17:11.000 --> 00:17:15.000]  要從對神正確的認知
[00:17:15.000 --> 00:17:19.000]  和建立一個關係開始
[00:17:19.000 --> 00:17:22.000]  他才可以重燃你內心的火
[00:17:22.000 --> 00:17:25.000]  他覺得這個社會對我來說
[00:17:25.000 --> 00:17:28.000]  都已經不看好的時候
[00:17:28.000 --> 00:17:30.000]  他豈不知不知道
[00:17:30.000 --> 00:17:33.000]  自己在神的眼中
[00:17:33.000 --> 00:17:35.000]  是唯尊唯寶的
[00:17:35.000 --> 00:17:38.000]  神看你是寶貝
[00:17:38.000 --> 00:17:41.000]  他也不能理解
[00:17:41.000 --> 00:17:45.000]  就算這個世界給他各樣的挑戰的話
[00:17:45.000 --> 00:17:48.000]  神有一個美好的計畫
[00:17:48.000 --> 00:17:52.000]  在他的 在我們每一個人的生命當中的
[00:17:52.000 --> 00:17:55.000]  都有這個計畫在我們的生命當中的
[00:17:55.000 --> 00:17:59.000]  當你願意起來擺善的時候
[00:17:59.000 --> 00:18:00.000]  神和你同行
[00:18:00.000 --> 00:18:04.000]  有這一種生命中的呼應的時候
[00:18:04.000 --> 00:18:08.000]  是一個何等美好的一個人生之路
[00:18:08.000 --> 00:18:11.000]  所以呢 那惡者啊
[00:18:11.000 --> 00:18:13.000]  把他的破壞的觸角
[00:18:13.000 --> 00:18:15.000]  在這個社會
[00:18:15.000 --> 00:18:18.000]  甚至在當年的鐵撒羅尼加教會
[00:18:18.000 --> 00:18:20.000]  甚至今天還會在我們
[00:18:20.000 --> 00:18:24.000]  屬神的群體當中進行破壞
[00:18:24.000 --> 00:18:26.000]  他要讓你的
[00:18:26.000 --> 00:18:30.000]  社會當中要坦平 要擺爛
[00:18:30.000 --> 00:18:33.000]  在屬靈的信仰生命當中呢
[00:18:33.000 --> 00:18:36.000]  會冷淡 會消極
[00:18:36.000 --> 00:18:39.000]  但是神 透過保羅他們群體
[00:18:39.000 --> 00:18:43.000]  當時給到鐵撒羅尼加教會的提醒
[00:18:43.000 --> 00:18:46.000]  今天也要提醒我們
[00:18:46.000 --> 00:18:50.000]  我們整個人一個積極面的一個啟動
[00:18:50.000 --> 00:18:55.000]  來自於你生命當中內心火熱的開始
[00:18:55.000 --> 00:18:58.000]  有了這種內心的火熱
[00:18:58.000 --> 00:19:00.000]  你會發現
[00:19:00.000 --> 00:19:03.000]  我的侍奉不單是在教會的
[00:19:03.000 --> 00:19:06.000]  在我的家庭 在我的職場
[00:19:06.000 --> 00:19:09.000]  都是一個榮耀神的過程
[00:19:09.000 --> 00:19:14.000]  神也願意建立你成為他榮耀的見證
[00:19:14.000 --> 00:19:17.000]  甚至在當時保羅的教導裡面呢
[00:19:17.000 --> 00:19:20.000]  他有一個懲戒
[00:19:20.000 --> 00:19:23.000]  不單是對他們一個勸戒那麼簡單
[00:19:23.000 --> 00:19:25.000]  要有懲罰的
[00:19:25.000 --> 00:19:28.000]  你們這些傢伙 你們這些人
[00:19:28.000 --> 00:19:30.000]  這麼懶啊
[00:19:30.000 --> 00:19:34.000]  他告訴他 若有人不肯做工
[00:19:34.000 --> 00:19:36.000]  就怎麼樣啊
[00:19:36.000 --> 00:19:39.000]  就不可吃飯
[00:19:39.000 --> 00:19:42.000]  要為你的行為付上代價
[00:19:42.000 --> 00:19:46.000]  不要總是享受別人的勞動果實
[00:19:46.000 --> 00:19:50.000]  現在我們有很多的父母
[00:19:50.000 --> 00:19:52.000]  很多的一個導師
[00:19:52.000 --> 00:19:55.000]  當然都是關切我們的下一代
[00:19:55.000 --> 00:19:57.000]  總是想給他們最好的
[00:19:57.000 --> 00:19:59.000]  但是忘記了
[00:19:59.000 --> 00:20:03.000]  神也把權柄也要放在我們的生命當中
[00:20:03.000 --> 00:20:06.000]  有來自於愛心的同行
[00:20:06.000 --> 00:20:10.000]  也要來自於真理的勸戒
[00:20:10.000 --> 00:20:14.000]  告訴他們 這樣一種的生命態度
[00:20:14.000 --> 00:20:16.000]  是神不惜約的
[00:20:16.000 --> 00:20:19.000]  但是沒關係 我願意陪伴你
[00:20:19.000 --> 00:20:24.000]  回到神的一個正道和易路當中
[00:20:24.000 --> 00:20:26.000]  所以呢 我們可以看到
[00:20:26.000 --> 00:20:31.000]  在這一些不肯做工的群體裡面
