
[00:00:00.000 --> 00:00:04.000]  新年快樂,新年蒙福!
[00:11:45.000 --> 00:11:52.000]  原來上帝給你是打獵的,原來上帝給你是成為一個鐵匠。
[00:11:52.000 --> 00:11:59.000]  你慢慢會發現自己的才幹,然後你喜樂的去做你的事情,然後歸榮耀給上帝。
[00:11:59.000 --> 00:12:06.000]  可是罪一來,其實換了軌道,走向一個自私自利,走自己的路。
[00:12:06.000 --> 00:12:18.000]  反正就是要比別人強,然後要能夠的話,要過河拆橋,落井下石,欺壓弱小。
[00:12:18.000 --> 00:12:21.000]  反正就是要自己成功的罪惡的軌道。
[00:12:21.000 --> 00:12:29.000]  但是很多人不知道這條軌道有一個結局的,就是永遠的審判的結局。
[00:12:29.000 --> 00:12:41.000]  換了一條軌道,該引殺了亞伯,就是罪的根源,因為那罪伏在你的門口,想要控制你。
[00:12:41.000 --> 00:12:52.000]  所以現今社會的家庭的各種挑戰的根源,從基督教的角度來看,就是罪的根源,就是人性的根源。
[00:12:52.000 --> 00:12:59.000]  所以我們支持提倡教育,我們基督教是辦最多學校的。
[00:12:59.000 --> 00:13:07.000]  基督教開始的時候,在很多地方沒學校的時候,沒有高等教育的時候,辦很多學校,因為基督教相信教育。
[00:13:07.000 --> 00:13:13.000]  但是,相信教育是不足夠改變人的罪性。
[00:13:13.000 --> 00:13:21.000]  所以基督教講的是什麼呢?教會與福音,才能夠改變人的罪性。
[00:13:21.000 --> 00:13:30.000]  因為是基督的教會,基督的救贖在教會裡面,福音來改變生命,教育才有效。
[00:13:30.000 --> 00:13:36.000]  所以罪的根源,必須用上帝的救恩來處理。
[00:13:36.000 --> 00:13:39.000]  這個我們剛看了,是現今社會的各種挑戰。
[00:13:39.000 --> 00:13:43.000]  我要快快看第二部分,因為第三部分我要講多一點。
[00:13:43.000 --> 00:13:47.000]  第二部分是講,從聖經看上帝所喜悅的家。
[00:13:47.000 --> 00:13:53.000]  我們從聖經裡面,自理行間,我們看到上帝期望的家庭是怎樣的。
[00:13:53.000 --> 00:14:02.000]  我要請你在這個時候,放鬆自己去想象一下,真正上帝理想的家庭是怎樣的。
[00:14:02.000 --> 00:14:07.000]  第一,丈夫是愛妻子愛得不得了的。
[00:14:07.000 --> 00:14:13.000]  無微不至的,無條件的犧牲的愛,愛他的妻子的。
[00:14:13.000 --> 00:14:16.000]  甘願什麼都為他放下的。
[00:14:16.000 --> 00:14:23.000]  只要妻子感受到自己被寵,是世界上最特別的那一個人。
[00:14:23.000 --> 00:14:29.000]  這是這裡講的,丈夫要愛妻子,妻子要順服丈夫。
[00:14:29.000 --> 00:14:34.000]  因為妻子得到這樣的一份愛,順服丈夫變成非常的自然了。
[00:14:34.000 --> 00:14:42.000]  這麼都願意為我死的人,你說什麼我都自然的願意聽了。
[00:14:42.000 --> 00:14:48.000]  因為你常常都讓我,就我很容易順服,不是變成一個苦菜。
[00:14:48.000 --> 00:14:49.000]  明白嗎?
[00:14:49.000 --> 00:14:52.000]  所以,以福所述這裡說得好,
[00:14:52.000 --> 00:14:57.000]  你們做妻子的,當順服自己的丈夫,如同順服主。
[00:14:57.000 --> 00:15:05.000]  你們做丈夫的,要愛你們的妻子,正如基督愛教會,為教會捨棄。
[00:15:05.000 --> 00:15:11.000]  這裡有個比喻,我常在姊妹團慶教大家那個原則的。
[00:15:11.000 --> 00:15:17.000]  因為很多姊妹都說,要順服丈夫,無條件的順服他媽媽,
[00:15:17.000 --> 00:15:22.000]  還要像教會順服基督一樣。
[00:15:22.000 --> 00:15:28.000]  我的天哪,早知道我不嫁了。
[00:15:28.000 --> 00:15:33.000]  其實,這裡的原則很簡單,我常在姊妹團慶教導他們。
[00:15:33.000 --> 00:15:37.000]  現在跟大家再講一遍,有些人已經曾經聽過。
[00:15:37.000 --> 00:15:43.000]  這裡有個對比,就是丈夫要愛妻子,如同基督愛教會。
[00:15:43.000 --> 00:15:48.000]  妻子要順服丈夫,如同教會要順服基督。
[00:15:48.000 --> 00:15:56.000]  所以,有兩句話,就幫助大家處理,到底是什麼叫做無條件的順服。
[00:15:56.000 --> 00:15:59.000]  第一句話是什麼呢?
[00:15:59.000 --> 00:16:06.000]  就是,教會要無條件的順服基督。
[00:16:06.000 --> 00:16:10.000]  因為基督是絕對的真理。
[00:16:10.000 --> 00:16:14.000]  第二句話就是什麼呢?
[00:16:14.000 --> 00:16:24.000]  妻子要無條件的順服丈夫,除非丈夫違背真理。
[00:16:24.000 --> 00:16:30.000]  除非丈夫違背真理。
[00:16:30.000 --> 00:16:33.000]  所以,關鍵還是在那真理。
[00:16:33.000 --> 00:16:36.000]  關鍵還是真理。
[00:16:36.000 --> 00:16:40.000]  不可以說,丈夫說我不准你去信耶穌,
[00:16:40.000 --> 00:16:44.000]  所以我要順服,這不是真理。
[00:16:44.000 --> 00:16:48.000]  我不准你去愛孩子,不行。
[00:16:48.000 --> 00:16:52.000]  所以,這是很誇張的一個極端的講法。
[00:16:52.000 --> 00:16:56.000]  大家明白,真理還是重要的。
[00:16:56.000 --> 00:17:00.000]  而且,聖經還說,在上面那一節還說什麼呢?
[00:17:00.000 --> 00:17:03.000]  我們要彼此順服。
[00:17:03.000 --> 00:17:07.000]  在主裡面我們要彼此順服。
[00:17:07.000 --> 00:17:12.000]  這是很美麗的一幅圖畫,一個真正的上帝期待的家,
[00:17:12.000 --> 00:17:18.000]  丈夫完全的愛妻子,妻子完全的愛順服丈夫。
[00:17:18.000 --> 00:17:20.000]  然後還有怎麼樣呢?
[00:17:20.000 --> 00:17:24.000]  就是,從聖經看神所寫的家,看到兒女跟父母,
[00:17:24.000 --> 00:17:29.000]  你們做兒女的,要在主裡面聽從父母,一樣的原則。
[00:17:29.000 --> 00:17:33.000]  除非父母違背真理,對嗎?一樣的原則。
[00:17:33.000 --> 00:17:39.000]  那麼,在這裡是要聽父母的話,
[00:17:39.000 --> 00:17:45.000]  除非父母講的東西,你知道已經偏離了聖經。
[00:17:45.000 --> 00:17:49.000]  換句話說,你對聖經的真理,要怎麼樣?
[00:17:49.000 --> 00:17:51.000]  很熟悉。
[00:17:51.000 --> 00:17:57.000]  所以,在教會裡面,你參加崇拜跟參加團祭變成非常重要,
[00:17:57.000 --> 00:18:02.000]  因為你在當中真的明白聖經在說什麼,
[00:18:02.000 --> 00:18:06.000]  你才能夠在各樣的決定的時候,你才能夠分辨,
[00:18:06.000 --> 00:18:11.000]  啊,這個的原則有點不符合聖經的教導,
[00:18:11.000 --> 00:18:15.000]  我要去問問其他的弟兄,看看他們怎麼說。
[00:18:15.000 --> 00:18:18.000]  你看你有這個團祭在幫你嗎?
[00:18:18.000 --> 00:18:22.000]  兒女做父親的要怎麼樣呢?父母的要怎麼樣呢?
[00:18:22.000 --> 00:18:24.000]  不要惹兒女的氣。
[00:18:24.000 --> 00:18:26.000]  什麼意思呢?
[00:18:26.000 --> 00:18:31.000]  就是,後面那句就幫助我們瞭解前面的意思,
[00:18:31.000 --> 00:18:33.000]  怎麼叫不要惹兒女的氣?
[00:18:33.000 --> 00:18:38.000]  因為後面說,只要照著主的教訓和警戒,養育他們。
[00:18:38.000 --> 00:18:45.000]  就是說,不要按你自己的衝動來命令孩子做這個做那個,
[00:18:45.000 --> 00:18:51.000]  那個是你的血氣,你要的不是孩子要的。
[00:18:51.000 --> 00:18:58.000]  你從來沒有按著神的話語來關心他,跟瞭解他,
[00:18:58.000 --> 00:19:03.000]  生命的呼召是走什麼方向,上帝給他的路是怎麼走的。
[00:19:03.000 --> 00:19:07.000]  你按著你自己什麼叫做成功,幸福快樂,
[00:19:07.000 --> 00:19:10.000]  擔心他以後會不會養活自己,
[00:19:10.000 --> 00:19:12.000]  你就用自己人的方法,
[00:19:12.000 --> 00:19:17.000]  不管他自己生命的方向,強加在他身上,
[00:19:17.000 --> 00:19:18.000]  他就惹他的氣。
[00:19:18.000 --> 00:19:25.000]  你要按著主的教訓和警戒,養育他們。
[00:19:25.000 --> 00:19:30.000]  弟兄姐妹我跟你說,回教會的人真的是很蒙福,
[00:19:30.000 --> 00:19:34.000]  常常聽到這些重要的提醒跟真理,對不對?
[00:19:34.000 --> 00:19:38.000]  這個社會多麼需要聽到這些,對嗎?
[00:19:38.000 --> 00:19:42.000]  我們真的很蒙福,我們在教會裡面常常聽到這些真理。
[00:19:42.000 --> 00:19:44.000]  還有就是什麼呢?
[00:19:44.000 --> 00:19:46.000]  兄弟姐妹要怎麼樣呢?
[00:19:46.000 --> 00:19:49.000]  愛神的也當愛弟兄。
[00:19:49.000 --> 00:19:53.000]  這是我們從神所受的命令。
[00:19:53.000 --> 00:19:58.000]  愛弟兄不是要佔他的便宜,
[00:19:58.000 --> 00:20:03.000]  要把他當成一個有潛能的客戶,
[00:20:03.000 --> 00:20:07.000]  帶著不良的動機跟他交往,
[00:20:07.000 --> 00:20:14.000]  而是愛是出於上帝看了他能夠圓的動機的愛,
[00:20:14.000 --> 00:20:18.000]  純潔的愛。
[00:20:18.000 --> 00:20:20.000]  真理說得很好,
[00:20:20.000 --> 00:20:23.000]  比如說我知道有些,
[00:20:23.000 --> 00:20:25.000]  我牧養過一些弟兄姐妹,
[00:20:25.000 --> 00:20:31.000]  我知道有些跟年長的家長有很多的衝突跟矛盾,
[00:20:31.000 --> 00:20:35.000]  這些我們也明白,我也有年長的家長,
[00:20:35.000 --> 00:20:40.000]  所以我都知道有些時候真的是代溝,
[00:20:40.000 --> 00:20:44.000]  溝通不來,重要的東西他看為非常不重要,
[00:20:44.000 --> 00:20:46.000]  你就緊張。
[00:20:46.000 --> 00:20:51.000]  但是呢,有機會你去看提摩太后書,
[00:20:51.000 --> 00:20:53.000]  那裡講到什麼呢?
[00:20:53.000 --> 00:20:59.000]  講到不要嚴厲的責備老人,
[00:20:59.000 --> 00:21:03.000]  要勸他如同你會勸你的父親,
[00:21:03.000 --> 00:21:05.000]  那裡的假設是,
[00:21:05.000 --> 00:21:08.000]  以前的人會對這個父親很尊重,
[00:21:08.000 --> 00:21:11.000]  一種很尊重的方式來勸他,
[00:21:11.000 --> 00:21:15.000]  聖經說不要嚴厲的責備老人家,
[00:21:15.000 --> 00:21:18.000]  我不知道你需不需要聽這句話,
[00:21:18.000 --> 00:21:21.000]  有些時候不要讓情緒勝過你,
[00:21:21.000 --> 00:21:26.000]  他明明他的那個東西,那件事情很離譜的,
[00:21:26.000 --> 00:21:30.000]  但是你也要在主裡面記住這句話,
[00:21:30.000 --> 00:21:33.000]  不要嚴厲的責備老人家,
[00:21:33.000 --> 00:21:36.000]  要勸他如同勸父親,
[00:21:36.000 --> 00:21:42.000]  你如果有這個心,上帝必定給你各樣的智慧來做這件事情。
[00:21:42.000 --> 00:21:45.000]  我覺得一個我學會的功課是什麼呢?
[00:21:45.000 --> 00:21:49.000]  就是放棄嚴厲的責備,
[00:21:49.000 --> 00:21:50.000]  要怎麼樣呢?
[00:21:50.000 --> 00:21:52.000]  悔改,
[00:21:52.000 --> 00:21:55.000]  然後呢,最有效的反而我發現什麼呢?
[00:21:55.000 --> 00:21:59.000]  把你的擔憂告訴你的父母,
[00:21:59.000 --> 00:22:02.000]  跟他說你這樣的一個決定,
[00:22:02.000 --> 00:22:07.000]  實在是令我非常非常的擔心,很擔憂。
[00:22:07.000 --> 00:22:10.000]  我覺得父母收到的時候,
[00:22:10.000 --> 00:22:13.000]  更會去考慮的機會比較高。
[00:22:13.000 --> 00:22:15.000]  最後的決定還是他要做,
[00:22:15.000 --> 00:22:17.000]  他要承受可能的後果,
[00:22:17.000 --> 00:22:20.000]  但是你作為一個孩子,
[00:22:20.000 --> 00:22:25.000]  你能夠用表達你的擔憂的方式更好。
[00:22:25.000 --> 00:22:29.000]  那麼,從上帝看,
[00:22:29.000 --> 00:22:32.000]  上帝所洗的家的關鍵是什麼呢?
[00:22:32.000 --> 00:22:36.000]  如果說一個破碎的家的根源是罪呢?
[00:22:36.000 --> 00:22:39.000]  上帝所洗的那個美滿的家,
[00:22:39.000 --> 00:22:43.000]  能力在於基督里的新生命。
[00:22:43.000 --> 00:22:46.000]  因為當一個人有基督來的新生命,
[00:22:46.000 --> 00:22:53.000]  他才有能力克服各樣眼前看到很不合理的事情。
[00:22:53.000 --> 00:22:56.000]  很多你家庭成員的軟弱,
[00:22:56.000 --> 00:23:00.000]  你受不了的,你覺得不應該這樣。
[00:23:00.000 --> 00:23:04.000]  但是你要怎麼樣才能夠活出愛跟包容,
[00:23:04.000 --> 00:23:06.000]  甚至願意說道理的時候,
[00:23:06.000 --> 00:23:09.000]  是帶著愛心好好地去勸,
[00:23:09.000 --> 00:23:12.000]  這個必須你生命要改變,
[00:23:12.000 --> 00:23:14.000]  這個生命必須是在基督里,
[00:23:14.000 --> 00:23:16.000]  你要重生,
[00:23:16.000 --> 00:23:18.000]  新造的人,新造的思維,
[00:23:18.000 --> 00:23:20.000]  新造的力量,新造的能力,
[00:23:20.000 --> 00:23:22.000]  你才能夠有機會做到。
[00:23:22.000 --> 00:23:24.000]  不是馬上就改變,
[00:23:24.000 --> 00:23:26.000]  你要不斷地操練才能做。
[00:23:26.000 --> 00:23:29.000]  最後,我們要看最重要的,
[00:23:29.000 --> 00:23:32.000]  如何建立上帝所洗的家。
[00:23:32.000 --> 00:23:34.000]  我希望這個部分,
[00:23:34.000 --> 00:23:36.000]  大家能夠好好地去思想,
[00:23:36.000 --> 00:23:38.000]  然後怎麼樣應用在你自己的家庭。
[00:23:38.000 --> 00:23:41.000]  剛才主席帶領我們大家讀的這段生命記,
[00:23:41.000 --> 00:23:43.000]  第六章四到九節的經文,
[00:23:43.000 --> 00:23:45.000]  非常的重要。
[00:23:45.000 --> 00:23:50.000]  以色列人把第四節看成是一句非常重要的經文,
[00:23:50.000 --> 00:23:52.000]  整段是怎麼說呢?
[00:23:52.000 --> 00:23:56.000]  以色列人,你要聽,耶和華我們的神是獨一的主,
[00:23:56.000 --> 00:24:01.000]  你們要盡心盡力愛耶和華你的神,
[00:24:01.000 --> 00:24:04.000]  我今日所吩咐你的話都要記在心上,
[00:24:04.000 --> 00:24:07.000]  也要殷勤教導你的兒女,
[00:24:07.000 --> 00:24:09.000]  無論你坐在家裡,
[00:24:09.000 --> 00:24:10.000]  行在路上,
[00:24:10.000 --> 00:24:11.000]  躺下,
[00:24:11.000 --> 00:24:12.000]  起來,
[00:24:12.000 --> 00:24:13.000]  都要談論,
[00:24:13.000 --> 00:24:15.000]  也要記在手上為記號,
[00:24:15.000 --> 00:24:17.000]  戴在耳上為經文,
[00:24:17.000 --> 00:24:20.000]  又要寫在你們房屋的門框上,
[00:24:20.000 --> 00:24:22.000]  並你的城門上。
[00:24:22.000 --> 00:24:27.000]  這裡我要跟大家分享很重要的兩大基礎,
[00:24:27.000 --> 00:24:29.000]  還有三大任務,
[00:24:29.000 --> 00:24:34.000]  來幫助大家一起建立神所喜悅的家。
[00:24:34.000 --> 00:24:38.000]  兩大基礎,第一個基礎是什麼呢?
[00:24:38.000 --> 00:24:40.000]  聖經告訴我們,
[00:24:40.000 --> 00:24:43.000]  你要建立一個和神心的家,
[00:24:43.000 --> 00:24:45.000]  首先你要很清楚,
[00:24:45.000 --> 00:24:50.000]  我們真是屬於上帝的子民。
[00:24:50.000 --> 00:24:52.000]  為什麼這個很重要呢?
[00:24:52.000 --> 00:24:54.000]  聖經說以色列,
[00:24:54.000 --> 00:24:56.000]  聖經又說我們神,
[00:24:56.000 --> 00:24:58.000]  聖經又說你的神,
[00:24:58.000 --> 00:25:00.000]  很強調我們是屬於誰的,
[00:25:00.000 --> 00:25:04.000]  為什麼這個我們是屬於誰的那麼重要呢?
[00:25:04.000 --> 00:25:06.000]  很多時候,
[00:25:06.000 --> 00:25:08.000]  我們的衝突,
[00:25:08.000 --> 00:25:10.000]  我們的衝動,
[00:25:10.000 --> 00:25:12.000]  來自哪裡呢?
[00:25:12.000 --> 00:25:16.000]  來自我們缺乏了安全感。
[00:25:16.000 --> 00:25:18.000]  我們不知道,
[00:25:18.000 --> 00:25:20.000]  我們如果不這麼做,
[00:25:20.000 --> 00:25:22.000]  後果會是怎樣?
[00:25:22.000 --> 00:25:26.000]  但是如果你能夠清清楚楚地知道,
[00:25:26.000 --> 00:25:30.000]  你是屬於那一位愛你的神,
[00:25:30.000 --> 00:25:33.000]  看顧你一切的神,
[00:25:33.000 --> 00:25:34.000]  他愛你,
[00:25:34.000 --> 00:25:35.000]  他看見你,
[00:25:35.000 --> 00:25:36.000]  他聽見你,
[00:25:36.000 --> 00:25:37.000]  他願意幫助你,
[00:25:37.000 --> 00:25:39.000]  別人不瞭解你,
[00:25:39.000 --> 00:25:40.000]  他都瞭解你,
[00:25:40.000 --> 00:25:41.000]  別人不懂你,
[00:25:41.000 --> 00:25:42.000]  他懂你,
