
[00:00:00.000 --> 00:00:07.600]  好早晨,今日我想同大家繼續分享天國系列第七篇
[00:04:27.280 --> 00:04:39.600]  點解會發生呢啲事呢係咪當其時執政掌權嘅人佢哋只係想呢去做好佢自己嘅嘢
[00:04:39.600 --> 00:04:44.640]  而去冇顧念到整個國家嘅平民呢
[00:04:44.640 --> 00:04:53.360]  其實有好多時候呢啲唔和平唔單止係國與國之間
[00:04:53.360 --> 00:04:59.520]  喺你嘅生活上面喺你嘅身上面都會有好多
[00:04:59.520 --> 00:05:09.520]  因為我哋會成日都同人比較會覺得佢做得好啲咩我唔得咩我都得㗎
[00:05:09.520 --> 00:05:19.440]  日日出去工作都會同身邊嘅同事去比較佢覺得佢做到嘅我都做到
[00:05:19.440 --> 00:05:26.480]  咩都係比較我唔知道你會唔會同你身邊嘅朋友去比較呢
[00:05:26.480 --> 00:05:33.280]  係咪以為牧師同牧師之間會好和平呢我話畀你知唔會㗎
[00:05:33.280 --> 00:05:42.640]  牧師同牧師之間我哋去出去同其他教會嘅牧師頭五句都係問幾好嘛近來做啲咩呀有啲咩活動呀
[00:05:42.640 --> 00:05:50.800]  第五句就問你你教會青少年有幾多人又係比較
[00:05:50.800 --> 00:05:58.880]  所以喺我哋嘅生命裏面成日都係充斥住呢個比較競爭
[00:05:58.880 --> 00:06:06.800]  由你哋細細個開始或者到你將來長大作為父母嘅你會唔會都係咁呢
[00:06:06.800 --> 00:06:15.280]  要你嘅孩子一定要讀到好嘅學校然後要做到啲乜嘢做到啲乜嘢隔離屋
[00:06:15.280 --> 00:06:23.760]  三叔公個仔呢就做醫生喎我個仔都唔弱啦我都起碼佢要做一個獸醫都做到
[00:06:23.760 --> 00:06:33.280]  但我初初以為獸醫呢好容易做喎原來呢我後尾先發現呢原來獸醫呢嘅分數呢係呢高過醫人㗎喎
[00:06:33.280 --> 00:06:42.480]  錄取嘅時候咁所以呢我哋喺一個呢自細就喺度比較喺度成長嘅過程當中
[00:06:42.480 --> 00:06:51.520]  我哋小不免其實係唔係我哋就做唔到主耶穌所講我哋要和平呢
[00:06:51.520 --> 00:07:03.680]  頭先所講呀我哋話呢和睦唔係自然會發生㗎係需要呢刻意去經營呢先至可以發生㗎
[00:07:03.680 --> 00:07:13.680]  即係話我哋要將我哋嘅比較嘅心我哋將要去同人增勁嘅心呢減到去最少
[00:07:13.680 --> 00:07:29.520]  我記得呢我都係一個好增勁嘅人所以呢我好鍾意比賽咁呢當然啦去到某一個年紀呢已經係知道贏唔到呢咁就發晦氣話呢啲我唔玩嘅咁就唔玩
[00:07:29.520 --> 00:07:38.000]  但係後尾呢我個教練呢教咗我一句說話佢都係一個基督徒嚟㗎嗰陣時咁我都仲未係基督徒啦
[00:07:38.000 --> 00:07:53.040]  佢就講呀佢話教我哋呢看別人比自己強你呢個心呢就會呢冇咁辛苦呀唔好樣樣都去同人增勁
[00:07:53.040 --> 00:08:04.080]  今日呢我哋話呢點樣先至可以做到呢和平之子呢咁樣咁我想同大家分享呢有兩點
[00:08:04.080 --> 00:08:15.920]  第一個呢就係喇喺基督裏面先至有真正嘅和平點樣先至叫做喺耶穌基督裏面有真正嘅和平呢
[00:08:15.920 --> 00:08:28.880]  我哋首先呢要知道呢真正嘅天國係點樣樣神嘅創造原本係點樣樣喺以賽亞書十一章六節嗰度咁講
[00:08:28.880 --> 00:08:46.080]  豺狼必與綿羊同居豹子與山羊同餓少壯嘅獅子與牛毒並肥畜同群小孩子要牽引他們
[00:08:46.080 --> 00:08:58.720]  睇唔睇到個圖畫係點樣樣呀豺狼同羔羊綿羊可以一齊嘅獅子同牛可以一齊生活嘅
[00:08:58.720 --> 00:09:05.120]  最後一句係話咩呀小孩子可以牽引呢啲獅子嘅
[00:09:05.120 --> 00:09:16.880]  神嘅創造原本就係要咁美好嘅每一個咩人都可以一齊呢喺度共處
[00:09:16.880 --> 00:09:26.080]  所以無論我哋係乜嘢嘅人可能你會覺得話佢音樂叻啲佢運動叻啲
[00:09:26.080 --> 00:09:34.880]  無論神畀咗我哋咩嘅恩賜我哋都係可以喺埋一齊成為一個群體
[00:09:34.880 --> 00:09:51.680]  只不過當我哋嘅先祖阿當同埋夏娃犯咗罪之後仲記唔記得佢犯咗個咩罪呀
[00:09:51.680 --> 00:10:03.120]  神叫佢唔好去食嗰個分辨善惡樹嘅果子但係佢唔聽佢食咗之後
[00:10:03.120 --> 00:10:18.720]  神就話趕佢離開伊甸園要佢從此女嘅要受生產之苦男嘅要勞碌先至可以得食
[00:10:18.720 --> 00:10:24.880]  所以由嗰陣時開始罪已經跌入咗喺我哋嘅當中
[00:10:24.880 --> 00:10:36.800]  如果我哋唔好好咁樣去了解去明白我哋點解會陷入呢一個罪嘅當中嘅時候
[00:10:36.800 --> 00:10:44.960]  點解我哋永遠都有一個增進嘅心永遠都要同人比較永遠都唔可以和睦嘅時候
[00:10:44.960 --> 00:10:49.600]  我哋正正就係中咗殺蛋嘅計
[00:10:49.600 --> 00:10:59.680]  我哋點解唔可以製造世上嘅和平就係因為我哋冇真真正正喺耶穌基督裏面
[00:10:59.680 --> 00:11:10.400]  我哋只係諗我哋自己想要嘅嘢我只係要覺得我要點樣做就係點樣做
[00:11:10.400 --> 00:11:23.200]  神話畀我哋知唔係咁嘅我哋每一個都係可以做到嘅我哋每一個人都係有佢唔同嘅恩賜嘅
[00:11:23.200 --> 00:11:31.920]  第二樣嘢我想同大家分享嘅就係成熟嘅記號先至係使人和睦嘅標記
[00:11:31.920 --> 00:11:40.880]  點樣成熟呢呢度所講使人和睦嘅人有福啦因為他們必稱為神嘅兒子
[00:11:40.880 --> 00:11:58.000]  神嘅兒子唔單單淨係講呢係佢個仔咁簡單喺原文嘅解釋呢係話呢佢呢個仔係有咁嘅成熟度去得蒙呢產業嘅
[00:11:58.000 --> 00:12:07.840]  咁所以即係話呢當我哋要成為呢個和睦而有福嘅人呢能夠成為神嘅兒子
[00:12:07.840 --> 00:12:23.040]  我哋必須要呢有呢一個成熟度唔係下下呢去呢喺嗰個呢一個我哋同屬嘅群體裏面呢去增勁去投訴去比較
[00:12:23.040 --> 00:12:34.080]  好似呢有陣時呢有一啲教會呢嚟到嘅當中啦但我講緊大人有好多其他教會嘅人呢嚟到我哋嘅當中
[00:12:34.080 --> 00:12:44.800]  然後呢話過畀我哋知呀我呢已經係第三代嘅信徒啦我呢係點點點呀我識你呀咩牧師咩牧師咩牧師
[00:12:44.800 --> 00:12:56.480]  但係呢跟住呢我哋會叫佢呀你受咗針未呀我又未受針嘅咁呀不如你去參加Alpha或者參加101 102啦
[00:12:56.480 --> 00:13:06.000]  呢啲唔使㗎啦我識好多㗎啦咁樣好多時候呢就有啲人呢就係咁樣自傲自賜
[00:13:06.000 --> 00:13:18.000]  覺得自己呢好似咩都識其他人呢就係呢咩都唔識又唔夠熟齡呀又話人呢即係咁樣又唔得咁樣又唔得
[00:13:18.000 --> 00:13:31.760]  所以呢其實呢要作為一個和平之子呢我估我哋呢首先呢要知道我哋係咪真係有咁嘅成熟度成為呢個和平之子
[00:13:31.760 --> 00:13:44.080]  呢個成熟度係大廈和平我哋所謂嘅大廈和平並唔係代表你要去逃避即係話唔好嘈啦得啦得啦唔講啦唔講啦
[00:13:44.080 --> 00:13:57.760]  絕對唔係咁樣我哋係要用神畀我哋畀你哋嘅能力去呢使到我哋生活上面呢人同人之間呢係要和睦嘅
[00:13:57.760 --> 00:14:13.520]  就好似呢平時我唔知你哋喺學校或者呢有啲已經做緊嘢嘅會唔會覺得呢特別係大學或者你哋中學選嗰啲乜學生會會長呀上莊呀嗰啲
[00:14:13.520 --> 00:14:29.320]  我好努力好想去做但係呢又成日唔知點解總係差一票或者兩票我先可以當上當上咗嗰個我會睇佢又廢啦又唔得啦
[00:14:29.320 --> 00:14:47.560]  真係唔知點解會咁樣我唔知你會有冇咁樣嘅諗法呢我以前呢我臨尾走嗰間學校嘅校長呢即係而家先講呢十幾年之後我真係覺得如果我係校長我一定係做得好過佢
[00:14:47.560 --> 00:15:08.760]  所以我哋成日都會覺得呢點解有啲畀自己咋嘅人就會係高位㗎呢後尾我諗通咗一樣嘢神畀每一個人嘅份呢係好唔一樣嘅可能就係因為佢唔夠你叻所以佢做你老細
[00:15:08.760 --> 00:15:29.560]  你係要幫佢你嘅份就係要扶持佢囉咁可能你唔甘心㗎喎點解我唔係要被人扶持嗰個你又太叻啦所以呢神要教你謙虛啲慢慢我相信總有一日你就會做到嗰一個囉
[00:15:29.560 --> 00:15:54.400]  神好特別嘅喺我哋嘅生命裏面呢總係要我哋經歷好多嘅事情同埋要我哋去好好學習先至會畀我哋好想要嘅嘢甚至可能一生你都要唔到嘅咁呢頭先所講咗呢就係兩個要點樣樣先至係真正嘅和平之子
[00:15:54.400 --> 00:16:15.760]  但係點樣樣喺生活上面我哋做先至可以成為和平之子呢咁呢有三個步驟嘅第一個我話呢點樣先至可以做到呢使人和睦嘅人呢第一與神和好
[00:16:15.760 --> 00:16:40.280]  喺羅馬書五章一節嗰度咁講我哋既因信清義就藉著我哋嘅主耶穌基督得與神和好呢個係一個呢喺保羅喺羅馬書話過畀我哋知當我哋真係信主嘅時候我哋必須要第一樣嘢與神和好
[00:16:40.280 --> 00:16:52.800]  接住落嚟喺哥倫多後書五章十七到廿一節嗰度都咁講嘅佢話若有人在基督裡他就是新造的人
[00:16:52.800 --> 00:17:20.640]  (國語)
[00:17:20.640 --> 00:17:41.360]  所以我哋作基督嘅使者就好像神藉著我哋勸你哋一般我哋替基督求你哋與神和好神使乃無罪嘅替我哋成為罪好叫我哋喺佢裡面成為神嘅義
[00:17:41.360 --> 00:18:04.280]  呢度話過畀我哋知如果我哋真係信真信基督嘅人第一件事必係與神和好與神和好的意思就係聽佢嘅教導聽佢教我哋行事為人係點樣先至可以得蒙天國嘅福
[00:18:04.280 --> 00:18:26.920]  頭先所講今日係馬太福音第五章嗰度有八樣嘢我哋係要學習嘅呢個係第七樣嘢首先要與神和好跟住呢與自己和好都好重要我哋有冇真係接納神畀我哋嘅本相
[00:18:26.920 --> 00:18:55.800]  我哋能唔能夠接納我就係咁㗎啦我就係唔係叻叻醒㗎啦我就係肥頭得意㗎啦我能唔能夠接納我自己嘅樣貌接唔接納神畀我哋嘅恩賜呢呢個係非常之重要點解呢當我哋唔接納自己嘅時候我哋就好容易會點呀自卑自卑會帶嚟咩
[00:18:55.800 --> 00:19:14.720]  自卑嘅心態好複雜嘅自卑你就會自大因為你要覺得每一樣嘢都要畀人好所以你會自大自大之後接住落嚟係點呀
[00:19:14.720 --> 00:19:41.400]  黑人憎跟住個個都話個人咁嘅黑人憎之後又會點呀冇朋友跟住係一個循環咁loop所以我哋去學習接納自己呢都係重要嘅接納自己同埋知道神畀我哋嘅份係啲乜嘢都好重要
[00:19:41.400 --> 00:19:46.880]  羅馬書八章38到39節嗰度咁講
[00:19:46.880 --> 00:20:05.400]  因為我深信無論是死是生是天使是掌權嘅是有能力是現在嘅事是將來嘅事是高處的是低處的是別的受造之物都不能叫我與神嘅愛隔絕
[00:20:05.400 --> 00:20:25.400]  這愛是在我們的主耶穌基督裡無論你是任何嘅咩人咩嘅狀態你係最叻嗰個定係你係最差嗰個神嗰個愛都係冇分別嘅都係同樣愛你嘅
[00:20:25.400 --> 00:20:44.400]  所以我哋要學習點樣與自己和好看自己合乎中度我哋自己唔好太過睇得自己強亦都唔可以看自己太過低微
[00:20:44.400 --> 00:20:57.960]  有人話我哋要學習點樣高調謙卑高調點樣謙卑呢呢個好有學問呀返去諗下點樣高調謙卑
[00:20:57.960 --> 00:21:05.000]  最後一個我哋點樣與人真正嘅和睦
[00:21:05.000 --> 00:21:15.000]  與人真正嘅和睦呢度咁講耳筆所書四章三節話畀我哋知用和平彼此聯絡
[00:21:15.000 --> 00:21:20.000]  竭力保守聖靈所賜合而為一嘅心
[00:21:20.000 --> 00:21:24.000]  竭力係咩意思呀
[00:21:24.000 --> 00:21:27.000]  咩意思呀
[00:21:27.000 --> 00:21:30.000]  盡力
[00:21:30.000 --> 00:21:43.000]  所以我哋每一樣嘢唔係躺平咩都唔使做係需要我哋去付代價去努力先至可以做到呢一個和平
[00:21:43.000 --> 00:21:56.000]  頭先所講我哋係要採取行動去關心人去合而為一去將整個嘅團隊好好咁樣合埋一齊
[00:21:56.000 --> 00:22:02.000]  尋晚算唔算係一個合而為一嘅心呢係explorer裏面
[00:22:02.000 --> 00:22:09.000]  如果有參與嘅我估呢即係我自己呀我覺得算係㗎啦
[00:22:09.000 --> 00:22:22.000]  咁當然可能有啲人又覺得點解一定要做呢樣嘢先至係合而為一呢做其他嘢可唔可以合而為一呢當然可以啦
[00:22:22.000 --> 00:22:28.000]  我成日都好受我以前啲老細影響㗎
[00:22:28.000 --> 00:22:35.000]  當你哋呢即係當佢話當我哋呢要去話人哋唔好嗰樣嘢即係ban人哋啲嘢唔好啦
[00:22:35.000 --> 00:22:45.000]  但係你首先要提出一個更好的方案然後先至好呢話人哋嗰啲嘢唔好
[00:22:45.000 --> 00:22:54.000]  當然如果你哋有更好的諗法或者更好的方案當然可以話畀我哋啲partner知
[00:22:54.000 --> 00:23:05.000]  咁我哋都可以如果真係嘅我哋都可以一齊去做㗎喎咁呢個呢就可以呢更加表達到合而為一嘅心
[00:23:05.000 --> 00:23:19.000]  神好愛你哋呀神畀我哋呢有一班一齊成長嘅同伴唔單止可以呢喺度屬靈嘅家裏面成長
[00:23:19.000 --> 00:23:30.000]  同時當你哋有需要嘅時候亦都除咗學校嘅老師仲有你哋身邊嘅mentor都可以幫助你哋
[00:23:30.000 --> 00:23:40.000]  我好相信呢神話過畀我哋知我哋要做一個和平之子peace maker係一個呢好重要㗎
[00:23:40.000 --> 00:23:49.000]  因為當我哋能夠接納自己與神和好同埋呢與人和睦嘅時候
[00:23:49.000 --> 00:23:57.000]  我相信你嘅生活你嘅生命會比較簡單同埋呢會行得呢比較順暢
[00:23:57.000 --> 00:24:05.000]  如果你依然都係執著一啲過去或者依然係執著某一啲位嘅時候
[00:24:05.000 --> 00:24:19.000]  我鼓勵你去放低第一步放低自己將自大放下成為一個謙卑嘅人
[00:24:19.000 --> 00:24:34.000]  呢個謙卑唔係叫你去認衰認低位呢個謙卑係要畀你知道神喺你生命裏面確實畀咗一個份你
[00:24:34.000 --> 00:24:43.000]  呢個份你要好好嘅去攞住呢個份你要去好好把握
[00:24:43.000 --> 00:24:50.000]  唔好將神畀你嘅恩賜畀你嘅份白白咁樣流走
[00:24:50.000 --> 00:24:55.000]  唔好去爭取一啲唔係屬於你嘅份
[00:24:55.000 --> 00:25:01.000]  有好多時候我哋成日都會去爭取一啲根本都唔係我哋自己要有嘅
[00:25:01.000 --> 00:25:11.000]  可能你話畀我知我日想娶一個香港小姐冠軍做老婆呢個好明顯可能有嘅但係我唔知
[00:25:11.000 --> 00:25:17.000]  我咁講即係你娶咗個香港小姐冠軍返嚟唔好話我你話唔得嘅
[00:25:17.000 --> 00:25:21.000]  咁如果你娶到我真係為你感恩
[00:25:21.000 --> 00:25:26.000]  我嘅意思係唔好妄求有啲嘢唔好妄求
[00:25:26.000 --> 00:25:34.000]  讓我哋真係彼此喺呢一個explorer裏面好好成長
[00:25:34.000 --> 00:25:39.000]  看別人比自己強努力嘅去締造和平
[00:25:39.000 --> 00:25:48.000]  頭先所唱嘅呢一首歌係我自己好鍾意嘅一首歌亦都係一個好好嘅討問
[00:25:48.000 --> 00:25:54.000]  話畀我哋知我哋作基督徒應該要點樣
[00:25:54.000 --> 00:25:58.000]  應該喺憎恨之處播下你嘅愛
[00:25:58.000 --> 00:26:02.000]  喺傷痕之處播下你嘅歡愉
[00:26:02.000 --> 00:26:06.000]  喺懷疑之處播下你嘅信心
[00:26:06.000 --> 00:26:10.000]  喺絕望之處播下你嘅盼望
[00:26:10.000 --> 00:26:13.000]  喺幽暗之處播下你嘅光明
[00:26:13.000 --> 00:26:17.000]  喺憂愁之處播下你嘅歡愉
[00:26:17.000 --> 00:26:23.000]  喺赦免嘅時候我哋一齊蒙赦免
[00:26:23.000 --> 00:26:28.000]  所以喺呢段嘅討問裏面更加話過畀我哋知
[00:26:28.000 --> 00:26:31.000]  叫我哋作呢一個和平之子
[00:26:31.000 --> 00:26:37.000]  係帶其他人進入到去呢一個永生嘅裏面
[00:26:37.000 --> 00:26:39.000]  願主繼續幫助我哋每一個
[00:26:39.000 --> 00:26:45.000]  讓我同你都能夠成為呢一個得福嘅人
[00:26:45.000 --> 00:26:48.000]  係一個和平之子嘅人
[00:26:48.000 --> 00:26:51.000]  我哋一齊有一個祈禱
[00:26:51.000 --> 00:26:56.000]  差天賦上帝多謝你畀我哋
[00:26:56.000 --> 00:26:59.000]  可以有機會喺聖經裏面學習
[00:26:59.000 --> 00:27:05.000]  一個使人和睦嘅人應該係點樣行點樣走
[00:27:05.000 --> 00:27:08.000]  接住落嚟我哋將要學習嘅
[00:27:08.000 --> 00:27:11.000]  係為義受逼迫
[00:27:11.000 --> 00:27:13.000]  到底我哋作為一個年青人
[00:27:13.000 --> 00:27:19.000]  我哋點樣先至可以做一個為義受逼迫嘅人呢
[00:27:19.000 --> 00:27:22.000]  求主你繼續幫助我哋
[00:27:22.000 --> 00:27:25.000]  讓我哋明白你對我哋嘅說話
[00:27:25.000 --> 00:27:29.000]  又願我哋真係可以成為你所愛嘅
[00:27:29.000 --> 00:27:31.000]  嗰一個和平之子
[00:27:31.000 --> 00:27:33.000]  我哋痛心喺你面前仰望
[00:27:33.000 --> 00:27:36.000]  係奉靠主耶穌聖名而求
[00:27:36.000 --> 00:27:37.000]  阿們
[00:27:37.000 --> 00:27:39.000]  謝謝大家收看

