
[00:00:00.000 --> 00:00:04.760]   Thank you, Pastor John.
[00:13:02.660 --> 00:13:06.540]   They're like zombies, right?
[00:13:06.540 --> 00:13:15.020]   Rushing from schoolwork to university, from university to their job, trying to climb that
[00:13:15.020 --> 00:13:17.580]   corporate ladder.
[00:13:17.580 --> 00:13:24.140]   We have just been chasing after this world, and we've been consumed by the world and conformed
[00:13:24.140 --> 00:13:28.600]   to the patterns of this world.
[00:13:28.600 --> 00:13:33.680]   Maybe we have the wrong evaluation of ourselves.
[00:13:33.680 --> 00:13:40.020]   We think we're doing well because, oh, we have a great job, we have a great family,
[00:13:40.020 --> 00:13:41.660]   we're attending church every Sunday.
[00:13:41.660 --> 00:13:45.100]   We look great on the outside.
[00:13:45.100 --> 00:13:50.020]   But could it be that we have the wrong evaluation of ourselves?
[00:13:50.020 --> 00:13:56.900]   That we see ourselves as doing so well on the outside, but Jesus says, you are in fact
[00:13:56.900 --> 00:14:02.900]   are poor, pitiful, blind, and naked.
[00:14:02.900 --> 00:14:06.020]   And that can be for myself as well.
[00:14:06.020 --> 00:14:11.780]   I have a lot of energy, I love going from passion to passion, and yet sometimes I forget
[00:14:11.780 --> 00:14:19.620]   the most important thing, and that is spending time with God, that relationship, real relationship
[00:14:19.620 --> 00:14:26.020]   with the Father, and then fellowship with each other.
[00:14:26.020 --> 00:14:34.300]   So we firstly, we see Christ's criticism, Christ's criticism that they have the wrong
[00:14:34.300 --> 00:14:38.340]   work and the wrong evaluation.
[00:14:38.340 --> 00:14:45.100]   And sometimes not only do we have wrong self-evaluation of ourselves, we have wrong evaluation of
[00:14:45.100 --> 00:14:47.540]   others.
[00:14:47.540 --> 00:14:53.700]   The really popular show that just, a new season that just came out was The Crown.
[00:14:53.700 --> 00:14:59.620]   People thought Princess Diana, wow, she's so beautiful, she married the perfect guy,
[00:14:59.620 --> 00:15:06.420]   she's a princess, she has the most fans in the world, but yet, you know, as it reveals
[00:15:06.420 --> 00:15:13.900]   in documentaries that she married the perfect person, the prince, but yet there was no love
[00:15:13.900 --> 00:15:16.340]   in that relationship.
[00:15:16.340 --> 00:15:23.260]   And she was seeking after true love, because Charles was going off with somebody else.
[00:15:23.260 --> 00:15:28.180]   She had all the fans of the world, and we thought, wow, she's so popular, so loved,
[00:15:28.180 --> 00:15:36.540]   and yet there's documentation that she was lonely, that she was isolated in the palace.
[00:15:36.540 --> 00:15:43.180]   So not only do we have the wrong evaluation of ourselves, sometimes we see the world,
[00:15:43.180 --> 00:15:48.540]   and we have the wrong evaluation of the world.
[00:15:48.540 --> 00:15:57.820]   And next, and next, we see Christ's challenge to the Church of Laodicea.
[00:15:57.820 --> 00:16:07.660]   Gold refined by fire, white garments, and I said, and firstly, Jesus says, I counsel
[00:16:07.660 --> 00:16:14.140]   you to buy from me gold refined by fire, so that you may be rich.
[00:16:14.140 --> 00:16:19.540]   Jesus was like, you guys are so rich, you like to shop, you know what, you should come
[00:16:19.540 --> 00:16:24.220]   buy from me, you should shop from me, right?
[00:16:24.220 --> 00:16:28.940]   And Jesus is challenging the banking institution of that time.
[00:16:28.940 --> 00:16:35.600]   Laodicea, the Church of Laodicea, you're so rich, but in fact, you are poor, you should
[00:16:35.600 --> 00:16:41.900]   be buying from me, because you have spiritual poverty.
[00:16:41.900 --> 00:16:48.740]   And Jesus warns this church against relying on the banking institution of that time.
[00:16:48.740 --> 00:16:51.540]   Gold refined by fire, what does it mean?
[00:16:51.540 --> 00:17:01.980]   It means that you put gold into a hot furnace, so that the impurities would come out.
[00:17:01.980 --> 00:17:07.860]   And how do you know, how did the blacksmith know that this gold was ready?
[00:17:07.860 --> 00:17:13.660]   Because blacksmith knew that the gold was pure, when he looked into the gold, and he
[00:17:13.660 --> 00:17:17.140]   could see his own reflection.
[00:17:17.140 --> 00:17:21.340]   He could see his own reflection.
[00:17:21.340 --> 00:17:22.980]   And that is what Jesus wanted.
[00:17:22.980 --> 00:17:29.980]   Jesus wanted to purify them, so that Jesus, when he looked at these people, this church,
[00:17:29.980 --> 00:17:32.880]   he could see his own reflection.
[00:17:32.880 --> 00:17:35.940]   Jesus wanted to see himself in this church.
[00:17:35.940 --> 00:17:42.340]   And that's why he says, "Buy from me gold refined by fire."
[00:17:42.340 --> 00:17:48.780]   Next we see, Jesus says, "Buy from me white garments, so that you may clothe yourselves,
[00:17:48.780 --> 00:17:52.260]   and the shame of your nakedness might not be seen."
[00:17:52.260 --> 00:18:00.420]   You love your beautiful textiles, your woolen, your tunics, and yet you are naked, Jesus
[00:18:00.420 --> 00:18:04.080]   says.
[00:18:04.080 --> 00:18:12.440]   The church of Laodicea relied on their outward appearance, on their fashion, and yet deep
[00:18:12.440 --> 00:18:17.620]   down they were naked, because they were unfaithful to the Lord.
[00:18:17.620 --> 00:18:25.700]   They served foreign gods, and Jesus criticized them for relying on their outward appearance.
[00:18:25.700 --> 00:18:34.680]   And lastly, Jesus criticizes them, challenges them to buy eye salve, to anoint your eyes
[00:18:34.680 --> 00:18:37.400]   so that you may see.
[00:18:37.400 --> 00:18:43.080]   They had this special cure, right, of eye salve, eye medicine.
[00:18:43.080 --> 00:18:46.040]   And they're like, "We don't need Jesus.
[00:18:46.040 --> 00:18:48.520]   We have the best medicine in the world.
[00:18:48.520 --> 00:18:51.760]   We have the best clothing in the world.
[00:18:51.760 --> 00:18:53.720]   We have the most money in the world.
[00:18:53.720 --> 00:18:58.160]   We do not need Jesus."
[00:18:58.160 --> 00:19:06.980]   And Jesus was in fact challenging them, "You are blind, you are naked, and you are poor."
[00:19:06.980 --> 00:19:13.740]   Could it be that we are in the same situation as we see in the next slide?
[00:19:13.740 --> 00:19:16.140]   That we say, "Oh, we don't need Jesus.
[00:19:16.140 --> 00:19:18.740]   We have all the entertainment in the world.
[00:19:18.740 --> 00:19:25.280]   We can flood our mind with Netflix and show after show, binge after binge.
[00:19:25.280 --> 00:19:26.780]   We don't need Jesus.
[00:19:26.780 --> 00:19:27.780]   We don't need...
[00:19:27.780 --> 00:19:29.380]   We have our hunger satisfied.
[00:19:29.380 --> 00:19:31.100]   We have all the buffets in the world.
[00:19:31.100 --> 00:19:35.500]   We can jump from cultural food, Thai to Viet, to Indian.
[00:19:35.500 --> 00:19:37.140]   We have all the food in the world.
[00:19:37.140 --> 00:19:38.140]   We don't need Jesus.
[00:19:38.140 --> 00:19:40.680]   We have all the money in the world.
[00:19:40.680 --> 00:19:41.680]   We don't need Jesus.
[00:19:41.680 --> 00:19:47.120]   We have all the education and knowledge, Google, in the world."
[00:19:47.120 --> 00:19:51.880]   Could it be that we are like the Church of Laodicea?
[00:19:51.880 --> 00:19:59.080]   That we thought we had it all, and yet in fact, Jesus says we have nothing.
[00:19:59.080 --> 00:20:01.720]   We're spiritually poor.
[00:20:01.720 --> 00:20:02.720]   We're blind.
[00:20:02.720 --> 00:20:09.320]   We can only see ourselves in our own outwardness, and we can't see within the nakedness of our
[00:20:09.320 --> 00:20:12.200]   heart the sin that is within.
[00:20:12.200 --> 00:20:14.480]   Could it be?
[00:20:14.480 --> 00:20:21.360]   Could it be that we are blinded from truly seeing ourselves?
[00:20:21.360 --> 00:20:29.440]   And so Christ's challenge to the Church of Laodicea is this, "To whom I love, I reprove
[00:20:29.440 --> 00:20:34.120]   and discipline, so be zealous and repent."
[00:20:34.120 --> 00:20:39.760]   And Christ's challenge is this, that we should repent.
[00:20:39.760 --> 00:20:45.920]   This church should repent and go back towards Jesus.
[00:20:45.920 --> 00:20:51.800]   And it's so encouraging here, "To those whom I love, I discipline."
[00:20:51.800 --> 00:20:58.320]   Just as a father loves his children, you discipline your children.
[00:20:58.320 --> 00:21:04.760]   And the last thing we're going to look at is Christ's covenant with the Church of Laodicea.
[00:21:04.760 --> 00:21:06.520]   So we went through the criticism.
[00:21:06.520 --> 00:21:08.380]   They had the wrong work.
[00:21:08.380 --> 00:21:11.120]   They had the wrong self-evaluation.
[00:21:11.120 --> 00:21:13.960]   Christ's challenge to them was, "Buy from me.
[00:21:13.960 --> 00:21:14.960]   You like to buy?
[00:21:14.960 --> 00:21:16.720]   Buy from me.
[00:21:16.720 --> 00:21:19.720]   Gold refined by fire so that you won't be poor.
[00:21:19.720 --> 00:21:22.800]   White garments so that you won't be naked.
[00:21:22.800 --> 00:21:25.320]   True eye salve so that you won't be blind."
[00:21:25.320 --> 00:21:27.880]   And now we see Christ's covenant.
[00:21:27.880 --> 00:21:30.140]   Let us read verse 20 again.
[00:21:30.140 --> 00:21:32.360]   And he says firstly, "Here I am.
[00:21:32.360 --> 00:21:36.880]   I stand at the door and knock."
[00:21:36.880 --> 00:21:45.200]   If anyone hears my voice and opens the door, I will come in and eat with that person and
[00:21:45.200 --> 00:21:47.280]   they with me.
[00:21:47.280 --> 00:21:52.920]   To the one who is victorious, I will give the right to sit with me on my throne just
[00:21:52.920 --> 00:21:57.840]   as I was victorious and sat down with my father on his throne.
[00:21:57.840 --> 00:22:04.240]   Whoever has ears, let them hear what the Spirit says to the churches.
[00:22:04.240 --> 00:22:10.960]   Firstly, Christ promises fellowship with this church.
[00:22:10.960 --> 00:22:17.720]   And second, a restored position, a position.
[00:22:17.720 --> 00:22:20.000]   And so firstly, we see fellowship, right?
[00:22:20.000 --> 00:22:23.160]   "Behold, I stand at the door and knock.
[00:22:23.160 --> 00:22:29.760]   If anyone hears my voice and opens the door, I will come in and eat with him."
[00:22:29.760 --> 00:22:32.360]   You know, there was some report that just came out.
[00:22:32.360 --> 00:22:36.840]   I just saw it on CNN or something like that, that the Romans used to feast.
[00:22:36.840 --> 00:22:38.320]   You know how many for how long?
[00:22:38.320 --> 00:22:41.800]   They used to feast for hours, maybe days.
[00:22:41.800 --> 00:22:43.840]   They would have meal after meal.
[00:22:43.840 --> 00:22:48.240]   And I don't know if this story was right, that they would puke out some of the things
[00:22:48.240 --> 00:22:51.800]   that they ate so that they could eat more.
[00:22:51.800 --> 00:22:55.440]   You know, that's what sort of Princess Diana did, right?
[00:22:55.440 --> 00:22:59.020]   She wrote that in her book, that she was going through that.
[00:22:59.020 --> 00:23:06.680]   And this is what the Romans did, that they would feast with each other for hours on end,
[00:23:06.680 --> 00:23:07.680]   hours on end.
[00:23:07.680 --> 00:23:10.680]   And you would only feast with people that you would consider close friends, right?
[00:23:10.680 --> 00:23:14.160]   You don't know if, you know, some people would want to poison your food or whatnot.
[00:23:14.160 --> 00:23:19.880]   You know, they didn't have the same food regulations as we do today, right?
[00:23:19.880 --> 00:23:24.680]   And so Jesus is saying, "I promise you that I am here.
[00:23:24.680 --> 00:23:26.600]   I want to be in your life."
[00:23:26.600 --> 00:23:34.560]   "Stop replacing me with money.
[00:23:34.560 --> 00:23:38.960]   Stop replacing me.
[00:23:38.960 --> 00:23:42.640]   Stop replacing me with your white garments.
[00:23:42.640 --> 00:23:47.480]   And instead be clothed by me, be a new creation in me.
[00:23:47.480 --> 00:23:54.180]   Instead of relying on your medicine, would you rely on me to heal you?
[00:23:54.180 --> 00:23:56.340]   Would you rely on me to heal you?"
[00:23:56.340 --> 00:24:01.880]   And so that's the first thing, that Jesus promises that they would have fellowship if
[00:24:01.880 --> 00:24:07.160]   they are willing to open the door and let Jesus in.
[00:24:07.160 --> 00:24:14.080]   And the second thing that he promises is that whoever conquers, I will grant him to sit
[00:24:14.080 --> 00:24:20.360]   with me on my throne as I also conquered and sat down with my Father on His throne.
[00:24:20.360 --> 00:24:29.200]   Isn't this an amazing promise that Jesus says, "Even though you've been unfaithful, even
[00:24:29.200 --> 00:24:37.480]   though you've been caught in idolatry possibly, I still will
[00:24:37.480 --> 00:24:42.300]   accept you if you conquer over your sin."
[00:24:42.300 --> 00:24:50.820]   And that's what Jesus is saying, that this church can sit with Jesus on His side.
[00:24:50.820 --> 00:24:57.740]   What an amazing promise that we could be accepted by Jesus, that this church could be accepted,
[00:24:57.740 --> 00:25:01.600]   adopted by Jesus.
[00:25:01.600 --> 00:25:08.080]   And so we see that this church in Laodicea, you know, there was a loveless church, there
[00:25:08.080 --> 00:25:12.260]   was a suffering church, as we see in the next slide, a worldly church.
[00:25:12.260 --> 00:25:17.540]   Sardis was a spiritually dead church, Philadelphia was a spiritually alive church.
[00:25:17.540 --> 00:25:23.500]   Laodicea was an ineffective and unfaithful church.
[00:25:23.500 --> 00:25:29.920]   And Jesus is faithful, that this church was unfaithful.
[00:25:29.920 --> 00:25:36.740]   And Jesus wanted this church to repent from conformity of the world and to be zealous
[00:25:36.740 --> 00:25:39.780]   for Him.
[00:25:39.780 --> 00:25:46.620]   And could Jesus be saying the same thing to us today, as we see in the next slide?
[00:25:46.620 --> 00:25:50.780]   Could He be knocking on the door of our hearts?
[00:25:50.780 --> 00:25:56.980]   You know, it's amazing that this scripture was actually for Christians, right?
[00:25:56.980 --> 00:26:01.060]   "Behold, I stand at the door and knock.
[00:26:01.060 --> 00:26:05.140]   I want to come in and eat with you."
[00:26:05.140 --> 00:26:10.040]   Church of Laodicea, I want to.
[00:26:10.040 --> 00:26:19.660]   And yet this church was full of gold, or money, sorry, money and textiles and medicine, and
[00:26:19.660 --> 00:26:22.860]   they had no room for Jesus.
[00:26:22.860 --> 00:26:25.700]   Could that be us today?
[00:26:25.700 --> 00:26:33.700]   That we've stuffed up ourselves with Netflix, stuffed up ourselves with food and the worldly
[00:26:33.700 --> 00:26:41.500]   things and education and money, and we've left no room for Jesus.
[00:26:41.500 --> 00:26:44.740]   I studied economics and I want to maximize everything.
[00:26:44.740 --> 00:26:48.260]   I want to have, you know, all the nicest shoes and have Jesus.
[00:26:48.260 --> 00:26:52.940]   I want to have all the best food in the world and have Jesus.
[00:26:52.940 --> 00:27:00.820]   The thing is, I don't think we can have both.
[00:27:00.820 --> 00:27:04.020]   We can't serve two masters.
[00:27:04.020 --> 00:27:08.180]   Either we'll love one or hate the other.
[00:27:08.180 --> 00:27:18.600]   And brothers and sisters, is it possible that we've gone the wrong way?
[00:27:18.600 --> 00:27:27.580]   We loved our position, our job, and we found our identity in our job and our work instead
[00:27:27.580 --> 00:27:29.740]   of our identity in Jesus.
