
[00:00:00.000 --> 00:00:03.500]  各位explorer、各位mentor,早安
[00:05:08.280 --> 00:05:10.080]  今天13至18節
[00:05:10.080 --> 00:05:12.080]  6節的經文,都很短的
[00:05:12.080 --> 00:05:13.080]  預備了
[00:05:13.080 --> 00:05:14.680]  我們是弟兄們,預備起
[00:05:15.280 --> 00:05:18.480]  弟兄們,至於已睡了的人
[00:05:18.480 --> 00:05:21.280]  我們不願意你們不知道
[00:05:21.280 --> 00:05:23.280]  恐怕你們憂傷
[00:05:23.280 --> 00:05:26.480]  像那些沒有指望的人一樣
[00:05:26.480 --> 00:05:30.280]  既然我們信耶穌死了,復活了
[00:05:30.280 --> 00:05:33.680]  那些已經在耶穌裡睡了的人
[00:05:33.680 --> 00:05:37.880]  神也必將他們與耶穌一同帶來
[00:05:37.880 --> 00:05:41.880]  我們照主的話,吩咐你們一件事
[00:05:42.280 --> 00:05:46.080]  讓這些活著還全流到主來臨的人
[00:05:46.080 --> 00:05:50.280]  絕不會在那已經睡了的人之先
[00:05:50.280 --> 00:05:54.280]  因為,召集另一法
[00:05:54.280 --> 00:05:56.880]  天使長的呼聲一叫
[00:05:56.880 --> 00:05:59.080]  神的號角一吹
[00:05:59.080 --> 00:06:01.880]  主必親自同天降臨
[00:06:01.880 --> 00:06:05.880]  那在基督裡死了的人必先復活
[00:06:05.880 --> 00:06:09.880]  然後我們這些活著還全流的人
[00:06:10.080 --> 00:06:13.280]  必和他們一同被提到雲裡
[00:06:13.280 --> 00:06:16.080]  在空中與主相會
[00:06:16.080 --> 00:06:20.280]  這樣我們就要和主永遠同在
[00:06:20.280 --> 00:06:25.280]  所以,你們當用這些話彼此勸勉
[00:06:25.280 --> 00:06:27.680]  很好啊,大家讀得非常好
[00:06:27.680 --> 00:06:32.080]  以往是沒有聲音的,但今天大家很有聲
[00:06:32.080 --> 00:06:34.280]  首先我們會看到什麼?
[00:06:34.280 --> 00:06:38.080]  我們會看到保羅用了什麼字眼
[00:06:38.280 --> 00:06:41.280]  去形容已經過世的基督徒?
[00:06:41.280 --> 00:06:42.480]  先考考大家
[00:06:42.480 --> 00:06:46.280]  他用了什麼字眼去形容已經過世的基督徒?
[00:06:46.280 --> 00:06:48.280]  大聲一點
[00:06:48.280 --> 00:06:52.280]  睡了的人,非常好啊
[00:06:52.280 --> 00:06:53.680]  為什麼?
[00:06:53.680 --> 00:06:56.480]  為什麼保羅要用睡了的來形容?
[00:06:56.480 --> 00:07:00.480]  不直接說他已經過世了
[00:07:00.480 --> 00:07:02.280]  為什麼要用睡了?
[00:07:02.280 --> 00:07:03.680]  又問一下
[00:07:03.680 --> 00:07:06.480]  給我機會吧
[00:07:07.480 --> 00:07:09.480]  為什麼要用睡了?
[00:07:09.480 --> 00:07:11.480]  舉手
[00:07:11.480 --> 00:07:13.480]  因為人是永生的
[00:07:13.480 --> 00:07:15.480]  人有永生
[00:07:15.480 --> 00:07:16.480]  所以就
[00:07:16.480 --> 00:07:18.480]  給點掌聲
[00:07:18.480 --> 00:07:20.480]  有沒有另外的答案?
[00:07:20.480 --> 00:07:22.480]  有沒有其他答案?
[00:07:22.480 --> 00:07:25.480]  對,就是說什麼?
[00:07:25.480 --> 00:07:29.480]  就是說睡了會怎樣?
[00:07:29.480 --> 00:07:32.480]  會醒來,因為人有永生
[00:07:32.480 --> 00:07:36.480]  不過都是應用基督徒,有永生
[00:07:36.680 --> 00:07:39.480]  今天阿直會繼續採訪多一點
[00:07:39.480 --> 00:07:42.480]  人睡了確實會醒來
[00:07:42.480 --> 00:07:44.480]  今天你會不會在家裡和你妹妹
[00:07:44.480 --> 00:07:46.480]  如果你有妹妹,妹妹和弟弟
[00:07:46.480 --> 00:07:49.480]  跟她說,妹妹,弟弟,你不要睡了
[00:07:49.480 --> 00:07:51.480]  你千萬不要閉上眼
[00:07:51.480 --> 00:07:54.480]  你不要睡覺,你會死的
[00:07:54.480 --> 00:07:55.480]  我看不到你
[00:07:55.480 --> 00:07:58.480]  你不會這樣對著弟弟妹妹說
[00:07:58.480 --> 00:08:00.480]  因為你知道他會醒來
[00:08:00.480 --> 00:08:03.480]  同樣原來信徒作為基督徒
[00:08:03.680 --> 00:08:06.480]  知道我們死後都會醒來
[00:08:06.480 --> 00:08:09.480]  是什麼時候?
[00:08:09.480 --> 00:08:11.480]  耶穌來的時候
[00:08:11.480 --> 00:08:13.480]  我們稱之為世界末日
[00:08:13.480 --> 00:08:16.480]  在那一刻基督徒都會醒來
[00:08:16.480 --> 00:08:18.480]  他們都會復活
[00:08:18.480 --> 00:08:20.480]  就像剛才所說,有永生
[00:08:20.480 --> 00:08:24.480]  在那一刻基督徒都會醒來,會復活
[00:08:24.480 --> 00:08:27.480]  這方面我們會在第二部分再說多一點
[00:08:27.480 --> 00:08:30.480]  不過我們首先要明白的
[00:08:30.680 --> 00:08:35.480]  看似很簡單的主題
[00:08:35.480 --> 00:08:37.480]  一個claim
[00:08:37.480 --> 00:08:39.480]  對於基督徒來說
[00:08:39.480 --> 00:08:42.480]  原來死亡不是一個終結
[00:08:42.480 --> 00:08:44.480]  不是一個句號
[00:08:44.480 --> 00:08:46.480]  原來死亡對於基督徒來說
[00:08:46.480 --> 00:08:48.480]  是一個逗號
[00:08:48.480 --> 00:08:51.480]  原來我們有永生
[00:08:51.480 --> 00:08:53.480]  所以我們會發現
[00:08:53.480 --> 00:08:56.480]  當我們去到基督教的安息禮拜
[00:08:56.480 --> 00:08:58.480]  和一般的喪禮很不一樣
[00:08:58.680 --> 00:09:00.480]  有誰去過安息禮拜?
[00:09:00.480 --> 00:09:02.480]  舉手,請舉手
[00:09:02.480 --> 00:09:06.480]  放下手,有一半左右
[00:09:06.480 --> 00:09:08.480]  想問一下
[00:09:08.480 --> 00:09:10.480]  這些安息禮拜
[00:09:10.480 --> 00:09:12.480]  基督教和其他,例如道教
[00:09:12.480 --> 00:09:14.480]  其他的喪禮
[00:09:14.480 --> 00:09:16.480]  有什麼不同?
[00:09:16.480 --> 00:09:18.480]  有什麼不同?給你的感覺
[00:09:18.480 --> 00:09:20.480]  說一下感覺
[00:09:20.480 --> 00:09:22.480]  平靜一點
[00:09:22.480 --> 00:09:24.480]  很平靜,謝謝
[00:09:24.480 --> 00:09:26.480]  還有沒有其他?
[00:09:27.680 --> 00:09:29.480]  有沒有?有什麼感覺?
[00:09:29.480 --> 00:09:31.480]  去過安息禮拜?
[00:09:31.480 --> 00:09:32.480]  當時的感覺?
[00:09:32.480 --> 00:09:33.480]  照直說也可以
[00:09:33.480 --> 00:09:34.480]  有什麼感覺?
[00:09:34.480 --> 00:09:36.480]  有沒有去過?
[00:09:36.480 --> 00:09:37.480]  沒有?OK
[00:09:37.480 --> 00:09:39.480]  爸爸媽媽不讓你去?
[00:09:39.480 --> 00:09:41.480]  有什麼感覺?
[00:09:41.480 --> 00:09:43.480]  沒有?
[00:09:43.480 --> 00:09:44.480]  很臭
[00:09:44.480 --> 00:09:48.480]  很臭?
[00:09:48.480 --> 00:09:49.480]  OK
[00:09:49.480 --> 00:09:50.480]  還有沒有其他?
[00:09:50.480 --> 00:09:51.480]  Gabriel 有沒有?
[00:09:51.480 --> 00:09:55.480]  OK
[00:09:55.480 --> 00:09:57.480]  我猜你每條問題都會想回答
[00:09:57.480 --> 00:09:59.280]  有些平安
[00:09:59.280 --> 00:10:02.280]  可能有好的音樂
[00:10:02.280 --> 00:10:05.280]  我們的確會感覺到有少少不同
[00:10:05.280 --> 00:10:07.280]  其實為什麼?
[00:10:07.280 --> 00:10:10.280]  我想是因為背後的信念
[00:10:10.280 --> 00:10:12.280]  那個真理
[00:10:12.280 --> 00:10:15.280]  就是死亡原來對基督徒來說
[00:10:15.280 --> 00:10:17.280]  只不過是睡了覺
[00:10:17.280 --> 00:10:21.280]  就好像耶穌曾經在《約翰福音》說
[00:10:21.280 --> 00:10:22.280]  11章25節
[00:10:22.280 --> 00:10:23.280]  他說什麼?
[00:10:23.280 --> 00:10:24.280]  復活在我
[00:10:24.280 --> 00:10:26.280]  生命也在我
[00:10:26.480 --> 00:10:28.280]  信我的人雖然死了
[00:10:28.280 --> 00:10:30.280]  也必復活
[00:10:30.280 --> 00:10:32.280]  各位explorer
[00:10:32.280 --> 00:10:34.280]  你今天是不是這樣相信?
[00:10:34.280 --> 00:10:37.280]  你是不是這樣認定這個事實?
[00:10:37.280 --> 00:10:39.280]  你是不是相信
[00:10:39.280 --> 00:10:41.280]  死後會有復活?
[00:10:41.280 --> 00:10:42.280]  對於你來說
[00:10:42.280 --> 00:10:43.280]  或者對於基督徒來說
[00:10:43.280 --> 00:10:45.280]  這個很重要
[00:10:45.280 --> 00:10:47.280]  這個會改變到
[00:10:47.280 --> 00:10:49.280]  對我們的價值觀
[00:10:49.280 --> 00:10:51.280]  帶來翻天覆地的改變
[00:10:51.280 --> 00:10:53.280]  會影響我們怎樣看
[00:10:53.280 --> 00:10:56.280]  過了身的親友
[00:10:56.280 --> 00:10:58.080]  基督徒的親友
[00:10:58.080 --> 00:11:00.080]  怎樣看我們面對疾病
[00:11:00.080 --> 00:11:02.080]  或者臨終的病人
[00:11:02.080 --> 00:11:05.080]  怎樣看Andrew
[00:11:05.080 --> 00:11:07.080]  將來做醫生
[00:11:07.080 --> 00:11:09.080]  可能會面對死亡
[00:11:09.080 --> 00:11:12.080]  Carol旁邊也有兩位將來的醫生
[00:11:12.080 --> 00:11:13.080]  都會面對死亡
[00:11:13.080 --> 00:11:16.080]  你怎樣去看死亡?
[00:11:16.080 --> 00:11:18.080]  原來對於基督徒來說
[00:11:18.080 --> 00:11:21.080]  死亡不是一個終結
[00:11:21.080 --> 00:11:24.080]  而這個就是保羅
[00:11:24.280 --> 00:11:26.080]  想告訴當時的
[00:11:26.080 --> 00:11:28.080]  貼薩萊尼加教會的信徒
[00:11:28.080 --> 00:11:30.080]  也想告訴我們
[00:11:30.080 --> 00:11:32.080]  我們今天聽到的第一件事
[00:11:32.080 --> 00:11:34.080]  就是死亡不是一個終結
[00:11:34.080 --> 00:11:37.080]  不過你不要這樣跟媽媽說
[00:11:37.080 --> 00:11:40.080]  媽媽越來越想走去死
[00:11:40.080 --> 00:11:43.080]  你知道背後的理念是說什麼
[00:11:43.080 --> 00:11:46.080]  第一節經文說
[00:11:46.080 --> 00:11:48.080]  以致我們不會憂傷
[00:11:48.080 --> 00:11:51.080]  像那些沒有指望的人一樣
[00:11:51.080 --> 00:11:54.080]  我會想起一套戲
[00:11:54.080 --> 00:11:54.880]  有沒有人聽過
[00:11:54.880 --> 00:11:55.880]  有沒有人看過Coco
[00:11:55.880 --> 00:11:57.880]  我忘記了放上海報
[00:11:57.880 --> 00:12:02.880]  Coco叫做玩轉極樂園
[00:12:02.880 --> 00:12:03.880]  2017年
[00:12:03.880 --> 00:12:05.880]  大家也出生了
[00:12:05.880 --> 00:12:06.880]  出生了
[00:12:06.880 --> 00:12:09.880]  說到這個男主角
[00:12:09.880 --> 00:12:11.880]  去追隨他的夢想
[00:12:11.880 --> 00:12:14.880]  就是去玩音樂
[00:12:14.880 --> 00:12:18.880]  不過他的家族很嚴禁去玩音樂
[00:12:18.880 --> 00:12:19.880]  因為一些事情
[00:12:19.880 --> 00:12:21.880]  結果這個男主角
[00:12:22.080 --> 00:12:25.880]  在他十歲就意外地去了極樂園
[00:12:25.880 --> 00:12:28.880]  告訴別人原來
[00:12:28.880 --> 00:12:31.880]  死後真的會去到另一個世界
[00:12:31.880 --> 00:12:33.880]  但不知道為什麼
[00:12:33.880 --> 00:12:35.880]  那個男主角其實還沒死
[00:12:35.880 --> 00:12:37.880]  不知道為什麼又去到
[00:12:37.880 --> 00:12:38.880]  然後彈出彈入
[00:12:38.880 --> 00:12:40.880]  不過這一點
[00:12:40.880 --> 00:12:43.880]  和我們的基督教信仰有點不一致
[00:12:43.880 --> 00:12:46.880]  我們不可以這樣去跨越
[00:12:46.880 --> 00:12:48.880]  又去天堂又下來
[00:12:49.080 --> 00:12:51.880]  唯有當我們將來
[00:12:51.880 --> 00:12:54.880]  百年歸老安息處為的時候
[00:12:54.880 --> 00:12:56.880]  我們會去的
[00:12:56.880 --> 00:13:00.880]  而且這件事只是apply to基督徒
[00:13:00.880 --> 00:13:03.880]  所以這也是今天我想說的一件事
[00:13:03.880 --> 00:13:07.880]  究竟你今天是真正信了主耶穌沒有
[00:13:07.880 --> 00:13:10.880]  你得著這份救恩沒有
[00:13:10.880 --> 00:13:11.880]  不過也這樣說
[00:13:11.880 --> 00:13:13.880]  當我們回到經文這裏
[00:13:13.880 --> 00:13:16.880]  剛才說死亡不是終結
[00:13:17.080 --> 00:13:19.880]  基督徒在死後會有復活
[00:13:19.880 --> 00:13:22.880]  那復活的基礎在哪裏
[00:13:22.880 --> 00:13:25.880]  復活的基礎在哪裏
[00:13:25.880 --> 00:13:28.880]  十四節說什麼
[00:13:28.880 --> 00:13:32.880]  既然我們信耶穌死了復活了
[00:13:32.880 --> 00:13:34.880]  那些已經在耶穌裏睡了的人
[00:13:34.880 --> 00:13:37.880]  神也必將他們與耶穌一同帶來
[00:13:37.880 --> 00:13:40.880]  所以復活的基礎的盼望在哪裏
[00:13:40.880 --> 00:13:42.880]  是因為什麼
[00:13:43.080 --> 00:13:47.880]  是因為耶穌死後並且復活了
[00:13:47.880 --> 00:13:49.880]  是因為耶穌復活了
[00:13:49.880 --> 00:13:50.880]  各位弟兄姐妹
[00:13:50.880 --> 00:13:53.880]  為什麼耶穌的復活是這麼重要
[00:13:53.880 --> 00:13:55.880]  為什麼耶穌復活這麼重要
[00:13:55.880 --> 00:13:58.880]  如果他沒有復活
[00:13:58.880 --> 00:14:00.880]  我們就慘了
[00:14:00.880 --> 00:14:03.880]  我們一起讀一下哥林多前書這節經文
[00:14:03.880 --> 00:14:04.880]  這節經文是很重要的
[00:14:04.880 --> 00:14:05.880]  預備起
[00:14:05.880 --> 00:14:07.880]  基督若沒有復活
[00:14:07.880 --> 00:14:10.880]  你們的信就是徒然
[00:14:11.080 --> 00:14:12.880]  你們仍活在罪裏
[00:14:12.880 --> 00:14:17.880]  就是在基督裏睡了的人也滅亡了
[00:14:17.880 --> 00:14:21.880]  我們若靠基督只有今生有子望
[00:14:21.880 --> 00:14:25.880]  就比所有的人更可憐
[00:14:25.880 --> 00:14:27.880]  這裏告訴我兩件事
[00:14:27.880 --> 00:14:29.880]  第一件事就是如果基督沒有復活
[00:14:29.880 --> 00:14:33.880]  我們的信心就是徒然就是枉然
[00:14:33.880 --> 00:14:35.880]  是因為我們仍然在罪裏
[00:14:35.880 --> 00:14:38.880]  是代表著因為他幫不了我們
[00:14:38.880 --> 00:14:39.880]  他沒有勝過死亡
[00:14:40.080 --> 00:14:41.880]  他救不了我們
[00:14:41.880 --> 00:14:43.880]  我們仍然只是一個罪人
[00:14:43.880 --> 00:14:47.880]  仍然是一個死了的人就死了
[00:14:47.880 --> 00:14:50.880]  第二方面保羅在這裏說
[00:14:50.880 --> 00:14:52.880]  我們信基督的信耶穌的
[00:14:52.880 --> 00:14:55.880]  如果只能夠在今生有盼望
[00:14:55.880 --> 00:14:57.880]  將來沒有盼望的時候
[00:14:57.880 --> 00:15:01.880]  我們還花這麼多時間來教會做什麼
[00:15:01.880 --> 00:15:05.880]  所以他說我們比那些不信的人更可憐
[00:15:05.880 --> 00:15:07.880]  什麼時間都沒有了
[00:15:08.080 --> 00:15:10.880]  因為只有今生有盼望
[00:15:10.880 --> 00:15:12.880]  是不是 認不認同
[00:15:12.880 --> 00:15:17.880]  所以如果耶穌只是為我們死而沒有復活的話
[00:15:17.880 --> 00:15:18.880]  證明了什麼
[00:15:18.880 --> 00:15:21.880]  證明了他只是愛我們
[00:15:21.880 --> 00:15:23.880]  他是為我們死
[00:15:23.880 --> 00:15:25.880]  不過他沒有神的能力
[00:15:25.880 --> 00:15:27.880]  他沒有能力去復活
[00:15:27.880 --> 00:15:29.880]  即是說他沒有能力去救我們
[00:15:29.880 --> 00:15:31.880]  唯有耶穌真的復活了
[00:15:31.880 --> 00:15:34.880]  他才證明到他有能力勝過死亡
[00:15:35.080 --> 00:15:36.880]  這才代表我們信他的人
[00:15:36.880 --> 00:15:38.880]  同樣能夠勝過死亡
[00:15:38.880 --> 00:15:40.880]  將來有希望復活
[00:15:40.880 --> 00:15:44.880]  因此我一而再再而三重覆這一句
[00:15:44.880 --> 00:15:46.880]  對我們基督徒來說
[00:15:46.880 --> 00:15:48.880]  死亡不是一個終結
[00:15:48.880 --> 00:15:50.880]  死亡不是一個終結
[00:15:50.880 --> 00:15:53.880]  我們將來必定能夠復活
[00:15:53.880 --> 00:15:55.880]  因此今天只要我們在地上
[00:15:55.880 --> 00:15:58.880]  在今天我們在座的
[00:15:58.880 --> 00:16:00.880]  我們在地上的日子信了主
[00:16:00.880 --> 00:16:02.880]  我們就能夠經歷
[00:16:03.080 --> 00:16:04.880]  生命和上帝去到結連
[00:16:04.880 --> 00:16:06.880]  連死亡都不能夠
[00:16:06.880 --> 00:16:09.880]  將我們和主耶穌分開
[00:16:09.880 --> 00:16:12.880]  即使到了我們將來百年歸老
[00:16:12.880 --> 00:16:15.880]  到了我們安息主懷的日子
[00:16:15.880 --> 00:16:18.880]  我們仍然能夠和主耶穌在一起
[00:16:18.880 --> 00:16:19.880]  好不好呢
[00:16:19.880 --> 00:16:21.880]  在這個時候我們和旁邊的人說
[00:16:21.880 --> 00:16:22.880]  你不用怕
[00:16:22.880 --> 00:16:24.880]  死亡不是一個終結
[00:16:24.880 --> 00:16:25.880]  好不好
[00:16:25.880 --> 00:16:26.880]  你和你旁邊的人說
[00:16:32.080 --> 00:16:33.880]  同樣的如果在我們中間
[00:16:33.880 --> 00:16:35.880]  仍然有朋友
[00:16:35.880 --> 00:16:37.880]  有第一次來的
[00:16:37.880 --> 00:16:40.880]  你未真正決志信主
[00:16:40.880 --> 00:16:41.880]  我也很想鼓勵你
[00:16:41.880 --> 00:16:43.880]  把握今天這個機會
[00:16:43.880 --> 00:16:45.880]  去認真和耶穌
[00:16:45.880 --> 00:16:48.880]  去邀請他進入你的生命當中
[00:16:48.880 --> 00:16:50.880]  因為這個決定
[00:16:50.880 --> 00:16:52.880]  是和你的將來有關
[00:16:52.880 --> 00:16:55.880]  就好像我昔日在中三的時候
[00:16:55.880 --> 00:16:56.880]  作了這個決定
[00:16:56.880 --> 00:16:59.880]  是我一生最寶貴最好的決定
[00:16:59.880 --> 00:17:01.880]  所以我鼓勵你
[00:17:01.880 --> 00:17:03.680]  今天真的去做這個決定
[00:17:03.680 --> 00:17:07.680]  你可以找我或其他導師傾談
[00:17:07.680 --> 00:17:08.680]  如果你未做這個決定
[00:17:08.680 --> 00:17:10.680]  當我們繼續看下去
[00:17:10.680 --> 00:17:14.680]  剛才我們說基督徒將來會復活
[00:17:14.680 --> 00:17:18.680]  究竟這件事是何時發生
[00:17:18.680 --> 00:17:22.680]  我再次邀請大家讀第十六十七節
[00:17:22.680 --> 00:17:25.680]  不如只讀英文
[00:17:25.680 --> 00:17:26.680]  只讀綠色
[00:17:27.480 --> 00:17:30.480]  (英文)
[00:17:30.480 --> 00:17:39.480]  謝謝
[00:17:39.480 --> 00:17:43.480]  這裡說我們何時經歷復活
[00:17:43.480 --> 00:17:45.480]  我們何時會復活
[00:17:45.480 --> 00:17:49.480]  就是主耶穌再回來的時候
[00:17:49.480 --> 00:17:51.480]  就是主耶穌再回來的時候
[00:17:51.480 --> 00:17:53.480]  我們要經歷復活
[00:17:53.480 --> 00:17:55.480]  當他再回來的時候
[00:17:55.680 --> 00:17:59.480]  這個世界要走到盡頭
[00:17:59.480 --> 00:18:02.480]  代表著這個世界的時鐘
[00:18:02.480 --> 00:18:04.480]  要去到零
[00:18:04.480 --> 00:18:07.480]  這個在將來是會發生的
[00:18:07.480 --> 00:18:12.480]  雖然不知道是不是在你和我再生的年代
[00:18:12.480 --> 00:18:15.480]  這個事實是會發生的
[00:18:15.480 --> 00:18:16.480]  在那一刻
[00:18:16.480 --> 00:18:18.480]  在地上的所有人
[00:18:18.480 --> 00:18:22.480]  都要知道主耶穌回來了
[00:18:22.480 --> 00:18:23.480]  因為經文說
[00:18:23.680 --> 00:18:26.480]  到時會有極大的響聲
[00:18:26.480 --> 00:18:27.480]  十六節
[00:18:27.480 --> 00:18:32.480]  (英文)
[00:18:32.480 --> 00:18:33.480]  總而言之
[00:18:33.480 --> 00:18:36.480]  就是有前所未有的大聲
[00:18:36.480 --> 00:18:38.480]  所有人都要知道
[00:18:38.480 --> 00:18:40.480]  主耶穌突然之間
[00:18:40.480 --> 00:18:42.480]  就要降臨
[00:18:42.480 --> 00:18:43.480]  就要回來
[00:18:43.480 --> 00:18:44.480]  無論在那一刻
[00:18:44.480 --> 00:18:46.480]  你是否活在這個世上
