
[00:00:00.000 --> 00:00:07.000]  我們在神的豐富的恩典中 一起來敬拜 一起來感受神的愛
[00:04:12.000 --> 00:04:15.000]  要怎麼樣明白神的旨意
[00:04:15.000 --> 00:04:18.000]  我們當然要第一 了解聖經的話語
[00:04:18.000 --> 00:04:20.000]  神的話語怎麼說
[00:04:20.000 --> 00:04:22.000]  已經說了 就是他的旨意
[00:04:22.000 --> 00:04:23.000]  你就做
[00:04:23.000 --> 00:04:25.000]  他說不要做的 你就別做
[00:04:25.000 --> 00:04:26.000]  這是神的旨意
[00:04:26.000 --> 00:04:29.000]  第二就是聖靈的感動
[00:04:29.000 --> 00:04:31.000]  信耶穌的人很清楚知道
[00:04:31.000 --> 00:04:33.000]  聖靈住在你生命裡面
[00:04:33.000 --> 00:04:37.000]  有一些事情你就是覺得不對
[00:04:37.000 --> 00:04:38.000]  不該做
[00:04:38.000 --> 00:04:40.000]  聖靈在生命裡面感動你
[00:04:40.000 --> 00:04:42.000]  因為這個靈是神的靈
[00:04:42.000 --> 00:04:43.000]  又真又活的
[00:04:43.000 --> 00:04:46.000]  甚至是快快打電話給一個朋友
[00:04:46.000 --> 00:04:48.000]  我打過去才發現
[00:04:48.000 --> 00:04:50.000]  這麼久沒有聯絡的朋友
[00:04:50.000 --> 00:04:54.000]  他正在有自殺的念頭
[00:04:54.000 --> 00:04:56.000]  這就是聖靈的感動
[00:04:56.000 --> 00:04:57.000]  叫你做
[00:04:57.000 --> 00:04:58.000]  你沒有辦法解釋的
[00:04:58.000 --> 00:05:00.000]  你就是拿起電話就打給他
[00:05:00.000 --> 00:05:05.000]  才發現還好你及時聯絡上他
[00:05:05.000 --> 00:05:08.000]  第三是聖徒的建議
[00:05:08.000 --> 00:05:09.000]  聖徒的建議就是
[00:05:09.000 --> 00:05:13.000]  上帝常常把他的旨意放在整個群體裡面
[00:05:13.000 --> 00:05:15.000]  群體裡面有不同的人
[00:05:15.000 --> 00:05:17.000]  他們會因為認識你
[00:05:17.000 --> 00:05:19.000]  而且為你禱告
[00:05:19.000 --> 00:05:21.000]  也有自己自身的經驗
[00:05:21.000 --> 00:05:22.000]  在那一件事情上
[00:05:22.000 --> 00:05:24.000]  他可能經歷過類似的
[00:05:24.000 --> 00:05:26.000]  可以給你建議
[00:05:26.000 --> 00:05:27.000]  聖經裡面說
[00:05:27.000 --> 00:05:29.000]  我們要聽不同人的建議
[00:05:29.000 --> 00:05:30.000]  第四是什麼呢
[00:05:30.000 --> 00:05:32.000]  環境的印證
[00:05:32.000 --> 00:05:33.000]  環境的印證就是
[00:05:33.000 --> 00:05:38.000]  上帝到底這扇門有沒有開得特別奇妙
[00:05:38.000 --> 00:05:40.000]  讓你發現這不可能的
[00:05:40.000 --> 00:05:43.000]  有個年輕人要找工作就發現
[00:05:43.000 --> 00:05:44.000]  怎麼突然間
[00:05:44.000 --> 00:05:45.000]  以前就是沒有工作
[00:05:45.000 --> 00:05:47.000]  現在突然間
[00:05:47.000 --> 00:05:50.000]  一個接著一個的面試的機會
[00:05:50.000 --> 00:05:52.000]  這太奇妙了
[00:05:52.000 --> 00:05:54.000]  經過認真的禱告之後
[00:05:54.000 --> 00:05:56.000]  竟然發生這些事情
[00:05:56.000 --> 00:05:57.000]  環境有印證了
[00:05:57.000 --> 00:05:59.000]  上帝開門給你指引
[00:05:59.000 --> 00:06:01.000]  你有信心知道
[00:06:01.000 --> 00:06:03.000]  神的時間到了
[00:06:03.000 --> 00:06:05.000]  最後他們說
[00:06:05.000 --> 00:06:07.000]  有基本的常識
[00:06:07.000 --> 00:06:08.000]  也是可以明白神的旨意
[00:06:08.000 --> 00:06:11.000]  就是上帝給了我們人
[00:06:11.000 --> 00:06:13.000]  有理性
[00:06:13.000 --> 00:06:14.000]  我們理性能夠幫助我們
[00:06:14.000 --> 00:06:17.000]  從小到大累積很多經驗
[00:06:17.000 --> 00:06:18.000]  常識
[00:06:18.000 --> 00:06:20.000]  所以在很多的情況下
[00:06:20.000 --> 00:06:22.000]  也不用神神化化的
[00:06:22.000 --> 00:06:24.000]  就是基本的常識
[00:06:24.000 --> 00:06:26.000]  雨天就要拿雨傘出門
[00:06:26.000 --> 00:06:27.000]  是常識
[00:06:27.000 --> 00:06:29.000]  這個很清楚了
[00:06:29.000 --> 00:06:31.000]  所以這是啟發課程的
[00:06:31.000 --> 00:06:32.000]  這些都很重要
[00:06:32.000 --> 00:06:34.000]  但是我今天不是想講這些
[00:06:34.000 --> 00:06:37.000]  今天我看到這段經文
[00:06:37.000 --> 00:06:39.000]  要跟大家講的是
[00:06:39.000 --> 00:06:41.000]  神的旨意
[00:06:41.000 --> 00:06:43.000]  我們要怎麼樣擺好我們的姿勢
[00:06:43.000 --> 00:06:45.000]  心態
[00:06:45.000 --> 00:06:48.000]  以致我們能夠
[00:06:48.000 --> 00:06:50.000]  更容易的準備好
[00:06:50.000 --> 00:06:52.000]  自己去抓到神的旨意
[00:06:52.000 --> 00:06:54.000]  首先有一個問題要問的是什麼呢
[00:06:54.000 --> 00:06:59.000]  是到底神是否期望我們
[00:06:59.000 --> 00:07:01.000]  明白祂的旨意呢
[00:07:01.000 --> 00:07:03.000]  到底神有沒有這個期望呢
[00:07:03.000 --> 00:07:05.000]  期望我們明白祂的旨意
[00:07:05.000 --> 00:07:07.000]  這個問題我們也得問一問
[00:07:07.000 --> 00:07:09.000]  我們不能夠說
[00:07:09.000 --> 00:07:10.000]  我要明白神的旨意
[00:07:10.000 --> 00:07:12.000]  這位神
[00:07:12.000 --> 00:07:14.000]  到底有沒有期望我們
[00:07:14.000 --> 00:07:16.000]  去明白祂的旨意
[00:07:16.000 --> 00:07:18.000]  是有的
[00:07:18.000 --> 00:07:21.000]  因為聖經告訴我們
[00:07:21.000 --> 00:07:24.000]  要叫我們要查驗
[00:07:24.000 --> 00:07:27.000]  什麼叫做神的旨意
[00:07:27.000 --> 00:07:30.000]  而且他把神的旨意形容得多麼美好
[00:07:30.000 --> 00:07:31.000]  就是善良的
[00:07:31.000 --> 00:07:32.000]  純全的
[00:07:32.000 --> 00:07:34.000]  可喜悅的
[00:07:34.000 --> 00:07:36.000]  你如果明白了之後
[00:07:36.000 --> 00:07:38.000]  你會喜歡的
[00:07:38.000 --> 00:07:40.000]  羅馬書12章第二節
[00:07:40.000 --> 00:07:43.000]  那麼神期望我們明白祂的旨意
[00:07:43.000 --> 00:07:45.000]  聖經告訴我們神期望
[00:07:45.000 --> 00:07:47.000]  不然祂為什麼會讓我們去查驗呢
[00:07:47.000 --> 00:07:49.000]  不只期望
[00:07:49.000 --> 00:07:51.000]  神還怎麼樣
[00:07:51.000 --> 00:07:53.000]  神還邀請我們
[00:07:53.000 --> 00:07:56.000]  邀請我們去查驗祂的旨意
[00:07:56.000 --> 00:07:58.000]  你有沒有看到這個分別
[00:07:58.000 --> 00:08:00.000]  不只是期望那麼簡單
[00:08:00.000 --> 00:08:01.000]  祂說你來
[00:08:01.000 --> 00:08:03.000]  我邀請你
[00:08:03.000 --> 00:08:04.000]  你來考驗一下
[00:08:04.000 --> 00:08:07.000]  我的旨意是不是最美好的
[00:08:07.000 --> 00:08:10.000]  所以祂很樂意我們明白祂的旨意
[00:08:10.000 --> 00:08:15.000]  所以我們今天要一起來看這件事情
[00:08:15.000 --> 00:08:20.000]  那麼我們就先做個禱告
[00:08:20.000 --> 00:08:21.000]  親愛的天父
[00:08:21.000 --> 00:08:23.000]  我們感謝讚美你
[00:08:23.000 --> 00:08:26.000]  我們祈求你與我們同在
[00:08:26.000 --> 00:08:29.000]  叫我們在聽到的過程中
[00:08:29.000 --> 00:08:34.000]  我們的心成為耶穌所說的一片好土
[00:08:34.000 --> 00:08:36.000]  主啊我們要捆綁撒旦魔鬼
[00:08:36.000 --> 00:08:39.000]  要帶給我們一切分心的原因
[00:08:39.000 --> 00:08:42.000]  主啊我們要把他們棄絕捆綁
[00:08:42.000 --> 00:08:44.000]  我們要奉主耶穌的聖名
[00:08:44.000 --> 00:08:47.000]  祈求上帝你使我們的心成為一片
[00:08:47.000 --> 00:08:49.000]  很謙卑受教的好土
[00:08:49.000 --> 00:08:50.000]  以至神啊
[00:08:50.000 --> 00:08:53.000]  我們能夠聽到你那微小的聲音
[00:08:53.000 --> 00:08:57.000]  按著我們目前的情況向我們說話
[00:08:57.000 --> 00:08:58.000]  主啊感謝你
[00:08:58.000 --> 00:09:00.000]  禱告奉耶穌的名祈求
[00:09:00.000 --> 00:09:01.000]  Amen
[00:09:01.000 --> 00:09:03.000]  今天的經文有兩個節
[00:09:03.000 --> 00:09:07.000]  其中一節是羅馬書第十二章第一節
[00:09:07.000 --> 00:09:08.000]  大家很熟悉
[00:09:08.000 --> 00:09:10.000]  所以弟兄們
[00:09:10.000 --> 00:09:13.000]  我以神的慈悲勸你們
[00:09:13.000 --> 00:09:17.000]  將身體獻上當作活祭
[00:09:17.000 --> 00:09:18.000]  是聖節的
[00:09:18.000 --> 00:09:20.000]  是神所喜悅的
[00:09:20.000 --> 00:09:24.000]  你們如此侍奉乃是理所當然的
[00:09:24.000 --> 00:09:28.000]  這裡有一個詞叫侍奉
[00:09:28.000 --> 00:09:29.000]  大家知不知道侍奉呢
[00:09:29.000 --> 00:09:32.000]  這個詞在這裡呢
[00:09:32.000 --> 00:09:34.000]  基本上在希臘文
[00:09:34.000 --> 00:09:37.000]  在原文就是敬拜
[00:09:37.000 --> 00:09:41.000]  敬拜就是剛才我們在這裡的敬拜
[00:09:41.000 --> 00:09:43.000]  也是一個崇拜
[00:09:43.000 --> 00:09:47.000]  也是你生命的所有的活動
[00:09:47.000 --> 00:09:49.000]  都是可以是向上帝的敬拜
[00:09:49.000 --> 00:09:53.000]  所以這裡說我們在如此的侍奉
[00:09:53.000 --> 00:09:56.000]  乃是理所當然的
[00:09:56.000 --> 00:10:01.000]  侍奉能夠幫助我們了解神的旨意
[00:10:01.000 --> 00:10:04.000]  請你先記住這一點
[00:10:04.000 --> 00:10:06.000]  弟兄姊妹
[00:10:06.000 --> 00:10:11.000]  你有沒有恩賜
[00:10:11.000 --> 00:10:14.000]  因為聖經說上帝按著他的恩典
[00:10:14.000 --> 00:10:19.000]  給每一個人都有恩賜
[00:10:19.000 --> 00:10:23.000]  所以我們能夠用我們的恩賜來侍奉
[00:10:23.000 --> 00:10:26.000]  侍奉不只是在教會裡面
[00:10:26.000 --> 00:10:30.000]  侍奉也包括了你在家裡作為一個父親
[00:10:30.000 --> 00:10:33.000]  上帝有沒有給你教小朋友的恩賜
[00:10:33.000 --> 00:10:36.000]  使到他們都聽你的話
[00:10:36.000 --> 00:10:38.000]  都能夠明白你是講道理的
[00:10:38.000 --> 00:10:41.000]  在他小小的年紀就已經知道
[00:10:41.000 --> 00:10:42.000]  什麼叫做對與錯
[00:10:42.000 --> 00:10:44.000]  什麼叫做做事的原則
[00:10:44.000 --> 00:10:47.000]  什麼叫做要講信用
[00:10:47.000 --> 00:10:49.000]  這是父親的角色
[00:10:49.000 --> 00:10:50.000]  很重要
[00:10:50.000 --> 00:10:54.000]  上帝有沒有讓你做一個母親
[00:10:54.000 --> 00:10:56.000]  在家裡能夠讓孩子知道
[00:10:56.000 --> 00:10:58.000]  什麼叫做無微不至的愛
[00:10:58.000 --> 00:11:00.000]  無條件的愛
[00:11:00.000 --> 00:11:02.000]  有什麼事情就跑到媽媽那邊去
[00:11:02.000 --> 00:11:04.000]  有什麼委屈就跑到媽媽那邊去
[00:11:04.000 --> 00:11:08.000]  因為媽媽不會第一件事情就看你有沒有錯
[00:11:08.000 --> 00:11:11.000]  而是先給你愛
[00:11:11.000 --> 00:11:13.000]  恩賜也包括你在公司裡面
[00:11:13.000 --> 00:11:17.000]  各樣你能夠發揮的上帝給你的才能
[00:11:17.000 --> 00:11:19.000]  有些人組織能力很強
[00:11:19.000 --> 00:11:21.000]  有些人分析能力很強
[00:11:21.000 --> 00:11:23.000]  有些人能夠把事情辦成
[00:11:23.000 --> 00:11:25.000]  有各樣的恩賜
[00:11:25.000 --> 00:11:27.000]  我們看
[00:11:27.000 --> 00:11:29.000]  侍奉的範圍就是生活的全部
[00:11:29.000 --> 00:11:31.000]  所以
[00:11:31.000 --> 00:11:32.000]  如果你在教會久了
[00:11:32.000 --> 00:11:35.000]  千萬不要有一種錯誤的觀念
[00:11:35.000 --> 00:11:38.000]  以為侍奉就是一定要在教會裡面
[00:11:38.000 --> 00:11:39.000]  那才算侍奉
[00:11:39.000 --> 00:11:42.000]  我們在我們的洗禮班
[00:11:42.000 --> 00:11:44.000]  有教過我們的每個弟兄姊妹
[00:11:44.000 --> 00:11:46.000]  侍奉是什麼呢
[00:11:46.000 --> 00:11:49.000]  侍奉是使用上帝的資源
[00:11:49.000 --> 00:11:51.000]  上帝給我們的資源
[00:11:51.000 --> 00:11:53.000]  不管是時間金錢財幹
[00:11:53.000 --> 00:11:55.000]  按著上帝的心意
[00:11:55.000 --> 00:11:58.000]  用在為上帝而做的事情上
[00:11:58.000 --> 00:12:00.000]  這就是侍奉
[00:12:00.000 --> 00:12:02.000]  有三個部分
[00:12:02.000 --> 00:12:03.000]  你如果是用
[00:12:03.000 --> 00:12:06.000]  你不當作是上帝給你的恩賜
[00:12:06.000 --> 00:12:08.000]  你也不是按著上帝的心意
[00:12:08.000 --> 00:12:11.000]  你隨意的要用來滿足自己
[00:12:11.000 --> 00:12:15.000]  或者達到自己的野心的目標
[00:12:15.000 --> 00:12:16.000]  那個在上帝面前
[00:12:16.000 --> 00:12:20.000]  他不算你是侍奉
[00:12:20.000 --> 00:12:22.000]  你可以同樣的好像很有成績
[00:12:22.000 --> 00:12:24.000]  同樣很有成就
[00:12:24.000 --> 00:12:26.000]  但是在上帝面前
[00:12:26.000 --> 00:12:28.000]  那沒有永恆的價值
[00:12:28.000 --> 00:12:31.000]  所以我們要清楚什麼是侍奉
[00:12:31.000 --> 00:12:33.000]  藉著侍奉
[00:12:33.000 --> 00:12:35.000]  我們可以明白上帝
[00:12:35.000 --> 00:12:38.000]  怎麼樣安排我們的人生
[00:12:38.000 --> 00:12:40.000]  這個很重要
[00:12:40.000 --> 00:12:42.000]  不然的話
[00:12:42.000 --> 00:12:47.000]  你可能就忙於跟別人比較
[00:12:47.000 --> 00:12:50.000]  想要成為某某人
[00:12:50.000 --> 00:12:54.000]  可是造物主給你的這個人生
[00:12:54.000 --> 00:12:58.000]  真的是某某人的人生嗎?
[00:12:58.000 --> 00:13:01.000]  有很多人都是因為沒有問造物主
[00:13:01.000 --> 00:13:04.000]  到底造我來做什麼
[00:13:04.000 --> 00:13:07.000]  沒有辦法就找一個榜樣
[00:13:07.000 --> 00:13:09.000]  然後就認為這樣應該很開心
[00:13:09.000 --> 00:13:12.000]  但是這個是他的人生
[00:13:12.000 --> 00:13:14.000]  不是你的人生
[00:13:14.000 --> 00:13:16.000]  給你做到了
[00:13:16.000 --> 00:13:17.000]  你也未必會開心
[00:13:17.000 --> 00:13:19.000]  而且可能因為不是你的
[00:13:19.000 --> 00:13:25.000]  在過程中你要付上很大的代價
[00:13:25.000 --> 00:13:29.000]  你要犧牲掉很多親子的時間
[00:13:29.000 --> 00:13:34.000]  你要犧牲掉很多的人際關係
[00:13:34.000 --> 00:13:36.000]  值得嗎?
[00:13:36.000 --> 00:13:38.000]  我們要問的是造物主給我們人生
[00:13:38.000 --> 00:13:41.000]  到底是怎樣的
[00:13:41.000 --> 00:13:44.000]  我有一個好朋友
[00:13:44.000 --> 00:13:46.000]  他在新加坡
[00:13:46.000 --> 00:13:51.000]  他是在三十歲的時候
[00:13:51.000 --> 00:13:54.000]  來到我的一個小組
[00:13:54.000 --> 00:13:58.000]  然後我就覺得他
[00:13:58.000 --> 00:13:59.000]  真的是很愛組
[00:13:59.000 --> 00:14:00.000]  很成熟
[00:14:00.000 --> 00:14:02.000]  很聰明
[00:14:02.000 --> 00:14:05.000]  然後我就決定
[00:14:05.000 --> 00:14:08.000]  要把這個小組交給他來負責了
[00:14:08.000 --> 00:14:11.000]  我要去其他的侍奉
[00:14:11.000 --> 00:14:13.000]  可是當我跟他說的時候
[00:14:13.000 --> 00:14:17.000]  我就發現原來他待不久了
[00:14:17.000 --> 00:14:20.000]  原來他有他的計畫
[00:14:20.000 --> 00:14:25.000]  他是一個從小就不斷的問上帝
[00:14:25.000 --> 00:14:27.000]  造物主造我來做什麼
[00:14:27.000 --> 00:14:29.000]  的這樣一個人
[00:14:29.000 --> 00:14:32.000]  所以他在十七歲的時候
[00:14:32.000 --> 00:14:34.000]  就已經很清楚
[00:14:34.000 --> 00:14:37.000]  他要當醫生
[00:14:37.000 --> 00:14:39.000]  你說 哎呀 當醫生
[00:14:39.000 --> 00:14:41.000]  每個人都想當醫生
[00:14:41.000 --> 00:14:43.000]  這有什麼特別
[00:14:43.000 --> 00:14:45.000]  不是 他是問上帝
[00:14:45.000 --> 00:14:46.000]  他要做什麼
[00:14:46.000 --> 00:14:48.000]  他要為上帝做什麼
[00:14:48.000 --> 00:14:50.000]  上帝讓他看見
[00:14:50.000 --> 00:14:52.000]  他如果當醫生
[00:14:52.000 --> 00:14:55.000]  他就可以去國內
[00:14:55.000 --> 00:14:57.000]  去幫助窮困
[00:14:57.000 --> 00:14:59.000]  偏僻的農村的人
[00:14:59.000 --> 00:15:03.000]  然後在那裡做一個基督徒的見證
[00:15:03.000 --> 00:15:04.000]  所以十七歲他問上帝
[00:15:04.000 --> 00:15:06.000]  他就清楚有這個想法
[00:15:06.000 --> 00:15:08.000]  他就努力讀書
[00:15:08.000 --> 00:15:10.000]  然後真的給他考上當醫生
[00:15:10.000 --> 00:15:14.000]  在新加坡國立大學畢業當醫生
[00:15:14.000 --> 00:15:16.000]  當了幾年之後
[00:15:16.000 --> 00:15:17.000]  他要準備
[00:15:17.000 --> 00:15:19.000]  他就來到我們的小組
[00:15:19.000 --> 00:15:21.000]  然後差不多第二年
[00:15:21.000 --> 00:15:22.000]  他要進去了
[00:15:22.000 --> 00:15:23.000]  結果他去了國內
[00:15:23.000 --> 00:15:24.000]  一個很偏僻的農村
[00:15:24.000 --> 00:15:26.000]  我記得我去找他
[00:15:26.000 --> 00:15:28.000]  那個時候那個路都還沒修好
[00:15:28.000 --> 00:15:30.000]  我坐那個巴士是
[00:15:30.000 --> 00:15:35.000]  哇 三十個小時的那個土路
[00:15:35.000 --> 00:15:38.000]  土石路 很辛苦
[00:15:38.000 --> 00:15:43.000]  他去到那邊幫助麻風病人的村子
[00:15:43.000 --> 00:15:45.000]  艾滋病人的村子
[00:15:45.000 --> 00:15:48.000]  拉水 從山上拉水下來
[00:15:48.000 --> 00:15:50.000]  一個新加坡的城市人
[00:15:50.000 --> 00:15:52.000]  要學會做這些
[00:15:52.000 --> 00:15:54.000]  他就在那邊學
[00:15:54.000 --> 00:15:57.000]  三個孩子都在國內上小學
[00:15:57.000 --> 00:16:01.000]  而且他決定讓他們上本地學校
[00:16:01.000 --> 00:16:05.000]  因為他說要融入這邊上本地學校
[00:16:05.000 --> 00:16:08.000]  為了不要讓他們忘記自己的國家
[00:16:08.000 --> 00:16:10.000]  每天早上上學前
[00:16:10.000 --> 00:16:14.000]  都跟三個兒子一起先唱國歌
[00:16:14.000 --> 00:16:16.000]  唱了國歌才出去
[00:16:16.000 --> 00:16:19.000]  然後有些本地學校教不到的
[00:16:19.000 --> 00:16:21.000]  他就在家裡自己教
[00:16:21.000 --> 00:16:22.000]  教他們鋼琴
[00:16:22.000 --> 00:16:24.000]  教他們希伯來文
[00:16:24.000 --> 00:16:30.000]  教他們希臘文
[00:16:30.000 --> 00:16:36.000]  他從小一顆單純的心就問上帝
[00:16:36.000 --> 00:16:38.000]  他要做什麼
[00:16:38.000 --> 00:16:40.000]  他就侍奉上帝
[00:16:40.000 --> 00:16:42.000]  侍奉上帝的過程
[00:16:42.000 --> 00:16:47.000]  他慢慢的找到他有的才華跟恩賜
[00:16:47.000 --> 00:16:50.000]  就是能夠把書讀好
[00:16:50.000 --> 00:16:53.000]  能夠把成績弄好
[00:16:53.000 --> 00:16:55.000]  然後又看到有需要
[00:16:55.000 --> 00:16:56.000]  他就知道自己人生
[00:16:56.000 --> 00:16:58.000]  慢慢他看到那幅圖像
[00:16:58.000 --> 00:17:00.000]  十多年後等到三個兒子
[00:17:00.000 --> 00:17:03.000]  開始要回國當兵了
[00:17:03.000 --> 00:17:07.000]  他也禱告知道要把這整個機構
[00:17:07.000 --> 00:17:09.000]  交給他的二把手
[00:17:09.000 --> 00:17:10.000]  四年的時間
[00:17:10.000 --> 00:17:12.000]  我見到他的時候是
[00:17:12.000 --> 00:17:13.000]  四年的時間
[00:17:13.000 --> 00:17:15.000]  他用了四年的時間來準備
[00:17:15.000 --> 00:17:19.000]  把這件事情轉移給二把手
[00:17:19.000 --> 00:17:21.000]  用四年的時間來籌備
[00:17:21.000 --> 00:17:24.000]  四年的時間他就已經告訴我
[00:17:24.000 --> 00:17:26.000]  為他禱告
[00:17:26.000 --> 00:17:27.000]  他正在轉移
[00:17:27.000 --> 00:17:30.000]  因為四年後老大要當兵了
[00:17:30.000 --> 00:17:31.000]  所以要回去
[00:17:31.000 --> 00:17:33.000]  回去之後慢慢
[00:17:33.000 --> 00:17:37.000]  現在在新加坡國立醫院當教授
[00:17:37.000 --> 00:17:43.000]  在教那些年輕的醫生等等
[00:17:43.000 --> 00:17:46.000]  所以侍奉你會了解自己
[00:17:46.000 --> 00:17:50.000]  侍奉你會知道自己能做什麼不能做什麼
[00:17:50.000 --> 00:17:52.000]  我小時候還不信主
[00:17:52.000 --> 00:17:54.000]  我就想我要當飛機師
[00:17:54.000 --> 00:17:57.000]  結果我發現這不是我的人生
[00:17:57.000 --> 00:17:58.000]  我也做不成
[00:17:58.000 --> 00:18:01.000]  因為在讀書的過程
[00:18:01.000 --> 00:18:03.000]  慢慢就已經放下了物理
[00:18:03.000 --> 00:18:05.000]  所以根本我去
[00:18:05.000 --> 00:18:09.000]  那個軍隊還真的招我了
[00:18:09.000 --> 00:18:11.000]  招我去面試
[00:18:11.000 --> 00:18:13.000]  結果因為我已經放下了物理
[00:18:13.000 --> 00:18:16.000]  所以那些物理問題都答不上
[00:18:16.000 --> 00:18:21.000]  所以上帝反而是讓我在文學
[00:18:21.000 --> 00:18:26.000]  神學、哲學這方面慢慢給我安排
[00:18:26.000 --> 00:18:28.000]  在我侍奉的過程
[00:18:28.000 --> 00:18:32.000]  讓我了解我的責任是了解真理
[00:18:32.000 --> 00:18:37.000]  明白真理跟傳講真理
[00:18:37.000 --> 00:18:39.000]  所以弟兄姊妹
[00:18:39.000 --> 00:18:40.000]  我鼓勵你要在侍奉中
[00:18:40.000 --> 00:18:44.000]  不管是在教會、在家中、在公司
[00:18:44.000 --> 00:18:46.000]  為神而活
[00:18:46.000 --> 00:18:48.000]  你就知道你是做什麼的
