
[00:00:00.000 --> 00:00:03.600]  記不記得Carmen教授跟我們說了上個禮拜的事
[00:05:39.100 --> 00:05:41.100]  Who are the four friends in your life
[00:05:41.100 --> 00:05:42.100]  that would help you
[00:05:42.100 --> 00:05:43.100]  Lincoln
[00:05:43.100 --> 00:05:44.100]  If you are paralyzed today
[00:05:44.100 --> 00:05:45.100]  Who would help you
[00:05:45.100 --> 00:05:46.100]  Would Elias help you
[00:05:46.100 --> 00:05:47.100]  You think so
[00:05:47.100 --> 00:05:48.100]  真的會
[00:05:48.100 --> 00:05:50.100]  他可能打機
[00:05:50.100 --> 00:05:51.100]  然後不記得你
[00:05:51.100 --> 00:05:52.100]  You be careful
[00:05:52.100 --> 00:05:54.100]  是不是
[00:05:54.100 --> 00:05:56.100]  If you are paralyzed today
[00:05:56.100 --> 00:05:58.100]  Who are your four friends
[00:05:58.100 --> 00:05:59.100]  that would help you
[00:05:59.100 --> 00:06:00.100]  你想想
[00:06:00.100 --> 00:06:03.100]  Who are your four friends
[00:06:03.100 --> 00:06:05.100]  這個paralyzed person
[00:06:05.100 --> 00:06:07.100]  就被四個friend
[00:06:07.100 --> 00:06:08.100]  去帶去哪裏
[00:06:08.100 --> 00:06:10.100]  去meet Jesus
[00:06:10.100 --> 00:06:14.100]  The friends want him to be healed
[00:06:14.100 --> 00:06:16.100]  Who want him to be healed
[00:06:16.100 --> 00:06:18.100]  他去找耶穌的時候
[00:06:18.100 --> 00:06:20.100]  多不多人
[00:06:20.100 --> 00:06:21.100]  爆了場
[00:06:21.100 --> 00:06:22.100]  你看next slide
[00:06:22.100 --> 00:06:24.100]  爆了場
[00:06:24.100 --> 00:06:27.100]  都進不到這間屋
[00:06:27.100 --> 00:06:28.100]  他進不到這間屋
[00:06:28.100 --> 00:06:30.100]  他的解決方法是什麼
[00:06:30.100 --> 00:06:32.100]  他的解決方法是什麼
[00:06:32.100 --> 00:06:33.100]  Okay
[00:06:33.100 --> 00:06:37.100]  如果你是paralyzed man
[00:06:37.100 --> 00:06:38.100]  的四個friend
[00:06:38.100 --> 00:06:40.100]  What would you do
[00:06:40.100 --> 00:06:41.100]  What would you do
[00:06:41.100 --> 00:06:42.100]  Imagine
[00:06:42.100 --> 00:06:43.100]  耶穌在這裏中間
[00:06:43.100 --> 00:06:44.100]  是不是
[00:06:44.100 --> 00:06:45.100]  很多人
[00:06:45.100 --> 00:06:47.100]  想讓他被醫治
[00:06:47.100 --> 00:06:48.100]  爆了場
[00:06:48.100 --> 00:06:51.100]  爆到去MTR station
[00:06:51.100 --> 00:06:52.100]  那裏要排隊
[00:06:52.100 --> 00:06:54.100]  你覺得你會怎樣
[00:06:54.100 --> 00:06:55.100]  你會怎樣
[00:06:55.100 --> 00:06:56.100]  如果你是那些四個friend
[00:06:56.100 --> 00:06:58.100]  Yeah
[00:06:58.100 --> 00:07:00.100]  Wow
[00:07:00.100 --> 00:07:01.100]  你有讀聖經嗎
[00:07:01.100 --> 00:07:02.100]  有讀經文嗎
[00:07:02.100 --> 00:07:03.100]  Wow
[00:07:03.100 --> 00:07:04.100]  Okay
[00:07:04.100 --> 00:07:05.100]  That is exactly
[00:07:05.100 --> 00:07:07.100]  他們的選擇是什麼
[00:07:07.100 --> 00:07:09.100]  他們的四個friend的選擇是什麼
[00:07:09.100 --> 00:07:11.100]  What are the options
[00:07:11.100 --> 00:07:12.100]  Leave
[00:07:12.100 --> 00:07:13.100]  這麼多人
[00:07:13.100 --> 00:07:15.100]  在MTR exit B那裏
[00:07:15.100 --> 00:07:17.100]  都排到去那裏
[00:07:17.100 --> 00:07:18.100]  Can you imagine
[00:07:18.100 --> 00:07:20.100]  怎樣進去找耶穌呢
[00:07:20.100 --> 00:07:21.100]  We can't
[00:07:21.100 --> 00:07:23.100]  還有什麼選擇
[00:07:27.100 --> 00:07:28.100]  Okay
[00:07:28.100 --> 00:07:29.100]  Mine a hole
[00:07:29.100 --> 00:07:30.100]  在這裏的window
[00:07:30.100 --> 00:07:31.100]  Mine a hole
[00:07:31.100 --> 00:07:32.100]  Okay
[00:07:32.100 --> 00:07:34.100]  Try again next time
[00:07:34.100 --> 00:07:35.100]  You can leave
[00:07:35.100 --> 00:07:36.100]  You can try again next time
[00:07:36.100 --> 00:07:38.100]  Or you can find a solution
[00:07:38.100 --> 00:07:40.100]  這個四個friend
[00:07:40.100 --> 00:07:42.100]  可能是engineer
[00:07:42.100 --> 00:07:43.100]  誰想讀engineering
[00:07:43.100 --> 00:07:44.100]  是不是
[00:07:44.100 --> 00:07:47.100]  他們就在rooftop那裏
[00:07:47.100 --> 00:07:49.100]  Imagine the rooftop
[00:07:49.100 --> 00:07:50.100]  是不是
[00:07:50.100 --> 00:07:52.100]  他break down some tiles
[00:07:52.100 --> 00:07:54.100]  然後他lower
[00:07:54.100 --> 00:07:56.100]  How do they find rope
[00:07:56.100 --> 00:07:57.100]  Somehow
[00:07:57.100 --> 00:07:59.100]  他們有一個pulley system
[00:07:59.100 --> 00:08:01.100]  是可以lower
[00:08:01.100 --> 00:08:03.100]  可能他們是攀石那些人
[00:08:03.100 --> 00:08:05.100]  他們懂得lower
[00:08:05.100 --> 00:08:07.100]  他有個belay device
[00:08:07.100 --> 00:08:09.100]  四個belay device
[00:08:09.100 --> 00:08:10.100]  慢慢可以lower
[00:08:10.100 --> 00:08:11.100]  他們的friend
[00:08:11.100 --> 00:08:13.100]  into the middle of the room
[00:08:13.100 --> 00:08:14.100]  Imagine
[00:08:14.100 --> 00:08:16.100]  into the middle of the room here
[00:08:16.100 --> 00:08:19.100]  To meet Jesus
[00:08:19.100 --> 00:08:20.100]  我們看到
[00:08:20.100 --> 00:08:21.100]  這四個friend
[00:08:21.100 --> 00:08:23.100]  是faithful friends
[00:08:23.100 --> 00:08:24.100]  是不是
[00:08:24.100 --> 00:08:26.100]  他上天台
[00:08:26.100 --> 00:08:27.100]  lower them
[00:08:27.100 --> 00:08:28.100]  Right
[00:08:28.100 --> 00:08:30.100]  他們come up with a solution
[00:08:30.100 --> 00:08:32.100]  第一我們看到
[00:08:32.100 --> 00:08:33.100]  他們是compassionate
[00:08:33.100 --> 00:08:35.100]  他們compassionate
[00:08:35.100 --> 00:08:37.100]  They care about their friend
[00:08:37.100 --> 00:08:38.100]  They care about their friend
[00:08:38.100 --> 00:08:39.100]  They care so much
[00:08:39.100 --> 00:08:42.100]  They are willing to break the tiles of the roof
[00:08:42.100 --> 00:08:43.100]  and lower them down
[00:08:43.100 --> 00:08:44.100]  他們
[00:08:44.100 --> 00:08:45.100]  這四個friend
[00:08:45.100 --> 00:08:46.100]  是合一的
[00:08:46.100 --> 00:08:48.100]  They are united to do this together
[00:08:48.100 --> 00:08:50.100]  不是一個說好
[00:08:50.100 --> 00:08:53.100]  一個又說我要走了
[00:08:53.100 --> 00:08:55.100]  一個就說太難了
[00:08:55.100 --> 00:08:56.100]  No
[00:08:56.100 --> 00:08:57.100]  他們是合一
[00:08:57.100 --> 00:09:00.100]  to lower the friend together
[00:09:00.100 --> 00:09:01.100]  合一
[00:09:01.100 --> 00:09:02.100]  你有沒有四個friend
[00:09:02.100 --> 00:09:04.100]  是合一去幫你的
[00:09:04.100 --> 00:09:05.100]  或者
[00:09:05.100 --> 00:09:07.100]  Are you one of the four friends
[00:09:07.100 --> 00:09:10.100]  that would be willing to help somebody
[00:09:10.100 --> 00:09:12.100]  that is in need
[00:09:12.100 --> 00:09:13.100]  還有
[00:09:13.100 --> 00:09:15.100]  他們是persistent
[00:09:15.100 --> 00:09:17.100]  很多人
[00:09:17.100 --> 00:09:18.100]  找不到耶穌
[00:09:18.100 --> 00:09:19.100]  不要緊
[00:09:19.100 --> 00:09:22.100]  我們會繼續找解決方案
[00:09:22.100 --> 00:09:23.100]  Persistent
[00:09:23.100 --> 00:09:26.100]  Would you persistently help your friend
[00:09:26.100 --> 00:09:29.100]  Would you persistently help your friend
[00:09:29.100 --> 00:09:32.100]  我們今天會學四個F
[00:09:32.100 --> 00:09:33.100]  四個F
[00:09:33.100 --> 00:09:34.100]  第一
[00:09:34.100 --> 00:09:35.100]  是faithful friends
[00:09:35.100 --> 00:09:37.100]  第二
[00:09:37.100 --> 00:09:39.100]  是faith-filled friends
[00:09:39.100 --> 00:09:41.100]  Faith-filled friends
[00:09:41.100 --> 00:09:42.100]  Four
[00:09:42.100 --> 00:09:43.100]  No.3
[00:09:43.100 --> 00:09:45.100]  Forgiven before healing
[00:09:45.100 --> 00:09:47.100]  還有第四
[00:09:47.100 --> 00:09:49.100]  Faith over doubt
[00:09:49.100 --> 00:09:51.100]  Faith over doubt
[00:09:51.100 --> 00:09:52.100]  四個F
[00:09:52.100 --> 00:09:53.100]  OK
[00:09:53.100 --> 00:09:54.100]  Let's continue reading
[00:09:54.100 --> 00:09:56.100]  Luke chapter 5 together
[00:09:56.100 --> 00:09:57.100]  我們讀中文
[00:09:57.100 --> 00:09:58.100]  OK
[00:09:58.100 --> 00:10:00.100]  1,2,3
[00:10:00.100 --> 00:10:01.100]  OK
[00:10:01.100 --> 00:10:02.100]  第一個F
[00:10:02.100 --> 00:10:04.100]  是faithful friends
[00:10:04.100 --> 00:10:05.100]  Faithful friends
[00:10:05.100 --> 00:10:07.100]  他們很loyal
[00:10:07.100 --> 00:10:08.100]  Persistent
[00:10:08.100 --> 00:10:10.100]  United to help
[00:10:10.100 --> 00:10:11.100]  第二
[00:10:11.100 --> 00:10:13.100]  是faith-filled friends
[00:10:13.100 --> 00:10:15.100]  Faith-filled friends
[00:10:15.100 --> 00:10:18.100]  為什麼耶穌去heal這個人
[00:10:18.100 --> 00:10:20.100]  為什麼耶穌說想heal這個人
[00:10:20.100 --> 00:10:24.100]  因為他們看到了他們的信仰
[00:10:24.100 --> 00:10:26.100]  誰是他們的信仰
[00:10:26.100 --> 00:10:30.100]  朋友的信仰
[00:10:30.100 --> 00:10:32.100]  他們有沒有信心
[00:10:32.100 --> 00:10:37.100]  他們很有信心耶穌可以heal他們的朋友
[00:10:37.100 --> 00:10:39.100]  這就是他們經歷了一切
[00:10:39.100 --> 00:10:40.100]  通過群體
[00:10:40.100 --> 00:10:42.100]  破壁
[00:10:42.100 --> 00:10:45.100]  降低了朋友
[00:10:45.100 --> 00:10:47.100]  降低了他們的朋友
[00:10:47.100 --> 00:10:50.100]  他們信誓旦旦地相信
[00:10:50.100 --> 00:10:53.100]  耶穌可以醫治他們
[00:10:53.100 --> 00:10:57.100]  當耶穌看到了他們的信仰
[00:10:57.100 --> 00:10:58.100]  他們的信仰
[00:10:58.100 --> 00:11:00.100]  你四個朋友
[00:11:00.100 --> 00:11:02.100]  是不是很有信心
[00:11:02.100 --> 00:11:04.100]  去為你祈禱
[00:11:04.100 --> 00:11:06.100]  去帶你去耶穌
[00:11:06.100 --> 00:11:09.100]  你有四個信誓旦旦的朋友嗎
[00:11:09.100 --> 00:11:13.100]  這麼有信誓旦旦地會帶你去耶穌
[00:11:13.100 --> 00:11:18.100]  你有四個有信誓旦旦的朋友嗎
[00:11:18.100 --> 00:11:20.100]  這四個朋友
[00:11:20.100 --> 00:11:25.100]  是主動去帶他們去認識耶穌
[00:11:25.100 --> 00:11:28.100]  他們是有破壞性的信念
[00:11:28.100 --> 00:11:30.100]  破壞性的信念
[00:11:30.100 --> 00:11:34.100]  如果我們裝修
[00:11:34.100 --> 00:11:36.100]  如果現在上面裝修
[00:11:36.100 --> 00:11:39.100]  搞錯了他們裝修
[00:11:39.100 --> 00:11:41.100]  我們現在有sermon的時間
[00:11:41.100 --> 00:11:43.100]  你遲一點才裝修
[00:11:43.100 --> 00:11:45.100]  你imagine
[00:11:45.100 --> 00:11:47.100]  耶穌和他的人
[00:11:47.100 --> 00:11:49.100]  在一個房間
[00:11:49.100 --> 00:11:52.100]  然後有人break down the tiles
[00:11:52.100 --> 00:11:54.100]  break down the tiles
[00:11:54.100 --> 00:11:56.100]  弄塌了roof
[00:11:56.100 --> 00:11:58.100]  然後lower的人
[00:11:58.100 --> 00:12:01.100]  那些房間的人會不會抱怨
[00:12:01.100 --> 00:12:03.100]  我們少少construction
[00:12:03.100 --> 00:12:05.100]  聲音都會抱怨
[00:12:05.100 --> 00:12:08.100]  弄塌了lighting speaker
[00:12:08.100 --> 00:12:10.100]  然後lower一個paralyzed man
[00:12:10.100 --> 00:12:11.100]  into this room
[00:12:11.100 --> 00:12:13.100]  你說騷不騷擾
[00:12:13.100 --> 00:12:15.100]  very disruptive
[00:12:15.100 --> 00:12:18.100]  為什麼他們這麼disruptive
[00:12:18.100 --> 00:12:20.100]  because they had so much faith
[00:12:20.100 --> 00:12:24.100]  that Jesus would heal their friend
[00:12:24.100 --> 00:12:27.100]  do we have disruptive faith
[00:12:27.100 --> 00:12:29.100]  我不是叫你很disrupt
[00:12:29.100 --> 00:12:32.100]  你問問你的mentor好不好
[00:12:32.100 --> 00:12:34.100]  或者你的pastor好一點
[00:12:34.100 --> 00:12:36.100]  問問你的pastor
[00:12:36.100 --> 00:12:38.100]  is it a good idea first
[00:12:38.100 --> 00:12:40.100]  disruptive faith
[00:12:40.100 --> 00:12:43.100]  requires great wisdom
[00:12:43.100 --> 00:12:46.100]  great wisdom
[00:12:46.100 --> 00:12:48.100]  and they were bold
[00:12:48.100 --> 00:12:51.100]  they were very bold
[00:12:51.100 --> 00:12:55.100]  and so faith filled friends
[00:12:55.100 --> 00:12:59.100]  initiative disruptive and bold
[00:12:59.100 --> 00:13:01.100]  之前為什麼我們introduce
[00:13:01.100 --> 00:13:03.100]  saturday service
[00:13:03.100 --> 00:13:05.100]  因為我們好有信心
[00:13:05.100 --> 00:13:08.100]  that God wants to build you up
[00:13:08.100 --> 00:13:12.100]  and make you men and women of God
[00:13:12.100 --> 00:13:14.100]  and this fast food service
[00:13:14.100 --> 00:13:16.100]  is not gonna help
[00:13:16.100 --> 00:13:18.100]  這個fast food service
[00:13:18.100 --> 00:13:20.100]  你早上又起不到身
[00:13:20.100 --> 00:13:23.100]  然後國語堂又什麼時候走
[00:13:23.100 --> 00:13:24.100]  我們要進來
[00:13:24.100 --> 00:13:28.100]  然後爸爸媽媽又等你吃飯
[00:13:28.100 --> 00:13:31.100]  fast food service is not gonna help you
[00:13:31.100 --> 00:13:34.100]  we are faith filled leadership team
[00:13:34.100 --> 00:13:37.100]  that believe that this saturday service
[00:13:37.100 --> 00:13:39.100]  will really help you to grow
[00:13:39.100 --> 00:13:41.100]  we wanna give you the full time
[00:13:41.100 --> 00:13:43.100]  full attention
[00:13:43.100 --> 00:13:46.100]  full space to grow
[00:13:46.100 --> 00:13:48.100]  這個不是我們不想
[00:13:48.100 --> 00:13:49.100]  星期日這麼早
[00:13:49.100 --> 00:13:50.100]  我們好懶
[00:13:50.100 --> 00:13:52.100]  no that is not the reason
[00:13:52.100 --> 00:13:54.100]  the reason is because we are
[00:13:54.100 --> 00:13:56.100]  faith filled leadership team
[00:13:56.100 --> 00:13:58.100]  that are willing to take initiative
[00:13:58.100 --> 00:14:00.100]  to have disruptive faith
[00:14:00.100 --> 00:14:02.100]  to be bold and step out for Jesus
[00:14:02.100 --> 00:14:04.100]  and say we believe this is
[00:14:04.100 --> 00:14:06.100]  the best for you guys
[00:14:06.100 --> 00:14:08.100]  你明不明白
[00:14:08.100 --> 00:14:13.100]  we are faith filled leadership team
[00:14:13.100 --> 00:14:14.100]  我們可以continue
[00:14:14.100 --> 00:14:16.100]  這個sunday service
[00:14:16.100 --> 00:14:18.100]  fast food sunday service
[00:14:18.100 --> 00:14:20.100]  不用have a town hall meeting
[00:14:20.100 --> 00:14:21.100]  同mentor講
[00:14:21.100 --> 00:14:22.100]  同你的parents講
[00:14:22.100 --> 00:14:23.100]  同你們講
[00:14:23.100 --> 00:14:26.100]  no we can just live our happily life
[00:14:26.100 --> 00:14:29.100]  sunday is routine
[00:14:29.100 --> 00:14:31.100]  but we want what is best for you
[00:14:31.100 --> 00:14:33.100]  we are the four friends
[00:14:33.100 --> 00:14:35.100]  that want you to grow
[00:14:35.100 --> 00:14:36.100]  你明不明白
[00:14:36.100 --> 00:14:37.100]  明不明白
[00:14:37.100 --> 00:14:39.100]  me, pastor carmen, winnie, sam
[00:14:39.100 --> 00:14:40.100]  we are the four friends
[00:14:40.100 --> 00:14:42.100]  that want to help you to grow
[00:14:42.100 --> 00:14:44.100]  明不明
[00:14:44.100 --> 00:14:46.100]  yes
[00:14:46.100 --> 00:14:47.100]  and that is why
[00:14:47.100 --> 00:14:50.100]  Jesus is giving us this message today
[00:14:50.100 --> 00:14:53.100]  that is why Jesus is giving us this message today
[00:14:53.100 --> 00:14:55.100]  第一個F是什麼
[00:14:55.100 --> 00:14:56.100]  記不記得
[00:14:56.100 --> 00:14:58.100]  第一個F是什麼
[00:14:58.100 --> 00:14:59.100]  Faithful friend
[00:14:59.100 --> 00:15:01.100]  Are you a faithful friend
[00:15:01.100 --> 00:15:02.100]  No
[00:15:02.100 --> 00:15:03.100]  OK
[00:15:03.100 --> 00:15:04.100]  So we all need improvement
[00:15:04.100 --> 00:15:06.100]  第二是什麼
[00:15:06.100 --> 00:15:09.100]  Faith filled friend
[00:15:09.100 --> 00:15:10.100]  Faithful
[00:15:10.100 --> 00:15:12.100]  Faith filled
[00:15:12.100 --> 00:15:13.100]  第三
[00:15:13.100 --> 00:15:16.100]  Forgiven before healing
[00:15:16.100 --> 00:15:18.100]  Forgiven before healing
[00:15:18.100 --> 00:15:20.100]  耶穌就這樣講
[00:15:20.100 --> 00:15:23.100]  Friend, your sins are forgiven
[00:15:23.100 --> 00:15:26.100]  The pharisees said this
[00:15:26.100 --> 00:15:28.100]  Oh sorry
[00:15:28.100 --> 00:15:32.100]  Who is this fellow who speaks blasphemy
[00:15:32.100 --> 00:15:37.100]  Who can forgive sins but God alone
[00:15:37.100 --> 00:15:38.100]  The pharisees
[00:15:38.100 --> 00:15:39.100]  The teachers of the law
[00:15:39.100 --> 00:15:41.100]  就challenge耶穌
[00:15:41.100 --> 00:15:43.100]  Your sins are forgiven
[00:15:43.100 --> 00:15:47.100]  你的罪是forgiven
[00:15:47.100 --> 00:15:48.100]  How
