
[00:00:00.000 --> 00:00:08.600]  我叫Sunny,Sunny傳道家
[00:02:25.200 --> 00:02:27.200]  到最後的時候
[00:02:27.200 --> 00:02:29.000]  我應該可以回到天家
[00:02:29.000 --> 00:02:32.000]  享受神給我的禮物
[00:02:32.000 --> 00:02:33.800]  就是那份永生
[00:02:33.800 --> 00:02:39.200]  但是年輕的我,當然很不甘心
[00:02:39.200 --> 00:02:43.800]  當時我經常問為什麼
[00:02:43.800 --> 00:02:48.200]  我家裡睡的床有窗戶
[00:02:48.200 --> 00:02:50.800]  我經常看著天問為什麼
[00:02:50.800 --> 00:02:52.800]  為什麼神要這樣對我
[00:02:52.800 --> 00:02:55.800]  為什麼這麼快就相信你
[00:02:55.800 --> 00:03:00.400]  什麼屬靈生命都還沒建立好的時候
[00:03:00.400 --> 00:03:05.200]  我人生的經歷還沒開始過的時候
[00:03:05.200 --> 00:03:10.200]  為什麼你要給我這樣的訊號
[00:03:10.200 --> 00:03:13.400]  是不是很想我快點見你
[00:03:13.400 --> 00:03:16.000]  當時我有很多不甘心的
[00:03:16.000 --> 00:03:19.200]  我跟神說,我跟神爭辯
[00:03:19.200 --> 00:03:23.800]  如果你讓我康復的話
[00:03:23.800 --> 00:03:27.600]  就什麼都可以
[00:03:27.600 --> 00:03:31.000]  我怎樣做,我就跟你一樣
[00:03:31.000 --> 00:03:32.800]  只要你讓我康復
[00:03:32.800 --> 00:03:37.600]  這就是我當時跟神的一個承諾
[00:03:37.600 --> 00:03:41.000]  神也回應了我
[00:03:41.000 --> 00:03:43.800]  當我完成所有療程的時候
[00:03:43.800 --> 00:03:47.000]  神就讓我康復了
[00:03:47.000 --> 00:03:49.600]  今天跟大家分享的時候
[00:03:49.600 --> 00:03:53.800]  我當然健康、肥胖、黑黑
[00:03:53.800 --> 00:03:55.800]  很感恩
[00:03:55.800 --> 00:03:58.400]  但是我會告訴大家
[00:03:58.400 --> 00:04:03.600]  原來神對我這個承諾是記住的
[00:04:03.600 --> 00:04:05.800]  所以你們跟神聊天的時候
[00:04:05.800 --> 00:04:07.600]  就要誠懇一點
[00:04:07.600 --> 00:04:09.800]  因為神是聽到我們說的
[00:04:09.800 --> 00:04:14.000]  每一句無論是說出口還是不說出口的話
[00:04:14.000 --> 00:04:16.000]  都會聽到
[00:04:16.000 --> 00:04:19.000]  神對我很好
[00:04:19.000 --> 00:04:22.000]  他沒有去
[00:04:22.000 --> 00:04:23.000]  其實我按了
[00:04:23.000 --> 00:04:28.400]  第一,沒有那一刻就立刻被呼召
[00:04:28.400 --> 00:04:30.200]  要去讀神學
[00:04:30.200 --> 00:04:33.400]  神給了我十幾二十年的時間
[00:04:33.400 --> 00:04:35.000]  去康復
[00:04:35.000 --> 00:04:38.800]  兼成為一位時裝設計師
[00:04:38.800 --> 00:04:44.000]  因為當時對於一個剛康復
[00:04:44.000 --> 00:04:45.400]  癌症康復的時候
[00:04:45.400 --> 00:04:47.400]  其實真的不知道什麼
[00:04:47.400 --> 00:04:51.000]  神就給我那份恩賜
[00:04:51.000 --> 00:04:55.200]  在時裝設計的獎項裡面贏了
[00:04:55.200 --> 00:04:57.000]  然後入行
[00:04:57.000 --> 00:04:58.400]  很開心
[00:04:58.400 --> 00:05:01.200]  那個獎項其實告訴我
[00:05:01.200 --> 00:05:03.800]  神給我一個引證
[00:05:03.800 --> 00:05:07.400]  當我覺得我的前路很黑暗的時候
[00:05:07.400 --> 00:05:09.400]  神就說你不用怕
[00:05:09.400 --> 00:05:11.800]  有神去看著我們
[00:05:11.800 --> 00:05:16.400]  所以剛才有敬拜隊唱第二首詩歌的時候
[00:05:16.400 --> 00:05:18.800]  那個歌詞其實真的很好
[00:05:18.800 --> 00:05:21.200]  當我們遇到患難的時候
[00:05:21.200 --> 00:05:23.400]  我們有什麼可以做呢?
[00:05:23.400 --> 00:05:26.800]  就是單單去愛神和依靠神
[00:05:26.800 --> 00:05:32.600]  這個就是我在當時那份恩典
[00:05:32.600 --> 00:05:35.200]  和很實在地去經歷到神
[00:05:35.200 --> 00:05:37.800]  我覺得自己很幸運
[00:05:37.800 --> 00:05:39.400]  也很感恩
[00:05:39.400 --> 00:05:43.200]  神就讓我藉著這個獎項
[00:05:43.200 --> 00:05:46.400]  進入了時裝設計的行業
[00:05:46.400 --> 00:05:48.200]  成為一個時裝設計師
[00:05:48.200 --> 00:05:49.800]  也有十幾年的時間
[00:05:49.800 --> 00:05:52.800]  這個路其實真的很精彩
[00:05:52.800 --> 00:05:58.000]  對我來說是一個很有成功感
[00:05:58.000 --> 00:06:00.800]  很有挑戰性
[00:06:00.800 --> 00:06:03.800]  每一天都跟時間競賽
[00:06:03.800 --> 00:06:09.000]  每一天都覺得很真實和很現實
[00:06:09.000 --> 00:06:10.800]  因為這個行業
[00:06:10.800 --> 00:06:13.600]  如果你不投入的話
[00:06:13.600 --> 00:06:15.400]  就是失敗的
[00:06:15.400 --> 00:06:18.600]  所以每一刻你都好像
[00:06:18.600 --> 00:06:23.800]  要在裡面不斷向上看
[00:06:23.800 --> 00:06:24.800]  向前看
[00:06:24.800 --> 00:06:27.200]  還要去努力
[00:06:27.200 --> 00:06:29.600]  不然就會失敗
[00:06:29.600 --> 00:06:30.600]  所以很感恩
[00:06:30.600 --> 00:06:32.800]  在十幾年的設計師經歷裡
[00:06:32.800 --> 00:06:36.400]  讓我很開心
[00:06:36.400 --> 00:06:40.600]  但當中的時候
[00:06:40.600 --> 00:06:43.000]  神又給了我一個聖任
[00:06:43.000 --> 00:06:45.400]  祂說開心完了
[00:06:45.400 --> 00:06:48.200]  你已經開心了十幾二十年
[00:06:48.200 --> 00:06:50.800]  你當時對我的承諾
[00:06:50.800 --> 00:06:53.800]  是否要兌現
[00:06:53.800 --> 00:06:58.000]  神開始對我追溯
[00:06:58.000 --> 00:07:00.400]  當神對我追溯的時候
[00:07:00.400 --> 00:07:02.600]  我又問一個問題
[00:07:02.600 --> 00:07:03.800]  對我來說
[00:07:03.800 --> 00:07:05.000]  真的不太記得
[00:07:05.000 --> 00:07:08.200]  然後神會很特別的
[00:07:08.200 --> 00:07:10.600]  讓我提醒
[00:07:10.600 --> 00:07:13.600]  我對神的承諾
[00:07:13.600 --> 00:07:16.000]  曾經做過的承諾
[00:07:16.000 --> 00:07:18.600]  就是當祢讓我康復的時候
[00:07:18.600 --> 00:07:20.200]  祢說怎樣就怎樣
[00:07:20.200 --> 00:07:25.200]  但神在我做得最開心的時候
[00:07:25.200 --> 00:07:29.000]  祂說你要回來讀神學
[00:07:29.000 --> 00:07:33.000]  要走在祂的心意裡
[00:07:33.000 --> 00:07:35.200]  我就有點掙扎
[00:07:35.200 --> 00:07:39.000]  要離開我覺得很開心的行業
[00:07:39.000 --> 00:07:40.600]  我是捨不得的
[00:07:40.600 --> 00:07:43.400]  我不斷跟神爭辯
[00:07:43.400 --> 00:07:45.200]  我說神不是吧
[00:07:45.200 --> 00:07:46.200]  這麼早
[00:07:46.200 --> 00:07:47.400]  這麼快
[00:07:47.400 --> 00:07:49.400]  這麼快就要我離開
[00:07:49.400 --> 00:07:51.400]  我不行的
[00:07:51.400 --> 00:07:58.400]  然後我就跟神祈禱
[00:07:58.400 --> 00:07:59.800]  神可以這樣嗎
[00:07:59.800 --> 00:08:01.400]  給我一點時間
[00:08:01.400 --> 00:08:05.000]  進入預備的當中
[00:08:05.000 --> 00:08:05.800]  可以嗎
[00:08:05.800 --> 00:08:10.200]  我還未捨得
[00:08:10.200 --> 00:08:12.800]  我還想再真一點
[00:08:12.800 --> 00:08:16.400]  聽聽你的呼召
[00:08:16.400 --> 00:08:19.400]  究竟是否要引證
[00:08:19.400 --> 00:08:20.600]  大家都很清楚
[00:08:20.600 --> 00:08:22.000]  是要引證的
[00:08:22.000 --> 00:08:24.800]  然後我就給了神
[00:08:24.800 --> 00:08:27.400]  好像是給了神一個
[00:08:27.400 --> 00:08:30.200]  一個問題
[00:08:30.200 --> 00:08:32.200]  我就說
[00:08:32.200 --> 00:08:35.400]  如果祢真的叫我
[00:08:35.400 --> 00:08:36.800]  回到祢那裡
[00:08:36.800 --> 00:08:37.800]  要去讀神學
[00:08:37.800 --> 00:08:39.200]  放下我現在覺得
[00:08:39.200 --> 00:08:41.200]  覺得很好的事業
[00:08:41.200 --> 00:08:43.600]  覺得很開心的事業
[00:08:43.600 --> 00:08:45.200]  祢要讓我看到
[00:08:45.200 --> 00:08:48.000]  我在祢的路上
[00:08:48.000 --> 00:08:50.000]  或者在侍奉的路上
[00:08:50.000 --> 00:08:53.800]  我都要感到比現在更加開心
[00:08:53.800 --> 00:08:55.400]  更加有滿足感
[00:08:55.400 --> 00:09:00.000]  然後我就跟神祈禱
[00:09:00.000 --> 00:09:04.600]  我一路開始
[00:09:04.600 --> 00:09:05.600]  其實我都要做
[00:09:05.600 --> 00:09:07.400]  其實你跟神討價還價的時候
[00:09:07.400 --> 00:09:09.400]  你都要做一些動作
[00:09:09.400 --> 00:09:12.200]  不然你就不能引證
[00:09:12.200 --> 00:09:14.000]  那個動作就是
[00:09:14.000 --> 00:09:17.600]  我回來就去試一下
[00:09:17.600 --> 00:09:20.200]  報一些神學課程
[00:09:20.200 --> 00:09:23.200]  一路裝備自己的時候
[00:09:23.200 --> 00:09:25.600]  看看自己對神的話語
[00:09:25.600 --> 00:09:27.800]  有沒有那份愛和感動
[00:09:27.800 --> 00:09:31.400]  和我是否真的那麼愛
[00:09:31.400 --> 00:09:33.400]  人都是要受一些
[00:09:33.400 --> 00:09:37.400]  要被神去冒做
[00:09:37.400 --> 00:09:39.400]  我就是很慢
[00:09:39.400 --> 00:09:42.200]  我需要神給我很多的引證
[00:09:42.200 --> 00:09:44.200]  然後我才踏上那一步
[00:09:44.200 --> 00:09:47.200]  我現在跟大家分享的時候
[00:09:47.200 --> 00:09:48.400]  讓大家知道
[00:09:48.400 --> 00:09:50.800]  原來神是一路一路
[00:09:50.800 --> 00:09:53.200]  無論你是什麼樣的地位
[00:09:53.200 --> 00:09:58.000]  他都是這樣去按照你的步伐
[00:09:58.000 --> 00:10:00.200]  去給你引證
[00:10:00.200 --> 00:10:02.800]  最後我就去求神
[00:10:02.800 --> 00:10:03.600]  我說這樣吧
[00:10:03.600 --> 00:10:06.000]  我這個行業其實我經常都要出外
[00:10:06.000 --> 00:10:07.200]  我都沒有什麼時間
[00:10:07.200 --> 00:10:10.200]  在香港坐定去讀神學
[00:10:10.200 --> 00:10:13.600]  或者是怎樣去研經
[00:10:13.600 --> 00:10:14.600]  不如這樣吧
[00:10:14.600 --> 00:10:18.600]  讓我在香港找到一份工作
[00:10:18.600 --> 00:10:22.000]  我完全不用出外
[00:10:22.000 --> 00:10:23.800]  連大陸都不用回
[00:10:23.800 --> 00:10:26.800]  因為那時候的製衣行業都要回大陸
[00:10:26.800 --> 00:10:28.000]  廠都在大陸
[00:10:28.000 --> 00:10:30.200]  然後他就
[00:10:30.200 --> 00:10:31.800]  又讓我找到
[00:10:31.800 --> 00:10:35.600]  又讓我找到一個做外國品牌的
[00:10:35.600 --> 00:10:38.200]  我們只是在時裝週的時候
[00:10:38.200 --> 00:10:39.600]  擺兩次展
[00:10:39.600 --> 00:10:41.600]  拿客人就可以了
[00:10:41.600 --> 00:10:44.600]  老闆就讓我們自由
[00:10:44.600 --> 00:10:45.800]  是否需要回大陸
[00:10:45.800 --> 00:10:48.200]  但是又讓我應付到
[00:10:48.200 --> 00:10:49.800]  我不用回大陸
[00:10:49.800 --> 00:10:52.200]  都可以和國內的廠
[00:10:52.200 --> 00:10:55.400]  做版做貨都完全應付得到
[00:10:55.400 --> 00:10:57.000]  我就覺得
[00:10:57.000 --> 00:11:00.400]  神好像又聽到我的聲音了
[00:11:00.400 --> 00:11:01.400]  然後我就
[00:11:01.400 --> 00:11:01.800]  好了
[00:11:01.800 --> 00:11:03.200]  我就在香港的時候
[00:11:03.200 --> 00:11:05.000]  又不用出外了
[00:11:05.000 --> 00:11:07.200]  神就說你沒有什麼藉口
[00:11:07.200 --> 00:11:10.600]  你就乖乖地和我去讀一下
[00:11:10.600 --> 00:11:13.200]  你覺得要研經的東西
[00:11:13.200 --> 00:11:15.000]  我就讀了
[00:11:15.000 --> 00:11:16.400]  讀到差不多的時候
[00:11:16.400 --> 00:11:17.600]  讀到一半的時候
[00:11:17.600 --> 00:11:18.600]  我就說
[00:11:18.600 --> 00:11:21.800]  神如果再讓我看到
[00:11:21.800 --> 00:11:23.600]  我現在真的要試一下
[00:11:23.600 --> 00:11:26.400]  進入一間教會
[00:11:26.400 --> 00:11:28.600]  去試一下侍奉
[00:11:28.600 --> 00:11:30.600]  因為我在教會裡面
[00:11:30.600 --> 00:11:32.400]  我以前是一間小教會
[00:11:32.400 --> 00:11:35.200]  因為工作的關係
[00:11:35.200 --> 00:11:38.400]  其實我很少回到教會裡面侍奉
[00:11:38.400 --> 00:11:39.000]  也有的
[00:11:39.000 --> 00:11:40.800]  我不是經常出去的時候
[00:11:40.800 --> 00:11:42.400]  我一回來的時候
[00:11:42.400 --> 00:11:44.400]  都會有幫忙
[00:11:44.400 --> 00:11:45.200]  大敬拜
[00:11:45.200 --> 00:11:46.800]  做主席那些
[00:11:46.800 --> 00:11:49.200]  但是我經常回來的時候
[00:11:49.200 --> 00:11:50.400]  就不是了
[00:11:50.400 --> 00:11:51.800]  我就跟神說
[00:11:51.800 --> 00:11:54.000]  讓我進一間教會
[00:11:54.000 --> 00:11:56.000]  我從來都沒有進過
[00:11:56.000 --> 00:11:59.600]  現在說的就是恩福堂
[00:11:59.600 --> 00:12:02.200]  我就要去侍奉一個群體
[00:12:02.200 --> 00:12:05.000]  不是我熟悉的群體
[00:12:05.000 --> 00:12:07.200]  我特意去求
[00:12:07.200 --> 00:12:10.000]  我要進入一個長者的群體
[00:12:10.000 --> 00:12:13.000]  對我來說是另外一個挑戰
[00:12:13.000 --> 00:12:14.000]  長者
[00:12:14.000 --> 00:12:17.000]  你知道我從事什麼行業
[00:12:17.000 --> 00:12:18.000]  長者
[00:12:18.000 --> 00:12:19.400]  又不快
[00:12:19.400 --> 00:12:20.600]  又很慢
[00:12:20.600 --> 00:12:22.400]  跟我以前從事的行業
[00:12:22.400 --> 00:12:24.800]  恰恰相反
[00:12:24.800 --> 00:12:25.400]  神呢
[00:12:25.400 --> 00:12:26.200]  我就說
[00:12:26.200 --> 00:12:26.600]  神啊
[00:12:26.600 --> 00:12:29.000]  你再讓我一次看到
[00:12:29.000 --> 00:12:33.200]  如果這個引證都是對的時候
[00:12:33.200 --> 00:12:34.600]  對的意思是什麼呢
[00:12:34.600 --> 00:12:36.400]  重要的是那種
[00:12:36.400 --> 00:12:40.800]  我要進入到群體裡面侍奉
[00:12:40.800 --> 00:12:42.200]  還要是瘦身的
[00:12:42.200 --> 00:12:43.400]  就是讓我進去
[00:12:43.400 --> 00:12:44.400]  要瘦身
[00:12:44.400 --> 00:12:46.000]  還要讓我侍奉他們
[00:12:46.000 --> 00:12:48.000]  裡面要很開心
[00:12:48.000 --> 00:12:49.600]  要有滿足感
[00:12:49.600 --> 00:12:50.800]  不然的話
[00:12:50.800 --> 00:12:52.800]  就好像我侍奉你
[00:12:52.800 --> 00:12:54.400]  日後的路這麼漫長
[00:12:54.400 --> 00:12:56.200]  怎麼辦
[00:12:56.200 --> 00:12:58.600]  很難的
[00:12:58.600 --> 00:13:00.200]  我就在這裡引證
[00:13:00.200 --> 00:13:01.200]  神你就
[00:13:01.200 --> 00:13:03.000]  我繼續跟神去爭辯
[00:13:03.000 --> 00:13:03.800]  神呢
[00:13:03.800 --> 00:13:05.200]  又很好
[00:13:05.200 --> 00:13:07.200]  又讓我進入到
[00:13:07.200 --> 00:13:08.600]  就是恩福堂
[00:13:08.600 --> 00:13:11.200]  又讓我進入到一個長者的群體
[00:13:11.200 --> 00:13:13.200]  並且我在那裡四年多
[00:13:13.200 --> 00:13:16.200]  非常開心
[00:13:16.200 --> 00:13:17.400]  吃喝玩樂
[00:13:17.400 --> 00:13:19.400]  當然也有教導
[00:13:19.400 --> 00:13:21.200]  所以大家記住
[00:13:21.200 --> 00:13:22.400]  一定要求
[00:13:22.400 --> 00:13:23.600]  求恩典
[00:13:23.600 --> 00:13:24.600]  求引證
[00:13:24.600 --> 00:13:27.600]  這個就是神給我一個最大的引證
[00:13:27.600 --> 00:13:29.600]  其實這個真的是一個最大的引證
[00:13:29.600 --> 00:13:31.600]  由我一個最fancy
[00:13:31.600 --> 00:13:33.200]  最top的一個
[00:13:33.200 --> 00:13:35.800]  每一天都要追求新鮮
[00:13:35.800 --> 00:13:40.200]  或者是很高端
[00:13:40.200 --> 00:13:41.200]  在最top的
[00:13:41.200 --> 00:13:42.200]  你要underground
[00:13:42.200 --> 00:13:44.200]  你要去一個很
[00:13:44.200 --> 00:13:46.200]  要跟長者一起去
[00:13:46.200 --> 00:13:47.200]  去work out
[00:13:47.200 --> 00:13:48.200]  跟長者一起
[00:13:48.200 --> 00:13:50.200]  你要去牧養牠
[00:13:50.200 --> 00:13:51.200]  要跟牠接觸
[00:13:51.200 --> 00:13:52.200]  你還要在當中
[00:13:52.200 --> 00:13:53.200]  get到一些滿足感
[00:13:53.200 --> 00:13:56.200]  其實是很開心的一件事
[00:13:56.200 --> 00:13:58.200]  神就讓我感受到
[00:13:58.200 --> 00:14:01.200]  原來侍奉是這麼開心的
[00:14:01.200 --> 00:14:02.200]  好了
[00:14:02.200 --> 00:14:03.200]  接著是一些
[00:14:03.200 --> 00:14:05.200]  不單止是你的感受
[00:14:05.200 --> 00:14:07.200]  神會幫你去
[00:14:07.200 --> 00:14:09.200]  引證你那條夢照的路
[00:14:09.200 --> 00:14:11.200]  一定會讓你去
[00:14:11.200 --> 00:14:13.200]  感受到
[00:14:13.200 --> 00:14:14.200]  那份
[00:14:14.200 --> 00:14:16.200]  祂的旨意
[00:14:16.200 --> 00:14:17.200]  這個就是
[00:14:17.200 --> 00:14:19.200]  我畢業的時候
[00:14:19.200 --> 00:14:21.200]  跟他們一個大家庭拍照
[00:14:21.200 --> 00:14:23.200]  這是部分
[00:14:23.200 --> 00:14:25.200]  其實長者有四百多人
[00:14:25.200 --> 00:14:28.200]  接著就是
[00:14:28.200 --> 00:14:29.200]  next
[00:14:29.200 --> 00:14:31.200]  我按不到
[00:14:31.200 --> 00:14:32.200]  next
[00:14:32.200 --> 00:14:33.200]  好啊
[00:14:33.200 --> 00:14:34.200]  你按吧
[00:14:34.200 --> 00:14:35.200]  多了
[00:14:35.200 --> 00:14:36.200]  你按吧
[00:14:36.200 --> 00:14:37.200]  好啊
[00:14:37.200 --> 00:14:39.200]  在這個
[00:14:39.200 --> 00:14:41.200]  為什麼這麼大聲
[00:14:41.200 --> 00:14:43.200]  比我還大聲
[00:14:43.200 --> 00:14:44.200]  好啊
[00:14:44.200 --> 00:14:45.200]  我對著那裡按
[00:14:45.200 --> 00:14:46.200]  我就是按了那裡
[00:14:46.200 --> 00:14:47.200]  向著那裡按
[00:14:47.200 --> 00:14:48.200]  OK
[00:14:48.200 --> 00:14:49.200]  好
[00:14:49.200 --> 00:14:51.200]  其實
[00:14:51.200 --> 00:14:53.200]  在這個
[00:14:53.200 --> 00:14:54.200]  港島
[00:14:54.200 --> 00:14:57.200]  我要進入神學院的時候
[00:14:57.200 --> 00:14:58.200]  正式進入
[00:14:58.200 --> 00:15:01.200]  正式進入一個full time的神學
[00:15:01.200 --> 00:15:02.200]  訓練的時候
[00:15:02.200 --> 00:15:03.200]  裝備的時候
[00:15:03.200 --> 00:15:06.200]  神就在每一次的港島裡
[00:15:06.200 --> 00:15:08.200]  都讓我在不同場合
[00:15:08.200 --> 00:15:11.200]  聽到的句子和圖畫
[00:15:11.200 --> 00:15:12.200]  就是這個
[00:15:12.200 --> 00:15:13.200]  馬太福音
[00:15:13.200 --> 00:15:15.200]  九章三十五節
[00:15:15.200 --> 00:15:18.200]  說到這個圖畫
[00:15:18.200 --> 00:15:21.200]  就是看見一堆人
[00:15:21.200 --> 00:15:23.200]  很大堆的和場
[00:15:23.200 --> 00:15:26.200]  接著說那些人流離困苦
[00:15:26.200 --> 00:15:27.200]  困苦流離
[00:15:27.200 --> 00:15:30.200]  如同沒有牧人一般的
[00:15:30.200 --> 00:15:31.200]  接著就說
[00:15:31.200 --> 00:15:33.200]  接著他就跟門徒說
[00:15:33.200 --> 00:15:34.200]  耶穌跟門徒說
[00:15:34.200 --> 00:15:36.200]  你要收我的莊稼
[00:15:36.200 --> 00:15:37.200]  作供
[00:15:37.200 --> 00:15:39.200]  因為工人太少了
[00:15:39.200 --> 00:15:42.200]  所以我們要求莊稼的主
[00:15:42.200 --> 00:15:45.200]  去打發工人出去收他的莊稼
[00:15:45.200 --> 00:15:47.200]  當時這句話
[00:15:47.200 --> 00:15:50.200]  這幅圖畫印在我的腦海
[00:15:50.200 --> 00:15:51.200]  我告訴你
[00:15:51.200 --> 00:15:52.200]  這幅圖畫
[00:15:52.200 --> 00:15:54.200]  好像突然間
[00:15:54.200 --> 00:15:55.200]  在那個時間
[00:15:55.200 --> 00:15:57.200]  不知道這一堂的港島
[00:15:57.200 --> 00:15:58.200]  又聽到這句話
[00:15:58.200 --> 00:15:59.200]  在另外一堂
[00:15:59.200 --> 00:16:01.200]  外面的一些教會的港島
[00:16:01.200 --> 00:16:03.200]  又聽到這句話
[00:16:03.200 --> 00:16:05.200]  接著連詩歌也有
[00:16:05.200 --> 00:16:06.200]  那首詩歌就是
[00:16:06.200 --> 00:16:08.200]  「恩典太美麗」
[00:16:08.200 --> 00:16:09.200]  這首詩歌
[00:16:09.200 --> 00:16:10.200]  裡面如果你記得
[00:16:10.200 --> 00:16:13.200]  那個是否海灘那邊的歌詞
[00:16:13.200 --> 00:16:16.200]  就是有這個經文
[00:16:16.200 --> 00:16:18.200]  又讓我再一次看到
[00:16:18.200 --> 00:16:20.200]  這個圖畫
[00:16:20.200 --> 00:16:22.200]  要去幫忙
[00:16:22.200 --> 00:16:24.200]  神就是猜我
[00:16:24.200 --> 00:16:25.200]  你聽不聽話
[00:16:25.200 --> 00:16:27.200]  讓你看到這麼多圖畫
[00:16:27.200 --> 00:16:28.200]  好
[00:16:28.200 --> 00:16:31.200]  不行
[00:16:31.200 --> 00:16:33.200]  我已經對著
[00:16:33.200 --> 00:16:35.200]  接著
[00:16:35.200 --> 00:16:37.200]  一個的
[00:16:37.200 --> 00:16:38.200]  這個又是多了
[00:16:38.200 --> 00:16:39.200]  上一張
[00:16:39.200 --> 00:16:41.200]  這一個的
[00:16:41.200 --> 00:16:43.200]  五個宣教士
[00:16:43.200 --> 00:16:44.200]  青年宣教士
[00:16:44.200 --> 00:16:46.200]  我之前和大家分享過
[00:16:46.200 --> 00:16:49.200]  宣教的港島的時候
[00:16:49.200 --> 00:16:50.200]  也有提過
[00:16:50.200 --> 00:16:51.200]  其實這個真是
[00:16:51.200 --> 00:16:52.200]  我的其中一個
[00:16:52.200 --> 00:16:54.200]  很受感動的
[00:16:54.200 --> 00:16:56.200]  為什麼那五個
[00:16:56.200 --> 00:16:58.200]  剛剛受訓完的
[00:16:58.200 --> 00:17:00.200]  五個青年的
[00:17:00.200 --> 00:17:02.200]  去到宣教
[00:17:02.200 --> 00:17:04.200]  去到這麼危險的
[00:17:04.200 --> 00:17:06.200]  未得知民的群體
[00:17:06.200 --> 00:17:08.200]  族群當中
[00:17:08.200 --> 00:17:10.200]  他們都要去
[00:17:10.200 --> 00:17:11.200]  並且去到之後
[00:17:11.200 --> 00:17:13.200]  好像什麼都沒有做過
[00:17:13.200 --> 00:17:15.200]  就死了
[00:17:15.200 --> 00:17:17.200]  因為那些土著不認識你
[00:17:17.200 --> 00:17:18.200]  見到有陌生人
[00:17:18.200 --> 00:17:19.200]  就射殺你
[00:17:19.200 --> 00:17:20.200]  就是這麼簡單
[00:17:20.200 --> 00:17:22.200]  接著
[00:17:22.200 --> 00:17:24.200]  他們的家庭
[00:17:24.200 --> 00:17:25.200]  又進入去
[00:17:25.200 --> 00:17:28.200]  然後生命的故事
[00:17:28.200 --> 00:17:29.200]  就是這樣延續下去
[00:17:29.200 --> 00:17:31.200]  以致整個的族群
[00:17:31.200 --> 00:17:33.200]  都順了主
[00:17:33.200 --> 00:17:35.200]  這個就是我的感動地方
[00:17:35.200 --> 00:17:38.200]  原來神突然之間
[00:17:38.200 --> 00:17:39.200]  讓我明白到
[00:17:39.200 --> 00:17:40.200]  這句的經文
[00:17:40.200 --> 00:17:42.200]  我經常對一些經文
[00:17:42.200 --> 00:17:44.200]  有時候都真的
[00:17:44.200 --> 00:17:45.200]  不知道為什麼
[00:17:45.200 --> 00:17:47.200]  和一知半解
[00:17:47.200 --> 00:17:49.200]  然後神好像突然之間
[00:17:49.200 --> 00:17:50.200]  開你竅門
[00:17:50.200 --> 00:17:51.200]  然後他就說
[00:17:51.200 --> 00:17:53.200]  我實實在在地告訴你
[00:17:53.200 --> 00:17:56.200]  一粒墨子不落在地裡死了
[00:17:56.200 --> 00:17:58.200]  仍舊是一粒
[00:17:58.200 --> 00:17:59.200]  若是死了
[00:17:59.200 --> 00:18:01.200]  就結出許多子粒來
[00:18:01.200 --> 00:18:03.200]  這個其實很明顯
