
[00:00:00.000 --> 00:00:09.000]  (MC)歡迎大家再次來到我們的工作坊
[00:03:04.800 --> 00:03:08.800]  當年耶穌的醫治其實主要是凸顯權柄
[00:03:08.800 --> 00:03:12.800]  這是一個很直接或者福音書強調的重點
[00:03:12.800 --> 00:03:15.800]  無論是很普通的病
[00:03:15.800 --> 00:03:18.800]  可能我們等一下沒有特別說
[00:03:18.800 --> 00:03:23.800]  例如發燒,發燒不是吃panadol
[00:03:23.800 --> 00:03:26.800]  發燒就沒有panadol吃,就要靠耶穌去醫治
[00:03:26.800 --> 00:03:29.800]  很普通的這些,又或者是講鬼
[00:03:29.800 --> 00:03:33.800]  真的在說有隻鬼,是耶穌去做的
[00:03:33.800 --> 00:03:36.800]  在馬克福音一章21節這樣說的
[00:03:36.800 --> 00:03:41.800]  就是他們,就是那些門徒和耶穌來到加伯隆
[00:03:41.800 --> 00:03:44.800]  耶穌就進入會堂去教導人
[00:03:44.800 --> 00:03:47.800]  因為人們對他的教導覺得很驚訝
[00:03:47.800 --> 00:03:51.800]  為什麼呢?因為他的教導好像很有權柄
[00:03:51.800 --> 00:03:53.800]  和一般人是不一樣的
[00:03:53.800 --> 00:03:55.800]  然後他在會堂講鬼
[00:03:55.800 --> 00:03:59.800]  講完鬼之後,大家都是覺得驚奇的
[00:03:59.800 --> 00:04:02.800]  馬克福音一章27-28節就這樣說
[00:04:02.800 --> 00:04:06.800]  就說大家都是覺得很驚奇
[00:04:06.800 --> 00:04:09.800]  是議論紛紛的,為什麼會這樣呢?
[00:04:09.800 --> 00:04:11.800]  這個人為什麼可以講到鬼呢?
[00:04:11.800 --> 00:04:15.800]  這個是耶穌第一次在馬克福音裡面
[00:04:15.800 --> 00:04:19.800]  他做的神蹟,可以說是第一個神蹟
[00:04:19.800 --> 00:04:21.800]  之後我們看到很多
[00:04:21.800 --> 00:04:24.800]  猶太人是意識到耶穌有些不同的
[00:04:24.800 --> 00:04:28.800]  我想他們會知道這個耶穌好像有點特別
[00:04:28.800 --> 00:04:30.800]  但是如果我們等一下看下去的時候
[00:04:30.800 --> 00:04:33.800]  我們會發現原來一群猶太人
[00:04:33.800 --> 00:04:37.800]  等一下會看到越來越多的,醫治、講鬼
[00:04:37.800 --> 00:04:42.800]  但是猶太人本身他們是否知道耶穌來是做什麼呢?
[00:04:42.800 --> 00:04:46.800]  這個是馬克福音一開始提出的問題
[00:04:46.800 --> 00:04:49.800]  就是說到耶穌的醫治和講鬼
[00:04:49.800 --> 00:04:53.800]  我們讀者都很容易看見那些好像很厲害的東西
[00:04:53.800 --> 00:04:56.800]  但是對馬可來說,他想突出的
[00:04:56.800 --> 00:05:01.800]  不只是耶穌的權柄,不是耶穌的能力這麼簡單
[00:05:01.800 --> 00:05:03.800]  當然我們說下去的時候
[00:05:03.800 --> 00:05:06.800]  當猶太人知道耶穌很有能力之後
[00:05:06.800 --> 00:05:09.800]  他們就會來找耶穌,這是很正常的
[00:05:09.800 --> 00:05:13.800]  所以接著第33到34節
[00:05:13.800 --> 00:05:21.800]  這個33到34節其實是在耶穌去醫治彼得的外母
[00:05:21.800 --> 00:05:24.800]  一個叫做法蕭,經文是法蕭
[00:05:24.800 --> 00:05:28.800]  當然我們不知道這個法蕭是不是今天我們想的那種法蕭
[00:05:28.800 --> 00:05:31.800]  但是總之耶穌又醫治了那個人之後
[00:05:31.800 --> 00:05:34.800]  33到34節就這麼說
[00:05:34.800 --> 00:05:37.800]  他就說在傍晚日落的時分
[00:05:37.800 --> 00:05:42.800]  人們將所有患病和被鬼附的人都帶到耶穌那裡
[00:05:42.800 --> 00:05:44.800]  全城的人都聚集在門前
[00:05:44.800 --> 00:05:49.800]  你想像一下,人們開演唱會,但這個是醫治大會
[00:05:49.800 --> 00:05:55.800]  他就說耶穌醫了很多有病的人,又降了很多鬼
[00:05:55.800 --> 00:06:00.800]  如果我們這樣看,其實猶太人的焦點是什麼呢?
[00:06:00.800 --> 00:06:05.800]  至少在這裡我們看不到有人問耶穌是否教導,耶穌做什麼的
[00:06:05.800 --> 00:06:07.800]  沒有人問這件事
[00:06:07.800 --> 00:06:11.800]  他們關心的是耶穌幫他們醫病和降鬼
[00:06:11.800 --> 00:06:15.800]  當年如果我們想像一下耶穌一開始接受的呼召
[00:06:15.800 --> 00:06:17.800]  就是上星期的sermon裡說
[00:06:17.800 --> 00:06:20.800]  我們知道耶穌來就不只是為了醫病降鬼
[00:06:20.800 --> 00:06:24.800]  但是無可否認是人們一去認識耶穌的時候
[00:06:24.800 --> 00:06:27.800]  他們就覺得耶穌就是醫病降鬼
[00:06:27.800 --> 00:06:32.800]  所以他們來找耶穌就不是要聽耶穌說什麼天國的道理,說福音
[00:06:32.800 --> 00:06:34.800]  而是他們要醫病
[00:06:34.800 --> 00:06:37.800]  這樣說我不是說人們蠢
[00:06:37.800 --> 00:06:40.800]  我不是說他們無知蠢
[00:06:40.800 --> 00:06:47.800]  這個位置其實是和馬可福音我們接下來會看到的現象相似
[00:06:47.800 --> 00:06:53.800]  就是耶穌藉著神蹟,藉著醫治去展現他的能力
[00:06:53.800 --> 00:07:00.800]  但是人看來的反應就是關心的是耶穌的神蹟
[00:07:00.800 --> 00:07:03.800]  人所期待的就是耶穌醫治他們
[00:07:03.800 --> 00:07:05.800]  想他們的生命有改變
[00:07:05.800 --> 00:07:08.800]  但是很少人真的嘗試去問到底耶穌是什麼人
[00:07:08.800 --> 00:07:12.800]  這個甚至是包括門徒的,我們日後會看到
[00:07:12.800 --> 00:07:16.800]  所以馬可在這裡的記載是一連串的
[00:07:16.800 --> 00:07:20.800]  又醫治又降鬼,簡單地讀一讀你也會感覺到
[00:07:20.800 --> 00:07:25.800]  但是馬可在突出耶穌和猶太人當時的分別的時候
[00:07:25.800 --> 00:07:29.800]  他有一個重點,就是馬可福音一章三五節
[00:07:29.800 --> 00:07:32.800]  他在他服侍之後,他這樣說
[00:07:32.800 --> 00:07:40.800]  「次日早晨,天未亮的時候,耶穌起來到曠野地方,在那裡禱告」
[00:07:40.800 --> 00:07:45.800]  如果接著看,之前不是說到耶穌是整晚睡覺的嗎?
[00:07:45.800 --> 00:07:47.800]  不是睡覺,是整晚沒有睡覺
[00:07:47.800 --> 00:07:51.800]  他整晚是醫治人和去降鬼
[00:07:51.800 --> 00:07:53.800]  因為那些加里里人,記不記得剛才說什麼
[00:07:53.800 --> 00:07:58.800]  他說在傍晚日落,還要強調是日落的時候才帶人去
[00:07:58.800 --> 00:08:01.800]  那就是他整晚都在開醫治大會
[00:08:01.800 --> 00:08:05.800]  如果我們說正常來說,我當一至十分
[00:08:05.800 --> 00:08:08.800]  十分是很精神,零分是很累
[00:08:08.800 --> 00:08:10.800]  那我不知道耶穌累不累
[00:08:10.800 --> 00:08:14.800]  當然耶穌也是一個人,所以可能也是累
[00:08:14.800 --> 00:08:20.800]  我想可以說耶穌是通頂去做他的醫治工作
[00:08:20.800 --> 00:08:22.800]  或者做一些降鬼的工作
[00:08:22.800 --> 00:08:27.800]  我想想像一下,上一次有人熬夜會做功課嗎?
[00:08:27.800 --> 00:08:30.800]  有人舉手,你昨晚熬夜嗎?
[00:08:30.800 --> 00:08:33.800]  是,有人昨晚熬夜
[00:08:33.800 --> 00:08:36.800]  那零到十分,你多精神?我想知道
[00:08:36.800 --> 00:08:38.800]  零到十分,十分最精神?
[00:08:38.800 --> 00:08:40.800]  現在?
[00:08:40.800 --> 00:08:42.800]  三分,OK,正常的
[00:08:42.800 --> 00:08:45.800]  不要緊,你欺負就無所謂
[00:08:45.800 --> 00:08:49.800]  那有沒有人熬夜是看世界盃的?我想知道
[00:08:49.800 --> 00:08:51.800]  那裡有吧
[00:08:51.800 --> 00:08:56.800]  那些男生是不舉手,是你不熬夜還是看重播?
[00:08:56.800 --> 00:08:58.800]  (沒有睡過)
[00:08:58.800 --> 00:08:59.800]  沒有睡過,那怎麼辦?
[00:08:59.800 --> 00:09:02.800]  OK,沒有睡過,對不起,原來沒有睡過
[00:09:02.800 --> 00:09:07.800]  我想我們有這些經歷的時候,我們知道很累
[00:09:07.800 --> 00:09:09.800]  正常人是很累的
[00:09:09.800 --> 00:09:11.800]  當然我們知道耶穌是神
[00:09:11.800 --> 00:09:14.800]  但是無法反映耶穌也是一個人
[00:09:14.800 --> 00:09:20.800]  聖經很清楚教導耶穌會累,會哭,會有情緒
[00:09:20.800 --> 00:09:23.800]  所以他是一個人,累是很正常的反應
[00:09:23.800 --> 00:09:28.800]  但是我們會留意到耶穌在做完那堆降鬼、醫治的時候
[00:09:28.800 --> 00:09:30.800]  他不是說累到要睡覺
[00:09:30.800 --> 00:09:32.800]  留意,耶穌是會睡覺的
[00:09:32.800 --> 00:09:36.800]  我們會找到很多經文,耶穌是會睡覺的
[00:09:36.800 --> 00:09:38.800]  強調一下
[00:09:38.800 --> 00:09:40.800]  耶穌那時候不是睡覺
[00:09:40.800 --> 00:09:45.800]  他去到曠野的地方,遠離人群的地方祈禱
[00:09:45.800 --> 00:09:49.800]  可能我們會問,為什麼這麼多醫治的入面碼
[00:09:49.800 --> 00:09:51.800]  可以特意寫這件事出來?
[00:09:51.800 --> 00:09:54.800]  說醫治的能力就是說醫治
[00:09:54.800 --> 00:09:57.800]  其實短短這一句,他祈禱我們
[00:09:57.800 --> 00:10:00.800]  當然我們知道他一定是向天父祈禱
[00:10:00.800 --> 00:10:03.800]  這是很合理的理解
[00:10:03.800 --> 00:10:09.800]  短短這一句就突顯了耶穌的事工、耶穌工作的能力來源
[00:10:09.800 --> 00:10:12.800]  他知道是從天父而來
[00:10:12.800 --> 00:10:14.800]  不是他自己這樣做
[00:10:14.800 --> 00:10:19.800]  他也知道做那些醫治或降鬼不是他最終的使命
[00:10:19.800 --> 00:10:24.800]  當然相較之下,其實人們所重視的不是使命
[00:10:24.800 --> 00:10:26.800]  而是能力
[00:10:26.800 --> 00:10:28.800]  所以每個人都想找他
[00:10:28.800 --> 00:10:32.800]  這是在馬克福一章35之後的三節
[00:10:32.800 --> 00:10:35.800]  即是第36至38節的經文
[00:10:35.800 --> 00:10:40.800]  說什麼呢?就是說人們來找耶穌的時候
[00:10:40.800 --> 00:10:45.800]  耶穌說,我們要去另一個地方,去另一個鄉村
[00:10:45.800 --> 00:10:50.800]  因為我們是那個傳道,因為我們是為這個目的而來
[00:10:50.800 --> 00:10:55.800]  所以耶穌的目的不是醫治,不是降鬼
[00:10:55.800 --> 00:11:01.800]  雖然我們也會說,醫治和降鬼本身對人們點名是很重要的
[00:11:01.800 --> 00:11:05.800]  但是耶穌所重視的不是醫治和降鬼
[00:11:05.800 --> 00:11:08.800]  當人們很想得到那東西的時候
[00:11:08.800 --> 00:11:14.800]  其實耶穌想讓人明白,他帶來的醫治不只是那些層面
[00:11:14.800 --> 00:11:19.800]  耶穌所重視的是,他要傳講的是神的國
[00:11:19.800 --> 00:11:23.800]  即是他代表神的國,已經來到人間的福音
[00:11:23.800 --> 00:11:26.800]  這就是馬克福一章的一開始所說的
[00:11:26.800 --> 00:11:30.800]  雖然很緊接著那些工作、醫治的部分
[00:11:30.800 --> 00:11:33.800]  但是我們在這個一開始的時候
[00:11:33.800 --> 00:11:36.800]  第一章的時候,我們已經留意到其實
[00:11:36.800 --> 00:11:41.800]  人們所期待的和耶穌所做的是有些落差的
[00:11:41.800 --> 00:11:43.800]  當人們理解耶穌的醫治的時候
[00:11:43.800 --> 00:11:48.800]  他們所理解的和耶穌所希望去做的其實已經有一個落差
[00:11:48.800 --> 00:11:53.800]  這個落差其實我想今天我們也存在
[00:11:53.800 --> 00:11:55.800]  你問到人們為什麼不信耶穌
[00:11:55.800 --> 00:11:58.800]  他們通常說,不信耶穌就是因為沒有神蹟
[00:11:58.800 --> 00:12:01.800]  有神蹟走給我看,我就相信
[00:12:01.800 --> 00:12:04.800]  或者是我經歷了神蹟,我就相信
[00:12:04.800 --> 00:12:07.800]  其實這個想法並不是完全錯的
[00:12:07.800 --> 00:12:11.800]  我在說馬克福音這些人,我不是說他們蠢
[00:12:11.800 --> 00:12:13.800]  不是說他們很無知、很蠢
[00:12:13.800 --> 00:12:17.800]  因為大概我們認識耶穌的起點也是這樣
[00:12:17.800 --> 00:12:22.800]  我想很少人,真的很少人是因為理性上
[00:12:22.800 --> 00:12:24.800]  我很知道耶穌是誰,我相信他
[00:12:24.800 --> 00:12:26.800]  我想你回想自己去
[00:12:26.800 --> 00:12:29.800]  我相信你有一點經歷耶穌的經歷
[00:12:29.800 --> 00:12:31.800]  我估計你畢竟也有
[00:12:31.800 --> 00:12:33.800]  可能就算你沒有也好
[00:12:33.800 --> 00:12:35.800]  你也會大概感覺到,我信耶穌
[00:12:35.800 --> 00:12:39.800]  或者我覺得我要在這裡學習關於耶穌的東西
[00:12:39.800 --> 00:12:42.800]  不是因為我的腦子很有那種叫做
[00:12:42.800 --> 00:12:44.800]  intellectual(智慧)的認識
[00:12:44.800 --> 00:12:45.800]  可能你是有的
[00:12:45.800 --> 00:12:47.800]  但是我估計很多人不一定是這樣
[00:12:47.800 --> 00:12:53.800]  我們的起點多數是耶穌解決了我們生命的難題和挑戰
[00:12:53.800 --> 00:12:57.800]  所以其實我們跟這群群眾未必差很遠
[00:12:57.800 --> 00:13:01.800]  他們所期待的都是耶穌解決我們生命的問題
[00:13:01.800 --> 00:13:03.800]  他們期待耶穌的醫治
[00:13:03.800 --> 00:13:05.800]  是一個快速解決的
[00:13:05.800 --> 00:13:07.800]  是一個快速的解決方案
[00:13:07.800 --> 00:13:09.800]  最好快點解決這件事
[00:13:09.800 --> 00:13:11.800]  我不是說這是錯
[00:13:11.800 --> 00:13:14.800]  但是我想我們坐在這裡的時候
[00:13:14.800 --> 00:13:18.800]  或者我們有機會去思想聖經的話的時候
[00:13:18.800 --> 00:13:20.800]  或者可以多想一點
[00:13:20.800 --> 00:13:24.800]  當我們的目光停留在我們眼前的生活
[00:13:24.800 --> 00:13:26.800]  可能是我們讀書也好
[00:13:26.800 --> 00:13:28.800]  我們的生活也好
[00:13:28.800 --> 00:13:30.800]  我們的朋友也好
[00:13:30.800 --> 00:13:32.800]  我們有很多迫切的問題
[00:13:32.800 --> 00:13:35.800]  通常我們都帶著這些問題去找耶穌
[00:13:35.800 --> 00:13:37.800]  至於耶穌是誰
[00:13:37.800 --> 00:13:39.800]  耶穌和我有什麼關係
[00:13:39.800 --> 00:13:41.800]  耶穌能不能幫到我
[00:13:41.800 --> 00:13:43.800]  就不要搞那麼多了
[00:13:43.800 --> 00:13:44.800]  這些我不需要了
[00:13:44.800 --> 00:13:46.800]  總之能幫我就行了
[00:13:46.800 --> 00:13:50.800]  這個我想是大多數人回來教會
[00:13:50.800 --> 00:13:51.800]  都會有的心態
[00:13:51.800 --> 00:13:53.800]  不是只有我們坐在這裡才有
[00:13:53.800 --> 00:13:54.800]  很多人都有這樣的心態
[00:13:54.800 --> 00:13:58.800]  我們期望耶穌解決我們就可以了
[00:13:58.800 --> 00:14:01.800]  我就不需要再去理解你
[00:14:01.800 --> 00:14:04.800]  但是如果是這樣的心態的話
[00:14:04.800 --> 00:14:05.800]  似乎馬克福音這裡
[00:14:05.800 --> 00:14:09.800]  他強調這個醫治其實是一個展現福音的記號
[00:14:09.800 --> 00:14:11.800]  它不是福音的本身
[00:14:11.800 --> 00:14:13.800]  它只是一個記號
[00:14:13.800 --> 00:14:15.800]  它只是代表上帝的拯救來到
[00:14:15.800 --> 00:14:21.800]  這是耶穌所做的醫治和祂的講鬼的目的
[00:14:21.800 --> 00:14:24.800]  當然這是我們嘗試去開始去想
[00:14:24.800 --> 00:14:28.800]  當我們求耶穌去醫治或者幫助我們的時候
[00:14:28.800 --> 00:14:30.800]  其實我們在求什麼
[00:14:30.800 --> 00:14:32.800]  我們只是在求那件事
[00:14:32.800 --> 00:14:38.800]  還是原來耶穌給了更多的生命的意義給我們呢
[00:14:38.800 --> 00:14:42.800]  這個就去到我們今天講第二點的部分
[00:14:42.800 --> 00:14:46.800]  就是耶穌的醫治和祂的講鬼
[00:14:46.800 --> 00:14:47.800]  當然今天比較少講鬼
[00:14:47.800 --> 00:14:48.800]  可能不是經驗到
[00:14:48.800 --> 00:14:54.800]  但是耶穌的醫治其實是可以恢復我們生命的價值
[00:14:54.800 --> 00:14:56.800]  為什麼用這個去講呢
[00:14:56.800 --> 00:15:00.800]  因為馬克福音第一章完結的時候
[00:15:00.800 --> 00:15:03.800]  是用了一個麻瘋病人的例子
[00:15:03.800 --> 00:15:06.800]  麻瘋病是一種皮膚病
[00:15:06.800 --> 00:15:08.800]  簡單來說就是皮膚病
[00:15:08.800 --> 00:15:10.800]  我不是讀醫學的
[00:15:10.800 --> 00:15:13.800]  我不知道讀醫學的人會不會比較熟悉
[00:15:13.800 --> 00:15:15.800]  但是麻瘋呢
[00:15:15.800 --> 00:15:17.800]  簡單來說在當時的社會
[00:15:17.800 --> 00:15:19.800]  其實不只是身體上的不舒服
[00:15:19.800 --> 00:15:22.800]  它會帶來一些其他的效應
[00:15:22.800 --> 00:15:23.800]  會被人排斥
[00:15:23.800 --> 00:15:26.800]  這件事怎麼去記述呢
[00:15:26.800 --> 00:15:27.800]  開始的時候
[00:15:27.800 --> 00:15:28.800]  經文是這麼說的
[00:15:28.800 --> 00:15:30.800]  在一章四十節
[00:15:30.800 --> 00:15:35.800]  他說有一個人身上有大麻瘋病的人
[00:15:35.800 --> 00:15:37.800]  他就走到耶穌面前
[00:15:37.800 --> 00:15:38.800]  他就跟耶穌說
[00:15:38.800 --> 00:15:40.800]  如果你肯的話
[00:15:40.800 --> 00:15:42.800]  一定可以讓我潔淨
[00:15:42.800 --> 00:15:45.800]  這個是馬克福音一章四十節的內容
[00:15:45.800 --> 00:15:48.800]  有一個麻瘋病人這樣來到
[00:15:48.800 --> 00:15:51.800]  要Powerpoint 看一看
[00:15:51.800 --> 00:15:55.800]  有一個人來到耶穌面前
[00:15:55.800 --> 00:16:00.800]  簡單來說在舊約的聖經裡面
[00:16:00.800 --> 00:16:02.800]  麻瘋是不潔淨的
[00:16:02.800 --> 00:16:05.800]  不潔淨不是衛生上不乾淨
[00:16:05.800 --> 00:16:07.800]  不是今天有病毒
[00:16:07.800 --> 00:16:09.800]  不是那樣的說法
[00:16:09.800 --> 00:16:11.800]  而是說不潔淨的人要跟正常人
[00:16:11.800 --> 00:16:14.800]  潔淨的人要隔開
[00:16:14.800 --> 00:16:18.800]  所以在舊約這種人是不能在社會生活的
[00:16:18.800 --> 00:16:21.800]  他們會被社會排斥
[00:16:21.800 --> 00:16:25.800]  我想隔離這件事
[00:16:25.800 --> 00:16:27.800]  今天是不陌生的
[00:16:27.800 --> 00:16:29.800]  有沒有人試過隔離
[00:16:29.800 --> 00:16:31.800]  我想問一下這裡
[00:16:31.800 --> 00:16:33.800]  好像問誰中招了
[00:16:33.800 --> 00:16:35.800]  看看
[00:16:35.800 --> 00:16:38.800]  有沒有人覺得隔離很開心
[00:16:38.800 --> 00:16:40.800]  可以放假在家裡打機
[00:16:40.800 --> 00:16:41.800]  睡覺那些
[00:16:41.800 --> 00:16:42.800]  有啊
[00:16:42.800 --> 00:16:45.800]  但如果你住了差不多一個星期
[00:16:45.800 --> 00:16:47.800]  過了之後
[00:16:47.800 --> 00:16:51.800]  有些人可能一開始覺得隔離沒事
[00:16:51.800 --> 00:16:53.800]  但是你隔到某個位置
[00:16:53.800 --> 00:16:54.800]  你會覺得很悶
[00:16:54.800 --> 00:16:55.800]  或者想外出
[00:16:55.800 --> 00:16:56.800]  我不知道有沒有這種感覺
[00:16:56.800 --> 00:16:58.800]  如果你接受我隔離的人
[00:16:58.800 --> 00:17:02.800]  當然COVID和麻瘋是不同的
[00:17:02.800 --> 00:17:05.800]  今天我們可能要多理解隔離的感受
[00:17:05.800 --> 00:17:07.800]  或者明白感受
[00:17:07.800 --> 00:17:09.800]  但是在當時來說
[00:17:09.800 --> 00:17:12.800]  麻瘋是很有可能治不好的
[00:17:12.800 --> 00:17:14.800]  基本上在聖經的記載裡
[00:17:14.800 --> 00:17:16.800]  在耶穌之前
[00:17:16.800 --> 00:17:19.800]  麻瘋是沒有人能夠治好
[00:17:19.800 --> 00:17:21.800]  基本上除了一些很少數的例子之外
[00:17:21.800 --> 00:17:23.800]  所以COVID是會好起來的
[00:17:23.800 --> 00:17:24.800]  多數都會好起來
[00:17:24.800 --> 00:17:26.800]  但是麻瘋是不會的
[00:17:26.800 --> 00:17:27.800]  基本上當時的人
[00:17:27.800 --> 00:17:28.800]  他染了麻瘋
[00:17:28.800 --> 00:17:31.800]  就好像他的人生已經完結了
[00:17:31.800 --> 00:17:35.800]  他基本上不可以再有他原本和人的關係
[00:17:35.800 --> 00:17:38.800]  他基本上不會再有他本身的生活
[00:17:38.800 --> 00:17:42.800]  不會再有他本身可以過的人生
[00:17:42.800 --> 00:17:46.800]  所以為什麼福音書這麼重視麻瘋病呢?
[00:17:46.800 --> 00:17:49.800]  除了麻瘋病可能當時是一個很流行疾病之外
[00:17:49.800 --> 00:17:54.800]  也因為麻瘋病這件事本身其實都是一個記號
[00:17:54.800 --> 00:17:57.800]  剛才說耶穌的醫治是一個記號的話
[00:17:57.800 --> 00:17:59.800]  麻瘋也是一個記號
[00:17:59.800 --> 00:18:02.800]  就是有些人的生命
[00:18:02.800 --> 00:18:05.800]  他被社會排斥也好
[00:18:05.800 --> 00:18:07.800]  他被當時的人排斥
[00:18:07.800 --> 00:18:12.800]  或者他有很多東西和當時的人是沒辦法接受的事情
[00:18:12.800 --> 00:18:14.800]  所以如果你用這個角度去看
[00:18:14.800 --> 00:18:16.800]  為什麼他敢走到耶穌面前呢?
[00:18:16.800 --> 00:18:19.800]  如果耶穌已經有一大堆人坐在那裡的時候
[00:18:19.800 --> 00:18:24.800]  其實很明顯你會猜到那些人的眼神是很怕他
[00:18:24.800 --> 00:18:25.800]  很害怕他
[00:18:25.800 --> 00:18:29.800]  我想今天就有很貼身的例子
[00:18:29.800 --> 00:18:32.800]  我想在兩三年前
[00:18:32.800 --> 00:18:35.800]  如果有人中了招然後走在街上
[00:18:35.800 --> 00:18:38.800]  我猜有些人知道就會害怕得要死
[00:18:38.800 --> 00:18:42.800]  當然現在可能是大家普遍的想法不同
[00:18:42.800 --> 00:18:45.800]  但是可能如果你用兩三年前這樣去想的時候
[00:18:45.800 --> 00:18:48.800]  那你就可以想像一個麻瘋病人走在街上
[00:18:48.800 --> 00:18:52.800]  他和他身邊的人看到他會有什麼感覺
[00:18:52.800 --> 00:18:56.800]  所以這段經文其實麻瘋病人這樣走過來
[00:18:56.800 --> 00:18:57.800]  可能他已經很絕望
[00:18:57.800 --> 00:18:59.800]  他已經完全不理會這些事情
[00:18:59.800 --> 00:19:00.800]  他不理會別人怎麼看
[00:19:00.800 --> 00:19:01.800]  可能他快要死了
[00:19:01.800 --> 00:19:03.800]  可能他已經忍受不了
[00:19:03.800 --> 00:19:05.800]  所以他就要來找耶穌
[00:19:05.800 --> 00:19:10.800]  所以耶穌的醫治比起剛才說的講鬼
[00:19:10.800 --> 00:19:13.800]  醫病是再多一重意義
[00:19:13.800 --> 00:19:17.800]  耶穌的醫治不止是讓他身體上復原
[00:19:17.800 --> 00:19:21.800]  耶穌的醫治是幫助這個有麻瘋的人
[00:19:21.800 --> 00:19:25.800]  去建立他人生生命的意義
[00:19:25.800 --> 00:19:30.800]  所以在《馬可福音》的一章42-43
[00:19:30.800 --> 00:19:32.800]  就說當耶穌一碰他的時候
[00:19:32.800 --> 00:19:33.800]  他就結症
[00:19:33.800 --> 00:19:37.800]  然後在後面就說到耶穌要叫他
[00:19:37.800 --> 00:19:38.800]  就是要去找祭司
[00:19:38.800 --> 00:19:40.800]  也要去獻祭
[00:19:40.800 --> 00:19:41.800]  什麼意思呢?
[00:19:41.800 --> 00:19:45.800]  就是幫助他去建立他的生活
[00:19:45.800 --> 00:19:47.800]  他可以重新被人接納
[00:19:47.800 --> 00:19:53.800]  我想我們今天身體上
[00:19:53.800 --> 00:19:56.800]  未必有很多這種很需要的醫治
[00:19:56.800 --> 00:19:58.800]  如果很坦白地說
