
[00:00:00.000 --> 00:00:02.940]  各位弟兄姊妹 大家 主內平安
[00:05:05.480 --> 00:05:08.860]  在生活上呢 對於各樣
[00:05:08.860 --> 00:05:11.580]  港口型的城市 都會面對的挑戰
[00:05:11.580 --> 00:05:13.000]  也是一樣的
[00:05:13.240 --> 00:05:16.720]  接受到很多新鮮的事物
[00:05:16.720 --> 00:05:19.220]  發達的貿易的影響
[00:05:19.220 --> 00:05:22.860]  在生活上呢 也很容易受到隱憂
[00:05:22.860 --> 00:05:24.620]  甚至是失戀
[00:05:24.620 --> 00:05:29.280]  但從保羅的書信給的稱讚來看
[00:05:29.280 --> 00:05:33.060]  這樣一個年輕的教會的弟兄姊妹
[00:05:33.060 --> 00:05:36.340]  卻備受保羅他們團隊的
[00:05:36.340 --> 00:05:38.700]  稱讚 甚至是誇口
[00:05:38.700 --> 00:05:41.660]  這樣一些感恩的原因啊 並非是
[00:05:41.660 --> 00:05:44.600]  寫一封信 在開頭的時候 總要去
[00:05:44.600 --> 00:05:48.040]  客套幾句呀 不單是客套那樣的簡單
[00:05:48.040 --> 00:05:50.900]  當我們在看第三節的時候
[00:05:50.900 --> 00:05:53.540]  為你們常常感謝上帝
[00:05:53.540 --> 00:05:55.660]  感謝的原因是什麼呢
[00:05:55.660 --> 00:05:58.280]  因你們信心
[00:05:58.280 --> 00:06:00.920]  格外增長啊
[00:06:00.920 --> 00:06:03.680]  不是增長那麼簡單啊
[00:06:03.680 --> 00:06:06.240]  是比普通的一個好像
[00:06:06.240 --> 00:06:09.160]  慢慢的斜坡式的一個成長
[00:06:09.560 --> 00:06:12.120]  還要高 還要快
[00:06:12.120 --> 00:06:15.540]  這是對神的信心
[00:06:15.540 --> 00:06:18.200]  還有一方面呢 是對人的
[00:06:18.200 --> 00:06:21.500]  並且你們眾人 彼此
[00:06:21.500 --> 00:06:23.700]  相愛的心 也都怎麼
[00:06:23.700 --> 00:06:25.960]  充足
[00:06:25.960 --> 00:06:29.080]  不單只是有這麼簡單啊
[00:06:29.080 --> 00:06:31.180]  還是充足
[00:06:31.180 --> 00:06:34.580]  所以我們看到啊 在一個年輕的
[00:06:34.580 --> 00:06:36.980]  信仰的一個群體當中
[00:06:37.280 --> 00:06:40.820]  對於愛神 對於愛人
[00:06:40.820 --> 00:06:43.440]  做得都非常的好
[00:06:43.440 --> 00:06:46.520]  那麼熟悉的聖經的弟兄姊妹 一講到
[00:06:46.520 --> 00:06:48.780]  愛神愛人 就明白
[00:06:48.780 --> 00:06:50.180]  這是
[00:06:50.180 --> 00:06:52.580]  最大的解密 對嗎
[00:06:52.580 --> 00:06:56.980]  對於這樣一個很好的教會來說
[00:06:56.980 --> 00:07:00.620]  保羅 不吝嗇他的誇讚
[00:07:00.620 --> 00:07:03.620]  為他們常常感謝上帝
[00:07:03.620 --> 00:07:07.260]  甚至呢 還為他們誇口啊
[00:07:07.580 --> 00:07:10.420]  這樣一個見證呢 不單是寫信
[00:07:10.420 --> 00:07:12.680]  告訴他們 你們做得很好
[00:07:12.680 --> 00:07:15.940]  在保羅去到了其他教會的時候
[00:07:15.940 --> 00:07:17.620]  都向他們說
[00:07:17.620 --> 00:07:19.980]  鐵薩諾尼加教會
[00:07:19.980 --> 00:07:22.600]  做得很好 很棒
[00:07:22.600 --> 00:07:26.480]  這呢 有一些的試煉可以看得到啊
[00:07:26.480 --> 00:07:29.620]  所以說呢 面對真正的
[00:07:29.620 --> 00:07:32.900]  挑戰的時候呢 就檢驗
[00:07:32.900 --> 00:07:35.660]  門徒生命的時機
[00:07:36.660 --> 00:07:39.660]  對於當時鐵薩諾尼加信徒
[00:07:39.660 --> 00:07:40.960]  是這樣
[00:07:40.960 --> 00:07:44.300]  對於今天的你和我
[00:07:44.300 --> 00:07:47.860]  同樣也是這樣 保羅就繼續
[00:07:47.860 --> 00:07:50.900]  寫了 因你們在所受的一切
[00:07:50.900 --> 00:07:53.040]  逼迫患難中
[00:07:53.040 --> 00:07:54.900]  仍舊存著
[00:07:54.900 --> 00:07:57.800]  忍耐和什麼啊
[00:07:57.800 --> 00:08:01.820]  和信心 忍耐和信心
[00:08:01.820 --> 00:08:04.540]  以至於他們可以做得很好
[00:08:04.540 --> 00:08:06.940]  期盼主的再來
[00:08:06.940 --> 00:08:11.360]  在馬太福音的7章24到27節呢
[00:08:11.360 --> 00:08:14.360]  就有一個比喻是這樣說的啊
[00:08:14.360 --> 00:08:17.740]  這樣一個比喻呢 在不同的聖經的版本呢
[00:08:17.740 --> 00:08:20.720]  會用不同的一個標題啊
[00:08:20.720 --> 00:08:24.180]  有的標題呢 是說
[00:08:24.180 --> 00:08:27.440]  兩種根機的比喻 大家應該很熟啊
[00:08:27.440 --> 00:08:29.340]  要去建立房屋
[00:08:29.340 --> 00:08:31.600]  同樣的材料都是一樣
[00:08:32.100 --> 00:08:35.120]  同樣 建立的方法也都類似
[00:08:35.120 --> 00:08:38.180]  和相同 唯一的不同呢
[00:08:38.180 --> 00:08:41.320]  按照這樣一個標題啊 兩種
[00:08:41.320 --> 00:08:42.800]  根機的分別
[00:08:42.800 --> 00:08:47.080]  一種根機呢 是建立在磐石上的
[00:08:47.080 --> 00:08:50.580]  就穩固 另外一種呢
[00:08:50.580 --> 00:08:53.580]  建立在了沙土上邊
[00:08:53.580 --> 00:08:56.620]  好像建立得很快 好像同樣也可以
[00:08:56.620 --> 00:08:58.920]  建立得到外表和外觀
[00:08:59.280 --> 00:09:02.280]  同樣一樣 外在的人都分別不出來的
[00:09:02.280 --> 00:09:05.280]  房子的時候 但一旦電閃雷鳴
[00:09:05.280 --> 00:09:06.900]  風暴來臨的時候
[00:09:06.900 --> 00:09:09.860]  建立在磐石上的房子
[00:09:09.860 --> 00:09:12.860]  可以窺然不動 但建立在
[00:09:12.860 --> 00:09:15.860]  沙土上的房子 就垮塌
[00:09:15.860 --> 00:09:17.300]  甚至垮塌的厲害
[00:09:17.300 --> 00:09:21.040]  這裡呢 我們可以看到啊 有兩種
[00:09:21.040 --> 00:09:24.060]  根機的分別 又有聖經另外的
[00:09:24.060 --> 00:09:25.060]  版本
[00:09:25.060 --> 00:09:27.760]  寫得更加的直接
[00:09:28.420 --> 00:09:31.180]  兩種不同建立
[00:09:31.180 --> 00:09:34.000]  房子的人的分別的比喻
[00:09:34.000 --> 00:09:37.820]  在這裡耶穌就說了 有兩種不同的人呢
[00:09:37.820 --> 00:09:41.240]  一種是聰明的人建立房子
[00:09:41.240 --> 00:09:44.220]  另外一種呢 叫做愚拙的人
[00:09:44.220 --> 00:09:47.120]  去建立房子 分別就建立在
[00:09:47.120 --> 00:09:49.700]  磐石上 還有沙土上
[00:09:49.700 --> 00:09:52.460]  它其間呢 還有分別
[00:09:52.460 --> 00:09:55.420]  在這個比喻的時候 主就說了
[00:09:56.180 --> 00:09:59.580]  聽了我的話 就去行的
[00:09:59.580 --> 00:10:03.580]  就好像把房子的根機
[00:10:03.580 --> 00:10:05.720]  建立在了磐石上
[00:10:05.720 --> 00:10:08.520]  同樣也是聽了話
[00:10:08.520 --> 00:10:10.960]  但不去行的人呢
[00:10:10.960 --> 00:10:13.960]  就是那些愚拙的人
[00:10:13.960 --> 00:10:17.520]  就是把房子的根機建立在
[00:10:17.520 --> 00:10:19.960]  沙土上的人 聰明的
[00:10:19.960 --> 00:10:22.880]  對應的就是愚拙 甚至有的
[00:10:22.880 --> 00:10:26.160]  聖經的翻譯叫做 無知的人
[00:10:26.160 --> 00:10:29.080]  就去那樣做的 以至於帶來
[00:10:29.080 --> 00:10:32.440]  兩種截然不同的生命果效
[00:10:32.440 --> 00:10:35.880]  所以我們可以看到 鐵撒羅尼加教會
[00:10:35.880 --> 00:10:38.920]  面對試探和逼迫的時候
[00:10:38.920 --> 00:10:41.900]  我們可以看到 一個真正在
[00:10:41.900 --> 00:10:45.020]  生命建立在磐石上
[00:10:45.020 --> 00:10:48.060]  有穩固根機的信仰群體
[00:10:48.060 --> 00:10:51.600]  是何等的生命的表現力
[00:10:51.600 --> 00:10:54.960]  所以在這裡呢 我們還可以看到啊
[00:10:54.960 --> 00:10:58.040]  面對逼迫和患難的時候呢
[00:10:58.040 --> 00:11:01.360]  有一個秘訣的啊 有一個秘訣
[00:11:01.360 --> 00:11:04.120]  秘訣就是剛才和大家強調的
[00:11:04.120 --> 00:11:06.800]  兩個重點 就是什麼啊
[00:11:06.800 --> 00:11:08.660]  忍耐
[00:11:08.660 --> 00:11:10.820]  和信心
[00:11:10.820 --> 00:11:14.740]  我們同樣也會在我們的生活中
[00:11:14.740 --> 00:11:16.680]  人生前路上
[00:11:16.680 --> 00:11:20.040]  還有各樣的人際關係裡面
[00:11:20.040 --> 00:11:22.880]  甚至是對於自己一些健康啊
[00:11:22.880 --> 00:11:25.260]  親人的一些的擔憂裡面
[00:11:25.260 --> 00:11:27.940]  會面對各樣的挑戰
[00:11:27.940 --> 00:11:31.380]  但唯有 將我們的生命
[00:11:31.380 --> 00:11:34.520]  根機 磐石 穩固的時候
[00:11:34.520 --> 00:11:37.520]  各樣的風暴來
[00:11:37.520 --> 00:11:39.880]  你都不會被動搖
[00:11:39.880 --> 00:11:43.420]  所以 保羅也在羅馬書裡面
[00:11:43.420 --> 00:11:46.120]  同樣這樣去鼓勵弟兄姊妹啊
[00:11:46.120 --> 00:11:47.300]  他這樣說
[00:11:47.300 --> 00:11:50.720]  患難 生忍耐 我們一起來好嗎
[00:11:50.720 --> 00:11:53.760]  患難 生忍耐 忍耐
[00:11:53.760 --> 00:11:56.800]  生老練 老練 生盼望
[00:11:56.800 --> 00:11:59.800]  盼望 不至於羞恥
[00:11:59.800 --> 00:12:02.780]  所以 各位弟兄姊妹 當我們
[00:12:02.780 --> 00:12:05.980]  遇到各樣的挑戰 甚至患難的時候
[00:12:05.980 --> 00:12:09.840]  不要按照世界的眼光
[00:12:09.840 --> 00:12:13.660]  把它完全的看作不好的事情
[00:12:13.660 --> 00:12:17.560]  它可能 是你生命中的
[00:12:17.560 --> 00:12:18.720]  一個試煉
[00:12:19.340 --> 00:12:22.340]  讓你練出 耶穌基督
[00:12:22.340 --> 00:12:25.360]  生命的品質 讓你可以有
[00:12:25.360 --> 00:12:28.220]  忍耐 老練 和盼望
[00:12:28.220 --> 00:12:31.060]  甚至到了最後 不至於
[00:12:31.060 --> 00:12:34.080]  羞恥 面對各樣的人
[00:12:34.080 --> 00:12:35.780]  事 和物
[00:12:35.780 --> 00:12:39.580]  所以呢 在今天我們在看這段經文的時候
[00:12:39.580 --> 00:12:41.420]  是否配得呢
[00:12:41.420 --> 00:12:44.220]  我要從兩個大的方面
[00:12:44.220 --> 00:12:47.140]  兩個角度 來回應
[00:12:47.140 --> 00:12:50.440]  這樣一個主題 兩個角度來回應
[00:12:50.440 --> 00:12:52.020]  首先呢
[00:12:52.020 --> 00:12:55.720]  第一個 是否配得 第一點
[00:12:55.720 --> 00:12:58.500]  要強調自己的身份
[00:12:58.500 --> 00:13:01.500]  你是否配得呢 你的身份
[00:13:01.500 --> 00:13:03.000]  究竟是什麼
[00:13:03.000 --> 00:13:05.200]  只是一個老闆嗎
[00:13:05.200 --> 00:13:07.460]  只是一個學生嗎
[00:13:07.460 --> 00:13:10.780]  只是一個家庭成員
[00:13:10.780 --> 00:13:13.980]  只是一個爸爸或媽媽嗎
[00:13:14.240 --> 00:13:17.740]  你還有一個很特別很特別的身份
[00:13:17.740 --> 00:13:21.140]  你是耶穌基督的門徒
[00:13:21.140 --> 00:13:24.220]  你是神所愛的孩子 你是
[00:13:24.220 --> 00:13:27.520]  神重駕所贖回的寶貝
[00:13:27.520 --> 00:13:30.060]  你是否配得呢
[00:13:30.060 --> 00:13:33.400]  當你問你這個問題的時候
[00:13:33.400 --> 00:13:36.780]  你在強調於自己最寶貴的身份的時候
[00:13:36.780 --> 00:13:39.700]  你要給出一個絕對的答案
[00:13:39.700 --> 00:13:43.340]  首先我們看 強調自己身份的時候
[00:13:43.340 --> 00:13:46.580]  我們看第五節啊 當時給到
[00:13:46.580 --> 00:13:49.600]  鐵撒羅尼加弟兄姐妹的時候就說到
[00:13:49.600 --> 00:13:52.740]  這正是上帝公義的判斷
[00:13:52.740 --> 00:13:55.360]  的明證 叫你們
[00:13:55.360 --> 00:13:58.600]  可算配得上帝的國
[00:13:58.600 --> 00:14:02.280]  當我們在看上帝的國的時候 我們就清晰
[00:14:02.280 --> 00:14:05.720]  每一個國 都要有一個國王
[00:14:05.720 --> 00:14:07.980]  掌權的人 掌權者
[00:14:07.980 --> 00:14:12.080]  這個國王 就是耶穌基督
[00:14:13.080 --> 00:14:16.100]  當你在看到國的時候 你就看到
[00:14:16.100 --> 00:14:17.480]  這位掌權者
[00:14:17.480 --> 00:14:20.940]  你就看到 你的行事為人
[00:14:20.940 --> 00:14:22.780]  生命見證
[00:14:22.780 --> 00:14:26.640]  是否 都尊主為大
[00:14:26.640 --> 00:14:29.860]  是否 都完全
[00:14:29.860 --> 00:14:33.020]  降服在 這位愛你的天父
[00:14:33.020 --> 00:14:36.380]  他的手中 讓他去帶領
[00:14:36.380 --> 00:14:38.480]  因為我清楚的明白
[00:14:38.480 --> 00:14:41.480]  他一定給我最好的
[00:14:42.200 --> 00:14:44.960]  所以 強調自己身份的時候
[00:14:44.960 --> 00:14:48.000]  你就可以看到 我是否
[00:14:48.000 --> 00:14:50.980]  配得上 上帝的國
[00:14:50.980 --> 00:14:54.100]  有兩個比喻呢 大家經常來到
[00:14:54.100 --> 00:14:56.900]  我們教會當中 崇拜甚至
[00:14:56.900 --> 00:14:59.860]  查經的弟兄姐妹 一定不會陌生的
[00:14:59.860 --> 00:15:01.080]  兩個比喻
[00:15:01.080 --> 00:15:02.880]  第一個比喻
[00:15:02.880 --> 00:15:05.260]  十童女的比喻
[00:15:05.260 --> 00:15:08.400]  明明都是在等候新郎的
[00:15:08.400 --> 00:15:09.980]  十個童女
[00:15:10.380 --> 00:15:13.320]  卻分出了聰明的和愚拙的
[00:15:13.320 --> 00:15:16.940]  其中呢 有預備好了油 一直
[00:15:16.940 --> 00:15:19.860]  耐耐心心的等候 她的主到來的
[00:15:19.860 --> 00:15:22.120]  視為聰明的童女
[00:15:22.120 --> 00:15:26.120]  有一些呢 好像在敷衍了事
[00:15:26.120 --> 00:15:29.260]  好像自己以為聰明 她應該
[00:15:29.260 --> 00:15:32.020]  很快就來了 以至於
[00:15:32.020 --> 00:15:34.860]  不夠用的時候就離開 她的主在
[00:15:34.860 --> 00:15:37.280]  來到的時候 卻回答說
[00:15:37.460 --> 00:15:40.480]  我不認識你們 這裡我們在
[00:15:40.480 --> 00:15:43.460]  看到神的國的時候 在天國的
[00:15:43.460 --> 00:15:46.480]  言系裡面也會給我們答案 在外面
[00:15:46.480 --> 00:15:49.520]  呼喊 主啊 主啊 給我們開門
[00:15:49.520 --> 00:15:52.520]  的時候 天國的國門卻向他們
[00:15:52.520 --> 00:15:53.520]  緊閉
[00:15:53.520 --> 00:15:57.440]  我們再看另外一個比喻啊 講到的
[00:15:57.440 --> 00:16:00.460]  也是 在馬太福音當中
[00:16:00.460 --> 00:16:03.480]  又有 按才受託的比喻 同樣
[00:16:03.480 --> 00:16:06.480]  都是主的僕人 卻有
[00:16:06.480 --> 00:16:09.840]  忠心良善的僕人 卻還有有
[00:16:09.840 --> 00:16:12.320]  又懶又餓的僕人
[00:16:12.320 --> 00:16:16.480]  當主在回來要向主交戰的時候
[00:16:16.480 --> 00:16:19.280]  就把這兩種僕人分開了
[00:16:19.280 --> 00:16:22.800]  所以透過這兩個比喻 各位弟兄姐妹
[00:16:22.800 --> 00:16:25.680]  主就不斷地在提醒我們
[00:16:25.680 --> 00:16:28.780]  不是你說 喔 我認識她
[00:16:28.780 --> 00:16:31.920]  我稱呼她 她是我主的時候
[00:16:31.920 --> 00:16:34.760]  這樣的恩典 你一定
[00:16:34.760 --> 00:16:37.100]  就配得所享有的
[00:16:37.100 --> 00:16:39.860]  你的信到底是什麼
[00:16:39.860 --> 00:16:43.800]  你生命的回應 究竟是如何
[00:16:43.800 --> 00:16:47.780]  直接關係到 你是否
[00:16:47.780 --> 00:16:50.760]  配得 神給你的這份的
[00:16:50.760 --> 00:16:51.760]  恩典
[00:16:51.760 --> 00:16:55.820]  當我們在看我們的身份的時候
[00:16:55.820 --> 00:17:00.000]  我們是天國的子民啊 各位弟兄姐妹
[00:17:00.000 --> 00:17:03.400]  你是否把它當作是
[00:17:03.400 --> 00:17:04.400]  自己以為的
[00:17:04.780 --> 00:17:08.440]  在我一個星期當中
[00:17:08.440 --> 00:17:12.880]  7天的1天 要來到教會
[00:17:12.880 --> 00:17:15.400]  進行一個崇拜的儀式
[00:17:15.400 --> 00:17:18.800]  這樣一個例行公事的生命活動
[00:17:18.800 --> 00:17:22.420]  還是已經把它牢牢地當作
[00:17:22.420 --> 00:17:25.500]  自己生命的根基 每天
[00:17:25.500 --> 00:17:28.980]  每時 在我的家庭中
[00:17:28.980 --> 00:17:31.500]  職產中 生命中
[00:17:31.500 --> 00:17:34.960]  踐行出來的生命的指南了呢
[00:17:34.960 --> 00:17:39.480]  這樣的分別 就會關係到
[00:17:39.480 --> 00:17:42.280]  你的身份 究竟
[00:17:42.280 --> 00:17:43.280]  是什麼
[00:17:43.280 --> 00:17:47.680]  當我們強調身份的時候
[00:17:47.680 --> 00:17:50.380]  讓我們行事為人
[00:17:50.380 --> 00:17:53.200]  都能與我們的身份相稱
[00:17:53.200 --> 00:17:57.060]  我記得在我
[00:17:57.060 --> 00:17:59.680]  才做爸爸的時候啊
[00:18:00.040 --> 00:18:03.040]  女兒才會到處走來走去 經常要
[00:18:03.040 --> 00:18:06.040]  帶領她 啊 去這裡啊 那裡又可以
[00:18:06.040 --> 00:18:07.640]  玩一玩的時候呢
[00:18:07.640 --> 00:18:10.440]  我發現神對我的陶造
[00:18:10.440 --> 00:18:13.420]  在我成為父親的時候 依舊在
[00:18:13.420 --> 00:18:16.540]  繼續 哪怕我以前都以為
[00:18:16.540 --> 00:18:19.560]  啊 我行事為人
[00:18:19.560 --> 00:18:22.560]  都可以得體了 都可以做得
[00:18:22.560 --> 00:18:25.540]  還自己還不錯的時候 我會發現當我
[00:18:25.540 --> 00:18:28.540]  成為爸爸的時候 有一些事情
[00:18:28.540 --> 00:18:31.560]  特別會挑起到 我生命中的
[00:18:31.560 --> 00:18:32.740]  血氣
[00:18:32.740 --> 00:18:36.780]  這些事情的就是 帶著孩子在外面
[00:18:36.780 --> 00:18:40.240]  出去玩啊 活動的時候
[00:18:40.240 --> 00:18:42.660]  有一些人自顧自的時候
[00:18:42.660 --> 00:18:45.020]  經常會傷害到小朋友
[00:18:45.020 --> 00:18:48.700]  背著包啊 有的時候甚至拿著菸啊
[00:18:48.700 --> 00:18:51.680]  在電梯裡面 還會拿著菸啊
[00:18:51.680 --> 00:18:54.720]  讓小朋友呼吸道的時候
[00:18:54.720 --> 00:18:56.520]  我會特別的擔心
[00:18:57.340 --> 00:19:00.340]  那個時候 我就警醒
[00:19:00.340 --> 00:19:03.600]  發現 欸 為什麼會這樣的一種的揪心
[00:19:03.600 --> 00:19:04.980]  有血氣
[00:19:04.980 --> 00:19:08.740]  我發現神還是在對我有提醒
[00:19:08.740 --> 00:19:12.320]  各位弟兄姊妹 你知道當時
[00:19:12.320 --> 00:19:15.340]  我怎麼樣很快平息到自己的血氣嗎
[00:19:15.340 --> 00:19:17.180]  我提醒自己
[00:19:17.180 --> 00:19:19.160]  基督徒 基督徒
[00:19:19.160 --> 00:19:22.520]  基督徒 冷靜 冷靜
[00:19:22.520 --> 00:19:25.540]  有的時候 還需要加強一點啊
[00:19:25.760 --> 00:19:28.760]  怎麼樣自己平息啊 傳導人 傳導人
[00:19:28.760 --> 00:19:30.260]  傳導人 呵呵呵
[00:19:30.260 --> 00:19:34.680]  見證 見證 所以 每次
[00:19:34.680 --> 00:19:37.340]  當我想到自己身份的時候
[00:19:37.340 --> 00:19:40.840]  就讓我想到 主要給我方法
[00:19:40.840 --> 00:19:44.060]  怎麼樣很好的去處理到
[00:19:44.060 --> 00:19:47.160]  生命當中 遇到的各樣的事情
[00:19:47.160 --> 00:19:48.320]  挑戰
[00:19:48.320 --> 00:19:52.400]  不要讓試煉變成了試探
[00:19:52.820 --> 00:19:55.840]  不要讓生命當中發生的一些的
[00:19:55.840 --> 00:19:56.840]  小事
[00:19:56.840 --> 00:19:59.640]  讓自己所辦到
[00:19:59.640 --> 00:20:03.040]  影響了自己的生命和見證
