
[00:00:00.000 --> 00:00:02.880]  Hello 各位Explorer
[00:02:30.640 --> 00:02:33.600]  我們可能會多些倚靠上帝
[00:02:33.600 --> 00:02:36.040]  當我們去尋見神的時候
[00:02:36.040 --> 00:02:39.200]  我們得到信心的時候
[00:02:39.200 --> 00:02:42.240]  我們就會得到生命
[00:02:42.240 --> 00:02:46.400]  神給我們的生命和永生
[00:02:46.400 --> 00:02:50.480]  耶穌的「醫治」是很強大的
[00:02:50.480 --> 00:02:53.000]  我們今天也會再看到
[00:02:53.000 --> 00:02:56.920]  對了,今天多問問你們的問題
[00:02:56.920 --> 00:02:59.280]  不要緊,答錯也不要緊
[00:02:59.280 --> 00:03:01.560]  對了,耶穌有甚麼「醫治」
[00:03:01.560 --> 00:03:05.440]  你們可以喊出來,說一下也可以
[00:03:05.440 --> 00:03:07.200]  對了,有甚麼的
[00:03:07.200 --> 00:03:09.600]  看到有人舉手,對,喊出來
[00:03:12.400 --> 00:03:16.600]  那些人可以走路了,盲的人可以見到
[00:03:16.600 --> 00:03:19.920]  好,你們說完了,等一下讓Dia去說
[00:03:19.920 --> 00:03:22.600]  好,我給她們鼓掌
[00:03:22.600 --> 00:03:24.920]  對了,醫治了盲的人
[00:03:24.920 --> 00:03:29.360]  又醫治了「瘸腿」的人
[00:03:29.360 --> 00:03:30.560]  還有呢
[00:03:30.560 --> 00:03:35.000]  「血漏」的女人,對,還有沒有
[00:03:35.000 --> 00:03:37.000]  耶穌還有甚麼「醫治」
[00:03:37.000 --> 00:03:41.080]  「死了翻生」,非常好
[00:03:41.080 --> 00:03:42.600]  對,還有沒有
[00:03:42.600 --> 00:03:46.520]  對,因為今天就說了「馬蜂病」
[00:03:46.520 --> 00:03:48.240]  對,還有呢
[00:03:48.240 --> 00:03:49.360]  還有沒有呢
[00:03:49.360 --> 00:03:52.840]  其實大家都說了很多
[00:03:52.840 --> 00:03:55.320]  對了,又有「醫治癱子」
[00:03:55.320 --> 00:03:58.800]  因為其實這個章節之後就是「醫治癱子」
[00:03:58.800 --> 00:04:01.040]  然後「醫治枯手」的人
[00:04:01.040 --> 00:04:03.920]  「流血」的人,剛才Cynthia也說了
[00:04:03.920 --> 00:04:06.920]  然後「使人復活」
[00:04:06.920 --> 00:04:11.080]  然後還有「醫治失明」的人
[00:04:11.080 --> 00:04:14.760]  我們不如一起讀一下今天的經文
[00:04:14.760 --> 00:04:16.840]  我們一起去讀
[00:04:16.840 --> 00:04:18.760]  我數三聲之後我們一起讀
[00:04:18.760 --> 00:04:20.360]  1、2、3
[00:04:20.360 --> 00:04:24.400]  好,我們看到這裡有一個怎樣的人
[00:04:24.400 --> 00:04:28.680]  「生麻瘋」的人
[00:04:28.680 --> 00:04:30.680]  對,「生麻瘋」
[00:04:30.680 --> 00:04:35.160]  你覺得他是嚴重還是輕微的那種麻瘋
[00:04:36.720 --> 00:04:39.000]  嚴重,對,我看到
[00:04:39.000 --> 00:04:40.720]  Honeybeauty在拍頭
[00:04:40.720 --> 00:04:42.680]  很嚴重,為甚麼
[00:04:42.680 --> 00:04:46.160]  他滿身長了麻瘋
[00:04:46.160 --> 00:04:48.560]  對,不如我們先看看他的資料
[00:04:48.560 --> 00:04:52.400]  看看病人的特徵是怎樣的
[00:04:52.400 --> 00:04:55.760]  他其實是傳染性極高的
[00:04:55.760 --> 00:04:58.120]  可能你坐在他旁邊
[00:04:58.120 --> 00:05:01.280]  他就會走過來你那邊
[00:05:01.280 --> 00:05:05.000]  即是傳染性極高,好嗎
[00:05:05.000 --> 00:05:06.760]  還有「大麻瘋」的人
[00:05:06.760 --> 00:05:10.840]  在那時候都是預表著一些有污穢的罪
[00:05:10.840 --> 00:05:12.040]  即是有罪
[00:05:12.040 --> 00:05:16.600]  還有我們看到他是由裡面發出來的
[00:05:16.600 --> 00:05:20.320]  即是麻瘋是由裡面發出來的
[00:05:20.320 --> 00:05:25.720]  那好像罪一樣也是在我們裡面發出來
[00:05:25.720 --> 00:05:27.480]  這個病容易治嗎
[00:05:27.480 --> 00:05:29.800]  是否塗一下藥膏就能治好
[00:05:32.080 --> 00:05:35.760]  不是,對了,我看到額頭
[00:05:35.760 --> 00:05:38.600]  對,其實是不容易治療的
[00:05:38.600 --> 00:05:39.880]  所以你可想而知
[00:05:39.880 --> 00:05:42.080]  這個麻瘋病人有麻瘋
[00:05:42.080 --> 00:05:45.920]  你覺得是長時間還是短時間
[00:05:45.920 --> 00:05:48.160]  是長時間的,好
[00:05:48.160 --> 00:05:51.120]  接著他會怎樣
[00:05:51.120 --> 00:05:52.440]  這個麻瘋病會怎樣
[00:05:52.440 --> 00:05:54.720]  會使人臭
[00:05:54.720 --> 00:05:58.800]  即是會變成腥臭,然後腐爛到死
[00:05:58.800 --> 00:06:00.360]  很慘
[00:06:00.360 --> 00:06:03.000]  即是會慢慢侵蝕你
[00:06:03.000 --> 00:06:08.800]  那些麻瘋病一直是悲劇
[00:06:08.800 --> 00:06:13.560]  對了,那麼在社交層面上是怎樣
[00:06:13.560 --> 00:06:15.040]  我們這樣看已經是
[00:06:15.040 --> 00:06:18.160]  你覺得這個人是否受歡迎
[00:06:18.160 --> 00:06:19.960]  不受歡迎
[00:06:19.960 --> 00:06:23.640]  你想想,他是一粒粒的人
[00:06:23.640 --> 00:06:26.080]  滿身一粒粒
[00:06:26.080 --> 00:06:29.520]  那麼在社交層面上又是怎樣
[00:06:29.520 --> 00:06:32.120]  即是被人看為不潔
[00:06:32.120 --> 00:06:33.320]  即是不乾淨
[00:06:33.320 --> 00:06:36.800]  或者是覺得應該做錯了甚麼
[00:06:36.800 --> 00:06:39.200]  所以要發出來
[00:06:39.200 --> 00:06:42.640]  接著還有是被社會歧視
[00:06:42.640 --> 00:06:44.040]  他被社會歧視
[00:06:44.040 --> 00:06:46.440]  你覺得他外出的時候是怎樣
[00:06:46.440 --> 00:06:49.320]  那些人是介意走近他嗎
[00:06:49.320 --> 00:06:51.160]  還是馬上離開
[00:06:51.160 --> 00:06:53.480]  誰覺得那些人會走近他
[00:06:53.480 --> 00:06:55.480]  跟他握手
[00:06:55.480 --> 00:06:58.120]  誰覺得馬上離開
[00:06:58.120 --> 00:07:00.520]  對,馬上離開
[00:07:00.520 --> 00:07:04.000]  傳染性那麼高
[00:07:04.000 --> 00:07:07.320]  並且他可否回教會
[00:07:07.320 --> 00:07:09.680]  不回,他不能去聖殿
[00:07:09.680 --> 00:07:10.720]  為甚麼
[00:07:10.720 --> 00:07:12.160]  因為第一個原因
[00:07:12.160 --> 00:07:13.560]  他不潔
[00:07:13.560 --> 00:07:16.440]  所以不能去聖殿
[00:07:16.440 --> 00:07:17.440]  所以可想而知
[00:07:17.440 --> 00:07:21.080]  誰覺得他是一個開心的幸運人
[00:07:21.080 --> 00:07:22.280]  這個笑話
[00:07:22.280 --> 00:07:22.960]  誰覺得他開心
[00:07:22.960 --> 00:07:26.320]  誰覺得他生命都很坎坷
[00:07:26.320 --> 00:07:29.040]  對,都是很不開心
[00:07:29.040 --> 00:07:32.560]  會面對這樣被人歧視
[00:07:32.560 --> 00:07:37.520]  還有很多被人的眼神
[00:07:37.520 --> 00:07:41.040]  我們再看看剛才
[00:07:41.040 --> 00:07:42.800]  我們看到了
[00:07:42.800 --> 00:07:48.640]  耶穌在見到這個人之後
[00:07:48.640 --> 00:07:50.080]  這個人說了
[00:07:50.080 --> 00:07:51.360]  他說了甚麼
[00:07:51.360 --> 00:07:53.920]  他見到耶穌之後
[00:07:53.920 --> 00:07:58.160]  他說「主啊,祢若肯就使我潔淨」
[00:07:58.160 --> 00:07:58.960]  我想問
[00:07:58.960 --> 00:08:01.200]  如果你們生病的時候
[00:08:01.200 --> 00:08:04.400]  想叫耶穌醫治你們
[00:08:04.400 --> 00:08:06.160]  你們會怎樣說
[00:08:06.160 --> 00:08:07.680]  多數你會怎樣說
[00:08:07.680 --> 00:08:09.320]  如果你們生病
[00:08:09.320 --> 00:08:11.600]  你會怎樣跟耶穌說
[00:08:11.600 --> 00:08:17.520]  應該叫媽媽帶我去看醫生
[00:08:17.520 --> 00:08:19.960]  好
[00:08:19.960 --> 00:08:23.160]  其實如果我是他
[00:08:23.160 --> 00:08:26.480]  我會說「主啊,祢快點醫好我」
[00:08:26.480 --> 00:08:27.560]  但他就說
[00:08:27.560 --> 00:08:32.600]  「主啊,祢若肯就使我潔淨」
[00:08:32.600 --> 00:08:34.480]  這個人
[00:08:34.480 --> 00:08:38.360]  我們看到他不能去聖殿
[00:08:38.360 --> 00:08:39.440]  不能去聖殿
[00:08:39.440 --> 00:08:42.240]  不能去跟神有連繫
[00:08:42.240 --> 00:08:44.360]  因為在聖殿他可以去敬拜神
[00:08:44.360 --> 00:08:45.800]  可以去獻祭
[00:08:45.800 --> 00:08:48.440]  去跟神有連繫
[00:08:48.440 --> 00:08:52.560]  但我們看到耶穌親自去到他的生命裡面
[00:08:52.560 --> 00:08:54.160]  親自去到他的生命
[00:08:54.160 --> 00:08:55.840]  去跟他說
[00:08:55.840 --> 00:08:57.920]  他還沒有跟祂說
[00:08:57.920 --> 00:09:00.960]  但這個麻瘋病人去跟祂說
[00:09:00.960 --> 00:09:04.240]  「主啊,祢若肯就使我潔淨」
[00:09:04.240 --> 00:09:05.440]  意思是有人
[00:09:05.440 --> 00:09:08.240]  有些評論就有說
[00:09:08.240 --> 00:09:11.000]  其實那時候這個麻瘋病人
[00:09:11.000 --> 00:09:12.840]  都覺得自己有些事情不對
[00:09:12.840 --> 00:09:13.760]  有些罪
[00:09:13.760 --> 00:09:14.680]  所以祂就說
[00:09:14.680 --> 00:09:18.000]  「如果祢肯,祢就醫治我」
[00:09:18.000 --> 00:09:19.120]  也有另一個說法
[00:09:19.120 --> 00:09:20.440]  就是一個尊敬
[00:09:20.440 --> 00:09:23.360]  就是對神很敬佩
[00:09:23.360 --> 00:09:27.600]  「祢若肯,祢就使我潔淨」
[00:09:27.600 --> 00:09:29.960]  我們就有些問題
[00:09:29.960 --> 00:09:31.760]  讓大家去討論一下
[00:09:31.760 --> 00:09:35.040]  你相信耶穌的醫治
[00:09:35.040 --> 00:09:37.000]  在這個世界是不是真的?
[00:09:37.000 --> 00:09:37.560]  第一
[00:09:37.560 --> 00:09:38.400]  然後第二就是
[00:09:38.400 --> 00:09:40.920]  你有沒有經歷過神的醫治?
[00:09:40.920 --> 00:09:41.640]  如果可以的話
[00:09:41.640 --> 00:09:42.720]  都想你分享一下
[00:09:42.720 --> 00:09:44.080]  我給大家五分鐘
[00:09:44.080 --> 00:09:45.400]  是給五分鐘大家
[00:09:45.400 --> 00:09:46.840]  在你的組去
[00:09:46.840 --> 00:09:48.480]  跟你的組討論一下
[00:09:48.480 --> 00:09:51.520]  你覺得治癒是真的嗎?
[00:09:51.520 --> 00:09:52.520]  還是不是?
[00:09:52.520 --> 00:09:53.440]  為什麼?
[00:09:53.440 --> 00:09:54.440]  然後第二就是
[00:09:54.440 --> 00:09:57.960]  你有沒有經歷過神的治癒?
[00:09:57.960 --> 00:09:59.680]  好,我們討論一下
[00:09:59.680 --> 00:10:02.360]  好,讓我先問一下
[00:10:02.360 --> 00:10:04.040]  好,先問哪一組
[00:10:04.040 --> 00:10:06.560]  由後面開始問
[00:10:06.560 --> 00:10:10.240]  好,你相信
[00:10:10.240 --> 00:10:13.840]  你相信神的醫治嗎?
[00:10:13.840 --> 00:10:15.200]  這組是不是有些事情要說?
[00:10:15.200 --> 00:10:16.000]  好像聽到
[00:10:16.000 --> 00:10:17.040]  有些事情想分享
[00:10:17.040 --> 00:10:19.880]  你答相信或不相信都可以
[00:10:19.880 --> 00:10:21.040]  對,你可以
[00:10:21.040 --> 00:10:22.800]  相信不相信?
[00:10:22.800 --> 00:10:27.720]  對,你相信還是不相信?
[00:10:27.720 --> 00:10:28.640]  相信
[00:10:28.640 --> 00:10:29.640]  相信的
[00:10:29.640 --> 00:10:31.920]  John是相信的
[00:10:31.920 --> 00:10:33.080]  好,這邊很想回答
[00:10:33.080 --> 00:10:33.840]  Stage,Yes
[00:10:33.840 --> 00:10:35.440]  我來這個
[00:10:35.440 --> 00:10:36.920]  哪條問題?
[00:10:36.920 --> 00:10:38.120]  那天
[00:10:38.120 --> 00:10:39.560]  第二天要考試
[00:10:39.560 --> 00:10:41.720]  然後很擔心
[00:10:41.720 --> 00:10:43.360]  做得成績差
[00:10:43.360 --> 00:10:44.720]  但是跟神祈禱之後
[00:10:44.720 --> 00:10:48.800]  第二天,神祈禱我
[00:10:48.800 --> 00:10:50.680]  沒那麼擔心
[00:10:50.680 --> 00:10:54.760]  很平靜地做那個測試
[00:10:54.760 --> 00:10:57.200]  給Stage一個掌聲分享
[00:10:57.200 --> 00:10:58.960]  對,當你祈禱
[00:10:58.960 --> 00:11:03.560]  神真的給了他一個和平
[00:11:03.560 --> 00:11:06.640]  好,Cyrus,你這一組呢?
[00:11:06.640 --> 00:11:07.400]  有沒有一些
[00:11:07.400 --> 00:11:10.360]  就是相不相信耶穌的醫治?
[00:11:10.360 --> 00:11:14.080]  相信
[00:11:14.080 --> 00:11:17.840]  我想有些人是有類似的見性
[00:11:17.840 --> 00:11:21.520]  所以應該是有真的
[00:11:21.520 --> 00:11:22.600]  可不可以分享一下
[00:11:22.600 --> 00:11:24.280]  你身邊的人的醫治?
[00:11:24.280 --> 00:11:25.760]  其實不是我身邊
[00:11:25.760 --> 00:11:28.200]  是網上看到有些人說
[00:11:28.200 --> 00:11:30.560]  他的肩膀有些事情很痛
[00:11:30.560 --> 00:11:33.520]  然後突然間他祈禱之後就沒事
[00:11:33.520 --> 00:11:36.480]  所以有很多人會這樣說
[00:11:36.480 --> 00:11:38.360]  好,多謝Math的分享
[00:11:38.360 --> 00:11:40.000]  對,有時在網上也可能看到
[00:11:40.000 --> 00:11:42.080]  有人有這些神蹟的醫治
[00:11:42.080 --> 00:11:47.560]  Elias呢?你有什麼神蹟?
[00:11:47.560 --> 00:11:49.960]  Stanley叔叔說你有神蹟分享
[00:11:49.960 --> 00:11:51.640]  在考試的最後一天
[00:11:51.640 --> 00:11:54.680]  我用了五分鐘找到一個額外的Math
[00:11:54.680 --> 00:11:59.120]  剛剛出了成績滿分
[00:11:59.120 --> 00:12:01.200]  神很保守你
[00:12:01.200 --> 00:12:03.000]  五分鐘就找到
[00:12:03.000 --> 00:12:05.120]  剛才我們看到耶穌
[00:12:05.120 --> 00:12:10.360]  祂去到馬峰病人那裡
[00:12:10.360 --> 00:12:13.840]  因為我們可能會想神很高高在上
[00:12:13.840 --> 00:12:15.240]  祂要去找祂
[00:12:15.240 --> 00:12:18.360]  不是,耶穌是進到他的生命
[00:12:18.360 --> 00:12:19.840]  13節我們再看
[00:12:19.840 --> 00:12:20.960]  我們看到耶穌怎樣
[00:12:20.960 --> 00:12:23.720]  耶穌伸手摸祂
[00:12:23.720 --> 00:12:25.880]  可以嗎?
[00:12:25.880 --> 00:12:28.280]  會不會傳染?
[00:12:28.280 --> 00:12:29.560]  是沒有
[00:12:29.560 --> 00:12:31.280]  耶穌摸祂
[00:12:31.280 --> 00:12:33.440]  其實我們有沒有見過
[00:12:33.440 --> 00:12:34.440]  耶穌之前的醫治
[00:12:34.440 --> 00:12:36.400]  是否一定要摸祂才康復?
[00:12:36.400 --> 00:12:37.520]  誰覺得耶穌的醫治
[00:12:37.520 --> 00:12:38.840]  一定要摸祂才康復?
[00:12:38.840 --> 00:12:41.160]  他就說不用
[00:12:41.160 --> 00:12:42.480]  其實還可以用什麼方法
[00:12:42.480 --> 00:12:43.480]  可以醫治祂
[00:12:43.480 --> 00:12:45.040]  除了摸祂
[00:12:45.040 --> 00:12:46.080]  扯祂的衣服
[00:12:46.080 --> 00:12:47.880]  還有什麼?
[00:12:47.880 --> 00:12:48.480]  祈禱
[00:12:48.480 --> 00:12:49.840]  對,祈禱也對
[00:12:49.840 --> 00:12:51.840]  但還有一個實質的
[00:12:51.840 --> 00:12:52.600]  摸祂的衣服
[00:12:52.600 --> 00:12:55.400]  扯祂的衣服
[00:12:55.400 --> 00:12:56.040]  摸祂的衣服
[00:12:56.040 --> 00:12:57.440]  還有什麼?
[00:12:57.440 --> 00:12:59.360]  對,摸祂的衣服
[00:12:59.360 --> 00:13:01.040]  還有呢?
[00:13:01.040 --> 00:13:01.560]  說
[00:13:01.560 --> 00:13:02.920]  就這樣說出來就可以了
[00:13:02.920 --> 00:13:03.320]  是嗎?
[00:13:03.320 --> 00:13:04.680]  那為什麼耶穌要摸祂呢?
[00:13:04.680 --> 00:13:07.120]  這麼噁心,是嗎?
[00:13:07.120 --> 00:13:10.520]  因為耶穌很愛祂
[00:13:10.520 --> 00:13:12.480]  所以祂伸手摸祂
[00:13:12.480 --> 00:13:14.160]  而且耶穌不害怕
[00:13:14.160 --> 00:13:15.640]  祂完全不需要害怕
[00:13:15.640 --> 00:13:20.200]  因為耶穌能夠克服麻風
[00:13:20.200 --> 00:13:21.200]  所以我們看到
[00:13:21.200 --> 00:13:24.280]  耶穌的治癒能力很厲害
[00:13:24.280 --> 00:13:26.400]  因為祂也不需要害怕
[00:13:26.400 --> 00:13:28.080]  麻風會不會走過來
[00:13:28.080 --> 00:13:29.080]  那些沒有
[00:13:29.080 --> 00:13:31.320]  因為耶穌祂就是神
[00:13:31.320 --> 00:13:36.000]  那些麻風不會去到祂的身上
[00:13:36.000 --> 00:13:38.400]  那我們再看十四
[00:13:38.400 --> 00:13:40.040]  對了,在看之前
[00:13:40.040 --> 00:13:43.720]  我也想在這裡分享一個故事
[00:13:43.720 --> 00:13:50.560]  其實在14、15年左右
[00:13:50.560 --> 00:13:52.040]  大家可能也知道
[00:13:52.040 --> 00:13:55.760]  我有一個濕疹的見證
[00:13:55.760 --> 00:13:57.880]  可能也有分享過
[00:13:57.880 --> 00:14:02.840]  其實我弟弟也有很嚴重的濕疹
[00:14:02.840 --> 00:14:08.960]  那時候他真的有一點像麻風病人
[00:14:08.960 --> 00:14:11.800]  因為他去學校
[00:14:11.800 --> 00:14:14.800]  他那時候在英國讀航空學校
[00:14:14.800 --> 00:14:16.640]  然後去學校
[00:14:16.640 --> 00:14:18.760]  有一天看到他很厲害
[00:14:18.760 --> 00:14:19.840]  因為他的濕疹
[00:14:19.840 --> 00:14:20.840]  你一看就看得到
[00:14:20.840 --> 00:14:24.120]  因為他在臉上是裂開的
[00:14:24.120 --> 00:14:27.360]  就好像科學怪人一樣
[00:14:27.360 --> 00:14:30.200]  所以那時候去學校
[00:14:30.200 --> 00:14:36.720]  其實就要把他困在學校的醫院
[00:14:36.720 --> 00:14:40.680]  要去檢查清楚是否有傳染性
[00:14:40.680 --> 00:14:45.080]  後來檢查到他的濕疹是有傳染性的
[00:14:45.080 --> 00:14:47.400]  我不知道為甚麼濕疹可以有傳染性
[00:14:47.400 --> 00:14:52.560]  但他就驗出濕疹是有傳染性的
[00:14:52.560 --> 00:14:56.600]  然後學校就出了一封信
[00:14:56.600 --> 00:15:00.760]  其實是叫他離開了
[00:15:00.760 --> 00:15:08.800]  他的信是要他康復才可以回到學校的課堂上課
[00:15:08.800 --> 00:15:13.320]  所以你知道濕疹要康復要很久
[00:15:13.320 --> 00:15:15.640]  其實要等他康復
[00:15:15.640 --> 00:15:21.000]  其實那時候他也要等很久
[00:15:21.000 --> 00:15:22.240]  可能那時候信心
[00:15:22.240 --> 00:15:26.720]  看到這樣家人的信心也不足
[00:15:26.720 --> 00:15:29.520]  所以那時候他就
[00:15:29.520 --> 00:15:34.960]  其實就好像中五的男生一樣
[00:15:34.960 --> 00:15:38.000]  準備明年就去讀A級
[00:15:38.000 --> 00:15:40.880]  其實就快要成功了
[00:15:40.880 --> 00:15:43.280]  但他就要怨怒折返
[00:15:43.280 --> 00:15:45.320]  因為他的濕疹
[00:15:45.320 --> 00:15:49.720]  所以他就回到香港去home school
[00:15:49.720 --> 00:15:52.400]  有沒有人聽過身邊的人會home school
[00:15:52.400 --> 00:15:53.960]  應該也少一點
[00:15:53.960 --> 00:15:58.800]  那時候回來香港就休息了大概半年
[00:15:58.800 --> 00:16:03.760]  很感恩神就帶他去到一些很好的Christian群體
[00:16:03.760 --> 00:16:04.880]  有些Christian
[00:16:04.880 --> 00:16:08.440]  有間Church可以讓他在那裡上課
[00:16:08.440 --> 00:16:14.600]  學一些侍奉或者學一些Christian的知識
[00:16:14.600 --> 00:16:18.000]  那時候他就一直一直在那裡去康復
[00:16:18.000 --> 00:16:21.920]  因為你也可以想到一個去到外國讀書
[00:16:21.920 --> 00:16:23.600]  這樣被人踢出
[00:16:23.600 --> 00:16:24.560]  也不是要踢出
[00:16:24.560 --> 00:16:28.360]  但被邀請離開那個學校
[00:16:28.360 --> 00:16:31.920]  所以他也是會失落
[00:16:31.920 --> 00:16:34.480]  想想真的很正常
[00:16:34.480 --> 00:16:36.200]  你想想你快要讀A級
[00:16:36.200 --> 00:16:38.160]  然後現在學校不要你
[00:16:38.160 --> 00:16:40.400]  也是有些失落
[00:16:40.400 --> 00:16:42.560]  但是在教會裡面
[00:16:42.560 --> 00:16:47.520]  他一直去建立自己的身份在神裡面
[00:16:47.520 --> 00:16:51.760]  於是他就一步一步找到一間很好的
[00:16:51.760 --> 00:16:54.720]  一個類似教育中心
[00:16:54.720 --> 00:16:57.880]  他就可以去home school
[00:16:57.880 --> 00:17:01.200]  去考那些A級的試
[00:17:01.200 --> 00:17:04.120]  他自己去考那些科目
[00:17:04.120 --> 00:17:08.120]  然後他也可以進去一個
[00:17:08.120 --> 00:17:11.000]  也是英國的top 3的大學
[00:17:11.000 --> 00:17:13.040]  所以真的很感謝神
[00:17:13.040 --> 00:17:15.920]  上帝去醫治了他
[00:17:15.920 --> 00:17:18.680]  還有最重要的是醫治了他的心
[00:17:18.680 --> 00:17:25.040]  讓他可以在一個好的position裡面
[00:17:25.040 --> 00:17:28.160]  所以其實說起大麻瘋這個故事
[00:17:28.160 --> 00:17:29.880]  我也會想起我弟弟
[00:17:29.880 --> 00:17:34.080]  因為那些人覺得他又會傳染
[00:17:34.080 --> 00:17:35.960]  他說學校有些老師大肚子
[00:17:35.960 --> 00:17:38.080]  又會傳染給他
[00:17:38.080 --> 00:17:41.760]  所以那時候很奇妙
[00:17:41.760 --> 00:17:46.720]  上帝用兩個星期就醫治了我和我弟弟的濕疹
[00:17:46.720 --> 00:17:48.880]  完全是清晰的
[00:17:48.880 --> 00:17:51.760]  所以這個也是我們很經歷
[00:17:51.760 --> 00:17:55.320]  很實在的一個healing
[00:17:55.320 --> 00:18:00.520]  是神去醫治我們的那個醫治
[00:18:00.520 --> 00:18:02.880]  所以也是很實在的
[00:18:02.880 --> 00:18:09.320]  所以這個故事我們經常都很接近的
[00:18:09.320 --> 00:18:13.160]  當然我們的經歷沒有這個麻瘋病人那麼嚴重
[00:18:13.160 --> 00:18:15.080]  他可能隨時會死的
[00:18:15.080 --> 00:18:17.240]  但是也有一個taste
[00:18:17.240 --> 00:18:19.480]  其實會被人歧視
[00:18:19.480 --> 00:18:21.640]  做不到正常社交
[00:18:21.640 --> 00:18:23.920]  有些東西要吃得很清
[00:18:23.920 --> 00:18:27.640]  不過也經歷了上帝的醫治
[00:18:27.640 --> 00:18:30.120]  也是很接近我們的
[00:18:30.120 --> 00:18:33.520]  我們再看看第十四節
[00:18:33.520 --> 00:18:35.680]  他講到耶穌吩咐他
[00:18:35.680 --> 00:18:37.440]  他潔淨了
[00:18:37.440 --> 00:18:38.920]  耶穌伸手摸他
[00:18:38.920 --> 00:18:40.560]  然後叫他潔淨了
[00:18:40.560 --> 00:18:44.760]  那麻瘋病人就離開了這個麻瘋病人
[00:18:44.760 --> 00:18:47.240]  第十四節就講到
