
[00:00:00.000 --> 00:00:02.000]  早晨呀各位
[00:01:58.920 --> 00:02:01.920]  Watts話我冇同大家分享過
[00:02:01.920 --> 00:02:03.920]  我個名嘅意思呀
[00:02:03.920 --> 00:02:05.920]  我媽改我個名呢
[00:02:05.920 --> 00:02:06.920]  唔係Gavin呀
[00:02:06.920 --> 00:02:08.920]  我媽改我個名呢叫做李承熙係咪
[00:02:08.920 --> 00:02:10.920]  佢想我承擔神嘅希望呀
[00:02:10.920 --> 00:02:12.920]  嘩有冇人聽過呀
[00:02:12.920 --> 00:02:13.920]  冇聽過吖嘛
[00:02:13.920 --> 00:02:15.920]  嗰陣呢細細個成長嘅時候呢
[00:02:15.920 --> 00:02:16.920]  佢話畀我聽喎
[00:02:16.920 --> 00:02:19.920]  嗰陣呢覺得好大嘅壓力呀咁樣
[00:02:19.920 --> 00:02:21.920]  咁但係呢我覺得今日呢去睇返
[00:02:21.920 --> 00:02:23.920]  上帝呢讓我去到繼承
[00:02:23.920 --> 00:02:25.920]  一個不一樣嘅福份
[00:02:25.920 --> 00:02:27.920]  能夠繼承能夠
[00:02:27.920 --> 00:02:28.920]  企喺呢一個地方
[00:02:28.920 --> 00:02:29.920]  能夠同大家分享
[00:02:29.920 --> 00:02:31.920]  都幾幽默呀吓係咪呀
[00:02:31.920 --> 00:02:35.920]  係喇咁呀上次呢我哋都show過一張圖畀大家睇啦
[00:02:35.920 --> 00:02:38.920]  呢個一個好出名嘅宣教士戴德新呀
[00:02:38.920 --> 00:02:43.920]  佢話如果上帝嘅工作係按照佢嘅方式
[00:02:43.920 --> 00:02:46.920]  按照佢嘅吩咐去做事嘅話呢
[00:02:46.920 --> 00:02:48.920]  係唔會呢缺乏上帝嘅公認嘅
[00:02:48.920 --> 00:02:50.920]  咁呢個呢都係好啱呀
[00:02:50.920 --> 00:02:52.920]  即係當上帝呼召我哋嘅時候
[00:02:52.920 --> 00:02:54.920]  我哋要靠佢嘅能力
[00:02:54.920 --> 00:02:55.920]  我哋呢去依靠佢
[00:02:55.920 --> 00:02:58.920]  佢唔會呢即係忘記我哋
[00:02:58.920 --> 00:03:00.920]  佢唔會呢佢唔畀公認我哋
[00:03:00.920 --> 00:03:02.920]  所以今日呢嚟到第三講
[00:03:02.920 --> 00:03:04.920]  就係講邊個呀
[00:03:04.920 --> 00:03:05.920]  撒姆爾
[00:03:05.920 --> 00:03:08.920]  咁我哋順住嗰啲書卷呢去咁樣講啦
[00:03:08.920 --> 00:03:10.920]  我哋會大概會講聽六次嘅
[00:03:10.920 --> 00:03:13.920]  撒姆爾嘅故事當然呢就喺邊度呀
[00:03:13.920 --> 00:03:15.920]  就撒姆爾記啦係咪呀
[00:03:15.920 --> 00:03:17.920]  咁撒姆爾記上呀
[00:03:17.920 --> 00:03:19.920]  今日我哋會睇
[00:03:19.920 --> 00:03:21.920]  咁呢佢呢呢卷書呢主要係講
[00:03:21.920 --> 00:03:24.920]  以色列呢立國嘅時期
[00:03:24.920 --> 00:03:25.920]  立國嘅時期
[00:03:25.920 --> 00:03:27.920]  咁當中呢主要呢即係
[00:03:27.920 --> 00:03:31.920]  講緊即係集中講三個嘅人物
[00:03:31.920 --> 00:03:33.920]  就係撒姆爾啦
[00:03:33.920 --> 00:03:35.920]  仲有呢
[00:03:35.920 --> 00:03:39.920]  數羅啦同埋大衛呀
[00:03:39.920 --> 00:03:42.920]  其實你如果你揭你揭個電話啦
[00:03:42.920 --> 00:03:45.920]  即係睇個電話呢就係主要呢你揭到邊一張
[00:03:45.920 --> 00:03:47.920]  咁你發post呢都有呢三位嘅人物
[00:03:47.920 --> 00:03:48.920]  其中一位
[00:03:48.920 --> 00:03:51.920]  咁相信啦大家對數羅撒姆爾
[00:03:51.920 --> 00:03:53.920]  數羅同埋大衛都比較熟識啦
[00:03:53.920 --> 00:03:55.920]  咁撒姆爾又係邊個呢
[00:03:55.920 --> 00:03:58.920]  咁今日呢就讓我哋一齊去睇下
[00:03:58.920 --> 00:04:00.920]  孩童時期嘅撒姆爾
[00:04:00.920 --> 00:04:03.920]  昔日呢點樣被神去到呼召好唔好呀
[00:04:03.920 --> 00:04:06.920]  好我都請大家一齊讀啦好唔好
[00:04:06.920 --> 00:04:09.920]  不如就男仔就讀單數啦
[00:04:09.920 --> 00:04:11.920]  女仔讀雙數啦好唔好一至十節喎
[00:04:11.920 --> 00:04:13.920]  好啦我哋請男仔先
[00:04:13.920 --> 00:04:14.920]  讀中文啦好唔好
[00:04:14.920 --> 00:04:15.920]  預備起
[00:04:15.920 --> 00:04:19.920]  那孩子撒姆爾在以利面前
[00:04:19.920 --> 00:04:21.920]  侍奉耶和華
[00:04:21.920 --> 00:04:23.920]  在那些日子
[00:04:23.920 --> 00:04:25.920]  耶和華的言語稀少
[00:04:25.920 --> 00:04:27.920]  不常有異象
[00:04:27.920 --> 00:04:28.920]  好交畀姊妹啦喎
[00:04:28.920 --> 00:04:29.920]  預備起
[00:04:29.920 --> 00:04:41.920]  神的燈還沒有熄滅
[00:04:41.920 --> 00:04:44.920]  撒姆爾睡在耶和華的殿內
[00:04:44.920 --> 00:04:47.920]  神的藥櫃就在那裡
[00:04:47.920 --> 00:04:54.920]  第五節
[00:04:54.920 --> 00:04:56.920]  他跑到以利那裡
[00:04:56.920 --> 00:04:58.920]  說:你叫我嗎?
[00:04:58.920 --> 00:05:00.920]  我在這裡
[00:05:00.920 --> 00:05:02.920]  以利說:我沒有叫你
[00:05:02.920 --> 00:05:04.920]  回去睡吧
[00:05:04.920 --> 00:05:06.920]  他就回去睡了
[00:05:06.920 --> 00:05:22.920]  第七節
[00:05:22.920 --> 00:05:23.920]  預備起
[00:05:23.920 --> 00:05:27.920]  那時撒姆爾還未認識耶和華
[00:05:27.920 --> 00:05:31.920]  耶和華的話也未曾向他啟示
[00:05:32.920 --> 00:05:34.920]  耶和華對撒姆爾說:
[00:05:34.920 --> 00:05:36.920]  我沒有叫你
[00:05:36.920 --> 00:05:38.920]  回去睡吧
[00:05:38.920 --> 00:05:40.920]  他就回答:
[00:05:40.920 --> 00:05:42.920]  我沒有叫你
[00:05:42.920 --> 00:05:44.920]  回去睡吧
[00:05:44.920 --> 00:05:47.920]  第九節
[00:05:47.920 --> 00:05:49.920]  以利對撒姆爾說:
[00:05:49.920 --> 00:05:51.920]  你回去睡吧
[00:05:51.920 --> 00:05:53.920]  他若再叫你,你就說:
[00:05:53.920 --> 00:05:55.920]  耶和華,請說
[00:05:55.920 --> 00:05:57.920]  僕人敬聽
[00:05:57.920 --> 00:05:59.920]  撒姆爾就回去
[00:05:59.920 --> 00:06:01.920]  凝睡在原處
[00:06:01.920 --> 00:06:14.920]  請問有誰看過這段經文
[00:06:14.920 --> 00:06:16.920]  聽過這故事的請舉手
[00:06:16.920 --> 00:06:18.920]  對,都很熟悉吧
[00:06:18.920 --> 00:06:21.920]  我們試試今天再一次去看的時候
[00:06:21.920 --> 00:06:23.920]  願上帝讓我們看見
[00:06:23.920 --> 00:06:25.920]  有不一樣的訊息
[00:06:25.920 --> 00:06:27.920]  和我們的心去說話
[00:06:27.920 --> 00:06:29.920]  和我們的腦袋去說話
[00:06:29.920 --> 00:06:31.920]  我們再一次祈禱
[00:06:31.920 --> 00:06:33.920]  七天王再一次到你的根前
[00:06:33.920 --> 00:06:36.920]  求主你藉著今天的說話
[00:06:36.920 --> 00:06:37.920]  今天的訊息
[00:06:37.920 --> 00:06:38.920]  今天的經文
[00:06:38.920 --> 00:06:41.920]  和我們的心去說話
[00:06:41.920 --> 00:06:42.920]  你去呼喚我們
[00:06:42.920 --> 00:06:44.920]  有什麼需要我們改變的
[00:06:44.920 --> 00:06:46.920]  我們去到虛心的
[00:06:46.920 --> 00:06:48.920]  去到馴服
[00:06:48.920 --> 00:06:49.920]  求你叫的,說的
[00:06:49.920 --> 00:06:50.920]  能夠說得明白
[00:06:50.920 --> 00:06:52.920]  聽的,也聽得清楚
[00:06:52.920 --> 00:06:53.920]  多謝你
[00:06:53.920 --> 00:06:54.920]  禱告奉主名求
[00:06:54.920 --> 00:06:55.920]  阿門
[00:06:55.920 --> 00:06:57.920]  說說背景
[00:06:57.920 --> 00:06:59.920]  撒姆爾記第一第二章
[00:06:59.920 --> 00:07:01.920]  說到一件事
[00:07:01.920 --> 00:07:05.920]  撒姆爾的媽媽叫Hannah
[00:07:05.920 --> 00:07:07.920]  本身是不育的
[00:07:07.920 --> 00:07:09.920]  生不了孩子
[00:07:09.920 --> 00:07:11.920]  所以她怎樣做
[00:07:11.920 --> 00:07:15.920]  她去到當時的聖殿當中
[00:07:15.920 --> 00:07:17.920]  不斷去祈禱
[00:07:17.920 --> 00:07:18.920]  去求神
[00:07:18.920 --> 00:07:21.920]  神啊,求你賜給我一個孩子
[00:07:21.920 --> 00:07:24.920]  在撒姆爾記上的第一章十一節
[00:07:24.920 --> 00:07:26.920]  她在禱告當中這樣說
[00:07:26.920 --> 00:07:28.920]  萬君之耶和華
[00:07:28.920 --> 00:07:31.920]  你如果誰顧你使女的苦情
[00:07:31.920 --> 00:07:34.920]  眷念不忘你的使女
[00:07:34.920 --> 00:07:36.920]  妻女
[00:07:36.920 --> 00:07:37.920]  賜我一個兒子
[00:07:37.920 --> 00:07:40.920]  我必使他終生歸於耶和華
[00:07:40.920 --> 00:07:43.920]  不用剃頭都剃他的頭
[00:07:43.920 --> 00:07:44.920]  誰不知
[00:07:44.920 --> 00:07:47.920]  上帝有沒有聽她的祈禱
[00:07:47.920 --> 00:07:48.920]  真的有
[00:07:48.920 --> 00:07:50.920]  她真的聽了Hannah的祈禱
[00:07:50.920 --> 00:07:53.920]  真的賜了一個孩子給她
[00:07:53.920 --> 00:07:55.920]  就是撒姆爾
[00:07:55.920 --> 00:08:00.920]  亦都是因為媽媽要向上帝還願
[00:08:00.920 --> 00:08:02.920]  這是一個很重要的題目
[00:08:02.920 --> 00:08:04.920]  向上帝還願
[00:08:04.920 --> 00:08:05.920]  即是說
[00:08:05.920 --> 00:08:08.920]  去履行之前的承諾
[00:08:08.920 --> 00:08:11.920]  履行之前她許諾過神的一些事
[00:08:11.920 --> 00:08:13.920]  她就要滿足她的承諾
[00:08:13.920 --> 00:08:15.920]  所以她就將撒姆爾
[00:08:15.920 --> 00:08:21.920]  放在聖殿當中成長
[00:08:21.920 --> 00:08:23.920]  甚至像這個人所說
[00:08:23.920 --> 00:08:27.920]  一生去侍奉神
[00:08:27.920 --> 00:08:29.920]  不是像大家這樣
[00:08:29.920 --> 00:08:30.920]  就這樣回教會
[00:08:30.920 --> 00:08:31.920]  星期日回來
[00:08:31.920 --> 00:08:34.920]  是長時間住在教會
[00:08:34.920 --> 00:08:37.920]  住在聖殿當中去侍奉神
[00:08:37.920 --> 00:08:41.920]  以來就是當時撒姆爾的師父
[00:08:41.920 --> 00:08:44.920]  亦都是當時聖殿的祭司
[00:08:44.920 --> 00:08:45.920]  所以來到第三章
[00:08:45.920 --> 00:08:48.920]  撒姆爾就是一個這樣的環境
[00:08:48.920 --> 00:08:51.920]  去領受神的呼召
[00:08:51.920 --> 00:08:54.920]  當時她大概是十二歲
[00:08:54.920 --> 00:08:56.920]  這裡有沒有十二歲的
[00:08:56.920 --> 00:08:58.920]  舉手有幾個
[00:08:58.920 --> 00:09:00.920]  真的有
[00:09:00.920 --> 00:09:01.920]  給點掌聲
[00:09:01.920 --> 00:09:02.920]  十二歲在這裡聽聽
[00:09:02.920 --> 00:09:05.920]  上帝親自和我們說話
[00:09:05.920 --> 00:09:07.920]  因為我看S1 Boys的群組
[00:09:07.920 --> 00:09:08.920]  因為我在這裡
[00:09:08.920 --> 00:09:10.920]  所以陪我們一起去聽
[00:09:10.920 --> 00:09:12.920]  第三章大概
[00:09:12.920 --> 00:09:14.920]  講少少背景
[00:09:14.920 --> 00:09:17.920]  第三章大概可以分成四個部分
[00:09:17.920 --> 00:09:21.920]  一至三節就是講呼召的背景
[00:09:21.920 --> 00:09:26.920]  四至十節就是講撒姆爾被呼召的經過
[00:09:26.920 --> 00:09:31.920]  十一節打後就分別講呼召的內容和結果
[00:09:31.920 --> 00:09:33.920]  和上次一樣
[00:09:33.920 --> 00:09:36.920]  我們今天就只集中看兩樣東西
[00:09:36.920 --> 00:09:38.920]  就是when和how
[00:09:38.920 --> 00:09:40.920]  首先我們看when
[00:09:40.920 --> 00:09:42.920]  我想問大家
[00:09:42.920 --> 00:09:44.920]  撒姆爾是一個怎樣的環境
[00:09:44.920 --> 00:09:47.920]  或者是一個怎樣的
[00:09:47.920 --> 00:09:50.920]  所謂時代當中去被呼召的
[00:09:50.920 --> 00:09:52.920]  在第幾節會看到呢
[00:09:52.920 --> 00:09:54.920]  在哪裏看到
[00:09:54.920 --> 00:09:56.920]  是一個怎樣的
[00:09:56.920 --> 00:09:58.920]  時間或者
[00:09:58.920 --> 00:10:00.920]  時間或者一個時代
[00:10:00.920 --> 00:10:02.920]  去到被呼召
[00:10:02.920 --> 00:10:04.920]  時思時代
[00:10:04.920 --> 00:10:06.920]  很厲害
[00:10:06.920 --> 00:10:08.920]  還有沒有其他答案
[00:10:08.920 --> 00:10:10.920]  在第幾節會看到一些hints
[00:10:11.920 --> 00:10:13.920]  第一節
[00:10:13.920 --> 00:10:15.920]  我請大家再次去讀黃色字
[00:10:15.920 --> 00:10:17.920]  第一節
[00:10:17.920 --> 00:10:19.920]  預備起
[00:10:19.920 --> 00:10:21.920]  在那些日子
[00:10:21.920 --> 00:10:23.920]  耶和華的言語稀少
[00:10:23.920 --> 00:10:25.920]  不常有異象
[00:10:25.920 --> 00:10:27.920]  這句說話很特別
[00:10:27.920 --> 00:10:30.920]  什麼叫做上帝的說話稀少
[00:10:30.920 --> 00:10:32.920]  不常有異象
[00:10:32.920 --> 00:10:35.920]  讓我想想
[00:10:35.920 --> 00:10:37.920]  什麼意思呢
[00:10:39.920 --> 00:10:41.920]  這裏的意思是說
[00:10:41.920 --> 00:10:43.920]  原來上帝在當時
[00:10:43.920 --> 00:10:45.920]  不再在他的子民當中
[00:10:45.920 --> 00:10:47.920]  去說話
[00:10:47.920 --> 00:10:49.920]  不再和他的以色列去說話
[00:10:49.920 --> 00:10:51.920]  都幾誇張
[00:10:51.920 --> 00:10:53.920]  為什麼
[00:10:53.920 --> 00:10:55.920]  原來就好像剛才Jose說
[00:10:55.920 --> 00:10:57.920]  原來當時撒姆爾出生
[00:10:57.920 --> 00:10:59.920]  在一個怎樣的處境
[00:10:59.920 --> 00:11:01.920]  就是時思掌權的時代
[00:11:01.920 --> 00:11:03.920]  時思記
[00:11:03.920 --> 00:11:05.920]  大家可能有些人會看過
[00:11:05.920 --> 00:11:07.920]  at least都聽過某一些人物
[00:11:07.920 --> 00:11:09.920]  就好像參孫
[00:11:09.920 --> 00:11:11.920]  他們是上帝所揀選
[00:11:11.920 --> 00:11:13.920]  作為一個軍事的領袖
[00:11:13.920 --> 00:11:15.920]  都是一個領袖
[00:11:15.920 --> 00:11:17.920]  不過會幫他們去打仗
[00:11:17.920 --> 00:11:19.920]  等等
[00:11:19.920 --> 00:11:21.920]  去帶領以色列人
[00:11:21.920 --> 00:11:23.920]  就像參孫
[00:11:23.920 --> 00:11:25.920]  不過如果你看過時思記
[00:11:25.920 --> 00:11:27.920]  你會發現一個怎樣的
[00:11:27.920 --> 00:11:29.920]  有什麼問題
[00:11:29.920 --> 00:11:31.920]  時思記是一個很混亂
[00:11:31.920 --> 00:11:33.920]  甚至是所謂很道德很淪亡的時代
[00:11:33.920 --> 00:11:35.920]  特別是如果你有看十九章
[00:11:35.920 --> 00:11:37.920]  你會發現一個
[00:11:37.920 --> 00:11:39.920]  多人害怕的故事
[00:11:39.920 --> 00:11:41.920]  我都不說出來了
[00:11:41.920 --> 00:11:43.920]  你自己開聖經你自己按下去
[00:11:43.920 --> 00:11:45.920]  都幾恐怖的
[00:11:45.920 --> 00:11:47.920]  我第一次看都幾緊張
[00:11:47.920 --> 00:11:49.920]  覺得這些都寫在聖經裏面
[00:11:49.920 --> 00:11:51.920]  我不說出來了
[00:11:51.920 --> 00:11:55.920]  所以
[00:11:55.920 --> 00:11:57.920]  特別在時思記最後一節
[00:11:57.920 --> 00:11:59.920]  說了一個很特別的經文
[00:11:59.920 --> 00:12:01.920]  他是這樣說的
[00:12:01.920 --> 00:12:03.920]  那時以色列中沒有王
[00:12:03.920 --> 00:12:05.920]  每個人照自己眼中看為對的事情
[00:12:05.920 --> 00:12:07.920]  就去做了
[00:12:07.920 --> 00:12:09.920]  和今天都一樣
[00:12:09.920 --> 00:12:11.920]  差不多
[00:12:11.920 --> 00:12:13.920]  每個人任意而行
[00:12:13.920 --> 00:12:15.920]  看自己眼中看為對的事
[00:12:15.920 --> 00:12:17.920]  就去做
[00:12:17.920 --> 00:12:19.920]  用一些屬靈的說話去說
[00:12:19.920 --> 00:12:21.920]  就是上帝的說話
[00:12:21.920 --> 00:12:23.920]  沒有人理的
[00:12:23.920 --> 00:12:25.920]  上帝的話沒有人理的
[00:12:25.920 --> 00:12:27.920]  正正因為這樣
[00:12:27.920 --> 00:12:29.920]  到了後來
[00:12:29.920 --> 00:12:31.920]  上帝不再和他們說話了
[00:12:31.920 --> 00:12:33.920]  上帝不再說了
[00:12:33.920 --> 00:12:35.920]  因為他們都不理
[00:12:35.920 --> 00:12:37.920]  因此這裡說
[00:12:37.920 --> 00:12:39.920]  耶和華的言語稀少
[00:12:39.920 --> 00:12:41.920]  不尚有異象
[00:12:41.920 --> 00:12:43.920]  這是一個怎樣的光景呢
[00:12:43.920 --> 00:12:45.920]  我不知道你可不可以想像
[00:12:45.920 --> 00:12:47.920]  甚至這個情況
[00:12:47.920 --> 00:12:49.920]  在當時來說
[00:12:49.920 --> 00:12:51.920]  直接影響了教會
[00:12:51.920 --> 00:12:53.920]  或者影響了一些屬靈的群體
[00:12:53.920 --> 00:12:55.920]  包括祭司
[00:12:55.920 --> 00:12:57.920]  以你在這個情況
[00:12:57.920 --> 00:12:59.920]  都有責任
[00:12:59.920 --> 00:13:01.920]  在這裡看到
[00:13:01.920 --> 00:13:03.920]  很簡單有兩個hint
[00:13:03.920 --> 00:13:05.920]  這裡說以你在自己的地方
[00:13:05.920 --> 00:13:07.920]  睡覺
[00:13:07.920 --> 00:13:09.920]  他的眼睛開始昏花
[00:13:09.920 --> 00:13:11.920]  不能看見
[00:13:11.920 --> 00:13:13.920]  這裡除了說他年紀大
[00:13:13.920 --> 00:13:15.920]  機器壞
[00:13:15.920 --> 00:13:17.920]  他的意思是
[00:13:17.920 --> 00:13:19.920]  其實都有屬靈的含義
[00:13:19.920 --> 00:13:21.920]  他的意思是
[00:13:21.920 --> 00:13:23.920]  以你已經再沒有一些屬靈的
[00:13:23.920 --> 00:13:25.920]  judgment 或者
[00:13:25.920 --> 00:13:27.920]  他已經失去了
[00:13:27.920 --> 00:13:29.920]  他應有的屬靈的分辨能力
[00:13:29.920 --> 00:13:31.920]  他不能夠再去
[00:13:31.920 --> 00:13:33.920]  作為一個
[00:13:33.920 --> 00:13:35.920]  fulfill 到他的role
[00:13:35.920 --> 00:13:37.920]  作為一個好的祭司
[00:13:37.920 --> 00:13:39.920]  就好像在第二章說
[00:13:39.920 --> 00:13:41.920]  他的兩個兒子
[00:13:41.920 --> 00:13:43.920]  你猜是好人還是壞人
[00:13:43.920 --> 00:13:45.920]  這樣說就不好
[00:13:45.920 --> 00:13:47.920]  他們在第十二節這樣說
[00:13:47.920 --> 00:13:49.920]  以你的兩個兒子
[00:13:49.920 --> 00:13:51.920]  是無賴
[00:13:51.920 --> 00:13:53.920]  不認識耶和華
[00:13:53.920 --> 00:13:55.920]  他說他是無賴
[00:13:55.920 --> 00:13:57.920]  祭司竟然不認識神
[00:13:57.920 --> 00:13:59.920]  都幾誇張
[00:13:59.920 --> 00:14:01.920]  怎樣誇張
[00:14:01.920 --> 00:14:03.920]  聖經說
[00:14:03.920 --> 00:14:05.920]  每逢有人去獻祭
[00:14:05.920 --> 00:14:07.920]  給祭司
[00:14:07.920 --> 00:14:09.920]  去聖殿獻祭的時候
[00:14:09.920 --> 00:14:11.920]  他兩個兒子就會搶了
[00:14:11.920 --> 00:14:13.920]  那些祭物
[00:14:13.920 --> 00:14:15.920]  那些牛羊搶了
[00:14:15.920 --> 00:14:17.920]  假公祭司
[00:14:17.920 --> 00:14:19.920]  本身那些祭物是屬於誰
[00:14:19.920 --> 00:14:21.920]  屬於神
[00:14:21.920 --> 00:14:23.920]  他就具為己有
[00:14:23.920 --> 00:14:25.920]  所以他剝奪了
[00:14:25.920 --> 00:14:27.920]  上帝應該屬於上帝的事
[00:14:27.920 --> 00:14:29.920]  都幾誇張
[00:14:29.920 --> 00:14:31.920]  但他爸爸
[00:14:31.920 --> 00:14:33.920]  即使知道也好
[00:14:33.920 --> 00:14:35.920]  以理知道也好 他都阻止不到
[00:14:35.920 --> 00:14:37.920]  這是其一
[00:14:37.920 --> 00:14:39.920]  就是眼睛分花不能看見
[00:14:39.920 --> 00:14:41.920]  而第二個hint
[00:14:41.920 --> 00:14:43.920]  就是在第三節
[00:14:43.920 --> 00:14:45.920]  就是說薩姆爾
[00:14:45.920 --> 00:14:47.920]  睡在耶和華的殿當中
[00:14:47.920 --> 00:14:49.920]  神的藥櫃
[00:14:49.920 --> 00:14:51.920]  就在那裡
[00:14:51.920 --> 00:14:53.920]  大家知不知道藥櫃是什麼
[00:14:53.920 --> 00:14:57.920]  是
[00:14:57.920 --> 00:14:59.920]  裝著十戒
[00:14:59.920 --> 00:15:01.920]  謝謝Gabe
[00:15:01.920 --> 00:15:03.920]  那
[00:15:03.920 --> 00:15:05.920]  知不知道以前是放在那裡
[00:15:05.920 --> 00:15:07.920]  以前是
[00:15:07.920 --> 00:15:09.920]  放在一個地方
[00:15:09.920 --> 00:15:11.920]  在聖殿或是會幕當中
[00:15:11.920 --> 00:15:13.920]  放在一個叫做至聖所的地方
[00:15:13.920 --> 00:15:15.920]  是一個代表著上帝的
[00:15:15.920 --> 00:15:17.920]  同在
[00:15:17.920 --> 00:15:19.920]  是一個很聖潔很重要的地方
[00:15:19.920 --> 00:15:21.920]  甚至當時
[00:15:21.920 --> 00:15:23.920]  有祭司
[00:15:23.920 --> 00:15:25.920]  也有一個叫大祭司
[00:15:25.920 --> 00:15:27.920]  他們是一年才能夠
[00:15:27.920 --> 00:15:29.920]  進去至聖所一次
[00:15:29.920 --> 00:15:31.920]  一次
[00:15:31.920 --> 00:15:33.920]  然而在這裡說
[00:15:33.920 --> 00:15:35.920]  一個十二歲的小朋友
[00:15:35.920 --> 00:15:37.920]  薩姆爾竟然
[00:15:37.920 --> 00:15:39.920]  睡在這個地方
[00:15:39.920 --> 00:15:41.920]  睡在藥櫃旁邊
[00:15:41.920 --> 00:15:43.920]  當然我猜
[00:15:43.920 --> 00:15:45.920]  他是有以利的批准或指示
[00:15:45.920 --> 00:15:47.920]  他隨意
[00:15:47.920 --> 00:15:49.920]  睡在藥櫃旁邊
[00:15:49.920 --> 00:15:51.920]  大家知不知道
[00:15:51.920 --> 00:15:53.920]  以前有很多故事告訴你
[00:15:53.920 --> 00:15:55.920]  一碰到藥櫃會怎樣
[00:15:55.920 --> 00:15:57.920]  會死的
[00:15:57.920 --> 00:15:59.920]  不可以隨意碰
[00:15:59.920 --> 00:16:01.920]  所以大家明白我的意思吧
[00:16:01.920 --> 00:16:03.920]  這個藥櫃不是我們家裡的衣櫃
[00:16:03.920 --> 00:16:05.920]  書櫃
[00:16:05.920 --> 00:16:07.920]  是香港地
[00:16:07.920 --> 00:16:09.920]  地方這麼小
[00:16:09.920 --> 00:16:11.920]  說不定我們的床
[00:16:11.920 --> 00:16:13.920]  也是對著衣櫃或是在它旁邊
[00:16:13.920 --> 00:16:15.920]  我們會這樣睡
[00:16:15.920 --> 00:16:17.920]  所以從上面
[00:16:17.920 --> 00:16:19.920]  這兩個標誌我們看到
[00:16:19.920 --> 00:16:21.920]  當時的屬靈氣氛
[00:16:21.920 --> 00:16:23.920]  是多麼敗壞
[00:16:23.920 --> 00:16:25.920]  原來一個
