
[00:00:00.000 --> 00:00:04.200]  感謝主我們能夠一起在神的家來聆聽祂的話語
[00:05:08.000 --> 00:05:10.000]  到了那邊還要這麼巧
[00:05:10.000 --> 00:05:12.000]  分娩的時間
[00:05:12.000 --> 00:05:14.000]  大家都知道
[00:05:14.000 --> 00:05:16.000]  不簡單的
[00:05:16.000 --> 00:05:19.000]  你以為要生了
[00:05:19.000 --> 00:05:21.000]  結果跑去醫院
[00:05:21.000 --> 00:05:23.000]  待了24小時
[00:05:23.000 --> 00:05:24.000]  檢查了之後
[00:05:24.000 --> 00:05:28.000]  醫生說你先回家吧
[00:05:28.000 --> 00:05:32.000]  那時間要那麼準他到了柏麗痕報名冊就生了耶穌
[00:05:32.000 --> 00:05:35.000]  證明了幾百年前的預言在聖經裡面的記載
[00:05:35.000 --> 00:05:36.000]  還有很多的預言
[00:05:36.000 --> 00:05:38.000]  今天我不講預言了
[00:05:38.000 --> 00:05:40.000]  就告訴大家了
[00:05:40.000 --> 00:05:42.000]  讓我們知道我們的信仰
[00:05:42.000 --> 00:05:44.000]  是有根有據
[00:05:44.000 --> 00:05:46.000]  在合情合理
[00:05:46.000 --> 00:05:48.000]  有歷史的根據等等
[00:05:48.000 --> 00:05:50.000]  所以奇妙這件事
[00:05:50.000 --> 00:05:53.000]  瑪利亞說我信尊主為大
[00:05:53.000 --> 00:05:55.000]  這是耶路撒冷
[00:05:55.000 --> 00:06:00.000]  這是在一座牆
[00:06:00.000 --> 00:06:02.000]  叫做尊主牆
[00:06:02.000 --> 00:06:06.000]  上面寫著瑪利亞這句話
[00:06:06.000 --> 00:06:08.000]  她把這首詩講出來
[00:06:08.000 --> 00:06:11.000]  相傳就是她在這邊念這首詩
[00:06:11.000 --> 00:06:14.000]  在這裡用了萬國的語言
[00:06:14.000 --> 00:06:16.000]  很多國家的語言
[00:06:16.000 --> 00:06:20.000]  把這首詩詞就在這牆上
[00:06:20.000 --> 00:06:24.000]  期盼有一天萬國萬民都會來尊主為大
[00:06:24.000 --> 00:06:28.000]  在這裡我要問一個問題
[00:06:28.000 --> 00:06:30.000]  就是瑪利亞經歷了什麼
[00:06:30.000 --> 00:06:33.000]  使她能夠讚美神呢
[00:06:33.000 --> 00:06:36.000]  她經歷了神的呼召
[00:06:36.000 --> 00:06:38.000]  神呼召她
[00:06:38.000 --> 00:06:39.000]  我呼召妳
[00:06:39.000 --> 00:06:43.000]  妳的使命是要誕下救主耶穌
[00:06:43.000 --> 00:06:46.000]  她經歷了神的眷顧
[00:06:46.000 --> 00:06:49.000]  她說她顧念使女的卑微
[00:06:49.000 --> 00:06:51.000]  她經歷了神的大能
[00:06:51.000 --> 00:06:54.000]  這件事情就這樣成就了
[00:06:54.000 --> 00:06:56.000]  她明明知道她沒有跟男人同房
[00:06:56.000 --> 00:06:58.000]  她就懷孕了
[00:06:58.000 --> 00:07:00.000]  她就發現
[00:07:00.000 --> 00:07:02.000]  後來當然歷史告訴我們
[00:07:02.000 --> 00:07:06.000]  她發現生出來的孩子真的是救世主
[00:07:06.000 --> 00:07:08.000]  經歷了神的大能
[00:07:08.000 --> 00:07:11.000]  她憑信心相信神的應許是真實的
[00:07:11.000 --> 00:07:12.000]  弟兄姊妹
[00:07:12.000 --> 00:07:18.000]  妳再想想這呼召眷顧跟經歷神的大能
[00:07:18.000 --> 00:07:24.000]  豈不是每一個真正信主的人的經歷嗎
[00:07:24.000 --> 00:07:26.000]  上帝也呼召過妳
[00:07:26.000 --> 00:07:29.000]  藉著不同的朋友弟兄姊妹
[00:07:29.000 --> 00:07:31.000]  來認識她來跟從她
[00:07:31.000 --> 00:07:33.000]  來學習一個新的道理
[00:07:33.000 --> 00:07:36.000]  新的人生的價值觀
[00:07:36.000 --> 00:07:38.000]  以前我們在我們自己的環境
[00:07:38.000 --> 00:07:43.000]  有一套我們所認識跟持守的
[00:07:43.000 --> 00:07:45.000]  神呼召妳說妳跟我來
[00:07:45.000 --> 00:07:47.000]  我要告訴妳什麼叫人生
[00:07:47.000 --> 00:07:49.000]  什麼叫愛
[00:07:49.000 --> 00:07:51.000]  什麼叫親情
[00:07:51.000 --> 00:07:54.000]  什麼叫道義
[00:07:54.000 --> 00:07:58.000]  上帝呼召我們進入一個新的生命
[00:07:58.000 --> 00:08:00.000]  上帝也眷顧我們
[00:08:00.000 --> 00:08:04.000]  妳有經歷過上帝的眷顧嗎
[00:08:04.000 --> 00:08:06.000]  好多人點頭啊
[00:08:06.000 --> 00:08:08.000]  感謝讚美神
[00:08:08.000 --> 00:08:10.000]  上帝眷顧妳
[00:08:10.000 --> 00:08:14.000]  就好像一個父親愛孩子的父親
[00:08:14.000 --> 00:08:17.000]  默默的在眷顧自己的孩子
[00:08:17.000 --> 00:08:20.000]  他不成熟到他成熟
[00:08:20.000 --> 00:08:24.000]  他都在眷顧她照顧她
[00:08:24.000 --> 00:08:26.000]  妳有沒有經歷過上帝的大能啊
[00:08:26.000 --> 00:08:28.000]  妳得救就已經是個大能
[00:08:28.000 --> 00:08:30.000]  對嗎
[00:08:30.000 --> 00:08:32.000]  那天有個姊妹的女兒
[00:08:32.000 --> 00:08:36.000]  在我們的洗禮見證會走上前
[00:08:36.000 --> 00:08:38.000]  走到十字架前面
[00:08:38.000 --> 00:08:41.000]  決志認識耶穌
[00:08:41.000 --> 00:08:43.000]  我特別感動這件事情
[00:08:43.000 --> 00:08:47.000]  因為她的媽媽認識了主耶穌之後
[00:08:47.000 --> 00:08:52.000]  把兩個小男孩帶來上我們的兒童主日學
[00:08:52.000 --> 00:08:54.000]  帶了她兩個年老的父母
[00:08:54.000 --> 00:08:57.000]  參加我們的老人家的樂齡團契
[00:08:57.000 --> 00:08:59.000]  她自己也參加了姊妹團契
[00:08:59.000 --> 00:09:02.000]  她一家都在我們團契裡面了
[00:09:02.000 --> 00:09:04.000]  媽媽的姊妹在姊妹團契
[00:09:04.000 --> 00:09:06.000]  爸爸媽媽在樂齡團契
[00:09:06.000 --> 00:09:08.000]  孩子在兒童主日學
[00:09:08.000 --> 00:09:11.000]  她唯一一個放不下心的
[00:09:11.000 --> 00:09:16.000]  就是在美國加州讀書的女兒
[00:09:16.000 --> 00:09:18.000]  然後相隔兩地
[00:09:18.000 --> 00:09:19.000]  談信仰也談不上
[00:09:19.000 --> 00:09:21.000]  但是上帝有他自己的時間
[00:09:21.000 --> 00:09:23.000]  在他女兒生命中動工
[00:09:23.000 --> 00:09:27.000]  自己去學習聖經
[00:09:27.000 --> 00:09:29.000]  來到了我們當天的洗禮見證會
[00:09:29.000 --> 00:09:33.000]  走上來了
[00:09:33.000 --> 00:09:37.000]  我擔心她很快就要回美國了
[00:09:37.000 --> 00:09:39.000]  所以就問她媽媽
[00:09:39.000 --> 00:09:41.000]  你女兒在香港嗎?
[00:09:41.000 --> 00:09:44.000]  我想跟她談一談做信仰栽培
[00:09:44.000 --> 00:09:47.000]  她說去深圳陪外公外婆了
[00:09:47.000 --> 00:09:51.000]  但是她願意回來香港見一面
[00:09:51.000 --> 00:09:53.000]  然後我們就談了
[00:09:53.000 --> 00:09:54.000]  談了什麼呢?
[00:09:54.000 --> 00:09:55.000]  談了一件事情
[00:09:55.000 --> 00:09:57.000]  我告訴她的是什麼呢?
[00:09:57.000 --> 00:09:59.000]  我告訴她的是
[00:09:59.000 --> 00:10:03.000]  信主是一個奇妙的恩典的經歷
[00:10:03.000 --> 00:10:07.000]  因為我們聽到的福音
[00:10:07.000 --> 00:10:10.000]  我們當天竟然願意什麼呢?
[00:10:10.000 --> 00:10:11.000]  我們當天願意
[00:10:11.000 --> 00:10:12.000]  突然間好像很莫名的
[00:10:12.000 --> 00:10:16.000]  當天就突然間相信了
[00:10:16.000 --> 00:10:19.000]  耶穌的死是為了我死
[00:10:19.000 --> 00:10:22.000]  這相信是我們以前不會信的
[00:10:22.000 --> 00:10:25.000]  當天突然就信了
[00:10:25.000 --> 00:10:27.000]  這本身就已經是
[00:10:27.000 --> 00:10:29.000]  你在經歷了生命的改變
[00:10:29.000 --> 00:10:32.000]  這重生是從神而來
[00:10:32.000 --> 00:10:35.000]  是上帝給你的感動
[00:10:35.000 --> 00:10:36.000]  你能信了
[00:10:36.000 --> 00:10:38.000]  這本身就是恩典
[00:10:38.000 --> 00:10:40.000]  我們每個人也在其他的方面
[00:10:40.000 --> 00:10:41.000]  也經歷過神的大能
[00:10:41.000 --> 00:10:43.000]  不管是在工作上
[00:10:43.000 --> 00:10:45.000]  或者是孩子的情況上
[00:10:45.000 --> 00:10:47.000]  我們都經歷過
[00:10:47.000 --> 00:10:49.000]  如果我們要去數算恩典的話
[00:10:49.000 --> 00:10:52.000]  我們沒有把很多很多的祝福
[00:10:52.000 --> 00:10:54.000]  當作是理所當然
[00:10:54.000 --> 00:10:58.000]  這都是我們真正信主的人的經歷
[00:10:58.000 --> 00:11:01.000]  然後我們可以從瑪利亞的身上
[00:11:01.000 --> 00:11:02.000]  學什麼呢?
[00:11:02.000 --> 00:11:04.000]  瑪利亞留給我們的一個榜樣
[00:11:04.000 --> 00:11:06.000]  我覺得其中一樣就是
[00:11:06.000 --> 00:11:08.000]  尊主為大
[00:11:08.000 --> 00:11:10.000]  尊主為大
[00:11:10.000 --> 00:11:13.000]  是每個人的人生中
[00:11:13.000 --> 00:11:17.000]  應該有的心態
[00:11:17.000 --> 00:11:18.000]  主導文
[00:11:18.000 --> 00:11:20.000]  耶穌主導文都教導我們
[00:11:20.000 --> 00:11:22.000]  我們在天上的父
[00:11:22.000 --> 00:11:23.000]  下一句是什麼?
[00:11:23.000 --> 00:11:27.000]  願人都尊你的名為聖
[00:11:27.000 --> 00:11:29.000]  主導文的開頭就告訴我們
[00:11:29.000 --> 00:11:31.000]  人啊
[00:11:31.000 --> 00:11:32.000]  人啊如果要懂得
[00:11:32.000 --> 00:11:35.000]  怎麼有智慧的活下去
[00:11:35.000 --> 00:11:36.000]  生活
[00:11:36.000 --> 00:11:37.000]  活得精彩
[00:11:37.000 --> 00:11:39.000]  首先啊
[00:11:39.000 --> 00:11:42.000]  要懂得尊主為大
[00:11:42.000 --> 00:11:45.000]  這必須是我們生命的基調
[00:11:45.000 --> 00:11:48.000]  這是不是你的生命的基調呢?
[00:11:48.000 --> 00:11:51.000]  這是不是你的生命的基調?
[00:11:51.000 --> 00:11:55.000]  是無論什麼情況都會尊主為大呢?
[00:11:55.000 --> 00:11:57.000]  今天我們來到神的家
[00:11:57.000 --> 00:11:59.000]  我們看到瑪利亞的這一句話
[00:11:59.000 --> 00:12:02.000]  帕瓦爾我們一起來學習這個功課
[00:12:02.000 --> 00:12:04.000]  我要跟大家分享幾個功課
[00:12:04.000 --> 00:12:07.000]  就是我們要如何尊主為大
[00:12:07.000 --> 00:12:11.000]  第一
[00:12:11.000 --> 00:12:14.000]  第一呢
[00:12:14.000 --> 00:12:19.000]  我們要在順境中來尊主為大
[00:12:19.000 --> 00:12:21.000]  在歷史裡面呢
[00:12:21.000 --> 00:12:23.000]  有一段歷史很重要
[00:12:23.000 --> 00:12:26.000]  大家都知道以色列人被上帝拯救
[00:12:26.000 --> 00:12:27.000]  不需要再做奴隸了
[00:12:27.000 --> 00:12:29.000]  出埃及了
[00:12:29.000 --> 00:12:30.000]  然後他們學了很多功課
[00:12:30.000 --> 00:12:31.000]  他們得罪上帝
[00:12:31.000 --> 00:12:33.000]  他們也學了很多功課
[00:12:33.000 --> 00:12:36.000]  然後他們終於有機會
[00:12:36.000 --> 00:12:40.000]  可以進入應許之地之前
[00:12:40.000 --> 00:12:45.000]  摩西提醒他們一件事情
[00:12:45.000 --> 00:12:46.000]  他說什麼呢?
[00:12:46.000 --> 00:12:52.000]  他說你們要進去得為業的那地
[00:12:52.000 --> 00:12:55.000]  以前是礦野
[00:12:55.000 --> 00:12:57.000]  現在裡面是好土地
[00:12:57.000 --> 00:12:59.000]  種什麼有什麼
[00:12:59.000 --> 00:13:02.000]  而且非常的肥沃
[00:13:02.000 --> 00:13:05.000]  你可以想像那種環境嗎?
[00:13:05.000 --> 00:13:08.000]  以前是找什麼工作都找不到
[00:13:08.000 --> 00:13:11.000]  現在是工作來找你
[00:13:11.000 --> 00:13:14.000]  而且薪水一間公司比一間公司高
[00:13:14.000 --> 00:13:18.000]  來請你
[00:13:18.000 --> 00:13:20.000]  他說你進去這地之後
[00:13:20.000 --> 00:13:22.000]  十六節他說什麼呢?
[00:13:22.000 --> 00:13:24.000]  你們要謹慎
[00:13:24.000 --> 00:13:27.000]  免得心中受迷惑
[00:13:27.000 --> 00:13:29.000]  就偏離正路
[00:13:29.000 --> 00:13:33.000]  去侍奉敬拜別神
[00:13:33.000 --> 00:13:38.000]  這是我們每個人要面對的考驗
[00:13:38.000 --> 00:13:41.000]  每個人都想生活好一點
[00:13:41.000 --> 00:13:43.000]  那是無可厚非的
[00:13:43.000 --> 00:13:46.000]  上帝也願意祝福我們幫助我們
[00:13:46.000 --> 00:13:49.000]  因為祂給了我們足夠的恩賜
[00:13:49.000 --> 00:13:56.000]  但是我們要聽到當年摩西給以色列人的警告跟提醒
[00:13:56.000 --> 00:13:58.000]  你們進去之後
[00:13:58.000 --> 00:14:03.000]  生活好了不要忘記神
[00:14:03.000 --> 00:14:08.000]  我們每個人都有我們每個人的生活的經歷
[00:14:08.000 --> 00:14:10.000]  可能以前真的很辛苦
[00:14:10.000 --> 00:14:12.000]  但是現在生活好了
[00:14:12.000 --> 00:14:14.000]  感謝神
[00:14:14.000 --> 00:14:17.000]  有沒有忘記神呢?
[00:14:17.000 --> 00:14:19.000]  他說你說我沒有忘記神
[00:14:19.000 --> 00:14:21.000]  但是我想問你多一句
[00:14:21.000 --> 00:14:24.000]  有沒有尊主為大呢?
[00:14:24.000 --> 00:14:32.000]  有沒有仍然把上帝的事情放得更重要?
[00:14:32.000 --> 00:14:34.000]  順境的時候可以是一個考驗
[00:14:34.000 --> 00:14:39.000]  因為當我們人安逸了
[00:14:39.000 --> 00:14:46.000]  我們生命裡面的那種懶惰跟貪圖安逸的那種慾望
[00:14:46.000 --> 00:14:48.000]  可能浮現出來了
[00:14:48.000 --> 00:14:50.000]  我們就怎麼樣呢?
[00:14:50.000 --> 00:14:53.000]  我們就開始不是表面上的離開神
[00:14:53.000 --> 00:14:57.000]  而是在心態上的遠離神
[00:14:57.000 --> 00:14:59.000]  這個是我們要警醒
[00:14:59.000 --> 00:15:05.000]  我們要彼此勉勵在順境中尊主為大
[00:15:05.000 --> 00:15:07.000]  然後第二呢
[00:15:07.000 --> 00:15:10.000]  在逆境中也要尊主為大
[00:15:10.000 --> 00:15:13.000]  有一句很出名的話大家都懂的
[00:15:13.000 --> 00:15:14.000]  是什麼呢?
[00:15:14.000 --> 00:15:19.000]  水能載舟也能覆舟
[00:15:19.000 --> 00:15:22.000]  當然那是講君民
[00:15:22.000 --> 00:15:24.000]  那個君民
[00:15:24.000 --> 00:15:26.000]  智慧的君王
[00:15:26.000 --> 00:15:28.000]  他們都很知道
[00:15:28.000 --> 00:15:30.000]  民心很重要
[00:15:30.000 --> 00:15:33.000]  水能載舟也能覆舟
[00:15:33.000 --> 00:15:36.000]  但是我相信逆境也是這樣子
[00:15:36.000 --> 00:15:39.000]  逆境意識
[00:15:39.000 --> 00:15:41.000]  有些人說
[00:15:41.000 --> 00:15:46.000]  我要帶孩子去比較偏僻窮的地方給他經歷一下
[00:15:46.000 --> 00:15:48.000]  吃吃苦
[00:15:48.000 --> 00:15:50.000]  不吃苦不行
[00:15:50.000 --> 00:15:52.000]  吃了苦
[00:15:52.000 --> 00:15:59.000]  那就可能會更珍惜我們家裡多麼好
[00:15:59.000 --> 00:16:01.000]  怎麼知道孩子去了短暄呢?
[00:16:01.000 --> 00:16:04.000]  他說媽媽他們很開心
[00:16:04.000 --> 00:16:05.000]  那裡的孩子很開心
[00:16:05.000 --> 00:16:09.000]  比我還開心
[00:16:09.000 --> 00:16:12.000]  我們都知道逆境的可貴
[00:16:12.000 --> 00:16:14.000]  逆境能夠鍛鍊你的心智
[00:16:14.000 --> 00:16:18.000]  能夠讓你真的是看見人生中的優先秩序
[00:16:18.000 --> 00:16:20.000]  那些不重要的
[00:16:20.000 --> 00:16:22.000]  以前你很憂心的
[00:16:22.000 --> 00:16:23.000]  現在可以放下了
[00:16:23.000 --> 00:16:27.000]  現在哪裡有比這個逆境更嚴重的更可怕的呢?
[00:16:27.000 --> 00:16:29.000]  所以優先秩序
[00:16:29.000 --> 00:16:31.000]  但是你知不知道
[00:16:31.000 --> 00:16:32.000]  如果沒有神
[00:16:32.000 --> 00:16:37.000]  逆境也可以使一個人消沉
[00:16:37.000 --> 00:16:39.000]  成為什麼呢?
[00:16:39.000 --> 00:16:42.000]  成為一個滿心憤怒的人
[00:16:42.000 --> 00:16:44.000]  什麼人都不喜歡
[00:16:44.000 --> 00:16:46.000]  你沒有遇過這樣的人
[00:16:46.000 --> 00:16:47.000]  跟他講沒幾句話
[00:16:47.000 --> 00:16:49.000]  就開始挑剔這個挑剔那個
[00:16:49.000 --> 00:16:51.000]  你說這怎麼回事啊?
[00:16:51.000 --> 00:16:54.000]  明明我們講吃飯
[00:16:54.000 --> 00:16:56.000]  講吃飯也能夠挑三選四
[00:16:56.000 --> 00:17:01.000]  還去到餐廳還會挑剔那個服務員
[00:17:01.000 --> 00:17:05.000]  因為生命裡面有很多苦讀
[00:17:05.000 --> 00:17:09.000]  有很多逆境還沒處理
[00:17:09.000 --> 00:17:11.000]  放在神之架跟前的事情
[00:17:11.000 --> 00:17:13.000]  沒醫治
[00:17:13.000 --> 00:17:17.000]  所以水能載舟亦能覆舟
[00:17:17.000 --> 00:17:22.000]  逆境也可以是一個危險信號
[00:17:22.000 --> 00:17:24.000]  所以我要提醒弟兄姊妹
[00:17:24.000 --> 00:17:26.000]  不要只小心順境
[00:17:26.000 --> 00:17:28.000]  你也要小心在逆境中
[00:17:28.000 --> 00:17:30.000]  你轉向誰
[00:17:30.000 --> 00:17:37.000]  我當然是對常常來崇拜跟團契的弟兄姊妹比較放心
[00:17:37.000 --> 00:17:40.000]  因為你們既然願意常常來崇拜跟團契
[00:17:40.000 --> 00:17:44.000]  就證明你們心中常常有神
[00:17:44.000 --> 00:17:47.000]  但是不要忘了惡者的狡猾
[00:17:47.000 --> 00:17:50.000]  魔鬼是很狡猾的
[00:17:50.000 --> 00:17:51.000]  我們一不小心
[00:17:51.000 --> 00:17:55.000]  以為我常去團契常去崇拜應該沒事
[00:17:55.000 --> 00:17:59.000]  但是你個人的心有沒有尊主為大
[00:17:59.000 --> 00:18:02.000]  有些人在順境中可以的
[00:18:02.000 --> 00:18:06.000]  但是在逆境中就不行了
[00:18:06.000 --> 00:18:07.000]  一擊就倒了
[00:18:07.000 --> 00:18:10.000]  當然跟你的成長背景很有關係
[00:18:10.000 --> 00:18:12.000]  我們有些成長背景的
[00:18:12.000 --> 00:18:17.000]  是已經產生了很多的抗壓能力
[00:18:17.000 --> 00:18:20.000]  所以逆境來我們沒什麼問題的
[00:18:20.000 --> 00:18:24.000]  但是有一些特別是新一代的
[00:18:24.000 --> 00:18:28.000]  出生在一個非常幸福的年代的
[00:18:28.000 --> 00:18:33.000]  抗壓能力相對於我們這些可能低一點
[00:18:33.000 --> 00:18:36.000]  壓力一來可能就垮了
[00:18:36.000 --> 00:18:40.000]  考試一來我不來團契了
[00:18:40.000 --> 00:18:43.000]  已經忘了以前他說我要信靠神
[00:18:43.000 --> 00:18:45.000]  信靠神 神能夠給我智慧
[00:18:45.000 --> 00:18:49.000]  我信靠神 我把神的事情做好
[00:18:49.000 --> 00:18:51.000]  我就能夠把我的功課也做好
[00:18:51.000 --> 00:18:55.000]  年輕人有些時候壓力大到
[00:18:55.000 --> 00:18:57.000]  連媽媽爸爸也折服了
[00:18:57.000 --> 00:19:02.000]  好啦 你辛苦 我了解你辛苦
[00:19:02.000 --> 00:19:06.000]  依靠上帝 尊主為大
[00:19:06.000 --> 00:19:08.000]  我們在聖經裡面看過一個人
[00:19:08.000 --> 00:19:10.000]  很出名的 很多人都喜歡這個人
[00:19:10.000 --> 00:19:12.000]  叫什麼名呢 約瑟
[00:19:12.000 --> 00:19:18.000]  約瑟他就是雅各的十二個兒子之一
[00:19:18.000 --> 00:19:23.000]  他很受寵 爸爸媽媽喜歡他
[00:19:23.000 --> 00:19:27.000]  但是他卻被自己的兄弟出賣
[00:19:27.000 --> 00:19:31.000]  現在講到販賣人口 大家很怕
[00:19:31.000 --> 00:19:34.000]  他被自己的兄弟販賣
[00:19:34.000 --> 00:19:35.000]  本來想殺他的
[00:19:35.000 --> 00:19:38.000]  然後其中一個太殘忍了
[00:19:38.000 --> 00:19:41.000]  他是我們的弟弟 怎麼可以殺他
[00:19:41.000 --> 00:19:44.000]  然後折衷的方法就是把他賣掉
[00:19:44.000 --> 00:19:48.000]  賣去別的國家做奴隸
