
[00:00:00.000 --> 00:00:10.000]  很高興今天能夠跟大家一起分享
[00:03:06.000 --> 00:03:11.000]  你要盡心盡性盡力盡意愛主你的神
[00:03:11.000 --> 00:03:12.000]  不單是這樣
[00:03:12.000 --> 00:03:14.000]  原來舊約已經很清楚告訴他們
[00:03:14.000 --> 00:03:18.000]  神不單要求我們愛他
[00:03:18.000 --> 00:03:22.000]  神很願意我們愛倫謝如己
[00:03:22.000 --> 00:03:24.000]  即是我們的鄰居
[00:03:24.000 --> 00:03:28.000]  當然不是只住在我們隔壁才是我們的鄰居
[00:03:28.000 --> 00:03:31.000]  所以耶穌對律法師說
[00:03:31.000 --> 00:03:34.000]  你照著律法所說的
[00:03:34.000 --> 00:03:36.000]  你去做就得永生
[00:03:36.000 --> 00:03:38.000]  其實耶穌這樣說的時候
[00:03:38.000 --> 00:03:42.000]  並非我們是靠行為
[00:03:42.000 --> 00:03:44.000]  我們就可以得永生
[00:03:44.000 --> 00:03:48.000]  但是他知道這個律法師
[00:03:48.000 --> 00:03:52.000]  他背後的動機是不良的
[00:03:52.000 --> 00:03:55.000]  他知道他心懷不軌
[00:03:55.000 --> 00:03:58.000]  也知道他根本做不到
[00:03:58.000 --> 00:04:02.000]  他做不到律法裡的要求
[00:04:02.000 --> 00:04:04.000]  這正正就是我們今天所說
[00:04:04.000 --> 00:04:06.000]  我們每一個人都需要主耶穌
[00:04:06.000 --> 00:04:08.000]  因為福音只是告訴我們
[00:04:08.000 --> 00:04:10.000]  我們沒有人合格
[00:04:10.000 --> 00:04:12.000]  我們在神的面前
[00:04:12.000 --> 00:04:15.000]  我們沒有辦法完全地
[00:04:15.000 --> 00:04:18.000]  你說我們盡心盡性盡力
[00:04:18.000 --> 00:04:20.000]  盡意愛主你的神
[00:04:20.000 --> 00:04:22.000]  又要愛倫謝如己
[00:04:22.000 --> 00:04:23.000]  有沒有人可以告訴我
[00:04:23.000 --> 00:04:24.000]  你100分的
[00:04:24.000 --> 00:04:26.000]  你做得完這裡的
[00:04:26.000 --> 00:04:28.000]  沒有
[00:04:28.000 --> 00:04:29.000]  那就大件事了
[00:04:29.000 --> 00:04:30.000]  如果沒有
[00:04:30.000 --> 00:04:31.000]  我們根本沒有人
[00:04:31.000 --> 00:04:33.000]  是不是可以得永生呢
[00:04:33.000 --> 00:04:36.000]  耶穌是這樣挑戰律法師
[00:04:36.000 --> 00:04:37.000]  你所知的
[00:04:37.000 --> 00:04:39.000]  根本你做不到
[00:04:39.000 --> 00:04:41.000]  但是耶穌這樣說
[00:04:41.000 --> 00:04:43.000]  就是要挑戰他
[00:04:43.000 --> 00:04:46.000]  你要反思你自己心裡的問題
[00:04:46.000 --> 00:04:48.000]  但是那個人又不服氣
[00:04:48.000 --> 00:04:49.000]  他就說耶穌
[00:04:49.000 --> 00:04:52.000]  你這樣說要愛倫謝如己
[00:04:52.000 --> 00:04:54.000]  那誰愛倫謝呢
[00:04:54.000 --> 00:04:56.000]  他這樣說的時候
[00:04:56.000 --> 00:04:58.000]  你猜耶穌怎麼回答他呢
[00:04:58.000 --> 00:05:00.000]  耶穌就說了一個比喻
[00:05:00.000 --> 00:05:02.000]  這是一個很出名的比喻
[00:05:02.000 --> 00:05:03.000]  聖經說
[00:05:03.000 --> 00:05:05.000]  很撒瑪利亞人的比喻
[00:05:05.000 --> 00:05:07.000]  就是說一個人
[00:05:07.000 --> 00:05:09.000]  他從耶路撒冷
[00:05:09.000 --> 00:05:11.000]  下到耶利哥
[00:05:11.000 --> 00:05:13.000]  耶路撒冷是在一個高山上
[00:05:13.000 --> 00:05:17.000]  海拔有幾千呎
[00:05:17.000 --> 00:05:19.000]  下到耶利哥
[00:05:19.000 --> 00:05:21.000]  就是低窪的地方
[00:05:21.000 --> 00:05:23.000]  近死海的地方
[00:05:23.000 --> 00:05:25.000]  這個路途
[00:05:25.000 --> 00:05:27.000]  是一條斜路
[00:05:27.000 --> 00:05:31.000]  當這個人
[00:05:31.000 --> 00:05:33.000]  聖經形容這個人
[00:05:33.000 --> 00:05:38.000]  他從耶路撒冷下到耶利哥
[00:05:38.000 --> 00:05:40.000]  在這個過程裡
[00:05:40.000 --> 00:05:42.000]  他遇到被強盜
[00:05:42.000 --> 00:05:44.000]  脫掉他的衣服
[00:05:44.000 --> 00:05:46.000]  把他打得半死
[00:05:46.000 --> 00:05:48.000]  他又變成怎樣呢
[00:05:48.000 --> 00:05:50.000]  垂死
[00:05:50.000 --> 00:05:52.000]  一個人半死的時候很淒涼
[00:05:52.000 --> 00:05:55.000]  遇到一個祭司
[00:05:55.000 --> 00:05:57.000]  有救了
[00:05:57.000 --> 00:05:58.000]  我被人打得半死
[00:05:58.000 --> 00:06:00.000]  又沒有財物
[00:06:00.000 --> 00:06:02.000]  現在遇到一個
[00:06:02.000 --> 00:06:04.000]  祭司
[00:06:04.000 --> 00:06:06.000]  在神殿裡
[00:06:06.000 --> 00:06:08.000]  負責為人獻祭贖罪
[00:06:08.000 --> 00:06:10.000]  應該有救了
[00:06:10.000 --> 00:06:12.000]  你猜那個祭司
[00:06:12.000 --> 00:06:14.000]  經過的時候怎樣呢
[00:06:14.000 --> 00:06:16.000]  他看了一下
[00:06:16.000 --> 00:06:18.000]  這個人已經半死了
[00:06:18.000 --> 00:06:20.000]  如果我救他
[00:06:20.000 --> 00:06:22.000]  扶他起來
[00:06:22.000 --> 00:06:24.000]  突然死在懷抱裡
[00:06:24.000 --> 00:06:26.000]  這樣就大事了
[00:06:26.000 --> 00:06:28.000]  為什麼呢
[00:06:28.000 --> 00:06:30.000]  原來舊約的律法
[00:06:30.000 --> 00:06:32.000]  是有關這筆結的
[00:06:32.000 --> 00:06:34.000]  祭司當時就認為
[00:06:34.000 --> 00:06:36.000]  這是麻煩事
[00:06:36.000 --> 00:06:38.000]  不要浪費我的時間
[00:06:38.000 --> 00:06:40.000]  我還是說
[00:06:40.000 --> 00:06:42.000]  我要有我的服侍
[00:06:42.000 --> 00:06:44.000]  他見到一個明明
[00:06:44.000 --> 00:06:46.000]  很有需要的人
[00:06:46.000 --> 00:06:48.000]  他就急急忙忙離開了
[00:06:48.000 --> 00:06:50.000]  第二個利未人
[00:06:50.000 --> 00:06:52.000]  也是
[00:06:52.000 --> 00:06:54.000]  在聖殿裡有侍奉
[00:06:54.000 --> 00:06:56.000]  他遵守禮儀
[00:06:56.000 --> 00:06:58.000]  比救人更重要
[00:06:58.000 --> 00:07:00.000]  這是一個很大的問題
[00:07:00.000 --> 00:07:02.000]  最後第三個
[00:07:02.000 --> 00:07:04.000]  他遇到什麼呢
[00:07:04.000 --> 00:07:06.000]  結果頭兩個
[00:07:06.000 --> 00:07:08.000]  明明可以幫他
[00:07:08.000 --> 00:07:10.000]  卻沒有幫他
[00:07:10.000 --> 00:07:12.000]  這個是撒瑪利亞人
[00:07:12.000 --> 00:07:14.000]  我們一起讀出來
[00:07:14.000 --> 00:07:16.000]  這段經文
[00:07:16.000 --> 00:07:42.000]  (書面上的文字)
[00:07:42.000 --> 00:07:44.000]  哇
[00:07:44.000 --> 00:07:46.000]  大家知不知道
[00:07:46.000 --> 00:07:48.000]  撒瑪利亞人和猶太人
[00:07:48.000 --> 00:07:50.000]  有什麼分別
[00:07:50.000 --> 00:07:52.000]  他們原來是
[00:07:52.000 --> 00:07:54.000]  集中的猶太人
[00:07:54.000 --> 00:07:56.000]  在公元前
[00:07:56.000 --> 00:07:58.000]  722年的時候
[00:07:58.000 --> 00:08:00.000]  亞述國滅了
[00:08:00.000 --> 00:08:02.000]  北角以色列的時候
[00:08:02.000 --> 00:08:04.000]  就和猶太人有
[00:08:04.000 --> 00:08:06.000]  所謂的通婚
[00:08:06.000 --> 00:08:08.000]  生出來的後代
[00:08:08.000 --> 00:08:10.000]  有一半血統是猶太人
[00:08:10.000 --> 00:08:12.000]  一半血統是亞述人
[00:08:12.000 --> 00:08:14.000]  對於猶太人來說
[00:08:14.000 --> 00:08:16.000]  他們很鄙視
[00:08:16.000 --> 00:08:18.000]  這些撒瑪利亞人
[00:08:18.000 --> 00:08:20.000]  集中的
[00:08:20.000 --> 00:08:22.000]  他們鄙視他們
[00:08:22.000 --> 00:08:24.000]  但耶穌很幽默
[00:08:24.000 --> 00:08:26.000]  在這個比喻裡說
[00:08:26.000 --> 00:08:28.000]  你們當中認為
[00:08:28.000 --> 00:08:30.000]  你們宗教領袖很敬虔的人
[00:08:30.000 --> 00:08:32.000]  但眼前見到
[00:08:32.000 --> 00:08:34.000]  有需要向他
[00:08:34.000 --> 00:08:36.000]  可以施予援手
[00:08:36.000 --> 00:08:38.000]  你竟然不幫他
[00:08:38.000 --> 00:08:40.000]  不救他
[00:08:40.000 --> 00:08:42.000]  你們鄙視的
[00:08:42.000 --> 00:08:44.000]  集中的猶太人
[00:08:44.000 --> 00:08:46.000]  你們竟然
[00:08:46.000 --> 00:08:48.000]  就要幫助
[00:08:48.000 --> 00:08:50.000]  幫到底
[00:08:50.000 --> 00:08:52.000]  不單止扶他
[00:08:52.000 --> 00:08:54.000]  為他療傷
[00:08:54.000 --> 00:08:56.000]  而且送到這個旅店
[00:08:56.000 --> 00:08:58.000]  交了兩個錢幣給店主
[00:08:58.000 --> 00:09:00.000]  這是訂金
[00:09:00.000 --> 00:09:02.000]  我回來有什麼
[00:09:02.000 --> 00:09:04.000]  額外的需要
[00:09:04.000 --> 00:09:06.000]  我都會還給你
[00:09:06.000 --> 00:09:08.000]  請你好好照顧這個傷者
[00:09:08.000 --> 00:09:10.000]  這件事
[00:09:10.000 --> 00:09:12.000]  真的給我們一個很大的提醒
[00:09:12.000 --> 00:09:14.000]  今天
[00:09:14.000 --> 00:09:16.000]  誰是我們的
[00:09:16.000 --> 00:09:18.000]  鄰舍呢
[00:09:18.000 --> 00:09:20.000]  其實眼所見得到有需要幫助的人
[00:09:20.000 --> 00:09:22.000]  正正就是我們的鄰舍
[00:09:22.000 --> 00:09:24.000]  我們怎樣去幫
[00:09:24.000 --> 00:09:26.000]  這些鄰舍呢
[00:09:26.000 --> 00:09:28.000]  這些有需要的人
[00:09:28.000 --> 00:09:30.000]  不是靠我們自己
[00:09:30.000 --> 00:09:32.000]  我們很多時候
[00:09:32.000 --> 00:09:34.000]  我們的愛心、憐憫都很有限
[00:09:34.000 --> 00:09:36.000]  我們必須有
[00:09:36.000 --> 00:09:38.000]  耶穌那種愛世人的
[00:09:38.000 --> 00:09:40.000]  這種心
[00:09:40.000 --> 00:09:42.000]  為我們犧牲
[00:09:42.000 --> 00:09:44.000]  這種愛
[00:09:44.000 --> 00:09:46.000]  所以在《約翰一書》
[00:09:46.000 --> 00:09:48.000]  老約翰曾經跟我們說
[00:09:48.000 --> 00:09:50.000]  什麼叫做愛呢
[00:09:50.000 --> 00:09:52.000]  我們現在知道
[00:09:52.000 --> 00:09:54.000]  基督為我們寫命
[00:09:54.000 --> 00:09:56.000]  我們應該為我們的弟兄寫命
[00:09:56.000 --> 00:09:58.000]  就是我們旁邊的
[00:09:58.000 --> 00:10:00.000]  我們的朋友
[00:10:00.000 --> 00:10:02.000]  我們甚至不認識的一個人
[00:10:02.000 --> 00:10:04.000]  如果你今天坐地鐵、坐巴士
[00:10:04.000 --> 00:10:06.000]  突然間很不舒服
[00:10:06.000 --> 00:10:08.000]  你可以幫他什麼呢
[00:10:08.000 --> 00:10:10.000]  你最低限度馬上幫他報警
[00:10:10.000 --> 00:10:12.000]  通知司機
[00:10:12.000 --> 00:10:14.000]  馬上停車
[00:10:14.000 --> 00:10:16.000]  有病人很需要
[00:10:16.000 --> 00:10:18.000]  來援助
[00:10:18.000 --> 00:10:20.000]  我們今天
[00:10:20.000 --> 00:10:22.000]  凡世上有財物的
[00:10:22.000 --> 00:10:24.000]  如果見到有人有缺乏
[00:10:24.000 --> 00:10:26.000]  我們如果埋葬這個鄰舍的心
[00:10:26.000 --> 00:10:28.000]  怎麼可以說神的愛在我們裡面呢
[00:10:28.000 --> 00:10:30.000]  所以聖經是
[00:10:30.000 --> 00:10:32.000]  很清楚的挑戰
[00:10:32.000 --> 00:10:34.000]  我們每一個屬神的兒女
[00:10:34.000 --> 00:10:36.000]  我們說我們愛神
[00:10:36.000 --> 00:10:38.000]  請你都將這個愛神的心
[00:10:38.000 --> 00:10:42.000]  彰顯在你愛別人的心身上
[00:10:42.000 --> 00:10:44.000]  我們看到
[00:10:44.000 --> 00:10:46.000]  聖經是很清楚有這個教導
[00:10:46.000 --> 00:10:48.000]  我們看到
[00:10:48.000 --> 00:10:50.000]  謝遠文醫生
[00:10:50.000 --> 00:10:52.000]  就是一個這樣的見證
[00:10:52.000 --> 00:10:54.000]  大家認不認識他
[00:10:54.000 --> 00:10:56.000]  在03年沙士的時候
[00:10:56.000 --> 00:10:58.000]  當時他已經是屯門區
[00:10:58.000 --> 00:11:00.000]  這個
[00:11:00.000 --> 00:11:02.000]  空肺科的主任
[00:11:02.000 --> 00:11:04.000]  他那時
[00:11:04.000 --> 00:11:06.000]  進去中大讀醫科的時候
[00:11:06.000 --> 00:11:08.000]  他說他的志願
[00:11:08.000 --> 00:11:12.000]  就是要來去服侍市民
[00:11:12.000 --> 00:11:14.000]  他願意他一生的志向
[00:11:14.000 --> 00:11:16.000]  就是這樣
[00:11:16.000 --> 00:11:18.000]  來傳言將自己奉獻
[00:11:18.000 --> 00:11:20.000]  在他這個專業裡面
[00:11:20.000 --> 00:11:22.000]  他其實當時
[00:11:22.000 --> 00:11:24.000]  可以找他的下屬進去ICU
[00:11:24.000 --> 00:11:26.000]  幫那些病人抽痰
[00:11:26.000 --> 00:11:28.000]  但他沒有這樣做
[00:11:28.000 --> 00:11:30.000]  他願意自己進去
[00:11:30.000 --> 00:11:32.000]  結果不幸
[00:11:32.000 --> 00:11:34.000]  他真的可以說英年早逝
[00:11:34.000 --> 00:11:38.000]  只是三十幾歲的時候
[00:11:38.000 --> 00:11:40.000]  他就來過世
[00:11:40.000 --> 00:11:42.000]  三十五歲
[00:11:42.000 --> 00:11:44.000]  看來好像很可惜
[00:11:44.000 --> 00:11:46.000]  但原來他這個見證
[00:11:46.000 --> 00:11:48.000]  是感動了我們全香港的市民
[00:11:48.000 --> 00:11:50.000]  我們說這個就是我們香港的女兒
[00:11:50.000 --> 00:11:52.000]  很多人都是因為他這個見證
[00:11:52.000 --> 00:11:54.000]  特別是基督徒
[00:11:54.000 --> 00:11:56.000]  受感動
[00:11:56.000 --> 00:11:58.000]  他們願意去到
[00:11:58.000 --> 00:12:00.000]  其他的地區
[00:12:00.000 --> 00:12:02.000]  甚至有些成為無國界醫生
[00:12:02.000 --> 00:12:04.000]  他們願意為民
[00:12:04.000 --> 00:12:06.000]  去請命
[00:12:06.000 --> 00:12:08.000]  他們願意受苦
[00:12:08.000 --> 00:12:10.000]  他們願意犧牲自己付出
[00:12:10.000 --> 00:12:12.000]  這些就好像聖經耶穌說
[00:12:12.000 --> 00:12:14.000]  一粒墨子不落在地裡
[00:12:14.000 --> 00:12:16.000]  死了
[00:12:16.000 --> 00:12:18.000]  就不能結出許多子粒來
[00:12:18.000 --> 00:12:20.000]  原來一個生命真正的
[00:12:20.000 --> 00:12:22.000]  是無條件去信服神的
[00:12:22.000 --> 00:12:24.000]  那個呼召帶領
[00:12:24.000 --> 00:12:26.000]  願意將整個生命投放在上面
[00:12:26.000 --> 00:12:28.000]  我們看見這種愛
[00:12:28.000 --> 00:12:30.000]  就是真偉大
[00:12:30.000 --> 00:12:32.000]  我記得很多年前
[00:12:32.000 --> 00:12:34.000]  我還在加拿大
[00:12:34.000 --> 00:12:36.000]  牧羊教會的時候
[00:12:36.000 --> 00:12:38.000]  是冬天來的
[00:12:38.000 --> 00:12:40.000]  我突然遇到一個
[00:12:40.000 --> 00:12:42.000]  我要趕回團契
[00:12:42.000 --> 00:12:44.000]  星期六早上
[00:12:44.000 --> 00:12:46.000]  那天發生什麼事呢
[00:12:46.000 --> 00:12:48.000]  原來那天
[00:12:48.000 --> 00:12:50.000]  我
[00:12:50.000 --> 00:12:52.000]  對不起
[00:12:52.000 --> 00:12:54.000]  請先回到這裡
[00:12:54.000 --> 00:12:56.000]  當時原來
[00:12:56.000 --> 00:12:58.000]  我自己
[00:12:58.000 --> 00:13:02.000]  出現了一些狀況
[00:13:02.000 --> 00:13:04.000]  我那時是趕著
[00:13:04.000 --> 00:13:06.000]  要回大學生的團契
[00:13:06.000 --> 00:13:08.000]  那天我還要分享
[00:13:08.000 --> 00:13:10.000]  當我開了車
[00:13:10.000 --> 00:13:12.000]  走沒兩步
[00:13:12.000 --> 00:13:14.000]  我發覺
[00:13:14.000 --> 00:13:16.000]  我離我們家
[00:13:16.000 --> 00:13:18.000]  只是幾間屋
[00:13:18.000 --> 00:13:20.000]  就在白茫茫的雪地裡
[00:13:20.000 --> 00:13:22.000]  我看見
[00:13:22.000 --> 00:13:24.000]  有人躺在車路上
[00:13:24.000 --> 00:13:26.000]  當時
[00:13:26.000 --> 00:13:28.000]  我是趕時間的
[00:13:28.000 --> 00:13:30.000]  我要回教會
[00:13:30.000 --> 00:13:32.000]  但當時我看見這個情景
[00:13:32.000 --> 00:13:34.000]  如果我停車
[00:13:34.000 --> 00:13:36.000]  我可能會遲到
[00:13:36.000 --> 00:13:38.000]  但當時我即時的反應
[00:13:38.000 --> 00:13:40.000]  就是立即停車
[00:13:40.000 --> 00:13:42.000]  因為我知道似乎有一個人
[00:13:42.000 --> 00:13:44.000]  是需要有人幫助他
[00:13:44.000 --> 00:13:46.000]  我走到近處
[00:13:46.000 --> 00:13:48.000]  原來是一個老伯伯
[00:13:48.000 --> 00:13:50.000]  原來他在這裡
[00:13:50.000 --> 00:13:52.000]  在剷雪的時候
[00:13:52.000 --> 00:13:54.000]  他自己暈倒了
[00:13:54.000 --> 00:13:56.000]  他自己也不知道
[00:13:56.000 --> 00:13:58.000]  當時我扶他起來
[00:13:58.000 --> 00:14:00.000]  我看見他的口角也有一點血
[00:14:00.000 --> 00:14:02.000]  可能是撞傷
[00:14:02.000 --> 00:14:04.000]  我就找些紙巾幫他擦一擦
[00:14:04.000 --> 00:14:06.000]  然後
[00:14:06.000 --> 00:14:08.000]  扶他進家
[00:14:08.000 --> 00:14:10.000]  進到家
[00:14:10.000 --> 00:14:12.000]  我就問他
[00:14:12.000 --> 00:14:14.000]  你太太去了哪裡
[00:14:14.000 --> 00:14:16.000]  他太太出去了買菜
[00:14:16.000 --> 00:14:18.000]  我就跟他拿電話
[00:14:18.000 --> 00:14:20.000]  找到他太太
[00:14:20.000 --> 00:14:22.000]  直至他太太回來
[00:14:22.000 --> 00:14:24.000]  我才離開
[00:14:24.000 --> 00:14:26.000]  當時我弄到
[00:14:26.000 --> 00:14:28.000]  是有麻煩的
[00:14:28.000 --> 00:14:30.000]  因為我真的會遲到
[00:14:30.000 --> 00:14:32.000]  我遲到回到團契
[00:14:32.000 --> 00:14:34.000]  我跟弟兄姊妹說的時候
[00:14:34.000 --> 00:14:36.000]  他們個個都能夠很體諒
[00:14:36.000 --> 00:14:38.000]  你的遲到是值得的
[00:14:38.000 --> 00:14:40.000]  而且你真的幫了這個老人家
[00:14:40.000 --> 00:14:42.000]  我們今天
[00:14:42.000 --> 00:14:44.000]  其實千萬不要因為怕麻煩
[00:14:44.000 --> 00:14:46.000]  浪費了自己的時間
[00:14:46.000 --> 00:14:48.000]  可能就是一點點的不方便
[00:14:48.000 --> 00:14:50.000]  如果你能夠幫到別人
[00:14:50.000 --> 00:14:52.000]  這個已經是很重要的
[00:14:52.000 --> 00:14:54.000]  一個我們表達我們的信仰
[00:14:54.000 --> 00:14:58.000]  說回我們過去八年成長的歷史
[00:14:58.000 --> 00:15:00.000]  為什麼我要說出來呢
[00:15:00.000 --> 00:15:02.000]  我很想大家知道
[00:15:02.000 --> 00:15:04.000]  我們教會的演變
[00:15:04.000 --> 00:15:06.000]  由我們2015年
[00:15:06.000 --> 00:15:10.000]  開始有兩文三語的異象之後
[00:15:10.000 --> 00:15:12.000]  我們在2016年開始
[00:15:12.000 --> 00:15:14.000]  我們有英語崇拜
[00:15:14.000 --> 00:15:16.000]  有普通話崇拜
[00:15:16.000 --> 00:15:18.000]  我們也開始說門徒訓練要深化
[00:15:18.000 --> 00:15:20.000]  我們迎新生代
[00:15:20.000 --> 00:15:22.000]  就是大家了
[00:15:22.000 --> 00:15:24.000]  我們教會需要年輕化
[00:15:24.000 --> 00:15:26.000]  但不只是擁抱年輕人
[00:15:26.000 --> 00:15:29.000]  我們要求那些較為年長的
[00:15:29.000 --> 00:15:31.000]  我們的叔叔阿姨
[00:15:31.000 --> 00:15:34.000]  跟我們的新生代一起同行
[00:15:34.000 --> 00:15:36.000]  所以我們感謝神
[00:15:36.000 --> 00:15:38.000]  我們這裡有很多叔叔阿姨
[00:15:38.000 --> 00:15:40.000]  在當中的Mentor
[00:15:40.000 --> 00:15:42.000]  請你們站起來
[00:15:42.000 --> 00:15:44.000]  我們這裡的導師
[00:15:44.000 --> 00:15:46.000]  Mentor
[00:15:46.000 --> 00:15:48.000]  給點掌聲我們感謝他們
[00:15:48.000 --> 00:15:50.000]  好嗎?
[00:15:50.000 --> 00:15:52.000]  Yes, Explorer, thank you so much
[00:15:52.000 --> 00:15:54.000]  我們很欣賞你們每一個
[00:15:54.000 --> 00:15:56.000]  這些Mentor
[00:15:56.000 --> 00:15:58.000]  就是我們很需要他們
[00:15:58.000 --> 00:16:00.000]  他們在社會上
[00:16:00.000 --> 00:16:02.000]  他們在屬靈上
[00:16:02.000 --> 00:16:04.000]  他們都走過這條路
[00:16:04.000 --> 00:16:06.000]  他們經過了你們成長期的掙扎
[00:16:06.000 --> 00:16:08.000]  他們跟我們一起
[00:16:08.000 --> 00:16:10.000]  陪伴我們成長
[00:16:10.000 --> 00:16:12.000]  還有我們這些新生代
[00:16:12.000 --> 00:16:14.000]  BB
[00:16:14.000 --> 00:16:16.000]  這些就是後來的
[00:16:16.000 --> 00:16:18.000]  會繼續成長
[00:16:18.000 --> 00:16:20.000]  將來的Explorer
[00:16:20.000 --> 00:16:22.000]  我們很感恩
[00:16:22.000 --> 00:16:24.000]  教會我們很強調
[00:16:24.000 --> 00:16:26.000]  整個家庭我們一起
[00:16:26.000 --> 00:16:28.000]  跨代同行
[00:16:28.000 --> 00:16:30.000]  我們也開始面對2019年
[00:16:30.000 --> 00:16:32.000]  社會事件
[00:16:32.000 --> 00:16:36.000]  2020年到2023年
[00:16:36.000 --> 00:16:38.000]  我們這三年足足是疫情
[00:16:38.000 --> 00:16:40.000]  困擾了我們這麼久
[00:16:40.000 --> 00:16:42.000]  但我們感謝神
[00:16:42.000 --> 00:16:44.000]  神給我們看到
[00:16:44.000 --> 00:16:46.000]  我們要全人健康
[00:16:46.000 --> 00:16:48.000]  協力事主為了一個目的
[00:16:48.000 --> 00:16:50.000]  不是只是為了你活得長壽
[00:16:50.000 --> 00:16:52.000]  活得長壽
[00:16:52.000 --> 00:16:54.000]  但你找不找到生命的意義呢?
[00:16:54.000 --> 00:16:56.000]  原來我們活得長
[00:16:56.000 --> 00:16:58.000]  是主給我們的恩典和機會
[00:16:58.000 --> 00:17:00.000]  我們要透過
[00:17:00.000 --> 00:17:02.000]  這些時間
[00:17:02.000 --> 00:17:04.000]  我們去還福音的債
[00:17:04.000 --> 00:17:06.000]  去服侍社區
[00:17:06.000 --> 00:17:08.000]  幫助有需要的人
[00:17:08.000 --> 00:17:10.000]  在這個過程讓他們得著
[00:17:10.000 --> 00:17:12.000]  和我們同德福音的好處
[00:17:12.000 --> 00:17:14.000]  明年是教會40週年
[00:17:14.000 --> 00:17:16.000]  會不會是那個時候
