
[00:00:00.000 --> 00:00:03.000]  在我們今天的社會裏面
[00:01:42.000 --> 00:01:48.000]  就介紹了耶穌進入了一個異文化的世界
[00:01:48.000 --> 00:01:53.000]  一個猶太人文化裡完全不一樣的地方
[00:01:53.000 --> 00:01:57.000]  也是一個門徒不想來的地方
[00:01:57.000 --> 00:01:59.000]  格拉森
[00:01:59.000 --> 00:02:01.000]  格拉森是一個什麼地方呢?
[00:02:01.000 --> 00:02:05.000]  正經說這是一個外邦人的地方
[00:02:05.000 --> 00:02:11.000]  這裡有很多猶太人不太習慣的城市
[00:02:11.000 --> 00:02:14.000]  這個地方拜很多外面的神
[00:02:14.000 --> 00:02:18.000]  他們用很多邪惡的習俗
[00:02:18.000 --> 00:02:25.000]  甚至他們會用覺得不潔淨的諸如此類去獻祭
[00:02:25.000 --> 00:02:27.000]  長話短說
[00:02:27.000 --> 00:02:30.000]  這個地方對門徒來說是一個很邪惡的地方
[00:02:30.000 --> 00:02:33.000]  一個他們不喜歡來的地方
[00:02:33.000 --> 00:02:39.000]  但是耶穌卻沒有忽略這個地方
[00:02:39.000 --> 00:02:47.000]  他主動的帶門徒來到格拉森的地方
[00:02:47.000 --> 00:02:51.000]  在上文馬克福音的四章三十五到四十一節
[00:02:51.000 --> 00:02:55.000]  讓我們看到當耶穌基督帶領門徒的時候
[00:02:55.000 --> 00:02:58.000]  他不是一帆風順就來到這個地方
[00:02:58.000 --> 00:03:00.000]  他們經歷了大風大浪
[00:03:00.000 --> 00:03:03.000]  甚至聖經形容那個船要沉
[00:03:03.000 --> 00:03:06.000]  他們甚至要死在海裡
[00:03:06.000 --> 00:03:09.000]  經歷了死裡逃生
[00:03:09.000 --> 00:03:13.000]  經歷了一大番困難之後
[00:03:13.000 --> 00:03:16.000]  他們才來到五章一節所說的
[00:03:16.000 --> 00:03:18.000]  他們一上岸
[00:03:18.000 --> 00:03:22.000]  就有一個人迎面衝過來
[00:03:22.000 --> 00:03:26.000]  當然這個不是一個普通的人
[00:03:26.000 --> 00:03:32.000]  是一個被鬼附的人
[00:03:32.000 --> 00:03:36.000]  下面我就嘗試用一個第一身的角度
[00:03:36.000 --> 00:03:40.000]  來表達這個被鬼附的人
[00:03:40.000 --> 00:03:44.000]  第一身的意思就是我會扮演這個人的角色
[00:03:44.000 --> 00:03:46.000]  就好像你看電影一樣
[00:03:46.000 --> 00:03:52.000]  更真實的將當事人的心路歷程呈現出來
[00:03:52.000 --> 00:04:00.000]  大家可以很專心的去嘗試聆聽這個被鬼附的人的見證
[00:04:00.000 --> 00:04:06.000]  以下我開始嘗試用這個角色
[00:04:06.000 --> 00:04:14.000]  我本來是一個很正常的人
[00:04:14.000 --> 00:04:18.000]  有家庭 有朋友
[00:04:18.000 --> 00:04:21.000]  但不知什麼時候
[00:04:21.000 --> 00:04:24.000]  我竟然成為了被鬼附的人
[00:04:24.000 --> 00:04:26.000]  從那裡開始
[00:04:26.000 --> 00:04:29.000]  我已經不再是我
[00:04:29.000 --> 00:04:32.000]  甚至乎我不再是人
[00:04:32.000 --> 00:04:34.000]  在被鬼附的時候
[00:04:34.000 --> 00:04:36.000]  我有很多不正常的行動
[00:04:36.000 --> 00:04:38.000]  我控制不了我自己
[00:04:38.000 --> 00:04:40.000]  我常常會失控
[00:04:40.000 --> 00:04:42.000]  我會大聲的叫
[00:04:42.000 --> 00:04:46.000]  甚至乎我有傷人的傾向
[00:04:46.000 --> 00:04:47.000]  很多人會怕我
[00:04:47.000 --> 00:04:49.000]  很多人會生我的氣
[00:04:49.000 --> 00:04:52.000]  當然有時候我是清醒的
[00:04:52.000 --> 00:04:56.000]  清醒的時候我很憎恨我自己
[00:04:56.000 --> 00:04:59.000]  我看著自己沒有穿衣服
[00:04:59.000 --> 00:05:01.000]  全身都是泥
[00:05:01.000 --> 00:05:03.000]  很難受
[00:05:03.000 --> 00:05:07.000]  很多時候人會在我清醒的時候
[00:05:07.000 --> 00:05:10.000]  可能用鐵鏈 用腳鏈
[00:05:10.000 --> 00:05:12.000]  去鎖住我
[00:05:12.000 --> 00:05:16.000]  甚至乎有人來看守著我
[00:05:16.000 --> 00:05:19.000]  他們怕我出去傷害人
[00:05:19.000 --> 00:05:22.000]  在人的眼中
[00:05:22.000 --> 00:05:25.000]  我已經不是一個人
[00:05:25.000 --> 00:05:30.000]  我只是一個會傷害人很危險的野獸
[00:05:30.000 --> 00:05:32.000]  在打鬥的時候
[00:05:32.000 --> 00:05:35.000]  我都不是我自己
[00:05:35.000 --> 00:05:37.000]  我多次被鬼控制
[00:05:37.000 --> 00:05:40.000]  並且這個鬼不是一兩隻
[00:05:40.000 --> 00:05:44.000]  在我身上的鬼比莫大拉的瑪利亞更多
[00:05:44.000 --> 00:05:46.000]  在她身上的有七個
[00:05:46.000 --> 00:05:48.000]  但控制我的有一群
[00:05:48.000 --> 00:05:51.000]  甚至乎有幾千個
[00:05:51.000 --> 00:05:54.000]  我長期的被折磨
[00:05:54.000 --> 00:05:56.000]  當鬼控制我的時候
[00:05:56.000 --> 00:05:57.000]  我會發瘋
[00:05:57.000 --> 00:06:00.000]  我會掙脫那些鎖鏈
[00:06:00.000 --> 00:06:03.000]  並且我會去到沒有人的地方
[00:06:03.000 --> 00:06:06.000]  去到曠野那裡
[00:06:06.000 --> 00:06:10.000]  其實有時候不單止我自己憤怒自己
[00:06:10.000 --> 00:06:13.000]  身邊的人都很憤怒我
[00:06:13.000 --> 00:06:16.000]  他們遠離我
[00:06:16.000 --> 00:06:19.000]  我的朋友當我是一個怪物
[00:06:19.000 --> 00:06:22.000]  沒有人喜歡和我一起
[00:06:22.000 --> 00:06:24.000]  我家人不喜歡我
[00:06:24.000 --> 00:06:26.000]  放棄我
[00:06:26.000 --> 00:06:27.000]  我沒有家
[00:06:27.000 --> 00:06:29.000]  我又不住在家
[00:06:29.000 --> 00:06:31.000]  沒有朋友
[00:06:31.000 --> 00:06:34.000]  沒有家人
[00:06:34.000 --> 00:06:36.000]  我唯一能夠存留的地方
[00:06:36.000 --> 00:06:39.000]  就是沒有人的地方
[00:06:39.000 --> 00:06:42.000]  遠離社區的墳墓
[00:06:42.000 --> 00:06:46.000]  因為在那裡只有我
[00:06:46.000 --> 00:06:51.000]  很孤單的在那裡守護
[00:06:51.000 --> 00:06:53.000]  (字幕:陳零九)
[00:06:53.000 --> 00:06:55.000]  (字幕:陳零九)
[00:06:56.000 --> 00:06:58.000]  (字幕:陳零九)
[00:06:58.000 --> 00:06:59.000]  各位姐妹
[00:06:59.000 --> 00:07:01.000]  這就是我第一身的表達
[00:07:01.000 --> 00:07:04.000]  嘗試在這裡暫時結束
[00:07:04.000 --> 00:07:08.000]  讓大家想一想
[00:07:08.000 --> 00:07:10.000]  感受一下
[00:07:10.000 --> 00:07:13.000]  如果你是一個被鬼附的人
[00:07:13.000 --> 00:07:18.000]  我想你一定是相當難受
[00:07:18.000 --> 00:07:22.000]  相當不能接受自己
[00:07:22.000 --> 00:07:26.000]  當你被鬼附上的時候
[00:07:26.000 --> 00:07:29.000]  你發現他失去了自己
[00:07:29.000 --> 00:07:32.000]  他看不起自己
[00:07:32.000 --> 00:07:35.000]  在這個人的眼中
[00:07:35.000 --> 00:07:40.000]  他是一個不可能有盼望的人
[00:07:40.000 --> 00:07:42.000]  不可能
[00:07:42.000 --> 00:07:45.000]  甚至別人覺得可以救他
[00:07:45.000 --> 00:07:48.000]  不可能可以拯救的一個人
[00:07:48.000 --> 00:07:49.000]  被鬼控制
[00:07:49.000 --> 00:07:51.000]  被鎖鏈鎖住
[00:07:51.000 --> 00:07:53.000]  完全不能夠自主
[00:07:53.000 --> 00:07:55.000]  我想今天我們四周
[00:07:55.000 --> 00:07:58.000]  可能很少遇到被鬼控制的人
[00:07:58.000 --> 00:08:01.000]  或者被鬼附的人
[00:08:01.000 --> 00:08:02.000]  但是我們可能發現
[00:08:02.000 --> 00:08:05.000]  越來越多人可能被某一些東西
[00:08:05.000 --> 00:08:08.000]  來控制
[00:08:08.000 --> 00:08:12.000]  以致受盡很多的折磨
[00:08:12.000 --> 00:08:13.000]  特別你發現我們現在
[00:08:13.000 --> 00:08:15.000]  相對來說
[00:08:15.000 --> 00:08:16.000]  有人形容我們今天是一個
[00:08:16.000 --> 00:08:19.000]  很病態的社會
[00:08:19.000 --> 00:08:22.000]  你發現可能我們見到很多科技
[00:08:22.000 --> 00:08:25.000]  進步了通訊工具很多
[00:08:25.000 --> 00:08:27.000]  但是人和人的距離
[00:08:27.000 --> 00:08:30.000]  好像越來越遠
[00:08:30.000 --> 00:08:33.000]  我們今天的娛樂方式越來越多
[00:08:33.000 --> 00:08:36.000]  但是人好像越來越空虛
[00:08:36.000 --> 00:08:38.000]  越來越孤單
[00:08:38.000 --> 00:08:41.000]  我們今天的人接受教育很多
[00:08:41.000 --> 00:08:45.000]  但是父母和子女的距離
[00:08:45.000 --> 00:08:48.000]  好像越來越遠
[00:08:48.000 --> 00:08:52.000]  人彷彿你和我常常都面對著一個
[00:08:52.000 --> 00:08:57.000]  缺少愛、缺少肯定的現實
[00:08:57.000 --> 00:08:59.000]  一個社會
[00:08:59.000 --> 00:09:01.000]  以前你發現有些人
[00:09:01.000 --> 00:09:03.000]  在這樣的情況下
[00:09:03.000 --> 00:09:11.000]  不自願地去染上某一些邪惡的影響
[00:09:11.000 --> 00:09:13.000]  慢慢地被吞食
[00:09:13.000 --> 00:09:15.000]  甚至上癮
[00:09:15.000 --> 00:09:17.000]  不能自拔
[00:09:17.000 --> 00:09:20.000]  完全地去控制
[00:09:20.000 --> 00:09:22.000]  在我過去的牧羊裡
[00:09:22.000 --> 00:09:24.000]  遇到很多不同的個案
[00:09:24.000 --> 00:09:26.000]  其中比較典型的
[00:09:26.000 --> 00:09:28.000]  就是所謂的病態賭徒
[00:09:28.000 --> 00:09:30.000]  不知道大家有沒有聽過
[00:09:30.000 --> 00:09:33.000]  當一個人沉迷於賭博的時候
[00:09:33.000 --> 00:09:34.000]  到了一個地步
[00:09:34.000 --> 00:09:38.000]  好像精神控制到他
[00:09:38.000 --> 00:09:41.000]  有一個慾望是不賭的
[00:09:41.000 --> 00:09:44.000]  上上賭輸了又回家拿錢
[00:09:44.000 --> 00:09:47.000]  現在四周的網絡平台很方便
[00:09:47.000 --> 00:09:49.000]  在網絡上去借錢
[00:09:49.000 --> 00:09:51.000]  借了錢之後又去賭
[00:09:51.000 --> 00:09:53.000]  賭輸了又回去繼續借
[00:09:53.000 --> 00:09:58.000]  這個循環不停地影響著他
[00:09:58.000 --> 00:10:01.000]  我在很多求救的弟兄姊妹
[00:10:01.000 --> 00:10:03.000]  或者是他們的家人
[00:10:03.000 --> 00:10:05.000]  有這樣的情況的時候
[00:10:05.000 --> 00:10:07.000]  在他們的眼神裡
[00:10:07.000 --> 00:10:09.000]  在他們的分享裡
[00:10:09.000 --> 00:10:11.000]  看到很多的冒作
[00:10:11.000 --> 00:10:12.000]  很多的無力
[00:10:12.000 --> 00:10:14.000]  很多的徬徨
[00:10:14.000 --> 00:10:16.000]  感受到好像那個
[00:10:16.000 --> 00:10:19.000]  格拉森被鬼附的人一樣
[00:10:19.000 --> 00:10:23.000]  不能夠控制他自己
[00:10:23.000 --> 00:10:25.000]  除了病態賭徒之外
[00:10:25.000 --> 00:10:28.000]  其實也有很多不同的病態
[00:10:28.000 --> 00:10:29.000]  不知道大家有沒有聽過
[00:10:29.000 --> 00:10:32.000]  病態上網
[00:10:32.000 --> 00:10:36.000]  這個也是我牧羊的一個個案
[00:10:36.000 --> 00:10:39.000]  小朋友在家裡打遊戲
[00:10:39.000 --> 00:10:40.000]  上網
[00:10:40.000 --> 00:10:41.000]  爸爸媽媽有時候
[00:10:41.000 --> 00:10:43.000]  看到好像用太長的時間
[00:10:43.000 --> 00:10:45.000]  可能就說一兩句
[00:10:45.000 --> 00:10:46.000]  說一兩句之後
[00:10:46.000 --> 00:10:47.000]  整個人好像
[00:10:47.000 --> 00:10:49.000]  那個小朋友好像發瘋一樣
[00:10:49.000 --> 00:10:51.000]  不單拿手機調自己的父母
[00:10:51.000 --> 00:10:53.000]  甚至後來用自殺
[00:10:53.000 --> 00:10:58.000]  來去要脅父母
[00:10:58.000 --> 00:10:59.000]  你發現這個就是我們
[00:10:59.000 --> 00:11:01.000]  所活的一個世代裡
[00:11:01.000 --> 00:11:04.000]  不單止有病態賭徒
[00:11:04.000 --> 00:11:06.000]  病態上網
[00:11:06.000 --> 00:11:09.000]  甚至有所謂的病態購物
[00:11:09.000 --> 00:11:12.000]  不斷地購物來滿足
[00:11:12.000 --> 00:11:15.000]  自己內心的虛空
[00:11:15.000 --> 00:11:17.000]  我曾經牧羊的一個姐妹
[00:11:17.000 --> 00:11:19.000]  她常常一發薪水
[00:11:19.000 --> 00:11:21.000]  就要買一些很貴的手袋
[00:11:21.000 --> 00:11:24.000]  那時候她已經後來靠著
[00:11:24.000 --> 00:11:25.000]  信仰她改變
[00:11:25.000 --> 00:11:27.000]  但她說她曾經有一段時間
[00:11:27.000 --> 00:11:28.000]  每次一發薪水
[00:11:28.000 --> 00:11:29.000]  她就一定要買手袋
[00:11:29.000 --> 00:11:30.000]  一發薪水
[00:11:30.000 --> 00:11:31.000]  她一定要買手袋
[00:11:31.000 --> 00:11:33.000]  她買了三十多個
[00:11:33.000 --> 00:11:36.000]  放在家裡展覽
[00:11:36.000 --> 00:11:37.000]  但是她的人工
[00:11:37.000 --> 00:11:39.000]  她各方面是不足夠的
[00:11:39.000 --> 00:11:40.000]  她怎樣呢
[00:11:40.000 --> 00:11:41.000]  她就去借錢
[00:11:41.000 --> 00:11:43.000]  去各方面的方式
[00:11:43.000 --> 00:11:44.000]  但她自己都不明白
[00:11:44.000 --> 00:11:47.000]  自己為什麼會這樣做
[00:11:47.000 --> 00:11:50.000]  甚至後來她不單止買手袋
[00:11:50.000 --> 00:11:52.000]  還有做各種美容
[00:11:52.000 --> 00:11:55.000]  有些所謂容貌焦慮
[00:11:55.000 --> 00:11:57.000]  來不斷地去參與
[00:11:57.000 --> 00:11:59.000]  不同的所謂計劃
[00:11:59.000 --> 00:12:01.000]  信用卡不斷地滾
[00:12:01.000 --> 00:12:06.000]  進入一個所謂病態的情況
[00:12:06.000 --> 00:12:07.000]  除了這些
[00:12:07.000 --> 00:12:08.000]  你會發現在社會裡
[00:12:08.000 --> 00:12:10.000]  還有很多性癮
[00:12:10.000 --> 00:12:11.000]  濫藥 濫酒
[00:12:11.000 --> 00:12:12.000]  甚至毒品等等
[00:12:12.000 --> 00:12:13.000]  真的太多太多
[00:12:13.000 --> 00:12:17.000]  不能夠一一地述說
[00:12:17.000 --> 00:12:18.000]  你會發現這些人
[00:12:18.000 --> 00:12:21.000]  就好像我們所看的經文裡
[00:12:21.000 --> 00:12:24.000]  被鬼附的一樣
[00:12:24.000 --> 00:12:26.000]  他們控制不到自己
[00:12:26.000 --> 00:12:27.000]  他們失去了自己
[00:12:27.000 --> 00:12:28.000]  他們失去了朋友
[00:12:28.000 --> 00:12:32.000]  甚至失去了所有的家人
[00:12:32.000 --> 00:12:41.000]  成為人體裡不可能有盼望的地步
[00:12:41.000 --> 00:12:42.000]  細心地觀察
[00:12:42.000 --> 00:12:45.000]  聆聽一下這個社會
[00:12:45.000 --> 00:12:46.000]  你會發現
[00:12:46.000 --> 00:12:49.000]  可能今天在我們四周
[00:12:49.000 --> 00:12:51.000]  可能一些的親戚朋友
[00:12:51.000 --> 00:12:54.000]  處於在這樣的情況下
[00:12:54.000 --> 00:12:56.000]  很可能他們都是一個
[00:12:56.000 --> 00:12:58.000]  好像格拉森一樣
[00:12:58.000 --> 00:13:00.000]  這麼可憐的人
[00:13:00.000 --> 00:13:04.000]  但實際上毫無盼望
[00:13:04.000 --> 00:13:05.000]  當我們再看看
[00:13:05.000 --> 00:13:08.000]  這些人有沒有在我們四周
[00:13:08.000 --> 00:13:12.000]  他們是否真的毫無盼望呢
[00:13:12.000 --> 00:13:15.000]  聖經特別是馬可的記載
[00:13:15.000 --> 00:13:19.000]  耶穌的生命給我們的答案
[00:13:19.000 --> 00:13:22.000]  肯定不是
[00:13:22.000 --> 00:13:28.000]  留意耶穌是主動地去尋找
[00:13:28.000 --> 00:13:33.000]  人體裡不可能有盼望拯救的人
[00:13:33.000 --> 00:13:38.000]  耶穌愛這位人體裡沒有希望
[00:13:38.000 --> 00:13:41.000]  沒有價值的人
[00:13:41.000 --> 00:13:43.000]  甚至耶穌用了極大的代價
[00:13:43.000 --> 00:13:46.000]  來救贖他
[00:13:46.000 --> 00:13:47.000]  在上文我們知道
[00:13:47.000 --> 00:13:50.000]  耶穌即使要面對大風大浪
[00:13:50.000 --> 00:13:55.000]  但他仍然選擇尋找被鬼附的人
[00:13:55.000 --> 00:13:58.000]  甚至我們知道他用了一大群豬
[00:13:58.000 --> 00:14:03.000]  在人體裡是極大利益的物件
[00:14:03.000 --> 00:14:05.000]  二千隻豬
[00:14:05.000 --> 00:14:06.000]  我們上網查一查
[00:14:06.000 --> 00:14:08.000]  如果用香港的市價
[00:14:08.000 --> 00:14:12.000]  大約是四百萬左右
[00:14:12.000 --> 00:14:14.000]  四百萬的代價
[00:14:14.000 --> 00:14:19.000]  來換取一個人體裡沒有價值的人
[00:14:19.000 --> 00:14:21.000]  這讓我們看到
[00:14:21.000 --> 00:14:25.000]  耶穌基督對人的深深愛
[00:14:25.000 --> 00:14:28.000]  這給予我們很大的提醒
[00:14:28.000 --> 00:14:30.000]  很大的鼓勵
[00:14:30.000 --> 00:14:35.000]  神主動地愛我們每一個人
[00:14:35.000 --> 00:14:40.000]  他不會放棄任何一個他所愛的
[00:14:40.000 --> 00:14:42.000]  即使在人體裡
[00:14:42.000 --> 00:14:46.000]  似乎是不能改變的人
[00:14:46.000 --> 00:14:48.000]  不單止這樣
[00:14:48.000 --> 00:14:50.000]  我們繼續看經文
[00:14:50.000 --> 00:14:53.000]  經文的發展給我們看一個極大的盼望
[00:14:53.000 --> 00:14:55.000]  愛我們的主
[00:14:55.000 --> 00:14:57.000]  他絕對有可能
[00:14:57.000 --> 00:14:59.000]  將人體裡不可能有盼望的
[00:14:59.000 --> 00:15:01.000]  轉化成為可能
[00:15:01.000 --> 00:15:04.000]  轉化成為有盼望的人
[00:15:04.000 --> 00:15:07.000]  神經給我們看到被鬼附的人
[00:15:07.000 --> 00:15:11.000]  他身上的鬼可能看起來很厲害
[00:15:11.000 --> 00:15:14.000]  數量非常龐大
[00:15:14.000 --> 00:15:18.000]  有很大的力氣可以掙斷鎖鏈
[00:15:18.000 --> 00:15:21.000]  並且多次附在這個人身上
[00:15:21.000 --> 00:15:23.000]  所以在人體裡
[00:15:23.000 --> 00:15:26.000]  這是不可能被打敗的對象
[00:15:26.000 --> 00:15:30.000]  在人體裡這是一個很厲害的鬼
[00:15:30.000 --> 00:15:34.000]  但經文給我們看到當耶穌一出現的時候
[00:15:34.000 --> 00:15:37.000]  他什麼都做不到
[00:15:37.000 --> 00:15:40.000]  他只能夠求
[00:15:40.000 --> 00:15:43.000]  他只能夠求至高神的兒子耶穌
[00:15:43.000 --> 00:15:47.000]  不要那麼快讓他去到結局
[00:15:47.000 --> 00:15:49.000]  當然這個結局
[00:15:49.000 --> 00:15:51.000]  勞家福音給我們的指示
[00:15:51.000 --> 00:15:53.000]  或者給我們的補充
[00:15:53.000 --> 00:15:56.000]  就是去到無底坑那裡
[00:15:56.000 --> 00:15:58.000]  耶穌基督的出現
[00:15:58.000 --> 00:16:00.000]  鬼就出來了
[00:16:00.000 --> 00:16:03.000]  然後進入了污穢的豬裡面
[00:16:03.000 --> 00:16:06.000]  闖入了山崖
[00:16:06.000 --> 00:16:10.000]  投入了猶太人體位同樣邪惡的海裡面
[00:16:10.000 --> 00:16:12.000]  請你留意馬可的敘述
[00:16:12.000 --> 00:16:15.000]  乾淨利落
[00:16:15.000 --> 00:16:21.000]  表達了鬼徹底的被打敗
[00:16:21.000 --> 00:16:25.000]  在人體裡不可能改變的人
[00:16:25.000 --> 00:16:27.000]  在至高神的兒子面前
[00:16:27.000 --> 00:16:32.000]  毫無難度的就改變
[00:16:32.000 --> 00:16:35.000]  至高神的兒子耶穌基督
[00:16:35.000 --> 00:16:37.000]  他不單能夠平靜海浪
[00:16:37.000 --> 00:16:39.000]  戰勝大戰的力量
[00:16:39.000 --> 00:16:43.000]  他甚至能夠打敗撒旦的權勢
[00:16:43.000 --> 00:16:49.000]  倒轉人體裡不可能改變的生命
[00:16:49.000 --> 00:16:52.000]  經文裡面給我們看到被鬼附的人
[00:16:52.000 --> 00:16:54.000]  當耶穌基督出現的時候
[00:16:54.000 --> 00:16:59.000]  他的改變真是令人感覺到不可思議
[00:16:59.000 --> 00:17:03.000]  之前他是被鬼控制
[00:17:03.000 --> 00:17:08.000]  但現在他彷彿選擇了上好福分的瑪利亞一樣
[00:17:08.000 --> 00:17:12.000]  他坐在耶穌的腳前
[00:17:12.000 --> 00:17:15.000]  之前他不穿衣服
[00:17:15.000 --> 00:17:18.000]  但現在他不再看不起自己
[00:17:18.000 --> 00:17:21.000]  他找回尊貴的自己
[00:17:21.000 --> 00:17:24.000]  他穿回那件衣服
[00:17:24.000 --> 00:17:26.000]  之前他失去理性
[00:17:26.000 --> 00:17:28.000]  但現在他有意識
[00:17:28.000 --> 00:17:33.000]  馬可記載他明白過來
[00:17:33.000 --> 00:17:36.000]  被鬼附的人他完全得救了
[00:17:36.000 --> 00:17:40.000]  他不單是脫離鬼的控制
[00:17:40.000 --> 00:17:43.000]  他能夠全人的得救
[00:17:43.000 --> 00:17:45.000]  愛我們的主
[00:17:45.000 --> 00:17:47.000]  至高上帝的兒子
[00:17:47.000 --> 00:17:51.000]  絕對有可能將人體裡不可能有改變
[00:17:51.000 --> 00:17:53.000]  不可能有盼望的人
[00:17:53.000 --> 00:17:55.000]  轉化成為有可能
[00:17:55.000 --> 00:17:59.000]  轉化成為有盼望的人
[00:17:59.000 --> 00:18:03.000]  在這裡和大家分享一個人物
[00:18:03.000 --> 00:18:06.000]  這個人物大概在清朝的時候
[00:18:06.000 --> 00:18:10.000]  他的原名叫做子直
[00:18:10.000 --> 00:18:12.000]  當時他是一個秀才
[00:18:12.000 --> 00:18:16.000]  話說他也算不錯的生活
[00:18:16.000 --> 00:18:18.000]  有個太太
[00:18:18.000 --> 00:18:20.000]  有一個不錯的工作
[00:18:20.000 --> 00:18:22.000]  有不錯的家庭
[00:18:22.000 --> 00:18:26.000]  但後來有一次他面對自己的太太
[00:18:26.000 --> 00:18:28.000]  因為一些緣故離世
[00:18:28.000 --> 00:18:31.000]  所以心裡有很大的創傷
[00:18:31.000 --> 00:18:32.000]  他沒有子女
[00:18:32.000 --> 00:18:34.000]  在這樣創傷的過程中
[00:18:34.000 --> 00:18:36.000]  他嘗試尋找不同的答案
[00:18:36.000 --> 00:18:39.000]  不同的方式
[00:18:39.000 --> 00:18:41.000]  但結果他找來找去也找不到
[00:18:41.000 --> 00:18:44.000]  心裡有很多的煩惱
[00:18:44.000 --> 00:18:46.000]  很多的痛苦
[00:18:46.000 --> 00:18:49.000]  而那時候在坊間
[00:18:49.000 --> 00:18:52.000]  有一些複仇膏
[00:18:52.000 --> 00:18:54.000]  其實就是鴉片
[00:18:54.000 --> 00:18:56.000]  他以為這個複仇膏
[00:18:56.000 --> 00:18:57.000]  當時有一個宣傳
[00:18:57.000 --> 00:18:59.000]  可以幫他忘記煩惱
[00:18:59.000 --> 00:19:01.000]  可以幫他解決問題
[00:19:01.000 --> 00:19:04.000]  於是他吸大煙
[00:19:04.000 --> 00:19:09.000]  吸鴉片來染上毒癮
[00:19:09.000 --> 00:19:10.000]  當他染上毒癮之後
[00:19:10.000 --> 00:19:14.000]  他的身體的情況當然受到很大的影響
[00:19:14.000 --> 00:19:18.000]  家人就開始覺得他
[00:19:18.000 --> 00:19:22.000]  敗光了全部的家產
[00:19:22.000 --> 00:19:25.000]  家人就開始遠離他
[00:19:25.000 --> 00:19:28.000]  他的朋友開始看不起他
[00:19:28.000 --> 00:19:32.000]  人體就像垃圾一樣
[00:19:32.000 --> 00:19:33.000]  沒有人看得起他
[00:19:33.000 --> 00:19:36.000]  但有一次有一個宣教士
[00:19:36.000 --> 00:19:37.000]  叫李秀善
[00:19:37.000 --> 00:19:39.000]  英文翻譯李秀善牧師
[00:19:39.000 --> 00:19:42.000]  他剛好去到山西的地方
[00:19:42.000 --> 00:19:43.000]  去鎮災
[00:19:43.000 --> 00:19:46.000]  當然鎮災也想傳福音
[00:19:46.000 --> 00:19:50.000]  給很多所謂的派聖經等等
[00:19:50.000 --> 00:19:54.000]  但因為當時有一個叫吃教的現象
[00:19:54.000 --> 00:19:55.000]  什麼叫吃教呢
[00:19:55.000 --> 00:19:58.000]  就是宣教士派的時候
[00:19:58.000 --> 00:20:02.000]  知道有些人會因為拿利益的好處
[00:20:02.000 --> 00:20:05.000]  大量的拿這些紙
[00:20:05.000 --> 00:20:07.000]  回到所謂的紙
[00:20:07.000 --> 00:20:08.000]  聖經
[00:20:08.000 --> 00:20:09.000]  不讀的
[00:20:09.000 --> 00:20:12.000]  回去包食物等等
[00:20:12.000 --> 00:20:14.000]  所以宣教士很聰明
[00:20:14.000 --> 00:20:18.000]  他們知道如何去分辨這些人吃教或不吃教
