
[00:00:00.000 --> 00:00:05.000]  各位靈性的姐妹早安
[00:01:40.000 --> 00:01:44.000]  所謂的日光之下所發現的觀察
[00:01:44.000 --> 00:01:46.000]  而這些觀察
[00:01:46.000 --> 00:01:50.000]  這四個觀察都是來自人與人之間的互動
[00:01:50.000 --> 00:01:53.000]  我們先去看第一個觀察
[00:01:53.000 --> 00:01:58.000]  請大家跟我一起讀出一至三節
[00:01:58.000 --> 00:02:00.000]  預備起
[00:02:00.000 --> 00:02:07.000]  我轉而觀看日光之下所發生的一切欺壓之事
[00:02:07.000 --> 00:02:12.000]  看那受欺壓的流淚無人安慰
[00:02:12.000 --> 00:02:17.000]  欺壓他們的有權勢也無人安慰
[00:02:17.000 --> 00:02:21.000]  因此我讚嘆那已死的死人
[00:02:21.000 --> 00:02:24.000]  勝過那還活著的活人
[00:02:24.000 --> 00:02:26.000]  但那尚未出生
[00:02:26.000 --> 00:02:32.000]  就是未曾見過日光之下所發生之惡事的
[00:02:32.000 --> 00:02:35.000]  比這兩種人更幸福
[00:02:35.000 --> 00:02:38.000]  所以第一個部分是說什麼
[00:02:38.000 --> 00:02:43.000]  它關乎的是社會當中所發生的一些欺壓現象
[00:02:43.000 --> 00:02:45.000]  在聖經裡面
[00:02:45.000 --> 00:02:47.000]  欺壓可以包括什麼
[00:02:47.000 --> 00:02:49.000]  可以是欺騙淪舍
[00:02:49.000 --> 00:02:52.000]  為了搶奪對方的財物
[00:02:52.000 --> 00:02:55.000]  又或者是想增加自己的財富
[00:02:55.000 --> 00:02:58.000]  而罔顧別人的利益等等
[00:02:58.000 --> 00:03:00.000]  事實上關於這個主題
[00:03:00.000 --> 00:03:05.000]  傳道者在上一章的三章16到22節已經開始了
[00:03:05.000 --> 00:03:07.000]  在16節他說
[00:03:07.000 --> 00:03:09.000]  應有公平之處有奸惡
[00:03:09.000 --> 00:03:13.000]  應有公義之處也有奸惡
[00:03:13.000 --> 00:03:15.000]  說的是這位傳道者在日光之下
[00:03:15.000 --> 00:03:18.000]  發現這個世界有很多不公平的地方
[00:03:18.000 --> 00:03:21.000]  不過上一章說的是司法的公正
[00:03:21.000 --> 00:03:23.000]  而這一章更進一步的
[00:03:23.000 --> 00:03:27.000]  說的是受欺壓者的處境和他的感受
[00:03:27.000 --> 00:03:29.000]  他一開始的時候說
[00:03:29.000 --> 00:03:32.000]  你看看受欺壓的流淚
[00:03:32.000 --> 00:03:33.000]  沒有人安慰
[00:03:33.000 --> 00:03:35.000]  欺壓他們的有權勢
[00:03:35.000 --> 00:03:37.000]  也沒有人安慰
[00:03:37.000 --> 00:03:40.000]  不過我們可能就這樣看這一節
[00:03:40.000 --> 00:03:44.000]  或者我們都可以理解到上半句的意思
[00:03:44.000 --> 00:03:45.000]  受欺壓的人
[00:03:45.000 --> 00:03:47.000]  因著痛苦而流淚
[00:03:47.000 --> 00:03:49.000]  我們都明白
[00:03:49.000 --> 00:03:51.000]  不過下半句
[00:03:51.000 --> 00:03:54.000]  欺壓他們的有權勢都沒有人安慰
[00:03:54.000 --> 00:03:55.000]  為什麼呢
[00:03:55.000 --> 00:03:57.000]  彷彿好像說到
[00:03:57.000 --> 00:03:59.000]  欺壓人的人都很慘
[00:03:59.000 --> 00:04:01.000]  沒有人去安慰他們
[00:04:01.000 --> 00:04:04.000]  因此有解經家就解釋了
[00:04:04.000 --> 00:04:06.000]  下半節這個沒有人安慰這一句
[00:04:06.000 --> 00:04:10.000]  其實同樣是針對那些被欺壓的人
[00:04:10.000 --> 00:04:13.000]  也就是說那一班被欺壓的人
[00:04:13.000 --> 00:04:16.000]  因著對方所擁有的權勢
[00:04:16.000 --> 00:04:18.000]  沒有人能夠安慰他們
[00:04:18.000 --> 00:04:20.000]  沒有人能夠拯救他們
[00:04:20.000 --> 00:04:22.000]  就好像下面這個新譯本這樣說
[00:04:22.000 --> 00:04:24.000]  欺壓他們的
[00:04:24.000 --> 00:04:27.000]  欺壓他們的手裡面拿著權柄
[00:04:27.000 --> 00:04:31.000]  因此沒有人能夠安慰受欺壓的
[00:04:31.000 --> 00:04:34.000]  確實當我們環顧四周圍
[00:04:34.000 --> 00:04:36.000]  我們看下這個社會
[00:04:36.000 --> 00:04:38.000]  看下那些國際的新聞
[00:04:38.000 --> 00:04:41.000]  我們不難見到那些被欺壓的人
[00:04:41.000 --> 00:04:43.000]  又或者欺壓者的存在
[00:04:43.000 --> 00:04:45.000]  無論是種族的歧視
[00:04:45.000 --> 00:04:47.000]  國與國之間的欺壓
[00:04:47.000 --> 00:04:49.000]  經濟上的貧富懸殊
[00:04:49.000 --> 00:04:51.000]  甚或在家庭當中
[00:04:51.000 --> 00:04:56.000]  父母和子女之間的一些傷害和虐待
[00:04:56.000 --> 00:04:59.000]  都在這個世界的不同的角落發生
[00:04:59.000 --> 00:05:01.000]  而聖經更加告訴我們
[00:05:01.000 --> 00:05:04.000]  在主耶穌再次回來之前
[00:05:04.000 --> 00:05:07.000]  這個世代的欺壓是不會停止的
[00:05:07.000 --> 00:05:11.000]  所以難怪傳道者在第二節這樣說
[00:05:11.000 --> 00:05:14.000]  他說因此我讚嘆那些已死的死人
[00:05:14.000 --> 00:05:17.000]  勝過那個還活著的活人
[00:05:17.000 --> 00:05:23.000]  意思就是說當傳道者看見這些欺壓的事情的時候
[00:05:23.000 --> 00:05:27.000]  令他有一種生不如死的感覺
[00:05:27.000 --> 00:05:29.000]  或者這種痛苦
[00:05:29.000 --> 00:05:32.000]  就好讓我們見到我們所愛的親人
[00:05:32.000 --> 00:05:35.000]  因為染疫而很辛苦
[00:05:35.000 --> 00:05:38.000]  不斷咳嗽、嘔吐、發燒
[00:05:38.000 --> 00:05:41.000]  而我們只能夠站在他們身邊
[00:05:41.000 --> 00:05:44.000]  只能夠看著著急而無能為力
[00:05:44.000 --> 00:05:47.000]  什麼都幫不了的感受
[00:05:47.000 --> 00:05:51.000]  我相信傳道者正正在這裡要表達這種意思
[00:05:51.000 --> 00:05:53.000]  而也因為這個緣故
[00:05:53.000 --> 00:05:55.000]  在第三節這樣說
[00:05:55.000 --> 00:05:59.000]  他說尚未出生就是未見過日光之下所發生的惡事
[00:05:59.000 --> 00:06:02.000]  比這兩種人更加幸福
[00:06:02.000 --> 00:06:06.000]  傳道者想在這裡說的是什麼呢?
[00:06:06.000 --> 00:06:08.000]  這一班未出世的人
[00:06:08.000 --> 00:06:10.000]  比剛才那兩種人
[00:06:10.000 --> 00:06:13.000]  即死人和活人更加幸運
[00:06:13.000 --> 00:06:16.000]  是因為他不需要面對現實的殘酷
[00:06:16.000 --> 00:06:20.000]  不需要見到世界上發生的那些不公不義
[00:06:20.000 --> 00:06:22.000]  那些欺壓的事情
[00:06:22.000 --> 00:06:25.000]  確實我們人生在世
[00:06:25.000 --> 00:06:28.000]  我們難免會看到很多欺壓的事情
[00:06:28.000 --> 00:06:30.000]  很多很不公平的事情
[00:06:30.000 --> 00:06:34.000]  甚或乎我們自己曾經或者今天都是一個受害者
[00:06:34.000 --> 00:06:37.000]  當然在可行的情況下
[00:06:37.000 --> 00:06:40.000]  我們身為基督徒當然要施以援手
[00:06:40.000 --> 00:06:44.000]  我們可能很多時候要參與當中
[00:06:44.000 --> 00:06:47.000]  但更多的時候我們有一種無力感
[00:06:47.000 --> 00:06:49.000]  就好像這個傳道者一樣
[00:06:49.000 --> 00:06:52.000]  感到生不如死感到無能為力
[00:06:52.000 --> 00:06:55.000]  所以今天若果我們身處在其中的時候
[00:06:55.000 --> 00:06:57.000]  我們又能夠怎樣做呢?
[00:06:57.000 --> 00:07:00.000]  我們可以怎樣面對呢?
[00:07:00.000 --> 00:07:02.000]  我想在這樣的時候
[00:07:02.000 --> 00:07:04.000]  我們需要做的是
[00:07:04.000 --> 00:07:06.000]  其實大家都知道
[00:07:06.000 --> 00:07:09.000]  我們是等候上帝的審判
[00:07:09.000 --> 00:07:10.000]  沒錯
[00:07:10.000 --> 00:07:11.000]  無論是多麼發達
[00:07:11.000 --> 00:07:13.000]  無論是多麼先進的社會
[00:07:13.000 --> 00:07:15.000]  在這個日光之下
[00:07:15.000 --> 00:07:18.000]  仍然都會見到社會當中有很多公義的缺陷
[00:07:18.000 --> 00:07:20.000]  又或者是欺壓事情等等的發生
[00:07:20.000 --> 00:07:24.000]  不過我們不需要去逃避這個生活的現實
[00:07:24.000 --> 00:07:28.000]  亦都不需要忍住這樣去放棄生命等等
[00:07:28.000 --> 00:07:32.000]  相反這個日光之下這四個字正正告訴我們
[00:07:32.000 --> 00:07:35.000]  我們不要單單用人的眼光去看這個世界
[00:07:35.000 --> 00:07:38.000]  我們要用上帝的眼光去看
[00:07:38.000 --> 00:07:41.000]  總有一天我們會見到上帝的公義
[00:07:41.000 --> 00:07:43.000]  會臨到這個世界
[00:07:43.000 --> 00:07:45.000]  全然地彰顯
[00:07:45.000 --> 00:07:47.000]  來到第二個部分
[00:07:47.000 --> 00:07:49.000]  是四道到第六節
[00:07:49.000 --> 00:07:51.000]  傳道者提及他另一種觀察
[00:07:51.000 --> 00:07:53.000]  就是在工作上
[00:07:53.000 --> 00:07:55.000]  人與人之間的張力
[00:07:55.000 --> 00:07:58.000]  我們一起讀出四道六節
[00:07:58.000 --> 00:08:00.000]  四道六節預備起
[00:08:00.000 --> 00:08:04.000]  我見人因彼此疾到
[00:08:04.000 --> 00:08:06.000]  而有一切的勞碌
[00:08:06.000 --> 00:08:09.000]  和各樣工作的成就
[00:08:09.000 --> 00:08:11.000]  這也是虛空
[00:08:11.000 --> 00:08:13.000]  也是暴風
[00:08:13.000 --> 00:08:15.000]  如每人抱著雙臂
[00:08:15.000 --> 00:08:17.000]  自食其慾
[00:08:17.000 --> 00:08:20.000]  一掌滿滿而得享安靜
[00:08:20.000 --> 00:08:25.000]  勝過兩掌滿滿而勞碌暴風
[00:08:25.000 --> 00:08:28.000]  在這裡傳道者的第二個觀察就是
[00:08:28.000 --> 00:08:30.000]  他發現這個社會
[00:08:30.000 --> 00:08:32.000]  是一個滿有競爭
[00:08:32.000 --> 00:08:34.000]  欲欲強食的社會
[00:08:34.000 --> 00:08:36.000]  大家可能聽到就心想
[00:08:36.000 --> 00:08:37.000]  我都知道
[00:08:37.000 --> 00:08:39.000]  而且都很正常
[00:08:39.000 --> 00:08:42.000]  有爭競有競爭才會有進步
[00:08:42.000 --> 00:08:44.000]  不過這裡的問題
[00:08:44.000 --> 00:08:48.000]  不是說有人因著自己的事業去努力
[00:08:48.000 --> 00:08:51.000]  又或者因著要養活家庭而去奮鬥
[00:08:51.000 --> 00:08:53.000]  而是傳道者在這裡發現
[00:08:53.000 --> 00:08:57.000]  有很多人往往因為疾到去搏殺
[00:08:57.000 --> 00:09:00.000]  結果就弄到自己遍體鱗傷
[00:09:00.000 --> 00:09:02.000]  所以傳道者在這裡說
[00:09:02.000 --> 00:09:04.000]  這也是虛空
[00:09:04.000 --> 00:09:06.000]  也是暴風
[00:09:06.000 --> 00:09:11.000]  的確疾到、妒忌可以產生很多增進的心理
[00:09:11.000 --> 00:09:13.000]  使人可以不斷的去勞碌
[00:09:13.000 --> 00:09:15.000]  單單是為了賺更多的錢
[00:09:15.000 --> 00:09:18.000]  或者賺更多不同的收穫
[00:09:18.000 --> 00:09:21.000]  我們看電視劇其實都看得很多了
[00:09:21.000 --> 00:09:23.000]  不過良性的增進都還好
[00:09:23.000 --> 00:09:25.000]  可以帶來進步
[00:09:25.000 --> 00:09:28.000]  不過這裡所說的是一些惡性的增進
[00:09:28.000 --> 00:09:31.000]  是為了疾到而不擇手段
[00:09:31.000 --> 00:09:33.000]  去忽略別人的利益等等
[00:09:33.000 --> 00:09:35.000]  相信我們在座每一位
[00:09:35.000 --> 00:09:37.000]  不多不少我們在工作上
[00:09:37.000 --> 00:09:40.000]  在我們身處的場所都會見得多
[00:09:40.000 --> 00:09:44.000]  或者我們曾經都是這麼奮身的去工作
[00:09:44.000 --> 00:09:46.000]  為了入Big Four或者其他公司
[00:09:46.000 --> 00:09:48.000]  為了拿一個牌
[00:09:48.000 --> 00:09:51.000]  為了有更好的前景
[00:09:51.000 --> 00:09:54.000]  不過結果都影響了自己的健康
[00:09:54.000 --> 00:09:56.000]  影響了很多人的關係
[00:09:56.000 --> 00:09:59.000]  事實上我自己都有親人
[00:09:59.000 --> 00:10:02.000]  都是這麼努力去到薄剎
[00:10:02.000 --> 00:10:03.000]  其實不是不對的
[00:10:03.000 --> 00:10:06.000]  不過結果就是睡得很少
[00:10:06.000 --> 00:10:08.000]  最後自己都有肝病
[00:10:08.000 --> 00:10:10.000]  真是很不容易的
[00:10:10.000 --> 00:10:12.000]  但我們能夠看得見的是什麼呢
[00:10:12.000 --> 00:10:16.000]  工作其實本來是為了帶給人快樂和滿足
[00:10:16.000 --> 00:10:20.000]  不過自從當初阿Don和夏娃犯罪之後
[00:10:20.000 --> 00:10:22.000]  其中一個的咒詛
[00:10:22.000 --> 00:10:26.000]  就是人不再能夠享受工作的樂趣
[00:10:26.000 --> 00:10:32.000]  不再能夠享受工作的美好
[00:10:32.000 --> 00:10:34.000]  事實上在聖經裏面
[00:10:34.000 --> 00:10:39.000]  第一次出現真正和實道的案件其實在哪裏呢
[00:10:39.000 --> 00:10:44.000]  正正就是發生在這個次祖阿Don的兩個兒子身上
[00:10:44.000 --> 00:10:45.000]  大家還記不記得
[00:10:45.000 --> 00:10:49.000]  當該人看見阿伯的獻祭而蒙神喜悅
[00:10:49.000 --> 00:10:52.000]  而自己所獻的卻不蒙月立的時候
[00:10:52.000 --> 00:10:55.000]  他竟然殺了他的兄弟
[00:10:55.000 --> 00:10:59.000]  同樣的今天有很多的人在這個惡性的競爭裏面
[00:10:59.000 --> 00:11:01.000]  失去自我
[00:11:01.000 --> 00:11:03.000]  失去家人的關係
[00:11:03.000 --> 00:11:04.000]  信仰
[00:11:04.000 --> 00:11:05.000]  健康
[00:11:05.000 --> 00:11:06.000]  甚至人格
[00:11:06.000 --> 00:11:09.000]  難怪傳道者唉聲嘆氣
[00:11:09.000 --> 00:11:10.000]  在這裏說
[00:11:10.000 --> 00:11:12.000]  仍然的這一切都是虛空
[00:11:12.000 --> 00:11:14.000]  這一切都是暴風
[00:11:14.000 --> 00:11:16.000]  所以我們要問
[00:11:16.000 --> 00:11:19.000]  我們身為上帝的兒女應該怎樣面對呢
[00:11:19.000 --> 00:11:22.000]  是不是就是不去工作呢
[00:11:22.000 --> 00:11:23.000]  傳道者說
[00:11:23.000 --> 00:11:26.000]  這個想法是愚昧人的回應
[00:11:26.000 --> 00:11:28.000]  第五節他這樣說
[00:11:28.000 --> 00:11:30.000]  愚昧人抱著雙臂自食其肉
[00:11:30.000 --> 00:11:33.000]  一掌滿滿而得享安靜
[00:11:33.000 --> 00:11:36.000]  勝過兩掌滿滿而勞碌暴風
[00:11:36.000 --> 00:11:39.000]  第五節所說的抱著雙臂
[00:11:39.000 --> 00:11:40.000]  即是說甚麼
[00:11:40.000 --> 00:11:42.000]  就是懶惰不想去上班的意思
[00:11:42.000 --> 00:11:45.000]  只有愚昧人才會這樣做
[00:11:45.000 --> 00:11:47.000]  不願意去工作
[00:11:47.000 --> 00:11:50.000]  最後搞到自己一無所有自食其肉
[00:11:50.000 --> 00:11:52.000]  這裏可能令我們想起
[00:11:52.000 --> 00:11:54.000]  針研的一幅圖畫
[00:11:54.000 --> 00:11:57.000]  針研第24章2324節這樣說
[00:11:57.000 --> 00:11:58.000]  他說災稅騙事
[00:11:58.000 --> 00:11:59.000]  打盾騙事
[00:11:59.000 --> 00:12:00.000]  下一章
[00:12:00.000 --> 00:12:03.000]  抱著雙臂討我騙事
[00:12:03.000 --> 00:12:06.000]  你的貧窮就如盜賊來盜
[00:12:06.000 --> 00:12:10.000]  你的貧乏彷彿拿盾牌的人來臨
[00:12:11.000 --> 00:12:15.000]  因此傳道者不是要鼓勵我們去懶惰
[00:12:15.000 --> 00:12:17.000]  相反那個出路在哪裏
[00:12:17.000 --> 00:12:19.000]  就在第六節那裏
[00:12:19.000 --> 00:12:21.000]  一掌滿滿而得享安靜
[00:12:21.000 --> 00:12:25.000]  勝過兩掌滿滿而勞碌暴風
[00:12:25.000 --> 00:12:26.000]  意思就是說
[00:12:26.000 --> 00:12:30.000]  他提醒我們要適可而止
[00:12:30.000 --> 00:12:33.000]  在這裏傳道者要提醒我們
[00:12:33.000 --> 00:12:36.000]  學習知足的功課
[00:12:36.000 --> 00:12:40.000]  一掌滿滿而內心得著安穩安寧
[00:12:40.000 --> 00:12:45.000]  總好過勞碌不休地爭取兩掌滿滿
[00:12:45.000 --> 00:12:50.000]  換言之與其彼此因著疾度而有過份勞碌
[00:12:50.000 --> 00:12:54.000]  今日我們倒不如去到滿足於我們手上所擁有的
[00:12:54.000 --> 00:12:58.000]  而得來的結果就是得享安靜
[00:12:58.000 --> 00:13:03.000]  這種安靜說的也是從上帝而來的那份平安
[00:13:03.000 --> 00:13:05.000]  親愛的弟兄姊妹
[00:13:05.000 --> 00:13:07.000]  今日我們要問
[00:13:07.000 --> 00:13:10.000]  其實人擁有得多其實是不是好事呢
[00:13:10.000 --> 00:13:15.000]  大家可能會心裏有個答案
[00:13:15.000 --> 00:13:18.000]  最起碼我們知道物質和財富
[00:13:18.000 --> 00:13:22.000]  是不能確保有好的安寧
[00:13:22.000 --> 00:13:23.000]  不能夠睡得好
[00:13:23.000 --> 00:13:25.000]  不能夠確保我們有好的關係
[00:13:25.000 --> 00:13:28.000]  其實我們看新聞就會知道
[00:13:28.000 --> 00:13:32.000]  那些突然中了六合彩頭獎的人也好
[00:13:32.000 --> 00:13:34.000]  都未必有好的收場
[00:13:34.000 --> 00:13:39.000]  昔日主耶穌也說過一個關於無知財主的比喻
[00:13:39.000 --> 00:13:43.000]  有一個財主以為可以靠著他豐盛的財物
[00:13:43.000 --> 00:13:45.000]  就能夠得而享滿足
[00:13:45.000 --> 00:13:48.000]  能夠吃喝快活很多年
[00:13:48.000 --> 00:13:50.000]  不過主耶穌這樣跟他說
[00:13:50.000 --> 00:13:52.000]  他說他是無知
[00:13:52.000 --> 00:13:54.000]  因為他連第二天還有沒有生命
[00:13:54.000 --> 00:13:56.000]  他也控制不了
[00:13:56.000 --> 00:13:57.000]  21節說
[00:13:57.000 --> 00:13:59.000]  凡為自己積財
[00:13:59.000 --> 00:14:03.000]  在神面前卻不負足的也是這樣
[00:14:03.000 --> 00:14:06.000]  求天父去幫助我們
[00:14:06.000 --> 00:14:09.000]  讓我們一班屬靈的兒女
[00:14:09.000 --> 00:14:13.000]  能夠學會滿足這種適可而止的功課
[00:14:13.000 --> 00:14:17.000]  也讓我們在上帝面前反思
[00:14:17.000 --> 00:14:20.000]  究竟我們終日的勞碌是為了什麼呢
[00:14:20.000 --> 00:14:22.000]  既然人世間的成就
[00:14:22.000 --> 00:14:25.000]  那些所謂人世間的好
[00:14:25.000 --> 00:14:27.000]  不能夠持久的時候
[00:14:27.000 --> 00:14:28.000]  我們就要問
[00:14:28.000 --> 00:14:31.000]  究竟我們這麼勞碌是為了誰呢
[00:14:31.000 --> 00:14:34.000]  願意我們面對種種的狀況
[00:14:34.000 --> 00:14:39.000]  哪怕是世上的欺壓和妒忌的狀況也好
[00:14:39.000 --> 00:14:41.000]  願意我們都能夠以一種平靜
[00:14:41.000 --> 00:14:42.000]  一種安穩
[00:14:42.000 --> 00:14:45.000]  一顆感恩的心去面對
[00:14:45.000 --> 00:14:48.000]  接下來我們看第三個部分
[00:14:48.000 --> 00:14:51.000]  這個部分出現在第七至十二節
[00:14:51.000 --> 00:14:55.000]  所針對的是人在生活當中的那份孤單感
[00:14:55.000 --> 00:14:59.000]  也讓大家跟我一起讀第七至八節
[00:14:59.000 --> 00:15:01.000]  七至八節先 預備起
[00:15:01.000 --> 00:15:07.000]  我轉而觀看日光之下有一件虛空的事
[00:15:07.000 --> 00:15:11.000]  有人孤單無雙 無子無兄弟
[00:15:11.000 --> 00:15:16.000]  竟勞碌不息 眼目也不以財富為滿足
[00:15:16.000 --> 00:15:20.000]  他說 我勞碌 自己卻不享福
[00:15:20.000 --> 00:15:22.000]  到底是為了誰呢
[00:15:22.000 --> 00:15:27.000]  這也是虛空至極沉重的擔子
[00:15:28.000 --> 00:15:31.000]  傳道者在此有第三個發現
[00:15:31.000 --> 00:15:36.000]  就是有一個人他孤單無雙 無子無兄弟
[00:15:36.000 --> 00:15:38.000]  在此我們會看到
[00:15:38.000 --> 00:15:41.000]  傳道者刻意用了三個「無」字
[00:15:41.000 --> 00:15:44.000]  三個「無」字去諷刺這個現象
[00:15:44.000 --> 00:15:45.000]  「無」 第二個人
[00:15:45.000 --> 00:15:47.000]  「無」 兒子 兄弟
[00:15:47.000 --> 00:15:50.000]  然而他也「無」 停止勞碌
[00:15:50.000 --> 00:15:53.000]  一直到他再問自己
[00:15:53.000 --> 00:15:55.000]  我這麼勞碌 自己享不到福
[00:15:55.000 --> 00:15:57.000]  究竟為了什麼呢
[00:15:57.000 --> 00:15:59.000]  或者我們可以這樣思想
[00:15:59.000 --> 00:16:01.000]  在這個孤單的背後
[00:16:01.000 --> 00:16:03.000]  會不會其實暗示著
[00:16:03.000 --> 00:16:06.000]  這個人連朋友也沒有
[00:16:06.000 --> 00:16:08.000]  或者我們可以這樣想
[00:16:08.000 --> 00:16:10.000]  無子女 無兄弟
[00:16:10.000 --> 00:16:13.000]  其實也不是他個人能夠操控的
[00:16:13.000 --> 00:16:15.000]  畢竟這些都是原生家庭帶給他的
[00:16:15.000 --> 00:16:17.000]  不過身邊沒有朋友
[00:16:17.000 --> 00:16:20.000]  就是他個人的選擇
[00:16:20.000 --> 00:16:22.000]  只是為了工作而工作
[00:16:22.000 --> 00:16:26.000]  卻忽略了身邊的關係 家人和朋友
[00:16:26.000 --> 00:16:28.000]  傳道者一直這樣說
[00:16:28.000 --> 00:16:30.000]  即使這個人多麼有錢
[00:16:30.000 --> 00:16:33.000]  這個人仍然是虛空
[00:16:33.000 --> 00:16:35.000]  也是極沉重的擔子
[00:16:35.000 --> 00:16:39.000]  努力的工作卻不讓人得著益處
[00:16:39.000 --> 00:16:41.000]  也不幫助有需要的人
[00:16:41.000 --> 00:16:44.000]  他也不是為上帝去工作
[00:16:44.000 --> 00:16:47.000]  不想去擴展上帝的國度
[00:16:47.000 --> 00:16:50.000]  甚至他也不是為了自己
[00:16:50.000 --> 00:16:53.000]  因為他不肯花錢在自己身上
[00:16:53.000 --> 00:16:58.000]  從頭到尾沒有人能夠分享他所勞碌得來的一切
[00:16:58.000 --> 00:17:01.000]  因此我們再次要問
[00:17:01.000 --> 00:17:05.000]  究竟我們這麼勞碌的一生是為了什麼呢?
[00:17:05.000 --> 00:17:07.000]  究竟我們這麼勞碌去生活
[00:17:07.000 --> 00:17:10.000]  這麼勞碌去工作是為了誰呢?
[00:17:10.000 --> 00:17:13.000]  這個問題仍然很值得我們反思
[00:17:13.000 --> 00:17:17.000]  其實剛才我們看了那三樣的狀況
[00:17:17.000 --> 00:17:20.000]  其實是針對三種不同的對象
[00:17:20.000 --> 00:17:23.000]  一種是被欺壓什麼都沒有的人
[00:17:23.000 --> 00:17:25.000]  一種是平民百姓
[00:17:25.000 --> 00:17:29.000]  是因著勞碌一種的質度而去勞碌
[00:17:29.000 --> 00:17:33.000]  剛才第三樣就是有錢的人
[00:17:33.000 --> 00:17:37.000]  是為了錢財也不知道為了什麼而勞碌
[00:17:37.000 --> 00:17:42.000]  而相反在第四章的9至12節
[00:17:42.000 --> 00:17:44.000]  就在說一個很不同的狀況
[00:17:44.000 --> 00:17:47.000]  這個大家都是比較熟悉的
[00:17:47.000 --> 00:17:49.000]  就是有同伴的好處
[00:17:49.000 --> 00:17:52.000]  時間關係我就不讀這一段了
[00:17:52.000 --> 00:17:54.000]  不過這一段是我們很熟悉的經文
[00:17:54.000 --> 00:17:59.000]  傳統上這一段是很多人用來形容婚姻的關係
[00:17:59.000 --> 00:18:03.000]  又或者我們曾經在婚禮的訓練中聽過
[00:18:03.000 --> 00:18:07.000]  不過這一段的背景其實本身是在說一個工作的場景
[00:18:07.000 --> 00:18:09.000]  因為報償
[00:18:09.000 --> 00:18:12.000]  他們勞碌得美好的報償
[00:18:12.000 --> 00:18:16.000]  這個報償其實是在說工資報酬
[00:18:16.000 --> 00:18:19.000]  所以其實不是在形容婚姻的關係
[00:18:19.000 --> 00:18:23.000]  而且後面那句三股合成的繩子
[00:18:23.000 --> 00:18:25.000]  我們都很難形容在婚姻
[00:18:25.000 --> 00:18:29.000]  不過無論如何傳道者在這裡就說
[00:18:29.000 --> 00:18:32.000]  對比起剛才那個很孤單的有錢人
[00:18:32.000 --> 00:18:35.000]  有伴有同伴的人
[00:18:35.000 --> 00:18:37.000]  是有很多的益處的
[00:18:37.000 --> 00:18:41.000]  當中包括二人同得美好的報償果效
[00:18:41.000 --> 00:18:43.000]  如果一個人跌倒
[00:18:43.000 --> 00:18:45.000]  另一個人可以扶他起來
[00:18:45.000 --> 00:18:49.000]  還有二人同睡能夠暖和
[00:18:49.000 --> 00:18:52.000]  而且當遇上危險的時候
[00:18:52.000 --> 00:18:54.000]  還能夠互相的照應
[00:18:54.000 --> 00:18:58.000]  我還記得在讀大學
[00:18:58.000 --> 00:19:00.000]  我自己讀大學讀到最後一年的時候
[00:19:00.000 --> 00:19:03.000]  我們要做一個畢業的論文
[00:19:03.000 --> 00:19:05.000]  所謂的final year project
