
[00:00:00.000 --> 00:00:04.000]  好,謝謝Markie,希望姐妹平安。
[00:05:38.000 --> 00:05:42.000]  他住在一個削皮匠的家。
[00:05:42.000 --> 00:05:45.000]  今天你如果去以色列,
[00:05:45.000 --> 00:05:47.000]  如果你去特拉維夫,
[00:05:47.000 --> 00:05:50.000]  以前的Caesarea,
[00:05:50.000 --> 00:05:53.000]  你還可以找到那個屋子,
[00:05:53.000 --> 00:05:56.000]  那個屋子很矮小的,
[00:05:56.000 --> 00:06:00.000]  上面就寫著Simon the Tenor,
[00:06:00.000 --> 00:06:02.000]  這個字,
[00:06:02.000 --> 00:06:04.000]  那個削皮匠,
[00:06:04.000 --> 00:06:06.000]  西門,削皮匠的家。
[00:06:06.000 --> 00:06:08.000]  所以聖經很奇妙,
[00:06:08.000 --> 00:06:13.000]  當我們越來越有考古的能力,
[00:06:13.000 --> 00:06:15.000]  有了發明的飛機,
[00:06:15.000 --> 00:06:16.000]  去到以色列,
[00:06:16.000 --> 00:06:17.000]  不同的地方,
[00:06:17.000 --> 00:06:18.000]  才會發現,
[00:06:18.000 --> 00:06:21.000]  這麼久的一個古代文獻,
[00:06:21.000 --> 00:06:22.000]  裡面所講的地點,
[00:06:22.000 --> 00:06:23.000]  人名,
[00:06:23.000 --> 00:06:24.000]  都找得到,
[00:06:24.000 --> 00:06:25.000]  很多都找得到。
[00:06:25.000 --> 00:06:28.000]  所以聖經記載了很多很多的歷史。
[00:06:28.000 --> 00:06:31.000]  它就告訴哥尼牛,
[00:06:31.000 --> 00:06:32.000]  彼得就住在那裡,
[00:06:32.000 --> 00:06:34.000]  你去把他叫來。
[00:06:34.000 --> 00:06:35.000]  所以這是第一。
[00:06:35.000 --> 00:06:36.000]  第二是什麼呢?
[00:06:36.000 --> 00:06:38.000]  彼得看到異象,
[00:06:38.000 --> 00:06:42.000]  上帝要他吃猶太人視為不潔淨的食物。
[00:06:42.000 --> 00:06:44.000]  等一下我們還會詳細再講一下。
[00:06:44.000 --> 00:06:47.000]  第三就是看到哥尼牛,
[00:06:47.000 --> 00:06:50.000]  你看這兩件事情差不多同時發生,
[00:06:50.000 --> 00:06:52.000]  一個是四天前,
[00:06:52.000 --> 00:06:54.000]  四天前哥尼牛看到異象,
[00:06:54.000 --> 00:06:55.000]  四天後,
[00:06:55.000 --> 00:06:58.000]  彼得在禱告的時候看到異象,
[00:06:58.000 --> 00:07:01.000]  然後叫他吃不潔淨的食物。
[00:07:01.000 --> 00:07:07.000]  然後哥尼牛把人拆過去去找彼得,
[00:07:07.000 --> 00:07:09.000]  原來有一個薛皮匠,
[00:07:09.000 --> 00:07:11.000]  去他家找彼得,
[00:07:11.000 --> 00:07:14.000]  找彼得請他跟他們回去。
[00:07:14.000 --> 00:07:17.000]  彼得去了哥尼牛家,
[00:07:17.000 --> 00:07:20.000]  詳細地去了解發生什麼事情,
[00:07:20.000 --> 00:07:22.000]  你為什麼叫我過來。
[00:07:22.000 --> 00:07:24.000]  因為他也領受異象,
[00:07:24.000 --> 00:07:26.000]  有人會來找我,
[00:07:26.000 --> 00:07:29.000]  然後要去找哥尼牛,
[00:07:29.000 --> 00:07:30.000]  你為什麼叫我過來。
[00:07:30.000 --> 00:07:34.000]  然後彼得就在哥尼牛家見證耶穌,
[00:07:34.000 --> 00:07:39.000]  哥尼牛和家裡的人都受聖靈感動,充滿。
[00:07:39.000 --> 00:07:42.000]  這是聖經一次很特別的記載,
[00:07:42.000 --> 00:07:44.000]  他們還沒受洗,
[00:07:44.000 --> 00:07:47.000]  就已經受聖靈感動了,
[00:07:47.000 --> 00:07:51.000]  然後之後願意接受洗禮。
[00:07:51.000 --> 00:07:53.000]  特別的一段聖經的經文,
[00:07:53.000 --> 00:07:57.000]  我們一起來看細節。
[00:07:57.000 --> 00:07:59.000]  大家看一下這細節,
[00:07:59.000 --> 00:08:01.000]  因為事實細節很長,
[00:08:01.000 --> 00:08:04.000]  所以我必須跟大家再講清楚一點。
[00:08:04.000 --> 00:08:06.000]  你看這經文怎麼講。
[00:08:06.000 --> 00:08:09.000]  第一個就是哥尼牛領袖指示,
[00:08:09.000 --> 00:08:11.000]  義大利營的百夫長,
[00:08:11.000 --> 00:08:13.000]  他是那個軍官,
[00:08:13.000 --> 00:08:16.000]  他不只是自己敬畏神,
[00:08:16.000 --> 00:08:18.000]  一個真正敬畏神的人,
[00:08:18.000 --> 00:08:22.000]  還有能力影響整家人都敬畏神。
[00:08:22.000 --> 00:08:23.000]  我再說一遍,
[00:08:23.000 --> 00:08:25.000]  一個真正敬畏神的人,
[00:08:25.000 --> 00:08:28.000]  還有能力影響整家人都敬畏神,
[00:08:28.000 --> 00:08:30.000]  因為他是家裡的頭,
[00:08:30.000 --> 00:08:32.000]  家裡的領袖。
[00:08:32.000 --> 00:08:35.000]  所以有些做妻子的,
[00:08:35.000 --> 00:08:37.000]  你的責任就是什麼呢?
[00:08:37.000 --> 00:08:40.000]  你的責任就是要學習聖經教導你的,
[00:08:40.000 --> 00:08:44.000]  怎麼樣讓你的另一半成為家裡的頭,
[00:08:44.000 --> 00:08:51.000]  鼓勵他能夠把屬靈的能力智慧帶來這個家。
[00:08:51.000 --> 00:08:53.000]  這是上帝的設計,
[00:08:53.000 --> 00:08:56.000]  當然兩個人都要彼此配合,
[00:08:56.000 --> 00:08:58.000]  但是按照上帝的設計。
[00:08:58.000 --> 00:09:00.000]  他和全家都敬畏神,
[00:09:00.000 --> 00:09:02.000]  不只是敬畏神,
[00:09:02.000 --> 00:09:03.000]  一個真正敬畏神的人,
[00:09:03.000 --> 00:09:05.000]  不只是享受在那種敬畏,
[00:09:05.000 --> 00:09:08.000]  那種很抽象的跟神的關係,
[00:09:08.000 --> 00:09:09.000]  他會怎麼樣呢?
[00:09:09.000 --> 00:09:12.000]  關心這社會上有沒有弱勢群體,
[00:09:12.000 --> 00:09:15.000]  所以他會周濟百姓。
[00:09:15.000 --> 00:09:16.000]  一個愛神的人,
[00:09:16.000 --> 00:09:18.000]  真正愛神的人也愛人,
[00:09:18.000 --> 00:09:20.000]  他會周濟百姓。
[00:09:20.000 --> 00:09:24.000]  而且常常禱告神。
[00:09:24.000 --> 00:09:26.000]  所以那天天使就對他說什麼呢?
[00:09:26.000 --> 00:09:28.000]  大家看經文,
[00:09:28.000 --> 00:09:36.000]  你的禱告和你的周濟達到神面前。
[00:09:36.000 --> 00:09:39.000]  他雖然是God-fearer,敬畏神的人,
[00:09:39.000 --> 00:09:43.000]  但是他還沒有皈信猶太教,
[00:09:43.000 --> 00:09:46.000]  但是上帝因著一個人,
[00:09:46.000 --> 00:09:49.000]  上帝所給的普遍的恩典,
[00:09:49.000 --> 00:09:51.000]  他有良心,
[00:09:51.000 --> 00:09:53.000]  仁慈的心,
[00:09:53.000 --> 00:09:55.000]  做該做的事情,
[00:09:55.000 --> 00:09:56.000]  敬畏上帝,
[00:09:56.000 --> 00:09:58.000]  周濟窮人,
[00:09:58.000 --> 00:10:03.000]  神聽到他的禱告。
[00:10:03.000 --> 00:10:04.000]  弟兄姊妹,
[00:10:04.000 --> 00:10:06.000]  我們在這個時候要開始了解一下,
[00:10:06.000 --> 00:10:09.000]  我們基督教的觀念到底是怎麼樣?
[00:10:09.000 --> 00:10:10.000]  我們有沒有意識到,
[00:10:10.000 --> 00:10:13.000]  這個世界上有普遍的恩典,
[00:10:13.000 --> 00:10:15.000]  也有特殊的恩典。
[00:10:15.000 --> 00:10:16.000]  有些人不明白,
[00:10:16.000 --> 00:10:18.000]  為什麼有些人還沒有信主,
[00:10:18.000 --> 00:10:20.000]  但是他人品這麼好,
[00:10:20.000 --> 00:10:23.000]  他是這麼的有愛心。
[00:10:23.000 --> 00:10:24.000]  對我來說,
[00:10:24.000 --> 00:10:27.000]  這一些一點都不稀奇,
[00:10:27.000 --> 00:10:29.000]  因為聖經讓我們知道,
[00:10:29.000 --> 00:10:31.000]  每一個人,
[00:10:31.000 --> 00:10:33.000]  不管他信主沒有,
[00:10:33.000 --> 00:10:36.000]  他都是按著上帝的形象造的,
[00:10:36.000 --> 00:10:40.000]  他有他生命中的美好。
[00:10:40.000 --> 00:10:43.000]  那麼特殊的恩典是什麼呢?
[00:10:43.000 --> 00:10:44.000]  特殊的恩典就是,
[00:10:44.000 --> 00:10:46.000]  雖然很美好,
[00:10:46.000 --> 00:10:47.000]  你有沒有發現,
[00:10:47.000 --> 00:10:51.000]  哥尼羅到最後還是需要來得救,
[00:10:51.000 --> 00:10:53.000]  來受洗,
[00:10:53.000 --> 00:10:54.000]  對嗎?
[00:10:54.000 --> 00:10:55.000]  不管他多美好,
[00:10:55.000 --> 00:10:57.000]  他還沒有得救,
[00:10:57.000 --> 00:10:58.000]  對嗎?
[00:10:58.000 --> 00:10:59.000]  他還沒有得救。
[00:10:59.000 --> 00:11:01.000]  所以特殊的恩典是,
[00:11:01.000 --> 00:11:03.000]  我們能夠看見耶穌基督,
[00:11:03.000 --> 00:11:05.000]  明白他是神的兒子,
[00:11:05.000 --> 00:11:07.000]  接受他,相信他。
[00:11:07.000 --> 00:11:12.000]  這是在所有世人的普遍恩典中的特殊恩典。
[00:11:12.000 --> 00:11:13.000]  上帝找到你的時候,
[00:11:13.000 --> 00:11:14.000]  你不要拒絕他,
[00:11:14.000 --> 00:11:16.000]  你向他回應,
[00:11:16.000 --> 00:11:18.000]  你就得到這救恩,
[00:11:18.000 --> 00:11:19.000]  這很重要,
[00:11:19.000 --> 00:11:20.000]  明白嗎?
[00:11:20.000 --> 00:11:23.000]  所以我們看見這件事情也發生在這裡,
[00:11:23.000 --> 00:11:26.000]  這個時候彼得作為一個猶太人,
[00:11:26.000 --> 00:11:27.000]  他還是,
[00:11:27.000 --> 00:11:28.000]  雖然信了耶穌,
[00:11:28.000 --> 00:11:29.000]  他還是覺得,
[00:11:29.000 --> 00:11:31.000]  我們從祖先,
[00:11:31.000 --> 00:11:32.000]  從摩西,
[00:11:32.000 --> 00:11:35.000]  從律法所接受的這個,
[00:11:35.000 --> 00:11:36.000]  潔淨不潔淨,
[00:11:36.000 --> 00:11:38.000]  外邦人不潔淨,
[00:11:38.000 --> 00:11:39.000]  這個觀念,
[00:11:39.000 --> 00:11:40.000]  他們還分得很清楚,
[00:11:40.000 --> 00:11:42.000]  這個我們必須解釋,
[00:11:42.000 --> 00:11:43.000]  不然的話我們不明白,
[00:11:43.000 --> 00:11:45.000]  他為什麼有掙扎,
[00:11:45.000 --> 00:11:47.000]  為什麼這段經文這麼重要,
[00:11:47.000 --> 00:11:49.000]  要去一個外邦人的家,
[00:11:49.000 --> 00:11:52.000]  要去一個外邦人的地方,
[00:11:52.000 --> 00:11:53.000]  不應該的,
[00:11:53.000 --> 00:11:55.000]  對猶太人來說。
[00:11:55.000 --> 00:11:56.000]  所以他在這裡,
[00:11:56.000 --> 00:11:58.000]  他就讓我們看見,
[00:11:58.000 --> 00:11:59.000]  這普遍的恩典,
[00:11:59.000 --> 00:12:01.000]  這人可以是一個很好的人,
[00:12:01.000 --> 00:12:03.000]  但是還是需要耶穌。
[00:12:03.000 --> 00:12:04.000]  所以天使就跟他說,
[00:12:04.000 --> 00:12:06.000]  你的禱告和你的週記,
[00:12:06.000 --> 00:12:08.000]  達到神面前,
[00:12:08.000 --> 00:12:10.000]  以蒙紀念了,
[00:12:10.000 --> 00:12:11.000]  以蒙紀念了。
[00:12:11.000 --> 00:12:12.000]  所以弟兄姐妹,
[00:12:12.000 --> 00:12:13.000]  當我們去,
[00:12:13.000 --> 00:12:16.000]  有時候跟我們還沒信主的家人,
[00:12:16.000 --> 00:12:18.000]  長輩接觸的時候,
[00:12:18.000 --> 00:12:21.000]  不要只是用舊俗的觀念,
[00:12:21.000 --> 00:12:24.000]  來覺得他們所做的一切都無效的。
[00:12:24.000 --> 00:12:26.000]  如果他們很有愛心,
[00:12:26.000 --> 00:12:27.000]  你要鼓勵他們,
[00:12:27.000 --> 00:12:28.000]  稱讚他們,
[00:12:28.000 --> 00:12:31.000]  然後慢慢引導他們明白,
[00:12:31.000 --> 00:12:34.000]  這個是神給我們的普遍的恩典,
[00:12:34.000 --> 00:12:36.000]  我們可以用神給我們的愛心,
[00:12:36.000 --> 00:12:38.000]  你要讚揚他,
[00:12:38.000 --> 00:12:40.000]  可能做得比你好,
[00:12:40.000 --> 00:12:41.000]  你不要說,
[00:12:41.000 --> 00:12:42.000]  你做得怎麼好都沒有用,
[00:12:42.000 --> 00:12:44.000]  我是基督徒。
[00:12:44.000 --> 00:12:48.000]  不是,不是,不是的。
[00:12:48.000 --> 00:12:50.000]  你要讓他知道,
[00:12:50.000 --> 00:12:51.000]  他做得很好,
[00:12:51.000 --> 00:12:54.000]  是非常非常值得你欣賞的,
[00:12:54.000 --> 00:12:56.000]  你很欣賞他。
[00:12:56.000 --> 00:12:57.000]  然後你要讓他知道,
[00:12:57.000 --> 00:12:59.000]  這好的源頭,
[00:12:59.000 --> 00:13:00.000]  是上帝,
[00:13:00.000 --> 00:13:02.000]  這是你的責任,
[00:13:02.000 --> 00:13:03.000]  這是我的責任,
[00:13:03.000 --> 00:13:05.000]  這是我們每個基督徒的責任。
[00:13:05.000 --> 00:13:08.000]  所以天使就對他說了,
[00:13:08.000 --> 00:13:11.000]  現在你應該拆人出去,
[00:13:11.000 --> 00:13:12.000]  派人出去,
[00:13:12.000 --> 00:13:13.000]  去約珀,
[00:13:13.000 --> 00:13:15.000]  約珀這個地方,Joppa,
[00:13:15.000 --> 00:13:19.000]  去找那稱為彼得的西門回來。
[00:13:19.000 --> 00:13:21.000]  名字講得很清楚。
[00:13:21.000 --> 00:13:24.000]  那麼情節又發生什麼事情呢?
[00:13:24.000 --> 00:13:26.000]  彼得,剛才我們講了,
[00:13:26.000 --> 00:13:29.000]  他就在他那邊,
[00:13:29.000 --> 00:13:30.000]  聖經告訴我們,
[00:13:30.000 --> 00:13:31.000]  彼得在做什麼呢?
[00:13:31.000 --> 00:13:32.000]  禱告。
[00:13:32.000 --> 00:13:35.000]  有一天他在禱告,
[00:13:35.000 --> 00:13:37.000]  他在禱告的時候,
[00:13:37.000 --> 00:13:40.000]  突然間就餓了。
[00:13:40.000 --> 00:13:43.000]  餓了啊。
[00:13:43.000 --> 00:13:44.000]  所以,
[00:13:44.000 --> 00:13:45.000]  不要不好意思,弟兄姊妹,
[00:13:45.000 --> 00:13:48.000]  如果你禱告的時候餓了,
[00:13:48.000 --> 00:13:50.000]  彼得也禱告到餓了,
[00:13:50.000 --> 00:13:52.000]  人是會餓的,對不對?
[00:13:52.000 --> 00:13:54.000]  那麼餓了,
[00:13:54.000 --> 00:13:57.000]  他想要吃,
[00:13:57.000 --> 00:13:58.000]  上帝就藉著這個時機,
[00:13:58.000 --> 00:14:00.000]  給他看一個異象。
[00:14:00.000 --> 00:14:02.000]  這個異象是什麼呢?
[00:14:02.000 --> 00:14:04.000]  異象是,
[00:14:04.000 --> 00:14:08.000]  猶太律法被視為不潔淨的食物。
[00:14:08.000 --> 00:14:10.000]  在摩西的律法裡面,
[00:14:10.000 --> 00:14:13.000]  有很多關於食物哪一些是潔淨,
[00:14:13.000 --> 00:14:15.000]  哪一些是不潔淨的。
[00:14:15.000 --> 00:14:16.000]  所以你知不知道,
[00:14:16.000 --> 00:14:17.000]  當時候,
[00:14:17.000 --> 00:14:19.000]  就算是割驢牛的年代,
[00:14:19.000 --> 00:14:20.000]  那些的外邦人,
[00:14:20.000 --> 00:14:23.000]  他們誤以為猶太人是怎麼樣的呢?
[00:14:23.000 --> 00:14:26.000]  是敬拜豬的,
[00:14:26.000 --> 00:14:29.000]  因為他們不吃豬肉。
[00:14:29.000 --> 00:14:31.000]  你們一定是拜豬神的,
[00:14:31.000 --> 00:14:33.000]  誤會他們,
[00:14:33.000 --> 00:14:35.000]  各種的誤會都有的。
[00:14:35.000 --> 00:14:39.000]  那麼,摩西當年為什麼會有潔淨不潔淨的條例呢?
[00:14:39.000 --> 00:14:45.000]  那是上帝藉著讓摩西頒給他們這些條例,
[00:14:45.000 --> 00:14:49.000]  使得他們學會怎麼樣敬畏上帝,
[00:14:49.000 --> 00:14:53.000]  跟其他的外族人分開出來,
[00:14:53.000 --> 00:14:55.000]  願意追隨上帝的,
[00:14:55.000 --> 00:15:00.000]  有這個食物的潔淨不潔淨的條例來做記號。
[00:15:00.000 --> 00:15:02.000]  我們不能夠以現代人的邏輯,
[00:15:02.000 --> 00:15:07.000]  想要來理解當時候的意思。
[00:15:07.000 --> 00:15:09.000]  因為當時候的意思,
[00:15:09.000 --> 00:15:10.000]  有些人想要用現代,
[00:15:10.000 --> 00:15:14.000]  用什麼衛生不衛生,
[00:15:14.000 --> 00:15:15.000]  都沒有用的。
[00:15:15.000 --> 00:15:17.000]  很多的專家做過的研究,
[00:15:17.000 --> 00:15:19.000]  都不一定是這樣。
[00:15:19.000 --> 00:15:21.000]  最合理的解釋就是什麼呢?
[00:15:21.000 --> 00:15:25.000]  他們是跟其他的外邦人分別出來,
[00:15:25.000 --> 00:15:29.000]  你按著上帝給你的條例去做,
[00:15:29.000 --> 00:15:32.000]  你就是一個順服上帝的指明,
[00:15:32.000 --> 00:15:33.000]  你就是分別為聖的。
[00:15:33.000 --> 00:15:38.000]  其他人也知道這是一群不同的人。
[00:15:38.000 --> 00:15:40.000]  但是流傳下來,
[00:15:40.000 --> 00:15:44.000]  到彼得那一代已經是好幾千年了。
[00:15:44.000 --> 00:15:47.000]  所以這個是一看到那個食物,
[00:15:47.000 --> 00:15:49.000]  就覺得不可能吃下去的。
[00:15:49.000 --> 00:15:55.000]  就好像有些人不可能想像到要吃一隻貓的,
[00:15:55.000 --> 00:15:58.000]  一想到都要反胃了。
[00:15:58.000 --> 00:16:00.000]  在不同的文化,
[00:16:00.000 --> 00:16:02.000]  有些文化是接受得了的,
[00:16:02.000 --> 00:16:05.000]  有些文化是覺得不可能的。
[00:16:05.000 --> 00:16:09.000]  所以以前我們常常講笑話的,
[00:16:09.000 --> 00:16:12.000]  老外來到我們這裡,
[00:16:12.000 --> 00:16:15.000]  就帶他去吃一些山珍海味,
[00:16:15.000 --> 00:16:17.000]  肯定是嚇死他。
[00:16:17.000 --> 00:16:19.000]  文化很不一樣,
[00:16:19.000 --> 00:16:21.000]  這是不同文化。
[00:16:21.000 --> 00:16:24.000]  彼得他說不可吃,
[00:16:24.000 --> 00:16:27.000]  可是這一連三次,
[00:16:27.000 --> 00:16:29.000]  意象一直給彼得看,
[00:16:29.000 --> 00:16:31.000]  彼得不能接受,
[00:16:31.000 --> 00:16:34.000]  這物就收回天上去了。
[00:16:34.000 --> 00:16:40.000]  這是發生在薛埤這樣的家的事情。
[00:16:40.000 --> 00:16:43.000]  第三個情節是什麼呢?
[00:16:43.000 --> 00:16:47.000]  就是割鸝鷲的人來到彼得那裡了,
[00:16:47.000 --> 00:16:48.000]  請彼得回去,
[00:16:48.000 --> 00:16:51.000]  來到那裡的時候就請你到他的家,
[00:16:51.000 --> 00:16:53.000]  要聽你說的話,
[00:16:53.000 --> 00:16:56.000]  彼得就請他們進去住了一宿。
[00:16:56.000 --> 00:17:00.000]  信眾姐妹,你不要小看住了一宿,
[00:17:00.000 --> 00:17:04.000]  因為照常理,彼得應該怎麼樣呢?
[00:17:04.000 --> 00:17:08.000]  跟他們說,謝謝你們來看我,
[00:17:08.000 --> 00:17:11.000]  我會考慮你們的建議,
[00:17:11.000 --> 00:17:15.000]  但是因為我是猶太人,
[00:17:15.000 --> 00:17:17.000]  我不方便讓你進來我的家,
[00:17:17.000 --> 00:17:19.000]  我們應該在門口外面,
[00:17:19.000 --> 00:17:22.000]  那裡來談這件事情。
[00:17:22.000 --> 00:17:27.000]  更不要想到是在他的家住一夜,
[00:17:27.000 --> 00:17:31.000]  雖然猶太人是應該接待客人,
[00:17:31.000 --> 00:17:33.000]  是他們的本分,
[00:17:33.000 --> 00:17:36.000]  不能夠讓人家流落街頭的,
[00:17:36.000 --> 00:17:40.000]  但是在這裡,
[00:17:40.000 --> 00:17:41.000]  他是外邦人,
[00:17:41.000 --> 00:17:45.000]  他根本都不能夠讓他借宿一宿,
[00:17:45.000 --> 00:17:46.000]  不可以的。
[00:17:46.000 --> 00:17:47.000]  但是你看到,
[00:17:47.000 --> 00:17:50.000]  彼得因為天使,
[00:17:50.000 --> 00:17:52.000]  上帝藉著天使給他的意象,
[00:17:52.000 --> 00:17:53.000]  慢慢在改變,
[00:17:53.000 --> 00:17:56.000]  他在思想這意象是什麼事情,
