
[00:00:00.000 --> 00:00:04.000]  我們完成了我們的Romans系列
[00:05:02.000 --> 00:05:04.000]  他們住在什麼樣的城市?
[00:05:04.000 --> 00:05:06.000]  他們是無牆的還是堅固的?
[00:05:06.000 --> 00:05:07.000]  土地是怎樣的?
[00:05:07.000 --> 00:05:10.000]  是富裕的還是窮的?
[00:05:10.000 --> 00:05:14.000]  樹木是否帶回了一些果實?」
[00:05:14.000 --> 00:05:19.000]  莫斯就叫他們去這些新的城市
[00:05:19.000 --> 00:05:20.000]  找什麼?
[00:05:20.000 --> 00:05:22.000]  是不是找酒店?
[00:05:22.000 --> 00:05:24.000]  是不是找食物?
[00:05:24.000 --> 00:05:25.000]  是不是找廁所?
[00:05:25.000 --> 00:05:29.000]  是不是找最新的娛樂?
[00:05:29.000 --> 00:05:32.000]  是找什麼?
[00:05:32.000 --> 00:05:38.000]  是探索那個城市是怎樣的
[00:05:38.000 --> 00:05:44.000]  那些土地是否生長一些水果?
[00:05:44.000 --> 00:05:45.000]  是否富裕?
[00:05:45.000 --> 00:05:47.000]  為什麼他會這樣?
[00:05:47.000 --> 00:05:52.000]  為什麼他叫那些探索者去找這些東西?
[00:05:52.000 --> 00:05:54.000]  為什麼?
[00:05:54.000 --> 00:05:56.000]  知不知道為什麼?
[00:05:56.000 --> 00:05:57.000]  (之前說過)
[00:05:57.000 --> 00:05:59.000]  之前說過?
[00:05:59.000 --> 00:06:00.000]  誰說過?
[00:06:00.000 --> 00:06:02.000]  (馬爾地亞人)
[00:06:02.000 --> 00:06:04.000]  OK
[00:06:04.000 --> 00:06:08.000]  12個探索者,我們看圖畫
[00:06:08.000 --> 00:06:13.000]  他就是上去探索不同的城市
[00:06:13.000 --> 00:06:15.000]  在現今的以色列
[00:06:15.000 --> 00:06:18.000]  差不多到達大海畫廊
[00:06:18.000 --> 00:06:21.000]  然後他回來的時候
[00:06:21.000 --> 00:06:23.000]  帶回了什麼呢?
[00:06:23.000 --> 00:06:26.000]  我們會繼續看
[00:06:26.000 --> 00:06:46.000]  (馬爾地亞人)
[00:06:46.000 --> 00:06:50.000]  他帶回了很多
[00:06:50.000 --> 00:06:53.000]  很大塊的
[00:06:53.000 --> 00:06:55.000]  很大塊的
[00:06:55.000 --> 00:06:57.000]  叫什麼?
[00:06:57.000 --> 00:06:59.000]  很大塊的
[00:06:59.000 --> 00:07:02.000]  葡萄
[00:07:02.000 --> 00:07:03.000]  葡萄
[00:07:03.000 --> 00:07:06.000]  葡萄,一大堆葡萄
[00:07:06.000 --> 00:07:08.000]  OK
[00:07:08.000 --> 00:07:12.000]  那這個報告
[00:07:12.000 --> 00:07:17.000]  (馬爾地亞人)
[00:07:17.000 --> 00:07:22.000]  這個詞語是從哪裡出來的?
[00:07:22.000 --> 00:07:25.000]  之前是從哪裡開始的?
[00:07:25.000 --> 00:07:27.000]  誰答應了?
[00:07:27.000 --> 00:07:29.000]  知不知道?
[00:07:29.000 --> 00:07:30.000]  誰答應了?
[00:07:30.000 --> 00:07:33.000]  第一,是亞伯哈姆
[00:07:33.000 --> 00:07:35.000]  我們看下一個圖
[00:07:35.000 --> 00:07:37.000]  亞伯哈姆有一個星星的夜
[00:07:37.000 --> 00:07:39.000]  很多星星
[00:07:39.000 --> 00:07:42.000]  然後神就跟亞伯哈姆說什麼?
[00:07:42.000 --> 00:07:44.000]  他答應了什麼?
[00:07:44.000 --> 00:07:47.000]  你的子孫
[00:07:47.000 --> 00:07:51.000]  將會有如星星般的多數
[00:07:51.000 --> 00:07:53.000]  我會給你一個
[00:07:53.000 --> 00:07:55.000]  偉大的城市
[00:07:55.000 --> 00:07:57.000]  偉大的國家
[00:07:57.000 --> 00:08:00.000]  偉大的人民
[00:08:00.000 --> 00:08:01.000]  然後呢
[00:08:01.000 --> 00:08:02.000]  他
[00:08:02.000 --> 00:08:04.000]  在Exodus也是這樣說
[00:08:04.000 --> 00:08:06.000]  我們讀中文
[00:08:06.000 --> 00:08:07.000]  幫我讀中文
[00:08:07.000 --> 00:08:09.000]  OK,1,2,3
[00:08:09.000 --> 00:08:23.000]  (馬爾地亞人)
[00:08:23.000 --> 00:08:25.000]  Exactly
[00:08:25.000 --> 00:08:28.000]  神就跟以色列說
[00:08:28.000 --> 00:08:33.000]  I will give you the land that I promised your fathers
[00:08:33.000 --> 00:08:38.000]  我們繼續看他的報告
[00:08:38.000 --> 00:08:40.000]  那些12個賓士的報告
[00:08:40.000 --> 00:08:53.000]  (馬爾地亞人)
[00:08:53.000 --> 00:08:54.000]  繼續
[00:08:54.000 --> 00:09:02.000]  (馬爾地亞人)
[00:09:02.000 --> 00:09:04.000]  (馬爾地亞人)
[00:09:04.000 --> 00:09:06.000]  (馬爾地亞人)
[00:09:06.000 --> 00:09:10.000]  (馬爾地亞人)
[00:09:10.000 --> 00:09:12.000]  (馬爾地亞人)
[00:09:12.000 --> 00:09:15.000]  (馬爾地亞人)
[00:09:15.000 --> 00:09:16.000]  (馬爾地亞人)
[00:09:16.000 --> 00:09:17.000]  (馬爾地亞人)
[00:09:17.000 --> 00:09:18.000]  (馬爾地亞人)
[00:09:18.000 --> 00:09:34.000]  (馬爾地亞人)
[00:09:34.000 --> 00:09:36.000]  那報告呢
[00:09:36.000 --> 00:09:38.000]  就是
[00:09:38.000 --> 00:09:41.000]  這個土地是很棒的
[00:09:41.000 --> 00:09:44.000]  (馬爾地亞人)
[00:09:44.000 --> 00:09:48.000]  但是城市是有牆的
[00:09:48.000 --> 00:09:50.000]  是強化的
[00:09:50.000 --> 00:09:52.000]  即是難攻擊
[00:09:52.000 --> 00:09:55.000]  難去克服這些城市
[00:09:55.000 --> 00:09:57.000]  有牆的
[00:09:57.000 --> 00:09:58.000]  還有那些人是怎樣的
[00:09:58.000 --> 00:10:00.000]  好像NBA球星一樣
[00:10:00.000 --> 00:10:01.000]  是吧,好像
[00:10:01.000 --> 00:10:03.000]  Bigger and stronger people
[00:10:03.000 --> 00:10:06.000]  那有兩個報告
[00:10:06.000 --> 00:10:07.000]  我們看下一個
[00:10:07.000 --> 00:10:08.000]  有兩個報告
[00:10:08.000 --> 00:10:11.000]  下一個
[00:10:11.000 --> 00:10:12.000]  有兩個報告
[00:10:12.000 --> 00:10:16.000]  一是誰有一個好的報告
[00:10:16.000 --> 00:10:18.000]  是Team Caleb
[00:10:18.000 --> 00:10:19.000]  Team Caleb就說
[00:10:19.000 --> 00:10:20.000]  不要緊的
[00:10:20.000 --> 00:10:22.000]  神和我們一起的
[00:10:22.000 --> 00:10:24.000]  我們可以完成了
[00:10:24.000 --> 00:10:27.000]  神叫我們做的事
[00:10:27.000 --> 00:10:29.000]  Team Fearful
[00:10:29.000 --> 00:10:31.000]  就是我們不能攻擊
[00:10:31.000 --> 00:10:32.000]  這些人太高了
[00:10:32.000 --> 00:10:33.000]  太厲害了
[00:10:33.000 --> 00:10:35.000]  他們的城市是強化的
[00:10:35.000 --> 00:10:37.000]  不可以攻擊的
[00:10:37.000 --> 00:10:39.000]  如果你是以色列
[00:10:39.000 --> 00:10:42.000]  你聽到這兩個報告
[00:10:42.000 --> 00:10:44.000]  你會跟誰呢
[00:10:44.000 --> 00:10:47.000]  你會跟誰呢
[00:10:47.000 --> 00:10:49.000]  你會跟誰呢
[00:10:49.000 --> 00:10:51.000]  誰會跟Team Caleb的
[00:10:51.000 --> 00:10:53.000]  會跟隨
[00:10:53.000 --> 00:10:57.000]  我們可以跟神的promise
[00:10:57.000 --> 00:11:00.000]  去完成他叫我們做的事
[00:11:00.000 --> 00:11:03.000]  有沒有人
[00:11:03.000 --> 00:11:04.000]  Team Caleb
[00:11:04.000 --> 00:11:05.000]  OK
[00:11:05.000 --> 00:11:06.000]  OK
[00:11:06.000 --> 00:11:08.000]  誰是Team Fearful的
[00:11:08.000 --> 00:11:10.000]  覺得這些NBA球星
[00:11:10.000 --> 00:11:12.000]  怎麼打
[00:11:12.000 --> 00:11:14.000]  這些強化的城市
[00:11:14.000 --> 00:11:15.000]  這麼厲害
[00:11:15.000 --> 00:11:16.000]  怎麼進去
[00:11:16.000 --> 00:11:18.000]  誰是Team Fearful的
[00:11:18.000 --> 00:11:19.000]  OK
[00:11:19.000 --> 00:11:20.000]  不知道嗎
[00:11:20.000 --> 00:11:21.000]  你們不知道嗎
[00:11:21.000 --> 00:11:22.000]  Alvin不知道嗎
[00:11:22.000 --> 00:11:24.000]  No idea
[00:11:24.000 --> 00:11:26.000]  你們不決定的
[00:11:26.000 --> 00:11:28.000]  是被人決定的
[00:11:28.000 --> 00:11:30.000]  是吧
[00:11:30.000 --> 00:11:32.000]  OK
[00:11:32.000 --> 00:11:33.000]  OK
[00:11:33.000 --> 00:11:36.000]  如果是Team Fearful
[00:11:36.000 --> 00:11:37.000]  他就怕什麼
[00:11:37.000 --> 00:11:38.000]  怕那些人
[00:11:38.000 --> 00:11:39.000]  怕那些城市
[00:11:39.000 --> 00:11:41.000]  有不確定性
[00:11:41.000 --> 00:11:44.000]  他們希望他走
[00:11:44.000 --> 00:11:45.000]  是吧
[00:11:45.000 --> 00:11:46.000]  不有衝突的
[00:11:46.000 --> 00:11:49.000]  但如果是跟Team Caleb
[00:11:49.000 --> 00:11:51.000]  就要有信心
[00:11:51.000 --> 00:11:53.000]  要有勇氣
[00:11:53.000 --> 00:11:56.000]  希望是神的promise
[00:11:56.000 --> 00:11:59.000]  他會站起來
[00:11:59.000 --> 00:12:02.000]  去戰鬥神的promise
[00:12:02.000 --> 00:12:04.000]  我們看看
[00:12:04.000 --> 00:12:06.000]  以色列跟Team Caleb
[00:12:06.000 --> 00:12:09.000]  還是Team Fearful
[00:12:09.000 --> 00:12:10.000]  OK
[00:12:10.000 --> 00:12:11.000]  Verse 14
[00:12:11.000 --> 00:12:13.000]  我們一起讀
[00:12:13.000 --> 00:12:15.000]  一起讀英文
[00:12:15.000 --> 00:12:16.000]  1 2 3
[00:12:16.000 --> 00:12:40.000]  (英文)
[00:12:40.000 --> 00:12:41.000]  繼續
[00:12:41.000 --> 00:12:52.000]  (英文)
[00:12:52.000 --> 00:12:54.000]  他們怎麼說
[00:12:54.000 --> 00:12:56.000]  是不是跟Team Caleb
[00:12:56.000 --> 00:12:58.000]  不是
[00:12:58.000 --> 00:12:59.000]  他是怎樣
[00:12:59.000 --> 00:13:00.000]  很害怕
[00:13:00.000 --> 00:13:01.000]  哭
[00:13:01.000 --> 00:13:02.000]  跟摩西說
[00:13:02.000 --> 00:13:06.000]  為什麼你帶我們出來
[00:13:06.000 --> 00:13:07.000]  我們的子女
[00:13:07.000 --> 00:13:09.000]  會被人拿走
[00:13:09.000 --> 00:13:12.000]  會被人賣出去
[00:13:12.000 --> 00:13:14.000]  我們差遣一個領袖
[00:13:14.000 --> 00:13:18.000]  帶我們回去埃及
[00:13:18.000 --> 00:13:24.000]  Team Fearful
[00:13:24.000 --> 00:13:26.000]  我們第一個lesson
[00:13:26.000 --> 00:13:28.000]  是我們的眼睛
[00:13:28.000 --> 00:13:30.000]  每個人都有兩隻眼睛
[00:13:30.000 --> 00:13:34.000]  看到我
[00:13:34.000 --> 00:13:35.000]  以色列人
[00:13:35.000 --> 00:13:39.000]  只看到這些fortified city
[00:13:39.000 --> 00:13:41.000]  以色列只看到
[00:13:41.000 --> 00:13:42.000]  這些人很強
[00:13:42.000 --> 00:13:45.000]  很大隻
[00:13:45.000 --> 00:13:47.000]  他不看到什麼
[00:13:47.000 --> 00:13:52.000]  他不看到神的promise
[00:13:52.000 --> 00:13:57.000]  他不看到神所看到的東西
[00:13:57.000 --> 00:13:59.000]  他們怕什麼
[00:13:59.000 --> 00:14:01.000]  他們怕這些人
[00:14:01.000 --> 00:14:02.000]  這些城市
[00:14:02.000 --> 00:14:03.000]  多過他
[00:14:03.000 --> 00:14:04.000]  怕什麼
[00:14:04.000 --> 00:14:06.000]  fear god
[00:14:06.000 --> 00:14:08.000]  他們信靠什麼
[00:14:08.000 --> 00:14:10.000]  他們信靠他們自己沒有把握
[00:14:10.000 --> 00:14:15.000]  多過他們信神的promise
[00:14:15.000 --> 00:14:19.000]  還有不單止他們的眼
[00:14:19.000 --> 00:14:20.000]  他們有什麼
[00:14:20.000 --> 00:14:21.000]  耳朵
[00:14:21.000 --> 00:14:23.000]  每個人都有耳朵
[00:14:23.000 --> 00:14:24.000]  他聽到什麼
[00:14:24.000 --> 00:14:27.000]  他們choose去聽什麼
[00:14:27.000 --> 00:14:31.000]  他choose去聽到bad report
[00:14:31.000 --> 00:14:34.000]  他choose去聽到bad report
[00:14:34.000 --> 00:14:39.000]  instead of the promises of god
[00:14:39.000 --> 00:14:41.000]  John 10
[00:14:41.000 --> 00:14:44.000]  The sheep listen to my voice
[00:14:44.000 --> 00:14:45.000]  I know them
[00:14:45.000 --> 00:14:47.000]  and they follow me
[00:14:47.000 --> 00:14:51.000]  以色列選擇聽什麼
[00:14:51.000 --> 00:14:53.000]  他不是聽神的promise
[00:14:53.000 --> 00:14:59.000]  不是聽神叫他們差遣12個spy出去explore
[00:14:59.000 --> 00:15:03.000]  不是choose去聽神的promise
[00:15:03.000 --> 00:15:05.000]  他choose去聽什麼
[00:15:05.000 --> 00:15:08.000]  bad report
[00:15:08.000 --> 00:15:12.000]  我們今天選擇去看到什麼
[00:15:12.000 --> 00:15:15.000]  我們選擇去聽什麼
[00:15:15.000 --> 00:15:18.000]  是不是神的話
[00:15:18.000 --> 00:15:22.000]  還是我們的fears
[00:15:22.000 --> 00:15:24.000]  不單止他們看到
[00:15:24.000 --> 00:15:26.000]  他們聽到
[00:15:26.000 --> 00:15:28.000]  他們說話
[00:15:28.000 --> 00:15:31.000]  他們說什麼
[00:15:31.000 --> 00:15:36.000]  英文的define是grumbling
[00:15:36.000 --> 00:15:40.000]  The act or fact of complaining in a bad tempered way
[00:15:40.000 --> 00:15:42.000]  就是經常complain
[00:15:42.000 --> 00:15:45.000]  很negative
[00:15:45.000 --> 00:15:47.000]  bad tempered way
[00:15:47.000 --> 00:15:50.000]  以色列就很complaining
[00:15:50.000 --> 00:15:52.000]  很negative
[00:15:52.000 --> 00:15:53.000]  搞錯
[00:15:53.000 --> 00:15:55.000]  為什麼你帶我們出來埃及
[00:15:55.000 --> 00:15:57.000]  出埃及
[00:15:57.000 --> 00:15:59.000]  我們會死
[00:15:59.000 --> 00:16:01.000]  我們回埃及最好
[00:16:01.000 --> 00:16:02.000]  還好
[00:16:02.000 --> 00:16:03.000]  是不是
[00:16:03.000 --> 00:16:07.000]  我們繼續看14
[00:16:07.000 --> 00:16:09.000]  chapter 14 verse 5
[00:16:09.000 --> 00:16:12.000]  Then Moses and Aaron fell face down
[00:16:12.000 --> 00:16:15.000]  and the whole Israel assembly gathered there
[00:16:15.000 --> 00:16:20.000]  Joshua and those who had explored
[00:16:20.000 --> 00:16:22.000]  tore their clothes
[00:16:22.000 --> 00:16:24.000]  他們為什麼tear他們的clothes
[00:16:24.000 --> 00:16:27.000]  他們說
[00:16:27.000 --> 00:16:29.000]  The entire Israel
[00:16:29.000 --> 00:16:32.000]  The land we pass through
[00:16:32.000 --> 00:16:34.000]  and explored is exceedingly good
[00:16:34.000 --> 00:16:36.000]  If the Lord is pleased with us
[00:16:36.000 --> 00:16:38.000]  He will lead us into land
[00:16:38.000 --> 00:16:41.000]  A land flowing with milk and honey
[00:16:41.000 --> 00:16:42.000]  He will give it to us
[00:16:42.000 --> 00:16:45.000]  Only do not rebel against the Lord
[00:16:45.000 --> 00:16:49.000]  and do not be afraid of the people
[00:16:49.000 --> 00:16:51.000]  The whole assembly
[00:16:51.000 --> 00:16:53.000]  The whole assembly
[00:16:53.000 --> 00:16:55.000]  Talked about stoning them
[00:16:55.000 --> 00:16:57.000]  Then the glory of the Lord
[00:16:57.000 --> 00:16:59.000]  Appeared at the tent of the meetings
[00:16:59.000 --> 00:17:03.000]  Of all of Israel
[00:17:03.000 --> 00:17:05.000]  不單止他們complain
[00:17:05.000 --> 00:17:06.000]  grumbling
[00:17:06.000 --> 00:17:07.000]  他想怎樣
[00:17:07.000 --> 00:17:09.000]  用石頭去扔
[00:17:09.000 --> 00:17:14.000]  扔死他們
[00:17:14.000 --> 00:17:17.000]  那你覺得神會怎樣
[00:17:17.000 --> 00:17:19.000]  神的response是怎樣
[00:17:19.000 --> 00:17:21.000]  How long will these people
[00:17:21.000 --> 00:17:23.000]  treat me with contempt
[00:17:23.000 --> 00:17:26.000]  How long will they refuse to believe in me
[00:17:26.000 --> 00:17:28.000]  In spite of all the signs
[00:17:28.000 --> 00:17:30.000]  I have performed among them
[00:17:30.000 --> 00:17:32.000]  I will strike them down
[00:17:32.000 --> 00:17:34.000]  with a plague and destroy them
[00:17:34.000 --> 00:17:36.000]  I will make you into a great nation
[00:17:36.000 --> 00:17:40.000]  and stronger than they
[00:17:40.000 --> 00:17:41.000]  神怎樣說
[00:17:41.000 --> 00:17:45.000]  神說我會punish
[00:17:45.000 --> 00:17:46.000]  這些人
[00:17:46.000 --> 00:17:49.000]  我會send a plague to wipe them out
[00:17:49.000 --> 00:17:51.000]  神很生氣
[00:17:51.000 --> 00:17:53.000]  他們不相信神
[00:17:53.000 --> 00:17:55.000]  神做了這麼多奇妙
[00:17:55.000 --> 00:17:58.000]  但他們都不相信
[00:17:58.000 --> 00:18:00.000]  神是stronger
[00:18:00.000 --> 00:18:06.000]  more powerful than the people
[00:18:06.000 --> 00:18:09.000]  第三個lesson是我們的口
[00:18:09.000 --> 00:18:11.000]  我們的口
[00:18:11.000 --> 00:18:13.000]  有眼有耳
[00:18:13.000 --> 00:18:17.000]  有mouth 有口
[00:18:17.000 --> 00:18:20.000]  我們choose what to say
[00:18:20.000 --> 00:18:23.000]  我們可以選擇我們說甚麼
[00:18:23.000 --> 00:18:28.000]  我們可以選擇去complain
[00:18:28.000 --> 00:18:30.000]  或者我們可以選擇
[00:18:30.000 --> 00:18:31.000]  to be grateful
[00:18:31.000 --> 00:18:34.000]  to be thankful
[00:18:34.000 --> 00:18:36.000]  誰覺得他們是
[00:18:36.000 --> 00:18:40.000]  complain多過thankful
[00:18:40.000 --> 00:18:41.000]  raise your hand
[00:18:41.000 --> 00:18:44.000]  有沒有人honestly說
[00:18:44.000 --> 00:18:45.000]  誰覺得他們是
[00:18:45.000 --> 00:18:48.000]  more thankful than complain
[00:18:48.000 --> 00:18:50.000]  沒有人知道嗎
[00:18:50.000 --> 00:18:51.000]  沒有人知道嗎
[00:18:51.000 --> 00:18:52.000]  ok winnie
[00:18:52.000 --> 00:18:54.000]  ok 一個
[00:18:54.000 --> 00:18:58.000]  好 一個都好
[00:18:58.000 --> 00:19:01.000]  如果你是摩西
[00:19:01.000 --> 00:19:04.000]  神跟你這樣說
[00:19:04.000 --> 00:19:06.000]  你會怎樣呢
[00:19:06.000 --> 00:19:09.000]  神想wipe out以色列
[00:19:09.000 --> 00:19:12.000]  with a plague
[00:19:12.000 --> 00:19:14.000]  再開始
[00:19:14.000 --> 00:19:18.000]  你做摩西你會怎樣呢
[00:19:18.000 --> 00:19:22.000]  你們會怎樣
[00:19:22.000 --> 00:19:23.000]  你們會怎樣
[00:19:23.000 --> 00:19:24.000]  好啊好啊
[00:19:24.000 --> 00:19:27.000]  我就開始一個新的nation
[00:19:27.000 --> 00:19:28.000]  是不是
[00:19:28.000 --> 00:19:31.000]  誰是好像這樣
[00:19:31.000 --> 00:19:34.000]  no
[00:19:34.000 --> 00:19:37.000]  或者你好像摩西這樣
[00:19:37.000 --> 00:19:39.000]  你們幫我讀吧
[00:19:39.000 --> 00:19:41.000]  幫我讀中文
[00:19:41.000 --> 00:19:44.000]  ok 十三節
[00:19:44.000 --> 00:19:46.000]  好 一二三
[00:19:46.000 --> 00:19:59.000]  ok 好
[00:19:59.000 --> 00:20:03.000]  摩西就跟神說
[00:20:03.000 --> 00:20:07.000]  如果你wipe out以色列
[00:20:07.000 --> 00:20:10.000]  你會怎樣
