
[00:00:00.000 --> 00:00:04.240]  希望姐妹平安,讓我們感恩,能夠一起來聽神的話語。
[00:03:01.500 --> 00:03:05.000]  發動一系列的戰役,征服了迦南帝,
[00:03:05.000 --> 00:03:09.000]  奪回上帝應許給他們的土地。
[00:03:09.000 --> 00:03:13.000]  所以,十二支派之後還分派那個土地。
[00:03:13.000 --> 00:03:15.500]  那麼,這是約書亞。
[00:03:15.500 --> 00:03:18.000]  那麼,他今天留下的一段話,
[00:03:18.000 --> 00:03:22.500]  給世世代代的信徒都很清楚地來理解。
[00:03:22.500 --> 00:03:27.500]  就是剛才主席帶領我們大家一起念的這段經文。
[00:03:27.500 --> 00:03:30.500]  約書亞他當時候已經年紀很大了,
[00:03:30.500 --> 00:03:33.500]  他知道他自己要離開這個世界了。
[00:03:33.500 --> 00:03:39.500]  他繼承了摩西,帶領了這麼多以色列人進入了應許之地,
[00:03:39.500 --> 00:03:41.500]  打了這麼多的戰役,
[00:03:41.500 --> 00:03:47.500]  然後還替他們用上帝給他的行政智慧分地了。
[00:03:47.500 --> 00:03:52.000]  分了地之後,他知道他就要離開這世界,
[00:03:52.000 --> 00:03:54.000]  他就講了這段話。
[00:03:54.000 --> 00:03:59.500]  現在,你們要敬畏耶和華,誠心實意地侍奉祂,
[00:03:59.500 --> 00:04:04.500]  將你們列祖在大河那邊和在埃及所侍奉的神除掉,
[00:04:04.500 --> 00:04:06.000]  去侍奉耶和華。
[00:04:06.000 --> 00:04:09.000]  若是你們以侍奉耶和華為不好,
[00:04:09.000 --> 00:04:11.500]  今日就可以選擇所要侍奉的。
[00:04:11.500 --> 00:04:14.500]  是你們列祖在大河那邊所侍奉的神,
[00:04:14.500 --> 00:04:18.500]  是你們所住這地的亞摩利人的神,
[00:04:18.500 --> 00:04:23.500]  至於我和我的家,我們必定侍奉耶和華。
[00:04:23.500 --> 00:04:25.500]  很熟悉的一段經文。
[00:04:25.500 --> 00:04:29.500]  我們今天會一起來探討,
[00:04:29.500 --> 00:04:32.500]  今天我們說愛我們的家,
[00:04:32.500 --> 00:04:35.500]  我們要帶我們的家去什麼方向?
[00:04:35.500 --> 00:04:38.500]  首先我要讓大家一起思考的是,
[00:04:38.500 --> 00:04:43.000]  主的家跟我的家有什麼關係?
[00:04:43.000 --> 00:04:48.000]  你問問你自己,主的家跟你的家有什麼關係?
[00:04:48.000 --> 00:04:53.000]  我們人很容易只看中我們自己的家。
[00:04:53.000 --> 00:04:59.000]  所以當以色列人發現上帝行了一個神蹟,
[00:04:59.000 --> 00:05:01.500]  他們已經亡國被擄了,
[00:05:01.500 --> 00:05:05.500]  竟然有機會回來重建耶路撒冷,
[00:05:05.500 --> 00:05:10.500]  回來他們的故鄉生活。
[00:05:10.500 --> 00:05:13.500]  然後哈該先知告訴我們,
[00:05:13.500 --> 00:05:17.500]  他們只忙著建自己的家,
[00:05:17.500 --> 00:05:21.500]  沒有花心思去建耶和華的聖殿,
[00:05:21.500 --> 00:05:24.500]  每個人只建自己的家。
[00:05:24.500 --> 00:05:26.500]  所以你會發現,
[00:05:26.500 --> 00:05:29.500]  在我們基督徒的屬靈生命裡面,
[00:05:29.500 --> 00:05:32.500]  我們有兩個很重要的家,
[00:05:32.500 --> 00:05:36.500]  一個是我們的家,一個是主的家。
[00:05:36.500 --> 00:05:40.500]  在新的一年,我們想說的是,
[00:05:40.500 --> 00:05:42.500]  每個人都愛自己的家,
[00:05:42.500 --> 00:05:47.500]  但是我們要看到底這個家跟主的家有什麼關係呢?
[00:05:47.500 --> 00:05:52.500]  其實關係是非常非常密切的。
[00:05:52.500 --> 00:05:56.500]  在主的家,我們是在教會,我們是做什麼呢?
[00:05:56.500 --> 00:05:58.500]  我們是領受真道。
[00:05:58.500 --> 00:06:03.500]  我們是在這裡學聖經,查經,團契,
[00:06:03.500 --> 00:06:06.500]  學會什麼叫做真理,
[00:06:06.500 --> 00:06:09.500]  什麼是跟這個社會的價值觀不一樣的,
[00:06:09.500 --> 00:06:12.500]  什麼是真理,我們學習真道。
[00:06:12.500 --> 00:06:14.500]  我們認識神的屬性,
[00:06:14.500 --> 00:06:18.500]  從聖經我們看到,原來神是這麼公平的,
[00:06:18.500 --> 00:06:20.500]  原來神是這麼慈愛的,
[00:06:20.500 --> 00:06:24.500]  原來神是這麼的嫉恨邪惡的,
[00:06:24.500 --> 00:06:27.500]  我們明白神的屬性。
[00:06:27.500 --> 00:06:30.500]  我們還在教會裡面學習愛的榜樣,
[00:06:30.500 --> 00:06:36.500]  耶穌說我替你們洗腳,你們也要彼此洗腳。
[00:06:36.500 --> 00:06:42.500]  發現我們在教會裡面學的東西是從真理來的。
[00:06:42.500 --> 00:06:46.500]  我們在教會裡面就是受了這些裝備,
[00:06:46.500 --> 00:06:50.500]  但是實踐的場景在哪裡呢?
[00:06:50.500 --> 00:06:55.500]  在很多地方,但是其中一個不可缺的就是在我們的家。
[00:06:55.500 --> 00:06:57.500]  主的家跟我們家的關係,
[00:06:57.500 --> 00:07:03.500]  我們的家是要實踐在主的家所學習和領受的真理。
[00:07:03.500 --> 00:07:06.500]  如果不是的話,你只是光學習,
[00:07:06.500 --> 00:07:08.500]  光學習很多的知識,
[00:07:08.500 --> 00:07:13.500]  你變成一個頭很大,身體很小的基督徒,
[00:07:13.500 --> 00:07:16.500]  都是知識,但是行不出來的。
[00:07:16.500 --> 00:07:19.500]  上帝希望我們做一個什麼呢?
[00:07:19.500 --> 00:07:22.500]  做一個有知識,有真理,有愛心,
[00:07:22.500 --> 00:07:26.500]  能夠回到家裡把神的愛活出來的。
[00:07:26.500 --> 00:07:29.500]  這個家可能也包括你的原生家庭,
[00:07:29.500 --> 00:07:31.500]  特別是在新春期間,
[00:07:31.500 --> 00:07:38.500]  你有機會再去回到那些你本來就不是很喜歡的親戚當中。
[00:07:38.500 --> 00:07:47.500]  但是你要用一個新的身份來跟他們說話。
[00:07:47.500 --> 00:07:50.500]  你學了這麼多真理,
[00:07:50.500 --> 00:07:53.500]  能夠回到以前你不喜歡的環境,
[00:07:53.500 --> 00:07:56.500]  你做得出來嗎?
[00:07:56.500 --> 00:08:01.500]  就要看你有沒有真的明白什麼是真理。
[00:08:01.500 --> 00:08:05.500]  你知不知道有些人不想信基督教,
[00:08:05.500 --> 00:08:09.500]  是因為他看到一些不好的基督徒。
[00:08:09.500 --> 00:08:14.500]  所以主耶穌曾經說過一個很重要的事實。
[00:08:14.500 --> 00:08:15.500]  什麼事實呢?
[00:08:15.500 --> 00:08:19.500]  主耶穌說他有一天再來的時候,
[00:08:19.500 --> 00:08:24.500]  會把真的基督徒跟不是真的基督徒分開。
[00:08:24.500 --> 00:08:27.500]  所以如果你還沒有信耶穌,
[00:08:27.500 --> 00:08:33.500]  你不要因為有一些人自稱是基督徒的壞榜樣,
[00:08:33.500 --> 00:08:36.500]  影響你去信耶穌。
[00:08:36.500 --> 00:08:38.500]  很不值得對不對?
[00:08:38.500 --> 00:08:42.500]  如果有一天耶穌來說他根本不是基督徒,
[00:08:42.500 --> 00:08:46.500]  你就因為他,因為他我不信,
[00:08:46.500 --> 00:08:48.500]  那就不值得了。
[00:08:48.500 --> 00:08:52.500]  那麼,耶穌的信仰宣言,
[00:08:52.500 --> 00:08:56.500]  人生的最後一段路,最後一段話,
[00:08:56.500 --> 00:08:59.500]  信仰宣言帶給我們的生命功課是什麼呢?
[00:08:59.500 --> 00:09:03.500]  我要跟大家分享三個重要的功課。
[00:09:03.500 --> 00:09:08.500]  一個是,建立主愛的家,需要我們侍奉上帝。
[00:09:08.500 --> 00:09:10.500]  如果你仔細地看這段經文,
[00:09:10.500 --> 00:09:14.500]  你會發現這段經文出現了很多個"侍奉"這個字。
[00:09:14.500 --> 00:09:16.500]  對嗎?
[00:09:16.500 --> 00:09:18.500]  多少個啊?
[00:09:18.500 --> 00:09:22.500]  有些人數學很快,我聽到一些"噓噓噓"的聲音了。
[00:09:22.500 --> 00:09:25.500]  七個啊,七個。
[00:09:25.500 --> 00:09:28.500]  七個在聖經裡面代表什麼?
[00:09:28.500 --> 00:09:30.500]  完美、完整。
[00:09:30.500 --> 00:09:35.500]  所以這是這段經文一個很重要很重要的信息,侍奉。
[00:09:35.500 --> 00:09:39.500]  建立,如果你真的不是喊口號而已,
[00:09:39.500 --> 00:09:43.500]  你是真的想要建立主愛的家,
[00:09:43.500 --> 00:09:51.500]  你要學會帶領這個家來侍奉上帝。
[00:09:51.500 --> 00:09:53.500]  什麼叫侍奉呢?
[00:09:53.500 --> 00:09:56.500]  我們要想想什麼叫侍奉。
[00:09:56.500 --> 00:09:59.500]  為什麼要七次地強調侍奉?
[00:09:59.500 --> 00:10:03.500]  還有這個跟建立主愛的家有什麼關係呢?
[00:10:03.500 --> 00:10:06.500]  在這裡我們要看原文。
[00:10:06.500 --> 00:10:08.500]  我們看原文的時候,
[00:10:08.500 --> 00:10:13.500]  我們就發現侍奉它有僕人這個字根,
[00:10:13.500 --> 00:10:15.500]  有奴僕的意思,
[00:10:15.500 --> 00:10:20.500]  就是我是屬於某一個主人的,
[00:10:20.500 --> 00:10:22.500]  也有敬拜的含義。
[00:10:22.500 --> 00:10:27.500]  那些我們上洗禮班的弟兄姐妹就知道了,
[00:10:27.500 --> 00:10:31.500]  敬拜的也是侍奉這個詞,對嗎?
[00:10:31.500 --> 00:10:33.500]  因為我們整個生命就是敬拜,
[00:10:33.500 --> 00:10:37.500]  俠義的敬拜就是我們在這裡唱詩,敬拜神。
[00:10:37.500 --> 00:10:44.500]  可是那個只是一個整個人生向神來送贊的一個表示。
[00:10:44.500 --> 00:10:46.500]  我們在這裡敬拜,唱詩,
[00:10:46.500 --> 00:10:48.500]  說神啊,你是我的主。
[00:10:48.500 --> 00:10:50.500]  這個是一個什麼的縮影呢?
[00:10:50.500 --> 00:10:53.500]  是你一生,你就獻給神,
[00:10:53.500 --> 00:10:58.500]  你的一生就是一首詩歌,獻給上帝的詩歌。
[00:10:58.500 --> 00:11:01.500]  希望你這首詩歌是很好聽的,
[00:11:01.500 --> 00:11:06.500]  不一定完美,可能有破碎,可能有眼淚,可能有失望,
[00:11:06.500 --> 00:11:10.500]  但是你如果因為經歷神,你能夠再站起來,
[00:11:10.500 --> 00:11:15.500]  這首詩歌是非常非常美麗的。
[00:11:15.500 --> 00:11:18.500]  那麼,侍奉神其實是什麼呢?
[00:11:18.500 --> 00:11:24.500]  侍奉神就是承認神在我們生命中的主權,
[00:11:24.500 --> 00:11:26.500]  生命中的主權。
[00:11:26.500 --> 00:11:31.500]  然後是以敬拜的態度,活出對神的順服。
[00:11:31.500 --> 00:11:33.500]  弟兄姐妹,我想問你,
[00:11:33.500 --> 00:11:36.500]  你做基督徒這麼多年了,
[00:11:36.500 --> 00:11:44.500]  明白上帝的主權在你生命中的作用嗎?
[00:11:44.500 --> 00:11:49.500]  你有沒有發現,如果你真的是願意降服在神的主權,
[00:11:49.500 --> 00:11:53.500]  有很多你犯過的錯可以避免的。
[00:11:53.500 --> 00:11:58.500]  因為你順服祂,你不會鋌而走險,
[00:11:58.500 --> 00:12:02.500]  你不會衝動。
[00:12:02.500 --> 00:12:07.500]  然後在這裡呢,還有一點跟大家分享就是,
[00:12:07.500 --> 00:12:11.500]  我們不會活在真空的狀態。
[00:12:11.500 --> 00:12:15.500]  什麼意思呢?
[00:12:15.500 --> 00:12:22.500]  我們能不能夠說,我不必侍奉任何人,
[00:12:22.500 --> 00:12:27.500]  我就侍奉我自己。
[00:12:27.500 --> 00:12:29.500]  很多人是這樣想的啊。
[00:12:29.500 --> 00:12:32.500]  你們基督徒都是侍奉你們的上帝,
[00:12:32.500 --> 00:12:35.500]  我不是這套。
[00:12:35.500 --> 00:12:39.500]  我就是喜歡做我自己的人,
[00:12:39.500 --> 00:12:42.500]  做我自己喜歡做的事。
[00:12:42.500 --> 00:12:44.500]  我為我自己而活。
[00:12:44.500 --> 00:12:47.500]  有沒有聽過這樣的說法?
[00:12:47.500 --> 00:12:48.500]  有啊。
[00:12:48.500 --> 00:12:54.500]  那麼,其實呢,如果你仔細的想一想呢,
[00:12:54.500 --> 00:12:59.500]  我們每個人都沒有辦法活在一個真空的狀態。
[00:12:59.500 --> 00:13:04.500]  有些家長呢,他受了某些的思想的影響呢,
[00:13:04.500 --> 00:13:06.500]  他會有一種的想法。
[00:13:06.500 --> 00:13:08.500]  他說什麼呢?
[00:13:08.500 --> 00:13:14.500]  他說,我是不會在我孩子十八歲之前呢,
[00:13:14.500 --> 00:13:19.500]  叫他要信什麼信仰的。
[00:13:19.500 --> 00:13:22.500]  他說,我這個是對他最公平的。
[00:13:22.500 --> 00:13:24.500]  我要讓他有獨立的思考。
[00:13:24.500 --> 00:13:28.500]  等到他十八歲之後呢,他自己決定,
[00:13:28.500 --> 00:13:31.500]  那才是他自己要的信仰。
[00:13:31.500 --> 00:13:34.500]  聽起來好像很民主對不對?
[00:13:34.500 --> 00:13:38.500]  聽起來好像是一個很民主的家長,對嗎?
[00:13:38.500 --> 00:13:42.500]  但是這裡有一個盲點,那個盲點是什麼呢?
[00:13:42.500 --> 00:13:45.500]  你不好好的教導你的兒女,
[00:13:45.500 --> 00:13:49.500]  什麼是正確的信仰,什麼是真正的信仰,
[00:13:49.500 --> 00:13:52.500]  這個社會會教他的。
[00:13:52.500 --> 00:13:55.500]  這個社會教他另一套人生觀的。
[00:13:55.500 --> 00:14:02.500]  他的同學,他的老師,多媒體,
[00:14:02.500 --> 00:14:06.500]  他看的這些視頻,會教他的。
[00:14:06.500 --> 00:14:10.500]  會告訴他,這個世界沒有神。
[00:14:10.500 --> 00:14:15.500]  會告訴他,這個世界應該是弱弱強實的世界,
[00:14:15.500 --> 00:14:18.500]  所以你要把自己弄得強大。
[00:14:18.500 --> 00:14:20.500]  會有另一套信仰,
[00:14:20.500 --> 00:14:24.500]  他不會處於一個真空的狀態。
[00:14:24.500 --> 00:14:27.500]  我們人是不可能處於一個真空的狀態。
[00:14:27.500 --> 00:14:30.500]  潛移默化的,我們已經一直在受影響。
[00:14:30.500 --> 00:14:34.500]  從我們小小的時候到我們今天,
[00:14:34.500 --> 00:14:36.500]  為什麼我們在某一些事情上,
[00:14:36.500 --> 00:14:38.500]  有那樣的決定,有這樣的決定,
[00:14:38.500 --> 00:14:41.500]  有那樣的執著,不肯放手的事情。
[00:14:41.500 --> 00:14:49.500]  因為我們從小到大,都有很多很多很多事情在影響著我們,
[00:14:49.500 --> 00:14:51.500]  不會真空的。
[00:14:51.500 --> 00:14:55.500]  所以,家長很重要。
[00:14:55.500 --> 00:14:59.500]  上帝給你一個挺長的窗口,
[00:14:59.500 --> 00:15:02.500]  從他小小就很聽你的話。
[00:15:02.500 --> 00:15:06.500]  你如果不珍惜上帝給每個家長的窗口,
[00:15:06.500 --> 00:15:12.500]  好好的教他誰是上帝,誰是愛你的,
[00:15:12.500 --> 00:15:15.500]  誰是永遠愛你的,誰為你犧牲在十字架,
[00:15:15.500 --> 00:15:17.500]  你不好好的教他,
[00:15:17.500 --> 00:15:23.500]  你就錯失了上帝給每個家長一個蠻長的窗口。
[00:15:23.500 --> 00:15:26.500]  所以我們成年人也是一樣,
[00:15:26.500 --> 00:15:30.500]  我們如果不選擇侍奉上帝,
[00:15:30.500 --> 00:15:32.500]  就是不選擇明白他的真理,
[00:15:32.500 --> 00:15:35.500]  我們會在社會上自己累積,
[00:15:35.500 --> 00:15:38.500]  這個社會要餵我們吃的東西,
[00:15:38.500 --> 00:15:41.500]  我們就全部吞下去了。
[00:15:41.500 --> 00:15:43.500]  所以我們要理解。
[00:15:43.500 --> 00:15:49.500]  那麼,建立主愛的家,就是建立侍奉神的家。
[00:15:49.500 --> 00:15:51.500]  這個侍奉,不要誤會,
[00:15:51.500 --> 00:15:55.500]  這個侍奉不是說你一定要有什麼侍奉的崗位,
[00:15:55.500 --> 00:16:02.500]  我是一個什麼司司,我是一個什麼負責影音的,
[00:16:02.500 --> 00:16:06.500]  我是一個司勤,領事的崗位。
[00:16:06.500 --> 00:16:09.500]  我們聖經教我們的侍奉,
[00:16:09.500 --> 00:16:13.500]  是可以在教會裡面,可以在家庭裡面,
[00:16:13.500 --> 00:16:16.500]  可以在工作的地方,可以在親友當中,
[00:16:16.500 --> 00:16:19.500]  好好的聆聽,為了上帝聆聽別人的困難,
[00:16:19.500 --> 00:16:23.500]  為了上帝你可以給別人意見,幫助,
[00:16:23.500 --> 00:16:26.500]  已經是在侍奉,你為了上帝做的,
[00:16:26.500 --> 00:16:31.500]  你靠著上帝做的,就是在侍奉。
[00:16:31.500 --> 00:16:33.500]  你要建立主愛的家,
[00:16:33.500 --> 00:16:37.500]  你要讓家裡的每一個成員都明白,
[00:16:37.500 --> 00:16:39.500]  我們要為上帝而活,
[00:16:39.500 --> 00:16:42.500]  那個就是在侍奉。
[00:16:42.500 --> 00:16:44.500]  雅各說什麼呢?
[00:16:44.500 --> 00:16:49.500]  雅各說,信心沒有行為是死的。
[00:16:49.500 --> 00:16:53.500]  因為當時候有些人跑到另外一個極端了,
[00:16:53.500 --> 00:16:57.500]  說,信耶穌就可以了,信耶穌就可以了。
[00:16:57.500 --> 00:17:01.500]  然後行為沒有改變,也不去做善事,
[00:17:01.500 --> 00:17:05.500]  也不去幫助別人,信信耶穌就可以了。
[00:17:05.500 --> 00:17:09.500]  理論上是信耶穌就能夠得救,那當然,
[00:17:09.500 --> 00:17:14.500]  但是如果你的行為不能夠證明,
[00:17:14.500 --> 00:17:16.500]  你的生命是被上帝改變,
[00:17:16.500 --> 00:17:20.500]  那信心的行,沒有行為的信心,
[00:17:20.500 --> 00:17:22.500]  信心沒有行為是死的。
[00:17:22.500 --> 00:17:26.500]  所以如果你真的要建立主愛的家呢,
[00:17:26.500 --> 00:17:29.500]  特別如果你是一家之主,
[00:17:29.500 --> 00:17:31.500]  如果你是一家之主,
[00:17:31.500 --> 00:17:34.500]  你要想想怎樣使我的家,
[00:17:34.500 --> 00:17:38.500]  每個人都有侍奉神的心,
[00:17:38.500 --> 00:17:41.500]  起碼要有一個為神而活的心。
[00:17:41.500 --> 00:17:44.500]  你未必立刻就找到你能做的事情,
[00:17:44.500 --> 00:17:49.500]  但是起碼能不能夠有一個為神而活的心。
[00:17:49.500 --> 00:17:54.500]  我很感恩,我在大學的時候,
[00:17:54.500 --> 00:17:59.500]  就有願意拿很低的薪水,
[00:17:59.500 --> 00:18:08.500]  然後進入大學,幫助大學生了解信仰的那些大學生的幹事。
[00:18:08.500 --> 00:18:11.500]  他們是屬於一些機構的,薪水很低的。
[00:18:11.500 --> 00:18:13.500]  我為什麼知道他們薪水很低呢?
[00:18:13.500 --> 00:18:16.500]  因為有一次我們比較熟了,
[00:18:16.500 --> 00:18:18.500]  我通過別的人才發現,
[00:18:18.500 --> 00:18:27.500]  他們真的是連結婚生孩子都不敢。
[00:18:27.500 --> 00:18:29.500]  所以他們就進入到大學,
[00:18:29.500 --> 00:18:32.500]  教我們這麼重要的真理,
[00:18:32.500 --> 00:18:34.500]  告訴我們我們有雙重身份,
[00:18:34.500 --> 00:18:37.500]  告訴我們你今天是大學生,
[00:18:37.500 --> 00:18:40.500]  你同時也是為上帝而活的人,
[00:18:40.500 --> 00:18:41.500]  一個基督徒。
[00:18:41.500 --> 00:18:43.500]  以致我帶著這個雙重身份,
[00:18:43.500 --> 00:18:47.500]  去到我的第一份工作,第二份工作,
[00:18:47.500 --> 00:18:51.500]  都是雙重身份,
[00:18:51.500 --> 00:18:54.500]  我是為主而活。
[00:18:54.500 --> 00:18:58.500]  在你的親戚當中,都是為主而活。
[00:18:58.500 --> 00:19:03.500]  今年因為我的太太腳不舒服,
[00:19:03.500 --> 00:19:05.500]  那麼今年我們就沒回去。
[00:19:05.500 --> 00:19:07.500]  但是每年如果我們回去過年呢,
[00:19:07.500 --> 00:19:10.500]  我們的過年就是我們的短暄。
[00:19:10.500 --> 00:19:13.500]  基本上我們的親戚一定會
[00:19:13.500 --> 00:19:16.500]  這個拜訪,那個拜訪,那個拜訪。
[00:19:16.500 --> 00:19:23.500]  因為我們要讓他們知道神的愛。
[00:19:23.500 --> 00:19:26.500]  給大家一個反省問題,問一下大家,
[00:19:26.500 --> 00:19:31.500]  上帝是不是你侍奉的對象?
[00:19:31.500 --> 00:19:33.500]  你在建立神的家,
[00:19:33.500 --> 00:19:38.500]  上帝是不是你為他而活的對象?
[00:19:38.500 --> 00:19:40.500]  我們看第二個重點。
[00:19:40.500 --> 00:19:42.500]  第二個重點是講,
[00:19:42.500 --> 00:19:44.500]  要建立主愛的家,
[00:19:44.500 --> 00:19:46.500]  需要我們清楚選擇。
[00:19:46.500 --> 00:19:48.500]  在這段經文裡面,你讀來讀去,
[00:19:48.500 --> 00:19:51.500]  你會發現有一個很強的主題,
[00:19:51.500 --> 00:19:54.500]  就是約書亞跟這些以色列人說,
[00:19:54.500 --> 00:20:00.500]  你選,你選,選擇。
[00:20:00.500 --> 00:20:03.500]  我們看一下,在經文裡面哪裡,
[00:20:03.500 --> 00:20:08.500]  他說,你們要敬畏耶和華,
[00:20:08.500 --> 00:20:12.500]  然後要把這些其他的神除掉。
[00:20:12.500 --> 00:20:16.500]  如果你們以為侍奉耶和華是不好的,
[00:20:16.500 --> 00:20:18.500]  這件事情是不好的,
[00:20:18.500 --> 00:20:22.500]  今日就可以選擇所要侍奉的,選擇。
[00:20:22.500 --> 00:20:27.500]  就是你選擇,
[00:20:27.500 --> 00:20:29.500]  是一個很重要的主題,
[00:20:29.500 --> 00:20:31.500]  在這段經文裡面。
[00:20:31.500 --> 00:20:33.500]  聽眾姐妹,你有沒有發現,
[00:20:33.500 --> 00:20:35.500]  你人生最寶貴的一樣東西,
[00:20:35.500 --> 00:20:39.500]  就是有得選。
[00:20:39.500 --> 00:20:45.500]  為什麼上帝要我們選擇呢?
[00:20:45.500 --> 00:20:47.500]  上帝造我們的時候,
[00:20:47.500 --> 00:20:51.500]  為什麼要造我們有選擇的能力呢?
[00:20:51.500 --> 00:20:54.500]  你有沒有想過,上帝在造人的時候,
[00:20:54.500 --> 00:20:58.500]  未必一定要給人有選擇的能力的。
[00:20:58.500 --> 00:21:01.500]  很多人讀不懂那個,
[00:21:01.500 --> 00:21:06.500]  伊甸園裡面那顆分別善惡的樹的果子,
[00:21:06.500 --> 00:21:09.500]  不可以吃,那段經文上帝給的,
[00:21:09.500 --> 00:21:13.500]  那個樹的果子不可以吃的意思是什麼?
[00:21:13.500 --> 00:21:15.500]  基本上,如果你讀整段經文,
[00:21:15.500 --> 00:21:20.500]  你就發現,其他的樹的果子,
[00:21:20.500 --> 00:21:21.500]  他們都可以吃的,
[00:21:21.500 --> 00:21:24.500]  就是那一顆不可以吃。
[00:21:24.500 --> 00:21:26.500]  那個就是告訴什麼呢?
[00:21:26.500 --> 00:21:28.500]  有一條線,
[00:21:28.500 --> 00:21:32.500]  有線你才有機會可以選。
[00:21:32.500 --> 00:21:36.500]  你想想看,如果是什麼都沒有線的,
[00:21:36.500 --> 00:21:38.500]  你是沒有選擇,
[00:21:38.500 --> 00:21:41.500]  有線你才知道你的選擇權是真的。
[00:21:41.500 --> 00:21:43.500]  上帝給人的選擇權,
[00:21:43.500 --> 00:21:46.500]  是自由到什麼程度呢?
[00:21:46.500 --> 00:21:50.500]  自由到你可以違背它。
[00:21:50.500 --> 00:21:53.500]  有能力違背上,自由到這樣。
[00:21:53.500 --> 00:21:56.500]  這個當了很多年的父母最了解的,
[00:21:56.500 --> 00:21:57.500]  慢慢慢慢的,
[00:21:57.500 --> 00:22:03.500]  你就讓孩子自己反對你,都無所謂的。
[00:22:03.500 --> 00:22:06.500]  小時候,你做年輕的父母的時候,
[00:22:06.500 --> 00:22:08.500]  你還很糾結這件事情,
[00:22:08.500 --> 00:22:10.500]  不容許他反對你。
[00:22:10.500 --> 00:22:14.500]  我是你媽,就不容許他反對他。
[00:22:14.500 --> 00:22:17.500]  但是慢慢慢慢你就發現了,
[00:22:17.500 --> 00:22:20.500]  原來真愛是要讓他自己去怎麼樣呢?
[00:22:20.500 --> 00:22:23.500]  做決定,做選擇。
[00:22:23.500 --> 00:22:25.500]  因為那才是真的自由,
[00:22:25.500 --> 00:22:27.500]  那才是真的成長。
[00:22:27.500 --> 00:22:30.500]  上帝給我們能夠選擇,
