
[00:00:00.000 --> 00:00:06.120]  今天的講題是「在至高之處榮耀歸於實」
[00:02:12.480 --> 00:02:18.680]  並神和人喜愛他的心都一同增長」
[00:02:18.680 --> 00:02:22.080]  其實原來當我們在屬靈上
[00:02:22.080 --> 00:02:25.080]  在新良上我們有增長的時候
[00:02:25.080 --> 00:02:28.480]  其實神和人喜愛我們的心
[00:02:28.480 --> 00:02:31.080]  我們和耶穌一樣都會增長
[00:02:31.080 --> 00:02:34.880]  所以願意我們在聖誕節快要來的時候
[00:02:34.880 --> 00:02:36.280]  我們都預備好心
[00:02:36.280 --> 00:02:38.680]  成為上帝所喜悅的人
[00:02:38.680 --> 00:02:40.680]  祝福的人、恩寵的人
[00:02:40.680 --> 00:02:45.880]  並且得著上帝所應許的那份無人能奪的平安
[00:02:45.880 --> 00:02:48.880]  我們在開始之前都一起禱告
[00:02:48.880 --> 00:02:53.480]  親愛的天父上帝 我們感謝你
[00:02:53.480 --> 00:02:57.880]  實在的一切都是源於你 也都本乎你
[00:02:57.880 --> 00:03:01.080]  在二千多年前 我們沒有想過的時候
[00:03:01.080 --> 00:03:04.680]  你就猜拳了你的獨生兒子 耶穌基督
[00:03:04.680 --> 00:03:06.680]  降臨在這個世界上
[00:03:06.680 --> 00:03:08.280]  因著你這個美好的旨意
[00:03:08.280 --> 00:03:10.880]  我們可以藉著耶穌基督與你和好
[00:03:10.880 --> 00:03:15.280]  並且你又將這個勸人與你和好的使命
[00:03:15.280 --> 00:03:16.880]  交給我們
[00:03:16.880 --> 00:03:18.880]  主我們感謝你
[00:03:18.880 --> 00:03:21.080]  天父上帝 我們很盼望
[00:03:21.080 --> 00:03:22.680]  就像剛才所說
[00:03:22.680 --> 00:03:25.080]  我們很盼望像耶穌基督一樣
[00:03:25.080 --> 00:03:29.080]  我們有人和神喜愛我們的心
[00:03:29.080 --> 00:03:32.280]  我們成為主你所喜悅的人、祝福的人
[00:03:32.280 --> 00:03:37.680]  以至他的生命流露出主你自己的那份光輝、那份榮美的時候
[00:03:37.680 --> 00:03:41.480]  就能夠見證主你的恩典是何其大
[00:03:41.480 --> 00:03:43.080]  天父上帝 我們也都求你
[00:03:43.080 --> 00:03:45.080]  祝福今天的崇拜
[00:03:45.080 --> 00:03:47.480]  願主你去潔淨孩子的口
[00:03:47.480 --> 00:03:50.880]  聖靈你在我們心中親自的動功
[00:03:50.880 --> 00:03:53.280]  讓我們在你裡面同感一靈
[00:03:53.280 --> 00:03:57.280]  一起領受主你自己寶貴的話語、你的信實
[00:03:57.280 --> 00:03:59.080]  從中有美好的得著
[00:03:59.080 --> 00:04:00.680]  我們願榮耀眾贊歸給你
[00:04:00.680 --> 00:04:04.280]  多謝主 誰聽我們禱告 乃是奉靠耶穌基督 保佑我們明智
[00:04:04.280 --> 00:04:06.280]  阿們
[00:04:06.280 --> 00:04:10.080]  我們今天也看看
[00:04:10.080 --> 00:04:12.280]  今天的經文不是羅家福音
[00:04:12.280 --> 00:04:16.480]  是在彼得後書三章十四到十八節
[00:04:16.480 --> 00:04:19.480]  今天其實十四至十八節都很短
[00:04:19.480 --> 00:04:23.880]  五節 但是我還抽了一些經節來讀
[00:04:23.880 --> 00:04:26.880]  有一些我就跳過去了
[00:04:26.880 --> 00:04:30.280]  不要緊 我們先讀重要的部分
[00:04:30.280 --> 00:04:32.080]  我們一起來 一二三
[00:04:32.080 --> 00:04:34.080]  所以 親愛的
[00:04:34.080 --> 00:04:37.080]  既然你們等候這些事
[00:04:37.080 --> 00:04:40.480]  就要竭力使自己沒有顛窩
[00:04:40.480 --> 00:04:44.280]  無可指責 在主前和睦
[00:04:44.280 --> 00:04:46.480]  所以 親愛的
[00:04:46.480 --> 00:04:49.880]  既然你們預先知道這些事
[00:04:49.880 --> 00:04:51.480]  就當防備
[00:04:51.480 --> 00:04:54.680]  免得被惡人的錯謀誘惑
[00:04:54.680 --> 00:04:58.280]  從自己穩定的立場上墜落
[00:04:58.280 --> 00:05:01.280]  你們倒要在我們的主
[00:05:01.280 --> 00:05:06.480]  和救主耶穌基督的恩典和知識上有長進
[00:05:06.480 --> 00:05:08.480]  願榮耀歸給他
[00:05:08.480 --> 00:05:11.480]  從今直到永遠之日
[00:05:11.480 --> 00:05:12.880]  阿們
[00:05:12.880 --> 00:05:15.080]  所以彼得在說什麼呢?
[00:05:15.080 --> 00:05:16.480]  我們的門法系列
[00:05:16.480 --> 00:05:21.080]  彼得前書後書到現在已經到了最後一個段落
[00:05:21.080 --> 00:05:23.480]  他說到兩次 我故意剪掉了
[00:05:23.480 --> 00:05:24.480]  原因是兩次
[00:05:24.480 --> 00:05:27.480]  所以 親愛的
[00:05:27.480 --> 00:05:29.480]  我們在末世的時候
[00:05:29.480 --> 00:05:31.480]  我們在等這些事
[00:05:31.480 --> 00:05:33.480]  這些事是什麼事呢?
[00:05:33.480 --> 00:05:36.480]  我們等候耶穌基督榮耀的再來
[00:05:36.480 --> 00:05:38.480]  我們等候上帝所應許
[00:05:38.480 --> 00:05:42.480]  公義美好的新天新地的來臨
[00:05:42.480 --> 00:05:45.480]  我們等候我們處於這個世代
[00:05:45.480 --> 00:05:48.480]  這個天空 這個天地
[00:05:48.480 --> 00:05:52.480]  會廢去 會有一天完全的銷毀的時候
[00:05:52.480 --> 00:05:54.480]  這些是上一次林牧師
[00:05:54.480 --> 00:05:56.480]  和我們講道的時候有分享過
[00:05:56.480 --> 00:05:59.480]  我們在等候這些事的時候
[00:05:59.480 --> 00:06:01.480]  第一十四節
[00:06:01.480 --> 00:06:02.480]  他這樣說
[00:06:02.480 --> 00:06:06.480]  我們要竭力使自己無顛窩 無可指責
[00:06:06.480 --> 00:06:08.480]  在主前和睦
[00:06:08.480 --> 00:06:11.480]  又或者在另一個翻譯本
[00:06:11.480 --> 00:06:12.480]  其實是說我們可以
[00:06:12.480 --> 00:06:14.480]  因為我們無顛窩 無指責
[00:06:14.480 --> 00:06:17.480]  所以我們可以安然去見主
[00:06:17.480 --> 00:06:19.480]  除了這個之外
[00:06:19.480 --> 00:06:21.480]  除了我們自己要努力確保自己
[00:06:21.480 --> 00:06:24.480]  我每天要反省 要悔改
[00:06:24.480 --> 00:06:25.480]  我們認罪
[00:06:25.480 --> 00:06:27.480]  我們要竭力讓自己無顛窩 無指責
[00:06:27.480 --> 00:06:29.480]  以外還有什麼呢?
[00:06:29.480 --> 00:06:30.480]  第二點
[00:06:30.480 --> 00:06:32.480]  所以親愛的你們既然知道
[00:06:32.480 --> 00:06:35.480]  這些事要防備 防備什麼呢?
[00:06:35.480 --> 00:06:39.480]  防備一些惡人 一些假教師
[00:06:39.480 --> 00:06:42.480]  免得我們被他們引誘誘惑
[00:06:42.480 --> 00:06:44.480]  被他們錯謀誘惑
[00:06:44.480 --> 00:06:49.480]  讓我們在堅定穩定的立場上墜落
[00:06:49.480 --> 00:06:53.480]  怎樣可以避過這些試探呢?
[00:06:53.480 --> 00:06:55.480]  我好像說到要結束
[00:06:55.480 --> 00:06:56.480]  第十八節
[00:06:56.480 --> 00:07:05.480]  你們禱要在我們的主和救主耶穌基督的恩典和知識上有進步
[00:07:05.480 --> 00:07:13.480]  原來我們在救主耶穌基督的恩典和知識上有進步
[00:07:13.480 --> 00:07:17.480]  我們才可以避過世上種種試探誘惑
[00:07:17.480 --> 00:07:24.480]  也不會被假教師假師傅偏離正道
[00:07:24.480 --> 00:07:27.480]  從而我們才可以與神和好
[00:07:27.480 --> 00:07:30.480]  成為神所喜悅所悅納的人
[00:07:30.480 --> 00:07:33.480]  你們看到今天有這兩個大部分
[00:07:33.480 --> 00:07:36.480]  我先說後面這個部分
[00:07:36.480 --> 00:07:39.480]  我們在世上有很多假教師
[00:07:39.480 --> 00:07:44.480]  或者一些似是而非的想法誤導我們
[00:07:44.480 --> 00:07:47.480]  引領我們偏離正道
[00:07:47.480 --> 00:07:50.480]  異端邪說你們有聽說過
[00:07:50.480 --> 00:07:53.480]  例如耶和華見證人
[00:07:53.480 --> 00:07:56.480]  例如摩利道門的那些叫什麼?
[00:07:56.480 --> 00:07:58.480]  摩門教
[00:07:58.480 --> 00:08:00.480]  例如中國我們有聽說過
[00:08:00.480 --> 00:08:01.480]  有全能神
[00:08:01.480 --> 00:08:02.480]  有女基督
[00:08:02.480 --> 00:08:03.480]  基督竟然是女的
[00:08:03.480 --> 00:08:06.480]  又或者東方閃電等等
[00:08:06.480 --> 00:08:11.480]  最近我們還有聽到很多來自韓國的異端
[00:08:11.480 --> 00:08:15.480]  早前我們同工會林牧師也提醒
[00:08:15.480 --> 00:08:19.480]  他們趁12月我們慶祝耶穌基督生日
[00:08:19.480 --> 00:08:24.480]  他們也努力去做傳教
[00:08:24.480 --> 00:08:25.480]  傳他們的異端
[00:08:25.480 --> 00:08:28.480]  所以我們真的要特別小心
[00:08:28.480 --> 00:08:33.480]  不過我今天就不特別多說異端這個部分
[00:08:33.480 --> 00:08:36.480]  因為整個彼得後書
[00:08:36.480 --> 00:08:40.480]  彼得是對應當時有很多假師傅假教師
[00:08:40.480 --> 00:08:42.480]  我們有三章
[00:08:42.480 --> 00:08:44.480]  第二章整個第二章都是說假教師假師傅
[00:08:44.480 --> 00:08:46.480]  說異端邪說
[00:08:46.480 --> 00:08:48.480]  所以我不特別再提了
[00:08:48.480 --> 00:08:51.480]  因為很多目者已經覆蓋了這個部分
[00:08:51.480 --> 00:08:55.480]  但是我發現原來我們的世俗洪流
[00:08:55.480 --> 00:08:57.480]  我們的文化
[00:08:57.480 --> 00:08:59.480]  每日的報道新聞等等
[00:08:59.480 --> 00:09:00.480]  其實對於我們來說
[00:09:00.480 --> 00:09:02.480]  都是可以是很大的誘惑
[00:09:02.480 --> 00:09:04.480]  以致我們會偏離正道
[00:09:04.480 --> 00:09:06.480]  最近有一個消息
[00:09:06.480 --> 00:09:09.480]  本身是很震撼人心的
[00:09:09.480 --> 00:09:10.480]  但是在想的時候
[00:09:10.480 --> 00:09:12.480]  原來它是對於我們當中
[00:09:12.480 --> 00:09:14.480]  可能有患重病
[00:09:14.480 --> 00:09:15.480]  長期病的人
[00:09:15.480 --> 00:09:19.480]  或者老人家是一個很大的誘惑
[00:09:19.480 --> 00:09:21.480]  不知道我這樣說的時候
[00:09:21.480 --> 00:09:24.480]  你們會不會想到下一個什麼消息呢?
[00:09:24.480 --> 00:09:26.480]  這個有點難想
[00:09:26.480 --> 00:09:28.480]  我也猜不到
[00:09:28.480 --> 00:09:30.480]  但是因為面對這個情況
[00:09:30.480 --> 00:09:32.480]  有姐妹有這樣的想法
[00:09:32.480 --> 00:09:35.480]  我就發現我必須要在這裡再應對一下
[00:09:35.480 --> 00:09:38.480]  是瓊瑤輕生的消息
[00:09:38.480 --> 00:09:40.480]  大家有看報紙就知道
[00:09:40.480 --> 00:09:42.480]  瓊瑤其實大家都知道
[00:09:42.480 --> 00:09:43.480]  她是大文豪
[00:09:43.480 --> 00:09:45.480]  《還珠格格》大家都有看過
[00:09:45.480 --> 00:09:47.480]  但是一看的時候
[00:09:47.480 --> 00:09:49.480]  瓊瑤輕生?
[00:09:49.480 --> 00:09:51.480]  她不是很老了嗎?
[00:09:51.480 --> 00:09:52.480]  我們再看報紙
[00:09:52.480 --> 00:09:53.480]  她寫了86歲
[00:09:53.480 --> 00:09:55.480]  86歲都看不開
[00:09:55.480 --> 00:09:56.480]  都要輕生
[00:09:56.480 --> 00:09:59.480]  當我們再看新聞的時候
[00:09:59.480 --> 00:10:02.480]  我們發現當中固然我們真的很惋惜
[00:10:02.480 --> 00:10:05.480]  為什麼一個文人又殞落了
[00:10:05.480 --> 00:10:07.480]  但是當我們再看新聞
[00:10:07.480 --> 00:10:09.480]  再看她給我們的貼文
[00:10:09.480 --> 00:10:11.480]  或者她的遺書
[00:10:11.480 --> 00:10:14.480]  她形容她的輕生是怎麼樣的?
[00:10:14.480 --> 00:10:17.480]  什麼?
[00:10:17.480 --> 00:10:23.480]  她生命是自主
[00:10:23.480 --> 00:10:24.480]  其實你們看過
[00:10:24.480 --> 00:10:27.480]  或者她是偏然的離去
[00:10:27.480 --> 00:10:30.480]  她是自由的、淒美的
[00:10:30.480 --> 00:10:32.480]  好像雪花一樣飛去
[00:10:32.480 --> 00:10:34.480]  就像姐妹剛才說
[00:10:34.480 --> 00:10:35.480]  她生命是自主
[00:10:35.480 --> 00:10:38.480]  她選擇不再聽天由命
[00:10:38.480 --> 00:10:40.480]  她說人生有很多件大事
[00:10:40.480 --> 00:10:41.480]  最後一件大事
[00:10:41.480 --> 00:10:45.480]  她要自己作主
[00:10:45.480 --> 00:10:48.480]  她選擇快樂的歸去
[00:10:48.480 --> 00:10:52.480]  我真的無意要詆毀這位名人
[00:10:52.480 --> 00:10:55.480]  其實《還珠格格》我也有看過
[00:10:55.480 --> 00:10:56.480]  看過她的書
[00:10:56.480 --> 00:10:58.480]  但是你知不知道瓊瑤這個舉動
[00:10:58.480 --> 00:11:01.480]  其實對於我們來說有多大的影響力
[00:11:01.480 --> 00:11:02.480]  有多大的衝擊
[00:11:02.480 --> 00:11:07.480]  我昨晚有機會和中學同學吃飯
[00:11:07.480 --> 00:11:11.480]  他們都覺得瓊瑤這個舉動
[00:11:11.480 --> 00:11:13.480]  可能我可以參考
[00:11:13.480 --> 00:11:16.480]  我心裡面的影響力其實真的很大
[00:11:16.480 --> 00:11:18.480]  同樣的
[00:11:18.480 --> 00:11:21.480]  當時早幾天有位姐妹跟我說
[00:11:21.480 --> 00:11:23.480]  她也要學瓊瑤一樣
[00:11:23.480 --> 00:11:25.480]  她要選擇無痛的死亡
[00:11:25.480 --> 00:11:28.480]  她要選擇快樂的歸去
[00:11:28.480 --> 00:11:29.480]  她說如果患病的話
[00:11:29.480 --> 00:11:32.480]  我也不想去接受任何治療
[00:11:32.480 --> 00:11:34.480]  令自己受少一點痛苦不好嗎
[00:11:34.480 --> 00:11:36.480]  我可以快點見主面
[00:11:36.480 --> 00:11:38.480]  她真的這樣說
[00:11:38.480 --> 00:11:39.480]  就這樣聽下去
[00:11:39.480 --> 00:11:41.480]  你覺得快點見主面好像挺好的
[00:11:41.480 --> 00:11:43.480]  好像沒有什麼問題
[00:11:43.480 --> 00:11:46.480]  人都是很想趨吉避凶
[00:11:46.480 --> 00:11:48.480]  可以的話免除痛苦
[00:11:48.480 --> 00:11:50.480]  也不知道多好
[00:11:50.480 --> 00:11:51.480]  還有
[00:11:51.480 --> 00:11:53.480]  盡量不要麻煩身邊的人
[00:11:53.480 --> 00:11:55.480]  不要麻煩子女
[00:11:55.480 --> 00:11:58.480]  舒舒服服漂漂亮亮的去世吧
[00:11:58.480 --> 00:12:01.480]  揮一揮衣就不帶走
[00:12:01.480 --> 00:12:03.480]  一片雲彩
[00:12:03.480 --> 00:12:05.480]  很優雅
[00:12:05.480 --> 00:12:06.480]  但是什麼
[00:12:06.480 --> 00:12:09.480]  但是當我們真的這樣想的時候
[00:12:09.480 --> 00:12:14.480]  這個姐妹其實已經受到世俗思想的影響
[00:12:14.480 --> 00:12:16.480]  她已經不相信上帝的引領
[00:12:16.480 --> 00:12:18.480]  上帝的安排
[00:12:18.480 --> 00:12:21.480]  她選擇了不等候主
[00:12:21.480 --> 00:12:24.480]  她選擇了自己作主
[00:12:24.480 --> 00:12:26.480]  自己決定自己的生死
[00:12:26.480 --> 00:12:29.480]  那我想問一下
[00:12:29.480 --> 00:12:31.480]  她是不是真的還在信主呢
[00:12:31.480 --> 00:12:33.480]  另外
[00:12:33.480 --> 00:12:36.480]  基督是不是真的她生命的主呢
[00:12:36.480 --> 00:12:39.480]  好像不是
[00:12:39.480 --> 00:12:41.480]  還有當我們再想多一步
[00:12:41.480 --> 00:12:43.480]  如果到時候她真的告訴我們
[00:12:43.480 --> 00:12:45.480]  她真的這樣做的時候
[00:12:45.480 --> 00:12:47.480]  上帝清楚知道
[00:12:47.480 --> 00:12:49.480]  其實你我都清楚知道
[00:12:49.480 --> 00:12:51.480]  這是一個慢性的自殺
[00:12:51.480 --> 00:12:55.480]  她依然犯了十誡當中不可殺人的罪
[00:12:55.480 --> 00:12:59.480]  本來信主很多年乖乖地一直回教會
[00:12:59.480 --> 00:13:01.480]  一直持守真道
[00:13:01.480 --> 00:13:02.480]  對身邊的弟兄姊妹
[00:13:02.480 --> 00:13:04.480]  對身邊的朋友家人都很好
[00:13:04.480 --> 00:13:06.480]  她預備上天堂
[00:13:06.480 --> 00:13:09.480]  等候最好的新天新地
[00:13:09.480 --> 00:13:12.480]  但是如果她做了這個選擇
[00:13:12.480 --> 00:13:16.480]  短期內她真的可以減少痛苦
[00:13:16.480 --> 00:13:19.480]  不過長期永遠的
[00:13:19.480 --> 00:13:21.480]  是永遠的沉淪
[00:13:21.480 --> 00:13:27.480]  所以若然我們沒有在上主的知識和恩典上長進
[00:13:27.480 --> 00:13:29.480]  我們沒有留意到
[00:13:29.480 --> 00:13:32.480]  我們原來會被世俗去玷污
[00:13:32.480 --> 00:13:33.480]  我們單憑自己的直覺
[00:13:33.480 --> 00:13:35.480]  自己的感覺去做選擇
[00:13:35.480 --> 00:13:37.480]  好像很好
[00:13:37.480 --> 00:13:38.480]  去做決定
[00:13:38.480 --> 00:13:41.480]  我們真的很容易被思想洪流帶走
[00:13:41.480 --> 00:13:44.480]  跟隨別人的錯貌引導
[00:13:44.480 --> 00:13:46.480]  我們就從自己本身很堅固
[00:13:46.480 --> 00:13:49.480]  堅實的地步上墜落
[00:13:49.480 --> 00:13:52.480]  我們再看「墜落」這個字
[00:13:52.480 --> 00:13:54.480]  或是17節最後的兩個字
[00:13:54.480 --> 00:13:56.480]  彼得是說墜落
[00:13:56.480 --> 00:13:57.480]  他不是說失腳
[00:13:57.480 --> 00:14:00.480]  不是說我們從自己穩定的立場上失腳這麼簡單
[00:14:00.480 --> 00:14:01.480]  意思是什麼?
[00:14:01.480 --> 00:14:03.480]  本身我們可以有天堂
[00:14:03.480 --> 00:14:04.480]  是有一票
[00:14:04.480 --> 00:14:05.480]  我們可以進入天堂
[00:14:05.480 --> 00:14:06.480]  可以上天堂
[00:14:06.480 --> 00:14:08.480]  但是如今
[00:14:08.480 --> 00:14:10.480]  如果我們跟隨了賈教師、賈師傅
[00:14:10.480 --> 00:14:13.480]  或者一些其他的文化衝擊的時候
[00:14:13.480 --> 00:14:16.480]  我們就會墮落到永遠的沉淪當中
[00:14:16.480 --> 00:14:19.480]  所以世俗的洪流
[00:14:19.480 --> 00:14:21.480]  有多深影響我們
[00:14:21.480 --> 00:14:23.480]  有多衝擊我們
[00:14:23.480 --> 00:14:25.480]  你們知不知道?
[00:14:25.480 --> 00:14:27.480]  可能你說
[00:14:27.480 --> 00:14:28.480]  我知道了
[00:14:28.480 --> 00:14:30.480]  我不會像瓊瑤那樣
[00:14:30.480 --> 00:14:32.480]  或者我還年輕
[00:14:32.480 --> 00:14:34.480]  我不會想這些東西
[00:14:34.480 --> 00:14:36.480]  不過我這樣說
[00:14:36.480 --> 00:14:38.480]  這個世代真的很混亂
[00:14:38.480 --> 00:14:40.480]  我們在這個大染缸裡
[00:14:40.480 --> 00:14:43.480]  我們怎樣真的可以做到無顛窩
[00:14:43.480 --> 00:14:46.480]  無指責、零死角呢?
[00:14:46.480 --> 00:14:49.480]  我打開這段經文的時候
[00:14:49.480 --> 00:14:50.480]  我心裡就覺得
[00:14:50.480 --> 00:14:52.480]  是我們知道我們要聖潔
[00:14:52.480 --> 00:14:54.480]  因為我們上主要是聖潔
[00:14:54.480 --> 00:14:55.480]  怎樣才可以做到呢?
[00:14:55.480 --> 00:14:56.480]  這個世代就是這樣
[00:14:56.480 --> 00:14:59.480]  我們活在這個文化當中就是這樣
[00:14:59.480 --> 00:15:02.480]  說一個輕鬆一點的例子
[00:15:02.480 --> 00:15:05.480]  大家有沒有燒過東西吃?
[00:15:05.480 --> 00:15:07.480]  都有燒過東西吃,是吧?
[00:15:07.480 --> 00:15:11.480]  燒過東西吃你們會穿什麼衣服去?
[00:15:11.480 --> 00:15:13.480]  會穿白色衣服?
[00:15:13.480 --> 00:15:14.480]  不會吧
[00:15:14.480 --> 00:15:16.480]  會穿白色褲子?
[00:15:16.480 --> 00:15:18.480]  不會吧,是吧?
[00:15:18.480 --> 00:15:19.480]  為什麼呢?
[00:15:19.480 --> 00:15:20.480]  因為就算你覺得
[00:15:20.480 --> 00:15:23.480]  我真的是一個很小心謹慎的人
[00:15:23.480 --> 00:15:25.480]  當日你沒有碰到那些炭
[00:15:25.480 --> 00:15:29.480]  你給一些有勇氣的弟兄去處理那些炭
[00:15:29.480 --> 00:15:33.480]  你沒有被飛客飛客的煤炭屎沾染
[00:15:33.480 --> 00:15:37.480]  你沒有不小心把蜜糖滴到身上
[00:15:37.480 --> 00:15:38.480]  還要
[00:15:38.480 --> 00:15:40.480]  你要小心不要被隔壁的人的叉燒到
[00:15:40.480 --> 00:15:43.480]  或者他的牛扒那些東西燒到
[00:15:43.480 --> 00:15:45.480]  好了,我當你一切都沒有了
[00:15:45.480 --> 00:15:48.480]  你平平安安地回到家裡
[00:15:48.480 --> 00:15:50.480]  很開心,吃完了
[00:15:50.480 --> 00:15:53.480]  你回到家裡第一件事你會做什麼?
[00:15:53.480 --> 00:15:55.480]  洗澡,是吧
[00:15:55.480 --> 00:15:57.480]  換衣服洗澡,為什麼呢?
[00:15:57.480 --> 00:16:00.480]  沒有髒,沒有污染到
[00:16:00.480 --> 00:16:01.480]  那些味道
[00:16:01.480 --> 00:16:04.480]  其實暗地裡我們已經吸了那些味道
[00:16:04.480 --> 00:16:05.480]  你不要穿毛絨絨的去
[00:16:05.480 --> 00:16:07.480]  更加吸味,是吧?
[00:16:07.480 --> 00:16:10.480]  就算你身上看不到肉眼上
[00:16:10.480 --> 00:16:12.480]  看不到任何的污點
[00:16:12.480 --> 00:16:13.480]  你身上的味道
[00:16:13.480 --> 00:16:15.480]  你頭髮也要洗
[00:16:15.480 --> 00:16:17.480]  頭髮也要吸那些味道
[00:16:17.480 --> 00:16:20.480]  全身有那種燒烤的味道
[00:16:20.480 --> 00:16:23.480]  同樣道理,我們活在這個文化穿越當中
[00:16:23.480 --> 00:16:28.480]  我們每天浸淫在這個彎曲薄茂的世代裡面
[00:16:28.480 --> 00:16:29.480]  大環境裡面
[00:16:29.480 --> 00:16:33.480]  我們每天無日無之地被這個社會的意識形態
[00:16:33.480 --> 00:16:37.480]  被它思想潮流所影響所衝擊
[00:16:37.480 --> 00:16:41.480]  你知不知道自己是一個什麼狀態?
[00:16:41.480 --> 00:16:43.480]  你現在聞不到自己的燒烤味
[00:16:43.480 --> 00:16:46.480]  你知不知道自己是一個什麼狀態?
[00:16:46.480 --> 00:16:48.480]  我們有沒有自結?
[00:16:48.480 --> 00:16:50.480]  有沒有脫離卑賤的事
[00:16:50.480 --> 00:16:54.480]  成為上帝貴重,合用的器皿?
[00:16:54.480 --> 00:16:56.480]  還是我們已經被他們潛移默化
[00:16:56.480 --> 00:16:59.480]  其實,咦,多舒服啊,多好啊
[00:16:59.480 --> 00:17:01.480]  燒烤味多香啊
[00:17:01.480 --> 00:17:04.480]  我講一點點例子吧
[00:17:04.480 --> 00:17:06.480]  當中我們應該有人做生意
[00:17:06.480 --> 00:17:08.480]  或者為事業打拼
[00:17:08.480 --> 00:17:11.480]  我相信我們當中不乏這些人
[00:17:11.480 --> 00:17:14.480]  或多或少我們都要靠一些關係
[00:17:14.480 --> 00:17:17.480]  勢力、才能
[00:17:17.480 --> 00:17:19.480]  搭一下隔離的肩膀
[00:17:19.480 --> 00:17:20.480]  甚至我也不知道
[00:17:20.480 --> 00:17:23.480]  有沒有一些特別的飯局要去吃呢?
[00:17:23.480 --> 00:17:29.480]  有沒有一些偏偏灰色一點的手段、方法
[00:17:29.480 --> 00:17:31.480]  有沒有做過呢?
[00:17:31.480 --> 00:17:34.480]  信仰上我們妥協了一次
[00:17:34.480 --> 00:17:39.480]  你知道就會有第二次、第三次
[00:17:39.480 --> 00:17:41.480]  你靠著什麼去賺取
[00:17:41.480 --> 00:17:45.480]  去獲得你想得到的東西呢?
[00:17:45.480 --> 00:17:47.480]  另外,過去我是做
[00:17:47.480 --> 00:17:51.480]  現在是服務姐妹區
[00:17:51.480 --> 00:17:52.480]  是姐妹區侍奉
[00:17:52.480 --> 00:17:55.480]  但過去我都是做年輕人的工作
[00:17:55.480 --> 00:17:58.480]  我很看重小朋友的教育
[00:17:58.480 --> 00:18:00.480]  我相信大家也是
[00:18:00.480 --> 00:18:03.480]  而這個年代大家說要贏在什麼?
[00:18:03.480 --> 00:18:05.480]  贏在起跑線
[00:18:05.480 --> 00:18:07.480]  你們知道了
[00:18:07.480 --> 00:18:09.480]  這個社會的趨勢
[00:18:09.480 --> 00:18:11.480]  你見到很瘋狂
[00:18:11.480 --> 00:18:13.480]  幼稚園已經要報兩間學校
[00:18:13.480 --> 00:18:16.480]  然後有一個很漂亮的學業證書
[00:18:16.480 --> 00:18:18.480]  為了要入名校
