
[00:00:00.000 --> 00:00:03.320]  接下來也讓我們預備我們的心聆聽主
[00:02:17.920 --> 00:02:22.720]  這一本是講述由創世紀開始
[00:02:22.720 --> 00:02:26.520]  神創造天地 人的墮落
[00:02:26.520 --> 00:02:28.320]  神預備的救贖
[00:02:28.320 --> 00:02:33.920]  一直發展到今天我所說的最後這一句話
[00:02:33.920 --> 00:02:39.120]  啟示錄不單止是剛才所說的
[00:02:39.120 --> 00:02:44.920]  也是總結了整本聖經的那一句話
[00:02:44.920 --> 00:02:47.320]  「我必快來」
[00:02:47.320 --> 00:02:49.320]  這個「我必快來」
[00:02:49.320 --> 00:02:53.120]  也不是代表我們之前所聽到
[00:02:53.120 --> 00:02:57.320]  啟示錄裡面有很多恐怖的場面
[00:02:57.320 --> 00:02:59.520]  很多審判的畫面
[00:02:59.520 --> 00:03:01.520]  而是告訴我們
[00:03:01.520 --> 00:03:07.320]  是一個充滿著恩典和盼望的邀請聲音
[00:03:07.320 --> 00:03:11.920]  我們說為什麼這麼重要「我必快來」
[00:03:11.920 --> 00:03:14.720]  在這段短短的經文裡面
[00:03:14.720 --> 00:03:17.520]  出現了三次的宣告
[00:03:17.520 --> 00:03:21.320]  第一次是在22章7節
[00:03:21.320 --> 00:03:23.320]  「漢娜 我必快來」
[00:03:23.320 --> 00:03:26.320]  第二次是22章12節
[00:03:26.320 --> 00:03:29.720]  同樣都是「漢娜 我必快來」
[00:03:29.720 --> 00:03:33.520]  第三次是在20節那裡
[00:03:33.520 --> 00:03:36.320]  「事了 我必快來」
[00:03:36.320 --> 00:03:39.720]  這裡的重複不是告訴我們
[00:03:39.720 --> 00:03:42.520]  為什麼要不斷重複說
[00:03:42.520 --> 00:03:45.520]  而是刻意地告訴我們
[00:03:45.520 --> 00:03:47.720]  我們作為神的子民
[00:03:47.720 --> 00:03:52.320]  我們要聽到這個最後的呼聲
[00:03:52.320 --> 00:03:55.320]  所以今天我們一起來看看
[00:03:55.320 --> 00:03:59.520]  這段經文我們說了什麼
[00:03:59.520 --> 00:04:01.720]  第一個部分我們說
[00:04:01.720 --> 00:04:04.920]  神的話語是確句
[00:04:04.920 --> 00:04:08.720]  在第6至9節那裡這麼說
[00:04:08.720 --> 00:04:10.120]  我們一起讀一下
[00:04:10.120 --> 00:04:12.920]  「天使又對我們說
[00:04:12.920 --> 00:04:16.120]  這些話是真實可信的
[00:04:16.120 --> 00:04:20.520]  主就是眾先知被感知靈的實
[00:04:20.520 --> 00:04:22.720]  差遣他的使者
[00:04:22.720 --> 00:04:27.320]  將那必要快成的事指示他僕人
[00:04:27.320 --> 00:04:29.920]  漢娜 我必快來
[00:04:29.920 --> 00:04:34.720]  凡遵守這書上預言的有福了」
[00:04:34.720 --> 00:04:39.320]  「這些事是我若漢所聽見
[00:04:39.320 --> 00:04:40.920]  所看見的
[00:04:40.920 --> 00:04:43.920]  我既聽見 看見了
[00:04:43.920 --> 00:04:47.320]  就在指示我的天使腳前
[00:04:47.320 --> 00:04:49.520]  俯伏要拜他
[00:04:49.520 --> 00:04:52.720]  他對我說 千萬不可
[00:04:52.720 --> 00:04:56.720]  我與你和你的弟兄眾先知
[00:04:56.720 --> 00:05:00.520]  並那些守這書上言語的人
[00:05:00.520 --> 00:05:02.920]  同是作僕人的
[00:05:02.920 --> 00:05:05.320]  你要敬拜神」
[00:05:05.920 --> 00:05:09.720]  在這裡一開始的時候說到
[00:05:09.720 --> 00:05:13.320]  「這些話是真實可信的
[00:05:13.320 --> 00:05:16.920]  主就是眾先知被感知靈的實
[00:05:16.920 --> 00:05:18.720]  差遣他的使者
[00:05:18.720 --> 00:05:22.920]  將那必要快成的事指示他僕人」
[00:05:22.920 --> 00:05:24.720]  這裡告訴我們
[00:05:24.720 --> 00:05:29.120]  神的話不是一個好聽的話
[00:05:29.120 --> 00:05:31.520]  不是說鼓勵我們的說話
[00:05:31.520 --> 00:05:32.920]  而是告訴我們
[00:05:32.920 --> 00:05:38.120]  祂的說話是真實可信的說話
[00:05:38.120 --> 00:05:39.320]  在這裡
[00:05:39.320 --> 00:05:43.320]  是誰寫的?啟示錄
[00:05:43.320 --> 00:05:45.520]  是約翰寫的
[00:05:45.520 --> 00:05:48.920]  約翰寫這書卷的時候
[00:05:48.920 --> 00:05:54.320]  他正正是已經被放逐在拔摩海島上
[00:05:54.320 --> 00:05:56.520]  是一個孤立的海島
[00:05:56.520 --> 00:05:58.720]  裡面沒有人 沒有自由
[00:05:58.720 --> 00:06:01.120]  甚至他看不到未來
[00:06:01.120 --> 00:06:03.920]  但是神卻對他說
[00:06:03.920 --> 00:06:08.320]  他的說話是真實的
[00:06:08.320 --> 00:06:12.720]  有很多時候我們被我們的環境去動搖
[00:06:12.720 --> 00:06:16.520]  甚至我們可能會對我們上帝的聲音
[00:06:16.520 --> 00:06:18.720]  都有所動搖
[00:06:18.720 --> 00:06:21.120]  我們說我們的環境
[00:06:21.120 --> 00:06:23.320]  在最黑暗的時候
[00:06:23.320 --> 00:06:26.320]  我們是有疫情
[00:06:26.320 --> 00:06:29.320]  甚至我們的工作疾病
[00:06:29.320 --> 00:06:33.720]  都好像被關在這個牢裡
[00:06:33.720 --> 00:06:36.520]  我們這個牢有什麼呢?
[00:06:36.520 --> 00:06:38.520]  但是神的話語
[00:06:38.520 --> 00:06:43.120]  卻是不單止大於外面的聲音
[00:06:43.120 --> 00:06:45.120]  甚至告訴我們
[00:06:45.120 --> 00:06:49.120]  祂的說話是真實可信的
[00:06:49.120 --> 00:06:54.520]  今天你會不會在其中一個牢裡?
[00:06:54.520 --> 00:06:56.720]  我們說我們會不會陷入
[00:06:56.720 --> 00:06:59.920]  在經濟的困難裡面呢?
[00:06:59.920 --> 00:07:03.720]  會不會在我們的工作壓力當中呢?
[00:07:03.720 --> 00:07:06.120]  不知道我們的前路
[00:07:06.120 --> 00:07:10.320]  甚至在職場上面有很多的挑戰
[00:07:10.320 --> 00:07:14.520]  我們跟家人跟朋友的關係
[00:07:14.520 --> 00:07:16.320]  是怎麼樣呢?
[00:07:16.320 --> 00:07:18.920]  是不是有破裂的時間呢?
[00:07:18.920 --> 00:07:23.120]  甚至是不是我們受緊疾病的折磨
[00:07:23.120 --> 00:07:25.920]  身體的軟弱呢?
[00:07:25.920 --> 00:07:29.320]  但是神依然告訴我們
[00:07:29.320 --> 00:07:32.720]  祂的說話是可信的
[00:07:32.720 --> 00:07:37.520]  祂的話比環境的聲音更加大
[00:07:37.520 --> 00:07:39.120]  讓我們知道
[00:07:39.120 --> 00:07:42.720]  我們要好好地去學習
[00:07:42.720 --> 00:07:47.720]  去認識祂所告訴我們的說話
[00:07:47.720 --> 00:07:50.120]  我們說我們要聽道
[00:07:50.120 --> 00:07:53.320]  要好好接收神的話語
[00:07:53.320 --> 00:07:57.720]  我們要確信我們的道
[00:07:57.720 --> 00:07:59.920]  我們要守我們的道
[00:07:59.920 --> 00:08:02.520]  遵守神的話語
[00:08:02.520 --> 00:08:05.120]  還有我們要行道
[00:08:05.120 --> 00:08:07.720]  活出神的實在
[00:08:07.720 --> 00:08:10.520]  我不知道在這個時間
[00:08:10.520 --> 00:08:13.720]  你們會不會有很多的疑問
[00:08:13.720 --> 00:08:17.520]  甚至有很多的不明白
[00:08:17.520 --> 00:08:19.320]  不知道為什麼
[00:08:19.320 --> 00:08:21.920]  但是上帝告訴我們
[00:08:21.920 --> 00:08:26.320]  祂是真實可信的
[00:08:26.320 --> 00:08:28.320]  世代會變
[00:08:28.320 --> 00:08:30.720]  制度會崩塌
[00:08:30.720 --> 00:08:33.720]  但是上帝的說話
[00:08:33.720 --> 00:08:36.920]  是永遠都不會改變
[00:08:36.920 --> 00:08:38.520]  同一本聖經
[00:08:38.520 --> 00:08:40.320]  在不同的時間
[00:08:40.320 --> 00:08:43.120]  都對我們有不同的提醒
[00:08:43.120 --> 00:08:45.920]  有不同的幫助
[00:08:45.920 --> 00:08:49.320]  今天可能我們面對很多的挑戰
[00:08:49.320 --> 00:08:51.920]  我們的挑戰來自於
[00:08:51.920 --> 00:08:55.920]  我們不懂得怎樣去分辨真假
[00:08:55.920 --> 00:08:57.320]  有很多時候
[00:08:57.320 --> 00:09:00.520]  我們的資訊實在是太發達了
[00:09:00.520 --> 00:09:02.720]  發達到我們有很多東西
[00:09:02.720 --> 00:09:04.520]  我們經常都可以看
[00:09:04.520 --> 00:09:05.720]  你坐在這裡
[00:09:05.720 --> 00:09:08.920]  就算現在沒有電視機
[00:09:08.920 --> 00:09:10.320]  我們都不怕
[00:09:10.320 --> 00:09:12.320]  只要有手機就可以了
[00:09:12.320 --> 00:09:14.720]  你可以滑一天都可以
[00:09:14.720 --> 00:09:16.920]  有很多東西在看
[00:09:16.920 --> 00:09:20.920]  看到有時候你會覺得
[00:09:20.920 --> 00:09:22.920]  到底是真是假的
[00:09:22.920 --> 00:09:24.920]  就好像當日
[00:09:24.920 --> 00:09:27.920]  這個弘福苑大火的時候
[00:09:27.920 --> 00:09:29.920]  你曾經有沒有想過
[00:09:29.920 --> 00:09:31.920]  是真是假的
[00:09:31.920 --> 00:09:33.320]  我有想過
[00:09:33.320 --> 00:09:34.920]  真是假的
[00:09:34.920 --> 00:09:36.520]  以為是AI做的
[00:09:36.520 --> 00:09:39.920]  因為近期有很多AI的短片
[00:09:39.920 --> 00:09:40.920]  我也有想過
[00:09:40.920 --> 00:09:43.920]  這個是不是AI做出來的
[00:09:43.920 --> 00:09:46.320]  但是再回望
[00:09:46.320 --> 00:09:48.120]  原來真是的
[00:09:48.120 --> 00:09:50.120]  新聞真是有的
[00:09:50.120 --> 00:09:54.120]  但是在這些真真假假的時代
[00:09:54.120 --> 00:09:57.920]  我們要學習怎樣在混亂當中
[00:09:57.920 --> 00:09:59.920]  回到聖經裏面
[00:09:59.920 --> 00:10:02.120]  確信上帝的話
[00:10:02.120 --> 00:10:05.120]  就是我們生命的指南針
[00:10:05.120 --> 00:10:06.320]  有很多時候
[00:10:06.320 --> 00:10:09.720]  我們以為我們自己不能夠改變
[00:10:09.720 --> 00:10:11.920]  但是其實上帝
[00:10:11.920 --> 00:10:15.120]  是一步一步地在改變我們
[00:10:15.120 --> 00:10:20.520]  我記得那天看完新聞之後
[00:10:20.520 --> 00:10:22.520]  我的心裏面就想
[00:10:22.520 --> 00:10:25.520]  我應該可以做些什麼呢
[00:10:25.520 --> 00:10:28.520]  第二天早上
[00:10:28.520 --> 00:10:30.520]  我依然想
[00:10:30.520 --> 00:10:32.520]  其實我可以做些什麼呢
[00:10:32.520 --> 00:10:34.520]  平時的我
[00:10:34.520 --> 00:10:36.520]  我會覺得
[00:10:36.520 --> 00:10:39.520]  就在這裏看看有沒有其他機構
[00:10:39.520 --> 00:10:44.520]  其他人會有些事情叫我們做
[00:10:44.520 --> 00:10:48.920]  但是自從我去了關愛中心之後
[00:10:48.920 --> 00:10:50.920]  要去接觸社區
[00:10:50.920 --> 00:10:53.520]  要去為社區服侍的時候
[00:10:53.520 --> 00:10:57.520]  那一刻我竟然是沒有想過
[00:10:57.520 --> 00:11:01.120]  我就和我兩個姐妹
[00:11:01.120 --> 00:11:03.920]  和另外Pastor Rita和Pastor Carmen
[00:11:03.920 --> 00:11:05.920]  我們就衝了進去
[00:11:05.920 --> 00:11:07.520]  衝了進大埔
[00:11:07.520 --> 00:11:10.520]  我們不知道可以做些什麼
[00:11:10.520 --> 00:11:13.120]  但是剛好也有另外一個機構
[00:11:13.120 --> 00:11:14.520]  去到裏面
[00:11:14.520 --> 00:11:17.520]  我們就問可以有些什麼幫手
[00:11:17.520 --> 00:11:19.320]  也都在當中
[00:11:19.320 --> 00:11:21.720]  因著我以前的教書
[00:11:21.720 --> 00:11:23.720]  去了其中一間
[00:11:23.720 --> 00:11:25.720]  問了他們的校長
[00:11:25.720 --> 00:11:29.120]  問可不可以去到你的學校那裏
[00:11:29.120 --> 00:11:30.920]  去探訪那些居民
[00:11:30.920 --> 00:11:35.120]  因為他們的中學就是臨時的中心
[00:11:35.120 --> 00:11:37.320]  去到的時候
[00:11:37.320 --> 00:11:40.120]  其實什麼都不知道要做什麼
[00:11:40.120 --> 00:11:43.120]  但是我們只可以為他們祈禱
[00:11:43.120 --> 00:11:45.120]  上帝改變我
[00:11:45.120 --> 00:11:50.120]  改變我一個以前只是坐在那裏等的人
[00:11:50.120 --> 00:11:54.120]  今天我願意站起來走出去
[00:11:54.120 --> 00:11:57.120]  生命裏面可以改變
[00:11:57.120 --> 00:11:59.920]  因著這一次的火災
[00:11:59.920 --> 00:12:02.920]  我看到其實你和我
[00:12:02.920 --> 00:12:05.720]  都是很幸福的一個
[00:12:05.720 --> 00:12:10.120]  上個星期有一班災民去到不同的酒店
[00:12:10.120 --> 00:12:14.520]  我們去到做輔導傾談
[00:12:14.520 --> 00:12:18.120]  其中一個故事我好深刻
[00:12:18.120 --> 00:12:20.120]  一位女士
[00:12:20.120 --> 00:12:22.720]  她和其中的輔導員說
[00:12:22.720 --> 00:12:26.120]  跟著我們有一個檢討的時候
[00:12:26.120 --> 00:12:28.120]  她說
[00:12:28.120 --> 00:12:31.120]  她下了街
[00:12:31.120 --> 00:12:34.120]  那一天是她先生放假
[00:12:34.120 --> 00:12:38.120]  所以她的父母來探望他們
[00:12:38.120 --> 00:12:40.120]  她下街買東西
[00:12:40.120 --> 00:12:48.120]  結果先生、父母、她的女兒和傭人
[00:12:48.120 --> 00:12:50.120]  全部走了
[00:12:50.120 --> 00:12:53.120]  她只問一句
[00:12:53.120 --> 00:12:56.120]  為什麼不讓我走
[00:12:56.120 --> 00:13:00.120]  當時我們沒有人可以說任何的東西
[00:13:00.120 --> 00:13:02.120]  也沒有人能夠回答
[00:13:03.120 --> 00:13:05.120]  接著下來
[00:13:05.120 --> 00:13:07.120]  她和輔導員分享
[00:13:07.120 --> 00:13:09.120]  我想自殺
[00:13:09.120 --> 00:13:13.120]  在這樣的場景裏
[00:13:13.120 --> 00:13:15.120]  如果我們作為一個基督徒
[00:13:15.120 --> 00:13:17.120]  我們可以怎樣做呢
[00:13:17.120 --> 00:13:21.120]  其實我們什麼都不可以做
[00:13:21.120 --> 00:13:23.120]  我們只是坐在他旁邊
[00:13:23.120 --> 00:13:25.120]  聽他的說話
[00:13:25.120 --> 00:13:28.120]  神是很奇妙的
[00:13:28.120 --> 00:13:30.120]  神會改變我
[00:13:30.120 --> 00:13:32.120]  同樣也會改變你
[00:13:32.120 --> 00:13:35.120]  我想上帝
[00:13:35.120 --> 00:13:38.120]  其實這樣說是很殘忍的
[00:13:38.120 --> 00:13:41.120]  就是藉著這個事件
[00:13:41.120 --> 00:13:44.120]  無論對政府、無論對制度
[00:13:44.120 --> 00:13:47.120]  無論對香港的每一個人
[00:13:47.120 --> 00:13:50.120]  都有很深切的反省
[00:13:50.120 --> 00:13:53.120]  求主繼續幫助我們
[00:13:53.120 --> 00:13:55.120]  讓我們在哀痛當中
[00:13:55.120 --> 00:13:58.120]  可以依然站立得穩
[00:13:58.120 --> 00:14:01.120]  依然可以一步一步的向前走
[00:14:02.120 --> 00:14:04.120]  接下來
[00:14:04.120 --> 00:14:06.120]  我們說到今天
[00:14:06.120 --> 00:14:08.120]  我們接下來的2026年
[00:14:08.120 --> 00:14:11.120]  我們有一個門女同行
[00:14:11.120 --> 00:14:14.120]  就是讓我們教訓我們
[00:14:14.120 --> 00:14:17.120]  怎樣去服侍主耶穌
[00:14:17.120 --> 00:14:21.120]  怎樣去靠著神的話語向前走
[00:14:21.120 --> 00:14:24.120]  明年的年提是
[00:14:24.120 --> 00:14:27.120]  門女同行愛主更深
[00:14:27.120 --> 00:14:29.120]  如果你願意
[00:14:29.120 --> 00:14:32.120]  再認識主耶穌深一點
[00:14:32.120 --> 00:14:36.120]  在祂的話語再追尋多一點的時候
[00:14:36.120 --> 00:14:38.120]  我鼓勵大家
[00:14:38.120 --> 00:14:40.120]  你先來到1月18號
[00:14:40.120 --> 00:14:44.120]  這個我們說的簡介會裡面
[00:14:44.120 --> 00:14:45.120]  告訴你們知道
[00:14:45.120 --> 00:14:47.120]  在這個門女裡面
[00:14:47.120 --> 00:14:49.120]  我們怎樣
[00:14:49.120 --> 00:14:51.120]  不同的人去經歷
[00:14:51.120 --> 00:14:54.120]  上帝在我們生命的改變
[00:14:54.120 --> 00:14:57.120]  很多時候我們都會聽到
[00:14:57.120 --> 00:15:01.120]  無論牧者或者林牧師都有提過
[00:15:01.120 --> 00:15:04.120]  我們有一班的執事和牧者
[00:15:04.120 --> 00:15:07.120]  都在上這個堂
[00:15:07.120 --> 00:15:10.120]  我猜在我們的生命裡面
[00:15:10.120 --> 00:15:12.120]  都是有不同的改變
[00:15:12.120 --> 00:15:14.120]  不同的經歷
[00:15:14.120 --> 00:15:17.120]  我都但願弟兄姊妹們
[00:15:17.120 --> 00:15:21.120]  都可以一起來經歷這份的改變
[00:15:21.120 --> 00:15:23.120]  主在來的確具
[00:15:23.120 --> 00:15:28.120]  我們說到在第十節到第十六節
[00:15:28.120 --> 00:15:29.120]  這樣說的
[00:15:29.120 --> 00:15:31.120]  我們一起讀一下
[00:15:31.120 --> 00:15:32.120]  他又對我說
[00:15:32.120 --> 00:15:36.120]  不可風了這書上的預言
[00:15:36.120 --> 00:15:38.120]  因為日期近了
[00:15:38.120 --> 00:15:41.120]  不宜的叫他仍舊不宜
[00:15:41.120 --> 00:15:45.120]  污穢的叫他仍舊污穢
[00:15:45.120 --> 00:15:48.120]  遺疑的叫他仍舊遺疑
[00:15:48.120 --> 00:15:52.120]  聖潔的叫他仍舊聖潔
[00:15:52.120 --> 00:15:55.120]  漢啊 我必快來
[00:15:55.120 --> 00:15:57.120]  賞罰在我
[00:15:57.120 --> 00:16:00.120]  要照各人所行的報應他
[00:16:00.120 --> 00:16:02.120]  我是阿拉伯
[00:16:02.120 --> 00:16:04.120]  我是俄梅加
[00:16:04.120 --> 00:16:06.120]  我是首先的
[00:16:06.120 --> 00:16:08.120]  我是末後的
[00:16:08.120 --> 00:16:09.120]  我是初
[00:16:09.120 --> 00:16:11.120]  我是終
[00:16:11.120 --> 00:16:15.120]  那些洗淨自己衣服的有福了
[00:16:15.120 --> 00:16:19.120]  可得權並能到生命樹那裡
[00:16:19.120 --> 00:16:21.120]  也能充滿進城
[00:16:21.120 --> 00:16:24.120]  城外有那些犬類
[00:16:24.120 --> 00:16:26.120]  行邪術的
[00:16:26.120 --> 00:16:27.120]  淫亂的
[00:16:27.120 --> 00:16:28.120]  殺人的
[00:16:28.120 --> 00:16:30.120]  拜偶像的
[00:16:30.120 --> 00:16:33.120]  並一切喜好說謊言
[00:16:33.120 --> 00:16:35.120]  編造虛假的
[00:16:35.120 --> 00:16:38.120]  我耶穌差我的使者
[00:16:38.120 --> 00:16:43.120]  為宗教會將這些事向你們證明
[00:16:43.120 --> 00:16:45.120]  我是大衛的根
[00:16:45.120 --> 00:16:48.120]  又是他的後裔
[00:16:48.120 --> 00:16:52.120]  我是明亮的聖神聖
[00:16:52.120 --> 00:16:55.120]  這裡再一次提醒我們
[00:16:55.120 --> 00:16:57.120]  告訴我們
[00:16:57.120 --> 00:17:00.120]  漢啊 我必快來
[00:17:00.120 --> 00:17:02.120]  這裡說到
[00:17:02.120 --> 00:17:05.120]  他是開始
[00:17:05.120 --> 00:17:07.120]  他是終結
[00:17:07.120 --> 00:17:08.120]  有很多時候
[00:17:08.120 --> 00:17:10.120]  甚至有人會問
[00:17:10.120 --> 00:17:13.120]  牧師啊 已經經常說
[00:17:13.120 --> 00:17:15.120]  煮快來煮快來
[00:17:15.120 --> 00:17:17.120]  也說了二千多年了
[00:17:17.120 --> 00:17:22.120]  到底其實真正什麼時候來的
[00:17:22.120 --> 00:17:25.120]  聖經裡面說這個快來的意思
[00:17:25.120 --> 00:17:28.120]  不是時間上的快
[00:17:28.120 --> 00:17:30.120]  而是要告訴我們
[00:17:30.120 --> 00:17:34.120]  他是確定和迫切的意思
[00:17:34.120 --> 00:17:38.120]  其實主是一定會來的
[00:17:38.120 --> 00:17:42.120]  他的腳步其實已經來到門口
[00:17:42.120 --> 00:17:44.120]  他不會忘記
[00:17:44.120 --> 00:17:48.120]  他只是給我們每一個人機會
[00:17:48.120 --> 00:17:52.120]  讓我們真真正正去認識他
[00:17:52.120 --> 00:17:56.120]  剛才經文提醒我們一樣東西
[00:17:56.120 --> 00:18:00.120]  他說會照各人所行的報應他
[00:18:00.120 --> 00:18:02.120]  這裡不是嚇我們
[00:18:02.120 --> 00:18:06.120]  而是提醒我們一樣很重要的事實
[00:18:06.120 --> 00:18:07.120]  就是告訴我們
[00:18:07.120 --> 00:18:10.120]  我們的信心和我們的行動
[00:18:10.120 --> 00:18:12.120]  是不可以分開的
[00:18:12.120 --> 00:18:16.120]  如果我們說我們是一個基督徒的時候
[00:18:16.120 --> 00:18:21.120]  我們不單止要在禱告上下功夫
[00:18:21.120 --> 00:18:26.120]  我們甚至我們的奉獻要忠誠
[00:18:26.120 --> 00:18:30.120]  在金錢上我們是否慷慨
[00:18:30.120 --> 00:18:32.120]  是否信得過呢
[00:18:32.120 --> 00:18:34.120]  我們經常很擔心
[00:18:34.120 --> 00:18:36.120]  但是一場火
[00:18:36.120 --> 00:18:40.120]  告訴我們一個中國人很好的字
[00:18:40.120 --> 00:18:44.120]  告訴我們錢財是甚麼
[00:18:44.120 --> 00:18:46.120]  是身外物
[00:18:46.120 --> 00:18:49.120]  一夜之間可以甚麼都沒有
[00:18:49.120 --> 00:18:53.120]  教我們要對人要有善意
[00:18:53.120 --> 00:18:56.120]  要我們在關係裏面會出基督的愛
[00:18:56.120 --> 00:18:59.120]  對主要忠誠
[00:18:59.120 --> 00:19:00.120]  在試煉當中
[00:19:00.120 --> 00:19:03.120]  在我們人生的低潮裏面
[00:19:03.120 --> 00:19:06.120]  我們依然能夠堅守我們的信仰
[00:19:06.120 --> 00:19:11.120]  信心和行動絕對是不可以分開的
[00:19:11.120 --> 00:19:14.120]  因為上帝告訴我們
[00:19:14.120 --> 00:19:18.120]  沒有一件事是他看不到
[00:19:18.120 --> 00:19:20.120]  他會忘記
[00:19:20.120 --> 00:19:24.120]  上一次我在港島的時候
[00:19:24.120 --> 00:19:27.120]  提到有位年輕人
[00:19:27.120 --> 00:19:29.120]  因為他打完針之後
[00:19:29.120 --> 00:19:31.120]  他就走不了
[00:19:31.120 --> 00:19:35.120]  很需要一架電動輪椅
[00:19:35.120 --> 00:19:39.120]  我很感謝港福堂的頂姐妹
[00:19:39.120 --> 00:19:41.120]  當我說完道的時候
[00:19:41.120 --> 00:19:44.120]  就有肢體出來跟我說
[00:19:44.120 --> 00:19:46.120]  我願意幫助他
[00:19:46.120 --> 00:19:49.120]  所以很快這個孩子
[00:19:49.120 --> 00:19:52.120]  就可以獲得到這個電動輪椅
[00:19:52.120 --> 00:19:57.120]  讓他可以比較自由
[00:19:57.120 --> 00:20:00.120]  不需要再等媽媽推他
[00:20:00.120 --> 00:20:04.120]  才可以去到不同的地方
[00:20:04.120 --> 00:20:06.120]  求主繼續幫助我們
[00:20:06.120 --> 00:20:11.120]  讓我們可以有這樣的能力去分享
[00:20:11.120 --> 00:20:14.120]  不單止是金錢上
[00:20:14.120 --> 00:20:18.120]  還是我們的恩慈上
[00:20:18.120 --> 00:20:23.120]  剛剛我知道一個消息
[00:20:23.120 --> 00:20:25.120]  是神好奇妙的
[00:20:25.120 --> 00:20:28.120]  要港福堂在這個南區裏面
[00:20:28.120 --> 00:20:31.120]  開這個關愛中心
[00:20:31.120 --> 00:20:33.120]  剛剛就收到一個消息
[00:20:33.120 --> 00:20:37.120]  有250戶的大埔災民
[00:20:37.120 --> 00:20:42.120]  將會搬入南區石牌灣村裏面
[00:20:42.120 --> 00:20:45.120]  在當中
[00:20:45.120 --> 00:20:47.120]  今天有不同的教會
[00:20:47.120 --> 00:20:50.120]  去到這520間屋裏面
[00:20:50.120 --> 00:20:52.120]  幫忙鋪地板
[00:20:52.120 --> 00:20:55.120]  他邀請關愛中心
[00:20:55.120 --> 00:21:01.120]  在星期二負責安裝屋架床
[00:21:01.120 --> 00:21:05.120]  藉著這個邀請
[00:21:05.120 --> 00:21:09.120]  我都有邀請到港福的弟兄
[00:21:09.120 --> 00:21:12.120]  姐妹就應該不懂得安裝床
[00:21:12.120 --> 00:21:16.120]  所以有弟兄會星期二
[00:21:16.120 --> 00:21:21.120]  去到這些家庭幫忙安裝
[00:21:21.120 --> 00:21:24.120]  我猜在這些行動上
[00:21:24.120 --> 00:21:29.120]  這些弟兄都沒有拒絕
[00:21:29.120 --> 00:21:33.120]  他們個個都願意出這一分力
[00:21:33.120 --> 00:21:36.120]  我相信上帝是知道
[00:21:36.120 --> 00:21:38.120]  上帝是看到
[00:21:38.120 --> 00:21:42.120]  就正如我上次說這篇道
[00:21:42.120 --> 00:21:45.120]  說做在一個小子身上
[00:21:45.120 --> 00:21:48.120]  就是做在我身上一樣
[00:21:48.120 --> 00:21:52.120]  我深信上帝是想透過我們
[00:21:52.120 --> 00:21:55.120]  在講壇裏面講道
