
[00:00:00.000 --> 00:00:03.480]  上星期Pastor Tim和我們分享了一個很好的訊息
[00:01:41.320 --> 00:01:45.320]  這種不必要的狀況底下
[00:01:45.320 --> 00:01:47.320]  他放棄吃自助餐
[00:01:47.320 --> 00:01:50.320]  繼續靠乾糧為生
[00:01:50.320 --> 00:01:55.320]  不知道這個狀況是否很多人的寫照呢?
[00:01:55.320 --> 00:01:57.320]  麻煩你了,我都忘記了按
[00:01:57.320 --> 00:02:01.320]  所以我們今天可以一起去看
[00:02:01.320 --> 00:02:04.320]  其實在舊約我們會看見一件事實
[00:02:04.320 --> 00:02:08.320]  就是這班以色列人一而再,再而三地跌倒
[00:02:08.320 --> 00:02:10.320]  去到背叛上帝
[00:02:10.320 --> 00:02:15.320]  亦都藐視了很多舊約才知的提醒
[00:02:15.320 --> 00:02:17.320]  一些的預言
[00:02:17.320 --> 00:02:19.320]  導致他們走向滅亡
[00:02:19.320 --> 00:02:21.320]  結果被擄去
[00:02:21.320 --> 00:02:23.320]  整個國家要滅亡
[00:02:23.320 --> 00:02:26.320]  本來他們是神所揀選的子民
[00:02:26.320 --> 00:02:29.320]  最終卻被神滅絕
[00:02:29.320 --> 00:02:33.320]  試問這件事是否真的有點諷刺呢?
[00:02:33.320 --> 00:02:37.320]  因此來到羅馬書第十一章
[00:02:37.320 --> 00:02:40.320]  本來一開始就問了一個很重要的問題
[00:02:40.320 --> 00:02:43.320]  或許如果你有手機在面前
[00:02:43.320 --> 00:02:45.320]  你不是用手機登入
[00:02:45.320 --> 00:02:48.320]  你都可以開啟Bible App
[00:02:48.320 --> 00:02:50.320]  今天會看多些經文
[00:02:50.320 --> 00:02:52.320]  剛才說的這段仍然是有點複雜的
[00:02:52.320 --> 00:02:54.320]  不過第一節保羅這樣說
[00:02:54.320 --> 00:02:56.320]  他說那麼我要問
[00:02:56.320 --> 00:02:58.320]  麻煩你了,我自己按
[00:02:58.320 --> 00:03:01.320]  那麼我要問,神棄絕了他的百姓嗎?
[00:03:01.320 --> 00:03:03.320]  各位大英姐妹
[00:03:03.320 --> 00:03:07.320]  上帝會否棄絕,會否拋棄他的子民?
[00:03:07.320 --> 00:03:09.320]  Hi Explorer,會否?
[00:03:09.320 --> 00:03:13.320]  頭領,上帝會否拋棄他的子民?
[00:03:13.320 --> 00:03:16.320]  我看到一隻烏鴉經過
[00:03:16.320 --> 00:03:18.320]  是不是?
[00:03:18.320 --> 00:03:20.320]  心裡有個答案
[00:03:20.320 --> 00:03:22.320]  因為其實他也說了這個答案
[00:03:22.320 --> 00:03:25.320]  絕對沒有,絕對沒有
[00:03:25.320 --> 00:03:27.320]  其實這正是他的答案
[00:03:27.320 --> 00:03:30.320]  所以今天我們去看看這個十一章
[00:03:30.320 --> 00:03:33.320]  保羅在這個十一章要跟我們說什麼話
[00:03:33.320 --> 00:03:37.320]  究竟上帝對以色列人或我們有什麼提醒?
[00:03:37.320 --> 00:03:42.320]  我為今天的經文設定了一個主題
[00:03:42.320 --> 00:03:46.320]  叫做上帝的呼召是沒有後悔的
[00:03:46.320 --> 00:03:48.320]  上帝的呼召是沒有後悔的
[00:03:48.320 --> 00:03:50.320]  相信對我們有些提醒
[00:03:50.320 --> 00:03:52.320]  第一點我想說的
[00:03:52.320 --> 00:03:55.320]  神並沒有棄絕他的子民
[00:03:55.320 --> 00:03:59.320]  因為他留下漁民
[00:03:59.320 --> 00:04:02.320]  留下一班漁民
[00:04:02.320 --> 00:04:05.320]  我等一下會慢慢說
[00:04:05.320 --> 00:04:08.320]  剛才他問了這個反問的反問句
[00:04:08.320 --> 00:04:10.320]  即是他已經有答案
[00:04:10.320 --> 00:04:12.320]  他有沒有棄絕他的子民?
[00:04:12.320 --> 00:04:15.320]  答案是No,很簡單
[00:04:15.320 --> 00:04:18.320]  作為一個這麼理性的人
[00:04:18.320 --> 00:04:20.320]  保羅又要繼續去解釋
[00:04:20.320 --> 00:04:23.320]  你知道做功課我們要給證據
[00:04:23.320 --> 00:04:26.320]  你說Yes和No,你要解釋
[00:04:26.320 --> 00:04:28.320]  他就很詳盡解釋
[00:04:28.320 --> 00:04:31.320]  所以在第一章的第二至第六節
[00:04:31.320 --> 00:04:33.320]  保羅提及了一些人物
[00:04:33.320 --> 00:04:37.320]  去證明上帝沒有拋棄他的子民
[00:04:37.320 --> 00:04:39.320]  很正常吧
[00:04:39.320 --> 00:04:45.320]  保羅在這裡很籠統地稱呼他們為漁民
[00:04:45.320 --> 00:04:50.320]  漁民Remnants或漁獸
[00:04:50.320 --> 00:04:52.320]  我們看看第五節
[00:04:52.320 --> 00:04:54.320]  第五節有不同的譯本
[00:04:54.320 --> 00:04:56.320]  有些譯本譯作漁民
[00:04:56.320 --> 00:04:58.320]  有些譯作所留的漁獸
[00:04:58.320 --> 00:05:01.320]  或者英文是Remnants
[00:05:01.320 --> 00:05:06.320]  但什麼是漁民呢?
[00:05:06.320 --> 00:05:09.320]  以前我們的年代
[00:05:09.320 --> 00:05:11.320]  有一個歌手
[00:05:11.320 --> 00:05:13.320]  不知道大家有沒有聽過
[00:05:13.320 --> 00:05:15.320]  猜到嗎?
[00:05:15.320 --> 00:05:17.320]  叫做漁民樂
[00:05:17.320 --> 00:05:19.320]  每次提起這個詞我就會想起他
[00:05:19.320 --> 00:05:21.320]  可能大家不認識,放心吧
[00:05:21.320 --> 00:05:23.320]  我經常會記得這個詞
[00:05:23.320 --> 00:05:25.320]  所以不會很難讀
[00:05:25.320 --> 00:05:27.320]  當然不是這回事
[00:05:27.320 --> 00:05:30.320]  也不是在說數學上的漁獸
[00:05:30.320 --> 00:05:32.320]  也不是在說那樣東西
[00:05:32.320 --> 00:05:34.320]  而是在說以色列裡
[00:05:34.320 --> 00:05:39.320]  有少數可以得救的人
[00:05:39.320 --> 00:05:41.320]  意思是什麼呢?
[00:05:41.320 --> 00:05:44.320]  意思是以色列裡不是每個人都會得救
[00:05:44.320 --> 00:05:46.320]  很奇怪吧
[00:05:46.320 --> 00:05:48.320]  神的子民不是每個人都會得救
[00:05:48.320 --> 00:05:50.320]  我們一起去看看這幅圖
[00:05:50.320 --> 00:05:54.320]  我們一起去看看這幅圖
[00:05:54.320 --> 00:05:56.320]  可能大家就會明白了
[00:05:56.320 --> 00:05:58.320]  這裡在以色列裡
[00:05:58.320 --> 00:06:00.320]  還有一個狀況
[00:06:00.320 --> 00:06:02.320]  可以說是劃分了兩種人
[00:06:02.320 --> 00:06:06.320]  一種是大部分的以色列人
[00:06:06.320 --> 00:06:08.320]  或者所有的以色列人
[00:06:08.320 --> 00:06:13.320]  但當中有很多是不得救的
[00:06:13.320 --> 00:06:16.320]  因為他們不相信耶穌
[00:06:16.320 --> 00:06:19.320]  而另一群人就是在裡面的小撮人
[00:06:19.320 --> 00:06:24.320]  就是那些願意跟隨耶穌的猶太人
[00:06:24.320 --> 00:06:26.320]  就是願意跟隨耶穌的猶太人
[00:06:26.320 --> 00:06:28.320]  所謂猶太裔的基督徒
[00:06:28.320 --> 00:06:30.320]  這些就佔很少數
[00:06:30.320 --> 00:06:34.320]  所以不是每個以色列人都得救
[00:06:34.320 --> 00:06:36.320]  不過在這些得救的人裡
[00:06:36.320 --> 00:06:38.320]  就包括了兩個人
[00:06:38.320 --> 00:06:41.320]  包括保羅在這裡說他自己
[00:06:41.320 --> 00:06:45.320]  還有一個救了的先知叫以利亞
[00:06:45.320 --> 00:06:49.320]  保羅在一至四節說了兩個例子
[00:06:49.320 --> 00:06:51.320]  在第一節的下半部分
[00:06:51.320 --> 00:06:53.320]  他就說了一句statement
[00:06:53.320 --> 00:06:55.320]  他說不如一起讀
[00:06:55.320 --> 00:06:57.320]  讀中文吧
[00:06:57.320 --> 00:06:58.320]  預備起
[00:06:58.320 --> 00:07:01.320]  因為我也是以色列人
[00:07:01.320 --> 00:07:03.320]  阿伯拉罕的後裔
[00:07:03.320 --> 00:07:06.320]  屬變那敏之派的
[00:07:06.320 --> 00:07:09.320]  他為什麼要說自己
[00:07:09.320 --> 00:07:12.320]  很厲害的說自己
[00:07:12.320 --> 00:07:13.320]  記得嗎
[00:07:13.320 --> 00:07:17.320]  他剛才要證明神沒有拋棄他的子民
[00:07:17.320 --> 00:07:20.320]  所以既然保羅本身是猶太人
[00:07:20.320 --> 00:07:24.320]  他也是得救的
[00:07:24.320 --> 00:07:27.320]  其實單單這句就證明了
[00:07:27.320 --> 00:07:29.320]  上帝沒有拋棄所有人
[00:07:29.320 --> 00:07:32.320]  一個很簡單的邏輯
[00:07:32.320 --> 00:07:33.320]  不過不單止這樣
[00:07:33.320 --> 00:07:36.320]  保羅以前的見證是怎樣的
[00:07:36.320 --> 00:07:38.320]  保羅以前是怎樣的
[00:07:38.320 --> 00:07:40.320]  逼迫猶太人
[00:07:40.320 --> 00:07:43.320]  他其實是所謂猶太人的敵人
[00:07:43.320 --> 00:07:47.320]  他逼迫那些信耶穌的敵人
[00:07:47.320 --> 00:07:50.320]  因為以前他是敵黨的基督徒
[00:07:50.320 --> 00:07:52.320]  當時還沒有叫基督徒
[00:07:52.320 --> 00:07:54.320]  他就周圍迫害他們
[00:07:54.320 --> 00:07:56.320]  將他們抓進監獄
[00:07:56.320 --> 00:07:58.320]  但就算是這樣
[00:07:58.320 --> 00:08:01.320]  上帝也仍然去拯救他們
[00:08:01.320 --> 00:08:04.320]  即使他是這樣迫迫信徒
[00:08:04.320 --> 00:08:06.320]  上帝也會憐憫他們
[00:08:06.320 --> 00:08:09.320]  讓他們成為上帝這裡所揀選的小說人
[00:08:09.320 --> 00:08:12.320]  那班Remnant
[00:08:12.320 --> 00:08:15.320]  然後保羅又再引用了舊約
[00:08:15.320 --> 00:08:18.320]  一個很出名的先知叫做以利亞
[00:08:18.320 --> 00:08:20.320]  不知道有沒有人記得是誰
[00:08:20.320 --> 00:08:26.320]  大家可能心裡有個答案
[00:08:26.320 --> 00:08:28.320]  以利亞在以前來說
[00:08:28.320 --> 00:08:31.320]  對那班以色列人來說是一個傳奇
[00:08:31.320 --> 00:08:33.320]  因為他在舊約裏面
[00:08:33.320 --> 00:08:36.320]  在這個年代做了一個很驚世疾逐的事情
[00:08:36.320 --> 00:08:40.320]  在獵王紀上十八章是這樣記載的
[00:08:40.320 --> 00:08:42.320]  以利亞在一場戰爭裏面
[00:08:42.320 --> 00:08:46.320]  在一場真戰裏面贏了四百個巴力的先知
[00:08:46.320 --> 00:08:49.320]  當時很出名的偶像
[00:08:49.320 --> 00:08:53.320]  結果在那天他殺死了所有巴力的先知
[00:08:53.320 --> 00:08:58.320]  不過災難就來了
[00:08:58.320 --> 00:09:02.320]  當這個消息傳到當時的以色列皇后
[00:09:02.320 --> 00:09:04.320]  叫做耶駒別之後
[00:09:04.320 --> 00:09:06.320]  這個皇后就發毒誓
[00:09:06.320 --> 00:09:09.320]  要殺死這個以利亞的先知
[00:09:09.320 --> 00:09:12.320]  很明顯這個皇后是信誰的
[00:09:12.320 --> 00:09:13.320]  是拜巴力這個神的
[00:09:13.320 --> 00:09:15.320]  這個假神的
[00:09:15.320 --> 00:09:16.320]  在那一刻
[00:09:16.320 --> 00:09:22.320]  以利亞的人生就突然間在高峰跌落低谷
[00:09:22.320 --> 00:09:25.320]  而他害怕被追殺的緣故
[00:09:25.320 --> 00:09:27.320]  他花了四十天
[00:09:27.320 --> 00:09:28.320]  四十晝夜
[00:09:28.320 --> 00:09:32.320]  走到西乃山的一個曠野的山洞裏面
[00:09:32.320 --> 00:09:34.320]  走了四十天
[00:09:34.320 --> 00:09:35.320]  躲在山洞裏面
[00:09:35.320 --> 00:09:38.320]  向神作了這個呼求
[00:09:38.320 --> 00:09:40.320]  我們一起讀好嗎
[00:09:40.320 --> 00:09:42.320]  如果你在鏡頭面前都算你一起讀
[00:09:42.320 --> 00:09:44.320]  預備起
[00:09:44.320 --> 00:09:48.320]  我為耶和華萬軍之神大發熱心
[00:09:48.320 --> 00:09:52.320]  因為以色列人背棄了你的約
[00:09:52.320 --> 00:09:54.320]  毀壞了你的壇
[00:09:54.320 --> 00:09:56.320]  用刀殺了你的先知
[00:09:56.320 --> 00:09:58.320]  只剩下我一個人
[00:09:58.320 --> 00:10:02.320]  他們還要尋索我的命
[00:10:02.320 --> 00:10:06.320]  以利亞這樣說
[00:10:06.320 --> 00:10:08.320]  他為神大發熱心
[00:10:08.320 --> 00:10:10.320]  不過那班以色列人背棄你
[00:10:10.320 --> 00:10:12.320]  背棄上帝你
[00:10:12.320 --> 00:10:14.320]  現在只剩下我一個
[00:10:14.320 --> 00:10:18.320]  只剩下我一個孤軍作戰
[00:10:18.320 --> 00:10:20.320]  這份孤單感
[00:10:20.320 --> 00:10:24.320]  讓以利亞不以為這個世界
[00:10:24.320 --> 00:10:25.320]  只剩下他一個
[00:10:25.320 --> 00:10:28.320]  在忠心侍奉神
[00:10:28.320 --> 00:10:32.320]  當經歷過一些屬靈的高峰之後
[00:10:32.320 --> 00:10:35.320]  很多人包括這個偉大的先知
[00:10:35.320 --> 00:10:39.320]  他都會經歷一種身心的疲累
[00:10:39.320 --> 00:10:41.320]  甚至想死
[00:10:41.320 --> 00:10:43.320]  大家自己回去看這個故事
[00:10:43.320 --> 00:10:44.320]  就會明白
[00:10:44.320 --> 00:10:47.320]  不知道大家有沒有經歷過這個狀況
[00:10:47.320 --> 00:10:50.320]  當我們帶著一種熱誠
[00:10:50.320 --> 00:10:53.320]  帶著一種使命去侍奉神的時候
[00:10:53.320 --> 00:10:55.320]  不斷做
[00:10:55.320 --> 00:10:58.320]  結果令自己很累
[00:10:58.320 --> 00:11:01.320]  身體很疲勞
[00:11:01.320 --> 00:11:04.320]  內心又覺得很乾燥
[00:11:04.320 --> 00:11:06.320]  甚至想發脾氣
[00:11:06.320 --> 00:11:08.320]  想放棄不做了
[00:11:08.320 --> 00:11:10.320]  真的很累
[00:11:10.320 --> 00:11:14.320]  我們叫這種屬靈的burn out
[00:11:14.320 --> 00:11:15.320]  可能你都經歷過
[00:11:15.320 --> 00:11:17.320]  或者正在經歷
[00:11:17.320 --> 00:11:20.320]  又或者你嘗試很努力靠著神
[00:11:20.320 --> 00:11:22.320]  去忍受試探
[00:11:22.320 --> 00:11:24.320]  誰知轉個頭
[00:11:24.320 --> 00:11:25.320]  我們又跌倒
[00:11:25.320 --> 00:11:28.320]  我們又是亂亂盡盡
[00:11:28.320 --> 00:11:32.320]  甚至比以前更加軟弱
[00:11:32.320 --> 00:11:34.320]  對於這個先知以利亞來說
[00:11:34.320 --> 00:11:38.320]  究竟上帝怎樣去回應他
[00:11:38.320 --> 00:11:41.320]  怎樣去幫助他
[00:11:41.320 --> 00:11:43.320]  接著下來的第四節
[00:11:43.320 --> 00:11:45.320]  其實是一個很出名的經文
[00:11:45.320 --> 00:11:46.320]  他是這樣說的
[00:11:46.320 --> 00:11:49.320]  神說我為自己留下七千人
[00:11:49.320 --> 00:11:53.320]  是無向巴力屈膝的
[00:11:53.320 --> 00:11:56.320]  對我們來說看上去沒什麼特別
[00:11:56.320 --> 00:11:58.320]  但其實在說什麼
[00:11:58.320 --> 00:11:59.320]  上帝說以利亞
[00:11:59.320 --> 00:12:02.320]  你不是唯一一個侍奉我的人
[00:12:02.320 --> 00:12:04.320]  因為我親自為自己
[00:12:04.320 --> 00:12:06.320]  預留了七千個忠心的人
[00:12:06.320 --> 00:12:09.320]  是不會拜這些假神的
[00:12:09.320 --> 00:12:13.320]  因此你不要覺得自己是孤單一人
[00:12:13.320 --> 00:12:15.320]  各位的探索者
[00:12:15.320 --> 00:12:17.320]  其實在這裡第一點
[00:12:17.320 --> 00:12:19.320]  我想說什麼是愚民呢
[00:12:19.320 --> 00:12:22.320]  這七千個人不就是愚民嗎
[00:12:22.320 --> 00:12:25.320]  上帝因為他對他子民的愛
[00:12:25.320 --> 00:12:26.320]  他預留了一群
[00:12:26.320 --> 00:12:29.320]  仍然預留了一群願意跟隨他的人
[00:12:29.320 --> 00:12:32.320]  雖然七千對當時的以色列來說
[00:12:32.320 --> 00:12:34.320]  其實不是很多
[00:12:34.320 --> 00:12:37.320]  但上帝仿佛在這裡跟我們保證一件事
[00:12:37.320 --> 00:12:39.320]  無論在什麼年代
[00:12:39.320 --> 00:12:43.320]  即或以色列人不斷拒絕上帝也好
[00:12:43.320 --> 00:12:45.320]  上帝仍然預留一群
[00:12:45.320 --> 00:12:47.320]  願意回應福音的人
[00:12:47.320 --> 00:12:49.320]  願意跟隨他的人
[00:12:49.320 --> 00:12:52.320]  在當時的時代是這樣的
[00:12:52.320 --> 00:12:54.320]  保羅後來的時代也如是
[00:12:54.320 --> 00:12:57.320]  我們今天的時代其實也一樣
[00:12:57.320 --> 00:13:00.320]  今天我不知道你是作一個基督徒
[00:13:00.320 --> 00:13:02.320]  在這個人生道路上
[00:13:02.320 --> 00:13:04.320]  有沒有那種壓力
[00:13:04.320 --> 00:13:06.320]  或者有沒有那種孤單感
[00:13:06.320 --> 00:13:10.320]  有沒有覺得你自己好像孤身一人
[00:13:10.320 --> 00:13:14.320]  去奮鬥去服侍
[00:13:14.320 --> 00:13:16.320]  可能是你的學校
[00:13:16.320 --> 00:13:18.320]  可能是你的班級
[00:13:18.320 --> 00:13:21.320]  或者你參與一些興趣班
[00:13:21.320 --> 00:13:25.320]  你在當中只有你一個基督徒
[00:13:25.320 --> 00:13:28.320]  只有剩下我一人
[00:13:28.320 --> 00:13:31.320]  就好像這個意利亞這樣的感覺
[00:13:31.320 --> 00:13:33.320]  我不知道你有沒有這樣的感受
[00:13:33.320 --> 00:13:36.320]  你會怎樣面對這種孤單感
[00:13:36.320 --> 00:13:39.320]  我很喜歡一個叫做竹印的故事
[00:13:39.320 --> 00:13:42.320]  我相信不少人可能聽過
[00:13:42.320 --> 00:13:43.320]  故事裡面說到
[00:13:43.320 --> 00:13:47.320]  有一個人夢見他和耶穌在沙灘裡面走
[00:13:47.320 --> 00:13:49.320]  在沙灘裡面走
[00:13:49.320 --> 00:13:51.320]  當他回顧他的生平
[00:13:51.320 --> 00:13:54.320]  他就看見沙灘有兩排竹印
[00:13:54.320 --> 00:13:58.320]  兩對竹印在上面
[00:13:58.320 --> 00:14:02.320]  原來主耶穌一直和他同行
[00:14:02.320 --> 00:14:04.320]  其實很浪漫很甜蜜
[00:14:04.320 --> 00:14:06.320]  可能大家都經歷過這種
[00:14:06.320 --> 00:14:07.320]  和耶穌同行
[00:14:07.320 --> 00:14:10.320]  感受到耶穌的愛和你同行
[00:14:10.320 --> 00:14:12.320]  不過問題是當他發現
[00:14:12.320 --> 00:14:15.320]  在他艱難最辛苦最艱難的時候
[00:14:15.320 --> 00:14:17.320]  在最軟弱的時候
[00:14:17.320 --> 00:14:19.320]  在這堆沙上面
[00:14:19.320 --> 00:14:20.320]  他發現一件事
[00:14:20.320 --> 00:14:23.320]  就是剩下一箱竹印
[00:14:23.320 --> 00:14:27.320]  相似他在夢中問主耶穌
[00:14:27.320 --> 00:14:29.320]  神啊主啊
[00:14:29.320 --> 00:14:32.320]  為什麼在我最艱難最辛苦的日子裡
[00:14:32.320 --> 00:14:35.320]  為什麼剩下我一個呢
[00:14:35.320 --> 00:14:38.320]  為什麼剩下一箱竹印呢
[00:14:38.320 --> 00:14:41.320]  主耶穌怎麼回答
[00:14:41.320 --> 00:14:43.320]  他說我的孩子
[00:14:43.320 --> 00:14:47.320]  這一箱竹印其實不是你的
[00:14:47.320 --> 00:14:49.320]  其實是我的
[00:14:49.320 --> 00:14:53.320]  是我背著你走過這些艱難的時刻
[00:14:53.320 --> 00:14:54.320]  是不是
[00:14:54.320 --> 00:14:56.320]  可能大家聽過的
[00:14:56.320 --> 00:14:57.320]  未必覺得很感動
[00:14:57.320 --> 00:14:59.320]  但當你第一次聽到的時候
[00:14:59.320 --> 00:15:01.320]  或者當你真的回顧到
[00:15:01.320 --> 00:15:03.320]  我們生命的過去的時候
[00:15:03.320 --> 00:15:04.320]  我們
[00:15:04.320 --> 00:15:06.320]  當我們冷靜下來
[00:15:06.320 --> 00:15:08.320]  我們會發現這件事
[00:15:08.320 --> 00:15:11.320]  就是上帝其實有很多的恩典在這裡
[00:15:11.320 --> 00:15:14.320]  可能我們看不到上帝的模樣
[00:15:14.320 --> 00:15:15.320]  但上帝的恩典
[00:15:15.320 --> 00:15:16.320]  上帝的祝福
[00:15:16.320 --> 00:15:18.320]  仍然在這裡
[00:15:18.320 --> 00:15:20.320]  頂智慧今天第一個的訊息
[00:15:20.320 --> 00:15:21.320]  告訴我們
[00:15:21.320 --> 00:15:23.320]  這個愚民的存在
[00:15:23.320 --> 00:15:24.320]  這件事
[00:15:24.320 --> 00:15:27.320]  其實證明了上帝對當時的人
[00:15:27.320 --> 00:15:28.320]  或者每一個時代
[00:15:28.320 --> 00:15:32.320]  他仍然對他的百姓不離不棄
[00:15:32.320 --> 00:15:35.320]  他仍然會忠於對他百姓的揀選
[00:15:35.320 --> 00:15:38.320]  他沒有後悔過這件事
[00:15:38.320 --> 00:15:39.320]  所以無論是什麼時代
[00:15:39.320 --> 00:15:40.320]  以利亞的時代
[00:15:40.320 --> 00:15:41.320]  保羅的時代
[00:15:41.320 --> 00:15:43.320]  還是今天的時代
[00:15:43.320 --> 00:15:45.320]  上帝親自為自己保留了一段
[00:15:45.320 --> 00:15:48.320]  一群屬於他的子民
[00:15:48.320 --> 00:15:51.320]  為他去作供
[00:15:51.320 --> 00:15:52.320]  因此今天
[00:15:52.320 --> 00:15:53.320]  當我們去服侍上帝
[00:15:53.320 --> 00:15:56.320]  當我們去到很艱辛
[00:15:56.320 --> 00:15:58.320]  或者為什麼一群人可以留在家裡
[00:15:58.320 --> 00:16:02.320]  一小撮的人要坐在這裡聽
[00:16:02.320 --> 00:16:04.320]  不能多睡一點
[00:16:04.320 --> 00:16:06.320]  我們要知道
[00:16:06.320 --> 00:16:10.320]  我們在神女面前服侍的那個奴婦
[00:16:10.320 --> 00:16:12.320]  如果是奴婦的話
[00:16:12.320 --> 00:16:13.320]  不是徒然的
[00:16:13.320 --> 00:16:15.320]  不是白費的
[00:16:15.320 --> 00:16:18.320]  因為上帝親自去到紀念
[00:16:18.320 --> 00:16:19.320]  盼望這個第一點
[00:16:19.320 --> 00:16:22.320]  都成為了大家的幫助
[00:16:22.320 --> 00:16:24.320]  回到經文
[00:16:24.320 --> 00:16:26.320]  到二十四節
[00:16:26.320 --> 00:16:28.320]  保羅繼續解釋第二個原因
[00:16:28.320 --> 00:16:30.320]  剛才說漁民的存在
[00:16:30.320 --> 00:16:31.320]  第二個原因
[00:16:31.320 --> 00:16:34.320]  為什麼上帝沒有放棄他的子民
[00:16:34.320 --> 00:16:37.320]  我們一起來看第十一節
[00:16:37.320 --> 00:16:40.320]  這裡開始會再複雜一點
[00:16:40.320 --> 00:16:42.320]  大家可以細心去聽
[00:16:42.320 --> 00:16:45.320]  或者看著自己的app
[00:16:45.320 --> 00:16:47.320]  聖經看著經文
[00:16:47.320 --> 00:16:49.320]  十一節他說
[00:16:49.320 --> 00:16:50.320]  那麼我要再問
[00:16:50.320 --> 00:16:52.320]  他們這群以色列人
[00:16:52.320 --> 00:16:54.320]  失足是不是要他們跌倒
[00:16:54.320 --> 00:16:56.320]  絕對不是
[00:16:56.320 --> 00:16:57.320]  又是說反問句
[00:16:57.320 --> 00:16:59.320]  因他們的過犯
[00:16:59.320 --> 00:17:02.320]  救恩反而臨到外邦人
[00:17:02.320 --> 00:17:07.320]  要激起他們嫉妒的心
[00:17:07.320 --> 00:17:09.320]  保羅在這裡說什麼
[00:17:09.320 --> 00:17:13.320]  他仍然回應開頭的反問
[00:17:13.320 --> 00:17:14.320]  開頭的問題
[00:17:14.320 --> 00:17:19.320]  上帝是不是要完全拋棄他的子民
[00:17:19.320 --> 00:17:21.320]  當然不是
[00:17:21.320 --> 00:17:23.320]  至少不是永遠是這樣
[00:17:23.320 --> 00:17:25.320]  英文的翻譯說什麼
[00:17:25.320 --> 00:17:26.320]  英文翻譯說
[00:17:26.320 --> 00:17:31.320]  They did not stumble into an irrevocable fall
[00:17:31.320 --> 00:17:32.320]  簡單來說
[00:17:32.320 --> 00:17:34.320]  不是不能改變
[00:17:34.320 --> 00:17:36.320]  這個跌倒不是永久的
[00:17:36.320 --> 00:17:38.320]  不是不能改變
[00:17:38.320 --> 00:17:42.320]  上帝之所以要預留一群漁民
[00:17:42.320 --> 00:17:44.320]  而沒有拯救全部人
[00:17:44.320 --> 00:17:46.320]  剛才記得那個圖
[00:17:46.320 --> 00:17:48.320]  整個以色列民
[00:17:48.320 --> 00:17:50.320]  因為上帝要為他們帶來
[00:17:50.320 --> 00:17:53.320]  一個更大更遠的旨意
[00:17:53.320 --> 00:17:55.320]  這個更廣闊的救恩計劃是
[00:17:55.320 --> 00:17:59.320]  上帝這個救恩要臨到外邦人
[00:17:59.320 --> 00:18:01.320]  也包括今天的我們
[00:18:01.320 --> 00:18:04.320]  這個就是第二點
[00:18:04.320 --> 00:18:06.320]  這件事是怎樣成就的
[00:18:06.320 --> 00:18:10.320]  正正因為以色列人拒絕耶穌
[00:18:10.320 --> 00:18:12.320]  拒絕接受耶穌成為救主
[00:18:12.320 --> 00:18:14.320]  不能經歷這份豐盛
