
[00:00:00.000 --> 00:00:02.000]  各位節目的早晨
[00:04:25.760 --> 00:04:29.760]  就是我今天怎樣活好上帝給我的人生
[00:04:29.760 --> 00:04:32.480]  是他定義我走的這條路
[00:04:32.480 --> 00:04:35.680]  無論是受苦也好、受試煉也好
[00:04:35.680 --> 00:04:40.320]  或者是順境也好、各樣東西都順暢也好
[00:04:40.320 --> 00:04:44.480]  我仍要存一個感恩的心和警醒的心
[00:04:44.480 --> 00:04:46.720]  去走完在世的路
[00:04:46.720 --> 00:04:48.800]  在非拉帖非這個教會
[00:04:48.800 --> 00:04:53.760]  我們先來看一看他們這個教會
[00:04:53.760 --> 00:04:57.280]  其實不算是很有錢
[00:04:57.280 --> 00:05:00.560]  如果相比第七間教會、老弟家
[00:05:00.560 --> 00:05:02.160]  他們就差很遠
[00:05:02.160 --> 00:05:05.040]  但上帝都有稱讚他們
[00:05:05.040 --> 00:05:07.040]  他有一點點的力量
[00:05:07.040 --> 00:05:09.600]  但他仍堅守神的道
[00:05:09.600 --> 00:05:14.960]  非拉帖非在薩迪的地方
[00:05:14.960 --> 00:05:17.040]  東南大區28英里
[00:05:17.040 --> 00:05:20.080]  在那裏經常發生地震
[00:05:20.080 --> 00:05:24.400]  在公元後17年當時發生了大地震
[00:05:24.400 --> 00:05:29.280]  影響了他們和薩迪這兩個地區的居民
[00:05:29.280 --> 00:05:31.840]  都要逃離自己的家園
[00:05:31.840 --> 00:05:35.440]  去到城外的一些小屋居住
[00:05:35.440 --> 00:05:38.160]  當時羅馬皇帝提比劉
[00:05:38.160 --> 00:05:45.680]  幫助他們由廢墟中重新建立非拉帖非
[00:05:45.680 --> 00:05:48.240]  因而這個地方的人
[00:05:48.240 --> 00:05:52.560]  他們就膜拜羅馬皇帝這種異教
[00:05:52.560 --> 00:05:54.640]  在這個背景下
[00:05:54.640 --> 00:05:58.880]  讓我們看看耶穌怎樣介紹自己
[00:05:58.880 --> 00:06:00.080]  我們一起讀
[00:06:00.080 --> 00:06:04.640]  你要寫信給非拉帖非教會的使者說
[00:06:04.640 --> 00:06:09.200]  那神聖真實的 拿著大衛約士
[00:06:09.200 --> 00:06:14.080]  沒有人能關了 就沒有人能開的
[00:06:14.080 --> 00:06:15.200]  這樣說
[00:06:15.200 --> 00:06:17.760]  後文我們等下再理解一下
[00:06:17.760 --> 00:06:20.720]  這裏主耶穌怎樣介紹自己用三方面
[00:06:20.720 --> 00:06:22.480]  他首先說神聖的
[00:06:22.480 --> 00:06:24.320]  是在道德的層面
[00:06:24.320 --> 00:06:28.000]  因為特殊的使命他要分別為聖
[00:06:28.000 --> 00:06:30.320]  基督降世為人
[00:06:30.320 --> 00:06:31.840]  他和我們最大的分別
[00:06:31.840 --> 00:06:34.640]  就是他沒有犯過任何一項罪
[00:06:34.640 --> 00:06:36.640]  在約翰福音17章
[00:06:36.640 --> 00:06:40.320]  他說到他為著我們這班蒙簡選的人
[00:06:40.320 --> 00:06:43.040]  他為自己分別為聖獻上
[00:06:43.040 --> 00:06:44.720]  成為贖罪祭
[00:06:44.720 --> 00:06:47.760]  這就指明他第一次來世上
[00:06:47.760 --> 00:06:49.920]  所要成就的救恩
[00:06:49.920 --> 00:06:52.320]  但這裏說的神聖
[00:06:52.320 --> 00:06:56.160]  就是正正要解釋在啟示錄裏面
[00:06:56.160 --> 00:06:58.960]  後文一路說到22章
[00:06:58.960 --> 00:07:04.880]  原來一連串的神要審判地上各樣的罪
[00:07:04.880 --> 00:07:12.160]  要將審判的職事交給這位榮耀、尊貴、無罪、神聖
[00:07:12.160 --> 00:07:14.800]  真實的主耶穌來執行
[00:07:14.800 --> 00:07:18.160]  所以這裏是說耶穌第二次再來
[00:07:18.160 --> 00:07:20.960]  這個身份非常重要
[00:07:20.960 --> 00:07:23.440]  而且我們看他第二個形容
[00:07:23.440 --> 00:07:24.880]  說他是真實的
[00:07:24.880 --> 00:07:27.200]  真實的亦是對比當時
[00:07:27.200 --> 00:07:29.040]  小亞細亞這個地區
[00:07:29.040 --> 00:07:33.440]  在羅馬帝國充滿著拜各樣的偶像
[00:07:33.440 --> 00:07:35.920]  無論是羅馬或希臘
[00:07:35.920 --> 00:07:40.800]  他們雖然有很高度的文化、文明
[00:07:40.800 --> 00:07:42.640]  甚至是哲學的體系
[00:07:42.640 --> 00:07:46.560]  但他們都要拜不同的神明
[00:07:46.560 --> 00:07:51.520]  只有耶穌基督才是真實的這位尼塞亞
[00:07:51.520 --> 00:07:55.600]  是唯一我們所敬拜、所侍奉的主
[00:07:55.600 --> 00:08:01.760]  而第二個背景就是當地有人冒名說他們是猶太人
[00:08:01.760 --> 00:08:07.440]  來迫害這班忠心跟隨主的非拉鐵非的門徒
[00:08:07.440 --> 00:08:10.880]  所以這個真實是很重要
[00:08:10.880 --> 00:08:13.920]  獨一無二的就是這位
[00:08:13.920 --> 00:08:17.040]  第三個最重要的介紹
[00:08:17.040 --> 00:08:19.920]  那著大衛的約時
[00:08:19.920 --> 00:08:23.120]  開了就沒有人能關 關了就沒有人能開
[00:08:23.120 --> 00:08:26.320]  究竟這個大衛的約時是指什麼呢?
[00:08:26.320 --> 00:08:31.360]  在第一章Karen傳跟我們介紹過
[00:08:31.360 --> 00:08:37.040]  主耶穌是手執著死亡和陰間的約時
[00:08:37.040 --> 00:08:39.760]  就是掌管生與死
[00:08:39.760 --> 00:08:43.040]  但比起掌管生死
[00:08:43.040 --> 00:08:47.600]  這個更重要的就是在死亡之後
[00:08:47.600 --> 00:08:52.720]  你能否進入永恆的神的國
[00:08:52.720 --> 00:08:56.320]  就是大衛的永遠的國
[00:08:56.320 --> 00:08:59.920]  這個角度就是大衛的約時
[00:08:59.920 --> 00:09:01.840]  這個keyholder是誰呢?
[00:09:01.840 --> 00:09:06.320]  就是擁有這個角度權柄最高的那位
[00:09:06.320 --> 00:09:12.960]  這位就是為我們寫生、流血、成就救恩的救主耶穌
[00:09:12.960 --> 00:09:15.520]  他就是大衛的後裔
[00:09:15.520 --> 00:09:18.160]  是大衛的根
[00:09:18.160 --> 00:09:20.880]  是猶大之派而出的
[00:09:20.880 --> 00:09:23.680]  所以有這個舊約的背景
[00:09:23.680 --> 00:09:30.080]  更加讓我們感受到這裡所說的重要性
[00:09:30.080 --> 00:09:34.720]  而這裡所說的約時還有一個背景
[00:09:34.720 --> 00:09:37.600]  就是在舊約裡面
[00:09:37.600 --> 00:09:39.760]  以賽亞書22章
[00:09:39.760 --> 00:09:43.280]  是說到當時希西加的做皇帝
[00:09:43.280 --> 00:09:48.080]  他有一個管理銀庫的神宰叫做舍伯勒
[00:09:48.080 --> 00:09:55.760]  這個人竟然私自將國家的財富私吞
[00:09:55.760 --> 00:10:00.880]  然後為了他日後安葬而準備
[00:10:00.880 --> 00:10:05.200]  結果後來這件事揭發之後
[00:10:05.200 --> 00:10:07.280]  希西加就廢掉他
[00:10:07.280 --> 00:10:15.600]  就將這個以利亞經升為這個國家管理銀庫的家宰
[00:10:15.600 --> 00:10:19.200]  這個背景正正是告訴我們
[00:10:19.200 --> 00:10:22.080]  掌管大衛王國的
[00:10:22.080 --> 00:10:24.000]  讓他能夠進入
[00:10:24.000 --> 00:10:28.400]  或者不讓他進入的關鍵是誰
[00:10:28.400 --> 00:10:30.240]  就是主耶穌
[00:10:30.240 --> 00:10:32.960]  正正是《約翰福音》第十章說
[00:10:32.960 --> 00:10:37.040]  耶穌就是我們的羊的門
[00:10:37.040 --> 00:10:42.480]  我們要藉著耶穌基督才能夠進入父神的閣
[00:10:42.480 --> 00:10:44.880]  當我們有一個明白之後
[00:10:44.880 --> 00:10:48.720]  我們再看耶穌和菲拉鐵匪的教會說什麼
[00:10:48.720 --> 00:10:50.640]  我們一起來讀
[00:10:50.640 --> 00:10:52.800]  我知道你的行為
[00:10:52.800 --> 00:10:57.040]  看啊 我在你面前給你一個敞開的門
[00:10:57.040 --> 00:10:58.880]  是沒有人能關的
[00:10:58.880 --> 00:11:01.280]  我知道 你有一點力量
[00:11:01.280 --> 00:11:02.960]  也遵守我的道
[00:11:02.960 --> 00:11:05.360]  沒有否認我的名
[00:11:05.360 --> 00:11:10.800]  這裡說到我們這位全知的耶穌基督
[00:11:10.800 --> 00:11:14.960]  他是知道這一班忠誠跟隨他的門徒
[00:11:14.960 --> 00:11:16.320]  他們的行為
[00:11:16.320 --> 00:11:18.160]  他們有一點力量
[00:11:18.160 --> 00:11:21.520]  他們都願意來持守主的道
[00:11:21.520 --> 00:11:23.600]  沒有否認主的名
[00:11:23.600 --> 00:11:26.800]  這一班這麼忠心跟隨主的人
[00:11:26.800 --> 00:11:31.040]  但當時就是被猶太人的會堂趕出去
[00:11:31.040 --> 00:11:36.880]  讓他們不可以再在猶太人的群體裡敬拜
[00:11:36.880 --> 00:11:39.120]  但是主耶穌在這裡說
[00:11:39.120 --> 00:11:42.160]  他為他們開了一個敞開的門
[00:11:42.160 --> 00:11:45.920]  過去解釋聖經的學者曾經
[00:11:45.920 --> 00:11:47.840]  包括傳道人也有
[00:11:47.840 --> 00:11:50.400]  來解釋這一節的聖經的時候
[00:11:50.400 --> 00:11:53.680]  敞開的門有很多人解釋成為
[00:11:53.680 --> 00:11:57.680]  傳福音的門 傳福音的機會
[00:11:57.680 --> 00:12:00.240]  因為他們有根據
[00:12:00.240 --> 00:12:02.480]  新約聖經保羅曾經在
[00:12:02.480 --> 00:12:05.040]  《江淮前書》16章9節
[00:12:05.040 --> 00:12:07.440]  和《江淮後書》2章12節
[00:12:07.440 --> 00:12:09.120]  提到這個敞開的門
[00:12:09.120 --> 00:12:13.520]  就是求神為他們打開一個福音的門
[00:12:13.520 --> 00:12:14.640]  敞開的門
[00:12:14.640 --> 00:12:16.720]  叫更多人來聽到福音
[00:12:16.720 --> 00:12:20.880]  但是這裡如果我們按照前文和後理
[00:12:20.880 --> 00:12:23.440]  在前面第七節和後面
[00:12:23.440 --> 00:12:25.680]  我們接著要看的第九第十節
[00:12:25.680 --> 00:12:27.120]  我們很肯定
[00:12:27.120 --> 00:12:30.960]  這裡主要說的不是在說傳福音
[00:12:30.960 --> 00:12:35.600]  是在說一班受迫害的神的子民
[00:12:35.600 --> 00:12:40.400]  他們被這班所謂自稱是猶太人的會堂的人
[00:12:40.400 --> 00:12:43.040]  迫害他們甚至趕他們出去
[00:12:43.040 --> 00:12:45.840]  耶穌說他們雖然受迫
[00:12:45.840 --> 00:12:48.160]  但是在我的愛底下
[00:12:48.160 --> 00:12:52.800]  我是顧念這一班忠誠跟隨主的教會的
[00:12:52.800 --> 00:12:56.480]  這些是堅忍他們道的這班門徒
[00:12:56.480 --> 00:13:00.960]  所以今天無論你在世界上任何一個地方
[00:13:00.960 --> 00:13:03.120]  你是任何一個教會
[00:13:03.120 --> 00:13:06.640]  你千萬不要因為你的教會
[00:13:06.640 --> 00:13:08.880]  各樣的軟弱或者問題
[00:13:08.880 --> 00:13:11.680]  你就灰心喪志或者你就離開
[00:13:11.680 --> 00:13:13.840]  你反而要好好在那裡
[00:13:13.840 --> 00:13:18.320]  來忠誠地去侍奉主跟隨耶穌
[00:13:18.320 --> 00:13:23.040]  而我們看到神是愛這班人愛到底
[00:13:23.040 --> 00:13:25.360]  當我們再看下去的時候
[00:13:25.360 --> 00:13:29.360]  在第九節第十節就是交代這個背景
[00:13:29.360 --> 00:13:30.400]  我們一起讀
[00:13:30.400 --> 00:13:34.000]  那屬撒旦會堂的自稱是猶太人
[00:13:34.000 --> 00:13:35.680]  其實不是猶太人
[00:13:35.680 --> 00:13:37.520]  而是說方話的
[00:13:37.520 --> 00:13:40.640]  我要使他們來到你腳前下拜
[00:13:40.640 --> 00:13:43.920]  使他們知道我已經愛你了
[00:13:43.920 --> 00:13:46.800]  因為你遵守了我堅忍的道
[00:13:46.800 --> 00:13:50.640]  我也必在普天下人受試煉的時候
[00:13:50.640 --> 00:13:53.600]  保守你免受試煉
[00:13:53.600 --> 00:13:57.920]  主在這裡用三方面來形容這班人
[00:13:57.920 --> 00:13:59.840]  他們是屬撒旦的會堂人
[00:13:59.840 --> 00:14:03.120]  猶太人說敬拜上帝
[00:14:03.120 --> 00:14:04.960]  為什麼你們是屬撒旦呢
[00:14:04.960 --> 00:14:08.800]  換言之這班人不是真正神的子民
[00:14:08.800 --> 00:14:13.680]  他們是跟隨撒旦就是控告者
[00:14:13.680 --> 00:14:19.360]  撒旦很喜歡找不同的理由
[00:14:19.360 --> 00:14:23.120]  來誣告神的忠心的聖徒
[00:14:23.120 --> 00:14:26.480]  這些在教會歷史多得不得了
[00:14:26.480 --> 00:14:29.600]  要舉的例證隨處可見
[00:14:29.600 --> 00:14:33.440]  但我們看到上帝說這班是屬撒旦
[00:14:33.440 --> 00:14:35.120]  是說方話的
[00:14:35.120 --> 00:14:37.440]  而且他們自稱是猶太人
[00:14:37.440 --> 00:14:39.440]  但不是真正的猶太人
[00:14:39.440 --> 00:14:42.160]  耶穌就在這裡責備這班人
[00:14:42.160 --> 00:14:45.920]  而且說到將來他們要知道
[00:14:45.920 --> 00:14:49.200]  是主耶穌愛這班非拉鐵非
[00:14:49.200 --> 00:14:51.760]  他們忠心跟隨主的人
[00:14:51.760 --> 00:14:55.840]  而且免去他們受試煉的日子
[00:14:55.840 --> 00:14:58.560]  這是在說末日審判的時候
[00:14:58.560 --> 00:15:02.160]  主要向他的百姓施行救恩的時候
[00:15:02.160 --> 00:15:04.960]  要叫一切敵黨基督的人
[00:15:04.960 --> 00:15:09.840]  都要臣服在主耶穌基督的面前
[00:15:09.840 --> 00:15:17.760]  我最近看到一個科技機構的刊物
[00:15:17.760 --> 00:15:20.080]  這個科技機構叫闖開的門
[00:15:20.080 --> 00:15:22.640]  其實已經成立了75年
[00:15:22.640 --> 00:15:25.680]  他們是一個荷蘭的宣教士
[00:15:25.680 --> 00:15:30.800]  他早年在亞洲傳道的時候
[00:15:30.800 --> 00:15:36.560]  也去過一些很難進入傳福音的地方
[00:15:36.560 --> 00:15:38.720]  他將聖經帶到那些地方
[00:15:38.720 --> 00:15:44.640]  他去安慰和鼓勵受迫害的基督徒
[00:15:44.640 --> 00:15:48.560]  這個最新的出版
[00:15:48.560 --> 00:15:51.920]  2025年全球首目名單
[00:15:51.920 --> 00:15:54.080]  在這個祈禱的手冊裡面
[00:15:54.080 --> 00:15:58.160]  全部都是有血有肉的見證
[00:15:58.160 --> 00:16:01.120]  當我每一次看到不同國家
[00:16:01.120 --> 00:16:04.160]  他們受苦的弟兄姊妹
[00:16:04.160 --> 00:16:06.960]  我為他們一方面感謝心
[00:16:06.960 --> 00:16:11.120]  但另一方面我知道這是絕對不容易的
[00:16:11.120 --> 00:16:15.440]  一個日子和處境
[00:16:15.440 --> 00:16:17.760]  我們今天有時很難想像
[00:16:17.760 --> 00:16:21.200]  在香港 在中國香港這個地方
[00:16:21.200 --> 00:16:24.720]  我們有高度的宗教自由
[00:16:24.720 --> 00:16:26.320]  我們今天可以擺街站
[00:16:26.320 --> 00:16:28.480]  我們隨處可以派單張
[00:16:28.480 --> 00:16:30.320]  我們可以進到學校
[00:16:30.320 --> 00:16:35.040]  和青少年人去講主耶穌福音
[00:16:35.040 --> 00:16:36.400]  今天相反
[00:16:36.400 --> 00:16:39.280]  我如果要回到美國或者加拿大
[00:16:39.280 --> 00:16:41.360]  我是做不到這些的
[00:16:41.360 --> 00:16:45.600]  而且今天在基督教立國的一些所謂國家
[00:16:45.600 --> 00:16:49.840]  反而是沒有這些所謂的自由的
[00:16:49.840 --> 00:16:51.120]  我想問一下大家
[00:16:51.120 --> 00:16:57.840]  這裡舉出跟隨耶穌要付上最大的代價的50個國家
[00:16:57.840 --> 00:17:01.680]  你猜這50個國家誰是排第一
[00:17:01.680 --> 00:17:04.160]  你猜一下
[00:17:04.160 --> 00:17:07.040]  美國 英國
[00:17:07.040 --> 00:17:10.160]  好像沒有他們
[00:17:10.160 --> 00:17:12.720]  他們都不知道多疏忽
[00:17:12.720 --> 00:17:16.560]  他們在享樂安逸裡面
[00:17:16.560 --> 00:17:19.120]  他們以前搞到一塌糊塗
[00:17:19.120 --> 00:17:21.680]  自己的性別是什麼都沒有搞清楚
[00:17:21.680 --> 00:17:24.000]  我想問問大家
[00:17:24.000 --> 00:17:29.200]  原來23年來排第一的
[00:17:29.200 --> 00:17:31.680]  竟然是很近我們的
[00:17:31.680 --> 00:17:34.240]  北韓
[00:17:34.240 --> 00:17:37.920]  北韓裡面有很多弟兄姊妹
[00:17:37.920 --> 00:17:40.560]  其實是一個很大的迫害
[00:17:40.560 --> 00:17:43.680]  全世界超過3.8億的基督徒
[00:17:43.680 --> 00:17:48.000]  因為信仰而遭受高度逼迫和歧視
[00:17:48.000 --> 00:17:51.600]  他們是佔了全球七分一的基督徒
[00:17:51.600 --> 00:17:54.400]  所以你看一下旁邊的弟兄姊妹
[00:17:54.400 --> 00:17:56.240]  你可不可以跟他們說一聲
[00:17:56.240 --> 00:17:59.360]  我們要為這些受迫害的基督徒
[00:17:59.360 --> 00:18:00.800]  為他們祈禱
[00:18:00.800 --> 00:18:02.480]  跟他們說一聲
[00:18:02.480 --> 00:18:07.760]  我們要為受迫害的基督徒禱告
[00:18:07.760 --> 00:18:10.400]  受迫害的基督徒祈禱
[00:18:10.400 --> 00:18:11.360]  是真的
[00:18:11.360 --> 00:18:13.440]  很不容易
[00:18:13.440 --> 00:18:16.480]  在敘利亞這個地方
[00:18:16.480 --> 00:18:19.280]  有幾個基督徒是受到性侵犯
[00:18:19.280 --> 00:18:22.480]  甚至被迫嫁給非基督徒
[00:18:22.480 --> 00:18:23.840]  在巴基斯坦地方
[00:18:23.840 --> 00:18:27.280]  基督徒遭毆打威脅身心虐待
[00:18:27.280 --> 00:18:31.760]  在尼日利亞基督徒因信仰被殺害
[00:18:31.760 --> 00:18:39.120]  在印度有些人也被拘捕甚至判刑
[00:18:39.120 --> 00:18:42.880]  在撒哈拉以南的非洲
[00:18:42.880 --> 00:18:47.200]  有很多針對基督徒的住宅、商店和企業
[00:18:47.200 --> 00:18:48.880]  都是受襲擊的
[00:18:48.880 --> 00:18:55.200]  緬甸超過20萬的基督徒被迫離家、流亡
[00:18:55.200 --> 00:19:00.400]  我們看到這些數據和見證的時候
[00:19:00.400 --> 00:19:04.080]  我們要跳出我們的安書區
[00:19:04.080 --> 00:19:05.200]  我們看一看
[00:19:05.200 --> 00:19:07.520]  很多人都說香港是一個福地
[00:19:07.520 --> 00:19:08.720]  確實是
[00:19:08.720 --> 00:19:10.400]  但是我們有沒有想到
[00:19:10.400 --> 00:19:13.680]  在這個世界 今天是21世紀
[00:19:13.680 --> 00:19:18.080]  仍然在我們全世界佔了七分一的基督徒
[00:19:18.080 --> 00:19:22.320]  他們每一天都生活在惶恐和受迫
[00:19:22.320 --> 00:19:24.800]  甚至失去他們的財物
[00:19:24.800 --> 00:19:26.480]  連性命都不保
[00:19:26.480 --> 00:19:28.080]  一些這樣的日子
[00:19:28.080 --> 00:19:29.840]  好像很難想像
[00:19:29.840 --> 00:19:32.240]  但這個正正就是菲拉鐵菲
[00:19:32.240 --> 00:19:34.720]  那個教會當時主耶穌
[00:19:34.720 --> 00:19:36.880]  祂要來安慰他們
[00:19:36.880 --> 00:19:38.160]  所以我們一起來看
[00:19:38.160 --> 00:19:40.880]  耶穌如何應許他們有三件事
[00:19:40.880 --> 00:19:41.920]  我們一起讀
[00:19:42.160 --> 00:19:43.360]  「我必快來
[00:19:43.360 --> 00:19:45.520]  你要持守你所有的
[00:19:45.520 --> 00:19:48.160]  免得要奪去你的冠冕
[00:19:48.160 --> 00:19:49.120]  得勝的
[00:19:49.120 --> 00:19:52.880]  我要使他在我神的殿中作處子
[00:19:52.880 --> 00:19:55.440]  他必不再從那裡出去
[00:19:55.440 --> 00:19:57.520]  我又要擺我神的名
[00:19:57.520 --> 00:19:59.520]  和我神聖的名
[00:19:59.520 --> 00:20:03.680]  從天上我神那裡降下來的新耶路撒冷
[00:20:03.680 --> 00:20:05.280]  和我的新名
[00:20:05.280 --> 00:20:07.280]  都寫在他上面
[00:20:07.280 --> 00:20:09.600]  凡有耳朵的都應當聽
[00:20:09.600 --> 00:20:12.640]  聖靈向教會所說的話」
[00:20:12.640 --> 00:20:16.160]  主耶穌說的這三個英文
[00:20:16.160 --> 00:20:20.240]  我用三種顏色來描述
[00:20:20.240 --> 00:20:21.840]  「我必快來」
[00:20:21.840 --> 00:20:25.440]  主耶穌對這班致死忠心堅守主導的
[00:20:25.440 --> 00:20:27.520]  菲拉鐵菲的頂姐妹說
[00:20:27.520 --> 00:20:29.200]  你們要持守
[00:20:29.200 --> 00:20:32.080]  不要失去你們的冠冕
[00:20:32.080 --> 00:20:33.680]  耶穌很快會回來的
[00:20:33.680 --> 00:20:35.680]  有人今天會笑我們
[00:20:35.680 --> 00:20:37.600]  說了二千年
[00:20:37.600 --> 00:20:39.200]  耶穌都還沒回來
[00:20:39.200 --> 00:20:40.800]  我告訴大家
[00:20:40.800 --> 00:20:43.840]  我傳道已經超過三十多年
[00:20:43.840 --> 00:20:47.200]  我今天很感謝主
[00:20:47.200 --> 00:20:50.240]  仍然讓我能夠在這個即時上
[00:20:50.240 --> 00:20:51.360]  傳福音
[00:20:51.360 --> 00:20:52.960]  帶領人信主
[00:20:52.960 --> 00:20:54.400]  栽培弟兄姊妹
[00:20:54.400 --> 00:20:55.600]  作主的門徒
[00:20:55.600 --> 00:20:57.920]  我很深深感受到
[00:20:57.920 --> 00:21:01.120]  今天我們所作的這一切
[00:21:01.120 --> 00:21:03.920]  其實很重要的一件事
[00:21:03.920 --> 00:21:08.000]  你是顛覆扭轉一個人的命運
[00:21:08.000 --> 00:21:10.800]  一個人如果他賺得全世界
[00:21:10.800 --> 00:21:13.760]  但他失去了寶貴的靈魂
[00:21:13.760 --> 00:21:16.960]  這不是說生與死
[00:21:16.960 --> 00:21:20.800]  是說死亡之後永恆的結局
[00:21:20.800 --> 00:21:23.680]  而今天如果有人要問我
[00:21:23.680 --> 00:21:26.720]  林牧師你已經傳道三十多年
[00:21:26.720 --> 00:21:31.040]  不如我買起你
[00:21:31.040 --> 00:21:33.840]  從頭再來
[00:21:33.840 --> 00:21:35.840]  讓你有選擇
[00:21:35.840 --> 00:21:38.800]  我給你全世界一半財富
