
[00:00:00.000 --> 00:00:02.000]  (MC)好,多謝Timothy的介紹
[00:01:34.000 --> 00:01:38.000]  為何我們要和其他人分享福音
[00:01:38.000 --> 00:01:40.000]  在講這個講題之前
[00:01:40.000 --> 00:01:43.000]  想和大家做一個熱身
[00:01:43.000 --> 00:01:46.000]  熱身就是問大家一條問題
[00:01:46.000 --> 00:01:48.000]  第一條問題
[00:01:48.000 --> 00:01:50.000]  熱身就是問大家一條問題
[00:01:50.000 --> 00:01:52.000]  第一印象的時間
[00:01:52.000 --> 00:01:54.000]  說到回教會
[00:01:54.000 --> 00:01:56.000]  大家第一時間想起什麼呢?
[00:01:56.000 --> 00:01:58.000]  不如你和旁邊的人
[00:01:58.000 --> 00:02:00.000]  希望是認識,希望是熟悉
[00:02:00.000 --> 00:02:02.000]  希望是同一個組合
[00:02:02.000 --> 00:02:04.000]  和旁邊的人說說好嗎?
[00:02:04.000 --> 00:02:06.000]  今天很久沒有
[00:02:06.000 --> 00:02:09.000]  剛才Timothy說大半年沒有回教會了
[00:02:09.000 --> 00:02:11.000]  第一時間想起什麼呢?
[00:02:11.000 --> 00:02:13.000]  可不可以和旁邊的人說說?
[00:02:13.000 --> 00:02:15.000]  (大半年沒有回教會了)
[00:02:15.000 --> 00:02:17.000]  (大半年沒有回教會了)
[00:02:17.000 --> 00:02:19.000]  (大半年沒有回教會了)
[00:02:19.000 --> 00:02:21.000]  (大半年沒有回教會了)
[00:02:21.000 --> 00:02:23.000]  (大半年沒有回教會了)
[00:02:23.000 --> 00:02:25.000]  (大半年沒有回教會了)
[00:02:25.000 --> 00:02:27.000]  (大半年沒有回教會了)
[00:02:27.000 --> 00:02:29.000]  (大半年沒有回教會了)
[00:02:29.000 --> 00:02:31.000]  (大半年沒有回教會了)
[00:02:31.000 --> 00:02:33.000]  (大半年沒有回教會了)
[00:02:33.000 --> 00:02:35.000]  (大半年沒有回教會了)
[00:02:35.000 --> 00:02:37.000]  (大半年沒有回教會了)
[00:02:37.000 --> 00:02:39.000]  (大半年沒有回教會了)
[00:02:39.000 --> 00:02:41.000]  (大半年沒有回教會了)
[00:02:41.000 --> 00:02:43.000]  (大半年沒有回教會了)
[00:02:43.000 --> 00:02:45.000]  (大半年沒有回教會了)
[00:02:45.000 --> 00:02:47.000]  (大半年沒有回教會了)
[00:02:47.000 --> 00:02:49.000]  (大半年沒有回教會了)
[00:02:49.000 --> 00:02:51.000]  (大半年沒有回教會了)
[00:02:51.000 --> 00:02:53.000]  (大半年沒有回教會了)
[00:02:53.000 --> 00:02:55.000]  (大半年沒有回教會了)
[00:02:55.000 --> 00:02:57.000]  (大半年沒有回教會了)
[00:02:57.000 --> 00:02:59.000]  (大半年沒有回教會了)
[00:02:59.000 --> 00:03:01.000]  (大半年沒有回教會了)
[00:03:01.000 --> 00:03:03.000]  (大半年沒有回教會了)
[00:03:03.000 --> 00:03:05.000]  (大半年沒有回教會了)
[00:03:05.000 --> 00:03:07.000]  (大半年沒有回教會了)
[00:03:07.000 --> 00:03:09.000]  (大半年沒有回教會了)
[00:03:09.000 --> 00:03:11.000]  (大半年沒有回教會了)
[00:03:11.000 --> 00:03:13.000]  (大半年沒有回教會了)
[00:03:13.000 --> 00:03:15.000]  (大半年沒有回教會了)
[00:03:15.000 --> 00:03:17.000]  (大半年沒有回教會了)
[00:03:17.000 --> 00:03:19.000]  (大半年沒有回教會了)
[00:03:19.000 --> 00:03:21.000]  (大半年沒有回教會了)
[00:03:21.000 --> 00:03:23.000]  (大半年沒有回教會了)
[00:03:23.000 --> 00:03:25.000]  (大半年沒有回教會了)
[00:03:25.000 --> 00:03:27.000]  (大半年沒有回教會了)
[00:03:27.000 --> 00:03:29.000]  (大半年沒有回教會了)
[00:03:29.000 --> 00:03:31.000]  (大半年沒有回教會了)
[00:03:31.000 --> 00:03:33.000]  (大半年沒有回教會了)
[00:03:33.000 --> 00:03:35.000]  (大半年沒有回教會了)
[00:03:35.000 --> 00:03:37.000]  (大半年沒有回教會了)
[00:03:37.000 --> 00:03:39.000]  (大半年沒有回教會了)
[00:03:39.000 --> 00:03:41.000]  (大半年沒有回教會了)
[00:03:41.000 --> 00:03:43.000]  (大半年沒有回教會了)
[00:03:43.000 --> 00:03:45.000]  (大半年沒有回教會了)
[00:03:45.000 --> 00:03:47.000]  (大半年沒有回教會了)
[00:03:47.000 --> 00:03:49.000]  (大半年沒有回教會了)
[00:03:49.000 --> 00:03:51.000]  (大半年沒有回教會了)
[00:03:51.000 --> 00:03:53.000]  (大半年沒有回教會了)
[00:03:53.000 --> 00:03:55.000]  (大半年沒有回教會了)
[00:03:55.000 --> 00:03:57.000]  (大半年沒有回教會了)
[00:03:57.000 --> 00:03:59.000]  (大半年沒有回教會了)
[00:03:59.000 --> 00:04:01.000]  (大半年沒有回教會了)
[00:04:01.000 --> 00:04:03.000]  (大半年沒有回教會了)
[00:04:03.000 --> 00:04:05.000]  (大半年沒有回教會了)
[00:04:05.000 --> 00:04:07.000]  (大半年沒有回教會了)
[00:04:07.000 --> 00:04:09.000]  (大半年沒有回教會了)
[00:04:09.000 --> 00:04:11.000]  (大半年沒有回教會了)
[00:04:11.000 --> 00:04:13.000]  (大半年沒有回教會了)
[00:04:13.000 --> 00:04:15.000]  天父會紀念你的,你回答問題
[00:04:15.000 --> 00:04:17.000]  (大半年沒有回教會了)
[00:04:17.000 --> 00:04:19.000]  (大半年沒有回教會了)
[00:04:19.000 --> 00:04:21.000]  (大半年沒有回教會了)
[00:04:21.000 --> 00:04:23.000]  (大半年沒有回教會了)
[00:04:23.000 --> 00:04:25.000]  (大半年沒有回教會了)
[00:04:25.000 --> 00:04:27.000]  (大半年沒有回教會了)
[00:04:27.000 --> 00:04:29.000]  (大半年沒有回教會了)
[00:04:29.000 --> 00:04:31.000]  (大半年沒有回教會了)
[00:04:31.000 --> 00:04:33.000]  (大半年沒有回教會了)
[00:04:33.000 --> 00:04:35.000]  (大半年沒有回教會了)
[00:04:35.000 --> 00:04:37.000]  (大半年沒有回教會了)
[00:04:37.000 --> 00:04:39.000]  (大半年沒有回教會了)
[00:04:39.000 --> 00:04:41.000]  (大半年沒有回教會了)
[00:04:41.000 --> 00:04:43.000]  (大半年沒有回教會了)
[00:04:43.000 --> 00:04:45.000]  (大半年沒有回教會了)
[00:04:45.000 --> 00:04:47.000]  (大半年沒有回教會了)
[00:04:47.000 --> 00:04:49.000]  (大半年沒有回教會了)
[00:04:49.000 --> 00:04:51.000]  (大半年沒有回教會了)
[00:04:51.000 --> 00:04:53.000]  (大半年沒有回教會了)
[00:04:53.000 --> 00:04:55.000]  (大半年沒有回教會了)
[00:04:55.000 --> 00:04:57.000]  (大半年沒有回教會了)
[00:04:57.000 --> 00:04:59.000]  (大半年沒有回教會了)
[00:04:59.000 --> 00:05:01.000]  (大半年沒有回教會了)
[00:05:01.000 --> 00:05:03.000]  (大半年沒有回教會了)
[00:05:03.000 --> 00:05:05.000]  (大半年沒有回教會了)
[00:05:05.000 --> 00:05:08.000]  由我去讀,讀給大家聽
[00:05:08.000 --> 00:05:10.000]  請聽經文
[00:05:10.000 --> 00:05:13.000]  如果你有興趣,你平時聽到打開聖經
[00:05:13.000 --> 00:05:15.000]  你都可以打開
[00:05:15.000 --> 00:05:18.000]  在《馬太福音》28章的16至20節
[00:05:18.000 --> 00:05:22.000]  十一個門徒往加里尼去
[00:05:22.000 --> 00:05:24.000]  到了耶穌約定的山上
[00:05:24.000 --> 00:05:27.000]  他們見了耶穌就拜他
[00:05:27.000 --> 00:05:29.000]  然而還有人疑惑
[00:05:29.000 --> 00:05:31.000]  耶穌進前來對他們說
[00:05:31.000 --> 00:05:35.000]  天上地下所有的權柄都似給我了
[00:05:35.000 --> 00:05:38.000]  所以你們要去使萬民作我的門徒
[00:05:38.000 --> 00:05:41.000]  奉父子聖靈的名給他們施洗
[00:05:41.000 --> 00:05:43.000]  凡我所吩咐你們的
[00:05:43.000 --> 00:05:45.000]  都教訓他們遵守
[00:05:45.000 --> 00:05:47.000]  我就常與你們同在
[00:05:47.000 --> 00:05:49.000]  直到世界的末了
[00:05:49.000 --> 00:05:54.000]  我想問有沒有人沒聽過
[00:05:54.000 --> 00:05:57.000]  沒聽過教會說這篇經文的
[00:05:57.000 --> 00:06:00.000]  有很多互動
[00:06:00.000 --> 00:06:03.000]  勞煩大家要舉手要說話
[00:06:03.000 --> 00:06:05.000]  我看到有一兩隻手
[00:06:05.000 --> 00:06:06.000]  好,明白
[00:06:06.000 --> 00:06:09.000]  我看到大部分人都聽過
[00:06:09.000 --> 00:06:10.000]  大部分人都聽過
[00:06:10.000 --> 00:06:13.000]  我想這段經文都是常會去說的
[00:06:13.000 --> 00:06:16.000]  今天就用這段經文和大家再次分享
[00:06:16.000 --> 00:06:19.000]  為什麼我們要與其他人分享福音
[00:06:19.000 --> 00:06:21.000]  這裡highlight了一個字
[00:06:21.000 --> 00:06:23.000]  就是疑惑這個字,紅色的
[00:06:23.000 --> 00:06:26.000]  我很想說這是背景
[00:06:26.000 --> 00:06:28.000]  我們經常會說28至20節
[00:06:28.000 --> 00:06:32.000]  但是我們叫做指明之前有一個背景
[00:06:32.000 --> 00:06:36.000]  就是一個作者說到當時的門徒
[00:06:36.000 --> 00:06:38.000]  其實是有疑惑的
[00:06:38.000 --> 00:06:41.000]  我特別想說英文版
[00:06:41.000 --> 00:06:42.000]  英文說什麼呢
[00:06:42.000 --> 00:06:43.000]  他說
[00:06:43.000 --> 00:06:47.000]  They worshipped him, but some were doubtful
[00:06:47.000 --> 00:06:51.000]  They worshipped him, but some were doubtful
[00:06:51.000 --> 00:06:54.000]  我覺得和我們今天的處境很相似
[00:06:54.000 --> 00:06:56.000]  我們在一個worship裡面
[00:06:56.000 --> 00:06:58.000]  剛才我們在敬拜裡面很開心
[00:06:58.000 --> 00:07:01.000]  但我不知道最近你的生命如何
[00:07:01.000 --> 00:07:02.000]  特別我自己也體會
[00:07:02.000 --> 00:07:04.000]  我是一個青年導師
[00:07:04.000 --> 00:07:05.000]  我在教會
[00:07:05.000 --> 00:07:07.000]  在校園也有大小組
[00:07:07.000 --> 00:07:10.000]  其實當我們說使命之前
[00:07:10.000 --> 00:07:11.000]  其實很真實的
[00:07:11.000 --> 00:07:12.000]  我們一些年輕人
[00:07:12.000 --> 00:07:13.000]  我們正在經歷一些疑惑
[00:07:13.000 --> 00:07:15.000]  正在經歷一些掙扎
[00:07:15.000 --> 00:07:17.000]  可不可以再到下一頁
[00:07:17.000 --> 00:07:19.000]  有什麼疑惑呢
[00:07:19.000 --> 00:07:21.000]  你想像這群門徒
[00:07:21.000 --> 00:07:23.000]  12個正在離開
[00:07:23.000 --> 00:07:25.000]  因為出賣了耶穌
[00:07:25.000 --> 00:07:28.000]  然後他們看著眼前
[00:07:28.000 --> 00:07:30.000]  有釘痕的耶穌
[00:07:30.000 --> 00:07:32.000]  你想像一下他們有什麼感覺
[00:07:32.000 --> 00:07:35.000]  他們為什麼會疑惑呢
[00:07:35.000 --> 00:07:39.000]  第一可能是對神的疑惑
[00:07:39.000 --> 00:07:41.000]  其實你剛剛死了
[00:07:41.000 --> 00:07:43.000]  你是不是真的神
[00:07:43.000 --> 00:07:46.000]  你是不是真的能夠帶領我們
[00:07:46.000 --> 00:07:48.000]  走出一個困難
[00:07:48.000 --> 00:07:50.000]  進入到一個新的環境呢
[00:07:50.000 --> 00:07:52.000]  他們其實很期待
[00:07:52.000 --> 00:07:55.000]  有一個救主去拯救整個以色列的民族
[00:07:55.000 --> 00:07:59.000]  還是對自己有一點疑惑
[00:07:59.000 --> 00:08:01.000]  其實我是有份出賣耶穌的
[00:08:01.000 --> 00:08:03.000]  耶穌釘十字架的時候
[00:08:03.000 --> 00:08:04.000]  我不是在這裡的
[00:08:04.000 --> 00:08:05.000]  我走了
[00:08:05.000 --> 00:08:06.000]  我是那個
[00:08:06.000 --> 00:08:08.000]  可能脫光衣服也要逃跑的
[00:08:08.000 --> 00:08:10.000]  那個馬可
[00:08:10.000 --> 00:08:11.000]  可能我是那個
[00:08:11.000 --> 00:08:14.000]  幾次不認主的彼得
[00:08:14.000 --> 00:08:18.000]  又或者你想像一下
[00:08:18.000 --> 00:08:20.000]  好像你對著老師
[00:08:20.000 --> 00:08:21.000]  你沒有做功課
[00:08:21.000 --> 00:08:23.000]  然後老師叫你的名字看著你
[00:08:23.000 --> 00:08:25.000]  就是有這種感覺
[00:08:25.000 --> 00:08:26.000]  疑惑
[00:08:26.000 --> 00:08:28.000]  就是一種這樣的感覺
[00:08:28.000 --> 00:08:29.000]  有些事情你對著這個人
[00:08:29.000 --> 00:08:31.000]  對不住
[00:08:31.000 --> 00:08:33.000]  可能你會對自己有疑惑
[00:08:33.000 --> 00:08:39.000]  我們可能最近都在經歷信仰上
[00:08:39.000 --> 00:08:41.000]  我不知道你會不會
[00:08:41.000 --> 00:08:42.000]  生命裡面信仰上
[00:08:42.000 --> 00:08:43.000]  有一些掙扎
[00:08:43.000 --> 00:08:44.000]  可能是對於神
[00:08:44.000 --> 00:08:46.000]  覺得神為什麼會這樣呢
[00:08:46.000 --> 00:08:47.000]  或者是剛才說
[00:08:47.000 --> 00:08:48.000]  對於自己
[00:08:48.000 --> 00:08:50.000]  其實我很多事情做得不好
[00:08:50.000 --> 00:08:52.000]  我很多事情都不完美
[00:08:52.000 --> 00:08:54.000]  甚至我
[00:08:54.000 --> 00:08:56.000]  很多基本的神要我做的事情
[00:08:56.000 --> 00:08:58.000]  我覺得我做不到
[00:08:58.000 --> 00:09:01.000]  但我想跟大家說
[00:09:01.000 --> 00:09:02.000]  使命
[00:09:02.000 --> 00:09:03.000]  是在這個時候
[00:09:03.000 --> 00:09:05.000]  耶穌選擇去頒下
[00:09:05.000 --> 00:09:07.000]  耶穌就是
[00:09:07.000 --> 00:09:09.000]  在這個這麼不完美的時候
[00:09:09.000 --> 00:09:12.000]  他做了一個很反高潮的動作
[00:09:12.000 --> 00:09:14.000]  就是他去頒佈
[00:09:14.000 --> 00:09:15.000]  這個大使命
[00:09:15.000 --> 00:09:17.000]  我想鼓勵大家
[00:09:17.000 --> 00:09:18.000]  你今天去聽這篇道
[00:09:18.000 --> 00:09:19.000]  或者在接下來的五月
[00:09:19.000 --> 00:09:21.000]  有很多的行動
[00:09:21.000 --> 00:09:23.000]  我們要預備好自己的生命去
[00:09:23.000 --> 00:09:24.000]  傳福音
[00:09:24.000 --> 00:09:25.000]  你不要去怕
[00:09:25.000 --> 00:09:26.000]  可能你會覺得
[00:09:26.000 --> 00:09:28.000]  很多事情你還沒準備好
[00:09:28.000 --> 00:09:30.000]  但是在這裡去鼓勵大家
[00:09:30.000 --> 00:09:32.000]  耶穌就正正在這個時候
[00:09:32.000 --> 00:09:34.000]  去頒下大使命給
[00:09:34.000 --> 00:09:36.000]  昔日十二個門徒
[00:09:36.000 --> 00:09:38.000]  十一個門徒
[00:09:38.000 --> 00:09:39.000]  而今天
[00:09:39.000 --> 00:09:40.000]  也在這個時候
[00:09:40.000 --> 00:09:42.000]  選擇這樣去頒佈給我們
[00:09:42.000 --> 00:09:44.000]  其實你會看到聖經裡面
[00:09:44.000 --> 00:09:46.000]  在使命實踐裡面
[00:09:46.000 --> 00:09:47.000]  這群門徒
[00:09:47.000 --> 00:09:48.000]  經歷耶穌
[00:09:48.000 --> 00:09:50.000]  我自己也是這樣經歷的
[00:09:50.000 --> 00:09:52.000]  而一會兒我們邀請了一位姊妹
[00:09:52.000 --> 00:09:53.000]  跟我們分享她的生命
[00:09:53.000 --> 00:09:55.000]  我相信她也是這樣經歷的
[00:09:55.000 --> 00:09:56.000]  所以我鼓勵你
[00:09:56.000 --> 00:09:57.000]  可能你會帶著疑惑
[00:09:57.000 --> 00:09:58.000]  但是你在這個月
[00:09:58.000 --> 00:10:00.000]  甚至你接下來的一生裡面
[00:10:00.000 --> 00:10:01.000]  你要去實踐使命
[00:10:01.000 --> 00:10:02.000]  你越去實踐
[00:10:02.000 --> 00:10:03.000]  你越能夠去經歷
[00:10:03.000 --> 00:10:05.000]  神的大能和神的信實
[00:10:05.000 --> 00:10:07.000]  好,我們再看下去
[00:10:07.000 --> 00:10:08.000]  去到主菜
[00:10:08.000 --> 00:10:10.000]  昔日教會會說這段經文
[00:10:10.000 --> 00:10:12.000]  我們稱之為大使命
[00:10:12.000 --> 00:10:16.000]  可以再簡單看一看
[00:10:16.000 --> 00:10:19.000]  我一會兒會問大家一點東西
[00:10:19.000 --> 00:10:20.000]  這裡裡面
[00:10:20.000 --> 00:10:26.000]  耶穌說我們為什麼要做一些動作
[00:10:26.000 --> 00:10:28.000]  為什麼要做這個使命
[00:10:28.000 --> 00:10:31.000]  而這個使命包括一些什麼動詞
[00:10:31.000 --> 00:10:33.000]  我們其實要做些什麼
[00:10:33.000 --> 00:10:35.000]  大家可以帶著這兩個問題看一看
[00:10:35.000 --> 00:10:37.000]  為什麼和其實要做些什麼
[00:10:37.000 --> 00:10:41.000]  好,大使命講解一下背景
[00:10:41.000 --> 00:10:42.000]  其實是
[00:10:42.000 --> 00:10:44.000]  為什麼這麼重要
[00:10:44.000 --> 00:10:45.000]  為什麼使命特別大
[00:10:46.000 --> 00:10:48.000]  其實就沒有特別大
[00:10:48.000 --> 00:10:50.000]  這個大使命一向都不是一個
[00:10:50.000 --> 00:10:53.000]  叫使徒傳承的傳統
[00:10:53.000 --> 00:10:54.000]  反而是一個
[00:10:54.000 --> 00:10:57.000]  可能是大概歐洲教會十七世紀
[00:10:57.000 --> 00:11:02.000]  相傳是那時候會更加熱的一個說法
[00:11:02.000 --> 00:11:06.000]  是特別教會重新去確立這個使命
[00:11:06.000 --> 00:11:08.000]  是一個很大的使命
[00:11:08.000 --> 00:11:09.000]  我們英文稱之為
[00:11:09.000 --> 00:11:10.000]  The Great Commission
[00:11:10.000 --> 00:11:12.000]  Commission是一個任務
[00:11:12.000 --> 00:11:14.000]  是一個神給我們很大的任務
[00:11:14.000 --> 00:11:17.000]  但我自己體會為什麼很大
[00:11:17.000 --> 00:11:19.000]  其中一個原因是
[00:11:19.000 --> 00:11:21.000]  那個頒佈的時機
[00:11:21.000 --> 00:11:25.000]  因為這個使命其實是耶穌的遺言
[00:11:25.000 --> 00:11:27.000]  遺言
[00:11:27.000 --> 00:11:28.000]  遺言是什麼呢
[00:11:28.000 --> 00:11:30.000]  我相信遺言就是
[00:11:30.000 --> 00:11:32.000]  一個人他覺得最重要的東西
[00:11:32.000 --> 00:11:33.000]  他才會去講
[00:11:33.000 --> 00:11:34.000]  他臨斷氣的了
[00:11:34.000 --> 00:11:35.000]  臨升天的了
[00:11:35.000 --> 00:11:36.000]  耶穌就升天了
[00:11:36.000 --> 00:11:38.000]  我們就斷氣了
[00:11:38.000 --> 00:11:39.000]  他臨走之前
[00:11:39.000 --> 00:11:41.000]  他千叮萬囑講了兩次
[00:11:41.000 --> 00:11:42.000]  第一次
[00:11:42.000 --> 00:11:45.000]  很多時候都是在福音書最後那一章
[00:11:45.000 --> 00:11:46.000]  很多
[00:11:46.000 --> 00:11:47.000]  不一定是最後那一章
[00:11:47.000 --> 00:11:50.000]  但很多時候都是最後那一章去記載
[00:11:50.000 --> 00:11:51.000]  第二次是什麼時候呢
[00:11:51.000 --> 00:11:52.000]  真的臨升天了
[00:11:52.000 --> 00:11:53.000]  使徒行轉
[00:11:53.000 --> 00:11:54.000]  一章八節
[00:11:54.000 --> 00:11:55.000]  真的臨走了
[00:11:55.000 --> 00:11:56.000]  他都再講一次
[00:11:56.000 --> 00:12:02.000]  但你們要在地極裡面作我的見證
[00:12:02.000 --> 00:12:04.000]  你明白為什麼這麼大嗎
[00:12:04.000 --> 00:12:06.000]  一個人他臨走之前
[00:12:06.000 --> 00:12:07.000]  講了兩次
[00:12:07.000 --> 00:12:09.000]  你記住要幫我做
[00:12:09.000 --> 00:12:11.000]  這個就是為什麼他這麼大的原因
[00:12:11.000 --> 00:12:16.000]  耶穌很想我們正視這個命令和這個使命
[00:12:16.000 --> 00:12:18.000]  我們下下一頁好不好
[00:12:18.000 --> 00:12:20.000]  好,現在就是時間了
[00:12:20.000 --> 00:12:22.000]  又要大家互動了
[00:12:22.000 --> 00:12:23.000]  不好意思
[00:12:23.000 --> 00:12:27.000]  想又聽一下大家去答這兩條問題
[00:12:27.000 --> 00:12:28.000]  在大使命裡面
[00:12:28.000 --> 00:12:31.000]  耶穌說為什麼我們要做這個使命呢
[00:12:31.000 --> 00:12:32.000]  要做什麼呢
[00:12:32.000 --> 00:12:35.000]  好,那可不可以和旁邊的
[00:12:35.000 --> 00:12:36.000]  簡單的
[00:12:36.000 --> 00:12:37.000]  可能真的只有一兩分鐘
[00:12:37.000 --> 00:12:38.000]  分享一下
[00:12:38.000 --> 00:12:39.000]  是什麼呢
[00:12:39.000 --> 00:12:40.000]  什麼原因呢
[00:12:40.000 --> 00:12:42.000]  在經文裡面
[00:12:42.000 --> 00:12:44.000]  而要做什麼呢
[00:12:44.000 --> 00:12:45.000]  實際上
[00:12:45.000 --> 00:12:46.000]  我們來看看吧
[00:12:46.000 --> 00:13:15.000]  (教學中)
[00:13:15.000 --> 00:13:23.000]  (教學中)
[00:13:23.000 --> 00:13:52.000]  (教學中)
[00:13:52.000 --> 00:14:21.000]  (教學中)
[00:14:21.000 --> 00:14:31.000]  (教學中)
[00:14:31.000 --> 00:14:33.000]  好,時間有限了
[00:14:33.000 --> 00:14:37.000]  就給大家一分鐘左右去分享
[00:14:37.000 --> 00:14:41.000]  這次就不抽問大家了
[00:14:41.000 --> 00:14:42.000]  我就直接說
[00:14:42.000 --> 00:14:43.000]  聽聽你們說的
[00:14:43.000 --> 00:14:45.000]  發現有沒有
[00:14:45.000 --> 00:14:46.000]  是,夠完全
[00:14:46.000 --> 00:14:48.000]  我們再下下一頁好不好
[00:14:48.000 --> 00:14:49.000]  好,有了
[00:14:49.000 --> 00:14:51.000]  有顏色的這一頁
[00:14:51.000 --> 00:14:53.000]  我先說藍色字好不好
[00:14:53.000 --> 00:14:54.000]  藍色字
[00:14:54.000 --> 00:14:55.000]  就是說
[00:14:55.000 --> 00:14:57.000]  其實耶穌要我們在這個使命裡面
[00:14:57.000 --> 00:14:58.000]  做些什麼呢
[00:14:58.000 --> 00:15:00.000]  What to do
[00:15:00.000 --> 00:15:02.000]  這裡其實有四個動詞
[00:15:02.000 --> 00:15:04.000]  不過如果你在原文的
[00:15:04.000 --> 00:15:05.000]  語法的句子
[00:15:05.000 --> 00:15:07.000]  你會發現其實有一些是叫participle
[00:15:07.000 --> 00:15:09.000]  是一些分詞
[00:15:09.000 --> 00:15:10.000]  有一個主動詞
[00:15:10.000 --> 00:15:12.000]  但是我都一次過說
[00:15:12.000 --> 00:15:14.000]  其實很想用一個短時間
[00:15:14.000 --> 00:15:15.000]  和大家看看這個使命實際
[00:15:15.000 --> 00:15:16.000]  說的是什麼
[00:15:16.000 --> 00:15:17.000]  如果整個general
[00:15:17.000 --> 00:15:19.000]  我們一起去看的時候
[00:15:19.000 --> 00:15:21.000]  其實要做些什麼呢
[00:15:21.000 --> 00:15:23.000]  第一個,去啦,go
[00:15:23.000 --> 00:15:25.000]  go是什麼呢,要主動
[00:15:25.000 --> 00:15:27.000]  我們不是站在教會
[00:15:27.000 --> 00:15:30.000]  我們是要走出去的,要主動的
[00:15:30.000 --> 00:15:32.000]  那你想像你追女孩都要追的
[00:15:32.000 --> 00:15:34.000]  那其實福音對象呢
[00:15:34.000 --> 00:15:36.000]  都要追的,真的
[00:15:36.000 --> 00:15:37.000]  是真的要有一點誠意的
[00:15:37.000 --> 00:15:38.000]  是真的要時間的
[00:15:38.000 --> 00:15:39.000]  福音對象都是這樣
[00:15:39.000 --> 00:15:41.000]  是要去的,要做主動
[00:15:41.000 --> 00:15:43.000]  第二個動詞
[00:15:43.000 --> 00:15:46.000]  是使萬民作門徒
[00:15:46.000 --> 00:15:47.000]  make disciples
[00:15:47.000 --> 00:15:51.000]  make all nations disciples
[00:15:51.000 --> 00:15:53.000]  使萬民作主的門徒
[00:15:53.000 --> 00:15:56.000]  那這裡也說到一個scope
[00:15:56.000 --> 00:15:57.000]  一個範圍
[00:15:57.000 --> 00:15:59.000]  其實這個使命的對象是什麼呢
[00:15:59.000 --> 00:16:00.000]  是萬民
[00:16:00.000 --> 00:16:01.000]  是全世界所有人
[00:16:01.000 --> 00:16:03.000]  是每一個族群
[00:16:03.000 --> 00:16:04.000]  所以今天說這個使命呢
[00:16:04.000 --> 00:16:06.000]  我們不只是說在
[00:16:06.000 --> 00:16:08.000]  港福堂你認識的弟兄姊妹
[00:16:08.000 --> 00:16:12.000]  不是只說金鐘這個環境
[00:16:12.000 --> 00:16:14.000]  其實是整個世界
[00:16:14.000 --> 00:16:15.000]  整個地形
[00:16:15.000 --> 00:16:17.000]  都是這個使命的對象
[00:16:17.000 --> 00:16:19.000]  使萬民作主的門徒
[00:16:19.000 --> 00:16:20.000]  那之後呢
[00:16:20.000 --> 00:16:21.000]  他有兩個participle
[00:16:21.000 --> 00:16:23.000]  那他繼續去解釋
[00:16:23.000 --> 00:16:26.000]  其實什麼叫使萬民作主的門徒呢
