
[00:00:00.000 --> 00:00:01.880]  各位explorer早安
[00:09:39.040 --> 00:09:40.040]  跳舞
[00:09:40.040 --> 00:09:41.040]  還有跳舞
[00:09:41.040 --> 00:09:42.040]  舊約有說跳舞
[00:09:42.040 --> 00:09:44.040]  都是方法去敬拜神
[00:09:44.040 --> 00:09:46.040]  所以當詩人提到
[00:09:46.040 --> 00:09:48.040]  他自己去領他們
[00:09:48.040 --> 00:09:50.040]  帶領他們進入神的殿
[00:09:50.040 --> 00:09:52.040]  一個推測就是
[00:09:52.040 --> 00:09:54.040]  他似乎是一個曾經
[00:09:54.040 --> 00:09:56.040]  好像去到帶領人敬拜的人
[00:09:56.040 --> 00:09:58.040]  他好像曾經有一個
[00:09:58.040 --> 00:10:01.040]  對他來說可能是很輝煌也好
[00:10:01.040 --> 00:10:03.040]  或者很投入
[00:10:03.040 --> 00:10:05.040]  很興奮的時刻
[00:10:05.040 --> 00:10:06.040]  的地方
[00:10:06.040 --> 00:10:09.040]  當然今天我們不是按住一個
[00:10:09.040 --> 00:10:11.040]  猶太的接其容曆法
[00:10:11.040 --> 00:10:12.040]  因為你見到
[00:10:12.040 --> 00:10:14.040]  在經文有個字叫守節
[00:10:14.040 --> 00:10:17.040]  在特別重大的場合裏面
[00:10:17.040 --> 00:10:20.040]  以色列人更加不只是唱歌和跳舞
[00:10:20.040 --> 00:10:22.040]  他們更加有很多宴會
[00:10:22.040 --> 00:10:23.040]  讀舊約的技術
[00:10:23.040 --> 00:10:25.040]  很多宴會
[00:10:25.040 --> 00:10:26.040]  很多活動
[00:10:26.040 --> 00:10:29.040]  很多事情去紀念神
[00:10:29.040 --> 00:10:31.040]  所以是很開心的日子
[00:10:31.040 --> 00:10:33.040]  大概今天在教會的生活
[00:10:33.040 --> 00:10:35.040]  雖然我們不是跟隨一個曆法
[00:10:35.040 --> 00:10:37.040]  我們不是跟隨猶太曆法
[00:10:37.040 --> 00:10:40.040]  我們的教會節期有一個曆法
[00:10:40.040 --> 00:10:42.040]  但不是跟隨猶太人的曆法
[00:10:42.040 --> 00:10:45.040]  但大概我們在教會的生活裏面
[00:10:45.040 --> 00:10:47.040]  都可能好像私人一樣
[00:10:47.040 --> 00:10:48.040]  有些這樣的記憶
[00:10:48.040 --> 00:10:50.040]  從前發生過一些事情
[00:10:50.040 --> 00:10:52.040]  可能是什麼記憶呢
[00:10:52.040 --> 00:10:55.040]  例如一個印象深刻的營會
[00:10:55.040 --> 00:10:58.040]  我自己在大學都在學員傳道會服事
[00:10:58.040 --> 00:11:00.040]  其實都參加過很多營會
[00:11:00.040 --> 00:11:03.040]  我還記得我第一個參加營會
[00:11:03.040 --> 00:11:04.040]  就是這麼大一個
[00:11:04.040 --> 00:11:05.040]  不算少我的form型
[00:11:05.040 --> 00:11:06.040]  其實沒有印象
[00:11:06.040 --> 00:11:09.040]  比較有印象的是大學參加的營會
[00:11:09.040 --> 00:11:11.040]  可能裏面是給一些訊息
[00:11:11.040 --> 00:11:15.040]  給一些環節去感動
[00:11:15.040 --> 00:11:18.040]  其實是一些地方
[00:11:18.040 --> 00:11:20.040]  可能是一個營會令你很感動
[00:11:20.040 --> 00:11:22.040]  好像那個時刻
[00:11:22.040 --> 00:11:24.040]  好像我們很熱情
[00:11:24.040 --> 00:11:26.040]  或者好像很多人
[00:11:26.040 --> 00:11:27.040]  這裡說很多人
[00:11:27.040 --> 00:11:28.040]  很多人一起去做一些事情
[00:11:28.040 --> 00:11:30.040]  覺得很開心
[00:11:30.040 --> 00:11:32.040]  可能有些人不是營會
[00:11:32.040 --> 00:11:34.040]  有些人可能是一篇講道
[00:11:34.040 --> 00:11:35.040]  好像比較悶
[00:11:35.040 --> 00:11:36.040]  但是有些人又會剛好
[00:11:36.040 --> 00:11:39.040]  他說了一句說話很觸動我
[00:11:39.040 --> 00:11:41.040]  又或者甚至只是一首詩歌
[00:11:41.040 --> 00:11:43.040]  可能剛好有一次敬拜
[00:11:43.040 --> 00:11:44.040]  那首詩歌真的很感動
[00:11:44.040 --> 00:11:46.040]  那就成為了我的記憶
[00:11:46.040 --> 00:11:48.040]  又或者再直接一點
[00:11:48.040 --> 00:11:50.040]  可能是別人跟你說的話
[00:11:50.040 --> 00:11:53.040]  有一句說話令你印象很深刻
[00:11:53.040 --> 00:11:57.040]  大概我們在自己的生活裏面
[00:11:57.040 --> 00:11:59.040]  都可能有些這樣的記憶
[00:11:59.040 --> 00:12:01.040]  好像私人的記憶
[00:12:01.040 --> 00:12:02.040]  但是私人的記憶
[00:12:02.040 --> 00:12:03.040]  我追想的時候
[00:12:03.040 --> 00:12:04.040]  它不是開心
[00:12:04.040 --> 00:12:06.040]  它是悲傷
[00:12:06.040 --> 00:12:08.040]  很奇怪的
[00:12:08.040 --> 00:12:09.040]  你想像
[00:12:09.040 --> 00:12:11.040]  例如你試想最開心的回憶
[00:12:11.040 --> 00:12:13.040]  原來你是悲傷
[00:12:13.040 --> 00:12:16.040]  那個有一個很大的落差
[00:12:16.040 --> 00:12:19.040]  那個落差是怎樣來的呢
[00:12:19.040 --> 00:12:21.040]  一個很可能的原因
[00:12:21.040 --> 00:12:24.040]  就是這個私人現在做不到這些事情
[00:12:24.040 --> 00:12:25.040]  他就悲傷
[00:12:25.040 --> 00:12:28.040]  他沒有辦法再重演這個場景
[00:12:28.040 --> 00:12:30.040]  他就悲傷
[00:12:30.040 --> 00:12:32.040]  剛才一開始說到
[00:12:32.040 --> 00:12:33.040]  這次這篇詩
[00:12:33.040 --> 00:12:35.040]  私人傷心的原因
[00:12:35.040 --> 00:12:37.040]  就應該不太像
[00:12:37.040 --> 00:12:38.040]  因為他自己做了些什麼
[00:12:38.040 --> 00:12:40.040]  為什麼這樣說呢
[00:12:40.040 --> 00:12:42.040]  因為在舊約的傳統裏面
[00:12:42.040 --> 00:12:45.040]  有一個很常常說的詞語
[00:12:45.040 --> 00:12:47.040]  如果日後我們多說一天
[00:12:47.040 --> 00:12:48.040]  就會聽到
[00:12:48.040 --> 00:12:49.040]  就是說秘魯
[00:12:49.040 --> 00:12:51.040]  就是以色列人被人罰
[00:12:51.040 --> 00:12:53.040]  如果秘魯有點難聽
[00:12:53.040 --> 00:12:54.040]  就是他被人罰
[00:12:54.040 --> 00:12:55.040]  那怎樣罰他呢
[00:12:55.040 --> 00:12:58.040]  神去到覺得以色列人不聽話
[00:12:58.040 --> 00:12:59.040]  他罰他的方法就是
[00:12:59.040 --> 00:13:02.040]  將他們搬離了原本住的地方
[00:13:02.040 --> 00:13:04.040]  這個不是移民
[00:13:04.040 --> 00:13:05.040]  移民是你主動
[00:13:05.040 --> 00:13:08.040]  或者你自己選擇離開
[00:13:08.040 --> 00:13:09.040]  但是秘魯不是這樣的
[00:13:09.040 --> 00:13:11.040]  以色列人選擇說我不主動
[00:13:11.040 --> 00:13:12.040]  這裡不夠舒服
[00:13:12.040 --> 00:13:13.040]  我去別的地方
[00:13:13.040 --> 00:13:14.040]  不是這個意思
[00:13:14.040 --> 00:13:18.040]  秘魯是被迫離開自己的故鄉
[00:13:18.040 --> 00:13:20.040]  去到另外一個地方
[00:13:20.040 --> 00:13:22.040]  在這個情況下
[00:13:22.040 --> 00:13:24.040]  其實他失去了很多他原有
[00:13:24.040 --> 00:13:26.040]  很習慣很舒服
[00:13:26.040 --> 00:13:28.040]  甚至令他開心的事物
[00:13:28.040 --> 00:13:30.040]  當年平心而論
[00:13:30.040 --> 00:13:33.040]  不是全部以色列人都拜偶像
[00:13:33.040 --> 00:13:34.040]  如果全部都是壞人
[00:13:34.040 --> 00:13:36.040]  那就是知道自己活該
[00:13:36.040 --> 00:13:38.040]  但是大概
[00:13:38.040 --> 00:13:40.040]  在詩篇有很多段落
[00:13:40.040 --> 00:13:42.040]  類似的段落裡面
[00:13:42.040 --> 00:13:44.040]  至少詩人似乎不是這個原因
[00:13:44.040 --> 00:13:45.040]  如果是這個原因
[00:13:45.040 --> 00:13:46.040]  通常他都會承認
[00:13:46.040 --> 00:13:47.040]  就是我們是壞人
[00:13:47.040 --> 00:13:48.040]  我們不行
[00:13:48.040 --> 00:13:50.040]  但是在這裡不是
[00:13:50.040 --> 00:13:53.040]  可能他是很不幸地捲入去
[00:13:53.040 --> 00:13:55.040]  有時候環境的變動
[00:13:55.040 --> 00:13:57.040]  不是出於你一個人
[00:13:57.040 --> 00:13:58.040]  做得好不好
[00:13:58.040 --> 00:14:00.040]  而是他去到控制了這件事
[00:14:00.040 --> 00:14:02.040]  所以詩人的悲傷
[00:14:02.040 --> 00:14:04.040]  可能後面有更多的情緒
[00:14:04.040 --> 00:14:06.040]  我剛才讀了第一段
[00:14:06.040 --> 00:14:08.040]  已經發現他質問
[00:14:08.040 --> 00:14:10.040]  別人質問他
[00:14:10.040 --> 00:14:12.040]  你的神去了哪裡
[00:14:12.040 --> 00:14:14.040]  似乎他都自己在echo這個聲音
[00:14:14.040 --> 00:14:16.040]  好像到底這個神
[00:14:16.040 --> 00:14:18.040]  是不是真的在這裡呢
[00:14:18.040 --> 00:14:20.040]  詩人的失落
[00:14:20.040 --> 00:14:22.040]  是他失去了一些他習慣
[00:14:22.040 --> 00:14:24.040]  他熟悉的處境
[00:14:24.040 --> 00:14:26.040]  但是失落
[00:14:26.040 --> 00:14:28.040]  大概我們可能
[00:14:28.040 --> 00:14:31.040]  可能在一個年紀不大的時候
[00:14:31.040 --> 00:14:33.040]  我們的失落是什麼呢
[00:14:33.040 --> 00:14:36.040]  可能是一次測驗的成績不夠好
[00:14:36.040 --> 00:14:40.040]  又或者是一次表白不成功
[00:14:40.040 --> 00:14:43.040]  可以是這些失落
[00:14:43.040 --> 00:14:46.040]  但是開始我們慢慢隨著年日長大
[00:14:46.040 --> 00:14:49.040]  失落的magnitude會開始高一點
[00:14:49.040 --> 00:14:51.040]  我剛剛不是說一條低
[00:14:51.040 --> 00:14:52.040]  我要澄清
[00:14:52.040 --> 00:14:55.040]  不同的年紀承受到的東西是有限度的
[00:14:55.040 --> 00:14:58.040]  所以我不是說評擊那些就不傷心
[00:14:58.040 --> 00:14:59.040]  不是這個意思
[00:14:59.040 --> 00:15:01.040]  只是我們去到年日的長大
[00:15:01.040 --> 00:15:03.040]  是會越來越多的事情
[00:15:03.040 --> 00:15:04.040]  是會有失落
[00:15:04.040 --> 00:15:06.040]  甚至是有種挫敗
[00:15:06.040 --> 00:15:08.040]  那種自己控制不了
[00:15:08.040 --> 00:15:10.040]  舉個例子
[00:15:10.040 --> 00:15:11.040]  公開試失手
[00:15:11.040 --> 00:15:13.040]  進了不喜歡的學校去讀書
[00:15:13.040 --> 00:15:16.040]  在大學的朋友裡面
[00:15:16.040 --> 00:15:17.040]  在圈子裡面
[00:15:17.040 --> 00:15:19.040]  可能是很開心的
[00:15:19.040 --> 00:15:22.040]  甚至可以去到呼風喚雨
[00:15:22.040 --> 00:15:24.040]  好像覺得自己真的很powerful
[00:15:24.040 --> 00:15:26.040]  為什麼這樣說呢
[00:15:26.040 --> 00:15:28.040]  剛才提過我在學員傳導會
[00:15:28.040 --> 00:15:30.040]  有參加過服事
[00:15:30.040 --> 00:15:31.040]  其實當時
[00:15:31.040 --> 00:15:33.040]  我不會用呼風喚雨這個詞
[00:15:33.040 --> 00:15:35.040]  可能大家覺得我們很火熱
[00:15:35.040 --> 00:15:37.040]  我們經常去做一些事情
[00:15:37.040 --> 00:15:39.040]  或者也會做一些事情
[00:15:39.040 --> 00:15:41.040]  可能覺得我們有很多事情做到
[00:15:41.040 --> 00:15:43.040]  但是我同屆很多同學
[00:15:43.040 --> 00:15:45.040]  他們進了職場之後
[00:15:45.040 --> 00:15:47.040]  就會發現落差很大
[00:15:47.040 --> 00:15:49.040]  因為可能你在大學裡面
[00:15:49.040 --> 00:15:50.040]  好像在那個環境下
[00:15:50.040 --> 00:15:54.040]  你好像一個領袖
[00:15:54.040 --> 00:15:55.040]  但是你出到職場
[00:15:55.040 --> 00:15:57.040]  你發現原來我是從最小的那一位做起
[00:15:57.040 --> 00:15:59.040]  就是那個落差在那裡
[00:15:59.040 --> 00:16:01.040]  或者再遠一點
[00:16:01.040 --> 00:16:03.040]  可能這裡有少數人
[00:16:03.040 --> 00:16:05.040]  可能你人生第一份工作
[00:16:05.040 --> 00:16:08.040]  那份工作原來發現那個落差
[00:16:08.040 --> 00:16:09.040]  就是裡面的待遇
[00:16:09.040 --> 00:16:10.040]  或者你學到的東西
[00:16:10.040 --> 00:16:12.040]  是比你想像中
[00:16:12.040 --> 00:16:14.040]  原來有很大的差距
[00:16:14.040 --> 00:16:16.040]  甚至是你的同事的關係
[00:16:16.040 --> 00:16:17.040]  令你受不住
[00:16:17.040 --> 00:16:19.040]  所以你又想轉工
[00:16:19.040 --> 00:16:21.040]  大概這些時候
[00:16:21.040 --> 00:16:23.040]  我們可能處理的方法
[00:16:23.040 --> 00:16:25.040]  其中一個想嘗試面對的
[00:16:25.040 --> 00:16:27.040]  就是想回過去有多開心
[00:16:27.040 --> 00:16:31.040]  想回過去有多好
[00:16:31.040 --> 00:16:33.040]  當然,信不信耶穌
[00:16:33.040 --> 00:16:35.040]  坦白說,你也有這些
[00:16:35.040 --> 00:16:37.040]  我不會說信耶穌的人
[00:16:37.040 --> 00:16:39.040]  有一個權利就不用遇上
[00:16:39.040 --> 00:16:41.040]  這個不是聖經的教導
[00:16:41.040 --> 00:16:42.040]  但是無可否認
[00:16:42.040 --> 00:16:45.040]  信耶穌有時候是更加難去面對
[00:16:45.040 --> 00:16:47.040]  在某個層面上
[00:16:47.040 --> 00:16:50.040]  難的層面在哪裡呢?
[00:16:50.040 --> 00:16:52.040]  信耶穌有時候很難面對張力
[00:16:52.040 --> 00:16:56.040]  我信一個很良善、很好的神
