
[00:00:00.000 --> 00:00:02.000]  天父 我們的主
[00:01:32.000 --> 00:01:35.000]  我們就要講到他們的家庭
[00:01:35.000 --> 00:01:37.000]  首先要和大家介紹一下
[00:01:37.000 --> 00:01:41.000]  他們兩兄弟的父親
[00:01:41.000 --> 00:01:47.000]  他們兩兄弟的父親叫做以撒
[00:01:47.000 --> 00:01:50.000]  那麼在之前的經文
[00:01:50.000 --> 00:01:53.000]  19節就講到了
[00:01:53.000 --> 00:01:55.000]  雅伯拉罕的兒子以撒的後代
[00:01:55.000 --> 00:01:57.000]  記載下面
[00:01:57.000 --> 00:02:00.000]  雅伯拉罕生以撒
[00:02:00.000 --> 00:02:03.000]  這樣一個關係雅伯拉罕和以撒
[00:02:03.000 --> 00:02:06.000]  相信大家都不會陌生
[00:02:06.000 --> 00:02:10.000]  因為有一個非常出名的記載
[00:02:10.000 --> 00:02:16.000]  記載的就是雅伯拉罕獻以撒
[00:02:16.000 --> 00:02:19.000]  面對他生命當中
[00:02:19.000 --> 00:02:21.000]  本來在世人看來
[00:02:21.000 --> 00:02:25.000]  老來得子非常寶貴的一個兒子
[00:02:25.000 --> 00:02:29.000]  但是他卻願意獻給上帝
[00:02:29.000 --> 00:02:31.000]  當他願意獻的時候
[00:02:31.000 --> 00:02:34.000]  就有天使阻止他了
[00:02:34.000 --> 00:02:35.000]  明白了
[00:02:35.000 --> 00:02:39.000]  原來你是對神有那麼多的信靠
[00:02:39.000 --> 00:02:44.000]  所以雅伯拉罕也被稱為信心之父
[00:02:44.000 --> 00:02:46.000]  他的兒子以撒
[00:02:46.000 --> 00:02:48.000]  就是我們這個家庭當中
[00:02:48.000 --> 00:02:53.000]  今天要講的父親這樣一個角色
[00:02:53.000 --> 00:02:56.000]  還有就是這個家庭中的母親
[00:02:56.000 --> 00:03:00.000]  叫做利百家
[00:03:00.000 --> 00:03:04.000]  那麼這個母親也是
[00:03:04.000 --> 00:03:07.000]  蒙神的一個揀選
[00:03:07.000 --> 00:03:11.000]  當時雅伯拉罕就吩咐他的僕人
[00:03:11.000 --> 00:03:13.000]  你要回到本鄉去
[00:03:13.000 --> 00:03:17.000]  為這個以撒找到適合他的姑娘
[00:03:17.000 --> 00:03:19.000]  來和他結婚
[00:03:19.000 --> 00:03:22.000]  去了以後到了一個水井旁邊
[00:03:22.000 --> 00:03:24.000]  就發現了這樣一個
[00:03:24.000 --> 00:03:28.000]  善良接待客里
[00:03:28.000 --> 00:03:33.000]  甚至還連他的駱駝都照顧的一位女孩
[00:03:33.000 --> 00:03:35.000]  叫做利百家
[00:03:35.000 --> 00:03:37.000]  就讓他們結婚
[00:03:37.000 --> 00:03:39.000]  成為了一個夫婦
[00:03:39.000 --> 00:03:44.000]  那麼這個家庭非常蒙上帝的祝福
[00:03:44.000 --> 00:03:48.000]  他們當時這個以撒和利百家
[00:03:48.000 --> 00:03:52.000]  也遇到了他們的父親
[00:03:52.000 --> 00:03:55.000]  雅伯拉罕有遇到的這個問題
[00:03:55.000 --> 00:03:58.000]  他們當時按照聖經記載
[00:03:58.000 --> 00:04:00.000]  不生育
[00:04:00.000 --> 00:04:03.000]  但是他們就找到了生活當中
[00:04:03.000 --> 00:04:06.000]  生命當中的那個訣竅
[00:04:06.000 --> 00:04:10.000]  遇到困難就向上帝去祈求
[00:04:10.000 --> 00:04:13.000]  看看上帝是怎麼帶領的
[00:04:13.000 --> 00:04:17.000]  上帝就應允了他們的祈求
[00:04:17.000 --> 00:04:24.000]  他們的妻子利百家就懷孕了
[00:04:24.000 --> 00:04:26.000]  很多時候我們的祈求
[00:04:26.000 --> 00:04:29.000]  甚至是超過我們的所求所想
[00:04:29.000 --> 00:04:31.000]  他們只是祈求懷孕
[00:04:31.000 --> 00:04:37.000]  這個時候他們卻懷的是一對孿生的兄弟
[00:04:37.000 --> 00:04:39.000]  雙胞胎
[00:04:39.000 --> 00:04:41.000]  生產的日子到了
[00:04:41.000 --> 00:04:44.000]  就介紹這個家庭中的兩兄弟
[00:04:44.000 --> 00:04:49.000]  以撒和雅各果然是雙子
[00:04:49.000 --> 00:04:53.000]  之前有一個上帝給利百家的一個啓示
[00:04:53.000 --> 00:04:56.000]  這裡一看生產的日子到了
[00:04:56.000 --> 00:04:59.000]  果然是雙子
[00:04:59.000 --> 00:05:04.000]  首先一個先生產的那個身體發紅
[00:05:04.000 --> 00:05:08.000]  渾身有毛如同皮衣
[00:05:08.000 --> 00:05:12.000]  他們就把這個孩子起名叫做以撒
[00:05:12.000 --> 00:05:16.000]  接下來又生了以撒的兄弟
[00:05:16.000 --> 00:05:19.000]  他手抓住以撒的腳跟
[00:05:19.000 --> 00:05:22.000]  所以就給他起名叫做抓住的意思
[00:05:22.000 --> 00:05:25.000]  叫做雅各
[00:05:25.000 --> 00:05:28.000]  當利百家生下了他們的孩子的時候
[00:05:28.000 --> 00:05:31.000]  以撒已經多少歲了
[00:05:31.000 --> 00:05:33.000]  看經文60歲
[00:05:33.000 --> 00:05:36.000]  所以我們在這裡看
[00:05:36.000 --> 00:05:41.000]  以撒和利百家結婚的時候
[00:05:41.000 --> 00:05:43.000]  他是40歲
[00:05:43.000 --> 00:05:48.000]  他們經過了20年的祈求等候
[00:05:48.000 --> 00:05:50.000]  上帝就應允了他們
[00:05:50.000 --> 00:05:53.000]  讓他們誕下了兩個孩子
[00:05:53.000 --> 00:05:55.000]  但是生產的過程
[00:05:55.000 --> 00:05:57.000]  卻讓他的妻子
[00:05:57.000 --> 00:06:02.000]  以撒的妻子利百家百受煎熬
[00:06:02.000 --> 00:06:04.000]  那麼相信我們群體當中
[00:06:04.000 --> 00:06:07.000]  有各位做媽媽的經歷的時候
[00:06:07.000 --> 00:06:10.000]  可能就體會到一點
[00:06:10.000 --> 00:06:12.000]  生孩子真的是不容易
[00:06:12.000 --> 00:06:15.000]  生產的過程非常的疼痛
[00:06:15.000 --> 00:06:18.000]  甚至分疼痛的級別的時候
[00:06:18.000 --> 00:06:21.000]  現在醫學分疼痛的級別的時候
[00:06:21.000 --> 00:06:25.000]  生產的那個疼痛指數是非常高的
[00:06:25.000 --> 00:06:28.000]  以至於我們在分享
[00:06:28.000 --> 00:06:30.000]  你生命經歷的痛楚的時候
[00:06:30.000 --> 00:06:32.000]  我們上啓發課程的時候
[00:06:32.000 --> 00:06:34.000]  他要囑咐一句
[00:06:34.000 --> 00:06:37.000]  不要分享生產孩子的時候
[00:06:37.000 --> 00:06:41.000]  很多媽媽都經歷過那樣的一個痛楚
[00:06:41.000 --> 00:06:44.000]  但是作為利百家來說
[00:06:44.000 --> 00:06:48.000]  他的懷孕的過程更加的痛苦
[00:06:48.000 --> 00:06:50.000]  當然一個原因可能是
[00:06:50.000 --> 00:06:53.000]  他年紀已經比較大了一點
[00:06:53.000 --> 00:06:55.000]  還有一個原因
[00:06:55.000 --> 00:06:58.000]  他懷的是一對雙胞胎
[00:06:58.000 --> 00:07:00.000]  更加有一個原因是
[00:07:00.000 --> 00:07:05.000]  兩個孩子就在他腹中去相爭
[00:07:05.000 --> 00:07:07.000]  彼此去爭鬥
[00:07:07.000 --> 00:07:09.000]  這個時候甚至他的媽媽
[00:07:09.000 --> 00:07:11.000]  非常的痛楚
[00:07:11.000 --> 00:07:13.000]  他就去求問耶和華了
[00:07:13.000 --> 00:07:14.000]  我們就看到
[00:07:14.000 --> 00:07:17.000]  他生命當中遇到難處也好
[00:07:17.000 --> 00:07:19.000]  遇到痛楚也好
[00:07:19.000 --> 00:07:21.000]  就去求問上帝了
[00:07:21.000 --> 00:07:24.000]  甚至他當時痛苦到一個地步
[00:07:24.000 --> 00:07:26.000]  他求問的時候
[00:07:26.000 --> 00:07:29.000]  我為什麼活著呢
[00:07:29.000 --> 00:07:31.000]  我們就可以想象
[00:07:31.000 --> 00:07:33.000]  遇到那個過程
[00:07:33.000 --> 00:07:35.000]  生產的過程
[00:07:35.000 --> 00:07:38.000]  生不如死
[00:07:38.000 --> 00:07:40.000]  我為什麼活著呢
[00:07:40.000 --> 00:07:43.000]  於是耶和華就跟他說了
[00:07:43.000 --> 00:07:46.000]  兩國在你的腹內
[00:07:46.000 --> 00:07:49.000]  兩族要從你身上出來
[00:07:49.000 --> 00:07:52.000]  這族必強於那族
[00:07:52.000 --> 00:07:55.000]  然後還有一個大小的分別了
[00:07:55.000 --> 00:08:00.000]  將來大的要服侍小的
[00:08:00.000 --> 00:08:03.000]  大的孩子是誰啊
[00:08:03.000 --> 00:08:04.000]  姨嫂
[00:08:04.000 --> 00:08:06.000]  姨嫂要服侍小的
[00:08:06.000 --> 00:08:08.000]  小的孩子是誰啊
[00:08:08.000 --> 00:08:09.000]  雅各
[00:08:09.000 --> 00:08:10.000]  非常好啊
[00:08:10.000 --> 00:08:13.000]  大家都記住了他們的關係
[00:08:13.000 --> 00:08:15.000]  爸爸媽媽兄弟
[00:08:15.000 --> 00:08:17.000]  哥哥和弟弟
[00:08:17.000 --> 00:08:19.000]  那麼生了兩個孩子呢
[00:08:19.000 --> 00:08:22.000]  他們的成長過程就可以看到
[00:08:22.000 --> 00:08:25.000]  各有分別
[00:08:25.000 --> 00:08:26.000]  首先呢
[00:08:26.000 --> 00:08:31.000]  是性格這個喜好方面的分別
[00:08:31.000 --> 00:08:33.000]  兩個孩子漸漸長大
[00:08:33.000 --> 00:08:35.000]  發現各有不同
[00:08:35.000 --> 00:08:38.000]  相信各位家庭當中也會發現
[00:08:38.000 --> 00:08:40.000]  有幾個孩子
[00:08:40.000 --> 00:08:41.000]  不同的擅長
[00:08:41.000 --> 00:08:44.000]  各有各的恩賜
[00:08:44.000 --> 00:08:48.000]  和姨嫂雅各他們當時的一個背景都很像
[00:08:48.000 --> 00:08:51.000]  這個時候兩個孩子就逐漸長大了
[00:08:51.000 --> 00:08:54.000]  姨嫂呢就善於打獵
[00:08:54.000 --> 00:08:56.000]  纏在田野上
[00:08:56.000 --> 00:08:58.000]  喜歡打獵
[00:08:58.000 --> 00:09:01.000]  雅各呢卻為人安靜
[00:09:01.000 --> 00:09:05.000]  纏住在帳篷裡面
[00:09:05.000 --> 00:09:08.000]  這個是他們性格喜好的分別
[00:09:08.000 --> 00:09:09.000]  還有呢
[00:09:09.000 --> 00:09:11.000]  剛才和大家也讀了
[00:09:11.000 --> 00:09:14.000]  兩兄弟他們在外貌和樣子上面呢
[00:09:14.000 --> 00:09:16.000]  也有分別
[00:09:16.000 --> 00:09:18.000]  首先看姨嫂
[00:09:18.000 --> 00:09:20.000]  剛才和大家讀了
[00:09:20.000 --> 00:09:22.000]  身體發紅
[00:09:22.000 --> 00:09:23.000]  渾身有毛
[00:09:23.000 --> 00:09:25.000]  如同皮衣
[00:09:25.000 --> 00:09:26.000]  那麼雅各呢
[00:09:26.000 --> 00:09:29.000]  他是名字呢就出生就抓著腳後跟
[00:09:29.000 --> 00:09:32.000]  那麼我們按照之後的經文可以看到
[00:09:32.000 --> 00:09:34.000]  雅各對他媽媽的話
[00:09:34.000 --> 00:09:38.000]  我們也看到他們的樣子也有分別
[00:09:38.000 --> 00:09:42.000]  我哥哥姨嫂渾身是有毛的
[00:09:42.000 --> 00:09:43.000]  有毛的
[00:09:43.000 --> 00:09:47.000]  我身上呢卻是光滑的
[00:09:47.000 --> 00:09:48.000]  一個有毛
[00:09:48.000 --> 00:09:49.000]  一個光滑
[00:09:49.000 --> 00:09:50.000]  樣子上面
[00:09:50.000 --> 00:09:52.000]  外貌方面
[00:09:52.000 --> 00:09:54.000]  也有這樣的一個分別
[00:09:54.000 --> 00:09:56.000]  本來呢分別呢
[00:09:56.000 --> 00:09:58.000]  都是會常有的
[00:09:58.000 --> 00:10:00.000]  各有自己的恩賜
[00:10:00.000 --> 00:10:01.000]  各有各的外貌
[00:10:01.000 --> 00:10:05.000]  都可以是因自來自於上帝的祝福
[00:10:05.000 --> 00:10:06.000]  但是呢
[00:10:06.000 --> 00:10:09.000]  接著接下來又有問題了
[00:10:09.000 --> 00:10:11.000]  父母呢
[00:10:11.000 --> 00:10:13.000]  卻在對兩個孩子上面呢
[00:10:13.000 --> 00:10:18.000]  各有各的偏愛
[00:10:18.000 --> 00:10:19.000]  這裡呢
[00:10:19.000 --> 00:10:21.000]  作為爸爸的姨嫂呢
[00:10:21.000 --> 00:10:25.000]  他愛哥哥姨嫂
[00:10:25.000 --> 00:10:27.000]  原因是什麼
[00:10:27.000 --> 00:10:28.000]  原因很特別
[00:10:28.000 --> 00:10:31.000]  聖經很清楚的就記述下來
[00:10:31.000 --> 00:10:33.000]  原因竟然是
[00:10:33.000 --> 00:10:39.000]  這個他愛吃野味
[00:10:39.000 --> 00:10:42.000]  喜歡打獵的孩子就把野味帶回家了
[00:10:42.000 --> 00:10:45.000]  這個父親愛吃野味
[00:10:45.000 --> 00:10:48.000]  嬰兒呢更喜歡大兒子
[00:10:48.000 --> 00:10:51.000]  把野味都帶來孝敬我
[00:10:51.000 --> 00:10:52.000]  但是這裡呢
[00:10:52.000 --> 00:10:54.000]  媽媽的立柏家呢
[00:10:54.000 --> 00:10:57.000]  卻更喜歡雅各
[00:10:57.000 --> 00:10:59.000]  不同的世經家呢
[00:10:59.000 --> 00:11:02.000]  在這裡做了不同的猜測
[00:11:02.000 --> 00:11:03.000]  有的說呢
[00:11:03.000 --> 00:11:06.000]  雅各經常在帳篷裡邊
[00:11:06.000 --> 00:11:08.000]  可能經常的陪伴媽媽
[00:11:08.000 --> 00:11:10.000]  也可能是一個原因
[00:11:10.000 --> 00:11:12.000]  還有一個原因呢
[00:11:12.000 --> 00:11:14.000]  雅各呢
[00:11:14.000 --> 00:11:17.000]  非常的聽媽媽的話
[00:11:17.000 --> 00:11:19.000]  這個不是一首歌的名字
[00:11:19.000 --> 00:11:21.000]  是他生命的表象
[00:11:21.000 --> 00:11:23.000]  聽媽媽的話
[00:11:23.000 --> 00:11:27.000]  那麼這裡呢就講到了雅各之後呢
[00:11:27.000 --> 00:11:29.000]  甚至他媽媽啊
[00:11:29.000 --> 00:11:31.000]  叫雅各去做一些
[00:11:31.000 --> 00:11:34.000]  欺騙爸爸的行為的時候
[00:11:34.000 --> 00:11:37.000]  雅各也去聽的
[00:11:37.000 --> 00:11:40.000]  所以在這裡我們就要留意到
[00:11:40.000 --> 00:11:43.000]  作為一個媽媽的角色
[00:11:43.000 --> 00:11:46.000]  你在家庭裡邊的這個身份呢
[00:11:46.000 --> 00:11:48.000]  何其重要
[00:11:48.000 --> 00:11:50.000]  你直接的影響
[00:11:50.000 --> 00:11:54.000]  就是對下一代的影響
[00:11:54.000 --> 00:11:55.000]  我們要做一個
[00:11:55.000 --> 00:11:57.000]  盡全的家庭的時候
[00:11:57.000 --> 00:11:58.000]  你盼望有一個
[00:11:58.000 --> 00:12:00.000]  盡全的孩子的時候
[00:12:00.000 --> 00:12:02.000]  聽媽媽的話
[00:12:02.000 --> 00:12:05.000]  就不再是最足夠的
[00:12:05.000 --> 00:12:07.000]  在聽媽媽的話的時候
[00:12:07.000 --> 00:12:09.000]  媽媽也要做一個
[00:12:09.000 --> 00:12:12.000]  聽上帝話的人
[00:12:12.000 --> 00:12:13.000]  孩子呢
[00:12:13.000 --> 00:12:15.000]  才可以因著聽上帝的話
[00:12:15.000 --> 00:12:19.000]  也更加的來聽媽媽的話
[00:12:19.000 --> 00:12:21.000]  還有一個分析呢
[00:12:21.000 --> 00:12:24.000]  為什麼利百家那麼愛這個雅各呢
[00:12:24.000 --> 00:12:27.000]  可能是在他求問耶和華上帝
[00:12:27.000 --> 00:12:29.000]  他為什麼痛苦的時候
[00:12:29.000 --> 00:12:31.000]  得著啓示了
[00:12:31.000 --> 00:12:34.000]  將來這族要比那族強
[00:12:34.000 --> 00:12:36.000]  大的要來服侍小的
[00:12:36.000 --> 00:12:39.000]  知道這個小的重要
[00:12:39.000 --> 00:12:41.000]  於是呢
[00:12:41.000 --> 00:12:43.000]  就有一個偏愛的心
[00:12:43.000 --> 00:12:47.000]  就放在了雅各的身上了
[00:12:47.000 --> 00:12:49.000]  有這些關係以後呢
[00:12:49.000 --> 00:12:51.000]  我們就可以看到
[00:12:51.000 --> 00:12:57.000]  經文給我們很多的警示和提醒
[00:12:57.000 --> 00:12:58.000]  首先
[00:12:58.000 --> 00:13:00.000]  第一點要提醒我們的
[00:13:00.000 --> 00:13:05.000]  就是偏愛引致盲目
[00:13:05.000 --> 00:13:07.000]  當時我們在看他
[00:13:07.000 --> 00:13:10.000]  這裡的經文今天看到
[00:13:10.000 --> 00:13:13.000]  欺騙了哥哥的
[00:13:13.000 --> 00:13:16.000]  長子的名分以後呢
[00:13:16.000 --> 00:13:17.000]  到了後來呢
[00:13:17.000 --> 00:13:21.000]  還要欺騙他爸爸的祝福
[00:13:21.000 --> 00:13:22.000]  那個時候呢
[00:13:22.000 --> 00:13:24.000]  其實雅各也是覺得
[00:13:24.000 --> 00:13:26.000]  哎呀這個不妥吧
[00:13:26.000 --> 00:13:28.000]  不好吧
[00:13:28.000 --> 00:13:31.000]  覺得我身上是光滑的
[00:13:31.000 --> 00:13:32.000]  雖然爸爸現在
[00:13:32.000 --> 00:13:34.000]  可能看得不是很清楚
[00:13:34.000 --> 00:13:36.000]  他一摸不就摸得出來嗎
[00:13:36.000 --> 00:13:37.000]  對不對
[00:13:37.000 --> 00:13:40.000]  怎麼讓我去假扮哥哥的身份
[00:13:40.000 --> 00:13:43.000]  騙取這樣一個祝福呢
[00:13:43.000 --> 00:13:45.000]  這個時候啊
[00:13:45.000 --> 00:13:49.000]  之前可能還是很善良啊
[00:13:49.000 --> 00:13:51.000]  願意招待客旅啊
[00:13:51.000 --> 00:13:54.000]  願意去幫助他人的利百家呢
[00:13:54.000 --> 00:13:57.000]  因著他偏愛雅各呢
[00:13:57.000 --> 00:13:59.000]  他就盲目了
[00:13:59.000 --> 00:14:02.000]  盲目甚至這個時候呢
[00:14:02.000 --> 00:14:03.000]  去教雅各
[00:14:03.000 --> 00:14:05.000]  你要怎麼樣做
[00:14:05.000 --> 00:14:07.000]  把這個羊的羔羊的皮啊
[00:14:07.000 --> 00:14:09.000]  披在身上
[00:14:09.000 --> 00:14:10.000]  你爸爸一摸
[00:14:10.000 --> 00:14:13.000]  不就變成有毛的了嗎
[00:14:13.000 --> 00:14:16.000]  出現這些主意
[00:14:16.000 --> 00:14:18.000]  甚至在那個時候呢
[00:14:18.000 --> 00:14:22.000]  他就這樣跟這個雅各說了
[00:14:22.000 --> 00:14:23.000]  我啊
[00:14:23.000 --> 00:14:26.000]  你招的咒詛就歸到我身上
[00:14:26.000 --> 00:14:28.000]  你只管聽我的話
[00:14:28.000 --> 00:14:32.000]  去把羔羊給我拿來
[00:14:32.000 --> 00:14:34.000]  要這樣去做了
[00:14:34.000 --> 00:14:37.000]  我們就看到一個媽媽的身份
[00:14:37.000 --> 00:14:40.000]  因著偏愛的這個點啊
[00:14:40.000 --> 00:14:42.000]  一點一點的偏離
[00:14:42.000 --> 00:14:46.000]  聽到了這個姨嫂
[00:14:46.000 --> 00:14:48.000]  跟這個姨嫂的吩咐以後
[00:14:48.000 --> 00:14:50.000]  姨嫂出去打獵
[00:14:50.000 --> 00:14:51.000]  趕快趕快
[00:14:51.000 --> 00:14:53.000]  把她偏愛的小兒子叫過來
[00:14:53.000 --> 00:14:56.000]  有這些的安排
[00:14:56.000 --> 00:15:00.000]  以至於做了這些盲目的行為
[00:15:00.000 --> 00:15:03.000]  他這個時候可能他以為
[00:15:03.000 --> 00:15:04.000]  很快的
[00:15:04.000 --> 00:15:07.000]  得到了他心裡面想要的
[00:15:07.000 --> 00:15:10.000]  很快的好像成就了神的旨意
[00:15:10.000 --> 00:15:12.000]  但是他忘記了
[00:15:12.000 --> 00:15:15.000]  神給他的那個啓示啊
[00:15:15.000 --> 00:15:19.000]  並沒有吩咐他要這樣做
[00:15:19.000 --> 00:15:22.000]  他按著一個母親的偏愛
[00:15:22.000 --> 00:15:24.000]  按著一個人
[00:15:24.000 --> 00:15:28.000]  人的那種自己以為智慧的小聰明
[00:15:28.000 --> 00:15:31.000]  就吩咐了孩子去這樣做
[00:15:31.000 --> 00:15:33.000]  他想不到
[00:15:33.000 --> 00:15:35.000]  很多的禍患
[00:15:35.000 --> 00:15:37.000]  很多的紛爭
[00:15:37.000 --> 00:15:44.000]  就埋在了他的各樣的舉動和決策當中了
[00:15:44.000 --> 00:15:46.000]  所以我們也可以看到
[00:15:46.000 --> 00:15:48.000]  來自於人的偏愛啊
[00:15:48.000 --> 00:15:49.000]  溺愛啊
[00:15:49.000 --> 00:15:52.000]  會影響
[00:15:52.000 --> 00:15:54.000]  個人
[00:15:54.000 --> 00:15:58.000]  對於這個事件的判斷
[00:15:58.000 --> 00:16:01.000]  因著我侍奉的關係
[00:16:01.000 --> 00:16:02.000]  以前呢
[00:16:02.000 --> 00:16:03.000]  或者是現在呢
[00:16:03.000 --> 00:16:06.000]  經常的去接觸各位的家長
[00:16:06.000 --> 00:16:08.000]  也是弟兄姊妹
[00:16:08.000 --> 00:16:10.000]  但遇到問題的時候
[00:16:10.000 --> 00:16:12.000]  你就會發現
[00:16:12.000 --> 00:16:15.000]  家長的立場都會不同的
[00:16:15.000 --> 00:16:18.000]  當家長的孩子
[00:16:18.000 --> 00:16:21.000]  你是他的家長的時候
[00:16:21.000 --> 00:16:24.000]  孩子去一個傷害者的角色的時候
[00:16:24.000 --> 00:16:26.000]  你再來談的時候
[00:16:26.000 --> 00:16:27.000]  哎呀
[00:16:27.000 --> 00:16:29.000]  孩子還小嘛
[00:16:29.000 --> 00:16:30.000]  他要成長
[00:16:30.000 --> 00:16:32.000]  也要經歷這些過程了
[00:16:32.000 --> 00:16:35.000]  大家可否都原諒一點啊
[00:16:35.000 --> 00:16:37.000]  大度一點啊
[00:16:37.000 --> 00:16:39.000]  原諒孩子吧
[00:16:39.000 --> 00:16:43.000]  就有一個這樣一個憐憫的心
[00:16:43.000 --> 00:16:46.000]  就佔據了你整個生命的態度了
[00:16:46.000 --> 00:16:48.000]  當你的孩子
[00:16:48.000 --> 00:16:51.000]  是一個受害者的時候
[00:16:51.000 --> 00:16:55.000]  身份就不同了
[00:16:55.000 --> 00:16:59.000]  學校裡面也要講公益的
[00:16:59.000 --> 00:17:00.000]  我這樣去
[00:17:00.000 --> 00:17:03.000]  也是幫助另外一個孩子成長啊
[00:17:03.000 --> 00:17:06.000]  讓他長長記性
[00:17:06.000 --> 00:17:08.000]  你就會發現
[00:17:08.000 --> 00:17:11.000]  因著身份的不同
[00:17:11.000 --> 00:17:14.000]  我們對於一個事件的看法
[00:17:14.000 --> 00:17:18.000]  也會有兩極的取態
[00:17:18.000 --> 00:17:19.000]  所以呢
[00:17:19.000 --> 00:17:21.000]  我們就可以看到啊
[00:17:21.000 --> 00:17:23.000]  當我們盲目的時候
[00:17:23.000 --> 00:17:24.000]  當我們溺愛的時候
[00:17:24.000 --> 00:17:26.000]  偏愛的時候
[00:17:26.000 --> 00:17:28.000]  就會遮住了眼睛
[00:17:28.000 --> 00:17:31.000]  讓我們盲目
[00:17:31.000 --> 00:17:33.000]  我也有這樣經歷啊
[00:17:33.000 --> 00:17:35.000]  做了爸爸的時候啊
[00:17:35.000 --> 00:17:37.000]  有的時候帶女兒出去
[00:17:37.000 --> 00:17:38.000]  很多時候啊
[00:17:38.000 --> 00:17:40.000]  因為孩子小
[00:17:40.000 --> 00:17:41.000]  這個路上啊
[00:17:41.000 --> 00:17:44.000]  大家在匆匆於腳步的時候啊
[00:17:44.000 --> 00:17:46.000]  有的時候滿轉的時候
[00:17:46.000 --> 00:17:47.000]  這個包啊
[00:17:47.000 --> 00:17:48.000]  手啊
[00:17:48.000 --> 00:17:49.000]  推撞啊
[00:17:49.000 --> 00:17:51.000]  有的時候甚至在街上
[00:17:51.000 --> 00:17:53.000]  還有拿著香煙的人啊
[00:17:53.000 --> 00:17:56.000]  小心一點
[00:17:56.000 --> 00:17:58.000]  很快就要傷害到了
[00:17:58.000 --> 00:18:00.000]  你怎麼這樣做
[00:18:00.000 --> 00:18:02.000]  很多時候來自於一個父親的
[00:18:02.000 --> 00:18:05.000]  本能的那種保護欲啊
[00:18:05.000 --> 00:18:07.000]  會把你那種血氣和老我
[00:18:07.000 --> 00:18:10.000]  都馬上挑引出來
[00:18:10.000 --> 00:18:13.000]  馬上安靜以後要提醒自己
[00:18:13.000 --> 00:18:16.000]  基督徒基督徒
[00:18:16.000 --> 00:18:18.000]  還要提醒自己
[00:18:18.000 --> 00:18:20.000]  傳道人傳道人
[00:18:20.000 --> 00:18:23.000]  安靜安靜
[00:18:23.000 --> 00:18:25.000]  看向神
[00:18:25.000 --> 00:18:27.000]  神怎麼去處理的
[00:18:27.000 --> 00:18:30.000]  神讓我有這一顆怎麼樣的心
[00:18:30.000 --> 00:18:32.000]  提醒孩子要小心
[00:18:32.000 --> 00:18:34.000]  也要用一顆這個
[00:18:34.000 --> 00:18:38.000]  上帝所喜悅的方法和途徑
[00:18:38.000 --> 00:18:42.000]  來解決各樣的問題
[00:18:42.000 --> 00:18:43.000]  這個也是上帝要
[00:18:43.000 --> 00:18:48.000]  陶造我們生命的一些經歷
[00:18:48.000 --> 00:18:49.000]  很多時候呢
[00:18:49.000 --> 00:18:51.000]  我們不但盲目
[00:18:51.000 --> 00:18:53.000]  很多時候呢
[00:18:53.000 --> 00:18:57.000]  人也會想要去走捷徑
[00:18:57.000 --> 00:19:00.000]  就好像立百家一樣
[00:19:00.000 --> 00:19:02.000]  看到了聽到了
[00:19:02.000 --> 00:19:04.000]  有這樣一個打獵回來
[00:19:04.000 --> 00:19:06.000]  要蒙祝福的時候了
[00:19:06.000 --> 00:19:08.000]  趕快趕快
[00:19:08.000 --> 00:19:10.000]  叫小兒子來
