
[00:00:00.000 --> 00:00:03.440]  上星期Johnny跟我們講了《創世紀》第一章
[00:01:41.000 --> 00:01:42.000]  你幫我弄點東西
[00:01:42.000 --> 00:01:43.360]  我拿他的手機幫他弄點東西
[00:01:43.360 --> 00:01:44.320]  嘩 怎麼搞的
[00:01:44.320 --> 00:01:46.040]  這麼多應用程式都可以注入
[00:01:46.040 --> 00:01:47.520]  關 關 關 關
[00:01:47.520 --> 00:01:48.160]  我馬上幫他
[00:01:48.160 --> 00:02:01.160]  那他拿回手機說 為什麼關掉我的應用程式?我說你開啟這麼多應用程式 浪費電池 吃掉記憶體 所以你的手機就走得慢了
[00:02:01.160 --> 00:02:10.560]  這裡有沒有一些IT專家可以告訴我是不是真的這樣?有沒有人知道?好像是
[00:02:10.560 --> 00:02:22.280]  原來不是的 原來去搜尋過之後 原來智能手機的設計是讓你用背景應用程式
[00:02:22.280 --> 00:02:24.840]  它不吃掉你的記憶體在後面的時候
[00:02:24.840 --> 00:02:26.480]  它的設計已經預計了這件事
[00:02:26.480 --> 00:02:28.960]  而且它又不會吃掉你的電池
[00:02:28.960 --> 00:02:31.080]  你又不會因為這樣沒有電
[00:02:31.080 --> 00:02:35.280]  兼且其實好像我這樣不停地拼命關 拼命開
[00:02:35.280 --> 00:02:38.240]  其實原來我才是最浪費電的那個
[00:02:38.240 --> 00:02:41.000]  所以怪不得我的電話經常都沒電
[00:02:41.000 --> 00:02:45.760]  所以原來我們自己作為一個受眾 作為一個人類
[00:02:45.760 --> 00:02:48.560]  我們知不知道上帝對我們的設計概念是怎樣的呢?
[00:02:48.560 --> 00:02:50.160]  譬如我不知道我的手機是這樣
[00:02:50.160 --> 00:02:56.960]  所以我不跟別人的設計用 我用我自己的理直氣壯 連別人的應用程式都要關掉
[00:02:56.960 --> 00:03:01.960]  其實原來 我們進去看一看 今天創世紀第二章
[00:03:01.960 --> 00:03:03.320]  我們zoom in 看一看
[00:03:03.320 --> 00:03:06.880]  我們一起看一下第一字 三字 不如我們用中文一起讀 好嗎?
[00:03:06.880 --> 00:03:14.720]  「天地萬物都做齊了 到第七日 神造物的功已經完畢
[00:03:14.720 --> 00:03:19.640]  就在第七日 揭了他一切的功 安息了
[00:03:19.640 --> 00:03:23.200]  神似福給第七日 定為聖日
[00:03:23.200 --> 00:03:29.600]  因為在這日 神揭了他一切創造的功 就安息了」
[00:03:29.600 --> 00:03:33.360]  我們留意到 神創造天地是用七日
[00:03:33.360 --> 00:03:38.480]  祂沒有說神用六日創造天地 然後完了就休息
[00:03:38.480 --> 00:03:40.080]  不是 祂說是七日
[00:03:40.080 --> 00:03:44.680]  第七日是算在創造裏面的
[00:03:44.680 --> 00:03:49.280]  但是 第七日神做什麼呢?
[00:03:49.280 --> 00:03:51.600]  祂休息
[00:03:51.600 --> 00:03:54.560]  原來休息也算做事?
[00:03:54.560 --> 00:03:58.560]  原來神也要休息 但休息原來是設計的一部分
[00:03:58.560 --> 00:04:03.200]  原來休息是因為整個創造完成的一部分
[00:04:03.200 --> 00:04:07.560]  是讓創造變得完整 變得完全
[00:04:07.560 --> 00:04:12.040]  不是因為神覺得很累 休息一下 不是這麼簡單
[00:04:12.040 --> 00:04:19.440]  所以 究竟對你們來說 究竟什麼是休息呢?
[00:04:19.440 --> 00:04:23.040]  你們喜歡休息嗎?
[00:04:23.040 --> 00:04:24.760]  喜歡 你們怎麼休息呢?
[00:04:24.760 --> 00:04:29.560]  不如我們用一點時間在你們周圍 跟探索者聊聊天
[00:04:29.560 --> 00:04:33.320]  你通常怎麼休息呢? 你覺得對你來說怎樣才是休息呢?
[00:04:33.320 --> 00:04:36.840]  是躺著睡 還是去玩是休息呢?
[00:04:36.840 --> 00:04:38.400]  對你來說 什麼是休息呢?
[00:04:38.400 --> 00:04:40.520]  你什麼時候最想休息呢?
[00:04:40.520 --> 00:04:45.360]  你覺得為什麼有時候人好像不太肯去休息呢?
[00:04:45.360 --> 00:04:47.560]  那我們用幾分鐘的時間聊聊天 好嗎?
[00:04:47.560 --> 00:04:51.240]  男生怎麼休息呢? 先聽聽男生怎麼休息
[00:04:51.240 --> 00:04:53.200]  睡覺
[00:04:53.200 --> 00:04:56.960]  睡覺 最好的方法是睡覺 還有什麼呢?
[00:04:56.960 --> 00:05:02.240]  去IG看別人的東西
[00:05:02.240 --> 00:05:05.440]  去IG 錄IG 看別人的東西
[00:05:05.440 --> 00:05:08.600]  我們有兩個總結的 一個就是休息
[00:05:08.600 --> 00:05:10.800]  真的是睡覺 或者是休息
[00:05:10.800 --> 00:05:14.400]  我呢 或者他們都有說 看IG
[00:05:14.400 --> 00:05:17.200]  看完 看著看著 會看到睡覺的
[00:05:17.200 --> 00:05:20.040]  我呢 就看不到睡覺的 我會越看越精神的
[00:05:20.040 --> 00:05:24.040]  是不是看了別人的東西之後 覺得很爽?
[00:05:24.040 --> 00:05:29.480]  就是怕錯過了別人的故事 忘記了讚好別人的故事
[00:05:29.480 --> 00:05:33.760]  有些是有責任的 有些是有責任的 要去讚好別人的故事
[00:05:33.760 --> 00:05:35.360]  睡在那裡看劇集
[00:05:35.360 --> 00:05:38.960]  看劇集是要睡在那裡看 坐在那裡不算休息
[00:05:38.960 --> 00:05:43.200]  第二條題目 其實你什麼時候會最想休息呢?
[00:05:43.200 --> 00:05:48.720]  會不會有的時候你不想休息 不願意休息 不敢休息 是為什麼呢?
[00:05:48.720 --> 00:05:52.040]  做完功課的時候 最想休息 因為很累
[00:05:52.040 --> 00:05:58.800]  剛才我們分享過 原來休息太久 你什麼時候會最想休息呢?
[00:05:58.800 --> 00:06:04.040]  但相反 你覺得人什麼時候不想休息 就是休息太久
[00:06:04.040 --> 00:06:06.440]  所以就不想休息
[00:06:06.440 --> 00:06:11.200]  睡得很累 睡得太久 人真的會很累 這個真的是事實
[00:06:11.200 --> 00:06:13.200]  休息得太多
[00:06:13.200 --> 00:06:18.800]  剛才說 有時候一溫習的時候 就想休息
[00:06:18.800 --> 00:06:25.520]  不想休息就是 覺得如果休息了 好像很頹廢
[00:06:25.520 --> 00:06:27.520]  所以就不敢休息
[00:06:27.520 --> 00:06:33.120]  是的 講出了心聲 有時候不休息是因為有內疚感
[00:06:33.120 --> 00:06:35.120]  覺得還沒做夠事情
[00:06:35.120 --> 00:06:39.360]  所以有些壓力 所以就不想休息
[00:06:39.360 --> 00:06:43.600]  但是《創世紀》裡面 神說的休息其實是怎樣的呢?
[00:06:43.600 --> 00:06:49.680]  神不只是休息 祂說第七天是完全的完成
[00:06:49.680 --> 00:06:51.680]  令整件事情完全休息
[00:06:51.680 --> 00:06:57.920]  我猜可能有一點像我做完項目 一定要吃個慶功宴才覺得完全
[00:06:57.920 --> 00:07:01.400]  我不知道你們是不是這樣 你會不會做完一個大項目
[00:07:01.400 --> 00:07:06.080]  一定要整個團隊去吃個慶功宴 整件事情就完成
[00:07:06.080 --> 00:07:08.640]  神除了休息之外 祂還有什麼呢?
[00:07:08.640 --> 00:07:10.640]  我們看看第三節
[00:07:10.640 --> 00:07:15.520]  「神賜福給第七天 定為聖日」 祂祝福了一天
[00:07:15.520 --> 00:07:19.040]  所以休息其實是一個祝福
[00:07:19.040 --> 00:07:23.040]  還有祂將它定為聖 將那天做成聖事
[00:07:23.040 --> 00:07:27.160]  聖事 聖潔 聖潔就很重要 神就是聖潔
[00:07:27.160 --> 00:07:31.600]  有多重要呢? 有沒有人記得在聖經裡面
[00:07:31.600 --> 00:07:38.280]  有提過關於休息或者安息的誡明?
[00:07:38.280 --> 00:07:40.280]  有沒有人記得?
[00:07:41.240 --> 00:07:44.520]  We still know that I am God
[00:07:44.520 --> 00:07:46.520]  我們看看
[00:07:46.520 --> 00:07:52.000]  原來十誡裡面第四誡
[00:07:52.000 --> 00:07:54.760]  這是一個誡明來的 誡明是什麼意思呢?
[00:07:54.760 --> 00:07:58.680]  就是說我們最重要的那十誡 你不守是犯罪的
[00:07:58.680 --> 00:08:03.520]  原來要守的 當紀念安息日 守為聖日
[00:08:03.520 --> 00:08:05.520]  那怎樣才算是守安息日呢?
[00:08:05.520 --> 00:08:07.520]  實在有 怎樣守法呢?
[00:08:07.520 --> 00:08:10.160]  我記得我去以色列的時候
[00:08:10.160 --> 00:08:13.120]  我想每個人都聽過 以色列人 猶太人
[00:08:13.120 --> 00:08:15.840]  他們安息日就有一個電梯不按按鈕的
[00:08:15.840 --> 00:08:17.840]  你進去 它是逐層開逐層停
[00:08:17.840 --> 00:08:20.920]  你如果住二十樓 二十次之後才輪到你
[00:08:20.920 --> 00:08:23.520]  不用按按鈕 按按鈕都算是工作的
[00:08:23.520 --> 00:08:28.240]  另外我記得當時我們到星期五他們安息日
[00:08:28.240 --> 00:08:30.240]  日落之前 你回到酒店
[00:08:30.240 --> 00:08:32.600]  其實街上已經沒什麼人了 就快日落的時候
[00:08:32.600 --> 00:08:36.160]  回到酒店的時候 酒店的侍應都不見了
[00:08:36.160 --> 00:08:40.320]  餐廳裡面的東西都擺出來了 自助餐
[00:08:40.320 --> 00:08:43.240]  碟子 刀叉全部都擺出來了
[00:08:43.240 --> 00:08:44.640]  杯子 你自己去弄的了
[00:08:44.640 --> 00:08:47.600]  另外擺了很多小小的紅酒
[00:08:47.600 --> 00:08:49.600]  不知道你們看得清楚嗎?
[00:08:49.600 --> 00:08:53.320]  小小的紅酒 然後一個大麵包
[00:08:53.320 --> 00:08:59.640]  每個桌子就自己拿回來 自己去吃聖餐
[00:08:59.640 --> 00:09:01.640]  有些家庭都不煮飯的
[00:09:01.640 --> 00:09:03.640]  他們出來吃 他們就一家人
[00:09:03.640 --> 00:09:05.640]  最年長的那個就負責吃聖餐
[00:09:05.640 --> 00:09:12.320]  我們這團人 當時Pastor在我們的桌子上吃聖餐
[00:09:12.320 --> 00:09:16.200]  猶太人就守這些律例 作為守安息日
[00:09:16.200 --> 00:09:18.600]  但其實怎樣才算是安息呢?
[00:09:18.600 --> 00:09:20.600]  安息與休息有什麼不同呢?
[00:09:20.600 --> 00:09:22.600]  休息剛才說了 我們睡覺
[00:09:22.600 --> 00:09:26.120]  我們煮一下劇 讓自己放鬆一下
[00:09:26.120 --> 00:09:27.640]  什麼叫做安息?
[00:09:27.640 --> 00:09:29.640]  耶穌怎麼說的呢?
[00:09:29.640 --> 00:09:32.640]  耶穌說 凡勞苦擔重擔的人
[00:09:32.640 --> 00:09:34.640]  可以到我這裡來
[00:09:34.640 --> 00:09:38.640]  我就使你們得安息
[00:09:38.640 --> 00:09:41.640]  原來我們想要安息
[00:09:41.640 --> 00:09:45.640]  我們要耶穌說 Come to me
[00:09:45.640 --> 00:09:48.640]  來我那裡 耶穌說來我那裡
[00:09:48.640 --> 00:09:52.640]  你要去耶穌那裡 你才真正拿到安息
[00:09:52.640 --> 00:09:54.640]  詩篇怎麼說呢?
[00:09:54.640 --> 00:09:56.640]  剛才Cindy也說了
[00:09:56.640 --> 00:10:00.640]  Be still and know that I am God
[00:10:00.640 --> 00:10:02.640]  你們要休息 要知道我是神
[00:10:02.640 --> 00:10:04.640]  為什麼呢? 因為我們不休息
[00:10:04.640 --> 00:10:06.640]  我們不停下來 拼命做事的時候
[00:10:06.640 --> 00:10:09.640]  其實我們不是很記得神是神
[00:10:09.640 --> 00:10:11.640]  你們有沒有一些時刻
[00:10:11.640 --> 00:10:14.640]  好像剛才Auntie Maggie做的分享
[00:10:14.640 --> 00:10:17.640]  不敢休息 覺得還沒做夠
[00:10:17.640 --> 00:10:19.640]  我書還沒讀夠 我還沒準備好
[00:10:19.640 --> 00:10:21.640]  我心目中要考哪間大學
[00:10:21.640 --> 00:10:23.640]  或者我的GPA要多高
[00:10:23.640 --> 00:10:25.640]  我還沒搶夠
[00:10:25.640 --> 00:10:27.640]  其他同學還搶過我
[00:10:27.640 --> 00:10:30.640]  我不是很敢休息
[00:10:30.640 --> 00:10:33.640]  但這些時刻就是你忘記了
[00:10:33.640 --> 00:10:36.640]  神依然掌權 神依然愛你的時候
[00:10:36.640 --> 00:10:39.640]  你忘記了其實神是神
[00:10:39.640 --> 00:10:41.640]  在你生命裡面還有神
[00:10:41.640 --> 00:10:47.640]  所以安息是要有一個意思
[00:10:47.640 --> 00:10:48.640]  我記得我以前工作的時候
[00:10:48.640 --> 00:10:50.640]  有一次來了一個新同事
[00:10:50.640 --> 00:10:52.640]  她剛大學畢業出來工作
[00:10:52.640 --> 00:10:55.640]  真的很厲害 工作又很快
[00:10:55.640 --> 00:10:58.640]  又很拼命 我很疼她
[00:10:58.640 --> 00:11:00.640]  有一天同事走進來
[00:11:00.640 --> 00:11:03.640]  她不舒服 突然整個人打了冷顫
[00:11:03.640 --> 00:11:05.640]  然後暈倒了
[00:11:05.640 --> 00:11:07.640]  我們就送她去醫院
[00:11:07.640 --> 00:11:09.640]  什麼事呢
[00:11:09.640 --> 00:11:11.640]  尿道炎 原來尿道炎
[00:11:11.640 --> 00:11:13.640]  可以令整個人打了冷顫
[00:11:13.640 --> 00:11:16.640]  然後暈倒 住了一兩天醫院
[00:11:16.640 --> 00:11:18.640]  為什麼要去尿道炎呢
[00:11:18.640 --> 00:11:21.640]  沒錯 她不去廁所
[00:11:21.640 --> 00:11:24.640]  不只是不去廁所 她不喝水
[00:11:24.640 --> 00:11:26.640]  因為很多事要做 辦公室很忙
[00:11:26.640 --> 00:11:29.640]  喝水我不急 不急就不用去廁所
[00:11:29.640 --> 00:11:31.640]  我就省下那幾分鐘時間
[00:11:31.640 --> 00:11:32.640]  省下那些時間
[00:11:32.640 --> 00:11:34.640]  我只是晚上回家才喝水
[00:11:34.640 --> 00:11:36.640]  回家才去廁所
[00:11:36.640 --> 00:11:38.640]  這樣做事就快一點
[00:11:38.640 --> 00:11:41.640]  如果我們不知道我們的設計不是這樣用法
[00:11:41.640 --> 00:11:44.640]  我們真的會出事
[00:11:44.640 --> 00:11:47.640]  有時候你們會不會覺得自己很累
[00:11:47.640 --> 00:11:49.640]  累到忙得不得了
[00:11:49.640 --> 00:11:51.640]  但其實是口渴
[00:11:51.640 --> 00:11:54.640]  但你忘記去耶穌那裡
[00:11:54.640 --> 00:11:58.640]  喝過一口活水的泉源嗎
[00:11:58.640 --> 00:12:00.640]  耶穌說那是生命的水
[00:12:00.640 --> 00:12:02.640]  你們記不記得去喝水呢
[00:12:02.640 --> 00:12:05.640]  口渴的時候
[00:12:05.640 --> 00:12:08.640]  神將安息日定為聖日
[00:12:08.640 --> 00:12:10.640]  Make it holy
[00:12:10.640 --> 00:12:12.640]  休息願意停下來
[00:12:12.640 --> 00:12:14.640]  是因為我們honor
[00:12:14.640 --> 00:12:18.640]  上帝才是生命的源頭和中心
[00:12:18.640 --> 00:12:20.640]  整個世界的創造
[00:12:20.640 --> 00:12:23.640]  是要有神在才有意義的
[00:12:23.640 --> 00:12:26.640]  我們那個伊甸園裡面沒有上帝
[00:12:26.640 --> 00:12:28.640]  我們只是跟人互動
[00:12:28.640 --> 00:12:32.640]  跟神的創造物互動
[00:12:32.640 --> 00:12:35.640]  我們忘記了生命的源頭和中心是神
[00:12:35.640 --> 00:12:38.640]  那個不是真正的安息
[00:12:38.640 --> 00:12:41.640]  休息是一個sanctification
[00:12:41.640 --> 00:12:43.640]  sanctification是什麼意思
[00:12:43.640 --> 00:12:44.640]  我們要分別為聖
[00:12:44.640 --> 00:12:46.640]  原來我們要將時間分開
[00:12:46.640 --> 00:12:48.640]  分別為聖給神
[00:12:48.640 --> 00:12:50.640]  我們要將自己的心靈分別為聖給神
[00:12:50.640 --> 00:12:52.640]  我們要set apart
[00:12:52.640 --> 00:12:55.640]  因為人是有相交的時間
[00:12:55.640 --> 00:12:59.640]  所以第一個人類的設計就是這樣的
[00:12:59.640 --> 00:13:03.640]  We are designed to recharge
[00:13:03.640 --> 00:13:08.640]  其實我們是跟你很愛的智能手機一樣
[00:13:08.640 --> 00:13:10.640]  是需要充電的
[00:13:10.640 --> 00:13:12.640]  而且你的手機多久充一次電
[00:13:12.640 --> 00:13:13.640]  我想問一下
[00:13:13.640 --> 00:13:16.640]  最久可以熬多久
[00:13:16.640 --> 00:13:18.640]  一天
[00:13:18.640 --> 00:13:19.640]  最多熬一天
[00:13:19.640 --> 00:13:22.640]  差一天就要死了
[00:13:22.640 --> 00:13:24.640]  但是人呢
[00:13:24.640 --> 00:13:25.640]  你有沒有充電
[00:13:25.640 --> 00:13:26.640]  而你的充電
[00:13:26.640 --> 00:13:29.640]  你有沒有回到生命的源頭充電
[00:13:29.640 --> 00:13:32.640]  你有沒有回到對的地方充電
[00:13:32.640 --> 00:13:34.640]  在這個充電裡面
[00:13:34.640 --> 00:13:37.640]  其實我們跟神一起充電的時候
[00:13:37.640 --> 00:13:39.640]  我們會有反思的時候
[00:13:39.640 --> 00:13:40.640]  我們會reflect
[00:13:40.640 --> 00:13:41.640]  我過去這個星期
[00:13:41.640 --> 00:13:43.640]  我會反思一下
[00:13:43.640 --> 00:13:45.640]  我們去重新連結
[00:13:45.640 --> 00:13:47.640]  重新跟神reconnect
[00:13:47.640 --> 00:13:49.640]  重新去replenish
[00:13:49.640 --> 00:13:50.640]  神有很多東西給我們
[00:13:50.640 --> 00:13:52.640]  補充我們的心靈
[00:13:52.640 --> 00:13:53.640]  重新去refill
[00:13:53.640 --> 00:13:55.640]  給聖靈再次充滿
[00:13:55.640 --> 00:13:57.640]  我們是重新得力
[00:13:57.640 --> 00:13:58.640]  rejuvenated
[00:13:58.640 --> 00:14:01.640]  我們要再次立定立志
[00:14:01.640 --> 00:14:03.640]  resurrender
[00:14:03.640 --> 00:14:05.640]  再一次臣服在神之下
[00:14:05.640 --> 00:14:06.640]  將主權交回給他
[00:14:06.640 --> 00:14:08.640]  知道神是我們生命的主宰
[00:14:08.640 --> 00:14:10.640]  我們不需要這麼擔心
[00:14:10.640 --> 00:14:12.640]  所以你知道你自己要充電
[00:14:12.640 --> 00:14:14.640]  那你下次充電的時候
[00:14:14.640 --> 00:14:15.640]  你思考一下
[00:14:15.640 --> 00:14:17.640]  你去找神充電
[00:14:17.640 --> 00:14:18.640]  還是
[00:14:18.640 --> 00:14:19.640]  不是啊 我還有很多事情要做
[00:14:19.640 --> 00:14:20.640]  我還有這個要做
[00:14:20.640 --> 00:14:21.640]  那個要做
[00:14:21.640 --> 00:14:23.640]  還有很多很多很多很多東西要做
[00:14:23.640 --> 00:14:25.640]  我們有寫不完的功課
[00:14:25.640 --> 00:14:26.640]  我們有考不完的試
[00:14:26.640 --> 00:14:28.640]  做不完的project
[00:14:28.640 --> 00:14:29.640]  我們有見不完的朋友
[00:14:29.640 --> 00:14:31.640]  打不完的機
[00:14:31.640 --> 00:14:34.640]  你有沒有留時間給上帝呢
[00:14:34.640 --> 00:14:37.640]  好 那我們去看第二個設計
[00:14:37.640 --> 00:14:39.640]  我們進入下面的經文
[00:14:39.640 --> 00:14:41.640]  不如我們這次一起讀英文
[00:14:41.640 --> 00:14:46.640]  (英文翻譯)
[00:15:11.640 --> 00:15:20.640]  (英文翻譯)
[00:15:20.640 --> 00:15:24.640]  在這裡我們看到神
[00:15:24.640 --> 00:15:28.640]  (英文翻譯)
[00:15:28.640 --> 00:15:30.640]  我們先回一回帶
[00:15:30.640 --> 00:15:33.640]  兩個星期前Johnny跟我們說
[00:15:33.640 --> 00:15:38.640]  宇宙萬物是怎麼做出來的
[00:15:38.640 --> 00:15:40.640]  (英文翻譯)
[00:15:40.640 --> 00:15:43.640]  他說就成了
[00:15:43.640 --> 00:15:45.640]  神說要有光就有光
[00:15:45.640 --> 00:15:48.640]  神說要分開陸地海洋就分開陸地海洋
[00:15:48.640 --> 00:15:49.640]  那神是不是說
[00:15:49.640 --> 00:15:50.640]  去到第六天
[00:15:50.640 --> 00:15:52.640]  要有人就有人
[00:15:52.640 --> 00:15:54.640]  其實神要人都真的會有人的
[00:15:54.640 --> 00:15:56.640]  但是很特別
[00:15:56.640 --> 00:15:57.640]  你有沒有留意到一件事呢
[00:15:57.640 --> 00:15:59.640]  很特別的就是
[00:15:59.640 --> 00:16:01.640]  為什麼神不是就這樣說了
[00:16:01.640 --> 00:16:03.640]  就是用嘴巴說
[00:16:03.640 --> 00:16:06.640]  弄了阿當出來
[00:16:06.640 --> 00:16:11.640]  (英文翻譯)
[00:16:11.640 --> 00:16:12.640]  你想像一下
[00:16:12.640 --> 00:16:18.640]  如果你要用手去拿地下的塵土去做一個人
[00:16:18.640 --> 00:16:20.640]  一個這麼尊貴的神
[00:16:20.640 --> 00:16:22.640]  (英文翻譯)
[00:16:22.640 --> 00:16:24.640]  祂怎麼做呢
[00:16:24.640 --> 00:16:27.640]  祂其實要烏低身的
[00:16:27.640 --> 00:16:28.640]  祂要用自己的親手
[00:16:28.640 --> 00:16:31.640]  用雙手去拿的
[00:16:31.640 --> 00:16:33.640]  其實在希伯來文裏面
[00:16:33.640 --> 00:16:36.640]  這句經文裏面的形容詞
[00:16:36.640 --> 00:16:39.640]  這個字其實在希伯來文裏面
[00:16:39.640 --> 00:16:43.640]  是圖像去搓一個陶瓷的字
[00:16:43.640 --> 00:16:44.640]  所以聖經說
[00:16:44.640 --> 00:16:46.640]  你們是泥
[00:16:46.640 --> 00:16:47.640]  神是搖杖
[00:16:47.640 --> 00:16:50.640]  你們是神親手做的工
[00:16:50.640 --> 00:16:52.640]  你們是手工製的
[00:16:52.640 --> 00:16:55.640]  你知不知道你們有沒有去看陶瓷
[00:16:55.640 --> 00:16:56.640]  有沒有人喜歡陶瓷
[00:16:56.640 --> 00:16:58.640]  我很喜歡陶瓷
[00:16:58.640 --> 00:17:01.640]  你有沒有去看陶瓷
[00:17:01.640 --> 00:17:03.640]  因為當陶瓷是手工製的那些
[00:17:03.640 --> 00:17:06.640]  是特別名貴的
[00:17:06.640 --> 00:17:08.640]  是因為獨一無二的
[00:17:08.640 --> 00:17:11.640]  還有手工製的還有分別的級數的
[00:17:11.640 --> 00:17:16.640]  如果後面有那個技師的名字那些
[00:17:16.640 --> 00:17:18.640]  有更貴一點的
[00:17:18.640 --> 00:17:20.640]  那你要記住
[00:17:20.640 --> 00:17:21.640]  你是誰做的
[00:17:21.640 --> 00:17:23.640]  你知不知道你有多麼的矜貴
[00:17:23.640 --> 00:17:29.640]  你知不知道你們有多麼的矜貴
[00:17:29.640 --> 00:17:31.640]  剛才那個經文說
[00:17:31.640 --> 00:17:32.640]  神把人造了出來之後
[00:17:32.640 --> 00:17:34.640]  擺了在伊甸園那裏
[00:17:34.640 --> 00:17:37.640]  伊甸園甚麼都有的
[00:17:37.640 --> 00:17:39.640]  有很多食物
[00:17:39.640 --> 00:17:41.640]  有很多果子
[00:17:41.640 --> 00:17:43.640]  有很多果子
[00:17:43.640 --> 00:17:46.640]  有水流出來
[00:17:46.640 --> 00:17:48.640]  我們想像一下
[00:17:48.640 --> 00:17:51.640]  好像你去玩Minecraft
[00:17:51.640 --> 00:17:54.640]  你進了一個新的Minecraft的世界
[00:17:54.640 --> 00:17:56.640]  甚麼都有的
[00:17:56.640 --> 00:17:58.640]  上帝做了給我的
[00:17:58.640 --> 00:18:00.640]  我的inventory不是empty的
[00:18:00.640 --> 00:18:02.640]  我又有石又有木
[00:18:02.640 --> 00:18:03.640]  我甚麼都有的
[00:18:03.640 --> 00:18:05.640]  全部東西都砌起來了
[00:18:05.640 --> 00:18:07.640]  那些diamond沖地也是的
[00:18:07.640 --> 00:18:08.640]  不用去找
[00:18:08.640 --> 00:18:10.640]  這樣正不正
[00:18:10.640 --> 00:18:12.640]  正嗎
[00:18:12.640 --> 00:18:14.640]  正不正
[00:18:14.640 --> 00:18:21.640]  你喜不喜歡去這個Minecraft的世界玩
[00:18:21.640 --> 00:18:24.640]  那你有甚麼做
[00:18:24.640 --> 00:18:27.640]  沒甚麼做
[00:18:27.640 --> 00:18:29.640]  沒甚麼做
[00:18:29.640 --> 00:18:31.640]  我去一個這麼perfect的地方
[00:18:31.640 --> 00:18:33.640]  我沒甚麼做的
[00:18:33.640 --> 00:18:35.640]  其實是不是這樣
[00:18:35.640 --> 00:18:37.640]  神造你
[00:18:37.640 --> 00:18:39.640]  看我多疼你
[00:18:39.640 --> 00:18:40.640]  造了你出來
[00:18:40.640 --> 00:18:42.640]  還弄了一個很正的伊甸園給你
[00:18:42.640 --> 00:18:43.640]  你坐在那裏欣賞就行了
[00:18:43.640 --> 00:18:44.640]  沒甚麼做
[00:18:44.640 --> 00:18:45.640]  你的生命是不是這樣
[00:18:45.640 --> 00:18:47.640]  你的人生是不是這樣
[00:18:47.640 --> 00:18:49.640]  看清楚
[00:18:49.640 --> 00:18:50.640]  神說
[00:18:50.640 --> 00:18:53.640]  祂擺了一個這麼漂亮這麼正的地方
[00:18:53.640 --> 00:18:55.640]  to work it and keep it
[00:18:55.640 --> 00:18:57.640]  原來祂有事要做
[00:18:57.640 --> 00:18:59.640]  不是坐在那裏欣賞
