
[00:00:00.000 --> 00:00:05.880]  NAS可以理解成為有CPU丶有RAM丶有網絡功能的硬碟
[00:07:27.180 --> 00:07:33.660]  所以NAS就已經自動為我們選擇了SHR作為NAS的RAID型態
[00:07:33.660 --> 00:07:37.820]  如果你所用的NAS是比較進階的型號的話
[00:07:37.820 --> 00:07:40.620]  就需要自行設定RAID型態
[00:07:40.620 --> 00:07:42.620]  在左邊的儲存集區中
[00:07:42.620 --> 00:07:47.260]  你就可以按這個新增來為硬碟選擇合適自己的RAID類型
[00:07:49.180 --> 00:07:51.180]  日後有硬碟損壞的時候
[00:07:51.180 --> 00:07:53.980]  就把已經損壞的硬碟換掉
[00:07:53.980 --> 00:07:56.780]  再回到儲存空間管理員
[00:07:56.780 --> 00:07:58.380]  儲存集區
[00:07:58.380 --> 00:08:00.380]  按這個動作
[00:08:00.380 --> 00:08:01.340]  修復
[00:08:01.340 --> 00:08:04.300]  就可以完成更換已經損壞的硬碟
[00:08:04.300 --> 00:08:08.220]  當我們在儲存集區中設定好NAS的RAID型態後
[00:08:08.220 --> 00:08:11.980]  就要在儲存空間中設定NAS的邏輯磁碟區
[00:08:11.980 --> 00:08:18.300]  就好像我們的電腦可以把一個實體的硬碟分成C Drive和D Drive一樣
[00:08:18.300 --> 00:08:22.860]  不過我相信大多數人只會有一個的邏輯磁碟區
[00:08:22.860 --> 00:08:25.500]  就不會分成多個的邏輯磁碟區
[00:08:25.500 --> 00:08:26.860]  同樣地
[00:08:26.860 --> 00:08:29.740]  如果你的NAS是比較入門的NAS的話
[00:08:29.740 --> 00:08:32.380]  這部分都會為你自動設定好的
[00:08:32.380 --> 00:08:34.940]  是不需要自己手動進行設定
[00:08:34.940 --> 00:08:38.460]  接著就是一些NAS系統的基本設置
[00:08:38.460 --> 00:08:44.140]  第一個大家要認識的設置就是路由器連接埠的轉發設定
[00:08:44.140 --> 00:08:49.260]  這個設定會幫助你從互聯網連線回NAS中
[00:08:49.260 --> 00:08:54.380]  如果你的NAS在安裝系統後不會連接這個路由器的話
[00:08:54.380 --> 00:08:56.940]  就不需要去做相關的設定
[00:08:56.940 --> 00:08:59.500]  不過以我所知正常人都不會這樣做
[00:08:59.500 --> 00:09:01.420]  當中的原理是很簡單
[00:09:01.420 --> 00:09:06.060]  網絡供應商會在我們申請上網的時候給我們一個IP
[00:09:06.060 --> 00:09:10.220]  我們就會透過這個IP連線回NAS上
[00:09:10.220 --> 00:09:14.060]  但當有不同的裝置會連線上路由器的時候
[00:09:14.060 --> 00:09:18.540]  那麼這個IP是代表我家的電腦丶手機還是NAS呢?
[00:09:18.540 --> 00:09:21.420]  所以我們會加上這個連接埠
[00:09:21.420 --> 00:09:26.780]  讓路由器知道這個連線是連線到特定的裝置上
[00:09:26.780 --> 00:09:30.940]  NAS上會有不同的軟件使用不同的連接埠
[00:09:30.940 --> 00:09:37.100]  例如我設置了這個L2TP的VPN伺服器後
[00:09:37.100 --> 00:09:42.220]  我就需要打開這個1701丶500丶4500的連接埠
[00:09:42.220 --> 00:09:47.340]  在控制台丶外部存取丶路由器配置中新增
[00:09:47.340 --> 00:09:49.900]  內建應用程式
[00:09:49.900 --> 00:09:52.780]  大家就可以找到相關的連接埠了
[00:09:52.780 --> 00:09:56.300]  如果你是想從互聯網連線回NAS的話
[00:09:56.300 --> 00:10:03.100]  我會建議大家一開始就設定好這兩個關於管理界面丶File Station的連接埠
[00:10:03.100 --> 00:10:06.300]  利用NAS去設置路由器的連接埠設定
[00:10:06.300 --> 00:10:09.500]  過程是相當方便丶自動化
[00:10:09.500 --> 00:10:11.260]  只要選好連接埠
[00:10:11.260 --> 00:10:16.060]  NAS就會和路由器自行作溝通來設定這個連接埠
[00:10:16.060 --> 00:10:25.260]  不過路由器要使用一個這麼方便的功能的話
[00:10:25.260 --> 00:10:30.300]  就要先支援丶並且開啟一個叫做UPNP的功能
[00:10:30.300 --> 00:10:35.980]  如果NAS沒有辦法在這裡和路由器連線丶利用到這個功能的話
[00:10:35.980 --> 00:10:39.180]  你也可以直接在路由器上進行設置
[00:10:39.180 --> 00:10:43.020]  直接把連接埠的數字複製到路由器上
[00:10:43.020 --> 00:10:45.180]  下一步就是關於網域的設定了
[00:10:45.180 --> 00:10:47.180]  關於網域是什麼呢
[00:10:47.180 --> 00:10:50.220]  在我先前的影片中也解釋過了
[00:10:50.220 --> 00:10:56.540]  網域的作用和先前所提到的Quick Connect ID功能上都是大同小異
[00:10:56.540 --> 00:11:01.580]  都是一個幫你從任何地方連線回NAS的工具
[00:11:01.580 --> 00:11:04.140]  例如Google.com它是一個網域
[00:11:04.140 --> 00:11:06.700]  YouTube.com它是一個網域
[00:11:06.700 --> 00:11:09.260]  Twitter.com它也是一個網域
[00:11:09.260 --> 00:11:13.100]  你可以理解它為一個和IP相連的網址
[00:11:13.100 --> 00:11:18.860]  比起Quick Connect ID我更加喜歡使用設定好的網域來連線到NAS上
[00:11:18.860 --> 00:11:24.860]  今次我會教大家如何免費利用Synology的服務來免費註冊一個網域
[00:11:24.860 --> 00:11:26.380]  進入控制台
[00:11:26.380 --> 00:11:29.740]  在外部傳輸中就可以見到相關的設定
[00:11:29.740 --> 00:11:31.260]  按新增
[00:11:31.260 --> 00:11:33.900]  服務供應商選擇Synology
[00:11:33.900 --> 00:11:40.540]  在主機的名稱中你就可以設定到自己理想的網域名稱的前半段
[00:11:40.540 --> 00:11:42.380]  而後半段是被限制了
[00:11:42.380 --> 00:11:47.180]  但是對於大部分的用家來說應該也不會有太大的問題
[00:11:47.180 --> 00:11:50.700]  如果你願意投資一點在網域名稱上的話
[00:11:50.700 --> 00:11:53.660]  或者這個NAS會是商用的話
[00:11:53.660 --> 00:12:00.780]  你可以在網域註冊商中租用或者購買一個自定義的網域名稱
[00:12:00.780 --> 00:12:04.620]  就好像有些人喜歡使用自定義的車牌一樣
[00:12:04.620 --> 00:12:08.140]  輸入好自定義的網域名稱後
[00:12:08.140 --> 00:12:12.940]  就會有一個小視窗問你是不是要設定一個憑證
[00:12:12.940 --> 00:12:14.620]  請大家按是
[00:12:14.620 --> 00:12:21.260]  有了這個憑證後你和NAS就可以作一個更加安全的資料傳輸
[00:12:21.260 --> 00:12:25.340]  而且你透過自定義網域名稱連線回到NAS的時候
[00:12:25.340 --> 00:12:28.460]  瀏覽器就不會顯示警告字眼了
[00:12:28.460 --> 00:12:30.300]  當你設定好後
[00:12:30.300 --> 00:12:34.860]  你就可以透過剛才所設定的網域連線回到NAS上
[00:12:34.860 --> 00:12:38.380]  當然你也可以分享這個網址給其他人
[00:12:38.380 --> 00:12:41.260]  讓其他人連線回到NAS上
[00:12:41.260 --> 00:12:47.420]  但是在網址的後方要加上一個連接埠才可以順利連線回到NAS上
[00:12:47.420 --> 00:12:51.260]  例如我的連接埠設定好是5004
[00:12:51.260 --> 00:12:54.940]  我就要在這個網址上加上這個母號5004
[00:12:54.940 --> 00:12:58.220]  否則的話可能是無法連線回到NAS上
[00:12:58.220 --> 00:13:02.300]  又或者是會直接連線去瀏覽器而不是在NAS上
[00:13:02.300 --> 00:13:06.540]  最後一個要做的設定就是關於推播服務的設定
[00:13:06.540 --> 00:13:12.300]  這個設定可以讓NAS有問題的時候傳送訊息讓你知道
[00:13:12.300 --> 00:13:15.660]  例如NAS意外關機丶斷線等等
[00:13:15.660 --> 00:13:18.460]  要設定這個推播服務的設定
[00:13:18.460 --> 00:13:20.620]  就要到控制台
[00:13:20.620 --> 00:13:22.140]  通知設定
[00:13:22.140 --> 00:13:23.500]  推播服務
[00:13:23.500 --> 00:13:25.500]  就可以見到相關的設定了
[00:13:25.500 --> 00:13:27.980]  你可以設定到三種通知的設定
[00:13:27.980 --> 00:13:30.220]  第一就是寄電郵給你
[00:13:30.220 --> 00:13:35.660]  單純把自己的電郵輸入到收件人的欄位就可以了
[00:13:35.660 --> 00:13:38.540]  最多可以輸入兩個電郵
[00:13:38.540 --> 00:13:42.220]  第二就是透過手機程式通知你
[00:13:42.220 --> 00:13:45.900]  利用剛才提到的DS Finder的手機程式
[00:13:45.900 --> 00:13:51.020]  連接到NAS上就可以開啟推播通知了
[00:13:51.020 --> 00:13:54.220]  第三就是透過瀏覽器通知你
[00:13:54.220 --> 00:13:57.420]  只要安裝一個小插件就可以了
[00:13:57.420 --> 00:14:01.500]  之後就是NAS系統丶DSM的操作示範了
[00:14:01.500 --> 00:14:06.860]  在DSM中管理檔案的程式就叫作File Station
[00:14:06.860 --> 00:14:12.140]  操作其實和我們在Windows中的檔案總管非常接近
[00:14:12.140 --> 00:14:17.900]  你基本上可以套用你在Windows上的使用習慣到這裡
[00:14:17.900 --> 00:14:21.900]  例如說郵件丶拖拉檔案都可以做得到
[00:14:21.900 --> 00:14:27.740]  裡面會預設了一個Home的資料夾讓你存放自己的資料用
[00:14:27.740 --> 00:14:32.780]  如果想載檔案的話直接把檔案拖拉到市場就可以了
[00:14:32.780 --> 00:14:36.300]  想把檔案分享給其他人的時候就遊擊它
[00:14:36.300 --> 00:14:39.180]  按分享就可以產生一個連接
[00:14:39.180 --> 00:14:42.860]  當中還可以設定這個存取時限等的設定
[00:14:42.860 --> 00:14:46.540]  但是記住要按儲存才會令這個連接生效
[00:14:46.540 --> 00:14:54.620]  當中關於檔案的存取當然要教一下大家在電腦中如何建立這個電腦的網絡磁碟機
[00:14:54.620 --> 00:14:58.940]  首先大家要知道NAS在區域網絡中的IP是什麼
[00:14:58.940 --> 00:15:07.020]  要查看NAS的IP就可以進入控制台丶資訊中心網絡就可以找到NAS的IP地址
[00:15:07.020 --> 00:15:13.020]  在電腦中在視窗的左上角你就可以找到這個連線網絡磁碟機
[00:15:13.020 --> 00:15:15.980]  按下去後就會彈出一個新的視窗
[00:15:15.980 --> 00:15:23.660]  選好自己喜歡的磁碟機代碼後就可以輸入NAS的IP和NAS中的資料夾
[00:15:23.660 --> 00:15:28.780]  例如我想網絡的磁碟機可以直達NAS中的Home資料夾
[00:15:28.780 --> 00:15:30.060]  輸入Home
[00:15:30.060 --> 00:15:36.940]  如果想在Home資料夾中的Work資料夾的話就可以輸入NAS的IP、Home和Work
[00:15:36.940 --> 00:15:38.140]  如此類推
[00:15:38.140 --> 00:15:43.260]  按了完成後就可以輸入你用來登入NAS的帳號
[00:15:43.260 --> 00:15:44.460]  完成這個設定
[00:15:44.460 --> 00:15:47.660]  在Mac上的設定都是大同小異
[00:15:47.660 --> 00:15:51.180]  我會把Mac的設置教學放在影片的註解中
[00:15:51.180 --> 00:15:54.700]  最後就是利用手機存取NAS的檔案
[00:15:54.700 --> 00:16:01.100]  只要下載官方的DS File都可以在手機存取NAS中的檔案
[00:16:01.100 --> 00:16:05.980]  在APP中只要輸入你設定好的Quick Connect ID和網絡名稱
[00:16:05.980 --> 00:16:09.020]  再加上NAS的帳號密碼
[00:16:09.020 --> 00:16:12.620]  你就可以利用手機存取NAS中的檔案
[00:16:12.620 --> 00:16:16.460]  當中不單可以檢視丶上下載檔案外
[00:16:16.460 --> 00:16:19.980]  也有離線檔案和相片備份的功能
[00:16:19.980 --> 00:16:21.820]  這段影片又到尾聲了
[00:16:21.820 --> 00:16:24.140]  如果大家對NAS有任何問題的話
[00:16:24.140 --> 00:16:27.180]  除了可以在留言中問我外
[00:16:27.180 --> 00:16:33.260]  也可以在Synology NAS的技術支援中心中問Synology的官方人員
[00:16:33.260 --> 00:16:39.180]  未來我還會多做兩段關於Synology NAS的比較詳細的教學
[00:16:39.180 --> 00:16:40.780]  如果大家有興趣的話
[00:16:40.780 --> 00:16:44.620]  就記住訂閱這個頻道來獲取更多新的資訊了
[00:16:44.620 --> 00:16:46.940]  這裡是腦控
[00:16:46.940 --> 00:16:50.380]  我會感謝Synology很支持我做這段影片
[00:16:50.380 --> 00:16:52.620]  我們下一段影片再見吧
[00:16:53.100 --> 00:16:55.100]  (CC字幕製作:貝爾)
[00:16:55.100 --> 00:16:57.100]  (CC字幕製作:貝爾)
[00:16:57.100 --> 00:16:59.100]  (CC字幕製作:貝爾)
[00:16:59.100 --> 00:17:01.100]  (CC字幕製作:貝爾)
[00:17:01.100 --> 00:17:03.100]  (CC字幕製作:貝爾)
[00:17:03.100 --> 00:17:05.100]  (CC字幕製作:貝爾)
[00:17:05.100 --> 00:17:07.100]  (CC字幕製作:貝爾)

