
[00:00:00.000 --> 00:00:04.040]  今天來到新的第二講
[00:01:13.920 --> 00:01:15.280]  那個就不說了
[00:01:15.280 --> 00:01:18.440]  但我們回教會有時也為很多事
[00:01:18.440 --> 00:01:20.760]  當然有時回教會是為了玩
[00:01:20.760 --> 00:01:22.320]  如果我不太認識
[00:01:22.320 --> 00:01:23.880]  但也有不少人說
[00:01:23.880 --> 00:01:25.880]  回到教會想找「愛」
[00:01:25.880 --> 00:01:28.880]  不知道你聽到「愛」這個字
[00:01:28.880 --> 00:01:30.000]  想到什麼呢
[00:01:30.000 --> 00:01:33.680]  為了最短的時間了解大家想什麼
[00:01:33.680 --> 00:01:36.080]  請大家拿出你的手機
[00:01:36.080 --> 00:01:38.560]  拿出你的手機
[00:01:38.560 --> 00:01:40.560]  是真的要你拿的
[00:01:40.560 --> 00:01:42.000]  但不是叫你看經文
[00:01:42.000 --> 00:01:43.360]  放心不是叫你看經文
[00:01:43.360 --> 00:01:44.320]  為什麼呢
[00:01:44.320 --> 00:01:45.960]  請你們舉起你的手機
[00:01:45.960 --> 00:01:47.160]  掃描QR Code
[00:01:47.160 --> 00:01:50.320]  應該可以彈出問題
[00:01:50.320 --> 00:01:51.320]  我昨天試過
[00:01:53.240 --> 00:01:54.480]  如果你沒有
[00:01:54.480 --> 00:01:55.360]  旁邊有一個大的
[00:01:55.360 --> 00:01:56.280]  我放到這麼大
[00:01:56.280 --> 00:01:57.840]  應該就掃描得到
[00:01:57.840 --> 00:01:59.040]  如果不行就掃描旁邊
[00:01:59.040 --> 00:02:00.240]  旁邊應該可以掃描得到
[00:02:00.240 --> 00:02:01.240]  我先搬開這個東西
[00:02:01.240 --> 00:02:08.480]  好 我想問
[00:02:08.480 --> 00:02:09.400]  有沒有掃描到的人
[00:02:09.400 --> 00:02:10.880]  是看到問題的
[00:02:10.880 --> 00:02:12.960]  是有問題的
[00:02:12.960 --> 00:02:14.760]  是有問題的
[00:02:14.760 --> 00:02:17.720]  現在要請後面的PA Team幫忙
[00:02:17.720 --> 00:02:19.080]  請大家
[00:02:19.080 --> 00:02:20.320]  請你Switch
[00:02:21.120 --> 00:02:23.160]  有沒有人是還沒掃描到
[00:02:23.160 --> 00:02:24.400]  如果你掃描不到
[00:02:24.400 --> 00:02:25.800]  你就進入那個網站
[00:02:25.800 --> 00:02:27.360]  按那個QR Code
[00:02:27.360 --> 00:02:28.360]  一個問題而已
[00:02:28.360 --> 00:02:29.360]  因為時間關係
[00:02:29.360 --> 00:02:30.760]  玩不了太多個
[00:02:30.760 --> 00:02:33.520]  忘記帶電話
[00:02:33.520 --> 00:02:34.560]  你可以用我的電話
[00:02:34.560 --> 00:02:35.560]  輸入你的答案
[00:02:35.560 --> 00:02:36.760]  你輸入完
[00:02:36.760 --> 00:02:37.360]  按了就可以了
[00:02:37.360 --> 00:02:38.120]  我不看你的答案
[00:02:38.120 --> 00:02:39.760]  你用我的電話按就可以了
[00:02:39.760 --> 00:02:42.080]  問題很簡單
[00:02:42.080 --> 00:02:44.280]  當你聽到「愛」這個字的時候
[00:02:44.280 --> 00:02:45.600]  你想到什麼
[00:02:45.600 --> 00:02:48.640]  是不是已經有人打了
[00:02:48.640 --> 00:02:50.200]  你去後面掃描就可以了
[00:02:50.200 --> 00:02:50.920]  我看到已經有人
[00:02:50.920 --> 00:02:51.760]  已經有人打了
[00:02:51.760 --> 00:02:52.480]  很多
[00:02:52.480 --> 00:02:53.680]  打得很快
[00:02:53.680 --> 00:02:54.920]  中英文也可以
[00:02:54.920 --> 00:02:56.480]  不用中文
[00:02:56.480 --> 00:02:57.760]  看看
[00:02:57.760 --> 00:03:02.480]  謝謝
[00:03:02.480 --> 00:03:04.400]  我看不到你的答案
[00:03:04.400 --> 00:03:05.640]  我看到你加入了
[00:03:05.640 --> 00:03:07.040]  放心
[00:03:07.040 --> 00:03:08.360]  我也看不到
[00:03:08.360 --> 00:03:10.720]  因為這個是我不知道誰打的
[00:03:10.720 --> 00:03:11.800]  我只知道有什麼回應
[00:03:11.800 --> 00:03:13.160]  我不知道誰打的
[00:03:13.160 --> 00:03:15.000]  所以你喜歡打什麼都可以
[00:03:15.000 --> 00:03:19.280]  好 再等半分鐘
[00:03:19.280 --> 00:03:20.400]  半分鐘時間
[00:03:21.200 --> 00:03:22.000]  哇
[00:03:22.000 --> 00:03:24.080]  嗯
[00:03:24.080 --> 00:03:26.640]  嗯
[00:03:26.640 --> 00:03:28.960]  我看到有人打
[00:03:28.960 --> 00:03:30.680]  Uncle Paul
[00:03:30.680 --> 00:03:31.520]  可以等一下問一下
[00:03:31.520 --> 00:03:32.520]  是不是你那組的人打
[00:03:32.520 --> 00:03:34.560]  我看到Uncle Paul
[00:03:34.560 --> 00:03:37.600]  還有魚蛋
[00:03:37.600 --> 00:03:38.440]  挺有趣的
[00:03:38.440 --> 00:03:39.840]  對 我不會GPS的
[00:03:39.840 --> 00:03:41.840]  你可以自己分享
[00:03:41.840 --> 00:03:43.280]  好 很多回應
[00:03:43.280 --> 00:03:43.880]  好
[00:03:43.880 --> 00:03:46.480]  OK 多十秒
[00:03:46.480 --> 00:03:48.560]  看看還有沒有人想打回應
[00:03:49.560 --> 00:03:50.360]  嗯
[00:03:50.360 --> 00:03:54.680]  我猜還有
[00:03:54.680 --> 00:03:55.560]  還有
[00:03:55.560 --> 00:03:56.560]  我看到男朋友
[00:03:56.560 --> 00:03:58.880]  果然預了有這些答案
[00:03:58.880 --> 00:03:59.840]  預了有些
[00:03:59.840 --> 00:04:00.920]  看看
[00:04:00.920 --> 00:04:04.560]  有人唱歌
[00:04:04.560 --> 00:04:05.560]  對 Uncle Paul在上面
[00:04:05.560 --> 00:04:06.360]  不知道為什麼
[00:04:06.360 --> 00:04:07.280]  看到
[00:04:07.280 --> 00:04:08.960]  好 時間關係
[00:04:08.960 --> 00:04:09.800]  再展示一會
[00:04:09.800 --> 00:04:10.720]  等一下可以轉回
[00:04:10.720 --> 00:04:11.680]  再展示一會
[00:04:11.680 --> 00:04:12.960]  那
[00:04:12.960 --> 00:04:15.960]  我不知道大家有沒有發現
[00:04:15.960 --> 00:04:17.360]  通常我們講愛
[00:04:17.360 --> 00:04:18.560]  第一件事
[00:04:18.560 --> 00:04:20.760]  很多時候和情感有關
[00:04:20.760 --> 00:04:22.760]  例如有人覺得開心
[00:04:22.760 --> 00:04:23.960]  自由
[00:04:23.960 --> 00:04:25.960]  都是一種情感
[00:04:25.960 --> 00:04:27.760]  無條件
[00:04:27.760 --> 00:04:28.760]  遷就
[00:04:28.760 --> 00:04:29.760]  我不知道你的遷就後面
[00:04:29.760 --> 00:04:31.360]  是不是有些故事可以說
[00:04:31.360 --> 00:04:31.960]  我不知道
[00:04:31.960 --> 00:04:33.960]  可能是拍拖的人說
[00:04:33.960 --> 00:04:34.960]  不知道
[00:04:34.960 --> 00:04:36.160]  但是第二件事
[00:04:36.160 --> 00:04:37.960]  就會發現和人有關
[00:04:37.960 --> 00:04:39.960]  除了有一個Uncle Paul
[00:04:39.960 --> 00:04:40.960]  等一下可以轉回
[00:04:40.960 --> 00:04:41.960]  看看什麼事
[00:04:41.960 --> 00:04:42.960]  才可以關心
[00:04:42.960 --> 00:04:43.960]  還有什麼
[00:04:43.960 --> 00:04:45.960]  結婚和人有關
[00:04:45.960 --> 00:04:47.960]  結婚和人有關
[00:04:47.960 --> 00:04:49.960]  老公 女兒
[00:04:49.960 --> 00:04:51.960]  女兒 男朋友
[00:04:51.960 --> 00:04:53.960]  人與人之間的愛
[00:04:53.960 --> 00:04:55.960]  父母
[00:04:55.960 --> 00:04:56.960]  和人有關
[00:04:56.960 --> 00:04:57.960]  還有耶穌
[00:04:57.960 --> 00:04:59.960]  耶穌當然也是人
[00:04:59.960 --> 00:05:02.960]  說到愛
[00:05:02.960 --> 00:05:03.960]  往往避不了
[00:05:03.960 --> 00:05:05.960]  通常要說人
[00:05:05.960 --> 00:05:06.960]  就算我說愛自己也好
[00:05:06.960 --> 00:05:08.960]  我也是一個人
[00:05:08.960 --> 00:05:09.960]  大概我們想到愛
[00:05:09.960 --> 00:05:11.960]  就不是只想到愛一件死物
[00:05:11.960 --> 00:05:12.960]  你對一件死物
[00:05:12.960 --> 00:05:14.960]  當然正常你會親著它來用
[00:05:14.960 --> 00:05:16.960]  你不會扔它
[00:05:16.960 --> 00:05:17.960]  但我們比較少說
[00:05:17.960 --> 00:05:19.960]  對一件死物有愛
[00:05:19.960 --> 00:05:21.960]  所以愛是一個
[00:05:21.960 --> 00:05:23.960]  和人有關
[00:05:23.960 --> 00:05:25.960]  又會觸動你情感的事情
[00:05:25.960 --> 00:05:27.960]  起碼從這個回應
[00:05:27.960 --> 00:05:28.960]  我很感謝大家
[00:05:28.960 --> 00:05:29.960]  比我想像中踴躍
[00:05:29.960 --> 00:05:32.960]  我以為只有十多個答案
[00:05:32.960 --> 00:05:34.960]  如果你很有興趣
[00:05:34.960 --> 00:05:36.960]  知道答案大約是什麼
[00:05:36.960 --> 00:05:37.960]  很有興趣
[00:05:37.960 --> 00:05:39.960]  我可以CAP出螢幕
[00:05:39.960 --> 00:05:40.960]  但我不知道是誰寫的
[00:05:40.960 --> 00:05:41.960]  放心
[00:05:41.960 --> 00:05:42.960]  好 感謝大家
[00:05:42.960 --> 00:05:45.960]  我請PA轉到這裡
[00:05:45.960 --> 00:05:47.960]  待會我會CAP這個圖
[00:05:47.960 --> 00:05:49.960]  即是會收出來
[00:05:49.960 --> 00:05:51.960]  OK 好
[00:05:51.960 --> 00:05:54.960]  和人和情感有關
[00:05:54.960 --> 00:05:56.960]  當然今天說的經文不多
[00:05:56.960 --> 00:05:57.960]  說到愛的經文
[00:05:57.960 --> 00:05:58.960]  其實很多
[00:05:58.960 --> 00:06:02.960]  但今天只想說兩段經文
[00:06:02.960 --> 00:06:04.960]  第一段應該是
[00:06:04.960 --> 00:06:06.960]  有些人如果從小到大
[00:06:06.960 --> 00:06:07.960]  是會聽得多的
[00:06:07.960 --> 00:06:09.960]  就算你沒有回過教會也好
[00:06:09.960 --> 00:06:12.960]  有時你見到學校
[00:06:12.960 --> 00:06:14.960]  中學或教會門口
[00:06:14.960 --> 00:06:15.960]  有這樣的Banner
[00:06:15.960 --> 00:06:18.960]  經文在約翰福音三章十六節
[00:06:18.960 --> 00:06:19.960]  三章十六節
[00:06:19.960 --> 00:06:22.960]  不如一起讀
[00:06:22.960 --> 00:06:23.960]  既然大家應該有熟悉
[00:06:23.960 --> 00:06:24.960]  好 我們來
[00:06:24.960 --> 00:06:25.960]  一二三
[00:06:25.960 --> 00:06:27.960]  神愛世人
[00:06:27.960 --> 00:06:29.960]  甚至將他的獨生子
[00:06:29.960 --> 00:06:31.960]  賜給他們
[00:06:31.960 --> 00:06:33.960]  叫一切信他的
[00:06:33.960 --> 00:06:34.960]  不致滅亡
[00:06:34.960 --> 00:06:36.960]  反得永生
[00:06:36.960 --> 00:06:38.960]  通常說這句
[00:06:38.960 --> 00:06:41.960]  第一個焦點就是神愛世人
[00:06:41.960 --> 00:06:43.960]  即是愛全世界的人
[00:06:43.960 --> 00:06:45.960]  當年我們唱的詩歌
[00:06:45.960 --> 00:06:47.960]  畢瑟加一芬也選了好詩歌
[00:06:47.960 --> 00:06:50.960]  耶穌的愛大概是很大
[00:06:50.960 --> 00:06:53.960]  但現實是我們不是耶穌
[00:06:53.960 --> 00:06:55.960]  當然耶穌是一個人
[00:06:55.960 --> 00:06:58.960]  但我們相信耶穌是一個完全的人
[00:06:58.960 --> 00:07:02.960]  他不像我們這樣有很多限制
[00:07:02.960 --> 00:07:04.960]  或者我們相信說的是罪的影響
[00:07:04.960 --> 00:07:07.960]  所以今天我們不是耶穌的時候
[00:07:07.960 --> 00:07:09.960]  我們也有愛的
[00:07:09.960 --> 00:07:10.960]  我們也會說
[00:07:10.960 --> 00:07:13.960]  真的很少人說我沒有愛
[00:07:13.960 --> 00:07:14.960]  我沒有愛這回事
[00:07:14.960 --> 00:07:16.960]  當年有時是這樣的情況
[00:07:16.960 --> 00:07:17.960]  但很少
[00:07:17.960 --> 00:07:19.960]  但大概想到人
[00:07:19.960 --> 00:07:22.960]  大概我們也會說我們愛人
[00:07:22.960 --> 00:07:23.960]  I love mankind
[00:07:23.960 --> 00:07:24.960]  我愛人類
[00:07:24.960 --> 00:07:27.960]  不過我受不了跟人相處
[00:07:27.960 --> 00:07:31.960]  我受不了跟人相處
[00:07:31.960 --> 00:07:34.960]  大概就算沒有信仰的人
[00:07:34.960 --> 00:07:37.960]  也會相信愛本身是有意義存在
[00:07:37.960 --> 00:07:39.960]  而且愛是需要的
[00:07:39.960 --> 00:07:41.960]  但人真的很癌瘡
[00:07:41.960 --> 00:07:43.960]  無論你是一個什麼身份的人
[00:07:43.960 --> 00:07:45.960]  就算今天我站在台上
[00:07:45.960 --> 00:07:47.960]  大概我們也有些很癌瘡
[00:07:47.960 --> 00:07:49.960]  或者很難受的對方
[00:07:49.960 --> 00:07:51.960]  所以有一個很經典的比喻
[00:07:51.960 --> 00:07:52.960]  是刺蝟
[00:07:52.960 --> 00:07:54.960]  兩隻刺蝟有很多刺
[00:07:54.960 --> 00:07:56.960]  很容易刺到對方
[00:07:56.960 --> 00:07:59.960]  所以要找一個合適的距離去相處
[00:07:59.960 --> 00:08:02.960]  這些刺蝟可能是你的小組裡
[00:08:02.960 --> 00:08:05.960]  可能是你的學校裡
[00:08:05.960 --> 00:08:07.960]  甚至是在教會裡
[00:08:07.960 --> 00:08:10.960]  但有時教會就有點尷尬
[00:08:10.960 --> 00:08:11.960]  去說這件事
[00:08:11.960 --> 00:08:12.960]  因為我們說愛
[00:08:12.960 --> 00:08:14.960]  特別剛才一開始說
[00:08:14.960 --> 00:08:16.960]  可能包括你在
[00:08:16.960 --> 00:08:17.960]  我不知道
[00:08:17.960 --> 00:08:19.960]  回來教會是想找愛
[00:08:19.960 --> 00:08:22.960]  但現實是有些人你覺得很難受
[00:08:22.960 --> 00:08:24.960]  我接受不了那個人
[00:08:24.960 --> 00:08:26.960]  我很愛人
[00:08:26.960 --> 00:08:28.960]  不過那個人我真的接受不了
[00:08:28.960 --> 00:08:29.960]  那怎麼辦呢
[00:08:29.960 --> 00:08:30.960]  你又不可以這麼明顯
[00:08:30.960 --> 00:08:31.960]  不要做得這麼明顯
[00:08:31.960 --> 00:08:33.960]  做得太明顯就會被人關心
[00:08:33.960 --> 00:08:37.960]  所以我們就有些比較細膩的做法
[00:08:37.960 --> 00:08:41.960]  細膩的做法是怎樣呢
[00:08:41.960 --> 00:08:42.960]  待會說
[00:08:42.960 --> 00:08:45.960]  但我們先說這個細膩的做法之前
[00:08:45.960 --> 00:08:47.960]  我們先說一段愛的經文
[00:08:47.960 --> 00:08:49.960]  這段應該是更多
[00:08:49.960 --> 00:08:52.960]  如果你去過婚禮會聽過的經文
[00:08:52.960 --> 00:08:54.960]  就算你不信耶穌
[00:08:54.960 --> 00:08:56.960]  你去過一些特別基督徒的婚禮
[00:08:56.960 --> 00:08:57.960]  很喜歡用這段
[00:08:57.960 --> 00:09:01.960]  這段是哥林多前書13章4到8節
[00:09:01.960 --> 00:09:03.960]  這次我先讀一次
[00:09:03.960 --> 00:09:05.960]  這段說什麼呢
[00:09:05.960 --> 00:09:08.960]  他說愛是恆久忍耐
[00:09:08.960 --> 00:09:11.960]  愛是仁慈不疾度
[00:09:11.960 --> 00:09:13.960]  愛是不自誇
[00:09:13.960 --> 00:09:15.960]  不自高自大
[00:09:15.960 --> 00:09:17.960]  不做不合體統的事
[00:09:17.960 --> 00:09:19.960]  不求自己的益處
[00:09:19.960 --> 00:09:21.960]  不輕易發牢
[00:09:21.960 --> 00:09:23.960]  不計算別人的過犯
[00:09:23.960 --> 00:09:25.960]  不為不義而喜樂
[00:09:25.960 --> 00:09:27.960]  只為真理而歡喜
[00:09:27.960 --> 00:09:29.960]  凡事包容
[00:09:29.960 --> 00:09:31.960]  凡事相信
[00:09:31.960 --> 00:09:33.960]  凡事盼望
[00:09:33.960 --> 00:09:34.960]  凡事忍耐
[00:09:34.960 --> 00:09:36.960]  愛是永不止息
[00:09:36.960 --> 00:09:39.960]  很長啊
[00:09:39.960 --> 00:09:41.960]  比起剛才的神愛世人
[00:09:41.960 --> 00:09:44.960]  這段說愛有很多的質素
[00:09:44.960 --> 00:09:47.960]  為什麼說這麼多呢
[00:09:47.960 --> 00:09:49.960]  剛才我們說到愛是什麼的時候
[00:09:49.960 --> 00:09:50.960]  除了人之外
[00:09:50.960 --> 00:09:51.960]  我們也想到很多感受
[00:09:51.960 --> 00:09:53.960]  即是開心啊
[00:09:53.960 --> 00:09:55.960]  或者遷就
[00:09:55.960 --> 00:09:57.960]  可能是忍你很久
[00:09:57.960 --> 00:09:59.960]  忍到不知何時
[00:09:59.960 --> 00:10:04.960]  但這裡似乎說愛不只是一種感覺
[00:10:04.960 --> 00:10:07.960]  當然愛是有各種舒服和溫暖的感覺
[00:10:07.960 --> 00:10:10.960]  但剛才讀了這麼長的段落
[00:10:10.960 --> 00:10:14.960]  其實全部都是我們要付出的東西
[00:10:14.960 --> 00:10:17.960]  當然要解釋這段經文
[00:10:17.960 --> 00:10:19.960]  可以有很多認真的解釋
[00:10:19.960 --> 00:10:22.960]  但大概一個感覺
[00:10:22.960 --> 00:10:24.960]  或者一個經文告訴我們
[00:10:24.960 --> 00:10:27.960]  愛是需要付出
[00:10:27.960 --> 00:10:29.960]  是一場冒險
[00:10:29.960 --> 00:10:30.960]  什麼冒險呢
[00:10:30.960 --> 00:10:31.960]  可能你會問
[00:10:31.960 --> 00:10:33.960]  通常我們愛
[00:10:33.960 --> 00:10:36.960]  這裡不問經驗
[00:10:36.960 --> 00:10:38.960]  因為我相信你可能有很多自己的經驗
[00:10:38.960 --> 00:10:40.960]  有時你愛人的時候
[00:10:40.960 --> 00:10:43.960]  不一定有那個期望的回報
[00:10:43.960 --> 00:10:44.960]  當然正常情況下
[00:10:44.960 --> 00:10:46.960]  就算對方不特別感動
[00:10:46.960 --> 00:10:48.960]  也不會插你一刀
[00:10:48.960 --> 00:10:50.960]  但現實有時是會的
[00:10:50.960 --> 00:10:52.960]  當然不是插你一刀
[00:10:52.960 --> 00:10:53.960]  不是那種
[00:10:53.960 --> 00:10:56.960]  而是可能他不覺得你的愛有多重要
[00:10:56.960 --> 00:10:58.960]  於是怎樣呢
[00:10:58.960 --> 00:11:01.960]  於是我們覺得受傷
[00:11:01.960 --> 00:11:04.960]  受傷之後怎樣呢
[00:11:04.960 --> 00:11:06.960]  有兩個做法
[00:11:06.960 --> 00:11:07.960]  我先說第一個做法
[00:11:07.960 --> 00:11:09.960]  第一個做法就是
[00:11:09.960 --> 00:11:11.960]  這麼累的愛
[00:11:11.960 --> 00:11:12.960]  我就不再愛了
[00:11:12.960 --> 00:11:15.960]  但坦白說我們有很聰明的
[00:11:15.960 --> 00:11:17.960]  就算我們十多歲
[00:11:17.960 --> 00:11:18.960]  我們很聰明
[00:11:18.960 --> 00:11:19.960]  有時我小時候
[00:11:19.960 --> 00:11:20.960]  我記得我小時候
[00:11:20.960 --> 00:11:21.960]  BB出生沒多久
[00:11:21.960 --> 00:11:22.960]  也會說謊
[00:11:22.960 --> 00:11:23.960]  老實說也會說一些話
[00:11:23.960 --> 00:11:24.960]  我沒有說
[00:11:24.960 --> 00:11:26.960]  所以人是很會裝的
[00:11:26.960 --> 00:11:28.960]  就算我覺得受傷也好
[00:11:28.960 --> 00:11:29.960]  好了 要說愛
[00:11:29.960 --> 00:11:31.960]  甚至今天在教會的場景下
[00:11:31.960 --> 00:11:33.960]  教會說愛
[00:11:33.960 --> 00:11:34.960]  如果說我不愛人
[00:11:34.960 --> 00:11:36.960]  那就被人關心
[00:11:36.960 --> 00:11:37.960]  被教會問候
[00:11:37.960 --> 00:11:38.960]  這樣不行的
[00:11:38.960 --> 00:11:39.960]  所以怎樣呢
[00:11:39.960 --> 00:11:41.960]  所以我收起來
[00:11:41.960 --> 00:11:44.960]  收起來有很多方法
[00:11:44.960 --> 00:11:45.960]  一會說一個
[00:11:45.960 --> 00:11:47.960]  可能你收起來的方法
[00:11:47.960 --> 00:11:48.960]  不是那個方法
[00:11:48.960 --> 00:11:50.960]  但至少我一會說的方法
[00:11:50.960 --> 00:11:52.960]  可能是我們也或者是
[00:11:52.960 --> 00:11:54.960]  或者你見到有人這樣
[00:11:54.960 --> 00:11:55.960]  或者是你自己
[00:11:55.960 --> 00:11:56.960]  怎樣呢
[00:11:56.960 --> 00:11:57.960]  收起來
[00:11:57.960 --> 00:11:59.960]  收起來之後
[00:11:59.960 --> 00:12:01.960]  無論其他人怎樣也好
[00:12:01.960 --> 00:12:03.960]  當然我就會避開
[00:12:03.960 --> 00:12:05.960]  我就會用一些理由
[00:12:05.960 --> 00:12:06.960]  用一些說話
[00:12:06.960 --> 00:12:07.960]  去避開這回事
[00:12:07.960 --> 00:12:11.960]  我不想再投入一段愛裏面
[00:12:11.960 --> 00:12:14.960]  但不只是拍拖或者結婚的愛
[00:12:14.960 --> 00:12:15.960]  投入愛的關係
[00:12:15.960 --> 00:12:16.960]  可以是你的家
[00:12:16.960 --> 00:12:19.960]  可以是你團契或者少了的人
[00:12:19.960 --> 00:12:22.960]  可以是另一個弟兄姊妹
[00:12:22.960 --> 00:12:26.960]  所以剛才保羅說了很多個「不」
[00:12:26.960 --> 00:12:28.960]  一會會再看一段經文
[00:12:28.960 --> 00:12:30.960]  不嫉妒、不自誇
[00:12:30.960 --> 00:12:32.960]  不求自己的益處
[00:12:32.960 --> 00:12:33.960]  不輕易發怒
[00:12:33.960 --> 00:12:36.960]  不計算別人的過犯
[00:12:36.960 --> 00:12:38.960]  可能是因為
[00:12:38.960 --> 00:12:41.960]  如是了愛就有這種危險存在
[00:12:43.960 --> 00:12:46.960]  所以當別人傷害
[00:12:46.960 --> 00:12:48.960]  甚至踐踏這份愛的時候
[00:12:48.960 --> 00:12:52.960]  我們要去記得愛的初衷
[00:12:52.960 --> 00:12:54.960]  為什麼我選擇去愛人
[00:12:54.960 --> 00:12:56.960]  當然累的
[00:12:56.960 --> 00:12:58.960]  我們唱詩歌
[00:12:58.960 --> 00:12:59.960]  說耶穌很愛我們
[00:12:59.960 --> 00:13:00.960]  我們去回應
[00:13:00.960 --> 00:13:02.960]  但是我們真的不是耶穌
[00:13:02.960 --> 00:13:07.960]  所以有些時候我們找到一個藉口
[00:13:07.960 --> 00:13:08.960]  或者出路
[00:13:08.960 --> 00:13:09.960]  讓自己舒服一點
[00:13:09.960 --> 00:13:11.960]  說出路之前問大家
[00:13:12.960 --> 00:13:14.960]  這個問題沒有什麼前設
[00:13:14.960 --> 00:13:15.960]  我知道大家會問
[00:13:15.960 --> 00:13:17.960]  定義是什麼什麼什麼
[00:13:17.960 --> 00:13:19.960]  但我想大家先直覺覺得
[00:13:19.960 --> 00:13:21.960]  你覺得愛一個人
[00:13:21.960 --> 00:13:23.960]  還是愛一群人容易呢?
[00:13:23.960 --> 00:13:28.960]  OK
[00:13:28.960 --> 00:13:30.960]  愛一個人容易一點的舉手
[00:13:30.960 --> 00:13:33.960]  愛一群人
[00:13:33.960 --> 00:13:34.960]  有些人舉手
[00:13:34.960 --> 00:13:35.960]  是有些人舉手
[00:13:35.960 --> 00:13:36.960]  雖然小一點
[00:13:36.960 --> 00:13:37.960]  OK的
[00:13:37.960 --> 00:13:38.960]  一會我會說的
[00:13:38.960 --> 00:13:39.960]  放心
[00:13:39.960 --> 00:13:40.960]  愛一群人容易一點
[00:13:41.960 --> 00:13:42.960]  咦?
[00:13:42.960 --> 00:13:43.960]  嗯
[00:13:43.960 --> 00:13:45.960]  對了
[00:13:45.960 --> 00:13:46.960]  很有趣
[00:13:46.960 --> 00:13:48.960]  果然跟我估計的有點相似
[00:13:48.960 --> 00:13:50.960]  一會解釋一下是什麼事
[00:13:50.960 --> 00:13:54.960]  當然愛一群人可以是難的
[00:13:54.960 --> 00:13:55.960]  如果那一群人
[00:13:55.960 --> 00:13:56.960]  當然了
[00:13:56.960 --> 00:13:57.960]  我舉個例子
[00:13:57.960 --> 00:13:58.960]  例如我們拍攝的時候
[00:13:58.960 --> 00:14:01.960]  好像覺得我們會說愛
[00:14:01.960 --> 00:14:03.960]  但我不會跟你住在一起
[00:14:03.960 --> 00:14:05.960]  我只會跟我太太住在一起
[00:14:05.960 --> 00:14:07.960]  所以大概
[00:14:07.960 --> 00:14:08.960]  就算說愛大家都好
[00:14:08.960 --> 00:14:11.960]  我不一定了解大家所有的事
[00:14:11.960 --> 00:14:13.960]  但如果你很認真去愛一群人
[00:14:13.960 --> 00:14:14.960]  可以是難的
[00:14:14.960 --> 00:14:16.960]  因為如果你真的很想去明白
[00:14:16.960 --> 00:14:17.960]  或者去了解他
[00:14:17.960 --> 00:14:19.960]  但是
[00:14:19.960 --> 00:14:21.960]  有些時候愛一群人
[00:14:21.960 --> 00:14:23.960]  可以是一個藉口
[00:14:23.960 --> 00:14:24.960]  我不知道你有沒有想過
[00:14:24.960 --> 00:14:25.960]  可以是一個藉口
[00:14:25.960 --> 00:14:26.960]  什麼藉口呢?
[00:14:26.960 --> 00:14:29.960]  就是
[00:14:29.960 --> 00:14:31.960]  我因為愛一群人
[00:14:31.960 --> 00:14:34.960]  所以我想很多的事
[00:14:34.960 --> 00:14:36.960]  我想去幫這班人
[00:14:36.960 --> 00:14:37.960]  我想去為這班人做
[00:14:37.960 --> 00:14:39.960]  先澄清
[00:14:39.960 --> 00:14:41.960]  不要讀入任何的事情
[00:14:41.960 --> 00:14:45.960]  這是一個每一個人都會遇見的試探
