
[00:00:00.000 --> 00:00:07.000]  博導會 港福堂的弟兄姊妹
[00:02:30.000 --> 00:02:32.000]  竟然有個尼米人
[00:02:32.000 --> 00:02:36.000]  可以被猶太人私有化
[00:02:36.000 --> 00:02:38.000]  做私人牧師
[00:02:38.000 --> 00:02:43.000]  甚至藏著他的神像
[00:02:43.000 --> 00:02:46.000]  這個尼米人為了戶口
[00:02:46.000 --> 00:02:48.000]  願意去
[00:02:48.000 --> 00:02:51.000]  我們也看到
[00:02:51.000 --> 00:02:54.000]  後來有個尼米人竟然娶了一個妾侍
[00:02:54.000 --> 00:02:57.000]  尼米人可以娶妾侍
[00:02:57.000 --> 00:03:03.000]  甚至後來帶妾侍回鄉
[00:03:03.000 --> 00:03:05.000]  遇到土匪
[00:03:05.000 --> 00:03:07.000]  結果被強暴
[00:03:07.000 --> 00:03:10.000]  然後差不多致死
[00:03:10.000 --> 00:03:15.000]  結果尼米人竟然把她的屍體
[00:03:15.000 --> 00:03:16.000]  斬成十二塊
[00:03:16.000 --> 00:03:18.000]  分派到十二個支派
[00:03:18.000 --> 00:03:21.000]  你可以想像那個環境
[00:03:21.000 --> 00:03:24.000]  那個時代是一個怎樣的時代
[00:03:24.000 --> 00:03:27.000]  可以用黑暗和混亂
[00:03:27.000 --> 00:03:29.000]  形容當時的時代
[00:03:29.000 --> 00:03:32.000]  相信一點也不誇張
[00:03:32.000 --> 00:03:36.000]  其實今天我們處身在這個世代
[00:03:36.000 --> 00:03:37.000]  無論香港也好
[00:03:37.000 --> 00:03:38.000]  北美也好
[00:03:38.000 --> 00:03:39.000]  世界各地也好
[00:03:39.000 --> 00:03:43.000]  其實我們處身在一個極黑暗的世代
[00:03:43.000 --> 00:03:45.000]  什麼黑暗呢?
[00:03:45.000 --> 00:03:46.000]  道德的黑暗
[00:03:46.000 --> 00:03:48.000]  聖經也提到
[00:03:48.000 --> 00:03:50.000]  到了末後的日子
[00:03:50.000 --> 00:03:52.000]  這是一個荒謬
[00:03:52.000 --> 00:03:54.000]  是一個活逆
[00:03:54.000 --> 00:03:57.000]  是一個活謀的世代
[00:03:57.000 --> 00:04:00.000]  人在道德上犯了錯誤
[00:04:00.000 --> 00:04:04.000]  當然這些不好的行為會產生不好的後果
[00:04:04.000 --> 00:04:06.000]  但是後來你會發覺
[00:04:06.000 --> 00:04:10.000]  犯罪的人會良心麻木
[00:04:10.000 --> 00:04:14.000]  又將他改變成為覺得是正常的事
[00:04:14.000 --> 00:04:16.000]  所以現在你會發覺
[00:04:16.000 --> 00:04:19.000]  很多你想不到的事情
[00:04:19.000 --> 00:04:22.000]  是以前說不好的
[00:04:22.000 --> 00:04:23.000]  現在又好的
[00:04:23.000 --> 00:04:26.000]  所以好像同性戀的問題
[00:04:26.000 --> 00:04:29.000]  甚至是多妻的問題
[00:04:29.000 --> 00:04:31.000]  強通姦的問題
[00:04:31.000 --> 00:04:33.000]  以前覺得是不應該的
[00:04:33.000 --> 00:04:34.000]  現在不是
[00:04:34.000 --> 00:04:35.000]  現在OK
[00:04:35.000 --> 00:04:38.000]  所以我看到這個世代
[00:04:38.000 --> 00:04:39.000]  真是一個什麼世代呢?
[00:04:39.000 --> 00:04:42.000]  好像以賽亞書第五章二十節說
[00:04:42.000 --> 00:04:46.000]  「和哉那些稱惡為善
[00:04:46.000 --> 00:04:48.000]  稱善為惡
[00:04:48.000 --> 00:04:49.000]  以暗為光
[00:04:49.000 --> 00:04:51.000]  以光為暗
[00:04:51.000 --> 00:04:52.000]  以苦為甜
[00:04:52.000 --> 00:04:54.000]  以甜為苦的人」
[00:04:54.000 --> 00:04:55.000]  有和了
[00:04:55.000 --> 00:04:56.000]  這些有和了
[00:04:56.000 --> 00:04:58.000]  現在我們處身這個世代
[00:04:58.000 --> 00:05:02.000]  是一個是非黑白不分的世代
[00:05:02.000 --> 00:05:04.000]  是顛倒是非的世代
[00:05:04.000 --> 00:05:07.000]  最近你看到台灣
[00:05:07.000 --> 00:05:10.000]  推翻了十八年前的見解
[00:05:10.000 --> 00:05:12.000]  大法官竟然說
[00:05:12.000 --> 00:05:15.000]  通姦罪是違憲的
[00:05:15.000 --> 00:05:20.000]  所以將這麼多年的通姦囚犯全部釋放
[00:05:20.000 --> 00:05:23.000]  你看到這個什麼世代
[00:05:23.000 --> 00:05:26.000]  你看美國Boston
[00:05:26.000 --> 00:05:28.000]  有一個麻省的地方
[00:05:28.000 --> 00:05:29.000]  竟然
[00:05:29.000 --> 00:05:33.000]  你知不知道最近他們立了一個法
[00:05:33.000 --> 00:05:36.000]  他們在市會裡面一致投票
[00:05:36.000 --> 00:05:43.000]  採取一個包括了多婚夫婦的家庭夥伴關係
[00:05:43.000 --> 00:05:45.000]  即是可以多妻的
[00:05:45.000 --> 00:05:47.000]  你想想
[00:05:47.000 --> 00:05:51.000]  以往美國是不可能的
[00:05:51.000 --> 00:05:52.000]  只有一夫一妻制
[00:05:52.000 --> 00:05:53.000]  現在可以多妻了
[00:05:53.000 --> 00:05:55.000]  不單止同性戀或化化
[00:05:55.000 --> 00:05:57.000]  多妻甚至變性
[00:05:57.000 --> 00:05:59.000]  在我們的城市裡面
[00:05:59.000 --> 00:06:01.000]  有一個浸信會的牧師
[00:06:01.000 --> 00:06:05.000]  竟然宣佈Declare在教會裡面
[00:06:05.000 --> 00:06:09.000]  請你們以後不要再叫我男的牧師
[00:06:09.000 --> 00:06:10.000]  不要叫我He
[00:06:10.000 --> 00:06:12.000]  要叫She
[00:06:12.000 --> 00:06:15.000]  還要叫我是女性
[00:06:15.000 --> 00:06:17.000]  他變了性
[00:06:17.000 --> 00:06:24.000]  甚至整個會眾都來支持他
[00:06:24.000 --> 00:06:28.000]  現在浸聯會也是一個很大的問題
[00:06:28.000 --> 00:06:30.000]  因為他不肯辭職
[00:06:30.000 --> 00:06:32.000]  你看這個時代是在什麼時代
[00:06:32.000 --> 00:06:34.000]  我們看的真是慘不忍睹
[00:06:34.000 --> 00:06:37.000]  現在是一個是非黑白顛倒的時代
[00:06:37.000 --> 00:06:41.000]  還有另一樣就是信仰上的黑暗
[00:06:41.000 --> 00:06:43.000]  這個宗教的大淫亂
[00:06:43.000 --> 00:06:45.000]  在聖經裡面提到
[00:06:45.000 --> 00:06:47.000]  在末後的日子
[00:06:47.000 --> 00:06:51.000]  這些宗教可能外表似乎
[00:06:51.000 --> 00:06:53.000]  看起來好像像羔羊
[00:06:53.000 --> 00:06:55.000]  但是說話像龍
[00:06:55.000 --> 00:06:56.000]  像羔羊的意思
[00:06:56.000 --> 00:06:57.000]  好像基督
[00:06:57.000 --> 00:07:00.000]  或者他的信仰像基督教
[00:07:00.000 --> 00:07:03.000]  但問題是內裡是違反聖經
[00:07:03.000 --> 00:07:06.000]  是與聖經背道而馳
[00:07:06.000 --> 00:07:10.000]  今天我們看見教宗在五月十五日
[00:07:10.000 --> 00:07:13.000]  召開了不同宗教的領袖
[00:07:13.000 --> 00:07:15.000]  建立世界的宗教
[00:07:15.000 --> 00:07:18.000]  這個叫統一
[00:07:18.000 --> 00:07:21.000]  One World Religion
[00:07:21.000 --> 00:07:23.000]  聖經裡面提到
[00:07:23.000 --> 00:07:25.000]  這些囚敵好像急流的河水沖來
[00:07:25.000 --> 00:07:27.000]  現在我們看見真的殺到來
[00:07:27.000 --> 00:07:33.000]  撒旦在人的生活各種領域的影響和活動
[00:07:33.000 --> 00:07:35.000]  是囂張到一個
[00:07:35.000 --> 00:07:39.000]  現在來到一個可以說是空前無比的程度
[00:07:39.000 --> 00:07:43.000]  包括在宗教、道德、社會和政治
[00:07:43.000 --> 00:07:48.000]  我們看見教宗和各種領袖在一起
[00:07:48.000 --> 00:07:50.000]  大家互相握手
[00:07:50.000 --> 00:07:57.000]  覺得我們要進行一個統一的宗教
[00:07:57.000 --> 00:07:59.000]  怎麼可能統一呢?
[00:07:59.000 --> 00:08:02.000]  這就像啟示錄裡面所說的
[00:08:02.000 --> 00:08:03.000]  宗教的大淫亂
[00:08:03.000 --> 00:08:05.000]  宗教的大淫婦
[00:08:05.000 --> 00:08:11.000]  而教宗竟然聲言提醒所謂的天主教徒
[00:08:11.000 --> 00:08:17.000]  不要嘗試試圖向那些未信的人傳道
[00:08:17.000 --> 00:08:19.000]  帶他們去認識神
[00:08:19.000 --> 00:08:20.000]  他們是需要的
[00:08:20.000 --> 00:08:22.000]  他們一樣可以得救
[00:08:22.000 --> 00:08:29.000]  甚至有一次他跟同性戀的社區領袖說了一句話
[00:08:29.000 --> 00:08:33.000]  他說神創造你
[00:08:33.000 --> 00:08:35.000]  神創造你是這樣的
[00:08:35.000 --> 00:08:38.000]  你繼續去練習
[00:08:38.000 --> 00:08:43.000]  所以這就是他們進行的世界統一的宗教
[00:08:43.000 --> 00:08:46.000]  將在2020年6月
[00:08:46.000 --> 00:08:50.000]  舉行歷史性首腦會議
[00:08:50.000 --> 00:08:57.000]  邀請世界各地不同信仰的尊貴宗教領袖
[00:08:57.000 --> 00:08:59.000]  在宣言上簽名
[00:08:59.000 --> 00:09:07.000]  這些宣言是希望美其名不要因為宗教緣故而有分裂
[00:09:07.000 --> 00:09:10.000]  仇恨和不能夠容忍
[00:09:10.000 --> 00:09:13.000]  但問題是出賣了真理
[00:09:13.000 --> 00:09:17.000]  我們的合一都要有基礎在真理裏面
[00:09:17.000 --> 00:09:20.000]  但今天世界的趨勢就是這樣
[00:09:20.000 --> 00:09:23.000]  快到9月他們已經有一個預定
[00:09:23.000 --> 00:09:27.000]  要在瑞士簽約
[00:09:27.000 --> 00:09:32.000]  統一世界的一國一宗教
[00:09:32.000 --> 00:09:37.000]  大淫婦在聖經裏面的趨勢
[00:09:37.000 --> 00:09:41.000]  已經慢慢顯現在我們眼前
[00:09:41.000 --> 00:09:44.000]  所以現在這個世代就是在這個世代裏面
[00:09:44.000 --> 00:09:47.000]  各位如果是神的兒女
[00:09:47.000 --> 00:09:50.000]  你看到現在的時局
[00:09:50.000 --> 00:09:53.000]  這個情況變成這樣的情況
[00:09:53.000 --> 00:09:55.000]  我們的心會怎樣呢
[00:09:55.000 --> 00:09:57.000]  是否無動於衷呢
[00:09:57.000 --> 00:10:04.000]  神在這個劃時代
[00:10:04.000 --> 00:10:07.000]  或者危機的時代
[00:10:07.000 --> 00:10:10.000]  神的憤怒快將臨到這個世界
[00:10:10.000 --> 00:10:14.000]  就好像當時的底波拉一樣
[00:10:14.000 --> 00:10:17.000]  當以色列人
[00:10:17.000 --> 00:10:20.000]  猶太人行了這些惡
[00:10:20.000 --> 00:10:21.000]  任意而行的時候
[00:10:21.000 --> 00:10:24.000]  是激怒到上帝的憤怒
[00:10:24.000 --> 00:10:26.000]  要來刑罰這些國民
[00:10:26.000 --> 00:10:28.000]  聽起外敵
[00:10:28.000 --> 00:10:29.000]  這是開始
[00:10:29.000 --> 00:10:31.000]  所以他們叫苦連天
[00:10:31.000 --> 00:10:32.000]  又呼求神
[00:10:32.000 --> 00:10:36.000]  神就希望有人能夠和他了解他的心
[00:10:36.000 --> 00:10:38.000]  願意起來
[00:10:38.000 --> 00:10:42.000]  希望做一個復興和挽救的工作
[00:10:42.000 --> 00:10:44.000]  有誰能夠聽呢
[00:10:44.000 --> 00:10:47.000]  當時是一個很值得
[00:10:47.000 --> 00:10:49.000]  令我們覺得很欣慰的
[00:10:49.000 --> 00:10:51.000]  就是在當中都有一些的事思
[00:10:51.000 --> 00:10:53.000]  願意來聆聽上帝
[00:10:53.000 --> 00:10:54.000]  願意興起
[00:10:54.000 --> 00:10:58.000]  所以在底波拉的作歌裏面
[00:10:58.000 --> 00:10:59.000]  曾經講
[00:10:59.000 --> 00:11:01.000]  在第十五章裏面
[00:11:01.000 --> 00:11:05.000]  講到底波拉和巴拉作歌
[00:11:05.000 --> 00:11:06.000]  這個底波拉
[00:11:06.000 --> 00:11:07.000]  他講什麼呢
[00:11:07.000 --> 00:11:10.000]  他說底波拉興起興起
[00:11:10.000 --> 00:11:11.000]  你當興起
[00:11:11.000 --> 00:11:13.000]  興起唱歌
[00:11:13.000 --> 00:11:17.000]  阿彼拿耶恩的兒子巴拉
[00:11:17.000 --> 00:11:19.000]  你當憤興
[00:11:19.000 --> 00:11:21.000]  擄掠你的敵人
[00:11:21.000 --> 00:11:25.000]  拉比波妻
[00:11:25.000 --> 00:11:27.000]  就是指底波拉
[00:11:27.000 --> 00:11:29.000]  底波拉做什麼呢
[00:11:29.000 --> 00:11:32.000]  他是一個家庭主婦
[00:11:32.000 --> 00:11:38.000]  當時可以說是重男輕女的社會制度
[00:11:38.000 --> 00:11:41.000]  其實女性沒有地位
[00:11:41.000 --> 00:11:43.000]  為什麼她要拋頭露面出來
[00:11:43.000 --> 00:11:45.000]  要做事思呢
[00:11:45.000 --> 00:11:48.000]  為什麼她在這個危機時代
[00:11:48.000 --> 00:11:50.000]  她能夠挺身而出
[00:11:50.000 --> 00:11:52.000]  關鍵是什麼呢
[00:11:52.000 --> 00:11:54.000]  今天我們希望在這個時代
[00:11:54.000 --> 00:11:55.000]  同樣都是
[00:11:55.000 --> 00:11:58.000]  在這個危機的時代
[00:11:58.000 --> 00:12:01.000]  我們有沒有屬神的兒女
[00:12:01.000 --> 00:12:02.000]  能夠在這個時候
[00:12:02.000 --> 00:12:07.000]  好像女中的淑女的豪傑
[00:12:07.000 --> 00:12:10.000]  願意起來為神做點事呢
[00:12:10.000 --> 00:12:13.000]  我發覺這段經文
[00:12:13.000 --> 00:12:16.000]  特別在第五章裏面
[00:12:16.000 --> 00:12:19.000]  從底波拉的作歌裏面
[00:12:19.000 --> 00:12:21.000]  講出他的內心
[00:12:21.000 --> 00:12:23.000]  為什麼有一種力量
[00:12:23.000 --> 00:12:24.000]  可以繼續向前
[00:12:24.000 --> 00:12:26.000]  其中有一節聖經
[00:12:26.000 --> 00:12:28.000]  是很值得大家來看的
[00:12:28.000 --> 00:12:32.000]  第五章的二十一節
[00:12:32.000 --> 00:12:33.000]  我們一起讀
[00:12:33.000 --> 00:12:35.000]  第五章的二十一節
[00:12:35.000 --> 00:12:43.000]  「基信古河,把敵人沖沒,我的靈應當努力前行。」
[00:12:43.000 --> 00:12:45.000]  這就講出
[00:12:45.000 --> 00:12:48.000]  底波拉為什麼會這麼勇敢
[00:12:48.000 --> 00:12:50.000]  這麼願意來興起
[00:12:50.000 --> 00:12:52.000]  原來他希望自己的靈
[00:12:52.000 --> 00:12:54.000]  是努力前行
[00:12:54.000 --> 00:12:58.000]  是向神願意發熱心
[00:12:58.000 --> 00:13:01.000]  所以後面這句說話也說得很好
[00:13:01.000 --> 00:13:02.000]  第二節說
[00:13:02.000 --> 00:13:07.000]  「那時撞馬馳驅,踢跳崩騰,耶華的使者說
[00:13:07.000 --> 00:13:11.000]  應當奏助米羅斯,大大奏助其中的居民。」
[00:13:11.000 --> 00:13:16.000]  所以這就講出底波拉的內心
[00:13:16.000 --> 00:13:18.000]  為什麼會這麼發熱
[00:13:18.000 --> 00:13:19.000]  為什麼會興起
[00:13:19.000 --> 00:13:21.000]  最主要的重點就是
[00:13:21.000 --> 00:13:23.000]  他要使他的靈不要沉睡
[00:13:23.000 --> 00:13:25.000]  要興起
[00:13:25.000 --> 00:13:27.000]  今天我能夠在教會
[00:13:27.000 --> 00:13:28.000]  在神的國度
[00:13:28.000 --> 00:13:30.000]  能夠為上帝做一些事
[00:13:30.000 --> 00:13:35.000]  只有那些信徒能夠醒覺到
[00:13:35.000 --> 00:13:38.000]  我的靈需要努力前行
[00:13:38.000 --> 00:13:39.000]  靈不可以分睡
[00:13:39.000 --> 00:13:41.000]  好像大衛也曾經說
[00:13:41.000 --> 00:13:43.000]  「我的靈要趁早睡醒」
[00:13:43.000 --> 00:13:45.000]  「我的靈要趁早睡醒」
[00:13:45.000 --> 00:13:48.000]  「我的心要醒起來」
[00:13:48.000 --> 00:13:54.000]  其實今天我們需要靈裡面的一種醒覺
[00:13:54.000 --> 00:13:58.000]  那怎麼能夠使靈能夠努力前行呢?
[00:13:58.000 --> 00:13:59.000]  關鍵是
[00:13:59.000 --> 00:14:02.000]  我分析到他的人生有幾個重點
[00:14:02.000 --> 00:14:04.000]  靈怎麼能夠努力前行呢?
[00:14:04.000 --> 00:14:05.000]  第一
[00:14:05.000 --> 00:14:09.000]  他是與神親密
[00:14:09.000 --> 00:14:12.000]  我們讀讀第四章四到五節
[00:14:12.000 --> 00:14:14.000]  四章的四到五節
[00:14:14.000 --> 00:14:15.000]  我們一起讀
[00:14:15.000 --> 00:14:18.000]  有一位女先知名叫底波拉
[00:14:18.000 --> 00:14:20.000]  是拉比多的妻
[00:14:20.000 --> 00:14:23.000]  當時作以色列的事事
[00:14:23.000 --> 00:14:25.000]  她住在以法連山地
[00:14:25.000 --> 00:14:28.000]  拉瑪和伯特利中間
[00:14:28.000 --> 00:14:30.000]  在底波拉的中樹下
[00:14:30.000 --> 00:14:34.000]  以色列人都想去那裡聽判斷
[00:14:34.000 --> 00:14:37.000]  這裡提到她是一個女先知
[00:14:37.000 --> 00:14:40.000]  什麼叫女先知呢?
[00:14:40.000 --> 00:14:41.000]  先知做什麼呢?
[00:14:41.000 --> 00:14:44.000]  先知當然就是要將神的密使
[00:14:44.000 --> 00:14:46.000]  要來啟示
[00:14:46.000 --> 00:14:47.000]  要講出來
[00:14:47.000 --> 00:14:50.000]  告訴神的子民
[00:14:50.000 --> 00:14:52.000]  當然很重要的是
[00:14:52.000 --> 00:14:54.000]  她要得到神的話語
[00:14:54.000 --> 00:14:57.000]  做先知怎麼能夠得到神的話語呢?
[00:14:57.000 --> 00:15:01.000]  我看到《以差書》有一句話很有趣
[00:15:01.000 --> 00:15:04.000]  就是在五十章的第四節
[00:15:04.000 --> 00:15:08.000]  主耶和華賜我受教者的舌頭
[00:15:08.000 --> 00:15:10.000]  使我知道怎樣用言語
[00:15:10.000 --> 00:15:13.000]  輔助疲乏的人
[00:15:13.000 --> 00:15:17.000]  主每早晨提醒我的耳朵
[00:15:17.000 --> 00:15:22.000]  使我能聽受教者的言語
[00:15:22.000 --> 00:15:25.000]  先知很重要的是教訓人
[00:15:25.000 --> 00:15:27.000]  先知最重要的是責備
[00:15:27.000 --> 00:15:30.000]  將神的心意講出來
[00:15:30.000 --> 00:15:32.000]  先知是講道之能
[00:15:32.000 --> 00:15:36.000]  講道就是應該要求神給我的舌頭發達
[00:15:36.000 --> 00:15:39.000]  主耶和華賜我受教者的舌頭
[00:15:39.000 --> 00:15:42.000]  應該說是很好的舌頭
[00:15:42.000 --> 00:15:43.000]  很靈利的舌頭
[00:15:43.000 --> 00:15:45.000]  靈牙利齒
[00:15:45.000 --> 00:15:47.000]  牙尖嘴利
[00:15:47.000 --> 00:15:48.000]  但她不是這樣說
[00:15:48.000 --> 00:15:52.000]  她說求你使我受教者的舌頭
[00:15:52.000 --> 00:15:55.000]  奇怪 為什麼要受教呢?
[00:15:55.000 --> 00:15:56.000]  當然是講話
[00:15:56.000 --> 00:15:57.000]  為什麼要受教呢?
[00:15:57.000 --> 00:15:59.000]  原來這就是一個真理
[00:15:59.000 --> 00:16:03.000]  你怎麼能夠講出神的道呢?
[00:16:03.000 --> 00:16:06.000]  首先你要去受教
[00:16:06.000 --> 00:16:07.000]  怎麼受教呢?
[00:16:07.000 --> 00:16:09.000]  就是來到神的面前
[00:16:09.000 --> 00:16:10.000]  所以她說
[00:16:10.000 --> 00:16:13.000]  每早晨提醒我的耳朵
[00:16:13.000 --> 00:16:16.000]  使我能聽受教者的言語
[00:16:16.000 --> 00:16:17.000]  親愛的兄弟姐妹
[00:16:17.000 --> 00:16:21.000]  我們怎麼能夠明白到上帝的心意呢?
[00:16:21.000 --> 00:16:24.000]  往往很多時候我們有安靜的心靈
[00:16:24.000 --> 00:16:25.000]  我們的靈修
[00:16:25.000 --> 00:16:29.000]  我們在神面前的親近
[00:16:29.000 --> 00:16:31.000]  尤其是作牧師
[00:16:31.000 --> 00:16:33.000]  如果我們真的要有神的道
[00:16:33.000 --> 00:16:35.000]  我們必須要和神有很親密的關係
[00:16:35.000 --> 00:16:37.000]  所以要先領受
[00:16:37.000 --> 00:16:38.000]  要受教
[00:16:38.000 --> 00:16:39.000]  先聽了
[00:16:39.000 --> 00:16:40.000]  先聽了
[00:16:40.000 --> 00:16:42.000]  你就知道神的心意
[00:16:42.000 --> 00:16:44.000]  而裡面就有一種火熱
[00:16:44.000 --> 00:16:48.000]  可以去教導你周遭的人
[00:16:48.000 --> 00:16:53.000]  所以這就是一個很重要的秘訣
[00:16:53.000 --> 00:16:55.000]  所以有些信徒
[00:16:55.000 --> 00:16:56.000]  為什麼他能夠火熱呢?
[00:16:56.000 --> 00:16:59.000]  就是他嘗試有機會給上帝
[00:16:59.000 --> 00:17:01.000]  有時間和他講話
[00:17:01.000 --> 00:17:06.000]  看到內心裡的時弊
[00:17:06.000 --> 00:17:08.000]  看到情況
[00:17:08.000 --> 00:17:11.000]  然後他看到教會的荒涼
[00:17:11.000 --> 00:17:13.000]  或者世代的邪惡
[00:17:13.000 --> 00:17:15.000]  以致心靈被打動
[00:17:15.000 --> 00:17:18.000]  他能夠體會上帝所體會
[00:17:18.000 --> 00:17:20.000]  而上帝正正是要找這些人
[00:17:20.000 --> 00:17:22.000]  往往在這個劃時代
[00:17:22.000 --> 00:17:24.000]  當人類遇到危機的時候
[00:17:24.000 --> 00:17:26.000]  上帝就一直去找人
[00:17:26.000 --> 00:17:27.000]  找什麼?
[00:17:27.000 --> 00:17:28.000]  諮心人
[00:17:28.000 --> 00:17:30.000]  我們知道是很流行
[00:17:30.000 --> 00:17:32.000]  特別是國內有一首歌
[00:17:32.000 --> 00:17:36.000]  就是《主,你是我最資深的朋友》
[00:17:36.000 --> 00:17:45.000]  (唱)
[00:17:45.000 --> 00:17:47.000]  我那時候在廣東唐人大英雄節目唱過
[00:17:47.000 --> 00:17:49.000]  很好聽的一首歌
[00:17:49.000 --> 00:17:51.000]  他說主是我最資深的朋友
[00:17:51.000 --> 00:17:54.000]  原來上帝很希望我們
[00:17:54.000 --> 00:17:56.000]  以祂為我們最資深的朋友
[00:17:56.000 --> 00:18:00.000]  而其實上帝也希望我們成為祂資深的朋友
[00:18:00.000 --> 00:18:03.000]  如果我們成為祂資深的朋友的時候
[00:18:03.000 --> 00:18:05.000]  祂就會告訴我們很多事情
[00:18:05.000 --> 00:18:06.000]  所以你看看
[00:18:06.000 --> 00:18:10.000]  你知不知道為什麼神要羅亞建立方舟
[00:18:10.000 --> 00:18:14.000]  就是祂告訴人類的罪惡、惡慣營
[00:18:14.000 --> 00:18:16.000]  我要毀滅這個地方
[00:18:16.000 --> 00:18:18.000]  你幫我做一個方舟
[00:18:18.000 --> 00:18:22.000]  所以這個就是羅亞有機會
[00:18:22.000 --> 00:18:25.000]  祝壇能夠讓上帝跟他講說話
[00:18:25.000 --> 00:18:27.000]  摩西也是
[00:18:27.000 --> 00:18:28.000]  摩西就是親近神
[00:18:28.000 --> 00:18:29.000]  神告訴他
[00:18:29.000 --> 00:18:32.000]  我看見以色列人的苦情
[00:18:32.000 --> 00:18:34.000]  你可不可以帶領以色列人
[00:18:34.000 --> 00:18:40.000]  在火燒荊棘上向摩西顯現
[00:18:40.000 --> 00:18:42.000]  你看看阿伯拉罕
[00:18:42.000 --> 00:18:44.000]  阿伯拉罕也是
[00:18:44.000 --> 00:18:46.000]  神叫他離開吳爾城
[00:18:46.000 --> 00:18:48.000]  神要指示的地方
[00:18:48.000 --> 00:18:49.000]  不要再拜月神
[00:18:49.000 --> 00:18:51.000]  不要再拜偶像
[00:18:51.000 --> 00:18:53.000]  到後來的時候
[00:18:53.000 --> 00:18:57.000]  神看到索多摩、阿摩拉罪惡慣營
[00:18:57.000 --> 00:18:59.000]  神要毀滅這個城
[00:18:59.000 --> 00:19:00.000]  神說什麼?
[00:19:00.000 --> 00:19:04.000]  我有什麼事可以隱瞞我的朋友阿伯拉罕
[00:19:04.000 --> 00:19:07.000]  所以就告訴他我要毀滅這兩座城
[00:19:07.000 --> 00:19:09.000]  而阿伯拉罕就明白神的心意
[00:19:09.000 --> 00:19:11.000]  就為這個城祈禱
[00:19:11.000 --> 00:19:12.000]  五十個有兒人
[00:19:12.000 --> 00:19:14.000]  如果這個城裡面有五十個兒人
[00:19:14.000 --> 00:19:15.000]  又如何?
[00:19:15.000 --> 00:19:16.000]  四十五個又如何?
[00:19:16.000 --> 00:19:17.000]  三十個
[00:19:17.000 --> 00:19:18.000]  一路祈禱
[00:19:18.000 --> 00:19:19.000]  神就說
[00:19:19.000 --> 00:19:21.000]  如果有十個我就不毀滅這個城
[00:19:21.000 --> 00:19:23.000]  但是想不到
[00:19:23.000 --> 00:19:25.000]  這個城連十個都沒有
[00:19:25.000 --> 00:19:27.000]  神就希望一直找
[00:19:27.000 --> 00:19:30.000]  與他表同情的人
[00:19:30.000 --> 00:19:32.000]  其實今天這個時代也是
[00:19:32.000 --> 00:19:33.000]  頂小妹你知不知道
[00:19:33.000 --> 00:19:37.000]  神一直希望他的兒女能夠明白他的心意
[00:19:37.000 --> 00:19:40.000]  知道上帝是多麼的傷心
