
[00:00:00.000 --> 00:00:04.680]  我們繼續我們的系列
[00:05:03.960 --> 00:05:07.160]  會強行打招呼
[00:05:07.160 --> 00:05:09.760]  因為你知道爸爸媽媽要我們
[00:05:09.760 --> 00:05:11.160]  Be kind to everyone
[00:05:11.160 --> 00:05:16.160]  C. 你會跟他去說一下那件事
[00:05:16.160 --> 00:05:20.160]  他為什麼會溝通一下那件事
[00:05:20.160 --> 00:05:21.160]  我們先看看
[00:05:21.160 --> 00:05:22.160]  誰會選擇
[00:05:22.160 --> 00:05:25.160]  最貼近你會選擇的就行了
[00:05:25.160 --> 00:05:26.160]  不用看旁邊
[00:05:26.160 --> 00:05:27.760]  我們可以舉手了
[00:05:27.760 --> 00:05:29.960]  如果有人傷害你的時候
[00:05:29.960 --> 00:05:33.160]  你會選擇A. 當沒事發生過
[00:05:35.160 --> 00:05:38.160]  有些人會選擇當沒事發生過
[00:05:38.160 --> 00:05:41.160]  B. 你會強顏歡笑
[00:05:41.160 --> 00:05:44.160]  打個招呼
[00:05:44.160 --> 00:05:46.160]  我已經說了很多
[00:05:46.160 --> 00:05:49.160]  C. 你會跟他溝通一下
[00:05:49.160 --> 00:05:52.160]  你會跟他有這個難度的對話
[00:05:52.160 --> 00:05:54.160]  我先借一下
[00:05:54.160 --> 00:05:57.160]  你會跟他有這個難度的對話
[00:05:57.160 --> 00:06:00.160]  你剛才搶了我的橡皮筆
[00:06:00.160 --> 00:06:02.160]  偷了我的筆
[00:06:02.160 --> 00:06:04.160]  你會跟他溝通
[00:06:04.160 --> 00:06:07.160]  好,我先不揭曉
[00:06:07.160 --> 00:06:09.160]  我們看下一條
[00:06:09.160 --> 00:06:12.160]  葉片,考試應否出貓
[00:06:12.160 --> 00:06:16.160]  哪個理由對你來說最貼近你
[00:06:16.160 --> 00:06:18.160]  A. 我不應該出貓
[00:06:18.160 --> 00:06:21.160]  因為老師爸爸媽媽教我的是錯的
[00:06:21.160 --> 00:06:22.160]  B. 我不應該出貓
[00:06:22.160 --> 00:06:24.160]  因為這樣做是神不起悅的行為
[00:06:24.160 --> 00:06:26.160]  我要為主做好見證
[00:06:26.160 --> 00:06:27.160]  C. 我不應該出貓
[00:06:27.160 --> 00:06:30.160]  因為對於那些溫習了的人是不公平的
[00:06:30.160 --> 00:06:32.160]  而我自己沒有溫習到那部分
[00:06:32.160 --> 00:06:34.160]  所以我就不寫東西進去
[00:06:34.160 --> 00:06:35.160]  或者我自己作
[00:06:35.160 --> 00:06:37.160]  D. 我不應該出貓
[00:06:37.160 --> 00:06:39.160]  因為被人發現了會直接零分
[00:06:39.160 --> 00:06:42.160]  好,我們先看看
[00:06:42.160 --> 00:06:43.160]  誰會選擇A?
[00:06:43.160 --> 00:06:45.160]  爸爸媽媽教我的是錯的
[00:06:45.160 --> 00:06:47.160]  好,謝謝
[00:06:47.160 --> 00:06:49.160]  B. 我不應該出貓
[00:06:49.160 --> 00:06:51.160]  因為神不喜歡我這樣做
[00:06:51.160 --> 00:06:54.160]  好,C. 我不應該出貓
[00:06:54.160 --> 00:06:57.160]  因為對於沒有溫習的人是不公平的
[00:06:57.160 --> 00:06:59.160]  好,有的
[00:06:59.160 --> 00:07:01.160]  你們很公平
[00:07:01.160 --> 00:07:02.160]  D. 我不應該出貓
[00:07:02.160 --> 00:07:04.160]  因為會直接零分
[00:07:04.160 --> 00:07:07.160]  對,對,對,很真實
[00:07:07.160 --> 00:07:08.160]  OK,非常好
[00:07:08.160 --> 00:07:09.160]  好,下一個
[00:07:09.160 --> 00:07:11.160]  好,最後一個篇
[00:07:11.160 --> 00:07:12.160]  侍奉篇
[00:07:12.160 --> 00:07:15.160]  當你在一次的外展幫忙
[00:07:15.160 --> 00:07:16.160]  好,誰最接近你
[00:07:16.160 --> 00:07:17.160]  好,我來幫忙
[00:07:17.160 --> 00:07:20.160]  因為爸爸媽媽說這樣做是好的
[00:07:20.160 --> 00:07:24.160]  然後B. 就是在一個外展的出貓一次
[00:07:24.160 --> 00:07:27.160]  Hazel Cowen叫我幫忙派單張
[00:07:27.160 --> 00:07:28.160]  我就去派了
[00:07:28.160 --> 00:07:29.160]  然後C. 就是
[00:07:29.160 --> 00:07:32.160]  在一個外展裡面有一個同學沒有來
[00:07:32.160 --> 00:07:33.160]  因為她生病了
[00:07:33.160 --> 00:07:36.160]  我主動去問問教師
[00:07:36.160 --> 00:07:39.160]  可以幫忙多探望一個家庭
[00:07:39.160 --> 00:07:42.160]  好,誰最接近你
[00:07:42.160 --> 00:07:44.160]  好,A的話,舉手,我來看看
[00:07:44.160 --> 00:07:46.160]  爸爸媽媽說是好的
[00:07:46.160 --> 00:07:49.160]  所以其實外展的全都是自己來的
[00:07:49.160 --> 00:07:51.160]  我好感動
[00:07:51.160 --> 00:07:52.160]  好,B.
[00:07:52.160 --> 00:07:54.160]  爸爸媽媽也很感動
[00:07:54.160 --> 00:07:55.160]  好,B.
[00:07:55.160 --> 00:07:57.160]  教師叫我派單張
[00:07:57.160 --> 00:07:58.160]  我就幫他派了
[00:07:58.160 --> 00:08:02.160]  好,C.
[00:08:02.160 --> 00:08:04.160]  有一個同學生病了
[00:08:04.160 --> 00:08:05.160]  他沒有來
[00:08:05.160 --> 00:08:09.160]  我主動去提出
[00:08:09.160 --> 00:08:11.160]  可以幫忙多探望一個家庭
[00:08:11.160 --> 00:08:16.160]  好,謝謝大家
[00:08:16.160 --> 00:08:19.160]  我純粹是想幫忙去illustrate
[00:08:19.160 --> 00:08:22.160]  剛才那個尺寸
[00:08:22.160 --> 00:08:24.160]  我們可以去下一頁
[00:08:25.160 --> 00:08:28.160]  其實關係篇就是
[00:08:28.160 --> 00:08:30.160]  看到有一個飯
[00:08:30.160 --> 00:08:34.160]  當你正在吃飯的時候
[00:08:34.160 --> 00:08:36.160]  保羅他這樣形容
[00:08:36.160 --> 00:08:37.160]  他在經文這樣說
[00:08:37.160 --> 00:08:39.160]  solid food
[00:08:39.160 --> 00:08:40.160]  可能就會有
[00:08:40.160 --> 00:08:44.160]  當朋友傷害了你的情緒
[00:08:44.160 --> 00:08:46.160]  你就會和他去談
[00:08:46.160 --> 00:08:49.160]  這件事我們要坐下來談
[00:08:49.160 --> 00:08:51.160]  這個位置讓我不開心
[00:08:51.160 --> 00:08:53.160]  這個溝通是難的
[00:08:53.160 --> 00:08:54.160]  十分困難
[00:08:54.160 --> 00:08:55.160]  很害怕
[00:08:55.160 --> 00:08:57.160]  但是當你做到
[00:08:57.160 --> 00:09:01.160]  其實就是一個成熟度去做
[00:09:01.160 --> 00:09:04.160]  一個成熟度去做
[00:09:04.160 --> 00:09:06.160]  下一個就是
[00:09:06.160 --> 00:09:07.160]  不應該出貓
[00:09:07.160 --> 00:09:09.160]  因為你要討神喜悅
[00:09:09.160 --> 00:09:10.160]  是不是?
[00:09:10.160 --> 00:09:11.160]  因為如果我說
[00:09:11.160 --> 00:09:13.160]  出貓是因為會直接被人零分
[00:09:13.160 --> 00:09:16.160]  其實這個是出於你的恐懼
[00:09:16.160 --> 00:09:18.160]  但是如果你真的去明白
[00:09:18.160 --> 00:09:19.160]  為什麼要有那個規則
[00:09:19.160 --> 00:09:20.160]  不准出貓
[00:09:20.160 --> 00:09:22.160]  因為我要討神喜悅
[00:09:22.160 --> 00:09:26.160]  還有可能對溫了書人不公平的話
[00:09:26.160 --> 00:09:29.160]  可能又是一個成熟一點的想法
[00:09:29.160 --> 00:09:30.160]  下一個
[00:09:30.160 --> 00:09:32.160]  是了,外展的時候
[00:09:32.160 --> 00:09:34.160]  可能主動提出去幫忙
[00:09:34.160 --> 00:09:36.160]  這個可能真是一個
[00:09:36.160 --> 00:09:38.160]  spiritual的Christian
[00:09:38.160 --> 00:09:41.160]  會做的一些行動
[00:09:41.160 --> 00:09:43.160]  保羅就在說他們
[00:09:43.160 --> 00:09:45.160]  他們不是在吃飯
[00:09:45.160 --> 00:09:48.160]  他們還在喝奶
[00:09:48.160 --> 00:09:50.160]  因為他們還是熟肉體
[00:09:50.160 --> 00:09:52.160]  他們還是在體貼那些
[00:09:52.160 --> 00:09:54.160]  很肉體的事情
[00:09:54.160 --> 00:09:56.160]  例如他們怎樣?
[00:09:56.160 --> 00:09:57.160]  他們有嫉妒
[00:09:57.160 --> 00:09:58.160]  紛爭
[00:09:58.160 --> 00:10:00.160]  如果他們在關係裡面
[00:10:00.160 --> 00:10:01.160]  互相傷害了
[00:10:01.160 --> 00:10:03.160]  可能就生你的氣
[00:10:03.160 --> 00:10:04.160]  就走了
[00:10:04.160 --> 00:10:06.160]  就有牆在那裡
[00:10:06.160 --> 00:10:07.160]  他就是在說
[00:10:07.160 --> 00:10:09.160]  因為當時有些人
[00:10:09.160 --> 00:10:11.160]  不知道大家有沒有印象
[00:10:11.160 --> 00:10:12.160]  在第一章的時候說過
[00:10:12.160 --> 00:10:14.160]  有些人說我是屬保羅
[00:10:14.160 --> 00:10:15.160]  我是屬阿波羅
[00:10:15.160 --> 00:10:17.160]  我是屬羈髮
[00:10:17.160 --> 00:10:18.160]  但是
[00:10:18.160 --> 00:10:20.160]  因為當時他們認為
[00:10:20.160 --> 00:10:22.160]  當我跟這個
[00:10:22.160 --> 00:10:24.160]  這個人幫我浸泥就好一點
[00:10:24.160 --> 00:10:27.160]  或者這個幫我去
[00:10:27.160 --> 00:10:29.160]  因為可能Pastor Johnny
[00:10:29.160 --> 00:10:30.160]  他打球很厲害
[00:10:30.160 --> 00:10:33.160]  如果我跟他去上Baptism class
[00:10:33.160 --> 00:10:35.160]  我就可以踢球又可以厲害一點
[00:10:35.160 --> 00:10:37.160]  或者我要跟
[00:10:37.160 --> 00:10:38.160]  就是
[00:10:38.160 --> 00:10:39.160]  跟那個
[00:10:39.160 --> 00:10:42.160]  又有那個的優點
[00:10:42.160 --> 00:10:45.160]  那時候其實焦點是離開了
[00:10:45.160 --> 00:10:47.160]  不是在耶穌身上
[00:10:47.160 --> 00:10:49.160]  真正的我們要
[00:10:49.160 --> 00:10:51.160]  我們要看著
[00:10:51.160 --> 00:10:53.160]  不是哪一個的領導
[00:10:53.160 --> 00:10:54.160]  不是說我要屬哪一個
[00:10:54.160 --> 00:10:57.160]  因為當我們說我們屬哪一個的時候
[00:10:57.160 --> 00:11:00.160]  我們很容易會分裂了群體
[00:11:00.160 --> 00:11:01.160]  哪一個領導
[00:11:01.160 --> 00:11:02.160]  他是這樣的
[00:11:02.160 --> 00:11:03.160]  不是這樣的
[00:11:03.160 --> 00:11:05.160]  那就很容易造成分裂
[00:11:05.160 --> 00:11:07.160]  所以保羅是在解釋
[00:11:07.160 --> 00:11:10.160]  哥倫多教會仍然有這些問題
[00:11:10.160 --> 00:11:14.160]  是當中他們要去檢視和留意的
[00:11:14.160 --> 00:11:16.160]  我們再讀下一頁
[00:11:16.160 --> 00:11:19.160]  我們看到保羅很清晰地說
[00:11:19.160 --> 00:11:21.160]  其實阿波羅和保羅
[00:11:21.160 --> 00:11:22.160]  其實他們算什麼
[00:11:22.160 --> 00:11:24.160]  他們只是在執事
[00:11:24.160 --> 00:11:29.160]  他們去做上帝要他們去做的事情
[00:11:29.160 --> 00:11:31.160]  就是照著神安排了他們
[00:11:31.160 --> 00:11:33.160]  要去傳福音去做
[00:11:33.160 --> 00:11:36.160]  他們的工作其實就是
[00:11:36.160 --> 00:11:39.160]  去栽種和去囂觀
[00:11:39.160 --> 00:11:40.160]  他們傳福音這個行動
[00:11:40.160 --> 00:11:43.160]  他們就是去栽種一個人的生命
[00:11:43.160 --> 00:11:45.160]  去讓他成長
[00:11:45.160 --> 00:11:48.160]  如果我放在你們學校的條件
[00:11:48.160 --> 00:11:51.160]  就是你們每一次的溫書
[00:11:51.160 --> 00:11:53.160]  每一次做的功課
[00:11:53.160 --> 00:11:55.160]  其實就好像在注入
[00:11:55.160 --> 00:11:58.160]  你的考試的最後結果
[00:11:58.160 --> 00:12:00.160]  但考試的結果
[00:12:00.160 --> 00:12:03.160]  我想問有沒有人可以控制到
[00:12:03.160 --> 00:12:05.160]  你的考試的分數
[00:12:05.160 --> 00:12:06.160]  例如
[00:12:06.160 --> 00:12:07.160]  我真的想知道
[00:12:07.160 --> 00:12:08.160]  我昨天準備的時候
[00:12:08.160 --> 00:12:11.160]  我真的想看有沒有人舉手
[00:12:11.160 --> 00:12:14.160]  我想問你們怎樣可以控制到
[00:12:14.160 --> 00:12:16.160]  我要拿90分
[00:12:16.160 --> 00:12:17.160]  是
[00:12:17.160 --> 00:12:22.160]  例如你想控制自己拿60分
[00:12:22.160 --> 00:12:23.160]  那你應該錯很多
[00:12:23.160 --> 00:12:24.160]  你錯了就知道自己錯了
[00:12:24.160 --> 00:12:25.160]  就不捨了
[00:12:25.160 --> 00:12:27.160]  然後你再去將自己對的
[00:12:27.160 --> 00:12:29.160]  劃走一點點
[00:12:29.160 --> 00:12:31.160]  嗯,OK
[00:12:31.160 --> 00:12:35.160]  哇,Elias原來對自己的要求這麼低
[00:12:35.160 --> 00:12:38.160]  OK,不好意思
[00:12:38.160 --> 00:12:40.160]  我相信他一定不止60分
[00:12:40.160 --> 00:12:43.160]  是,其實當我們考試的時候
[00:12:43.160 --> 00:12:45.160]  我們有沒有辦法控制到90分
[00:12:45.160 --> 00:12:47.160]  我控制到自己不錯的一題
[00:12:47.160 --> 00:12:49.160]  就一定有90分
[00:12:49.160 --> 00:12:50.160]  有沒有人出來的結果
[00:12:50.160 --> 00:12:53.160]  是可以完全控制到的
[00:12:53.160 --> 00:12:55.160]  就是我盡量不錯的一題
[00:12:55.160 --> 00:12:56.160]  應該沒有
[00:12:56.160 --> 00:12:57.160]  應該沒有人可以控制到
[00:12:57.160 --> 00:12:58.160]  我真的很驚訝
[00:12:58.160 --> 00:13:00.160]  今天有人舉手可以控制到
[00:13:00.160 --> 00:13:02.160]  不過謝謝你分享
[00:13:02.160 --> 00:13:05.160]  是,其實我們是控制不到結果的
[00:13:05.160 --> 00:13:08.160]  同樣地我們看到保羅他在這裡
[00:13:08.160 --> 00:13:11.160]  大家一說成績就很醉
[00:13:11.160 --> 00:13:15.160]  是,同樣地我們看到保羅他在這裡說
[00:13:15.160 --> 00:13:19.160]  其實當阿波羅和保羅
[00:13:19.160 --> 00:13:22.160]  他們去做生命的工作
[00:13:22.160 --> 00:13:27.160]  他去傳福音給人的生命的時候
[00:13:27.160 --> 00:13:32.160]  其實那個人的成長是因為誰
[00:13:32.160 --> 00:13:34.160]  因為誰養他們
[00:13:34.160 --> 00:13:37.160]  是,因為神養他們有成長
[00:13:37.160 --> 00:13:41.160]  因為神是控制我們的結果
[00:13:41.160 --> 00:13:45.160]  我記得我當時入大學的時候
[00:13:45.160 --> 00:13:47.160]  我都以為一定夠Grade
[00:13:47.160 --> 00:13:50.160]  誰知道Grade掉了一個
[00:13:50.160 --> 00:13:53.160]  這些有時候真的控制不到你的成績
[00:13:53.160 --> 00:14:00.160]  所以我們究竟怎樣將我們的生命交給神
[00:14:00.160 --> 00:14:02.160]  我們將生命裡面每一個的結果
[00:14:02.160 --> 00:14:04.160]  是否可能即將DSE的
[00:14:04.160 --> 00:14:06.160]  不好意思,要提一提
[00:14:06.160 --> 00:14:08.160]  我們可能要提一提
[00:14:08.160 --> 00:14:11.160]  或者我們即將考試會出成績
[00:14:11.160 --> 00:14:14.160]  但那個結果我們控制不到,只有神
[00:14:14.160 --> 00:14:18.160]  我們可否將這些結果交給神呢
[00:14:18.160 --> 00:14:21.160]  下一頁就有一個問題
[00:14:21.160 --> 00:14:23.160]  大概兩至三分鐘
[00:14:23.160 --> 00:14:28.160]  你認為自己是在喝奶還是在吃飯呢
[00:14:28.160 --> 00:14:30.160]  在靈命上面
[00:14:30.160 --> 00:14:36.160]  第二,我們是否相信神是在控制所有的結果
[00:14:36.160 --> 00:14:38.160]  或者祂是在掌管
[00:14:38.160 --> 00:14:43.160]  我們可以分組去討論
[00:14:43.160 --> 00:14:46.160]  我們一起問問
[00:14:46.160 --> 00:14:50.160]  先問第一題
[00:14:50.160 --> 00:14:57.160]  你認為自己是在喝奶還是在吃飯呢
[00:14:57.160 --> 00:15:00.160]  一個靈性的基督徒
[00:15:00.160 --> 00:15:02.160]  在喝奶
[00:15:02.160 --> 00:15:07.160]  謝謝你分享
[00:15:07.160 --> 00:15:11.160]  下一組
[00:15:11.160 --> 00:15:13.160]  我們說我正在吃糊仔
[00:15:13.160 --> 00:15:17.160]  或者乾糧
[00:15:17.160 --> 00:15:19.160]  未到吃飯
[00:15:19.160 --> 00:15:21.160]  但想多吃點飯
[00:15:21.160 --> 00:15:24.160]  好,在中間
[00:15:24.160 --> 00:15:26.160]  我們看看第二題
[00:15:26.160 --> 00:15:29.160]  你相信主是在掌管每一個使者的結果嗎
[00:15:29.160 --> 00:15:33.160]  是的,因為我覺得神已經知道
[00:15:33.160 --> 00:15:35.160]  祂會問甚麼問題
[00:15:35.160 --> 00:15:38.160]  所以祂希望可以給我智慧
[00:15:38.160 --> 00:15:42.160]  去修復需要的材料
[00:15:42.160 --> 00:15:48.160]  給點掌聲鼓勵一下DSE公開考試的同學
[00:15:48.160 --> 00:15:51.160]  主一定會掌管
[00:15:51.160 --> 00:15:54.160]  我很欣賞Grace的信心
[00:15:54.160 --> 00:15:58.160]  因為神已經知道考試的卷
[00:15:58.160 --> 00:16:00.160]  等著你的題目
[00:16:00.160 --> 00:16:02.160]  不用緊張
[00:16:02.160 --> 00:16:05.160]  神會和你一起考
[00:16:05.160 --> 00:16:08.160]  每一個考試神都會和你一起考
[00:16:08.160 --> 00:16:10.160]  所以不用擔心
[00:16:10.160 --> 00:16:12.160]  到下一組
[00:16:12.160 --> 00:16:14.160]  其實保羅在經文中
[00:16:14.160 --> 00:16:17.160]  一直給很清晰的解決方法
[00:16:17.160 --> 00:16:20.160]  如何化解分裂的問題
[00:16:20.160 --> 00:16:23.160]  我們看到保羅說
[00:16:23.160 --> 00:16:25.160]  我們是神的甚麼
[00:16:25.160 --> 00:16:29.160]  我們是神所耕種的田地和建造的房屋
[00:16:29.160 --> 00:16:32.160]  其實真的代表我們的生命
[00:16:32.160 --> 00:16:35.160]  我們其實是建造在一個
[00:16:35.160 --> 00:16:38.160]  如果你有看別人建樓的時候
[00:16:38.160 --> 00:16:40.160]  或者一些讀工程學的人
[00:16:40.160 --> 00:16:43.160]  你會知道那個根基是很重要的
[00:16:43.160 --> 00:16:45.160]  那個基礎,是嗎?
[00:16:45.160 --> 00:16:47.160]  你有沒有見過樓是起起的
[00:16:47.160 --> 00:16:49.160]  不知道
[00:16:49.160 --> 00:16:52.160]  是一個實的,在泥上
[00:16:52.160 --> 00:16:53.160]  應該沒有
[00:16:53.160 --> 00:16:55.160]  樓是起起的,很實的根基
[00:16:55.160 --> 00:16:58.160]  而經文中提到的根基是誰?
[00:16:58.160 --> 00:17:01.160]  是耶穌基督
[00:17:01.160 --> 00:17:03.160]  今天我們的生命
[00:17:03.160 --> 00:17:06.160]  我們的生命在建造在哪裡呢?
[00:17:06.160 --> 00:17:08.160]  究竟我們是建造在
[00:17:08.160 --> 00:17:10.160]  IG有多少人看了我的貼文
[00:17:10.160 --> 00:17:13.160]  有多少人讚好了我的貼文
[00:17:13.160 --> 00:17:16.160]  還是我們是建造在
[00:17:16.160 --> 00:17:20.160]  朋友的認同
[00:17:20.160 --> 00:17:22.160]  還是別人對我的認同
[00:17:22.160 --> 00:17:26.160]  還是我的基礎是我的考試卷
