
[00:00:00.000 --> 00:00:04.000]  頂姐妹新年蒙福
[00:03:10.000 --> 00:03:13.000]  我們來看以弗所去仕美娜的時候
[00:03:13.000 --> 00:03:15.000]  有50公里
[00:03:15.000 --> 00:03:16.000]  對於今天來說
[00:03:16.000 --> 00:03:19.000]  我們有汽車
[00:03:19.000 --> 00:03:22.000]  特別是國內高鐵
[00:03:22.000 --> 00:03:24.000]  那裏沒有高鐵
[00:03:24.000 --> 00:03:26.000]  但是我們知道
[00:03:26.000 --> 00:03:28.000]  你只要開車50公里
[00:03:28.000 --> 00:03:29.000]  不算長
[00:03:29.000 --> 00:03:30.000]  但是昔日來說
[00:03:30.000 --> 00:03:33.000]  這都不是容易的一條路
[00:03:33.000 --> 00:03:35.000]  因為他們要
[00:03:35.000 --> 00:03:37.000]  真的可以說
[00:03:37.000 --> 00:03:38.000]  來到
[00:03:38.000 --> 00:03:41.000]  憑他們當時第一世紀的處境
[00:03:41.000 --> 00:03:43.000]  你需要有一點點的了解
[00:03:43.000 --> 00:03:45.000]  由仕美娜去到別加摩
[00:03:45.000 --> 00:03:47.000]  這是80公里
[00:03:47.000 --> 00:03:49.000]  再遠一點
[00:03:49.000 --> 00:03:51.000]  而我們看到
[00:03:51.000 --> 00:03:52.000]  當時的背景就是
[00:03:52.000 --> 00:03:55.000]  以弗所和仕美娜都可以說是
[00:03:55.000 --> 00:03:56.000]  叮噹碼頭
[00:03:56.000 --> 00:03:57.000]  在第一世紀的時候
[00:03:57.000 --> 00:04:00.000]  兩個都是非常蓬勃的
[00:04:00.000 --> 00:04:03.000]  一個海港貿易對外開放
[00:04:03.000 --> 00:04:06.000]  所以在經濟上他們的發展
[00:04:06.000 --> 00:04:08.000]  可以互相增輝
[00:04:08.000 --> 00:04:11.000]  但是我們也看到
[00:04:11.000 --> 00:04:14.000]  仕美娜這個地方
[00:04:14.000 --> 00:04:17.000]  他們要面對的處境
[00:04:17.000 --> 00:04:18.000]  有很多逼迫
[00:04:18.000 --> 00:04:21.000]  等一下我會說多一點這些背景
[00:04:21.000 --> 00:04:22.000]  但是給大家稍微
[00:04:22.000 --> 00:04:25.000]  有一點點了解
[00:04:25.000 --> 00:04:28.000]  這個也是仕美娜教會的一個遺跡
[00:04:28.000 --> 00:04:30.000]  這個遺跡
[00:04:30.000 --> 00:04:31.000]  我們看背後
[00:04:31.000 --> 00:04:32.000]  就是他們很著名的
[00:04:32.000 --> 00:04:35.000]  他們那個城市的一個山
[00:04:35.000 --> 00:04:36.000]  而這個山上
[00:04:36.000 --> 00:04:38.000]  他們也留下了一些古跡
[00:04:38.000 --> 00:04:42.000]  就是他們昔日這些所謂政府
[00:04:42.000 --> 00:04:50.000]  當時那些政府的很多行政建造
[00:04:50.000 --> 00:04:54.000]  當然今時今日有很多拆了再重建
[00:04:54.000 --> 00:04:58.000]  但是昔日你就可以有一個印象
[00:04:58.000 --> 00:05:00.000]  你看他們那個山的時候
[00:05:00.000 --> 00:05:02.000]  其實這個城
[00:05:02.000 --> 00:05:04.000]  它背後這些山
[00:05:04.000 --> 00:05:09.000]  就是一些政府的建築
[00:05:09.000 --> 00:05:11.000]  他們當時如果有油燈的話
[00:05:11.000 --> 00:05:13.000]  也在燃亮
[00:05:13.000 --> 00:05:14.000]  燃亮的時候
[00:05:14.000 --> 00:05:19.000]  就好像一個皇冠圍繞著
[00:05:19.000 --> 00:05:21.000]  所以你遠看在晚上的時候
[00:05:21.000 --> 00:05:23.000]  就好像閃閃生輝
[00:05:23.000 --> 00:05:25.000]  就好像皇冠裏面的寶石
[00:05:25.000 --> 00:05:29.000]  所以有很多人都形容仕美娜
[00:05:29.000 --> 00:05:30.000]  是一個很美麗的
[00:05:30.000 --> 00:05:31.000]  不單止說話
[00:05:31.000 --> 00:05:34.000]  她是一個美麗之道
[00:05:34.000 --> 00:05:35.000]  她也是今時今日
[00:05:35.000 --> 00:05:38.000]  可以說這七教會裏面的遺跡
[00:05:38.000 --> 00:05:42.000]  保存得相當好的一個城市
[00:05:42.000 --> 00:05:48.000]  她也仍然存在土耳其這個境域裏面
[00:05:48.000 --> 00:05:49.000]  第三大城市
[00:05:49.000 --> 00:05:51.000]  不過今天她的名字
[00:05:51.000 --> 00:05:55.000]  在奧塔曼的奧特曼帝國
[00:05:55.000 --> 00:05:57.000]  就已經改了名字
[00:05:57.000 --> 00:05:58.000]  就叫做Ismir
[00:05:58.000 --> 00:06:03.000]  這個I-Z-M-I-R這個字
[00:06:03.000 --> 00:06:05.000]  我們要讀今天的經文之先
[00:06:05.000 --> 00:06:07.000]  我們再一次一個祈禱
[00:06:07.000 --> 00:06:09.000]  天父求祢開我們的眼睛
[00:06:09.000 --> 00:06:10.000]  打開我們的耳朵
[00:06:10.000 --> 00:06:13.000]  讓我們聽的同感一靈
[00:06:13.000 --> 00:06:15.000]  同德造就
[00:06:15.000 --> 00:06:17.000]  也讓我們的心對準主
[00:06:17.000 --> 00:06:21.000]  我們在這個變幻莫測的世代
[00:06:21.000 --> 00:06:23.000]  很急速有很多的轉變
[00:06:23.000 --> 00:06:24.000]  但我們知道一件事
[00:06:24.000 --> 00:06:26.000]  祢必然要再來
[00:06:26.000 --> 00:06:28.000]  求主讓我們警醒緊守
[00:06:28.000 --> 00:06:30.000]  我們地上的教會
[00:06:30.000 --> 00:06:32.000]  每一間都能夠復興
[00:06:32.000 --> 00:06:35.000]  再一次燃點我們愛神愛人的心
[00:06:35.000 --> 00:06:36.000]  主讓我們履行
[00:06:36.000 --> 00:06:38.000]  聖徒的責任
[00:06:38.000 --> 00:06:41.000]  求主幫助我們下去的時間
[00:06:41.000 --> 00:06:43.000]  祢親自帶領我們
[00:06:43.000 --> 00:06:44.000]  同心禱告
[00:06:44.000 --> 00:06:45.000]  奉主名求
[00:06:45.000 --> 00:06:46.000]  阿們
[00:06:46.000 --> 00:06:49.000]  我們來看第一段經文
[00:06:49.000 --> 00:06:53.000]  這段經文在第八到第十一節
[00:06:53.000 --> 00:06:56.000]  可以說是這七教會的書信裏
[00:06:56.000 --> 00:06:58.000]  最短的一封信
[00:06:58.000 --> 00:07:00.000]  但裏面說的
[00:07:00.000 --> 00:07:01.000]  讓我們看見
[00:07:01.000 --> 00:07:04.000]  是美娜在主耶穌心目中
[00:07:04.000 --> 00:07:07.000]  佔了極其重要的位置
[00:07:07.000 --> 00:07:09.000]  因為他們在患難裏
[00:07:09.000 --> 00:07:12.000]  仍然是持守信仰
[00:07:12.000 --> 00:07:14.000]  我們一起來讀
[00:07:14.000 --> 00:07:39.000]  (主席發言)
[00:07:39.000 --> 00:07:41.000]  在這裏我們看看
[00:07:41.000 --> 00:07:45.000]  主耶穌如何自我介紹
[00:07:45.000 --> 00:07:47.000]  那守先沒後的
[00:07:47.000 --> 00:07:49.000]  其實在第一章都出現過
[00:07:49.000 --> 00:07:51.000]  我們這位主
[00:07:51.000 --> 00:07:53.000]  祂是統管萬有
[00:07:53.000 --> 00:07:55.000]  祂由色在金在
[00:07:55.000 --> 00:07:58.000]  以至永在的傳能者
[00:07:58.000 --> 00:08:00.000]  但祂另外一個介紹
[00:08:00.000 --> 00:08:02.000]  是很有意思的
[00:08:02.000 --> 00:08:06.000]  祂是說到死過又活了的
[00:08:06.000 --> 00:08:08.000]  是對善妹男
[00:08:08.000 --> 00:08:10.000]  每一個弟兄姊妹來講
[00:08:10.000 --> 00:08:16.000]  耶穌正正是要很鄭重地提醒他們
[00:08:16.000 --> 00:08:18.000]  人子都曾經面對過
[00:08:18.000 --> 00:08:20.000]  好像你們的逼伯
[00:08:20.000 --> 00:08:22.000]  甚至死亡
[00:08:22.000 --> 00:08:24.000]  但死亡不是那個終點
[00:08:24.000 --> 00:08:25.000]  人子死了
[00:08:25.000 --> 00:08:27.000]  但他是從死裏復活
[00:08:27.000 --> 00:08:31.000]  這個帶給我們真正的永恆的盼望
[00:08:31.000 --> 00:08:33.000]  所以善妹娜的教會
[00:08:33.000 --> 00:08:35.000]  本身他們這個名字
[00:08:35.000 --> 00:08:38.000]  就已經帶出一個受苦的意思
[00:08:38.000 --> 00:08:42.000]  因為善妹娜的直譯是一個末曰
[00:08:42.000 --> 00:08:48.000]  末曰就是他們昔日正在開花的末曰樹
[00:08:48.000 --> 00:08:52.000]  樹皮會被人剝下來壓碎
[00:08:52.000 --> 00:08:56.000]  然後他們會製成一些香料和香膏
[00:08:56.000 --> 00:08:58.000]  包括可以用來
[00:08:58.000 --> 00:09:02.000]  那些屍體都可以被分香
[00:09:02.000 --> 00:09:04.000]  所以我們在這裏看見
[00:09:04.000 --> 00:09:07.000]  善妹娜教會遭遇各樣的苦難和迫害
[00:09:07.000 --> 00:09:10.000]  但在當地他們卻要散發出
[00:09:10.000 --> 00:09:12.000]  耶穌基督這一份的香氣
[00:09:12.000 --> 00:09:15.000]  這裏所說的
[00:09:15.000 --> 00:09:20.000]  說到他們的患難和貧窮
[00:09:20.000 --> 00:09:23.000]  既然我剛才說這個城市是一個
[00:09:23.000 --> 00:09:25.000]  很經濟蓬勃的一個海港城
[00:09:25.000 --> 00:09:28.000]  按理說不會窮到哪裡去
[00:09:28.000 --> 00:09:34.000]  我們看回背景
[00:09:34.000 --> 00:09:37.000]  我們就知道為何會貧窮
[00:09:37.000 --> 00:09:41.000]  甚至包括一些做生意的人
[00:09:41.000 --> 00:09:44.000]  本來是可以生財有道的
[00:09:44.000 --> 00:09:46.000]  在這個城市應該賺很多錢
[00:09:46.000 --> 00:09:49.000]  為何他們都變得貧窮呢
[00:09:49.000 --> 00:09:55.000]  原因就是要知道他們當時所受的迫害和利害
[00:09:55.000 --> 00:09:57.000]  他們是付代價的
[00:09:57.000 --> 00:10:00.000]  這裏要多說一些背景給大家知道
[00:10:00.000 --> 00:10:04.000]  因為這裏說這些猶太人所說的誹謗的話
[00:10:04.000 --> 00:10:07.000]  然後又說他們不是猶太人
[00:10:07.000 --> 00:10:09.000]  是撒旦會堂的人
[00:10:09.000 --> 00:10:11.000]  其實說的是甚麼呢
[00:10:11.000 --> 00:10:14.000]  其實說的不是反猶太人主義
[00:10:14.000 --> 00:10:18.000]  這裏是針對保羅在各處建立的教會
[00:10:18.000 --> 00:10:20.000]  而當時一直有很多
[00:10:20.000 --> 00:10:22.000]  你看《使徒行傳》就看到
[00:10:22.000 --> 00:10:26.000]  這些猶太人在耶路撒冷一直追蹤保羅
[00:10:26.000 --> 00:10:27.000]  他去到哪裡
[00:10:27.000 --> 00:10:29.000]  他們跟著他去到哪裡
[00:10:29.000 --> 00:10:31.000]  就慫恿城市的人
[00:10:31.000 --> 00:10:33.000]  不要聽保羅所說的
[00:10:33.000 --> 00:10:36.000]  這位主耶穌死而復活的道
[00:10:36.000 --> 00:10:40.000]  他說你們是背棄了摩西的律法
[00:10:40.000 --> 00:10:43.000]  因為他教的那些愛邦人不用守國禮
[00:10:43.000 --> 00:10:45.000]  你信耶穌就可以了
[00:10:45.000 --> 00:10:48.000]  所以這班是猶太教裏面
[00:10:48.000 --> 00:10:53.000]  一些非常保守的猶太主義的猶太人
[00:10:53.000 --> 00:10:57.000]  但他們用的招數就很特別
[00:10:57.000 --> 00:11:01.000]  因為他們知道就這樣來指控保羅
[00:11:01.000 --> 00:11:03.000]  都靠他們沒有辦法
[00:11:03.000 --> 00:11:06.000]  他們要將保羅所謂繩之於法
[00:11:06.000 --> 00:11:09.000]  唯有用政治的罪名
[00:11:09.000 --> 00:11:12.000]  他們必須借刀殺人
[00:11:12.000 --> 00:11:15.000]  透過羅馬政府來迫害
[00:11:15.000 --> 00:11:16.000]  不單止保羅
[00:11:16.000 --> 00:11:18.000]  還要迫害教會
[00:11:18.000 --> 00:11:23.000]  在當時的背景原來是這樣的
[00:11:23.000 --> 00:11:28.000]  羅馬帝國因為拜很多不同的神明
[00:11:28.000 --> 00:11:33.000]  所以他們容許這些猶太人
[00:11:33.000 --> 00:11:36.000]  他們在羅馬帝國有兩個特權
[00:11:36.000 --> 00:11:40.000]  可以在耶路撒冷家鄉以外的地區
[00:11:40.000 --> 00:11:42.000]  敬拜自己的耶和華
[00:11:42.000 --> 00:11:46.000]  所以他們到處都有猶太人的會堂
[00:11:46.000 --> 00:11:52.000]  第二就是在海撒皇帝的廟裏面
[00:11:52.000 --> 00:11:55.000]  他們只需要尊敬皇帝之禮
[00:11:55.000 --> 00:12:00.000]  而不需要上香敬拜
[00:12:00.000 --> 00:12:03.000]  這兩個特權就很重要
[00:12:03.000 --> 00:12:05.000]  因為對於猶太人來說
[00:12:05.000 --> 00:12:07.000]  除了耶和華以外
[00:12:07.000 --> 00:12:08.000]  我們不能有別的神
[00:12:08.000 --> 00:12:11.000]  但在公元前二十多年的時候
[00:12:11.000 --> 00:12:14.000]  當時羅馬的皇帝奧古士督
[00:12:14.000 --> 00:12:17.000]  即是耶穌出世的年代的羅馬王
[00:12:17.000 --> 00:12:21.000]  他已經建了一個奧古士督的神廟
[00:12:21.000 --> 00:12:25.000]  要求羅馬帝國所有的神明
[00:12:25.000 --> 00:12:31.000]  要稱呼羅馬奧古士督的王為主
[00:12:31.000 --> 00:12:33.000]  為上帝
[00:12:33.000 --> 00:12:35.000]  這樣去敬拜
[00:12:35.000 --> 00:12:36.000]  對於猶太人來說
[00:12:36.000 --> 00:12:38.000]  這是違背他們的信仰
[00:12:38.000 --> 00:12:42.000]  但現在猶太人怎樣借刀殺人呢
[00:12:42.000 --> 00:12:44.000]  他們就去告官府
[00:12:44.000 --> 00:12:49.000]  說保羅傳不同猶太人的信仰
[00:12:49.000 --> 00:12:51.000]  傳一個耶穌
[00:12:51.000 --> 00:12:53.000]  這些耶穌仔 耶穌女
[00:12:53.000 --> 00:12:55.000]  你抓了他們就對了
[00:12:55.000 --> 00:12:57.000]  所以他們沒有特權
[00:12:57.000 --> 00:12:59.000]  沒有猶太人的特權
[00:12:59.000 --> 00:13:02.000]  有會堂的敬拜我們的耶和華
[00:13:02.000 --> 00:13:05.000]  他們每逢主日去敬拜
[00:13:05.000 --> 00:13:07.000]  他們就是犯了法
[00:13:07.000 --> 00:13:12.000]  然後他們拒絕在凱撒廟中上香宴祭
[00:13:12.000 --> 00:13:14.000]  你更加可以抓他們
[00:13:14.000 --> 00:13:16.000]  大家明白了
[00:13:16.000 --> 00:13:20.000]  這就是很狡猾的猶太人
[00:13:20.000 --> 00:13:24.000]  但狡猾的背後其實是撒旦
[00:13:24.000 --> 00:13:27.000]  在這些宗教領袖的心裏
[00:13:27.000 --> 00:13:31.000]  來作此作俑者
[00:13:31.000 --> 00:13:34.000]  我們看到作一個真正的門徒
[00:13:34.000 --> 00:13:36.000]  真是負代價的
[00:13:36.000 --> 00:13:37.000]  救恩是白白
[00:13:37.000 --> 00:13:39.000]  但我們跟隨主
[00:13:39.000 --> 00:13:40.000]  你發覺當時
[00:13:40.000 --> 00:13:42.000]  善滿娜的這些甚至有錢的信徒
[00:13:42.000 --> 00:13:44.000]  他們財產被充公
[00:13:44.000 --> 00:13:45.000]  因為社會的排斥
[00:13:45.000 --> 00:13:48.000]  他們不願意去謀生
[00:13:48.000 --> 00:13:54.000]  在這些迫害他們的人的背後
[00:13:54.000 --> 00:13:56.000]  其實就是撒旦在這裏工作
[00:13:56.000 --> 00:13:59.000]  我們有合理的推斷
[00:13:59.000 --> 00:14:01.000]  保羅極之有可能
[00:14:01.000 --> 00:14:05.000]  在他三年留在爾忽所的時候
[00:14:05.000 --> 00:14:07.000]  他去到周邊的城市
[00:14:07.000 --> 00:14:09.000]  都一樣傳道
[00:14:09.000 --> 00:14:11.000]  所以包括善滿娜
[00:14:11.000 --> 00:14:13.000]  所以這是很合理的一個推斷
[00:14:13.000 --> 00:14:16.000]  善滿娜是曾經這些弟兄姊妹
[00:14:16.000 --> 00:14:20.000]  就算沒有親耳聽到保羅的教訓
[00:14:20.000 --> 00:14:23.000]  都一定會接觸到保羅的書信
[00:14:23.000 --> 00:14:27.000]  所以這個在我們今天的理解下
[00:14:27.000 --> 00:14:29.000]  你發覺善滿娜的弟兄姊妹
[00:14:29.000 --> 00:14:30.000]  很正
[00:14:30.000 --> 00:14:32.000]  他們在迫害裏面
[00:14:32.000 --> 00:14:33.000]  因為他們信仰
[00:14:33.000 --> 00:14:35.000]  有根有記
[00:14:35.000 --> 00:14:37.000]  他們不是隨流失去
[00:14:37.000 --> 00:14:39.000]  不是隨時改口風
[00:14:39.000 --> 00:14:41.000]  我們一起看看他們怎樣
[00:14:41.000 --> 00:14:43.000]  面對那個考驗
[00:14:43.000 --> 00:14:44.000]  我們一起讀
[00:14:44.000 --> 00:15:11.000]  (朗讀)
[00:15:11.000 --> 00:15:15.000]  這裏是一個很清楚的
[00:15:15.000 --> 00:15:18.000]  鼓勵、安慰
[00:15:18.000 --> 00:15:19.000]  善滿娜
[00:15:19.000 --> 00:15:21.000]  你們當中會有幾個人
[00:15:21.000 --> 00:15:23.000]  迫害你的人背後
[00:15:23.000 --> 00:15:27.000]  真正的始作俑者是魔鬼他自己
[00:15:27.000 --> 00:15:29.000]  他要來到你中間
[00:15:29.000 --> 00:15:30.000]  不是全部
[00:15:30.000 --> 00:15:31.000]  是幾個人
[00:15:31.000 --> 00:15:35.000]  但這個考驗是上帝容許
[00:15:35.000 --> 00:15:38.000]  而且上帝是有一個限定的時間
[00:15:38.000 --> 00:15:40.000]  你說十天有多久呢
[00:15:40.000 --> 00:15:43.000]  有些解經的聖經學者
[00:15:43.000 --> 00:15:47.000]  他們會覺得這是指一個短時間
[00:15:47.000 --> 00:15:50.000]  不一定是十天
[00:15:50.000 --> 00:15:52.000]  但也有學者會認為
[00:15:52.000 --> 00:15:54.000]  這就好像《但義利書》裏所說
[00:15:54.000 --> 00:15:57.000]  但義利和他三個朋友在王的面前
[00:15:57.000 --> 00:15:59.000]  他們不吃王的膳食
[00:15:59.000 --> 00:16:02.000]  因為怕裏面吃了不潔之物
[00:16:02.000 --> 00:16:03.000]  那些肉
[00:16:03.000 --> 00:16:07.000]  所以他們求太監長容許他們
[00:16:07.000 --> 00:16:09.000]  只是青菜白飯
[00:16:09.000 --> 00:16:11.000]  然後他們說
[00:16:11.000 --> 00:16:14.000]  如果我們變成皮黃骨瘦
[00:16:14.000 --> 00:16:17.000]  你們才要求我們吃王的膳食
[00:16:17.000 --> 00:16:19.000]  結果十天之後
[00:16:19.000 --> 00:16:21.000]  不單止他們沒有消瘦
[00:16:21.000 --> 00:16:23.000]  他們個個都面色紅潤
[00:16:23.000 --> 00:16:25.000]  而且肥肥白白
[00:16:25.000 --> 00:16:27.000]  去到尼泊爾三面前
[00:16:27.000 --> 00:16:29.000]  這四個都是最優秀的
[00:16:29.000 --> 00:16:30.000]  被他選為
[00:16:30.000 --> 00:16:35.000]  他要特定指定去特訓他們
[00:16:35.000 --> 00:16:38.000]  我們看到上帝是很恩待
[00:16:38.000 --> 00:16:42.000]  但在這裏我也想多說一個背景給大家知道
[00:16:42.000 --> 00:16:44.000]  他們坐牢這個問題
[00:16:44.000 --> 00:16:47.000]  羅馬政府其實是很懂得
[00:16:47.000 --> 00:16:51.000]  抓這些違反法律的人去坐牢
[00:16:51.000 --> 00:16:53.000]  要他們信服
[00:16:53.000 --> 00:16:56.000]  而是視乎罪行的輕重
[00:16:56.000 --> 00:16:58.000]  如果罪名輕的
[00:16:58.000 --> 00:17:00.000]  刑罰就只可以罰款
[00:17:00.000 --> 00:17:01.000]  然後可以放人
[00:17:01.000 --> 00:17:03.000]  另外一些重一點的
[00:17:03.000 --> 00:17:05.000]  就放逐他們去勞改
[00:17:05.000 --> 00:17:07.000]  通常是沒收他們的財產
[00:17:07.000 --> 00:17:09.000]  但最嚴重的
[00:17:09.000 --> 00:17:11.000]  就是那些是判他們死罪
[00:17:11.000 --> 00:17:13.000]  如果判他們死罪
[00:17:13.000 --> 00:17:16.000]  那些死囚不是即時殺他們
[00:17:16.000 --> 00:17:21.000]  他們是想私好刑去引那些共犯
[00:17:21.000 --> 00:17:23.000]  和他們一起犯法
[00:17:23.000 --> 00:17:24.000]  這些人就出現了
[00:17:24.000 --> 00:17:25.000]  要蒲頭了
[00:17:25.000 --> 00:17:27.000]  他們透過在節慶的時候
[00:17:27.000 --> 00:17:31.000]  就將這些死囚扔到鬥獸場
[00:17:31.000 --> 00:17:35.000]  任由獅子老虎吃了他們
[00:17:35.000 --> 00:17:37.000]  這樣去娛樂那些觀眾
[00:17:37.000 --> 00:17:41.000]  或者他們去到露天的劇場
[00:17:41.000 --> 00:17:44.000]  上演一些悲情的慘劇
[00:17:44.000 --> 00:17:48.000]  死囚被指派做的角色是什麼呢
[00:17:48.000 --> 00:17:50.000]  你猜是什麼角色
[00:17:50.000 --> 00:17:52.000]  就是被害者的角色
[00:17:52.000 --> 00:17:53.000]  被殺的
[00:17:53.000 --> 00:17:54.000]  被殺不是演戲
[00:17:54.000 --> 00:17:55.000]  是真的被殺
[00:17:55.000 --> 00:17:57.000]  因為他已經死了
[00:17:57.000 --> 00:17:59.000]  所以你發覺那些死囚
[00:17:59.000 --> 00:18:02.000]  不知道他什麼時候真的被處決
[00:18:02.000 --> 00:18:04.000]  當他們坐牢的時候
[00:18:04.000 --> 00:18:06.000]  當他們知道他們的罪名
[00:18:06.000 --> 00:18:08.000]  如果是被判死刑的時候
[00:18:08.000 --> 00:18:10.000]  不知道是明天還是後天
[00:18:10.000 --> 00:18:15.000]  心理上的這種壓力其實是很大的
[00:18:15.000 --> 00:18:19.000]  這個就是考驗我們對上帝的信仰
[00:18:19.000 --> 00:18:22.000]  是真的還是假的
[00:18:22.000 --> 00:18:24.000]  我記得我多年前
[00:18:24.000 --> 00:18:26.000]  我在加拿大牧羊教會的時候
[00:18:26.000 --> 00:18:30.000]  有一位弟兄令我印象永遠難忘
[00:18:30.000 --> 00:18:33.000]  這個弟兄是他太太信主先
[00:18:33.000 --> 00:18:39.000]  後來他太太因為她丈夫患了癌症
[00:18:39.000 --> 00:18:41.000]  請我們為他祈禱
[00:18:41.000 --> 00:18:46.000]  他後來服了西藥治療
[00:18:46.000 --> 00:18:48.000]  也用中藥來調理身體
[00:18:48.000 --> 00:18:49.000]  後來感謝神
[00:18:49.000 --> 00:18:50.000]  神保守他
[00:18:50.000 --> 00:18:52.000]  能夠康復
[00:18:52.000 --> 00:18:56.000]  他接著就一直很熱心在教會追求
[00:18:56.000 --> 00:19:00.000]  讀經、祈禱、回團契、崇拜
[00:19:00.000 --> 00:19:01.000]  還有一件事
[00:19:01.000 --> 00:19:04.000]  他懂得打中文字
[00:19:04.000 --> 00:19:06.000]  我打中文字很水皮
[00:19:06.000 --> 00:19:10.000]  所以我找他幫忙做程序表
[00:19:10.000 --> 00:19:11.000]  很感恩
[00:19:11.000 --> 00:19:13.000]  他做我們的義工
[00:19:13.000 --> 00:19:14.000]  風雨不改
[00:19:14.000 --> 00:19:17.000]  你知道加拿大一到冬天很冷
[00:19:17.000 --> 00:19:22.000]  他戴著手套都回教會幫忙
[00:19:22.000 --> 00:19:24.000]  每個星期都如是
[00:19:24.000 --> 00:19:26.000]  直到有一天
[00:19:26.000 --> 00:19:28.000]  他的癌症復發
[00:19:28.000 --> 00:19:29.000]  復發後
[00:19:29.000 --> 00:19:32.000]  我叫弟兄多休息
[00:19:32.000 --> 00:19:35.000]  我們可以找其他義工幫忙
[00:19:35.000 --> 00:19:38.000]  林牧師讓我回來服事
[00:19:38.000 --> 00:19:41.000]  他說一天還有氣力
[00:19:41.000 --> 00:19:43.000]  我都很想去服事神
[00:19:43.000 --> 00:19:45.000]  我被這句說話說
