
[00:00:00.000 --> 00:00:04.000]  謝謝Charles,希望姐妹平安!
[00:04:39.000 --> 00:04:43.000]  其實有很多的影射到那時的主耶穌,
[00:04:43.000 --> 00:04:45.000]  比如說什麼呢?
[00:04:45.000 --> 00:04:48.000]  比如說摩西教他們要怎麼樣去獻祭給上帝,
[00:04:48.000 --> 00:04:53.000]  要怎麼樣宰殺那些羊、那些牛來獻給上帝。
[00:04:53.000 --> 00:04:56.000]  後來我們看到,慢慢地我們瞭解,
[00:04:56.000 --> 00:05:03.000]  原來這就是在預表耶穌基督以後就是要那被宰殺的羊來為我們死的。
[00:05:03.000 --> 00:05:08.000]  這樣的一個啓示其實也在很早的時候就傳給我們中國人。
[00:05:08.000 --> 00:05:12.000]  以至如果你明白我們中國人的繁體字,
[00:05:12.000 --> 00:05:14.000]  那個義,正義的義那個字,
[00:05:14.000 --> 00:05:17.000]  基本上就是什麼叫做義呢?
[00:05:17.000 --> 00:05:22.000]  當一個人把自己放在羔羊下面,那就是義。
[00:05:22.000 --> 00:05:24.000]  然後羅亞方舟的時候,
[00:05:24.000 --> 00:05:29.000]  那個一家八口能夠逃離那個審判,洪水的審判,
[00:05:29.000 --> 00:05:35.000]  船這個字呢,一邊是舟,旁邊是八口,對嗎?
[00:05:35.000 --> 00:05:37.000]  一家八口逃離了。
[00:05:37.000 --> 00:05:42.000]  所以在很久以前,上帝也把他的事情,
[00:05:42.000 --> 00:05:47.000]  他要告訴世人的事情,也發到不同的文化那邊去。
[00:05:47.000 --> 00:05:50.000]  那麼當然,有關耶穌基督的來源,
[00:05:50.000 --> 00:05:54.000]  最主要的是來自基督教的舊約聖經、新約聖經,
[00:05:54.000 --> 00:05:55.000]  特別是新約聖經。
[00:05:55.000 --> 00:05:59.000]  因為新約聖經呢,有前面四部叫做福音書,
[00:05:59.000 --> 00:06:02.000]  主要記載了耶穌基督的生平事跡。
[00:06:02.000 --> 00:06:04.000]  然後當然還有第一世紀的,
[00:06:04.000 --> 00:06:08.000]  first century 的一些historical analects,
[00:06:08.000 --> 00:06:13.000]  他們那個歷史資料呢,包括猶太歷史學家約瑟夫,
[00:06:13.000 --> 00:06:16.000]  他不是基督徒啊,他只不過是一個歷史學家,
[00:06:16.000 --> 00:06:18.000]  就在那個世紀記載著,
[00:06:18.000 --> 00:06:22.000]  到底幾十年前發生了什麼事情,調查記載。
[00:06:22.000 --> 00:06:27.000]  還有羅馬的史家,歷史家叫做Taxitus,
[00:06:27.000 --> 00:06:30.000]  他也是為羅馬政府來寫當時的歷史的。
[00:06:30.000 --> 00:06:35.000]  要記住,當時猶太,耶穌的猶太的地方呢,
[00:06:35.000 --> 00:06:38.000]  是被羅馬統治底下,是一個殖民地,
[00:06:38.000 --> 00:06:41.000]  是羅馬帝國的管轄範圍。
[00:06:41.000 --> 00:06:46.000]  當然,過了六百多年,我們可以在回教的可蘭經裡面呢,
[00:06:46.000 --> 00:06:50.000]  找到亞伯拉罕、摩西、耶穌,
[00:06:50.000 --> 00:06:54.000]  不過在裡面呢,耶穌就叫做以撒爾。
[00:06:54.000 --> 00:06:58.000]  所以這些是有關耶穌資料的來源。
[00:06:58.000 --> 00:07:01.000]  那麼,主要的來源,我們要看看主要的來源。
[00:07:01.000 --> 00:07:05.000]  主要的來源呢,是講到新約聖經,福音書,
[00:07:05.000 --> 00:07:08.000]  我們叫做The Gospels,有四部。
[00:07:08.000 --> 00:07:12.000]  有剛剛信耶穌的弟兄姐妹呢,開始的時候說,
[00:07:12.000 --> 00:07:16.000]  Paul啊,我讀完了馬可福音之後,很想再讀下去,
[00:07:16.000 --> 00:07:18.000]  有沒有新的資料?
[00:07:18.000 --> 00:07:21.000]  我只知道下一本呢,又是在講耶穌,
[00:07:21.000 --> 00:07:23.000]  好像從頭再來一樣,
[00:07:23.000 --> 00:07:26.000]  馬可福音、路加福音、馬太福音、馬可福音、路加福音、
[00:07:26.000 --> 00:07:28.000]  約翰福音,四部。
[00:07:28.000 --> 00:07:33.000]  其實呢,當大家明白,原來他是用四個人,
[00:07:33.000 --> 00:07:38.000]  四個見證人,從四個不同的角度來講耶穌的時候,
[00:07:38.000 --> 00:07:43.000]  你就知道他超出了當時候法庭要收取證據,
[00:07:43.000 --> 00:07:46.000]  要兩個人以上的證、見證,更多的一倍。
[00:07:46.000 --> 00:07:49.000]  四個人寫了福音書來見證耶穌,
[00:07:49.000 --> 00:07:52.000]  而且從不同的角度來看,是很奇妙的。
[00:07:52.000 --> 00:07:56.000]  有一個猶太人,他在讀大學的時候,
[00:07:56.000 --> 00:08:00.000]  他很擔心他的室友信了耶穌,
[00:08:00.000 --> 00:08:03.000]  因為猶太人他們從小被教導說,
[00:08:03.000 --> 00:08:07.000]  基督教是異端嘛,是不能信的。
[00:08:07.000 --> 00:08:10.000]  所以他很擔心他的室友變成一個基督徒,
[00:08:10.000 --> 00:08:12.000]  他說我一定要看住他、保護他,
[00:08:12.000 --> 00:08:15.000]  不要讓他在大學的這些基督徒影響,
[00:08:15.000 --> 00:08:17.000]  然後變成一個基督徒。
[00:08:17.000 --> 00:08:20.000]  結果有一天,他回到宿舍裡面一看,
[00:08:20.000 --> 00:08:24.000]  天啊!我的室友竟然變成基督徒了,我守不住了。
[00:08:24.000 --> 00:08:26.000]  他就說不行,我還是要拯救他。
[00:08:26.000 --> 00:08:29.000]  他就怎樣呢?他就違反了家庭給他的禁令,
[00:08:29.000 --> 00:08:33.000]  不准他看新約聖經,他就拿新約聖經來看。
[00:08:33.000 --> 00:08:35.000]  他當時候在讀的是法律系,
[00:08:35.000 --> 00:08:39.000]  所以他有一個很精明的頭腦,很邏輯、很強的頭腦,
[00:08:39.000 --> 00:08:43.000]  他就看,從新約聖經、馬太福音一直看,看到啓示錄。
[00:08:43.000 --> 00:08:47.000]  看完了之後,他說天啊!從法律的角度,
[00:08:47.000 --> 00:08:50.000]  這裡面東西都是真的。
[00:08:50.000 --> 00:08:53.000]  他自己也信了耶穌,這個猶太人也信了耶穌。
[00:08:53.000 --> 00:08:56.000]  結果他創辦了這個Alpha Course,
[00:08:56.000 --> 00:09:00.000]  就影響了全世界好多人的啓發課程。
[00:09:00.000 --> 00:09:03.000]  那麼我們看到,除了福音書以外,
[00:09:03.000 --> 00:09:05.000]  我們可以看有關耶穌資料來源,
[00:09:05.000 --> 00:09:08.000]  是親身接觸的見證人。
[00:09:08.000 --> 00:09:10.000]  這見證人就是耶穌的門徒。
[00:09:10.000 --> 00:09:13.000]  耶穌選擇12個門徒,
[00:09:13.000 --> 00:09:19.000]  原來他們有一個很重大的歷史的責任。
[00:09:19.000 --> 00:09:22.000]  他們要冒著生命的危險,特別是當時,
[00:09:22.000 --> 00:09:24.000]  很緊張的時候,你這個是不是一個異教,
[00:09:24.000 --> 00:09:28.000]  突然間在我們以色列發生要殺頭的。
[00:09:28.000 --> 00:09:32.000]  在這樣的一個情況下,他們成為可信的見證人。
[00:09:32.000 --> 00:09:37.000]  因為他們開始的時候都是貪生怕死的,
[00:09:37.000 --> 00:09:42.000]  只是普通的漁民,普通的做其他工作的人。
[00:09:42.000 --> 00:09:46.000]  他們就怎麼樣呢?有翻天覆地的轉變。
[00:09:46.000 --> 00:09:49.000]  竟然在耶穌復活之後,
[00:09:49.000 --> 00:09:53.000]  他們十幾個人突然間就一起轉變,很奇怪。
[00:09:53.000 --> 00:09:57.000]  短時間裡面,40天裡面,生命突然間轉變。
[00:09:57.000 --> 00:10:01.000]  沒有一個心理學家能夠正確地解釋這個現象,
[00:10:01.000 --> 00:10:04.000]  沒有一個科學家能夠正確地解釋這個現象,
[00:10:04.000 --> 00:10:08.000]  除了一個留下來的事實,看你願不願意接受,
[00:10:08.000 --> 00:10:12.000]  就是他們真的看過了復活後的耶穌,
[00:10:12.000 --> 00:10:14.000]  使到他們連死都不怕了。
[00:10:14.000 --> 00:10:16.000]  我們看看有一段經文怎麼寫。
[00:10:16.000 --> 00:10:22.000]  這裡講到,這些官府,他們殺了耶穌之後,
[00:10:22.000 --> 00:10:25.000]  他們現在看到耶穌殺了之後,
[00:10:25.000 --> 00:10:31.000]  耶穌的教導沒有平息下來,威脅到他們的地位。
[00:10:31.000 --> 00:10:35.000]  這些所謂耶穌的門徒,本來是貪生怕死的,
[00:10:35.000 --> 00:10:39.000]  現在到處去跟人家講,要悔改,要悔改,
[00:10:39.000 --> 00:10:43.000]  耶穌復活了,耶穌復活了,你們要悔改。
[00:10:43.000 --> 00:10:46.000]  他們見到彼得約翰的膽量,
[00:10:46.000 --> 00:10:50.000]  又看出他們原是沒有學問的小民,
[00:10:50.000 --> 00:10:54.000]  就稀奇他們認明他們是跟過耶穌的。
[00:10:54.000 --> 00:10:57.000]  可是又看見那治好了的人,
[00:10:57.000 --> 00:10:59.000]  就是他們行了神跡,
[00:10:59.000 --> 00:11:03.000]  他們好像得到耶穌的能力,能夠行神跡一樣,
[00:11:03.000 --> 00:11:08.000]  治好了,一些人和他們一同站著,就無話可搏,
[00:11:08.000 --> 00:11:11.000]  沒有辦法可以駁倒他們的話之後,
[00:11:11.000 --> 00:11:18.000]  這些人,這些猶太的祭司就叫彼得跟約翰來,
[00:11:18.000 --> 00:11:19.000]  就怎麼樣呢?
[00:11:19.000 --> 00:11:23.000]  禁止他們不可以奉耶穌的名講論,
[00:11:23.000 --> 00:11:25.000]  禁止他們,你們不要再講了,
[00:11:25.000 --> 00:11:27.000]  再講完把你抓起來了,
[00:11:27.000 --> 00:11:30.000]  教訓人,彼得約翰說什麼呢?
[00:11:30.000 --> 00:11:32.000]  聽從你們,不聽從神,
[00:11:32.000 --> 00:11:35.000]  這在神面前合理不合理,
[00:11:35.000 --> 00:11:37.000]  你們自己著涼吧,
[00:11:37.000 --> 00:11:43.000]  我們所看見,所聽見的,不能不說,不能不說。
[00:11:43.000 --> 00:11:46.000]  我盼望我們弟兄姐妹有這樣的一個膽量,
[00:11:46.000 --> 00:11:48.000]  如果你真的認識耶穌的話,
[00:11:48.000 --> 00:11:53.000]  在各種的環境,
[00:11:53.000 --> 00:11:57.000]  你都願意告訴人,你所認識的主是誰。
[00:11:57.000 --> 00:12:01.000]  所以,資料的來源,包括了這些可靠的見證人,
[00:12:01.000 --> 00:12:06.000]  所以我們從新約聖經裡面就得到很多很可靠的事情,
[00:12:06.000 --> 00:12:11.000]  這些人,他們是寧願被殺頭也不願意說謊的,
[00:12:11.000 --> 00:12:15.000]  因為他們的眼目只盯在一個事情上,
[00:12:15.000 --> 00:12:20.000]  耶穌再來那一天,我有沒有資格跟著耶穌回去?
[00:12:20.000 --> 00:12:24.000]  所以,他們是寧願殺頭也不願意說謊的,
[00:12:24.000 --> 00:12:27.000]  他們就寫了新約聖經,
[00:12:27.000 --> 00:12:31.000]  讓我們知道耶穌的言論與事跡是講了些什麼,
[00:12:31.000 --> 00:12:34.000]  所以從那裡我們就可信。
[00:12:34.000 --> 00:12:36.000]  那麼,再加上什麼呢?
[00:12:36.000 --> 00:12:38.000]  有關耶穌的資料來源,
[00:12:38.000 --> 00:12:41.000]  另外一個就是Prophecy,預言。
[00:12:41.000 --> 00:12:44.000]  有關耶穌的資料來源,包括了Prophecy,預言。
[00:12:44.000 --> 00:12:47.000]  耶穌在誕生前的七百年前,有這麼一個預言,
[00:12:47.000 --> 00:12:50.000]  米加先知說的,
[00:12:50.000 --> 00:12:56.000]  "伯利恆,以法他,你在猶大諸城中為小,
[00:12:56.000 --> 00:13:01.000]  將來必有一位從你那裡出來,在以色列中為我做掌權的。
[00:13:01.000 --> 00:13:04.000]  他的根源從哪裡啊?
[00:13:04.000 --> 00:13:07.000]  耿古,從太初就有了。"
[00:13:07.000 --> 00:13:09.000]  米加先知說的。
[00:13:09.000 --> 00:13:13.000]  七百年後,耶穌真的在伯利恆誕生,
[00:13:13.000 --> 00:13:16.000]  這個是耶穌自己無法控制的事情,
[00:13:16.000 --> 00:13:18.000]  祂在伯利恆誕生。
[00:13:18.000 --> 00:13:22.000]  祂負責生祂的瑪利亞,
[00:13:22.000 --> 00:13:26.000]  是必須在還沒有跟人家同房之前懷孕的。
[00:13:26.000 --> 00:13:28.000]  這個預言也發生了。
[00:13:28.000 --> 00:13:31.000]  那麼,祂本來是住在拿撒勒。
[00:13:31.000 --> 00:13:34.000]  我在2019年去以色列的時候,
[00:13:34.000 --> 00:13:36.000]  就知道拿撒勒在北部,
[00:13:36.000 --> 00:13:40.000]  去到南部要幾個小時的車程,
[00:13:40.000 --> 00:13:42.000]  至少五個小時左右。
[00:13:42.000 --> 00:13:46.000]  那麼,當時候祂要生孩子了,
[00:13:46.000 --> 00:13:49.000]  祂本來應該留在哪裡生孩子呢?
[00:13:49.000 --> 00:13:51.000]  北部拿撒勒的家鄉,
[00:13:51.000 --> 00:13:54.000]  媽媽、阿姨、姐妹都在旁邊。
[00:13:54.000 --> 00:13:59.000]  可是,為什麼要千里迢迢下去伯利恆呢?
[00:13:59.000 --> 00:14:02.000]  聖經的記載告訴我們,
[00:14:02.000 --> 00:14:05.000]  剛剛好,剛剛好啊,
[00:14:05.000 --> 00:14:07.000]  有這樣的一個命令下來,
[00:14:07.000 --> 00:14:10.000]  羅馬皇帝要每個人回到自己的家鄉,
[00:14:10.000 --> 00:14:14.000]  或者自己夫婿的家鄉報上名冊。
[00:14:14.000 --> 00:14:15.000]  他們沒有得選,
[00:14:15.000 --> 00:14:17.000]  不管你生命有沒有危險,
[00:14:17.000 --> 00:14:20.000]  不管你要不要生孩子了,都要下去。
[00:14:20.000 --> 00:14:24.000]  所以,他下到伯利恆那裡,就生了耶穌,
[00:14:24.000 --> 00:14:28.000]  應驗了這個先知700年前的預言。
[00:14:28.000 --> 00:14:30.000]  有關耶穌資料的來源,
[00:14:30.000 --> 00:14:34.000]  也包括了另外一個先知的預言,以賽亞。
[00:14:34.000 --> 00:14:36.000]  750年前的預言,
[00:14:36.000 --> 00:14:39.000]  因為有一個嬰孩為我們而生,
[00:14:39.000 --> 00:14:41.000]  有一旨賜給我們,
[00:14:41.000 --> 00:14:43.000]  政權必當在他的肩頭上。
[00:14:43.000 --> 00:14:47.000]  他的名呢,被稱為奇妙策士,
[00:14:47.000 --> 00:14:50.000]  什麼,權能的神。
[00:14:50.000 --> 00:14:53.000]  他的名字會叫做權能的神,
[00:14:53.000 --> 00:14:54.000]  就是這個嬰孩啊,
[00:14:54.000 --> 00:14:57.000]  永在的父,和平的君。
[00:14:57.000 --> 00:15:00.000]  他的政權與平安必加徵無窮,
[00:15:00.000 --> 00:15:02.000]  他必在大位的寶座上。
[00:15:02.000 --> 00:15:05.000]  在大位的寶座上,指明瞭他的血脈,
[00:15:05.000 --> 00:15:08.000]  如果按照他的家庭的血脈來算,
[00:15:08.000 --> 00:15:10.000]  必須是大位的血脈。
[00:15:10.000 --> 00:15:12.000]  這也是一個預言。
[00:15:12.000 --> 00:15:15.000]  治理他的國,以公平公義,
[00:15:15.000 --> 00:15:19.000]  使國堅定穩固,從今直到永遠。
[00:15:19.000 --> 00:15:22.000]  一萬君子一華的熱心必成就這事。
[00:15:22.000 --> 00:15:24.000]  以賽亞先知說。
[00:15:24.000 --> 00:15:27.000]  耶穌來的時候,他就是大位的後裔。
[00:15:27.000 --> 00:15:31.000]  他也就是以一個嬰孩的身份來到這兒,
[00:15:31.000 --> 00:15:33.000]  我們有時候沒有仔細地想,
[00:15:33.000 --> 00:15:35.000]  就覺得這是理所當然的,
[00:15:35.000 --> 00:15:37.000]  一定是一個嬰孩出身的嘛。
[00:15:37.000 --> 00:15:39.000]  但是你可以想象到嗎?
[00:15:39.000 --> 00:15:42.000]  如果神想要來到人間,
[00:15:42.000 --> 00:15:45.000]  他可以不需要經過這個過程,
[00:15:45.000 --> 00:15:47.000]  都可以來到人間。
[00:15:47.000 --> 00:15:49.000]  但是他選這個過程,
[00:15:49.000 --> 00:15:51.000]  背後有一個很重要的神學意義。
[00:15:51.000 --> 00:15:53.000]  那個神學意義是什麼呢?
[00:15:53.000 --> 00:15:55.000]  就是我們的罪,
[00:15:55.000 --> 00:15:59.000]  需要一個真正是我們一樣的人,
[00:15:59.000 --> 00:16:03.000]  來到這個世界上的一樣的生命,
[00:16:03.000 --> 00:16:05.000]  來勝過一切試探,
[00:16:05.000 --> 00:16:07.000]  他有資格為我們死,
[00:16:07.000 --> 00:16:09.000]  我們才能夠得赦免。
[00:16:09.000 --> 00:16:12.000]  所以那個救主必須是成為人,
[00:16:12.000 --> 00:16:15.000]  而且必須經過人的一切軟弱,
[00:16:15.000 --> 00:16:18.000]  包括一個嬰孩隨時要被殺害的軟弱。
[00:16:18.000 --> 00:16:21.000]  他就是要誕生之前,
[00:16:21.000 --> 00:16:23.000]  西律王聽到這個預言,
[00:16:23.000 --> 00:16:24.000]  想要殺掉他,
[00:16:24.000 --> 00:16:28.000]  就把當時候耶路撒冷的兩歲以下的嬰孩全殺了,
[00:16:28.000 --> 00:16:30.000]  他們逃到埃及去。
[00:16:30.000 --> 00:16:34.000]  另外,有關耶穌的資料來源,
[00:16:34.000 --> 00:16:37.000]  耶穌誕生前的約一千年前的預言,
[00:16:37.000 --> 00:16:39.000]  這是大衛的預言。
[00:16:39.000 --> 00:16:41.000]  在這裡,
[00:16:41.000 --> 00:16:42.000]  十篇二十二篇,
[00:16:42.000 --> 00:16:44.000]  講到一些事情。
[00:16:44.000 --> 00:16:47.000]  "凡看見我的都嗤笑我,
[00:16:47.000 --> 00:16:49.000]  他們撇嘴搖頭說,
[00:16:49.000 --> 00:16:51.000]  他把自己交托耶和華,
[00:16:51.000 --> 00:16:53.000]  耶和華可以救他吧?
[00:16:53.000 --> 00:16:54.000]  耶和華既喜悅他,
[00:16:54.000 --> 00:16:56.000]  可以搭救他吧?
[00:16:56.000 --> 00:16:57.000]  犬類圍著我,
[00:16:57.000 --> 00:16:58.000]  惡黨環繞我,
[00:16:58.000 --> 00:17:00.000]  他們"怎麼樣?
[00:17:00.000 --> 00:17:01.000]  "扎了我的手,
[00:17:01.000 --> 00:17:02.000]  我的腳,
[00:17:02.000 --> 00:17:04.000]  被釘在十字架。
[00:17:04.000 --> 00:17:05.000]  他們分我的外衣,
[00:17:05.000 --> 00:17:06.000]  為我的禮衣,
[00:17:06.000 --> 00:17:07.000]  念咎,
[00:17:07.000 --> 00:17:09.000]  就是抽籤。
[00:17:09.000 --> 00:17:11.000]  因為那件禮衣比較昂貴,
[00:17:11.000 --> 00:17:15.000]  幾個羅馬士兵不願意把它撕破,
[00:17:15.000 --> 00:17:17.000]  就抽籤。
[00:17:17.000 --> 00:17:19.000]  這件事情,
[00:17:19.000 --> 00:17:23.000]  完全發生在耶穌在十字架的情況,
[00:17:23.000 --> 00:17:26.000]  在耶穌被釘十字架的情形,
[00:17:26.000 --> 00:17:28.000]  完全應驗了一千年前的預言。
[00:17:28.000 --> 00:17:30.000]  所以,我們看到,
[00:17:30.000 --> 00:17:32.000]  有一個事情,
[00:17:32.000 --> 00:17:33.000]  重點是什麼?
[00:17:33.000 --> 00:17:35.000]  我要讓大家理解的就是,
[00:17:35.000 --> 00:17:39.000]  當我們看到台面上的不同的經書的時候,
[00:17:39.000 --> 00:17:42.000]  我可以很肯定地告訴你,
[00:17:42.000 --> 00:17:46.000]  聖經不是一本普普通通的書。
[00:17:46.000 --> 00:17:50.000]  我們不能夠把聖經看成是多一本歷史書,
[00:17:50.000 --> 00:17:52.000]  多一本歷史的角度來研究。
[00:17:52.000 --> 00:17:53.000]  它裡面有歷史,
[00:17:53.000 --> 00:17:54.000]  有些科學,
[00:17:54.000 --> 00:17:57.000]  有些人文學,
[00:17:57.000 --> 00:17:58.000]  等等。
[00:17:58.000 --> 00:18:02.000]  但是,它裡面的這些內容告訴我們,
[00:18:02.000 --> 00:18:05.000]  它自己宣稱它是神的話語,
[00:18:05.000 --> 00:18:08.000]  而且它有些東西在裡面的時候,
[00:18:08.000 --> 00:18:10.000]  我們不可以隨意地就否定,
[00:18:10.000 --> 00:18:12.000]  不可能是神的話語。
[00:18:12.000 --> 00:18:15.000]  它肯定是不簡單的一本書,
[00:18:15.000 --> 00:18:20.000]  它就是耶穌基督這個人的資料來源。
[00:18:20.000 --> 00:18:23.000]  進入第二部分,
[00:18:23.000 --> 00:18:26.000]  我想跟大家分享耶穌的言論和事跡。
[00:18:26.000 --> 00:18:29.000]  這些我相信很多人都會很熟悉。
[00:18:29.000 --> 00:18:31.000]  開始的時候,
[00:18:31.000 --> 00:18:36.000]  我們知道耶穌的母親瑪利亞接到天使的啓示,
[00:18:36.000 --> 00:18:40.000]  告訴她會生下救主耶穌。
[00:18:40.000 --> 00:18:44.000]  這個啓示借著天使領導的時候,
[00:18:44.000 --> 00:18:47.000]  瑪利亞作為一個很虔誠的女子,
[00:18:47.000 --> 00:18:48.000]  她問天使說,
[00:18:48.000 --> 00:18:49.000]  這怎麼可能呢?
[00:18:49.000 --> 00:18:52.000]  我還沒有跟男人同房,
[00:18:52.000 --> 00:18:55.000]  我怎麼可能會生下孩子呢?
[00:18:55.000 --> 00:18:57.000]  天使告訴她,
[00:18:57.000 --> 00:19:00.000]  你是蒙大夫的女子,
[00:19:00.000 --> 00:19:02.000]  她也相信。
[00:19:02.000 --> 00:19:04.000]  她相信的過程是背上很大的代價的,
[00:19:04.000 --> 00:19:06.000]  因為在那個年代,
[00:19:06.000 --> 00:19:09.000]  你可能是被你的丈夫立刻修掉,
[00:19:09.000 --> 00:19:13.000]  你可能是被整個村都遺棄,
[00:19:13.000 --> 00:19:15.000]  但是她願意,
