
[00:00:00.000 --> 00:00:02.000]  各位影子晚安
[00:05:55.000 --> 00:06:00.000]  每個人都要面對耶穌基督的最後審判
[00:06:00.000 --> 00:06:06.000]  彼得前書四章十七節直接說審判要從上帝的家開始
[00:06:06.000 --> 00:06:08.000]  上帝一定會施行審判
[00:06:08.000 --> 00:06:11.000]  每一個人都要面對上帝的審判
[00:06:11.000 --> 00:06:17.000]  主再來的時候會按照我們本身所行的或善或惡受報
[00:06:17.000 --> 00:06:21.000]  審判是啟示路一個很重要的主題
[00:06:21.000 --> 00:06:25.000]  最後聖經說即使死了的人
[00:06:25.000 --> 00:06:27.000]  都要按照他們所行
[00:06:27.000 --> 00:06:32.000]  要站在一個白色大寶座面前去接受審判
[00:06:32.000 --> 00:06:37.000]  在審判大而可畏的日子來臨前
[00:06:37.000 --> 00:06:44.000]  上帝首先通過七印七號七碗來彰顯他的憤怒
[00:06:44.000 --> 00:06:45.000]  華大兄姊妹
[00:06:45.000 --> 00:06:49.000]  七印七號七碗是上帝最終審判的前奏
[00:06:49.000 --> 00:06:52.000]  前奏都死了四分一人
[00:06:52.000 --> 00:06:54.000]  是不是很可怕
[00:06:54.000 --> 00:06:57.000]  到了那天上帝要彰顯公義
[00:06:57.000 --> 00:07:00.000]  白色大寶座出現在世界上的時候
[00:07:00.000 --> 00:07:03.000]  誰能夠站立得住呢
[00:07:03.000 --> 00:07:05.000]  是不是一個很嚴肅的問題
[00:07:05.000 --> 00:07:08.000]  我們能不能夠站立得住
[00:07:08.000 --> 00:07:11.000]  在揭開第五和第六印的時候
[00:07:11.000 --> 00:07:16.000]  約翰見到人在災難裡面提出了這兩個問題
[00:07:16.000 --> 00:07:21.000]  要到何時上帝才會有真正的審判
[00:07:21.000 --> 00:07:24.000]  到上帝真的顯出上帝的審判的時候
[00:07:24.000 --> 00:07:27.000]  誰能夠站立得住
[00:07:27.000 --> 00:07:31.000]  第七章就是要去解答這兩個問題
[00:07:31.000 --> 00:07:36.000]  解答完之後八章一節又再說高揚揭開第七個人
[00:07:36.000 --> 00:07:37.000]  於是第一個問題
[00:07:37.000 --> 00:07:41.000]  為何作者約翰要在這裡加插這段文字呢
[00:07:41.000 --> 00:07:45.000]  主要就是要解答這兩個問題
[00:07:45.000 --> 00:07:49.000]  當我們弄清楚第七章是做什麼之後
[00:07:49.000 --> 00:07:50.000]  我們就進入經文
[00:07:50.000 --> 00:07:52.000]  看看經文說了什麼
[00:07:52.000 --> 00:07:55.000]  這段經文其實不是很長
[00:07:55.000 --> 00:07:57.000]  有17節
[00:07:57.000 --> 00:08:02.000]  大概學者會將這17節的經文分開上下兩個部分
[00:08:02.000 --> 00:08:06.000]  七章一到八節就是一個部分
[00:08:06.000 --> 00:08:10.000]  七章的九到十七節就是第二個部分
[00:08:10.000 --> 00:08:16.000]  第一個部分的重點大概是14萬4千
[00:08:16.000 --> 00:08:19.000]  你看中文聖經也有提供一個標題
[00:08:19.000 --> 00:08:22.000]  一到八節是14萬4千
[00:08:22.000 --> 00:08:24.000]  第四節是中心
[00:08:24.000 --> 00:08:26.000]  我們看看第四節
[00:08:26.000 --> 00:08:33.000]  第四節說到我聽見以色列人各支派中受孕的數目有14萬4千
[00:08:33.000 --> 00:08:37.000]  然後第五到第八節可以很快地數下去
[00:08:37.000 --> 00:08:41.000]  然後說到每一個支派的數目
[00:08:41.000 --> 00:08:44.000]  每一個支派都有1萬2千
[00:08:44.000 --> 00:08:48.000]  加起來就是14萬4千
[00:08:48.000 --> 00:08:52.000]  所以第一個部分很簡單就是14萬4千
[00:08:52.000 --> 00:08:54.000]  不過14萬4千說什麼呢
[00:08:54.000 --> 00:08:56.000]  又不簡單
[00:08:56.000 --> 00:08:59.000]  第二個部分九到十七節
[00:08:59.000 --> 00:09:04.000]  說到世界各地有很多穿著新穿白衣的人
[00:09:04.000 --> 00:09:07.000]  來到寶座和羔羊的面前
[00:09:07.000 --> 00:09:09.000]  第九節是這樣開始的
[00:09:09.000 --> 00:09:13.000]  此後我觀看,看到有許多人,沒有人能夠計算
[00:09:13.000 --> 00:09:17.000]  是從各邦各,各支派各民族各語言來的
[00:09:17.000 --> 00:09:20.000]  來到寶座和羔羊面前
[00:09:20.000 --> 00:09:24.000]  新穿白衣,手拿中樹枝
[00:09:24.000 --> 00:09:26.000]  第九節開始鏡頭就不同了
[00:09:26.000 --> 00:09:31.000]  由14萬4千就去到這個世界有很多穿著白衣的人
[00:09:31.000 --> 00:09:33.000]  來到寶座和羔羊面前
[00:09:33.000 --> 00:09:38.000]  十到十七節就說這群人和羔羊有什麼關係
[00:09:38.000 --> 00:09:43.000]  大概學者就將這段經文分開兩個部分
[00:09:43.000 --> 00:09:46.000]  一到八節和九到十七節
[00:09:46.000 --> 00:09:48.000]  這兩個部分分別說了什麼
[00:09:48.000 --> 00:09:52.000]  兩個部分有沒有關係呢
[00:09:52.000 --> 00:09:56.000]  我們嘗試從剛才提到的兩個問題來思想一下
[00:09:56.000 --> 00:09:58.000]  第一個問題大家還記得吧
[00:09:58.000 --> 00:10:00.000]  第一個問題是什麼
[00:10:00.000 --> 00:10:01.000]  要到什麼時候
[00:10:01.000 --> 00:10:03.000]  上帝要到什麼時候
[00:10:03.000 --> 00:10:10.000]  才真正出手去審判那些惡人為受害的異人身冤呢
[00:10:10.000 --> 00:10:12.000]  要到什麼時候
[00:10:12.000 --> 00:10:15.000]  其實大家回看六章十一節
[00:10:15.000 --> 00:10:17.000]  那裡已經有少少的回應
[00:10:17.000 --> 00:10:19.000]  六章十一節說到
[00:10:19.000 --> 00:10:22.000]  等到和他們同作僕人的
[00:10:22.000 --> 00:10:24.000]  和他們的弟兄
[00:10:24.000 --> 00:10:30.000]  將他們一樣被殺的人的數目湊足的時候
[00:10:30.000 --> 00:10:32.000]  上帝要到什麼時候
[00:10:32.000 --> 00:10:33.000]  到什麼時候
[00:10:33.000 --> 00:10:36.000]  到數目湊足的時候
[00:10:36.000 --> 00:10:37.000]  我們很自然就要問
[00:10:37.000 --> 00:10:38.000]  那就是多少
[00:10:38.000 --> 00:10:41.000]  數目湊足就是多少
[00:10:41.000 --> 00:10:42.000]  第七章就是一個回答
[00:10:42.000 --> 00:10:44.000]  湊足多少
[00:10:44.000 --> 00:10:45.000]  十四萬四千
[00:10:45.000 --> 00:10:47.000]  十四萬四千是什麼
[00:10:47.000 --> 00:10:49.000]  是說上帝要在以色列
[00:10:49.000 --> 00:10:52.000]  在這個世界裡招聚他的子民
[00:10:52.000 --> 00:10:55.000]  數目達到足夠的時候
[00:10:55.000 --> 00:10:58.000]  他就會真正顯出他的審判
[00:10:58.000 --> 00:11:01.000]  在那個時候為異人身冤
[00:11:01.000 --> 00:11:03.000]  上帝真的有個數目
[00:11:03.000 --> 00:11:05.000]  十四萬四千
[00:11:05.000 --> 00:11:06.000]  不過有趣的地方就是
[00:11:06.000 --> 00:11:09.000]  這個數目是沒有人能夠猜到的
[00:11:09.000 --> 00:11:11.000]  七章第九節
[00:11:11.000 --> 00:11:14.000]  第一節是不是很吊詭
[00:11:14.000 --> 00:11:16.000]  有個數目的
[00:11:16.000 --> 00:11:18.000]  就是說不是永遠等下去的
[00:11:18.000 --> 00:11:19.000]  上帝心裡有個數目
[00:11:19.000 --> 00:11:21.000]  不是永遠推遲下去
[00:11:21.000 --> 00:11:22.000]  不是永遠等下去
[00:11:22.000 --> 00:11:23.000]  這個數目足夠的話
[00:11:23.000 --> 00:11:25.000]  上帝就會出手去做事
[00:11:25.000 --> 00:11:27.000]  但問題就是這個數目
[00:11:27.000 --> 00:11:31.000]  又不是人能夠計算猜得到的
[00:11:31.000 --> 00:11:37.000]  大家記得後書三章八節
[00:11:37.000 --> 00:11:40.000]  那裡說到主漢一日如千年
[00:11:40.000 --> 00:11:41.000]  千年如一日
[00:11:41.000 --> 00:11:42.000]  這樣怎麼算呢
[00:11:42.000 --> 00:11:44.000]  這條數十四萬四千怎麼算呢
[00:11:44.000 --> 00:11:46.000]  算得到嗎
[00:11:46.000 --> 00:11:48.000]  有人嘗試去算
[00:11:48.000 --> 00:11:52.000]  嘗試說這裡是按字面的意思
[00:11:52.000 --> 00:11:55.000]  說到主載回來的時候
[00:11:55.000 --> 00:11:59.000]  真的地上有十四萬四千個猶太人
[00:11:59.000 --> 00:12:02.000]  或者以色列人會悔改歸主
[00:12:02.000 --> 00:12:06.000]  但這個解釋其實也不是很可能
[00:12:06.000 --> 00:12:07.000]  為什麼不是很可能呢
[00:12:07.000 --> 00:12:08.000]  有幾個原因
[00:12:08.000 --> 00:12:12.000]  第一我們知道啟示錄是一個什麼題材的文章
[00:12:12.000 --> 00:12:17.000]  是一個屬於天啟文學的文章
[00:12:17.000 --> 00:12:18.000]  天啟文學的一個特色
[00:12:18.000 --> 00:12:19.000]  大家記得嗎
[00:12:19.000 --> 00:12:24.000]  裡面很多數字不能純粹用字面意思去解釋
[00:12:24.000 --> 00:12:27.000]  譬如七火星不是說七顆星
[00:12:27.000 --> 00:12:28.000]  是說什麼呢
[00:12:28.000 --> 00:12:31.000]  是說七個教會的使者
[00:12:31.000 --> 00:12:34.000]  七個燈台不是說七個燈台
[00:12:34.000 --> 00:12:36.000]  是說七個教會
[00:12:36.000 --> 00:12:38.000]  其實啟示錄裡面還有很多數字
[00:12:38.000 --> 00:12:41.000]  遲些我們會讀到有四十二個月
[00:12:41.000 --> 00:12:45.000]  有一千二百六十日
[00:12:45.000 --> 00:12:47.000]  還有我們很喜歡去猜那個數字
[00:12:47.000 --> 00:12:49.000]  666是什麼意思
[00:12:49.000 --> 00:12:53.000]  這些數字全部不能單純用字面去解釋
[00:12:53.000 --> 00:12:56.000]  啟示錄是一個天啟的文學
[00:12:56.000 --> 00:13:01.000]  裡面很多數字其實都有很多隱含的象徵的含義
[00:13:01.000 --> 00:13:04.000]  不能夠直接去解釋
[00:13:04.000 --> 00:13:08.000]  第二個為什麼這裡不是去預言主宰回來之前
[00:13:08.000 --> 00:13:12.000]  真的有十四萬四千個以色列人會悔改歸主呢
[00:13:12.000 --> 00:13:15.000]  一個很重要的原因
[00:13:15.000 --> 00:13:19.000]  耶穌在他出生的時候
[00:13:19.000 --> 00:13:21.000]  以色列人已經經過了很多東西
[00:13:21.000 --> 00:13:24.000]  大家如果記得是經過亡國
[00:13:24.000 --> 00:13:26.000]  經過秘魯
[00:13:26.000 --> 00:13:27.000]  經過殖民
[00:13:27.000 --> 00:13:28.000]  經過同化
[00:13:28.000 --> 00:13:33.000]  其實很多人都不能夠根據血緣找回自己屬於什麼支派
[00:13:33.000 --> 00:13:35.000]  其實找不到
[00:13:35.000 --> 00:13:37.000]  如果每一個人都找不到
[00:13:37.000 --> 00:13:39.000]  說不清楚自己什麼支派的時候
[00:13:39.000 --> 00:13:42.000]  你說這裡是說每個支派有多少人信耶穌
[00:13:42.000 --> 00:13:43.000]  還有沒有意思
[00:13:43.000 --> 00:13:45.000]  你追蹤不到
[00:13:45.000 --> 00:13:48.000]  你找不到自己究竟我是哪個支派
[00:13:48.000 --> 00:13:54.000]  如果大家再看真正的五到八節的數點清單
[00:13:54.000 --> 00:13:56.000]  我們很快看看第五節到第八節
[00:13:56.000 --> 00:14:00.000]  你看看數點清單當中提到哪幾個支派
[00:14:00.000 --> 00:14:02.000]  當中提到猶大支派
[00:14:02.000 --> 00:14:04.000]  提到裡邊
[00:14:04.000 --> 00:14:05.000]  提到迦德
[00:14:05.000 --> 00:14:06.000]  提到瓦切
[00:14:06.000 --> 00:14:08.000]  提到拿忽他尼
[00:14:08.000 --> 00:14:10.000]  提到馬來西西面
[00:14:10.000 --> 00:14:11.000]  西面利微
[00:14:11.000 --> 00:14:12.000]  以撒加
[00:14:12.000 --> 00:14:13.000]  西暴倫
[00:14:13.000 --> 00:14:14.000]  約瑟
[00:14:14.000 --> 00:14:15.000]  變雅文
[00:14:15.000 --> 00:14:17.000]  剛剛十二個
[00:14:17.000 --> 00:14:19.000]  因為我們不是學者
[00:14:19.000 --> 00:14:21.000]  有時候我們不留意
[00:14:21.000 --> 00:14:22.000]  你看回一些《釋經》書
[00:14:22.000 --> 00:14:25.000]  它會告訴你其實少了一個支派
[00:14:25.000 --> 00:14:29.000]  大家有沒有想到看到是哪個支派
[00:14:29.000 --> 00:14:30.000]  有禮物馬上有禮物
[00:14:30.000 --> 00:14:32.000]  舉手
[00:14:32.000 --> 00:14:33.000]  少了一個支派
[00:14:33.000 --> 00:14:35.000]  少了彈這個支派
[00:14:35.000 --> 00:14:36.000]  彈這個支派
[00:14:36.000 --> 00:14:39.000]  今晚你們快點看一看
[00:14:39.000 --> 00:14:46.000]  如果經文是要字面去表達上帝拯救整個以色列人
[00:14:46.000 --> 00:14:48.000]  如果少了一個支派
[00:14:48.000 --> 00:14:50.000]  是不是有點奇怪
[00:14:50.000 --> 00:14:54.000]  一個不完整的清單就表示什麼
[00:14:54.000 --> 00:14:58.000]  上帝的拯救計劃會有些缺陷
[00:14:58.000 --> 00:15:00.000]  所以第二個原因
[00:15:00.000 --> 00:15:03.000]  為什麼這裡應該不是字面說主宰回來
[00:15:03.000 --> 00:15:05.000]  真的有十四萬四千
[00:15:05.000 --> 00:15:06.000]  因為追蹤不到
[00:15:06.000 --> 00:15:10.000]  在耶穌的時代已經因為很多的緣故
[00:15:10.000 --> 00:15:12.000]  人已經找不到自己是哪個支派
[00:15:12.000 --> 00:15:17.000]  並且這個數字清單其實都是欠一個支派
[00:15:17.000 --> 00:15:20.000]  不完整
[00:15:20.000 --> 00:15:21.000]  最重要的一個原因
[00:15:21.000 --> 00:15:24.000]  為什麼這裡不是說主宰回來
[00:15:24.000 --> 00:15:28.000]  真的說十四萬四千個猶太人以色列人悔改
[00:15:28.000 --> 00:15:30.000]  最重要的一個原因
[00:15:30.000 --> 00:15:33.000]  是因為這個數字是有數可算的
[00:15:33.000 --> 00:15:36.000]  可能有些頂梓梅你有參加過查景班知道怎麼算
[00:15:36.000 --> 00:15:38.000]  這個數怎麼算
[00:15:38.000 --> 00:15:42.000]  這個數是十二乘十二乘一千這樣算出來
[00:15:42.000 --> 00:15:46.000]  十二乘十二乘一千就算到十四萬四千
[00:15:46.000 --> 00:15:50.000]  十二乘十二大家馬上想像到什麼
[00:15:50.000 --> 00:15:54.000]  十二是代表著舊約的十二支派
[00:15:54.000 --> 00:15:56.000]  接著十二是什麼
[00:15:56.000 --> 00:15:59.000]  代表著耶穌基督所呼召的十二個門徒
[00:15:59.000 --> 00:16:01.000]  一千呢
[00:16:01.000 --> 00:16:03.000]  一千是十乘十乘十
[00:16:03.000 --> 00:16:04.000]  代表著什麼
[00:16:04.000 --> 00:16:07.000]  代表著很完美的一個數字
[00:16:07.000 --> 00:16:08.000]  十是很完美
[00:16:08.000 --> 00:16:12.000]  乘三是很完美的一個數字
[00:16:12.000 --> 00:16:13.000]  這裡其實說的是什麼
[00:16:13.000 --> 00:16:16.000]  十四萬四千不是說字面上的意思
[00:16:16.000 --> 00:16:18.000]  有十四萬四千個以色列人信耶穌
[00:16:18.000 --> 00:16:21.000]  是說一個屬靈意義上
[00:16:21.000 --> 00:16:24.000]  現在上帝要在以色列人裡面
[00:16:24.000 --> 00:16:26.000]  以及在世界各地
[00:16:26.000 --> 00:16:29.000]  去要焦聚人屬於他的兒女
[00:16:29.000 --> 00:16:31.000]  這個數字的舊數的時候
[00:16:31.000 --> 00:16:35.000]  上帝就會施行他的審判
[00:16:35.000 --> 00:16:38.000]  這裡說的是屬靈意義上
[00:16:38.000 --> 00:16:41.000]  那些真的屬於上帝的兒女
[00:16:41.000 --> 00:16:43.000]  上帝的子民
[00:16:43.000 --> 00:16:44.000]  如果這樣來看
[00:16:44.000 --> 00:16:47.000]  七章一到八節和九到十七節
[00:16:47.000 --> 00:16:49.000]  不是說兩班人
[00:16:49.000 --> 00:16:50.000]  不是上面說猶太人
[00:16:50.000 --> 00:16:51.000]  下面說外邦人
[00:16:51.000 --> 00:16:55.000]  不是,這裡說的是真正上帝的子民
[00:16:55.000 --> 00:16:57.000]  上帝要湊夠數
[00:16:57.000 --> 00:17:01.000]  上帝就會施行他的審判
[00:17:01.000 --> 00:17:03.000]  上帝一直在歷史裡面
[00:17:03.000 --> 00:17:05.000]  來到拯救人出來
[00:17:05.000 --> 00:17:07.000]  從黑暗拯救出來
[00:17:07.000 --> 00:17:09.000]  然後成為他的兒女
[00:17:09.000 --> 00:17:10.000]  成為他的子民
[00:17:10.000 --> 00:17:12.000]  由呼召阿伯拉罕開始
[00:17:12.000 --> 00:17:15.000]  直到耶穌基督呼召門徒
[00:17:15.000 --> 00:17:18.000]  跟隨他進入高峰
[00:17:18.000 --> 00:17:21.000]  是一個救恩的歷史在裡面
[00:17:21.000 --> 00:17:24.000]  於是大家記得保羅在羅馬書一章十六節
[00:17:24.000 --> 00:17:25.000]  他說到什麼
[00:17:25.000 --> 00:17:27.000]  福音是上帝的大能
[00:17:27.000 --> 00:17:29.000]  要救一切相信的
[00:17:29.000 --> 00:17:31.000]  先是猶太人
[00:17:31.000 --> 00:17:35.000]  然後是希臘人或者外邦人
[00:17:35.000 --> 00:17:40.000]  於是在數點以色列各支派的數目之後
[00:17:40.000 --> 00:17:42.000]  就馬上說到世界各地
[00:17:42.000 --> 00:17:47.000]  有很多人加入了上帝子民這個行列的裡面
[00:17:47.000 --> 00:17:50.000]  我們再看一次第九到第十節
[00:17:50.000 --> 00:17:52.000]  此後我觀看
[00:17:52.000 --> 00:17:55.000]  看見有許多人沒有人能計算
[00:17:55.000 --> 00:17:59.000]  是從各邦各支派各民族各語言來的
[00:17:59.000 --> 00:18:01.000]  站在寶座和羔羊面前
[00:18:01.000 --> 00:18:05.000]  身穿白衣手拿棕樹枝大聲喊著說
[00:18:05.000 --> 00:18:08.000]  願救恩歸於坐在寶座上
[00:18:08.000 --> 00:18:12.000]  我們的上帝也歸於羔羊
[00:18:12.000 --> 00:18:16.000]  究竟要到何時上帝先出手去審判
[00:18:16.000 --> 00:18:20.000]  去為義人去伸冤去平反呢
[00:18:20.000 --> 00:18:24.000]  答案就是等到上帝在世界各地
[00:18:24.000 --> 00:18:27.000]  焦聚子民的數目夠的時候
[00:18:27.000 --> 00:18:30.000]  上帝就一定會出手
[00:18:30.000 --> 00:18:34.000]  不過這條數是上帝先知道的
[00:18:34.000 --> 00:18:39.000]  沒有人在地上的人能夠知道和估計得到
[00:18:39.000 --> 00:18:41.000]  這段經文告訴我們
[00:18:41.000 --> 00:18:44.000]  即使在困難在患難裡
[00:18:44.000 --> 00:18:46.000]  其實上帝不是離開了
[00:18:46.000 --> 00:18:48.000]  上帝不是消失了
[00:18:48.000 --> 00:18:51.000]  上帝一直在歷史裡有作為
[00:18:51.000 --> 00:18:54.000]  上帝在歷史裡不斷拯救人
[00:18:54.000 --> 00:18:58.000]  將人從黑暗拯救出來進入光明
[00:18:58.000 --> 00:19:01.000]  十四萬四千是在說什麼呢
[00:19:01.000 --> 00:19:05.000]  患難災難其實是拯救的開始
[00:19:05.000 --> 00:19:08.000]  患難災難不是終結
[00:19:08.000 --> 00:19:10.000]  上帝在災難在患難裡
[00:19:10.000 --> 00:19:14.000]  要將熟悉的人從黑暗裡拯救出來
[00:19:14.000 --> 00:19:17.000]  這是上帝一個應許
[00:19:18.000 --> 00:19:20.000]  當我們解決了第一個問題之後
[00:19:20.000 --> 00:19:22.000]  就進入第二個問題
[00:19:22.000 --> 00:19:25.000]  第二個問題大家還記得嗎
[00:19:25.000 --> 00:19:28.000]  誰能夠站立得住
[00:19:28.000 --> 00:19:30.000]  你和我能不能站立得住呢
[00:19:30.000 --> 00:19:32.000]  當上帝真的施行審判的時候
[00:19:32.000 --> 00:19:36.000]  我們能不能夠在上帝面前站立得住呢
[00:19:36.000 --> 00:19:39.000]  如果只是靠我們自己的力量
[00:19:39.000 --> 00:19:44.000]  靠我們自己的知識、科技、資源
[00:19:44.000 --> 00:19:50.000]  坦白說沒有人能夠很肯定說自己能夠站立得住
