
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹們 大家主內平安
[00:04:37.460 --> 00:04:39.340]  也願意給你們
[00:04:39.340 --> 00:04:42.620]  因你們 是我們
[00:04:42.620 --> 00:04:45.540]  所疼愛的
[00:04:45.540 --> 00:04:49.700]  愛 有行動 甚至連命都可以
[00:04:49.700 --> 00:04:51.420]  賦上給我們的孩子們
[00:04:51.420 --> 00:04:54.860]  我相信 對於這個要求
[00:04:54.860 --> 00:04:57.340]  我們現在的父母啊 不難做到
[00:04:57.340 --> 00:05:01.380]  很多時候是擔心自己還做得不夠
[00:05:01.500 --> 00:05:04.500]  給了 又再給 給了
[00:05:04.500 --> 00:05:07.500]  還再給 把命擺上了 還擔心
[00:05:07.500 --> 00:05:08.900]  他還不夠
[00:05:08.900 --> 00:05:11.660]  但是這裡呢 行動的
[00:05:11.660 --> 00:05:15.340]  要指向一個 正確的行動
[00:05:15.340 --> 00:05:18.060]  所以 保羅在這裡就講到了
[00:05:18.060 --> 00:05:21.580]  願意將 上帝的福音
[00:05:21.580 --> 00:05:23.260]  也給他們
[00:05:23.260 --> 00:05:26.900]  把生命當中 體會到那個
[00:05:26.900 --> 00:05:29.980]  最寶貴 最重要的事物
[00:05:30.100 --> 00:05:31.540]  給孩子們
[00:05:31.540 --> 00:05:34.900]  在2000年的時候
[00:05:34.900 --> 00:05:37.700]  有一個人物就進入了我們新聞的
[00:05:37.700 --> 00:05:38.820]  一個事業
[00:05:38.820 --> 00:05:41.660]  這個人呢 是一個超級粉絲
[00:05:41.660 --> 00:05:45.660]  他呢 非常喜歡 香港的劉德華
[00:05:45.660 --> 00:05:50.620]  哇 厲害了 他喜歡到一個點啊
[00:05:50.620 --> 00:05:54.780]  在他父母勸他以後 勸不了的時候
[00:05:54.780 --> 00:05:56.340]  輟學在家
[00:05:56.340 --> 00:05:59.060]  輟學在家了還不算
[00:05:59.380 --> 00:06:02.380]  父母支持到他 願意把房子
[00:06:02.380 --> 00:06:03.380]  把他賣了
[00:06:03.380 --> 00:06:06.500]  租一個400塊錢的一個
[00:06:06.500 --> 00:06:09.940]  租的房子來居住 給他去追星
[00:06:09.940 --> 00:06:14.180]  追了星以後 還不行 他的父親啊
[00:06:14.180 --> 00:06:17.860]  願意把他的一個腎賣了 給他去追星
[00:06:17.860 --> 00:06:21.140]  最後 還沒有結果的時候
[00:06:21.140 --> 00:06:24.300]  他的父親最後跳海 自殺了
[00:06:24.300 --> 00:06:27.660]  跳海了以後 還寫文
[00:06:28.100 --> 00:06:30.780]  不是說來勸這個孩子回頭啊
[00:06:30.780 --> 00:06:33.820]  控訴 劉德華
[00:06:33.820 --> 00:06:35.780]  奇怪
[00:06:35.780 --> 00:06:39.820]  其實我們看到 父母對孩子的這種愛啊
[00:06:39.820 --> 00:06:43.140]  願意把性命都擺上
[00:06:43.140 --> 00:06:46.140]  但是 沒有看到一個
[00:06:46.140 --> 00:06:49.420]  最重要 最好的東西
[00:06:49.420 --> 00:06:52.060]  劉德華好不好啊
[00:06:52.060 --> 00:06:55.540]  好 當然好
[00:06:55.860 --> 00:06:58.940]  但是 他絕對沒有福音
[00:06:58.940 --> 00:07:01.940]  絕對沒有救恩 在一個
[00:07:01.940 --> 00:07:04.540]  孩子當中 生命裡面
[00:07:04.540 --> 00:07:06.340]  有一個決定性
[00:07:06.340 --> 00:07:09.020]  有一個引導的能力
[00:07:09.020 --> 00:07:13.460]  所以說 我們看到 在這裡說
[00:07:13.460 --> 00:07:16.500]  願意給的時候 是願意把
[00:07:16.500 --> 00:07:19.340]  上帝的福音 給你們
[00:07:19.340 --> 00:07:23.740]  上帝的福音呢 他包括救贖
[00:07:24.020 --> 00:07:27.340]  當然 他不只是有救贖
[00:07:27.340 --> 00:07:31.140]  他不只是侷限於一個 可以進入
[00:07:31.140 --> 00:07:33.540]  天國的一個門票
[00:07:33.540 --> 00:07:35.220]  一個入場券
[00:07:35.220 --> 00:07:38.500]  他整個福音裡面 那還包括
[00:07:38.500 --> 00:07:39.700]  愛呀
[00:07:39.700 --> 00:07:42.820]  價值觀啊 我們生命的一個
[00:07:42.820 --> 00:07:45.980]  優先秩序 應該怎麼樣去選擇
[00:07:45.980 --> 00:07:48.180]  還有我們生命的標準
[00:07:48.180 --> 00:07:51.260]  以至於你得到福音以後
[00:07:52.180 --> 00:07:55.260]  你就在這一條 單行的道善
[00:07:55.260 --> 00:07:57.540]  和孩子 一生
[00:07:57.540 --> 00:07:59.220]  都不知偏離
[00:07:59.220 --> 00:08:02.940]  所以說 一個真切的愛心
[00:08:02.940 --> 00:08:04.820]  看到最重要的
[00:08:04.820 --> 00:08:08.700]  復善行動 把它給孩子們
[00:08:08.700 --> 00:08:11.380]  所以說 福音它也包括了
[00:08:11.380 --> 00:08:14.900]  道路 真理 和什麼
[00:08:14.900 --> 00:08:18.020]  生命 全全部部可以給到
[00:08:18.020 --> 00:08:19.020]  孩子們
[00:08:19.940 --> 00:08:22.980]  講到了真切的愛心 也要講到第二點
[00:08:22.980 --> 00:08:26.020]  叫做 真誠的
[00:08:26.020 --> 00:08:27.020]  分享
[00:08:27.020 --> 00:08:30.500]  我們看到第 帖薩諾尼加前書的
[00:08:30.500 --> 00:08:33.300]  第二章第9節這裡就可以看到了
[00:08:33.300 --> 00:08:36.660]  保羅真的是盡心盡力 他說了
[00:08:36.660 --> 00:08:39.660]  你們紀念我們辛苦
[00:08:39.660 --> 00:08:42.700]  勞碌 晝夜做工
[00:08:42.700 --> 00:08:45.580]  為的呢 只是把它領受到
[00:08:45.580 --> 00:08:48.980]  最寶貴 最有價值的給孩子們
[00:08:49.620 --> 00:08:51.860]  我看到這一節的時候
[00:08:51.860 --> 00:08:55.660]  父母啊 父親啊 那種的形象
[00:08:55.660 --> 00:08:59.020]  那種的影子 進入了我的腦海了
[00:08:59.020 --> 00:09:02.620]  這裡給我想到的就是 爸爸們
[00:09:02.620 --> 00:09:03.620]  對孩子說啊
[00:09:03.620 --> 00:09:07.420]  哎呀 我的那個 舟車勞頓
[00:09:07.420 --> 00:09:11.740]  承受了巨大的壓力 日夜加班
[00:09:11.740 --> 00:09:13.900]  只是免得叫你們
[00:09:13.900 --> 00:09:15.900]  一個人去受累
[00:09:15.900 --> 00:09:19.220]  確實 父親都是這樣
[00:09:19.420 --> 00:09:22.180]  所有的難處和責任都扛在了自己的
[00:09:22.180 --> 00:09:25.340]  肩頭上 深怕孩子
[00:09:25.340 --> 00:09:27.460]  在其中受累
[00:09:27.460 --> 00:09:31.740]  為什麼這一點把它叫做 真誠的分享呢
[00:09:31.740 --> 00:09:35.500]  保羅他很有智慧
[00:09:35.500 --> 00:09:38.140]  他願意把他經歷的這些東西
[00:09:38.140 --> 00:09:41.380]  很坦誠的 分享給他的
[00:09:41.380 --> 00:09:42.860]  受眾們知道
[00:09:42.860 --> 00:09:46.340]  很多時候我們的爸爸 只是默默的
[00:09:46.340 --> 00:09:49.220]  承受 在孩子面前呢
[00:09:49.220 --> 00:09:52.260]  永遠做一個 超人
[00:09:52.260 --> 00:09:54.580]  一個萬能的爸爸
[00:09:54.580 --> 00:09:56.380]  但同樣
[00:09:56.380 --> 00:09:59.860]  他是一個 超人的同時
[00:09:59.860 --> 00:10:01.900]  他也是 舟車勞頓
[00:10:01.900 --> 00:10:04.660]  承受各樣壓力的父親
[00:10:04.660 --> 00:10:08.660]  他沒有把這些他的難處分享出去的時候
[00:10:08.660 --> 00:10:10.260]  孩子還覺得
[00:10:10.260 --> 00:10:14.140]  理所當然嘛 父親都是這樣的嘛
[00:10:14.140 --> 00:10:16.940]  不理解 父親的辛勞
[00:10:16.940 --> 00:10:18.660]  變得一種
[00:10:19.500 --> 00:10:21.300]  理所應當的心態
[00:10:21.300 --> 00:10:25.620]  其實 我們父母 也同樣是
[00:10:25.620 --> 00:10:27.540]  天父的孩子
[00:10:27.540 --> 00:10:31.340]  在很多 深夜孩子睡著了的時候
[00:10:31.340 --> 00:10:34.380]  在很多 下班的路上的時候
[00:10:34.380 --> 00:10:37.020]  自己的難處
[00:10:37.020 --> 00:10:39.580]  也只有和天父去述說
[00:10:39.580 --> 00:10:43.220]  自己裡面的傷疤 也是被神
[00:10:43.220 --> 00:10:46.220]  一點一點的粘貼和填補
[00:10:46.540 --> 00:10:49.940]  唯獨靠神 來給我們這樣一個擁抱
[00:10:49.940 --> 00:10:53.820]  那為什麼 我們不可以像
[00:10:53.820 --> 00:10:56.660]  保羅一樣 把這樣自己
[00:10:56.660 --> 00:11:00.100]  受到了這些的難處 真實的想法
[00:11:00.100 --> 00:11:03.220]  可以真誠的分享給
[00:11:03.220 --> 00:11:05.940]  家人 孩子們呢
[00:11:05.940 --> 00:11:10.700]  很多時候 華人傳統的一個家庭嘛
[00:11:10.700 --> 00:11:12.740]  父愛如山
[00:11:12.740 --> 00:11:15.340]  你有沒有聽過山說話的
[00:11:15.860 --> 00:11:18.860]  沒有 山是不會說話
[00:11:18.860 --> 00:11:21.860]  父親很多時候就是這樣 默默的
[00:11:21.860 --> 00:11:23.300]  堅挺和持守
[00:11:23.300 --> 00:11:26.860]  有一個要點 有一個訣竅
[00:11:26.860 --> 00:11:30.420]  就是 天父給我們的禱告
[00:11:30.420 --> 00:11:33.740]  其實 禱告呢 不單呢
[00:11:33.740 --> 00:11:36.020]  是和我們的天父去說話
[00:11:36.020 --> 00:11:39.380]  禱告呢 不單呢 是尋求
[00:11:39.380 --> 00:11:42.340]  神的醫治和幫助 也同樣是
[00:11:42.340 --> 00:11:45.340]  建立我們一個 同心合一的
[00:11:45.340 --> 00:11:47.420]  基督化的家庭
[00:11:47.420 --> 00:11:50.540]  很多時候 我們的父母啊
[00:11:50.540 --> 00:11:53.980]  心裡面就想著一個 保護孩子的心啊
[00:11:53.980 --> 00:11:57.300]  保護太太的心啊 甚至
[00:11:57.300 --> 00:12:00.540]  回到家裡邊呢 自己的難處啊 壓力啊
[00:12:00.540 --> 00:12:03.100]  都從來不說的
[00:12:03.100 --> 00:12:05.580]  都是自己隱藏的
[00:12:05.580 --> 00:12:07.140]  但是呢
[00:12:07.140 --> 00:12:09.300]  你隱藏不了啊
[00:12:09.300 --> 00:12:12.900]  那些的情緒呢 很可能就藉由著
[00:12:12.900 --> 00:12:15.660]  一點一點的矛盾
[00:12:15.660 --> 00:12:18.900]  孩子一點一點的叛逆
[00:12:18.900 --> 00:12:21.020]  變成了你的破口
[00:12:21.020 --> 00:12:22.980]  就爆發出來了
[00:12:22.980 --> 00:12:26.660]  你怎麼這麼不聽話 說話的聲音
[00:12:26.660 --> 00:12:29.820]  也越來越高 帶來大家更多的
[00:12:29.820 --> 00:12:31.300]  撕裂和分離
[00:12:31.300 --> 00:12:33.340]  有一個訣竅
[00:12:33.340 --> 00:12:36.300]  為什麼大家不聚在一起
[00:12:36.300 --> 00:12:39.740]  雖然你幫不了我 雖然有的情況
[00:12:39.740 --> 00:12:42.740]  你的難處 爸爸可能也不了解以後
[00:12:42.740 --> 00:12:45.140]  你長大了 爸爸也幫不了你
[00:12:45.140 --> 00:12:48.500]  但是 我可以向
[00:12:48.500 --> 00:12:52.140]  幫得了你的這位天父 去禱告呢
[00:12:52.140 --> 00:12:57.100]  很多的難處 透過禱告 你們為我去交託
[00:12:57.100 --> 00:12:59.140]  求神來引領 幫助我
[00:12:59.140 --> 00:13:01.300]  咦 他們就明白
[00:13:01.300 --> 00:13:03.820]  原來爸爸是那麼的不容易
[00:13:03.820 --> 00:13:06.260]  作為爸爸的很多時候也明白
[00:13:06.260 --> 00:13:09.300]  哦 原來孩子在學校裡面
[00:13:09.300 --> 00:13:12.300]  還遇到了這樣一點的難處
[00:13:12.580 --> 00:13:15.180]  神呢 就透過智慧
[00:13:15.180 --> 00:13:18.100]  就把這些的管道 就打開了
[00:13:18.100 --> 00:13:20.540]  大家的心呢 就打開了
[00:13:20.540 --> 00:13:24.140]  真誠的分享
[00:13:24.140 --> 00:13:28.260]  還有第三點了 要講到的就是
[00:13:28.260 --> 00:13:31.740]  我們要有 真理的教導
[00:13:31.740 --> 00:13:34.300]  這節經文呢 告訴我們
[00:13:34.300 --> 00:13:36.060]  你們也曉得
[00:13:36.060 --> 00:13:38.820]  我們怎麼樣 卻免你們
[00:13:38.820 --> 00:13:42.260]  安慰你們 囑咐你們
[00:13:42.540 --> 00:13:46.060]  這裡呢 不是說到 父親有道理
[00:13:46.060 --> 00:13:49.140]  父親有權威 父親是給
[00:13:49.140 --> 00:13:52.180]  零花錢的那一個 就站在一個
[00:13:52.180 --> 00:13:55.740]  高地啊 就站在一個審判台
[00:13:55.740 --> 00:13:59.060]  去論斷孩子們了 你這樣做的不對
[00:13:59.060 --> 00:14:00.940]  你這樣做的不好
[00:14:00.940 --> 00:14:03.540]  孩子也有成長的過程嘛
[00:14:03.540 --> 00:14:06.820]  所以 他到後面保羅 他用了這樣一句
[00:14:06.820 --> 00:14:08.740]  好像什麼
[00:14:10.100 --> 00:14:13.660]  父親 待自己的兒女一樣
[00:14:13.660 --> 00:14:17.980]  因著有這樣一個 父親對兒女的
[00:14:17.980 --> 00:14:19.140]  這樣一個心
[00:14:19.140 --> 00:14:20.820]  不是去斥責
[00:14:20.820 --> 00:14:23.940]  而是去安慰 勸勉
[00:14:23.940 --> 00:14:25.180]  和囑咐
[00:14:25.180 --> 00:14:29.940]  我們再來看 真理的教導的時候
[00:14:29.940 --> 00:14:32.700]  其實 主耶穌基督也是同樣
[00:14:32.700 --> 00:14:35.900]  雖然 祂的門徒啊 特別我們今天
[00:14:35.900 --> 00:14:38.500]  參加 侍奉的 侍奉人員啊
[00:14:38.500 --> 00:14:39.980]  我們也看到
[00:14:39.980 --> 00:14:43.020]  耶穌在帶領祂的門徒裡面
[00:14:43.020 --> 00:14:46.100]  祂的門徒 很多的悖逆
[00:14:46.100 --> 00:14:48.180]  很多時候的不理解
[00:14:48.180 --> 00:14:51.460]  很多時候的不相信 小信
[00:14:51.460 --> 00:14:54.340]  但 耶穌基督就用一個
[00:14:54.340 --> 00:14:57.540]  為父的心 去勸勉
[00:14:57.540 --> 00:14:59.820]  安慰 和囑咐
[00:14:59.820 --> 00:15:04.060]  包括 寫這封書信的保羅
[00:15:04.060 --> 00:15:07.740]  他也是經歷了神這樣一個大的恩典
[00:15:07.820 --> 00:15:10.020]  把他緩回回來的
[00:15:10.020 --> 00:15:13.740]  所以 這樣一顆 像父親一樣
[00:15:13.740 --> 00:15:16.740]  為父的心 就重在了
[00:15:16.740 --> 00:15:18.980]  保羅的心目當中了
[00:15:18.980 --> 00:15:23.100]  我相信 我們很多弟兄姊妹呢
[00:15:23.100 --> 00:15:26.620]  在職場上面 都是有權柄
[00:15:26.620 --> 00:15:30.500]  有權威 都是領袖和領導
[00:15:30.500 --> 00:15:33.660]  大家有的時候呢 在孩子的教養當中
[00:15:33.660 --> 00:15:36.140]  就發現了一個不同點了
[00:15:36.140 --> 00:15:39.020]  有的時候 我們分析的時候 也分享到
[00:15:39.020 --> 00:15:42.140]  也聽到 大家的這樣一個回饋
[00:15:42.140 --> 00:15:44.860]  哎呀 你說奇怪不奇怪
[00:15:44.860 --> 00:15:48.620]  我在公司 幾百號人
[00:15:48.620 --> 00:15:51.220]  被我安排得緊緊有條
[00:15:51.220 --> 00:15:53.300]  處理得滴水不漏
[00:15:53.300 --> 00:15:56.540]  就是回來搞不定這一兩個孩子
[00:15:56.540 --> 00:15:58.940]  呵呵 為什麼
[00:15:58.940 --> 00:16:02.180]  為什麼 因為 你的位分
[00:16:02.180 --> 00:16:04.660]  不同嘛 你在公司的時候
[00:16:04.660 --> 00:16:07.500]  你是一個 老闆的一個身份
[00:16:07.500 --> 00:16:09.340]  一個領袖的身份
[00:16:09.340 --> 00:16:12.420]  這些員工不用跟你回家
[00:16:12.420 --> 00:16:15.300]  沒有跟你建立這樣一個長遠的關係嘛
[00:16:15.300 --> 00:16:19.020]  他們可能現在順服你 聽你的話
[00:16:19.020 --> 00:16:23.300]  可能下了班以後 可能還背後說你幾句壞話
[00:16:23.300 --> 00:16:25.620]  表面上的順服
[00:16:25.620 --> 00:16:29.780]  但是呢 從孩子的這一點來看到
[00:16:29.780 --> 00:16:32.340]  其實 主耶穌基督
[00:16:32.340 --> 00:16:34.860]  把我們放在每一個崗位上
[00:16:34.860 --> 00:16:37.740]  也是有祂的一個旨意
[00:16:37.740 --> 00:16:39.180]  和祂的用心
[00:16:39.180 --> 00:16:42.940]  不是說 我們只是在家 才有這樣一個
[00:16:42.940 --> 00:16:45.660]  為父的心啊 包括我們在
[00:16:45.660 --> 00:16:46.980]  職場上面
[00:16:46.980 --> 00:16:51.700]  同樣 也要有一個為父的心
[00:16:51.700 --> 00:16:54.220]  好像父親 帶自己的
[00:16:54.220 --> 00:16:55.500]  兒女一樣
[00:16:55.500 --> 00:16:59.660]  有這樣一個關係的時候 你就會發現
[00:17:00.140 --> 00:17:02.380]  雖然我多花了時間
[00:17:02.380 --> 00:17:05.460]  但是 我們整個團隊的
[00:17:05.460 --> 00:17:06.620]  默契
[00:17:06.620 --> 00:17:09.500]  忠誠度 歸屬感
[00:17:09.500 --> 00:17:13.620]  是其他團隊 不能比擬的
[00:17:13.620 --> 00:17:16.820]  甚至你也會發現 上帝把我放到
[00:17:16.820 --> 00:17:18.220]  這個團隊當中
[00:17:18.220 --> 00:17:21.620]  我為上帝 得仁了
[00:17:21.620 --> 00:17:25.380]  因著我的多百善 勸勉
[00:17:25.380 --> 00:17:28.700]  付出 和囑咐 他們也願意
[00:17:28.700 --> 00:17:31.900]  來信 我們的這樣一個
[00:17:31.900 --> 00:17:32.900]  父神
[00:17:32.900 --> 00:17:34.300]  同樣
[00:17:34.300 --> 00:17:37.740]  也就祝福到了這些員工
[00:17:37.740 --> 00:17:40.700]  他們千千萬萬的家庭當中
[00:17:40.700 --> 00:17:43.780]  就把這個世界的價值觀
[00:17:43.780 --> 00:17:46.740]  整個的扭轉了過來
[00:17:46.740 --> 00:17:50.940]  好 我們看到真理的教導
[00:17:50.940 --> 00:17:53.220]  我們接下來也要看
[00:17:53.220 --> 00:17:56.020]  我們還要有一個
[00:17:56.020 --> 00:17:58.180]  真實的板樣
[00:17:58.860 --> 00:18:01.220]  啊 這裡就講到了
[00:18:01.220 --> 00:18:04.180]  它是無可指責啊 也是
[00:18:04.180 --> 00:18:06.660]  你們可以做見證 上帝
[00:18:06.660 --> 00:18:09.460]  甚至上帝也可以做見證的
[00:18:09.460 --> 00:18:12.540]  是何等的聖潔和公義的
[00:18:12.540 --> 00:18:15.540]  我們這個世代 其實
[00:18:15.540 --> 00:18:18.420]  不是一個缺乏板樣的
[00:18:18.420 --> 00:18:19.420]  一個世代
[00:18:19.420 --> 00:18:23.620]  你需要任何的板樣 你看新聞
[00:18:23.620 --> 00:18:26.540]  你上網 什麼都可以
[00:18:26.540 --> 00:18:27.540]  找得到
[00:18:27.820 --> 00:18:30.820]  學業方面的板樣 工作
[00:18:30.820 --> 00:18:33.860]  敬業方面的板樣 甚至信仰方面
[00:18:33.860 --> 00:18:36.860]  你敬錢 愛主的板樣
[00:18:36.860 --> 00:18:38.580]  你可以找到很多
[00:18:38.580 --> 00:18:40.540]  但是在這裡呢
[00:18:40.540 --> 00:18:44.900]  給的是一個要真實的板樣
[00:18:44.900 --> 00:18:48.380]  可以觸摸得到 孩子要看得到
[00:18:48.380 --> 00:18:51.580]  你的轉化 甚至感受到
[00:18:51.580 --> 00:18:54.380]  你有的時候 甚至有掙扎
[00:18:54.380 --> 00:18:56.900]  但是你願意擺上
[00:18:57.300 --> 00:18:59.300]  和孩子們一起同行
[00:18:59.300 --> 00:19:01.380]  的那種的板樣
[00:19:01.380 --> 00:19:04.580]  我們接下來再來看
[00:19:04.580 --> 00:19:07.980]  有一句話是這樣說的
[00:19:07.980 --> 00:19:11.460]  父母是孩子的一面鏡子
[00:19:11.460 --> 00:19:15.060]  孩子的樣子就投射了父母的
[00:19:15.060 --> 00:19:18.220]  各種的表現出來了 孩子呢
[00:19:18.220 --> 00:19:20.260]  是父母的影子
[00:19:20.260 --> 00:19:23.180]  你怎麼樣走這條人生的道路
[00:19:23.180 --> 00:19:25.700]  他也跟著你怎麼樣去走了
[00:19:26.100 --> 00:19:28.100]  所以你的板樣是怎麼樣
[00:19:28.100 --> 00:19:30.500]  也直接的影響到
[00:19:30.500 --> 00:19:33.780]  你帶領 跟隨的這些
[00:19:33.780 --> 00:19:36.500]  孩子們 他們的一個生命
[00:19:36.500 --> 00:19:39.140]  將會有一個怎麼樣的去呈現
[00:19:39.140 --> 00:19:43.180]  第五點 接下來的第五點
[00:19:43.180 --> 00:19:46.180]  這裡講到了 真實的板樣了
[00:19:46.180 --> 00:19:47.780]  第五點要講到
[00:19:47.780 --> 00:19:50.500]  正確的目標
[00:19:50.500 --> 00:19:53.700]  我們基督徒非常的感恩
[00:19:53.700 --> 00:19:57.060]  因著耶穌基督的道臣肉身啊 將士啊
[00:19:57.060 --> 00:19:59.900]  把整個救贖 把祂的啟示
[00:19:59.900 --> 00:20:02.180]  完完全全的告訴祂的門徒
[00:20:02.180 --> 00:20:06.020]  透過聖經告訴我們 透過聖靈來感動了我們
[00:20:06.020 --> 00:20:10.180]  我們都是知道 以後我們的方向
[00:20:10.180 --> 00:20:12.740]  是要進神的國 是要得
[00:20:12.740 --> 00:20:14.380]  上帝榮耀的人
