
[00:00:00.000 --> 00:00:06.000]   - Hey, hello everyone.
[00:04:57.000 --> 00:05:01.000]   I know a lot of you judge me for that.
[00:05:01.000 --> 00:05:02.000]   And I'm that kind of person.
[00:05:02.000 --> 00:05:07.000]   And I'll tell you why, because I don't like to waste emotional investment
[00:05:07.000 --> 00:05:10.000]   on characters that I know will turn bad or that they will die.
[00:05:10.000 --> 00:05:13.000]   I just want to know who the bad guys are and the good guys are.
[00:05:13.000 --> 00:05:16.000]   I want to know how the story ends so I'm not filled with anxiety.
[00:05:16.000 --> 00:05:20.000]   And I know that's frowned upon from a lot of people.
[00:05:20.000 --> 00:05:23.000]   But when I watch those films, when I found out,
[00:05:23.000 --> 00:05:24.000]   I found out where the Dumbledore dies,
[00:05:24.000 --> 00:05:26.000]   I found out where the Frodo gives up his ring,
[00:05:26.000 --> 00:05:28.000]   when I found out all these things,
[00:05:28.000 --> 00:05:34.000]   I watch it with a much more relaxed state of mind because I know the ending.
[00:05:34.000 --> 00:05:36.000]   And I remind myself of that story all the time.
[00:05:36.000 --> 00:05:40.000]   I remind myself that's what I'm like all the time because I think as believers,
[00:05:40.000 --> 00:05:42.000]   that's what we should be like.
[00:05:42.000 --> 00:05:46.000]   When we see this world going up and down, turning upside down,
[00:05:46.000 --> 00:05:51.000]   and just completely being so uncertain, we remind ourselves, wait,
[00:05:51.000 --> 00:05:53.000]   we know the ending.
[00:05:53.000 --> 00:05:56.000]   We know that Jesus is coming back.
[00:05:56.000 --> 00:05:59.000]   So that should fill us with hope.
[00:05:59.000 --> 00:06:03.000]   And Peter talks about a living hope.
[00:06:03.000 --> 00:06:04.000]   Let me just forward this.
[00:06:04.000 --> 00:06:09.000]   What does it mean that he says that we are born into a living hope?
[00:06:09.000 --> 00:06:13.000]   And that is what I'm going to try and unpack today as we go through verses 3 to 12.
[00:06:13.000 --> 00:06:19.000]   And if you have a quick scan of this passage here, it is completely packed.
[00:06:19.000 --> 00:06:23.000]   Peter is kind of just coming out with it all in one go.
[00:06:23.000 --> 00:06:25.000]   It's almost as if he's not even coming up for air.
[00:06:25.000 --> 00:06:26.000]   He's just packing it all in.
[00:06:26.000 --> 00:06:28.000]   And there are so many truths in there.
[00:06:28.000 --> 00:06:33.000]   I want to take a little bit of time to go through each one to see what he actually means.
[00:06:33.000 --> 00:06:37.000]   You see, when he talks about a living hope, he's using the word "el-peace,"
[00:06:37.000 --> 00:06:43.000]   which is, again, it's a joyful expectation of eternal salvation.
[00:06:43.000 --> 00:06:44.000]   It's a joyful one.
[00:06:44.000 --> 00:06:46.000]   He's like, oh, this hope is living.
[00:06:46.000 --> 00:06:48.000]   What does that really mean?
[00:06:48.000 --> 00:06:52.000]   It means that actually Jesus rose from the dead.
[00:06:52.000 --> 00:06:57.000]   God raised Jesus from the dead, which means he can raise us from the dead,
[00:06:57.000 --> 00:07:02.000]   which means death isn't the end, which means there is something beyond the grave.
[00:07:02.000 --> 00:07:04.000]   There is something beyond this world.
[00:07:04.000 --> 00:07:07.000]   There is something beyond what we can see.
[00:07:07.000 --> 00:07:09.000]   And what is that?
[00:07:09.000 --> 00:07:12.000]   The resurrection of Jesus is what it is.
[00:07:12.000 --> 00:07:14.000]   And that is so key.
[00:07:14.000 --> 00:07:18.000]   And actually, he says that is the most important, important thing.
[00:07:18.000 --> 00:07:25.000]   The Apostle Paul talks about this in 1 Corinthians 15, how the resurrection of Jesus is of first importance.
[00:07:25.000 --> 00:07:32.000]   In fact, if Jesus isn't raised from the dead, our faith is in vain, our faith is futile,
[00:07:32.000 --> 00:07:36.000]   and even me preaching right here is in vain.
[00:07:36.000 --> 00:07:40.000]   That is the key to all of it, the resurrection of Jesus.
[00:07:40.000 --> 00:07:45.000]   Because he rose from the dead, we have a living hope.
[00:07:45.000 --> 00:07:52.000]   I want to pause right there and just ask you, how often, how regularly do you allow yourself to just remind yourself of that truth,
[00:07:52.000 --> 00:07:59.000]   that Jesus came and defeated death and that he is alive right now?
[00:07:59.000 --> 00:08:03.000]   Because that is the most important part to your faith.
[00:08:03.000 --> 00:08:09.000]   Not that Christianity makes historical sense, not that it makes you feel comfortable when you are going through bad times.
[00:08:09.000 --> 00:08:14.000]   No, we believe, we are Christians because Jesus rose from the dead.
[00:08:14.000 --> 00:08:16.000]   And that is the most important thing.
[00:08:16.000 --> 00:08:18.000]   And Romans 6, 4 talks about this.
[00:08:18.000 --> 00:08:24.000]   Therefore, we have been buried with him by baptism into death, so that just as Christ was raised from the dead by the glory of the Father,
[00:08:24.000 --> 00:08:28.000]   we too might walk in the newness of life.
[00:08:28.000 --> 00:08:32.000]   And so we have a living hope, a living hope.
[00:08:32.000 --> 00:08:36.000]   That word living also implies that it is growing.
[00:08:36.000 --> 00:08:38.000]   I want to ask you this.
[00:08:38.000 --> 00:08:43.000]   Has your hope been growing as you've been a believer?
[00:08:43.000 --> 00:08:48.000]   As you've been growing in the faith, have you been growing in hope?
[00:08:48.000 --> 00:08:51.000]   Because that's key, because it is a living hope.
[00:08:51.000 --> 00:08:56.000]   It's interesting because how much we hope is almost tied into how spiritually mature we are.
[00:08:56.000 --> 00:09:02.000]   Have you noticed the people who are maybe closer to life's end, who are maybe more spiritually mature,
[00:09:02.000 --> 00:09:07.000]   they are always the ones who are filled with the most hope.
[00:09:07.000 --> 00:09:11.000]   Because they know what they're -- they know what to expect.
[00:09:11.000 --> 00:09:13.000]   Because they see that eternal salvation.
[00:09:13.000 --> 00:09:17.000]   Recently in our communities we've had people who have succumbed to cancer.
[00:09:17.000 --> 00:09:22.000]   But their stories have all been inspiring to all of us who have less suffering.
[00:09:22.000 --> 00:09:24.000]   Why?
[00:09:24.000 --> 00:09:26.000]   Because they've been filled with hope.
[00:09:26.000 --> 00:09:31.000]   They've been filled with a living hope and our peace, which is even when they are getting close to death,
[00:09:31.000 --> 00:09:38.000]   they have this joyful expectation that they are eternally saved.
[00:09:38.000 --> 00:09:42.000]   So what does it mean for us to have living hope?
[00:09:42.000 --> 00:09:46.000]   That's the question I want to tackle today as we look at these verses.
[00:09:46.000 --> 00:09:49.000]   What does it mean for us to have living hope?
[00:09:49.000 --> 00:09:56.000]   And the Apostle Peter talks about this and he goes through it and really he ties down living hope with three things
[00:09:56.000 --> 00:09:59.000]   that I wanted to kind of show us all today.
[00:09:59.000 --> 00:10:01.000]   He ties it down with three themes.
[00:10:01.000 --> 00:10:06.000]   Now, verses 3 to 5, he talks about an inheritance.
[00:10:06.000 --> 00:10:10.000]   And then he talks about suffering in verses 6 to 7.
[00:10:10.000 --> 00:10:13.000]   And then finally he talks about salvation.
[00:10:13.000 --> 00:10:19.000]   And these three words here, which are all very Christian-y kind of words, right, he ties them into hope.
[00:10:19.000 --> 00:10:24.000]   And what he's saying is if you want to have living hope, if you hold on to that living hope,
[00:10:24.000 --> 00:10:26.000]   you also need to hold on to these three things.
[00:10:26.000 --> 00:10:33.000]   And in this very packed passage between verses 3 to 12, he talks about why we can have living hope.
[00:10:33.000 --> 00:10:40.000]   And he bases it on these three points, our inheritance, the suffering that we go through, and salvation.
[00:10:40.000 --> 00:10:44.000]   And those are familiar words, but maybe tricky to remember sometimes.
[00:10:44.000 --> 00:10:50.000]   So I've turned them into maybe words that are easier to remember.
[00:10:50.000 --> 00:10:56.000]   And what he's saying is he's tying living hope into three main facts that you need to remember.
[00:10:56.000 --> 00:11:02.000]   If you want to be as hopeful as you can be, if you want to max out on your hope tank,
[00:11:02.000 --> 00:11:04.000]   you need to remember these three things.
[00:11:04.000 --> 00:11:05.000]   And what are they?
[00:11:05.000 --> 00:11:09.000]   One is that we have a reward that's waiting for us, that we will be rewarded.
[00:11:09.000 --> 00:11:12.000]   Number two, that we are being refined.
[00:11:12.000 --> 00:11:17.000]   And number three, that we have also been rescued.
[00:11:17.000 --> 00:11:20.000]   Rewarded, refined, rescued.
[00:11:20.000 --> 00:11:25.000]   And I want to go through each of these as it ties into what he's saying here in scripture.
[00:11:25.000 --> 00:11:28.000]   We need to remember this because if we're going to have a living hope,
[00:11:28.000 --> 00:11:33.000]   we need to remember that we have already been rewarded and we will already be rewarded.
[00:11:33.000 --> 00:11:40.000]   We are currently, constantly being refined and that we are also being rescued.
[00:11:40.000 --> 00:11:45.000]   The first one is here, rewarded through inheritance.
[00:11:45.000 --> 00:11:48.000]   Verses three to five, he talks about it in this way.
[00:11:48.000 --> 00:11:55.000]   To an inheritance that is imperishable, undefiled and unfading, kept in heaven for you,
[00:11:55.000 --> 00:12:03.000]   who by God's power are being guarded through faith for a salvation ready to be revealed in the last time.
[00:12:03.000 --> 00:12:09.000]   Again, just a completely packed verse there of what it is that we have this.
[00:12:09.000 --> 00:12:13.000]   The object of our hope is an inheritance that we have.
[00:12:13.000 --> 00:12:15.000]   And what is this inheritance?
[00:12:15.000 --> 00:12:26.000]   Now, again, this is a modern day interpretation of the word inheritance is something that you get after the person who's passing it down to you dies, passes away.
[00:12:26.000 --> 00:12:32.000]   Maybe a parent has an inheritance to pass to you, but you only get it once they pass away.
[00:12:32.000 --> 00:12:39.000]   But the way the Apostle Peter is talking about it, or maybe the way that it was understood and received by the audience back then was different
[00:12:39.000 --> 00:12:42.000]   because the word inheritance back then meant a slightly different thing.
[00:12:42.000 --> 00:12:48.000]   It wasn't that you could only get it once that person passes away, but in some ways it's already yours.
[00:12:48.000 --> 00:12:50.000]   There's a difference there. It's already yours.
[00:12:50.000 --> 00:12:57.000]   If you think about the parable of the prodigal son, you've got the son who kind of goes to the father and says, hey, I want my inheritance now.
[00:12:57.000 --> 00:13:01.000]   It belongs to me now and I want to take it.
[00:13:01.000 --> 00:13:06.000]   So it's slightly different to the way we talk about it.
[00:13:06.000 --> 00:13:13.000]   Now, if we have a look at this word, it's interesting because it says this one, this inheritance is imperishable, undefiled and unfading.
[00:13:13.000 --> 00:13:22.000]   And I want to go through each one. But to start with, I just want you to remember that you have this inheritance right now.
[00:13:22.000 --> 00:13:28.000]   Some of you again, I've talked about this before. Some of you will know that my brother and I, we come from a, our family is from Hong Kong.
[00:13:28.000 --> 00:13:31.000]   It's from the New Territories, very close to where John and Sandra live.
[00:13:31.000 --> 00:13:36.000]   And some people live out there in Yuen Long and we're village people, actually.
[00:13:36.000 --> 00:13:44.000]   And there was a colonial law that came about in, I think it was 1972, which is, I don't know what the English name is.
[00:13:44.000 --> 00:13:47.000]   The Chinese name is, it's like a small house policy.
[00:13:47.000 --> 00:13:54.000]   It's basically the government, the colonial government allowing the villagers to basically build a small house for themselves.
[00:13:54.000 --> 00:13:58.000]   And Chinese is called a ding kun. And this ding kun is very interesting.
[00:13:58.000 --> 00:14:04.000]   It's only, it's only accessible by people who are village people.
[00:14:04.000 --> 00:14:14.000]   And basically every male that is born into a family, a village family, has this ding kun, this right to build.
[00:14:14.000 --> 00:14:21.000]   And it's yours from the moment that you're born and that you, but you only activate it, you only can activate it when you're an adult, when you're 18 years old.
[00:14:21.000 --> 00:14:29.000]   And in some way it reminded me of this inheritance that we have, which is the moment that we're born and we're here, we're talking about being born again into being a Christian.
[00:14:29.000 --> 00:14:33.000]   We already have it. This inheritance is already ours.
[00:14:33.000 --> 00:14:37.000]   It already has our name on it. Now, it is yet to be fully activated.
[00:14:37.000 --> 00:14:43.000]   And we're waiting for that to be activated when either we meet the Lord, when we go to him or when Jesus returns again.
[00:14:43.000 --> 00:14:52.000]   But in the same way, that is what the inheritance that the Bible is talking about, something that you already own, that already has your name on.
[00:14:52.000 --> 00:14:57.000]   And this one is imperishable, undefiled and unfading.
[00:14:57.000 --> 00:15:02.000]   It's imperishable meaning that it's not subject to being worn out or decay.
[00:15:02.000 --> 00:15:05.000]   It's untouched by death. It will not perish.
[00:15:05.000 --> 00:15:12.000]   Number two, it's undefiled. It's unstained and unpolluted by sin and evil and of the world.
[00:15:12.000 --> 00:15:20.000]   And finally, it's unfading. It will never fade away or ever wither or grow dim or lose its beauty.
[00:15:20.000 --> 00:15:25.000]   It's unimpaired by time. And what it's kept in heaven for you.
[00:15:25.000 --> 00:15:29.000]   It's like this active way of being preserved for you.
[00:15:29.000 --> 00:15:37.000]   It's kept in heaven for you by God. It's in the safe custody with God and ready to be revealed on the last day.
[00:15:37.000 --> 00:15:42.000]   God himself is guarding your inheritance.
[00:15:42.000 --> 00:15:49.000]   Can we just let that seep in that you have something, you have a reward that is awaiting you, that already has your name on,
[00:15:49.000 --> 00:15:57.000]   that is imperishable, undefiled and unfading and is being shielded and preserved in heaven for you.
[00:15:57.000 --> 00:16:01.000]   Now, that doesn't give you hope, then I don't know what does.
[00:16:01.000 --> 00:16:06.000]   But somehow we forget that, right? We forget that we already have this inheritance.
[00:16:06.000 --> 00:16:14.000]   We forget that we have been rewarded and that we will be rewarded and that it will be fully activated in the end times.
[00:16:14.000 --> 00:16:18.000]   That is the first part to having a living hope.
[00:16:18.000 --> 00:16:28.000]   And what Peter is doing here is he's actually enticing us to read about this and to think about the relationship between the present and the future.
[00:16:28.000 --> 00:16:31.000]   Now, just a bit more context about one Peter.
[00:16:31.000 --> 00:16:39.000]   Peter is writing to the exiles. So he's writing to the dispersed Christians and they're all going through some kind of trials, persecution.
[00:16:39.000 --> 00:16:42.000]   The Romans are still after them. The Pharisees are still after them.
[00:16:42.000 --> 00:16:47.000]   So they're going through a lot of tough time. And he's writing that with that in mind.
[00:16:47.000 --> 00:16:54.000]   And he's saying to them, just remember that you were born into a living hope, that you have an inheritance that is going to come back.
[00:16:54.000 --> 00:17:02.000]   What he's saying is that you need to remember and connect what's happening right now and what's happening in the future.
[00:17:02.000 --> 00:17:10.000]   I recently heard a quote that there's two most important days to someone's life.
[00:17:10.000 --> 00:17:17.000]   Today and that day. To a believer, those are the most important days. Today and that day.
[00:17:17.000 --> 00:17:22.000]   What is that day? That is the day that we meet. That is the day when Jesus returns.
[00:17:22.000 --> 00:17:32.000]   And why is that important? Because the way you perceive that day, how real that day is to you, impacts your today.
[00:17:32.000 --> 00:17:42.000]   How you live, how you think and remember about eternity with Jesus impacts the way you live today in this reality here.
[00:17:42.000 --> 00:17:51.000]   So my question to you when I'm asking you how hopeful are you really starts with the question of how eternally minded are you?
[00:17:51.000 --> 00:17:59.000]   How much are you living for that day? Because if you remember that day every day, it will impact your today.
[00:17:59.000 --> 00:18:09.000]   So maybe that's my first question. How how much have you let that fact seep into your heart and your soul and your mind?
[00:18:09.000 --> 00:18:17.000]   That you have an inheritance that is waiting for you, that there is soon coming a kingdom of heaven that is imperishable, undefiled and unfading.
[00:18:17.000 --> 00:18:22.000]   That God himself is preserving it for you, keeping it in heaven ready for you.
[00:18:22.000 --> 00:18:30.000]   That is the first that is the first key point that Peter talks about in this passage about how we maintain that living hope.
[00:18:30.000 --> 00:18:46.000]   The second one is this refined. And he says this in this you rejoice, though now for a little while, if necessary, you have been grieved by various trials so that the tested genuineness of your faith, more precious than gold, that perishes, though it is tested by fire.
[00:18:46.000 --> 00:18:51.000]   May be found to result in praise and glory and honor at the revelation of Jesus Christ.
[00:18:51.000 --> 00:19:00.000]   And again, that's just completely packed. But he's saying here, I know that you exiles are being grieved by various trials.
[00:19:00.000 --> 00:19:06.000]   But in some ways, he's saying to have living hope, you will no doubt have some trials.
[00:19:06.000 --> 00:19:13.000]   And maybe just have to think now, is anyone going through any trials? Are you going to tell us how is life for you right now?
[00:19:13.000 --> 00:19:19.000]   And if you can say, you know what, life isn't going too well. There are things that I'm really struggling with. There are challenges that I'm having.
[00:19:19.000 --> 00:19:26.000]   Well, actually, what Peter is saying here is those challenges that you're facing are the prerequisites to hope.
[00:19:26.000 --> 00:19:35.000]   Romans 5, Paul talks about this. He's saying, how do you get hope? You start from suffering and then you have endurance and then you have character and then you finally have hope.
[00:19:35.000 --> 00:19:41.000]   It's almost saying that in order to have hope, you will go through challenges.
[00:19:41.000 --> 00:19:47.000]   And Peter himself talks about this later. He says, don't be surprised when you have fiery trials.
[00:19:47.000 --> 00:19:54.000]   But we do that, right? As believers, we sometimes think life should be just easy and when we're with God, we should just completely be blessed.
[00:19:54.000 --> 00:20:03.000]   But when something happens, we're like, why is something bad happening to me? That doesn't make sense. I don't deserve this. Why me, God?
[00:20:03.000 --> 00:20:08.000]   And Peter is telling us, don't be surprised when you have fiery trials.
[00:20:08.000 --> 00:20:15.000]   It's part of what we do. The Apostle James talks about this. Count it all joy when you go through these trials.
[00:20:15.000 --> 00:20:20.000]   Jesus himself promised, take heart, for in this world you will have trouble.
[00:20:20.000 --> 00:20:24.000]   You will have trouble, but take heart for I have overcome the world.
[00:20:24.000 --> 00:20:29.000]   So what I want to really bring home is if we're to have this living hope.
[00:20:29.000 --> 00:20:39.000]   We have to go through trials. And these last two years have been testing for those of us living in Hong Kong and living in this whole world.
[00:20:39.000 --> 00:20:49.000]   But actually, something that I'm learning myself, maybe it's a New Year's resolution for me is as I'm facing these trials, I need to try and count them all as joy.
[00:20:49.000 --> 00:20:54.000]   In this, you rejoice, though now for a little while, if necessary, you have been grieved.
[00:20:54.000 --> 00:21:04.000]   Paul talks about this. He says those light momentary afflictions that you have right now are nothing, are nothing compared to the eternal weight of glory,
[00:21:04.000 --> 00:21:14.000]   are nothing compared to the inheritance that awaits you, that is being kept for you, the inheritance that is imperishable, undefiled and unfading.
[00:21:14.000 --> 00:21:18.000]   We remember that being a Christian does not mean we're going to have an easy life.
[00:21:18.000 --> 00:21:26.000]   But in fact, instead of asking, God, why me? The question I'm learning to ask now is, God, why now?
[00:21:26.000 --> 00:21:31.000]   Why have you allowed this to happen? And what is there that you are doing?
[00:21:31.000 --> 00:21:34.000]   And what is there that you are wanting me to learn?
[00:21:34.000 --> 00:21:42.000]   So as believers, actually, God requires us, God asks of us to embrace the suffering, to embrace the various trials,
[00:21:42.000 --> 00:21:49.000]   because he wants us to learn something from it, to grow from it, to be refined.
[00:21:49.000 --> 00:22:01.000]   It says, you know, verse seven, "So that the tested genuineness of your faith, more precious than gold, that perishes, though it is tested by fire."
[00:22:01.000 --> 00:22:05.000]   Some of us feel like we're going through the fire.
[00:22:05.000 --> 00:22:10.000]   But actually, it's so biblical. In fact, so many books in the Bible talk about suffering.
[00:22:10.000 --> 00:22:15.000]   If you look at this book, this book, nowhere in this book says there will be no suffering.
[00:22:15.000 --> 00:22:20.000]   In fact, all the people in the Bible go through suffering.
[00:22:20.000 --> 00:22:25.000]   But somehow, if you're like me, sometimes I'm thinking suffering shouldn't happen to me.
[00:22:25.000 --> 00:22:29.000]   Yet actually, God uses suffering to refine us.
[00:22:29.000 --> 00:22:35.000]   And again, I've shared this story before. It's such a powerful one for me.
[00:22:35.000 --> 00:22:45.000]   There's a passage in the Old Testament, Malachi, Malachi, chapter three, and it says this, "He will sit as a refiner and purifier of silver.
[00:22:45.000 --> 00:22:51.000]   He will purify the Levites and refine them like gold and silver.
[00:22:51.000 --> 00:22:55.000]   Then the Lord will have men who will bring offerings in righteousness."
[00:22:55.000 --> 00:23:00.000]   I want to share with you a little devotional, a little story that was written about this passage here.
[00:23:00.000 --> 00:23:07.000]   You know, "He will sit as a refiner and purifier of silver." And I want to read it to you.
[00:23:07.000 --> 00:23:12.000]   The story goes like this. "A woman had read this verse, Malachi 3, and was puzzled by it.
[00:23:12.000 --> 00:23:16.000]   So she decided to go and visit a silversmith to find out how he did his work.
[00:23:16.000 --> 00:23:22.000]   As she watched the silversmith, he held a piece of silver over the fire and let it heat up.
[00:23:22.000 --> 00:23:29.000]   He explained that in refining silver, one needed to hold the silver in the middle of the fire where the flames were hottest.
[00:23:29.000 --> 00:23:36.000]   That way it would burn out all the impurities. She began to think about God, often placing us in a really hot spot.
[00:23:36.000 --> 00:23:42.000]   Then she thought again about the verse that he sits as a refiner and purifier of silver.
[00:23:42.000 --> 00:23:48.000]   She then asked the silversmith if it was true that he had to sit there in front of the fire the whole time silver was being refined.
[00:23:48.000 --> 00:23:52.000]   The man said, yes, I have to sit there. He not only had to sit there holding the silver,
[00:23:52.000 --> 00:23:56.000]   but he had to keep his eyes on the silver the entire time it was in the fire.
[00:23:56.000 --> 00:24:02.000]   Because if the silver was left even a moment too long in the flames, it would be destroyed.
[00:24:02.000 --> 00:24:06.000]   The moment was silent for a moment. Then she asked the silversmith,
[00:24:06.000 --> 00:24:11.000]   "How do you know when the silver is fully refined?" He said, "Oh, that's easy.
[00:24:11.000 --> 00:24:15.000]   When I see my image in it."
[00:24:15.000 --> 00:24:19.000]   Can you see that God is kind of like the silversmith?
[00:24:19.000 --> 00:24:28.000]   Who places us in the fire to refine us, to let all the impurities rise up and leave us.
[00:24:28.000 --> 00:24:35.000]   And he stays close to us because he knows exactly when to remove you from that trial, from that fire.
[00:24:35.000 --> 00:24:40.000]   And if he's not taking you out just yet, then there is still something that needs to be done.
[00:24:40.000 --> 00:24:46.000]   That he is still refining you to the point where he gets to see himself in you.
