
[00:00:00.000 --> 00:00:02.000]  謝謝Narissa牧師
[00:01:14.000 --> 00:01:16.000]  和按著祢心意的去宣講
[00:01:16.000 --> 00:01:18.000]  求祢真理的靈
[00:01:18.000 --> 00:01:20.000]  照亮我們每一顆的心
[00:01:20.000 --> 00:01:22.000]  開我們的眼
[00:01:22.000 --> 00:01:24.000]  開我們的耳朵
[00:01:24.000 --> 00:01:26.000]  幫助我們去明白
[00:01:26.000 --> 00:01:28.000]  上帝祢想我們每一個
[00:01:28.000 --> 00:01:30.000]  去明白的事情
[00:01:30.000 --> 00:01:32.000]  禱告奉主命求
[00:01:32.000 --> 00:01:34.000]  今天我們要看的
[00:01:34.000 --> 00:01:36.000]  是第十章
[00:01:36.000 --> 00:01:38.000]  一至十一節
[00:01:38.000 --> 00:01:40.000]  之前我們已經看過
[00:01:40.000 --> 00:01:42.000]  六印然後去到第七印
[00:01:42.000 --> 00:01:44.000]  有六位的天時
[00:01:44.000 --> 00:01:46.000]  翠號
[00:01:46.000 --> 00:01:48.000]  而在第六之號之後
[00:01:48.000 --> 00:01:50.000]  這個段落即是今天會看的第十章
[00:01:50.000 --> 00:01:52.000]  其實就是
[00:01:52.000 --> 00:01:54.000]  我們第七號之前的插段
[00:01:54.000 --> 00:01:56.000]  是呀!很有趣的
[00:01:56.000 --> 00:01:58.000]  在啟示錄裏面
[00:01:58.000 --> 00:02:00.000]  我們可以觀察到
[00:02:00.000 --> 00:02:02.000]  有這些的插段
[00:02:02.000 --> 00:02:04.000]  而這個插段英文的意思是
[00:02:04.000 --> 00:02:06.000]  一個interlude
[00:02:06.000 --> 00:02:08.000]  由六號到七號的interlude
[00:02:08.000 --> 00:02:10.000]  好像我們剛才
[00:02:10.000 --> 00:02:12.000]  敬拜隊唱詩歌的時候
[00:02:12.000 --> 00:02:14.000]  都會有一些純音樂的部分
[00:02:14.000 --> 00:02:16.000]  接駁著下一段
[00:02:16.000 --> 00:02:18.000]  要去唱那個verse和chorus的時候
[00:02:18.000 --> 00:02:20.000]  其實在我們之前
[00:02:20.000 --> 00:02:22.000]  我們看到
[00:02:22.000 --> 00:02:24.000]  第六印到第七印之間
[00:02:24.000 --> 00:02:26.000]  都是有一個插段的
[00:02:26.000 --> 00:02:28.000]  可能大家都有印象
[00:02:28.000 --> 00:02:30.000]  就是在第七章裏面
[00:02:30.000 --> 00:02:32.000]  同樣地我們今天要看的
[00:02:32.000 --> 00:02:34.000]  段落也是一個interlude
[00:02:34.000 --> 00:02:36.000]  一個插段
[00:02:36.000 --> 00:02:38.000]  而這個段落是在解釋
[00:02:38.000 --> 00:02:40.000]  信徒在末世
[00:02:40.000 --> 00:02:42.000]  來臨的時候的積分
[00:02:42.000 --> 00:02:44.000]  和積澤
[00:02:44.000 --> 00:02:46.000]  這個段落是想鼓勵信徒
[00:02:46.000 --> 00:02:48.000]  透過描述上帝
[00:02:48.000 --> 00:02:50.000]  祂的掌權
[00:02:50.000 --> 00:02:52.000]  和祂必然的帶領
[00:02:52.000 --> 00:02:54.000]  不只約翰想幫助讀者
[00:02:54.000 --> 00:02:58.000]  去勇於面對末世的種種災難
[00:02:58.000 --> 00:03:00.000]  並且神的話
[00:03:00.000 --> 00:03:02.000]  更想幫助教會
[00:03:02.000 --> 00:03:04.000]  如何在這個末世當中
[00:03:04.000 --> 00:03:06.000]  得著力量
[00:03:06.000 --> 00:03:08.000]  盼望
[00:03:08.000 --> 00:03:10.000]  和得力的為主作見證
[00:03:10.000 --> 00:03:14.000]  我們首先一起去讀今天的經文
[00:03:14.000 --> 00:03:16.000]  一至十一節
[00:03:16.000 --> 00:03:18.000]  不算太長
[00:03:18.000 --> 00:03:20.000]  我們不如一次過一起讀
[00:03:20.000 --> 00:03:22.000]  一二三起
[00:03:22.000 --> 00:03:24.000]  我又看見另一位大力的天使
[00:03:24.000 --> 00:03:26.000]  從天降下
[00:03:26.000 --> 00:03:28.000]  披著雲彩
[00:03:28.000 --> 00:03:30.000]  頭上有彩虹
[00:03:30.000 --> 00:03:32.000]  臉面像太陽
[00:03:32.000 --> 00:03:34.000]  兩腳像火柱
[00:03:34.000 --> 00:03:38.000]  她手裏拿著展開的小書卷
[00:03:38.000 --> 00:03:40.000]  她右腳踏海
[00:03:40.000 --> 00:03:42.000]  左腳踏地
[00:03:42.000 --> 00:03:44.000]  大聲呼喊
[00:03:44.000 --> 00:03:46.000]  呼喊完了
[00:03:46.000 --> 00:03:48.000]  就有七個雷發出聲音
[00:03:48.000 --> 00:03:50.000]  七個雷發聲後
[00:03:50.000 --> 00:03:52.000]  我正要射出來
[00:03:52.000 --> 00:03:54.000]  就聽見從天上有聲音說
[00:03:54.000 --> 00:03:56.000]  七個雷所說的
[00:03:56.000 --> 00:03:58.000]  你要封上
[00:03:58.000 --> 00:04:00.000]  我射出來
[00:04:00.000 --> 00:04:02.000]  我所看見的那踏海踏地的天使
[00:04:02.000 --> 00:04:04.000]  向天舉起右手
[00:04:04.000 --> 00:04:06.000]  指著創造天和天上之物
[00:04:06.000 --> 00:04:08.000]  地和地上之物
[00:04:08.000 --> 00:04:10.000]  海和海中之物
[00:04:10.000 --> 00:04:12.000]  直活到永永遠遠的那位氣勢
[00:04:12.000 --> 00:04:14.000]  說
[00:04:14.000 --> 00:04:16.000]  不再有時日了
[00:04:16.000 --> 00:04:18.000]  但在第七位天使要吹號的日子
[00:04:18.000 --> 00:04:20.000]  神的奧秘就要成全了
[00:04:20.000 --> 00:04:22.000]  正如神向他僕人眾仙之所宣告的
[00:04:22.000 --> 00:04:24.000]  我先前從天上所聽見的那踏海
[00:04:24.000 --> 00:04:26.000]  和海中之物
[00:04:26.000 --> 00:04:28.000]  直活到永永遠遠的那位氣勢
[00:04:28.000 --> 00:04:30.000]  說
[00:04:30.000 --> 00:04:32.000]  不再有時日了
[00:04:32.000 --> 00:04:34.000]  但在第七位天使要吹號的日子
[00:04:34.000 --> 00:04:36.000]  神的奧秘就要成全了
[00:04:36.000 --> 00:04:38.000]  從天上所聽見的那聲音
[00:04:38.000 --> 00:04:40.000]  有吩咐我說
[00:04:40.000 --> 00:04:42.000]  你去
[00:04:42.000 --> 00:04:44.000]  把那踏海踏地之天使手中
[00:04:44.000 --> 00:04:46.000]  展開的小書卷
[00:04:46.000 --> 00:04:48.000]  拿過來
[00:04:48.000 --> 00:04:50.000]  我就走到那仙台裡
[00:04:50.000 --> 00:04:52.000]  對她說
[00:04:52.000 --> 00:04:54.000]  她把小書卷給我
[00:04:54.000 --> 00:04:56.000]  她對我說
[00:04:56.000 --> 00:04:58.000]  你拿去
[00:04:58.000 --> 00:05:00.000]  把它吃光
[00:05:00.000 --> 00:05:02.000]  它會使你兔子發苦
[00:05:02.000 --> 00:05:04.000]  然而在你口中
[00:05:04.000 --> 00:05:06.000]  它會甘甜如蜜
[00:05:06.000 --> 00:05:08.000]  於是我從天使手中
[00:05:08.000 --> 00:05:10.000]  把小書卷
[00:05:10.000 --> 00:05:12.000]  接過來
[00:05:12.000 --> 00:05:14.000]  把它吃光了
[00:05:14.000 --> 00:05:16.000]  在我口中果然甘甜如蜜
[00:05:16.000 --> 00:05:18.000]  了以後
[00:05:18.000 --> 00:05:20.000]  我兔子覺得發苦
[00:05:20.000 --> 00:05:22.000]  天使門外對我說
[00:05:22.000 --> 00:05:24.000]  你必須指著許多民族
[00:05:24.000 --> 00:05:26.000]  幫國
[00:05:26.000 --> 00:05:28.000]  如燕
[00:05:28.000 --> 00:05:30.000]  君王在說如燕
[00:05:30.000 --> 00:05:32.000]  我們在第一節
[00:05:32.000 --> 00:05:34.000]  看到約翰在描述
[00:05:34.000 --> 00:05:36.000]  另一位大力天使
[00:05:36.000 --> 00:05:38.000]  從天降下
[00:05:38.000 --> 00:05:40.000]  我們看到描述的那位大力天使
[00:05:40.000 --> 00:05:42.000]  披著雲彩
[00:05:42.000 --> 00:05:44.000]  頭上有彩虹
[00:05:44.000 --> 00:05:46.000]  面像太陽
[00:05:46.000 --> 00:05:48.000]  兩腳像火柱
[00:05:48.000 --> 00:05:50.000]  約翰在這裡強調的是
[00:05:50.000 --> 00:05:52.000]  另一位天使
[00:05:52.000 --> 00:05:54.000]  因為我們上一次看到
[00:05:54.000 --> 00:05:56.000]  九章十三至十四節
[00:05:56.000 --> 00:05:58.000]  所描述的天使
[00:05:58.000 --> 00:06:00.000]  是不同的天使
[00:06:00.000 --> 00:06:02.000]  這位天使
[00:06:02.000 --> 00:06:04.000]  大概像在PowerPoint
[00:06:04.000 --> 00:06:06.000]  看到的這張照片
[00:06:06.000 --> 00:06:08.000]  這張照片可以讓大家
[00:06:08.000 --> 00:06:10.000]  想像到約翰在
[00:06:10.000 --> 00:06:12.000]  第一節對這位大力天使
[00:06:12.000 --> 00:06:14.000]  的描述
[00:06:14.000 --> 00:06:16.000]  從這張照片中我們可以看到
[00:06:16.000 --> 00:06:18.000]  天使的大能
[00:06:18.000 --> 00:06:20.000]  約翰對這位天使
[00:06:20.000 --> 00:06:22.000]  的描述
[00:06:22.000 --> 00:06:24.000]  運用了寓意的手法
[00:06:24.000 --> 00:06:26.000]  以上的描述
[00:06:26.000 --> 00:06:28.000]  我們看到有雲彩
[00:06:28.000 --> 00:06:30.000]  彩虹、太陽、火柱
[00:06:30.000 --> 00:06:32.000]  其實都是
[00:06:32.000 --> 00:06:34.000]  上帝的標記
[00:06:34.000 --> 00:06:36.000]  就像在《出埃及記》中描述
[00:06:36.000 --> 00:06:38.000]  上帝帶領以色列人
[00:06:38.000 --> 00:06:40.000]  出埃及的時候
[00:06:40.000 --> 00:06:42.000]  有雲柱、火柱
[00:06:42.000 --> 00:06:44.000]  帶領和陪伴百姓
[00:06:44.000 --> 00:06:46.000]  彩虹的標記
[00:06:46.000 --> 00:06:48.000]  也曾經在以西傑書
[00:06:48.000 --> 00:06:50.000]  第一章出現
[00:06:50.000 --> 00:06:52.000]  當時是以西傑所看到的
[00:06:52.000 --> 00:06:54.000]  第一個意象
[00:06:54.000 --> 00:06:56.000]  以西傑看到雲中的彩虹
[00:06:56.000 --> 00:06:58.000]  指向上帝的形象
[00:06:58.000 --> 00:07:00.000]  當時以西傑看到
[00:07:00.000 --> 00:07:02.000]  這個意象的時候
[00:07:02.000 --> 00:07:04.000]  他立即俯伏在地上
[00:07:04.000 --> 00:07:06.000]  有關太陽的描述
[00:07:06.000 --> 00:07:08.000]  其實我們都可以在
[00:07:08.000 --> 00:07:10.000]  啟示錄的一章十六節中找到
[00:07:10.000 --> 00:07:12.000]  十六章是在描述
[00:07:12.000 --> 00:07:14.000]  基督的意象
[00:07:14.000 --> 00:07:16.000]  祂的樣貌
[00:07:16.000 --> 00:07:18.000]  好像烈日一樣
[00:07:18.000 --> 00:07:20.000]  放光
[00:07:20.000 --> 00:07:22.000]  而這裡我們看到
[00:07:22.000 --> 00:07:24.000]  也有太陽的描述
[00:07:24.000 --> 00:07:26.000]  你可能會問
[00:07:26.000 --> 00:07:28.000]  其實這位天使
[00:07:28.000 --> 00:07:30.000]  是否神呢?
[00:07:30.000 --> 00:07:32.000]  說完一大串
[00:07:32.000 --> 00:07:34.000]  好像指向神的描述
[00:07:34.000 --> 00:07:36.000]  其實這位天使
[00:07:36.000 --> 00:07:38.000]  雖然不是神
[00:07:38.000 --> 00:07:40.000]  但有學者認為
[00:07:40.000 --> 00:07:43.000]  祂是一個帶有權柄的天使
[00:07:43.000 --> 00:07:45.000]  我們在經文描述中
[00:07:45.000 --> 00:07:47.000]  可以看到大力天使
[00:07:47.000 --> 00:07:49.000]  拿著剪開的小書
[00:07:49.000 --> 00:07:51.000]  在剪開的小書中
[00:07:51.000 --> 00:07:54.000]  祂是一本怎樣的書呢?
[00:07:54.000 --> 00:07:56.000]  有學者認為
[00:07:56.000 --> 00:07:59.000]  小書卷是神的話語
[00:07:59.000 --> 00:08:01.000]  也有另一個說法
[00:08:01.000 --> 00:08:03.000]  就是小書卷
[00:08:03.000 --> 00:08:06.000]  是啟示錄作品的本身
[00:08:06.000 --> 00:08:09.000]  另外也有學者認為
[00:08:09.000 --> 00:08:11.000]  小書卷其實是象徵著
[00:08:11.000 --> 00:08:15.000]  約翰受託孫講的即是
[00:08:15.000 --> 00:08:17.000]  由於約翰的書中
[00:08:17.000 --> 00:08:19.000]  有很多小書卷
[00:08:19.000 --> 00:08:21.000]  有約翰說的即是
[00:08:21.000 --> 00:08:24.000]  由於小書卷是神的話語
[00:08:24.000 --> 00:08:27.000]  和福音的說法
[00:08:27.000 --> 00:08:29.000]  是最穩當的解釋
[00:08:29.000 --> 00:08:31.000]  並且小書卷如果是
[00:08:31.000 --> 00:08:34.000]  捍衛啟示錄的解釋
[00:08:34.000 --> 00:08:38.000]  其實未能解釋小書卷
[00:08:38.000 --> 00:08:43.000]  為何會在第十章出現的原因和問題
[00:08:43.000 --> 00:08:47.000]  而有關書卷是象徵的說法
[00:08:47.000 --> 00:08:52.000]  而沒有放在小書卷的內容中
[00:08:52.000 --> 00:08:55.000]  所以我們今天會看小書卷
[00:08:55.000 --> 00:08:57.000]  是上帝的話語
[00:08:57.000 --> 00:09:00.000]  是上帝寶貴的福音
[00:09:00.000 --> 00:09:02.000]  我們會放重一點去看
[00:09:02.000 --> 00:09:05.000]  小書卷是神的福音
[00:09:05.000 --> 00:09:09.000]  對我們今天又有甚麼關係
[00:09:09.000 --> 00:09:13.000]  我們應該有甚麼相關的回應呢?
[00:09:13.000 --> 00:09:16.000]  我們稍後會看到約翰
[00:09:16.000 --> 00:09:18.000]  按著天上的命令
[00:09:18.000 --> 00:09:20.000]  從剛才我們也讀到
[00:09:20.000 --> 00:09:23.000]  從這位大力天使手中
[00:09:23.000 --> 00:09:25.000]  拿了這卷小書卷
[00:09:25.000 --> 00:09:28.000]  然後他吃了小書卷的時候
[00:09:28.000 --> 00:09:30.000]  會有苦和甜的
[00:09:30.000 --> 00:09:34.000]  亦是今天講題的中心
[00:09:34.000 --> 00:09:40.000]  為何小書卷會帶給我們苦和甜呢?
[00:09:40.000 --> 00:09:42.000]  我們稍後會去看看
[00:09:42.000 --> 00:09:45.000]  回到大力天使的描述
[00:09:45.000 --> 00:09:49.000]  這位拿著小書卷的大力天使
[00:09:49.000 --> 00:09:52.000]  他是右腳踏海,左腳踏地
[00:09:52.000 --> 00:09:54.000]  亦是代表著這位天使
[00:09:54.000 --> 00:09:59.000]  他要傳的訊息給整個世界
[00:09:59.000 --> 00:10:01.000]  他大聲的呼喊
[00:10:01.000 --> 00:10:05.000]  大聲得像獅子的叫喊一樣
[00:10:05.000 --> 00:10:07.000]  讓我也想起
[00:10:07.000 --> 00:10:10.000]  其實和家人去旅行的時候
[00:10:10.000 --> 00:10:12.000]  住酒店的時候
[00:10:12.000 --> 00:10:14.000]  今天我的家人也在
[00:10:14.000 --> 00:10:18.000]  我們也有時會開電視來看
[00:10:18.000 --> 00:10:21.000]  有時在酒店看電視
[00:10:21.000 --> 00:10:24.000]  也會按到一些Discovery Channel
[00:10:24.000 --> 00:10:26.000]  或者Animal Planet
[00:10:26.000 --> 00:10:30.000]  有時會看一些紀錄動物的生活紀錄片
[00:10:30.000 --> 00:10:34.000]  不知道大家住酒店有沒有看過
[00:10:34.000 --> 00:10:37.000]  當中也有紀錄到一些獅子
[00:10:37.000 --> 00:10:40.000]  其實牠們的叫喊聲
[00:10:40.000 --> 00:10:42.000]  是很威嚴的
[00:10:42.000 --> 00:10:44.000]  是很大聲的
[00:10:44.000 --> 00:10:47.000]  所以大力天使同樣被描述到
[00:10:47.000 --> 00:10:50.000]  牠好像有獅子般的叫喊
[00:10:50.000 --> 00:10:53.000]  大力天使這樣的聲音
[00:10:53.000 --> 00:10:56.000]  也代表牠是大有威力
[00:10:56.000 --> 00:11:00.000]  好像要去宣佈一些重要的訊息
[00:11:00.000 --> 00:11:04.000]  於是當大力天使呼喊完之後
[00:11:04.000 --> 00:11:07.000]  就有七個雷聲發出
[00:11:07.000 --> 00:11:09.000]  我們繼續看
[00:11:09.000 --> 00:11:12.000]  約翰聽到七個雷聲的發響
[00:11:12.000 --> 00:11:17.000]  約翰正要將聽到的事情寫下來
[00:11:17.000 --> 00:11:20.000]  但就是聽到天上的聲音
[00:11:20.000 --> 00:11:22.000]  突然有聲音跟他說
[00:11:22.000 --> 00:11:24.000]  不要寫出來
[00:11:24.000 --> 00:11:26.000]  七個雷其實是代表
[00:11:26.000 --> 00:11:30.000]  來自天上寶座的啟示
[00:11:30.000 --> 00:11:33.000]  七雷所說的話要封上
[00:11:33.000 --> 00:11:35.000]  不准寫出來
[00:11:35.000 --> 00:11:37.000]  你可能會問
[00:11:37.000 --> 00:11:40.000]  為什麼說了出來又不能寫出來呢?
[00:11:40.000 --> 00:11:42.000]  明明約翰是知道的
[00:11:42.000 --> 00:11:44.000]  為什麼不寫出來呢?
[00:11:44.000 --> 00:11:47.000]  那麼重要的訊息
[00:11:47.000 --> 00:11:51.000]  就有點像當我們想說一些重要的秘密
[00:11:51.000 --> 00:11:53.000]  可能說到一半
[00:11:53.000 --> 00:11:57.000]  又覺得好像還不是時候說
[00:11:57.000 --> 00:11:58.000]  可能又收起來
[00:11:58.000 --> 00:12:00.000]  還是先不說了
[00:12:00.000 --> 00:12:02.000]  聽者可能會覺得
[00:12:02.000 --> 00:12:05.000]  你不要說一半不說一半
[00:12:05.000 --> 00:12:08.000]  其實也有點像我們現在看書卷一樣
[00:12:08.000 --> 00:12:11.000]  其實約翰是知道的
[00:12:11.000 --> 00:12:13.000]  但因為天上有命令
[00:12:13.000 --> 00:12:15.000]  叫他不要寫出來
[00:12:15.000 --> 00:12:18.000]  所以我們又不能知道是什麼
[00:12:18.000 --> 00:12:22.000]  在《但義理書》12章的四節當中
[00:12:22.000 --> 00:12:24.000]  也有寫到
[00:12:24.000 --> 00:12:26.000]  「但義理,你要隱藏者話
[00:12:26.000 --> 00:12:28.000]  封閉者書,直到末時
[00:12:28.000 --> 00:12:31.000]  必有許多人往來奔跑
[00:12:31.000 --> 00:12:33.000]  知識就必增長」
[00:12:33.000 --> 00:12:37.000]  這裡講述到要將訊息封上
[00:12:37.000 --> 00:12:39.000]  我們要知道就是
[00:12:39.000 --> 00:12:44.000]  我們不能夠全然地了解上帝的計劃
[00:12:44.000 --> 00:12:47.000]  我們需要信靠和信服
[00:12:47.000 --> 00:12:50.000]  就像剛才的詩歌那樣去唱到
[00:12:50.000 --> 00:12:53.000]  我們要信服在上帝的帶領
[00:12:53.000 --> 00:12:55.000]  不知道各位會不會有時候
[00:12:55.000 --> 00:12:59.000]  也很想知道事情的來龍去脈
[00:12:59.000 --> 00:13:01.000]  事情的方向
[00:13:01.000 --> 00:13:04.000]  很想知道下一步應該怎樣走
[00:13:04.000 --> 00:13:07.000]  但大家會不會發現
[00:13:07.000 --> 00:13:11.000]  其實往往是當我們回望過去的時候
[00:13:11.000 --> 00:13:13.000]  我們才會發現
[00:13:13.000 --> 00:13:16.000]  原來當日上帝要封了這條路
[00:13:16.000 --> 00:13:17.000]  原來是要保護我
[00:13:17.000 --> 00:13:20.000]  或者上帝要我走在這條路當中
[00:13:20.000 --> 00:13:23.000]  祂是有祂的心意和祂有些機會
[00:13:23.000 --> 00:13:27.000]  有些功課要我在當中學習
[00:13:27.000 --> 00:13:29.000]  可能在座也有試過
[00:13:30.000 --> 00:13:31.000]  我們繼續看
[00:13:31.000 --> 00:13:34.000]  天上發出七雷聲之後
[00:13:34.000 --> 00:13:37.000]  第五節描述到那位大力天使
[00:13:37.000 --> 00:13:41.000]  向天舉起了他的右手
[00:13:41.000 --> 00:13:45.000]  這個肢體語言除了是一個氣勢
[00:13:45.000 --> 00:13:48.000]  也是審判的一個表達
[00:13:48.000 --> 00:13:53.000]  是在表達神的傳言能力和權能
[00:13:53.000 --> 00:13:55.000]  審判是在神的手中
[00:13:55.000 --> 00:13:59.000]  並且神的審判會越來越近
[00:13:59.000 --> 00:14:02.000]  我們在《但義理書》十二章七節
[00:14:02.000 --> 00:14:06.000]  都可以看到向天舉起手的這個情景
[00:14:06.000 --> 00:14:10.000]  《但義理書》十二章七節這樣說
[00:14:10.000 --> 00:14:14.000]  「我聽見那在河水之上穿世螞蟻的
[00:14:14.000 --> 00:14:16.000]  向天舉起左右手
[00:14:16.000 --> 00:14:19.000]  指著那活到永遠的氣勢說
[00:14:19.000 --> 00:14:22.000]  要到一年兩年又半年
[00:14:22.000 --> 00:14:25.000]  粉碎性能力量結束的時候
[00:14:25.000 --> 00:14:27.000]  這一切的事就要應驗」
[00:14:28.000 --> 00:14:31.000]  《但義理書》十二章七節描述到
[00:14:31.000 --> 00:14:34.000]  但義理和天使的對話
[00:14:34.000 --> 00:14:35.000]  在舊約時代
[00:14:35.000 --> 00:14:39.000]  在《但義理書》中我們看到的描述
[00:14:39.000 --> 00:14:42.000]  就是那位天使是舉起了兩隻手
[00:14:42.000 --> 00:14:47.000]  是代表著一個很莊嚴和嚴肅的動作
[00:14:47.000 --> 00:14:51.000]  代表著這個氣勢的誓言是一定會應驗的
[00:14:51.000 --> 00:14:55.000]  而這兩節經文同樣都是描述著
[00:14:55.000 --> 00:14:58.000]  上帝的計劃要成就
[00:14:58.000 --> 00:15:01.000]  沒有人和事能夠改變
[00:15:01.000 --> 00:15:04.000]  上帝祂傳言神聖的力量
[00:15:04.000 --> 00:15:08.000]  我們繼續看第七節
[00:15:08.000 --> 00:15:11.000]  這節的經文講述到第七位的天使
[00:15:11.000 --> 00:15:13.000]  祂要吹號的日子
[00:15:13.000 --> 00:15:16.000]  神的奧秘就要成全了
[00:15:16.000 --> 00:15:21.000]  就正如神向祂僕人眾千姿所宣告的
[00:15:21.000 --> 00:15:23.000]  上帝的審判對我們來說
[00:15:23.000 --> 00:15:27.000]  是我們知道審判會帶來恢復
[00:15:27.000 --> 00:15:32.000]  以前亂了的東西會回到應有的秩序
[00:15:32.000 --> 00:15:34.000]  意思就是所有錯了的東西
[00:15:34.000 --> 00:15:36.000]  歪了的道理
[00:15:36.000 --> 00:15:39.000]  都會有一天可以整理好
[00:15:39.000 --> 00:15:40.000]  我們可以放心
[00:15:40.000 --> 00:15:43.000]  我們現在看起來好像很亂
[00:15:43.000 --> 00:15:48.000]  我們覺得很無力能夠改變的人事或物
[00:15:48.000 --> 00:15:54.000]  都會最終服在上帝終極審判的底下
[00:15:54.000 --> 00:15:55.000]  弟兄姊妹
[00:15:55.000 --> 00:15:58.000]  不知道大家聽到是不是都有點安慰
[00:15:58.000 --> 00:16:02.000]  我們經常說這個世界越來越亂
[00:16:02.000 --> 00:16:07.000]  每天看到的新聞可能都讓我們心裡有點不安定
[00:16:07.000 --> 00:16:10.000]  但上帝祂最終的審判
[00:16:10.000 --> 00:16:13.000]  告訴我們再亂的事情
[00:16:13.000 --> 00:16:16.000]  都會終止
[00:16:16.000 --> 00:16:20.000]  我們先前看到大力天使的一個很震撼的
[00:16:20.000 --> 00:16:23.000]  很神聖的描述之後
[00:16:23.000 --> 00:16:25.000]  來到第八節
[00:16:25.000 --> 00:16:27.000]  就開始描述約翰
[00:16:27.000 --> 00:16:31.000]  他先前從天上聽到的聲音
[00:16:31.000 --> 00:16:32.000]  吩咐他
[00:16:32.000 --> 00:16:36.000]  叫他要把大力天使手中的那卷
[00:16:36.000 --> 00:16:39.000]  剪開的小書卷拿過來
[00:16:39.000 --> 00:16:41.000]  我們可以相信
[00:16:41.000 --> 00:16:45.000]  這卷小書卷是大有份量的
[00:16:45.000 --> 00:16:47.000]  是大有能力的
[00:16:47.000 --> 00:16:49.000]  從這位大力天使
[00:16:49.000 --> 00:16:51.000]  剛才他的描述當中
[00:16:51.000 --> 00:16:54.000]  這位大力天使就拿過來
[00:16:54.000 --> 00:16:58.000]  接著約翰去拿那卷小書卷之後
[00:16:58.000 --> 00:17:01.000]  大力天使就叫他拿去
[00:17:01.000 --> 00:17:05.000]  然後把那卷小書卷吃掉
[00:17:05.000 --> 00:17:07.000]  我想停一停
[00:17:07.000 --> 00:17:09.000]  不知道大家回到團契的時候
[00:17:09.000 --> 00:17:11.000]  有沒有傳道人跟你說
[00:17:11.000 --> 00:17:13.000]  我想到一個名字
[00:17:13.000 --> 00:17:18.000]  Amy,你去把這卷小書卷
[00:17:18.000 --> 00:17:20.000]  或者你的組長可能叫你
[00:17:20.000 --> 00:17:22.000]  把這個星期的茶經資料
[00:17:22.000 --> 00:17:24.000]  回到家裡吃掉
[00:17:24.000 --> 00:17:26.000]  吃完之後
[00:17:26.000 --> 00:17:28.000]  首先會甜
[00:17:28.000 --> 00:17:31.000]  然後你的肚子會發苦
[00:17:31.000 --> 00:17:33.000]  可能你也會問傳道人
[00:17:33.000 --> 00:17:35.000]  你有沒有需要關心你
[00:17:35.000 --> 00:17:37.000]  可能也會的
[00:17:37.000 --> 00:17:39.000]  說笑而已,回到來
[00:17:39.000 --> 00:17:43.000]  天使說到吃完小書卷之後
[00:17:43.000 --> 00:17:47.000]  會令到約翰的肚子發苦
[00:17:47.000 --> 00:17:48.000]  雖然如此
[00:17:48.000 --> 00:17:51.000]  約翰的口也會有甘甜的
[00:17:51.000 --> 00:17:52.000]  會有味道
[00:17:52.000 --> 00:17:55.000]  約翰按照剛才那位搭海搭地
[00:17:55.000 --> 00:17:58.000]  那位大力天使的意思去做
[00:17:58.000 --> 00:18:00.000]  正如天使所說的
[00:18:00.000 --> 00:18:03.000]  他的口果然是甘甜如蜜
[00:18:03.000 --> 00:18:06.000]  就像蜜糖一樣甜
[00:18:06.000 --> 00:18:11.000]  但吃了之後,他的肚子就開始發苦
