
[00:00:00.000 --> 00:00:15.000]  多謝廣福師班及Jimmy老師帶領我們聆聽拉丁文的詩歌
[00:02:10.000 --> 00:02:14.000]  正如我們的主耶穌基督所指示我的
[00:02:14.000 --> 00:02:16.000]  我也要盡心竭力
[00:02:16.000 --> 00:02:22.000]  使你們在我去世以後時常記念這些事」
[00:02:22.000 --> 00:02:25.000]  這就是彼得和我們分享的
[00:02:25.000 --> 00:02:27.000]  有很多人都說
[00:02:27.000 --> 00:02:31.000]  一個人如果在離世之前所說的
[00:02:31.000 --> 00:02:35.000]  他呼最後一口氣之前要交代的東西
[00:02:35.000 --> 00:02:36.000]  重要嗎?
[00:02:36.000 --> 00:02:38.000]  當然重要
[00:02:38.000 --> 00:02:40.000]  是很重要的東西
[00:02:40.000 --> 00:02:42.000]  耶穌在離世之前
[00:02:42.000 --> 00:02:45.000]  他來到是從死裡復活
[00:02:45.000 --> 00:02:47.000]  之後他和門徒相約
[00:02:47.000 --> 00:02:53.000]  來將一個甚麼吩咐給那些門徒
[00:02:53.000 --> 00:02:55.000]  是他升天之前所說的
[00:02:55.000 --> 00:02:57.000]  最後那番說話是甚麼
[00:02:57.000 --> 00:02:59.000]  「所以你們要去
[00:02:59.000 --> 00:03:02.000]  使萬民都作我的門徒
[00:03:02.000 --> 00:03:03.000]  奉父子聖靈的名
[00:03:03.000 --> 00:03:05.000]  給他們施洗
[00:03:05.000 --> 00:03:06.000]  凡我所教訓你們的
[00:03:06.000 --> 00:03:08.000]  都教訓他們遵守
[00:03:08.000 --> 00:03:10.000]  這樣我就常與你們同在
[00:03:10.000 --> 00:03:14.000]  直到世界的末了」
[00:03:14.000 --> 00:03:18.000]  所以今天全世界的教會都一定會做的
[00:03:18.000 --> 00:03:21.000]  我們會聽從耶穌的吩咐
[00:03:21.000 --> 00:03:23.000]  這就是所謂大使命
[00:03:23.000 --> 00:03:25.000]  使萬民作主的門徒
[00:03:25.000 --> 00:03:26.000]  是嗎?
[00:03:26.000 --> 00:03:29.000]  是就是了
[00:03:29.000 --> 00:03:30.000]  不過我們看看
[00:03:30.000 --> 00:03:34.000]  今天這個世界歷代的世代
[00:03:34.000 --> 00:03:36.000]  每一個時期的教會
[00:03:36.000 --> 00:03:42.000]  是否每一個教會都在進行大使命?
[00:03:42.000 --> 00:03:44.000]  你很誠實
[00:03:44.000 --> 00:03:47.000]  不過每一個教會都有使命宣言
[00:03:47.000 --> 00:03:49.000]  而這些使命宣言離不開
[00:03:49.000 --> 00:03:51.000]  一定是講大使命
[00:03:51.000 --> 00:03:53.000]  我們要傳福音
[00:03:53.000 --> 00:03:56.000]  傳福音我想問問大家
[00:03:56.000 --> 00:03:58.000]  究竟傳福音好不好?
[00:03:58.000 --> 00:03:59.000]  好
[00:03:59.000 --> 00:04:01.000]  那傳福音為了甚麼?
[00:04:01.000 --> 00:04:03.000]  為了叫人決志?
[00:04:03.000 --> 00:04:04.000]  當然
[00:04:04.000 --> 00:04:06.000]  那決志是否原料?
[00:04:06.000 --> 00:04:08.000]  當然不是
[00:04:08.000 --> 00:04:10.000]  使萬民作主的門徒
[00:04:10.000 --> 00:04:13.000]  這才是大使命最重要的部分
[00:04:13.000 --> 00:04:16.000]  如何能夠讓一個人的生命
[00:04:16.000 --> 00:04:18.000]  可以變成實實在在
[00:04:18.000 --> 00:04:20.000]  跟隨主作主的門徒
[00:04:20.000 --> 00:04:23.000]  這就是彼得所記掛的
[00:04:23.000 --> 00:04:26.000]  彼得當時是一個
[00:04:26.000 --> 00:04:32.000]  很靠自己的使徒
[00:04:32.000 --> 00:04:35.000]  他原初在十二個門徒裏
[00:04:35.000 --> 00:04:37.000]  他經常都搶著說話
[00:04:37.000 --> 00:04:39.000]  他是代言人
[00:04:39.000 --> 00:04:41.000]  他說:耶穌我們說你要死
[00:04:41.000 --> 00:04:44.000]  不行萬萬不可
[00:04:44.000 --> 00:04:48.000]  他說你怎麼可以死?
[00:04:48.000 --> 00:04:51.000]  他以為耶穌要做他們的王
[00:04:51.000 --> 00:04:53.000]  但耶穌這樣說的時候
[00:04:53.000 --> 00:04:54.000]  他就勸耶穌
[00:04:54.000 --> 00:04:56.000]  結果耶穌說撒旦退我後邊
[00:04:56.000 --> 00:04:58.000]  記不記得這些經文
[00:04:58.000 --> 00:05:01.000]  然後在大祭司的院子裏
[00:05:01.000 --> 00:05:04.000]  主耶穌在下西馬利園
[00:05:04.000 --> 00:05:07.000]  已經先來預告彼得
[00:05:07.000 --> 00:05:10.000]  你今天「雞叫而先利」
[00:05:10.000 --> 00:05:12.000]  要三次不認我
[00:05:12.000 --> 00:05:14.000]  三次
[00:05:14.000 --> 00:05:16.000]  彼得說不可能
[00:05:16.000 --> 00:05:17.000]  我跟你一起下監
[00:05:17.000 --> 00:05:19.000]  我為你死我都願意
[00:05:19.000 --> 00:05:21.000]  我怎麼會三次不認你
[00:05:21.000 --> 00:05:24.000]  結果在大祭司院子裏
[00:05:24.000 --> 00:05:26.000]  到「雞叫」的時候
[00:05:26.000 --> 00:05:29.000]  耶穌回頭一望彼得
[00:05:29.000 --> 00:05:32.000]  我想那個眼神
[00:05:32.000 --> 00:05:34.000]  真是一個很憐憫
[00:05:34.000 --> 00:05:36.000]  好像剛才施班所唱的
[00:05:36.000 --> 00:05:38.000]  耶穌那種的連述
[00:05:38.000 --> 00:05:40.000]  提醒彼得
[00:05:40.000 --> 00:05:41.000]  原來我是誰
[00:05:41.000 --> 00:05:43.000]  我竟然出賣主
[00:05:43.000 --> 00:05:45.000]  我竟然來到背棄主
[00:05:45.000 --> 00:05:48.000]  我說我不認識這個人
[00:05:48.000 --> 00:05:49.000]  我在壓力下
[00:05:49.000 --> 00:05:53.000]  在一些群眾很多的目光
[00:05:53.000 --> 00:05:54.000]  現在耶穌被人抓了
[00:05:54.000 --> 00:05:56.000]  準備要行刑
[00:05:56.000 --> 00:05:58.000]  我不認我認識這個人
[00:05:58.000 --> 00:06:01.000]  我和他斷六親
[00:06:01.000 --> 00:06:02.000]  這個就是彼得
[00:06:02.000 --> 00:06:04.000]  彼得當時很懊悔
[00:06:04.000 --> 00:06:06.000]  所以他見到耶穌的眼神
[00:06:06.000 --> 00:06:08.000]  你回去你要兼顧我弟兄
[00:06:08.000 --> 00:06:10.000]  他記得這句話
[00:06:10.000 --> 00:06:11.000]  他走了出去之後
[00:06:11.000 --> 00:06:12.000]  他怎樣
[00:06:12.000 --> 00:06:13.000]  他痛哭
[00:06:13.000 --> 00:06:15.000]  他悔改
[00:06:15.000 --> 00:06:17.000]  他不是像猶太人那樣
[00:06:17.000 --> 00:06:18.000]  去吊頸死
[00:06:18.000 --> 00:06:22.000]  他重新去被主的靈充滿
[00:06:22.000 --> 00:06:23.000]  所以他成為初期教會
[00:06:23.000 --> 00:06:26.000]  一個很重要的領袖
[00:06:26.000 --> 00:06:29.000]  他來到到處去傳講福音
[00:06:29.000 --> 00:06:31.000]  但他不只是叫人信主
[00:06:31.000 --> 00:06:35.000]  他知道耶穌要託付給教會的使命
[00:06:35.000 --> 00:06:38.000]  就是要建立人作主的門徒
[00:06:38.000 --> 00:06:39.000]  是真真正正的
[00:06:39.000 --> 00:06:42.000]  有明有實的基督徒
[00:06:42.000 --> 00:06:43.000]  就是基督的學生
[00:06:43.000 --> 00:06:45.000]  就是一生不改變
[00:06:45.000 --> 00:06:47.000]  跟隨主的一班人
[00:06:47.000 --> 00:06:49.000]  他們在這個群體裏面
[00:06:49.000 --> 00:06:52.000]  你會見證上帝的愛和恩典
[00:06:52.000 --> 00:06:54.000]  你會看見上帝的真理
[00:06:54.000 --> 00:06:56.000]  是充滿著這班百姓
[00:06:56.000 --> 00:06:59.000]  是神的教會充滿著這份能力
[00:06:59.000 --> 00:07:01.000]  去到普天下
[00:07:01.000 --> 00:07:04.000]  去叫人作主的門徒
[00:07:04.000 --> 00:07:07.000]  所以彼得是有這個心智
[00:07:07.000 --> 00:07:10.000]  當你明白一個這樣的背景
[00:07:10.000 --> 00:07:11.000]  我又問問大家
[00:07:11.000 --> 00:07:14.000]  彼得寫後書的時候
[00:07:14.000 --> 00:07:19.000]  跟隨主的時候相隔了多少年?
[00:07:19.000 --> 00:07:23.000]  有三十多年
[00:07:23.000 --> 00:07:24.000]  現在這個彼得
[00:07:24.000 --> 00:07:27.000]  再不是一個年輕人
[00:07:27.000 --> 00:07:31.000]  但是他依然沒有忘記主的吩咐
[00:07:31.000 --> 00:07:34.000]  所以他寫彼得後書的一個很重要的目的
[00:07:34.000 --> 00:07:38.000]  就是他知道自己就快要離世
[00:07:38.000 --> 00:07:43.000]  他很想弟兄姊妹要謹記主的說話
[00:07:43.000 --> 00:07:44.000]  主再來
[00:07:44.000 --> 00:07:47.000]  他的英許在彼得後書第三章有講
[00:07:47.000 --> 00:07:50.000]  講到新天新地第三章都有講
[00:07:50.000 --> 00:07:51.000]  要鼓勵他們
[00:07:51.000 --> 00:07:53.000]  要來去長進
[00:07:53.000 --> 00:07:57.000]  他們不要被那些假教師講的
[00:07:57.000 --> 00:07:59.000]  那些似是而非的學說
[00:07:59.000 --> 00:08:05.000]  甚至是歪曲了聖經的教導
[00:08:05.000 --> 00:08:07.000]  由第一世紀至到如今
[00:08:07.000 --> 00:08:13.000]  每個世代都有那些所謂異端邪教的傳教者
[00:08:13.000 --> 00:08:17.000]  我們今天不可以只聽人說
[00:08:17.000 --> 00:08:18.000]  你是基督徒嗎?
[00:08:18.000 --> 00:08:20.000]  他不會投我頂死去說我是基督徒
[00:08:20.000 --> 00:08:22.000]  不過他會說我是基督徒
[00:08:22.000 --> 00:08:23.000]  如果你說你是基督徒
[00:08:23.000 --> 00:08:26.000]  你要聽其言 觀其行
[00:08:26.000 --> 00:08:29.000]  你要看看他的生命有沒有這些果子
[00:08:29.000 --> 00:08:34.000]  生命裏面有沒有彰顯耶穌基督這種生命的特質
[00:08:34.000 --> 00:08:37.000]  所以彼得他怎樣介紹他自己呢?
[00:08:37.000 --> 00:08:40.000]  他這個介紹是很謙卑地
[00:08:40.000 --> 00:08:45.000]  他說我就是耶穌基督的僕人和使徒
[00:08:45.000 --> 00:08:48.000]  僕人就是聽命於主人的吩咐
[00:08:48.000 --> 00:08:50.000]  不是照自己的議程
[00:08:50.000 --> 00:08:55.000]  一切你的人生規劃都是靠著上帝的引導而作
[00:08:55.000 --> 00:08:57.000]  上帝要你作的事
[00:08:57.000 --> 00:09:02.000]  而使徒是蒙主人差演他去建立教會
[00:09:02.000 --> 00:09:06.000]  所以彼得他甚至到最後倒釘十字架
[00:09:06.000 --> 00:09:08.000]  他都是不忘記主
[00:09:08.000 --> 00:09:10.000]  給過他這個託付
[00:09:10.000 --> 00:09:13.000]  他們都知道他原本的名字是西門
[00:09:13.000 --> 00:09:20.000]  但耶穌說你要成為得人如得魚的彼得
[00:09:20.000 --> 00:09:24.000]  而教會是要建立在這個盤石上
[00:09:24.000 --> 00:09:27.000]  不是建立在彼得的上
[00:09:27.000 --> 00:09:32.000]  可惜天主教就將馬太福音那節的經文曲解了
[00:09:32.000 --> 00:09:41.000]  他說教會的根基就是在彼得教皇在第一世紀建立了
[00:09:41.000 --> 00:09:43.000]  我絕對不同意這種解經
[00:09:43.000 --> 00:09:47.000]  因為前文後理很清楚讓我們看見
[00:09:47.000 --> 00:09:51.000]  就算考究希臘文字眼
[00:09:51.000 --> 00:09:55.000]  彼得這個petros這個字就是一個小石的意思
[00:09:55.000 --> 00:09:57.000]  Little stone 石仔
[00:09:57.000 --> 00:10:01.000]  教會怎會建立根基在石仔上
[00:10:01.000 --> 00:10:03.000]  教會的根基就在盤石
[00:10:03.000 --> 00:10:07.000]  盤石就是彼得去認信耶穌基督
[00:10:07.000 --> 00:10:10.000]  你就是神的兒子
[00:10:10.000 --> 00:10:14.000]  教會的根基就是建立在認信
[00:10:14.000 --> 00:10:18.000]  所以當我們有了這些根據的時候
[00:10:18.000 --> 00:10:22.000]  我們看見彼得說我寫這封信是因我們的神
[00:10:22.000 --> 00:10:25.000]  和救主耶穌基督的義
[00:10:25.000 --> 00:10:29.000]  我們很清楚知道這是說恩信、稱義的道理
[00:10:29.000 --> 00:10:32.000]  同得一樣寶貴信心的人
[00:10:32.000 --> 00:10:36.000]  第一節他這樣介紹的時候很特別
[00:10:36.000 --> 00:10:40.000]  他說神、救主耶穌基督
[00:10:40.000 --> 00:10:45.000]  其實在希臘文中文和英文翻譯是看不到的
[00:10:45.000 --> 00:10:47.000]  很難去看見
[00:10:47.000 --> 00:10:50.000]  我們都以為他在說神和救主耶穌
[00:10:50.000 --> 00:10:53.000]  但其實希臘文在形容這個義
[00:10:53.000 --> 00:10:55.000]  是在說同一個對象
[00:10:55.000 --> 00:10:57.000]  就是耶穌基督的義
[00:10:57.000 --> 00:11:00.000]  而耶穌基督就是神
[00:11:00.000 --> 00:11:03.000]  其實這是新約聖經裏面一段
[00:11:03.000 --> 00:11:06.000]  算是罕有的一節經文
[00:11:06.000 --> 00:11:10.000]  特別是介紹到耶穌基督其實就是神
[00:11:10.000 --> 00:11:12.000]  祂和神是同等的
[00:11:12.000 --> 00:11:14.000]  同尊同榮的
[00:11:14.000 --> 00:11:18.000]  而我們今天是同得一樣寶貴信心的人
[00:11:18.000 --> 00:11:22.000]  到第二節你有了這個關係的時候
[00:11:22.000 --> 00:11:25.000]  你因著信靠耶穌基督的緣故
[00:11:25.000 --> 00:11:27.000]  有恩惠、有平安
[00:11:27.000 --> 00:11:31.000]  就給我們這一班認識神和主耶穌
[00:11:31.000 --> 00:11:34.000]  多多加給我們
[00:11:34.000 --> 00:11:37.000]  我們能夠得著上帝和主耶穌
[00:11:37.000 --> 00:11:40.000]  這一種恩惠和平安
[00:11:40.000 --> 00:11:42.000]  這個次序都很重要
[00:11:42.000 --> 00:11:43.000]  先有神的恩典
[00:11:43.000 --> 00:11:45.000]  這個救贖的恩典
[00:11:45.000 --> 00:11:47.000]  我們能夠與神、與人
[00:11:47.000 --> 00:11:49.000]  甚至與自己和好
[00:11:49.000 --> 00:11:53.000]  我們真正能夠享受這份「Salom」
[00:11:53.000 --> 00:11:57.000]  在基督耶穌裏面真正的那種平安
[00:11:57.000 --> 00:11:59.000]  關鍵在哪裏呢?
[00:11:59.000 --> 00:12:03.000]  關鍵就在整本書裏面
[00:12:03.000 --> 00:12:05.000]  有一個字眼
[00:12:05.000 --> 00:12:09.000]  是我們捲首和捲尾都會出現的
[00:12:09.000 --> 00:12:10.000]  就是這個字
[00:12:10.000 --> 00:12:12.000]  「認識」
[00:12:12.000 --> 00:12:15.000]  「認識」在後文第三節第八節
[00:12:15.000 --> 00:12:18.000]  和三章十八節的結尾
[00:12:18.000 --> 00:12:21.000]  它都是說願意弟兄姊妹
[00:12:21.000 --> 00:12:26.000]  你們在主耶穌基督的恩典和認識上
[00:12:26.000 --> 00:12:28.000]  是不斷長進的
[00:12:28.000 --> 00:12:31.000]  究竟這個認識是指甚麼呢?
[00:12:31.000 --> 00:12:33.000]  不是指我們只是頭腦知識
[00:12:33.000 --> 00:12:35.000]  你是神的兒子
[00:12:35.000 --> 00:12:38.000]  今天我們說你信耶穌
[00:12:38.000 --> 00:12:40.000]  你只是信耶穌
[00:12:40.000 --> 00:12:42.000]  你就得到拯救是真的
[00:12:42.000 --> 00:12:44.000]  這個缺志是真的
[00:12:44.000 --> 00:12:46.000]  這個立志都是真的
[00:12:46.000 --> 00:12:48.000]  但問題是你怎樣走下去呢?
[00:12:48.000 --> 00:12:49.000]  那條人生的路
[00:12:49.000 --> 00:12:51.000]  就是我們接下來要看的
[00:12:51.000 --> 00:12:53.000]  下文就是彼得要說的
[00:12:53.000 --> 00:12:54.000]  「這些事」
[00:12:54.000 --> 00:12:56.000]  這些是最重要的
[00:12:56.000 --> 00:12:58.000]  今天地上的教會
[00:12:58.000 --> 00:13:00.000]  最失敗的地方
[00:13:00.000 --> 00:13:02.000]  除了又不傳福音
[00:13:02.000 --> 00:13:04.000]  然後連這件事都不做
[00:13:04.000 --> 00:13:06.000]  那就是死定了
[00:13:06.000 --> 00:13:07.000]  是甚麼?
[00:13:07.000 --> 00:13:09.000]  不去建立人的生命
[00:13:09.000 --> 00:13:11.000]  作真實跟隨主的門徒
[00:13:11.000 --> 00:13:14.000]  這件事是怎樣來到發生的呢?
[00:13:14.000 --> 00:13:16.000]  我們一路再看下去
[00:13:16.000 --> 00:13:18.000]  在這裡
[00:13:18.000 --> 00:13:20.000]  我們說回認識那裡
[00:13:20.000 --> 00:13:23.000]  給大家一點看法
[00:13:23.000 --> 00:13:25.000]  大家看到這張的相
[00:13:25.000 --> 00:13:26.000]  真是相來的
[00:13:26.000 --> 00:13:27.000]  你看到甚麼?
[00:13:27.000 --> 00:13:29.000]  這張相片
[00:13:29.000 --> 00:13:32.000]  看到甚麼?
[00:13:32.000 --> 00:13:35.000]  看到一個人在海邊
[00:13:35.000 --> 00:13:37.000]  好像打開一本書
[00:13:37.000 --> 00:13:39.000]  如果你們開退修會
[00:13:39.000 --> 00:13:41.000]  找這張相片都不錯
[00:13:41.000 --> 00:13:43.000]  好像靈修
[00:13:43.000 --> 00:13:45.000]  墨上神的話
[00:13:45.000 --> 00:13:46.000]  你看清楚一點
[00:13:46.000 --> 00:13:49.000]  如果你放大
[00:13:49.000 --> 00:13:51.000]  其實那張相
[00:13:51.000 --> 00:13:53.000]  根本甚麼都不是
[00:13:53.000 --> 00:13:54.000]  沒有人在那裡
[00:13:54.000 --> 00:13:56.000]  沒有人在那裡看書
[00:13:56.000 --> 00:13:57.000]  只是一些石頭
[00:13:57.000 --> 00:13:58.000]  放在那裡
[00:13:58.000 --> 00:14:00.000]  不過攝影師很有技巧地
[00:14:00.000 --> 00:14:02.000]  透過一些鏡頭的角度
[00:14:02.000 --> 00:14:05.000]  拍出來就比你剛剛好
[00:14:05.000 --> 00:14:07.000]  我想說甚麼呢?
[00:14:07.000 --> 00:14:09.000]  往往我們人
[00:14:09.000 --> 00:14:11.000]  對一個人的認識
[00:14:11.000 --> 00:14:13.000]  或者對一件事的理解
[00:14:13.000 --> 00:14:16.000]  當我們只是看表面的現象
[00:14:16.000 --> 00:14:22.000]  我們不能夠全面的認識真相的時候
[00:14:22.000 --> 00:14:23.000]  你就被誤導
[00:14:23.000 --> 00:14:25.000]  甚至誤解了
[00:14:25.000 --> 00:14:26.000]  最後你得出來的
[00:14:26.000 --> 00:14:28.000]  是一個錯誤的判斷
[00:14:28.000 --> 00:14:31.000]  這個就很危險了
[00:14:31.000 --> 00:14:33.000]  明不明白我想說甚麼?
[00:14:33.000 --> 00:14:35.000]  所以為甚麼我們今天說
[00:14:35.000 --> 00:14:37.000]  你不只是信耶穌
[00:14:37.000 --> 00:14:38.000]  你信了耶穌
[00:14:38.000 --> 00:14:39.000]  你要追求
[00:14:39.000 --> 00:14:42.000]  你要竭力去認識我們這位主耶穌
[00:14:42.000 --> 00:14:44.000]  是怎樣又真又活
[00:14:44.000 --> 00:14:46.000]  他怎樣未善
[00:14:46.000 --> 00:14:47.000]  他和我自己
[00:14:47.000 --> 00:14:48.000]  和我的家人
[00:14:48.000 --> 00:14:50.000]  和我的事業
[00:14:50.000 --> 00:14:51.000]  和我人生的一切
[00:14:51.000 --> 00:14:53.000]  有甚麼關係的?
[00:14:53.000 --> 00:14:55.000]  究竟是否只是
[00:14:55.000 --> 00:14:58.000]  星期六、日我回教會就很好了
[00:14:58.000 --> 00:15:00.000]  其他一至五的時間
[00:15:00.000 --> 00:15:02.000]  上帝你走到一邊
[00:15:02.000 --> 00:15:04.000]  那些完全和信仰無關
[00:15:04.000 --> 00:15:06.000]  如果我們今天這樣設角色
[00:15:06.000 --> 00:15:10.000]  這個不是真正的作主門徒的生活
[00:15:10.000 --> 00:15:13.000]  我在這裡舉另外一些例證
[00:15:13.000 --> 00:15:16.000]  如果大家知道
[00:15:16.000 --> 00:15:19.000]  我們中國文化都是留長久遠
[00:15:19.000 --> 00:15:21.000]  但有些說話
[00:15:21.000 --> 00:15:23.000]  經常聽來聽去
[00:15:23.000 --> 00:15:25.000]  但你以為就是這樣
[00:15:25.000 --> 00:15:27.000]  我問大家一句說話
[00:15:27.000 --> 00:15:30.000]  有沒有聽過男尊女卑?
[00:15:30.000 --> 00:15:33.000]  來自我們中國的一個古籍
[00:15:33.000 --> 00:15:36.000]  是來自《易經》
[00:15:36.000 --> 00:15:38.000]  你會說為甚麼中國人那麼
[00:15:38.000 --> 00:15:40.000]  男女歧視
[00:15:40.000 --> 00:15:42.000]  男尊就女卑
[00:15:42.000 --> 00:15:44.000]  你真的誤會了
[00:15:44.000 --> 00:15:46.000]  其實我們中國古代的聖賢
[00:15:46.000 --> 00:15:48.000]  並非這個意思
[00:15:48.000 --> 00:15:50.000]  男尊女卑
[00:15:50.000 --> 00:15:53.000]  他說男人就要好像天一樣
[00:15:53.000 --> 00:15:56.000]  要自尊、要公正
[00:15:56.000 --> 00:15:57.000]  而女人呢?
[00:15:57.000 --> 00:16:00.000]  他說我們必須要好像地一樣
[00:16:00.000 --> 00:16:02.000]  謙卑、包容
[00:16:02.000 --> 00:16:05.000]  所以男女可以和諧相處
[00:16:05.000 --> 00:16:07.000]  有時我們說夫妻之道
[00:16:07.000 --> 00:16:09.000]  你都要學習一點
[00:16:09.000 --> 00:16:11.000]  所有的婚姻專家都說
[00:16:11.000 --> 00:16:13.000]  夫妻要婚姻美滿
[00:16:13.000 --> 00:16:16.000]  男人要愛太太
[00:16:16.000 --> 00:16:17.000]  而女人呢?
[00:16:17.000 --> 00:16:18.000]  妻子要怎樣?
[00:16:18.000 --> 00:16:20.000]  要尊重丈夫
[00:16:20.000 --> 00:16:22.000]  其實這就是聖經的教導
[00:16:22.000 --> 00:16:25.000]  聖經說丈夫你要愛你的妻子
[00:16:25.000 --> 00:16:27.000]  如同愛你自己
[00:16:27.000 --> 00:16:29.000]  保養顧色你的身體一樣
[00:16:29.000 --> 00:16:30.000]  愛到一個地步
[00:16:30.000 --> 00:16:33.000]  甚至為她死、為她犧牲
[00:16:33.000 --> 00:16:35.000]  好像基督愛教會一樣
[00:16:35.000 --> 00:16:37.000]  你還在嗎?
[00:16:37.000 --> 00:16:39.000]  不合理的
[00:16:39.000 --> 00:16:41.000]  這些弟兄有沒有搞錯
[00:16:41.000 --> 00:16:43.000]  你回想你那天
[00:16:43.000 --> 00:16:45.000]  你怎樣來到納藥
[00:16:45.000 --> 00:16:48.000]  你在牧師面前已經說了
[00:16:48.000 --> 00:16:50.000]  你不要不認帳
[00:16:50.000 --> 00:16:52.000]  是這樣的
[00:16:52.000 --> 00:16:54.000]  試問一個太太
[00:16:54.000 --> 00:16:58.000]  如果一個這樣愛她愛到底
[00:16:58.000 --> 00:17:00.000]  連自己的性命都願意犧牲
[00:17:00.000 --> 00:17:02.000]  一個這樣的丈夫
[00:17:02.000 --> 00:17:03.000]  你做太太你怎樣?
[00:17:03.000 --> 00:17:04.000]  全都倒下了
[00:17:04.000 --> 00:17:07.000]  你真的會好好處處為她著想
[00:17:07.000 --> 00:17:09.000]  關心她、敬重她
[00:17:09.000 --> 00:17:11.000]  想得很和諧
[00:17:11.000 --> 00:17:14.000]  兩夫妻可以這樣生活
[00:17:14.000 --> 00:17:16.000]  但有另外一句說話
[00:17:16.000 --> 00:17:18.000]  也給大家聽聽
[00:17:18.000 --> 00:17:21.000]  這句說話其實不是很好聽
[00:17:21.000 --> 00:17:23.000]  「最毒婦人心」
[00:17:23.000 --> 00:17:25.000]  有沒有聽過?
[00:17:25.000 --> 00:17:27.000]  「最毒婦人心」
[00:17:27.000 --> 00:17:29.000]  我們聽過很多
[00:17:29.000 --> 00:17:31.000]  但其實完全誤解
[00:17:31.000 --> 00:17:33.000]  甚麼最毒婦人心?
[00:17:33.000 --> 00:17:35.000]  無毒不丈夫
[00:17:35.000 --> 00:17:40.000]  但最毒婦人心來自明代
[00:17:40.000 --> 00:17:44.000]  一個封神榜的小說
[00:17:44.000 --> 00:17:47.000]  姜子牙
[00:17:47.000 --> 00:17:49.000]  姜子牙七十二歲的時候
[00:17:49.000 --> 00:17:51.000]  娶了六十八歲
[00:17:51.000 --> 00:17:54.000]  姓馬的女人為妻
[00:17:54.000 --> 00:17:56.000]  誰知老婆很兇
[00:17:56.000 --> 00:17:59.000]  又刻薄、貪慕虛榮
[00:17:59.000 --> 00:18:02.000]  結果為榮華富貴
[00:18:02.000 --> 00:18:05.000]  她竟然逼姜子牙休了她
[00:18:05.000 --> 00:18:08.000]  姜子牙很傷心
[00:18:08.000 --> 00:18:11.000]  她真心真意娶她回來
[00:18:11.000 --> 00:18:13.000]  你這樣對我?
[00:18:13.000 --> 00:18:15.000]  她說了一句
[00:18:15.000 --> 00:18:17.000]  「最毒婦人心」
[00:18:17.000 --> 00:18:20.000]  是你辜負了我真心誠意
[00:18:20.000 --> 00:18:22.000]  是這個意思
[00:18:22.000 --> 00:18:24.000]  「最毒婦」
[00:18:24.000 --> 00:18:25.000]  辜負的「婦」
[00:18:25.000 --> 00:18:26.000]  「婦人心」
[00:18:26.000 --> 00:18:27.000]  傳著傳著
[00:18:27.000 --> 00:18:29.000]  就「最毒婦人心」
[00:18:29.000 --> 00:18:33.000]  姜子牙老婆真的很毒、很陰毒
[00:18:33.000 --> 00:18:35.000]  所以有時以訛傳訛
[00:18:35.000 --> 00:18:37.000]  傳了不止幾十年
[00:18:37.000 --> 00:18:39.000]  有時幾百年
