
[00:00:00.000 --> 00:00:06.000]  我們謝謝喜樂師班為我們獻唱這麼優美的詩歌
[00:02:32.000 --> 00:02:35.000]  它的結構挺特別的 兩個不同的人物
[00:02:35.000 --> 00:02:37.000]  但好像一個三文治一樣
[00:02:37.000 --> 00:02:40.000]  關於葉老的段落是一頭一尾
[00:02:40.000 --> 00:02:43.000]  關於血流病的女人就在中間
[00:02:43.000 --> 00:02:50.000]  我們一起試試分開讀 幫我們代入角色
[00:02:50.000 --> 00:02:52.000]  我想請這位弟兄姊妹
[00:02:52.000 --> 00:02:57.000]  可否主力由你們讀現在這段的部分
[00:02:57.000 --> 00:02:59.000]  關於葉老
[00:02:59.000 --> 00:03:02.000]  待會一轉眼就到這邊的弟兄姊妹
[00:03:02.000 --> 00:03:04.000]  請這邊的弟兄姊妹
[00:03:04.000 --> 00:03:33.000]  (葛珮帆念書)
[00:03:33.000 --> 00:03:41.000]  (葛珮帆念書)
[00:03:41.000 --> 00:04:09.000]  (葛珮帆念書)
[00:04:09.000 --> 00:04:37.000]  (葛珮帆念書)
[00:04:37.000 --> 00:04:57.000]  (葛珮帆念書)
[00:04:57.000 --> 00:05:26.000]  (葛珮帆念書)
[00:05:26.000 --> 00:05:44.000]  (葛珮帆念書)
[00:05:44.000 --> 00:05:46.000]  謝謝大家
[00:05:46.000 --> 00:05:49.000]  大家剛才讀書時可能發現
[00:05:49.000 --> 00:05:55.000]  耶穌對血流的女人的態度回應
[00:05:55.000 --> 00:05:57.000]  大家很熟悉的說話
[00:05:57.000 --> 00:06:02.000]  最後神蹟更厲害 叫死人復活
[00:06:02.000 --> 00:06:04.000]  但以這麼平凡的說話
[00:06:04.000 --> 00:06:06.000]  給她食物
[00:06:06.000 --> 00:06:08.000]  你會留意到
[00:06:08.000 --> 00:06:12.000]  其實經文很想凸顯的重點
[00:06:12.000 --> 00:06:16.000]  就真的放在血流的女人身上
[00:06:16.000 --> 00:06:20.000]  甚至結構也特別放在中間位置
[00:06:20.000 --> 00:06:22.000]  通常拍照站在中間
[00:06:22.000 --> 00:06:24.000]  通常都是尊貴一點
[00:06:24.000 --> 00:06:26.000]  我通常選擇旁邊站
[00:06:26.000 --> 00:06:28.000]  我們要去明白
[00:06:28.000 --> 00:06:30.000]  因為今天的焦點
[00:06:30.000 --> 00:06:35.000]  我真的不可以選擇同時放在葉老身上
[00:06:35.000 --> 00:06:37.000]  所以就省略了很多細節
[00:06:37.000 --> 00:06:40.000]  否則如果剛才一直讀著
[00:06:40.000 --> 00:06:43.000]  在讀血流女人的段落
[00:06:43.000 --> 00:06:45.000]  這邊我請頂尖會瞪著她
[00:06:45.000 --> 00:06:46.000]  哇 這麼久
[00:06:46.000 --> 00:06:48.000]  我等著回去救女兒
[00:06:48.000 --> 00:06:53.000]  你就感受到葉老當時的掙扎
[00:06:53.000 --> 00:06:55.000]  為什麼耶穌鼓勵她不要怕
[00:06:55.000 --> 00:06:56.000]  只要順
[00:06:56.000 --> 00:06:59.000]  我們將焦點從葉老身上
[00:06:59.000 --> 00:07:03.000]  同時回到這兩個主人翁
[00:07:03.000 --> 00:07:07.000]  我們見到這兩個主人翁
[00:07:07.000 --> 00:07:11.000]  其實他們有很多不同的地方
[00:07:11.000 --> 00:07:13.000]  可以說是南轅北轍
[00:07:13.000 --> 00:07:15.000]  葉老有頭有面
[00:07:15.000 --> 00:07:17.000]  有身份 有地位 有名
[00:07:17.000 --> 00:07:19.000]  這個女人什麼都沒有
[00:07:19.000 --> 00:07:21.000]  名字都不知道
[00:07:21.000 --> 00:07:23.000]  然後有好的經濟條件
[00:07:23.000 --> 00:07:25.000]  她有一個大屋
[00:07:25.000 --> 00:07:27.000]  這個女人為了治病
[00:07:27.000 --> 00:07:28.000]  錢都沒有了
[00:07:28.000 --> 00:07:31.000]  然後葉老有一個寶貝女
[00:07:31.000 --> 00:07:33.000]  聖經描述
[00:07:33.000 --> 00:07:35.000]  當他來求耶穌的時候
[00:07:35.000 --> 00:07:37.000]  他的女兒
[00:07:37.000 --> 00:07:39.000]  其實那個字眼是說
[00:07:39.000 --> 00:07:41.000]  我的女兒
[00:07:41.000 --> 00:07:43.000]  我的女兒
[00:07:43.000 --> 00:07:45.000]  是一個很親暱
[00:07:45.000 --> 00:07:47.000]  這是我的寶貝女兒
[00:07:47.000 --> 00:07:49.000]  病了
[00:07:49.000 --> 00:07:50.000]  你可以想像
[00:07:50.000 --> 00:07:52.000]  她是一個女兒抱著
[00:07:52.000 --> 00:07:55.000]  很幸福的爸爸
[00:07:55.000 --> 00:07:58.000]  並且她是會堂的主管
[00:07:58.000 --> 00:08:02.000]  肯定她在敬拜生活
[00:08:02.000 --> 00:08:04.000]  在社群裏面
[00:08:04.000 --> 00:08:06.000]  都有很穩健的網絡
[00:08:06.000 --> 00:08:08.000]  都很備受尊重
[00:08:08.000 --> 00:08:10.000]  但同樣這個患血瘤的女人
[00:08:10.000 --> 00:08:12.000]  因為患病
[00:08:12.000 --> 00:08:15.000]  使她處於不潔的狀態
[00:08:15.000 --> 00:08:18.000]  她不可以去敬拜上帝
[00:08:18.000 --> 00:08:23.000]  並且持續了12年
[00:08:23.000 --> 00:08:26.000]  會堂裏面有誰會認識她?
[00:08:26.000 --> 00:08:31.000]  在她的親族裏有誰想親近她?
[00:08:31.000 --> 00:08:35.000]  有誰會肯要她?
[00:08:35.000 --> 00:08:38.000]  所以她都沒有這一切
[00:08:38.000 --> 00:08:41.000]  然後葉老是一個生活無憂
[00:08:41.000 --> 00:08:44.000]  過了過去的12年
[00:08:44.000 --> 00:08:48.000]  但這個女人的局面是完全不同
[00:08:48.000 --> 00:08:51.000]  當他們兩個都來求耶穌
[00:08:51.000 --> 00:08:53.000]  說:你可不可以幫我?
[00:08:53.000 --> 00:08:55.000]  我要痊癒
[00:08:55.000 --> 00:08:58.000]  我們會覺得
[00:08:58.000 --> 00:09:01.000]  好像求的東西都是一樣
[00:09:01.000 --> 00:09:03.000]  兩個都要痊癒
[00:09:03.000 --> 00:09:07.000]  但是當我們上心一層
[00:09:07.000 --> 00:09:09.000]  其實因為他們這兩個人
[00:09:09.000 --> 00:09:12.000]  人生際遇和條件
[00:09:12.000 --> 00:09:14.000]  是南轅北轍
[00:09:14.000 --> 00:09:16.000]  差天拱地
[00:09:16.000 --> 00:09:19.000]  當他們分別都要求痊癒
[00:09:19.000 --> 00:09:21.000]  一個為女兒一個為自己
[00:09:21.000 --> 00:09:23.000]  這兩個女性
[00:09:23.000 --> 00:09:27.000]  其實他們原來真正希望得到的東西
[00:09:27.000 --> 00:09:29.000]  是很不同的
[00:09:29.000 --> 00:09:31.000]  可以說是完全相反的
[00:09:31.000 --> 00:09:33.000]  我們看看
[00:09:33.000 --> 00:09:37.000]  葉老說:求耶穌你幫助我
[00:09:37.000 --> 00:09:39.000]  我們看下一張片段就看到
[00:09:39.000 --> 00:09:42.000]  使我的女兒可以痊癒
[00:09:42.000 --> 00:09:44.000]  可以活下去
[00:09:44.000 --> 00:09:46.000]  他求的是什麼?
[00:09:46.000 --> 00:09:50.000]  他求耶穌讓她可以延續
[00:09:50.000 --> 00:09:53.000]  他女兒現在的生命故事
[00:09:53.000 --> 00:09:55.000]  不要就這樣失去
[00:09:55.000 --> 00:09:57.000]  不要就這樣斷了
[00:09:57.000 --> 00:09:59.000]  對不起,我要調低一點
[00:09:59.000 --> 00:10:01.000]  不然噴咪噴,或者高一點
[00:10:01.000 --> 00:10:03.000]  然後那個血流的女人
[00:10:03.000 --> 00:10:06.000]  當她求說:我要痊癒
[00:10:06.000 --> 00:10:08.000]  其實她求不是要延續
[00:10:08.000 --> 00:10:10.000]  不是要這樣搞,千萬不要
[00:10:10.000 --> 00:10:12.000]  她要改寫
[00:10:12.000 --> 00:10:14.000]  她要停止
[00:10:14.000 --> 00:10:16.000]  不想再這樣
[00:10:16.000 --> 00:10:18.000]  一入都嫌多
[00:10:18.000 --> 00:10:20.000]  她想翻開新的一頁
[00:10:20.000 --> 00:10:23.000]  在這裡我也很想和大家補充
[00:10:23.000 --> 00:10:26.000]  多一個很重要的經文細節
[00:10:26.000 --> 00:10:28.000]  原來在經文裏
[00:10:28.000 --> 00:10:31.000]  無論是葉老求的痊癒
[00:10:31.000 --> 00:10:33.000]  血流女人求的痊癒
[00:10:33.000 --> 00:10:35.000]  原來原文的字
[00:10:35.000 --> 00:10:38.000]  也是解作「請救」
[00:10:38.000 --> 00:10:41.000]  很多翻譯在其他經文的地方
[00:10:41.000 --> 00:10:43.000]  就是「請救」
[00:10:43.000 --> 00:10:45.000]  Savior 也出自這個字
[00:10:45.000 --> 00:10:47.000]  救主
[00:10:47.000 --> 00:10:49.000]  這個字在整段經文
[00:10:49.000 --> 00:10:50.000]  剛才大家讀
[00:10:50.000 --> 00:10:53.000]  總共出現了三次
[00:10:53.000 --> 00:10:56.000]  到最後第三次出現的時候
[00:10:56.000 --> 00:10:57.000]  經文就真是
[00:10:57.000 --> 00:10:58.000]  中文的翻譯
[00:10:58.000 --> 00:10:59.000]  英文也好
[00:10:59.000 --> 00:11:01.000]  就真是說:女兒
[00:11:01.000 --> 00:11:02.000]  你的信救了你
[00:11:02.000 --> 00:11:03.000]  為什麼?
[00:11:03.000 --> 00:11:05.000]  因為不再重複了
[00:11:05.000 --> 00:11:07.000]  接著耶穌說:平安地回去吧
[00:11:07.000 --> 00:11:09.000]  你的疾病痊癒了
[00:11:09.000 --> 00:11:12.000]  馬可克爾在最後這裡痊癒了
[00:11:12.000 --> 00:11:14.000]  用了另一個字
[00:11:14.000 --> 00:11:18.000]  所以很想讓我們看到
[00:11:18.000 --> 00:11:20.000]  這三處出現
[00:11:20.000 --> 00:11:23.000]  我們說一個貼近一點
[00:11:23.000 --> 00:11:25.000]  這種兩者都可以的意思
[00:11:25.000 --> 00:11:27.000]  救治
[00:11:27.000 --> 00:11:30.000]  這個救治原來
[00:11:30.000 --> 00:11:34.000]  真是有一個值得我們深刻思想的意思
[00:11:34.000 --> 00:11:36.000]  甚至去到最後
[00:11:36.000 --> 00:11:38.000]  你發現這個救治
[00:11:38.000 --> 00:11:39.000]  耶穌再說
[00:11:39.000 --> 00:11:41.000]  再用這個字的時候
[00:11:41.000 --> 00:11:44.000]  他在說的已經不是傳語了
[00:11:44.000 --> 00:11:46.000]  是耶穌應許的
[00:11:46.000 --> 00:11:50.000]  傳人的一種請救
[00:11:50.000 --> 00:11:52.000]  好
[00:11:52.000 --> 00:11:53.000]  這個忍不住
[00:11:53.000 --> 00:11:55.000]  也值得我們思考
[00:11:55.000 --> 00:11:58.000]  葉老他要求救治
[00:11:58.000 --> 00:12:00.000]  但是他在想救治
[00:12:00.000 --> 00:12:03.000]  是要延續他現在生命的故事
[00:12:03.000 --> 00:12:06.000]  血流的女人都求救治
[00:12:06.000 --> 00:12:09.000]  不過是要停止現在生命的故事
[00:12:09.000 --> 00:12:11.000]  要改寫
[00:12:11.000 --> 00:12:13.000]  這個救治其實都是
[00:12:13.000 --> 00:12:16.000]  很可能他們心裡都是同時在想
[00:12:16.000 --> 00:12:17.000]  救命啊
[00:12:17.000 --> 00:12:19.000]  我的女兒快要死了
[00:12:19.000 --> 00:12:20.000]  救命啊
[00:12:20.000 --> 00:12:21.000]  我醫治都醫不好
[00:12:21.000 --> 00:12:23.000]  受了很多苦
[00:12:23.000 --> 00:12:25.000]  很可能他們同時都有
[00:12:25.000 --> 00:12:28.000]  請救離開苦楚的想法
[00:12:28.000 --> 00:12:30.000]  我們忍不住會想
[00:12:30.000 --> 00:12:32.000]  其實什麼是真正
[00:12:32.000 --> 00:12:35.000]  在耶穌裡面得請救呢?
[00:12:35.000 --> 00:12:37.000]  是延續我現在有的
[00:12:37.000 --> 00:12:39.000]  這麼好的東西
[00:12:39.000 --> 00:12:41.000]  我很滿意
[00:12:41.000 --> 00:12:44.000]  還是得請救是要改寫
[00:12:44.000 --> 00:12:46.000]  我現在有的生命故事
[00:12:46.000 --> 00:12:47.000]  萬一我很滿意
[00:12:47.000 --> 00:12:48.000]  他都改寫
[00:12:48.000 --> 00:12:50.000]  那怎麼辦呢?
[00:12:50.000 --> 00:12:56.000]  葉老和血流病這個女人
[00:12:56.000 --> 00:12:59.000]  帶領我們心思這兩方面
[00:12:59.000 --> 00:13:01.000]  其實當我們去想一想
[00:13:01.000 --> 00:13:03.000]  我們自己信耶穌
[00:13:03.000 --> 00:13:06.000]  得著請救的人生旅程
[00:13:06.000 --> 00:13:09.000]  我猜我們同時都有
[00:13:09.000 --> 00:13:11.000]  無論是血流病這個女人
[00:13:11.000 --> 00:13:13.000]  又或者葉老的經歷
[00:13:13.000 --> 00:13:15.000]  我的眼睛是容易讀錯音
[00:13:15.000 --> 00:13:17.000]  我們兩方面都有
[00:13:17.000 --> 00:13:20.000]  既有想耶穌停下來
[00:13:20.000 --> 00:13:21.000]  不要有事
[00:13:21.000 --> 00:13:24.000]  或者耶穌幫我延續
[00:13:24.000 --> 00:13:27.000]  我大哥星期一做手術
[00:13:27.000 --> 00:13:29.000]  即是明天
[00:13:29.000 --> 00:13:34.000]  因為他飲食生活不健康
[00:13:34.000 --> 00:13:37.000]  出了一些很奇怪的病症
[00:13:37.000 --> 00:13:39.000]  醫生都說你很奇怪
[00:13:39.000 --> 00:13:41.000]  為什麼會生出這樣的東西
[00:13:41.000 --> 00:13:43.000]  不是腫瘤
[00:13:43.000 --> 00:13:46.000]  是生出一些導管
[00:13:46.000 --> 00:13:48.000]  在什麼位置呢?
[00:13:48.000 --> 00:13:50.000]  我只知道是腰部
[00:13:50.000 --> 00:13:51.000]  都忘了是左還是右
[00:13:51.000 --> 00:13:52.000]  我都問大哥
[00:13:52.000 --> 00:13:55.000]  生在肝、腸、胃哪裏
[00:13:55.000 --> 00:13:57.000]  他說忘了問
[00:13:57.000 --> 00:14:00.000]  導管會令他
[00:14:00.000 --> 00:14:01.000]  失間無神
[00:14:01.000 --> 00:14:02.000]  就會滲出一些膿
[00:14:02.000 --> 00:14:05.000]  當他第一次因為導管病發
[00:14:05.000 --> 00:14:07.000]  醫生幫他抽了三個針筒
[00:14:07.000 --> 00:14:08.000]  是很粗的
[00:14:08.000 --> 00:14:11.000]  不是打疫苗那些
[00:14:11.000 --> 00:14:13.000]  三支粗針筒
[00:14:13.000 --> 00:14:15.000]  綠色的膿
[00:14:15.000 --> 00:14:18.000]  結果現在又再復發
[00:14:18.000 --> 00:14:20.000]  醫生說不是
[00:14:20.000 --> 00:14:21.000]  做一次手術
[00:14:21.000 --> 00:14:23.000]  大哥都很擔心
[00:14:23.000 --> 00:14:25.000]  他第一次做手術
[00:14:25.000 --> 00:14:27.000]  本來就想
[00:14:27.000 --> 00:14:30.000]  醫生說有風險
[00:14:30.000 --> 00:14:31.000]  問他有沒有把握
[00:14:31.000 --> 00:14:32.000]  都有風險
[00:14:32.000 --> 00:14:33.000]  是不是小手術
[00:14:33.000 --> 00:14:35.000]  都不是
[00:14:35.000 --> 00:14:37.000]  於是他就捨棄
[00:14:37.000 --> 00:14:39.000]  跟醫生說不做
[00:14:39.000 --> 00:14:40.000]  幾經轉折
[00:14:40.000 --> 00:14:42.000]  上帝很特別的時間
[00:14:42.000 --> 00:14:45.000]  又讓他可以撈回來做
[00:14:45.000 --> 00:14:47.000]  想了一會又擔心
[00:14:47.000 --> 00:14:48.000]  並且排期
[00:14:48.000 --> 00:14:49.000]  本來排到七月
[00:14:49.000 --> 00:14:51.000]  現在變成明天
[00:14:51.000 --> 00:14:53.000]  大哥很害怕
[00:14:53.000 --> 00:14:54.000]  叮囑我
[00:14:54.000 --> 00:14:55.000]  很少可以叮囑我
[00:14:55.000 --> 00:14:57.000]  叮囑我為他祈禱
[00:14:57.000 --> 00:14:59.000]  我都會為他禱告
[00:14:59.000 --> 00:15:01.000]  上帝延續他的生命
[00:15:01.000 --> 00:15:04.000]  不過就拿走他的導管
[00:15:04.000 --> 00:15:07.000]  除去這些改寫他導管
[00:15:07.000 --> 00:15:08.000]  帶著導管的人生
[00:15:08.000 --> 00:15:11.000]  但就延續他之前的人生
[00:15:11.000 --> 00:15:13.000]  我們同時也有
[00:15:13.000 --> 00:15:16.000]  可能也有很多
[00:15:16.000 --> 00:15:20.000]  當我過一個
[00:15:20.000 --> 00:15:22.000]  信耶穌得救的生命
[00:15:22.000 --> 00:15:24.000]  我有這些危難
[00:15:24.000 --> 00:15:27.000]  我會不會求耶穌延續改寫
[00:15:27.000 --> 00:15:29.000]  我一定求
[00:15:29.000 --> 00:15:30.000]  肯定求
[00:15:30.000 --> 00:15:31.000]  因為我不求我救主
[00:15:31.000 --> 00:15:33.000]  求誰呢
[00:15:33.000 --> 00:15:34.000]  而我也相信
[00:15:34.000 --> 00:15:36.000]  耶穌肯定很悅耳我們
[00:15:36.000 --> 00:15:38.000]  這樣去祈求他
[00:15:38.000 --> 00:15:40.000]  我們是因為信他是救主
[00:15:40.000 --> 00:15:42.000]  才找他
[00:15:42.000 --> 00:15:43.000]  如果這樣說
[00:15:43.000 --> 00:15:44.000]  我們可以說
[00:15:44.000 --> 00:15:48.000]  其實無論是葉老
[00:15:48.000 --> 00:15:51.000]  很希望得的那種拯救
[00:15:51.000 --> 00:15:52.000]  還是血流女人
[00:15:52.000 --> 00:15:54.000]  很希望得的拯救
[00:15:54.000 --> 00:15:56.000]  其實都是我們得拯救
[00:15:56.000 --> 00:15:59.000]  生命很重要的部分
[00:15:59.000 --> 00:16:02.000]  亦都是上帝喜悅的部分
[00:16:02.000 --> 00:16:05.000]  不過我要說
[00:16:05.000 --> 00:16:08.000]  兩者就算合在一起
[00:16:08.000 --> 00:16:12.000]  也不是全部我們得拯救的生命
[00:16:12.000 --> 00:16:15.000]  何謂真正的得拯救
[00:16:15.000 --> 00:16:17.000]  不是好像葉老
[00:16:17.000 --> 00:16:18.000]  不是葉老
[00:16:18.000 --> 00:16:19.000]  是葉老
[00:16:19.000 --> 00:16:22.000]  再加上血流女人
[00:16:22.000 --> 00:16:23.000]  會堂主管
[00:16:23.000 --> 00:16:25.000]  可能會好一點
[00:16:25.000 --> 00:16:27.000]  兩者加起來
[00:16:27.000 --> 00:16:30.000]  都不是得拯救的真正意義
[00:16:30.000 --> 00:16:33.000]  其實還有一些更核心
[00:16:33.000 --> 00:16:37.000]  更重要的元素在當中
[00:16:37.000 --> 00:16:39.000]  這些元素
[00:16:39.000 --> 00:16:42.000]  原來我們從耶穌
[00:16:42.000 --> 00:16:45.000]  以及血流女人的互動當中
[00:16:45.000 --> 00:16:46.000]  都可以找到
[00:16:46.000 --> 00:16:50.000]  我終於不用說會堂主管的名字
[00:16:50.000 --> 00:16:53.000]  去到集中說血流女人
[00:16:53.000 --> 00:16:55.000]  大家猜不猜到
[00:16:55.000 --> 00:16:57.000]  在哪一節會透露
[00:16:57.000 --> 00:17:00.000]  有關得拯救更加核心
[00:17:00.000 --> 00:17:03.000]  更加重要的元素
[00:17:03.000 --> 00:17:05.000]  這些其他元素是什麼呢?
[00:17:05.000 --> 00:17:07.000]  有兩張slider
[00:17:07.000 --> 00:17:08.000]  大家看看
[00:17:08.000 --> 00:17:10.000]  你覺得在哪裡
[00:17:10.000 --> 00:17:16.000]  抑或在下一張
[00:17:16.000 --> 00:17:18.000]  我弄了深色字
[00:17:18.000 --> 00:17:19.000]  就劇透了
[00:17:19.000 --> 00:17:20.000]  真是不好意思
[00:17:20.000 --> 00:17:21.000]  我時間關係
[00:17:21.000 --> 00:17:23.000]  弄不到同顏色
[00:17:23.000 --> 00:17:25.000]  其實就在這裡
[00:17:25.000 --> 00:17:27.000]  不過都關上一張事
[00:17:27.000 --> 00:17:29.000]  為什麼這樣說呢?
[00:17:29.000 --> 00:17:33.000]  因為這個這麼重要
[00:17:33.000 --> 00:17:35.000]  得拯救的核心關鍵
[00:17:35.000 --> 00:17:38.000]  帶出來的主題
[00:17:38.000 --> 00:17:40.000]  是源於耶穌
[00:17:40.000 --> 00:17:41.000]  就是這一頁
[00:17:41.000 --> 00:17:43.000]  這一頁看去最底
[00:17:43.000 --> 00:17:45.000]  一個很關鍵的問題
[00:17:45.000 --> 00:17:49.000]  但這也是很莫名奇妙的問題
[00:17:49.000 --> 00:17:51.000]  耶穌問了一個什麼問題
[00:17:51.000 --> 00:17:54.000]  祂問:誰摸我的衣服?
[00:17:54.000 --> 00:17:56.000]  問得很仔細
[00:17:56.000 --> 00:17:58.000]  不是誰撞我
[00:17:58.000 --> 00:18:00.000]  而是摸我的衣服
[00:18:00.000 --> 00:18:03.000]  門徒不知道發生什麼事
[00:18:03.000 --> 00:18:04.000]  於是就覺得
[00:18:04.000 --> 00:18:06.000]  不是吧?老師
[00:18:06.000 --> 00:18:09.000]  你這麼執著
[00:18:09.000 --> 00:18:11.000]  要問誰摸你的衣服
[00:18:11.000 --> 00:18:14.000]  現在我們是迫沙癲瘀
[00:18:14.000 --> 00:18:17.000]  當時聖經形容是勁擁擠
[00:18:17.000 --> 00:18:20.000]  它用的字是大家迫著
[00:18:20.000 --> 00:18:21.000]  壓著
[00:18:21.000 --> 00:18:23.000]  你去年宵花市
[00:18:23.000 --> 00:18:25.000]  不是疫情恢復之後
[00:18:25.000 --> 00:18:27.000]  是疫情前
[00:18:27.000 --> 00:18:28.000]  年宵
[00:18:28.000 --> 00:18:30.000]  你大概感受到
[00:18:30.000 --> 00:18:31.000]  在維園
[00:18:31.000 --> 00:18:33.000]  那種迫著壓著
[00:18:33.000 --> 00:18:35.000]  然後你問:誰摸我的衣服?
[00:18:35.000 --> 00:18:37.000]  你試試在維園問
[00:18:37.000 --> 00:18:40.000]  大家都真的氣壞了
[00:18:40.000 --> 00:18:42.000]  門徒也真是
[00:18:42.000 --> 00:18:43.000]  所以
[00:18:43.000 --> 00:18:45.000]  不過耶穌不放過
[00:18:45.000 --> 00:18:47.000]  繼續要問
[00:18:47.000 --> 00:18:50.000]  誰摸我的衣服?
[00:18:50.000 --> 00:18:52.000]  這樣
[00:18:52.000 --> 00:18:55.000]  我們作為讀者
[00:18:55.000 --> 00:18:57.000]  尤其是當聽到耶穌
[00:18:57.000 --> 00:18:59.000]  堅持要再問的時候
[00:18:59.000 --> 00:19:00.000]  要到處看看
[00:19:00.000 --> 00:19:02.000]  是誰做這件事
[00:19:02.000 --> 00:19:05.000]  很可能我們都同樣覺得很困惑
[00:19:05.000 --> 00:19:08.000]  甚至更加忍不住覺得
[00:19:08.000 --> 00:19:10.000]  耶穌你用不用?
[00:19:10.000 --> 00:19:12.000]  因為我們知道一個很重要
[00:19:12.000 --> 00:19:15.000]  發生了的事的內情
[00:19:15.000 --> 00:19:16.000]  是門徒不知道的
[00:19:16.000 --> 00:19:18.000]  是使徒不知道的
[00:19:18.000 --> 00:19:20.000]  是什麼情況呢?
[00:19:20.000 --> 00:19:22.000]  我們知道這是一個血流的女人
[00:19:22.000 --> 00:19:24.000]  一個不潔淨的女人
[00:19:24.000 --> 00:19:25.000]  她沒有說
[00:19:25.000 --> 00:19:27.000]  不應該這樣摸耶穌
[00:19:27.000 --> 00:19:29.000]  她甚至連來這個場合
[00:19:29.000 --> 00:19:30.000]  她也不應該
[00:19:30.000 --> 00:19:31.000]  這麼多人
[00:19:31.000 --> 00:19:35.000]  全部不潔淨
[00:19:35.000 --> 00:19:37.000]  並且大家都不知道
[00:19:37.000 --> 00:19:39.000]  原來我不潔了
[00:19:39.000 --> 00:19:41.000]  糟了還去聖殿
[00:19:41.000 --> 00:19:43.000]  還去會堂
[00:19:43.000 --> 00:19:45.000]  會不會上帝擊打
[00:19:45.000 --> 00:19:46.000]  殺光了
[00:19:46.000 --> 00:19:50.000]  這個真的可以很大劑
[00:19:50.000 --> 00:19:51.000]  但是另一方面
[00:19:51.000 --> 00:19:53.000]  我們也會忍不住
[00:19:53.000 --> 00:19:55.000]  同情這個女人
[00:19:55.000 --> 00:19:58.000]  她也不想的
[00:19:58.000 --> 00:20:00.000]  她也很慘
[00:20:00.000 --> 00:20:01.000]  12年了
[00:20:01.000 --> 00:20:02.000]  我不知道你有沒有認識
[00:20:02.000 --> 00:20:04.000]  有些人病了12年
[00:20:04.000 --> 00:20:06.000]  醫治都治不好
[00:20:06.000 --> 00:20:09.000]  12年持續的受苦
[00:20:09.000 --> 00:20:11.000]  很慘
[00:20:11.000 --> 00:20:13.000]  我們忍不住同情
[00:20:13.000 --> 00:20:14.000]  很可能你也覺得
[00:20:14.000 --> 00:20:16.000]  算了都發生了
[00:20:16.000 --> 00:20:18.000]  耶穌你又沒事
[00:20:18.000 --> 00:20:20.000]  你又沒有擊殺
[00:20:20.000 --> 00:20:22.000]  那何必呢?
[00:20:22.000 --> 00:20:25.000]  為什麼一定要問呢?
[00:20:25.000 --> 00:20:27.000]  這麼執著
[00:20:27.000 --> 00:20:29.000]  於是我們就會知道
[00:20:29.000 --> 00:20:31.000]  其實當耶穌堅持
[00:20:31.000 --> 00:20:33.000]  要找這個女人出來
[00:20:33.000 --> 00:20:34.000]  一定是一個
