
[00:00:00.000 --> 00:00:04.920]  領事會好 我們今天會繼續來看民訴記
[00:02:35.200 --> 00:02:41.400]  其實38年之前他們百姓在出埃及大概一年多的時候
[00:02:41.400 --> 00:02:46.400]  他們因為不信上帝的說話和應許
[00:02:46.400 --> 00:02:55.400]  他們當時亦都是因為嫌棄神給過他們的馬納
[00:02:55.400 --> 00:03:04.000]  引致後來神審判 倒閉的一班百姓都很多
[00:03:04.000 --> 00:03:09.880]  這四個場景是包括我們剛才看到
[00:03:09.880 --> 00:03:16.360]  米利安的死亡帶來百姓亦都再度找機會要來攻擊
[00:03:16.360 --> 00:03:19.440]  和與摩西亞倫爭鬧
[00:03:19.440 --> 00:03:22.400]  爭鬧的地方就是這個米利巴水
[00:03:22.400 --> 00:03:31.200]  這個地方其實就是迦底斯在這個曠野裏面發生的
[00:03:31.200 --> 00:03:37.720]  而第三段的經文是講到他們原本是希望能夠北上
[00:03:37.720 --> 00:03:43.000]  就好像昔日他們去探路的路徑
[00:03:43.000 --> 00:03:48.000]  他們很想直接進入這個迦南地
[00:03:48.000 --> 00:03:51.600]  但是以東人是不讓路的
[00:03:51.600 --> 00:03:56.800]  他們就不讓他們來路過他們以東的景域
[00:03:56.800 --> 00:04:02.400]  結果他們就在以東的邊境裏面 就是荷爾山這個地方
[00:04:02.400 --> 00:04:04.400]  亞倫就在那裏
[00:04:04.400 --> 00:04:06.000]  他照著上帝的吩咐
[00:04:06.000 --> 00:04:12.000]  他和摩西和亞倫的第三個兒子伊利亞薩
[00:04:12.000 --> 00:04:14.800]  就是他們上到這個山上
[00:04:14.800 --> 00:04:21.400]  然後就要將大祭司的袍交給他的兒子
[00:04:21.400 --> 00:04:25.400]  亞倫就在山上去世
[00:04:25.400 --> 00:04:29.200]  好 整件事給我們就可以看到這件事
[00:04:29.200 --> 00:04:33.200]  我們看經文之前我們再一次在這裏祈禱
[00:04:33.200 --> 00:04:35.200]  天父上帝求你幫助我們
[00:04:35.200 --> 00:04:40.200]  今日每一個鼎姐妹我們都有這個漢建
[00:04:40.200 --> 00:04:44.800]  我們漢建這個世代都好像昔日的世代一樣
[00:04:44.800 --> 00:04:49.400]  年長的一班慢慢會離場
[00:04:49.400 --> 00:04:53.600]  年幼的一群他們要被興起
[00:04:53.600 --> 00:04:57.400]  但是能否世代可以交接得好
[00:04:57.400 --> 00:05:01.000]  亦都能夠讓神的道繼續傳承下去
[00:05:01.000 --> 00:05:04.400]  這個就是一個很重要的關鍵
[00:05:04.400 --> 00:05:07.400]  求主給我們今天在這一段經文裏面
[00:05:07.400 --> 00:05:09.400]  我們有所領受和學習
[00:05:09.400 --> 00:05:11.400]  你保守講的聽的
[00:05:11.400 --> 00:05:13.400]  我們都能夠同感一靈
[00:05:13.400 --> 00:05:17.200]  同得你自己話語給我們的教導
[00:05:17.200 --> 00:05:20.400]  願聖靈在我們當中親自指引
[00:05:20.400 --> 00:05:21.800]  幫助我們每一個
[00:05:21.800 --> 00:05:23.800]  同心祈禱奉主名求
[00:05:23.800 --> 00:05:25.800]  阿們
[00:05:25.800 --> 00:05:27.800]  我們先看第一個段落
[00:05:27.800 --> 00:05:32.600]  在哀傷中他們怎樣開始這個怨言
[00:05:32.600 --> 00:05:35.800]  經文和我們交代在第一節
[00:05:35.800 --> 00:05:38.400]  不如我們一起讀一下
[00:05:38.400 --> 00:05:43.000]  正月間以色列傳輩眾到了沉的曠野
[00:05:43.000 --> 00:05:45.400]  百姓住在迦底斯
[00:05:45.400 --> 00:05:49.600]  米利安死在那裏也葬在那裏
[00:05:49.600 --> 00:05:54.400]  這個正月間我們會相信
[00:05:54.400 --> 00:05:56.400]  這個是指導
[00:05:56.400 --> 00:06:01.200]  就是他們在曠野的旅程
[00:06:01.200 --> 00:06:04.200]  去到最後的一個階段
[00:06:04.200 --> 00:06:06.200]  在第四十年的時候
[00:06:06.200 --> 00:06:09.200]  他們來到這個地方
[00:06:09.200 --> 00:06:11.200]  其實就是一個
[00:06:11.200 --> 00:06:17.200]  其實以往他們在埃及這裏
[00:06:17.200 --> 00:06:21.200]  原本他們可以這樣直上去迦南地
[00:06:21.200 --> 00:06:24.200]  但因為當時探子回來匯報了之後
[00:06:24.200 --> 00:06:26.200]  他們不信神的應許
[00:06:26.200 --> 00:06:31.200]  他們很怕迦南地裏面那些阿納族人
[00:06:31.200 --> 00:06:32.200]  高大威猛
[00:06:32.200 --> 00:06:35.200]  所以他們就不信得過上帝的應許
[00:06:35.200 --> 00:06:39.200]  這個在文素記十三十四章我們看到
[00:06:39.200 --> 00:06:45.200]  帶來其實是一個很大的一個他們的失敗
[00:06:45.200 --> 00:06:51.200]  而他們就在曠野另外那三十八年
[00:06:51.200 --> 00:06:57.200]  去到現在來到迦底斯這個地方
[00:06:57.200 --> 00:07:01.200]  他們要再次去迦南地
[00:07:01.200 --> 00:07:06.200]  他們就在這個地方遇見米利安
[00:07:06.200 --> 00:07:09.200]  在那裏去世
[00:07:09.200 --> 00:07:15.200]  而我們看到當時百姓再度發怨言
[00:07:15.200 --> 00:07:19.200]  他們曾經沒有水的時候
[00:07:19.200 --> 00:07:22.200]  就去聚集攻擊摩西亞倫
[00:07:22.200 --> 00:07:27.200]  但現在同樣出現一個這樣的情況
[00:07:27.200 --> 00:07:29.200]  他們怎樣說呢
[00:07:29.200 --> 00:07:32.200]  如果我們看這幾節的聖經
[00:07:32.200 --> 00:07:36.200]  在第二第三節我們可以一起讀
[00:07:36.200 --> 00:07:41.200]  背中沒有水就聚集反對摩西和亞倫
[00:07:41.200 --> 00:07:44.200]  百姓與摩西爭鬧說
[00:07:44.200 --> 00:07:50.200]  我們恨不得與我們的弟兄一同死在耶和華面前
[00:07:50.200 --> 00:07:55.200]  這個聚集反對其實在文素記出現了四次這麼多
[00:07:55.200 --> 00:07:59.200]  另外那三次就在第十六章
[00:07:59.200 --> 00:08:06.200]  那個可拉貝翼摩西的事件裏面發生
[00:08:06.200 --> 00:08:08.200]  出現了很頻密
[00:08:08.200 --> 00:08:11.200]  這個第四次在今次這裏表示
[00:08:11.200 --> 00:08:16.200]  就是他們是一起來集中
[00:08:16.200 --> 00:08:20.200]  他們這個反對的聲音製造輿論
[00:08:20.200 --> 00:08:27.200]  來向他們的領袖發出這些怨言
[00:08:27.200 --> 00:08:30.200]  第三節講到他們與摩西爭鬧
[00:08:30.200 --> 00:08:36.200]  這個爭鬧其實很多時候就在舊約裏面
[00:08:36.200 --> 00:08:41.200]  會在一些訴訟的場合提出的爭論
[00:08:41.200 --> 00:08:43.200]  我們可以看見
[00:08:43.200 --> 00:08:48.200]  亦都可以在一些陳述裏面
[00:08:48.200 --> 00:08:52.200]  講一些暴力的表達
[00:08:52.200 --> 00:08:54.200]  如果大家意見不合
[00:08:54.200 --> 00:08:57.200]  接著是繼而動武
[00:08:57.200 --> 00:08:59.200]  他們訴諸暴力
[00:08:59.200 --> 00:09:01.200]  這個在舊約
[00:09:01.200 --> 00:09:03.200]  無論在《出拉埃及記》、《生命記》
[00:09:03.200 --> 00:09:06.200]  或者《詩篇》都有這些表述
[00:09:06.200 --> 00:09:09.200]  我們來看這一段經文
[00:09:09.200 --> 00:09:12.200]  去到第四節和第五節
[00:09:12.200 --> 00:09:16.200]  他們就問了幾個問題
[00:09:16.200 --> 00:09:22.200]  你們為何要領耶和華的會眾到這曠野
[00:09:22.200 --> 00:09:25.200]  這個耶和華的會眾
[00:09:25.200 --> 00:09:28.200]  其實在文素記出現了兩次
[00:09:28.200 --> 00:09:31.200]  一次就在十六章第三節
[00:09:31.200 --> 00:09:33.200]  另外一次就在這裏
[00:09:33.200 --> 00:09:39.200]  兩次都是百姓與摩西與阿倫去爭鬧
[00:09:39.200 --> 00:09:45.200]  是為了他們覺得他們的要求是合理的
[00:09:45.200 --> 00:09:50.200]  你發覺他們每一次與領袖去爭論的時候
[00:09:50.200 --> 00:09:54.200]  他們就擺出他們的所謂身份
[00:09:54.200 --> 00:10:02.200]  為什麼摩西與阿倫帶領我們耶和華的會眾
[00:10:02.200 --> 00:10:04.200]  他不是說就這樣會眾
[00:10:04.200 --> 00:10:06.200]  我們是屬於耶和華的
[00:10:06.200 --> 00:10:08.200]  為什麼你帶領我們來
[00:10:08.200 --> 00:10:10.200]  誰帶領你來這裏
[00:10:10.200 --> 00:10:13.200]  是耶和華透過摩西與阿倫帶領你來
[00:10:13.200 --> 00:10:17.200]  你這樣去爭鬧的時候
[00:10:17.200 --> 00:10:24.200]  其實你無形中背後反對的是神祂自己
[00:10:24.200 --> 00:10:28.200]  祂說叫我們和我們的生足都死在這裏嗎
[00:10:28.200 --> 00:10:31.200]  你們為什麼要領我們從埃及上來
[00:10:31.200 --> 00:10:33.200]  把我們帶到這個地方
[00:10:33.200 --> 00:10:36.200]  這個地方是曠野來的
[00:10:36.200 --> 00:10:38.200]  不能夠是耕種
[00:10:38.200 --> 00:10:41.200]  沒有無花果樹、葡萄樹、石榴樹
[00:10:41.200 --> 00:10:43.200]  也沒有水飲
[00:10:43.200 --> 00:10:45.200]  這樣是很大件事的
[00:10:45.200 --> 00:10:47.200]  會死人的
[00:10:47.200 --> 00:10:49.200]  所以他在這個時候
[00:10:49.200 --> 00:10:54.200]  也是來向兩個領袖發怨言
[00:10:54.200 --> 00:10:57.200]  大家可以留意到經文第六節
[00:10:57.200 --> 00:11:00.200]  就是描述到兩位領袖
[00:11:00.200 --> 00:11:06.200]  他們都知道這班耶和華的會眾很難搞
[00:11:06.200 --> 00:11:13.200]  但每一次他們遇到他們的所謂怨言、爭鬧
[00:11:13.200 --> 00:11:16.200]  他們的行動是怎樣呢
[00:11:16.200 --> 00:11:17.200]  我們一起讀
[00:11:17.200 --> 00:11:18.200]  第六節
[00:11:18.200 --> 00:11:21.200]  摩西阿倫離開會眾面前
[00:11:21.200 --> 00:11:23.200]  到會幕的門口
[00:11:23.200 --> 00:11:24.200]  臉伏於地
[00:11:24.200 --> 00:11:28.200]  耶和華的榮光向他們顯現
[00:11:28.200 --> 00:11:32.200]  他們去到會幕的門口趴在地上
[00:11:32.200 --> 00:11:34.200]  意思就是上帝啊
[00:11:34.200 --> 00:11:38.200]  你聽我們的禱告
[00:11:38.200 --> 00:11:43.200]  他們很想尋求上帝你的心意
[00:11:43.200 --> 00:11:45.200]  你的帶領
[00:11:45.200 --> 00:11:47.200]  是你吩咐我們
[00:11:47.200 --> 00:11:51.200]  帶這班百姓來抗野
[00:11:51.200 --> 00:11:53.200]  是要進入英雄之地
[00:11:53.200 --> 00:11:55.200]  不過是他們的不信
[00:11:55.200 --> 00:11:58.200]  是他們錯過了黃金機會
[00:11:58.200 --> 00:12:00.200]  他們原本很快
[00:12:00.200 --> 00:12:01.200]  一出埃及
[00:12:01.200 --> 00:12:04.200]  他們已經可以進入迦南地
[00:12:04.200 --> 00:12:07.200]  是因為信不過上帝的英雄
[00:12:07.200 --> 00:12:11.200]  但是領袖就是要背負
[00:12:11.200 --> 00:12:13.200]  他們這班不信的百姓
[00:12:13.200 --> 00:12:17.200]  很多很多的擔子在他們身上
[00:12:17.200 --> 00:12:20.200]  他們將這些陳明在神的面前
[00:12:20.200 --> 00:12:23.200]  結果神有答覆
[00:12:23.200 --> 00:12:26.200]  在第七到第十三節
[00:12:26.200 --> 00:12:27.200]  這是第二個段落
[00:12:27.200 --> 00:12:30.200]  神怎樣吩咐摩西呢
[00:12:30.200 --> 00:12:32.200]  他說你拿起你的像
[00:12:32.200 --> 00:12:35.200]  在他們眼前吩咐盤石
[00:12:35.200 --> 00:12:37.200]  發出水來
[00:12:37.200 --> 00:12:39.200]  請大家留意
[00:12:39.200 --> 00:12:42.200]  曾經在《出埃及記》
[00:12:42.200 --> 00:12:44.200]  亦都發生過的
[00:12:44.200 --> 00:12:46.200]  就是在利菲定
[00:12:46.200 --> 00:12:48.200]  他們沒有水音的時候
[00:12:48.200 --> 00:12:51.200]  神吩咐摩西擊打盤石
[00:12:51.200 --> 00:12:54.200]  但今次上帝說得很清楚
[00:12:54.200 --> 00:12:56.200]  不是擊打盤石
[00:12:56.200 --> 00:12:58.200]  不是用行動
[00:12:58.200 --> 00:13:00.200]  是用什麼
[00:13:00.200 --> 00:13:02.200]  說話
[00:13:02.200 --> 00:13:03.200]  吩咐
[00:13:03.200 --> 00:13:06.200]  我就要你照我的吩咐
[00:13:06.200 --> 00:13:09.200]  去吩咐盤石出水
[00:13:09.200 --> 00:13:13.200]  你如果是摩西
[00:13:13.200 --> 00:13:16.200]  或者我們普通任何一個人
[00:13:16.200 --> 00:13:18.200]  你叫那個石頭出水
[00:13:18.200 --> 00:13:22.200]  和你找支像打他幾下
[00:13:22.200 --> 00:13:23.200]  然後出水
[00:13:23.200 --> 00:13:28.200]  你覺得哪一個的震懾力更加大
[00:13:28.200 --> 00:13:32.200]  說話當然
[00:13:32.200 --> 00:13:34.200]  我都未動那個盤石
[00:13:34.200 --> 00:13:36.200]  你說我打那個盤石
[00:13:36.200 --> 00:13:37.200]  可能這麼巧
[00:13:37.200 --> 00:13:38.200]  我打那個盤石
[00:13:38.200 --> 00:13:41.200]  可能有一個神跡出現
[00:13:41.200 --> 00:13:43.200]  現在我什麼都沒有動
[00:13:43.200 --> 00:13:45.200]  我只是吩咐他
[00:13:45.200 --> 00:13:49.200]  你信不信得上帝吩咐你
[00:13:49.200 --> 00:13:51.200]  你就聽命去行
[00:13:51.200 --> 00:13:55.200]  這個重點不是叫你有多大力
[00:13:55.200 --> 00:13:57.200]  敲那個盤石
[00:13:57.200 --> 00:13:59.200]  是你信不信得上帝
[00:13:59.200 --> 00:14:02.200]  你發覺摩西怎樣
[00:14:02.200 --> 00:14:05.200]  摩西在第九到第十一節
[00:14:05.200 --> 00:14:06.200]  我們就發覺
[00:14:06.200 --> 00:14:08.200]  他這次
[00:14:08.200 --> 00:14:10.200]  他拿了支像去
[00:14:10.200 --> 00:14:12.200]  不過他開始情緒失控
[00:14:12.200 --> 00:14:15.200]  他一見到那班百姓
[00:14:15.200 --> 00:14:17.200]  他已經火都來了
[00:14:17.200 --> 00:14:19.200]  跟著他怎麼說
[00:14:19.200 --> 00:14:23.200]  你們這班背叛的人
[00:14:23.200 --> 00:14:25.200]  聖經是這樣形容
[00:14:25.200 --> 00:14:27.200]  摩西當時是舉起手來
[00:14:27.200 --> 00:14:29.200]  他其實裡頭
[00:14:29.200 --> 00:14:32.200]  是有很大的一個怒氣在
[00:14:32.200 --> 00:14:34.200]  而同時他舉起手來
[00:14:34.200 --> 00:14:37.200]  就顯示他自己的能力
[00:14:37.200 --> 00:14:40.200]  其實上帝沒有吩咐他舉手
[00:14:40.200 --> 00:14:43.200]  也沒有吩咐他擊打盤石
[00:14:43.200 --> 00:14:46.200]  只是吩咐他吩咐盤石出水
[00:14:46.200 --> 00:14:48.200]  大家留意到那個分別嗎
[00:14:48.200 --> 00:14:50.200]  這個分別很大
[00:14:50.200 --> 00:14:52.200]  那麼摩西
[00:14:52.200 --> 00:14:54.200]  你記不記得他四十年前
[00:14:54.200 --> 00:14:55.200]  發生什麼事
[00:14:55.200 --> 00:14:59.200]  為什麼他會去了埃及
[00:14:59.200 --> 00:15:04.200]  他原本由埃及出來
[00:15:04.200 --> 00:15:08.200]  因為他殺了一個埃及人
[00:15:08.200 --> 00:15:09.200]  四十年前
[00:15:09.200 --> 00:15:11.200]  他是埃及的王子
[00:15:11.200 --> 00:15:15.200]  他來到當時見到有埃及人
[00:15:15.200 --> 00:15:18.200]  那些希伯來人是他的同胞
[00:15:18.200 --> 00:15:22.200]  他心裡頭又是一把火又來了
[00:15:22.200 --> 00:15:25.200]  就是記得我要主持公義
[00:15:25.200 --> 00:15:28.200]  結果一拳就砌低了人家
[00:15:28.200 --> 00:15:29.200]  真的死了
[00:15:29.200 --> 00:15:33.200]  死了就拖著屍體埋在沙堆裏面
[00:15:33.200 --> 00:15:35.200]  他想著沒有人知道
[00:15:35.200 --> 00:15:39.200]  第二天他見到兩個希伯來人在爭鬧
[00:15:39.200 --> 00:15:43.200]  然後他又想著去主持公道
[00:15:43.200 --> 00:15:46.200]  摩西都很正義的
[00:15:46.200 --> 00:15:48.200]  誰知這次怎樣
[00:15:48.200 --> 00:15:49.200]  那個希伯來人
[00:15:49.200 --> 00:15:51.200]  你為什麼做我們大哥
[00:15:51.200 --> 00:15:55.200]  是誰讓你在我們中間做審判官
[00:15:55.200 --> 00:15:57.200]  你是不是好像昨天那樣
[00:15:57.200 --> 00:15:59.200]  打死那個埃及人
[00:15:59.200 --> 00:16:01.200]  你現在想打死我們
[00:16:01.200 --> 00:16:03.200]  摩西一聽到這樣的說話
[00:16:03.200 --> 00:16:06.200]  知道昨天做了那些壞事
[00:16:06.200 --> 00:16:08.200]  原來洩露了出去
[00:16:08.200 --> 00:16:10.200]  接著怎樣
[00:16:10.200 --> 00:16:13.200]  接著是法老真的下命令
[00:16:13.200 --> 00:16:15.200]  要追殺摩西
[00:16:15.200 --> 00:16:16.200]  摩西馬上逃跑
[00:16:16.200 --> 00:16:18.200]  跑到哪裏
[00:16:18.200 --> 00:16:23.200]  跑到五米甸這個平原裏面
[00:16:23.200 --> 00:16:28.200]  上帝就要他在那裏四十年乖乖地做牧羊人
[00:16:28.200 --> 00:16:31.200]  摩西學不學到
[00:16:31.200 --> 00:16:33.200]  變得柔和謙卑
[00:16:33.200 --> 00:16:36.200]  現在很溫馴
[00:16:36.200 --> 00:16:39.200]  誰知我們發覺原來摩西
[00:16:39.200 --> 00:16:44.200]  他原來學這種極其謙和溫柔
[00:16:44.200 --> 00:16:49.200]  去到一些一些原來是他的死穴
[00:16:49.200 --> 00:16:52.200]  我真的覺得是摩西的生命裏面
[00:16:52.200 --> 00:16:55.200]  你知不知道你的生命裏面有沒有一些死穴
[00:16:55.200 --> 00:16:59.200]  你試過忍不住發脾氣
[00:16:59.200 --> 00:17:02.200]  或者口出一些不應該說的話
[00:17:02.200 --> 00:17:03.200]  試過沒有
[00:17:03.200 --> 00:17:06.200]  有多少電影節目試過
[00:17:06.200 --> 00:17:10.200]  嘩 大家都是正常人
[00:17:10.200 --> 00:17:16.200]  不過千萬不要現在都是這樣
[00:17:16.200 --> 00:17:18.200]  其實我們學到老
[00:17:18.200 --> 00:17:19.200]  做到老
[00:17:19.200 --> 00:17:20.200]  活到老
[00:17:20.200 --> 00:17:21.200]  是要學做甚麼
[00:17:21.200 --> 00:17:23.200]  耶穌基督的門徒
[00:17:23.200 --> 00:17:27.200]  其實當你被人挑逗你的情緒
[00:17:27.200 --> 00:17:29.200]  或者激氣
[00:17:29.200 --> 00:17:33.200]  你不要將那種情緒馬上發洩
[00:17:33.200 --> 00:17:36.200]  當他情緒失控的時候
[00:17:36.200 --> 00:17:39.200]  他基本上也是偏離了神的命令
[00:17:39.200 --> 00:17:44.200]  他要用自己的方法去宣洩他的怒氣
[00:17:44.200 --> 00:17:46.200]  他這樣做
[00:17:46.200 --> 00:17:49.200]  結果那盆石有沒有出水呢
[00:17:49.200 --> 00:17:51.200]  有沒有
[00:17:51.200 --> 00:17:52.200]  都有啊
[00:17:52.200 --> 00:17:55.200]  那你說為甚麼會都有呢
[00:17:55.200 --> 00:17:58.200]  其實神的恩典不會因為人的失誤
[00:17:58.200 --> 00:18:04.200]  不會因為人不信服他的時候
[00:18:04.200 --> 00:18:10.200]  他的公認 他的憐憫就在那裏斷絕
[00:18:10.200 --> 00:18:14.200]  上帝都是怒氣只是一縮
[00:18:14.200 --> 00:18:16.200]  一笑之間
[00:18:16.200 --> 00:18:18.200]  只要我們在天亮的時候
[00:18:18.200 --> 00:18:20.200]  懂得要回轉歸向神
[00:18:20.200 --> 00:18:24.200]  這個就是上帝對我們那種忍耐和憐憫
[00:18:24.200 --> 00:18:28.200]  神的判語在這個十二十三節
[00:18:28.200 --> 00:18:29.200]  他是這樣說的
[00:18:29.200 --> 00:18:30.200]  我們一起讀一下
[00:18:30.200 --> 00:18:34.200]  但是耶和華對摩西說 亞倫說
[00:18:34.200 --> 00:18:36.200]  因為你們不信我
[00:18:36.200 --> 00:18:40.200]  沒有在以色列人眼前信我為聖
[00:18:40.200 --> 00:18:43.200]  所以你們必不能領者會眾
[00:18:43.200 --> 00:18:46.200]  進入我所要賜給他們的地去
[00:18:46.200 --> 00:18:49.200]  這就是米利巴水
[00:18:49.200 --> 00:18:52.200]  因以色列人與耶和華爭鬧
[00:18:52.200 --> 00:18:56.200]  耶和華在他們面前顯為聖
[00:18:56.200 --> 00:18:59.200]  這件事很大件事
[00:18:59.200 --> 00:19:02.200]  就是一個這樣的失誤
[00:19:02.200 --> 00:19:05.200]  但你說是小事嗎?
[00:19:05.200 --> 00:19:07.200]  絕對不是小事
[00:19:07.200 --> 00:19:09.200]  因為這兩個都是領袖
[00:19:09.200 --> 00:19:12.200]  亞倫一句說話都沒有說
[00:19:12.200 --> 00:19:15.200]  但是他整天都是這樣的
[00:19:15.200 --> 00:19:17.200]  沉默的亞倫
[00:19:17.200 --> 00:19:19.200]  人家叫他做金牛毒
[00:19:19.200 --> 00:19:21.200]  他就做金牛毒
[00:19:21.200 --> 00:19:28.200]  這個亞倫也沒有堅守在大祭司的位份上
[00:19:28.200 --> 00:19:30.200]  他沒有尊神為聖
[00:19:30.200 --> 00:19:34.200]  不相信神的說話
[00:19:34.200 --> 00:19:37.200]  他也沒有制止摩西
[00:19:37.200 --> 00:19:40.200]  弟弟你不要亂來
[00:19:40.200 --> 00:19:43.200]  上帝是吩咐你去吩咐盤石
[00:19:43.200 --> 00:19:45.200]  你為什麼舉高手?
[00:19:45.200 --> 00:19:46.200]  你想做什麼?
[00:19:46.200 --> 00:19:50.200]  沒有任何的制止
[00:19:50.200 --> 00:19:52.200]  我們看到上帝要罰他們
[00:19:52.200 --> 00:19:55.200]  兩個都罰
[00:19:55.200 --> 00:19:59.200]  這個事件帶給我們有三個很重要的問題
[00:19:59.200 --> 00:20:00.200]  第一
[00:20:00.200 --> 00:20:01.200]  在關鍵的時刻
[00:20:01.200 --> 00:20:04.200]  你有沒有完全信靠神?
[00:20:04.200 --> 00:20:09.200]  你整群人在這裏群起來攻擊你
[00:20:09.200 --> 00:20:13.200]  你當時是信靠上帝
[00:20:13.200 --> 00:20:17.200]  你知道你是照神的吩咐去做就行了
[00:20:17.200 --> 00:20:19.200]  但是他們沒有
[00:20:19.200 --> 00:20:25.200]  他們就要顯出給百姓看到是摩西的怒氣
[00:20:25.200 --> 00:20:27.200]  不是看到神的聖潔
[00:20:27.200 --> 00:20:30.200]  這個帶來也是第三方面
[00:20:30.200 --> 00:20:33.200]  他們的失職、失誤
[00:20:33.200 --> 00:20:37.200]  影響了整個群體對神的認識
[00:20:37.200 --> 00:20:40.200]  神是興曼不得的
[00:20:40.200 --> 00:20:43.200]  而又說就在他們面前顯為聖
[00:20:43.200 --> 00:20:45.200]  即使在人的爭吵裏面
[00:20:45.200 --> 00:20:48.200]  神仍要顯出他的聖潔
[00:20:48.200 --> 00:20:49.200]  第三個段落
[00:20:49.200 --> 00:20:55.200]  我們看到摩西在這件事發生之後
[00:20:55.200 --> 00:20:59.200]  其實摩西都知道自己失敗了
[00:20:59.200 --> 00:21:00.200]  失敗的時候
[00:21:00.200 --> 00:21:08.200]  他仍然想要帶領子民繼續北上
[00:21:08.200 --> 00:21:09.200]  要北上
[00:21:09.200 --> 00:21:17.200]  他就想找回他們的叔父世侄的關係
[00:21:17.200 --> 00:21:19.200]  這個以東人
[00:21:19.200 --> 00:21:21.200]  大家知不知道是誰的後代
[00:21:21.200 --> 00:21:23.200]  就是以素
[00:21:23.200 --> 00:21:25.200]  以素的兄弟就是雅各
[00:21:25.200 --> 00:21:29.200]  雅各的後代就是這十二個支派的以色列人
[00:21:29.200 --> 00:21:31.200]  所以他們是很親的
[00:21:31.200 --> 00:21:35.200]  其實在親族的關係裏面這麼親的
[00:21:35.200 --> 00:21:36.200]  所以他用弟兄
[00:21:36.200 --> 00:21:39.200]  首先摩西跟他們說
[00:21:39.200 --> 00:21:41.200]  我們是親戚
[00:21:41.200 --> 00:21:44.200]  你可不可以幫幫忙
[00:21:44.200 --> 00:21:50.200]  讓我們通過你們的以東這個地方
[00:21:50.200 --> 00:21:54.200]  我們可以上去北面
[00:21:54.200 --> 00:21:56.200]  我們就會入迦南地
[00:21:56.200 --> 00:21:59.200]  不會阻礙你們很久
[00:21:59.200 --> 00:22:02.200]  給我們一點時間就可以了
[00:22:02.200 --> 00:22:04.200]  給一點時間
[00:22:04.200 --> 00:22:06.200]  最主要都不是問題
[00:22:06.200 --> 00:22:08.200]  是人家不給
[00:22:08.200 --> 00:22:11.200]  他說我們走大道
[00:22:11.200 --> 00:22:15.200]  大道的意思是主要的通道
[00:22:15.200 --> 00:22:18.200]  我們不走那些葡萄園
[00:22:18.200 --> 00:22:21.200]  我們不會損毀你的農作物
[00:22:21.200 --> 00:22:25.200]  我們甚至如果有損毀
[00:22:25.200 --> 00:22:28.200]  我們願意給錢賠償你們
[00:22:28.200 --> 00:22:33.200]  所以以東人沒得輸
[00:22:33.200 --> 00:22:37.200]  但結果他們不肯就不肯
[00:22:37.200 --> 00:22:42.200]  他甚至想說神是帶我們出埃及
[00:22:42.200 --> 00:22:44.200]  你念下這個恩情
[00:22:44.200 --> 00:22:46.200]  你同情我們
[00:22:46.200 --> 00:22:48.200]  但他們都不肯
[00:22:48.200 --> 00:22:50.200]  不肯這樣做
[00:22:50.200 --> 00:22:55.200]  以東的回應是兩次都拒絕摩西這個要求
[00:22:55.200 --> 00:22:57.200]  甚至你們不走
[00:22:57.200 --> 00:23:00.200]  我們找武力驅趕你們
[00:23:00.200 --> 00:23:04.200]  所以以色列沒得強闖的情況下
